
[00:00:00.000 --> 00:00:05.660]  在今天聖誕節裏面,我們說的題目跟25號的題目一樣,是被偷走的聖誕
[00:04:40.160 --> 00:04:59.680]  媽媽,不要緊,我去那裏是純男的,今晚沒有女孩,更加要小心,有糖給你喫,不要喫,現在那些軟性毒品印到好像Hello Kitty,滴蛇樂園那樣,以爲很開心,喫了就會中招了,兒子
[00:04:59.680 --> 00:05:15.500]  喝東西,走開了,回來就不要喝了,喝另一杯,如果有紙包飲品給你,你捏一捏它,看會不會有水逼出來,如果有一包東西可能被人打了針,要跟我兒子說,要跟我女兒說,現在是很危險的事情
[00:05:15.500 --> 00:05:28.520]  聖誕節真正的意義不是在說淮人,真正是在說道成肉身,我們看到S這個字並不是代表聖誕老人,沒錯,聖誕老人在聖誕節裏面加添了氣氛
[00:05:28.520 --> 00:05:54.140]  它是帶給我的禮物那個,但聖誕節所說的真正的禮物是救恩,這個救恩是讓我們經歷到感恩的事,沒錯,聖誕節我們會看到火雞,我們會喫火雞,我還記得我小時候第一次喫火雞是充滿了盼望和興奮的心情,因爲覺得喫火雞很貴的,能夠喫到真的很開心
[00:05:54.140 --> 00:06:10.600]  當我喫第一口之後,我相信很多人的感覺都是一樣,這麼粗糙的東西也有人喫,真的很難想象,我們中國人喫雞最重要是滑,火雞爲什麼會這麼粗糙呢?這麼粗糙的東西怎麼會有人喫呢?西人不怪皮膚這麼粗糙,可能喫的火雞太多了
[00:06:10.600 --> 00:06:35.500]  原來在美國來說,爲什麼我們喫火雞是因爲它們的歷史有關係的,他們坐着五月花後這個被流放的政治犯,其實是宗教原因的變成政治犯,這羣人是預備死的,但是能夠在美洲大陸上岸,他第一個看到可以喫的動物就是火雞,所以就被設立爲感恩節
[00:06:35.500 --> 00:06:56.960]  所以在美國來說,喫火雞的意義不是雞好不好喫,是意義才重要,等於我們中國人天天都喫到種子,但是端午節喫到種子是特別有意義的,所以感覺很不一樣,但是聖誕節真正是我們充滿了感恩,和你旁邊的人說一聲,今天我看到你真的很感恩
[00:06:56.960 --> 00:07:26.480]  我們看到M這個字並不是代表着物質,而是代表着meditation,代表着反省,我們需要在這段時間裏面除了喜慶的日子之外,歡愉的日子之外,我們需要去反省一下,耶穌基督降生爲人,成爲了人,是要爲我們的罪負上極沉重的代價,我們感恩之餘,我們反省一下我們人生裏面值得我們感恩的,值得我們慶賀的,或者留下來的,我們可以做的是什麼
[00:07:26.480 --> 00:07:56.400]  我們面對的是什麼事情,這些都是值得我們反省的,而A這個字並不是代表活動,而是代表着敬拜我們的主,它是值得我們敬拜的,不要忘記,有些天主教徒是很值得我們敬佩的,因爲他一年365天都不回教會的,但是聖誕節他一定去望彌撒的,剛剛和基督徒相反,基督徒平日回教會的,就是聖誕節沒有回教會的
[00:07:56.400 --> 00:08:20.400]  我們教會常常收到電話,一到二十幾號就收到電話,打電話來,問我們平安夜有沒有彌撒,林燁神父在不在,我們和你旁邊的頂尖妹說,我們是基督教來的,笑罵沒有彌撒,這裏也沒有告解箱
[00:08:26.400 --> 00:08:36.400]  他爲我們降生的,他纔是聖誕節真正的主角,S這個字不是代表着救物,而是代表着分享,和你旁邊的頂尖妹說,我很願意和你分享
[00:08:56.400 --> 00:09:25.400]  有些影響力很大的人,去分享,其實我們基督教常常和別人說,你有罪所以要信耶穌,很難聽,不要說了,那麼難聽不要說了,我們基督教告訴別人,信耶穌就上天堂,不信耶穌就下地獄,下地獄那麼殘忍,很得罪人,不要說了,我很驚訝
[00:09:26.400 --> 00:09:48.400]  那麼我們剩下什麼可以說呢,我們說愛,愛,愛是最受歡迎的,我想說佛教也說愛,違反佛教精神的,說愛這個字,因爲有愛的人就要下地獄的了,在佛教裏面,但是我奇怪,爲什麼基督教最後只剩下愛這個字呢?
[00:09:49.400 --> 00:10:18.400]  基督教的聖誕節,聖經很清楚說這段經文是很不受歡迎的,耶穌基督降世爲要拯救罪人,Amen,頂尖妹,聖誕節不是開開心心交換禮物,其實這個聖誕節如果是這樣的話,我們就被人偷走了聖誕節真正的意義,聖誕節真正的意義是要紀念一位耶穌降生爲人,祂爲我們罪的緣故而降世,爲我們罪的緣故而死,
[00:10:19.400 --> 00:10:41.400]  如果這個世界有罪的話,你每天打開報紙除非你不看報紙,除非你不聽新聞,我最近香港最震撼的事情是什麼?就是一個國內的小朋友被人劃了雙眼,你難道相信這個是善恨嗎?不可能,你難道相信人的人性可以去到這樣的劃雙眼嗎?
[00:10:42.400 --> 00:11:09.400]  所以我見到香港林醫生在一個宴會里面,我就走過去多謝他,我說很感謝你爲香港人做了一件好事,他說這件事你見到你都會動容的,牧師,是真的,我說我聽到新聞就立刻要上去幫這個小朋友做手術,你每天打開報紙,你都見到整個世界充滿罪惡,是不是?
[00:11:10.400 --> 00:11:39.400]  你每天打開報紙就見到人不斷講大話,整個社會進入一個荒謬的世界裏面,當有人在罵另一個人大話精的時候,他都在講大話,當有人在罵一個人僭建的時候,他家裏都僭建,最終被發現被僭建,當他罵人貪那些茅臺五糧液的時候,原來他家裏都有人送酒給他,當他被人貪到盡的時候,原來他都接受航空公司的饋贈,
[00:11:40.400 --> 00:12:05.400]  你又發覺用手指指着人家那些人,到他被發現的時候,他就說我漏報而已,他就沒事,人家就有事,你見到這個世界是荒謬的,是荒謬的,荒謬到無可再荒謬,你再看現在的幼稚園入學考試試題,小學入學考試試題,更加荒謬,
[00:12:06.400 --> 00:12:30.400]  沒可能發生,我在國內有些朋友已經是PhD了,他下來看一看考試試題,他說我都不懂回答,我回到我親戚家裏,我兒子問我數學題,小三而已,數學題和英文,他是博士來的,他說我都不懂回答,不知道什麼問題來的,博士都不懂回答,你說小三都懂回答,那已經是超越博士了,
[00:12:31.400 --> 00:12:53.400]  我們覺得整個世界都是荒謬的,我前幾天有機會和一羣朋友上北京,那幾天實際上只有幾天在北京,因爲我們有一對共同朋友,其他人是不認識的,第一次見面的,這對共同朋友大家一發起,我們就約了一起上去,
[00:12:54.400 --> 00:13:15.400]  他介紹了一個人讓我認識在我們一團人裏面,他介紹了一個位數十個人,他說牧師這個人是叫餘花,男人來的,我們呆一呆,餘花,我就不想問太多了,我心裏想男人的名字叫餘花,
[00:13:16.400 --> 00:13:37.400]  一落機,我們四點多就去了一個地方,很地道的地方喫飯,喫着喫着飯,突然餘花就喊了,因爲我看到有人在後面偷拍,因爲我揹着,我感覺有閃光燈,因爲我們特別敏感,我想想,沒理由北京有人認識我偷拍我,也沒理由偷拍我背影,這張桌子除了我還有誰這麼厲害呢?
[00:13:38.400 --> 00:13:56.400]  餘花突然出聲,因爲他對着外面,他用普通話,老友,如果要拍的,我出來跟你拍,不要拍到我的朋友,放上網不方便,我就想,這個餘花是誰?有人偷拍他。
[00:13:57.400 --> 00:14:14.400]  到第二天早上喫早餐,有機會我坐下跟他一起喫早餐,我說你真名叫什麼名?哦,我叫陳建仁,普通話很難聽,叫陳賤仁,陳賤仁,普通話叫陳賤仁。
[00:14:15.400 --> 00:14:39.400]  爲什麼他們叫你做餘花?哦,是這樣的,我拍到電影,做了個女主角,長頭髮,轉過臉撓鼻,滿臉胡掃那個,哦,我突然想起了,在周星馳電影系列裏的餘花。
[00:14:40.400 --> 00:14:58.400]  然後,一路跟他聊天,其實第一,昨天見他有時間有時間喫煙,有個火機放在身上,說話就會說粗口的,他突然跟我聊天,哎,敢邪書,下一句就粗口了。
[00:14:59.400 --> 00:15:18.400]  我最初做餐廳的飲食業,我管理了幾家餐廳,月入幾萬,那時候二十多歲,覺得人生爲了什麼呢?這麼年輕就賺了這麼多錢,真是不得他死,賺了這麼多錢,人生不知道爲了什麼。
[00:15:19.400 --> 00:15:29.400]  有一天跟我的老同學,中學同學,坐下喫飯,就問他,哎,人生沒什麼意義,應該做些什麼好呢?這個老同學說,拍電影吧。
[00:15:30.400 --> 00:15:55.400]  我說好啊,放下了月入幾萬的薪金,去面試,這個老同學介紹我進入電影行業,什麼都不懂,當時導演就說,你什麼都不懂,你老同學周星馳介紹你又如何呢?他老同學原來就是周星馳,又如何呢?先做場務吧,就幾千塊收入,由幾萬塊變成幾千塊。
[00:15:56.400 --> 00:16:04.400]  突然有一天拍拍戲,周星馳就跟他說,有個角色想你做,很簡單,你轉過臉,撩鼻子,笑,這樣就行了。
[00:16:04.400 --> 00:16:12.400]  他說好啊,這麼簡單就做吧,誰知道就化妝,一化就化成女人妝,他一照鏡頭,哇,這麼恐怖的樣子都可以出現。
[00:16:13.400 --> 00:16:42.400]  周星馳的電影全部都是很噁心的,由第一集出現,沒有名字的,出到第三部電影,就有個名字叫做《魚花》,很出名了,賺了很多錢,賺了很多錢之後,他又告訴我,他們在讀中學,因爲他們在讀中學,跟周星馳是同一間中學的,我女兒就立刻上網找,一找,那個學校不出名的,一打那個學校的名字,就出了周星馳。
[00:16:43.400 --> 00:16:54.400]  再打那個學校的名字,第二條拿出來就是陳建遠,第三個的名字就是吳振宇,哇,是名校來的,出了三個名人,厲害啊。
[00:16:55.400 --> 00:17:19.400]  賺了很多錢之後,電影行業開始式微,大家知道,他就在銅鑼灣開了一間店鋪,專賣名牌手袋,初初收入不差,因爲上海,北京的朋友打電話過來,就把手袋扔了,擠了十幾萬就拿手袋走了。
[00:17:20.400 --> 00:17:34.400]  到03年,沙士全部撲值,要賣掉兩層樓,才能掩蓋所有債,一貧如洗,什麼都沒了,這麼多年的積蓄,一鋪清袋。
[00:17:35.400 --> 00:17:59.400]  剛剛有人就帶他回教會了,在這麼低調的情況下肯回教會了,回到教會坐下,他說那天很奇怪,他說我坐下在教會里面有一種感覺和以前很不一樣,他說:親愛的朋友,如果你今天回到教會,你今天可能覺得很悶,不要緊你再回來,下次有不同的感覺,如果你今天回來睡着了,不要緊你下次再回來有不同的感覺。
[00:18:00.400 --> 00:18:23.400]  他告訴我,他帶了一個親戚去耶穌坐在洪館最高的那一層,我一說話他就開始睡了,他說:無可頂的牧師,你說東督兆,一說他就睡了,睡到你呼叫,我走過去他就假裝醒了,我就跟他說:不用假裝了,睡得着就睡吧。
[00:18:24.400 --> 00:18:50.400]  我呼叫他下來決志,爲什麼呢?因爲他長期失眠,我說耶穌真是厲害,我一坐下就睡得着了,因爲這樣下來決志信主,所以跟你教書講一聲,你睡到是好的。
[00:18:51.400 --> 00:19:20.400]  你不知道上帝做什麼的各位,你不一定要聽到,可能昏昏下發夢耶穌見他更加緊要,然後餘花那次回教會就信了主,信了主之後,上帝就帶領他回大陸工作,他猜不到,回到大陸才知道,周星馳電影每個星期在各省會不斷在電視重播,香港也是,何必講大陸。
[00:19:21.400 --> 00:19:39.400]  第一架一定見到周星馳電影的,很奇怪的周星馳電影,小夥子會背,背完都會笑,自己背完自己笑,熟到會背,你想想有哪一套電影會熟到會背,然後會笑的呢?就只有周星馳電影。
[00:19:40.400 --> 00:20:08.400]  他說,想不到回到大陸之後,每個人都認得他,我說昨天喫飯已經有人拍你照,其實那天早上我和他喫完早餐,接近中午之前我們就去了天安門,去天安門走一走的時候,其實很恐怖的,遊客不超過30人,我沒見過天安門遊客這麼少人,政府的維穩人士更多過遊客。
[00:20:09.400 --> 00:20:15.400]  拍照那些更多過遊客,拍照那個隨時是長江七號來的,你不知道是不是,很恐怖。
[00:20:16.400 --> 00:20:39.400]  突然我們拍照就有人喊,哎呀,魚花,我就衝過來和他拍照,你想想大陸多出名,一個這麼惡毒的男士在國內可以這麼出名。他說,我上了耶穌之後回到國內,原來這裏有老本,很多人都認識。有一天電視臺就邀請他,不如你上來參加歌唱比賽。
[00:20:40.400 --> 00:20:50.400]  他說我不懂唱歌,我們就是找一些不懂唱歌的人上來的,這個節目是找不懂唱歌的人上來參加歌唱比賽,不是找歌星上來參加歌唱比賽。
[00:20:51.400 --> 00:21:12.400]  我說那好啊,不如這樣,我想做一天上來看你們的彩排行不行?好啊,去到化妝間聽到外面唱歌的女士,哇,好聽到香港一個天后級的歌手都不夠她唱得好。他就震驚地問PA,你們找一些不懂唱歌的人上來唱,那個女人唱得這麼好聽。
[00:21:13.400 --> 00:21:27.400]  我們不懂唱歌的定義就是她不是歌手,就是不懂唱歌。這樣都行?那她是做什麼的?她是做直銷的。哇,一個隨便直銷唱歌比香港好聽的一個天后,那怎麼辦?
[00:21:28.400 --> 00:21:43.400]  她說明天輪到你了,我說怎麼辦?我不是歌手,我就是不是歌手才找你。你明天唱一首廣東歌,兩首國語歌,兩首國語歌是預備的,因爲不入圍就不能唱了。
[00:21:44.400 --> 00:22:01.400]  我問他唱什麼歌?他說唱一首動的,兩首動的,一首不動的,動的纔好看,在熒幕前面。他就選一首Monica,Fans,Fans,Fans,Fans,Monica,她身形比我胖。
[00:22:02.400 --> 00:22:22.400]  她回到酒店,連着大字報在酒店上身地練習,練習一路祈禱,上帝這次真的要幫我,不幫我會死的。練到凌晨兩點,還是不放心,走去卡拉OK,不斷重播Monica,練到凌晨五點。
[00:22:23.400 --> 00:22:37.400]  請記住,祈禱還要加上努力。他祈禱之後,他就覺得要很努力地練,練到凌晨五點沒有睡,然後回酒店洗個澡,就去電視臺彩排。
[00:22:38.400 --> 00:23:00.400]  彩排後,導演就跟他說,你唱Monica最後那一刻,這首歌這麼有動感,最後一收咪那一刻,我就在臺前噴煙了。他想了想,不行,他說,導演不如這樣吧,你噴煙之前,我最後那句,你噴煙之前,我滑下去,我跪下滑下去,滑到剛剛噴煙的位置你就噴吧。
[00:23:01.400 --> 00:23:10.400]  我說,你行不行啊?我踢足球是守龍門的,我不怕別的東西,所以你信我,行的,行的。
[00:23:10.400 --> 00:23:26.400]  誰知道,一到鏡頭一開,他真的唱完那首歌,最後就噴煙,全個電視臺都震撼。那一下,得到很大的掌聲,接着可以繼續參賽。
[00:23:27.400 --> 00:23:41.400]  接着在中國,走雲帶光南北,不同的地方,上電視臺表演,拍電影,一路很感恩,很感謝主,接着下一句就是粗口。
[00:23:42.400 --> 00:23:57.400]  我跟他說,我相信耶穌了,說少點粗口吧。他說,這一行很難的,牧師,習慣了,又粗口。
[00:23:58.400 --> 00:24:12.400]  我在南沙,認識一對夫婦,我太太是世界飲食業,餐飲業的餐會總幹事,兩夫婦七十多歲了。
[00:24:13.400 --> 00:24:30.400]  她老公就說了她的見證給我聽,我就急不及待就帶了她上電臺我節目做訪問。他們年輕的時候,都不是年輕,三十來歲左右,兩夫婦就去到美國白手興家,開餐廳。
[00:24:31.400 --> 00:24:45.400]  開第一家餐廳之後,生意非常好,開第二家。生意非常好,開第三家。開了第三家就出事了。這個男人每天陪人喝酒,喝到酒不離口。
[00:24:46.400 --> 00:25:09.400]  都不要緊,接着再賭兩把,賭錢賭得很厲害,都不要緊,吸毒。喝酒,賭錢,吸毒,三家餐廳,剩下兩家,兩家,剩下一家,大的變成小的。
[00:25:10.400 --> 00:25:25.400]  兩夫婦開始分房睡,老婆受不了,一喝完酒回來就打人,罵人。老婆信了主,信了主回來想帶老公信主,但是看見老公就覺得他沒救了。
[00:25:26.400 --> 00:25:47.400]  這個男士很疼他的女兒,一直不讓女兒知道他吸毒。有一天女兒打電話給他,說:"爸爸,我今天想招呼聖誕節,我想招呼一幫單親家庭的小朋友來我家喫飯,你可不可以幫幫忙,煮東西給他們喫,你煮東西這麼厲害。"
[00:25:48.400 --> 00:26:01.400]  他義不容辭就去了,但是瘦得很厲害,瘦得像骨頭一樣。冬天穿着外套,他吸毒的器具就插在衣服裏的暗格袋裏。
[00:26:02.400 --> 00:26:23.400]  進入他女兒的家,不以爲意就把外套脫下來,放在沙發上,然後開始煮東西。煮好了,小朋友喫得很開心,他就走了。因爲毒孕法,拿着外套差不多要跑到對面停車場,打算一上車就在上面拍針。
[00:26:24.400 --> 00:26:37.400]  一坐下車,伸手到袋子裏拿出吸毒器具的時候,咦,爲什麼東西都不見了?他開始害怕,因爲只有一個可能性,一定是漏了在他女兒的家。
[00:26:38.400 --> 00:27:03.400]  很害怕之後跑去他女兒的家,還沒按門,他女兒就開了門,哭得不得了,手上拿着他爸爸的吸毒器具。"爸爸,你爲什麼搞成這樣?在裏面這羣小朋友如果見到,你告訴我,我可以怎麼跟他們交代?"
[00:27:04.400 --> 00:27:15.400]  他覺得很沒面子,二話不說,轉過頭就衝上車,拿着車走。那時候他打算拿着車出去撞死自己。
[00:27:16.400 --> 00:27:45.400]  突然有一把聲音咳一咳,他上車之後才知道那聲音應該是耶穌來的。他突然靜下來,停下自殺的念頭,拿着車回家。回家一開門就見到他老婆,他老婆就跟他說,"你沒得救了,你明天跟我回教會。"
[00:27:46.400 --> 00:27:55.400]  在這麼壞的情況下,沒辦法不回家,就跟着他老婆回教會。回教會不是聚會,是見到牧師。
[00:27:56.400 --> 00:28:17.400]  他老婆躺下在房間裏,見到牧師,他老婆就走開了,牧師進來就跟他說,"你老婆叫我轉告給你聽,你沒得救了。""我是牧師,真的說不出你的話來,你沒得救了,你只有一個可能,就是信耶穌了。"
[00:28:18.400 --> 00:28:31.400]  牧師說完兩句就走了出去,只剩下他一個人在房間裏。他說,"六十幾歲的人沒試過,他自己哭得跪下地哭哭。"
[00:28:32.400 --> 00:28:48.400]  他爲什麼這麼哲道?中年來到美國,能夠白手興家,飲食業,宣祖有頭有臉在行頭裏面,爲什麼現在這麼哲道?
[00:28:49.400 --> 00:29:03.400]  沒有辦法再面對女兒,沒有辦法面對任何人。他大喊"耶穌救我"。他喊完之後,他覺得旁邊有個人站在那裏,他以爲是耶穌。
[00:29:04.400 --> 00:29:23.400]  他眼睛看一看,原來是師母。師母拍拍他的肩膀,跟他說,"耶穌救你。"他又走了出去。接着牧師又進來,這個真的是夢幻組合,一人說一句就交球了。
[00:29:24.400 --> 00:29:40.400]  牧師又進來,跪下抱着他,跟他說,"你信不信耶穌?如果你信耶穌,我帶你祈禱。"他哭着祈禱,他的禱告是信主的禱告。
[00:29:41.400 --> 00:30:01.400]  牧師很奇怪,他站起來之後,我起身的那一刻,我感覺到千斤重的重擔在我後面掉了。我覺得整個人很污穢,但我起身之後,我覺得我全身好像洗了澡,很乾淨。
[00:30:02.400 --> 00:30:14.400]  由那一刻開始,他的生命有了極大的改變。從那一刻開始,他挽回了他和他女兒的關係,從那一刻開始,他挽回了他和他太太的關係。
[00:30:15.400 --> 00:30:34.400]  當他跟我分享的時候,他太太坐在旁邊,一邊聽一邊哭,忍不住,十八年了,你對着一個魔鬼,十八年了。但是今天迴轉,他太太后來跟我說,他現在像個人了。
[00:30:35.400 --> 00:30:48.400]  我說,像?算是人了。牧師,那十八年,你想象不到我怎麼生活的。很感恩一個這樣的家庭,原本要妻離子散。
[00:30:49.400 --> 00:31:08.400]  牧師,你說的這兩個個案,我沒有那麼嚴重,我沒有生意失敗,我沒有吸毒,我沒有濫賭。我正正想告訴你,耶穌基督降世爲要拯救罪人,我今天坐在這裏,每一個都是罪人。
[00:31:09.400 --> 00:31:21.400]  如果耶穌救得了這兩個人,那麼嚴重的個案,他也救得了的話,你算得了什麼?你的問題是很小事,你交給你位主。
[00:31:21.400 --> 00:31:34.400]  以前很多人叫我信耶穌,我都不信,但今天我不是叫你信耶穌那麼簡單,我想你將你的重擔交給你位主,將你的生命交給你位主,信耶穌的意思就是這樣。
[00:31:35.400 --> 00:31:45.400]  接受他在你心裏面,讓你的生命不再一樣,你得到聖誕節真正的禮物,一份愛的禮物,一份赦罪的禮物,一份喜樂的禮物。
[00:31:45.400 --> 00:32:00.400]  一羣信主的人,兄弟姐妹,今天聖誕節是一種分享,我今天會不會缺乏能力,缺乏勇氣,和我身邊的人分享聖誕節?
[00:32:01.400 --> 00:32:13.400]  聖誕節這麼好的氣氛下,我可不可以多一點和我們身邊的朋友提醒他們,聖誕節真正的主角就是耶穌,你是否願意去接受他,你的生命會不再一樣。
[00:32:14.400 --> 00:32:38.400]  全中國最少有11億人口未聽過耶穌這兩個字,聽清楚我說,全中國最少有11億人口未聽過耶穌這兩個字。
[00:32:39.400 --> 00:32:55.400]  最少有11億不知道什麼叫聖誕節,中國沒有聖誕節假期,聽清楚,聖誕節只是在酒店,在商場裏看到,其他地方沒有了,在中國裏面。
[00:32:55.400 --> 00:33:08.400]  你會不會爲了這11億人口的緣故,成爲你學普通話的動力呢?如果你不懂普通話,怎麼和這11億人說耶穌呢?
[00:33:09.400 --> 00:33:28.400]  我上次去喫飯,其中一個人說普通話,他在大陸已經十幾年了,普通話真的沒得頂,這些菜不是混在一起就可以了嗎,怎麼混在一起呢,普通話沒有混在一起的,混在一起就可以了。
[00:33:29.400 --> 00:33:48.400]  江漢隆很有雞,很有雞,很有汁,江漢隆很多雞,怎麼弄出這麼多雞呢?雞怎麼弄出來的呢?
[00:33:49.400 --> 00:33:59.400]  說到這麼爛的普通話你不要理,這樣又能溝通,旁邊的人又能聽到"是,是,是"。
[00:34:00.400 --> 00:34:19.400]  就像我北京,聽到有人用北京普通話,我聽不到他說話,"是,是,是"。對,對,對,好的,我只能和北京人說話三句回應,"是,是,是"。
[00:34:20.400 --> 00:34:32.400]  對,對,對,好的,好的,好,拜拜,拜拜,拜拜,其實我真的不知道他說什麼,完全不知道,你怎麼會聽得到呢,那些國語完全聽不到,"是,是,是"。
[00:34:33.400 --> 00:34:56.400]  你和俄羅斯人說話基本上沒有區別的,兄弟姐妹,11億人口,香港700萬人口裏,自稱基督徒是37萬,聖誕節,誰被偷走了聖誕節的意義。
[00:34:57.400 --> 00:35:06.400]  如果基督徒都不宣揚真正聖誕節的意義的話,還有誰會做這件事情呢?
[00:35:06.400 --> 00:35:23.400]  讓我們今天來到主的面前,看着神不斷做的工作,我們知道上帝很心急,上帝很心急,上帝要人得着救恩的喜樂,就在這裏起立。
