
[00:00:00.000 --> 00:00:05.300]  各位姐妹平安,先一齊低頭祈禱
[00:05:43.800 --> 00:05:45.800]  從門徒的回答
[00:05:45.800 --> 00:05:51.800]  我們知道一般人對主耶穌的身份判斷是不準確的
[00:05:51.800 --> 00:05:56.800]  但有人說祂是施洗者約翰
[00:05:56.800 --> 00:05:58.800]  是比較奇怪的
[00:05:58.800 --> 00:06:05.800]  可能當時的人相信人死後的靈魂可以附在另一個人身上
[00:06:05.800 --> 00:06:10.800]  否則他們怎會以為耶穌是施洗者約翰呢?
[00:06:10.800 --> 00:06:16.800]  說耶穌是以利亞就有兩個可能的原因
[00:06:16.800 --> 00:06:22.800]  一方面,在舊約聖經的預言,彌賽亞來之前
[00:06:22.800 --> 00:06:25.800]  以利亞是要先來的
[00:06:25.800 --> 00:06:28.800]  我們可以參考《馬拉基書》四章五節
[00:06:28.800 --> 00:06:37.800]  另一方面,以利亞先知是一位走過很多奇異神跡的先知
[00:06:37.800 --> 00:06:44.800]  並且以利亞先知並沒有像正常人那樣死去
[00:06:44.800 --> 00:06:49.800]  而是被上帝用火車火馬接走
[00:06:49.800 --> 00:06:55.800]  故此,當群眾看到主耶穌所行的神跡
[00:06:55.800 --> 00:07:00.800]  就估祂是以利亞,都可以算是合理的
[00:07:00.800 --> 00:07:05.800]  其他還有些人說是先知中的一位
[00:07:05.800 --> 00:07:10.800]  這個觀點可以說是一般人,很多人都是這樣
[00:07:10.800 --> 00:07:13.800]  只求靈驗不求甚解的態度
[00:07:13.800 --> 00:07:18.800]  但所有這些有關耶穌身份的說法
[00:07:18.800 --> 00:07:25.800]  背後的共同點都是認為耶穌是一位古代先知在心
[00:07:25.800 --> 00:07:28.800]  以致祂有這麼大的能力
[00:07:28.800 --> 00:07:32.800]  這就是迷信的後果
[00:07:32.800 --> 00:07:39.800]  當時的人似乎不能相信上帝可以另外興起一位先知
[00:07:39.800 --> 00:07:42.800]  而一定要古人托世
[00:07:42.800 --> 00:07:45.800]  但亦有另一個可能
[00:07:45.800 --> 00:07:50.800]  就是當時的群眾受到法利塞人的影響和威嚇
[00:07:50.800 --> 00:07:53.800]  不敢承認耶穌是基督
[00:07:53.800 --> 00:07:59.800]  耶穌問門徒第一個有關祂的身份問題
[00:07:59.800 --> 00:08:03.800]  只是一碟開胃菜,是一個引導性的問題
[00:08:03.800 --> 00:08:08.800]  真正的考試題目是第二個問題
[00:08:08.800 --> 00:08:12.800]  「你們說我是誰?」
[00:08:12.800 --> 00:08:16.800]  這些使徒跟隨了主耶穌兩年多的時間
[00:08:16.800 --> 00:08:21.800]  親眼見過主耶穌所行的神蹟奇事
[00:08:21.800 --> 00:08:25.800]  他們亦曾經驚訝地呼喊過
[00:08:25.800 --> 00:08:29.800]  「你真是上帝的義子!」
[00:08:29.800 --> 00:08:35.800]  耶穌期望這些使徒對祂有準確的認識
[00:08:35.800 --> 00:08:39.800]  彼得馬上回答「你是基督!」
[00:08:39.800 --> 00:08:44.800]  這不是一時衝動,是一個經過詳細思考的回答
[00:08:44.800 --> 00:08:48.800]  亦是代表全體使徒的回答
[00:08:48.800 --> 00:08:56.800]  彼得和其他使徒可能經常有討論耶穌是誰的問題
[00:08:56.800 --> 00:09:00.800]  而終於肯定耶穌就是基督
[00:09:00.800 --> 00:09:06.800]  基督是希臘文翻譯為希伯來文
[00:09:06.800 --> 00:09:08.800]  「彌賽亞」的字
[00:09:08.800 --> 00:09:14.800]  「彌賽亞」的原意是受苟者的意思
[00:09:14.800 --> 00:09:24.800]  在舊約裏只有大祭司和君王才會被由倒在頭上苟立
[00:09:24.800 --> 00:09:29.800]  作為被上帝認可、正式上任
[00:09:29.800 --> 00:09:33.800]  開始工作的儀式
[00:09:33.800 --> 00:09:39.800]  在舊約中對彌賽亞的來臨其實有多方面的描寫
[00:09:39.800 --> 00:09:43.800]  有些描寫會帶來以色列國的復興
[00:09:43.800 --> 00:09:46.800]  我們記得耶穌的時代
[00:09:46.800 --> 00:09:50.800]  猶太人早已亡國幾百年
[00:09:50.800 --> 00:09:53.800]  當時是受羅馬人統治
[00:09:53.800 --> 00:09:58.800]  因此法里塞人教導以色列人要等候彌賽亞的來臨
[00:09:58.800 --> 00:10:03.800]  當彌賽亞來臨時就是以色列復國的時候
[00:10:03.800 --> 00:10:05.800]  他們有根據的
[00:10:05.800 --> 00:10:08.800]  我們可以看以賽亞書49章1-7節
[00:10:08.800 --> 00:10:12.800]  當主耶穌考問完門徒
[00:10:12.800 --> 00:10:14.800]  而彼得答對了之後
[00:10:14.800 --> 00:10:20.800]  耶穌就開始把基督要受許多苦難並且被殺害
[00:10:20.800 --> 00:10:25.800]  第三天將復活的真理教導他們
[00:10:25.800 --> 00:10:30.800]  有關基督要受苦的寓言
[00:10:30.800 --> 00:10:35.800]  在以賽亞書53章有最清楚的描述
[00:10:35.800 --> 00:10:39.800]  可惜法里塞人不重視這些經文
[00:10:39.800 --> 00:10:42.800]  而在耶穌的時代
[00:10:42.800 --> 00:10:44.800]  普通人是沒有聖經的
[00:10:44.800 --> 00:10:47.800]  甚至連猶太人聽到的解釋
[00:10:47.800 --> 00:10:56.800]  都可能只是猶太翻譯出來的經文或釋經
[00:10:56.800 --> 00:10:59.800]  對聖經的解釋或演繹
[00:10:59.800 --> 00:11:03.800]  因此在一般百姓的心目中
[00:11:03.800 --> 00:11:07.800]  彌賽亞最重要的使命
[00:11:07.800 --> 00:11:09.800]  就是要重建猶太國
[00:11:09.800 --> 00:11:14.800]  使猶太國成為世上最強大的國家
[00:11:14.800 --> 00:11:17.800]  Ethiopia again
[00:11:17.800 --> 00:11:23.800]  因此彼得雖然認識耶穌是基督
[00:11:23.800 --> 00:11:28.800]  但當他聽見主耶穌要受苦和要死的時候
[00:11:28.800 --> 00:11:32.800]  他竟然就把耶穌拉到一邊
[00:11:32.800 --> 00:11:34.800]  要勸阻祂
[00:11:34.800 --> 00:11:38.800]  勸阻這個詞在原文
[00:11:38.800 --> 00:11:44.800]  其實是和33節的「責備」是同一個詞
[00:11:44.800 --> 00:11:46.800]  不是勸阻是罵耶穌
[00:11:46.800 --> 00:11:48.800]  責備祂
[00:11:48.800 --> 00:11:51.800]  彼得以為自己是耶穌的心腹
[00:11:51.800 --> 00:11:55.800]  甚至是耶穌指定的天國掌門大弟子
[00:11:55.800 --> 00:11:57.800]  故此他拉耶穌到一邊
[00:11:57.800 --> 00:12:00.800]  然後責備祂去耶路撒冷
[00:12:00.800 --> 00:12:06.800]  和長老祭司長和經學教師正面發生衝突
[00:12:06.800 --> 00:12:09.800]  是錯的
[00:12:09.800 --> 00:12:15.800]  或許彼得是受到法理賽人的教導影響了
[00:12:15.800 --> 00:12:19.800]  以為基督是一位勝利的君王
[00:12:19.800 --> 00:12:27.800]  而不是一位受苦和被殺害的失敗者
[00:12:27.800 --> 00:12:32.800]  但彼得馬上被耶穌責罵為「撒旦」
[00:12:32.800 --> 00:12:37.800]  用人的想法代替上帝的意思
[00:12:37.800 --> 00:12:44.800]  然後耶穌對所有的使徒作出生命的挑戰
[00:12:44.800 --> 00:12:49.800]  跟隨耶穌的人一定要捨棄自己
[00:12:49.800 --> 00:12:53.800]  背起他的十字架來跟從學
[00:12:53.800 --> 00:12:59.800]  很多時候都有人問背起十字架是什麼意思
[00:12:59.800 --> 00:13:04.800]  很多基督徒喜歡戴十字架頸鏈或其他飾物
[00:13:04.800 --> 00:13:07.800]  表明自己是基督徒
[00:13:07.800 --> 00:13:13.800]  但這不是耶穌所說的「背十架」的意思
[00:13:13.800 --> 00:13:23.800]  十字架是當時羅馬人用來處死犯人最殘酷的行刑工具
[00:13:23.800 --> 00:13:26.800]  如果一個人是羅馬公民
[00:13:26.800 --> 00:13:29.800]  無論犯了什麼該死的罪
[00:13:29.800 --> 00:13:35.800]  其實羅馬法例禁止他們被判釘十字架
[00:13:35.800 --> 00:13:37.800]  擊擊他斬首了事
[00:13:37.800 --> 00:13:39.800]  殺人有很多方法
[00:13:39.800 --> 00:13:42.800]  用不著釘十字架
[00:13:42.800 --> 00:13:47.800]  十字架的刑罰是留給非羅馬公民
[00:13:47.800 --> 00:13:51.800]  犯了反羅馬罪用的刑罰
[00:13:51.800 --> 00:13:56.800]  對犯人是一個羞辱性的死罰
[00:13:56.800 --> 00:14:01.800]  對其他人是一種警告性的刑罰
[00:14:01.800 --> 00:14:04.800]  膽敢反羅馬的人
[00:14:04.800 --> 00:14:09.800]  就要被釘在十字架的恥辱處上
[00:14:09.800 --> 00:14:11.800]  並且死了之後
[00:14:11.800 --> 00:14:13.800]  不可以讓師弟下來
[00:14:13.800 --> 00:14:16.800]  要讓師弟留在十字架上
[00:14:16.800 --> 00:14:19.800]  用來警告其他人
[00:14:19.800 --> 00:14:22.800]  不要反羅馬
[00:14:22.800 --> 00:14:25.800]  主耶穌已經告訴門徒
[00:14:25.800 --> 00:14:29.800]  他正要去耶路撒冷受死
[00:14:29.800 --> 00:14:32.800]  因此,背十字架的意思
[00:14:32.800 --> 00:14:36.800]  是要他們放棄自己的生命
[00:14:36.800 --> 00:14:39.800]  準備好為耶穌而死
[00:14:39.800 --> 00:14:43.800]  為信仰而死
[00:14:43.800 --> 00:14:47.800]  耶穌還解釋了生命的意義
[00:14:47.800 --> 00:14:49.800]  很多人會不斷努力
[00:14:49.800 --> 00:14:51.800]  爭取世上的財富
[00:14:51.800 --> 00:14:53.800]  世上的權力
[00:14:53.800 --> 00:14:57.800]  要贏得全世人的重視
[00:14:57.800 --> 00:15:01.800]  耶穌就是要挑戰有這種想望的人
[00:15:01.800 --> 00:15:03.800]  將整個世界給了你
[00:15:03.800 --> 00:15:05.800]  那又如何呢?
[00:15:05.800 --> 00:15:08.800]  你已經為世界用盡了你的生命
[00:15:08.800 --> 00:15:10.800]  就已經失去了一切
[00:15:10.800 --> 00:15:13.800]  更加失去了天國裏面的生命
[00:15:13.800 --> 00:15:16.800]  永恆的生命
[00:15:16.800 --> 00:15:19.800]  耶穌在三十八節提到
[00:15:19.800 --> 00:15:23.800]  人只在他父的榮耀裏
[00:15:23.800 --> 00:15:25.800]  換句話說
[00:15:25.800 --> 00:15:29.800]  那就是在上帝的國裏面的生命
[00:15:29.800 --> 00:15:32.800]  天國裏面的生命
[00:15:32.800 --> 00:15:35.800]  耶穌在三十七節的問題是
[00:15:35.800 --> 00:15:39.800]  人還能拿什麼換生命呢?
[00:15:39.800 --> 00:15:42.800]  這個問題其實只有一個答案
[00:15:42.800 --> 00:15:45.800]  我們應該用自己今生短暫的生命
[00:15:45.800 --> 00:15:49.800]  去交換永恆的生命
[00:15:49.800 --> 00:15:51.800]  正如主耶穌在三十五節所說
[00:15:51.800 --> 00:15:53.800]  凡要救自己生命的
[00:15:53.800 --> 00:15:55.800]  必喪失生命
[00:15:55.800 --> 00:15:59.800]  凡為我和福音喪失生命的
[00:15:59.800 --> 00:16:02.800]  必救自己的生命
[00:16:02.800 --> 00:16:04.800]  這裏提到生命四次
[00:16:04.800 --> 00:16:07.800]  兩次是在說現在的生命
[00:16:07.800 --> 00:16:10.800]  兩次是在說永恆的生命
[00:16:10.800 --> 00:16:16.800]  弟子們,如果有人從來沒有想過
[00:16:16.800 --> 00:16:18.800]  生命的意義的話
[00:16:18.800 --> 00:16:21.800]  主耶穌也挑戰我們
[00:16:21.800 --> 00:16:24.800]  若有人要跟從我
[00:16:24.800 --> 00:16:31.800]  就當捨己背起自己的十字架來跟從我
[00:16:31.800 --> 00:16:38.800]  我們是否願意用我們現在短暫的生命
[00:16:38.800 --> 00:16:44.800]  去換取那個永恆榮耀的生命呢?
[00:16:44.800 --> 00:16:47.800]  兩年前有一位澳洲美女
[00:16:47.800 --> 00:16:51.800]  她是一位著名的模特兒和電影明星
[00:16:51.800 --> 00:16:56.800]  在別人的眼中是非常成功的人
[00:16:56.800 --> 00:17:01.800]  她叫做Anneliese Brackensieck
[00:17:01.800 --> 00:17:04.800]  據說她在媒體上的粉絲
[00:17:04.800 --> 00:17:07.800]  就有二百萬這麼多
[00:17:07.800 --> 00:17:10.800]  她發佈在媒體上的照片
[00:17:10.800 --> 00:17:14.800]  都是為了顯示出她的歡樂人生
[00:17:14.800 --> 00:17:16.800]  成功的人生
[00:17:16.800 --> 00:17:20.800]  從一個角度來說
[00:17:20.800 --> 00:17:22.800]  你可以說她賺得全世界
[00:17:22.800 --> 00:17:29.800]  賺到二百多萬人的欣賞跟著她
[00:17:29.800 --> 00:17:34.800]  但很可惜,在2019年1月6日
[00:17:34.800 --> 00:17:38.800]  她由於服食過量毒品而死
[00:17:38.800 --> 00:17:42.800]  當時只有四十六歲
[00:17:42.800 --> 00:17:44.800]  我覺得她是活在一個
[00:17:44.800 --> 00:17:49.800]  要自我感覺良好的虛幻世界中
[00:17:49.800 --> 00:17:52.800]  為什麼我會這樣說呢?
[00:17:52.800 --> 00:17:56.800]  因為當她媽媽接受電視訪問的時候說
[00:17:56.800 --> 00:18:00.800]  她從來不看那些媒體上關於她女兒的事
[00:18:00.800 --> 00:18:05.800]  因為她知道那些都是假的
[00:18:05.800 --> 00:18:10.800]  其實這位美女也有憂鬱症
[00:18:10.800 --> 00:18:14.800]  在2018年的時候還跟丈夫分居了
[00:18:14.800 --> 00:18:18.800]  她覺得人生很失敗
[00:18:18.800 --> 00:18:22.800]  就更加深了她的憂鬱
[00:18:22.800 --> 00:18:24.800]  有人懷疑她甚至可能是
[00:18:24.800 --> 00:18:28.800]  故意服用過量毒品而死
[00:18:28.800 --> 00:18:32.800]  如果我們失去了現今的生命
[00:18:32.800 --> 00:18:38.800]  就沒有什麼可以用來換取永恆的生命了
[00:18:38.800 --> 00:18:41.800]  很多人喜歡傳基督教
[00:18:41.800 --> 00:18:44.800]  是一份白白的恩典福音
[00:18:44.800 --> 00:18:46.800]  是免費的
[00:18:46.800 --> 00:18:48.800]  我很想鼓勵大家
[00:18:48.800 --> 00:18:50.800]  以後有機會傳福音的時候
[00:18:50.800 --> 00:18:53.800]  不要傳一個免費的福音
[00:18:53.800 --> 00:18:55.800]  廉價的福音
[00:18:55.800 --> 00:18:58.800]  而是傳一個無價的福音
[00:18:58.800 --> 00:19:01.800]  無價不是免費的
[00:19:01.800 --> 00:19:04.800]  在物質世界中的價格
[00:19:04.800 --> 00:19:07.800]  只是世上的數字遊戲
[00:19:07.800 --> 00:19:10.800]  最近美國大量印鈔票
[00:19:10.800 --> 00:19:14.800]  據說他們印一張100元的尾餐
[00:19:14.800 --> 00:19:18.800]  成本只不過是美金10仙
[00:19:18.800 --> 00:19:21.800]  那其他國家怎麼辦呢?
[00:19:21.800 --> 00:19:22.800]  他們開印刷機
[00:19:22.800 --> 00:19:26.800]  就買了其他國家的產品勞動力
[00:19:26.800 --> 00:19:29.800]  最近石油出口國
[00:19:29.800 --> 00:19:31.800]  這樣搞不行了
[00:19:31.800 --> 00:19:33.800]  我們提高原油價格
[00:19:33.800 --> 00:19:35.800]  如果我們最近入口的時候
[00:19:35.800 --> 00:19:37.800]  發覺貴了很多
[00:19:37.800 --> 00:19:40.800]  其實這個是美國帶給我們的
[00:19:40.800 --> 00:19:44.800]  但所有這些世上的物質價格
[00:19:44.800 --> 00:19:48.800]  在天國裏面都沒有價值的
[00:19:48.800 --> 00:19:50.800]  天國裏有價值的
[00:19:50.800 --> 00:19:52.800]  是我們的生命
[00:19:52.800 --> 00:19:56.800]  是我們和上帝之間的關係
[00:19:56.800 --> 00:19:57.800]  因此主耶穌
[00:19:57.800 --> 00:20:00.800]  願意為我們死在十字架上
[00:20:00.800 --> 00:20:05.800]  承傳著一個無價的福音
[00:20:05.800 --> 00:20:07.800]  很多人都很喜歡接受
[00:20:07.800 --> 00:20:10.800]  不用付代價的禮物
[00:20:10.800 --> 00:20:13.800]  但是無價的福音
[00:20:13.800 --> 00:20:18.800]  其實是要我們用生命去換取
[00:20:18.800 --> 00:20:21.800]  背起自己的十字架來跟從
[00:20:21.800 --> 00:20:24.800]  是主耶穌對我們所有
[00:20:24.800 --> 00:20:28.800]  甘願作舉門徒的呼喚
[00:20:28.800 --> 00:20:30.800]  我們聽見了沒有?
[00:20:30.800 --> 00:20:32.800]  我們明白了沒有?
[00:20:32.800 --> 00:20:36.800]  我們是否願意用行動
[00:20:36.800 --> 00:20:40.800]  一生一世追隨主耶穌
[00:20:40.800 --> 00:20:44.800]  回應耶穌的呼喚呢?
[00:20:44.800 --> 00:20:49.800]  讓我們一起祈禱
[00:20:49.800 --> 00:20:51.800]  親愛的主耶穌
[00:20:51.800 --> 00:20:54.800]  當我們認識祢是基督之後
[00:20:54.800 --> 00:20:56.800]  求祢幫助我們
[00:20:56.800 --> 00:21:00.800]  以建立和上帝的永恆關係
[00:21:00.800 --> 00:21:03.800]  作為人生最聰明的選擇
[00:21:03.800 --> 00:21:06.800]  最崇高的目標
[00:21:06.800 --> 00:21:08.800]  求祢幫助我們
[00:21:08.800 --> 00:21:12.800]  願意背起十架跟隨主
[00:21:12.800 --> 00:21:15.800]  不是受世界潮流的牽引
[00:21:15.800 --> 00:21:19.800]  只會追求世上的名譽來
[00:21:19.800 --> 00:21:21.800]  奉耶穌基督的名祈禱
[00:21:21.800 --> 00:21:23.800]  阿們
