
[00:00:00.000 --> 00:00:07.500]  我們先看到這個《詩圖經傳》的作者跟《詩圖經傳》作書的時間
[00:01:57.500 --> 00:02:00.500]  你就要讀了這個《詩圖經傳》以後
[00:02:00.500 --> 00:02:05.500]  就看見福音是從耶路撒冷開始
[00:02:05.500 --> 00:02:09.000]  那怎麼能夠一直傳到羅馬去呢
[00:02:09.000 --> 00:02:11.500]  中間經過很多的環節
[00:02:11.500 --> 00:02:14.500]  經過好多的艱難困苦
[00:02:14.500 --> 00:02:17.500]  最後傳到羅馬
[00:02:17.500 --> 00:02:20.500]  《詩圖經傳》是寫傳到羅馬
[00:02:20.500 --> 00:02:22.000]  那《詩圖經傳》以後呢
[00:02:22.000 --> 00:02:24.000]  還繼續傳過來
[00:02:24.000 --> 00:02:26.000]  傳到全世界
[00:02:26.000 --> 00:02:31.000]  所以就是教會是怎麼來傳福音的
[00:02:31.000 --> 00:02:33.000]  神的計劃是怎麼樣的
[00:02:33.000 --> 00:02:35.000]  那我們讀了《詩圖經傳》
[00:02:35.000 --> 00:02:38.000]  就可以看得比較清楚一些
[00:02:38.000 --> 00:02:40.000]  第三個呢
[00:02:40.000 --> 00:02:44.000]  就是記載了很多使徒們
[00:02:44.000 --> 00:02:47.000]  還藉着神蹟奇事
[00:02:47.000 --> 00:02:51.000]  來印證耶穌從死裏復活
[00:02:51.000 --> 00:02:54.000]  是神所設立的基督
[00:02:54.000 --> 00:02:57.000]  也是彌賽亞
[00:02:57.000 --> 00:03:00.000]  這個復活在《詩圖經傳》裏面
[00:03:00.000 --> 00:03:02.000]  是一個佔很重要的地位
[00:03:02.000 --> 00:03:06.000]  因爲福音不單單是傳耶穌
[00:03:06.000 --> 00:03:09.000]  不單單是傳耶穌來到世上
[00:03:09.000 --> 00:03:12.000]  很重要的就是要傳
[00:03:12.000 --> 00:03:15.000]  耶穌是從死裏復活
[00:03:15.000 --> 00:03:17.000]  那麼這樣的話來證明
[00:03:17.000 --> 00:03:19.000]  耶穌是神的兒子
[00:03:19.000 --> 00:03:23.000]  他把福音帶給所有的人
[00:03:23.000 --> 00:03:26.000]  如果能信他的名呢
[00:03:26.000 --> 00:03:29.000]  就可以得到赦免
[00:03:29.000 --> 00:03:31.000]  那麼這個在當時呢
[00:03:31.000 --> 00:03:33.000]  是非常需要的
[00:03:33.000 --> 00:03:36.000]  因爲當時的人對耶穌
[00:03:36.000 --> 00:03:38.000]  沒有什麼認識
[00:03:38.000 --> 00:03:41.000]  以爲他不過就是一個家裏人
[00:03:41.000 --> 00:03:44.000]  以爲他不過就是個很普通的人
[00:03:44.000 --> 00:03:46.000]  或者以爲他是一個
[00:03:46.000 --> 00:03:49.000]  傳不同教訓的人
[00:03:49.000 --> 00:03:51.000]  最後被羅馬政府
[00:03:51.000 --> 00:03:53.000]  把他處死了
[00:03:53.000 --> 00:03:56.000]  那麼接着在《詩圖行傳》呢
[00:03:56.000 --> 00:03:58.000]  我們看到使徒們
[00:03:58.000 --> 00:04:01.000]  用各方面的力量
[00:04:01.000 --> 00:04:03.000]  用神蹟啓示
[00:04:03.000 --> 00:04:05.000]  神給他們的
[00:04:05.000 --> 00:04:08.000]  來證明主耶穌從死裏復活
[00:04:08.000 --> 00:04:10.000]  能夠做他們的救主
[00:04:10.000 --> 00:04:15.000]  也就是猶太人所要看到的
[00:04:15.000 --> 00:04:18.000]  所盼望的彌賽亞
[00:04:18.000 --> 00:04:20.000]  這個屬於作書的目的呢
[00:04:20.000 --> 00:04:22.000]  是很清楚的
[00:04:22.000 --> 00:04:27.000]  第三個呢
[00:04:27.000 --> 00:04:29.000]  我們看到這本書裏頭
[00:04:29.000 --> 00:04:31.000]  有什麼特點
[00:04:31.000 --> 00:04:35.000]  因爲這個《詩圖行傳》
[00:04:35.000 --> 00:04:37.000]  是一個要讀懂
[00:04:37.000 --> 00:04:41.000]  《新約書信》的一把鑰匙
[00:04:41.000 --> 00:04:43.000]  因爲你讀了
[00:04:43.000 --> 00:04:46.000]  馬太、馬可、路加、約翰
[00:04:46.000 --> 00:04:48.000]  這四本福音書以後
[00:04:48.000 --> 00:04:51.000]  那你下面呢
[00:04:51.000 --> 00:04:54.000]  如果你馬上就來讀
[00:04:54.000 --> 00:04:57.000]  《詩圖》書信
[00:04:57.000 --> 00:04:59.000]  讀羅馬書
[00:04:59.000 --> 00:05:01.000]  讀哥林多後書、前書
[00:05:01.000 --> 00:05:04.000]  那麼你覺得爲什麼
[00:05:04.000 --> 00:05:06.000]  保羅就出來了
[00:05:06.000 --> 00:05:09.000]  在福音書裏頭就沒有保羅
[00:05:09.000 --> 00:05:11.000]  保羅又出來了
[00:05:11.000 --> 00:05:13.000]  而且佔很重要的地位呢
[00:05:13.000 --> 00:05:16.000]  爲什麼福音會這麼傳開呢
[00:05:16.000 --> 00:05:20.000]  那麼必須你要先讀過《詩圖行傳》
[00:05:20.000 --> 00:05:25.000]  你才能夠讀懂保羅的書信
[00:05:25.000 --> 00:05:28.000]  你才能夠讀懂彼得的書信
[00:05:28.000 --> 00:05:30.000]  那麼爲了彼得
[00:05:30.000 --> 00:05:32.000]  本來在福音書記載說
[00:05:32.000 --> 00:05:37.000]  他在耶穌被捉邁
[00:05:37.000 --> 00:05:40.000]  然後被硬死的時候
[00:05:40.000 --> 00:05:42.000]  他是很害怕的
[00:05:42.000 --> 00:05:44.000]  他就三次火靈珠
[00:05:44.000 --> 00:05:47.000]  怎麼後來就有彼得書信出來
[00:05:47.000 --> 00:05:49.000]  他寫的字那麼的好
[00:05:49.000 --> 00:05:51.000]  那麼的勇敢
[00:05:51.000 --> 00:05:52.000]  爲什麼
[00:05:52.000 --> 00:05:55.000]  那麼你在《詩圖行傳》裏頭
[00:05:55.000 --> 00:05:58.000]  就看到這個彼得
[00:05:58.000 --> 00:06:01.000]  所起的作用是很大的
[00:06:01.000 --> 00:06:06.000]  在福音教會初期的時候
[00:06:06.000 --> 00:06:09.000]  彼得是一個很主要的
[00:06:09.000 --> 00:06:12.000]  神所使用的一位僕人
[00:06:12.000 --> 00:06:15.000]  所以你要讀到《詩圖行傳》以後
[00:06:15.000 --> 00:06:17.000]  那就對這個保羅書信
[00:06:17.000 --> 00:06:19.000]  你就不會這麼陌生
[00:06:19.000 --> 00:06:22.000]  保羅爲什麼寫這麼多地方的書信
[00:06:22.000 --> 00:06:23.000]  爲什麼
[00:06:23.000 --> 00:06:25.000]  因爲在《詩圖行傳》中
[00:06:25.000 --> 00:06:27.000]  他都去過這些地方
[00:06:27.000 --> 00:06:30.000]  所以他把福音都傳給他們
[00:06:30.000 --> 00:06:31.000]  所以你讀到書信
[00:06:31.000 --> 00:06:35.000]  就不會覺得很突然了
[00:06:35.000 --> 00:06:37.000]  那麼這樣的話
[00:06:37.000 --> 00:06:41.000]  這本《詩圖行傳》實際上就記載
[00:06:41.000 --> 00:06:43.000]  怎樣從猶太教
[00:06:43.000 --> 00:06:47.000]  因爲猶太人他們在以前所信的
[00:06:47.000 --> 00:06:49.000]  就舊約的聖經
[00:06:49.000 --> 00:06:51.000]  信的就是神
[00:06:51.000 --> 00:06:54.000]  信的就是摩西的律法
[00:06:54.000 --> 00:06:57.000]  怎麼現在要有基督教出來
[00:06:57.000 --> 00:07:00.000]  就是基督徒的信仰
[00:07:00.000 --> 00:07:02.000]  那就是爲什麼呢
[00:07:02.000 --> 00:07:05.000]  在《詩圖行傳》裏頭就給我們看見
[00:07:05.000 --> 00:07:08.000]  這個過程是什麼
[00:07:08.000 --> 00:07:09.000]  第二個呢
[00:07:09.000 --> 00:07:11.000]  我們可以看到《詩圖行傳》呢
[00:07:11.000 --> 00:07:16.000]  就把初期教會的基本情況擺出來
[00:07:16.000 --> 00:07:19.000]  這些情況雖然經過兩千年
[00:07:19.000 --> 00:07:21.000]  在今天看來
[00:07:21.000 --> 00:07:25.000]  它的基本的原則還是一樣的
[00:07:25.000 --> 00:07:28.000]  可以看到教會的產生
[00:07:28.000 --> 00:07:30.000]  不是出於人的組織
[00:07:30.000 --> 00:07:32.000]  不是幾個人在一起
[00:07:32.000 --> 00:07:34.000]  我們來商量下
[00:07:34.000 --> 00:07:36.000]  我們成立一個運動
[00:07:36.000 --> 00:07:38.000]  我們怎麼做
[00:07:38.000 --> 00:07:39.000]  不是的
[00:07:39.000 --> 00:07:41.000]  而是神怎麼樣來開始
[00:07:41.000 --> 00:07:43.000]  神怎麼來進行
[00:07:43.000 --> 00:07:47.000]  能夠從很少的幾個門徒
[00:07:47.000 --> 00:07:49.000]  漸漸地擴大
[00:07:49.000 --> 00:07:54.000]  從耶路撒冷慢慢傳到羅馬
[00:07:54.000 --> 00:07:56.000]  現在可以傳到全世界
[00:07:56.000 --> 00:07:58.000]  讀了《詩圖行傳》
[00:07:58.000 --> 00:08:02.000]  就會看到這裏面是神的工作
[00:08:02.000 --> 00:08:07.000]  不是人的組織
[00:08:07.000 --> 00:08:09.000]  《詩圖行傳》還有一個特點
[00:08:09.000 --> 00:08:13.000]  就是在這個全書裏頭
[00:08:13.000 --> 00:08:17.000]  很多地方講的到
[00:08:17.000 --> 00:08:21.000]  都是引用舊約聖經的話
[00:08:21.000 --> 00:08:24.000]  所以能說舊約的神
[00:08:24.000 --> 00:08:26.000]  跟新約的神不一樣
[00:08:26.000 --> 00:08:28.000]  舊約的神是公義的神
[00:08:28.000 --> 00:08:31.000]  新約的神是愛的神
[00:08:31.000 --> 00:08:34.000]  好像把神給分開了
[00:08:34.000 --> 00:08:37.000]  但是如果你看到《詩圖行傳》
[00:08:37.000 --> 00:08:39.000]  它在講到福音的時候
[00:08:39.000 --> 00:08:45.000]  很多地方是引用舊約裏頭聖經的話
[00:08:45.000 --> 00:08:49.000]  很明顯的像彼得在第二章講到
[00:08:49.000 --> 00:08:51.000]  五熊節的講到
[00:08:51.000 --> 00:08:53.000]  那天有三千人悔改
[00:08:53.000 --> 00:08:55.000]  他用什麼呢
[00:08:55.000 --> 00:08:57.000]  我們看到他是用神的話
[00:08:57.000 --> 00:09:01.000]  他引用了神在舊約中很多的話
[00:09:01.000 --> 00:09:05.000]  來印證福音是神的計劃
[00:09:05.000 --> 00:09:07.000]  是神的一個旨意
[00:09:07.000 --> 00:09:13.000]  所以人就可以看到福音是有這麼的重要
[00:09:13.000 --> 00:09:16.000]  你像《詩句行傳》也是這樣的
[00:09:16.000 --> 00:09:19.000]  他在尋道以前所講的道
[00:09:19.000 --> 00:09:21.000]  第七章整個一章
[00:09:21.000 --> 00:09:24.000]  講到司祭坊所講的道
[00:09:24.000 --> 00:09:29.000]  他講的道並不是從理論方面來反駁猶太人
[00:09:29.000 --> 00:09:31.000]  一些錯誤的觀點
[00:09:31.000 --> 00:09:33.000]  他來是用聖經的話
[00:09:33.000 --> 00:09:37.000]  講到主耶穌就是神所預備的救主
[00:09:37.000 --> 00:09:42.000]  他來到世上就是爲了要把人從罪裏頭救出來
[00:09:42.000 --> 00:09:45.000]  舊約神所應許的
[00:09:45.000 --> 00:09:47.000]  就是耶穌
[00:09:47.000 --> 00:09:50.000]  信耶穌的就可以得救
[00:09:50.000 --> 00:09:52.000]  所以你看到整個一章
[00:09:52.000 --> 00:09:56.000]  《詩句行傳》講很多都是舊約聖經的話
[00:09:56.000 --> 00:09:58.000]  所以我們從這裏可以看到
[00:09:58.000 --> 00:10:01.000]  舊約聖經跟新約聖經
[00:10:01.000 --> 00:10:03.000]  都是所講的
[00:10:03.000 --> 00:10:05.000]  都是同一個對象
[00:10:05.000 --> 00:10:07.000]  就是耶穌基督
[00:10:07.000 --> 00:10:10.000]  舊約所講的是
[00:10:10.000 --> 00:10:13.000]  耶穌基督還沒有來以前
[00:10:13.000 --> 00:10:16.000]  還沒有降生以前的耶穌基督
[00:10:16.000 --> 00:10:19.000]  新約聖經是來了以後
[00:10:19.000 --> 00:10:23.000]  耶穌降生以後的耶穌基督
[00:10:23.000 --> 00:10:27.000]  所以舊約跟新約總的合起來
[00:10:27.000 --> 00:10:29.000]  是一本的書
[00:10:29.000 --> 00:10:33.000]  總的都是講到神的救贖的計劃
[00:10:33.000 --> 00:10:36.000]  第四點
[00:10:36.000 --> 00:10:38.000]  讀《詩途行傳》
[00:10:38.000 --> 00:10:41.000]  你會看到傳福音的工作
[00:10:41.000 --> 00:10:44.000]  有一條地理的路線
[00:10:44.000 --> 00:10:46.000]  它有很多的地名
[00:10:46.000 --> 00:10:49.000]  這地名跟我們中國的地名又不一樣
[00:10:49.000 --> 00:10:52.000]  讀起來覺得很拗口
[00:10:52.000 --> 00:10:54.000]  但是它都是按照
[00:10:54.000 --> 00:10:57.000]  他們當時世紀的情況
[00:10:57.000 --> 00:11:00.000]  把這些經過的地方
[00:11:00.000 --> 00:11:01.000]  什麼傳福音
[00:11:01.000 --> 00:11:03.000]  從哪裏到哪裏
[00:11:03.000 --> 00:11:05.000]  它都把它給記載下來
[00:11:05.000 --> 00:11:07.000]  而且你讀的時候
[00:11:07.000 --> 00:11:10.000]  比如像地圖可以來參照的話
[00:11:10.000 --> 00:11:14.000]  就看見他們所傳福音的路線
[00:11:14.000 --> 00:11:18.000]  很明顯是一個地方到一個地方
[00:11:18.000 --> 00:11:20.000]  都是真實的地方
[00:11:20.000 --> 00:11:23.000]  不是一個假設的地名
[00:11:23.000 --> 00:11:25.000]  所以你看到《詩途行傳》
[00:11:25.000 --> 00:11:27.000]  有這樣的特點
[00:11:27.000 --> 00:11:29.000]  非常有次序
[00:11:29.000 --> 00:11:31.000]  這個是我們看到
[00:11:31.000 --> 00:11:34.000]  這本《詩途行傳》的特色
[00:11:34.000 --> 00:11:37.000]  那我們要再看一看
[00:11:37.000 --> 00:11:40.000]  這本《詩途行傳》的分段
[00:11:40.000 --> 00:11:42.000]  一共有28章
[00:11:42.000 --> 00:11:46.000]  我們怎麼能夠把這個初步的分段
[00:11:46.000 --> 00:11:47.000]  能夠記住的話
[00:11:47.000 --> 00:11:50.000]  然後我們再來細讀
[00:11:50.000 --> 00:11:51.000]  第一個
[00:11:51.000 --> 00:11:56.000]  從第一章第一節到二章的四十一節
[00:11:56.000 --> 00:11:59.000]  就差不多到二章的結束的時候
[00:11:59.000 --> 00:12:02.000]  這個是講到教會的產生
[00:12:02.000 --> 00:12:04.000]  聖靈的降臨
[00:12:04.000 --> 00:12:07.000]  五旬節所發生的
[00:12:07.000 --> 00:12:12.000]  這樣一個驚天動地的事情
[00:12:12.000 --> 00:12:17.000]  這個就是教會的產生
[00:12:17.000 --> 00:12:20.000]  這個地方就看到
[00:12:20.000 --> 00:12:22.000]  基督徒傳福音
[00:12:22.000 --> 00:12:25.000]  這樣的使命是什麼基礎
[00:12:25.000 --> 00:12:28.000]  是建立在第一章到第二章
[00:12:28.000 --> 00:12:30.000]  所發生的事情
[00:12:30.000 --> 00:12:33.000]  五旬節以後所發生的事情
[00:12:33.000 --> 00:12:36.000]  其中有彼得的講道
[00:12:36.000 --> 00:12:37.000]  那麼你可以看見
[00:12:37.000 --> 00:12:41.000]  這個是信仰的一個基礎
[00:12:41.000 --> 00:12:43.000]  然後剩下來
[00:12:43.000 --> 00:12:46.000]  從第二章末了開始
[00:12:46.000 --> 00:12:49.000]  一直到二十八章
[00:12:49.000 --> 00:12:55.000]  這麼長的二十六章的聖經裏頭
[00:12:55.000 --> 00:13:02.000]  我們可以大概分成兩個大部分
[00:13:02.000 --> 00:13:07.000]  第一大部分是從第二章的結束的時候
[00:13:07.000 --> 00:13:11.000]  到十二章的結束
[00:13:11.000 --> 00:13:15.000]  那麼這個一大段是講到什麼呢
[00:13:15.000 --> 00:13:22.000]  講到初期教會開始的這一段
[00:13:22.000 --> 00:13:26.000]  是向猶太人傳福音
[00:13:26.000 --> 00:13:32.000]  這一段裏頭是講到初期教會
[00:13:32.000 --> 00:13:35.000]  在耶路撒冷第一大段
[00:13:35.000 --> 00:13:40.000]  第二章四十二節到六章七節
[00:13:40.000 --> 00:13:42.000]  然後第二大段
[00:13:42.000 --> 00:13:48.000]  就有從六章八節到九章三十一節
[00:13:48.000 --> 00:13:52.000]  這個四章聖經
[00:13:52.000 --> 00:13:57.000]  講到有三個關鍵人物的一些重要事件
[00:13:57.000 --> 00:14:00.000]  這個三個重要的人物是誰呢
[00:14:00.000 --> 00:14:02.000]  一個我們要看到
[00:14:02.000 --> 00:14:07.000]  就是由施提反
[00:14:07.000 --> 00:14:11.000]  施提反是第一個爲了信仰尋道的
[00:14:11.000 --> 00:14:13.000]  然後你可以看見
[00:14:13.000 --> 00:14:14.000]  由斐立
[00:14:14.000 --> 00:14:18.000]  由初期教會七個師師中間
[00:14:18.000 --> 00:14:20.000]  有一位叫做斐立
[00:14:20.000 --> 00:14:24.000]  他後來就到各個地方
[00:14:24.000 --> 00:14:27.000]  到撒瑪利亞去傳道
[00:14:27.000 --> 00:14:31.000]  能夠看到有記載他的工作
[00:14:31.000 --> 00:14:33.000]  第三個有關鍵人物呢
[00:14:33.000 --> 00:14:36.000]  就是保羅
[00:14:36.000 --> 00:14:38.000]  那個時候他叫掃羅
[00:14:38.000 --> 00:14:40.000]  掃羅怎麼從逼迫教會
[00:14:40.000 --> 00:14:44.000]  到他被逐轉變
[00:14:44.000 --> 00:14:46.000]  他怎麼工作的
[00:14:46.000 --> 00:14:52.000]  這個是在第三第二大段裏面所說的
[00:14:52.000 --> 00:14:56.000]  那麼從這個三個關鍵人物裏頭呢
[00:14:56.000 --> 00:14:58.000]  就講到福音呢
[00:14:58.000 --> 00:15:00.000]  已經從耶路撒冷啊
[00:15:00.000 --> 00:15:02.000]  漸漸的傳開
[00:15:02.000 --> 00:15:04.000]  按照耶穌所吩咐呢
[00:15:04.000 --> 00:15:08.000]  要傳到猶太權力和撒瑪利亞了
[00:15:08.000 --> 00:15:11.000]  所以這個第二的大部分
[00:15:11.000 --> 00:15:12.000]  第三大部分呢
[00:15:12.000 --> 00:15:14.000]  就看見這個福音呢
[00:15:14.000 --> 00:15:17.000]  繼續的在巴勒斯坦
[00:15:17.000 --> 00:15:19.000]  跟敘利亞這一帶地方呢
[00:15:19.000 --> 00:15:21.000]  就擴展了
[00:15:21.000 --> 00:15:23.000]  所以我們看見
[00:15:23.000 --> 00:15:27.000]  從這個第一章第二章的末了
[00:15:27.000 --> 00:15:30.000]  一直到十二章的末了的時候
[00:15:30.000 --> 00:15:33.000]  看見這個在初期教會呢
[00:15:33.000 --> 00:15:35.000]  漸漸從耶路撒冷
[00:15:35.000 --> 00:15:39.000]  從猶太權力到撒瑪利亞
[00:15:39.000 --> 00:15:42.000]  這一段大段的時間呢
[00:15:42.000 --> 00:15:44.000]  看到很主要的人物呢
[00:15:44.000 --> 00:15:46.000]  就是彼得
[00:15:46.000 --> 00:15:47.000]  彼得在裏面
[00:15:47.000 --> 00:15:48.000]  你可以看到
[00:15:48.000 --> 00:15:53.000]  神用他起了很大的作用
[00:15:53.000 --> 00:15:56.000]  這是另一部分
[00:15:56.000 --> 00:15:59.000]  基督徒相當於猶太人
[00:15:59.000 --> 00:16:01.000]  那個時候傳福音的對象
[00:16:01.000 --> 00:16:06.000]  多半是相當於猶太人
[00:16:06.000 --> 00:16:10.000]  然後從第二部分呢
[00:16:10.000 --> 00:16:12.000]  看見他們傳福音的對象呢
[00:16:12.000 --> 00:16:14.000]  神引導他們
[00:16:14.000 --> 00:16:16.000]  從猶太人
[00:16:16.000 --> 00:16:18.000]  從猶太人擴大了
[00:16:18.000 --> 00:16:20.000]  要傳給外方人
[00:16:20.000 --> 00:16:23.000]  因爲福音不是單單像猶太人
[00:16:23.000 --> 00:16:25.000]  不是單單像一個民族
[00:16:25.000 --> 00:16:29.000]  福音是像全世界所有的人
[00:16:29.000 --> 00:16:30.000]  都需要福音
[00:16:30.000 --> 00:16:32.000]  所以說第二大部分呢
[00:16:32.000 --> 00:16:36.000]  就是基督徒向外方人的使命了
[00:16:36.000 --> 00:16:38.000]  就擴展了
[00:16:38.000 --> 00:16:40.000]  那麼這裏面呢
[00:16:40.000 --> 00:16:43.000]  也可以分成三個大段
[00:16:43.000 --> 00:16:44.000]  一個大段呢
[00:16:44.000 --> 00:16:46.000]  就是第四大段呢
[00:16:46.000 --> 00:16:50.000]  就是第一次的宣教
[00:16:50.000 --> 00:16:52.000]  宣教就是他們到海外
[00:16:52.000 --> 00:16:55.000]  離開巴勒斯坦的地方
[00:16:55.000 --> 00:16:58.000]  到海外去傳道
[00:16:58.000 --> 00:17:02.000]  那麼這個是在12章的25節
[00:17:02.000 --> 00:17:04.000]  到16章的5節
[00:17:04.000 --> 00:17:08.000]  我們看到有兩章
[00:17:08.000 --> 00:17:10.000]  13次45
[00:17:10.000 --> 00:17:13.000]  有三章多一點的經文
[00:17:13.000 --> 00:17:15.000]  講到保羅
[00:17:15.000 --> 00:17:19.000]  第一次怎麼從安提亞出去
[00:17:19.000 --> 00:17:22.000]  他們到了這個
[00:17:22.000 --> 00:17:24.000]  這個外地
[00:17:24.000 --> 00:17:26.000]  到了這個小雅西亞
[00:17:26.000 --> 00:17:29.000]  這個地方傳福音
[00:17:29.000 --> 00:17:31.000]  第五大段呢
[00:17:31.000 --> 00:17:35.000]  就是第二次的
[00:17:35.000 --> 00:17:39.000]  保羅第二次的海外的傳道
[00:17:39.000 --> 00:17:41.000]  跟第三次的傳道
[00:17:41.000 --> 00:17:45.000]  那麼就講到範圍更加擴大了
[00:17:45.000 --> 00:17:48.000]  不但是在小雅西亞的亞洲
[00:17:48.000 --> 00:17:49.000]  而且呢
[00:17:49.000 --> 00:17:51.000]  能進到歐洲裏頭了
[00:17:51.000 --> 00:17:53.000]  進到希臘
[00:17:53.000 --> 00:17:57.000]  進到這個馬其頓
[00:17:57.000 --> 00:17:59.000]  哥林多這些地方
[00:17:59.000 --> 00:18:05.000]  最後是擴展出去了
[00:18:05.000 --> 00:18:07.000]  這個裏面差不多有
[00:18:07.000 --> 00:18:11.000]  有四章的聖經
[00:18:11.000 --> 00:18:16.000]  從16章6節到19章20節
[00:18:16.000 --> 00:18:18.000]  這是第五大段
[00:18:18.000 --> 00:18:21.000]  也就是第二部分裏頭的第二段
[00:18:21.000 --> 00:18:24.000]  然後第二部分裏頭的第三段
[00:18:24.000 --> 00:18:28.000]  也就是總的正文裏頭的第六大段的話呢
[00:18:28.000 --> 00:18:32.000]  就是保羅去耶路撒冷
[00:18:32.000 --> 00:18:36.000]  後來在耶路撒冷發生騷亂以後
[00:18:36.000 --> 00:18:38.000]  被羅馬人
[00:18:38.000 --> 00:18:42.000]  他們給押送到這個羅馬
[00:18:42.000 --> 00:18:45.000]  所以就從去耶路撒冷
[00:18:45.000 --> 00:18:47.000]  後來被送到羅馬去
[00:18:47.000 --> 00:18:51.000]  這個裏面用的比較多的經文
[00:18:51.000 --> 00:18:54.000]  差不多有八章聖經這麼多的話
[00:18:54.000 --> 00:18:56.000]  講到這裏面的過程
[00:18:56.000 --> 00:18:59.000]  講到保羅怎麼在船上
[00:18:59.000 --> 00:19:01.000]  經過大風暴
[00:19:01.000 --> 00:19:03.000]  船沉掉了
[00:19:03.000 --> 00:19:06.000]  但他還能夠神海救了他們
[00:19:06.000 --> 00:19:08.000]  到了某一個地方
[00:19:08.000 --> 00:19:10.000]  然後他們繼續起來
[00:19:10.000 --> 00:19:12.000]  能夠到羅馬去了
[00:19:12.000 --> 00:19:15.000]  所以這樣的話
[00:19:15.000 --> 00:19:19.000]  就是要是從使徒行傳所記載的呢
[00:19:19.000 --> 00:19:25.000]  他就到羅馬就告一段落
[00:19:25.000 --> 00:19:28.000]  那麼看見這個第二部分呢
[00:19:28.000 --> 00:19:31.000]  就是向外邦人
[00:19:31.000 --> 00:19:34.000]  不應先向猶太人是什麼計劃
[00:19:34.000 --> 00:19:37.000]  然後呢向猶太人
[00:19:37.000 --> 00:19:40.000]  那就把這兩個部分
[00:19:40.000 --> 00:19:41.000]  如果合在一起呢
[00:19:41.000 --> 00:19:45.000]  一共是六大段的聖經
[00:19:45.000 --> 00:19:47.000]  使徒行傳就可以
[00:19:47.000 --> 00:19:50.000]  後面的幾章可以分成六大段
[00:19:50.000 --> 00:19:55.000]  每一大段都有個明顯的主題
[00:19:55.000 --> 00:19:57.000]  那麼六大段合起來呢
[00:19:57.000 --> 00:20:01.000]  就是使徒行傳的正文
[00:20:01.000 --> 00:20:04.000]  所以每一段好像是個屏風一樣的
[00:20:04.000 --> 00:20:05.000]  你看有些人
[00:20:05.000 --> 00:20:09.000]  我們中國人家裏面比較大戶的人家
[00:20:09.000 --> 00:20:11.000]  他要把這空間隔開
[00:20:11.000 --> 00:20:12.000]  他有屏風
[00:20:12.000 --> 00:20:13.000]  屏風是什麼樣呢
[00:20:13.000 --> 00:20:17.000]  一扇一扇一扇連在一起
[00:20:17.000 --> 00:20:22.000]  好像這個使徒行傳裏面就像有六扇屏風
[00:20:22.000 --> 00:20:28.000]  六扇合起來一個整幅的屏風
[00:20:28.000 --> 00:20:32.000]  每一部分都是一個獨立的部分
[00:20:32.000 --> 00:20:35.000]  但是這六個獨立的部分合起來呢
[00:20:35.000 --> 00:20:37.000]  又是變成一個完整的
[00:20:37.000 --> 00:20:41.000]  就說明到這個福音怎麼從耶路撒冷
[00:20:41.000 --> 00:20:46.000]  一點一點一步一步傳到羅馬去
[00:20:46.000 --> 00:20:48.000]  因爲你傳到羅馬去就表示
[00:20:48.000 --> 00:20:52.000]  福音已經從耶路撒冷
[00:20:52.000 --> 00:20:57.000]  巴勒斯坦這個地方傳到亞洲
[00:20:57.000 --> 00:21:00.000]  再傳到歐洲
[00:21:00.000 --> 00:21:01.000]  所以你看見
