
[00:00:00.000 --> 00:00:03.020]  今天要跟大家分享的題目是在
[00:01:47.960 --> 00:01:50.500]  還有很多更多的事情呢 就是
[00:01:50.500 --> 00:01:53.400]  我們沒有辦法想像 很多都假
[00:01:53.400 --> 00:01:56.180]  不只是疫苗 藥也是假的 還有
[00:01:56.180 --> 00:01:59.360]  牛肉也是假的 我最近看一個視頻
[00:01:59.360 --> 00:02:02.400]  我們看的很像 原來他那個牛肉是合成
[00:02:02.400 --> 00:02:05.240]  出來的 用一些的材料合成
[00:02:05.240 --> 00:02:08.340]  真的一樣 除了牛肉是假的以外呢
[00:02:08.340 --> 00:02:11.340]  大米也是假的 大米是用那個塑膠
[00:02:11.340 --> 00:02:14.220]  來做的 我真的是很
[00:02:14.220 --> 00:02:17.220]  驚訝這種的創造的能力
[00:02:17.220 --> 00:02:20.240]  我想如果要頒那個諾貝爾的這個
[00:02:20.240 --> 00:02:22.960]  什麼創造獎還是什麼
[00:02:22.960 --> 00:02:24.520]  應該要給中國人
[00:02:24.520 --> 00:02:27.520]  有很多 各種各樣的 都可以造得
[00:02:27.520 --> 00:02:30.540]  很真 當然之前我們吃的那個假的雞蛋
[00:02:30.540 --> 00:02:32.340]  大家都很熟悉
[00:02:32.340 --> 00:02:35.600]  大概他們花兩分鐘就可以
[00:02:35.600 --> 00:02:37.720]  造出一個假的雞蛋出來
[00:02:37.720 --> 00:02:40.560]  那如果批量生產的話 那就可以很快了
[00:02:40.560 --> 00:02:42.800]  所以
[00:02:42.800 --> 00:02:46.160]  當我們發現在這個時代裡面
[00:02:46.160 --> 00:02:49.460]  很多的東西都是假的 不只是你吃到的
[00:02:49.460 --> 00:02:52.380]  食物 你用到的產品
[00:02:52.380 --> 00:02:55.360]  還有你生活當中所遇到的很多的事
[00:02:55.360 --> 00:02:58.000]  你覺得是真實的 其實呢
[00:02:58.000 --> 00:03:01.060]  原來他是假的 所以我用這個
[00:03:01.060 --> 00:03:04.060]  偽時代來形容現在我們所處的
[00:03:04.060 --> 00:03:07.060]  這個時代 就是很多東西都是
[00:03:07.060 --> 00:03:10.100]  假的 不只是你的食物
[00:03:10.100 --> 00:03:13.200]  你遇見的事情 其實你看到的那個
[00:03:13.200 --> 00:03:16.360]  不是真實的一面 那當然在
[00:03:16.360 --> 00:03:19.440]  網絡技術飛速發展的階段呢
[00:03:19.440 --> 00:03:22.840]  我們不只是看到這麼少的一些的事情
[00:03:22.840 --> 00:03:26.260]  那隨著這個資訊
[00:03:26.260 --> 00:03:29.200]  非常的快速的傳播呢 有很多的資訊
[00:03:29.200 --> 00:03:32.160]  突然就來到我們生活裡面 轟炸式的
[00:03:32.160 --> 00:03:34.440]  每天我們手機所收到的那些
[00:03:34.440 --> 00:03:37.180]  可能我們都看不過來 很多的新聞
[00:03:37.180 --> 00:03:39.860]  你又收到很多在群組裡面 很多轉發
[00:03:39.860 --> 00:03:42.860]  很多的信息 然後你又轉發 可能你在
[00:03:42.860 --> 00:03:45.940]  轉發之前呢 都沒有去了解那件事情的
[00:03:45.940 --> 00:03:47.200]  真實
[00:03:47.700 --> 00:03:49.460]  你就已經轉發了
[00:03:49.460 --> 00:03:52.560]  其實在我們基督徒的群體裡面也一樣 很多時候
[00:03:52.560 --> 00:03:55.440]  我們有一些的見證 好像
[00:03:55.440 --> 00:03:58.160]  很感動人齁 我們就很快的
[00:03:58.160 --> 00:04:00.960]  馬上就轉發出去 其實原來
[00:04:00.960 --> 00:04:03.940]  後來發現 那個見證是假的
[00:04:03.940 --> 00:04:07.900]  包括以前說那個 上天
[00:04:07.900 --> 00:04:10.840]  那個太空人叫楊立偉齁
[00:04:10.840 --> 00:04:13.160]  然後有那個見證說他
[00:04:13.160 --> 00:04:16.380]  說他的 但是那個見證也是假的
[00:04:16.380 --> 00:04:19.320]  其實他不是信主的 但是居然有他的那個
[00:04:19.320 --> 00:04:22.040]  那個見證出來 然後基督徒的
[00:04:22.040 --> 00:04:25.000]  圈子裡面就不斷的來轉發 來傳播
[00:04:25.000 --> 00:04:27.960]  包括最近很多 包括泰國的這個事件
[00:04:27.960 --> 00:04:30.820]  也是有 也有一些在傳齁 說裡面的
[00:04:30.820 --> 00:04:33.440]  一些學生 哪些是信主的
[00:04:33.440 --> 00:04:36.480]  然後怎麼樣 可能我們都沒有太多的
[00:04:36.480 --> 00:04:39.480]  時間去處理這些信息的
[00:04:39.480 --> 00:04:42.520]  真還是假 然後我們很快就轉發出去
[00:04:42.520 --> 00:04:43.520]  所以
[00:04:43.540 --> 00:04:47.080]  資訊的氾濫 會影響我們對很多事物
[00:04:47.080 --> 00:04:50.080]  的一個分辨 因為太快太多
[00:04:50.080 --> 00:04:52.680]  我們也很少呢 能花時間
[00:04:52.680 --> 00:04:55.680]  去思想那個事情 究竟是真的
[00:04:55.680 --> 00:04:58.520]  還是假的 當然現在
[00:04:58.520 --> 00:05:01.400]  科技不斷的發展 網絡的時代也不斷的
[00:05:01.400 --> 00:05:04.400]  在發展 媒體呢 也不斷的在
[00:05:04.400 --> 00:05:07.720]  發展 現在已經從一個所謂的
[00:05:07.720 --> 00:05:10.940]  菁英媒體的時代 轉到
[00:05:10.940 --> 00:05:13.960]  大眾媒體 其實大眾媒體也已經outdate
[00:05:13.960 --> 00:05:16.980]  了 已經很落伍了 現在是一個
[00:05:16.980 --> 00:05:20.160]  個人媒體的時代 也叫做自媒體的時代
[00:05:20.160 --> 00:05:23.120]  什麼是自媒體呢 每一個人都可以
[00:05:23.120 --> 00:05:26.420]  去發佈你的消息
[00:05:26.420 --> 00:05:28.680]  每一個人都可以在一個
[00:05:28.680 --> 00:05:32.580]  個人的平台裡面 能夠去
[00:05:32.580 --> 00:05:35.620]  發佈你的所有的信息 你想發佈什麼都可以的
[00:05:35.620 --> 00:05:38.520]  現在有很多的年輕人
[00:05:38.520 --> 00:05:41.940]  最近他們在玩這個抖音 你們有玩嗎
[00:05:41.940 --> 00:05:46.520]  其實Facebook也有像Live的功能 就是直播的功能
[00:05:46.520 --> 00:05:49.840]  那大家很快的就是把
[00:05:49.840 --> 00:05:52.840]  個人的消息 或者是他遇到的事情
[00:05:52.840 --> 00:05:56.180]  第一時間就能夠向外去公佈
[00:05:56.180 --> 00:05:59.240]  然後傳播的特別快 那從這個自媒體的
[00:05:59.240 --> 00:06:02.560]  這個時代 我們也可以看得出來
[00:06:02.560 --> 00:06:06.060]  人開始越來越
[00:06:06.060 --> 00:06:09.060]  注重個性 越來越注重
[00:06:09.060 --> 00:06:12.060]  自我 越來越表現自我
[00:06:12.060 --> 00:06:15.340]  越來越對所謂的權威呢
[00:06:15.340 --> 00:06:19.040]  不接受 每個人都想成為
[00:06:19.040 --> 00:06:22.360]  權威 我就是權威 我要表達我自己
[00:06:22.360 --> 00:06:24.560]  我說的就是真理
[00:06:24.560 --> 00:06:26.140]  時代
[00:06:26.140 --> 00:06:29.420]  讓每一個人都能夠成為一個
[00:06:29.420 --> 00:06:32.400]  明星 現在就是直播 每一個人都
[00:06:32.400 --> 00:06:34.400]  草根直播也可以成為網紅
[00:06:34.700 --> 00:06:38.200]  每一個人的關注點 都希望別人更多的來
[00:06:38.200 --> 00:06:41.160]  點擊我的那個頻道
[00:06:41.160 --> 00:06:42.340]  來看我
[00:06:42.340 --> 00:06:45.680]  所以 整個的時代
[00:06:45.680 --> 00:06:49.060]  太多的這些的影響 以致於我們在
[00:06:49.060 --> 00:06:52.140]  這個時代裡面 我們很難分清
[00:06:52.140 --> 00:06:55.380]  真還是假 太多的資訊
[00:06:55.380 --> 00:06:58.380]  太多的自我在裡面
[00:06:58.380 --> 00:07:01.500]  那今天我們讀的這段的經文呢
[00:07:01.500 --> 00:07:04.540]  雖然他們的時代離我們很遠 他們也沒有手機
[00:07:04.540 --> 00:07:07.600]  科技沒有那麼發達 不過在他們的時代呢
[00:07:07.600 --> 00:07:10.660]  他們也受很多的東西所影響
[00:07:10.660 --> 00:07:13.680]  以致於他們呢 在分辨神的真理的時候呢
[00:07:13.680 --> 00:07:16.780]  他們也出現了一些的問題
[00:07:16.780 --> 00:07:19.900]  他們的信仰呢 也受到了世俗
[00:07:19.900 --> 00:07:23.040]  各種的學說的挑戰和影響
[00:07:23.040 --> 00:07:26.380]  特別是在當時的這個世代裡面
[00:07:26.380 --> 00:07:29.720]  他們是處在整個希臘文化的影響
[00:07:29.720 --> 00:07:33.560]  希臘講哲學
[00:07:33.560 --> 00:07:36.120]  有很多的哲學家在裡面
[00:07:36.120 --> 00:07:39.340]  他們受到哲學的影響
[00:07:39.340 --> 00:07:42.380]  非常的嚴重 在講求智慧的
[00:07:42.380 --> 00:07:45.120]  希臘文化的影響底下呢
[00:07:45.120 --> 00:07:47.980]  哥羅西教會 他們有不少的人呢
[00:07:47.980 --> 00:07:51.420]  他們開始崇尚思想 還有辯論
[00:07:51.420 --> 00:07:54.360]  那他們甚至在接受主耶穌基督的福音
[00:07:54.360 --> 00:07:57.560]  上面呢 也落入那種過於
[00:07:57.560 --> 00:08:00.220]  理性的危機裡面
[00:08:00.220 --> 00:08:03.380]  但是我們知道理性是非常有限的
[00:08:03.380 --> 00:08:05.160]  理性是有侷限的
[00:08:05.160 --> 00:08:08.360]  那事實上 信靠主呢
[00:08:08.360 --> 00:08:10.740]  不應該只是頭腦上面的事情
[00:08:10.740 --> 00:08:13.700]  更要呢 將整個人的
[00:08:13.700 --> 00:08:16.580]  心靈完全的投入
[00:08:16.580 --> 00:08:19.240]  才能夠在主裡面來生根建造
[00:08:19.240 --> 00:08:22.420]  當時的信徒不僅是受異端思想的
[00:08:22.420 --> 00:08:25.180]  影響 也受世俗的學說
[00:08:25.180 --> 00:08:28.160]  來挑戰 所以在他們裡面混雜了
[00:08:28.160 --> 00:08:31.160]  很多希臘的哲學
[00:08:31.160 --> 00:08:33.940]  還有世俗的各種的學說
[00:08:33.940 --> 00:08:36.720]  以至於他們的信仰上面出現了一些的搖動
[00:08:36.720 --> 00:08:39.820]  但是在這裡 保羅特意寫信給
[00:08:39.820 --> 00:08:42.820]  哥羅西教會的信徒來提醒他們
[00:08:42.820 --> 00:08:44.200]  他一開始就說
[00:08:44.200 --> 00:08:47.380]  你們既然接受了主耶穌基督
[00:08:47.380 --> 00:08:50.240]  就當遵他而行
[00:08:50.240 --> 00:08:53.880]  這裡我們留意有一個動詞
[00:08:53.880 --> 00:08:55.040]  叫接受
[00:08:55.040 --> 00:08:57.780]  你接受了耶穌基督了嗎?
[00:08:58.540 --> 00:09:01.500]  我想大多數人已經接受了 除了在座有一些新的朋友
[00:09:01.500 --> 00:09:04.980]  但 什麼是接受呢?
[00:09:04.980 --> 00:09:08.240]  接受意味著什麼呢?
[00:09:08.240 --> 00:09:11.780]  你接受的是什麼呢?
[00:09:11.780 --> 00:09:15.200]  你接受的是一套理論嗎?
[00:09:15.200 --> 00:09:18.180]  一套哲學嗎?一套道德教訓嗎?
[00:09:18.180 --> 00:09:21.160]  一套很好的
[00:09:21.160 --> 00:09:24.000]  行為的指引嗎?
[00:09:24.000 --> 00:09:27.520]  還是說你接受的是一位
[00:09:27.520 --> 00:09:30.080]  主耶穌基督?
[00:09:30.080 --> 00:09:34.560]  這點很重要 保羅他一開始就強調
[00:09:34.560 --> 00:09:37.680]  這些信徒他們接受的
[00:09:37.680 --> 00:09:40.700]  不是一套的所謂哲學
[00:09:40.700 --> 00:09:43.780]  不是一套所謂的理論 也不是道德的教訓
[00:09:43.780 --> 00:09:46.880]  他們接受的是一位主
[00:09:46.880 --> 00:09:48.580]  耶穌基督
[00:09:48.580 --> 00:09:50.700]  有什麼樣的區別呢?
[00:09:50.700 --> 00:09:52.500]  有非常大的區別
[00:09:52.500 --> 00:09:55.320]  如果你只是接受的是一套理論
[00:09:55.320 --> 00:09:58.240]  一套哲學 一套道德教訓
[00:09:58.240 --> 00:10:02.240]  你很可能就是我們常說的文化基督徒
[00:10:02.240 --> 00:10:04.540]  什麼是文化基督徒呢?
[00:10:04.540 --> 00:10:07.780]  就是你在文化的層面 道德的層面
[00:10:07.780 --> 00:10:10.540]  你很認同基督教所講的這一套
[00:10:10.540 --> 00:10:13.560]  你認同他的價值體系
[00:10:13.560 --> 00:10:17.220]  你認同他的文化 你覺得這麼做很好
[00:10:17.220 --> 00:10:19.740]  你覺得聖經的教導很不錯
[00:10:19.740 --> 00:10:23.040]  不過這一切跟你可以沒有任何的關係
[00:10:23.040 --> 00:10:25.820]  你可以照著行 也可以不照著行
[00:10:25.820 --> 00:10:28.780]  只不過你是認同這個觀點而已
[00:10:28.780 --> 00:10:32.200]  你跟耶穌基督也沒有任何的關係
[00:10:32.200 --> 00:10:35.660]  你跟他沒有任何的連接
[00:10:35.660 --> 00:10:39.300]  你跟這位救主沒有任何的關係
[00:10:39.300 --> 00:10:40.580]  這個叫文化基督徒
[00:10:40.580 --> 00:10:42.620]  所以這些人他們不會去教會的
[00:10:42.620 --> 00:10:44.820]  因為他們覺得我已經相信了
[00:10:44.820 --> 00:10:48.320]  我接受這套 我不需要去教會
[00:10:48.320 --> 00:10:50.800]  我知道你們所講的我都知道
[00:10:50.800 --> 00:10:52.700]  這個叫文化基督徒
[00:10:52.700 --> 00:10:58.500]  但這裡 保羅所講的是接受一位主
[00:10:58.500 --> 00:11:03.200]  耶穌基督 你留意他特別提出了
[00:11:03.200 --> 00:11:06.100]  耶穌基督的身份 主
[00:11:06.100 --> 00:11:07.100]  意味著什麼?
[00:11:07.100 --> 00:11:09.600]  你接受一位主意味著什麼?
[00:11:09.600 --> 00:11:11.600]  你有一位主意味著什麼?
[00:11:11.600 --> 00:11:13.600]  你自己還是不是主了?
[00:11:13.600 --> 00:11:15.600]  你不是主了
[00:11:15.600 --> 00:11:17.600]  因為你接受了一位主
[00:11:17.600 --> 00:11:19.100]  那一位才是主
[00:11:19.100 --> 00:11:27.200]  你每個的決定 你生活的每一個的步伐
[00:11:27.200 --> 00:11:29.200]  都不是由你來做主
[00:11:29.200 --> 00:11:31.200]  因為你接受了一位主
[00:11:31.200 --> 00:11:35.200]  耶穌基督 你的生命被祂所掌管
[00:11:35.200 --> 00:11:37.200]  這個才是重點
[00:11:37.200 --> 00:11:39.200]  你的生命要有改變
[00:11:39.200 --> 00:11:42.200]  你的生命不是接受一套的理論
[00:11:42.200 --> 00:11:44.200]  因為你接受了一位主
[00:11:44.200 --> 00:11:46.200]  就意味著你不再做你生命的主
[00:11:46.200 --> 00:11:48.200]  你要放下你自己
[00:11:48.200 --> 00:11:50.200]  你要以祂的標準為標準
[00:11:50.200 --> 00:11:53.200]  不是再以你的標準為標準
[00:11:53.200 --> 00:11:59.200]  你要以耶穌基督建立真實的關係
[00:11:59.200 --> 00:12:02.200]  以耶穌基督建立真實的關係非常重要
[00:12:02.200 --> 00:12:05.200]  假如說你沒有跟耶穌基督建立真實的關係
[00:12:05.200 --> 00:12:08.200]  你只是跟某個人
[00:12:08.200 --> 00:12:10.200]  你跟那個朋友很好
[00:12:10.200 --> 00:12:11.200]  他帶你來教會
[00:12:11.200 --> 00:12:13.200]  然後每個禮拜都來
[00:12:13.200 --> 00:12:14.200]  大家很高興在這裡
[00:12:14.200 --> 00:12:16.200]  你跟其他人也很談得來
[00:12:16.200 --> 00:12:18.200]  話題也很好 大家也很關心你
[00:12:18.200 --> 00:12:20.200]  大家關係都非常的親密
[00:12:20.200 --> 00:12:22.200]  直到有一天你發現
[00:12:22.200 --> 00:12:28.200]  你們所建立的那種關係非常的薄弱
[00:12:28.200 --> 00:12:30.200]  因為他的來教會
[00:12:30.200 --> 00:12:33.200]  他不是建基於他跟耶穌基督的關係
[00:12:33.200 --> 00:12:36.200]  而是建基於他跟某個人的關係
[00:12:36.200 --> 00:12:37.200]  跟兄姊妹的關係
[00:12:37.200 --> 00:12:39.200]  甚至是跟喜歡某個傳道人
[00:12:39.200 --> 00:12:42.200]  喜歡某個牧師等等
[00:12:42.200 --> 00:12:45.200]  你會發現這個關係非常的脆弱
[00:12:45.200 --> 00:12:48.200]  當他的信仰受到一點點衝擊的時候
[00:12:48.200 --> 00:12:52.200]  你發現所有的這些關係馬上分崩離析
[00:12:52.200 --> 00:12:54.200]  他可能就會跑掉了
[00:12:54.200 --> 00:12:56.200]  你發現你辛辛苦苦兩年三年
[00:12:56.200 --> 00:12:59.200]  好像建立很美好的關係
[00:12:59.200 --> 00:13:02.200]  其實這個關係很經不起考驗
[00:13:02.200 --> 00:13:06.200]  他可能馬上就跟你沒有關係了
[00:13:06.200 --> 00:13:11.200]  所以問題是我們有沒有把人帶到耶穌基督的面前
[00:13:11.200 --> 00:13:17.200]  有沒有人能夠幫助他可以跟耶穌基督建立真實的關係
[00:13:17.200 --> 00:13:19.200]  能夠真正接受這位主
[00:13:19.200 --> 00:13:25.200]  而不是接受那套哲學理念那套道德的教訓
[00:13:25.200 --> 00:13:29.200]  假如說他沒有跟耶穌基督建立真實的關係
[00:13:29.200 --> 00:13:35.200]  很快一年兩年甚至一個月他可能就會離開
[00:13:35.200 --> 00:13:37.200]  他可能來教會有目的
[00:13:37.200 --> 00:13:39.200]  可能這裡的氛圍很好
[00:13:39.200 --> 00:13:41.200]  他可能喜歡這裡的詩歌
[00:13:41.200 --> 00:13:43.200]  可能這裡的丁姐妹都很nice
[00:13:43.200 --> 00:13:44.200]  對他很好
[00:13:44.200 --> 00:13:47.200]  這裡還有飯吃等等
[00:13:47.200 --> 00:13:49.200]  各種各樣的原因
[00:13:49.200 --> 00:13:52.200]  可是真的如果他沒有跟耶穌基督建立關係
[00:13:52.200 --> 00:13:55.200]  這一切都不穩固
[00:13:55.200 --> 00:13:59.200]  所以保羅要提醒格林多教會的信徒
[00:13:59.200 --> 00:14:02.200]  重要的是跟耶穌基督建立關係
[00:14:02.200 --> 00:14:05.200]  接受的是位主耶穌基督
[00:14:05.200 --> 00:14:07.200]  也只有這樣
[00:14:07.200 --> 00:14:09.200]  你就在基督裡面
[00:14:09.200 --> 00:14:14.200]  你才能夠明白藏在他裡面的神的奧秘
[00:14:14.200 --> 00:14:18.200]  在同一章就是哥羅西書第二章的第二節
[00:14:18.200 --> 00:14:19.200]  第三節裡面講到
[00:14:19.200 --> 00:14:21.200]  我們一起來念
[00:14:21.200 --> 00:14:24.200]  要叫他們的心得安慰
[00:14:24.200 --> 00:14:26.200]  因愛心互相聯絡
[00:14:26.200 --> 00:14:28.200]  以致豐豐足足
[00:14:28.200 --> 00:14:31.200]  在悟性中有充足的信息
[00:14:31.200 --> 00:14:34.200]  是他們真知神的奧秘
[00:14:34.200 --> 00:14:39.200]  這就是基督所積蓄的一切智慧知識
[00:14:39.200 --> 00:14:43.200]  都在他裡面藏著
[00:14:43.200 --> 00:14:46.200]  只有當你跟耶穌基督建立了真正的關係
[00:14:46.200 --> 00:14:48.200]  你在基督裡的時候
[00:14:48.200 --> 00:14:54.200]  你才能明白藏在他裡面的神的奧秘
[00:14:54.200 --> 00:14:57.200]  你才能夠知道聖經所講的是什麼
[00:14:57.200 --> 00:15:00.200]  你才能夠真正來明白聖經
[00:15:00.200 --> 00:15:03.200]  神的奧秘不是隱藏的
[00:15:03.200 --> 00:15:05.200]  當然他是藏在基督裡面
[00:15:05.200 --> 00:15:08.200]  但是當我們都在基督裡面的時候
[00:15:08.200 --> 00:15:09.200]  就像我們敞開
[00:15:09.200 --> 00:15:11.200]  我們就能夠看得見
[00:15:11.200 --> 00:15:13.200]  我們就能夠明白
[00:15:13.200 --> 00:15:16.200]  但並不是說我們接受了主
[00:15:16.200 --> 00:15:18.200]  馬上就全部都明白了
[00:15:18.200 --> 00:15:20.200]  也不是這個道理
[00:15:20.200 --> 00:15:23.200]  我們是要慢慢地逐步地去明白
[00:15:23.200 --> 00:15:26.200]  不是說我現在一覺知禱告
[00:15:26.200 --> 00:15:28.200]  然後我所有有關神的奧秘
[00:15:28.200 --> 00:15:29.200]  神的知識我都知道
[00:15:29.200 --> 00:15:30.200]  我都清楚
[00:15:30.200 --> 00:15:31.200]  並非是這樣
[00:15:31.200 --> 00:15:36.200]  所以有沒有在跟一些朋友聊基督教信仰的時候
[00:15:36.200 --> 00:15:40.200]  常常會提到理性跟信仰的話題
[00:15:40.200 --> 00:15:42.200]  有人會挑戰你
[00:15:42.200 --> 00:15:45.200]  有人會在理性上面來挑戰你的信仰
[00:15:45.200 --> 00:15:47.200]  他們問什麼問題
[00:15:47.200 --> 00:15:48.200]  通常他們會問
[00:15:48.200 --> 00:15:51.200]  你怎麼知道你所信的是真的呢
[00:15:51.200 --> 00:15:55.200]  基督教信仰是反理性反知識的嗎
[00:15:55.200 --> 00:15:57.200]  基督教既然是唯獨信心的
[00:15:57.200 --> 00:16:00.200]  那麼基督徒還需要理性上的理解嗎
[00:16:00.200 --> 00:16:03.200]  有沒有遇到這些問題
[00:16:03.200 --> 00:16:06.200]  你跟一些畏性的朋友在聊的時候
[00:16:06.200 --> 00:16:09.200]  常常他們會提出這些的問題
[00:16:09.200 --> 00:16:13.200]  而這些的問題也是歷久不衰
[00:16:13.200 --> 00:16:16.200]  常常很熱門要去討論的
[00:16:16.200 --> 00:16:20.200]  這個知跟信的關係
[00:16:20.200 --> 00:16:23.200]  不管在任何的時候
[00:16:23.200 --> 00:16:27.200]  我們都需要去面對
[00:16:27.200 --> 00:16:31.200]  在我們跟其他的朋友去討論的時候
[00:16:31.200 --> 00:16:34.200]  我們也很難避免這些的問題
[00:16:34.200 --> 00:16:38.200]  其實這些的問題也不是今天才開始來討論
[00:16:38.200 --> 00:16:41.200]  其實已經討論了大概幾千年的時間了
[00:16:41.200 --> 00:16:44.200]  在早期的時候
[00:16:44.200 --> 00:16:49.200]  有一句很出名的話叫做Faith Seeking Understanding
[00:16:49.200 --> 00:16:56.200]  這個是奧古斯丁最早提出來的
[00:16:56.200 --> 00:17:00.200]  也就是說以信求知
[00:17:00.200 --> 00:17:04.200]  也可以翻譯成信心尋求理解
[00:17:04.200 --> 00:17:07.200]  從哪裡來呢
[00:17:07.200 --> 00:17:10.200]  是從以上要書七章九節那裡來的
[00:17:10.200 --> 00:17:13.200]  你們若是不信定然不得了解
[00:17:13.200 --> 00:17:18.200]  這個是希臘文其實是日本的一個翻譯
[00:17:18.200 --> 00:17:25.200]  這裡在探討理性跟啟示的一個關係
[00:17:25.200 --> 00:17:29.200]  其實可以翻譯得更加通俗一點
[00:17:29.200 --> 00:17:33.200]  就是說如果你們不相信
[00:17:33.200 --> 00:17:36.200]  你們就沒有辦法明白
[00:17:36.200 --> 00:17:39.200]  其實在奧古斯丁提出來以後
[00:17:39.200 --> 00:17:41.200]  後面也有很多的神學家
[00:17:41.200 --> 00:17:43.200]  他們繼續討論這樣的一個話題
[00:17:43.200 --> 00:17:47.200]  有關信跟理解的問題
[00:17:47.200 --> 00:17:51.200]  也就是說我們的信心跟理性的問題
[00:17:51.200 --> 00:17:55.200]  後來到了安瑟倫的時代
[00:17:55.200 --> 00:17:59.200]  他提出了一個很出名的本體論的論證
[00:17:59.200 --> 00:18:02.200]  證明我們不需要看聖經
[00:18:02.200 --> 00:18:04.200]  不需要任何其他外在的證據
[00:18:04.200 --> 00:18:07.200]  我們單單從邏輯推理
[00:18:07.200 --> 00:18:10.200]  我們就可以知道有上帝的存在
[00:18:10.200 --> 00:18:12.200]  因為很多人說要講理性
[00:18:12.200 --> 00:18:15.200]  他就說現在我們不講其他的證據了
[00:18:15.200 --> 00:18:17.200]  我們純粹跟你們談理性就好了
[00:18:17.200 --> 00:18:21.200]  我們從理性也可以證明上帝的存在
[00:18:21.200 --> 00:18:22.200]  他怎麼證明呢
[00:18:22.200 --> 00:18:25.200]  他提出來一個叫做本體論的論證
[00:18:25.200 --> 00:18:28.200]  這個論證很簡單
[00:18:28.200 --> 00:18:33.200]  我們做過一些數學的證明的題目
[00:18:33.200 --> 00:18:36.200]  他這裡這樣來論證
[00:18:36.200 --> 00:18:42.200]  他說上帝是無法設想有比他更偉大的存有
[00:18:42.200 --> 00:18:44.200]  上帝就是這樣的
[00:18:44.200 --> 00:18:47.200]  沒有辦法設想有比他更偉大的存有了
[00:18:47.200 --> 00:18:51.200]  無法設想有比他更偉大的存有
[00:18:51.200 --> 00:18:56.200]  不可能僅存在於思想裡面
[00:18:56.200 --> 00:19:01.200]  因為如果他僅存在思想裡面
[00:19:01.200 --> 00:19:04.200]  就有比他更偉大的存有
[00:19:04.200 --> 00:19:06.200]  就是存在於現實當中的那個存有
[00:19:06.200 --> 00:19:11.200]  那麼他就不會是無法設想有比他更偉大的存有了
[00:19:11.200 --> 00:19:14.200]  所以得出結論
[00:19:14.200 --> 00:19:16.200]  無法設想有比他更偉大的存有
[00:19:16.200 --> 00:19:19.200]  必然存在於現實當中
[00:19:19.200 --> 00:19:21.200]  那簡單來講
[00:19:21.200 --> 00:19:25.200]  就是神最偉大
[00:19:25.200 --> 00:19:29.200]  存在的比不存在的偉大
[00:19:29.200 --> 00:19:31.200]  所以有一個結論
[00:19:31.200 --> 00:19:33.200]  神存在
[00:19:33.200 --> 00:19:36.200]  這個他是用純理性的一個論證
[00:19:36.200 --> 00:19:37.200]  本體論的論證
[00:19:37.200 --> 00:19:40.200]  因為有神這個觀念在人的心裡面
[00:19:40.200 --> 00:19:44.200]  所以神一定存在於現實中
[00:19:44.200 --> 00:19:51.200]  因為現實的存有比思想裡面的存有更大
[00:19:51.200 --> 00:19:55.200]  這個在基督教的學界裡面
