
[00:00:00.000 --> 00:00:04.920]  今日的講題就是「審判的七任逼近的災害」
[00:04:37.220 --> 00:04:39.580]  怎樣去數算我們的日子
[00:04:39.580 --> 00:04:42.140]  好叫我們得著智慧的心
[00:04:42.140 --> 00:04:46.060]  讓我們謙卑下來 願意去回到祢的根前
[00:04:46.060 --> 00:04:47.820]  去聽從祢的話語
[00:04:47.820 --> 00:04:50.500]  以致我們心裏面有平安
[00:04:50.500 --> 00:04:54.740]  因為神祢說過 在你裏面有平安
[00:04:54.740 --> 00:04:56.940]  雖然世界上是有苦難
[00:04:56.940 --> 00:04:58.220]  願主祢帶領我們
[00:04:58.220 --> 00:04:59.220]  多謝你聽我們祈禱
[00:04:59.220 --> 00:05:03.740]  奉主耶穌基督得聖的命祈求 阿們
[00:05:03.740 --> 00:05:09.460]  上星期Nelson傳道講到約翰福音
[00:05:09.460 --> 00:05:14.340]  約翰在《啟示錄》裏面被提到天上
[00:05:14.340 --> 00:05:17.340]  在《啟示錄》第四、第五章
[00:05:17.340 --> 00:05:20.620]  他看見神坐在寶座上
[00:05:20.620 --> 00:05:23.180]  那時候神拿著一張書卷
[00:05:23.180 --> 00:05:26.060]  在第五章的一節開始
[00:05:26.060 --> 00:05:30.020]  講到這張書卷是用七個印去填封的
[00:05:30.020 --> 00:05:33.900]  沒有人是配得去展開這張書卷
[00:05:33.900 --> 00:05:35.420]  書卷用七個印去填封
[00:05:35.420 --> 00:05:43.420]  是很實在的 很重要的
[00:05:43.420 --> 00:05:45.900]  當時猶太人是有些印去填封
[00:05:45.900 --> 00:05:47.060]  好像圍竹那些
[00:05:47.060 --> 00:05:51.060]  不准死之前都不可以去掀開的
[00:05:51.060 --> 00:05:54.900]  是很重要的書卷
[00:05:54.900 --> 00:05:59.420]  所以約翰看見神手裏面拿著這張書卷的時候
[00:05:59.420 --> 00:06:00.980]  他就大哭了
[00:06:00.980 --> 00:06:02.980]  為什麼他要哭呢?
[00:06:02.980 --> 00:06:08.780]  因為約翰知道如果神的計劃不可以實現的時候
[00:06:08.780 --> 00:06:11.140]  他知道這不是普通的書卷
[00:06:11.140 --> 00:06:15.700]  是一個好像別人納完圍竹之後很重要的書卷
[00:06:15.700 --> 00:06:20.980]  所以他知道是關於神要向普天下
[00:06:20.980 --> 00:06:23.460]  講的一些很重要的信息
[00:06:23.460 --> 00:06:25.300]  可能是關於一些審判的計劃
[00:06:25.300 --> 00:06:27.620]  更加是關於一些救贖的計劃
[00:06:27.620 --> 00:06:29.140]  因為神是很愛我們
[00:06:29.140 --> 00:06:30.580]  所以他就很緊張
[00:06:30.580 --> 00:06:33.780]  他很怕這些書卷不能夠打開
[00:06:33.780 --> 00:06:37.540]  你想想在第一世紀教會的處境
[00:06:37.540 --> 00:06:40.660]  其實他們正是受到逼迫的
[00:06:40.660 --> 00:06:44.180]  當時是羅馬王去管治他們
[00:06:44.180 --> 00:06:46.460]  很多基督徒他們都會被殺的
[00:06:46.460 --> 00:06:49.060]  如果你不敬拜羅馬王的時候
[00:06:49.060 --> 00:06:52.780]  所以有股惡勢力好像不斷去得勝
[00:06:52.780 --> 00:06:54.380]  不斷去擴大
[00:06:54.380 --> 00:07:00.020]  所以約翰也是受逼迫去流放一個荒島
[00:07:00.020 --> 00:07:01.340]  拔摩海島
[00:07:01.340 --> 00:07:02.940]  所以他一定很期待
[00:07:02.940 --> 00:07:05.180]  如果神的國度來臨
[00:07:05.180 --> 00:07:06.820]  公義就會彰顯
[00:07:06.820 --> 00:07:08.700]  苦難就可以結束
[00:07:08.700 --> 00:07:10.940]  所以如果沒有人去打開這個書卷
[00:07:10.940 --> 00:07:16.180]  代表神的審判或者神的救贖不可以開始
[00:07:16.180 --> 00:07:18.860]  所以惡人可能一直在當道
[00:07:18.860 --> 00:07:20.580]  教會也一直受苦
[00:07:20.580 --> 00:07:22.540]  公義也得不到彰顯
[00:07:22.540 --> 00:07:24.900]  所以約翰就去痛哭
[00:07:24.900 --> 00:07:26.260]  很大很大的哭泣
[00:07:26.260 --> 00:07:28.860]  很大很大的痛哭
[00:07:28.860 --> 00:07:31.620]  啟示錄五章五節有一個好消息
[00:07:31.620 --> 00:07:34.980]  說到耶穌基督已經復活了
[00:07:34.980 --> 00:07:36.540]  得勝了死亡
[00:07:36.540 --> 00:07:40.660]  所以耶穌基督可以去掀開這個書卷
[00:07:40.660 --> 00:07:43.940]  掀開這個嚴封的書卷
[00:07:43.940 --> 00:07:49.140]  即是說耶穌基督開始去執行神的計劃
[00:07:49.140 --> 00:07:52.780]  所以今天我們集中去看六章一到八節
[00:07:52.780 --> 00:07:54.540]  前面那四個印
[00:07:54.540 --> 00:07:56.220]  就說到有四匹馬
[00:07:56.220 --> 00:07:57.340]  剛才我們讀到
[00:07:57.340 --> 00:07:58.980]  是什麼意思呢?
[00:07:58.980 --> 00:08:02.580]  我們再看六章一到二節
[00:08:02.580 --> 00:08:04.580]  說到高揚揭開七印中
[00:08:04.580 --> 00:08:05.780]  第一印的時候
[00:08:05.780 --> 00:08:09.300]  有一匹白馬
[00:08:09.300 --> 00:08:11.340]  騎在馬上的拿著弓
[00:08:11.340 --> 00:08:13.300]  並有冠冕賜給他
[00:08:13.300 --> 00:08:16.700]  他出來勝了又要勝
[00:08:16.700 --> 00:08:20.260]  有些人認為這個白馬是贏的
[00:08:20.260 --> 00:08:23.220]  會不會是主耶穌基督來呢?
[00:08:23.220 --> 00:08:26.420]  主耶穌基督這匹白馬是代表
[00:08:26.420 --> 00:08:28.500]  好像啟示錄一直看下去
[00:08:28.500 --> 00:08:32.500]  十九章也說到耶穌基督騎著白馬來
[00:08:32.500 --> 00:08:35.020]  但其實這個解釋就很牽強
[00:08:35.020 --> 00:08:38.740]  因為你看見這個白馬是拿著弓的
[00:08:38.740 --> 00:08:40.940]  代表他會攻擊
[00:08:40.940 --> 00:08:45.100]  主耶穌基督從來都不會用弓箭去攻擊人
[00:08:45.100 --> 00:08:48.300]  所以從上下文去看
[00:08:48.300 --> 00:08:50.940]  這匹馬是和災難有關的
[00:08:50.940 --> 00:08:53.100]  他不是主耶穌基督
[00:08:53.100 --> 00:08:55.260]  那麼是誰呢?
[00:08:55.260 --> 00:08:58.900]  這個白馬要模仿基督
[00:08:58.900 --> 00:09:02.340]  所以是代表一個假基督的勢力
[00:09:02.340 --> 00:09:05.180]  他拿著弓代表他要去征戰
[00:09:05.180 --> 00:09:06.900]  而且是攻擊遠方
[00:09:06.900 --> 00:09:07.700]  不是近距離
[00:09:07.700 --> 00:09:09.420]  攻擊遠的東西
[00:09:09.420 --> 00:09:13.580]  是一個軍事的勢力
[00:09:13.580 --> 00:09:17.140]  可能是攻打遠方的地圖
[00:09:17.140 --> 00:09:19.420]  他要去有一個權力的鬥爭
[00:09:19.420 --> 00:09:23.940]  他要去擴張自己的勢力
[00:09:23.940 --> 00:09:26.260]  而當時第一世紀的人
[00:09:26.260 --> 00:09:28.460]  如果看到這個情景的時候
[00:09:28.460 --> 00:09:29.580]  他們會想到
[00:09:29.580 --> 00:09:33.100]  羅馬人最崇尚的就是騎著白馬
[00:09:33.100 --> 00:09:35.020]  所以你會發覺白馬是很好的
[00:09:35.020 --> 00:09:37.060]  我們說白馬王子
[00:09:37.060 --> 00:09:41.820]  所以當時很多人崇尚白馬
[00:09:41.820 --> 00:09:43.540]  因為白馬代表軍隊
[00:09:43.540 --> 00:09:46.380]  海船歸來都是騎著白馬
[00:09:46.380 --> 00:09:48.660]  代表勝利
[00:09:48.660 --> 00:09:51.020]  而且有冠冕賜給他
[00:09:51.020 --> 00:09:53.620]  所以想到是勝利的場面
[00:09:53.620 --> 00:09:57.220]  而羅馬當時管治的人民來說
[00:09:57.220 --> 00:09:58.540]  他一直宣稱
[00:09:58.540 --> 00:10:00.660]  我們羅馬多麼強大
[00:10:00.660 --> 00:10:03.580]  我們可以帶來羅馬的和平
[00:10:03.580 --> 00:10:05.060]  給他的子民
[00:10:05.060 --> 00:10:07.220]  所以當時他不斷擴充他的勢力
[00:10:07.220 --> 00:10:10.860]  去打別人的國家
[00:10:10.860 --> 00:10:14.180]  所以猶太人也是被他們打敗了
[00:10:14.180 --> 00:10:20.100]  以至他們是在羅馬統治的一個民族
[00:10:20.100 --> 00:10:23.500]  這個騎著馬的拿著弓
[00:10:23.500 --> 00:10:26.500]  但是很奇怪地他又沒有箭
[00:10:26.500 --> 00:10:29.220]  你看他拉著弓他都沒有箭
[00:10:29.220 --> 00:10:32.020]  代表他是虛假
[00:10:32.020 --> 00:10:35.580]  不是真的靠軍事實力去征服
[00:10:35.580 --> 00:10:37.060]  征服這個世界
[00:10:37.060 --> 00:10:38.300]  征服一些東西
[00:10:38.300 --> 00:10:40.940]  所以他是靠政治的謊言
[00:10:40.940 --> 00:10:42.540]  或者經濟操控
[00:10:42.540 --> 00:10:45.300]  或者一些宣傳
[00:10:45.300 --> 00:10:48.740]  或者一些偽裝的宣傳和平
[00:10:48.740 --> 00:10:50.580]  去叫別人去臣服他
[00:10:50.580 --> 00:10:52.980]  要他去迷惑別人的心
[00:10:52.980 --> 00:10:55.300]  結果帶來更多的災難
[00:10:55.300 --> 00:10:56.980]  所以第一匹馬告訴我們
[00:10:56.980 --> 00:11:01.420]  是一個虛假的和平和欺騙
[00:11:01.420 --> 00:11:03.180]  你看看今天的世界都是這樣
[00:11:03.180 --> 00:11:04.820]  我們覺得很和平
[00:11:04.820 --> 00:11:07.100]  但是如果你突然間接個電話
[00:11:07.100 --> 00:11:09.100]  然後又信他講什麼
[00:11:09.100 --> 00:11:11.460]  又將你的錢傳給他
[00:11:11.460 --> 00:11:12.820]  其實是什麼意思?
[00:11:12.820 --> 00:11:14.500]  就是被人騙了
[00:11:14.500 --> 00:11:16.940]  但是有很多人上吊
[00:11:16.940 --> 00:11:22.500]  澳洲好像是其中一個最容易被人騙的地方
[00:11:22.500 --> 00:11:27.020]  澳洲是被人騙了每人平均有一至兩元
[00:11:27.020 --> 00:11:30.300]  如果你沒被騙過其實你很厲害
[00:11:30.300 --> 00:11:33.940]  你想想二千萬人口
[00:11:33.940 --> 00:11:35.820]  每人騙了一至兩元就是四千萬
[00:11:35.820 --> 00:11:38.940]  就是不少人騙了很多錢給別人
[00:11:38.940 --> 00:11:44.060]  所以另外今天的世界就是這麼虛假
[00:11:44.060 --> 00:11:47.100]  我們覺得以為很和平
[00:11:47.100 --> 00:11:51.060]  但是突然間有人用一些虛假的東西去欺騙
[00:11:51.060 --> 00:11:52.300]  去迷惑你
[00:11:52.300 --> 00:11:54.700]  你發覺大國與大國之間都是
[00:11:54.700 --> 00:11:56.100]  弄個和平協議出來
[00:11:56.100 --> 00:11:58.260]  我們不再打仗了
[00:11:58.260 --> 00:11:59.940]  有沒有成功呢?
[00:11:59.940 --> 00:12:02.340]  幾天可能都不知道有沒有
[00:12:02.340 --> 00:12:04.900]  接著人道主義的口號
[00:12:04.900 --> 00:12:06.820]  就是我們要和平的
[00:12:06.820 --> 00:12:09.860]  我們要有人道的
[00:12:09.860 --> 00:12:11.740]  要講人權的
[00:12:11.740 --> 00:12:13.620]  很多這樣的口號
[00:12:13.620 --> 00:12:17.700]  但是其實背後都是騙人的
[00:12:17.700 --> 00:12:19.220]  大有大的騙
[00:12:19.220 --> 00:12:20.300]  小有小的騙
[00:12:20.300 --> 00:12:22.260]  小的騙就像你剛才說的
[00:12:22.260 --> 00:12:25.460]  電話理財服務其實騙了你的錢
[00:12:25.460 --> 00:12:29.860]  街頭祈福黨去詐騙又騙你的錢
[00:12:29.860 --> 00:12:34.300]  所以我們其實是很希望和平的
[00:12:34.300 --> 00:12:39.340]  我們都以為條約可以去製造和平
[00:12:39.340 --> 00:12:43.580]  我們以為宣傳和平可以製造和平
[00:12:43.580 --> 00:12:48.060]  但是你發覺人心比萬物都詭詐
[00:12:48.060 --> 00:12:52.620]  所以結果是帶來更多的衝突
[00:12:52.620 --> 00:12:57.020]  一個衝突可以毀掉一個國家
[00:12:57.020 --> 00:13:01.020]  一個仇恨可以毀滅人的一生
[00:13:01.020 --> 00:13:06.860]  或者一個謊言可以毀掉一個家庭
[00:13:06.860 --> 00:13:10.940]  所以我們發覺不容易要和平
[00:13:10.940 --> 00:13:15.420]  我想唯有我們回到天家才有真正的和平
[00:13:15.420 --> 00:13:17.180]  所以第一個白馬被我們看到的
[00:13:17.180 --> 00:13:19.980]  就是虛假的和平和欺騙
[00:13:19.980 --> 00:13:21.540]  會淋到這個世界
[00:13:21.540 --> 00:13:22.940]  真是越來越多
[00:13:22.940 --> 00:13:26.900]  越有知識就越知道怎樣去騙人
[00:13:26.900 --> 00:13:31.700]  這個真是今天我們面對的世界
[00:13:31.700 --> 00:13:36.980]  我們再來看第二個印第三第四節
[00:13:36.980 --> 00:13:38.420]  揭開第二印的時候
[00:13:38.420 --> 00:13:41.220]  有一匹馬又出來了 是紅的
[00:13:41.220 --> 00:13:44.540]  有權兵給了騎馬的
[00:13:44.540 --> 00:13:47.020]  可以從地上奪去太平
[00:13:47.020 --> 00:13:48.820]  使人彼此相殺
[00:13:48.820 --> 00:13:51.620]  又有一把大刀賜給他
[00:13:51.620 --> 00:13:54.580]  紅色我們都想到了
[00:13:54.580 --> 00:13:59.740]  代表暴力或者流血的顏色
[00:13:59.740 --> 00:14:02.580]  所以當太平被奪去
[00:14:02.580 --> 00:14:04.420]  可以奪去太平
[00:14:04.420 --> 00:14:06.940]  戰爭就沒有了太平
[00:14:06.940 --> 00:14:08.700]  所以當太平被奪去的時候
[00:14:08.700 --> 00:14:11.700]  表面上羅馬帝國被人覺得很有太平
[00:14:11.700 --> 00:14:21.180]  但其實國內的軍隊都是軍閥割據
[00:14:21.180 --> 00:14:24.260]  不是很服對方
[00:14:24.260 --> 00:14:28.980]  因為這是一個虛假的征服能力
[00:14:28.980 --> 00:14:30.540]  所以第一世紀的信徒
[00:14:30.540 --> 00:14:35.980]  他看見紅馬有把大刀的時候
[00:14:35.980 --> 00:14:37.140]  他知道
[00:14:37.140 --> 00:14:39.700]  說到羅馬帝國
[00:14:39.700 --> 00:14:43.180]  其實他們在公元69年
[00:14:43.180 --> 00:14:48.180]  剛剛寫啟示錄的前幾十年
[00:14:48.180 --> 00:14:53.620]  就有一個很悲慘的內戰
[00:14:53.620 --> 00:14:56.340]  一年內換了四個皇帝
[00:14:56.340 --> 00:15:00.300]  軍閥割據、血流成河
[00:15:00.300 --> 00:15:04.660]  其實他們都在經歷這些征戰
[00:15:04.660 --> 00:15:11.060]  所以紅馬是一個戰爭和人性殘殺的記號
[00:15:11.060 --> 00:15:12.420]  一個警號
[00:15:12.420 --> 00:15:15.460]  所以當虛假被揭開的時候
[00:15:15.460 --> 00:15:18.020]  接下來就是征戰
[00:15:18.020 --> 00:15:21.060]  人的野心和慾望沒有停止過
[00:15:21.060 --> 00:15:23.220]  所以不斷都有征戰
[00:15:23.220 --> 00:15:27.100]  經文講到使人彼此去相殺
[00:15:27.100 --> 00:15:30.820]  我覺得很恐怖
[00:15:30.820 --> 00:15:33.140]  人可以彼此相殺
[00:15:33.140 --> 00:15:37.220]  我們看見今天的征戰、今天的戰爭
[00:15:37.220 --> 00:15:41.540]  突然間一天可以扔個飛彈下來
[00:15:41.540 --> 00:15:43.420]  你就沒有了和平
[00:15:43.420 --> 00:15:45.500]  接著戰爭就開始
[00:15:45.500 --> 00:15:48.260]  昔日已經差不多四年了
[00:15:48.260 --> 00:15:50.620]  俄烏戰爭就是這樣
[00:15:50.620 --> 00:15:56.780]  接著現在的美伊衝突和中東的戰爭也是
[00:15:56.780 --> 00:15:58.500]  接著還有很多的內戰
[00:15:58.500 --> 00:16:02.340]  蘇丹、緬甸等內戰都沒有停止過
[00:16:02.340 --> 00:16:07.660]  所以我看見人最大的問題不是我們的資源不夠
[00:16:07.660 --> 00:16:08.940]  資源太少
[00:16:08.940 --> 00:16:10.580]  或者我們住的房子太小
[00:16:10.580 --> 00:16:12.340]  不是這些問題
[00:16:12.340 --> 00:16:16.140]  是人的心永遠都不能滿足
[00:16:16.140 --> 00:16:19.780]  你看見做到首富是不是可以滿足呢?
[00:16:19.780 --> 00:16:23.900]  你的投資幾代都吃不完
[00:16:23.900 --> 00:16:26.540]  你是不是可以滿足呢?
[00:16:26.540 --> 00:16:27.940]  你會發覺不是
[00:16:27.940 --> 00:16:31.540]  而是人的心不斷去不滿足
[00:16:31.540 --> 00:16:33.420]  夢想要多一點
[00:16:33.420 --> 00:16:36.260]  正如在《雅各書》也講到
[00:16:36.260 --> 00:16:43.540]  它講到你們中間的爭鬥
[00:16:43.540 --> 00:16:46.500]  按錯了 回頭看
[00:16:46.500 --> 00:16:53.420]  你們中間的爭鬥是從哪裡來的呢?
[00:16:53.420 --> 00:16:58.380]  不是從你們百體之中的私慾來的嗎?
[00:16:58.380 --> 00:17:01.860]  所以其實是我們的戰爭、我們的爭鬥
[00:17:01.860 --> 00:17:03.980]  不是外面的環境
[00:17:03.980 --> 00:17:06.580]  是我們的心
[00:17:06.580 --> 00:17:10.140]  所以我們的戰場其實是我們心裏面
[00:17:10.140 --> 00:17:12.500]  你想想家庭裏面的戰場
[00:17:12.500 --> 00:17:16.420]  有多少是在我們自己的心裏面
[00:17:16.420 --> 00:17:21.100]  就是夫妻之間的衝突
[00:17:21.100 --> 00:17:24.180]  所以如果人心裏面只有自己
[00:17:24.180 --> 00:17:26.780]  我這樣的 為什麼你不遷就我呢?
[00:17:26.780 --> 00:17:29.860]  我要怎樣你就應該遷就我
[00:17:29.860 --> 00:17:33.020]  如果是自我看得這麼大
[00:17:33.020 --> 00:17:36.060]  而心裏面沒有了神、沒有了愛
[00:17:36.060 --> 00:17:38.860]  也沒有了道德觀念
[00:17:38.860 --> 00:17:41.620]  其實罪惡就會不斷去產生
[00:17:41.620 --> 00:17:46.540]  而導致更加嚴重的衝突和爭戰
[00:17:46.540 --> 00:17:49.420]  前兩天我看到一個香港的新聞
[00:17:49.420 --> 00:17:51.500]  我覺得挺唏噓的
[00:17:51.500 --> 00:17:53.500]  那個標題大家可能都聽過
[00:17:53.500 --> 00:17:58.300]  「小巴站兩女打鬥 釀成命案」
[00:17:58.300 --> 00:17:59.500]  小巴站而已
[00:17:59.500 --> 00:18:01.300]  因為這個標題這麼說
[00:18:01.300 --> 00:18:04.180]  我還以為是女生 不是男的
[00:18:04.180 --> 00:18:06.980]  通常這些我都覺得男的會比較容易
[00:18:06.980 --> 00:18:10.340]  所以我就進去看看詳細的情形是怎樣
[00:18:10.340 --> 00:18:14.060]  他說有兩名五十多歲的女子
[00:18:14.060 --> 00:18:17.100]  也不是二十多歲 血氣方剛那些
[00:18:17.100 --> 00:18:18.820]  五十多歲
[00:18:18.820 --> 00:18:22.580]  晚上十點多乘坐小巴到一個屋邨的時候
[00:18:22.580 --> 00:18:26.100]  下車的時候 因為一些肢體碰撞
[00:18:26.100 --> 00:18:28.620]  有人踩到有人的腳
[00:18:28.620 --> 00:18:32.340]  然後就引起衝突 踩到腳而已
[00:18:32.340 --> 00:18:38.580]  被踩腳的女人就將這個婦人倒在地上
[00:18:38.580 --> 00:18:41.220]  然後用雙腳跪在肚子裏面
[00:18:41.220 --> 00:18:42.820]  用兩隻手插著她的頸
[00:18:42.820 --> 00:18:46.100]  襲擊了幾分鐘之後就走了
[00:18:46.100 --> 00:18:48.500]  這個警方就接報到場
[00:18:48.500 --> 00:18:52.740]  發現死者昏迷 頸部臉部有明顯的傷痕
[00:18:52.740 --> 00:18:55.380]  然後就去送醫院搶救
[00:18:55.380 --> 00:18:59.300]  之後就證實不治
[00:18:59.300 --> 00:19:04.980]  你會發覺 嘩 為什麼這麼緊要 什麼事啊?
[00:19:04.980 --> 00:19:10.100]  所以這個新聞令我覺得人性很可怕
[00:19:10.100 --> 00:19:16.660]  小小的肢體碰撞 叫兩句 突然間就可以大打出手
[00:19:16.660 --> 00:19:22.180]  家庭也是這樣的 夫妻之間有愛也是這樣的
[00:19:22.180 --> 00:19:29.060]  所以你會發覺 可以是這麼大的報復行動
[00:19:29.060 --> 00:19:34.220]  這個可能和我們心理上要征服人的心態有關
[00:19:34.220 --> 00:19:39.660]  就是你踩到我 我要還顏色給你看看
[00:19:39.660 --> 00:19:42.060]  讓人知道你不是弱者
[00:19:42.060 --> 00:19:45.180]  然後就要控制一下 我就要贏
[00:19:45.180 --> 00:19:49.140]  看你知不知道我的厲害
[00:19:49.140 --> 00:19:51.500]  其實這個就是熊馬的縮影
[00:19:51.500 --> 00:19:53.380]  我們為什麼要戰爭呢?
[00:19:53.380 --> 00:19:55.260]  我們為什麼要爭鬥呢?
[00:19:55.260 --> 00:19:59.820]  就是因為我們的心不可以滿足
[00:19:59.820 --> 00:20:01.660]  我們的心要贏
[00:20:01.660 --> 00:20:05.660]  其實人性的暴戾也挺可怕的
[00:20:05.660 --> 00:20:12.700]  我們再來看第五節 第六節 六章的第五節
[00:20:12.700 --> 00:20:16.540]  第三章揭開的時候 黑馬就出現了
[00:20:16.540 --> 00:20:19.020]  黑馬手裡拿著天秤
[00:20:19.020 --> 00:20:20.740]  然後有一個聲音說
[00:20:20.740 --> 00:20:28.300]  「一錢銀紙買一升墨紙 遊和走不可糟蹋」
[00:20:28.300 --> 00:20:32.180]  一錢墨 先說黑馬
[00:20:32.180 --> 00:20:34.620]  黑馬其實是代表饑荒
[00:20:34.620 --> 00:20:37.100]  就是沒得吃 到很瘦
[00:20:37.100 --> 00:20:39.340]  所以你看到人都很瘦
[00:20:39.340 --> 00:20:42.980]  貧窮和經濟崩潰的現象
[00:20:42.980 --> 00:20:47.860]  所以天秤就是象徵著食物都要斤斤計較過
[00:20:47.860 --> 00:20:50.140]  才可以配給你
[00:20:50.140 --> 00:20:52.740]  就是天秤的意思 象徵的意思
[00:20:52.740 --> 00:20:59.420]  所以戰亂帶來的就是饑荒或者經濟的危機
[00:20:59.420 --> 00:21:03.500]  有可能就是我們接下來世界的走向
[00:21:03.500 --> 00:21:05.900]  所以第三匹馬告訴我們
[00:21:05.900 --> 00:21:09.860]  就是饑荒和經濟的崩潰
