
[00:00:00.000 --> 00:00:03.520]  今天我們要開始一個新的系列
[00:01:35.360 --> 00:01:38.880]  這個就是希臘人寫信的方式
[00:01:38.880 --> 00:01:41.520]  當希臘人寫信給對方的時候
[00:01:41.520 --> 00:01:43.920]  一定會講明自己是誰
[00:01:43.920 --> 00:01:46.080]  所以保羅也不例外
[00:01:46.080 --> 00:01:48.800]  一開始就告訴讀者
[00:01:48.800 --> 00:01:52.320]  他就是這部書的作者
[00:01:52.320 --> 00:01:54.400]  還有外政
[00:01:54.400 --> 00:01:58.320]  在一世紀以來教會都普遍接受
[00:01:58.320 --> 00:02:02.080]  保羅就是歌林多前後書的作者
[00:02:02.080 --> 00:02:04.400]  在《主公元》的九十五年
[00:02:04.400 --> 00:02:07.600]  格利緬寫信給歌林多教會
[00:02:07.600 --> 00:02:11.840]  是講及保羅寫信給歌林多教會的事
[00:02:11.840 --> 00:02:14.640]  所以我們知道歌林多前後書
[00:02:14.640 --> 00:02:16.720]  就是保羅所寫
[00:02:16.720 --> 00:02:20.400]  而還有很多早期基督教的領袖
[00:02:20.400 --> 00:02:24.480]  例如伊格拿雕公元的一百十年
[00:02:24.480 --> 00:02:27.600]  波雷格公元的一百三十五年
[00:02:27.600 --> 00:02:30.320]  特土良公元的二百年
[00:02:30.320 --> 00:02:35.520]  都證實歌林多書就是出於保羅的手筆
[00:02:35.520 --> 00:02:41.440]  也沒有任何人有動機去冒認保羅寫這些書信
[00:02:41.440 --> 00:02:43.760]  而且我們等一下會看到
[00:02:43.760 --> 00:02:45.200]  在這些書信裡面
[00:02:45.200 --> 00:02:49.440]  保羅所寫出來的經文都是很個人化
[00:02:49.440 --> 00:02:52.480]  因為他是被當時有很多的假老師
[00:02:52.480 --> 00:02:54.640]  假使徒來攻擊他
[00:02:54.640 --> 00:02:56.720]  說他不是一個真使徒
[00:02:56.720 --> 00:02:59.600]  所以保羅是要為自己來辯護
[00:02:59.600 --> 00:03:03.200]  寫了很多個人化的資料
[00:03:03.200 --> 00:03:06.320]  也是充滿了傳奇性
[00:03:06.320 --> 00:03:10.800]  就算連最有批評性的學者
[00:03:10.800 --> 00:03:15.760]  都認為保羅就是歌林多前後書的作者
[00:03:15.760 --> 00:03:18.320]  書名就是歌林多
[00:03:18.320 --> 00:03:20.720]  大部分保羅的寫作
[00:03:20.720 --> 00:03:25.040]  都是以修信教會的名字來做書名
[00:03:25.040 --> 00:03:27.280]  歌林多就是一個例子
[00:03:27.280 --> 00:03:29.440]  但是當然也有例外
[00:03:29.440 --> 00:03:33.520]  有三部書是用人名來做書名
[00:03:33.520 --> 00:03:36.000]  就是提摩泰前後書
[00:03:36.000 --> 00:03:39.120]  提多書和肥利門書
[00:03:39.120 --> 00:03:46.400]  除此以外都是以修信教會的名字來做書名
[00:03:46.400 --> 00:03:50.720]  講到第三點就是背景和地理
[00:03:50.720 --> 00:03:54.080]  歌林多是位於希臘的南部
[00:03:54.080 --> 00:03:57.600]  距離雅典只有45里
[00:03:57.600 --> 00:04:03.120]  我們知道雅典是非常富於哲學思想的一個地方
[00:04:03.120 --> 00:04:05.520]  它和雅典是很接近
[00:04:05.520 --> 00:04:09.120]  還有它是在希臘的南部
[00:04:09.120 --> 00:04:13.120]  和帕羅賓尼沙半島之間
[00:04:13.120 --> 00:04:15.200]  一個連接的地方
[00:04:15.200 --> 00:04:18.640]  是有四里的連接的一個地
[00:04:18.640 --> 00:04:24.160]  就是將希臘的南部和這個半島連在一起
[00:04:24.160 --> 00:04:27.520]  是四里這麼長的一個連接的地方
[00:04:27.520 --> 00:04:30.000]  歌林多就在那裡
[00:04:30.000 --> 00:04:34.320]  這個連接的地方的東面有一個海灣
[00:04:34.320 --> 00:04:37.040]  叫做沙倫尼克海灣
[00:04:37.040 --> 00:04:40.480]  在西邊是歌林多海灣
[00:04:40.480 --> 00:04:44.480]  無論你是由西邊的海灣去到這個地方
[00:04:44.480 --> 00:04:47.680]  或者由東面的海灣去到歌林多
[00:04:47.680 --> 00:04:50.160]  去到這個四里長的陸地
[00:04:50.160 --> 00:04:52.240]  你都要停了你的船
[00:04:52.240 --> 00:04:55.200]  然後將你的貨物搬上陸地
[00:04:55.200 --> 00:04:58.480]  在陸地走四里路去到另外那邊
[00:04:58.480 --> 00:05:02.720]  然後又將這些貨物放在一隻新的船上
[00:05:02.720 --> 00:05:05.280]  再繼續前進
[00:05:05.280 --> 00:05:10.000]  這個就是當時運輸貨物的一個辦法
[00:05:10.000 --> 00:05:12.480]  那你說為什麼要這麼複雜呢?
[00:05:12.480 --> 00:05:14.720]  喂,這個是半島來的
[00:05:14.720 --> 00:05:20.560]  那你不就曉過那個半島由地中海另外那邊走囉
[00:05:20.560 --> 00:05:22.560]  有一個很寬闊的地中海
[00:05:22.560 --> 00:05:24.640]  為什麼你不在那裡走呢?
[00:05:24.640 --> 00:05:29.120]  喂,如果你運路走到半島的另外一邊
[00:05:29.120 --> 00:05:32.800]  你是增加了250里的路程
[00:05:32.800 --> 00:05:35.120]  而且是很大風險
[00:05:35.120 --> 00:05:39.200]  在地中海當時那裡是大風大浪
[00:05:39.200 --> 00:05:41.920]  一般的水手走這條路之前
[00:05:41.920 --> 00:05:43.840]  一定會寫下遺囑
[00:05:43.840 --> 00:05:48.080]  所以你就知道走這條路是多危險
[00:05:48.080 --> 00:05:53.040]  所以大部分的運輸都是經過這四里的陸地
[00:05:53.040 --> 00:05:56.240]  就是將船停在哥倫多
[00:05:56.240 --> 00:05:59.840]  然後走這四里的路去到另外一邊
[00:05:59.840 --> 00:06:05.600]  也是因為這樣哥倫多成為當時必經之路
[00:06:05.600 --> 00:06:12.400]  而哥倫多非常非常之繁榮變成了一個主要的貿易中心
[00:06:12.400 --> 00:06:17.440]  哥倫多當時是服務很多周圍的地方
[00:06:17.440 --> 00:06:23.920]  包括北非、意大利、小亞、西亞和地中海一帶的地方
[00:06:23.920 --> 00:06:26.640]  而相信大家都見到
[00:06:26.640 --> 00:06:31.360]  要將貨物搬上陸地走四里不是一件容易的事
[00:06:31.360 --> 00:06:35.200]  所以羅馬王尼祿在公元的一世紀
[00:06:35.200 --> 00:06:40.480]  已經開始想掘一條運河通過這四里的路
[00:06:40.480 --> 00:06:43.520]  以至船隻可以通行無阻
[00:06:43.520 --> 00:06:44.960]  但是很可惜
[00:06:44.960 --> 00:06:52.000]  這條運河去到十九世紀才完工
[00:06:52.000 --> 00:06:53.600]  也是因為這樣
[00:06:53.600 --> 00:06:58.560]  所以我剛才說哥倫多成為貿易的中心
[00:06:58.560 --> 00:07:00.080]  還有一件事
[00:07:00.080 --> 00:07:04.480]  在哥倫多都會舉行有兩個體育的運動
[00:07:04.480 --> 00:07:09.120]  一個就是我們非常熟悉的奧林匹克運動會
[00:07:09.120 --> 00:07:14.640]  現在我們每四年就有奧林匹克的世運會
[00:07:14.640 --> 00:07:17.600]  當時就由哥倫多來主辦
[00:07:17.600 --> 00:07:22.960]  另外還有一個運動會叫伊斯米亞運動會
[00:07:22.960 --> 00:07:26.880]  你想想哥倫多又辦運動會
[00:07:26.880 --> 00:07:32.080]  又是這些船隻貿易中心停泊的地方
[00:07:32.080 --> 00:07:36.080]  有很多商人很多的觀眾運動員
[00:07:36.080 --> 00:07:38.320]  都去到哥倫多這個地方
[00:07:38.320 --> 00:07:45.040]  帶著很多不同的宗教思想去到哥倫多
[00:07:45.040 --> 00:07:50.880]  另外哥倫多好像所有其他希臘的城一樣
[00:07:50.880 --> 00:07:53.920]  都有一個守望台
[00:07:53.920 --> 00:07:57.440]  這個守望台通常是一個很高的地方
[00:07:57.440 --> 00:08:01.840]  他們可以居高臨下見到敵人來攻擊他們
[00:08:01.840 --> 00:08:06.800]  這個守望台最引人注目的就是有一間廟
[00:08:06.800 --> 00:08:16.400]  這間廟是奉獻給希臘女神阿不洛迪蒂的女神
[00:08:16.400 --> 00:08:19.920]  在這個廟裏面有很多的廟祭
[00:08:19.920 --> 00:08:23.120]  相信有一千至二千個廟祭
[00:08:23.120 --> 00:08:26.960]  通常他們晚上就會走到城市裏
[00:08:26.960 --> 00:08:33.600]  和城市裏面的居民或者是旅客來行奸淫
[00:08:33.600 --> 00:08:38.320]  所以可想而知哥倫多是一個怎樣的地方
[00:08:38.320 --> 00:08:42.320]  有很多牛蛇混雜很多不同的思想
[00:08:42.320 --> 00:08:47.680]  還是一個非常淫亂道德腐敗的地方
[00:08:47.680 --> 00:08:51.920]  所以哥倫多這個名字絕對不是一個好名字
[00:08:51.920 --> 00:08:55.200]  如果你是一個女性被人罵你是哥倫多
[00:08:55.200 --> 00:08:56.480]  是什麼意思
[00:08:56.480 --> 00:08:58.400]  說你是一個妓女
[00:08:58.400 --> 00:09:02.320]  如果有人說你和人家哥倫多有什麼意思
[00:09:02.320 --> 00:09:05.760]  即是說你和人家有淫亂的性行為
[00:09:05.760 --> 00:09:08.000]  就是用了哥倫多這個名字
[00:09:08.000 --> 00:09:12.800]  所以見到哥倫多當時的問題非常之嚴重
[00:09:12.800 --> 00:09:17.360]  保羅在哥倫多前書的第六章九至十節
[00:09:17.360 --> 00:09:22.400]  他講出當時哥倫多人的很多具體的罪行
[00:09:22.400 --> 00:09:27.520]  很可惜基督徒都是一樣都有犯這些罪
[00:09:27.520 --> 00:09:31.120]  甚至在哥倫多前書的五章一節
[00:09:31.120 --> 00:09:33.920]  講到當時有人犯戀倫
[00:09:33.920 --> 00:09:38.480]  就是和自己的繼母發生了性行為性關係
[00:09:38.480 --> 00:09:42.720]  這個是外邦人和異教徒都不似
[00:09:42.720 --> 00:09:48.000]  但是居然在哥倫多教會就有人這樣做
[00:09:48.000 --> 00:09:52.480]  你說哥倫多教會是什麼時候成立?
[00:09:52.480 --> 00:09:56.960]  是保羅第二次宣教旅程所成立
[00:09:56.960 --> 00:10:02.080]  保羅去到哥倫多首先就去到猶太人的會堂
[00:10:02.080 --> 00:10:06.320]  在那裡他認識了伯基拉和亞居拉兩個
[00:10:06.320 --> 00:10:08.480]  和他們一起來侍奉
[00:10:08.480 --> 00:10:14.480]  後來西拉和提摩泰都加入了他們的團體
[00:10:14.480 --> 00:10:18.640]  當大部分的猶太人都拒絕福音
[00:10:18.640 --> 00:10:21.920]  他們就離開了猶太人的會堂
[00:10:21.920 --> 00:10:26.320]  但是當時有管會堂的基利斯堡
[00:10:26.320 --> 00:10:30.480]  和他全家是相信了接受了耶穌基督
[00:10:30.480 --> 00:10:32.720]  記不記得這個基利斯堡
[00:10:32.720 --> 00:10:37.680]  就是保羅替他來施洗的其中一位
[00:10:37.680 --> 00:10:42.400]  但是也有其他哥倫多人接受了耶穌基督
[00:10:42.400 --> 00:10:45.360]  保羅在哥倫多一年半之後
[00:10:45.360 --> 00:10:49.440]  就被猶太人的領袖抓了他去公堂
[00:10:49.440 --> 00:10:54.720]  說他教猶太人不照猶太人的律法來敬拜神
[00:10:54.720 --> 00:10:57.440]  當然是誣告保羅
[00:10:57.440 --> 00:11:00.640]  當時的省長叫做加劉
[00:11:00.640 --> 00:11:06.000]  他說這件事跟大羅馬帝國的律法完全無關
[00:11:06.000 --> 00:11:07.840]  這些是你們猶太人的事
[00:11:07.840 --> 00:11:10.400]  麻煩你自己理你們的事
[00:11:10.400 --> 00:11:14.240]  所以把這班人全部趕出公堂
[00:11:14.240 --> 00:11:17.840]  這個加劉待會我們會見到
[00:11:17.840 --> 00:11:22.640]  對於確定哥倫多前後書承輸日期
[00:11:22.640 --> 00:11:24.400]  是非常之重要
[00:11:24.400 --> 00:11:27.120]  待會我們會回來看這一點
[00:11:27.120 --> 00:11:28.880]  趕出會堂之後
[00:11:28.880 --> 00:11:34.960]  保羅和伯基拉亞居拉就前往去到以弗所
[00:11:34.960 --> 00:11:38.560]  然後由那裡回去耶路撒冷
[00:11:38.560 --> 00:11:43.040]  結束了保羅第二次的宣教旅程
[00:11:43.040 --> 00:11:49.120]  哥倫多是一個非常之嚴重有道德問題的地方
[00:11:49.120 --> 00:11:52.640]  主要的原因就是因為哥倫多人
[00:11:52.640 --> 00:11:54.880]  是非常之的俗世化
[00:11:54.880 --> 00:11:58.080]  他們都是不肯放棄他們的文化
[00:11:58.080 --> 00:12:01.120]  不肯放棄他們自己的傳統
[00:12:01.120 --> 00:12:04.960]  而在哥倫多教會也有很多的分黨
[00:12:04.960 --> 00:12:06.880]  有很多的分裂
[00:12:06.880 --> 00:12:10.960]  阿波羅曾經也在哥倫多侍奉過
[00:12:10.960 --> 00:12:14.080]  所以在哥倫多教會有人說什麼
[00:12:14.080 --> 00:12:16.480]  我是屬阿波羅的
[00:12:16.480 --> 00:12:18.960]  好像很自大
[00:12:18.960 --> 00:12:21.840]  也有人說我是屬保羅的
[00:12:21.840 --> 00:12:24.800]  也有人說我是屬彼得的
[00:12:24.800 --> 00:12:28.640]  甚至有人說自己是屬基督
[00:12:28.640 --> 00:12:33.280]  大部分哥倫多教會的人都很自大很自私
[00:12:33.280 --> 00:12:35.600]  他們不道德也不虔誠
[00:12:35.600 --> 00:12:37.600]  他們是不成熟
[00:12:37.600 --> 00:12:39.600]  所以保羅在書信裡
[00:12:39.600 --> 00:12:41.280]  遲些我們會見到
[00:12:41.280 --> 00:12:44.800]  甚至他是教導哥倫多教會的人
[00:12:44.800 --> 00:12:48.160]  如果是有不肯悔改
[00:12:48.160 --> 00:12:49.920]  不肯認罪的基督徒
[00:12:49.920 --> 00:12:52.080]  你們不要跟他們交往
[00:12:52.080 --> 00:12:56.320]  甚至是要將他們趕出教會
[00:12:56.320 --> 00:12:58.160]  有人又會問
[00:12:58.160 --> 00:13:02.000]  保羅寫了多少封信給哥倫多教會
[00:13:02.000 --> 00:13:07.600]  是否就是我們手頭那兩封哥倫多前書和哥倫多後書
[00:13:07.600 --> 00:13:08.640]  不是
[00:13:08.640 --> 00:13:13.760]  保羅一共寫了四封書信給哥倫多教會
[00:13:13.760 --> 00:13:16.960]  保羅第一次訪問哥倫多教會
[00:13:16.960 --> 00:13:18.720]  當他離開了之後
[00:13:18.720 --> 00:13:20.240]  他就得到消息
[00:13:20.240 --> 00:13:24.800]  知道哥倫多教會有很多道德上的問題
[00:13:24.800 --> 00:13:28.480]  所以他寫了第一封信給哥倫多教會
[00:13:28.480 --> 00:13:33.120]  這一封信在教會的歷史叫做「失落的書信」
[00:13:33.120 --> 00:13:36.480]  很可惜這封信已經失傳了
[00:13:36.480 --> 00:13:38.720]  我們怎知道有這封信
[00:13:38.720 --> 00:13:41.200]  在哥倫多前書的五章九節
[00:13:41.200 --> 00:13:44.720]  保羅說「我先前寫信給你們說
[00:13:44.720 --> 00:13:47.440]  不可以與淫亂的人相交」
[00:13:47.440 --> 00:13:50.720]  這封就是「失落的書信」
[00:13:50.720 --> 00:13:53.440]  然後他在舒爾弗所的時候
[00:13:53.440 --> 00:13:57.600]  他又進一步接到哥倫多教會的消息
[00:13:57.600 --> 00:14:02.560]  知道他們當中搞分歧、搞分裂、有分黨
[00:14:02.560 --> 00:14:06.400]  在哥倫多前書的一章十一節
[00:14:06.400 --> 00:14:10.240]  另外哥倫多教會也寫信給保羅
[00:14:10.240 --> 00:14:12.320]  問了他很多問題
[00:14:12.320 --> 00:14:16.160]  在哥倫多前書的七章一節告訴我們
[00:14:16.160 --> 00:14:20.720]  所以保羅寫了第二封信來回答
[00:14:20.720 --> 00:14:25.840]  這個就是我們手頭的那一封哥倫多前書
[00:14:25.840 --> 00:14:31.840]  保羅派提摩泰將這部哥倫多前書帶去哥倫多
[00:14:31.840 --> 00:14:36.640]  他自己在舒爾弗所居住了一段時間
[00:14:36.640 --> 00:14:39.760]  但是他隨即收到
[00:14:39.760 --> 00:14:42.960]  可能是提摩泰帶給他的信息
[00:14:42.960 --> 00:14:46.640]  知道哥倫多教會仍然有很多問題
[00:14:46.640 --> 00:14:48.640]  而且越來越嚴重
[00:14:48.640 --> 00:14:53.200]  甚至有假老師說自己是使徒
[00:14:53.200 --> 00:14:56.800]  這些假老師傳的是假的福音
[00:14:56.800 --> 00:15:03.280]  他們希望哥倫多教會不聽保羅的教導歸向他們
[00:15:03.280 --> 00:15:06.640]  所以他們開始攻擊保羅
[00:15:06.640 --> 00:15:10.320]  保羅於是立刻離開了舒爾弗所
[00:15:10.320 --> 00:15:12.880]  因為他很擔心聽見這個消息
[00:15:12.880 --> 00:15:14.800]  他前往哥倫多
[00:15:14.800 --> 00:15:18.880]  他要面對哥倫多的教會、面對會眾
[00:15:18.880 --> 00:15:22.880]  這是保羅第二次訪問哥倫多教會
[00:15:22.880 --> 00:15:26.640]  在哥倫多後書的二章一節有提到
[00:15:26.640 --> 00:15:31.680]  教會的歷史叫這次訪問做痛苦的訪問
[00:15:31.680 --> 00:15:34.240]  這次訪問完全不成功
[00:15:34.240 --> 00:15:37.520]  那些哥倫多教會的人他們沒有悔改
[00:15:37.520 --> 00:15:40.640]  甚至哥倫多教會有一個成員
[00:15:40.640 --> 00:15:45.040]  可能這個就是那個假使徒、假老師
[00:15:45.040 --> 00:15:49.200]  他可能公開侮辱保羅
[00:15:49.200 --> 00:15:53.360]  保羅很傷心他離開了哥倫多教會
[00:15:53.360 --> 00:15:56.400]  他希望時間能夠沖淡一切
[00:15:56.400 --> 00:16:01.040]  希望哥倫多教會的人能夠恢復理智
[00:16:01.040 --> 00:16:06.320]  所以他回到舒爾弗所寫了第三封書信
[00:16:06.320 --> 00:16:11.840]  這封信描述教會的歷史叫做嚴厲的書信
[00:16:11.840 --> 00:16:14.800]  在哥倫多後書的二章四節
[00:16:14.800 --> 00:16:18.240]  很可惜這封信也失傳了
[00:16:18.240 --> 00:16:23.360]  保羅是叫提多帶這封信去哥倫多教會
[00:16:23.360 --> 00:16:27.360]  而保羅自己去到特羅亞
[00:16:27.360 --> 00:16:32.320]  因為他約了提多和他在特羅亞見面
[00:16:32.320 --> 00:16:34.480]  他很擔心哥倫多教會
[00:16:34.480 --> 00:16:38.640]  他希望從提多的口中能夠知道
[00:16:38.640 --> 00:16:43.920]  哥倫多教會究竟接了他這封嚴厲的書信之後的反應是怎樣
[00:16:43.920 --> 00:16:47.200]  但是很可惜提多遲到了
[00:16:47.200 --> 00:16:51.760]  沒有在特羅亞和保羅見面
[00:16:51.760 --> 00:16:56.560]  雖然神打開了福音之門在特羅亞
[00:16:56.560 --> 00:16:58.640]  但是保羅仍然很擔心
[00:16:58.640 --> 00:17:02.640]  所以他去到馬其頓見提多
[00:17:02.640 --> 00:17:06.080]  希望得到哥倫多教會的消息
[00:17:06.080 --> 00:17:09.680]  而提多給他的消息正是令他非常安慰
[00:17:09.680 --> 00:17:11.360]  非常開心
[00:17:11.360 --> 00:17:13.440]  因為提多告訴他
[00:17:13.440 --> 00:17:17.840]  大部分哥倫多教會的會眾已經悔改
[00:17:17.840 --> 00:17:21.520]  他們已經結束了對保羅的反叛
[00:17:21.520 --> 00:17:23.280]  所以保羅很開心
[00:17:23.280 --> 00:17:27.360]  但是保羅仍然寫了第四封的書信
[00:17:27.360 --> 00:17:32.880]  就是我們手頭的那一部哥倫多後書
[00:17:32.880 --> 00:17:33.920]  為什麼?
[00:17:33.920 --> 00:17:39.280]  因為保羅知道當時哥倫多教會可能還是有些黨羽
[00:17:39.280 --> 00:17:42.880]  可能會死灰復燃對保羅的反叛
[00:17:42.880 --> 00:17:46.960]  所以他最後都寫了哥倫多後書
[00:17:46.960 --> 00:17:52.720]  保羅很可能就是在菲勒比寫哥倫多後書
[00:17:52.720 --> 00:17:56.160]  因為有些早期的手抄本
[00:17:56.160 --> 00:18:01.760]  講到哥倫多後書的成書地點是菲勒比
[00:18:01.760 --> 00:18:07.280]  在信裏面保羅表示他自己得到安慰又喜樂
[00:18:07.280 --> 00:18:11.200]  因為哥倫多教會的弟兄姊妹悔改了
[00:18:11.200 --> 00:18:14.480]  但是他在哥倫多後書我們見到
[00:18:14.480 --> 00:18:18.560]  他是很著重維護自己使徒的身份
[00:18:18.560 --> 00:18:19.600]  為什麼?
[00:18:19.600 --> 00:18:22.000]  因為他曾經被人攻擊他
[00:18:22.000 --> 00:18:24.000]  被那些假老師攻擊他
[00:18:24.000 --> 00:18:25.680]  所以他要為自己辯護
[00:18:25.680 --> 00:18:28.240]  講出他自己使徒的身份
[00:18:28.240 --> 00:18:33.600]  他也要叫哥倫多教會的人來捐錢給耶路撒冷
[00:18:33.600 --> 00:18:37.040]  因為當時耶路撒冷是有饑荒
[00:18:37.040 --> 00:18:44.720]  他也教導哥倫多教會的人要懂得怎樣來對抗假使徒
[00:18:44.720 --> 00:18:48.560]  然後他第三次去到哥倫多教會
[00:18:48.560 --> 00:18:51.120]  這是他第三次
[00:18:51.120 --> 00:18:56.480]  由哥倫多教會極力捐錢給耶路撒冷
[00:18:56.480 --> 00:19:02.000]  我們見到保羅第三次去哥倫多教會成不成功?
[00:19:02.000 --> 00:19:08.640]  絕對是成功,因為他們都樂意捐贈給耶路撒冷
[00:19:08.640 --> 00:19:13.280]  所以哥倫多前後書其實內容是很不同
[00:19:13.280 --> 00:19:18.880]  哥倫多前書是保羅要處理一些實際上的問題
[00:19:18.880 --> 00:19:24.000]  有些是關於哥倫多教會裡面的一些道德上的問題
[00:19:24.000 --> 00:19:26.000]  一些淫亂的事件
[00:19:26.000 --> 00:19:28.400]  也有人問保羅一些問題
[00:19:28.400 --> 00:19:30.880]  所以保羅要回答
[00:19:30.880 --> 00:19:36.000]  所以保羅是指出有很多哥倫多教會人的問題
[00:19:36.000 --> 00:19:41.280]  哥倫多後書因為保羅受到個人的攻擊
[00:19:41.280 --> 00:19:44.240]  那些假老師要指出保羅的問題
[00:19:44.240 --> 00:19:46.720]  不是保羅指出教會的問題
[00:19:46.720 --> 00:19:49.600]  反而是那些假老師指出保羅的問題
[00:19:49.600 --> 00:19:53.440]  所以保羅要為自己辯護在後書
[00:19:53.440 --> 00:19:59.200]  哥倫多前書保羅是寫信給哥倫多教會的會眾
[00:19:59.200 --> 00:20:03.280]  教他們應該要怎樣成為一個屬靈的寄宿徒
[00:20:03.280 --> 00:20:08.160]  哥倫多後書保羅是寫給教會的領袖
[00:20:08.160 --> 00:20:12.400]  要教他們懂得怎樣辨別真假的仕途
[00:20:12.400 --> 00:20:18.240]  這個就是前後書內容不同的地方
[00:20:18.240 --> 00:20:21.760]  成書的日期是有幾個可能性
[00:20:21.760 --> 00:20:24.000]  剛才我們講到,記不記得
[00:20:24.000 --> 00:20:28.000]  保羅被人拉到哥倫多的公堂
[00:20:28.000 --> 00:20:32.080]  公堂內有一個散長叫做加留
[00:20:32.080 --> 00:20:33.360]  記不記得
[00:20:33.360 --> 00:20:36.960]  其實加留這個人歷史上真有其人
[00:20:36.960 --> 00:20:41.600]  而在聖經以外的資料告訴我們
[00:20:41.600 --> 00:20:46.400]  這個加留極可能是公元51年的夏天
[00:20:46.400 --> 00:20:49.280]  成為哥倫多的散長
[00:20:49.280 --> 00:20:52.880]  這個就給了我們一個很重要的日子
[00:20:52.880 --> 00:20:56.640]  所以保羅被拉到公堂受審
[00:20:56.640 --> 00:21:01.040]  應該是加留上任沒多久的時候
[00:21:01.040 --> 00:21:07.360]  而保羅離開哥倫多應該是公元52年
[00:21:07.360 --> 00:21:12.800]  他回到巴勒斯坦結束了他第二次宣教的旅程
[00:21:12.800 --> 00:21:15.840]  所以保羅第三次宣教的旅程
[00:21:15.840 --> 00:21:21.920]  應該是公元53年至57年之間
[00:21:21.920 --> 00:21:26.400]  他在公元53年到達爾弗所
[00:21:26.400 --> 00:21:29.840]  他原本是希望在那裏停留三年
[00:21:29.840 --> 00:21:33.840]  但他實在是停留了只有兩年半
[00:21:33.840 --> 00:21:38.720]  保羅是在爾弗所寫哥倫多前書
[00:21:38.720 --> 00:21:43.680]  他應該是在公元54年至55年間
[00:21:43.680 --> 00:21:46.160]  完成哥倫多前書
[00:21:46.160 --> 00:21:49.120]  然後他在公元56年
[00:21:49.120 --> 00:21:52.960]  離開了爾弗所前往馬其頓
[00:21:52.960 --> 00:21:56.160]  在那裏寫了哥倫多後書
[00:21:56.160 --> 00:21:58.000]  有人說牧師
[00:21:58.000 --> 00:22:01.280]  你剛才說保羅在菲勒比寫的
[00:22:01.280 --> 00:22:03.040]  現在又說馬其頓
[00:22:03.040 --> 00:22:05.760]  菲勒比就是在馬其頓裏面
[00:22:05.760 --> 00:22:07.920]  三個主要的城市
[00:22:07.920 --> 00:22:09.920]  所以絕對是沒有錯
[00:22:09.920 --> 00:22:16.400]  他寫哥倫多後書應該是公元55年至56年之間
[00:22:16.400 --> 00:22:22.400]  然後他在公元56年至57年的冬季
[00:22:22.400 --> 00:22:25.200]  去到哥倫多在那裏停留
[00:22:25.200 --> 00:22:27.280]  寫了羅馬書
[00:22:27.280 --> 00:22:30.240]  然後在57年的春季
[00:22:30.240 --> 00:22:31.760]  回到耶路撒冷
[00:22:31.760 --> 00:22:36.560]  結束了他第三次宣教的旅程
[00:22:36.560 --> 00:22:39.520]  我現在又要說第六點
[00:22:39.520 --> 00:22:43.360]  就是有關哥倫多一些的歷史背景
[00:22:43.360 --> 00:22:45.200]  當時我都說了
[00:22:45.200 --> 00:22:48.720]  哥倫多教會裏面有很多道德上的問題
[00:22:48.720 --> 00:22:50.720]  有很多淫亂的問題
[00:22:50.720 --> 00:22:53.760]  所以哥倫多前書
[00:22:53.760 --> 00:22:58.480]  是有關保羅要矯正他們的行為
[00:22:58.480 --> 00:23:01.280]  而不是矯正他們的教義
[00:23:01.280 --> 00:23:07.040]  有一本書保羅是要著重矯正教義的是哪一本書
[00:23:07.040 --> 00:23:08.080]  是羅馬書
[00:23:08.080 --> 00:23:08.960]  記不記得
[00:23:08.960 --> 00:23:10.960]  剛剛才跟大家說完
