
[00:00:00.000 --> 00:00:05.520]  海明威著名小說《Kalimantan Snow》
[00:06:17.960 --> 00:06:22.280]  「這是我的愛子,你們要聽他」
[00:06:22.280 --> 00:06:25.560]  忽然周圍一看不見一人
[00:06:25.560 --> 00:06:28.520]  只見耶穌和他們在那裏
[00:06:28.520 --> 00:06:29.360]  下山的時候
[00:06:29.360 --> 00:06:31.160]  耶穌祝福他們說
[00:06:31.160 --> 00:06:33.600]  「人子還沒有,同死裡復活」
[00:06:33.600 --> 00:06:38.760]  「你們不要將所看見的告訴人」
[00:06:38.760 --> 00:06:43.760]  光影聲音是傳遞重要的訊息
[00:06:43.760 --> 00:06:45.920]  耶穌高山顯容
[00:06:45.920 --> 00:06:48.280]  衣服放光
[00:06:48.280 --> 00:06:50.720]  變了聲音從雲彩裏出來說
[00:06:50.720 --> 00:06:53.840]  「這是我的愛子,你們要聽他」
[00:06:53.840 --> 00:06:56.760]  顯容是有光影
[00:06:56.760 --> 00:06:58.400]  是有聲音
[00:06:58.400 --> 00:07:01.680]  是傳遞重要的訊息
[00:07:01.680 --> 00:07:05.640]  1972年基督教著名的護教學者
[00:07:05.640 --> 00:07:08.400]  說話「Francis Saver」
[00:07:08.400 --> 00:07:11.040]  出版了一本書
[00:07:11.040 --> 00:07:12.000]  名字是
[00:07:12.000 --> 00:07:15.480]  「He's there and he's not silent」
[00:07:15.480 --> 00:07:20.480]  「他在那裏,他並不沉默」
[00:07:20.480 --> 00:07:23.520]  上帝在那裏又如何呢?
[00:07:23.520 --> 00:07:26.240]  人可不可以跟他接觸呢?
[00:07:26.240 --> 00:07:30.720]  他有沒有興趣跟人溝通呢?
[00:07:30.720 --> 00:07:33.440]  雪豹來到稱為上帝殿堂的
[00:07:33.440 --> 00:07:38.160]  克里瑪卓羅的山峰門口又如何呢?
[00:07:38.160 --> 00:07:42.360]  眾物主會不會理睬這個雪豹呢?
[00:07:42.360 --> 00:07:44.960]  國內著名的歌手
[00:07:44.960 --> 00:07:47.160]  搖滾樂的歌手
[00:07:47.160 --> 00:07:50.000]  「刀郎」寫了一首出名的歌
[00:07:50.000 --> 00:07:53.080]  叫做「衝動的懲罰」
[00:07:53.080 --> 00:07:58.240]  這首歌是作為跟前妻
[00:07:58.240 --> 00:08:00.920]  感情的無字名
[00:08:00.920 --> 00:08:04.160]  二十二歲的刀郎跟妻子
[00:08:04.160 --> 00:08:07.480]  誕下女兒四十天
[00:08:07.480 --> 00:08:09.440]  只是四十天
[00:08:09.440 --> 00:08:12.280]  妻子就離開了他
[00:08:12.280 --> 00:08:16.240]  他十年之間尋妻不獲
[00:08:16.240 --> 00:08:18.680]  予無音訊
[00:08:18.680 --> 00:08:21.720]  他知道妻子就在那裏
[00:08:21.720 --> 00:08:27.040]  但妻子是沒有興趣拒絕跟他聯繫
[00:08:27.040 --> 00:08:28.880]  所以這首歌
[00:08:28.880 --> 00:08:32.760]  稱為與前妻的無字名
[00:08:32.760 --> 00:08:35.840]  唱完之後就不再記掛他
[00:08:35.840 --> 00:08:38.600]  因為他沒有興趣跟他聯繫
[00:08:38.600 --> 00:08:40.120]  這首歌是這樣說的
[00:08:40.120 --> 00:08:42.800]  那夜我喝醉了
[00:08:42.800 --> 00:08:45.000]  拉著你的手
[00:08:45.000 --> 00:08:47.560]  胡亂的說話
[00:08:47.560 --> 00:08:51.360]  只顧著自己心中壓抑的想法
[00:08:51.360 --> 00:08:53.280]  狂亂的表達
[00:08:53.280 --> 00:08:55.440]  我迷醉的眼睛
[00:08:55.440 --> 00:08:58.040]  已不看清你的表情
[00:08:58.040 --> 00:09:02.480]  忘記了你當時會有甚麼反應
[00:09:02.480 --> 00:09:04.400]  我拉著手
[00:09:04.400 --> 00:09:07.920]  放在我的心裏
[00:09:07.920 --> 00:09:09.640]  我錯誤的感覺
[00:09:09.640 --> 00:09:11.760]  你亦都沒有生氣
[00:09:11.760 --> 00:09:14.800]  所以我以為
[00:09:14.800 --> 00:09:19.360]  如果不說是老天讓緣份把我捉弄
[00:09:19.360 --> 00:09:22.840]  想到你我就不會那麼心痛
[00:09:22.840 --> 00:09:24.640]  我已把你忘記吧
[00:09:24.640 --> 00:09:26.200]  應該把你忘了
[00:09:26.200 --> 00:09:31.120]  這是對衝動最好的懲罰
[00:09:31.120 --> 00:09:35.480]  刀郎的經驗就是自然神論
[00:09:35.480 --> 00:09:37.760]  創造的主在那裏
[00:09:37.760 --> 00:09:40.640]  但我們無法跟他接觸
[00:09:40.640 --> 00:09:44.120]  但我們的神不是這樣的
[00:09:44.120 --> 00:09:46.200]  祂就在那裏
[00:09:46.200 --> 00:09:48.200]  祂並不沉默
[00:09:48.200 --> 00:09:54.200]  登山顯容是上帝想跟門徒溝通
[00:09:54.200 --> 00:09:56.720]  發出重要的訊息
[00:09:56.720 --> 00:09:58.720]  祂將會入耶路撒冷
[00:09:58.720 --> 00:10:00.040]  受很多苦
[00:10:00.040 --> 00:10:03.640]  被祭司長和問事來欺絕
[00:10:03.640 --> 00:10:05.200]  最後掛在木頭上
[00:10:05.200 --> 00:10:08.840]  親身擔當我們的罪
[00:10:08.840 --> 00:10:11.400]  經文又講過了六天
[00:10:11.400 --> 00:10:14.040]  究竟六天前發生甚麼事呢?
[00:10:14.040 --> 00:10:20.040]  六天前就是彼得在該撒尼亞肥納比公開認信耶穌是基督
[00:10:20.040 --> 00:10:24.240]  接著耶穌說人子要受許多苦
[00:10:24.240 --> 00:10:25.880]  並且被殺
[00:10:25.880 --> 00:10:28.520]  第三天復活
[00:10:28.520 --> 00:10:31.040]  彼得拉著他再勸他
[00:10:31.040 --> 00:10:32.360]  不要上去
[00:10:32.360 --> 00:10:35.520]  耶穌轉過頭來看著門徒
[00:10:35.520 --> 00:10:37.440]  再責備彼得說
[00:10:37.440 --> 00:10:41.600]  撒旦退我後邊吧
[00:10:41.600 --> 00:10:43.720]  因為你不體貼上主的意思
[00:10:43.720 --> 00:10:46.440]  只體貼人的意思
[00:10:46.440 --> 00:10:50.240]  登山顯庸就要告訴門徒
[00:10:50.240 --> 00:10:51.920]  特別是彼得
[00:10:51.920 --> 00:10:54.040]  要信服耶穌
[00:10:54.040 --> 00:10:55.480]  「這是我的兒子
[00:10:55.480 --> 00:11:01.080]  你們要聽他」
[00:11:01.080 --> 00:11:04.720]  高山是有試探的
[00:11:04.720 --> 00:11:11.960]  九年曆將登山顯庸放在御府旗之前的一個主日
[00:11:11.960 --> 00:11:15.120]  是呼應下個星期三
[00:11:15.120 --> 00:11:16.520]  就是御府旗的開始
[00:11:16.520 --> 00:11:18.320]  聖灰日
[00:11:18.320 --> 00:11:21.200]  聖灰日是大差期或御府旗的開始
[00:11:21.200 --> 00:11:26.120]  教會將去年在宗旨主日用的宗旨
[00:11:26.120 --> 00:11:28.200]  燒成灰燼
[00:11:28.200 --> 00:11:31.200]  在那天圖在信徒額上
[00:11:31.200 --> 00:11:32.480]  你要記住
[00:11:32.480 --> 00:11:34.960]  你是保持塵土
[00:11:34.960 --> 00:11:36.920]  仍要歸回塵土
[00:11:36.920 --> 00:11:38.800]  當與離聚
[00:11:38.800 --> 00:11:41.200]  效忠基督
[00:11:41.200 --> 00:11:46.720]  葡灰顯庸是指出神人之別
[00:11:46.720 --> 00:11:48.840]  人是扭歪的
[00:11:48.840 --> 00:11:51.960]  上主是不死的
[00:11:51.960 --> 00:11:55.600]  耶穌高山顯庸有聲音從雲彩裡出來說
[00:11:55.600 --> 00:11:57.840]  「這是我的愛子」
[00:11:57.840 --> 00:12:00.760]  「神的兒子成為人」
[00:12:00.760 --> 00:12:04.760]  是使人成為神的兒女
[00:12:04.760 --> 00:12:06.400]  但人登上高山之後
[00:12:06.400 --> 00:12:09.600]  事業名氣向峰頂的時候
[00:12:09.600 --> 00:12:12.000]  就會高山變象
[00:12:12.000 --> 00:12:15.040]  當自己是上帝
[00:12:15.040 --> 00:12:17.600]  所以耶穌受試探的時候
[00:12:17.600 --> 00:12:19.800]  第二第三個試探
[00:12:19.800 --> 00:12:21.280]  都在高處發生
[00:12:21.280 --> 00:12:23.040]  魔鬼叫耶穌
[00:12:23.040 --> 00:12:24.800]  去到最高聖殿的地方
[00:12:24.800 --> 00:12:26.880]  跟電燈貼下來
[00:12:26.880 --> 00:12:28.800]  你不會受傷的
[00:12:28.800 --> 00:12:31.560]  魔鬼又帶耶穌到最高的山
[00:12:31.560 --> 00:12:34.880]  看見世上的榮華
[00:12:34.880 --> 00:12:37.120]  只要你拜一拜魔鬼
[00:12:37.120 --> 00:12:39.000]  全都屬於你的
[00:12:39.000 --> 00:12:40.200]  不需要受很多苦
[00:12:40.200 --> 00:12:43.040]  也不需要上十字架
[00:12:43.040 --> 00:12:46.160]  前香港中文大學校長沈祖堯教授
[00:12:46.160 --> 00:12:52.160]  有一次在我們校園基督徒的午餐會分享
[00:12:52.160 --> 00:12:55.120]  他說到這個試探就提到
[00:12:55.120 --> 00:12:58.040]  從這麼高的地方電燈貼下來
[00:12:58.040 --> 00:13:01.000]  怎麼會不受傷呢?
[00:13:01.000 --> 00:13:05.360]  除非你當自己是上帝
[00:13:05.360 --> 00:13:06.520]  接著說
[00:13:06.520 --> 00:13:11.080]  但是真的確有頂尖的學者
[00:13:11.080 --> 00:13:14.560]  真的以為自己是上帝
[00:13:14.560 --> 00:13:17.880]  他所指的是一個當時韓國的教授
[00:13:17.880 --> 00:13:19.360]  被揭發
[00:13:19.360 --> 00:13:24.840]  虛報自己成為首位複製羊的科學家
[00:13:24.840 --> 00:13:29.760]  這是一個相當低端的錯誤
[00:13:29.760 --> 00:13:32.720]  怎麼可能虛報
[00:13:32.720 --> 00:13:35.960]  說自己是首位發現複製羊呢?
[00:13:35.960 --> 00:13:39.800]  一定是穿布的
[00:13:39.800 --> 00:13:42.560]  除非你當自己是神
[00:13:42.560 --> 00:13:43.960]  沈教授說
[00:13:43.960 --> 00:13:45.640]  世界級的知名教授
[00:13:45.640 --> 00:13:49.080]  當自己是上帝不足為奇
[00:13:49.080 --> 00:13:54.360]  他們很容易被成功、名氣、充分頭腦
[00:13:54.360 --> 00:13:56.040]  他解釋
[00:13:56.040 --> 00:13:57.920]  用自己的經驗來解釋
[00:13:57.920 --> 00:13:59.240]  是真的
[00:13:59.240 --> 00:14:03.240]  當你在一個國際會議發表論文
[00:14:03.240 --> 00:14:05.400]  巨大的螢幕
[00:14:05.400 --> 00:14:08.000]  單單看你這個大頭相
[00:14:08.000 --> 00:14:12.400]  下面上千名來自世界各地的專家
[00:14:12.400 --> 00:14:17.440]  平息靜氣聽你在台上演講
[00:14:17.440 --> 00:14:19.640]  之後暴雨熱烈的掌聲
[00:14:19.640 --> 00:14:21.440]  你真的感到飄飄然
[00:14:21.440 --> 00:14:24.360]  大力在你的腳下
[00:14:24.360 --> 00:14:27.480]  再進一步就會認為自己是上帝
[00:14:27.480 --> 00:14:31.520]  從高處跌下來都不會受傷
[00:14:31.520 --> 00:14:34.440]  所以其實高山不在眼內
[00:14:34.440 --> 00:14:37.280]  乃在心內
[00:14:37.280 --> 00:14:39.840]  梅頓Thomas Merton
[00:14:39.840 --> 00:14:40.960]  他的《屬靈自傳》
[00:14:40.960 --> 00:14:44.320]  《七重山》
[00:14:44.320 --> 00:14:48.760]  他提及其實每一個人心中都有層層的高山
[00:14:48.760 --> 00:14:51.840]  難了我們親近上帝的
[00:14:51.840 --> 00:14:56.480]  七重山的意念是來自《但丁神曲》的煉獄界
[00:14:56.480 --> 00:14:58.160]  《但丁神曲》
[00:14:58.160 --> 00:15:00.440]  這本書有分三個界
[00:15:00.440 --> 00:15:03.880]  就是地獄界、煉獄界和天堂
[00:15:03.880 --> 00:15:06.240]  的七重罪
[00:15:06.240 --> 00:15:11.280]  淨界有七重罪
[00:15:11.280 --> 00:15:12.880]  七重的「山」
[00:15:12.880 --> 00:15:17.280]  就是驕傲、貪婪、貪色
[00:15:17.280 --> 00:15:21.680]  暴怒、嫉妒和懶惰
[00:15:21.680 --> 00:15:24.400]  七重罪就是淨界的七重山
[00:15:24.400 --> 00:15:26.240]  你要勝過這些試探
[00:15:26.240 --> 00:15:28.800]  就達到天堂樂境
[00:15:28.800 --> 00:15:30.400]  攀越七重山
[00:15:30.400 --> 00:15:34.200]  你就能見到上主的榮光
[00:15:34.200 --> 00:15:39.040]  梅頓是一個備受愛戴、才華、橫刃的詩人
[00:15:39.040 --> 00:15:41.080]  政治評論家
[00:15:41.080 --> 00:15:45.520]  世上的榮話、榮譽不能滿足他
[00:15:45.520 --> 00:15:48.400]  心靈的空處
[00:15:48.400 --> 00:15:50.600]  為上帝能夠填滿
[00:15:50.600 --> 00:15:54.120]  他追求修道院獨處的生活
[00:15:54.120 --> 00:15:57.680]  他自寺院七重山自1948年出版以來
[00:15:57.680 --> 00:16:01.480]  風行全球譯成二十幾種文字
[00:16:01.480 --> 00:16:03.840]  《紐約時報》曾經將它譽為
[00:16:03.840 --> 00:16:06.120]  「二十世紀的懺悔錄」
[00:16:06.120 --> 00:16:08.840]  來比對奧古斯丁的懺悔錄
[00:16:08.840 --> 00:16:12.320]  這本書帶動美國年輕一代的屬靈覺醒
[00:16:12.320 --> 00:16:15.640]  尤其嚮往修道院的生活
[00:16:15.640 --> 00:16:17.880]  他效法奧古斯丁
[00:16:17.880 --> 00:16:21.640]  做了一個押院的禱告
[00:16:21.640 --> 00:16:22.760]  這本書寫完之後
[00:16:22.760 --> 00:16:25.800]  最後學習奧古斯丁
[00:16:25.800 --> 00:16:29.640]  寫了一篇很簡單的筒文
[00:16:29.640 --> 00:16:35.440]  「我喜愛獨處唯一的原因
[00:16:35.440 --> 00:16:39.080]  就是在被造的東西裏消失我自己
[00:16:39.080 --> 00:16:41.240]  向他們死去
[00:16:41.240 --> 00:16:43.480]  不知他們」
[00:16:43.480 --> 00:16:45.560]  因為他們提醒我
[00:16:45.560 --> 00:16:48.400]  我離你是多遠
[00:16:48.400 --> 00:16:51.280]  他們也提醒我
[00:16:51.280 --> 00:16:55.920]  你和這些被造之物距離很遠
[00:16:55.920 --> 00:16:57.400]  雖然你在其中
[00:16:57.400 --> 00:16:59.600]  你創造了他們
[00:16:59.600 --> 00:17:01.440]  他們因你而存在
[00:17:01.440 --> 00:17:04.280]  但這些被造之物將你遮蓋起來
[00:17:04.280 --> 00:17:07.040]  讓我們看不見你
[00:17:07.040 --> 00:17:09.880]  我將獨自生活
[00:17:09.880 --> 00:17:11.280]  離開他們
[00:17:11.280 --> 00:17:15.840]  福災獨處」
[00:17:15.840 --> 00:17:19.160]  登山顯庸是上帝的工作
[00:17:19.160 --> 00:17:22.120]  聖經說耶穌帶著彼得雅
[00:17:22.120 --> 00:17:25.080]  是耶穌帶著他們的
[00:17:25.080 --> 00:17:27.680]  「暗暗的上了高山」
[00:17:27.680 --> 00:17:28.840]  而顯庸的時候
[00:17:28.840 --> 00:17:32.560]  摩西和以利亞出現
[00:17:32.560 --> 00:17:34.880]  是談論耶穌去世的事
[00:17:34.880 --> 00:17:38.160]  不是耶穌帶領我們不知道方向
[00:17:38.160 --> 00:17:42.160]  不是上主的啟示我們不會明白
[00:17:42.160 --> 00:17:45.000]  耶穌顯庸的榮光
[00:17:45.000 --> 00:17:47.400]  和聖道的榮光
[00:17:47.400 --> 00:17:49.040]  自行福音
[00:17:49.040 --> 00:17:51.160]  是伯伯的恩典
[00:17:51.160 --> 00:17:54.000]  我們只能憑著信心接受
[00:17:54.000 --> 00:17:55.160]  但接受福音之後
[00:17:55.160 --> 00:17:57.960]  我們要為福音發光
[00:17:57.960 --> 00:18:02.840]  這是信徒的責任和職份
[00:18:02.840 --> 00:18:06.360]  我們看今天的書信經課
[00:18:06.360 --> 00:18:08.520]  福音的榮光
[00:18:08.520 --> 00:18:11.200]  臨後第四章一至六節
[00:18:11.200 --> 00:18:14.880]  「我們既然蒙念敏受了者職份
[00:18:14.880 --> 00:18:20.960]  就不喪膽乃將那暗煤可恥的事欺絕了
[00:18:20.960 --> 00:18:22.520]  不行詭詐
[00:18:22.520 --> 00:18:24.400]  不謀廣神的道
[00:18:24.400 --> 00:18:27.480]  只將真理表明出來
[00:18:27.480 --> 00:18:29.320]  好叫在神面前
[00:18:29.320 --> 00:18:33.920]  把自己戰與國人的良心
[00:18:33.920 --> 00:18:37.080]  那奮闊光從黑暗裡照出來的神
[00:18:37.080 --> 00:18:39.400]  已經照在我們心裡
[00:18:39.400 --> 00:18:42.600]  叫我們曉得神榮耀的光
[00:18:42.600 --> 00:18:46.560]  顯在耶穌的念上」
[00:18:46.560 --> 00:18:51.280]  顯容的重點是以我們信服聽話
[00:18:51.280 --> 00:18:55.600]  路加特別提到登山顯容時是這樣說的
[00:18:55.600 --> 00:18:59.960]  忽然有摩西和以利亞兩個人跟耶穌說
[00:18:59.960 --> 00:19:04.240]  他們在榮光裡顯現談論耶穌去世的事
[00:19:04.240 --> 00:19:07.760]  就是祂在耶路撒冷將臣的事
[00:19:07.760 --> 00:19:10.560]  摩西、以利亞同時出現
[00:19:10.560 --> 00:19:12.800]  呼叫門徒聽從耶穌
[00:19:12.800 --> 00:19:16.440]  表示登山顯容
[00:19:16.440 --> 00:19:18.240]  重點不是顯容
[00:19:18.240 --> 00:19:21.360]  乃是聽話
[00:19:21.360 --> 00:19:22.520]  在二萬五之路上
[00:19:22.520 --> 00:19:25.760]  耶穌並沒有向兩位門徒
[00:19:25.760 --> 00:19:28.480]  顯出復活的笑容
[00:19:28.480 --> 00:19:34.400]  反而隱藏在陌生的同路鄉客的身份上
[00:19:34.400 --> 00:19:36.800]  向兩位門徒解釋聖經
[00:19:36.800 --> 00:19:40.600]  於是從摩西和眾仙之起
[00:19:40.600 --> 00:19:42.840]  凡經上所指著自己的話
[00:19:42.840 --> 00:19:44.560]  都給他們講解明白了
[00:19:44.560 --> 00:19:47.200]  路加二十四章十七節
[00:19:47.200 --> 00:19:51.200]  「經驗無論如何令你渾然忘我
[00:19:51.200 --> 00:19:55.600]  亦都會隨時間漸漸模糊」
[00:19:55.600 --> 00:19:57.640]  分享個人宗教經驗
[00:19:57.640 --> 00:19:59.960]  聽的人為你感恩
[00:19:59.960 --> 00:20:01.720]  只是羨慕
[00:20:01.720 --> 00:20:03.360]  但你分享思想
[00:20:03.360 --> 00:20:05.480]  就可以即時接收
[00:20:05.480 --> 00:20:07.480]  而且可以傳遞
[00:20:07.480 --> 00:20:09.560]  那兩位門徒其中一個結格劉伯
[00:20:09.560 --> 00:20:13.560]  就「漏夜披星戴月趕返耶路撒冷
[00:20:13.560 --> 00:20:17.440]  將耶穌如何解釋聖經的重覆一次
[00:20:17.440 --> 00:20:19.520]  講給使徒聽」
[00:20:19.520 --> 00:20:20.840]  他們這樣做的時候
[00:20:20.840 --> 00:20:22.400]  傳遞信息之後
[00:20:22.400 --> 00:20:25.200]  又越來越明白
[00:20:25.200 --> 00:20:28.560]  聖經的思想不同屬靈經驗
[00:20:28.560 --> 00:20:30.120]  我們越多看聖經
[00:20:30.120 --> 00:20:31.160]  默想聖經
[00:20:31.160 --> 00:20:32.440]  又教導聖經
[00:20:32.440 --> 00:20:34.840]  反覆咀嚼聖經
[00:20:34.840 --> 00:20:36.520]  除了時日推移
[00:20:36.520 --> 00:20:39.640]  我們更加體會聖經的意思
[00:20:39.640 --> 00:20:40.920]  而屬靈經驗
[00:20:40.920 --> 00:20:42.360]  日子久遠
[00:20:42.360 --> 00:20:45.160]  就越來越模糊
[00:20:45.160 --> 00:20:48.120]  今日詩篇第五十篇一節二節
[00:20:48.120 --> 00:20:51.880]  講到「上主而發光」
[00:20:51.880 --> 00:20:55.800]  神的話已經發出
[00:20:55.800 --> 00:20:57.040]  大能者以後說
[00:20:57.040 --> 00:21:00.360]  已經發言招呼天下
[00:21:00.360 --> 00:21:03.480]  從日出之地到日落之處
[00:21:03.480 --> 00:21:05.480]  從全美的社安中
[00:21:05.480 --> 00:21:08.280]  神已經發光了
[00:21:08.280 --> 00:21:10.360]  是指神已經發言
[00:21:10.360 --> 00:21:13.000]  講出說話
[00:21:13.000 --> 00:21:15.720]  「山上顯容發出榮光
[00:21:15.720 --> 00:21:20.760]  摩西尼亞代表律法和先知書也發出光」
[00:21:20.760 --> 00:21:22.440]  聖經就是我們腳前的燈
