
[00:00:00.000 --> 00:00:02.660]  鼎姊妹 新年蒙福
[00:08:31.620 --> 00:08:32.740]  沒有錯的
[00:08:32.740 --> 00:08:33.700]  不用擔心
[00:08:33.700 --> 00:08:34.980]  不用懷疑
[00:08:34.980 --> 00:08:36.420]  當你信耶穌之後
[00:08:36.420 --> 00:08:38.100]  在世的時候有倚靠
[00:08:38.100 --> 00:08:39.460]  這也是實在的
[00:08:39.460 --> 00:08:40.900]  也不需要猶豫
[00:08:40.900 --> 00:08:42.420]  不過我們知道
[00:08:42.420 --> 00:08:45.460]  我們信耶穌不只是為了這兩件事
[00:08:45.460 --> 00:08:49.220]  我們信耶穌就像耶穌給我們的大使命一樣
[00:08:49.220 --> 00:08:51.780]  是要我們做祂的門徒
[00:08:51.780 --> 00:08:53.940]  是要守護真理
[00:08:53.940 --> 00:08:55.460]  去遵守祂的道
[00:08:55.460 --> 00:08:56.740]  簡單來說 什麼叫遵守?
[00:08:56.740 --> 00:09:03.460]  遵守就是讓祂作主
[00:09:03.460 --> 00:09:04.740]  當我信耶穌的時候
[00:09:04.740 --> 00:09:06.020]  真正信耶穌是什麼?
[00:09:06.020 --> 00:09:09.380]  是將我生命的主權交給耶穌
[00:09:09.380 --> 00:09:11.380]  耶穌說當我這樣做的時候
[00:09:11.380 --> 00:09:13.700]  祢才是我真正的門徒
[00:09:13.700 --> 00:09:16.100]  今天很多人信耶穌只是想要什麼?
[00:09:16.100 --> 00:09:17.460]  要好處
[00:09:17.460 --> 00:09:20.580]  你要我勤力讀聖經
[00:09:20.580 --> 00:09:23.620]  你要我事事照祢的意思做
[00:09:23.620 --> 00:09:25.140]  我就不太相信
[00:09:25.140 --> 00:09:27.540]  今天很多教徒是這樣的
[00:09:27.540 --> 00:09:29.380]  只是很想得到一些好處
[00:09:29.380 --> 00:09:31.300]  但不願意付代價
[00:09:31.300 --> 00:09:32.660]  但聖經告訴我們
[00:09:32.660 --> 00:09:35.780]  耶穌說我們要背起自己的十字架跟從祂
[00:09:35.780 --> 00:09:38.180]  這才是信仰
[00:09:38.180 --> 00:09:40.580]  耶穌說我們要做祂的門徒
[00:09:40.580 --> 00:09:44.180]  不只是做一個「哎呀」的教徒
[00:09:44.180 --> 00:09:46.180]  或者普通的信徒
[00:09:46.180 --> 00:09:47.700]  甚至不知道自己信什麼
[00:09:47.700 --> 00:09:50.980]  不知道什麼徒
[00:09:50.980 --> 00:09:53.940]  耶穌說真正的門徒是要遵守祂的道
[00:09:53.940 --> 00:09:55.620]  讓上帝管理 頂止無理
[00:09:55.620 --> 00:09:58.020]  是不是?
[00:09:58.020 --> 00:10:00.420]  今天你領受了神的教導
[00:10:00.420 --> 00:10:02.740]  你會照著祂做嗎?
[00:10:02.740 --> 00:10:04.820]  我知道不容易
[00:10:04.820 --> 00:10:07.620]  但做主的門徒有一個很重要的事
[00:10:07.620 --> 00:10:10.820]  是讓神去帶領我們
[00:10:10.820 --> 00:10:16.500]  耶穌說「我尚與同在」
[00:10:16.500 --> 00:10:20.740]  門徒不是單單去聽
[00:10:20.740 --> 00:10:23.060]  門徒是要遵行
[00:10:23.060 --> 00:10:24.260]  同樣做一個老師
[00:10:24.260 --> 00:10:25.060]  一個好的老師
[00:10:25.060 --> 00:10:27.700]  一個好的師父
[00:10:27.700 --> 00:10:30.900]  他不單希望自己的學生能夠學滿師
[00:10:30.900 --> 00:10:32.500]  學好師
[00:10:32.500 --> 00:10:33.860]  很難得
[00:10:33.860 --> 00:10:35.460]  我傾我所能
[00:10:35.460 --> 00:10:37.700]  希望你學盡我的能力
[00:10:37.700 --> 00:10:39.060]  我的才幹
[00:10:39.060 --> 00:10:40.740]  甚至比我更好
[00:10:40.740 --> 00:10:42.580]  你能夠青出於藍
[00:10:42.580 --> 00:10:44.980]  一個好的師父應該是這樣想的
[00:10:44.980 --> 00:10:48.100]  不過好的師父不單只是將自己的技能
[00:10:48.100 --> 00:10:50.340]  傳授給自己的學生
[00:10:50.340 --> 00:10:52.260]  更希望自己的學生
[00:10:52.260 --> 00:10:55.540]  先做一個好的人
[00:10:55.540 --> 00:10:56.580]  先學做人
[00:10:56.580 --> 00:10:58.580]  你懂得我學東西
[00:10:58.580 --> 00:11:00.420]  看電影看得多
[00:11:00.420 --> 00:11:01.940]  我認識一個老弟兄
[00:11:01.940 --> 00:11:03.780]  他是做裁縫的
[00:11:03.780 --> 00:11:05.780]  做一個旗袍的
[00:11:05.780 --> 00:11:07.300]  很出名的
[00:11:07.300 --> 00:11:09.300]  他在鄉下來到廣州
[00:11:09.300 --> 00:11:10.500]  跟隨師父
[00:11:10.500 --> 00:11:11.780]  師父師父
[00:11:11.780 --> 00:11:13.460]  我這麼辛苦來到廣州
[00:11:13.460 --> 00:11:14.340]  跟你學師
[00:11:14.340 --> 00:11:15.940]  你快點教會我
[00:11:15.940 --> 00:11:17.700]  讓我快點出來自立門戶
[00:11:17.700 --> 00:11:18.820]  可以賺錢
[00:11:18.820 --> 00:11:20.580]  是不是這樣
[00:11:20.580 --> 00:11:23.140]  那位弟兄
[00:11:23.140 --> 00:11:24.420]  頭一段時間
[00:11:24.420 --> 00:11:27.540]  要幫師父洗衣服洗褲
[00:11:27.540 --> 00:11:30.100]  幫師兄弟煮飯
[00:11:30.100 --> 00:11:31.220]  你最小
[00:11:31.220 --> 00:11:32.260]  你最新來
[00:11:32.260 --> 00:11:34.260]  就做這些事情
[00:11:34.260 --> 00:11:35.780]  師父沒有問題
[00:11:35.780 --> 00:11:37.780]  你就做這些事情
[00:11:37.780 --> 00:11:39.380]  如果你不懂得這樣做人
[00:11:39.380 --> 00:11:40.260]  你不懂得忍耐
[00:11:40.260 --> 00:11:41.140]  你不懂得謙卑
[00:11:41.140 --> 00:11:43.540]  你不要跟我學東西
[00:11:43.540 --> 00:11:44.180]  同樣的
[00:11:44.180 --> 00:11:47.300]  耶穌選擇的那群門徒
[00:11:47.300 --> 00:11:50.820]  不只是教會你做要做的事
[00:11:50.820 --> 00:11:53.380]  耶穌希望透過跟他們生活
[00:11:53.380 --> 00:11:56.260]  教會他們天國的道理
[00:11:56.260 --> 00:11:58.260]  明白上帝的心意
[00:11:58.260 --> 00:12:00.020]  效法耶穌
[00:12:00.020 --> 00:12:00.900]  簡單來說
[00:12:00.900 --> 00:12:04.740]  那群門徒跟著耶穌同食同住
[00:12:04.740 --> 00:12:05.620]  耶穌說什麼
[00:12:05.620 --> 00:12:06.660]  他們都知道
[00:12:06.660 --> 00:12:09.380]  他們都照聽
[00:12:09.380 --> 00:12:12.180]  遵守主的道
[00:12:12.180 --> 00:12:14.020]  是很深奧的
[00:12:14.020 --> 00:12:16.340]  很闊的意思
[00:12:16.340 --> 00:12:18.260]  透過遵守主的道告訴你
[00:12:18.260 --> 00:12:21.060]  什麼叫真正信耶穌
[00:12:21.060 --> 00:12:24.260]  真正信耶穌就是遵守主的道
[00:12:24.260 --> 00:12:27.140]  就是真正門徒的意思
[00:12:27.140 --> 00:12:28.100]  那你會問
[00:12:28.100 --> 00:12:32.660]  是不是只有那十二個人才是主的門徒呢
[00:12:32.660 --> 00:12:34.020]  剛才經文告訴你
[00:12:34.020 --> 00:12:35.220]  那十二個人
[00:12:35.220 --> 00:12:37.860]  更清楚的形容
[00:12:37.860 --> 00:12:40.980]  他們應該是十二個使徒
[00:12:40.980 --> 00:12:43.220]  根據聖經其他路加福音告訴你
[00:12:43.220 --> 00:12:44.820]  或者少林主告訴你
[00:12:44.820 --> 00:12:45.860]  所有跟耶穌的人
[00:12:45.860 --> 00:12:47.860]  或者因為耶穌的說話
[00:12:47.860 --> 00:12:49.460]  教導神蹟
[00:12:49.460 --> 00:12:50.740]  他們願意跟隨耶穌
[00:12:50.740 --> 00:12:52.100]  跟著耶穌到處去
[00:12:52.100 --> 00:12:56.020]  那些都是門徒
[00:12:56.020 --> 00:12:58.260]  可能在五餅二義當中
[00:12:58.260 --> 00:13:01.300]  吃領袖的人都是耶穌的門徒
[00:13:01.300 --> 00:13:02.740]  不過在這麼多人當中
[00:13:02.740 --> 00:13:04.580]  耶穌只選十二個人
[00:13:04.580 --> 00:13:06.900]  成為跟從他的使徒
[00:13:06.900 --> 00:13:08.420]  要建立他們
[00:13:08.420 --> 00:13:09.780]  使用他們
[00:13:09.780 --> 00:13:11.540]  其他人純粹是門徒
[00:13:11.540 --> 00:13:15.060]  一群信徒
[00:13:15.060 --> 00:13:17.060]  如果根據少林主也告訴你
[00:13:17.060 --> 00:13:19.540]  當耶穌死了之後
[00:13:19.540 --> 00:13:23.220]  那群門徒被稱為基督徒
[00:13:23.220 --> 00:13:26.820]  換言之今天你和我都是主的門徒
[00:13:26.820 --> 00:13:28.100]  我們不只是基督徒
[00:13:28.100 --> 00:13:29.220]  我們說清楚一點
[00:13:29.220 --> 00:13:32.420]  我們是基督的門徒
[00:13:32.420 --> 00:13:34.580]  我們要做耶穌的學生
[00:13:34.580 --> 00:13:37.220]  我們不只是信耶穌
[00:13:37.220 --> 00:13:39.300]  我們要效法耶穌
[00:13:39.300 --> 00:13:41.540]  明白耶穌的教導
[00:13:41.540 --> 00:13:43.060]  遵行祂的說話
[00:13:43.060 --> 00:13:44.420]  讓生命主權交給你
[00:13:44.420 --> 00:13:49.220]  這才是耶穌門徒真正的意思
[00:13:49.220 --> 00:13:50.660]  門徒
[00:13:50.660 --> 00:13:52.660]  我希望主人許可
[00:13:52.660 --> 00:13:55.860]  接下來我們一起思想這個課題
[00:13:55.860 --> 00:13:59.220]  教會也希望能夠讓每一個弟兄姊妹
[00:13:59.220 --> 00:14:00.980]  由你初信的時候
[00:14:00.980 --> 00:14:04.500]  不是門徒只是回教會很久才叫門徒
[00:14:04.500 --> 00:14:06.100]  我們只是初信者
[00:14:06.100 --> 00:14:06.900]  不是的
[00:14:06.900 --> 00:14:08.340]  當你一信耶穌的時候
[00:14:08.340 --> 00:14:11.700]  你就已經是主的門徒
[00:14:11.700 --> 00:14:12.660]  你一信耶穌的時候
[00:14:12.660 --> 00:14:17.700]  你一生的目標就是要效法基督
[00:14:17.700 --> 00:14:20.180]  不過今天我很想單單
[00:14:20.180 --> 00:14:23.620]  透過耶穌如何選立那十二個門徒
[00:14:23.620 --> 00:14:25.860]  或者再說清楚一點
[00:14:25.860 --> 00:14:29.300]  耶穌所選的十二個門徒是甚麼人
[00:14:29.300 --> 00:14:33.140]  去了解耶穌對我們的心意
[00:14:33.140 --> 00:14:34.260]  我們看另一段經文
[00:14:34.260 --> 00:14:36.100]  不過很抱歉沒有印給大家
[00:14:36.100 --> 00:14:36.740]  我讀給大家聽
[00:14:36.740 --> 00:14:39.380]  《馬太福音》4章18至22節
[00:14:39.380 --> 00:14:41.300]  「耶穌沿著加里尼的海邊行走
[00:14:41.300 --> 00:14:45.300]  看見兩兄弟就那叫彼得的西門
[00:14:45.300 --> 00:14:48.660]  和他弟弟安德烈正往海裡撒網
[00:14:48.660 --> 00:14:50.820]  他們本是打魚的
[00:14:50.820 --> 00:14:52.500]  耶穌對他們說
[00:14:52.500 --> 00:14:53.940]  來 跟從我
[00:14:53.940 --> 00:14:56.500]  我要叫你們得人如得魚一樣
[00:14:56.500 --> 00:14:59.060]  他們立刻捨了網 跟從他
[00:14:59.060 --> 00:15:01.220]  耶穌從那裡往前走
[00:15:01.220 --> 00:15:02.740]  看見另外兩個兄弟
[00:15:02.740 --> 00:15:05.780]  就是西比太的兒子雅各和他弟弟約翰
[00:15:05.780 --> 00:15:09.140]  和他們的父親西比太在船上保網
[00:15:09.140 --> 00:15:10.820]  耶穌就呼召他們
[00:15:10.820 --> 00:15:12.580]  他們立刻捨了船
[00:15:12.580 --> 00:15:16.020]  辭別父親 跟從了耶穌
[00:15:16.020 --> 00:15:20.180]  因為說到耶穌呼召了四個門徒
[00:15:20.180 --> 00:15:21.460]  這四個門徒是做什麼的
[00:15:21.460 --> 00:15:24.180]  做打魚的
[00:15:24.180 --> 00:15:28.180]  耶穌這麼難得才選擇十二個門徒
[00:15:28.180 --> 00:15:30.100]  為什麼要選擇打魚佬
[00:15:30.100 --> 00:15:31.220]  他們懂得做什麼
[00:15:31.220 --> 00:15:33.220]  只懂得打魚
[00:15:33.220 --> 00:15:34.340]  雖然打魚也不錯
[00:15:34.340 --> 00:15:37.300]  三文魚 吞拿魚也很貴
[00:15:37.300 --> 00:15:39.700]  但是打魚有什麼作為
[00:15:39.700 --> 00:15:41.540]  如果你再留意
[00:15:41.540 --> 00:15:42.900]  耶穌十二個門徒裡面
[00:15:42.900 --> 00:15:45.620]  包括肥尼 巴多羅馬 多瑪
[00:15:45.620 --> 00:15:49.780]  很大機會他們都是打魚的
[00:15:49.780 --> 00:15:51.540]  雖然聖經沒有說到
[00:15:51.540 --> 00:15:52.980]  不過其中肥尼
[00:15:52.980 --> 00:15:57.780]  聖經形容他們是彼得的同鄉
[00:15:57.780 --> 00:15:59.940]  如果彼得是白菜大人
[00:15:59.940 --> 00:16:03.460]  白菜大人被稱為竹魚之鄉
[00:16:03.460 --> 00:16:05.620]  竹魚之鄉當然是竹魚
[00:16:05.620 --> 00:16:07.860]  換言之 耶穌的門徒裡面
[00:16:07.860 --> 00:16:12.820]  至少一半或多一些是打魚的
[00:16:12.820 --> 00:16:15.780]  我們真的摸不著頭腦
[00:16:15.780 --> 00:16:20.180]  誰會選擇打魚佬做這麼大的事
[00:16:20.180 --> 00:16:21.780]  這正正是耶穌所說的
[00:16:21.780 --> 00:16:26.340]  我要你得人如得魚
[00:16:26.340 --> 00:16:28.500]  你看回耶穌所選擇的十二個人
[00:16:28.500 --> 00:16:31.140]  其中有一個叫馬太
[00:16:31.140 --> 00:16:31.860]  馬太是怎樣的
[00:16:31.860 --> 00:16:33.380]  耶穌從那裡往前走
[00:16:33.380 --> 00:16:34.900]  看見一個人叫馬太
[00:16:34.900 --> 00:16:37.140]  是睡關著著
[00:16:37.140 --> 00:16:40.020]  就對他說 來 跟從我
[00:16:40.020 --> 00:16:42.260]  馬太就起來跟從耶穌
[00:16:42.260 --> 00:16:45.300]  嘩 終於找到一個不是打魚的
[00:16:45.300 --> 00:16:49.380]  授垂 嘩 公務員
[00:16:49.380 --> 00:16:52.740]  當時的公務員不受歡迎
[00:16:52.740 --> 00:16:54.820]  猶太人不喜歡馬太
[00:16:54.820 --> 00:16:57.060]  薩戈這些人
[00:16:57.060 --> 00:16:58.900]  他們只會忠報私囊
[00:16:58.900 --> 00:17:00.900]  自己肥而已
[00:17:00.900 --> 00:17:04.420]  所以馬太雖然不是打魚
[00:17:04.420 --> 00:17:06.180]  但她也不是一個不受歡迎的人
[00:17:06.180 --> 00:17:07.620]  你怎會選擇一個不受歡迎的人
[00:17:07.620 --> 00:17:09.140]  去加入你的團隊
[00:17:09.140 --> 00:17:11.220]  只是賭自己的米
[00:17:11.220 --> 00:17:13.220]  你會不會呢 如果你是領袖
[00:17:13.220 --> 00:17:15.460]  公司說給你十二個人選擇
[00:17:15.460 --> 00:17:16.660]  你會選擇這些人嗎
[00:17:16.660 --> 00:17:18.100]  你一定不會選擇
[00:17:18.100 --> 00:17:19.940]  但耶穌竟然選擇
[00:17:19.940 --> 00:17:22.100]  看完耶穌還選擇什麼人
[00:17:22.100 --> 00:17:24.180]  肥你大家知道了 同鄉
[00:17:24.180 --> 00:17:25.860]  同鄉有什麼特別
[00:17:25.860 --> 00:17:28.340]  其實猶太分南北
[00:17:28.340 --> 00:17:31.060]  南方人看不起北方人
[00:17:31.060 --> 00:17:32.340]  那撒勒
[00:17:32.340 --> 00:17:34.420]  他看不起北方人
