
[00:00:00.000 --> 00:00:04.220]  我們讀一段聖經 在啟示錄第二十二章第二節
[00:02:27.220 --> 00:02:28.540]  我們就發現
[00:02:28.540 --> 00:02:32.500]  其實生命河不只是一個敬拜讚美的地方
[00:02:32.500 --> 00:02:34.980]  不只是一個聖靈充滿的地方
[00:02:34.980 --> 00:02:36.580]  不只是一個彼此相愛的地方
[00:02:36.580 --> 00:02:39.540]  也不只是一個得人靈魂的地方
[00:02:39.540 --> 00:02:42.660]  我們看見生命河所到之處
[00:02:42.660 --> 00:02:47.220]  都要帶來環境社區的一個改變
[00:02:47.220 --> 00:02:51.980]  換句話說生命河是有一個社區的使命
[00:02:51.980 --> 00:02:55.260]  這個社區的使命就是要把神的愛
[00:02:55.260 --> 00:02:57.660]  從我們中間湧流出去
[00:02:57.660 --> 00:03:00.620]  進入社區 進入有需要的人群
[00:03:00.620 --> 00:03:03.860]  帶來醫治 帶來轉化
[00:03:03.860 --> 00:03:05.460]  那你說我們要怎麼樣成為
[00:03:05.460 --> 00:03:08.500]  一個有影響力的教會呢
[00:03:08.500 --> 00:03:09.900]  我們從三方面來思想
[00:03:09.900 --> 00:03:11.620]  第一個
[00:03:11.620 --> 00:03:13.780]  我們要明白神對教會的心意
[00:03:13.780 --> 00:03:18.020]  更要明白神對教會的心意
[00:03:18.020 --> 00:03:19.820]  第二點 今天作為基督徒
[00:03:19.820 --> 00:03:23.940]  一方面我們是很渴望屬天的生活
[00:03:23.940 --> 00:03:25.820]  但我們也不可忘記
[00:03:25.820 --> 00:03:30.900]  到底神把教會放在地上的心意是什麼呢
[00:03:30.900 --> 00:03:31.940]  我們看見有三方面
[00:03:31.940 --> 00:03:35.340]  第一個 神要我們進入這個世界
[00:03:35.340 --> 00:03:39.420]  跟你們說神要我們進入這個世界
[00:03:39.420 --> 00:03:42.380]  在馬太福音十三章第三十三節說
[00:03:42.380 --> 00:03:44.540]  天國好像面孝
[00:03:44.540 --> 00:03:48.780]  有婦人拿來藏在三斗面裡面
[00:03:48.780 --> 00:03:50.740]  直到全團都發起來
[00:03:50.740 --> 00:03:51.580]  這講得很重要
[00:03:51.580 --> 00:03:55.300]  天國好像面孝一樣
[00:03:55.300 --> 00:03:57.180]  我想面孝的功用是什麼
[00:03:57.180 --> 00:03:58.540]  就是要進入面團
[00:03:58.540 --> 00:04:01.020]  讓整個面團能夠發起來
[00:04:01.020 --> 00:04:03.940]  面孝發揮功用很重要
[00:04:03.940 --> 00:04:05.420]  一定要進入面團
[00:04:05.420 --> 00:04:07.260]  它不能在面團之外
[00:04:07.260 --> 00:04:10.220]  它必須要進入面團的裡面
[00:04:10.220 --> 00:04:14.140]  換句話說 今天神對教會的心意
[00:04:14.140 --> 00:04:16.940]  不是叫教會脫離這個世界
[00:04:16.940 --> 00:04:19.380]  反而是要我們進入這個世界
[00:04:19.380 --> 00:04:21.580]  才能帶來影響力
[00:04:21.580 --> 00:04:22.780]  事實上這正是為什麼
[00:04:22.780 --> 00:04:25.300]  耶穌基督必須要道成肉身
[00:04:25.300 --> 00:04:27.620]  來到世界上的原因
[00:04:27.620 --> 00:04:30.340]  祂就是要實際的體嘗
[00:04:30.340 --> 00:04:34.180]  我們人世間一切的憂患跟痛苦
[00:04:34.180 --> 00:04:36.740]  所以祂才能夠明白
[00:04:36.740 --> 00:04:38.740]  我們人在罪惡
[00:04:38.740 --> 00:04:42.220]  在黑暗當中的掙扎跟失敗
[00:04:42.220 --> 00:04:44.340]  所以也只有祂
[00:04:44.340 --> 00:04:46.140]  能為我們在十字架上
[00:04:46.140 --> 00:04:49.500]  代替我們承受一切罪的刑罰
[00:04:49.500 --> 00:04:50.820]  不但為我們死
[00:04:50.820 --> 00:04:52.580]  而且從死裡復活
[00:04:52.580 --> 00:04:56.220]  帶給我們得勝的喜樂跟盼望
[00:04:56.220 --> 00:04:58.380]  而這正是今天我相信
[00:04:58.380 --> 00:05:01.660]  神要教會要活出來的一個真理
[00:05:01.660 --> 00:05:05.580]  是一個道成肉身的一個真理
[00:05:05.580 --> 00:05:07.060]  今天太多的時候
[00:05:07.060 --> 00:05:08.260]  我看見很多的基督徒
[00:05:08.260 --> 00:05:10.380]  急於想離開這個世界
[00:05:10.380 --> 00:05:11.260]  脫離這個黑暗
[00:05:11.260 --> 00:05:12.660]  想離開這個世界
[00:05:12.660 --> 00:05:15.340]  卻沒有想到主耶穌正是
[00:05:15.340 --> 00:05:17.460]  因為這個世界的黑暗
[00:05:17.460 --> 00:05:18.700]  而來到我們中間
[00:05:18.700 --> 00:05:21.020]  為了要拯救我們
[00:05:21.020 --> 00:05:23.820]  我就想到媽特特里莎不也是這樣嗎
[00:05:23.820 --> 00:05:26.420]  甘願進入印度的貧民窟當中
[00:05:26.420 --> 00:05:29.700]  去服侍那些有需要的人群
[00:05:29.700 --> 00:05:31.900]  媽特特里莎之所以在全世界
[00:05:31.900 --> 00:05:33.700]  帶來這麼大的影響力
[00:05:33.700 --> 00:05:35.780]  不是因為她的講道
[00:05:35.780 --> 00:05:38.020]  反而是因為她對主耶穌基督
[00:05:38.020 --> 00:05:40.460]  道成肉身的實踐
[00:05:40.460 --> 00:05:41.860]  不是嗎
[00:05:41.860 --> 00:05:44.780]  同樣今天我們若想要影響世代
[00:05:44.780 --> 00:05:47.340]  我們就必須要進入這個世界
[00:05:47.340 --> 00:05:51.180]  效法基督道成肉身的榜樣
[00:05:51.180 --> 00:05:53.860]  進入世界當中
[00:05:53.860 --> 00:05:56.140]  第二神的心意是什麼呢
[00:05:56.140 --> 00:05:57.580]  誰要我們服侍這個世代
[00:05:57.580 --> 00:06:01.100]  跟你們說誰要我們服侍這個世代
[00:06:01.100 --> 00:06:03.140]  馬太福音五章十六節主怎麼說
[00:06:03.140 --> 00:06:06.060]  他說你們的光也當這樣照在人前
[00:06:06.060 --> 00:06:08.260]  叫他們看見你們的好行為
[00:06:08.260 --> 00:06:11.260]  便將榮耀歸給你們在天上的父
[00:06:11.260 --> 00:06:13.140]  這很清楚的講到
[00:06:13.140 --> 00:06:15.780]  怎麼樣能進入世界的方法
[00:06:15.780 --> 00:06:17.940]  就是要透過我們的好行為
[00:06:17.940 --> 00:06:20.500]  來服侍這個世代
[00:06:20.500 --> 00:06:23.980]  因為今天對一個不信主的世代來講
[00:06:23.980 --> 00:06:26.620]  好行為是唯一的方法
[00:06:26.620 --> 00:06:28.860]  讓他們明白神的愛
[00:06:28.860 --> 00:06:30.100]  事實上我們看見
[00:06:30.100 --> 00:06:31.740]  當主耶穌在地上的時候
[00:06:31.740 --> 00:06:35.460]  這也是主耶穌服侍人的方式不是嗎
[00:06:35.460 --> 00:06:38.140]  你還記得在迦拿婚宴的時候
[00:06:38.140 --> 00:06:40.460]  他們沒有酒了
[00:06:40.460 --> 00:06:42.140]  當主耶穌的母親到
[00:06:42.140 --> 00:06:43.660]  耶穌他們面前來說
[00:06:43.660 --> 00:06:46.820]  他們沒有酒求助於耶穌的時候
[00:06:46.820 --> 00:06:48.020]  很有意思 耶穌沒有說
[00:06:48.020 --> 00:06:49.820]  先把主人叫來
[00:06:49.820 --> 00:06:51.420]  祂也沒有對主人說
[00:06:51.420 --> 00:06:52.900]  你要先悔改
[00:06:52.900 --> 00:06:53.900]  先認罪悔改
[00:06:53.900 --> 00:06:55.940]  然後神蹟才會發生
[00:06:55.940 --> 00:06:57.060]  才會有幫你解決
[00:06:57.060 --> 00:06:58.380]  不過 耶穌沒有說
[00:06:58.380 --> 00:07:01.260]  請主人來先悔改 沒有
[00:07:01.260 --> 00:07:03.380]  耶穌是看見他們的需要
[00:07:03.380 --> 00:07:06.740]  主動的先去滿足他們的需要
[00:07:06.740 --> 00:07:09.980]  將水變成美酒
[00:07:09.980 --> 00:07:11.860]  我常常想 你想想看
[00:07:11.860 --> 00:07:12.860]  在婚宴之後
[00:07:12.860 --> 00:07:14.460]  那個主人會怎麼樣的反應
[00:07:14.460 --> 00:07:15.820]  想想看
[00:07:15.820 --> 00:07:17.500]  難道這個是誰
[00:07:17.500 --> 00:07:19.140]  我要認識他
[00:07:19.140 --> 00:07:20.700]  這麼幫助我
[00:07:20.700 --> 00:07:23.540]  我一定要信從他跟隨他 不是嗎
[00:07:23.540 --> 00:07:25.180]  這是很自然一種反應
[00:07:25.180 --> 00:07:26.820]  耶穌在地上的服侍
[00:07:26.820 --> 00:07:30.340]  總是從人的需要開始
[00:07:30.340 --> 00:07:31.980]  滿足人的需要
[00:07:31.980 --> 00:07:34.940]  然後帶進靈魂的救恩裡面
[00:07:34.940 --> 00:07:37.100]  同樣今天我們也應當
[00:07:37.100 --> 00:07:38.420]  藉著好行為
[00:07:38.420 --> 00:07:41.220]  讓世人明白神的愛
[00:07:41.220 --> 00:07:43.180]  神的恩典跟憐憫
[00:07:43.180 --> 00:07:46.620]  好教他們心能夠迴轉歸向神
[00:07:46.620 --> 00:07:47.500]  你們
[00:07:47.500 --> 00:07:48.540]  第三
[00:07:48.540 --> 00:07:50.540]  神要我們影響這個世代
[00:07:50.540 --> 00:07:54.860]  跟你們說神要我們影響這個世代
[00:07:54.860 --> 00:07:55.980]  第二點 今天教會
[00:07:55.980 --> 00:07:58.980]  不但是為了神的榮耀而存在
[00:07:58.980 --> 00:07:59.900]  我們更需要明白
[00:07:59.900 --> 00:08:04.580]  教會也是為黑暗的世代而存在
[00:08:04.580 --> 00:08:06.460]  這為什麼主耶穌在
[00:08:06.460 --> 00:08:08.340]  馬太福音五章十四節說
[00:08:08.340 --> 00:08:11.060]  你們是世上的光
[00:08:11.060 --> 00:08:12.060]  耶穌講得很清楚說
[00:08:12.060 --> 00:08:14.700]  你們是世上的光
[00:08:14.700 --> 00:08:18.020]  正是因為這個世界是黑暗
[00:08:18.020 --> 00:08:21.180]  正是因為這個世界在罪惡掌權之下
[00:08:21.180 --> 00:08:25.420]  所以教會需要存在在這個世界上
[00:08:25.420 --> 00:08:26.700]  因為主耶穌說
[00:08:26.700 --> 00:08:29.620]  教會就是世上的光
[00:08:29.620 --> 00:08:30.140]  換句話說
[00:08:30.140 --> 00:08:32.540]  今天教會對這樣黑暗的世代
[00:08:32.540 --> 00:08:34.620]  是有責任的
[00:08:34.620 --> 00:08:37.380]  我們一點不需要埋怨這個世界太黑暗
[00:08:37.380 --> 00:08:40.380]  我們也不需要責備這個世界充滿罪惡
[00:08:40.380 --> 00:08:43.580]  因為這個世界本來就在黑暗當中
[00:08:43.580 --> 00:08:45.980]  反而我們要求神開我們的眼睛
[00:08:45.980 --> 00:08:47.860]  明白這個真理
[00:08:47.860 --> 00:08:51.300]  因為我們就是世上的光
[00:08:51.300 --> 00:08:51.660]  換句話說
[00:08:51.660 --> 00:08:53.780]  如果今天你覺得世界太黑暗
[00:08:53.780 --> 00:08:55.020]  世界充滿罪惡
[00:08:55.020 --> 00:08:58.140]  那起碼有一件事情你我可以做的
[00:08:58.140 --> 00:08:59.660]  那就發光吧
[00:08:59.660 --> 00:09:00.980]  發光吧
[00:09:00.980 --> 00:09:02.260]  這為什麼主耶穌在
[00:09:02.260 --> 00:09:04.380]  馬太福音五章十五節怎麼說呢
[00:09:04.380 --> 00:09:06.580]  人點燈不放在斗底下
[00:09:06.580 --> 00:09:09.020]  是放在燈台上
[00:09:09.020 --> 00:09:12.100]  是要照亮一家的人
[00:09:12.100 --> 00:09:13.660]  神的心意
[00:09:13.660 --> 00:09:16.740]  就是要教會在地上彰顯神的榮美
[00:09:16.740 --> 00:09:19.740]  像光照進黑暗裡面
[00:09:19.740 --> 00:09:21.660]  照亮這個世代
[00:09:21.660 --> 00:09:24.900]  神的心意是要我們影響世代
[00:09:24.900 --> 00:09:25.740]  Amen
[00:09:25.740 --> 00:09:26.700]  所以求神幫助我們
[00:09:26.700 --> 00:09:27.780]  今天我們在教會裡面
[00:09:27.780 --> 00:09:31.380]  不但是我們希望在教會裡找到溫暖的窩
[00:09:31.380 --> 00:09:34.140]  我們告訴大家神對教會的心意
[00:09:34.140 --> 00:09:35.980]  要我們進入世界
[00:09:35.980 --> 00:09:40.260]  服侍這個世代並且影響這個世代
[00:09:40.260 --> 00:09:41.940]  所以第一個要明白神的心意是什麼
[00:09:41.940 --> 00:09:43.260]  然後你才能夠
[00:09:43.260 --> 00:09:45.020]  才能進入世界當中
[00:09:45.020 --> 00:09:46.820]  能夠影響這個世代
[00:09:46.820 --> 00:09:47.980]  第二
[00:09:47.980 --> 00:09:50.100]  我們要藉著禱告與神同工
[00:09:50.100 --> 00:09:54.300]  各位要藉著禱告與神同工
[00:09:54.300 --> 00:09:57.020]  這個基督徒我們怎麼樣才能夠來面對
[00:09:57.020 --> 00:10:01.060]  現今這樣一個充滿動盪跟黑暗的世代呢
[00:10:01.060 --> 00:10:04.980]  我想最起碼一件事情我們能夠做的
[00:10:04.980 --> 00:10:08.300]  就是要起來為這個世代來禱告
[00:10:08.300 --> 00:10:10.420]  而不只是普通的禱告
[00:10:10.420 --> 00:10:13.860]  而是迫切的代求
[00:10:13.860 --> 00:10:15.260]  你知道在聖經裡面
[00:10:15.260 --> 00:10:18.100]  祈求跟代求是不大一樣的
[00:10:18.100 --> 00:10:21.300]  祈求是我們為自己的需要來禱告
[00:10:21.300 --> 00:10:24.460]  代求卻是為了神的國度
[00:10:24.460 --> 00:10:27.460]  為了需要的人群來禱告
[00:10:27.460 --> 00:10:29.100]  你知道今天很多基督徒
[00:10:29.100 --> 00:10:32.980]  他們禱告都停留在為個人的需要在禱告
[00:10:32.980 --> 00:10:35.420]  很少人懂得為神的國度
[00:10:35.420 --> 00:10:38.180]  為這個世代來禱告
[00:10:38.180 --> 00:10:40.140]  所以你看見神在以夕結束
[00:10:40.140 --> 00:10:43.540]  二十二章三十節才發出這個嘆息
[00:10:43.540 --> 00:10:46.580]  神說我在他們中間尋找一個人重修強援
[00:10:46.580 --> 00:10:50.380]  在我面前為這個國站在破口防堵
[00:10:50.380 --> 00:10:53.020]  卻找不到一個
[00:10:53.020 --> 00:10:55.780]  有時候我常常覺得為什麼找不到一個呢
[00:10:55.780 --> 00:10:58.540]  難道那個時代沒有人在禱告嗎
[00:10:58.540 --> 00:11:00.940]  那有那個時代很多人在禱告
[00:11:00.940 --> 00:11:04.060]  只是很多人只是為自己的需要來禱告
[00:11:04.060 --> 00:11:07.740]  卻沒有為神的國來禱告
[00:11:07.740 --> 00:11:10.420]  第二 我相信今天神呼召我們
[00:11:10.420 --> 00:11:11.980]  就是要起來
[00:11:11.980 --> 00:11:15.780]  能夠站在破口來禱告
[00:11:15.780 --> 00:11:17.660]  你說什麼是破口呢
[00:11:17.660 --> 00:11:19.820]  破口原來的意思就是
[00:11:19.820 --> 00:11:22.740]  站在中間的意思
[00:11:22.740 --> 00:11:24.700]  站在中間
[00:11:24.700 --> 00:11:27.580]  那是一個神的恩典
[00:11:27.580 --> 00:11:31.460]  跟人的破碎中間一個缺口
[00:11:31.460 --> 00:11:35.380]  我們只有站在中間這個缺口
[00:11:35.380 --> 00:11:38.660]  我們才能一方面看見人的需要
[00:11:38.660 --> 00:11:42.060]  看見人的罪 這個世代的罪
[00:11:42.060 --> 00:11:46.060]  另一方面能看見神的恩典跟憐憫
[00:11:46.060 --> 00:11:50.300]  而神呼召我們就是要站在這樣一個缺口
[00:11:50.300 --> 00:11:53.180]  能夠為這個世代來禱告
[00:11:53.180 --> 00:11:56.740]  這就好像在舊約時代的以利亞一樣
[00:11:56.740 --> 00:12:00.460]  當時以色列地不但有外面的乾旱
[00:12:00.460 --> 00:12:03.100]  林裡面屬林也乾旱
[00:12:03.100 --> 00:12:05.820]  我們看見到處充滿了饑荒
[00:12:05.820 --> 00:12:10.900]  神就呼召以利亞起來為以色列來禱告
[00:12:10.900 --> 00:12:13.340]  為神的國來禱告
[00:12:13.340 --> 00:12:16.300]  我也感覺神今天也是要呼召我們
[00:12:16.300 --> 00:12:20.780]  要起來為我們所處的世代來禱告
[00:12:20.780 --> 00:12:26.140]  雖然我們的心常常為世代的罪惡跟黑暗覺得很哀嘆
[00:12:26.140 --> 00:12:29.300]  雖然我們常常看到美國現在無論價值觀
[00:12:29.300 --> 00:12:32.380]  道德觀越來越離開神的標準
[00:12:32.380 --> 00:12:35.660]  但事實上你要明白 越是在艱難的時刻
[00:12:35.660 --> 00:12:40.500]  我告訴你 越是神能夠做翻轉工作的時刻
[00:12:40.500 --> 00:12:42.340]  越是在艱難的時刻
[00:12:42.340 --> 00:12:48.620]  越是神要呼召我們起來禱告與神同工的時刻
[00:12:48.620 --> 00:12:53.260]  丁鳳姐 一方面我覺得你要明白禱告的重要是很重要
[00:12:53.260 --> 00:12:56.740]  但不但是你需要明白禱告的重要
[00:12:56.740 --> 00:13:01.780]  你要明白持守禱告 神的應許來禱告的重要
[00:13:01.780 --> 00:13:06.260]  但如果我們今天只是停留在聽見這樣的需要
[00:13:06.260 --> 00:13:08.860]  明白這樣的需要而已
[00:13:08.860 --> 00:13:10.620]  那還是沒有用的
[00:13:10.620 --> 00:13:14.220]  不能只是聽聽說說而已
[00:13:14.220 --> 00:13:17.060]  我覺得就好像舊約的以利亞一樣
[00:13:17.060 --> 00:13:20.140]  當他面對以色列那種乾旱的環境
[00:13:20.140 --> 00:13:24.420]  不但外面 而且靈裡面乾旱的時候
[00:13:24.420 --> 00:13:26.860]  你知道以利亞在靈裡面
[00:13:26.860 --> 00:13:31.980]  就知道神要降下大雨來做翻轉的工作
[00:13:31.980 --> 00:13:34.780]  所以列王記上第十八章四十一節
[00:13:34.780 --> 00:13:36.380]  當靈裡面有時候感動的時候
[00:13:36.380 --> 00:13:38.300]  他就對雅哈說什麼
[00:13:38.300 --> 00:13:40.420]  他說你現在可以上去吃喝
[00:13:40.420 --> 00:13:43.060]  因為有多雨的響聲
[00:13:43.060 --> 00:13:46.980]  他在靈裡面聽見了多雨的響聲
[00:13:46.980 --> 00:13:48.940]  但你有沒有想到過
[00:13:48.940 --> 00:13:52.220]  如果說他只是聽到那多雨的響聲
[00:13:52.220 --> 00:13:54.500]  而沒有起來禱告的話
[00:13:54.500 --> 00:13:56.540]  什麼事情會發生
[00:13:56.540 --> 00:14:00.060]  我告訴你 什麼事情都不會發生
[00:14:00.060 --> 00:14:04.740]  雨不會降臨下來 乾旱也不會得以解決
[00:14:04.740 --> 00:14:07.740]  這就是為什麼今天我們需要起來禱告
[00:14:07.740 --> 00:14:10.500]  不但要明白這個世代的需要
[00:14:10.500 --> 00:14:12.500]  不但要明白禱告的重要
[00:14:12.500 --> 00:14:16.180]  更重要是要起來禱告
[00:14:16.180 --> 00:14:17.500]  為你的環境禱告
[00:14:17.500 --> 00:14:18.700]  為你的家庭禱告
[00:14:18.700 --> 00:14:19.900]  為你的小組禱告
[00:14:19.900 --> 00:14:20.900]  為社區禱告
[00:14:20.900 --> 00:14:22.860]  為城市來禱告
[00:14:22.860 --> 00:14:24.260]  不但要起來禱告
[00:14:24.260 --> 00:14:28.340]  而且要持續不斷的禱告
[00:14:28.340 --> 00:14:30.020]  我們看見以利亞
[00:14:30.020 --> 00:14:34.180]  他在靈裡面聽見多雨的響聲
[00:14:34.180 --> 00:14:35.620]  他怎麼做呢
[00:14:35.620 --> 00:14:38.780]  他在列王記上十八章四十二節就說
[00:14:38.780 --> 00:14:40.380]  這個雅哈就上去吃喝
[00:14:40.380 --> 00:14:43.260]  以利亞就上了加密山頂
[00:14:43.260 --> 00:14:46.580]  屈身在地 將臉浮在兩氣當中
[00:14:46.580 --> 00:14:49.260]  這是個生產的知識
[00:14:49.260 --> 00:14:52.100]  這是個生產式的禱告
[00:14:52.100 --> 00:14:53.980]  我相信在那個時刻裡面
[00:14:53.980 --> 00:14:55.180]  他怎麼想都覺得
[00:14:55.180 --> 00:14:58.700]  他一禱告大雨就會降臨下來
[00:14:58.700 --> 00:15:01.140]  但事實上卻不是如此
[00:15:01.140 --> 00:15:01.900]  聖經裡面告訴我們
[00:15:01.900 --> 00:15:03.300]  當他禱告的時候
[00:15:03.300 --> 00:15:04.300]  他一邊禱告
[00:15:04.300 --> 00:15:07.980]  一邊就派僕人去看有什麼動靜沒有
[00:15:07.980 --> 00:15:09.100]  第一次去
[00:15:09.100 --> 00:15:11.260]  僕人回來說什麼都沒有
[00:15:11.260 --> 00:15:13.260]  第二次回來什麼都沒有
[00:15:13.260 --> 00:15:15.100]  第三次回來還是什麼都沒有
[00:15:15.100 --> 00:15:18.020]  連一片雲都沒有
[00:15:18.020 --> 00:15:20.380]  換了我們可能就說算了
[00:15:20.380 --> 00:15:21.980]  恐怕聽錯了
[00:15:21.980 --> 00:15:24.380]  根本沒有什麼多雨的響聲
[00:15:24.380 --> 00:15:25.620]  禱告了半天
[00:15:25.620 --> 00:15:27.020]  好像也沒什麼果效
[00:15:27.020 --> 00:15:29.460]  換換其他方法吧
[00:15:29.460 --> 00:15:30.940]  但以利亞沒有
[00:15:30.940 --> 00:15:32.900]  以利亞持續不斷的禱告
[00:15:32.900 --> 00:15:33.700]  一直禱告
[00:15:33.700 --> 00:15:36.100]  禱告到了第七次
[00:15:36.100 --> 00:15:40.060]  他才看見像人手這麼大的雲
[00:15:40.060 --> 00:15:42.500]  從海上升上來
[00:15:42.500 --> 00:15:46.580]  他就知道神要開始降下大雨了
[00:15:46.580 --> 00:15:47.820]  第二點我深深地相信
[00:15:47.820 --> 00:15:50.180]  今天神也同樣呼召我們
[00:15:50.180 --> 00:15:51.500]  要起來禱告
[00:15:51.500 --> 00:15:54.060]  雖然說我們看看我們周圍的環境
[00:15:54.060 --> 00:15:56.020]  好像一次兩次禱告三次
[00:15:56.020 --> 00:15:57.700]  都沒有什麼果效
[00:15:57.700 --> 00:16:00.460]  沒有任何改變的跡象
[00:16:00.460 --> 00:16:01.700]  但不要灰心
[00:16:01.700 --> 00:16:02.860]  持續禱告
[00:16:02.860 --> 00:16:05.300]  期待神偉大奇妙的作為
[00:16:05.300 --> 00:16:06.660]  你們
[00:16:06.660 --> 00:16:08.500]  列王街上的第十八章四十五節
[00:16:08.500 --> 00:16:09.620]  這裡怎麼說呢
[00:16:09.620 --> 00:16:12.780]  這裡說煞時間
[00:16:12.780 --> 00:16:14.300]  好喜歡這句話
[00:16:14.300 --> 00:16:16.460]  煞時間
[00:16:16.460 --> 00:16:18.220]  天陰風雲黑暗
[00:16:18.220 --> 00:16:19.460]  降下大雨
[00:16:19.460 --> 00:16:20.420]  哈利路亞
[00:16:20.420 --> 00:16:21.020]  我常常說
[00:16:21.020 --> 00:16:23.260]  當神開始工作的時候
[00:16:23.260 --> 00:16:26.700]  那個速度是快到你無法想像
[00:16:26.700 --> 00:16:27.860]  煞時間
[00:16:27.860 --> 00:16:29.220]  忽然間
[00:16:29.220 --> 00:16:30.940]  在你想不到的時刻
[00:16:30.940 --> 00:16:33.140]  神要降下醫治的恩高
[00:16:33.140 --> 00:16:34.220]  突破的恩高
[00:16:34.220 --> 00:16:35.180]  復興的恩高
[00:16:35.180 --> 00:16:36.540]  在我們中間
[00:16:36.540 --> 00:16:37.460]  你們
[00:16:37.460 --> 00:16:40.500]  今天當你在為你的家庭禱告
[00:16:40.500 --> 00:16:42.060]  為你的環境禱告
[00:16:42.060 --> 00:16:43.340]  為教會禱告
[00:16:43.340 --> 00:16:44.260]  為城市
[00:16:44.260 --> 00:16:45.580]  為國家禱告的時候
[00:16:45.580 --> 00:16:46.500]  不要灰心
[00:16:46.500 --> 00:16:48.220]  要持續禱告
[00:16:48.220 --> 00:16:51.100]  直到神應許成就為止
[00:16:51.100 --> 00:16:52.220]  你們
[00:16:52.220 --> 00:16:54.340]  所以第二要藉著禱告與神同工
[00:16:54.340 --> 00:16:55.460]  第三
[00:16:55.460 --> 00:16:57.660]  要以愛心的行動進入社區
[00:16:57.660 --> 00:17:03.220]  跟你們說以愛心的行動進入社區
[00:17:03.220 --> 00:17:05.420]  禱告雖然重要
[00:17:05.420 --> 00:17:07.340]  但是我們看見轉化社區
[00:17:07.340 --> 00:17:09.220]  不能單靠禱告
[00:17:09.220 --> 00:17:10.660]  我們今天可以在教會裡面
[00:17:10.660 --> 00:17:12.500]  又禱告又捆綁
[00:17:12.500 --> 00:17:16.900]  可這個世界卻一點感覺不到神的愛
[00:17:16.900 --> 00:17:17.540]  我常常看見
[00:17:17.540 --> 00:17:20.180]  今天教會常常很費力的
[00:17:20.180 --> 00:17:23.700]  想要怎麼樣與世界抗爭
[00:17:23.700 --> 00:17:28.780]  想盡辦法要扭轉這個世界的價值觀跟潮流
[00:17:28.780 --> 00:17:32.420]  卻忽略了很重要的真理
[00:17:32.420 --> 00:17:35.380]  那就是真正能夠改變人心的
[00:17:35.380 --> 00:17:38.260]  常常只是一個很簡單
[00:17:38.260 --> 00:17:41.700]  卻又真實的愛的行動而已
[00:17:41.700 --> 00:17:44.620]  我再說真正能夠改變人心的
