
[00:00:00.000 --> 00:00:03.520]  不得前書第一章十八節說大家很熟悉的一段經文
[00:01:15.880 --> 00:01:17.240]  我不需要多說了
[00:01:17.240 --> 00:01:20.800]  大家看聖經都知道是一間充滿著問題的教會
[00:01:20.800 --> 00:01:23.400]  如果你看哥倫多前書或後書就知道
[00:01:23.400 --> 00:01:27.520]  裏面充滿著每一章都充滿著不同的問題
[00:01:27.520 --> 00:01:30.400]  但是很奇怪的一件事就是
[00:01:30.400 --> 00:01:32.600]  在聖經裏面告訴我們知道
[00:01:32.600 --> 00:01:35.680]  保羅不單止在第二次荒淪旅程裏面
[00:01:35.680 --> 00:01:38.760]  留在哥倫多接近三年的時間
[00:01:38.760 --> 00:01:40.760]  在當中去牧養這間教會
[00:01:40.760 --> 00:01:43.480]  在他第二次荒淪旅程或第一次和第二次裏面
[00:01:43.480 --> 00:01:45.960]  從未試過留那麼久的
[00:01:45.960 --> 00:01:48.000]  在這十八個月裏面
[00:01:48.000 --> 00:01:50.000]  在前後十八個月裏面
[00:01:50.000 --> 00:01:50.880]  在這間教會裏面
[00:01:50.880 --> 00:01:58.200]  他接近兩年的時間去和哥倫多的人建立這間教會
[00:01:58.200 --> 00:02:03.360]  接著我們也知道保羅曾經前後寫了至少四封信
[00:02:03.360 --> 00:02:05.640]  去給哥倫多這間教會
[00:02:05.640 --> 00:02:09.360]  叫裏面的問題的路人去解釋
[00:02:09.360 --> 00:02:11.880]  去牧養 去關心 去勉勵
[00:02:11.880 --> 00:02:15.400]  甚至他也曾經再一次去到哥倫多裏面
[00:02:15.400 --> 00:02:17.400]  去探望這班弟兄姊妹
[00:02:17.400 --> 00:02:21.600]  我們看看保羅不是那麼慣常去做
[00:02:21.600 --> 00:02:25.240]  為什麼保羅那麼關心這間教會呢
[00:02:25.240 --> 00:02:28.160]  我們看看保羅建立這間教會的時候
[00:02:28.160 --> 00:02:30.440]  背景是怎樣的
[00:02:30.440 --> 00:02:33.040]  我們試試看《士林行傳》第十八章
[00:02:33.040 --> 00:02:36.000]  大家很熟悉的《士林行傳》的一篇經文
[00:02:36.000 --> 00:02:37.640]  我們看看整件事是怎樣的
[00:02:37.640 --> 00:02:40.760]  我很快就讀出當中的經文
[00:02:40.760 --> 00:02:43.920]  這時候保羅離開雅典來到哥倫多
[00:02:43.920 --> 00:02:46.480]  遇見一個猶太人名叫雅居拉
[00:02:46.480 --> 00:02:48.360]  他生在本都 即是羅馬
[00:02:48.360 --> 00:02:52.480]  因為赫魯帝命猶太人要離開羅馬
[00:02:52.480 --> 00:02:55.920]  身近帶著妻子雅居拉從意大利來到
[00:02:55.920 --> 00:03:00.000]  於是就投奔了去保羅
[00:03:00.000 --> 00:03:02.040]  他們本是製造帳篷為業的
[00:03:02.040 --> 00:03:03.320]  保羅因為跟他們同業
[00:03:03.320 --> 00:03:05.160]  於是跟他們同住作供
[00:03:05.160 --> 00:03:07.320]  每逢安息日保羅在會堂裏面
[00:03:07.320 --> 00:03:10.720]  辯論喧嘩猶太人和希臘人
[00:03:10.720 --> 00:03:13.360]  西拉和提摩泰在馬其頓來的時候
[00:03:13.360 --> 00:03:15.440]  保羅畏度迫切向猶太人證明
[00:03:15.440 --> 00:03:17.200]  耶穌是基督
[00:03:17.200 --> 00:03:19.480]  他們既抗拒 誹謗
[00:03:19.480 --> 00:03:20.760]  保羅就抖著衣裳說
[00:03:20.760 --> 00:03:23.960]  你們的罪歸到你們的頭上
[00:03:23.960 --> 00:03:24.760]  與我無干
[00:03:24.760 --> 00:03:28.120]  從今以後我要往愛邦人那裏去
[00:03:28.120 --> 00:03:29.800]  於是就離開了那裏
[00:03:29.800 --> 00:03:30.880]  到了一個人的家裏
[00:03:30.880 --> 00:03:32.600]  這個人名叫提多尤茨多
[00:03:32.600 --> 00:03:33.920]  是敬拜神的
[00:03:33.920 --> 00:03:36.160]  他家靠近會堂
[00:03:36.160 --> 00:03:38.600]  管會堂的基利斯堡和全家都信了主
[00:03:38.600 --> 00:03:40.760]  還有很多的哥倫多人聽見
[00:03:40.760 --> 00:03:42.960]  就相信受贈
[00:03:42.960 --> 00:03:44.960]  耶稣主在異象當中對保羅說
[00:03:44.960 --> 00:03:46.600]  不要怕主官說 不要閉口
[00:03:46.600 --> 00:03:47.720]  有我與你同在
[00:03:47.720 --> 00:03:48.920]  必沒有人下手害你
[00:03:48.920 --> 00:03:52.840]  因為你這個城裏有許多的百姓
[00:03:52.840 --> 00:03:54.520]  於是保羅就在那裏
[00:03:54.520 --> 00:03:57.280]  就住了一年零六個月
[00:03:57.280 --> 00:04:01.120]  將神的道教訓他們
[00:04:01.120 --> 00:04:03.360]  接著我想從這篇聖經裏
[00:04:03.360 --> 00:04:05.920]  和大家看看我們作為一個使命群體
[00:04:05.920 --> 00:04:10.480]  保羅是怎樣看待哥倫多城裏的使命
[00:04:10.480 --> 00:04:12.160]  上帝給他的使命
[00:04:12.160 --> 00:04:14.280]  我也盼望從當中給我們看看
[00:04:14.280 --> 00:04:16.880]  今天我們在Mt.Peters這個地方
[00:04:16.880 --> 00:04:20.960]  我們為甚麼要去三谷傳福音呢
[00:04:20.960 --> 00:04:24.160]  還有當中保羅看到的
[00:04:24.160 --> 00:04:25.640]  上帝看到的
[00:04:25.640 --> 00:04:27.400]  和我們今天看到的
[00:04:27.400 --> 00:04:29.040]  應該是怎樣去相同
[00:04:29.040 --> 00:04:30.880]  我們試一下從三方面去看
[00:04:30.880 --> 00:04:32.520]  頭兩點我會很快地說
[00:04:32.520 --> 00:04:34.400]  我們看看舉目觀看
[00:04:34.400 --> 00:04:37.560]  和我們作為一個社群
[00:04:37.560 --> 00:04:41.680]  和保羅一樣面對的是甚麼困難
[00:04:41.680 --> 00:04:43.360]  但面對困難不是最重要的
[00:04:43.360 --> 00:04:44.840]  保羅告訴我們
[00:04:44.840 --> 00:04:48.680]  他在福音旅程裏遇到不少困難
[00:04:48.680 --> 00:04:51.520]  但最重要的是
[00:04:51.520 --> 00:04:55.000]  他教導我們怎樣用一些策略
[00:04:55.000 --> 00:04:55.960]  去做福音工作
[00:04:55.960 --> 00:04:58.240]  保羅不是蠻頭蒼蠅地走去
[00:04:58.240 --> 00:04:59.320]  就這樣去做
[00:04:59.320 --> 00:05:02.240]  他也經歷過第二次福音旅程的一些失敗
[00:05:02.240 --> 00:05:03.960]  我上次說過的
[00:05:03.960 --> 00:05:05.400]  第二次福音旅程是一個
[00:05:05.400 --> 00:05:08.680]  如果人看來是一個絕對的失敗
[00:05:08.680 --> 00:05:10.240]  一開始已經吵架了
[00:05:10.240 --> 00:05:12.240]  然後去哪裏都去不到
[00:05:12.240 --> 00:05:14.240]  去到哪裏都沒有人肯信耶穌
[00:05:14.240 --> 00:05:16.080]  被人逼迫 又被人趕走
[00:05:16.080 --> 00:05:17.760]  但去到哥倫多的時候
[00:05:17.760 --> 00:05:20.360]  保羅用了另外一些策略
[00:05:20.360 --> 00:05:22.280]  卻是讓我們看到
[00:05:22.280 --> 00:05:25.080]  有很多人信耶穌
[00:05:25.080 --> 00:05:26.080]  為甚麼呢
[00:05:26.080 --> 00:05:26.960]  我們看看
[00:05:26.960 --> 00:05:28.680]  舉目向前觀看
[00:05:28.680 --> 00:05:31.160]  我們看看這個城市是怎樣
[00:05:31.160 --> 00:05:33.400]  下面這幅圖是中學時間
[00:05:33.400 --> 00:05:34.800]  我上次都給過大家看了
[00:05:34.800 --> 00:05:36.880]  就是保羅過了愛琴海之後
[00:05:36.880 --> 00:05:38.400]  去到菲律賓被人趕走
[00:05:38.400 --> 00:05:40.480]  去到尼泊爾被人趕走
[00:05:40.480 --> 00:05:42.240]  去到雅典沒有人肯信耶穌
[00:05:42.240 --> 00:05:43.480]  是一個失敗的旅程
[00:05:43.480 --> 00:05:45.440]  於是他再下去
[00:05:45.440 --> 00:05:47.160]  就是哥倫多
[00:05:47.160 --> 00:05:50.720]  哥倫多和雅典就很不同
[00:05:50.720 --> 00:05:53.720]  哥倫多雅典大家都知道是一個古城
[00:05:53.720 --> 00:05:57.560]  是一千多年文化當時的一個古城
[00:05:57.560 --> 00:05:59.120]  很多人住在那裏已經住了很久
[00:05:59.120 --> 00:06:00.880]  很多學者
[00:06:00.880 --> 00:06:07.200]  很多博士
[00:06:07.200 --> 00:06:10.520]  那些有學問的人全部聚居在雅典
[00:06:10.520 --> 00:06:12.600]  一個很有文化的古城
[00:06:12.600 --> 00:06:15.840]  保羅就想自己靠自己的口才
[00:06:15.840 --> 00:06:19.640]  靠自己學術的背景
[00:06:19.640 --> 00:06:21.160]  都可以和別人辯論
[00:06:21.160 --> 00:06:25.800]  於是就開始學做George Medard
[00:06:25.800 --> 00:06:27.160]  或者梁燕城
[00:06:27.160 --> 00:06:30.000]  走出來和別人辯論
[00:06:30.000 --> 00:06:30.800]  就是基督
[00:06:30.800 --> 00:06:34.640]  誰知說了很多都沒有人肯信耶穌
[00:06:34.640 --> 00:06:39.400]  人們就說這個人講的又是另外一個學說
[00:06:39.400 --> 00:06:41.480]  保羅都很沒人性
[00:06:41.480 --> 00:06:43.600]  於是就走了去哥倫多
[00:06:43.600 --> 00:06:47.360]  哥倫多就是另外一種的文化
[00:06:47.360 --> 00:06:49.280]  例如這個城
[00:06:49.280 --> 00:06:51.920]  是一個當時保羅去到的時候
[00:06:51.920 --> 00:06:53.720]  剛剛發展
[00:06:53.720 --> 00:06:57.480]  剛剛蓋好沒多久的一個新城市
[00:06:57.480 --> 00:06:59.560]  因為戰亂的緣故
[00:06:59.560 --> 00:07:03.200]  所以羅馬皇帝在主前四十多年
[00:07:03.200 --> 00:07:05.080]  重新建造這個城市
[00:07:05.080 --> 00:07:08.040]  保羅去到的時候是主後的五十年左右
[00:07:08.040 --> 00:07:10.240]  就是說保羅去到的時候這個城
[00:07:10.240 --> 00:07:14.400]  都只有少於一百年左右的歷史
[00:07:14.400 --> 00:07:16.120]  建了一個新的城市之後
[00:07:16.120 --> 00:07:18.400]  很多人就移民過去了
[00:07:18.400 --> 00:07:20.560]  因為其他城市開始殘舊了
[00:07:20.560 --> 00:07:22.760]  開始商業發達
[00:07:22.760 --> 00:07:24.000]  去到哥倫多
[00:07:24.000 --> 00:07:27.560]  而哥倫多最出名的就是這條哥倫多運河
[00:07:27.560 --> 00:07:31.600]  大家看到這條運河是1893年才蓋好的
[00:07:31.600 --> 00:07:34.120]  但是之前都沒有運河
[00:07:34.120 --> 00:07:34.880]  那怎麼辦呢
[00:07:34.880 --> 00:07:36.880]  如果你看剛才那幅地圖
[00:07:36.880 --> 00:07:41.240]  就知道航海當時運輸
[00:07:41.240 --> 00:07:43.520]  這背景其實很多人都知道了
[00:07:43.520 --> 00:07:50.200]  他們不想過阿哥亞下面的愛琴海的地方
[00:07:50.200 --> 00:07:52.520]  而是地中海的地方
[00:07:52.520 --> 00:07:55.080]  而是上到哥倫多一條
[00:07:55.080 --> 00:07:56.600]  差不多四英里
[00:07:56.600 --> 00:08:01.040]  6.4公里的一個很短的陸路
[00:08:01.040 --> 00:08:03.800]  將船停泊在一旁岸邊之後
[00:08:03.800 --> 00:08:05.440]  載滿貨 載滿人
[00:08:05.440 --> 00:08:07.040]  船就輕了
[00:08:07.040 --> 00:08:08.920]  於是就找些木條
[00:08:08.920 --> 00:08:14.360]  在陸路上面那四里找一些
[00:08:14.360 --> 00:08:17.560]  苦力或者一些奴隸
[00:08:17.560 --> 00:08:22.320]  將船從陸路上面拖去對面岸
[00:08:22.320 --> 00:08:26.200]  通常兩至三天左右的時間
[00:08:26.200 --> 00:08:28.480]  在這個時間裏面
[00:08:28.480 --> 00:08:30.160]  下了貨
[00:08:30.160 --> 00:08:33.560]  接著遊客下了船
[00:08:33.560 --> 00:08:35.640]  接著水手下了船
[00:08:35.640 --> 00:08:40.480]  就在當中補給 辦貨 娛樂
[00:08:40.480 --> 00:08:43.240]  所以這個城是慢慢
[00:08:43.240 --> 00:08:45.240]  越來越多人在當中居住 做生意
[00:08:45.240 --> 00:08:46.960]  因為有很多水手來
[00:08:46.960 --> 00:08:48.960]  又要服侍他們
[00:08:48.960 --> 00:08:50.440]  所以一路發展
[00:08:50.440 --> 00:08:52.080]  越來越多人在當中聚居
[00:08:52.080 --> 00:08:55.520]  成為一個當時很新的城市
[00:08:55.520 --> 00:08:56.840]  我覺得
[00:08:56.840 --> 00:09:00.520]  我接下來講的這三件事都是Peter Wagner 韋勒
[00:09:00.520 --> 00:09:02.320]  一個教會政治學家
[00:09:02.320 --> 00:09:04.520]  他講到任何一個城市
[00:09:04.520 --> 00:09:08.440]  如果福音要有效地傳揚
[00:09:08.440 --> 00:09:10.720]  必須有這三個條件
[00:09:10.720 --> 00:09:11.760]  第一個條件就是
[00:09:11.760 --> 00:09:19.760]  這是一個變遷或者新開展的城市
[00:09:19.760 --> 00:09:27.560]  鄧小平 我明白為什麼會去到三谷的地方
[00:09:27.560 --> 00:09:29.760]  而不去三藩市
[00:09:29.760 --> 00:09:32.640]  或者去聖露西
[00:09:32.640 --> 00:09:35.880]  因為的確是三谷這個地方
[00:09:35.880 --> 00:09:37.120]  Pleasanton Dublin
[00:09:37.120 --> 00:09:40.920]  這些地方是一個新開展的城市
[00:09:40.920 --> 00:09:43.200]  我記得差不多二十年前
[00:09:43.200 --> 00:09:44.240]  十幾二十年前的時候
[00:09:44.240 --> 00:09:48.000]  當Mill Peters很多香港人從三藩市
[00:09:48.000 --> 00:09:50.520]  新華埠搬過來的時候
[00:09:50.520 --> 00:09:52.920]  Mill Peters是一個新發展的城市
[00:09:52.920 --> 00:09:56.560]  現在已經發展得很蓬勃
[00:09:56.560 --> 00:09:59.240]  至於中國人
[00:09:59.240 --> 00:10:00.880]  我們買不到房子
[00:10:00.880 --> 00:10:01.840]  所以要搬遠一點
[00:10:01.840 --> 00:10:03.040]  其實不是中國人買不到房子
[00:10:03.040 --> 00:10:05.080]  不過是中國大陸人買到房子
[00:10:05.080 --> 00:10:06.600]  我們買不到房子
[00:10:06.600 --> 00:10:09.800]  所以我們要搬遠一點
[00:10:09.800 --> 00:10:11.400]  我認識的朋友就是
[00:10:11.400 --> 00:10:12.560]  St. Ramon
[00:10:12.560 --> 00:10:13.400]  Livermore
[00:10:13.400 --> 00:10:15.000]  去到Concord
[00:10:15.000 --> 00:10:15.760]  都沒有辦法
[00:10:15.760 --> 00:10:18.640]  因為都要向東走
[00:10:18.640 --> 00:10:20.960]  Pleasanton是一個新發展的城市
[00:10:20.960 --> 00:10:25.160]  這個城市裏面有很多新的居民
[00:10:25.160 --> 00:10:26.920]  有很多新的需要
[00:10:26.920 --> 00:10:27.440]  不單止這樣
[00:10:27.440 --> 00:10:28.600]  我們看看第二樣東西
[00:10:28.600 --> 00:10:31.360]  看看下一張PowerPoint
[00:10:31.360 --> 00:10:34.120]  這個城市裏面的人
[00:10:34.120 --> 00:10:36.520]  亦都是遠離真神
[00:10:36.520 --> 00:10:37.560]  我想在美國居住
[00:10:37.560 --> 00:10:39.320]  大家都知道
[00:10:39.320 --> 00:10:43.840]  我們越來越聽到越來越多的東西
[00:10:43.840 --> 00:10:45.880]  不單止教會
[00:10:45.880 --> 00:10:46.800]  傳統教會
[00:10:46.800 --> 00:10:49.040]  如果你看所有的數據告訴我們
[00:10:49.040 --> 00:10:51.360]  傳統教會
[00:10:51.360 --> 00:10:55.360]  80%以上的傳統教會宗派
[00:10:55.360 --> 00:10:57.280]  越來越少人犯
[00:10:57.280 --> 00:10:59.680]  錄得的增長率是越來越低
[00:10:59.680 --> 00:11:03.400]  只有兩個宗派是苟延殘喘
[00:11:03.400 --> 00:11:05.360]  都是正在增長的
[00:11:05.360 --> 00:11:06.760]  美南浸俗會是其中一個
[00:11:06.760 --> 00:11:08.840]  都是3-4%左右每年
[00:11:08.840 --> 00:11:11.160]  接著就是Assembly of God
[00:11:11.160 --> 00:11:12.880]  神教會比較大的宗派
[00:11:12.880 --> 00:11:15.080]  都是正在增長之外
[00:11:15.080 --> 00:11:17.840]  不是這麼多教會在增長
[00:11:17.840 --> 00:11:19.840]  不單止我們面對的文化是甚麼呢
[00:11:19.840 --> 00:11:21.240]  昨天我聽新聞
[00:11:21.240 --> 00:11:23.240]  才聽到Maryland
[00:11:23.240 --> 00:11:25.400]  其中一個州在東岸
[00:11:25.400 --> 00:11:27.800]  將所有的宗教的假期
[00:11:27.800 --> 00:11:29.520]  那些明字抹去
[00:11:29.520 --> 00:11:31.480]  在school calendar裏面
[00:11:31.480 --> 00:11:32.440]  再沒有Christmas
[00:11:32.440 --> 00:11:33.480]  再沒有Easter
[00:11:33.480 --> 00:11:36.200]  因為它怕得罪其他宗教
[00:11:36.200 --> 00:11:36.840]  所以沒有了
[00:11:36.840 --> 00:11:38.280]  全部都沒有
[00:11:38.280 --> 00:11:40.880]  只是說是一個break
[00:11:40.880 --> 00:11:42.520]  一個假期
[00:11:42.520 --> 00:11:45.280]  現在很多地方都不再叫Christmas
[00:11:45.280 --> 00:11:47.120]  我們見到很多
[00:11:47.120 --> 00:11:49.240]  同性婚姻
[00:11:49.240 --> 00:11:54.240]  每個州都已經有了
[00:11:54.240 --> 00:11:56.480]  去年我記得12月19日
[00:11:56.480 --> 00:12:00.320]  看美國猶他州的一個新聞
[00:12:00.320 --> 00:12:02.320]  有一個人有四個老婆
[00:12:02.320 --> 00:12:05.040]  他告上法院
[00:12:05.040 --> 00:12:06.760]  告上去說
[00:12:06.760 --> 00:12:10.160]  為甚麼不讓我有一夫多妻
[00:12:10.160 --> 00:12:11.480]  他說我們摩門教徒
[00:12:11.480 --> 00:12:13.240]  一向都是一夫多妻
[00:12:13.240 --> 00:12:15.040]  是你們這些基督徒
[00:12:15.040 --> 00:12:17.200]  強迫你們的宗教信仰
[00:12:17.200 --> 00:12:19.040]  要我們一夫一妻
[00:12:19.040 --> 00:12:21.760]  我們現在要回復當時
[00:12:21.760 --> 00:12:25.720]  摩門教昔日的光輝
[00:12:25.720 --> 00:12:27.240]  要給我們一夫多妻
[00:12:27.240 --> 00:12:29.720]  於是法官又覺得
[00:12:29.720 --> 00:12:31.800]  民主 自由
[00:12:31.800 --> 00:12:34.080]  他喜歡一夫多妻就給他
[00:12:34.080 --> 00:12:36.800]  結果判了他性訴
[00:12:36.800 --> 00:12:38.600]  他可以有四個老婆
[00:12:38.600 --> 00:12:42.560]  這個案件其實是一個開始
[00:12:42.560 --> 00:12:44.280]  我想告訴你
[00:12:44.280 --> 00:12:45.960]  有一天
[00:12:45.960 --> 00:12:47.360]  當
[00:12:47.360 --> 00:12:49.880]  另外一個姐妹會出來
[00:12:49.880 --> 00:12:51.120]  會指責
[00:12:51.120 --> 00:12:52.200]  男女平等
[00:12:52.200 --> 00:12:54.200]  為甚麼她一夫多妻可以
[00:12:54.200 --> 00:12:56.840]  我一妻多夫不行
[00:12:56.840 --> 00:12:59.320]  於是又給她
[00:12:59.320 --> 00:13:00.960]  既然一夫多妻可以
[00:13:00.960 --> 00:13:01.840]  一妻多夫可以
[00:13:01.840 --> 00:13:03.960]  為甚麼不可以多夫多妻
[00:13:03.960 --> 00:13:07.000]  這個是多元婚姻
[00:13:07.000 --> 00:13:09.760]  男同女又可以 男同男又可以
[00:13:09.760 --> 00:13:11.880]  一夫多妻又可以 一妻多夫又可以
[00:13:11.880 --> 00:13:13.080]  接著多夫多妻又可以
[00:13:13.080 --> 00:13:15.120]  你想一下我們
[00:13:15.120 --> 00:13:18.720]  美國的家庭會去到怎樣
[00:13:18.720 --> 00:13:20.840]  下一代會怎樣
[00:13:20.840 --> 00:13:22.280]  我們面對的都是
[00:13:22.280 --> 00:13:25.040]  人越來越離開上帝
[00:13:25.040 --> 00:13:26.960]  我們見到的就是哥倫多這個城市
[00:13:26.960 --> 00:13:28.600]  我看回這張powerpoint
[00:13:28.600 --> 00:13:30.280]  就是下一章
[00:13:30.280 --> 00:13:32.960]  他們遠離真神
[00:13:32.960 --> 00:13:34.320]  遠離真神就是
[00:13:34.320 --> 00:13:37.240]  當時很多人拜
[00:13:37.240 --> 00:13:39.680]  很多不同的偶像
[00:13:39.680 --> 00:13:40.760]  你知道就是
[00:13:40.760 --> 00:13:42.520]  阿底米最出名的就是
[00:13:42.520 --> 00:13:44.160]  當時在哥倫多
[00:13:44.160 --> 00:13:46.000]  那些考國家說
[00:13:46.000 --> 00:13:50.160]  有接近一萬個的廟祭
[00:13:50.160 --> 00:13:52.240]  說是祭祀
[00:13:52.240 --> 00:13:53.960]  但其實就是賺錢
[00:13:53.960 --> 00:13:55.560]  因為很多水手
[00:13:55.560 --> 00:13:57.200]  遊客來到
[00:13:57.200 --> 00:13:58.840]  那些所謂的
[00:13:58.840 --> 00:14:00.440]  來一會就走了
[00:14:00.440 --> 00:14:01.840]  於是
[00:14:01.840 --> 00:14:03.040]  除了辦貨之外
[00:14:03.040 --> 00:14:05.400]  當然是歌台舞者
[00:14:05.400 --> 00:14:06.920]  敬禱新聖
[00:14:06.920 --> 00:14:08.000]  當然在當中
[00:14:08.000 --> 00:14:10.560]  幸樂及時
[00:14:10.560 --> 00:14:13.280]  所以飲宴
[00:14:13.280 --> 00:14:15.120]  聖的交易
[00:14:15.120 --> 00:14:18.000]  在哥倫多是很出名的
[00:14:18.000 --> 00:14:19.040]  我去了兩次
[00:14:19.040 --> 00:14:20.040]  今年四月
[00:14:20.040 --> 00:14:22.640]  又帶隊去哥倫多
[00:14:22.640 --> 00:14:23.920]  就是那裡
[00:14:23.920 --> 00:14:29.200]  阿底米神殿仍然有殘留的遺跡在當中
[00:14:29.200 --> 00:14:29.800]  你想一下
[00:14:29.800 --> 00:14:31.680]  當時去到
[00:14:31.680 --> 00:14:33.960]  有男妓的有女妓的
[00:14:33.960 --> 00:14:35.080]  你看看
[00:14:35.080 --> 00:14:36.280]  就是
[00:14:36.280 --> 00:14:38.200]  全部都是
[00:14:38.200 --> 00:14:40.240]  保羅說過的就是
[00:14:40.240 --> 00:14:41.120]  喂
[00:14:41.120 --> 00:14:44.040]  這班人是曾經在哥倫多裡面
[00:14:44.040 --> 00:14:45.280]  是做這一行
[00:14:45.280 --> 00:14:46.520]  或者曾經
[00:14:46.520 --> 00:14:47.720]  沉醉在當中
[00:14:47.720 --> 00:14:49.760]  你看看聖經哥倫多前書
[00:14:49.760 --> 00:14:51.200]  保羅曾經這樣說過
[00:14:51.200 --> 00:14:52.800]  你們豈不知道不義的人
[00:14:52.800 --> 00:14:54.240]  不能夠承受神的國
[00:14:54.240 --> 00:14:55.720]  你看看下一節
[00:14:55.720 --> 00:14:56.760]  無論是淫亂的
[00:14:56.760 --> 00:14:57.920]  拜偶像的
[00:14:57.920 --> 00:14:58.680]  姦淫的
[00:14:58.680 --> 00:15:02.120]  作戀童的
[00:15:02.120 --> 00:15:04.720]  child pornography
[00:15:04.720 --> 00:15:06.120]  小時候
[00:15:06.120 --> 00:15:07.440]  做童記的
[00:15:07.440 --> 00:15:08.320]  親男色的
[00:15:08.320 --> 00:15:08.840]  偷食的
[00:15:08.840 --> 00:15:09.440]  貪婪的
[00:15:09.440 --> 00:15:09.960]  醉酒的
[00:15:09.960 --> 00:15:10.560]  辱罵的
[00:15:10.560 --> 00:15:11.120]  勒索的
[00:15:11.120 --> 00:15:12.840]  不能夠承受神的國
[00:15:12.840 --> 00:15:14.040]  你們中間
[00:15:14.040 --> 00:15:16.480]  也有人從前是這樣
[00:15:16.480 --> 00:15:18.760]  但如今你們已經順了
[00:15:18.760 --> 00:15:20.160]  保羅也說過
[00:15:20.160 --> 00:15:21.480]  在哥倫多裡面
[00:15:21.480 --> 00:15:23.040]  什麼人都有
[00:15:23.040 --> 00:15:25.080]  曾經以前做過這些的
[00:15:25.080 --> 00:15:26.360]  都有
[00:15:26.360 --> 00:15:30.760]  我見到一個城市是遠離我們的上帝
[00:15:30.760 --> 00:15:32.080]  也是因為這樣
[00:15:32.080 --> 00:15:34.520]  人心是虛空
[00:15:34.520 --> 00:15:36.680]  第三樣東西
[00:15:36.680 --> 00:15:38.480]  也是因為這樣
[00:15:38.480 --> 00:15:40.000]  人心要去到一個地步
[00:15:40.000 --> 00:15:44.080]  你信什麼都是穩拔的時候
[00:15:44.080 --> 00:15:49.520]  他們是希望尋求一個真正的出路
[00:15:49.520 --> 00:15:51.920]  等於你今天見到三谷
[00:15:51.920 --> 00:15:54.760]  或者Milpitas見到什麼
[00:15:54.760 --> 00:15:57.480]  我上次去Milpitas講到的時候
[00:15:57.480 --> 00:16:01.120]  趙師母帶我去看
[00:16:01.120 --> 00:16:02.800]  前面正在蓋的房子
[00:16:02.800 --> 00:16:04.520]  很多新房子
[00:16:04.520 --> 00:16:07.240]  在那個歐化中心
[00:16:07.240 --> 00:16:09.520]  外面一大塊土地
[00:16:09.520 --> 00:16:10.840]  她說林老師你看
[00:16:10.840 --> 00:16:14.640]  很多的新房子在當中會建成
[00:16:14.640 --> 00:16:16.600]  對我來說我看到的
[00:16:16.600 --> 00:16:20.680]  不只是一間間新的房子
[00:16:20.680 --> 00:16:22.880]  一條條新的公路
[00:16:22.880 --> 00:16:25.720]  一個個新的shopping mall
[00:16:25.720 --> 00:16:27.360]  因為我看到的是
[00:16:27.360 --> 00:16:30.240]  一個個搬進來的生命
[00:16:30.240 --> 00:16:31.800]  他們沒有上帝的話
[00:16:31.800 --> 00:16:33.640]  是沒有盼望
[00:16:33.640 --> 00:16:34.760]  他們沒有上帝的話
[00:16:34.760 --> 00:16:37.040]  無論他們多有錢
[00:16:37.040 --> 00:16:39.880]  他們的家庭背景是怎樣
[00:16:39.880 --> 00:16:42.560]  他們有多少的物業
[00:16:42.560 --> 00:16:47.760]  他們的人生都找不到真正的盼望和歸屬
[00:16:47.760 --> 00:16:49.840]  我們應該怎樣去接觸這些人
