
[00:00:00.000 --> 00:00:02.720]  各位弟兄姊妹,大家主日平安
[00:05:28.800 --> 00:05:31.040]  或者是開始崩解一點點
[00:05:31.040 --> 00:05:33.200]  越到下面的越恐怖
[00:05:33.200 --> 00:05:34.040]  聲音越大
[00:05:34.040 --> 00:05:35.000]  速度越快
[00:05:35.000 --> 00:05:36.320]  越沒有辦法挽回
[00:05:36.320 --> 00:05:38.360]  這叫做激衆難返
[00:05:38.360 --> 00:05:44.960]  從破壞與神的約開始到社會一個神聖的共同體
[00:05:44.960 --> 00:05:47.720]  再到社會的細胞婚姻家庭
[00:05:47.720 --> 00:05:50.960]  以色列人的社會是全面的解體
[00:05:50.960 --> 00:05:54.760]  先知對以色列人的三大指控就包括了
[00:05:54.760 --> 00:05:58.560]  第一不忠於與神之間屬靈的婚姻
[00:05:58.560 --> 00:06:02.320]  第二呢是與侍奉外邦神的女子之間呢
[00:06:02.320 --> 00:06:04.440]  建立這種摻雜性的婚姻
[00:06:04.440 --> 00:06:07.480]  第三呢是與髮妻離婚
[00:06:07.480 --> 00:06:07.960]  無疑呢
[00:06:07.960 --> 00:06:09.960]  這是一個沉重的指控
[00:06:09.960 --> 00:06:13.320]  不忠於背叛是一個連鎖的反應
[00:06:13.320 --> 00:06:17.880]  原本神國家是一個完美的同心圓
[00:06:17.880 --> 00:06:18.720]  但是呢
[00:06:18.720 --> 00:06:20.440]  因着不忠於約呢
[00:06:20.440 --> 00:06:21.680]  就全面的瓦解
[00:06:21.680 --> 00:06:25.520]  觀察這段經文有一個動詞呢
[00:06:25.520 --> 00:06:27.280]  是重複了五次
[00:06:28.320 --> 00:06:30.640]  就是詭詐
[00:06:30.640 --> 00:06:33.200]  詭詐的意思就是不實的對待
[00:06:33.200 --> 00:06:35.560]  背膩的對待犯罪
[00:06:35.560 --> 00:06:36.080]  字根呢
[00:06:36.080 --> 00:06:37.960]  在南阿拉伯語當中
[00:06:37.960 --> 00:06:40.400]  意思就是行貼欺詐
[00:06:40.400 --> 00:06:45.000]  這個動詞常用在關係上的不忠
[00:06:45.000 --> 00:06:45.920]  不忠的對象呢
[00:06:45.920 --> 00:06:51.120]  可以是神約妻子丈夫弟兄
[00:06:51.120 --> 00:06:52.360]  因此這個動詞呢
[00:06:52.360 --> 00:06:55.600]  就是指毀約背信棄義之舉
[00:06:56.600 --> 00:06:59.000]  另一個非常重要的詞就是約
[00:06:59.000 --> 00:07:01.840]  這是馬拉基書的主題
[00:07:01.840 --> 00:07:05.360]  可以說是與詭詐最不相容的詞
[00:07:05.360 --> 00:07:09.480]  因爲約所要求的是信實誠實
[00:07:09.480 --> 00:07:11.600]  合在一起就是誠信
[00:07:11.600 --> 00:07:13.240]  下面呢
[00:07:13.240 --> 00:07:15.680]  讓我們看看這個經文的結構
[00:07:15.680 --> 00:07:18.200]  第一部分呢
[00:07:18.200 --> 00:07:20.600]  第四是第十節
[00:07:20.600 --> 00:07:22.800]  就是以詭詐代棄兄
[00:07:22.800 --> 00:07:25.200]  不忠於屬神國族
[00:07:25.200 --> 00:07:29.080]  背棄神與以色列所立之約
[00:07:29.080 --> 00:07:32.600]  第二部分是第十一節到第十二節
[00:07:32.600 --> 00:07:34.000]  就是行是詭詐
[00:07:34.000 --> 00:07:35.920]  不忠於聖潔之家
[00:07:35.920 --> 00:07:39.560]  背棄神與摩西所立的西奈之約
[00:07:39.560 --> 00:07:40.520]  最後一個部分
[00:07:40.520 --> 00:07:44.840]  也就是第三部分是第十三到第十六節
[00:07:44.840 --> 00:07:47.880]  以詭詐代棄不忠於自己的家庭
[00:07:47.880 --> 00:07:51.360]  背棄神所見證的婚姻盟約
[00:07:51.360 --> 00:07:52.920]  好
[00:07:52.920 --> 00:07:55.880]  那我們一起來看第十節
[00:07:55.880 --> 00:07:59.160]  經文呢
[00:07:59.160 --> 00:08:01.280]  從一個問句開始
[00:08:01.280 --> 00:08:03.880]  我們豈不都是一位父嗎
[00:08:03.880 --> 00:08:06.560]  這裏的父是誰呢
[00:08:06.560 --> 00:08:09.240]  我們又是誰呢
[00:08:09.240 --> 00:08:13.600]  或許有人依據豈不是一位神所造的嗎
[00:08:13.600 --> 00:08:15.720]  這句話將這個外延呢
[00:08:15.720 --> 00:08:17.880]  擴大、擴展
[00:08:17.880 --> 00:08:19.160]  可以大到呢
[00:08:19.160 --> 00:08:21.640]  神是創造人類的供父
[00:08:21.640 --> 00:08:23.160]  因此普世人類呢
[00:08:23.160 --> 00:08:25.680]  都是弟兄姊妹
[00:08:25.680 --> 00:08:30.880]  但是如果你用一章的六節來規範這節經文的話
[00:08:30.880 --> 00:08:33.800]  那就會得出不同的理解
[00:08:33.800 --> 00:08:36.920]  一章六節就是提到說
[00:08:36.920 --> 00:08:38.640]  兒子尊敬父親
[00:08:38.640 --> 00:08:40.720]  那神說我既爲父親
[00:08:40.720 --> 00:08:42.160]  尊敬我的在哪裏呢
[00:08:42.160 --> 00:08:42.920]  這個父親呢
[00:08:42.920 --> 00:08:44.880]  是神自己指自己
[00:08:44.880 --> 00:08:45.480]  所以呢
[00:08:45.480 --> 00:08:48.800]  我們可以從一章六節來看這節經文
[00:08:48.800 --> 00:08:52.280]  神乃是以色列這個國家的父
[00:08:52.280 --> 00:08:54.400]  是這個國家的締造者
[00:08:54.400 --> 00:08:55.600]  而我們呢
[00:08:55.600 --> 00:08:59.920]  在這裏就應該是指以色列人就是神的子民了
[00:08:59.920 --> 00:09:02.640]  由於同有一位父神
[00:09:02.640 --> 00:09:04.800]  都是同一國族的人
[00:09:04.800 --> 00:09:06.400]  照一般的邏輯
[00:09:06.400 --> 00:09:09.480]  先知一定期待他的讀者產生
[00:09:09.480 --> 00:09:12.320]  我們應當是相親相愛
[00:09:12.320 --> 00:09:14.000]  彼此誠信相待
[00:09:14.000 --> 00:09:15.440]  這樣的想法
[00:09:15.440 --> 00:09:18.440]  這樣的就令先知接下來的指控呢
[00:09:18.440 --> 00:09:22.040]  顯得我們之間真是極爲反常
[00:09:22.040 --> 00:09:26.680]  因爲先知說我們個人怎麼樣
[00:09:26.680 --> 00:09:30.400]  怎麼以詭詐待弟兄呢
[00:09:30.400 --> 00:09:32.120]  先知更進一步的指出
[00:09:32.120 --> 00:09:35.600]  這實際上是關涉到神
[00:09:35.600 --> 00:09:38.200]  按照聖經的一般的邏輯呢
[00:09:38.200 --> 00:09:41.840]  人怎樣待神聖共同體的其他的成員
[00:09:41.840 --> 00:09:43.960]  就等於是怎樣待神
[00:09:43.960 --> 00:09:46.720]  凡是坐在最小的一位弟兄身上
[00:09:46.720 --> 00:09:49.360]  就是坐在神的身上
[00:09:49.360 --> 00:09:49.960]  因此呢
[00:09:49.960 --> 00:09:54.160]  以詭詐待弟兄就是以詭詐待神
[00:09:54.160 --> 00:09:58.760]  因爲神是透過被稱爲以色列列祖的亞伯拉罕
[00:09:58.760 --> 00:10:02.360]  以撒亞各於整個民族立約
[00:10:02.360 --> 00:10:04.200]  所以以色列人呢
[00:10:04.200 --> 00:10:05.640]  要對神忠誠
[00:10:05.640 --> 00:10:07.000]  也要彼此忠誠
[00:10:07.000 --> 00:10:11.520]  對人忠信始於對神忠心
[00:10:11.520 --> 00:10:12.120]  忠心
[00:10:13.200 --> 00:10:18.680]  與神所立的約這是一切忠誠的基石
[00:10:18.680 --> 00:10:22.040]  曾幾何時
[00:10:22.040 --> 00:10:25.720]  誠信是中國人做人的基本的規範
[00:10:25.720 --> 00:10:28.520]  孔子的學生曾子就一天之內呢
[00:10:28.520 --> 00:10:31.120]  他要反省自己好幾次
[00:10:31.120 --> 00:10:33.280]  他說五日三省五山
[00:10:33.280 --> 00:10:34.920]  爲人謀而不忠乎
[00:10:34.920 --> 00:10:37.000]  與朋友交而不信乎
[00:10:37.000 --> 00:10:39.800]  傳不習乎
[00:10:40.920 --> 00:10:44.280]  儒家的信徒也是如此的重視誠信
[00:10:44.280 --> 00:10:46.120]  而基督徒呢
[00:10:46.120 --> 00:10:49.680]  更是要在這個字上面加一個"更"字
[00:10:49.680 --> 00:10:51.640]  更要彼此的以誠相待
[00:10:51.640 --> 00:10:52.640]  以至於呢
[00:10:52.640 --> 00:10:56.960]  令基督徒羣體如明燈一般的照在世上
[00:10:56.960 --> 00:11:01.760]  教人因看到我們的誠信而羨慕和好奇
[00:11:01.760 --> 00:11:04.720]  並來我們中間一探究竟
[00:11:04.720 --> 00:11:05.680]  於是呢
[00:11:05.680 --> 00:11:08.840]  就讓神得到他當德的榮耀
[00:11:08.840 --> 00:11:12.960]  然而憑着歷史的研究和內密幕會的經驗
[00:11:12.960 --> 00:11:13.880]  多年的經驗呢
[00:11:13.880 --> 00:11:16.560]  我不得不非常遺憾的說
[00:11:16.560 --> 00:11:17.480]  我們的見證呢
[00:11:17.480 --> 00:11:19.000]  其實並不夠好
[00:11:19.000 --> 00:11:22.200]  所見所聞就是我的所見所聞呢
[00:11:22.200 --> 00:11:23.720]  基督徒羣體當中呢
[00:11:23.720 --> 00:11:27.600]  有很多以欺詐戴帝兄的個案
[00:11:27.600 --> 00:11:30.360]  當然我明白其中的有一些是假帝兄
[00:11:30.360 --> 00:11:31.040]  也有些呢
[00:11:31.040 --> 00:11:35.000]  是在屬靈生命上沒有長大成人的軟弱的肢體
[00:11:35.000 --> 00:11:35.920]  對於前者
[00:11:35.920 --> 00:11:37.400]  我們就喫一欠
[00:11:37.400 --> 00:11:38.640]  長一智
[00:11:38.640 --> 00:11:41.400]  求主賜給我們屬靈的分辨力
[00:11:41.400 --> 00:11:44.080]  因爲誠信並不等於是做傻瓜
[00:11:44.080 --> 00:11:45.640]  任人欺騙
[00:11:45.640 --> 00:11:46.920]  而對於後者呢
[00:11:46.920 --> 00:11:50.280]  其實是更令人痛心的
[00:11:50.280 --> 00:11:52.200]  更需要帝兄姊妹的勸勉
[00:11:52.200 --> 00:11:54.120]  主的管教和憐憫
[00:11:54.120 --> 00:11:54.840]  以至於呢
[00:11:54.840 --> 00:11:57.760]  生命因悔改而得到更新
[00:11:57.760 --> 00:12:00.320]  更令主的家健康
[00:12:00.320 --> 00:12:00.920]  否則呢
[00:12:00.920 --> 00:12:02.000]  即使是教會
[00:12:02.000 --> 00:12:05.160]  再多人也沒有用
[00:12:05.160 --> 00:12:09.720]  只會被世界的無情的嘲笑
[00:12:09.720 --> 00:12:12.160]  因爲你跟她的不過是搬金八兩
[00:12:12.160 --> 00:12:16.440]  五十步笑百步
[00:12:16.440 --> 00:12:17.160]  事實上呢
[00:12:17.160 --> 00:12:20.920]  我聽過常年與教會打交道的國保警官
[00:12:20.920 --> 00:12:24.680]  不無諷刺的揭露諸多教會的黑幕
[00:12:24.680 --> 00:12:25.600]  羞愧之餘呢
[00:12:25.600 --> 00:12:29.200]  其實心知他說的很多都是事實
[00:12:29.200 --> 00:12:34.680]  我想特別強調的是太多的事實證明了
[00:12:34.680 --> 00:12:37.040]  地上的教會並不完美
[00:12:37.040 --> 00:12:39.320]  大家都是蒙恩得救
[00:12:39.320 --> 00:12:41.160]  得神赦免的罪人
[00:12:41.160 --> 00:12:44.480]  還沒有達到全然成聖的地步
[00:12:44.480 --> 00:12:47.560]  有一位經驗豐富的宣教士指出來
[00:12:47.560 --> 00:12:56.480]  每個國家當地教會所犯的罪通常都與當地社會中普遍所見的罪非常的類似
[00:12:56.480 --> 00:13:00.480]  這類就是好像是當地的風楚病
[00:13:00.480 --> 00:13:01.280]  當地的人呢
[00:13:01.280 --> 00:13:04.800]  是很少意識到也沒有人當回事
[00:13:04.800 --> 00:13:10.240]  因爲已經形成了結構性的文化性的土壤太過普遍
[00:13:10.240 --> 00:13:11.440]  如果大家教會呢
[00:13:11.440 --> 00:13:13.480]  覺得太過較真的話呢
[00:13:13.480 --> 00:13:15.400]  豈不破壞了和諧安寧
[00:13:15.400 --> 00:13:18.360]  然而這些風土罪過呢
[00:13:18.360 --> 00:13:21.560]  卻讓外人看得一清二楚
[00:13:21.560 --> 00:13:23.320]  既驚訝又厭惡
[00:13:23.320 --> 00:13:28.240]  更爲經常被教會忽略或者掩蓋呢
[00:13:28.240 --> 00:13:29.440]  而感到的憤怒
[00:13:30.520 --> 00:13:33.520]  請允許我把話說得更加的明白些
[00:13:33.520 --> 00:13:34.840]  如果缺乏誠信
[00:13:34.840 --> 00:13:37.960]  已經成爲當今中國社會嚴重的問題
[00:13:37.960 --> 00:13:38.920]  社會問題的話
[00:13:38.920 --> 00:13:40.680]  那麼極有可能
[00:13:40.680 --> 00:13:43.600]  這也是中國教會最嚴重的問題之一
[00:13:43.600 --> 00:13:45.240]  對此呢
[00:13:45.240 --> 00:13:47.160]  教會絕不能夠心照不宣
[00:13:47.160 --> 00:13:48.480]  視而不見
[00:13:48.480 --> 00:13:50.720]  容忍聖約的羣體
[00:13:50.720 --> 00:13:51.400]  其實呢
[00:13:51.400 --> 00:13:55.840]  按照馬拉基書的聖經聖約神學來看呢
[00:13:55.840 --> 00:13:58.080]  教會是應該有這樣一個稱呼的
[00:13:58.080 --> 00:14:00.040]  就是聖約羣體
[00:14:00.040 --> 00:14:01.320]  我們的聖約軍體呢
[00:14:01.320 --> 00:14:03.840]  不應該被這個世界所腐化
[00:14:03.840 --> 00:14:05.160]  放人不理的結果呢
[00:14:05.160 --> 00:14:09.360]  就是馬拉基先知在這裏一針見血所指出來的
[00:14:09.360 --> 00:14:12.360]  對聖約的背棄
[00:14:12.360 --> 00:14:13.440]  而從正面來說
[00:14:13.440 --> 00:14:17.400]  教會在當地社會若要帶出屬靈的影響力
[00:14:17.400 --> 00:14:18.560]  那這羣人呢
[00:14:18.560 --> 00:14:21.000]  就必須活得不一樣
[00:14:21.000 --> 00:14:23.840]  有人研究早期羅馬教會
[00:14:23.840 --> 00:14:26.040]  就是羅馬帝國境內的教會
[00:14:26.040 --> 00:14:28.560]  之所以具有令人震撼的生命力
[00:14:28.560 --> 00:14:30.640]  見證力、影響力呢
[00:14:30.640 --> 00:14:35.280]  其祕訣正在於讓教會成爲教會
[00:14:35.280 --> 00:14:36.120]  這個世界呢
[00:14:36.120 --> 00:14:38.400]  纔會知道自己是世界
[00:14:38.400 --> 00:14:40.640]  好接下來呢
[00:14:40.640 --> 00:14:42.160]  我們看第二個部分
[00:14:42.160 --> 00:14:44.800]  第二部分呢
[00:14:44.800 --> 00:14:45.880]  說猶太人呢
[00:14:45.880 --> 00:14:46.960]  行事詭詐
[00:14:46.960 --> 00:14:48.440]  不忠於聖潔之家
[00:14:48.440 --> 00:14:52.200]  背棄神與摸稀所立的奚奈之約
[00:14:52.200 --> 00:14:58.400]  當神的子民彼此以詭詐相待的時候
[00:14:58.400 --> 00:15:00.440]  背棄神的約的時候
[00:15:00.440 --> 00:15:02.280]  維護神聖共同體的聖潔
[00:15:02.280 --> 00:15:04.400]  就不再是他們關心的事情
[00:15:04.400 --> 00:15:06.440]  聖潔一詞呢
[00:15:06.440 --> 00:15:07.920]  在聖經當中
[00:15:07.920 --> 00:15:10.120]  它的基本的意思就是分別
[00:15:10.120 --> 00:15:13.240]  神揀選以色列人
[00:15:13.240 --> 00:15:18.000]  就是讓他們從這個地上的萬族當中呢
[00:15:18.000 --> 00:15:20.400]  分別出來歸給自己
[00:15:20.400 --> 00:15:21.920]  分別爲聖
[00:15:21.920 --> 00:15:25.760]  最終的透過他們令萬族得福
[00:15:25.760 --> 00:15:27.000]  這是神的計劃
[00:15:27.000 --> 00:15:30.280]  也是他與以色列列族所立的約
[00:15:30.280 --> 00:15:37.040]  第十一節第二次的出現鬼詐這個字
[00:15:37.040 --> 00:15:37.720]  先知呢
[00:15:37.720 --> 00:15:40.840]  指責以色列人行事詭詐
[00:15:40.840 --> 00:15:42.920]  做了一件可憎的事
[00:15:42.920 --> 00:15:43.800]  而這事呢
[00:15:43.800 --> 00:15:49.920]  令猶太人褻瀆耶和華所喜愛的聖地或者叫聖節
[00:15:49.920 --> 00:15:52.640]  那以色列人究竟是做了什麼事
[00:15:52.640 --> 00:15:55.040]  造成如此嚴重的後果呢
[00:15:55.040 --> 00:15:57.080]  先知就清楚的說出來
[00:15:57.080 --> 00:16:00.840]  說娶侍奉外邦神的女子爲妻
[00:16:00.840 --> 00:16:03.360]  對此呢
[00:16:03.360 --> 00:16:05.600]  今天的人已經有些難以理解
[00:16:05.600 --> 00:16:13.560]  或許有人會質疑這種狹隘的婚姻觀涉嫌種族歧視
[00:16:13.560 --> 00:16:17.640]  起碼干涉婚姻自由的總會令人感覺有所牴觸
[00:16:17.640 --> 00:16:20.800]  但是問題的並不是在於呢
[00:16:20.800 --> 00:16:23.520]  與不同種族的人聯姻
[00:16:23.520 --> 00:16:31.120]  也就是說重點不在女子是外邦人或者女子的族類是哪裏
[00:16:31.120 --> 00:16:35.800]  我們都知道聖經裏面提到的路德就是摩鴉人
[00:16:35.800 --> 00:16:38.480]  在這裏的重點呢
[00:16:38.480 --> 00:16:41.480]  在於那些外邦女子的信仰
[00:16:41.480 --> 00:16:46.200]  就是娶侍奉外邦神的女子爲妻
[00:16:46.200 --> 00:16:47.320]  在原文當中呢
[00:16:47.320 --> 00:16:48.680]  沒有侍奉這個字
[00:16:49.880 --> 00:16:54.720]  外邦神的女子也可以直譯做外邦神的女兒
[00:16:54.720 --> 00:16:55.520]  就是指呢
[00:16:55.520 --> 00:16:57.560]  拜偶像的婦女
[00:16:57.560 --> 00:17:01.200]  就業當中給出娶這樣的女子爲妻
[00:17:01.200 --> 00:17:03.280]  最慘痛的教訓呢
[00:17:03.280 --> 00:17:05.120]  就是鎖了門王
[00:17:05.120 --> 00:17:10.320]  以色拉指控他那個時代的祭司立魏人呢
[00:17:10.320 --> 00:17:12.680]  也犯有同樣的罪
[00:17:12.680 --> 00:17:15.040]  雖然第十一節沒有明言
[00:17:15.040 --> 00:17:18.600]  這樣做違背了聖經的打條戒命啊
[00:17:18.600 --> 00:17:20.360]  哪條聖約
[00:17:20.360 --> 00:17:21.560]  但熟悉舊約的人呢
[00:17:21.560 --> 00:17:28.080]  很容易給聯想到神是透過摩西與以色列人所立的西奈之約
[00:17:28.080 --> 00:17:34.520]  當以色列人從埃及爲奴之地被拯救出來之後呢
[00:17:34.520 --> 00:17:36.480]  來到西奈的曠野
[00:17:36.480 --> 00:17:37.880]  神對摩西說
[00:17:37.880 --> 00:17:41.240]  你要這樣告訴雅各家小御以色列人說
[00:17:41.240 --> 00:17:43.960]  我向埃及人所行的事
[00:17:43.960 --> 00:17:45.560]  你們都看見了
[00:17:45.560 --> 00:17:49.280]  且看見我如鷹將你們背在翅膀上
[00:17:49.280 --> 00:17:50.520]  帶來歸我
[00:17:50.520 --> 00:17:53.280]  如今你們若實在聽從我的話
[00:17:53.280 --> 00:17:54.560]  遵守我的約
[00:17:54.560 --> 00:17:58.640]  就要在萬民中做屬我的子民
[00:17:58.640 --> 00:18:00.640]  因爲全地都是我的
[00:18:00.640 --> 00:18:06.120]  你們要徽我做聖節祭司的國度爲聖節的國民
[00:18:06.120 --> 00:18:09.200]  你看他這裏特別提到呢
[00:18:09.200 --> 00:18:11.560]  他選以色列人拯救以色列人
[00:18:11.560 --> 00:18:15.840]  是專門要以色列人分別出來做他的子民
[00:18:15.840 --> 00:18:18.120]  這叫做聖節的國民
[00:18:18.120 --> 00:18:19.120]  祭司的國度
[00:18:19.120 --> 00:18:21.640]  然後他就讓摩西呢
[00:18:21.640 --> 00:18:23.080]  告訴以色列人
[00:18:23.080 --> 00:18:24.080]  當時呢
[00:18:24.080 --> 00:18:25.880]  以色列人都同聲回答說
[00:18:25.880 --> 00:18:29.600]  凡伊紅華所說的我們都要遵行
[00:18:29.600 --> 00:18:30.080]  於是呢
[00:18:30.080 --> 00:18:33.800]  神就頒佈了十戒和其他各項的戒命
[00:18:33.800 --> 00:18:34.320]  目的呢
[00:18:34.320 --> 00:18:38.720]  就是教導以色列人如何做聖節的國民
[00:18:39.800 --> 00:18:41.600]  神是信使守約的
[00:18:41.600 --> 00:18:42.760]  但以色列人呢
[00:18:42.760 --> 00:18:45.440]  我們看到他卻一再的被約
[00:18:45.440 --> 00:18:48.240]  先知所指控的摻雜婚姻
