
[00:00:00.000 --> 00:00:02.000]  各位親愛的弟弟姊妹
[00:06:22.600 --> 00:06:24.320]  上海來的一個太太
[00:06:24.320 --> 00:06:27.080]  就是說她來了那裡沒多久
[00:06:27.080 --> 00:06:29.080]  介紹了的時候
[00:06:29.080 --> 00:06:31.480]  我都將我的見證跟他們說一說
[00:06:31.480 --> 00:06:33.320]  那完了之後
[00:06:33.320 --> 00:06:35.440]  這個醫生才跟我說
[00:06:35.440 --> 00:06:36.840]  他說吃飯的時候
[00:06:36.840 --> 00:06:38.600]  我不好意思
[00:06:38.600 --> 00:06:41.560]  來將他家裡發生的事情告訴你
[00:06:41.560 --> 00:06:44.840]  因為我怕他忍受不了
[00:06:46.360 --> 00:06:47.240]  崩潰
[00:06:47.240 --> 00:06:51.240]  這位上海的太太
[00:06:51.240 --> 00:06:53.160]  去到那個地方
[00:06:53.160 --> 00:06:55.960]  主要是因為她的兒子
[00:06:55.960 --> 00:07:00.120]  在兩個多星期前
[00:07:00.120 --> 00:07:03.200]  就是那個營會的兩個多星期前
[00:07:03.200 --> 00:07:06.840]  開車的時間
[00:07:06.840 --> 00:07:09.560]  就爬了一輛車的頭
[00:07:09.560 --> 00:07:13.440]  她沒有想到爬了這輛車的頭之後
[00:07:13.440 --> 00:07:15.720]  就被這輛車
[00:07:16.040 --> 00:07:18.560]  飆車來爬回她的頭
[00:07:18.560 --> 00:07:21.360]  立刻急停在她的車的前面
[00:07:21.360 --> 00:07:22.880]  截停了她的車
[00:07:22.880 --> 00:07:24.360]  截停了之後
[00:07:24.360 --> 00:07:25.600]  兩個人下了車
[00:07:25.600 --> 00:07:27.000]  一個人拿著一支槍
[00:07:27.000 --> 00:07:28.240]  對準她
[00:07:28.240 --> 00:07:29.360]  開了兩槍
[00:07:29.360 --> 00:07:30.720]  打死了她的兒子
[00:07:30.720 --> 00:07:34.560]  當時她的兒子是在那邊讀
[00:07:34.560 --> 00:07:36.120]  碩士
[00:07:36.120 --> 00:07:40.560]  這件事出來的時候
[00:07:40.560 --> 00:07:42.440]  震驚
[00:07:42.440 --> 00:07:44.440]  當地的傳媒
[00:07:45.240 --> 00:07:46.480]  人是捉到
[00:07:46.480 --> 00:07:48.360]  但是
[00:07:48.360 --> 00:07:50.680]  兒子的生命
[00:07:50.680 --> 00:07:52.400]  已經無法
[00:07:52.400 --> 00:07:53.400]  挽回
[00:07:53.400 --> 00:07:55.240]  媽媽就是因為這樣
[00:07:55.240 --> 00:07:57.000]  從上海去到那個地方
[00:07:57.000 --> 00:07:59.080]  來幫兒子處理
[00:07:59.080 --> 00:08:02.600]  世上有非常多訴訟的問題
[00:08:02.600 --> 00:08:04.320]  壓力非常大
[00:08:04.320 --> 00:08:07.040]  是因為爬頭
[00:08:07.040 --> 00:08:08.840]  都不行
[00:08:08.840 --> 00:08:10.800]  要截回這輛車
[00:08:10.800 --> 00:08:13.480]  下車開槍殺死
[00:08:13.680 --> 00:08:15.680]  這個要爬頭的中國人
[00:08:15.680 --> 00:08:19.560]  幾年前
[00:08:19.560 --> 00:08:23.120]  我回到三十多年前
[00:08:23.120 --> 00:08:26.480]  牧羊開始教會和牧羊教會的阿靈頓
[00:08:26.480 --> 00:08:28.960]  探望頂智媒和港獨
[00:08:28.960 --> 00:08:33.160]  去到那邊的時間頂智媒跟我說
[00:08:33.160 --> 00:08:35.400]  這個本來很平靜的
[00:08:35.400 --> 00:08:37.480]  一個小市鎮
[00:08:37.480 --> 00:08:40.400]  竟然有一天右谷
[00:08:41.120 --> 00:08:44.120]  發生一個驚天動地
[00:08:44.120 --> 00:08:46.800]  是令到阿靈頓的人
[00:08:46.800 --> 00:08:48.800]  都心碎的一個新聞
[00:08:48.800 --> 00:08:52.280]  有一個在右谷
[00:08:52.280 --> 00:08:54.400]  是因為
[00:08:54.400 --> 00:08:56.960]  被投訴非常多
[00:08:56.960 --> 00:08:59.800]  另一方面也不負責任
[00:08:59.800 --> 00:09:01.120]  一個職員
[00:09:01.120 --> 00:09:05.120]  就被右谷的局長
[00:09:05.120 --> 00:09:06.560]  開除了
[00:09:06.560 --> 00:09:09.400]  開除了之後兩天
[00:09:10.120 --> 00:09:13.440]  這個被解僱的人拿著一支槍去到右谷
[00:09:13.440 --> 00:09:16.120]  將局長殺死
[00:09:16.120 --> 00:09:18.120]  將另外一個職員殺死
[00:09:18.120 --> 00:09:20.120]  然後有一個去那裡
[00:09:20.120 --> 00:09:22.120]  準備寄信的人也被殺了
[00:09:22.120 --> 00:09:24.080]  然後他自己開槍自殺
[00:09:24.080 --> 00:09:27.280]  三個屍體在右谷裏面
[00:09:27.280 --> 00:09:32.040]  而傷者是唯一一個生存
[00:09:32.040 --> 00:09:34.720]  就將整件事說出來
[00:09:34.720 --> 00:09:36.160]  一個人
[00:09:36.160 --> 00:09:39.480]  到底是甚麼深仇大恨
[00:09:39.840 --> 00:09:41.840]  是因為自己被解僱
[00:09:41.840 --> 00:09:44.440]  所以要殺了局長
[00:09:44.440 --> 00:09:46.440]  殺了他自己的同事
[00:09:46.440 --> 00:09:47.440]  來報復
[00:09:47.440 --> 00:09:51.960]  另外美國的新聞非常多
[00:09:51.960 --> 00:09:53.160]  發生的
[00:09:53.160 --> 00:09:55.160]  就是一些學生
[00:09:55.160 --> 00:09:57.480]  是因為不能夠升級
[00:09:57.480 --> 00:10:00.240]  因為成績不合他的心意
[00:10:00.240 --> 00:10:03.040]  是因為學校有些師長
[00:10:03.040 --> 00:10:05.120]  罵過他們罰過他們
[00:10:05.120 --> 00:10:06.680]  帶來的結果
[00:10:06.680 --> 00:10:08.280]  是拿著一支槍
[00:10:08.800 --> 00:10:11.160]  殺了十幾二十個學生
[00:10:11.160 --> 00:10:12.800]  殺了那些師長
[00:10:12.800 --> 00:10:15.440]  然後自己開槍自殺
[00:10:15.440 --> 00:10:18.400]  我在美國的時候
[00:10:18.400 --> 00:10:20.040]  也曾經有一個
[00:10:20.040 --> 00:10:22.440]  中國的留學生
[00:10:22.440 --> 00:10:25.960]  本來兩個學生一起在學校裏面
[00:10:25.960 --> 00:10:27.960]  來讀書
[00:10:27.960 --> 00:10:31.840]  兩個都在等著要拿一個獎學金
[00:10:31.840 --> 00:10:33.680]  結果最後
[00:10:33.680 --> 00:10:37.000]  獎學金是落在了他的同學那裏
[00:10:37.840 --> 00:10:39.360]  他自己懷恨在心
[00:10:39.360 --> 00:10:41.000]  拿著一支槍
[00:10:41.000 --> 00:10:42.200]  去到校園
[00:10:42.200 --> 00:10:44.760]  將他自己的同學開槍打死
[00:10:44.760 --> 00:10:46.920]  然後將副校長打死
[00:10:46.920 --> 00:10:48.240]  又將一個
[00:10:48.240 --> 00:10:52.120]  是負責審核他們的論文的
[00:10:52.120 --> 00:10:53.760]  那個教授
[00:10:53.760 --> 00:10:54.720]  打死了
[00:10:54.720 --> 00:10:57.400]  最後自己開槍自殺
[00:10:57.400 --> 00:10:58.280]  死了
[00:10:58.280 --> 00:11:02.240]  這件事不單止當時轟動整個美國
[00:11:02.240 --> 00:11:03.640]  連中國大陸
[00:11:03.640 --> 00:11:05.320]  都是因為這個新聞
[00:11:05.320 --> 00:11:06.800]  非常震撼
[00:11:07.880 --> 00:11:08.920]  我們教會當時
[00:11:08.920 --> 00:11:10.720]  知道了這個消息的時候
[00:11:10.720 --> 00:11:12.520]  全國教會
[00:11:12.520 --> 00:11:13.800]  都圍到
[00:11:13.800 --> 00:11:15.880]  死難者
[00:11:15.880 --> 00:11:17.360]  他們的親屬
[00:11:17.360 --> 00:11:19.360]  還有那個
[00:11:19.360 --> 00:11:22.280]  被他的同學槍殺的這位弟兄
[00:11:22.280 --> 00:11:23.680]  去到那邊信了主
[00:11:23.680 --> 00:11:25.560]  信得非常好的
[00:11:25.560 --> 00:11:28.520]  信了主之後
[00:11:28.520 --> 00:11:30.320]  他的太太
[00:11:30.320 --> 00:11:33.040]  甚至公開呼籲
[00:11:33.040 --> 00:11:36.440]  不要記恨
[00:11:37.520 --> 00:11:39.520]  她說願意從心底裏面
[00:11:39.520 --> 00:11:41.000]  去原諒
[00:11:41.000 --> 00:11:42.200]  這位同學
[00:11:42.200 --> 00:11:44.680]  她自己很清楚
[00:11:44.680 --> 00:11:46.520]  我們在主裏面的人
[00:11:46.520 --> 00:11:48.200]  我們肯定
[00:11:48.200 --> 00:11:50.160]  將來會再一次見到
[00:11:50.160 --> 00:11:53.160]  當我們看到這些新聞的時候
[00:11:53.160 --> 00:11:54.720]  我們心裏面想
[00:11:54.720 --> 00:11:58.120]  原來仇恨帶來這麼大的傷害
[00:11:58.120 --> 00:12:00.560]  我們看回香港
[00:12:00.560 --> 00:12:02.000]  一個兒子
[00:12:02.000 --> 00:12:03.520]  殺了父母
[00:12:03.520 --> 00:12:06.360]  甚至將他的屍體割開一塊塊
[00:12:07.240 --> 00:12:08.800]  是什麼深仇大恨呢
[00:12:08.800 --> 00:12:11.280]  不是一些大的傷害
[00:12:11.280 --> 00:12:12.400]  不是打
[00:12:12.400 --> 00:12:13.440]  不是傷害
[00:12:13.440 --> 00:12:15.920]  而是只不過是在生活上面
[00:12:15.920 --> 00:12:16.840]  管他
[00:12:16.840 --> 00:12:18.880]  不讓他看一些電視
[00:12:18.880 --> 00:12:19.840]  或者
[00:12:19.840 --> 00:12:22.040]  是管他一些生活的事情
[00:12:22.040 --> 00:12:23.080]  一些習慣
[00:12:23.080 --> 00:12:26.040]  處處圍著兒子
[00:12:26.040 --> 00:12:26.920]  來說
[00:12:26.920 --> 00:12:28.320]  而帶來的結果
[00:12:28.320 --> 00:12:30.520]  就是兩夫婦招殺生之禍
[00:12:30.520 --> 00:12:32.760]  另一方面
[00:12:32.760 --> 00:12:34.400]  我想回我自己
[00:12:34.400 --> 00:12:36.240]  未信主之前
[00:12:37.560 --> 00:12:38.240]  原來
[00:12:38.240 --> 00:12:39.440]  恨
[00:12:39.440 --> 00:12:42.720]  往往不是對著我們
[00:12:42.720 --> 00:12:44.000]  不認識的人
[00:12:44.000 --> 00:12:46.480]  原來很多時候我們的恨
[00:12:46.480 --> 00:12:48.640]  是對著我們最熟悉的人
[00:12:48.640 --> 00:12:50.280]  是我們的家人
[00:12:50.280 --> 00:12:53.640]  我記得以前我的噩夢
[00:12:53.640 --> 00:12:56.840]  不是那些曾經令我媽媽
[00:12:56.840 --> 00:12:58.480]  自殺
[00:12:58.480 --> 00:12:59.880]  那些人
[00:12:59.880 --> 00:13:02.280]  有時候噩夢
[00:13:02.280 --> 00:13:04.080]  竟然是我爸爸的樣子
[00:13:04.080 --> 00:13:05.600]  出現在我的腦海裏面
[00:13:06.840 --> 00:13:07.680]  我懷恨
[00:13:07.680 --> 00:13:10.800]  埋怨他令我媽媽自殺
[00:13:10.800 --> 00:13:12.800]  埋怨他
[00:13:12.800 --> 00:13:14.600]  令我們成為黑五類
[00:13:14.600 --> 00:13:16.520]  埋怨他偏心
[00:13:16.520 --> 00:13:18.000]  有時候
[00:13:18.000 --> 00:13:19.960]  在我哥哥出現在我的腦海裏面
[00:13:19.960 --> 00:13:21.800]  就是因為爸爸的偏心
[00:13:21.800 --> 00:13:23.560]  令我們兩兄弟都不和
[00:13:23.560 --> 00:13:26.080]  很多很多的問題
[00:13:26.080 --> 00:13:28.880]  我們今天
[00:13:28.880 --> 00:13:30.760]  試一試看一看
[00:13:30.760 --> 00:13:32.360]  如果這些問題
[00:13:32.360 --> 00:13:34.240]  繼續不斷纏住我們的時候
[00:13:34.240 --> 00:13:35.880]  對我們有什麼影響呢
[00:13:36.400 --> 00:13:39.480]  到底我們怎樣可以將這些仇恨
[00:13:39.480 --> 00:13:41.400]  徹底消除呢
[00:13:41.400 --> 00:13:42.560]  藥室
[00:13:42.560 --> 00:13:46.200]  給了一個非常好的一個板
[00:13:46.200 --> 00:13:47.040]  給我們
[00:13:47.040 --> 00:13:48.840]  我們希望從他的身上
[00:13:48.840 --> 00:13:50.520]  看到這些板
[00:13:50.520 --> 00:13:52.600]  到底我們應該怎樣做
[00:13:52.600 --> 00:13:53.920]  首先
[00:13:53.920 --> 00:13:57.600]  四十五章的四到第五節
[00:13:57.600 --> 00:13:58.560]  我們一起讀一讀
[00:13:58.560 --> 00:14:01.200]  創世紀四十五章
[00:14:01.200 --> 00:14:02.280]  四到第五節
[00:14:02.280 --> 00:14:02.760]  一起讀
[00:14:02.760 --> 00:14:05.440]  藥室又對他的弟兄們說
[00:14:05.880 --> 00:14:07.160]  請你們近前來
[00:14:07.160 --> 00:14:08.960]  他們就近前來
[00:14:08.960 --> 00:14:09.760]  他說
[00:14:09.760 --> 00:14:11.800]  我是你們的兄弟藥室
[00:14:11.800 --> 00:14:14.600]  就是你們所埋到埃及的
[00:14:14.600 --> 00:14:17.400]  現在不要因為把我埋到這裏
[00:14:17.400 --> 00:14:18.800]  自憂自恨
[00:14:18.800 --> 00:14:25.280]  頂智慧
[00:14:25.280 --> 00:14:26.360]  對了
[00:14:26.360 --> 00:14:27.680]  這段聖經
[00:14:27.680 --> 00:14:29.760]  藥室對他的兄弟說
[00:14:29.760 --> 00:14:33.440]  我就是你們的兄弟藥室
[00:14:34.320 --> 00:14:37.600]  就是你們所埋到埃及的
[00:14:37.600 --> 00:14:40.920]  饒恕
[00:14:40.920 --> 00:14:45.120]  不一定需要忘記
[00:14:45.120 --> 00:14:50.160]  藥室沒有忘記他哥哥在他身上做的事
[00:14:50.160 --> 00:14:52.800]  我是你們的兄弟藥室
[00:14:52.800 --> 00:14:55.480]  就是你們所埋到埃及的那一個
[00:14:55.480 --> 00:14:58.160]  他沒有忘記被埋的經歷
[00:14:58.160 --> 00:14:59.560]  十七歲
[00:14:59.560 --> 00:15:00.680]  他就被埋
[00:15:00.680 --> 00:15:02.080]  他沒有忘記
[00:15:04.360 --> 00:15:05.880]  所以在這段聖經裏面
[00:15:05.880 --> 00:15:07.440]  讓我們看得見
[00:15:07.440 --> 00:15:09.400]  如果我們強行說要逼自己忘記
[00:15:09.400 --> 00:15:10.920]  不忘記就去詛咒自己
[00:15:10.920 --> 00:15:12.000]  其實是沒有必要的
[00:15:12.000 --> 00:15:13.720]  因為你永遠忘記不了
[00:15:13.720 --> 00:15:15.920]  除非你真的洗腦
[00:15:15.920 --> 00:15:19.640]  真的洗了清了那個記憶體
[00:15:19.640 --> 00:15:20.600]  沒有可能的
[00:15:20.600 --> 00:15:23.120]  我也發覺到
[00:15:23.120 --> 00:15:24.200]  以前
[00:15:24.200 --> 00:15:26.080]  我爸爸做的事
[00:15:26.080 --> 00:15:27.800]  我忘記不了
[00:15:27.800 --> 00:15:29.280]  我媽媽的遭遇
[00:15:29.280 --> 00:15:30.560]  我忘記不了
[00:15:30.560 --> 00:15:32.560]  但我媽媽的遭遇
[00:15:33.160 --> 00:15:34.400]  我忘記不了
[00:15:34.400 --> 00:15:36.120]  但我發覺到
[00:15:36.120 --> 00:15:40.680]  我可以完全正面看回以前的一切
[00:15:40.680 --> 00:15:42.960]  主要的原因在哪裏呢
[00:15:42.960 --> 00:15:44.240]  主要的原因
[00:15:44.240 --> 00:15:45.680]  就是聖經裏面
[00:15:45.680 --> 00:15:48.200]  原來是有一些活生生的板
[00:15:48.200 --> 00:15:49.600]  來給我們看的
[00:15:49.600 --> 00:15:53.480]  如果我們能夠學到這些板的時候
[00:15:53.480 --> 00:15:55.080]  原來你會發覺到
[00:15:55.080 --> 00:15:59.320]  過去你覺得是別人傷害你的地方
[00:15:59.320 --> 00:16:01.000]  你會反而發覺
[00:16:01.000 --> 00:16:02.560]  你要多謝他們
[00:16:03.040 --> 00:16:04.720]  他們透過他們的手
[00:16:04.720 --> 00:16:06.400]  建立了你一些
[00:16:06.400 --> 00:16:08.200]  是錢都買不到的東西
[00:16:08.200 --> 00:16:10.680]  是一些永恆的東西
[00:16:10.680 --> 00:16:12.600]  是讓你學到一些
[00:16:12.600 --> 00:16:14.480]  你以前沒有辦法學到的功課
[00:16:14.480 --> 00:16:17.080]  是做到一些你以前做不到的東西
[00:16:17.080 --> 00:16:18.880]  那些東西是甚麼呢
[00:16:18.880 --> 00:16:20.680]  饒恕
[00:16:20.680 --> 00:16:23.040]  不是去忘記
[00:16:23.040 --> 00:16:24.880]  饒恕
[00:16:24.880 --> 00:16:27.960]  而是要改變自己的看法
[00:16:27.960 --> 00:16:30.040]  我們一起去看一看
[00:16:30.040 --> 00:16:31.360]  第五節
[00:16:33.000 --> 00:16:34.080]  至到第八節
[00:16:34.080 --> 00:16:35.480]  第五
[00:16:35.480 --> 00:16:37.200]  至到第八節
[00:16:37.200 --> 00:16:38.560]  我們再讀
[00:16:38.560 --> 00:16:40.360]  五到第八節一起來
[00:17:03.000 --> 00:17:03.520]  再一上
[00:17:03.520 --> 00:17:20.920]  饒恕
[00:17:20.920 --> 00:17:25.400]  用一個完全嶄新的理解
[00:17:25.400 --> 00:17:29.240]  是神將一個嶄新的理解
[00:17:29.240 --> 00:17:30.880]  擺在饒恕裏面
[00:17:31.640 --> 00:17:33.640]  以至從心裏面
[00:17:33.640 --> 00:17:36.320]  為了他哥哥做的事
[00:17:36.320 --> 00:17:37.520]  是感恩
[00:17:37.520 --> 00:17:39.640]  而不是恨
[00:17:39.640 --> 00:17:43.200]  這個嶄新的了解是甚麼呢
[00:17:43.200 --> 00:17:44.680]  第一
[00:17:44.680 --> 00:17:46.400]  第五節
[00:17:46.400 --> 00:17:48.960]  那段聖經
[00:17:48.960 --> 00:17:50.720]  很清楚
[00:17:50.720 --> 00:17:51.960]  來到講道
[00:17:51.960 --> 00:17:53.320]  它說
[00:17:53.320 --> 00:17:56.040]  「現在不要因為把我賣到這裏
[00:17:56.040 --> 00:17:57.640]  就自憂自恨
[00:17:57.640 --> 00:17:59.360]  若失勸他哥哥」
[00:18:00.760 --> 00:18:04.240]  「這是神差我在你們以先來
[00:18:04.240 --> 00:18:05.920]  為要保存生命」
[00:18:05.920 --> 00:18:09.200]  不是你們賣我
