
[00:00:00.000 --> 00:00:03.500]  剛才 李詩敏姐妹講見證
[00:01:20.640 --> 00:01:23.340]  牧仔在那裡祈禱
[00:01:23.340 --> 00:01:26.760]  好像對一個平常人來說
[00:01:26.760 --> 00:01:28.760]  就是對著空氣來說話
[00:01:28.760 --> 00:01:31.580]  我很多時候問自己
[00:01:31.580 --> 00:01:36.460]  假如這裡有二百多三百人一起開聲祈禱
[00:01:36.460 --> 00:01:39.000]  神聽誰說話呢
[00:01:39.000 --> 00:01:42.820]  當然我們聽不到 很亂很嘈 個個煙煙瀾瀾
[00:01:42.820 --> 00:01:45.300]  神應該聽得清楚 祂聽誰說
[00:01:45.300 --> 00:01:48.200]  鍾牧師坐在前面
[00:01:48.200 --> 00:01:50.200]  祂有祈禱 但祂沒有出聲
[00:01:50.200 --> 00:01:51.620]  那叫默禱
[00:01:51.620 --> 00:01:52.980]  神聽不聽到呢
[00:01:52.980 --> 00:01:54.540]  我時時問這個問題
[00:01:54.540 --> 00:01:56.040]  最近有答案的
[00:01:56.040 --> 00:01:57.780]  因為科學家發現了
[00:01:57.780 --> 00:02:00.260]  十一度空間的靈界叫Dark Matter
[00:02:00.260 --> 00:02:02.260]  你回家可以搜尋一下
[00:02:02.260 --> 00:02:05.420]  我們物質世界叫Normal Matter
[00:02:05.420 --> 00:02:07.420]  Science work
[00:02:07.420 --> 00:02:10.220]  但是Dark Matter Science don't work
[00:02:10.220 --> 00:02:13.440]  但是Dark Matter control Normal Matter
[00:02:13.440 --> 00:02:16.080]  每一秒鐘 通過我人的腦
[00:02:16.080 --> 00:02:19.560]  每一秒鐘 通過幾千次
[00:02:19.560 --> 00:02:22.740]  是不受時間空間的限制
[00:02:22.740 --> 00:02:24.740]  所以這次
[00:02:24.740 --> 00:02:26.740]  在美國回來香港
[00:02:26.740 --> 00:02:28.740]  復活節崇拜
[00:02:28.740 --> 00:02:30.740]  我會跟大家講一個訊息
[00:02:30.740 --> 00:02:33.560]  就是基督復活的意義
[00:02:33.560 --> 00:02:36.840]  我們很多人不知道什麼叫復活
[00:02:36.840 --> 00:02:40.840]  復活不是一個死了的人
[00:02:40.840 --> 00:02:42.840]  叫他站起來
[00:02:42.840 --> 00:02:44.840]  像耶穌叫拉撒路站起來
[00:02:44.840 --> 00:02:46.840]  耶穌叫艾魯的女兒站起來
[00:02:46.840 --> 00:02:49.540]  耶穌在那因城
[00:02:49.540 --> 00:02:51.540]  見到一個寡婦奔喪
[00:02:51.540 --> 00:02:53.540]  她的獨生子 一個少年人
[00:02:53.540 --> 00:02:56.140]  奔喪 耶穌站在她面前
[00:02:56.140 --> 00:02:58.140]  她說stop
[00:02:58.140 --> 00:03:00.140]  少年人我吩咐你起來
[00:03:00.140 --> 00:03:02.140]  那個少年人就起來了
[00:03:02.140 --> 00:03:05.540]  此時以利亞在寡婦家裡
[00:03:05.540 --> 00:03:07.540]  跟孩子祈禱 孩子死了
[00:03:07.540 --> 00:03:10.540]  寡婦要求以利亞
[00:03:10.540 --> 00:03:12.540]  祈禱行神蹟
[00:03:12.540 --> 00:03:15.540]  以利亞將孩子的屍體抱到閣樓上
[00:03:15.540 --> 00:03:20.040]  打開窗對著天上
[00:03:20.040 --> 00:03:21.540]  祈禱三次
[00:03:21.540 --> 00:03:24.540]  要求神將孩子的靈魂
[00:03:24.540 --> 00:03:27.540]  放回孩子的身體裡
[00:03:27.540 --> 00:03:29.540]  孩子就活了
[00:03:29.540 --> 00:03:31.540]  這叫復活
[00:03:31.540 --> 00:03:35.540]  將來的復活不是這樣的
[00:03:35.540 --> 00:03:37.540]  我看聖經看了很多地方
[00:03:37.540 --> 00:03:39.540]  我現在開始明白了
[00:03:39.540 --> 00:03:41.540]  我看了六十年
[00:03:41.540 --> 00:03:43.540]  我開始明白聖經的意思
[00:03:43.540 --> 00:03:45.540]  將來的復活不是這個身體
[00:03:45.540 --> 00:03:47.540]  因為拉撒路 復活的拉撒路
[00:03:47.540 --> 00:03:50.540]  復活的艾魯的女兒
[00:03:50.540 --> 00:03:52.540]  他們都要死的
[00:03:52.540 --> 00:03:54.540]  現在世界上有沒有一個人
[00:03:54.540 --> 00:03:56.540]  活到二千多歲 沒有的
[00:03:56.540 --> 00:03:58.540]  因為那個復活
[00:03:58.540 --> 00:04:00.540]  是用這個身體
[00:04:00.540 --> 00:04:02.540]  現在這個身體
[00:04:02.540 --> 00:04:04.540]  有些人
[00:04:04.540 --> 00:04:06.540]  你知道有些人好樣
[00:04:06.540 --> 00:04:08.540]  有些人不是那麼好樣的
[00:04:08.540 --> 00:04:10.540]  什麼叫本體
[00:04:10.540 --> 00:04:12.540]  感謝上帝
[00:04:12.540 --> 00:04:14.540]  我們復活在永恆裡面
[00:04:14.540 --> 00:04:16.540]  那麼漂亮
[00:04:16.540 --> 00:04:18.540]  你拿回你的身體復活
[00:04:18.540 --> 00:04:20.540]  這個臭皮囊不會復活的
[00:04:20.540 --> 00:04:22.540]  耶穌復活的身體
[00:04:22.540 --> 00:04:24.540]  是不同的
[00:04:24.540 --> 00:04:26.540]  保羅說
[00:04:26.540 --> 00:04:28.540]  耶穌成了睡了之人
[00:04:28.540 --> 00:04:30.540]  初熟的果主
[00:04:30.540 --> 00:04:32.540]  這句話是什麼意思
[00:04:32.540 --> 00:04:34.540]  耶穌基督的復活
[00:04:34.540 --> 00:04:36.540]  是和以前所有人的所謂復活
[00:04:36.540 --> 00:04:38.540]  是不同的
[00:04:38.540 --> 00:04:40.540]  他的復活的身體
[00:04:40.540 --> 00:04:42.540]  是榮耀的身體
[00:04:42.540 --> 00:04:44.540]  可以不受時間空間的限制
[00:04:44.540 --> 00:04:46.540]  主耶穌復活的身體
[00:04:46.540 --> 00:04:48.540]  向五百人顯現
[00:04:48.540 --> 00:04:50.540]  門徒關上門祈禱
[00:04:50.540 --> 00:04:52.540]  耶穌隨時出隨時入
[00:04:52.540 --> 00:04:54.540]  不受時間空間的限制
[00:04:54.540 --> 00:04:56.540]  將來我們都是這樣
[00:04:56.540 --> 00:04:58.540]  這句話就是說耶穌基督復活
[00:04:58.540 --> 00:05:00.540]  是成了睡了之人
[00:05:00.540 --> 00:05:02.540]  初熟的果子
[00:05:02.540 --> 00:05:04.540]  就是第一個結的果子
[00:05:04.540 --> 00:05:06.540]  果樹要結果的時候
[00:05:06.540 --> 00:05:08.540]  是第一顆結成果子
[00:05:08.540 --> 00:05:10.540]  將來我們的身體
[00:05:10.540 --> 00:05:12.540]  都是這樣
[00:05:12.540 --> 00:05:14.540]  我時時要想這些
[00:05:14.540 --> 00:05:16.540]  沒有可能現在的身體
[00:05:16.540 --> 00:05:20.540]  所以天主教就不准人火葬
[00:05:20.540 --> 00:05:22.540]  因為你燒了
[00:05:22.540 --> 00:05:24.540]  復活找什麼身體
[00:05:24.540 --> 00:05:26.540]  我就不要這個身體
[00:05:26.540 --> 00:05:28.540]  我要另外一個榮耀的身體
[00:05:28.540 --> 00:05:30.540]  將來我們不知道的
[00:05:30.540 --> 00:05:32.540]  將來我們知道很多東西
[00:05:32.540 --> 00:05:34.540]  當你看希伯來書的時候
[00:05:34.540 --> 00:05:36.540]  希伯來書的作者說
[00:05:36.540 --> 00:05:38.540]  你我們算什麼
[00:05:38.540 --> 00:05:40.540]  人算什麼
[00:05:42.540 --> 00:05:46.540]  你只不過比人比天使微少一點
[00:05:46.540 --> 00:05:48.540]  如果你看原文
[00:05:48.540 --> 00:05:50.540]  原文不是說你比天使微少一點
[00:05:50.540 --> 00:05:54.540]  人是暫時比天使微少一點
[00:05:54.540 --> 00:05:56.540]  這句話很重要
[00:05:56.540 --> 00:05:58.540]  暫時
[00:05:58.540 --> 00:06:00.540]  以後我們好像天使一樣
[00:06:00.540 --> 00:06:02.540]  可能有十一度空間
[00:06:02.540 --> 00:06:04.540]  我們知道很多東西
[00:06:04.540 --> 00:06:06.540]  應驗了保羅在書卷上所說
[00:06:06.540 --> 00:06:10.540]  哥林多前書第十三章
[00:06:10.540 --> 00:06:12.540]  大家都知道講愛
[00:06:12.540 --> 00:06:14.540]  所以頭一段講愛
[00:06:14.540 --> 00:06:16.540]  後面還有一段
[00:06:16.540 --> 00:06:18.540]  我們現在話語像孩子
[00:06:18.540 --> 00:06:20.540]  意念像孩子
[00:06:20.540 --> 00:06:22.540]  好像照著鏡子
[00:06:22.540 --> 00:06:24.540]  走了之後就模糊不清
[00:06:24.540 --> 00:06:26.540]  等那完全的來到
[00:06:26.540 --> 00:06:28.540]  保羅說
[00:06:28.540 --> 00:06:30.540]  等那完全的來到
[00:06:30.540 --> 00:06:32.540]  我變如同主知道我一樣
[00:06:32.540 --> 00:06:34.540]  我們將來會知道很多東西
[00:06:34.540 --> 00:06:36.540]  但就不是今天我們想知道的東西
[00:06:36.540 --> 00:06:38.540]  今天你數學考試
[00:06:38.540 --> 00:06:40.540]  你可能不是考得很高分
[00:06:40.540 --> 00:06:42.540]  不等於你將來考數學會高分一點
[00:06:42.540 --> 00:06:44.540]  不是這樣的
[00:06:44.540 --> 00:06:46.540]  知識終必歸於無有
[00:06:46.540 --> 00:06:48.540]  先知講道之能終必歸於無有
[00:06:48.540 --> 00:06:50.540]  說謊言的也必停止
[00:06:50.540 --> 00:06:52.540]  知識也終必歸於無有
[00:06:52.540 --> 00:06:54.540]  等那完全的來到
[00:06:54.540 --> 00:06:58.540]  這是將來的事
[00:06:58.540 --> 00:07:00.540]  我發現聖經你看一段經文
[00:07:00.540 --> 00:07:02.540]  看一句經文
[00:07:02.540 --> 00:07:04.540]  You don't get the whole picture
[00:07:04.540 --> 00:07:06.540]  You have to see很多個經文
[00:07:06.540 --> 00:07:08.540]  究竟耶穌是誰
[00:07:08.540 --> 00:07:10.540]  看希伯來書第一章
[00:07:10.540 --> 00:07:12.540]  第一節
[00:07:12.540 --> 00:07:14.540]  神既在古時
[00:07:14.540 --> 00:07:16.540]  直著眾仙之多次多方的巧遇
[00:07:16.540 --> 00:07:18.540]  列祖就在這末世
[00:07:18.540 --> 00:07:20.540]  直著他而止
[00:07:20.540 --> 00:07:22.540]  巧遇我們
[00:07:22.540 --> 00:07:24.540]  又早已立他為承受萬有的
[00:07:24.540 --> 00:07:26.540]  也曾直著他創造諸世界
[00:07:26.540 --> 00:07:28.540]  錯
[00:07:28.540 --> 00:07:30.540]  應該是創造諸世代
[00:07:30.540 --> 00:07:32.540]  是create different generations
[00:07:32.540 --> 00:07:34.540]  不是different world
[00:07:34.540 --> 00:07:36.540]  所以中文聖經應該是
[00:07:36.540 --> 00:07:38.540]  也曾直著他創造諸世代
[00:07:38.540 --> 00:07:40.540]  different generations
[00:07:40.540 --> 00:07:42.540]  我們也是耶穌創造的
[00:07:42.540 --> 00:07:44.540]  舉個例
[00:07:44.540 --> 00:07:46.540]  你為什麼會像你爸爸
[00:07:46.540 --> 00:07:48.540]  或者像你媽媽
[00:07:48.540 --> 00:07:50.540]  是因為你爸爸媽媽給你DNA
[00:07:50.540 --> 00:07:52.540]  做父母
[00:07:52.540 --> 00:07:54.540]  只可以給DNA孩子們
[00:07:54.540 --> 00:07:56.540]  他不可以給你靈魂
[00:07:56.540 --> 00:07:58.540]  靈魂是神放進去的
[00:07:58.540 --> 00:08:00.540]  一開始的時候
[00:08:00.540 --> 00:08:02.540]  一個新的個體產生
[00:08:02.540 --> 00:08:04.540]  一個受精卵子
[00:08:04.540 --> 00:08:06.540]  開始發育四十個禮拜
[00:08:06.540 --> 00:08:08.540]  分裂了幾千億萬次
[00:08:08.540 --> 00:08:10.540]  而一個單細胞
[00:08:10.540 --> 00:08:12.540]  可以形成一個新的生命
[00:08:12.540 --> 00:08:14.540]  身體上有三百五十多種
[00:08:14.540 --> 00:08:16.540]  不同的細胞
[00:08:16.540 --> 00:08:18.540]  為什麼會這樣
[00:08:18.540 --> 00:08:20.540]  我都puzzle
[00:08:20.540 --> 00:08:22.540]  一個細胞可以形成三百五十多種
[00:08:22.540 --> 00:08:24.540]  不同的細胞
[00:08:24.540 --> 00:08:26.540]  皮膚、肌肉、骨骼、內臟等等
[00:08:26.540 --> 00:08:28.540]  下面一句
[00:08:28.540 --> 00:08:30.540]  最重要
[00:08:30.540 --> 00:08:32.540]  他是神榮耀
[00:08:32.540 --> 00:08:34.540]  所發的光輝
[00:08:34.540 --> 00:08:36.540]  他是神本體的真像
[00:08:36.540 --> 00:08:38.540]  什麼叫本體的真像
[00:08:38.540 --> 00:08:40.540]  英文聖經
[00:08:40.540 --> 00:08:42.540]  就是exact replica
[00:08:42.540 --> 00:08:46.540]  主耶穌在地上
[00:08:46.540 --> 00:08:48.540]  跟門徒一起生活
[00:08:48.540 --> 00:08:50.540]  那個真的是滿分
[00:08:50.540 --> 00:08:52.540]  其實滿分就是四福音
[00:08:52.540 --> 00:08:54.540]  跟他們一起生活
[00:08:54.540 --> 00:08:56.540]  那個就是滿分
[00:08:56.540 --> 00:08:58.540]  不是說有個牧師帶著一群人
[00:08:58.540 --> 00:09:00.540]  一個小時課兩個小時課
[00:09:00.540 --> 00:09:02.540]  十三個禮拜之後
[00:09:02.540 --> 00:09:04.540]  滿分完畢
[00:09:04.540 --> 00:09:06.540]  主耶穌滿分是跟他們一起生活
[00:09:06.540 --> 00:09:08.540]  三年半
[00:09:08.540 --> 00:09:10.540]  問耶穌可不可以讓我們看看天父是怎樣的
[00:09:10.540 --> 00:09:12.540]  耶穌說
[00:09:12.540 --> 00:09:14.540]  你跟了我這麼多年
[00:09:14.540 --> 00:09:16.540]  為什麼你會問這個問題
[00:09:16.540 --> 00:09:18.540]  你見到我就等於見到天父
[00:09:18.540 --> 00:09:20.540]  將來我們也見不到天父
[00:09:20.540 --> 00:09:22.540]  你看啟示錄第四章
[00:09:22.540 --> 00:09:24.540]  當時和約翰
[00:09:24.540 --> 00:09:26.540]  頭三章是說那七封信
[00:09:26.540 --> 00:09:28.540]  主耶穌給七封信
[00:09:28.540 --> 00:09:30.540]  給宗教會
[00:09:30.540 --> 00:09:32.540]  每一封信有一句說話
[00:09:32.540 --> 00:09:34.540]  凡聖靈向宗教會
[00:09:34.540 --> 00:09:36.540]  所說的話凡有耳聽的
[00:09:36.540 --> 00:09:38.540]  都應當聽
[00:09:38.540 --> 00:09:40.540]  第四章就看到天上敬拜的景象
[00:09:40.540 --> 00:09:42.540]  司徒約翰看到
[00:09:42.540 --> 00:09:44.540]  看到天上敬拜有個寶座
[00:09:44.540 --> 00:09:46.540]  有天使
[00:09:46.540 --> 00:09:48.540]  有24位長老24個座位
[00:09:48.540 --> 00:09:50.540]  他形容坐寶座
[00:09:50.540 --> 00:09:52.540]  你回去慢慢看
[00:09:52.540 --> 00:09:54.540]  啟示錄第四章
[00:09:54.540 --> 00:09:56.540]  他形容坐在寶座上很寶貴
[00:09:56.540 --> 00:09:58.540]  很尊貴
[00:09:58.540 --> 00:10:00.540]  很厲害
[00:10:00.540 --> 00:10:02.540]  不知道用什麼字來形容
[00:10:02.540 --> 00:10:04.540]  我肯定知道
[00:10:04.540 --> 00:10:06.540]  司徒約翰
[00:10:06.540 --> 00:10:08.540]  看不到寶座
[00:10:08.540 --> 00:10:10.540]  因為我們的天父有無限的道空間
[00:10:10.540 --> 00:10:12.540]  他認識我們
[00:10:12.540 --> 00:10:14.540]  我們不認識他
[00:10:14.540 --> 00:10:16.540]  但是司徒約翰看到
[00:10:16.540 --> 00:10:18.540]  寶座前有羔羊站立
[00:10:18.540 --> 00:10:20.540]  像是被殺過的
[00:10:20.540 --> 00:10:22.540]  這個就是主耶穌
[00:10:22.540 --> 00:10:24.540]  我們看到主耶穌
[00:10:24.540 --> 00:10:26.540]  我們看到釘痕
[00:10:26.540 --> 00:10:28.540]  你見過耶穌沒有
[00:10:28.540 --> 00:10:30.540]  你怎知道誰才是耶穌
[00:10:30.540 --> 00:10:32.540]  你知道這個世界有很多人騙人
[00:10:32.540 --> 00:10:34.540]  騙錢
[00:10:34.540 --> 00:10:36.540]  會不會你去到以色列
[00:10:36.540 --> 00:10:38.540]  找耶穌墳墓
[00:10:38.540 --> 00:10:40.540]  在哪裡
[00:10:40.540 --> 00:10:42.540]  給30歐元
[00:10:42.540 --> 00:10:44.540]  看完出來
[00:10:44.540 --> 00:10:46.540]  那個不是
[00:10:46.540 --> 00:10:48.540]  這個才是
[00:10:48.540 --> 00:10:50.540]  這個收40歐元
[00:10:50.540 --> 00:10:52.540]  是不是40歐元那個
[00:10:52.540 --> 00:10:54.540]  這個世界就是這樣
[00:10:54.540 --> 00:10:58.540]  你沒見過耶穌
[00:10:58.540 --> 00:11:00.540]  你怎知道誰才是耶穌
[00:11:00.540 --> 00:11:02.540]  因為只有他身上有釘痕
[00:11:02.540 --> 00:11:04.540]  釘痕在這裡
[00:11:04.540 --> 00:11:06.540]  明天12點正的唐崇拜
[00:11:06.540 --> 00:11:08.540]  我就會用醫學的角度
[00:11:08.540 --> 00:11:10.540]  來看耶穌在十字架上
[00:11:10.540 --> 00:11:12.540]  是怎樣死的
[00:11:12.540 --> 00:11:14.540]  四呼音記載是對的
[00:11:14.540 --> 00:11:16.540]  特別是路加呼音
[00:11:16.540 --> 00:11:18.540]  四呼音的作者只有路加
[00:11:18.540 --> 00:11:20.540]  一個醫生 一個讀醫的人
[00:11:20.540 --> 00:11:22.540]  他會看這些東西
[00:11:22.540 --> 00:11:24.540]  他不是流血過多死的
[00:11:24.540 --> 00:11:26.540]  十字架上釘了釘
[00:11:26.540 --> 00:11:28.540]  血流不出來
[00:11:28.540 --> 00:11:30.540]  要看考古文獻
[00:11:30.540 --> 00:11:32.540]  歷史文獻 知道耶穌的時代
[00:11:32.540 --> 00:11:34.540]  怎樣釘十字架
[00:11:34.540 --> 00:11:38.540]  常他全能的命令
[00:11:38.540 --> 00:11:40.540]  托住萬有
[00:11:40.540 --> 00:11:42.540]  什麼叫托住萬有
[00:11:42.540 --> 00:11:44.540]  英文聖經是
[00:11:44.540 --> 00:11:46.540]  Upholding the Universe
[00:11:48.540 --> 00:11:50.540]  就是宇宙的科學定律
[00:11:50.540 --> 00:11:52.540]  在六天裡面創造了
[00:11:52.540 --> 00:11:54.540]  而我們的主耶穌
[00:11:54.540 --> 00:11:56.540]  不只是創造萬物
[00:11:56.540 --> 00:11:58.540]  好像第一章第一節
[00:11:58.540 --> 00:12:00.540]  他才有道 道與神同在
[00:12:00.540 --> 00:12:02.540]  道就是神 這就是耶穌
[00:12:02.540 --> 00:12:04.540]  這道太多與神同在
[00:12:04.540 --> 00:12:06.540]  萬物是藉著他造的
[00:12:06.540 --> 00:12:08.540]  被造之物沒有一樣不是藉著他造的
[00:12:08.540 --> 00:12:10.540]  不只是藉著他造的
[00:12:10.540 --> 00:12:12.540]  每一樣
[00:12:12.540 --> 00:12:14.540]  都是藉著他造的
[00:12:14.540 --> 00:12:16.540]  他托住萬有
[00:12:16.540 --> 00:12:18.540]  Upholding the Universe
[00:12:18.540 --> 00:12:20.540]  他確保所有科學定律
[00:12:20.540 --> 00:12:22.540]  神的創造方法
[00:12:22.540 --> 00:12:24.540]  It always work
[00:12:24.540 --> 00:12:26.540]  如果科學定律有時work有時不work
[00:12:26.540 --> 00:12:28.540]  我就不敢坐飛機回三藩市
[00:12:28.540 --> 00:12:30.540]  有時work有時不work
[00:12:30.540 --> 00:12:32.540]  那什麼是神本體的真相呢
[00:12:32.540 --> 00:12:34.540]  我們很難分真
[00:12:34.540 --> 00:12:36.540]  和假
[00:12:36.540 --> 00:12:38.540]  你看到他就等於見到神
[00:12:38.540 --> 00:12:40.540]  耶穌說過一句說話
[00:12:40.540 --> 00:12:42.540]  從來沒有人見過神只有在腐華裡的
[00:12:42.540 --> 00:12:44.540]  獨生子將他顯明
[00:12:44.540 --> 00:12:46.540]  你見到耶穌就等於見到天父
[00:12:46.540 --> 00:12:48.540]  這就是神本體的真相
[00:12:48.540 --> 00:12:54.540]  我在美國也有機會
[00:12:54.540 --> 00:12:56.540]  過州過省地講
[00:12:56.540 --> 00:12:58.540]  這裡有
[00:12:58.540 --> 00:13:00.540]  白宮
[00:13:00.540 --> 00:13:02.540]  總統辦公室
[00:13:02.540 --> 00:13:04.540]  英文叫做
[00:13:04.540 --> 00:13:06.540]  The Oval Office
[00:13:06.540 --> 00:13:08.540]  橢圓形的辦公室
[00:13:08.540 --> 00:13:10.540]  那種地毯是特別的
[00:13:10.540 --> 00:13:12.540]  特別是設計
[00:13:12.540 --> 00:13:14.540]  有美國總統的徽號
[00:13:14.540 --> 00:13:16.540]  在地上
[00:13:16.540 --> 00:13:18.540]  今天有美國總統的書桌
[00:13:18.540 --> 00:13:22.540]  書桌後面有兩支旗
[00:13:22.540 --> 00:13:24.540]  一支國旗
[00:13:24.540 --> 00:13:26.540]  一支是總統的旗
[00:13:26.540 --> 00:13:28.540]  徽旗
[00:13:28.540 --> 00:13:32.540]  那些外交官從別的國家去
[00:13:32.540 --> 00:13:34.540]  就在這裡
[00:13:34.540 --> 00:13:36.540]  和他們辦公室商量
[00:13:36.540 --> 00:13:38.540]  有梳化椅
[00:13:38.540 --> 00:13:40.540]  可以容納四五十人
[00:13:40.540 --> 00:13:42.540]  我見沒人在
[00:13:42.540 --> 00:13:44.540]  我就坐在這裡拍照
[00:13:44.540 --> 00:13:48.540]  這是我
[00:13:48.540 --> 00:13:50.540]  但後面的照片
[00:13:50.540 --> 00:13:52.540]  不是我老婆
[00:13:52.540 --> 00:13:54.540]  是外國人
[00:13:54.540 --> 00:13:56.540]  這個不是總統的辦公室
[00:13:56.540 --> 00:13:58.540]  總統辦公室
[00:13:58.540 --> 00:14:00.540]  讓你這樣坐
[00:14:00.540 --> 00:14:02.540]  總統辦公室有紅色的電話
[00:14:02.540 --> 00:14:04.540]  你一接電話
[00:14:04.540 --> 00:14:06.540]  核子武器就出了
[00:14:08.540 --> 00:14:10.540]  你怎知道這個不是總統辦公室
[00:14:10.540 --> 00:14:12.540]  不是在華盛頓
[00:14:12.540 --> 00:14:14.540]  是在達拉斯
[00:14:14.540 --> 00:14:16.540]  是布殊總統的總統學院
[00:14:16.540 --> 00:14:18.540]  每一個總統退休後
[00:14:18.540 --> 00:14:20.540]  都自己做一個學院
[00:14:20.540 --> 00:14:22.540]  學院裡面
[00:14:22.540 --> 00:14:24.540]  總有一個總統辦公室
[00:14:24.540 --> 00:14:26.540]  紀念他曾經坐在這裡這麼多年的辦公室
[00:14:26.540 --> 00:14:28.540]  你怎知道這個不是
[00:14:28.540 --> 00:14:30.540]  華盛頓
[00:14:30.540 --> 00:14:32.540]  晚上你就知道
[00:14:32.540 --> 00:14:34.540]  總統辦公室的窗戶
[00:14:34.540 --> 00:14:36.540]  背後有華盛頓曼諾曼
[00:14:36.540 --> 00:14:38.540]  有一個紀念碑
[00:14:38.540 --> 00:14:40.540]  背後有林肯總統紀念館
[00:14:40.540 --> 00:14:42.540]  林肯總統紀念館
[00:14:42.540 --> 00:14:46.540]  但你進去看那些傢俬
[00:14:46.540 --> 00:14:48.540]  看那些書桌
[00:14:48.540 --> 00:14:50.540]  你分不出來
[00:14:50.540 --> 00:14:52.540]  這個叫本體的真相
[00:14:52.540 --> 00:14:54.540]  就是這個意思
[00:14:54.540 --> 00:14:56.540]  在華盛頓總統辦公室
[00:14:56.540 --> 00:14:58.540]  你分不開
[00:14:58.540 --> 00:15:00.540]  這個就叫
[00:15:00.540 --> 00:15:02.540]  exact replica
[00:15:04.540 --> 00:15:06.540]  因為我真的很欣賞
[00:15:06.540 --> 00:15:08.540]  主耶穌道成肉身
[00:15:08.540 --> 00:15:10.540]  我也很欣賞主耶穌
[00:15:10.540 --> 00:15:12.540]  讓我在這個時代
[00:15:12.540 --> 00:15:14.540]  能夠出現
[00:15:14.540 --> 00:15:16.540]  我比舊約的人
[00:15:16.540 --> 00:15:18.540]  更加有福氣
[00:15:18.540 --> 00:15:20.540]  因為舊約時代
[00:15:20.540 --> 00:15:22.540]  只有先知說話
[00:15:22.540 --> 00:15:24.540]  只有摩西五經
[00:15:24.540 --> 00:15:26.540]  只有詩篇有真言有傳道書
[00:15:26.540 --> 00:15:28.540]  有先知說好
[00:15:28.540 --> 00:15:30.540]  說很多語言
[00:15:30.540 --> 00:15:32.540]  舊約時代的人
[00:15:32.540 --> 00:15:34.540]  不知道我們的上帝
[00:15:34.540 --> 00:15:36.540]  是三位一體
[00:15:36.540 --> 00:15:38.540]  聖父聖子聖靈
[00:15:38.540 --> 00:15:40.540]  一直等到耶穌來到
[00:15:40.540 --> 00:15:42.540]  你們所信的耶和華
[00:15:42.540 --> 00:15:44.540]  是聖父聖子聖靈
[00:15:44.540 --> 00:15:46.540]  你們信我不是信我
[00:15:46.540 --> 00:15:48.540]  乃是猜我來者
[00:15:48.540 --> 00:15:50.540]  信猜我來者
[00:15:50.540 --> 00:15:54.540]  原來他們所敬拜的神
[00:15:54.540 --> 00:15:56.540]  是三位一體
[00:15:56.540 --> 00:16:00.540]  耶穌說
[00:16:00.540 --> 00:16:02.540]  我與父元為一
[00:16:02.540 --> 00:16:04.540]  我尚在我父裡面
[00:16:04.540 --> 00:16:06.540]  我父也尚在我裡面
[00:16:06.540 --> 00:16:08.540]  我一個四度空間的我
[00:16:08.540 --> 00:16:10.540]  兩磅半磚的腦袋
[00:16:10.540 --> 00:16:12.540]  我怎可以明白祂說什麼
[00:16:12.540 --> 00:16:14.540]  一直到最近
[00:16:14.540 --> 00:16:16.540]  當我看到
[00:16:16.540 --> 00:16:18.540]  科學家發現靈格在哪裡
[00:16:18.540 --> 00:16:20.540]  有十一度空間
[00:16:20.540 --> 00:16:22.540]  我們的神有無限度空間
[00:16:22.540 --> 00:16:24.540]  因為耶穌降生的時候
[00:16:24.540 --> 00:16:26.540]  天使說在至高之處
[00:16:26.540 --> 00:16:28.540]  榮耀歸於上帝
