
[00:00:00.000 --> 00:00:03.080]  那今天我要跟大家簡短的思想
[00:03:13.960 --> 00:03:16.900]  因為我們天生就是不喜歡相信神的
[00:03:16.900 --> 00:03:19.380]  因為我們看不到啊 對吧
[00:03:19.380 --> 00:03:22.400]  搞不好還是迷信 我們學校也不學
[00:03:22.400 --> 00:03:24.920]  這個 我的學校雖然是用
[00:03:24.920 --> 00:03:28.700]  華語 用國語 用臺灣的教科書 但是我們
[00:03:28.700 --> 00:03:30.500]  不是學基督教的
[00:03:30.500 --> 00:03:32.220]  但他說
[00:03:32.220 --> 00:03:33.900]  花
[00:03:33.900 --> 00:03:35.460]  是美麗的
[00:03:35.460 --> 00:03:38.360]  但是花不單是美麗 花朵
[00:03:38.360 --> 00:03:41.700]  他說花朵的另外一個特色是有香味
[00:03:41.700 --> 00:03:46.100]  花朵的美麗是用眼睛看的
[00:03:46.600 --> 00:03:50.100]  但是花朵的香味不是用眼睛看的
[00:03:50.100 --> 00:03:54.400]  是用鼻子 用嗅覺去聞到的
[00:03:54.400 --> 00:03:58.600]  所以 不同的感官
[00:03:58.600 --> 00:04:01.420]  去接觸不同存在
[00:04:01.420 --> 00:04:04.620]  真實的東西 香的味道看不到
[00:04:04.620 --> 00:04:07.400]  香水也不能看到的
[00:04:07.400 --> 00:04:10.140]  花朵的芳香的味道根本看不到的
[00:04:10.140 --> 00:04:11.880]  但是它存在
[00:04:11.880 --> 00:04:15.180]  因為你有鼻子 鼻子靈敏的人
[00:04:15.180 --> 00:04:18.400]  可能距離很遠就聞到花香的味道
[00:04:18.400 --> 00:04:22.160]  然後他告訴我們 神是存在的
[00:04:22.160 --> 00:04:25.060]  不是用眼睛看 不是用鼻子聞
[00:04:25.060 --> 00:04:28.020]  是用你的心 理性
[00:04:28.020 --> 00:04:30.480]  加上超理性的信心
[00:04:30.480 --> 00:04:33.780]  加上聖經的證據 加上歷史的證據
[00:04:33.780 --> 00:04:36.740]  你會知道神的存在
[00:04:36.740 --> 00:04:39.540]  然而 祂是信仰
[00:04:39.540 --> 00:04:42.900]  祂不是科學的證明
[00:04:42.900 --> 00:04:45.960]  祂是推翻科學 但是超乎科學
[00:04:45.960 --> 00:04:48.980]  所以我在中學的時候 比較有道理
[00:04:48.980 --> 00:04:49.980]  但是我信主啊
[00:04:49.980 --> 00:04:53.140]  四十多年將近五十年 從第一次踏進教會
[00:04:53.140 --> 00:04:55.880]  心裡面也常常反反覆覆
[00:04:55.880 --> 00:04:59.480]  過去我一年 過去一年
[00:04:59.480 --> 00:05:03.240]  我站在一個不信耶穌的立場去看基督教
[00:05:03.240 --> 00:05:07.540]  我試著推翻我自己相信
[00:05:07.540 --> 00:05:10.520]  我講的很勇敢這句話
[00:05:10.520 --> 00:05:11.520]  我也是牧師
[00:05:12.520 --> 00:05:14.380]  推翻我
[00:05:14.380 --> 00:05:18.320]  曾經半輩子走過來的信仰
[00:05:18.320 --> 00:05:22.100]  但是我今天跟大家講話的時候呢
[00:05:22.100 --> 00:05:26.280]  我講的是真話 羅馬書五章八節說
[00:05:26.280 --> 00:05:29.960]  神的愛在此顯明了
[00:05:29.960 --> 00:05:33.560]  英文聖經是 神的愛在此證明了
[00:05:33.560 --> 00:05:35.760]  怎麼樣證明呢
[00:05:35.760 --> 00:05:37.360]  第一個
[00:05:37.360 --> 00:05:42.160]  科學 文明 傳媒 發達
[00:05:42.680 --> 00:05:45.560]  我們早上起來第一件事情 我不知道大家怎麼樣
[00:05:45.560 --> 00:05:47.080]  是先看手機的
[00:05:47.080 --> 00:05:51.140]  上個禮拜我們到別的地方去旅遊
[00:05:51.140 --> 00:05:53.200]  那個領隊導遊就說
[00:05:53.200 --> 00:05:55.920]  我們每到一個酒店那些人什麼都不問
[00:05:55.920 --> 00:05:58.180]  先問WIFI的密碼
[00:05:58.180 --> 00:06:01.800]  如果那個酒店沒有WIFI的話呢 大家會抗議的
[00:06:01.800 --> 00:06:04.600]  每個人都有手機
[00:06:04.600 --> 00:06:08.200]  香港有七百萬人口 有多少手機呢
[00:06:10.300 --> 00:06:13.320]  有多少呢 2.5G
[00:06:13.320 --> 00:06:16.440]  3G 4G流動服務用戶
[00:06:16.440 --> 00:06:21.100]  有1514萬1278人
[00:06:21.100 --> 00:06:25.380]  平均 一個人是兩個
[00:06:25.380 --> 00:06:29.720]  但是現在要問的一個問題是
[00:06:29.720 --> 00:06:33.300]  大家的關係是不是更親密了
[00:06:33.300 --> 00:06:37.040]  香港有多少電視台
[00:06:37.040 --> 00:06:39.840]  大家都看電視 傳統的人看電視
[00:06:39.840 --> 00:06:41.380]  年輕人不一定看電視
[00:06:41.380 --> 00:06:44.320]  我兒子有一次跟我們兩個人講
[00:06:44.320 --> 00:06:47.540]  我跟我太太在客廳看電視 她說你們還看電視
[00:06:47.540 --> 00:06:51.020]  你們自己可以在手機 在電腦上面選
[00:06:51.020 --> 00:06:52.880]  我現在真的明白了
[00:06:52.880 --> 00:06:56.040]  現在漸漸轉移了 我現在問大家
[00:06:56.040 --> 00:06:58.340]  香港有多少電視的
[00:06:58.340 --> 00:07:02.060]  頻率 或者有多少種電視台
[00:07:02.060 --> 00:07:04.220]  我後面這個問題問得好
[00:07:04.220 --> 00:07:08.460]  傳統的免費電視呢
[00:07:08.460 --> 00:07:10.320]  是有
[00:07:10.320 --> 00:07:13.040]  簡單講 三家 無線
[00:07:13.040 --> 00:07:16.040]  TVB 有五個channel 對吧
[00:07:16.040 --> 00:07:19.900]  香港電台 政府的 有兩個channel
[00:07:19.900 --> 00:07:22.900]  三十一台 三十二台
[00:07:22.900 --> 00:07:25.880]  還有呢 香港電視娛樂公司
[00:07:25.880 --> 00:07:28.320]  就是ViuTV
[00:07:28.320 --> 00:07:29.640]  他也有
[00:07:29.640 --> 00:07:31.800]  一個主要的channel
[00:07:31.800 --> 00:07:34.540]  但是這是傳統電視
[00:07:34.540 --> 00:07:38.140]  還有呢 有線 所謂的cable
[00:07:38.960 --> 00:07:41.960]  我所找到的呢 是有五個channel
[00:07:41.960 --> 00:07:43.760]  五個台
[00:07:43.760 --> 00:07:47.360]  還有一種 叫寬頻電視
[00:07:47.360 --> 00:07:48.860]  我們常說的now
[00:07:48.860 --> 00:07:51.520]  now TV 它是寬頻的
[00:07:51.520 --> 00:07:55.280]  now TV有多少channel 有沒有人看體育啊 足球啊
[00:07:55.280 --> 00:07:59.200]  我在網上看到的是15個channel
[00:07:59.200 --> 00:08:02.280]  但是我剛才吃飯的時候 我們教會的指示 他說不止
[00:08:02.280 --> 00:08:03.280]  不止
[00:08:03.280 --> 00:08:06.480]  好了 還有一種電視叫
[00:08:06.480 --> 00:08:08.060]  衛星電視
[00:08:08.460 --> 00:08:11.460]  衛視 北京有北京衛視
[00:08:11.460 --> 00:08:14.300]  上海有上海衛視 我們在家現在看上海的
[00:08:14.300 --> 00:08:17.380]  東方衛視 韓國人看KBS
[00:08:17.380 --> 00:08:19.880]  是透過衛視
[00:08:19.880 --> 00:08:22.880]  這樣來算的話 你一家在電視機
[00:08:22.880 --> 00:08:25.580]  你可能花一點費用的話呢 那個channel是多少
[00:08:25.580 --> 00:08:30.640]  一百到二百 任你選 可能會更多
[00:08:30.640 --> 00:08:34.520]  現在還沒有講手機裡面的YouTube的電影
[00:08:36.920 --> 00:08:39.760]  兩個月前我跟我太太回家
[00:08:39.760 --> 00:08:43.040]  想孝順一點母親呢 我母親在台灣
[00:08:43.040 --> 00:08:46.260]  那就我們夫妻兩個帶我母親去
[00:08:46.260 --> 00:08:47.600]  到淡水
[00:08:47.600 --> 00:08:51.140]  那我母親一坐下來就要看韓劇啊
[00:08:51.140 --> 00:08:54.880]  但是呢 她發現那個電視不是普通的電視
[00:08:54.880 --> 00:08:57.820]  是網路電視 我也要弄一弄
[00:08:57.820 --> 00:09:01.000]  有WIFI連接 整個的概念是現代式的
[00:09:01.000 --> 00:09:03.720]  還好能夠上到YouTube 然後看什麼電影
[00:09:03.720 --> 00:09:06.740]  能夠適合我母親呢 我們也找不到韓劇
[00:09:06.740 --> 00:09:07.740]  我就看
[00:09:07.740 --> 00:09:11.240]  好的一個電影 有趣的
[00:09:11.240 --> 00:09:13.180]  人在窘途 大家看過嗎
[00:09:13.180 --> 00:09:16.440]  那我母親看了就很喜歡 哇她很喜歡
[00:09:16.440 --> 00:09:19.380]  她回家就跟我姐姐啊 我弟弟啊
[00:09:19.380 --> 00:09:22.320]  我妹妹跟他們講 結果呢 他們都說
[00:09:22.320 --> 00:09:23.700]  我們早已看過了
[00:09:23.700 --> 00:09:27.080]  只有我母親 因為在家裡面的時候
[00:09:27.080 --> 00:09:29.080]  她常常抱著韓劇在那裡看
[00:09:29.080 --> 00:09:31.520]  我想講什麼
[00:09:31.520 --> 00:09:35.320]  電子 電視 科技發達了
[00:09:35.320 --> 00:09:38.220]  這是每一個人有自己的世界
[00:09:38.220 --> 00:09:41.260]  你在餐廳看一家四口吃飯 等菜
[00:09:41.260 --> 00:09:44.160]  來的時候呢 兒子 女兒 爸爸 媽媽
[00:09:44.160 --> 00:09:47.140]  手上如果有手機的話 各自在
[00:09:47.140 --> 00:09:48.600]  看自己的手機
[00:09:48.600 --> 00:09:52.320]  就是今天中午 飲茶的時候
[00:09:52.320 --> 00:09:55.020]  飲茶的時候 直視著她兒子
[00:09:55.020 --> 00:09:58.100]  她嘴一直在講話 她一直在講話 不是跟我們講
[00:09:58.100 --> 00:10:01.020]  她是跟她的一個朋友在一直在講話
[00:10:01.020 --> 00:10:02.100]  她有她的世界
[00:10:03.760 --> 00:10:06.780]  傳媒溝通的科技在進步
[00:10:06.780 --> 00:10:09.640]  但是人跟人的距離呢
[00:10:09.640 --> 00:10:12.600]  對不起 不一定比二十年前
[00:10:12.600 --> 00:10:14.760]  三十年前更親密
[00:10:14.760 --> 00:10:18.700]  以前的人我們包個水餃跟隔壁會很快地
[00:10:18.700 --> 00:10:21.920]  分享 敲敲門就可以了 現在你敢不敢呢
[00:10:21.920 --> 00:10:24.860]  你想這樣做 也不好意思這樣做
[00:10:24.860 --> 00:10:29.600]  人的距離是不是真的親密了呢
[00:10:29.600 --> 00:10:33.500]  這就是物質跟心靈的
[00:10:33.500 --> 00:10:35.800]  進步不是同步的問題
[00:10:35.800 --> 00:10:38.320]  好了 回到我們的正題
[00:10:38.320 --> 00:10:41.900]  唯有基督在我們還做
[00:10:41.900 --> 00:10:43.240]  什麼的時候
[00:10:43.240 --> 00:10:46.300]  我們是罪人
[00:10:46.300 --> 00:10:48.120]  不難證明
[00:10:48.120 --> 00:10:50.900]  我們是罪人
[00:10:50.900 --> 00:10:54.340]  不需要證明 說謊是罪
[00:10:54.340 --> 00:10:55.860]  不需要證明
[00:10:55.860 --> 00:10:58.480]  我們基督徒都知道我們都是罪人
[00:10:58.480 --> 00:11:01.240]  天生就是 不是你行好
[00:11:01.240 --> 00:11:04.260]  你是不是捐款的問題 我有一次到國內
[00:11:04.260 --> 00:11:07.320]  在安徽 有一位信徒 有一位弟兄
[00:11:07.320 --> 00:11:09.580]  他很開心 他開著車來接我們
[00:11:09.580 --> 00:11:13.180]  在那個小小的酒店 我們要吃完早餐再走
[00:11:13.180 --> 00:11:16.560]  然後他講什麼的時候 他說 周末的時候我們都是罪人
[00:11:16.560 --> 00:11:19.800]  他聲音講得很大 我說你在酒店不可以這樣講
[00:11:19.800 --> 00:11:23.020]  原來不是一個基督教的環境 人家客人聽
[00:11:23.020 --> 00:11:25.760]  我們都是罪人 那可麻煩了 對不對
[00:11:25.760 --> 00:11:29.400]  我們不是犯法的罪人 我們是很守法
[00:11:29.400 --> 00:11:32.540]  但是 本質上 我們都是罪人
[00:11:32.540 --> 00:11:35.280]  這個問題
[00:11:35.280 --> 00:11:36.840]  是基督教
[00:11:36.840 --> 00:11:40.600]  或者 我們廣泛一點講 是宗教去解決的
[00:11:40.600 --> 00:11:44.380]  不是金錢 不是教育 不是地位
[00:11:44.380 --> 00:11:46.700]  不是你努力能夠改變的
[00:11:46.700 --> 00:11:50.300]  我們需不需要證明一下
[00:11:50.300 --> 00:11:53.180]  過去這一個禮拜
[00:11:53.180 --> 00:11:54.820]  看新聞
[00:11:54.820 --> 00:11:59.340]  6月28號 在土耳其一個國際機場
[00:12:00.200 --> 00:12:02.960]  爆炸的事件 有40多個人死
[00:12:02.960 --> 00:12:06.820]  好多人受傷 我們說這是恐怖
[00:12:06.820 --> 00:12:08.240]  爆炸襲擊
[00:12:08.240 --> 00:12:12.020]  然後呢 還不到幾天
[00:12:12.020 --> 00:12:15.040]  孟加拉 也有類似的
[00:12:15.040 --> 00:12:18.440]  我們就問了 今年有多少
[00:12:18.440 --> 00:12:20.940]  這一類的爆炸事件
[00:12:20.940 --> 00:12:24.960]  現在很簡單 年輕人可以立刻用你的手機
[00:12:24.960 --> 00:12:26.260]  搜尋一下
[00:12:26.260 --> 00:12:29.060]  Islamist
[00:12:29.580 --> 00:12:31.860]  Terrorist attack
[00:12:31.860 --> 00:12:34.940]  你一打這三個字 它會告訴你
[00:12:34.940 --> 00:12:37.220]  相當多的資料 Google一下
[00:12:37.220 --> 00:12:40.840]  我今天早上很早起床 因為時差
[00:12:40.840 --> 00:12:44.580]  我找了一下
[00:12:44.580 --> 00:12:47.100]  今年有30宗
[00:12:47.100 --> 00:12:50.400]  還沒有包括這個禮拜剛剛過去的兩宗
[00:12:50.400 --> 00:12:54.360]  去年2015年是多少呢
[00:12:54.360 --> 00:12:56.960]  大約120宗
[00:12:57.580 --> 00:13:00.640]  它有一個 全部歷史的資料
[00:13:00.640 --> 00:13:03.520]  1983年開始
[00:13:03.520 --> 00:13:06.280]  到2001年
[00:13:06.280 --> 00:13:10.640]  每一年 恐怖襲擊爆炸的
[00:13:10.640 --> 00:13:13.940]  宗教緣故 仇恨緣故
[00:13:13.940 --> 00:13:17.560]  反西方的緣故 爆炸的 死亡的人數
[00:13:17.560 --> 00:13:20.620]  4685人
[00:13:20.620 --> 00:13:25.000]  受傷的人數 87,050多人
[00:13:25.260 --> 00:13:27.920]  到2001年
[00:13:27.920 --> 00:13:31.460]  2002年到現在的 我們不需要看了 因為時間不夠
[00:13:31.460 --> 00:13:33.620]  背後是什麼
[00:13:33.620 --> 00:13:37.080]  對社會不公平的仇恨
[00:13:37.080 --> 00:13:40.080]  種族之間的差距
[00:13:40.080 --> 00:13:43.500]  用另外一種方法
[00:13:43.500 --> 00:13:47.000]  用毀滅的方法 在世界各地造成不安
[00:13:47.000 --> 00:13:50.600]  歐洲 你如果坐飛機去美國
[00:13:50.600 --> 00:13:53.580]  到華人多的地區 比方說
[00:13:53.580 --> 00:13:56.660]  洛杉磯 你過關 哇 那麼麻煩
[00:13:56.660 --> 00:13:59.780]  叫你脫下鞋 叫你拿下皮帶
[00:13:59.780 --> 00:14:01.280]  叫你重新走一次
[00:14:01.280 --> 00:14:03.200]  是為了什麼
[00:14:03.200 --> 00:14:05.860]  預防恐怖襲擊
[00:14:05.860 --> 00:14:10.100]  弟兄姊妹 人的仇恨
[00:14:10.100 --> 00:14:13.400]  人的罪行 從大方面這樣講
[00:14:13.400 --> 00:14:16.320]  我們不需要證明 從小方面呢
[00:14:16.320 --> 00:14:19.940]  微不足道的事情 有的時候你跟一個人打一個招呼
[00:14:19.940 --> 00:14:22.880]  他沒有看到他轉過去了
[00:14:22.880 --> 00:14:25.920]  弟兄姊妹可能會生氣 對吧
[00:14:25.920 --> 00:14:28.960]  有的時候 你跟他說 早安 或者是謝謝
[00:14:28.960 --> 00:14:31.980]  他可能沒有聽到 他沒有反應
[00:14:31.980 --> 00:14:35.320]  第二次 哇 一累積 你會跟他慢慢有距離的
[00:14:35.320 --> 00:14:38.880]  我們在教會久了 會知道 人與人之間
[00:14:38.880 --> 00:14:42.000]  不容易 常常相愛 常常欣賞
[00:14:42.000 --> 00:14:43.820]  罪人
[00:14:43.820 --> 00:14:46.760]  罪人 怎麼辦呢
[00:14:46.760 --> 00:14:51.740]  基督在我們還做罪人的時候
[00:14:51.740 --> 00:14:53.840]  為我們死
[00:14:53.840 --> 00:14:57.740]  所以你看到兩件事 第一
[00:14:57.740 --> 00:15:00.720]  神的愛 證明在哪裡
[00:15:00.720 --> 00:15:03.580]  在罪惡的世界 罪惡的人類裡面
[00:15:03.580 --> 00:15:05.080]  第二
[00:15:05.080 --> 00:15:08.220]  有一位 代替我們
[00:15:08.220 --> 00:15:10.520]  罪惡的基督
[00:15:10.520 --> 00:15:11.900]  耶穌
[00:15:11.900 --> 00:15:16.840]  香港 是一個很特別的城市
[00:15:16.840 --> 00:15:19.680]  我剛才來的時候 在這個太古城中心
[00:15:20.080 --> 00:15:22.240]  人很多 因為我來的早一點
[00:15:22.240 --> 00:15:25.560]  找個地方喝咖啡 還沒有喝完 所以帶了過來
[00:15:25.560 --> 00:15:29.560]  哇 香港為什麼這麼多人 禮拜天
[00:15:29.560 --> 00:15:32.280]  銅鑼灣 很多人拿著行李
[00:15:32.280 --> 00:15:34.900]  不但是國內來的 還有西洋人
[00:15:34.900 --> 00:15:37.880]  還有南亞的 香港這麼多人
[00:15:37.880 --> 00:15:41.120]  但是很有秩序
[00:15:41.120 --> 00:15:45.340]  香港很有秩序
[00:15:45.340 --> 00:15:48.560]  人多又有秩序 但是為什麼人都喜歡來香港
[00:15:48.560 --> 00:15:51.560]  香港人能少一半就好了 我70年代
[00:15:51.560 --> 00:15:54.560]  來香港讀神學 哇 原來那個時代
[00:15:54.560 --> 00:15:57.700]  香港人很少 那個時候覺得很多 但是
[00:15:57.700 --> 00:16:02.000]  但香港最特別的地方在哪裡 大家知道嗎
[00:16:02.000 --> 00:16:06.480]  香港最特別的地方在哪裡 知道嗎
[00:16:06.480 --> 00:16:09.520]  香港從英國人統治的歷史一直到現在
[00:16:09.520 --> 00:16:12.180]  回歸 香港最特別的地方 我
[00:16:12.180 --> 00:16:13.480]  跟大家講
[00:16:13.480 --> 00:16:16.780]  很多特別的地方 其中一樣
[00:16:16.780 --> 00:16:19.580]  是別的地方大概沒有這麼多的
[00:16:19.580 --> 00:16:22.660]  基督教的學校
[00:16:22.660 --> 00:16:27.180]  聖保羅書院 是研究香港歷史的時候
[00:16:27.180 --> 00:16:30.240]  會提到的 中國 頭一批
[00:16:30.240 --> 00:16:33.280]  海外到美國留學的學生是從
[00:16:33.280 --> 00:16:35.660]  香港聖保羅書院出去
[00:16:35.660 --> 00:16:38.540]  成為中國歷史的新的一頁
[00:16:38.540 --> 00:16:42.560]  好 有多少基督教學校
[00:16:42.560 --> 00:16:45.260]  757間
[00:16:45.660 --> 00:16:48.400]  幼兒園127間
[00:16:48.400 --> 00:16:51.900]  幼稚園260間 我講基督教的
[00:16:51.900 --> 00:16:55.080]  小學199間
[00:16:55.080 --> 00:16:58.140]  中學180間 我們的教會
[00:16:58.140 --> 00:17:00.060]  開辦兩間中學
[00:17:00.060 --> 00:17:02.680]  大學裡面有基督教的
[00:17:02.680 --> 00:17:04.860]  中文大學崇基神學院
[00:17:04.860 --> 00:17:09.280]  進修會大學本身就是基督教的大學
[00:17:09.280 --> 00:17:12.600]  然後嶺南 理工呢
[00:17:12.600 --> 00:17:15.260]  校園裡面有很活躍的服務工作
[00:17:15.660 --> 00:17:18.700]  一個小小的香港 有700多間
[00:17:18.700 --> 00:17:21.400]  從幼兒到大學的
[00:17:21.400 --> 00:17:24.360]  基督教背景的教育
[00:17:24.360 --> 00:17:25.920]  這是香港最特別的地方
[00:17:25.920 --> 00:17:28.840]  我會鼓勵出來香港的人到
[00:17:28.840 --> 00:17:31.240]  香港很著名的一個
[00:17:31.240 --> 00:17:33.560]  歷史建築物去看一看
[00:17:33.560 --> 00:17:36.220]  就是到聖約翰
[00:17:36.220 --> 00:17:39.060]  座堂去看一看 你會明白
[00:17:39.060 --> 00:17:42.040]  香港的歷史跟基督教之間的關係
[00:17:43.260 --> 00:17:45.740]  背後講一件事情
[00:17:45.740 --> 00:17:49.620]  就是聖經所說的神的愛
[00:17:49.620 --> 00:17:51.900]  在這個社會裡面的關係
[00:17:51.900 --> 00:17:56.240]  神的愛在罪惡的現實裡面
[00:17:56.240 --> 00:17:59.200]  彰顯 神的愛藉著
[00:17:59.200 --> 00:18:02.200]  耶穌基督代替我們死彰顯
[00:18:02.200 --> 00:18:03.200]  最後
[00:18:03.200 --> 00:18:06.200]  神的愛與我們每一個人
[00:18:06.200 --> 00:18:07.200]  發生關係
[00:18:07.200 --> 00:18:10.940]  今天這個時代 神的愛
[00:18:11.080 --> 00:18:14.480]  還跟我們個別有親密的關係
[00:18:14.480 --> 00:18:16.260]  因為神就是愛
[00:18:16.260 --> 00:18:20.180]  主愛我們
[00:18:20.180 --> 00:18:23.140]  所以這個詩詞的主題 黃色的本子上面寫
[00:18:23.140 --> 00:18:24.140]  這是愛
[00:18:24.140 --> 00:18:27.160]  這是真的 那羅馬書
[00:18:27.160 --> 00:18:30.200]  是宗教改革重要的一本
[00:18:30.200 --> 00:18:31.380]  聖經書卷
[00:18:31.380 --> 00:18:34.700]  1517年
[00:18:34.700 --> 00:18:37.520]  作為宗教改革的一個定位
[00:18:37.520 --> 00:18:40.120]  明年是500週年
[00:18:40.960 --> 00:18:43.960]  到德國旅遊 到法國旅遊
[00:18:43.960 --> 00:18:46.960]  到瑞士旅遊
[00:18:46.960 --> 00:18:47.960]  都會接觸到
[00:18:47.960 --> 00:18:51.380]  基督教的一些色彩 歐洲
[00:18:51.380 --> 00:18:54.880]  有7個國家
[00:18:54.880 --> 00:18:56.740]  它的國旗是十字架
[00:18:56.740 --> 00:19:00.520]  而在聯合國今年做的一個調查
[00:19:00.520 --> 00:19:03.300]  就是全世界最快樂百姓的指數
[00:19:03.300 --> 00:19:06.260]  10個國家裡面有7個國家的國旗
[00:19:06.260 --> 00:19:08.980]  是有十字架的 挪威啊
[00:19:09.080 --> 00:19:12.120]  芬蘭啊 丹麥啊 瑞士
[00:19:12.120 --> 00:19:15.080]  我跟我愛人剛剛從瑞士回來
[00:19:15.080 --> 00:19:18.060]  我們去日內瓦的時候 當然導遊領隊帶我們
[00:19:18.060 --> 00:19:20.780]  是去看湖啊 風景
[00:19:20.780 --> 00:19:22.160]  日內瓦有誰
[00:19:22.160 --> 00:19:25.420]  500年前 約翰加爾文
[00:19:25.420 --> 00:19:28.820]  在那裡所立的貢獻
[00:19:28.820 --> 00:19:31.740]  宗教改革 你讀瑞士的歷史
[00:19:31.740 --> 00:19:34.960]  他們去吃飯的時候 我特別到一個書局去看一下
[00:19:34.960 --> 00:19:37.540]  我說要找英文書 講
[00:19:38.580 --> 00:19:41.520]  瑞士Switzerland的歷史
[00:19:41.520 --> 00:19:44.840]  他說有兩本 我拿出一本 哦 很貴
[00:19:44.840 --> 00:19:47.820]  因為瑞士發牢 那我就不買了
[00:19:47.820 --> 00:19:50.800]  我看一看 其中一章講到16世紀
[00:19:50.800 --> 00:19:53.260]  宗教改革英雄
