
[00:00:00.000 --> 00:00:03.000]  今天我要跟各位講的題目叫做
[00:01:56.500 --> 00:01:58.500]  都是有很多事實
[00:01:58.500 --> 00:02:00.500]  英文叫做judge
[00:02:00.500 --> 00:02:03.500]  就是他為老百姓來審判
[00:02:03.500 --> 00:02:07.500]  為老百姓來出主意的
[00:02:07.500 --> 00:02:09.500]  或者是來判定事情的
[00:02:09.500 --> 00:02:10.500]  所以叫做事實
[00:02:10.500 --> 00:02:13.500]  就在那個時代
[00:02:13.500 --> 00:02:17.500]  有一次國家遭受了大饑荒
[00:02:17.500 --> 00:02:19.500]  那麼老百姓中間有一個人
[00:02:19.500 --> 00:02:22.500]  他名字叫做以利米勒
[00:02:22.500 --> 00:02:24.500]  以利米勒的名字是說
[00:02:24.500 --> 00:02:26.500]  我的上帝是王
[00:02:26.500 --> 00:02:29.500]  表示他非常的尊崇
[00:02:29.500 --> 00:02:32.500]  非常的榮耀神樂
[00:02:32.500 --> 00:02:36.500]  那麼他就帶著妻子叫做納優米
[00:02:36.500 --> 00:02:37.500]  納優米
[00:02:37.500 --> 00:02:40.500]  納優米的意思就是甜蜜
[00:02:40.500 --> 00:02:42.500]  所以一個我的上帝是王
[00:02:42.500 --> 00:02:44.500]  有一個甜蜜的妻子
[00:02:44.500 --> 00:02:47.500]  他們住在伯利恆
[00:02:47.500 --> 00:02:50.500]  但是伯利恆發生了饑荒
[00:02:50.500 --> 00:02:52.500]  伯利恆Bethlehem
[00:02:52.500 --> 00:02:55.500]  他的意思是糧倉之家
[00:02:55.500 --> 00:02:57.500]  換句話說
[00:02:57.500 --> 00:03:00.500]  神的應許或者是糧倉之家
[00:03:00.500 --> 00:03:03.500]  都有可能發生饑荒
[00:03:03.500 --> 00:03:04.500]  所以有的時候我們唱歌說
[00:03:04.500 --> 00:03:07.500]  天色沒有常藍
[00:03:07.500 --> 00:03:09.500]  花香沒有常曼
[00:03:09.500 --> 00:03:11.500]  但是我們做功德行
[00:03:11.500 --> 00:03:13.500]  行路有平安
[00:03:13.500 --> 00:03:16.500]  神常與我們同在
[00:03:16.500 --> 00:03:19.500]  所以他們的生活有了困難
[00:03:19.500 --> 00:03:23.500]  所以他就帶著兩個兒子
[00:03:23.500 --> 00:03:26.500]  還有妻子離開了伯利恆
[00:03:26.500 --> 00:03:29.500]  伯利恆是在耶路撒冷旁邊
[00:03:29.500 --> 00:03:34.500]  就下到摩押地去討生活去
[00:03:34.500 --> 00:03:36.500]  等於是說
[00:03:36.500 --> 00:03:40.500]  他對神的信心小了
[00:03:40.500 --> 00:03:42.500]  他用自己的方法
[00:03:42.500 --> 00:03:44.500]  想要來解決這個困難
[00:03:44.500 --> 00:03:45.500]  但是很不幸
[00:03:45.500 --> 00:03:46.500]  他到了摩押地
[00:03:46.500 --> 00:03:47.500]  沒有多久
[00:03:47.500 --> 00:03:49.500]  摩押地也發生了饑荒
[00:03:49.500 --> 00:03:50.500]  他也死了
[00:03:50.500 --> 00:03:51.500]  他的兩個兒子也死了
[00:03:51.500 --> 00:03:56.500]  就剩下一個妻子跟兩個媳婦
[00:03:56.500 --> 00:03:58.500]  就三個寡婦
[00:03:58.500 --> 00:04:02.500]  就在摩押地也發生饑荒的情況之下
[00:04:02.500 --> 00:04:05.500]  結果他們聽說
[00:04:05.500 --> 00:04:08.500]  猶大地又開始豐收了
[00:04:08.500 --> 00:04:09.500]  所以他們就
[00:04:09.500 --> 00:04:15.500]  納優米就想著帶著他的媳婦
[00:04:15.500 --> 00:04:19.500]  路德就回到耶路撒冷
[00:04:19.500 --> 00:04:21.500]  回到伯利恆
[00:04:21.500 --> 00:04:23.500]  感謝神讚美神
[00:04:23.500 --> 00:04:30.500]  就是因為他這一個回歸的行動
[00:04:30.500 --> 00:04:36.500]  納優米他又再一次把他的兒媳婦
[00:04:36.500 --> 00:04:38.500]  帶到了族裡面
[00:04:38.500 --> 00:04:41.500]  帶給了波哈斯
[00:04:41.500 --> 00:04:44.500]  成為波哈斯的太太
[00:04:44.500 --> 00:04:47.500]  甚至於經上面說
[00:04:47.500 --> 00:04:53.500]  波哈斯跟路德生了俄貝德
[00:04:53.500 --> 00:04:54.500]  生了耶穌
[00:04:54.500 --> 00:04:55.500]  後來生了大衛
[00:04:55.500 --> 00:04:58.500]  所以在耶穌的家族上面
[00:04:58.500 --> 00:05:00.500]  有他的名字
[00:05:00.500 --> 00:05:02.500]  感謝神讚美神
[00:05:02.500 --> 00:05:04.500]  今天我們就要來講
[00:05:04.500 --> 00:05:08.500]  路德他是一個摩押女子
[00:05:08.500 --> 00:05:10.500]  他憑什麼能夠
[00:05:10.500 --> 00:05:12.500]  因為經上面說
[00:05:12.500 --> 00:05:13.500]  亞曼人摩押人
[00:05:13.500 --> 00:05:16.500]  有不得進耶和華的殿
[00:05:16.500 --> 00:05:18.500]  但是他卻成為
[00:05:18.500 --> 00:05:20.500]  大衛的真主母
[00:05:20.500 --> 00:05:21.500]  真真主母
[00:05:21.500 --> 00:05:23.500]  耶穌的家父
[00:05:23.500 --> 00:05:25.500]  裡面都有他的
[00:05:25.500 --> 00:05:26.500]  感謝神讚美神
[00:05:26.500 --> 00:05:27.500]  讓我們低頭禱告
[00:05:27.500 --> 00:05:29.500]  阿爸父我們謝謝你
[00:05:29.500 --> 00:05:32.500]  因為你是納優真又活的神
[00:05:32.500 --> 00:05:34.500]  我們願意來得到他
[00:05:34.500 --> 00:05:36.500]  應得當得佩人的榮耀
[00:05:36.500 --> 00:05:37.500]  這樣感謝禱告讚美神
[00:05:37.500 --> 00:05:39.500]  奉主耶穌基督的名
[00:05:39.500 --> 00:05:42.500]  我們可以switch到小經那邊
[00:05:42.500 --> 00:05:44.500]  我們來看第一段經文
[00:05:47.500 --> 00:05:49.500]  我很快講一下
[00:05:49.500 --> 00:05:51.500]  他是說
[00:05:51.500 --> 00:05:54.500]  他回到了伯利恆去
[00:05:54.500 --> 00:05:56.500]  納優米的丈夫
[00:05:56.500 --> 00:05:57.500]  以利理樂
[00:05:57.500 --> 00:06:01.500]  就是過去這個丈夫的親族中
[00:06:01.500 --> 00:06:03.500]  有一個人名字叫波瓦斯
[00:06:03.500 --> 00:06:05.500]  是個大才子
[00:06:05.500 --> 00:06:07.500]  摩押女子路德
[00:06:07.500 --> 00:06:09.500]  對納優米說
[00:06:09.500 --> 00:06:11.500]  容我往田間去
[00:06:11.500 --> 00:06:12.500]  我謀誰的恩
[00:06:12.500 --> 00:06:15.500]  就在誰的身後拾取麥穗
[00:06:15.500 --> 00:06:16.500]  納優米說
[00:06:16.500 --> 00:06:18.500]  女兒你只管去
[00:06:18.500 --> 00:06:19.500]  路德就去了
[00:06:19.500 --> 00:06:21.500]  來到田間
[00:06:21.500 --> 00:06:24.500]  在收割人身後拾取麥穗
[00:06:24.500 --> 00:06:25.500]  他恰巧到了
[00:06:25.500 --> 00:06:27.500]  以利理樂本族的人
[00:06:27.500 --> 00:06:30.500]  波瓦斯那塊田裡
[00:06:30.500 --> 00:06:34.500]  好的暫時停到這邊一下
[00:06:34.500 --> 00:06:38.500]  我們有的時候常常靈異解經說
[00:06:38.500 --> 00:06:40.500]  納優米就是聖靈
[00:06:40.500 --> 00:06:42.500]  你知道嗎
[00:06:42.500 --> 00:06:45.500]  聖靈帶著路德
[00:06:45.500 --> 00:06:47.500]  一個摩押女子
[00:06:47.500 --> 00:06:51.500]  來到神所運行的之地
[00:06:51.500 --> 00:06:54.500]  甚至於讓他跟波瓦斯
[00:06:54.500 --> 00:06:56.500]  成為波瓦斯的心腹
[00:06:56.500 --> 00:06:57.500]  所以有人說
[00:06:57.500 --> 00:07:01.500]  波瓦斯預表耶穌基督
[00:07:01.500 --> 00:07:04.500]  這是一個很抽象的一個
[00:07:04.500 --> 00:07:06.500]  但是這裡說
[00:07:06.500 --> 00:07:09.500]  摩押女子路德
[00:07:09.500 --> 00:07:13.500]  她回到伯里亨地
[00:07:13.500 --> 00:07:15.500]  猶太泉地
[00:07:15.500 --> 00:07:16.500]  但是聽他們說
[00:07:16.500 --> 00:07:19.500]  亞曼人摩押人不可入耶和華的殿
[00:07:19.500 --> 00:07:21.500]  這中間有一個典故事
[00:07:21.500 --> 00:07:24.500]  這個樣子
[00:07:24.500 --> 00:07:27.500]  當初亞伯拉罕的侄子
[00:07:27.500 --> 00:07:29.500]  叫做羅德
[00:07:29.500 --> 00:07:31.500]  他不是離開了亞伯拉罕
[00:07:31.500 --> 00:07:33.500]  然後越來越往東移
[00:07:33.500 --> 00:07:34.500]  最後來到了蘇州嗎
[00:07:34.500 --> 00:07:36.500]  俄羅馬嗎
[00:07:36.500 --> 00:07:38.500]  他有兩個女兒
[00:07:38.500 --> 00:07:40.500]  到後來仍然毀滅蘇州嗎
[00:07:40.500 --> 00:07:42.500]  俄羅馬
[00:07:42.500 --> 00:07:45.500]  所以羅德就帶著
[00:07:45.500 --> 00:07:47.500]  他的女兒跟妻子
[00:07:47.500 --> 00:07:48.500]  就往山上逃
[00:07:48.500 --> 00:07:49.500]  因為天使
[00:07:49.500 --> 00:07:51.500]  特別為了亞伯拉罕的緣故
[00:07:51.500 --> 00:07:53.500]  跟他們說你們去逃命
[00:07:53.500 --> 00:07:54.500]  而且跟他們說
[00:07:54.500 --> 00:07:55.500]  你們不要往回頭看
[00:07:55.500 --> 00:07:57.500]  就逃命去
[00:07:57.500 --> 00:08:00.500]  結果就往山上逃
[00:08:00.500 --> 00:08:02.500]  這個羅德的妻子好奇
[00:08:02.500 --> 00:08:04.500]  或者是眷戀
[00:08:04.500 --> 00:08:06.500]  這個蘇州嗎
[00:08:06.500 --> 00:08:08.500]  這個兩個罪惡的城市
[00:08:08.500 --> 00:08:10.500]  他回頭看之後
[00:08:10.500 --> 00:08:14.500]  煞時間就變成了一個岩柱
[00:08:14.500 --> 00:08:17.500]  所以羅德就帶了兩個女兒
[00:08:17.500 --> 00:08:21.500]  就躲到深山裡面去了
[00:08:21.500 --> 00:08:23.500]  後來羅德就跟他兩個女兒
[00:08:23.500 --> 00:08:25.500]  就生了兩個孩子
[00:08:25.500 --> 00:08:27.500]  一人生了一個
[00:08:27.500 --> 00:08:30.500]  一個就是雅門人的祖先
[00:08:30.500 --> 00:08:33.500]  一個就是摩亞人的祖先
[00:08:33.500 --> 00:08:37.500]  那麼雅門的意思就是先天
[00:08:37.500 --> 00:08:40.500]  摩亞的意思就是從父來的
[00:08:40.500 --> 00:08:42.500]  所以這兩個人呢
[00:08:42.500 --> 00:08:44.500]  是罪惡中生出來
[00:08:44.500 --> 00:08:46.500]  而且他們這兩個族的人
[00:08:46.500 --> 00:08:49.500]  後來跟以色列人常常作對
[00:08:49.500 --> 00:08:51.500]  所以神說他們
[00:08:51.500 --> 00:08:54.500]  永不得進耶和華的殿
[00:08:54.500 --> 00:08:57.500]  但是您知道嗎
[00:08:57.500 --> 00:08:59.500]  波阿斯我剛才說
[00:08:59.500 --> 00:09:03.500]  他其實他是誰的兒子
[00:09:03.500 --> 00:09:05.500]  波阿斯實際上是
[00:09:05.500 --> 00:09:08.500]  在這個耶利哥城那個
[00:09:08.500 --> 00:09:11.500]  城樓上面那個酒館那個妓院
[00:09:11.500 --> 00:09:15.500]  那個妓女拉荷生的
[00:09:15.500 --> 00:09:17.500]  當時以色列大軍來窺看
[00:09:17.500 --> 00:09:19.500]  耶利哥城的時候呢
[00:09:19.500 --> 00:09:21.500]  就來到這個酒館
[00:09:21.500 --> 00:09:24.500]  後來城裡面軍隊開始抓他們了
[00:09:24.500 --> 00:09:26.500]  說有探子來了
[00:09:26.500 --> 00:09:28.500]  就他們就藏到酒館裡面
[00:09:28.500 --> 00:09:29.500]  結果他們就
[00:09:29.500 --> 00:09:31.500]  約蘇亞跟迦勒就跟他說
[00:09:31.500 --> 00:09:35.500]  你讓我們逃走
[00:09:35.500 --> 00:09:37.500]  他就讓他們逃走了說
[00:09:37.500 --> 00:09:39.500]  你要留我的命
[00:09:39.500 --> 00:09:40.500]  留我全家的命
[00:09:40.500 --> 00:09:41.500]  他說好的
[00:09:41.500 --> 00:09:44.500]  你在窗戶上面綁一個紅絲帶
[00:09:44.500 --> 00:09:46.500]  我們大軍來的時候
[00:09:46.500 --> 00:09:48.500]  就越過你家
[00:09:48.500 --> 00:09:51.500]  所以拉荷全家就沒有被殺
[00:09:51.500 --> 00:09:55.500]  後來聖子儀他結了婚
[00:09:55.500 --> 00:09:58.500]  他生了波阿斯
[00:09:58.500 --> 00:10:01.500]  拉荷是迦南人
[00:10:01.500 --> 00:10:03.500]  所以波阿斯本身
[00:10:03.500 --> 00:10:06.500]  有半個迦南人的血統
[00:10:06.500 --> 00:10:12.500]  那麼波阿斯跟路德是摩押人
[00:10:12.500 --> 00:10:14.500]  後來生了俄貝德
[00:10:14.500 --> 00:10:15.500]  生了耶穌
[00:10:15.500 --> 00:10:16.500]  生了大衛等
[00:10:16.500 --> 00:10:17.500]  生了好多了
[00:10:17.500 --> 00:10:21.500]  所以大衛王甚至到了耶穌基督
[00:10:21.500 --> 00:10:26.500]  都不是傳統的猶太人
[00:10:26.500 --> 00:10:29.500]  換句話說
[00:10:29.500 --> 00:10:32.500]  神的選民
[00:10:32.500 --> 00:10:37.500]  或許剛開始是神的以色列人
[00:10:37.500 --> 00:10:40.500]  但是到了後來
[00:10:40.500 --> 00:10:42.500]  N.0到外方人
[00:10:42.500 --> 00:10:45.500]  甚至於米賽亞
[00:10:45.500 --> 00:10:50.500]  甚至於是為了萬國萬民萬族的
[00:10:50.500 --> 00:10:52.500]  所以這是一個預表
[00:10:52.500 --> 00:10:53.500]  是的
[00:10:53.500 --> 00:10:54.500]  拉荷是迦南人
[00:10:54.500 --> 00:10:57.500]  路德是摩押人
[00:10:57.500 --> 00:11:00.500]  波阿斯也是迦南人
[00:11:00.500 --> 00:11:03.500]  結果生了大衛
[00:11:03.500 --> 00:11:05.500]  大衛跟巴斯巴後來生了索羅門
[00:11:05.500 --> 00:11:08.500]  後來生了耶穌基督等
[00:11:08.500 --> 00:11:11.500]  那麼巴斯巴也不是猶太人
[00:11:11.500 --> 00:11:14.500]  所以我們就中間看出來了
[00:11:14.500 --> 00:11:16.500]  我們的生命裡面
[00:11:16.500 --> 00:11:17.500]  我們原本是與救恩無分
[00:11:17.500 --> 00:11:20.500]  但是當神的救恩臨到我們的時候
[00:11:20.500 --> 00:11:22.500]  恩典就永留不斷
[00:11:22.500 --> 00:11:24.500]  不是我們配合的
[00:11:24.500 --> 00:11:26.500]  不然不叫恩典不是嗎
[00:11:26.500 --> 00:11:28.500]  感謝神讚美神
[00:11:28.500 --> 00:11:30.500]  好的
[00:11:30.500 --> 00:11:32.500]  所以你在波阿斯
[00:11:32.500 --> 00:11:34.500]  在這個伯利衡以東
[00:11:34.500 --> 00:11:36.500]  大概有一米的地方
[00:11:36.500 --> 00:11:38.500]  他有一塊田
[00:11:38.500 --> 00:11:40.500]  就叫做波阿斯的田
[00:11:40.500 --> 00:11:42.500]  到了今天你去以色列
[00:11:42.500 --> 00:11:44.500]  你可以去參觀那個田
[00:11:44.500 --> 00:11:46.500]  已經變成景點了
[00:11:46.500 --> 00:11:50.500]  而在波阿斯的田的旁邊
[00:11:50.500 --> 00:11:52.500]  又有一塊田地
[00:11:52.500 --> 00:11:55.500]  稱作牧人之田
[00:11:55.500 --> 00:11:57.500]  這個波阿斯之田我們已經知道
[00:11:57.500 --> 00:12:00.500]  就是路德在那邊拾取麥穢
[00:12:00.500 --> 00:12:02.500]  小金可不可以
[00:12:02.500 --> 00:12:05.500]  放出來路德拾取麥穢
[00:12:05.500 --> 00:12:07.500]  這個信息
[00:12:07.500 --> 00:12:09.500]  點信息
[00:12:09.500 --> 00:12:12.500]  得著永留不斷的恩典
[00:12:12.500 --> 00:12:15.500]  得著永留不斷的恩典
[00:12:15.500 --> 00:12:20.500]  得著永留不斷的恩典
[00:12:20.500 --> 00:12:22.500]  講臺信息
[00:12:22.500 --> 00:12:24.500]  得著永留不斷的恩典
[00:12:24.500 --> 00:12:27.500]  得著永留不斷的恩典
[00:12:27.500 --> 00:12:29.500]  講臺信息
[00:12:29.500 --> 00:12:32.500]  得著永留不斷的恩典
[00:12:32.500 --> 00:12:34.500]  一樣
[00:12:34.500 --> 00:12:37.500]  這個就是路德拾穢拾穢
[00:12:37.500 --> 00:12:39.500]  這個是名家畫的
[00:12:39.500 --> 00:12:41.500]  世界有名的
[00:12:41.500 --> 00:12:43.500]  我看到七媽媽家有一幅刺繡
[00:12:43.500 --> 00:12:45.500]  路德拾穢
[00:12:45.500 --> 00:12:48.500]  路德拾穢就是在波阿斯的田裡面
[00:12:48.500 --> 00:12:49.500]  您知道嗎
[00:12:49.500 --> 00:12:51.500]  剛才我講牧人之田
[00:12:51.500 --> 00:12:53.500]  這兩個是在一起
[00:12:53.500 --> 00:12:57.500]  牧人之田是當初耶穌基督降生的時候
[00:12:57.500 --> 00:12:59.500]  天使長家百列
[00:12:59.500 --> 00:13:01.500]  向牧羊人說
[00:13:01.500 --> 00:13:04.500]  我告訴你們一個大好的信息
[00:13:04.500 --> 00:13:06.500]  今天耶穌基督降生了
[00:13:06.500 --> 00:13:07.500]  榮耀歸天上的神
[00:13:07.500 --> 00:13:08.500]  平安歸喜樂
[00:13:08.500 --> 00:13:10.500]  歸地上神所喜悅的人
[00:13:10.500 --> 00:13:12.500]  就是這個地方
[00:13:12.500 --> 00:13:13.500]  所以
[00:13:13.500 --> 00:13:16.500]  波阿斯的田跟牧人之田
[00:13:16.500 --> 00:13:18.500]  是在一起的
[00:13:18.500 --> 00:13:19.500]  換句話說
[00:13:19.500 --> 00:13:26.500]  波阿斯跟路德合為一體
[00:13:26.500 --> 00:13:29.500]  好像耶穌引起新婦一樣
[00:13:29.500 --> 00:13:32.500]  是跟千年之後
[00:13:32.500 --> 00:13:36.500]  耶穌基督降生那個地方
[00:13:36.500 --> 00:13:37.500]  是同一個地方
[00:13:37.500 --> 00:13:39.500]  是同一個事情
[00:13:39.500 --> 00:13:42.500]  如果我們不看他前後的次序的話
[00:13:42.500 --> 00:13:45.500]  就是神他一切
[00:13:45.500 --> 00:13:47.500]  都是安排好了
[00:13:47.500 --> 00:13:49.500]  是的
[00:13:49.500 --> 00:13:55.500]  我們回到那個經文
[00:13:55.500 --> 00:13:58.500]  在路德記第二
[00:13:58.500 --> 00:13:59.500]  他的第三節
[00:13:59.500 --> 00:14:00.500]  他說路德就去了
[00:14:00.500 --> 00:14:02.500]  來到天間
[00:14:02.500 --> 00:14:06.500]  在收割的人身後拾穢賣稅
[00:14:06.500 --> 00:14:09.500]  他恰巧到了伊利米勒本族的人
[00:14:09.500 --> 00:14:11.500]  波阿斯那塊田裡
[00:14:11.500 --> 00:14:12.500]  這句話
[00:14:12.500 --> 00:14:13.500]  在路德記裡面
[00:14:13.500 --> 00:14:15.500]  有許多恰巧這兩個字
[00:14:15.500 --> 00:14:17.500]  這真是恰巧嗎
[00:14:17.500 --> 00:14:21.500]  這又是一個神的安排
[00:14:21.500 --> 00:14:22.500]  好的
[00:14:22.500 --> 00:14:23.500]  我們講了波阿斯的田
[00:14:23.500 --> 00:14:24.500]  講了牧人之田
[00:14:24.500 --> 00:14:27.500]  我順便一提
[00:14:27.500 --> 00:14:30.500]  猶太人都知道這個故事
[00:14:30.500 --> 00:14:32.500]  這個故事是講
[00:14:32.500 --> 00:14:37.500]  叫做阿爾蘭的河場
[00:14:37.500 --> 00:14:40.500]  是聖殿所在的地方
[00:14:40.500 --> 00:14:41.500]  聖殿當初就職
[00:14:41.500 --> 00:14:43.500]  就是在阿爾蘭的河場
[00:14:43.500 --> 00:14:45.500]  他的故事是這麼說
[00:14:45.500 --> 00:14:47.500]  他說
[00:14:47.500 --> 00:14:51.500]  在耶布斯地住著兩個兄弟
[00:14:51.500 --> 00:14:54.500]  耶布斯就是耶路撒冷
[00:14:54.500 --> 00:14:55.500]  一個叫做阿爾蘭
[00:14:55.500 --> 00:14:59.500]  一個弟弟叫雅勞拿
[00:14:59.500 --> 00:15:01.500]  他們兩個長大成家了
[00:15:01.500 --> 00:15:02.500]  分了地業
[00:15:02.500 --> 00:15:04.500]  都是相鄰在一起的
[00:15:04.500 --> 00:15:07.500]  比鄰的兩塊田
[00:15:07.500 --> 00:15:10.500]  那麼弟弟呢
[00:15:10.500 --> 00:15:12.500]  心裡面想
[00:15:12.500 --> 00:15:15.500]  我哥哥一家口那麼多人
[00:15:15.500 --> 00:15:19.500]  但是我就這麼家裡面人丁稀少
[00:15:19.500 --> 00:15:21.500]  我哥哥他們嘴巴吃飯的多
[00:15:21.500 --> 00:15:24.500]  所以我應該把我這個收成呢
[00:15:24.500 --> 00:15:27.500]  很像偷偷地挑過去
[00:15:27.500 --> 00:15:28.500]  挑幾蛋
[00:15:28.500 --> 00:15:30.500]  去到我哥哥的田裡面去放
[00:15:30.500 --> 00:15:32.500]  所以他就這麼做
[00:15:32.500 --> 00:15:34.500]  那哥哥呢
[00:15:34.500 --> 00:15:36.500]  心裡面想著弟弟
[00:15:36.500 --> 00:15:38.500]  他說我家人多
[00:15:38.500 --> 00:15:39.500]  人手多
[00:15:39.500 --> 00:15:40.500]  但是弟弟呢
[00:15:40.500 --> 00:15:42.500]  他人手少
[00:15:42.500 --> 00:15:43.500]  他又是弟弟
[00:15:43.500 --> 00:15:46.500]  而且神的豐富的供應這麼多
[00:15:46.500 --> 00:15:48.500]  所以他也
[00:15:48.500 --> 00:15:50.500]  深更半夜就挑了幾蛋
[00:15:50.500 --> 00:15:53.500]  往弟弟的田上去放
[00:15:53.500 --> 00:15:55.500]  挑那個收成
[00:15:55.500 --> 00:15:57.500]  結果這麼來往幾次以後
[00:15:57.500 --> 00:15:59.500]  兩個人就納悶了
[00:15:59.500 --> 00:16:01.500]  送到都沒有少
[00:16:01.500 --> 00:16:03.500]  挑了半天送到對方去
[00:16:03.500 --> 00:16:05.500]  結果那天晚上
[00:16:05.500 --> 00:16:06.500]  夜黑風高
[00:16:06.500 --> 00:16:08.500]  兩個人又挑了
[00:16:08.500 --> 00:16:10.500]  往對方的田去
[00:16:10.500 --> 00:16:12.500]  正好
[00:16:12.500 --> 00:16:13.500]  碰在一起了
[00:16:13.500 --> 00:16:15.500]  兩個人才知道
[00:16:15.500 --> 00:16:17.500]  原來是這個樣
[00:16:17.500 --> 00:16:19.500]  兄弟相親相愛
[00:16:19.500 --> 00:16:21.500]  就相擁而起
[00:16:21.500 --> 00:16:22.500]  而哭啊
[00:16:22.500 --> 00:16:24.500]  就在那個地方
[00:16:24.500 --> 00:16:25.500]  所以後來
[00:16:25.500 --> 00:16:28.500]  他們說聖殿就是定在
[00:16:28.500 --> 00:16:31.500]  兩個人碰在那個地方
[00:16:31.500 --> 00:16:33.500]  就是聖殿的建築在那個地方
[00:16:33.500 --> 00:16:35.500]  感謝神讚美神
[00:16:35.500 --> 00:16:37.500]  這裡一到七節
[00:16:37.500 --> 00:16:39.500]  他是說當伯瓦斯
[00:16:39.500 --> 00:16:44.500]  第一次遇見路德的時候
[00:16:44.500 --> 00:16:47.500]  路德正巧來到伯瓦斯的田裡面
[00:16:47.500 --> 00:16:49.500]  那麼伯瓦斯出去
[00:16:49.500 --> 00:16:53.500]  然後回來問人家說
[00:16:53.500 --> 00:16:54.500]  這個收割的
[00:16:54.500 --> 00:16:55.500]  這個在後面
[00:16:55.500 --> 00:16:58.500]  十歲這個是誰呢
[00:16:58.500 --> 00:17:00.500]  人家說那是摩押女子
[00:17:00.500 --> 00:17:03.500]  跟奈歐米從摩押地回來了
[00:17:03.500 --> 00:17:05.500]  那麼路德就跟他說
[00:17:05.500 --> 00:17:07.500]  請你容我跟著收割的人
[00:17:07.500 --> 00:17:12.500]  拾取打捆剩下的麥穗
[00:17:12.500 --> 00:17:14.500]  他從早晨直到如今
[00:17:14.500 --> 00:17:15.500]  除了在屋裡坐以為
[00:17:15.500 --> 00:17:17.500]  藏在這裡
[00:17:17.500 --> 00:17:18.500]  好的
[00:17:18.500 --> 00:17:21.500]  讓我們看下一章
[00:17:21.500 --> 00:17:22.500]  好的
[00:17:22.500 --> 00:17:24.500]  是的
[00:17:24.500 --> 00:17:25.500]  認識了
[00:17:25.500 --> 00:17:26.500]  就好像我們當初
[00:17:26.500 --> 00:17:28.500]  剛認識神的時候
[00:17:28.500 --> 00:17:29.500]  我們可能是
[00:17:29.500 --> 00:17:31.500]  根本就是外方人
[00:17:31.500 --> 00:17:33.500]  以前跟神完全不熟
[00:17:33.500 --> 00:17:35.500]  甚至於從來不想來教會
[00:17:35.500 --> 00:17:37.500]  但是當我們認識神的時候
[00:17:37.500 --> 00:17:40.500]  神就恩待我們
[00:17:40.500 --> 00:17:43.500]  我不知道你們覺得怎麼樣
[00:17:43.500 --> 00:17:45.500]  我以前很風光的
[00:17:45.500 --> 00:17:47.500]  在世界上面
[00:17:47.500 --> 00:17:49.500]  做工賺錢
[00:17:49.500 --> 00:17:51.500]  甚至於股票
[00:17:51.500 --> 00:17:53.500]  自己也了不起
[00:17:53.500 --> 00:17:56.500]  但是當我遇見神的時候
[00:17:56.500 --> 00:17:58.500]  我恰巧來到
[00:17:58.500 --> 00:18:01.500]  波阿斯的田裡面的時候
[00:18:01.500 --> 00:18:03.500]  我像一個摩押人
