
[00:00:00.000 --> 00:00:03.280]  孔子的學生曾子曾經說過
[00:01:35.800 --> 00:01:37.800]  是否當不當做都好
[00:01:37.800 --> 00:01:42.280]  你都要去傳神的道
[00:01:42.280 --> 00:01:44.280]  傳不只是口說
[00:01:44.280 --> 00:01:46.280]  傳不是隨便說
[00:01:46.280 --> 00:01:48.280]  傳得很大聲
[00:01:48.280 --> 00:01:49.280]  很清楚
[00:01:49.280 --> 00:01:53.280]  讓每個聽到訊息的人都知道我們所說的
[00:01:53.280 --> 00:01:56.280]  我們所演繹的是一個很重要的訊息
[00:01:56.280 --> 00:01:59.280]  究竟神的道是什麼意思呢?
[00:01:59.280 --> 00:02:02.280]  神的道就是指神的說話
[00:02:02.280 --> 00:02:03.280]  神的真理
[00:02:03.280 --> 00:02:07.280]  甚至在約翰所表達的訊息裡面
[00:02:07.280 --> 00:02:09.280]  神的道就是耶穌自己
[00:02:09.280 --> 00:02:12.280]  所以保羅的意思
[00:02:12.280 --> 00:02:15.280]  無論是否有合適時間
[00:02:15.280 --> 00:02:20.280]  我們都要向世人清楚宣告神的話
[00:02:20.280 --> 00:02:23.280]  神的真理,甚至主耶穌自己
[00:02:23.280 --> 00:02:25.280]  保羅很清楚知道
[00:02:25.280 --> 00:02:28.280]  他處身一個絕對對福音
[00:02:28.280 --> 00:02:31.280]  是一個很艱難的時候
[00:02:31.280 --> 00:02:33.280]  在史老時代
[00:02:33.280 --> 00:02:34.280]  羅馬統治
[00:02:34.280 --> 00:02:36.280]  基督徒要面對逼迫
[00:02:36.280 --> 00:02:40.280]  甚至隨時被人丟進野獸競技場裡面
[00:02:40.280 --> 00:02:41.280]  餵野獸
[00:02:41.280 --> 00:02:43.280]  被捉下監
[00:02:43.280 --> 00:02:44.280]  釘十字架
[00:02:44.280 --> 00:02:46.280]  保羅絕對認同
[00:02:46.280 --> 00:02:49.280]  他當時的處境是非常危險
[00:02:49.280 --> 00:02:50.280]  但是他沒有說
[00:02:50.280 --> 00:02:52.280]  我們不用傳了
[00:02:52.280 --> 00:02:53.280]  保住自己的命
[00:02:53.280 --> 00:02:54.280]  不是
[00:02:54.280 --> 00:02:56.280]  保羅以一個很命令的字眼
[00:02:56.280 --> 00:02:59.280]  無要傳道
[00:02:59.280 --> 00:03:01.280]  是一個絕對的吩咐
[00:03:01.280 --> 00:03:04.280]  為什麼保羅這麼嚴謹
[00:03:04.280 --> 00:03:07.280]  是不是他不理會我們的生死呢?
[00:03:07.280 --> 00:03:08.280]  不是
[00:03:08.280 --> 00:03:10.280]  保羅這麼嚴謹要求
[00:03:10.280 --> 00:03:11.280]  吩咐提摩太
[00:03:11.280 --> 00:03:13.280]  也吩咐我們
[00:03:13.280 --> 00:03:16.280]  是因為神的道
[00:03:16.280 --> 00:03:18.280]  主耶穌基督的訊息
[00:03:18.280 --> 00:03:21.280]  是關乎全人類的和福
[00:03:21.280 --> 00:03:24.280]  和生死
[00:03:24.280 --> 00:03:26.280]  多年前我自己
[00:03:26.280 --> 00:03:27.280]  有一天
[00:03:27.280 --> 00:03:28.280]  應該是上午
[00:03:28.280 --> 00:03:30.280]  十一點多
[00:03:30.280 --> 00:03:32.280]  忘記是十點還是十一點
[00:03:32.280 --> 00:03:33.280]  我收到一個電話
[00:03:33.280 --> 00:03:35.280]  是我妹妹打給我的
[00:03:35.280 --> 00:03:36.280]  她說大哥
[00:03:36.280 --> 00:03:37.280]  哥哥不行了
[00:03:37.280 --> 00:03:39.280]  哥哥的意思是我姐夫
[00:03:39.280 --> 00:03:41.280]  你快點來吧
[00:03:41.280 --> 00:03:44.280]  於是我就馬上坐計程車去馬來醫院
[00:03:44.280 --> 00:03:47.280]  當時我姐夫已經深切治療部
[00:03:47.280 --> 00:03:51.280]  就細菌感染
[00:03:51.280 --> 00:03:54.280]  危在旦夕
[00:03:54.280 --> 00:03:56.280]  但我都不明白
[00:03:56.280 --> 00:04:00.280]  為什麼當時醫院只容許我們兩個家人
[00:04:00.280 --> 00:04:02.280]  逐個逐個進去看
[00:04:02.280 --> 00:04:04.280]  我去到的時候
[00:04:04.280 --> 00:04:07.280]  已經有很多親戚在那裡
[00:04:07.280 --> 00:04:09.280]  我不理三七二十一
[00:04:09.280 --> 00:04:10.280]  見到我姐姐
[00:04:10.280 --> 00:04:12.280]  我就說姐姐我們進去
[00:04:12.280 --> 00:04:14.280]  其實當時她的兒子在那裡
[00:04:14.280 --> 00:04:17.280]  照理來說應該是她和她的兒子進去
[00:04:17.280 --> 00:04:19.280]  但我不知道為什麼
[00:04:19.280 --> 00:04:21.280]  我看不到任何東西
[00:04:21.280 --> 00:04:23.280]  我只看到一個很寶貴的靈魂
[00:04:23.280 --> 00:04:26.280]  一個快要死亡失喪的人
[00:04:26.280 --> 00:04:29.280]  我需要來把握機會
[00:04:29.280 --> 00:04:31.280]  我進去和我姐夫說
[00:04:31.280 --> 00:04:32.280]  很感恩
[00:04:32.280 --> 00:04:34.280]  當時他真的做了一個決定
[00:04:34.280 --> 00:04:36.280]  去信耶穌
[00:04:36.280 --> 00:04:39.280]  當然現在已經康復了
[00:04:39.280 --> 00:04:42.280]  信仰有些起起跌跌
[00:04:42.280 --> 00:04:44.280]  無論如何我想表達什麼呢?
[00:04:44.280 --> 00:04:47.280]  無論當時環境如何
[00:04:47.280 --> 00:04:50.280]  為了一個失喪的靈魂
[00:04:50.280 --> 00:04:52.280]  我們真的要把握
[00:04:52.280 --> 00:04:56.280]  傳道不只是言語
[00:04:56.280 --> 00:04:58.280]  傳道是有行動
[00:04:58.280 --> 00:05:00.280]  就像八十週年的詩歌說
[00:05:00.280 --> 00:05:02.280]  供羊主基督救恩
[00:05:02.280 --> 00:05:04.280]  聽主差遣
[00:05:04.280 --> 00:05:06.280]  跟主腳蹤
[00:05:06.280 --> 00:05:08.280]  這個就是保羅的意思
[00:05:08.280 --> 00:05:09.280]  無要傳道
[00:05:09.280 --> 00:05:10.280]  不是站在那裡
[00:05:10.280 --> 00:05:12.280]  或者不只是站在教會裡面
[00:05:12.280 --> 00:05:14.280]  很大聲的說耶穌
[00:05:14.280 --> 00:05:17.280]  而是到我們的生活周遭環境裡面
[00:05:17.280 --> 00:05:18.280]  用我們的生命
[00:05:18.280 --> 00:05:19.280]  用我們的腳
[00:05:19.280 --> 00:05:20.280]  很活潑的
[00:05:20.280 --> 00:05:21.280]  很合時的
[00:05:21.280 --> 00:05:24.280]  很能夠應人的需要
[00:05:24.280 --> 00:05:28.280]  去將福音的大能和人宣講
[00:05:28.280 --> 00:05:30.280]  傳羊主道
[00:05:30.280 --> 00:05:35.280]  包括我們對信仰立場的宣告
[00:05:35.280 --> 00:05:39.280]  北愛爾蘭的餅店的老闆
[00:05:39.280 --> 00:05:44.280]  拒絕為一對同性婚姻的人訂做蛋糕
[00:05:44.280 --> 00:05:46.280]  不是因為他們訂做蛋糕
[00:05:46.280 --> 00:05:51.280]  是因為蛋糕有同性婚姻的意識
[00:05:51.280 --> 00:05:52.280]  他說我不做
[00:05:52.280 --> 00:05:54.280]  當然被人告
[00:05:54.280 --> 00:05:57.280]  他上訴英國最高法院
[00:05:57.280 --> 00:06:01.280]  結果法院裁定這個老闆不是其次
[00:06:01.280 --> 00:06:04.280]  所以上訴得直
[00:06:04.280 --> 00:06:06.280]  真的不容易
[00:06:06.280 --> 00:06:11.280]  當我們在這樣的自由社會裡面
[00:06:11.280 --> 00:06:14.280]  你都可以變成真理
[00:06:14.280 --> 00:06:17.280]  你都可以說我要告你就告你
[00:06:17.280 --> 00:06:19.280]  但是我們作為基督徒
[00:06:19.280 --> 00:06:22.280]  無要傳道的意思是什麼呢
[00:06:22.280 --> 00:06:24.280]  包括我們的立場
[00:06:24.280 --> 00:06:26.280]  包括我們的價值觀
[00:06:26.280 --> 00:06:29.280]  我們都要很清楚的啟定
[00:06:29.280 --> 00:06:31.280]  甚至宣告
[00:06:31.280 --> 00:06:33.280]  什麼叫不得時呢
[00:06:33.280 --> 00:06:35.280]  什麼叫不是時機呢
[00:06:35.280 --> 00:06:37.280]  換言之我想說什麼呢
[00:06:37.280 --> 00:06:40.280]  就好像我們在一個共產的國家
[00:06:40.280 --> 00:06:42.280]  在一個穆斯林的國家裡面
[00:06:42.280 --> 00:06:46.280]  傳福音絕對不是一個容易的事
[00:06:46.280 --> 00:06:48.280]  或者我們今天工作很忙碌
[00:06:48.280 --> 00:06:50.280]  政府正所謂為兩餐
[00:06:50.280 --> 00:06:53.280]  我們真的沒空死沒空病
[00:06:53.280 --> 00:06:55.280]  哪有時間哪有心去傳福音呢
[00:06:55.280 --> 00:06:58.280]  或者面對今天的人心這麼剛硬
[00:06:58.280 --> 00:07:01.280]  我們真的有心都無力
[00:07:01.280 --> 00:07:04.280]  加上自己人微言輕
[00:07:04.280 --> 00:07:06.280]  我家裡是最小的還是女的
[00:07:06.280 --> 00:07:08.280]  我們說耶穌傳福音
[00:07:08.280 --> 00:07:10.280]  一定會被哥哥姐姐罵到死
[00:07:10.280 --> 00:07:13.280]  甚至我們覺得自己脫口笨舌
[00:07:13.280 --> 00:07:15.280]  我哪有資格去傳福音呢
[00:07:15.280 --> 00:07:18.280]  這些在我們很多弟兄姊妹的生活中
[00:07:18.280 --> 00:07:20.280]  都是不合適的時間
[00:07:20.280 --> 00:07:23.280]  但正正有這種觀念
[00:07:23.280 --> 00:07:27.280]  我們看著很多至親至愛的人
[00:07:27.280 --> 00:07:29.280]  失去聽福音的機會
[00:07:29.280 --> 00:07:31.280]  就因為這種觀念
[00:07:31.280 --> 00:07:32.280]  我們覺得不合適
[00:07:32.280 --> 00:07:35.280]  我們有很多的藉口
[00:07:35.280 --> 00:07:39.280]  以致妨礙了我們將福音帶給別人
[00:07:39.280 --> 00:07:41.280]  甚至慢慢我們自己都失去了
[00:07:41.280 --> 00:07:45.280]  傳福音作見證的動力
[00:07:45.280 --> 00:07:47.280]  不單止有時候我們很容易
[00:07:47.280 --> 00:07:49.280]  面對不合適的時間
[00:07:49.280 --> 00:07:53.280]  其實上帝也給我們很多合適的機會
[00:07:53.280 --> 00:07:56.280]  最近我有機會去雅寧國裡面
[00:07:56.280 --> 00:07:58.280]  來訪孫
[00:07:58.280 --> 00:08:00.280]  是一個共產國家
[00:08:00.280 --> 00:08:02.280]  這個共產國家有一個特色
[00:08:02.280 --> 00:08:06.280]  就是他看到基督教
[00:08:06.280 --> 00:08:08.280]  在國裡面
[00:08:08.280 --> 00:08:12.280]  發揮一個很重要的愛心的服事
[00:08:12.280 --> 00:08:16.280]  他們覺得基督教是能夠幫到國家的
[00:08:16.280 --> 00:08:18.280]  但由於他們是共產國家
[00:08:18.280 --> 00:08:20.280]  所以他們明明不容許
[00:08:20.280 --> 00:08:22.280]  教會以外有福音的工作
[00:08:22.280 --> 00:08:24.280]  很奇妙
[00:08:24.280 --> 00:08:30.280]  竟然容許國內四大宗教的領袖
[00:08:30.280 --> 00:08:32.280]  在下個月
[00:08:32.280 --> 00:08:35.280]  他們的領袖可以去到國會裡面
[00:08:35.280 --> 00:08:38.280]  陳述他們的信仰
[00:08:38.280 --> 00:08:40.280]  雖然不只是基督教
[00:08:40.280 --> 00:08:42.280]  但基督教的領袖代表
[00:08:42.280 --> 00:08:44.280]  竟然能夠在國會裡面
[00:08:44.280 --> 00:08:46.280]  開宗明義
[00:08:46.280 --> 00:08:50.280]  堂堂正正講自己的信仰和福音
[00:08:50.280 --> 00:08:52.280]  這豈不是一個時機嗎?
[00:08:52.280 --> 00:08:55.280]  所以無論是不是時機
[00:08:55.280 --> 00:08:57.280]  保羅提醒我們
[00:08:57.280 --> 00:08:59.280]  我們都要傳
[00:08:59.280 --> 00:09:02.280]  正如天使所報的訊息
[00:09:02.280 --> 00:09:05.280]  是一個關乎萬民的訊息
[00:09:05.280 --> 00:09:08.280]  保羅要我們傳
[00:09:08.280 --> 00:09:10.280]  無論什麼環境要傳
[00:09:10.280 --> 00:09:13.280]  是因為這個訊息是關乎萬民的
[00:09:13.280 --> 00:09:18.280]  面對這個關乎萬民的訊息
[00:09:18.280 --> 00:09:20.280]  保羅同樣提醒我們
[00:09:20.280 --> 00:09:22.280]  不容易的
[00:09:22.280 --> 00:09:24.280]  特別是在一個不合適的時機裡
[00:09:24.280 --> 00:09:27.280]  艱難不自由的環境裡
[00:09:27.280 --> 00:09:28.280]  不過保羅提醒
[00:09:28.280 --> 00:09:29.280]  不要緊
[00:09:29.280 --> 00:09:31.280]  總要專心
[00:09:31.280 --> 00:09:33.280]  總要忍耐
[00:09:33.280 --> 00:09:37.280]  在二節下半節至五節裡
[00:09:37.280 --> 00:09:39.280]  總要專心
[00:09:39.280 --> 00:09:40.280]  我們一起讀好嗎?
[00:09:40.280 --> 00:09:41.280]  預備起
[00:09:41.280 --> 00:09:42.280]  總要專心
[00:09:42.280 --> 00:09:44.280]  並用百般的忍耐
[00:09:44.280 --> 00:09:45.280]  各樣的教訓
[00:09:45.280 --> 00:09:46.280]  責備人
[00:09:46.280 --> 00:09:47.280]  警戒人
[00:09:47.280 --> 00:09:48.280]  勸勉人
[00:09:48.280 --> 00:09:50.280]  因為時候要到
[00:09:50.280 --> 00:09:52.280]  人必厭煩純正的道理
[00:09:52.280 --> 00:09:54.280]  以妥法養
[00:09:54.280 --> 00:09:56.280]  就隨從自己的情慾
[00:09:56.280 --> 00:09:58.280]  增添好些詩符
[00:09:58.280 --> 00:10:00.280]  並且掩耳不聽真道
[00:10:00.280 --> 00:10:02.280]  偏向方便的言語
[00:10:02.280 --> 00:10:04.280]  你卻要凡事謹慎
[00:10:04.280 --> 00:10:06.280]  忍受苦難
[00:10:06.280 --> 00:10:07.280]  做傳道的功夫
[00:10:07.280 --> 00:10:08.280]  盡你的積分
[00:10:08.280 --> 00:10:11.280]  保羅吩咐你要務要傳道
[00:10:11.280 --> 00:10:13.280]  但他同時提醒
[00:10:13.280 --> 00:10:15.280]  同樣你要專心
[00:10:15.280 --> 00:10:18.280]  而且要忍耐
[00:10:18.280 --> 00:10:20.280]  專心的意思簡單來說
[00:10:20.280 --> 00:10:22.280]  就是要常作準備
[00:10:22.280 --> 00:10:24.280]  準備好
[00:10:24.280 --> 00:10:26.280]  很多時候如果不準備好
[00:10:26.280 --> 00:10:28.280]  機會來到的時候
[00:10:28.280 --> 00:10:30.280]  我們都不會把握到
[00:10:30.280 --> 00:10:32.280]  或者我們會走寶
[00:10:32.280 --> 00:10:34.280]  保羅很清楚知道
[00:10:34.280 --> 00:10:36.280]  當時的社會異端橫行
[00:10:36.280 --> 00:10:39.280]  敵對勢力已經大展攻勢
[00:10:39.280 --> 00:10:41.280]  作為基督徒絕對不沉默
[00:10:41.280 --> 00:10:43.280]  今天我想你和我都會認同這一點
[00:10:43.280 --> 00:10:45.280]  如果我們再沉默
[00:10:45.280 --> 00:10:47.280]  我們就會失去影響
[00:10:47.280 --> 00:10:49.280]  那些失去靈魂的心
[00:10:49.280 --> 00:10:51.280]  你不去得那些人的心
[00:10:51.280 --> 00:10:53.280]  得那些人的靈魂
[00:10:53.280 --> 00:10:55.280]  異端敵對的勢力
[00:10:55.280 --> 00:10:57.280]  就會去得
[00:10:57.280 --> 00:11:01.280]  我們有一位姊妹的哥哥
[00:11:01.280 --> 00:11:05.280]  一直以來都挺反基督徒
[00:11:05.280 --> 00:11:06.280]  基督教
[00:11:06.280 --> 00:11:08.280]  對福音沒什麼興趣
[00:11:08.280 --> 00:11:10.280]  這位姊妹的哥哥
[00:11:10.280 --> 00:11:12.280]  後來患了末期癌症
[00:11:12.280 --> 00:11:14.280]  姊妹最初都沒什麼信心
[00:11:14.280 --> 00:11:15.280]  怎樣呢?
[00:11:15.280 --> 00:11:16.280]  很矛盾
[00:11:16.280 --> 00:11:19.280]  當然我們都有機會去探訪
[00:11:19.280 --> 00:11:24.280]  第一次的探訪其實遭受這位姊妹的哥哥冷漠的回應
[00:11:24.280 --> 00:11:26.280]  但我們沒有放棄
[00:11:26.280 --> 00:11:29.280]  因為這個是關乎人的靈魂
[00:11:29.280 --> 00:11:31.280]  我們仍然關心他
[00:11:31.280 --> 00:11:33.280]  仍然把握機會
[00:11:33.280 --> 00:11:35.280]  有一次我們再去的時候
[00:11:35.280 --> 00:11:37.280]  我們都想著只是關心他
[00:11:37.280 --> 00:11:39.280]  問候他的身體
[00:11:39.280 --> 00:11:40.280]  祝福他
[00:11:40.280 --> 00:11:42.280]  當我們想著祝福他的時候
[00:11:42.280 --> 00:11:45.280]  聖靈感動了他的僕人
[00:11:45.280 --> 00:11:48.280]  讓我突然有一個感覺
[00:11:48.280 --> 00:11:50.280]  不妨試試問他
[00:11:50.280 --> 00:11:52.280]  願不願意聽一次福音
[00:11:52.280 --> 00:11:54.280]  很奇妙
[00:11:54.280 --> 00:11:57.280]  這位人認為沒可能聽福音的人
[00:11:57.280 --> 00:11:59.280]  竟然說我願意
[00:11:59.280 --> 00:12:01.280]  不單止我願意聽福音
[00:12:01.280 --> 00:12:04.280]  最後就是在病床裏面去決志信耶穌
[00:12:04.280 --> 00:12:10.280]  弟兄姊妹,我們不單要準備全福音的工具
[00:12:10.280 --> 00:12:14.280]  我們更加要準備全福音的心
[00:12:14.280 --> 00:12:18.280]  就算全世界都覺得這個人沒可能會聽福音
[00:12:18.280 --> 00:12:20.280]  這個不是一個合適的時機
[00:12:20.280 --> 00:12:23.280]  但當聖靈感動我的時候
[00:12:23.280 --> 00:12:25.280]  我就要把握
[00:12:25.280 --> 00:12:26.280]  我就要專心
[00:12:26.280 --> 00:12:27.280]  專心就是這個意思
[00:12:27.280 --> 00:12:29.280]  專心就是睜大眼睛
[00:12:29.280 --> 00:12:31.280]  看準機會
[00:12:31.280 --> 00:12:33.280]  特別是在福音的工作上
[00:12:33.280 --> 00:12:35.280]  當你專心的時候
[00:12:35.280 --> 00:12:38.280]  你就不會受外在環境影響
[00:12:38.280 --> 00:12:40.280]  想到昔日
[00:12:40.280 --> 00:12:42.280]  十二支派去到河東的時候
[00:12:42.280 --> 00:12:46.280]  準備過河去領受應許之地的時候
[00:12:46.280 --> 00:12:49.280]  加德樓邊兩個支派
[00:12:49.280 --> 00:12:51.280]  見到河東支派
[00:12:51.280 --> 00:12:52.280]  真是漂亮
[00:12:52.280 --> 00:12:56.280]  我要去要求摩西給他們地
[00:12:56.280 --> 00:13:01.280]  當你眼見眼前的利益
[00:13:01.280 --> 00:13:03.280]  當你不專心上帝的應許
[00:13:03.280 --> 00:13:05.280]  吩咐的時候
[00:13:05.280 --> 00:13:09.280]  我們就很容易忘記神的應許
[00:13:09.280 --> 00:13:11.280]  甚至忘記自己的責任
[00:13:11.280 --> 00:13:13.280]  摩西說不行
[00:13:13.280 --> 00:13:15.280]  要拿都可以
[00:13:15.280 --> 00:13:17.280]  你要幫其他兄弟打仗
[00:13:17.280 --> 00:13:19.280]  否則你不用想
[00:13:19.280 --> 00:13:21.280]  另一方面
[00:13:21.280 --> 00:13:23.280]  那十個探子
[00:13:23.280 --> 00:13:27.280]  見到眼前的危機困難
[00:13:27.280 --> 00:13:30.280]  他同樣忘記了神的應許
[00:13:30.280 --> 00:13:32.280]  他們害怕
[00:13:32.280 --> 00:13:34.280]  他們要求不要去打了
[00:13:34.280 --> 00:13:35.280]  沒可能贏的
[00:13:35.280 --> 00:13:37.280]  原來當我們不專心
[00:13:37.280 --> 00:13:39.280]  只是看到眼前的利益
[00:13:39.280 --> 00:13:40.280]  眼前困難的時候
[00:13:40.280 --> 00:13:43.280]  原來我們可以忘記神的應許
[00:13:43.280 --> 00:13:45.280]  忘記上帝對我們的吩咐
[00:13:45.280 --> 00:13:47.280]  和自己的責任
[00:13:47.280 --> 00:13:49.280]  保羅說你要專心
[00:13:49.280 --> 00:13:52.280]  認定上帝的應許
[00:13:52.280 --> 00:13:55.280]  抓緊上帝的說話
[00:13:55.280 --> 00:13:57.280]  不要因為人厭煩真理
[00:13:57.280 --> 00:13:59.280]  我就放棄
[00:13:59.280 --> 00:14:01.280]  無論適應保羅時代
[00:14:01.280 --> 00:14:02.280]  今天你和我
[00:14:02.280 --> 00:14:04.280]  我們都是這樣
[00:14:04.280 --> 00:14:07.280]  今天的人貪新忘舊
[00:14:07.280 --> 00:14:09.280]  很喜歡好奇
[00:14:09.280 --> 00:14:11.280]  異端就在這種情境裡
[00:14:11.280 --> 00:14:13.280]  有機會興起
[00:14:13.280 --> 00:14:17.280]  新的事情會令我們興奮
[00:14:17.280 --> 00:14:19.280]  但同時間
[00:14:19.280 --> 00:14:21.280]  也會妨礙我們
[00:14:21.280 --> 00:14:24.280]  對上帝渴求的心
[00:14:24.280 --> 00:14:26.280]  這次訪孫
[00:14:26.280 --> 00:14:28.280]  雅寧國是一個共產國家
[00:14:28.280 --> 00:14:31.280]  教會以外絕對不能傳福音
[00:14:31.280 --> 00:14:33.280]  更加不能派傳單
[00:14:33.280 --> 00:14:35.280]  可能你會很開心
[00:14:35.280 --> 00:14:38.280]  不用傳福音不用派單張
[00:14:38.280 --> 00:14:40.280]  但教會沒有因為這樣
[00:14:40.280 --> 00:14:43.280]  就忘記了他們的責任
[00:14:43.280 --> 00:14:46.280]  盡所能將人帶到教會裡
[00:14:46.280 --> 00:14:48.280]  用盡方式建立關係
[00:14:48.280 --> 00:14:50.280]  關心他們
[00:14:50.280 --> 00:14:52.280]  將人帶到教會裡
[00:14:52.280 --> 00:14:55.280]  慢慢將福音帶給他們
[00:14:55.280 --> 00:14:56.280]  這就是專心
[00:14:56.280 --> 00:14:58.280]  這就是忍耐
[00:14:58.280 --> 00:15:00.280]  我們今天可以直接和人傳福音
[00:15:00.280 --> 00:15:02.280]  很快就能帶到人信耶穌
[00:15:02.280 --> 00:15:04.280]  但在共產國家裡
[00:15:04.280 --> 00:15:06.280]  在極權國家裡
[00:15:06.280 --> 00:15:09.280]  傳福音是要走很多很多的路
[00:15:09.280 --> 00:15:11.280]  但保羅說不用擔心
[00:15:11.280 --> 00:15:13.280]  忍耐 專心
[00:15:13.280 --> 00:15:15.280]  最終是神會工作
[00:15:15.280 --> 00:15:17.280]  你是會有修成的
[00:15:17.280 --> 00:15:20.280]  這就是保羅在聖經裡
[00:15:20.280 --> 00:15:22.280]  給我們很重要的提醒
[00:15:22.280 --> 00:15:24.280]  無論什麼環境
[00:15:24.280 --> 00:15:25.280]  專心 忍耐
[00:15:25.280 --> 00:15:27.280]  將上帝的道
[00:15:27.280 --> 00:15:28.280]  透過說話
[00:15:28.280 --> 00:15:31.280]  透過我們的生命來傳開去
[00:15:31.280 --> 00:15:34.280]  讓人很清楚看到上帝
[00:15:34.280 --> 00:15:35.280]  第二方面
[00:15:35.280 --> 00:15:36.280]  保羅以自己的見證
[00:15:36.280 --> 00:15:38.280]  勉勵提摩他
[00:15:38.280 --> 00:15:39.280]  他勉勵什麼?
[00:15:39.280 --> 00:15:43.280]  勉勵我們要忠心完成主的託付
[00:15:43.280 --> 00:15:46.280]  忠於所託
[00:15:46.280 --> 00:15:47.280]  那美好的仗
[00:15:47.280 --> 00:15:49.280]  我已經打過了
[00:15:49.280 --> 00:15:50.280]  當跑過路
[00:15:50.280 --> 00:15:52.280]  我已經跑盡了
[00:15:52.280 --> 00:15:53.280]  所信的道
[00:15:53.280 --> 00:15:54.280]  我已經守住了
[00:15:54.280 --> 00:15:57.280]  這個話說得非常好
[00:15:57.280 --> 00:15:59.280]  比英文還要好
[00:15:59.280 --> 00:16:01.280]  很能夠將保羅的心境
[00:16:01.280 --> 00:16:03.280]  演繹出來
[00:16:03.280 --> 00:16:05.280]  那個仗不是真的打仗
[00:16:05.280 --> 00:16:07.280]  不是拿著刀槍去打仗
[00:16:07.280 --> 00:16:08.280]  他們想表達
[00:16:08.280 --> 00:16:12.280]  我現在和敵對勢力比賽
[00:16:12.280 --> 00:16:15.280]  奧運選手不會客氣的
[00:16:15.280 --> 00:16:16.280]  就算同一個國家
[00:16:16.280 --> 00:16:18.280]  大家是同袍也好
[00:16:18.280 --> 00:16:19.280]  在比賽場地
[00:16:19.280 --> 00:16:21.280]  無分父子
[00:16:21.280 --> 00:16:24.280]  大家以奪取金牌為目標
[00:16:24.280 --> 00:16:26.280]  同樣我們面對敵對勢力
[00:16:26.280 --> 00:16:27.280]  絕對不可以客氣
[00:16:27.280 --> 00:16:29.280]  保羅說這場比賽
[00:16:29.280 --> 00:16:31.280]  我已經打完了
[00:16:31.280 --> 00:16:33.280]  因為我快要死了
[00:16:33.280 --> 00:16:34.280]  我人生路程
[00:16:34.280 --> 00:16:36.280]  我已經走完了
[00:16:36.280 --> 00:16:37.280]  我的信仰
[00:16:37.280 --> 00:16:39.280]  我已經守住了
[00:16:39.280 --> 00:16:40.280]  無論用我的說話守住
[00:16:40.280 --> 00:16:42.280]  用我的生命守住
[00:16:42.280 --> 00:16:44.280]  這是保羅的意思
[00:16:44.280 --> 00:16:46.280]  根據教會傳統
[00:16:46.280 --> 00:16:48.280]  保羅寫完提摩太后書之後
[00:16:48.280 --> 00:16:51.280]  他就是被斬首示眾
[00:16:51.280 --> 00:16:53.280]  斬頭
[00:16:53.280 --> 00:16:55.280]  原本應該釘十字架
[00:16:55.280 --> 00:16:57.280]  但因為他是羅馬公民
[00:16:57.280 --> 00:16:59.280]  最終都是為主殉道
[00:16:59.280 --> 00:17:01.280]  所以保羅很清楚說
[00:17:01.280 --> 00:17:02.280]  我快要死了
[00:17:02.280 --> 00:17:06.280]  但我已經忠於所託
