
[00:00:00.000 --> 00:00:05.000]  感恩又有機會跟大家一起分享訊息
[00:04:47.000 --> 00:04:49.000]  我想問大家
[00:04:49.000 --> 00:04:51.000]  作為基督徒
[00:04:51.000 --> 00:04:56.000]  我們會面對什麼挫折 逆境和壓力呢
[00:04:56.000 --> 00:04:59.000]  特別是對第一世紀的基督徒
[00:04:59.000 --> 00:05:02.000]  因為啟示錄寫在第一世紀
[00:05:02.000 --> 00:05:05.000]  很自然就是給當代的讀者
[00:05:05.000 --> 00:05:12.000]  當代的讀者究竟面對什麼挫折 逆境和壓力
[00:05:12.000 --> 00:05:18.000]  以致啟示錄的作者不厭其煩地提醒他們呢
[00:05:18.000 --> 00:05:22.000]  為了解構這些問題
[00:05:22.000 --> 00:05:26.000]  我們一起進入啟示錄第十八章
[00:05:26.000 --> 00:05:29.000]  請聽我讀經文
[00:05:29.000 --> 00:05:31.000]  我先讀一至八節
[00:05:31.000 --> 00:05:36.000]  此後我看見另一位掌大權的天使從天而降
[00:05:36.000 --> 00:05:39.000]  他的榮耀照亮了大地
[00:05:39.000 --> 00:05:42.000]  他用很強的聲音高喊
[00:05:42.000 --> 00:05:45.000]  大城巴比倫倒塌了
[00:05:45.000 --> 00:05:47.000]  成了鬼魔的住處
[00:05:47.000 --> 00:05:49.000]  一切污淩的巢穴
[00:05:49.000 --> 00:05:52.000]  一切污穢雀鳥的巢穴
[00:05:52.000 --> 00:05:56.000]  一切污穢可憎野獸的巢穴
[00:05:56.000 --> 00:05:57.000]  第三節
[00:05:57.000 --> 00:06:01.000]  這是因為萬國都喝了他淫亂的酒
[00:06:01.000 --> 00:06:03.000]  招致神的裂路
[00:06:03.000 --> 00:06:07.000]  地上眾王都曾跟他行淫
[00:06:07.000 --> 00:06:12.000]  地上的商人也因為他的窮奢極慾而發財
[00:06:12.000 --> 00:06:17.000]  我聽見另一個聲音從天上傳來說
[00:06:17.000 --> 00:06:20.000]  我的子民啊 離開他出來吧
[00:06:20.000 --> 00:06:24.000]  免得你們成為他犯罪的同夥
[00:06:24.000 --> 00:06:27.000]  與他一同遭殃
[00:06:27.000 --> 00:06:30.000]  這是因為他罪惡滔天
[00:06:30.000 --> 00:06:33.000]  神記得他的不義
[00:06:33.000 --> 00:06:34.000]  他怎樣待人
[00:06:34.000 --> 00:06:37.000]  你們也要怎樣待他
[00:06:37.000 --> 00:06:39.000]  要按他的行為
[00:06:39.000 --> 00:06:41.000]  加倍報應他
[00:06:41.000 --> 00:06:43.000]  用他調酒的杯
[00:06:43.000 --> 00:06:46.000]  加倍調給他
[00:06:46.000 --> 00:06:48.000]  他有多炫耀自己
[00:06:48.000 --> 00:06:50.000]  有多窮奢極慾
[00:06:50.000 --> 00:06:54.000]  你們就要給他多大的痛苦、哀傷
[00:06:54.000 --> 00:06:56.000]  因為他心裡說
[00:06:56.000 --> 00:06:59.000]  我坐在寶座上為女王
[00:06:59.000 --> 00:07:00.000]  不是寡婦
[00:07:00.000 --> 00:07:03.000]  絕不會經歷哀傷
[00:07:03.000 --> 00:07:04.000]  因此
[00:07:04.000 --> 00:07:08.000]  他的災難在一天之內就要來到
[00:07:08.000 --> 00:07:12.000]  就是死亡、哀傷和饑荒
[00:07:12.000 --> 00:07:14.000]  他還要被火燒掉
[00:07:14.000 --> 00:07:19.000]  因為審判他的主神是大有能力的
[00:07:19.000 --> 00:07:22.000]  讀了一至八節
[00:07:22.000 --> 00:07:24.000]  大家聽我讀的時候
[00:07:24.000 --> 00:07:27.000]  不知道你們有沒有印象
[00:07:27.000 --> 00:07:29.000]  這八節經文說什麼呢
[00:07:29.000 --> 00:07:32.000]  在這裡我就回顧一下
[00:07:32.000 --> 00:07:35.000]  他八節的經文就說到
[00:07:35.000 --> 00:07:37.000]  有一個掌權的天使
[00:07:37.000 --> 00:07:40.000]  我們周時都在啟示錄聽見
[00:07:40.000 --> 00:07:41.000]  有不同的天使
[00:07:41.000 --> 00:07:43.000]  這個天使掌了大權
[00:07:43.000 --> 00:07:46.000]  然後去預告大城巴比倫
[00:07:46.000 --> 00:07:49.000]  一夜就倒塌
[00:07:49.000 --> 00:07:50.000]  但我們知道
[00:07:50.000 --> 00:07:55.000]  啟示錄寫在耶穌出生後大約一百年
[00:07:55.000 --> 00:07:57.000]  公元第一世紀
[00:07:57.000 --> 00:07:59.000]  而大城巴比倫
[00:07:59.000 --> 00:08:04.000]  其實是在啟示錄寫成之前的五百多年
[00:08:04.000 --> 00:08:05.000]  已經倒塌了
[00:08:05.000 --> 00:08:07.000]  已經倒塌了
[00:08:07.000 --> 00:08:10.000]  反而在耶利米書五十一章才叫預告
[00:08:10.000 --> 00:08:13.000]  因為未發生才叫預告
[00:08:13.000 --> 00:08:15.000]  發生了需要預告嗎
[00:08:15.000 --> 00:08:17.000]  天文台今天會不會告訴你
[00:08:17.000 --> 00:08:19.000]  預告華加沙上星期來了
[00:08:19.000 --> 00:08:21.000]  會不會這樣
[00:08:21.000 --> 00:08:22.000]  不會的
[00:08:22.000 --> 00:08:24.000]  其實已經發生了
[00:08:24.000 --> 00:08:28.000]  所以原來這個預告大城巴比倫
[00:08:28.000 --> 00:08:30.000]  因著當時的政治環境
[00:08:30.000 --> 00:08:32.000]  不是在說巴比倫
[00:08:32.000 --> 00:08:34.000]  很多大英姐妹聽到今天
[00:08:34.000 --> 00:08:35.000]  已經是九月份了
[00:08:35.000 --> 00:08:37.000]  就知道這個巴比倫
[00:08:37.000 --> 00:08:40.000]  其實是在說當時的羅馬帝國
[00:08:40.000 --> 00:08:45.000]  在說一個迫伯信徒的國度
[00:08:45.000 --> 00:08:50.000]  當時羅馬帝國就坐在他的位置上
[00:08:50.000 --> 00:08:54.000]  這個天使就說他要傾倒了
[00:08:54.000 --> 00:08:57.000]  跟著他一起發財的人
[00:08:57.000 --> 00:08:59.000]  都會一起傾倒
[00:08:59.000 --> 00:09:01.000]  然後經文就說
[00:09:01.000 --> 00:09:06.000]  跟著他的子民在裡面的
[00:09:06.000 --> 00:09:08.000]  你要快點離開
[00:09:08.000 --> 00:09:11.000]  這個就是一至八節所提到的
[00:09:11.000 --> 00:09:13.000]  我想問大家
[00:09:13.000 --> 00:09:15.000]  如果你是第一世紀的信徒
[00:09:15.000 --> 00:09:27.000]  如果你是第一世紀的信徒
[00:09:27.000 --> 00:09:31.000]  不知道你會有什麼感受呢
[00:09:31.000 --> 00:09:35.000]  你會很開心
[00:09:36.000 --> 00:09:40.000]  因為這個迫伯利的勢力已經被傾倒
[00:09:40.000 --> 00:09:41.000]  會開心的
[00:09:41.000 --> 00:09:43.000]  可不可以舉手
[00:09:43.000 --> 00:09:45.000]  如果你上班
[00:09:45.000 --> 00:09:47.000]  你的老闆不斷迫伯利
[00:09:47.000 --> 00:09:49.000]  現在他傾倒了
[00:09:49.000 --> 00:09:51.000]  因為被大老闆解僱了
[00:09:51.000 --> 00:09:53.000]  誰會開心呢
[00:09:53.000 --> 00:09:56.000]  這裡有很多不老實的人
[00:09:56.000 --> 00:09:58.000]  或者這樣說
[00:09:58.000 --> 00:10:00.000]  因為我沒有叫大家舉手
[00:10:00.000 --> 00:10:02.000]  誰會覺得開心的請舉手
[00:10:02.000 --> 00:10:06.000]  一個迫伯自己的人
[00:10:06.000 --> 00:10:08.000]  他傾倒了
[00:10:08.000 --> 00:10:12.000]  你的冤屈又受到平反
[00:10:12.000 --> 00:10:14.000]  但是你會不會因為這樣
[00:10:14.000 --> 00:10:16.000]  他傾倒了
[00:10:16.000 --> 00:10:19.000]  而你會轉了工作呢
[00:10:19.000 --> 00:10:22.000]  這樣說吧
[00:10:22.000 --> 00:10:24.000]  一個迫伯利的老闆
[00:10:24.000 --> 00:10:27.000]  他現在被解僱了
[00:10:27.000 --> 00:10:29.000]  你會因為他被解僱而轉工作嗎
[00:10:29.000 --> 00:10:32.000]  誰會呢
[00:10:32.000 --> 00:10:34.000]  當然不會
[00:10:34.000 --> 00:10:35.000]  他被解僱
[00:10:35.000 --> 00:10:37.000]  我當然住得更安樂
[00:10:37.000 --> 00:10:39.000]  不過特別的是
[00:10:39.000 --> 00:10:41.000]  這段經文第四節說
[00:10:41.000 --> 00:10:43.000]  他傾倒了
[00:10:43.000 --> 00:10:45.000]  我的子民離開他吧
[00:10:45.000 --> 00:10:47.000]  他也傾倒了
[00:10:47.000 --> 00:10:49.000]  我為什麼要離開呢
[00:10:49.000 --> 00:10:51.000]  如果他傾倒了
[00:10:51.000 --> 00:10:53.000]  我為什麼要離開呢
[00:10:53.000 --> 00:10:57.000]  當時的子民究竟有什麼反應呢
[00:10:57.000 --> 00:10:59.000]  為什麼要離開呢
[00:10:59.000 --> 00:11:01.000]  欲知後事如何
[00:11:01.000 --> 00:11:05.000]  我們繼續看下去吧
[00:11:05.000 --> 00:11:07.000]  我發現原來答案
[00:11:07.000 --> 00:11:09.000]  現在讀完一至八節
[00:11:09.000 --> 00:11:11.000]  原來答案不在第九節
[00:11:11.000 --> 00:11:13.000]  答案在第二十節
[00:11:13.000 --> 00:11:15.000]  第二十節說
[00:11:15.000 --> 00:11:17.000]  天還有眾聖徒
[00:11:17.000 --> 00:11:18.000]  使徒先知
[00:11:18.000 --> 00:11:20.000]  你們都要因他而歡樂
[00:11:20.000 --> 00:11:23.000]  因為神已經為你們嚴厲地懲罰他
[00:11:23.000 --> 00:11:26.000]  然後一位力量強大的天使
[00:11:26.000 --> 00:11:28.000]  舉起一位大磨石般的石頭
[00:11:28.000 --> 00:11:30.000]  揾進海裡說
[00:11:30.000 --> 00:11:33.000]  大乘巴比倫也將這樣
[00:11:33.000 --> 00:11:35.000]  被猛力地揾下去
[00:11:35.000 --> 00:11:38.000]  絕不能再找到了
[00:11:38.000 --> 00:11:40.000]  禽獅、鱷獅
[00:11:40.000 --> 00:11:42.000]  吹笛手、吹號的聲音
[00:11:42.000 --> 00:11:45.000]  在你那裡絕不能再聽到了
[00:11:45.000 --> 00:11:47.000]  這樣手藝的工匠
[00:11:47.000 --> 00:11:51.000]  在你那裡絕不能再找到了
[00:11:51.000 --> 00:11:52.000]  推磨的聲音
[00:11:52.000 --> 00:11:55.000]  在你那裡絕不能再聽到了
[00:11:55.000 --> 00:11:57.000]  燈的亮光
[00:11:57.000 --> 00:12:00.000]  在你那裡絕不能再聽到了
[00:12:00.000 --> 00:12:03.000]  新郎和新娘的聲音
[00:12:03.000 --> 00:12:07.000]  在你那裡也絕不能聽到了
[00:12:07.000 --> 00:12:12.000]  這是因為你的商人是地上的大人物
[00:12:12.000 --> 00:12:16.000]  萬國都被你的邪術欺騙了
[00:12:16.000 --> 00:12:20.000]  先知聖徒和地上一切被殺者的血
[00:12:20.000 --> 00:12:23.000]  都在這城找到了
[00:12:23.000 --> 00:12:25.000]  合理的
[00:12:25.000 --> 00:12:28.000]  剛才我們說到這個邪惡的國度
[00:12:28.000 --> 00:12:30.000]  被傾倒的時候
[00:12:30.000 --> 00:12:32.000]  原來信徒真的是開心的
[00:12:32.000 --> 00:12:34.000]  因為第20節一開始的時候
[00:12:34.000 --> 00:12:36.000]  他說
[00:12:36.000 --> 00:12:39.000]  天、聖徒、仕徒和先知
[00:12:39.000 --> 00:12:42.000]  一切被他迫害的
[00:12:42.000 --> 00:12:44.000]  都覺得歡樂
[00:12:44.000 --> 00:12:45.000]  這個是事實
[00:12:45.000 --> 00:12:47.000]  因為這個大乘巴比倫
[00:12:47.000 --> 00:12:49.000]  這個邪惡的國度
[00:12:49.000 --> 00:12:51.000]  逼迫信徒的國度
[00:12:51.000 --> 00:12:53.000]  完全被傾倒
[00:12:53.000 --> 00:12:56.000]  而且也說到
[00:12:56.000 --> 00:12:58.000]  他的快樂不再有
[00:12:58.000 --> 00:13:00.000]  不再有琴師
[00:13:00.000 --> 00:13:02.000]  不再有各樣的工匠
[00:13:02.000 --> 00:13:04.000]  不再有推磨的聲音
[00:13:04.000 --> 00:13:06.000]  不再有精緻的飲食
[00:13:06.000 --> 00:13:08.000]  不再有奢華的生活
[00:13:08.000 --> 00:13:10.000]  不再有喜慶的活動
[00:13:10.000 --> 00:13:12.000]  這樣應該很開心
[00:13:12.000 --> 00:13:14.000]  是不是
[00:13:14.000 --> 00:13:17.000]  於是我們就要問這個問題
[00:13:17.000 --> 00:13:20.000]  一個邪惡的國度被傾倒
[00:13:20.000 --> 00:13:22.000]  然後信徒很開心
[00:13:22.000 --> 00:13:25.000]  他所有的歡樂聲音都不再有
[00:13:25.000 --> 00:13:27.000]  是不是已經大團圓結局呢
[00:13:27.000 --> 00:13:29.000]  是不是
[00:13:29.000 --> 00:13:31.000]  如果我們看電視劇也是
[00:13:31.000 --> 00:13:33.000]  一開始的時候
[00:13:33.000 --> 00:13:35.000]  見到有些好的人被迫害
[00:13:35.000 --> 00:13:39.000]  然後就有一個公義的人
[00:13:39.000 --> 00:13:41.000]  就是一個superman
[00:13:41.000 --> 00:13:43.000]  出來去秉行公義
[00:13:43.000 --> 00:13:46.000]  然後那些壞蛋就死了
[00:13:46.000 --> 00:13:48.000]  這樣的時候
[00:13:48.000 --> 00:13:50.000]  是應該大結局的
[00:13:50.000 --> 00:13:52.000]  對不對
[00:13:52.000 --> 00:13:54.000]  如果應該大結局的話
[00:13:54.000 --> 00:13:56.000]  那為什麼
[00:13:56.000 --> 00:13:58.000]  要有9至19節呢
[00:13:58.000 --> 00:14:00.000]  因為剛才
[00:14:00.000 --> 00:14:03.000]  我是讀了20至24節
[00:14:03.000 --> 00:14:05.000]  1至8節
[00:14:05.000 --> 00:14:07.000]  說到審判
[00:14:07.000 --> 00:14:08.000]  預告審判
[00:14:08.000 --> 00:14:10.000]  20至24節
[00:14:10.000 --> 00:14:12.000]  說到審判來到的時候
[00:14:12.000 --> 00:14:14.000]  力度和結果
[00:14:14.000 --> 00:14:16.000]  既然都說完了
[00:14:16.000 --> 00:14:18.000]  為什麼還要有
[00:14:18.000 --> 00:14:20.000]  9至19節呢
[00:14:20.000 --> 00:14:22.000]  究竟啟示錄
[00:14:22.000 --> 00:14:24.000]  是不是只是單單說一些
[00:14:24.000 --> 00:14:26.000]  明刀明槍
[00:14:26.000 --> 00:14:28.000]  迫害上帝的人呢
[00:14:28.000 --> 00:14:32.000]  這個風暴
[00:14:32.000 --> 00:14:34.000]  是不是
[00:14:34.000 --> 00:14:36.000]  一定好像華加沙一樣
[00:14:36.000 --> 00:14:38.000]  一來就8號
[00:14:38.000 --> 00:14:40.000]  9號 10號
[00:14:40.000 --> 00:14:42.000]  會不會這個風暴
[00:14:42.000 --> 00:14:44.000]  是慢慢來
[00:14:44.000 --> 00:14:46.000]  天天都是
[00:14:46.000 --> 00:14:48.000]  3號節
[00:14:48.000 --> 00:14:50.000]  現在沒有5號風球
[00:14:50.000 --> 00:14:52.000]  我差點爆了我的年齡秘密
[00:14:52.000 --> 00:14:54.000]  我小時候好像有5號風球
[00:14:54.000 --> 00:14:56.000]  會不會長期都是
[00:14:56.000 --> 00:14:58.000]  3號風球
[00:14:58.000 --> 00:15:00.000]  搞到我們其實
[00:15:00.000 --> 00:15:02.000]  不知道什麼時候來8號
[00:15:02.000 --> 00:15:04.000]  或者來10號呢
[00:15:04.000 --> 00:15:08.000]  欲知後事如何
[00:15:08.000 --> 00:15:10.000]  請聽什麼
[00:15:10.000 --> 00:15:12.000]  下回分解
[00:15:12.000 --> 00:15:14.000]  果然和我同年代
[00:15:14.000 --> 00:15:16.000]  我以前看電視劇是這樣的
[00:15:16.000 --> 00:15:18.000]  配音劇
[00:15:18.000 --> 00:15:20.000]  欲知後事如何
[00:15:20.000 --> 00:15:22.000]  請看下回分解
[00:15:22.000 --> 00:15:24.000]  我們就來看9至
[00:15:24.000 --> 00:15:26.000]  19節
[00:15:26.000 --> 00:15:28.000]  第9節說到
[00:15:28.000 --> 00:15:30.000]  地上那些跟他一同行邪淫
[00:15:30.000 --> 00:15:32.000]  窮奢極辱的君王
[00:15:32.000 --> 00:15:34.000]  看見焚燒他的煙
[00:15:34.000 --> 00:15:36.000]  都將因他而
[00:15:36.000 --> 00:15:38.000]  嚎啕痛哭
[00:15:38.000 --> 00:15:40.000]  他們因為害怕
[00:15:40.000 --> 00:15:42.000]  他所受的痛苦
[00:15:42.000 --> 00:15:44.000]  就遠遠地站著
[00:15:44.000 --> 00:15:46.000]  說
[00:15:46.000 --> 00:15:48.000]  這座大城有禍了
[00:15:48.000 --> 00:15:50.000]  這強大的巴比倫城
[00:15:50.000 --> 00:15:52.000]  因為一時之間
[00:15:52.000 --> 00:15:54.000]  你的審判就來到了
[00:15:54.000 --> 00:15:56.000]  地上的商人
[00:15:56.000 --> 00:15:58.000]  都因他而痛哭哀傷
[00:15:58.000 --> 00:16:00.000]  因為再沒有人
[00:16:00.000 --> 00:16:02.000]  買他們的貨物
[00:16:02.000 --> 00:16:04.000]  這些貨物就是
[00:16:04.000 --> 00:16:06.000]  金銀寶石
[00:16:06.000 --> 00:16:08.000]  珍珠細麻布
[00:16:08.000 --> 00:16:10.000]  紫色布
[00:16:10.000 --> 00:16:12.000]  絲綢珠紅色布
[00:16:12.000 --> 00:16:14.000]  各樣香木
[00:16:14.000 --> 00:16:16.000]  各樣匠牙製品
[00:16:16.000 --> 00:16:18.000]  以及各樣用貴重
[00:16:18.000 --> 00:16:20.000]  木材銅
[00:16:20.000 --> 00:16:22.000]  鐵和大理石
[00:16:22.000 --> 00:16:24.000]  製造的物品
[00:16:24.000 --> 00:16:28.000]  還有肉桂
[00:16:28.000 --> 00:16:30.000]  豆蔻香料
[00:16:30.000 --> 00:16:32.000]  香膏乳香
[00:16:32.000 --> 00:16:34.000]  葡萄酒橄欖油
[00:16:34.000 --> 00:16:36.000]  高級麵粉
[00:16:36.000 --> 00:16:38.000]  墨紙
[00:16:38.000 --> 00:16:40.000]  牛羊馬
[00:16:40.000 --> 00:16:42.000]  四輪馬車和奴隸人口
[00:16:42.000 --> 00:16:44.000]  你們心裡貪戀的
[00:16:44.000 --> 00:16:46.000]  果品離開你了
[00:16:46.000 --> 00:16:48.000]  一切豪華的享受
[00:16:48.000 --> 00:16:50.000]  和華麗的東西
[00:16:50.000 --> 00:16:52.000]  都從你那裡消失了
[00:16:52.000 --> 00:16:54.000]  再也找不到了
[00:16:54.000 --> 00:16:56.000]  販賣這些貨物
[00:16:56.000 --> 00:16:58.000]  靠他發財的商人
[00:16:58.000 --> 00:17:00.000]  因為害怕他所受的痛苦
[00:17:00.000 --> 00:17:02.000]  將遠遠站著
[00:17:02.000 --> 00:17:04.000]  痛哭哀傷
[00:17:06.000 --> 00:17:08.000]  說:這座大城有和了
[00:17:08.000 --> 00:17:10.000]  有和了
[00:17:10.000 --> 00:17:12.000]  他曾穿著細麻布
[00:17:12.000 --> 00:17:14.000]  紫色和珠紅色衣服
[00:17:14.000 --> 00:17:16.000]  佩戴著黃金寶石
[00:17:16.000 --> 00:17:18.000]  和珍珠裝飾
[00:17:18.000 --> 00:17:20.000]  可是
[00:17:20.000 --> 00:17:22.000]  一時之間
[00:17:22.000 --> 00:17:24.000]  這麼多的財富
[00:17:24.000 --> 00:17:26.000]  竟然化為烏有
[00:17:26.000 --> 00:17:28.000]  每個舵手
[00:17:28.000 --> 00:17:30.000]  每個航海的縱水手
[00:17:30.000 --> 00:17:32.000]  以及凡是靠海謀生的人
[00:17:32.000 --> 00:17:34.000]  都遠遠地站著
[00:17:34.000 --> 00:17:36.000]  他們看見了
[00:17:36.000 --> 00:17:38.000]  焚燒的煙就高喊
[00:17:38.000 --> 00:17:40.000]  誰可比這座大城
[00:17:40.000 --> 00:17:42.000]  他們又把塵土
[00:17:42.000 --> 00:17:44.000]  撒在頭上
[00:17:44.000 --> 00:17:46.000]  痛哭哀傷地高喊
[00:17:46.000 --> 00:17:48.000]  這座大城有和了
[00:17:48.000 --> 00:17:50.000]  有和了
[00:17:50.000 --> 00:17:52.000]  凡是擁有船隊航行海上的人
[00:17:52.000 --> 00:17:54.000]  都因為他的財寶
[00:17:54.000 --> 00:17:56.000]  發了財
[00:17:56.000 --> 00:17:58.000]  可是一時之間
[00:17:58.000 --> 00:18:00.000]  他竟然化為烏有
[00:18:00.000 --> 00:18:02.000]  天上的聲音
[00:18:02.000 --> 00:18:04.000]  又說
[00:18:04.000 --> 00:18:06.000]  又說之後
[00:18:06.000 --> 00:18:08.000]  第二十節就說到
[00:18:08.000 --> 00:18:10.000]  天啊聖徒先知都喜樂
[00:18:10.000 --> 00:18:12.000]  很快
[00:18:12.000 --> 00:18:14.000]  讀完整個啟示錄
[00:18:14.000 --> 00:18:16.000]  十八章夜四節的經文
[00:18:16.000 --> 00:18:18.000]  很簡單
[00:18:18.000 --> 00:18:20.000]  一開始的時候
[00:18:20.000 --> 00:18:22.000]  一至八節說到審判來到
[00:18:22.000 --> 00:18:24.000]  邪惡就倒塌了
[00:18:24.000 --> 00:18:26.000]  而二十至二十四節
[00:18:26.000 --> 00:18:28.000]  說到邪惡的人
[00:18:28.000 --> 00:18:30.000]  不再歡笑
[00:18:30.000 --> 00:18:32.000]  得到最終的喜樂
[00:18:32.000 --> 00:18:34.000]  而剛才我讀了一大段
[00:18:34.000 --> 00:18:36.000]  包括有很多物品
[00:18:36.000 --> 00:18:38.000]  很多商品的
[00:18:38.000 --> 00:18:40.000]  就說到好勝貪婪的人
[00:18:40.000 --> 00:18:42.000]  轉眼成空
[00:18:42.000 --> 00:18:46.000]  究竟剛才讀的物品
[00:18:46.000 --> 00:18:50.000]  我做過調查
[00:18:50.000 --> 00:18:52.000]  弟兄姊妹你有多少呢
[00:18:52.000 --> 00:18:56.000]  我想問大家家裡有沒有金
[00:18:56.000 --> 00:18:58.000]  膏
[00:18:58.000 --> 00:19:00.000]  或者你的手結婚戒指也好
[00:19:00.000 --> 00:19:02.000]  裝飾也好
[00:19:02.000 --> 00:19:04.000]  頸鏈也好手鏈也好
[00:19:04.000 --> 00:19:06.000]  竹筋或者K金
[00:19:06.000 --> 00:19:08.000]  你有的
[00:19:08.000 --> 00:19:10.000]  可不可以舉手
[00:19:10.000 --> 00:19:12.000]  對了
[00:19:12.000 --> 00:19:14.000]  或者家裡有的
[00:19:14.000 --> 00:19:16.000]  藏在床底有整盒金條
[00:19:16.000 --> 00:19:20.000]  不過那個不要舉手
[00:19:20.000 --> 00:19:22.000]  如果你真的床底有整盒金條
[00:19:22.000 --> 00:19:24.000]  不要舉手
