
[00:00:00.000 --> 00:00:05.300]  (主持人:我們今天的題目是「伊莉莎將顯上帝權能」第三講)
[00:03:58.500 --> 00:04:01.500]  (主持人:那就在乃萬家中做女僕)
[00:04:01.500 --> 00:04:06.500]  (主持人:在烈王陛下六章八到二十三節)
[00:04:06.500 --> 00:04:09.500]  (主持人:在烈王陛下六章八到二十三節)
[00:04:09.500 --> 00:04:15.500]  (主持人:那阿蘭王就部署要攻打以色列)
[00:04:15.500 --> 00:04:19.500]  (主持人:在打仗之前)
[00:04:19.500 --> 00:04:21.500]  (主持人:在打仗之前)
[00:04:21.500 --> 00:04:24.500]  (主持人:要突襲暗閘)
[00:04:24.500 --> 00:04:27.500]  (主持人:要突襲)
[00:04:27.500 --> 00:04:28.500]  (主持人:暗閘)
[00:04:28.500 --> 00:04:29.500]  (主持人:暗襲)
[00:04:29.500 --> 00:04:31.500]  (主持人:突襲不成)
[00:04:31.500 --> 00:04:32.500]  (主持人:突襲不成)
[00:04:32.500 --> 00:04:34.500]  (主持人:那為什麼阿蘭王不成功?)
[00:04:34.500 --> 00:04:36.500]  (主持人:為什麼我不成功?)
[00:04:36.500 --> 00:04:38.500]  (主持人:因為以色列有個以利沙)
[00:04:38.500 --> 00:04:40.500]  (主持人:因為以色列有個以利沙)
[00:04:40.500 --> 00:04:42.500]  (主持人:他有順風耳)
[00:04:42.500 --> 00:04:43.500]  (主持人:他有順風耳)
[00:04:43.500 --> 00:04:45.500]  (主持人:聽到我在睡房說什麼)
[00:04:45.500 --> 00:04:47.500]  (主持人:他聽到我在睡房說什麼)
[00:04:47.500 --> 00:04:49.500]  (主持人:於是我們派兵去抓他)
[00:04:49.500 --> 00:04:51.500]  (主持人:我們派兵去抓他)
[00:04:51.500 --> 00:04:52.500]  (主持人:結果呢?)
[00:04:52.500 --> 00:04:54.500]  (主持人:結果抓不到)
[00:04:54.500 --> 00:04:55.500]  (主持人:抓不到)
[00:04:55.500 --> 00:04:59.500]  (主持人:還被以利沙抓到)
[00:04:59.500 --> 00:05:01.500]  (主持人:結果反而被以利沙抓住了)
[00:05:01.500 --> 00:05:03.500]  (主持人:以利沙很nice)
[00:05:03.500 --> 00:05:05.500]  (主持人:以利沙很友好)
[00:05:05.500 --> 00:05:06.500]  (主持人:放手)
[00:05:06.500 --> 00:05:08.500]  (主持人:這是我上次講到的經文)
[00:05:08.500 --> 00:05:10.500]  (主持人:這是我上次講到的經文)
[00:05:10.500 --> 00:05:12.500]  (主持人:應該不是新鮮的東西)
[00:05:12.500 --> 00:05:14.500]  (主持人:這不是新鮮的東西)
[00:05:14.500 --> 00:05:24.500]  (主持人:其實上帝一直用阿蘭來騷擾以色列)
[00:05:24.500 --> 00:05:28.500]  (主持人:其實上帝一直用阿蘭來騷擾以色列)
[00:05:28.500 --> 00:05:35.500]  (主持人:其實上帝給約蘭王一個很重要的訊息)
[00:05:35.500 --> 00:05:40.500]  (主持人:其實上帝給約蘭王一個很重要的訊息)
[00:05:40.500 --> 00:05:41.500]  (主持人:你跟我關係不好)
[00:05:41.500 --> 00:05:43.500]  (主持人:你跟我關係不好)
[00:05:43.500 --> 00:05:44.500]  (主持人:仇敵就會攻擊你)
[00:05:44.500 --> 00:05:46.500]  (主持人:仇敵就會攻擊你)
[00:05:46.500 --> 00:05:49.500]  (主持人:各位聽衆,這個主題不是現在的)
[00:05:49.500 --> 00:05:51.500]  (主持人:各位聽衆,這個主題不是現在的)
[00:05:51.500 --> 00:05:54.500]  (主持人:我們讀聖經要讀到這樣的味道)
[00:05:54.500 --> 00:05:56.500]  (主持人:我們讀聖經要讀到這樣的味道)
[00:05:56.500 --> 00:05:58.500]  (主持人:以色列和敵人打仗)
[00:05:58.500 --> 00:05:59.500]  (主持人:以色列和敵人打仗)
[00:05:59.500 --> 00:06:00.500]  (主持人:以色列和敵人打仗)
[00:06:00.500 --> 00:06:01.500]  (主持人:以色列和敵人打仗)
[00:06:01.500 --> 00:06:03.500]  (主持人:以色列每次打不過別人)
[00:06:03.500 --> 00:06:04.500]  (主持人:以色列每次打不過別人)
[00:06:04.500 --> 00:06:05.500]  (主持人:以色列每次打不過別人)
[00:06:05.500 --> 00:06:06.500]  (主持人:上帝幫助以色列)
[00:06:06.500 --> 00:06:08.500]  (主持人:上帝幫助以色列)
[00:06:08.500 --> 00:06:09.500]  (主持人:上帝幫助以色列)
[00:06:09.500 --> 00:06:24.500]  (主持人:現在上帝好像沒有幫助以色列)
[00:06:24.500 --> 00:06:26.500]  (主持人:上帝如果不幫助以色列)
[00:06:26.500 --> 00:06:27.500]  (主持人:上帝如果不幫助以色列)
[00:06:27.500 --> 00:06:29.500]  (主持人:就表明他要跟以色列人說話)
[00:06:29.500 --> 00:06:30.500]  (主持人:上帝如果不幫助以色列)
[00:06:30.500 --> 00:06:31.500]  (主持人:就表明他要跟以色列人說話)
[00:06:31.500 --> 00:06:32.500]  (主持人:上帝如果不幫助以色列)
[00:06:32.500 --> 00:06:33.500]  (主持人:就表明他要跟以色列人說話)
[00:06:33.500 --> 00:06:39.500]  (主持人:上帝如果不幫助以色列)
[00:06:39.500 --> 00:06:40.500]  (主持人:上帝如果不幫助以色列)
[00:06:40.500 --> 00:06:41.500]  (主持人:就表明他要跟以色列人說話)
[00:06:41.500 --> 00:06:42.500]  (主持人:上帝如果不幫助以色列)
[00:06:42.500 --> 00:06:43.500]  (主持人:就表明他要跟以色列人說話)
[00:06:43.500 --> 00:06:44.500]  (主持人:上帝如果不幫助以色列)
[00:06:44.500 --> 00:06:45.500]  (主持人:就表明他要跟以色列人說話)
[00:06:45.500 --> 00:06:46.500]  (主持人:上帝如果不幫助以色列)
[00:06:46.500 --> 00:06:47.500]  (主持人:就表明他要跟以色列人說話)
[00:06:47.500 --> 00:06:48.500]  (主持人:上帝如果不幫助以色列)
[00:06:48.500 --> 00:06:49.500]  (主持人:就表明他要跟以色列人說話)
[00:06:49.500 --> 00:07:14.500]  (主持人:上帝如果不幫助以色列)
[00:07:14.500 --> 00:07:15.500]  (主持人:上帝如果不幫助以色列)
[00:07:15.500 --> 00:07:16.500]  (主持人:就表明他要跟以色列人說話)
[00:07:16.500 --> 00:07:17.500]  (主持人:上帝如果不幫助以色列)
[00:07:17.500 --> 00:07:18.500]  (主持人:就表明他要跟以色列人說話)
[00:07:18.500 --> 00:07:47.500]  我認為這次是一個鞭策,但是我們可以看到上帝的眼沒有離開以色列。在這個變幻莫測的戰爭當中,上帝施恩典,派爾尼莎傳好消息。
[00:07:48.500 --> 00:07:52.500]  這就是我們今天過的這三堂的主題。
[00:07:52.500 --> 00:08:06.500]  伊利沙可以彰顯上帝的權能,讓以色列人知道誰掌管了他們的命運。
[00:08:06.500 --> 00:08:21.500]  我們接下來的上中下是六章二十四到七章二十節,是我第三四五講的題目。
[00:08:21.500 --> 00:08:32.500]  為什麼要用三講呢?因為你不想兩點鐘散會,所以我要分三堂來講。
[00:08:32.500 --> 00:08:44.500]  其實這是一個很豐富的內容,讓我們看到以色列在扮演什麼角色。
[00:08:44.500 --> 00:09:01.500]  以色列正在經歷什麼呢?如果你明白這三集的話,對你明白路加福音,新約耶穌來,是很有幫助的。
[00:09:01.500 --> 00:09:07.500]  因為耶穌來是要傳福音,要傳好福音。
[00:09:07.500 --> 00:09:15.500]  一會兒我會和你看看上中下集,很短的。
[00:09:15.500 --> 00:09:18.500]  在上集我們看到饑荒嚴重的程度。
[00:09:18.500 --> 00:09:21.500]  上集我們看到饑荒嚴重的情況。
[00:09:21.500 --> 00:09:31.500]  以色列王遷怒於伊利沙,將災禍歸於耶和華。
[00:09:31.500 --> 00:09:41.500]  中集我們看到伊利沙預言上帝在饑荒中的公認。
[00:09:41.500 --> 00:09:51.500]  以色列王的軍長不信,伊利沙發了兩個預言。
[00:09:51.500 --> 00:10:02.500]  第一個預言就是食物會降價,這個不信預言的軍長會看到食物但不能吃。
[00:10:02.500 --> 00:10:07.500]  但是這個不信的軍長會看到食物降價,但他沒有吃。
[00:10:07.500 --> 00:10:11.500]  那誰受惠呢?四個麻風佬。
[00:10:11.500 --> 00:10:13.500]  四個算大麻煩病人。
[00:10:13.500 --> 00:10:21.500]  他們拼死無大害的心態闖入阿蘭軍營當中。
[00:10:21.500 --> 00:10:30.500]  結果在這麼多餓人當中,他們第一個可以吃飽。
[00:10:30.500 --> 00:10:40.500]  在下集我們看到怕死的以色列王不信伊利沙的說話。
[00:10:40.500 --> 00:10:45.500]  更加不信四個大麻煩病人吃飽的見證。
[00:10:45.500 --> 00:10:56.500]  這四個麻煩病人都吃飽了,他吃飽了告訴四個大麻煩病人。
[00:10:56.500 --> 00:10:59.500]  但是王不相信四個大麻煩病人的見證。
[00:10:59.500 --> 00:11:02.500]  王不相信四個大麻煩病人講話的見證。
[00:11:02.500 --> 00:11:07.500]  軍長其實就是王的僕人。
[00:11:07.500 --> 00:11:10.500]  軍長是王的僕人。
[00:11:10.500 --> 00:11:15.500]  他不信,結果他在下集死了。
[00:11:15.500 --> 00:11:16.500]  他死了。
[00:11:16.500 --> 00:11:17.500]  他怎麼死了?
[00:11:17.500 --> 00:11:18.500]  他怎麼死了?
[00:11:18.500 --> 00:11:21.500]  當消息人員全部知道有東西吃的時候。
[00:11:21.500 --> 00:11:23.500]  當知道有東西吃的時候。
[00:11:23.500 --> 00:11:25.500]  於是就去搶食了。
[00:11:25.500 --> 00:11:27.500]  他就去搶食。
[00:11:27.500 --> 00:11:31.500]  這個軍長不知道為什麼坐在中間,結果被人踩死了。
[00:11:31.500 --> 00:11:34.500]  結果被人踩死了。
[00:11:34.500 --> 00:11:40.500]  以利沙的講話,全部應驗。
[00:11:40.500 --> 00:11:46.500]  當我看到這個大綱的時候,我就想起主耶穌。
[00:11:46.500 --> 00:11:51.500]  主耶穌來到這個世界上,傳好訊息。
[00:11:51.500 --> 00:11:55.500]  很多人不信,以色列人不信。
[00:11:55.500 --> 00:11:56.500]  誰信他?
[00:11:56.500 --> 00:11:58.500]  麻瘋佬。
[00:11:58.500 --> 00:12:03.500]  在四福音當中,誰最多講麻瘋?
[00:12:03.500 --> 00:12:05.500]  誰最多講麻瘋?
[00:12:05.500 --> 00:12:07.500]  盧家福音。
[00:12:07.500 --> 00:12:11.500]  其他的卷不多講麻瘋病人。
[00:12:11.500 --> 00:12:14.500]  其他書院不多講麻瘋病人。
[00:12:14.500 --> 00:12:17.500]  當你讀獵王記很有意思。
[00:12:17.500 --> 00:12:19.500]  當你讀獵王記很有意思。
[00:12:19.500 --> 00:12:25.500]  十多年前我讀獵王記的時候,
[00:12:25.500 --> 00:12:34.500]  我偶爾看到盧家福音。
[00:12:34.500 --> 00:12:44.500]  我看到一個作者說,盧家寫盧家福音的時候,他參考了獵王記。
[00:12:44.500 --> 00:12:49.500]  這個東西一直在我的心裡面。
[00:12:49.500 --> 00:12:52.500]  這裡我更加有一個印證。
[00:12:52.500 --> 00:12:55.500]  盧家專講麻瘋病人。
[00:12:55.500 --> 00:12:56.500]  專講麻瘋病人。
[00:12:56.500 --> 00:12:57.500]  獵王記。
[00:12:57.500 --> 00:12:59.500]  我剛剛講完大麻瘋的那個禮物。
[00:12:59.500 --> 00:13:01.500]  就是剛剛講的大麻瘋病人。
[00:13:01.500 --> 00:13:03.500]  接下來我要講那四個大麻瘋佬。
[00:13:03.500 --> 00:13:05.500]  這裡講四個大麻瘋病人。
[00:13:05.500 --> 00:13:08.500]  他們首先受惠。
[00:13:08.500 --> 00:13:09.500]  他們首先受惠。
[00:13:09.500 --> 00:13:10.500]  首先吃飽。
[00:13:10.500 --> 00:13:11.500]  會吃飽。
[00:13:11.500 --> 00:13:12.500]  在耶穌時代。
[00:13:12.500 --> 00:13:13.500]  在耶穌時代。
[00:13:13.500 --> 00:13:15.500]  誰受耶穌的恩惠多?
[00:13:15.500 --> 00:13:18.500]  誰受耶穌的恩惠多?
[00:13:18.500 --> 00:13:19.500]  大麻瘋。
[00:13:19.500 --> 00:13:21.500]  大麻瘋病人。
[00:13:21.500 --> 00:13:23.500]  兄弟姐妹。
[00:13:23.500 --> 00:13:24.500]  讀聖經。
[00:13:24.500 --> 00:13:26.500]  兄弟姐妹讀聖經的時候。
[00:13:26.500 --> 00:13:28.500]  在經文之間大家互通。
[00:13:28.500 --> 00:13:30.500]  經文之間是互通的。
[00:13:30.500 --> 00:13:32.500]  這個是我們讀神學的。
[00:13:32.500 --> 00:13:33.500]  這個叫互文學。
[00:13:33.500 --> 00:13:35.500]  Inter-textuality。
[00:13:35.500 --> 00:13:37.500]  在神學之間互通。
[00:13:37.500 --> 00:13:38.500]  我這裡不多講。
[00:13:38.500 --> 00:13:40.500]  其實因為當你曉讀聖經的時候,
[00:13:40.500 --> 00:13:41.500]  很有味道的。
[00:13:41.500 --> 00:13:42.500]  當你知道怎麼去讀聖經的時候,
[00:13:42.500 --> 00:13:43.500]  很有味道。
[00:13:43.500 --> 00:13:45.500]  我再給你多一個提示。
[00:13:45.500 --> 00:13:46.500]  我再給大家一個提示。
[00:13:46.500 --> 00:13:47.500]  獵王記。
[00:13:47.500 --> 00:13:48.500]  獵王記。
[00:13:48.500 --> 00:13:51.500]  以利亞、以利沙是復活寡婦的兒子。
[00:13:51.500 --> 00:13:56.500]  以利亞、以利沙是復活寡婦的兒子。
[00:13:56.500 --> 00:14:00.500]  各有各復活一個寡婦的兒子。
[00:14:00.500 --> 00:14:03.500]  每一個人都有在一個寡婦的兒子上面。
[00:14:03.500 --> 00:14:04.500]  在聖經中。
[00:14:04.500 --> 00:14:05.500]  在聖經中。
[00:14:05.500 --> 00:14:06.500]  只有六個福音。
[00:14:06.500 --> 00:14:07.500]  只有六個福音。
[00:14:07.500 --> 00:14:08.500]  記載耶穌。
[00:14:08.500 --> 00:14:09.500]  記載耶穌。
[00:14:09.500 --> 00:14:11.500]  復活拿因成寡婦的兒子。
[00:14:11.500 --> 00:14:13.500]  復活拿因成寡婦的兒子。
[00:14:13.500 --> 00:14:15.500]  其他三個福音不講這個故事。
[00:14:15.500 --> 00:14:17.500]  其他三個福音不講這個故事。
[00:14:17.500 --> 00:14:18.500]  其他三個福音不講這個故事。
[00:14:18.500 --> 00:14:19.500]  其他三個福音不講這個故事。
[00:14:19.500 --> 00:14:20.500]  其他三個福音不講這個故事。
[00:14:20.500 --> 00:14:22.500]  其他三個福音不講這個故事。
[00:14:22.500 --> 00:14:23.500]  其他三個福音不講這個故事。
[00:14:23.500 --> 00:14:24.500]  其他三個福音不講這個故事。
[00:14:24.500 --> 00:14:25.500]  其他三個福音不講這個故事。
[00:14:25.500 --> 00:14:26.500]  其他三個福音不講這個故事。
[00:14:26.500 --> 00:14:27.500]  其他三個福音不講這個故事。
[00:14:27.500 --> 00:14:28.500]  其他三個福音不講這個故事。
[00:14:28.500 --> 00:14:29.500]  其他三個福音不講這個故事。
[00:14:29.500 --> 00:14:30.500]  其他三個福音不講這個故事。
[00:14:30.500 --> 00:14:31.500]  其他三個福音不講這個故事。
[00:14:31.500 --> 00:14:32.500]  其他三個福音不講這個故事。
[00:14:32.500 --> 00:14:33.500]  其他三個福音不講這個故事。
[00:14:33.500 --> 00:14:54.500]  不解之緣
[00:14:54.500 --> 00:15:06.500]  辯合亞納王辯合達和他的全軍,以色列王,我的估計是約蘭。
[00:15:06.500 --> 00:15:07.500]  我的估計是約蘭。
[00:15:07.500 --> 00:15:08.500]  我的估計是約蘭。
[00:15:08.500 --> 00:15:09.500]  雖然這個經文是沒有提名。
[00:15:09.500 --> 00:15:10.500]  雖然這個經文是沒有提名。
[00:15:10.500 --> 00:15:11.500]  雖然這個經文是沒有提名。
[00:15:11.500 --> 00:15:12.500]  雖然這個經文是沒有提名。
[00:15:12.500 --> 00:15:13.500]  雖然這個經文是沒有提名。
[00:15:13.500 --> 00:15:14.500]  雖然這個經文是沒有提名。
[00:15:14.500 --> 00:15:15.500]  雖然這個經文是沒有提名。
[00:15:15.500 --> 00:15:16.500]  雖然這個經文是沒有提名。
[00:15:16.500 --> 00:15:17.500]  雖然這個經文是沒有提名。
[00:15:17.500 --> 00:15:18.500]  雖然這個經文是沒有提名。
[00:15:18.500 --> 00:15:19.500]  雖然這個經文是沒有提名。
[00:15:19.500 --> 00:15:20.500]  雖然這個經文是沒有提名。
[00:15:20.500 --> 00:15:25.500]  雖然這個經文是沒有提名。
[00:15:25.500 --> 00:15:26.500]  雖然這個經文是沒有提名。
[00:15:26.500 --> 00:15:27.500]  雖然這個經文是沒有提名。
[00:15:27.500 --> 00:15:28.500]  雖然這個經文是沒有提名。
[00:15:28.500 --> 00:15:29.500]  雖然這個經文是沒有提名。
[00:15:29.500 --> 00:15:30.500]  雖然這個經文是沒有提名。
[00:15:30.500 --> 00:15:31.500]  雖然這個經文是沒有提名。
[00:15:31.500 --> 00:15:32.500]  雖然這個經文是沒有提名。
[00:15:32.500 --> 00:15:33.500]  雖然這個經文是沒有提名。
[00:15:33.500 --> 00:15:34.500]  雖然這個經文是沒有提名。
[00:15:34.500 --> 00:15:35.500]  雖然這個經文是沒有提名。
[00:15:35.500 --> 00:15:36.500]  雖然這個經文是沒有提名。
[00:15:36.500 --> 00:15:37.500]  雖然這個經文是沒有提名。
[00:15:37.500 --> 00:15:38.500]  雖然這個經文是沒有提名。
[00:15:38.500 --> 00:15:39.500]  雖然這個經文是沒有提名。
[00:15:39.500 --> 00:15:40.500]  雖然這個經文是沒有提名。
[00:15:40.500 --> 00:16:00.500]  雖然這個經文是沒有提名。
[00:16:00.500 --> 00:16:01.500]  雖然這個經文是沒有提名。
[00:16:01.500 --> 00:16:02.500]  雖然這個經文是沒有提名。
[00:16:02.500 --> 00:16:03.500]  雖然這個經文是沒有提名。
[00:16:03.500 --> 00:16:04.500]  雖然這個經文是沒有提名。
[00:16:04.500 --> 00:16:05.500]  雖然這個經文是沒有提名。
[00:16:05.500 --> 00:16:06.500]  雖然這個經文是沒有提名。
[00:16:06.500 --> 00:16:07.500]  雖然這個經文是沒有提名。
[00:16:07.500 --> 00:16:08.500]  雖然這個經文是沒有提名。
[00:16:08.500 --> 00:16:09.500]  雖然這個經文是沒有提名。
[00:16:09.500 --> 00:16:10.500]  雖然這個經文是沒有提名。
[00:16:10.500 --> 00:16:11.500]  雖然這個經文是沒有提名。
[00:16:11.500 --> 00:16:12.500]  雖然這個經文是沒有提名。
[00:16:12.500 --> 00:16:13.500]  雖然這個經文是沒有提名。
[00:16:13.500 --> 00:16:14.500]  雖然這個經文是沒有提名。
[00:16:14.500 --> 00:16:15.500]  雖然這個經文是沒有提名。
[00:16:15.500 --> 00:16:16.500]  雖然這個經文是沒有提名。
[00:16:16.500 --> 00:16:17.500]  雖然這個經文是沒有提名。
[00:16:17.500 --> 00:16:18.500]  雖然這個經文是沒有提名。
[00:16:18.500 --> 00:16:19.500]  雖然這個經文是沒有提名。
[00:16:19.500 --> 00:16:20.500]  雖然這個經文是沒有提名。
[00:16:20.500 --> 00:16:21.500]  雖然這個經文是沒有提名。
[00:16:21.500 --> 00:16:22.500]  雖然這個經文是沒有提名。
[00:16:22.500 --> 00:16:23.500]  雖然這個經文是沒有提名。
[00:16:23.500 --> 00:16:24.500]  雖然這個經文是沒有提名。
[00:16:24.500 --> 00:16:25.500]  雖然這個經文是沒有提名。
[00:16:25.500 --> 00:16:40.500]  一位婦人是撒瑪利亞的居民,是以利沙的長老。
[00:16:40.500 --> 00:16:41.500]  一位婦人是以利沙的長老,是以利沙的長老。
[00:16:41.500 --> 00:16:42.500]  一位婦人是以利沙的長老,是以利沙的長老。
[00:16:42.500 --> 00:16:43.500]  各位鄉親,請不要小看長老這個名銜。
[00:16:43.500 --> 00:16:44.500]  各位鄉親,請不要小看長老這個名銜。
[00:16:44.500 --> 00:16:45.500]  一位婦人是以利沙的長老,是以利沙的長老。
[00:16:45.500 --> 00:16:46.500]  各位鄉親,請不要小看長老這個名銜。
[00:16:46.500 --> 00:16:47.500]  一位婦人是以利沙的長老,是以利沙的長老。
[00:16:47.500 --> 00:17:15.500]  一位婦人是以利沙的長老,是以利沙的長老。
[00:17:17.500 --> 00:17:44.500]  一位婦人是以利沙的長老,是以利沙的長老。
[00:17:47.500 --> 00:18:15.500]  一位婦人是以利沙的長老,是以利沙的長老。
[00:18:17.500 --> 00:18:46.500]  一位婦人是以利沙的長老,是以利沙的長老。
[00:18:47.500 --> 00:18:57.500]  一位婦人是以利沙的長老,是以利沙的長老。
[00:18:57.500 --> 00:19:17.500]  一位婦人是以利沙的長老,是以利沙的長老。
[00:19:17.500 --> 00:19:32.500]  一位婦人是以利沙的長老,是以利沙的長老。
[00:19:47.500 --> 00:20:15.500]  一位婦人是以利沙的長老,是以利沙的長老。
[00:20:17.500 --> 00:20:27.500]  一位婦人是以利沙的長老,是以利沙的長老。
[00:20:27.500 --> 00:20:37.500]  一位婦人是以利沙的長老,是以利沙的長老。
[00:20:37.500 --> 00:20:52.500]  一位婦人是以利沙的長老,是以利沙的長老。
[00:20:52.500 --> 00:21:07.500]  一位婦人是以利沙的長老,是以利沙的長老。
[00:21:07.500 --> 00:21:22.500]  一位婦人是以利沙的長老,是以利沙的長老。
[00:21:22.500 --> 00:21:37.500]  一位婦人是以利沙的長老,是以利沙的長老。
[00:21:37.500 --> 00:21:57.500]  一位婦人是以利沙的長老,是以利沙的長老。
[00:21:57.500 --> 00:22:07.500]  一位婦人是以利沙的長老,是以利沙的長老。
[00:22:07.500 --> 00:22:17.500]  一位婦人是以利沙的長老,是以利沙的長老。
[00:22:17.500 --> 00:22:27.500]  一位婦人是以利沙的長老,是以利沙的長老。
[00:22:27.500 --> 00:22:37.500]  一位婦人是以利沙的長老,是以利沙的長老。
[00:22:37.500 --> 00:22:47.500]  一位婦人是以利沙的長老,是以利沙的長老。
[00:22:47.500 --> 00:22:57.500]  一位婦人是以利沙的長老,是以利沙的長老。
[00:22:57.500 --> 00:23:07.500]  一位婦人是以利沙的長老,是以利沙的長老。
