
[00:00:00.000 --> 00:00:04.600]  我想這段時間大家可能這一個禮拜
[00:05:01.800 --> 00:05:05.140]  我們看見今天我們要進入到神的審判
[00:05:05.140 --> 00:05:07.440]  七晚的審判
[00:05:07.440 --> 00:05:08.980]  七晚的災難
[00:05:08.980 --> 00:05:11.020]  是越來越厲害
[00:05:11.020 --> 00:05:16.400]  在剛纔我們讀的自傳信裏面開始講到
[00:05:16.400 --> 00:05:18.440]  講到這個就是
[00:05:18.440 --> 00:05:19.980]  最後的
[00:05:20.240 --> 00:05:22.540]  我們知道這個七印七號七晚
[00:05:22.540 --> 00:05:25.360]  那麼七晚就已經是那個
[00:05:25.360 --> 00:05:29.200]  這個可以說是到最後面的這個神的審判來臨了
[00:05:29.200 --> 00:05:33.040]  這個七晚的這個審判
[00:05:33.040 --> 00:05:35.600]  你可以看見他這個七個
[00:05:35.600 --> 00:05:39.180]  我今天不花時間在講這七個災
[00:05:39.180 --> 00:05:39.960]  你可以如果還
[00:05:39.960 --> 00:05:43.280]  看一些解經的書他可以給你解釋的很多
[00:05:43.280 --> 00:05:46.360]  這個是個第一個災什麼樣第二個災什麼樣
[00:05:46.360 --> 00:05:48.140]  我今天只是把它點到爲止
[00:05:48.660 --> 00:05:52.500]  那麼第一個災你可以看見他講的說那些敗壽的人呢
[00:05:52.500 --> 00:05:55.060]  敗壽的人會生毒倉
[00:05:55.060 --> 00:05:58.380]  生過倉沒有
[00:05:58.380 --> 00:06:01.200]  生倉沒有
[00:06:01.200 --> 00:06:02.220]  生過倉嗎
[00:06:02.220 --> 00:06:04.020]  沒生過
[00:06:04.020 --> 00:06:05.040]  生過
[00:06:05.040 --> 00:06:05.820]  痛不痛
[00:06:05.820 --> 00:06:08.620]  一個倉還好
[00:06:08.620 --> 00:06:09.900]  幾個倉還好
[00:06:09.900 --> 00:06:11.700]  很多倉啊
[00:06:11.700 --> 00:06:14.000]  而且這個倉是毒倉啊
[00:06:14.000 --> 00:06:18.100]  那好親愛的同志們你看看
[00:06:19.120 --> 00:06:21.680]  那麼這個生這個倉
[00:06:21.680 --> 00:06:26.040]  他說這個第一個倉是敗壽者生毒倉
[00:06:26.040 --> 00:06:28.860]  第二個是什麼呢
[00:06:28.860 --> 00:06:33.720]  第二個是海變成雪
[00:06:33.720 --> 00:06:36.540]  這個海都變成雪了
[00:06:36.540 --> 00:06:39.100]  這個其實你如果對照
[00:06:39.100 --> 00:06:43.180]  神在藉着摩西在埃及所行的十個災
[00:06:43.180 --> 00:06:44.980]  他有很多地方是類似的
[00:06:45.240 --> 00:06:48.820]  所以出埃及記的神降的這個十災
[00:06:48.820 --> 00:06:52.920]  跟啓示錄裏面講到的這些災是彼此之間要對照來看的
[00:06:52.920 --> 00:06:58.800]  所以第二位天使把這個碗倒在海里面海就變成雪了
[00:06:58.800 --> 00:07:00.600]  然後就好像死人的雪
[00:07:00.600 --> 00:07:03.420]  海中的活物都死了
[00:07:03.420 --> 00:07:06.220]  親愛的同志們也沒有海鮮大餐啊
[00:07:06.220 --> 00:07:12.380]  沒有魚可喫了沒有蝦可喫了這些海中的生物都死掉了
[00:07:12.620 --> 00:07:17.740]  所以你看這個慘不慘這個災難慘不慘現在我們今天瘟疫還可以喫到海鮮吧
[00:07:17.740 --> 00:07:18.780]  可不可以
[00:07:18.780 --> 00:07:20.060]  還可以嗎
[00:07:20.060 --> 00:07:22.620]  還可以喫到活蝦嗎
[00:07:22.620 --> 00:07:25.420]  還是可以啊是不是還不到那個程度啊
[00:07:25.420 --> 00:07:27.220]  然後你看接着第三個
[00:07:27.220 --> 00:07:28.760]  第三個天使
[00:07:28.760 --> 00:07:32.600]  就把這個碗倒下來之後江河都變成雪了
[00:07:32.600 --> 00:07:34.900]  那海沒了
[00:07:34.900 --> 00:07:41.800]  江河裏面的怎麼樣也都變成雪了換句話說江河裏面的東西也都沒有了
[00:07:42.060 --> 00:07:42.820]  活物都死掉了
[00:07:42.820 --> 00:07:44.620]  第四個是什麼
[00:07:44.620 --> 00:07:48.200]  第四個是日頭
[00:07:48.200 --> 00:07:49.480]  太陽啊
[00:07:49.480 --> 00:07:51.020]  我們南加州
[00:07:51.020 --> 00:07:55.120]  最讓人覺得舒服的就是有太陽是不是啊
[00:07:55.120 --> 00:07:57.160]  不像西雅圖
[00:07:57.160 --> 00:08:03.060]  也不像這個東部的或者是一些地方冷的地方一年的一半的時間但是
[00:08:03.060 --> 00:08:09.460]  親愛的同志們最近今天這幾天這幾天比較涼快啊請問了今年的暑假
[00:08:12.280 --> 00:08:13.040]  熱的大家
[00:08:13.040 --> 00:08:15.340]  有沒有想開冷氣啊
[00:08:15.340 --> 00:08:17.900]  都沒有啊
[00:08:17.900 --> 00:08:19.940]  所以人家說這個這個
[00:08:19.940 --> 00:08:22.000]  Torrance這個真好啊
[00:08:22.000 --> 00:08:25.580]  是不是都不需要冷氣的我記得我剛來的時候丁永哲就跟我說
[00:08:25.580 --> 00:08:29.680]  莫斯德我跟你講Torrance天氣很好啊你都不需要開冷氣的
[00:08:29.680 --> 00:08:34.280]  哇在沈格里面真是熱的不得了
[00:08:34.280 --> 00:08:38.900]  經常平常的時候大概都是90度以上
[00:08:40.680 --> 00:08:43.500]  有一次甚至都已經快接近到100度
[00:08:43.500 --> 00:08:49.380]  親愛的同志們你能不能想象如果太陽到那個地步他說這裏說什麼呢
[00:08:49.380 --> 00:08:51.180]  他說這個日頭啊
[00:08:51.180 --> 00:08:57.320]  這個日頭到一個什麼地步啊他說日頭能夠用火烤人啊有沒有被烤過的滋味啊
[00:08:57.320 --> 00:09:00.640]  這是第四個
[00:09:00.640 --> 00:09:02.180]  第四個天使齋
[00:09:02.180 --> 00:09:04.220]  所以你可以看見
[00:09:04.220 --> 00:09:06.540]  這個七碗
[00:09:06.540 --> 00:09:09.100]  他前面這個四個齋
[00:09:09.100 --> 00:09:10.380]  是
[00:09:11.660 --> 00:09:12.680]  是一組的
[00:09:12.680 --> 00:09:16.260]  後面三個齋是另外一組
[00:09:16.260 --> 00:09:21.900]  前面這個四個齋就可以看見這個整個大自然都被
[00:09:21.900 --> 00:09:22.920]  影響到
[00:09:22.920 --> 00:09:25.480]  所以這幕後的災難
[00:09:25.480 --> 00:09:27.020]  讓我們看見啊
[00:09:27.020 --> 00:09:28.040]  他是
[00:09:28.040 --> 00:09:29.580]  接踵而來的
[00:09:29.580 --> 00:09:33.420]  好了那我們再看看
[00:09:37.500 --> 00:09:40.820]  他這一個災難跟前面的七印七號不一樣
[00:09:40.820 --> 00:09:42.880]  他是一直持續下來的
[00:09:42.880 --> 00:09:45.180]  而且是越來越緊迫的
[00:09:45.180 --> 00:09:47.220]  我們大概就瞭解到這一點
[00:09:47.220 --> 00:09:51.840]  好那接着我們看
[00:09:51.840 --> 00:09:53.120]  那麼
[00:09:53.120 --> 00:09:56.180]  神的審判不僅僅是接踵而來
[00:09:56.180 --> 00:10:00.280]  而且神的審判是鋪天蓋地什麼意思呢
[00:10:00.280 --> 00:10:06.160]  就說這個七碗的審判說他有一個特性就是他是一個普世性的
[00:10:07.440 --> 00:10:11.020]  他是普世性的今天我們看到這一個covid是不是
[00:10:11.020 --> 00:10:14.860]  當初從中國的武漢開始的時候呢
[00:10:14.860 --> 00:10:18.960]  我們在美國的人還有一點會怎麼樣隔岸觀火的感覺
[00:10:18.960 --> 00:10:21.000]  因爲覺得那是哪裏
[00:10:21.000 --> 00:10:23.300]  那是亞洲對不對
[00:10:23.300 --> 00:10:29.960]  跟我們美洲還很遠呢對不對所以我們還沒有那種感覺現在這個covid已經變成全球性了
[00:10:29.960 --> 00:10:31.240]  丟準備
[00:10:31.240 --> 00:10:35.080]  將來莫斯的這個七碗的這個災難
[00:10:35.080 --> 00:10:36.620]  他是一個全球性的
[00:10:37.120 --> 00:10:37.880]  普世性的
[00:10:37.880 --> 00:10:41.200]  而且這個全球性還不僅僅只是
[00:10:41.200 --> 00:10:43.260]  所謂的這個地理上面的
[00:10:43.260 --> 00:10:45.300]  他是整個的陸海空
[00:10:45.300 --> 00:10:48.380]  整個的都都有這樣的一個災難
[00:10:48.380 --> 00:10:53.760]  好了那我們看看第五個災
[00:10:53.760 --> 00:10:57.600]  第五個災是什麼
[00:10:57.600 --> 00:11:01.680]  敵基督看到沒有
[00:11:02.720 --> 00:11:07.600]  我們看看第五個災第五個天使把碗倒在獸的座位上
[00:11:07.600 --> 00:11:10.920]  他就說獸的國就怎麼樣
[00:11:10.920 --> 00:11:12.200]  黑暗了
[00:11:12.200 --> 00:11:15.780]  人因疼痛就咬自己的舌頭
[00:11:15.780 --> 00:11:19.360]  親愛的同志們你有沒有痛到一個地步咬自己舌頭的經驗過
[00:11:19.360 --> 00:11:21.160]  我想我沒有我不知道你有沒有
[00:11:21.160 --> 00:11:27.040]  聽說人家那個在癌症末期的時候很痛苦但是現在因爲你可以喫這個那叫做什麼
[00:11:27.040 --> 00:11:28.580]  可以喫那個
[00:11:30.120 --> 00:11:34.480]  馬菲所以呢大概也不需要到達去咬舌頭
[00:11:34.480 --> 00:11:37.040]  你看痛到一個地步咬舌頭啊
[00:11:37.040 --> 00:11:40.100]  那麼接着呢第六個災是什麼
[00:11:40.100 --> 00:11:42.920]  第六個災就是勃拉大河
[00:11:42.920 --> 00:11:45.220]  整個水乾了
[00:11:45.220 --> 00:11:47.280]  我們大概
[00:11:47.280 --> 00:11:48.560]  在加州
[00:11:48.560 --> 00:11:51.620]  聽說這個水庫的水也已經快乾了
[00:11:51.620 --> 00:11:54.180]  現在還剩下不多了
[00:11:54.180 --> 00:11:57.260]  所以我們大概可以可以想象的一點
[00:11:57.260 --> 00:11:59.820]  當這個水乾的時候是什麼結果
[00:12:00.840 --> 00:12:02.380]  勃拉大河的水乾了
[00:12:02.380 --> 00:12:05.200]  但是這個水乾還不是說我們有沒有水喝的問題啊
[00:12:05.200 --> 00:12:07.500]  這個勃拉大河的水乾了
[00:12:07.500 --> 00:12:11.340]  其實也是要帶出後面這個是我們下次會講的
[00:12:11.340 --> 00:12:12.880]  就帶出了一個
[00:12:12.880 --> 00:12:15.180]  最後的一個最後決戰
[00:12:15.180 --> 00:12:17.480]  也就是敵基督的國
[00:12:17.480 --> 00:12:20.800]  跟這個上帝的國跟基督的
[00:12:20.800 --> 00:12:23.880]  這一個的這個兩個國度的一個最後的一個決戰
[00:12:24.400 --> 00:12:31.280]  中王要聚集起來在哈米吉多頓來一起產生了一個所謂的哈米吉多頓大戰
[00:12:31.280 --> 00:12:36.080]  那麼到最後第七個碗
[00:12:36.080 --> 00:12:38.880]  第七個碗
[00:12:38.880 --> 00:12:42.480]  帶來一個結果就是全面性的毀滅
[00:12:42.480 --> 00:12:45.280]  你看實際上這裏說什麼呢
[00:12:45.280 --> 00:12:46.800]  他說有地震
[00:12:46.800 --> 00:12:49.120]  地震大到一個地步這裏說
[00:12:49.120 --> 00:12:51.640]  自從地上有人以來
[00:12:51.900 --> 00:12:56.840]  沒有這樣大這樣厲害的地震所以到底多大我不曉得因爲我沒經歷過
[00:12:56.840 --> 00:12:58.100]  是不是
[00:12:58.100 --> 00:13:00.920]  但是我經歷過不是我經歷過我看過
[00:13:00.920 --> 00:13:04.760]  這個七點多的這個大地震
[00:13:04.760 --> 00:13:06.760]  好像還有八的
[00:13:06.760 --> 00:13:09.880]  八的我不知道反正尼泊爾的大地震我去看過
[00:13:09.880 --> 00:13:14.480]  那麼中國的那個汶川大地震我去看臺灣的921大地震我都去看過
[00:13:14.480 --> 00:13:16.280]  我看過了這些地震
[00:13:16.280 --> 00:13:18.280]  但是這些地震他這裏說
[00:13:18.280 --> 00:13:26.680]  比都比這些的地震還要大從來沒有看過這麼大的地震帶來一個結果就是他說那個大城列爲三段
[00:13:26.680 --> 00:13:29.800]  列國的城也都倒塌了
[00:13:29.800 --> 00:13:33.640]  親愛的妞子們有哪一次的地震列國的城都倒塌了
[00:13:33.640 --> 00:13:38.000]  全世界的大城上海北京
[00:13:38.000 --> 00:13:39.780]  洛杉磯紐約
[00:13:39.780 --> 00:13:41.320]  臺北
[00:13:41.320 --> 00:13:43.120]  曼谷
[00:13:43.120 --> 00:13:44.400]  溫哥華
[00:13:44.400 --> 00:13:46.960]  你想得到的這些大城都倒塌了
[00:13:48.480 --> 00:13:50.180]  我們還在想說global warming
[00:13:50.180 --> 00:13:52.840]  靠海邊的城比如說上海不要做了
[00:13:52.840 --> 00:13:53.560]  不要做了
[00:13:53.560 --> 00:13:55.660]  那麼
[00:13:55.660 --> 00:13:57.200]  高雄也靠海
[00:13:57.200 --> 00:13:58.720]  基隆更不要講
[00:13:58.720 --> 00:14:01.040]  那還有哪個地方靠海的
[00:14:01.040 --> 00:14:02.800]  我們洛杉磯也靠海
[00:14:02.800 --> 00:14:05.120]  托勒斯更靠海
[00:14:05.120 --> 00:14:10.000]  所以這些地方不能住啊因爲這個慢慢慢慢會升高這我們都知道的
[00:14:10.000 --> 00:14:12.560]  那大家住哪裏呢住高山上吧
[00:14:12.560 --> 00:14:17.160]  那地震來的時候更慘
[00:14:17.680 --> 00:14:19.880]  是不是所以到哪裏去逃
[00:14:19.880 --> 00:14:21.920]  這裏說這裏到了一個地區
[00:14:21.920 --> 00:14:25.000]  二十節說海島都逃避了
[00:14:25.000 --> 00:14:27.320]  縱山也都不見了
[00:14:27.320 --> 00:14:33.480]  甚至有大包子從天不是那個喫包子的包子
[00:14:33.480 --> 00:14:39.040]  大包子落在人身上每一個月種
[00:14:39.040 --> 00:14:43.520]  一塌連得一塌連得大概有90斤
[00:14:43.520 --> 00:14:46.080]  你把那個斤就算棒吧
[00:14:48.680 --> 00:14:49.540]  切丟準備
[00:14:49.540 --> 00:14:53.440]  有沒有被冰冰包打過
[00:14:53.440 --> 00:14:55.480]  都沒有哈
[00:14:55.480 --> 00:14:58.760]  我記得我曾經有一次這個冰包下來
[00:14:58.760 --> 00:15:02.160]  我還好那個冰包不是很大
[00:15:02.160 --> 00:15:09.920]  想想看那個冰包如果大的像一個就像一個乒乓球那麼大的話你想想看打在你身上會如何
[00:15:11.480 --> 00:15:19.600]  我不得了啊這一顆要九十斤了我們沒有辦法想象其他東西所以很多人在讀起數據覺得有點像天方夜譚
[00:15:19.600 --> 00:15:25.040]  覺得這些事情怎麼可能發生因爲從來沒有經驗過的但聽說我告訴你可不可能發生
[00:15:25.040 --> 00:15:34.720]  神所說的話會不會成就會這個莫斯的審判是又快又又又又又又又強烈一個接一個來
[00:15:35.040 --> 00:15:42.200]  他不不停息的說其他東西其實我們今天在這個在這個疫情期間我覺得我們應該稍稍可以體會
[00:15:42.200 --> 00:15:44.920]  你從來沒有經驗過疫情這種情況對不對
[00:15:44.920 --> 00:15:51.120]  這個疫情好像就是一坡針一坡的有沒有
[00:15:51.120 --> 00:16:01.040]  一坡針一坡的從武漢開始一直這樣子的到全世界流行那麼從這一個開始打疫苗好像我們覺得這個一這個快可以扛出了他了
[00:16:01.240 --> 00:16:09.000]  但是呢德塔病毒又出來了有沒有是不是所以德塔病的病毒出來之後接着我們要打第三針叫這不死
[00:16:09.000 --> 00:16:13.120]  切就是美
[00:16:13.120 --> 00:16:19.440]  莫斯的這些的災難會越來越多
[00:16:19.440 --> 00:16:27.160]  就如同在馬太福音24章第八節耶穌說的他說這都是災難的
[00:16:28.200 --> 00:16:35.600]  這就是災難的起頭災難這個字原文是生產之難
[00:16:35.600 --> 00:16:40.080]  姐妹們生過產的人都知道生產是怎麼樣子
[00:16:40.080 --> 00:16:42.640]  生產是怎麼樣子
[00:16:42.640 --> 00:16:50.160]  剛開始正痛對不對然後呢
[00:16:51.880 --> 00:16:59.080]  十五分鐘一次五分鐘一次十分鐘是五分鐘一次然後越來越多越來越頻繁是不是
[00:16:59.080 --> 00:17:05.600]  一直到出生的時候那個那個痛度是越來越加強的速度越來越快
[00:17:05.600 --> 00:17:10.520]  實際上說這些的災難就是像耶穌耶穌說就像這樣子的一個情況
[00:17:10.520 --> 00:17:15.800]  親愛的妹妹那你說牧師啊可嗎
[00:17:15.800 --> 00:17:21.240]  日子已經很難過了講點好聽的吧
[00:17:22.880 --> 00:17:29.760]  啊講點一些真的是讓我可以得到一些鼓勵的吧前天準備上禮拜纔講過嗎是不是記不記得
[00:17:29.760 --> 00:17:33.360]  上禮拜講什麼還記得嗎
[00:17:33.360 --> 00:17:41.760]  德聖無論在什麼環境當中讚美海門
[00:17:41.760 --> 00:17:48.120]  現在準備我不願意像今天很多有一些時候這個只是在選擇性的講道
[00:17:48.960 --> 00:17:53.680]  現在就是你丟這麼你一定要有預備的心這個苦難是免不了的
[00:17:53.680 --> 00:18:03.360]  漠視這個苦難會越來越多這是免不了的你今天的教會如果牧師必講這一件事情那麼這個牧師他不是真先知
[00:18:03.360 --> 00:18:08.400]  我們不能夠逃避這個問題
[00:18:08.400 --> 00:18:15.120]  但是我們要看見一些事情在這些的苦難的中間神的心意是什麼
[00:18:16.440 --> 00:18:23.000]  我們去如何去面對這些苦難我們不是鴕鳥心態我們把自己的耳朵捂起來沒有沒有沒有
[00:18:23.000 --> 00:18:25.440]  沒有這些統統都是陰謀論
[00:18:25.440 --> 00:18:33.760]  統統都是這個找假消息沒有沒有科比來聽這回事情這只不過是一般的流感
[00:18:33.760 --> 00:18:43.480]  現在丟着沒不是我們要看見這些事情神透過這些事情要讓我們看見一件事情
[00:18:44.840 --> 00:18:46.760]  神公義的審判
[00:18:46.760 --> 00:18:49.200]  必將來到
[00:18:49.200 --> 00:18:58.360]  從一開始我們講的這個天才老爹的事情我們講的這個阿富汗的事情我們要講一些事情就是說今天這個世界公理何在
[00:18:58.360 --> 00:19:00.880]  今天這個世界有公義嗎
[00:19:00.880 --> 00:19:05.840]  公義在這最近這些這段時間
[00:19:05.840 --> 00:19:10.440]  這些年來在臺灣在美國
[00:19:11.320 --> 00:19:14.840]  在很多的國家開始變成是一個很popular的一個issue
[00:19:14.840 --> 00:19:22.920]  大家都講正義正義他們不講他們不去用公義這個詞用正義社會正義social justice
[00:19:22.920 --> 00:19:30.360]  什麼叫做social justice 什麼叫做公義啊
[00:19:30.360 --> 00:19:37.880]  在這段經文裏面提到第五節到第七節
[00:19:39.520 --> 00:19:43.760]  他說習在精在的聖者你這樣判斷是公義的
[00:19:43.760 --> 00:19:48.040]  也就這個判斷就是傢俱們
[00:19:48.040 --> 00:19:51.400]  你這樣子的審判是公義的
[00:19:51.400 --> 00:19:54.960]  老蟲集團中有聲音說是的主神
[00:19:54.960 --> 00:20:03.240]  他說你的判斷你的你的審判是怎麼樣是一拆上個禮拜我講過一拆是什麼就是公義的
[00:20:03.880 --> 00:20:13.520]  存在存在是什麼就是真實的省的審判絕對不是虛假的絕對不是這個不公的省的審判一定是正正值的
[00:20:13.520 --> 00:20:14.920]  一定是公義的
[00:20:14.920 --> 00:20:19.080]  但丟着沒我們看見今天這個世界不公不義
[00:20:19.080 --> 00:20:25.000]  這個世界讓我們好像看見好像不公義已經變成是一個很普遍的現象
[00:20:25.000 --> 00:20:33.640]  拜登總統上臺之後急着的要做一件事情
[00:20:34.520 --> 00:20:38.840]  就是讓這個平權法案在美國通過
[00:20:38.840 --> 00:20:44.160]  從這個平權法案被通過
[00:20:44.160 --> 00:20:55.000]  那麼帶來一個結果就是很多的地方就開始隨之隨風起舞要開始去執行
[00:20:56.240 --> 00:21:05.600]  那麼這同時也就帶來了一些位置要站在聖經的真理上面的基督徒的就開始受到逼迫
[00:21:05.600 --> 00:21:11.120]  我們在禱告會也曾經提過就不盡量一個教師體育老師
[00:21:11.120 --> 00:21:15.920]  因爲他不能夠違揹他自己的信仰
[00:21:17.160 --> 00:21:30.600]  所以他把這些有關這些這種不好的一些平權法裏面講的說你如果是覺得你自己是男孩或者女孩就反正就是說你自己可以去做變性
[00:21:30.600 --> 00:21:35.760]  他就去告訴這些年輕人他這些年輕人來找他問他說他告訴他們說這這是不對的
[00:21:35.760 --> 00:21:40.600]  你們你們可以選擇不要這樣做的等等的這些然後被學校停職
[00:21:42.080 --> 00:21:49.400]  這一類的事情我想我們大概都聽過了越來越多的會在各個地方會出現現在都準備平權法案什麼叫平權法案
[00:21:49.400 --> 00:21:53.120]  今天他們所根據的是什麼
[00:21:53.120 --> 00:22:01.840]  他們就是根據講好聽點他們說美國的憲法講說每個人都有權利
[00:22:01.840 --> 00:22:06.360]  是不是什麼叫做每個人都有權利啊
[00:22:08.120 --> 00:22:13.880]  怎麼叫做這個真正叫平權的這些人其實根本不懂律不懂憲法的爭議
[00:22:13.880 --> 00:22:20.080]  那我們今天不談憲法了我們要回到一件事情親愛的兄弟妹什麼是公益啊
[00:22:20.080 --> 00:22:24.040]  這個世界講的公益是公益嗎
[00:22:24.040 --> 00:22:33.200]  然後你看見這個黑人的命也是那叫什麼黑人的命貴是不是
[00:22:37.400 --> 00:22:39.360]  這個叫做黑人的命貴啊
[00:22:39.360 --> 00:22:50.120]  life matter好了大家也跟着甚至還有華人也跟着一起上街頭對啊黑人的命也是命所以啊政府不公等等的這些好
[00:22:50.120 --> 00:22:58.560]  錢都是美那黑人的命是命華人的命是不是命啊
[00:22:58.560 --> 00:23:01.120]  是不是
[00:23:01.120 --> 00:23:05.560]  那白人的命是不是也是命
[00:23:08.120 --> 00:23:08.320]  對
