
[00:00:00.000 --> 00:00:06.500]  弟姐妹早上,感恩今天能夠和大家一起去敬拜和思想上帝的說話
[00:02:30.000 --> 00:02:33.000]  還有另一樣特別的地方是
[00:02:33.000 --> 00:02:38.000]  這段經文21節說耶穌的自己人
[00:02:38.000 --> 00:02:40.000]  祂的家人來找祂說了一句話
[00:02:40.000 --> 00:02:43.000]  接著就到22節開始
[00:02:43.000 --> 00:02:45.000]  就說一些好像沒甚麼關係的東西
[00:02:45.000 --> 00:02:49.000]  剛才讀的經文是說到耶路撒冷尼的文士
[00:02:49.000 --> 00:02:53.000]  挑戰耶穌關於耶穌趕鬼的事情
[00:02:53.000 --> 00:02:56.000]  就說了一大段到31節分一回頭
[00:02:56.000 --> 00:02:58.000]  如果大家熟悉馬可福音
[00:02:58.000 --> 00:03:01.000]  這個也是馬可福音很常見的狀況
[00:03:01.000 --> 00:03:03.000]  就像一段記載把它斬開
[00:03:03.000 --> 00:03:06.000]  中間塞一段好像沒甚麼相關的東西進去
[00:03:06.000 --> 00:03:09.000]  就像三文治兩塊麵包中間夾著一個餡
[00:03:09.000 --> 00:03:12.000]  中間那段究竟的意思是甚麼呢
[00:03:12.000 --> 00:03:15.000]  待會我們會回來的
[00:03:15.000 --> 00:03:18.000]  這是第一節 第一個留意的節 家人
[00:03:18.000 --> 00:03:21.000]  第二個留意的節 第21節就是
[00:03:21.000 --> 00:03:25.000]  這些家人要抓住祂 因為他們說祂是癲狂
[00:03:25.000 --> 00:03:28.000]  這個字聽起來好像說耶穌是否有神經病
[00:03:28.000 --> 00:03:30.000]  有點不正常
[00:03:30.000 --> 00:03:33.000]  不過就發覺在第二個地方
[00:03:33.000 --> 00:03:37.000]  同一個字的翻譯不是癲狂 不是神經病
[00:03:37.000 --> 00:03:40.000]  好像在馬可福音第二章十二節
[00:03:40.000 --> 00:03:44.000]  那裡就說那人就起來立刻拿著玉紙
[00:03:44.000 --> 00:03:46.000]  當著眾人面前出去了
[00:03:46.000 --> 00:03:48.000]  以至眾人都驚奇
[00:03:48.000 --> 00:03:51.000]  驚奇這個字原來跟癲狂是同一個字
[00:03:51.000 --> 00:03:53.000]  這裡大家如果記得聖經是說
[00:03:53.000 --> 00:03:55.000]  耶穌依置了一個坦字
[00:03:55.000 --> 00:03:57.000]  即是那四個朋友把祂吊下來
[00:03:57.000 --> 00:04:01.000]  然後就跟祂說 你起來吧 拿著玉紙走
[00:04:01.000 --> 00:04:03.000]  當他這樣做的時候
[00:04:03.000 --> 00:04:07.000]  其他人看到耶穌真的行了一個神蹟 很驚訝
[00:04:07.000 --> 00:04:10.000]  意思就是當一些人遇見一些
[00:04:10.000 --> 00:04:15.000]  出乎意料在常理以外的事情的反應
[00:04:15.000 --> 00:04:20.000]  回到第三章我們經文癲狂這個字
[00:04:20.000 --> 00:04:22.000]  就是在說看到一些
[00:04:22.000 --> 00:04:25.000]  或者聽到一些很不合理的事情的意思
[00:04:25.000 --> 00:04:28.000]  所以有些英文的翻譯就叫做
[00:04:28.000 --> 00:04:30.000]  Out of his senses
[00:04:30.000 --> 00:04:31.000]  有時候我們英文就說
[00:04:31.000 --> 00:04:33.000]  你很不合理的意思
[00:04:33.000 --> 00:04:35.000]  耶穌很不合理
[00:04:35.000 --> 00:04:37.000]  不合理是甚麼呢
[00:04:37.000 --> 00:04:38.000]  可能一件事就是
[00:04:38.000 --> 00:04:41.000]  耶穌服侍連飯都吃不了
[00:04:41.000 --> 00:04:43.000]  你想想如果你有一個家人
[00:04:43.000 --> 00:04:46.000]  你的兒子工作到飯都不吃
[00:04:46.000 --> 00:04:50.000]  你都會拉著他勸他吃飯
[00:04:50.000 --> 00:04:52.000]  另一個原因可能就是
[00:04:52.000 --> 00:04:54.000]  因為那時候耶穌出來傳道
[00:04:54.000 --> 00:04:59.000]  都開始跟那時候的宗教領袖有磨擦矛盾
[00:04:59.000 --> 00:05:02.000]  剛才我說耶路撒冷後來的民事
[00:05:02.000 --> 00:05:04.000]  專門來找耶穌
[00:05:04.000 --> 00:05:06.000]  就跟那些人說你不要相信祂
[00:05:06.000 --> 00:05:07.000]  因為這個人趕鬼
[00:05:07.000 --> 00:05:10.000]  靠著鬼王趕鬼
[00:05:10.000 --> 00:05:12.000]  你想想你做耶穌的母親
[00:05:12.000 --> 00:05:14.000]  和兄弟都擔心祂
[00:05:14.000 --> 00:05:17.000]  所以你都不要不合理
[00:05:17.000 --> 00:05:20.000]  這個就是那個狀況
[00:05:20.000 --> 00:05:22.000]  不過耶穌不合理
[00:05:22.000 --> 00:05:25.000]  都不只是祂很忙碌
[00:05:25.000 --> 00:05:27.000]  你想想跟著下去
[00:05:27.000 --> 00:05:28.000]  剛才我們說
[00:05:28.000 --> 00:05:30.000]  你的家人
[00:05:30.000 --> 00:05:31.000]  你的母親
[00:05:31.000 --> 00:05:32.000]  你的兄弟來找你
[00:05:32.000 --> 00:05:35.000]  耶穌的反應都真的不合理
[00:05:35.000 --> 00:05:37.000]  第34節就說
[00:05:37.000 --> 00:05:42.000]  耶穌說看啊我的母親我的兄弟
[00:05:42.000 --> 00:05:44.000]  凡遵行神旨意的人
[00:05:44.000 --> 00:05:46.000]  就算我的兄弟只會我母親
[00:05:46.000 --> 00:05:49.000]  其實想起來都很不合理
[00:05:49.000 --> 00:05:52.000]  就像我在這裡禮堂坐滿了人
[00:05:52.000 --> 00:05:54.000]  有人就說你的母親你的兄弟找你
[00:05:54.000 --> 00:05:55.000]  然後通知我
[00:05:55.000 --> 00:05:56.000]  然後我的反應是
[00:05:56.000 --> 00:05:58.000]  通常是正常的反應
[00:05:58.000 --> 00:06:00.000]  知道了我忙完就找祂
[00:06:00.000 --> 00:06:01.000]  誰知道耶穌說
[00:06:01.000 --> 00:06:02.000]  誰是我母親
[00:06:02.000 --> 00:06:04.000]  就是當著母親在那裡
[00:06:04.000 --> 00:06:05.000]  誰是我的兄弟
[00:06:05.000 --> 00:06:07.000]  凡遵行神旨意的人
[00:06:07.000 --> 00:06:10.000]  就是你們這幫人就是我家人
[00:06:10.000 --> 00:06:12.000]  聽起來都很大逆不道
[00:06:12.000 --> 00:06:13.000]  是不是耶穌說
[00:06:13.000 --> 00:06:15.000]  有教會就不用理母親
[00:06:15.000 --> 00:06:18.000]  為什麼人們這麼不喜歡人們上教會
[00:06:18.000 --> 00:06:20.000]  你上了教會就沒有了父母
[00:06:20.000 --> 00:06:22.000]  是不是這個意思呢
[00:06:22.000 --> 00:06:24.000]  我們又覺得沒有理由是這樣
[00:06:24.000 --> 00:06:26.000]  為什麼呢這段經文
[00:06:26.000 --> 00:06:28.000]  剛才我們就說
[00:06:28.000 --> 00:06:31.000]  中間那段鬼王趕鬼的記載
[00:06:31.000 --> 00:06:33.000]  究竟有什麼關係呢
[00:06:33.000 --> 00:06:36.000]  我們想一想這段經文
[00:06:36.000 --> 00:06:38.000]  這段經文為什麼出現呢
[00:06:38.000 --> 00:06:41.000]  因為那些文士
[00:06:41.000 --> 00:06:45.000]  耶路撒冷尼的文士就跟人說
[00:06:45.000 --> 00:06:46.000]  這個耶穌是
[00:06:46.000 --> 00:06:48.000]  祂趕鬼很有能力
[00:06:48.000 --> 00:06:49.000]  不過你們不要相信祂
[00:06:49.000 --> 00:06:52.000]  因為祂是鬼王別西卜
[00:06:52.000 --> 00:06:54.000]  靠著鬼王的力量
[00:06:54.000 --> 00:06:55.000]  去趕鬼的
[00:06:55.000 --> 00:06:57.000]  因為這樣的緣故
[00:06:57.000 --> 00:06:58.000]  耶穌說了一個比喻
[00:06:58.000 --> 00:07:00.000]  去反駁這個說法
[00:07:00.000 --> 00:07:01.000]  簡單來說
[00:07:01.000 --> 00:07:03.000]  耶穌說鬼打鬼是不行的
[00:07:03.000 --> 00:07:05.000]  差不多的意思就是這樣
[00:07:05.000 --> 00:07:07.000]  裡面又說如果
[00:07:07.000 --> 00:07:10.000]  撒旦那邊的勢力都紛爭
[00:07:10.000 --> 00:07:11.000]  祂就站不住了
[00:07:11.000 --> 00:07:14.000]  祂用這樣的理據去反駁
[00:07:14.000 --> 00:07:17.000]  今天我就不是跟大家深究這個比喻
[00:07:17.000 --> 00:07:19.000]  不過特別的地方
[00:07:19.000 --> 00:07:22.000]  我們見到耶穌說這個比喻的時候
[00:07:22.000 --> 00:07:26.000]  有些字眼是重複讓我們留意的
[00:07:26.000 --> 00:07:27.000]  大家都見到這段經文
[00:07:27.000 --> 00:07:29.000]  我想和大家一起讀
[00:07:29.000 --> 00:07:32.000]  我們在第25節開始讀到最後
[00:07:32.000 --> 00:07:34.000]  我們讀的時候
[00:07:34.000 --> 00:07:36.000]  大家留意一下這幾節經文
[00:07:36.000 --> 00:07:38.000]  有些什麼字是重複的
[00:07:38.000 --> 00:07:39.000]  我們一起讀
[00:07:39.000 --> 00:07:40.000]  第25節開始
[00:07:40.000 --> 00:07:43.000]  一家若自相紛爭
[00:07:43.000 --> 00:07:45.000]  那家就立不住
[00:07:45.000 --> 00:07:48.000]  撒旦若自相攻打紛爭
[00:07:48.000 --> 00:07:49.000]  他就立不住
[00:07:49.000 --> 00:07:51.000]  必定滅亡
[00:07:51.000 --> 00:07:54.000]  沒有人能進壯士家裡
[00:07:54.000 --> 00:07:56.000]  搶奪他的公督室
[00:07:56.000 --> 00:07:58.000]  除非先綁住那壯士
[00:07:58.000 --> 00:08:01.000]  否則無法搶奪他的家
[00:08:01.000 --> 00:08:03.000]  大家有沒有留意什麼字
[00:08:03.000 --> 00:08:04.000]  家這個字
[00:08:04.000 --> 00:08:05.000]  大家很聰明
[00:08:05.000 --> 00:08:07.000]  很特別的地方就是
[00:08:07.000 --> 00:08:08.000]  想想
[00:08:08.000 --> 00:08:11.000]  這段經文前前後後是說家人的
[00:08:11.000 --> 00:08:13.000]  不過前後都沒有家這個字
[00:08:13.000 --> 00:08:14.000]  你記不記得
[00:08:14.000 --> 00:08:16.000]  上面是自己人
[00:08:16.000 --> 00:08:18.000]  下面是母親和兄弟
[00:08:18.000 --> 00:08:19.000]  沒有說家人
[00:08:19.000 --> 00:08:22.000]  反而中間出現了四次家字
[00:08:22.000 --> 00:08:23.000]  我們就問一下
[00:08:23.000 --> 00:08:25.000]  究竟這裡是想說什麼
[00:08:25.000 --> 00:08:26.000]  凡是比喻
[00:08:26.000 --> 00:08:29.000]  當然不同的東西比喻東西
[00:08:29.000 --> 00:08:31.000]  這裡想留意三樣東西
[00:08:31.000 --> 00:08:33.000]  三個的比喻
[00:08:33.000 --> 00:08:35.000]  我回到這段經文
[00:08:35.000 --> 00:08:37.000]  他就說家
[00:08:37.000 --> 00:08:39.000]  其實是說到耶穌說
[00:08:39.000 --> 00:08:40.000]  有個家
[00:08:40.000 --> 00:08:42.000]  有個壯士的家
[00:08:42.000 --> 00:08:44.000]  就是壯士要看著家裡
[00:08:44.000 --> 00:08:46.000]  如果你要搶裡面的東西
[00:08:46.000 --> 00:08:49.000]  你除非有個比壯士厲害的人
[00:08:49.000 --> 00:08:50.000]  來打倒壯士
[00:08:50.000 --> 00:08:52.000]  綁住他才能搶到他的東西
[00:08:52.000 --> 00:08:57.000]  第一個說法是說一個被鬼附的人
[00:08:57.000 --> 00:09:00.000]  被鬼附的人就是家
[00:09:00.000 --> 00:09:04.000]  而誰是綁住那個
[00:09:04.000 --> 00:09:06.000]  被鬼附
[00:09:06.000 --> 00:09:09.000]  那個所謂壯士是說撒旦
[00:09:09.000 --> 00:09:12.000]  撒旦霸佔了人的家
[00:09:12.000 --> 00:09:15.000]  誰是有能力捆綁壯士
[00:09:15.000 --> 00:09:17.000]  就是耶穌
[00:09:17.000 --> 00:09:21.000]  所以說家就是被鬼附的人
[00:09:21.000 --> 00:09:25.000]  本來就是被壯士霸佔了
[00:09:25.000 --> 00:09:27.000]  如果要搶東西
[00:09:27.000 --> 00:09:30.000]  要拯救東西出來
[00:09:30.000 --> 00:09:33.000]  那個人要比壯士更有能力
[00:09:33.000 --> 00:09:36.000]  綁壯士才能做到這件事
[00:09:36.000 --> 00:09:38.000]  所以這裡的比喻是說
[00:09:38.000 --> 00:09:41.000]  原來那個被鬼附的人
[00:09:41.000 --> 00:09:48.000]  除非有個比魔鬼更有能力的耶穌
[00:09:48.000 --> 00:09:53.000]  從上帝而來捆綁著魔鬼的工作
[00:09:53.000 --> 00:09:57.000]  才能夠拯救那個家
[00:09:57.000 --> 00:09:58.000]  在這個狀況裏面
[00:09:58.000 --> 00:10:01.000]  我想我們有一個提醒是什麼呢
[00:10:01.000 --> 00:10:03.000]  這個比喻跟我們說
[00:10:03.000 --> 00:10:06.000]  原來家是一個相爭的地方
[00:10:06.000 --> 00:10:07.000]  是一個魔鬼撒旦
[00:10:07.000 --> 00:10:12.000]  和上帝的兒子耶穌相爭的地方
[00:10:12.000 --> 00:10:15.000]  比喻成為這樣的狀況
[00:10:15.000 --> 00:10:18.000]  所以我們發覺一件事就是
[00:10:18.000 --> 00:10:21.000]  凡是上帝美好的東西
[00:10:21.000 --> 00:10:23.000]  魔鬼都眼紅
[00:10:23.000 --> 00:10:24.000]  都要去攻擊人
[00:10:24.000 --> 00:10:26.000]  我們都知道
[00:10:26.000 --> 00:10:28.000]  家就是其中一個這樣的地方
[00:10:28.000 --> 00:10:31.000]  家就是上帝給我們好的東西
[00:10:31.000 --> 00:10:34.000]  應該人在裏面得到培育
[00:10:34.000 --> 00:10:36.000]  人應該開開心心在裏面相處
[00:10:36.000 --> 00:10:38.000]  這個都是原意
[00:10:38.000 --> 00:10:41.000]  但是可惜的就是
[00:10:41.000 --> 00:10:43.000]  當罪進入世界
[00:10:43.000 --> 00:10:46.000]  有撒旦的入侵力量
[00:10:46.000 --> 00:10:48.000]  撒旦都同時會攻擊
[00:10:48.000 --> 00:10:50.000]  會入侵家庭
[00:10:50.000 --> 00:10:52.000]  捆綁
[00:10:52.000 --> 00:10:55.000]  令到人在裏面經歷很多的傷害
[00:10:55.000 --> 00:10:58.000]  唯有一個比撒旦更加有能力的人
[00:10:58.000 --> 00:11:00.000]  就是耶穌來到
[00:11:00.000 --> 00:11:03.000]  才能夠拯救那個家
[00:11:03.000 --> 00:11:05.000]  所以撒旦這個壯士
[00:11:05.000 --> 00:11:08.000]  和捆綁壯士的人耶穌
[00:11:08.000 --> 00:11:11.000]  是一個相爭之地
[00:11:11.000 --> 00:11:13.000]  有這個緣故我們發覺
[00:11:13.000 --> 00:11:16.000]  原來當罪進入世界以來
[00:11:16.000 --> 00:11:21.000]  沒有任何家庭都能夠很完美
[00:11:21.000 --> 00:11:24.000]  這個世界上沒有完美的家庭
[00:11:24.000 --> 00:11:27.000]  我們回想在聖經的記載都是
[00:11:27.000 --> 00:11:30.000]  即使是我們聖經裏面所說
[00:11:30.000 --> 00:11:33.000]  上帝揀選的僕人阿伯拉罕
[00:11:33.000 --> 00:11:35.000]  他的家庭他的家族
[00:11:35.000 --> 00:11:38.000]  都有很多的困難和紛爭
[00:11:38.000 --> 00:11:41.000]  大家要認識熟悉聖經
[00:11:41.000 --> 00:11:44.000]  阿伯拉罕為了生子的緣故
[00:11:44.000 --> 00:11:46.000]  後來娶了他的婢女
[00:11:46.000 --> 00:11:49.000]  也帶來家庭的糾紛
[00:11:49.000 --> 00:11:52.000]  他兒子之間的困難
[00:11:52.000 --> 00:11:54.000]  接著阿伯拉罕的家族
[00:11:54.000 --> 00:11:56.000]  到了他的孫子雅各
[00:11:56.000 --> 00:12:00.000]  以及以掃那種的紛爭
[00:12:00.000 --> 00:12:02.000]  究竟誰爭誰呢
[00:12:02.000 --> 00:12:04.000]  到了雅各的兒子
[00:12:04.000 --> 00:12:10.000]  十二個兒子約瑟都是彼此出賣的地方
[00:12:10.000 --> 00:12:11.000]  要去到復活
[00:12:11.000 --> 00:12:15.000]  所以聖經裏面其實沒有任何描述
[00:12:15.000 --> 00:12:17.000]  一些很好的家庭
[00:12:17.000 --> 00:12:19.000]  反而有很多的紛爭
[00:12:19.000 --> 00:12:21.000]  兄弟的殺害
[00:12:21.000 --> 00:12:23.000]  彼此的出賣
[00:12:23.000 --> 00:12:26.000]  是充滿了聖經的故事
[00:12:26.000 --> 00:12:28.000]  所以我們發覺
[00:12:28.000 --> 00:12:32.000]  原來上帝賜我們有家庭
[00:12:32.000 --> 00:12:37.000]  有婚姻 有父母 有兄弟姊妹都好
[00:12:37.000 --> 00:12:42.000]  實況是每個家庭都被罪入侵
[00:12:42.000 --> 00:12:45.000]  而上帝很知道這件事
[00:12:45.000 --> 00:12:50.000]  所以他差遣一位比起撒旦壯士
[00:12:50.000 --> 00:12:53.000]  更加有力量的耶穌基督來
[00:12:53.000 --> 00:12:56.000]  唯有靠著主耶穌基督的力量
[00:12:56.000 --> 00:13:00.000]  我們的家才能夠回復美好
[00:13:00.000 --> 00:13:03.000]  其實經驗上都是這樣
[00:13:03.000 --> 00:13:05.000]  中國人都說
[00:13:05.000 --> 00:13:07.000]  其實家家有本難念的經
[00:13:07.000 --> 00:13:11.000]  意思是你家庭的事都很惱教
[00:13:11.000 --> 00:13:14.000]  或者我們頭頭認識一個家庭
[00:13:14.000 --> 00:13:17.000]  可能覺得他們都很好
[00:13:17.000 --> 00:13:20.000]  表面上都很和諧
[00:13:20.000 --> 00:13:22.000]  可能認識久了
[00:13:22.000 --> 00:13:25.000]  他願意和大家分享的時候
[00:13:25.000 --> 00:13:29.000]  他會發覺原來裏面都有很多的困難
[00:13:29.000 --> 00:13:32.000]  這個其實是我們家庭的實況
[00:13:32.000 --> 00:13:35.000]  我們自己的家庭都是這樣
[00:13:35.000 --> 00:13:38.000]  當然有些矛盾 有些張力
[00:13:38.000 --> 00:13:41.000]  甚至我們會覺得家人之間
[00:13:41.000 --> 00:13:44.000]  有些事真的很難去解決
[00:13:44.000 --> 00:13:46.000]  其他事都容易解決一點
[00:13:46.000 --> 00:13:51.000]  家人的歷史有時都很難搞
[00:13:51.000 --> 00:13:53.000]  這個是我們的實況
[00:13:53.000 --> 00:13:56.000]  不過好的地方就是
[00:13:56.000 --> 00:14:01.000]  上帝都知道要上帝差遣主耶穌基督
[00:14:01.000 --> 00:14:04.000]  來拯救我們的家庭
[00:14:04.000 --> 00:14:07.000]  所以家庭其實是需要
[00:14:07.000 --> 00:14:09.000]  被耶穌基督的救贖
[00:14:09.000 --> 00:14:12.000]  才有能力去面對這種狀況
[00:14:12.000 --> 00:14:15.000]  到今天我們都發覺是的
[00:14:15.000 --> 00:14:18.000]  很多人到長大之後
[00:14:18.000 --> 00:14:20.000]  覺得他們的情緒
[00:14:20.000 --> 00:14:22.000]  他們的人際關係有些困難
[00:14:22.000 --> 00:14:25.000]  甚至可能有些人因為這樣的緣故
[00:14:25.000 --> 00:14:27.000]  要去找輔導聊天
[00:14:27.000 --> 00:14:30.000]  做輔導的通常都怎樣
[00:14:30.000 --> 00:14:33.000]  是要聊你過去家裏發生了什麼事
[00:14:33.000 --> 00:14:36.000]  原生家庭裏面可能有些經歷
[00:14:36.000 --> 00:14:39.000]  有些不知道為什麼
[00:14:39.000 --> 00:14:41.000]  或者因為有些狀況
[00:14:41.000 --> 00:14:43.000]  帶來一些記憶
[00:14:43.000 --> 00:14:48.000]  要回到那個處境裏面
[00:14:48.000 --> 00:14:51.000]  才能夠去被醫治
[00:14:51.000 --> 00:14:54.000]  生命才能夠去到上路
[00:14:54.000 --> 00:14:57.000]  但是主耶穌基督沒有恩典
[00:14:57.000 --> 00:15:00.000]  祂知道也願意去幫助
[00:15:00.000 --> 00:15:02.000]  我認識一位姊妹
[00:15:02.000 --> 00:15:06.000]  她家裏是一個很傳統的華人家庭
[00:15:06.000 --> 00:15:08.000]  都是重男輕女那種
[00:15:08.000 --> 00:15:12.000]  家裏面三個姊妹一個哥哥
[00:15:12.000 --> 00:15:14.000]  大家都知道
[00:15:14.000 --> 00:15:16.000]  都是重男輕女
[00:15:16.000 --> 00:15:19.000]  這位姊妹還要排中間那些
[00:15:19.000 --> 00:15:20.000]  更加被人忽略
[00:15:20.000 --> 00:15:22.000]  所以她從小到大
[00:15:22.000 --> 00:15:24.000]  都很渴望得到父母的肯定
[00:15:24.000 --> 00:15:26.000]  不過一直都得不到父母的肯定
[00:15:26.000 --> 00:15:29.000]  到她中學的時候
[00:15:29.000 --> 00:15:32.000]  她學校裏面有一位老師
[00:15:32.000 --> 00:15:33.000]  帶她信耶穌
[00:15:33.000 --> 00:15:36.000]  她發覺原來真正的愛
[00:15:36.000 --> 00:15:37.000]  真正的力量
[00:15:37.000 --> 00:15:40.000]  從我們的天父從耶穌而來
[00:15:40.000 --> 00:15:41.000]  在這種狀況裏面
[00:15:41.000 --> 00:15:44.000]  她學習去接受她的家人
[00:15:44.000 --> 00:15:47.000]  她學習去接受她的家人
[00:15:47.000 --> 00:15:49.000]  她學習去接受她的家人
[00:15:49.000 --> 00:15:52.000]  在這種狀況裏面她學習去接受她的家人
[00:15:52.000 --> 00:15:54.000]  接受她的父母
[00:15:54.000 --> 00:15:57.000]  一路長大她用了很多力量
[00:15:57.000 --> 00:15:58.000]  覺得她都分享
[00:15:58.000 --> 00:16:00.000]  如果不是她認識天父的話
[00:16:00.000 --> 00:16:03.000]  她覺得她很難有一個健康的成長
[00:16:03.000 --> 00:16:06.000]  到她大了的時候她仍然努力
[00:16:06.000 --> 00:16:08.000]  父母年紀很大的時候感恩
[00:16:08.000 --> 00:16:10.000]  終於父母都認識上帝
[00:16:10.000 --> 00:16:12.000]  開始有回計劃
[00:16:12.000 --> 00:16:15.000]  不等於可以完全解決了
[00:16:15.000 --> 00:16:17.000]  她生命裏面最大的問題
[00:16:17.000 --> 00:16:20.000]  不過這些都提醒我們
[00:16:20.000 --> 00:16:24.000]  其實如果不是耶穌基督的介入
[00:16:24.000 --> 00:16:27.000]  其實我們都真的面對
[00:16:27.000 --> 00:16:29.000]  家庭給我們的傷害和破落
[00:16:29.000 --> 00:16:31.000]  有時候很難去面對
[00:16:31.000 --> 00:16:35.000]  我想亦都不是只能夠怪家人
[00:16:35.000 --> 00:16:37.000]  其實我想我們每個都是罪人的時候
[00:16:37.000 --> 00:16:38.000]  都要警醒
[00:16:38.000 --> 00:16:41.000]  其實我們都可以帶來家人的傷害
[00:16:41.000 --> 00:16:47.000]  傷害都可能不是因為你故意傷害她
[00:16:47.000 --> 00:16:49.000]  可能因為其實每個人都說
[00:16:49.000 --> 00:16:53.000]  或者渴望或者希望自己對家人好
[00:16:53.000 --> 00:16:55.000]  不過可能有些誤會
[00:16:55.000 --> 00:16:58.000]  我們都有限制我們的軟弱
[00:16:58.000 --> 00:17:00.000]  帶來家人的傷害
[00:17:00.000 --> 00:17:02.000]  有時候我自己都是一個父親
[00:17:02.000 --> 00:17:04.000]  當然想孩子好
[00:17:04.000 --> 00:17:07.000]  不過在好的裏面
[00:17:07.000 --> 00:17:10.000]  會不會都不經不覺
[00:17:10.000 --> 00:17:12.000]  帶來家人的不開心
[00:17:12.000 --> 00:17:15.000]  甚至一些傷害呢
[00:17:15.000 --> 00:17:17.000]  有時候我們發覺
[00:17:17.000 --> 00:17:23.000]  我們的家庭不能夠成為我們的救贖
[00:17:23.000 --> 00:17:25.000]  因為其實我們的家庭
[00:17:25.000 --> 00:17:28.000]  都是被罪到入侵
[00:17:28.000 --> 00:17:32.000]  有時候生活在一個冷漠的世界裏面
[00:17:32.000 --> 00:17:35.000]  我們很渴望我們的婚姻
[00:17:35.000 --> 00:17:36.000]  我們的家人
[00:17:36.000 --> 00:17:39.000]  能夠給到一些溫暖我們
[00:17:39.000 --> 00:17:43.000]  能夠幫我們抵擋所謂的社會
[00:17:43.000 --> 00:17:46.000]  或者工作裏面的困苦煩惱
[00:17:46.000 --> 00:17:49.000]  如果有家庭很好就好了
[00:17:49.000 --> 00:17:52.000]  很渴望家裏能夠給我們救贖
[00:17:52.000 --> 00:17:54.000]  怎麼說呢
[00:17:54.000 --> 00:17:57.000]  可能有些人成長裏面很不開心
[00:17:57.000 --> 00:17:59.000]  父母關係很差
[00:17:59.000 --> 00:18:01.000]  或者很渴望
[00:18:01.000 --> 00:18:02.000]  當我長大了
[00:18:02.000 --> 00:18:05.000]  認識到一個對象結婚
[00:18:05.000 --> 00:18:08.000]  我們認識得彼此相愛
[00:18:08.000 --> 00:18:12.000]  那我一定生活圓滿了
[00:18:12.000 --> 00:18:15.000]  或者我們也可能渴望我們的婚姻
[00:18:15.000 --> 00:18:16.000]  能夠給我們救贖
[00:18:16.000 --> 00:18:18.000]  不過結了婚的人都會很體會
