
[00:00:00.000 --> 00:00:05.060]  前兩天是中國人 亦是西方傳來的情人節
[00:04:11.320 --> 00:04:14.080]  「沒有人站在耶穌的一邊」
[00:04:14.080 --> 00:04:16.040]  巡撫再問 「你要我釋放巴拉巴」
[00:04:16.040 --> 00:04:19.200]  「那你要我怎樣待耶穌呢?」
[00:04:19.200 --> 00:04:21.480]  他們再一次同心 大聲呼喊
[00:04:21.480 --> 00:04:28.480]  「釘他在十字架上!釘他在十字架上!釘他在十字架上!」
[00:04:28.480 --> 00:04:32.280]  耶穌基督好像以剎說所說
[00:04:32.280 --> 00:04:35.920]  好像一隻羊被牽到宰殺之地
[00:04:35.920 --> 00:04:39.440]  在展望的人手下無聲
[00:04:39.440 --> 00:04:42.320]  耶穌被交到士兵手上
[00:04:42.320 --> 00:04:44.120]  那些士兵嘲笑他
[00:04:44.120 --> 00:04:45.760]  「你是猶太人的王」
[00:04:45.760 --> 00:04:47.360]  「給你一件紫色的袍子」
[00:04:47.360 --> 00:04:49.800]  「我用荊棘那些充滿刺的植物」
[00:04:49.800 --> 00:04:52.640]  「戴在你頭上做冠冕」
[00:04:52.640 --> 00:04:53.920]  那些人嘲笑他
[00:04:53.920 --> 00:04:56.840]  掏湯沫在他的臉上
[00:04:56.840 --> 00:04:58.800]  後來他把他的衣服脫下
[00:04:58.800 --> 00:05:00.520]  用那些稱為狗尾鞭的鞭
[00:05:00.520 --> 00:05:03.360]  一鞭一鞭地鞭在耶穌的背上
[00:05:03.360 --> 00:05:05.280]  所以聖經形容耶穌的背上
[00:05:05.280 --> 00:05:08.000]  好像牛姦的田一樣
[00:05:08.000 --> 00:05:12.120]  是充滿了血的痕一坑一坑在他的背上
[00:05:12.120 --> 00:05:13.400]  難怪後來聖經形容
[00:05:13.400 --> 00:05:16.440]  耶穌背上的十字架走不動
[00:05:16.440 --> 00:05:19.960]  因為他的身體已經充滿了傷痕
[00:05:19.960 --> 00:05:21.920]  而這個傷痕
[00:05:21.920 --> 00:05:23.520]  聖經讓我們知道
[00:05:23.520 --> 00:05:27.320]  他所受的鞭傷是為了叫我們得醫治
[00:05:27.320 --> 00:05:28.960]  因為
[00:05:28.960 --> 00:05:32.480]  這位上帝是聖潔公義的
[00:05:32.480 --> 00:05:36.400]  他藉著他的兒子耶穌基督替我和你的罪去死
[00:05:36.400 --> 00:05:39.200]  好讓我們這群人因著這位義者的緣故
[00:05:39.200 --> 00:05:43.120]  我們能夠成為義
[00:05:43.120 --> 00:05:45.240]  所以當時耶穌被釘在十字架上
[00:05:45.240 --> 00:05:46.840]  他說我的神啊我的神啊
[00:05:46.840 --> 00:05:49.800]  為什麼離棄我
[00:05:49.800 --> 00:05:52.440]  你知道嗎?這句話
[00:05:52.440 --> 00:05:55.760]  是耶穌基督從來沒有經歷過
[00:05:55.760 --> 00:05:59.720]  他用他的肉體承擔的是你和我的罪
[00:05:59.720 --> 00:06:02.160]  我的罪沉重
[00:06:02.160 --> 00:06:07.720]  以致神和他好像分隔了一樣
[00:06:07.720 --> 00:06:09.800]  基督耶穌寫心
[00:06:09.800 --> 00:06:13.920]  聖經說是會表示他對我們的愛
[00:06:13.920 --> 00:06:15.720]  他是愛我
[00:06:15.720 --> 00:06:20.440]  然後聖經說為我捨棄
[00:06:20.440 --> 00:06:23.200]  面對耶穌基督這份犧牲的愛
[00:06:23.200 --> 00:06:25.840]  在愛的高峰裏面
[00:06:25.840 --> 00:06:28.160]  讓我們今天再一次
[00:06:28.160 --> 00:06:29.760]  望著這個十字架的愛
[00:06:29.760 --> 00:06:31.960]  讓我們明白知道
[00:06:31.960 --> 00:06:33.680]  上帝不斷用愛的呼喚
[00:06:33.680 --> 00:06:35.400]  呼喚我們來到祂的面前
[00:06:35.400 --> 00:06:37.320]  就近祂、親近祂
[00:06:37.320 --> 00:06:39.800]  和祂建立愛的關係
[00:06:39.800 --> 00:06:41.120]  但我們今天就藉著聖經
[00:06:41.120 --> 00:06:42.200]  藉著經拜
[00:06:42.200 --> 00:06:44.720]  我們進到主的面前
[00:06:44.720 --> 00:06:47.760]  聖經裏面有一本書叫《雅歌》
[00:06:47.760 --> 00:06:51.640]  我們很奇怪在一本這麼神聖的書裏
[00:06:51.640 --> 00:06:54.560]  竟然有一本書叫《雅歌》
[00:06:54.560 --> 00:06:58.200]  不斷講到一個人與人之間的愛情
[00:06:58.200 --> 00:07:00.400]  裏面講到那個良人
[00:07:00.400 --> 00:07:03.560]  很喜悅他的媳婦叫舒拉蜜蕾
[00:07:03.560 --> 00:07:05.200]  而這兩個人當中
[00:07:05.200 --> 00:07:07.880]  藉著他們的一對一對的話語
[00:07:07.880 --> 00:07:10.080]  或者藉著他們的愛的路程裏面
[00:07:10.080 --> 00:07:12.400]  有很多字眼好像很露骨
[00:07:12.400 --> 00:07:14.040]  但是很真實地表達了
[00:07:14.040 --> 00:07:16.920]  兩個人彼此相愛的那種心
[00:07:16.920 --> 00:07:18.520]  《雅歌》不單止去表達
[00:07:18.520 --> 00:07:21.040]  兩個人怎樣彼此相愛
[00:07:21.040 --> 00:07:22.760]  原來《雅歌》更加去講到
[00:07:22.760 --> 00:07:24.400]  這位耶穌基督
[00:07:24.400 --> 00:07:29.000]  就好像指向《新約耳筆所書》裏所講
[00:07:29.000 --> 00:07:32.480]  聖經裏面講到基督是那個新郎
[00:07:32.480 --> 00:07:35.120]  我們教會是新婦
[00:07:35.120 --> 00:07:37.600]  原來基督與新婦那種的愛
[00:07:37.600 --> 00:07:39.240]  就藉著婚姻這份的愛
[00:07:39.240 --> 00:07:40.560]  都能夠表達出來
[00:07:40.560 --> 00:07:43.760]  讓我們明白神是怎樣愛我們
[00:07:43.760 --> 00:07:45.880]  今天我們去看《雅歌》的時候
[00:07:45.880 --> 00:07:47.360]  我們能夠更加明白
[00:07:47.360 --> 00:07:48.760]  上帝要建立的
[00:07:48.760 --> 00:07:51.520]  與我們一個愛很親密的關係
[00:07:51.520 --> 00:07:53.680]  《雅歌》書一開頭就講到
[00:07:53.680 --> 00:07:55.440]  願他用口語我親嘴
[00:07:55.440 --> 00:07:57.560]  因他的愛情比酒更美
[00:07:57.560 --> 00:07:59.240]  他講到那種愛情的濃烈
[00:07:59.240 --> 00:08:02.520]  那種好像酒的芬芳香醇一樣
[00:08:02.520 --> 00:08:04.520]  接著他說你的高柔輕香
[00:08:04.520 --> 00:08:06.640]  你的名如同倒出來的香膏
[00:08:06.640 --> 00:08:09.000]  那種香氣吸引著他
[00:08:09.000 --> 00:08:11.120]  以至他說願你吸引我
[00:08:11.120 --> 00:08:13.520]  我就快跑跟隨你
[00:08:13.520 --> 00:08:15.520]  在這些對話裏面
[00:08:15.520 --> 00:08:18.360]  今天我們集中去看《雅歌》書的第二章
[00:08:18.360 --> 00:08:19.760]  第一至第四節
[00:08:19.760 --> 00:08:23.520]  這段經文讓我們在這個對答裏面更深明白
[00:08:23.520 --> 00:08:25.520]  上帝帶領我們這個愛裏面
[00:08:25.520 --> 00:08:27.720]  我們可以怎樣更加盡心
[00:08:27.720 --> 00:08:29.320]  我們一起讀這段經文
[00:08:29.320 --> 00:08:31.720]  《雅歌》書第二章第一至第四節
[00:08:31.720 --> 00:08:32.760]  請讀
[00:08:32.760 --> 00:08:34.760]  我是沙崙的玫瑰花
[00:08:34.760 --> 00:08:36.560]  是谷中的百合花
[00:08:36.560 --> 00:08:38.560]  我的佳偶在女子中
[00:08:38.560 --> 00:08:41.120]  好在百合花在荊棘內
[00:08:41.120 --> 00:08:43.280]  我的良人在男子中
[00:08:43.280 --> 00:08:45.840]  如同蘋果樹在樹林中
[00:08:45.840 --> 00:08:48.720]  我歡歡喜喜坐在他的任下
[00:08:48.720 --> 00:08:51.720]  嘗他果子的滋味覺得甘甜
[00:08:51.720 --> 00:08:56.920]  他帶我入燃燕鎖以愛為期在我之上
[00:08:56.920 --> 00:08:58.720]  在這個愛的盡心的路
[00:08:58.720 --> 00:09:00.120]  第一個路他們要走
[00:09:00.120 --> 00:09:04.200]  或者好似這個新婦一開始那段說話一樣
[00:09:04.200 --> 00:09:05.560]  她認識自己是誰
[00:09:05.560 --> 00:09:08.720]  她知道這個就是我
[00:09:08.720 --> 00:09:10.560]  我是誰呢
[00:09:10.560 --> 00:09:11.600]  這個新婦說
[00:09:11.600 --> 00:09:13.120]  我是沙崙的玫瑰花
[00:09:13.120 --> 00:09:15.520]  是谷中的百合花
[00:09:15.520 --> 00:09:19.520]  我不知道前兩天大家買花給你的情人的時候
[00:09:19.520 --> 00:09:22.000]  那些花店主人可能就告訴你
[00:09:22.000 --> 00:09:23.800]  你買九十九枝好
[00:09:23.800 --> 00:09:26.280]  九百九十十枝更好
[00:09:26.280 --> 00:09:28.800]  更加重要你要買我這一枝的玫瑰
[00:09:28.800 --> 00:09:31.160]  因為它的產地在哪裡
[00:09:31.160 --> 00:09:32.760]  在荷蘭
[00:09:32.760 --> 00:09:33.360]  還賣
[00:09:33.360 --> 00:09:35.080]  而且它不是書藏
[00:09:35.080 --> 00:09:36.640]  它是新鮮今早才運到的
[00:09:36.640 --> 00:09:40.840]  所以你給多少錢都是值的
[00:09:40.840 --> 00:09:42.880]  讓我們知道那些花的來源
[00:09:42.880 --> 00:09:45.640]  我們會覺得哇 抵呀 值呀
[00:09:45.640 --> 00:09:48.600]  最好你給張書和張單我那個愛人
[00:09:48.600 --> 00:09:53.680]  讓她知道我真是付很大的代價
[00:09:53.680 --> 00:09:57.000]  那個新婦說自己是沙崙的玫瑰花
[00:09:57.000 --> 00:09:58.000]  沙崙在哪裡呢
[00:09:58.000 --> 00:10:00.080]  在以色列地裏面
[00:10:00.080 --> 00:10:04.240]  加密山下面一個很豐富很肥沃的一個平原
[00:10:04.240 --> 00:10:07.520]  在這個平原裏面滿載著很多的玫瑰花
[00:10:07.520 --> 00:10:08.920]  那種肥沃的狀況
[00:10:08.920 --> 00:10:10.880]  連到谷中的百合花
[00:10:10.880 --> 00:10:13.000]  都是開得很芬芳
[00:10:13.000 --> 00:10:14.960]  很茂盛
[00:10:14.960 --> 00:10:17.280]  但是原來在聖經的很多的譯本裏面
[00:10:17.280 --> 00:10:19.520]  更加加上字眼讓我們更加明白
[00:10:19.520 --> 00:10:21.600]  新婦想說的是什麼
[00:10:21.600 --> 00:10:23.720]  原來她時時都說了一樣東西
[00:10:23.720 --> 00:10:25.520]  我只不過
[00:10:25.520 --> 00:10:28.280]  她說我只不過是沙崙這個這麼茂盛的地方
[00:10:28.280 --> 00:10:32.200]  遍滿大地的玫瑰花其中一朵
[00:10:32.200 --> 00:10:35.480]  我只不過是谷中沒有人會留意的
[00:10:35.480 --> 00:10:38.480]  那些百合花其中一朵
[00:10:38.480 --> 00:10:40.400]  我何等平凡
[00:10:40.400 --> 00:10:47.680]  算不得什麼
[00:10:47.680 --> 00:10:50.200]  其實新婦這個認識
[00:10:50.200 --> 00:10:53.000]  對自己的認識是很真實的
[00:10:53.000 --> 00:10:54.840]  其實我們每一個人
[00:10:54.840 --> 00:10:57.600]  我們都真的算不得什麼
[00:10:57.600 --> 00:10:59.080]  無論我們怎樣裝扮
[00:10:59.080 --> 00:11:01.200]  有更多的人比我們漂亮
[00:11:01.200 --> 00:11:03.200]  無論我們有什麼成就
[00:11:03.200 --> 00:11:06.640]  前有來者後也都有人去跟隨
[00:11:06.640 --> 00:11:08.240]  有更好的成就
[00:11:08.240 --> 00:11:12.160]  如果我們要用很多的條件去換愛情
[00:11:12.160 --> 00:11:15.080]  其實我們很多人都能夠經驗到
[00:11:15.080 --> 00:11:20.040]  沒有東西能夠去換到什麼的愛情
[00:11:20.040 --> 00:11:23.080]  這個新婦明白自己只是一個平凡的人
[00:11:23.080 --> 00:11:25.040]  正如聖經裏面在詩篇裏面
[00:11:25.040 --> 00:11:28.560]  在很多經文裏面讓我們認識我們人的真實本相
[00:11:28.560 --> 00:11:31.080]  詩篇九十篇它說到我們好像什麼
[00:11:31.080 --> 00:11:33.000]  好像魚草發旺
[00:11:33.000 --> 00:11:35.000]  它說是早晨發旺
[00:11:35.000 --> 00:11:37.800]  然後夜晚割下枯乾
[00:11:37.800 --> 00:11:40.840]  我們的生命年日都是很短小
[00:11:40.840 --> 00:11:42.240]  更加在聖經裏面讓我們知道
[00:11:42.240 --> 00:11:44.400]  我們只不過是泥土
[00:11:44.400 --> 00:11:47.800]  我們後來都要歸回泥土裏面
[00:11:47.800 --> 00:11:49.800]  我們很知道我們真實的本相
[00:11:49.800 --> 00:11:53.160]  只是平凡的本質
[00:11:53.160 --> 00:11:55.080]  但很奇妙在這個對話裏面
[00:11:55.080 --> 00:11:57.800]  當新婦認識自己只不過是平凡的人
[00:11:57.800 --> 00:11:59.520]  但新郎很快就接著回答
[00:11:59.520 --> 00:12:00.360]  他怎樣說
[00:12:00.360 --> 00:12:01.880]  他說我的佳偶
[00:12:01.880 --> 00:12:03.200]  你在女子當中
[00:12:03.200 --> 00:12:07.440]  是好像百花在荊棘內
[00:12:07.440 --> 00:12:09.440]  新郎眼中的他
[00:12:09.440 --> 00:12:11.440]  絕對不是隨處
[00:12:11.440 --> 00:12:14.040]  好像說他想表達的並不是說
[00:12:14.040 --> 00:12:16.240]  是呀 你是沙崙遍地的玫瑰花
[00:12:16.240 --> 00:12:19.240]  所以我今天選了你 你撿到了
[00:12:19.240 --> 00:12:20.720]  他不是想說這件事
[00:12:20.720 --> 00:12:23.120]  他是在說一個鐘的比較
[00:12:23.120 --> 00:12:26.680]  他很知道你好像在荊棘裏面去生出來
[00:12:26.680 --> 00:12:29.520]  荊棘有很多的艱難去遮住你
[00:12:29.520 --> 00:12:32.320]  好像《雅歌書》第一章裏面說
[00:12:32.320 --> 00:12:34.000]  你覺得辛苦時時形容自己
[00:12:34.000 --> 00:12:36.360]  他說我被日頭曬黑
[00:12:36.360 --> 00:12:38.720]  原來當時那些所謂美女
[00:12:38.720 --> 00:12:41.440]  是要白皙皙這樣才漂亮
[00:12:41.440 --> 00:12:44.760]  但這個新婦因為她要去做牧羊的工作
[00:12:44.760 --> 00:12:47.080]  所以她時時都被日頭曬到黑了
[00:12:47.080 --> 00:12:50.680]  她的黑令到她很多時候被人藐視
[00:12:50.680 --> 00:12:53.560]  她的辛勞也都被她的兄弟當中
[00:12:53.560 --> 00:12:55.440]  會對她發怒的時候
[00:12:55.440 --> 00:12:58.400]  這個新婦的成長絕對不容易
[00:12:58.400 --> 00:13:00.280]  但是在良人的眼中
[00:13:00.280 --> 00:13:02.120]  她這些的背景
[00:13:02.120 --> 00:13:04.680]  她是帶給她認識到這個新婦
[00:13:04.680 --> 00:13:07.920]  在荊棘的艱難當中的那種成長
[00:13:07.920 --> 00:13:12.800]  她一枝獨秀地成為荊棘裏面的百合花
[00:13:12.800 --> 00:13:14.800]  嘩
[00:13:14.800 --> 00:13:16.880]  新婦能夠美麗
[00:13:16.880 --> 00:13:22.280]  是因為她活在良人愛的眼光當中
[00:13:22.280 --> 00:13:23.800]  她雖然平凡
[00:13:23.800 --> 00:13:25.680]  但是在良人眼中
[00:13:25.680 --> 00:13:29.720]  她卻是蒙愛的那一個
[00:13:29.720 --> 00:13:31.240]  愛很奇妙
[00:13:31.240 --> 00:13:33.040]  一生都學不完
[00:13:33.040 --> 00:13:34.440]  我們在人間裏面
[00:13:34.440 --> 00:13:36.280]  或者面對上帝這份的愛
[00:13:36.280 --> 00:13:39.520]  都是很不容易 是不是
[00:13:39.520 --> 00:13:40.920]  有一次我有個經歷
[00:13:40.920 --> 00:13:43.520]  令我更深明白什麼叫愛
[00:13:43.520 --> 00:13:44.920]  也都反省到自己
[00:13:44.920 --> 00:13:46.720]  對丈夫對上帝那種愛
[00:13:46.720 --> 00:13:48.720]  真是很不足夠
[00:13:48.720 --> 00:13:51.200]  有一次我
[00:13:51.200 --> 00:13:54.080]  有一段日子很累很忙
[00:13:54.080 --> 00:13:54.800]  我丈夫就說
[00:13:54.800 --> 00:13:57.520]  不如我們去一個短的旅行
[00:13:57.520 --> 00:13:59.640]  大家休息一下
[00:13:59.640 --> 00:14:03.120]  他很辛苦去再編他的工作時間
[00:14:03.120 --> 00:14:05.000]  然後他就找了幾天
[00:14:05.000 --> 00:14:07.080]  我們很短的時間安排一個旅程
[00:14:07.080 --> 00:14:09.360]  其實旅程之前那幾天
[00:14:09.360 --> 00:14:11.280]  他已經病了
[00:14:11.280 --> 00:14:13.240]  他還發燒
[00:14:13.240 --> 00:14:15.240]  我就說不如不要去
[00:14:15.240 --> 00:14:19.440]  他說不是呀 行的 我可以的
[00:14:19.440 --> 00:14:21.240]  終於上飛機
[00:14:21.240 --> 00:14:22.440]  他都死撐著
[00:14:22.440 --> 00:14:23.920]  行的 我行的
[00:14:23.920 --> 00:14:25.360]  我們去那裏玩
[00:14:25.360 --> 00:14:27.680]  拿行程出來去安排一下
[00:14:27.680 --> 00:14:29.160]  去到
[00:14:29.160 --> 00:14:31.000]  他都是死撐的
[00:14:31.000 --> 00:14:32.280]  行的 我
[00:14:32.280 --> 00:14:33.880]  跟我去玩
[00:14:33.880 --> 00:14:35.920]  後來我就說吃什麼好呢
[00:14:35.920 --> 00:14:37.440]  不如我就說
[00:14:37.440 --> 00:14:40.760]  有個好介紹 吃火鍋
[00:14:40.760 --> 00:14:44.120]  他就說行的 行的 一起去吃吧
[00:14:44.120 --> 00:14:46.560]  哇 那個火鍋真是很好吃
[00:14:46.560 --> 00:14:47.840]  很划算
[00:14:47.840 --> 00:14:48.920]  不過
[00:14:48.920 --> 00:14:50.520]  他吃完之後
[00:14:50.520 --> 00:14:53.720]  就病上加病
[00:14:53.720 --> 00:14:55.800]  後來那一天
[00:14:55.800 --> 00:14:59.960]  他完全是起不到身 很不舒服
[00:14:59.960 --> 00:15:03.040]  我自己就說 不如你在
[00:15:03.040 --> 00:15:05.160]  他就說我在酒店休息一下
[00:15:05.160 --> 00:15:07.080]  對不起 老婆
[00:15:07.080 --> 00:15:09.680]  接著我就自己去玩
[00:15:09.680 --> 00:15:11.720]  一去的時候 其實一路的心
[00:15:11.720 --> 00:15:13.720]  嘰嘰咕咕
[00:15:13.720 --> 00:15:16.200]  我想都說不要去了 是不是
[00:15:16.200 --> 00:15:18.600]  搞到現在只剩下我一個
[00:15:18.600 --> 00:15:20.560]  你快點康復吧 快點康復吧
[00:15:20.560 --> 00:15:23.320]  可以陪我去玩
[00:15:23.320 --> 00:15:24.840]  後來我出去了
[00:15:24.840 --> 00:15:27.000]  我拿著一本書
[00:15:27.000 --> 00:15:30.360]  那本書是盧雲寫的《愛的契合》
[00:15:30.360 --> 00:15:33.080]  在路程裏面 其實當日的風景很好
[00:15:33.080 --> 00:15:35.920]  很風光 很舒服
[00:15:35.920 --> 00:15:40.200]  但那本書是我那天最大享受的地方
[00:15:40.200 --> 00:15:41.920]  盧雲這樣去寫
[00:15:41.920 --> 00:15:42.920]  他講到愛
[00:15:42.920 --> 00:15:44.520]  他將人類交往的現象
[00:15:44.520 --> 00:15:47.080]  用斯明的手法分作兩個方向
[00:15:47.080 --> 00:15:49.600]  一個叫做褫奪的形式
[00:15:49.600 --> 00:15:51.320]  一個叫做the taking form
[00:15:51.320 --> 00:15:53.640]  另一個形式叫做寬恕的形式
[00:15:53.640 --> 00:15:55.640]  叫做forgiving的form
[00:15:55.640 --> 00:15:56.760]  什麼意思呢
[00:15:56.760 --> 00:15:58.760]  這個褫奪的形式大家都很明白
[00:15:58.760 --> 00:16:00.320]  在人與人的交往裏面
[00:16:00.320 --> 00:16:02.720]  那個交往的最終目的
[00:16:02.720 --> 00:16:05.600]  是我要從你身上得到一些東西
[00:16:05.600 --> 00:16:07.400]  所以這是一個褫奪的形式
[00:16:07.400 --> 00:16:10.280]  所以在這個褫奪的形式裏面
[00:16:10.280 --> 00:16:11.520]  就是我不斷交往
[00:16:11.520 --> 00:16:14.520]  其實心裏就是我要不斷在你身上得到
[00:16:14.520 --> 00:16:16.200]  我想要的東西
[00:16:16.200 --> 00:16:18.120]  當你給不到我想要的東西
[00:16:18.120 --> 00:16:20.440]  這個關係就會破裂
[00:16:20.440 --> 00:16:22.440]  所以在褫奪的形式裏面
[00:16:22.440 --> 00:16:26.160]  當我們看著關乎軟弱這個點
[00:16:26.160 --> 00:16:29.800]  就是一個不斷追究軟弱的情況
[00:16:29.800 --> 00:16:30.680]  什麼意思呢
[00:16:30.680 --> 00:16:35.600]  因為人很怕面對所謂愛的關係裏面
[00:16:35.600 --> 00:16:38.520]  他很怕將自己的弱點表露出來
[00:16:38.520 --> 00:16:40.520]  因為當弱點一表露出來
[00:16:40.520 --> 00:16:43.280]  他很怕的就是那個人不會再愛他
[00:16:43.280 --> 00:16:46.360]  甚至他會用一個更深的層次
[00:16:46.360 --> 00:16:48.200]  我都要認識你的弱點
[00:16:48.200 --> 00:16:50.480]  因為有一天我捉住你的軟弱
[00:16:50.480 --> 00:16:52.400]  到你負我的時候我就會說
[00:16:52.400 --> 00:16:54.000]  到你負我不如我負你
[00:16:54.000 --> 00:16:58.000]  這個就是你的弱點 你不配得去愛
[00:16:58.000 --> 00:17:00.560]  這個褫奪的形式裏面充滿著
[00:17:00.560 --> 00:17:02.560]  就是用權力的那種控制
[00:17:02.560 --> 00:17:04.880]  裏面充滿的就是那種恐懼
[00:17:04.880 --> 00:17:06.320]  所以關係的建立裏面
[00:17:06.320 --> 00:17:10.200]  大家都不能夠很安然很息然地彼此相處
[00:17:10.200 --> 00:17:16.240]  而裏面不斷地追究追究追究那個弱點
[00:17:16.240 --> 00:17:18.800]  所以生出來的是人與人當中
[00:17:18.800 --> 00:17:22.120]  時時都要穿上盔甲去保護自己
[00:17:22.120 --> 00:17:24.120]  一個這樣的狀況
[00:17:24.120 --> 00:17:26.320]  而另外一個寬恕的形式
[00:17:26.320 --> 00:17:29.760]  它裏面是一個forgiving
[00:17:29.760 --> 00:17:34.240]  就是彼此之間能夠坦然赤裸躺開
[00:17:34.240 --> 00:17:37.640]  將自己的弱點能夠顯露在對方的面前
[00:17:37.640 --> 00:17:39.840]  而當中就滿有
[00:17:39.840 --> 00:17:41.840]  好像剛才我們說的那個愛的真理
[00:17:41.840 --> 00:17:44.520]  愛是充滿著饒恕的
[00:17:44.520 --> 00:17:46.600]  愛裏面是用溫柔的
[00:17:46.600 --> 00:17:48.280]  愛是你能夠卸下無阻
[00:17:48.280 --> 00:17:52.400]  不需要不斷地用戰鬥去得你想要得的東西
[00:17:52.400 --> 00:17:54.800]  所以在這個寬恕的愛的關係
