
[00:00:00.000 --> 00:00:05.840]  渴慕的平安在地上屬於人的
[00:02:03.000 --> 00:02:04.000]  但是可能很多人覺得
[00:02:04.000 --> 00:02:07.000]  經濟一路發展就是我的期望
[00:02:07.000 --> 00:02:09.000]  接著在網上看見一個很有趣的
[00:02:09.000 --> 00:02:11.000]  就是這個在說2023年
[00:02:11.000 --> 00:02:12.000]  上年聖誕節的時候
[00:02:12.000 --> 00:02:15.000]  在澳洲有一名13歲的少女
[00:02:15.000 --> 00:02:18.000]  她寫了她的聖誕願望的清單
[00:02:18.000 --> 00:02:20.000]  有沒有人有聖誕願望的清單的
[00:02:20.000 --> 00:02:21.000]  有沒有的
[00:02:21.000 --> 00:02:23.000]  通常都是寫給父母的
[00:02:23.000 --> 00:02:25.000]  所以13歲的少女寫了清單
[00:02:25.000 --> 00:02:29.000]  這個清單裡面總共有43項
[00:02:29.000 --> 00:02:32.000]  43項 厲害
[00:02:32.000 --> 00:02:36.000]  總值大概是3萬元港幣
[00:02:36.000 --> 00:02:40.000]  哇 聖誕清單3萬元港幣
[00:02:40.000 --> 00:02:41.000]  最有趣的地方就是
[00:02:41.000 --> 00:02:44.000]  她寫了錢 money這個字兩次
[00:02:44.000 --> 00:02:46.000]  重複了
[00:02:46.000 --> 00:02:49.000]  聖誕節我們期盼什麼呢
[00:02:49.000 --> 00:02:51.000]  聖誕節我們渴望什麼呢
[00:02:51.000 --> 00:02:54.000]  我們慶祝什麼呢
[00:02:54.000 --> 00:02:55.000]  特別是今天晚上
[00:02:55.000 --> 00:02:57.000]  你來到你聽到的
[00:02:57.000 --> 00:02:59.000]  你期望是什麼呢
[00:02:59.000 --> 00:03:06.000]  渴求的平安在地上屬於人的
[00:03:06.000 --> 00:03:11.000]  渴求的平安在地上屬於人的
[00:03:11.000 --> 00:03:14.000]  剛剛聽到我們熟悉的
[00:03:14.000 --> 00:03:17.000]  東方三博士的故事
[00:03:17.000 --> 00:03:19.000]  可能你小時候已經聽過這個故事
[00:03:19.000 --> 00:03:21.000]  或者看過很多的畫面
[00:03:21.000 --> 00:03:23.000]  包括很多的聖景
[00:03:23.000 --> 00:03:26.000]  就是有東方來的三博士
[00:03:26.000 --> 00:03:31.000]  就圍著馬槽的一個影像
[00:03:31.000 --> 00:03:34.000]  這段經文是怎樣的呢
[00:03:34.000 --> 00:03:38.000]  馬立方第二章聖經是一路這樣說的
[00:03:38.000 --> 00:03:40.000]  他說在希律作王的時候
[00:03:40.000 --> 00:03:44.000]  耶穌生在猶太的伯利恒
[00:03:44.000 --> 00:03:45.000]  有幾個博學之士
[00:03:45.000 --> 00:03:48.000]  從東方來到耶路撒冷就說
[00:03:48.000 --> 00:03:51.000]  那個要生來作猶太人的王在哪裡呢
[00:03:51.000 --> 00:03:54.000]  我們在東方看見他的聖
[00:03:54.000 --> 00:03:56.000]  特來拜他
[00:03:56.000 --> 00:03:59.000]  希律王聽見就心裡面不安
[00:03:59.000 --> 00:04:01.000]  耶路撒冷傳承的人都不安
[00:04:01.000 --> 00:04:04.000]  他就召集了祭司長和民間的民事
[00:04:04.000 --> 00:04:07.000]  就問他們基督應該降生在哪裡
[00:04:07.000 --> 00:04:10.000]  他們就說在猶太的伯利恒
[00:04:10.000 --> 00:04:12.000]  因為有先知這樣說
[00:04:12.000 --> 00:04:17.000]  猶大地的伯利恒你在猶大諸城中並不是最少的
[00:04:17.000 --> 00:04:20.000]  因為將來有一個統治者要從你那裡出來
[00:04:20.000 --> 00:04:22.000]  牧養我以色列民
[00:04:22.000 --> 00:04:25.000]  於是希律暗地就召了那些博學之士來
[00:04:25.000 --> 00:04:28.000]  查問那個星是什麼時候出現
[00:04:28.000 --> 00:04:30.000]  就派他們去伯利恒
[00:04:30.000 --> 00:04:34.000]  就說你們去仔細尋訪那個小孩子
[00:04:34.000 --> 00:04:36.000]  找到就來報信
[00:04:36.000 --> 00:04:38.000]  我就好去拜他
[00:04:38.000 --> 00:04:42.000]  他們就聽了王的話就去了
[00:04:42.000 --> 00:04:43.000]  這段聖經原來是這樣說的
[00:04:43.000 --> 00:04:47.000]  第一當博士來到找耶穌的時候
[00:04:47.000 --> 00:04:49.000]  耶穌是小孩子不再是馬槽
[00:04:49.000 --> 00:04:51.000]  我們習慣了把畫面炒在一起
[00:04:51.000 --> 00:04:55.000]  馬槽博士又牧羊人又景星
[00:04:55.000 --> 00:04:59.000]  博士見到星來到耶穌已經是小孩
[00:04:59.000 --> 00:05:01.000]  還要這裡說的是幾位博士
[00:05:01.000 --> 00:05:03.000]  我們又不要習慣了叫三博士
[00:05:03.000 --> 00:05:04.000]  三份禮物
[00:05:04.000 --> 00:05:06.000]  黃金乳香會藥大家都熟的
[00:05:06.000 --> 00:05:08.000]  但是不是一人一份的
[00:05:08.000 --> 00:05:10.000]  可以黃金重一點戴多一點
[00:05:10.000 --> 00:05:11.000]  乳香輕一點戴少一點
[00:05:11.000 --> 00:05:12.000]  可能幾個人戴的
[00:05:12.000 --> 00:05:13.000]  總之有幾位博士
[00:05:13.000 --> 00:05:14.000]  但是這段經文很有趣
[00:05:14.000 --> 00:05:15.000]  讓我們留心的地方就是
[00:05:15.000 --> 00:05:18.000]  第一裡面刻意提到
[00:05:18.000 --> 00:05:21.000]  這個事件是令到希律王很不安
[00:05:21.000 --> 00:05:24.000]  令到全城都不安
[00:05:24.000 --> 00:05:26.000]  當然我們知道希律王不安為什麼
[00:05:26.000 --> 00:05:28.000]  因為有人來告訴他
[00:05:28.000 --> 00:05:30.000]  有個新生王
[00:05:30.000 --> 00:05:31.000]  我在做王
[00:05:31.000 --> 00:05:32.000]  有人告訴我有個王
[00:05:32.000 --> 00:05:34.000]  那就是有人要拿了我的位
[00:05:34.000 --> 00:05:36.000]  又不是我的下一代
[00:05:36.000 --> 00:05:37.000]  所以他不安
[00:05:37.000 --> 00:05:39.000]  他更造成全城的不安
[00:05:39.000 --> 00:05:41.000]  因為我們知道接下來的故事就是
[00:05:41.000 --> 00:05:43.000]  他要去殺光那些兩歲以下的小朋友
[00:05:43.000 --> 00:05:45.000]  因為他不想看到有王
[00:05:45.000 --> 00:05:49.000]  而因為這樣耶穌就逃難要去到埃及地方
[00:05:49.000 --> 00:05:52.000]  但是這個故事裡面有幾點很獨特的地方
[00:05:52.000 --> 00:05:53.000]  第一你要留意
[00:05:53.000 --> 00:05:56.000]  這幾位博士來到見希律王
[00:05:56.000 --> 00:05:58.000]  他不是拜希律王
[00:05:58.000 --> 00:06:00.000]  他說我要拜接下來的新生王
[00:06:00.000 --> 00:06:03.000]  其實如果我是希律可能我已經生他的氣了
[00:06:03.000 --> 00:06:05.000]  我是王你不是先拜了我嗎
[00:06:05.000 --> 00:06:07.000]  但是他尋求的星
[00:06:07.000 --> 00:06:09.000]  他知道他的渴求是什麼
[00:06:09.000 --> 00:06:10.000]  他看到這個希律王
[00:06:10.000 --> 00:06:12.000]  但是他沒有馬上拜他
[00:06:12.000 --> 00:06:14.000]  因為他知道他要拜那位更厲害的
[00:06:14.000 --> 00:06:16.000]  是要接下來的新生王
[00:06:16.000 --> 00:06:19.000]  這個希律王雖然全心不良
[00:06:19.000 --> 00:06:20.000]  他找了一些人來問
[00:06:20.000 --> 00:06:21.000]  說他會在哪裡出現
[00:06:21.000 --> 00:06:22.000]  進去基督會
[00:06:22.000 --> 00:06:24.000]  所以就找了一些人抓住他殺了他
[00:06:24.000 --> 00:06:26.000]  但是他這個全心不良
[00:06:26.000 --> 00:06:28.000]  以至他就幫了那些博士手
[00:06:28.000 --> 00:06:31.000]  博士看到那顆星都來到那裡附近
[00:06:31.000 --> 00:06:32.000]  猶太地都不知道在哪裡
[00:06:32.000 --> 00:06:35.000]  不過竟然這個希律王
[00:06:35.000 --> 00:06:39.000]  這個心存不對的處心不良的希律王
[00:06:39.000 --> 00:06:43.000]  他就說了出真正耶穌要出生的位置
[00:06:43.000 --> 00:06:45.000]  所以那些博士就找到耶穌
[00:06:45.000 --> 00:06:47.000]  因為希律王的全心不正
[00:06:47.000 --> 00:06:50.000]  但是竟然令到博士找到真的方向
[00:06:50.000 --> 00:06:52.000]  上帝常常在我們想像不到的地方
[00:06:52.000 --> 00:06:55.000]  去刺下很多不同的恩典
[00:06:55.000 --> 00:06:57.000]  這段經文裡面更講到
[00:06:57.000 --> 00:06:59.000]  那些黃金與香活藥
[00:06:59.000 --> 00:07:01.000]  我們經常都不太明白為什麼會出現
[00:07:01.000 --> 00:07:04.000]  但是當你知道耶穌接著一家就要逃難
[00:07:04.000 --> 00:07:05.000]  逃離去到埃及
[00:07:05.000 --> 00:07:06.000]  可能那些黃金
[00:07:06.000 --> 00:07:09.000]  就是方便他逃難的時候可以用
[00:07:09.000 --> 00:07:12.000]  而香活藥也象徵著基督的身份
[00:07:12.000 --> 00:07:14.000]  我們怎麼去尊崇
[00:07:14.000 --> 00:07:16.000]  剛剛一直聽的故事你很熟悉
[00:07:16.000 --> 00:07:19.000]  今天晚上你聽的都不是新的故事
[00:07:19.000 --> 00:07:23.000]  但是我想我們一起進入這個故事的場景裡面
[00:07:23.000 --> 00:07:24.000]  一起去細心
[00:07:24.000 --> 00:07:26.000]  想一想我們今天渴求的
[00:07:26.000 --> 00:07:28.000]  是不是就是昔日他們追求的呢
[00:07:28.000 --> 00:07:31.000]  我們今天是不是帶著這些智慧能力
[00:07:31.000 --> 00:07:33.000]  上帝給我們的啟示
[00:07:33.000 --> 00:07:35.000]  去追求我們生命的追求呢
[00:07:35.000 --> 00:07:37.000]  接著師班會繼續向大家去分享
[00:07:37.000 --> 00:07:39.000]  在師班唱到最後最後的時候
[00:07:39.000 --> 00:07:41.000]  會邀請大家一起加入
[00:07:41.000 --> 00:07:42.000]  你留意
[00:07:42.000 --> 00:07:44.000]  當指揮另轉面向著大家的時候
[00:07:44.000 --> 00:07:46.000]  大家就一起去加入
[00:07:46.000 --> 00:07:48.000]  去中場
[00:07:48.000 --> 00:07:51.000]  渴求的平安在地上
[00:07:51.000 --> 00:07:54.000]  屬於人的
[00:07:54.000 --> 00:07:58.000]  跟大家分享一個不同的版本《愚民新約》
[00:07:58.000 --> 00:08:02.000]  《路交福音》二章八到十四節
[00:08:02.000 --> 00:08:06.000]  在那地方有些牧羊人逗留在野外
[00:08:06.000 --> 00:08:10.000]  在晚上看守他們的羊群
[00:08:10.000 --> 00:08:13.000]  有主的天使站在他們旁邊
[00:08:13.000 --> 00:08:16.000]  主的榮光照亮他們四周
[00:08:16.000 --> 00:08:21.000]  他們感到大大的懼怕和恐懼
[00:08:21.000 --> 00:08:24.000]  天使對他們說 不要懼怕
[00:08:24.000 --> 00:08:28.000]  看啊 我要告訴你們好消息
[00:08:28.000 --> 00:08:31.000]  使整個民族獲得大喜悅
[00:08:31.000 --> 00:08:34.000]  因為今天在大衛的城裡
[00:08:34.000 --> 00:08:37.000]  為你們伸了舊主
[00:08:37.000 --> 00:08:39.000]  就是主基督
[00:08:39.000 --> 00:08:42.000]  這是給你們的記號
[00:08:42.000 --> 00:08:45.000]  你們將會找到一個嬰兒
[00:08:45.000 --> 00:08:51.000]  被包在布裡並躺在治療槽裡
[00:08:51.000 --> 00:08:54.000]  忽然一群天上的軍隊
[00:08:54.000 --> 00:08:57.000]  到來與天使讚美上帝說
[00:08:57.000 --> 00:09:01.000]  榮耀在高天上屬於神的
[00:09:01.000 --> 00:09:09.000]  渴求的平安在地上屬於人的
[00:09:09.000 --> 00:09:11.000]  這一群天上的軍隊
[00:09:11.000 --> 00:09:15.000]  來到與天使讚美上帝用了一句
[00:09:15.000 --> 00:09:17.000]  我們很熟悉的平衡句語
[00:09:17.000 --> 00:09:21.000]  榮耀在高天上屬於神的
[00:09:21.000 --> 00:09:25.000]  渴求的平安在地上屬於人的
[00:09:25.000 --> 00:09:28.000]  天使與天官的讚美宣告世界
[00:09:28.000 --> 00:09:30.000]  一個很重要的實在
[00:09:30.000 --> 00:09:32.000]  榮耀要歸給主
[00:09:32.000 --> 00:09:34.000]  平安要賜給祂的人
[00:09:34.000 --> 00:09:35.000]  耶穌基督說過
[00:09:35.000 --> 00:09:38.000]  祂的平安是很獨特的
[00:09:38.000 --> 00:09:41.000]  約翰福音14章27節耶穌說
[00:09:41.000 --> 00:09:43.000]  我留下平安給你們
[00:09:43.000 --> 00:09:45.000]  我把我的平安賜給你們
[00:09:45.000 --> 00:09:47.000]  我所賜給你們的
[00:09:47.000 --> 00:09:49.000]  不像世人所賜的
[00:09:49.000 --> 00:09:52.000]  你們心裡不要憂愁
[00:09:52.000 --> 00:09:56.000]  也不要膽怯
[00:09:56.000 --> 00:09:59.000]  人們在地上所渴求的
[00:09:59.000 --> 00:10:02.000]  真正心底裡所期望的
[00:10:02.000 --> 00:10:05.000]  相信不是那些股票股市
[00:10:05.000 --> 00:10:09.000]  或者不是聖誕願望的清單
[00:10:09.000 --> 00:10:11.000]  而是真的在渴求
[00:10:11.000 --> 00:10:13.000]  可以能夠不膽怯
[00:10:13.000 --> 00:10:15.000]  不憂愁地生活
[00:10:15.000 --> 00:10:18.000]  這是心底裡真正的平安
[00:10:18.000 --> 00:10:21.000]  地上需要這份平安
[00:10:21.000 --> 00:10:24.000]  渴求在地上能夠完全被滿足
[00:10:24.000 --> 00:10:27.000]  是因為要完全反映
[00:10:27.000 --> 00:10:30.000]  上帝天上的榮耀
[00:10:30.000 --> 00:10:32.000]  頂多要留意
[00:10:32.000 --> 00:10:34.000]  這一對的說話是同時出現的
[00:10:34.000 --> 00:10:36.000]  當榮耀歸給天上
[00:10:36.000 --> 00:10:38.000]  是屬於神的時候
[00:10:38.000 --> 00:10:41.000]  渴求的平安就在地上屬於人
[00:10:41.000 --> 00:10:43.000]  我們願不願意來到主的面前
[00:10:43.000 --> 00:10:45.000]  歸榮耀給上帝
[00:10:45.000 --> 00:10:47.000]  並且能夠找到
[00:10:47.000 --> 00:10:49.000]  那一份從上帝而來
[00:10:49.000 --> 00:10:51.000]  真正的平安呢
[00:10:51.000 --> 00:10:53.000]  請祈禱
[00:10:53.000 --> 00:11:01.000]  親愛的恩主
[00:11:01.000 --> 00:11:04.000]  當我們今天晚上在這裡聚集
[00:11:04.000 --> 00:11:06.000]  我們要想起
[00:11:06.000 --> 00:11:10.000]  回想昔日基督你怎樣的彈講
[00:11:10.000 --> 00:11:11.000]  我們又想起
[00:11:11.000 --> 00:11:13.000]  其實我們今天身處的環境
[00:11:13.000 --> 00:11:16.000]  同樣地充滿了很多的恐懼驚慌
[00:11:16.000 --> 00:11:19.000]  同樣地很多人都在不安當中
[00:11:19.000 --> 00:11:22.000]  又或者很多人都在驚訝裡面
[00:11:22.000 --> 00:11:24.000]  正如昔日的牧羊人
[00:11:24.000 --> 00:11:26.000]  又或者東方麗的博士一樣
[00:11:26.000 --> 00:11:28.000]  他們都在尋求生命裡面
[00:11:28.000 --> 00:11:32.000]  所期望的 所期盼的
[00:11:32.000 --> 00:11:34.000]  主啊 當我們來到你面前
[00:11:34.000 --> 00:11:37.000]  我們都尋求我們生命所期盼的
[00:11:37.000 --> 00:11:39.000]  就是我們找到的焦點
[00:11:39.000 --> 00:11:42.000]  讓我們真正能夠去看見
[00:11:42.000 --> 00:11:46.000]  當榮耀重贊歸給天上你的時候
[00:11:46.000 --> 00:11:49.000]  我們所渴求的平安就臨到我們當中
[00:11:49.000 --> 00:11:51.000]  主啊 讓我們這一班追求信仰的人
[00:11:51.000 --> 00:11:53.000]  願意來到你面前
[00:11:53.000 --> 00:11:56.000]  在禱告當中 在尋求當中
[00:11:56.000 --> 00:11:58.000]  並取得我們的生命去榮耀你
[00:11:58.000 --> 00:12:01.000]  以致讓你的平安能夠彰顯
[00:12:01.000 --> 00:12:04.000]  求你恩待 求你私恩憐憫
[00:12:04.000 --> 00:12:06.000]  為著今天我們所聽到的
[00:12:06.000 --> 00:12:09.000]  更為著我們一世間所獻情的
[00:12:09.000 --> 00:12:10.000]  都蒙你的月立
[00:12:10.000 --> 00:12:12.000]  以致能夠去體會
[00:12:12.000 --> 00:12:14.000]  經歷生命裡面
[00:12:14.000 --> 00:12:19.000]  你所賜那份出人意外的平安和喜樂
[00:12:19.000 --> 00:12:21.000]  多謝主聽我們禱告
[00:12:21.000 --> 00:12:23.000]  奉耶穌基督的命求
[00:12:23.000 --> 00:12:23.800]  安穩
