
[00:00:00.000 --> 00:00:10.400]  主祢是那位佩德,我們用盡我們的生命,用盡我們的氣力去讚美祢的那位神
[00:02:29.400 --> 00:02:34.400]  他們視軟弱,為一種咒咒
[00:02:34.400 --> 00:02:36.400]  所以成功神學
[00:02:36.400 --> 00:02:39.400]  他們拒絕軟弱
[00:02:39.400 --> 00:02:44.400]  因為軟弱代表不成功,不屬靈,不能見證神
[00:02:44.400 --> 00:02:49.400]  這種神學,將世界衡量人的準則
[00:02:49.400 --> 00:02:53.400]  帶入我們的信仰裏面
[00:02:53.400 --> 00:02:58.400]  認為財富,身份,地位,學位
[00:02:58.400 --> 00:03:03.400]  才是神賜福的一個標記
[00:03:03.400 --> 00:03:08.400]  但是,今天我們所讀到的這一段經文
[00:03:08.400 --> 00:03:12.400]  哥林多後書第十二章,七章第十節
[00:03:12.400 --> 00:03:15.400]  保羅卻叫我們驚訝
[00:03:15.400 --> 00:03:18.400]  他所誇的,他所誇口的
[00:03:18.400 --> 00:03:21.400]  竟然是成功神學所棄絕
[00:03:21.400 --> 00:03:25.400]  或者視為一種咒咒,軟弱
[00:03:25.400 --> 00:03:28.400]  保羅誇口他自己的軟弱
[00:03:28.400 --> 00:03:33.400]  大家都知道,如果保羅要誇的
[00:03:33.400 --> 00:03:35.400]  大把東西可以誇
[00:03:35.400 --> 00:03:39.400]  他的學識,他的使徒身份
[00:03:39.400 --> 00:03:41.400]  他超自然的經歷
[00:03:41.400 --> 00:03:44.400]  或者對神豐富的認識
[00:03:44.400 --> 00:03:48.400]  我們知道,新約二十七卷裏面
[00:03:48.400 --> 00:03:51.400]  有十三卷是保羅所寫的
[00:03:51.400 --> 00:03:53.400]  一半是他所寫的
[00:03:53.400 --> 00:04:01.400]  我們的信仰,很大部分都是神透過保羅給我們的
[00:04:01.400 --> 00:04:06.400]  保羅絕對可以為這些誇口
[00:04:06.400 --> 00:04:08.400]  但是他沒有,他沒有
[00:04:08.400 --> 00:04:14.400]  他說,要誇口的,就誇我自己的軟弱就是了
[00:04:14.400 --> 00:04:18.400]  要誇口的,就誇我自己的軟弱
[00:04:24.400 --> 00:04:26.400]  認識一位朋友
[00:04:26.400 --> 00:04:28.400]  他很多年前
[00:04:28.400 --> 00:04:31.400]  他移民了美國
[00:04:31.400 --> 00:04:33.400]  回來之後
[00:04:33.400 --> 00:04:35.400]  總是覺得他有一點
[00:04:35.400 --> 00:04:37.400]  一個感覺很有趣
[00:04:37.400 --> 00:04:39.400]  不知道怎麼說
[00:04:39.400 --> 00:04:41.400]  有一次
[00:04:41.400 --> 00:04:44.400]  他回來的時候跟他聊天
[00:04:44.400 --> 00:04:48.400]  我就開始發覺,原來就是這種感覺
[00:04:48.400 --> 00:04:50.400]  他告訴我
[00:04:50.400 --> 00:04:56.400]  在過去,他十多年在美國的生活裏面
[00:04:56.400 --> 00:04:58.400]  他學會了一件事
[00:04:58.400 --> 00:05:03.400]  就是一定不可以在人面前
[00:05:03.400 --> 00:05:06.400]  認自己衰
[00:05:06.400 --> 00:05:11.400]  他說這樣,不能夠是一個蠟燭
[00:05:11.400 --> 00:05:14.400]  這是一個禁忌
[00:05:14.400 --> 00:05:17.400]  不能示弱
[00:05:17.400 --> 00:05:23.400]  因為當你說自己不行的時候
[00:05:23.400 --> 00:05:25.400]  人家就看不起你
[00:05:25.400 --> 00:05:30.400]  你好難在白人的世界裏面
[00:05:30.400 --> 00:05:33.400]  你都有一席位
[00:05:33.400 --> 00:05:36.400]  後來他走了之後
[00:05:36.400 --> 00:05:38.400]  我們幾個朋友坐在中間
[00:05:38.400 --> 00:05:42.400]  我們忽然
[00:05:42.400 --> 00:05:47.400]  對他在我們幾次的裏面的一些說話
[00:05:47.400 --> 00:05:49.400]  我們開始就覺得
[00:05:49.400 --> 00:05:56.400]  咦,他說的話是不是真的呢
[00:05:56.400 --> 00:06:00.400]  他什麼都可以
[00:06:00.400 --> 00:06:05.400]  說什麼他都說自己可以
[00:06:05.400 --> 00:06:07.400]  開始發覺
[00:06:07.400 --> 00:06:11.400]  原來在人家面前說不行
[00:06:11.400 --> 00:06:13.400]  是他的禁忌
[00:06:13.400 --> 00:06:15.400]  不可以說
[00:06:15.400 --> 00:06:23.400]  因為他絕對不可以被人看低
[00:06:23.400 --> 00:06:26.400]  有一次在家裏面閒談
[00:06:26.400 --> 00:06:30.400]  我們一家三口閒談的時候
[00:06:30.400 --> 00:06:32.400]  我丈夫是鍾生
[00:06:32.400 --> 00:06:34.400]  我兒子是鍾思敬
[00:06:34.400 --> 00:06:37.400]  在閒談當中裏面
[00:06:37.400 --> 00:06:38.400]  有一段說話
[00:06:38.400 --> 00:06:41.400]  我一直記在心裏面
[00:06:41.400 --> 00:06:44.400]  可能他們不覺得
[00:06:44.400 --> 00:06:49.400]  有一次鍾生就跟思敬說
[00:06:49.400 --> 00:06:52.400]  你媽媽有一樣好
[00:06:52.400 --> 00:06:56.400]  就是肯認衰
[00:06:56.400 --> 00:06:58.400]  就是這件事
[00:06:58.400 --> 00:07:05.400]  所以他博取了神很多的恩典
[00:07:05.400 --> 00:07:08.400]  他就教兒子
[00:07:08.400 --> 00:07:12.400]  他說我們很多東西都不行
[00:07:12.400 --> 00:07:16.400]  但最糟糕的就是不肯認
[00:07:16.400 --> 00:07:19.400]  當你不肯認衰的時候
[00:07:19.400 --> 00:07:25.400]  很多問題就隨之而來
[00:07:25.400 --> 00:07:27.400]  在我的生命裏面
[00:07:27.400 --> 00:07:29.400]  有很多的天使
[00:07:29.400 --> 00:07:31.400]  當然大家都明白到
[00:07:31.400 --> 00:07:33.400]  是一些人
[00:07:33.400 --> 00:07:36.400]  其中我的先生鍾生和思敬
[00:07:36.400 --> 00:07:40.400]  是我生命的天使
[00:07:40.400 --> 00:07:42.400]  在他們的身上
[00:07:42.400 --> 00:07:44.400]  有很多東西是我沒有的
[00:07:44.400 --> 00:07:48.400]  有時候我真的很自卑
[00:07:48.400 --> 00:07:53.400]  但當時我先生跟兒子說
[00:07:53.400 --> 00:07:58.400]  他說還有一樣東西
[00:07:58.400 --> 00:07:59.400]  就是你和我都沒有的
[00:07:59.400 --> 00:08:02.400]  他們說良好
[00:08:02.400 --> 00:08:04.400]  是你媽媽有一個
[00:08:04.400 --> 00:08:08.400]  神特殊的選擇在裏面
[00:08:08.400 --> 00:08:12.400]  所以這是我們沒有的
[00:08:12.400 --> 00:08:17.400]  我們只可以羨慕
[00:08:17.400 --> 00:08:20.400]  這番說話一直留在我心裏面
[00:08:20.400 --> 00:08:25.400]  是成為我很大的提醒
[00:08:25.400 --> 00:08:28.400]  在我的生命裏面
[00:08:28.400 --> 00:08:30.400]  真的有很多軟弱
[00:08:30.400 --> 00:08:32.400]  認識我的人都知道
[00:08:32.400 --> 00:08:34.400]  很多東西不行
[00:08:34.400 --> 00:08:36.400]  所以我經常都要求這個幫助
[00:08:36.400 --> 00:08:39.400]  求那個幫助
[00:08:39.400 --> 00:08:42.400]  在這個過程裏面
[00:08:42.400 --> 00:08:46.400]  我看到了很多的恩典
[00:08:46.400 --> 00:08:50.400]  所以對於一般的基督徒來說
[00:08:50.400 --> 00:08:53.400]  軟弱可能我們都覺得
[00:08:53.400 --> 00:08:59.400]  是用來否定自我形象的一件事
[00:08:59.400 --> 00:09:02.400]  但是對保羅來說
[00:09:02.400 --> 00:09:04.400]  軟弱就成為他誇耀神
[00:09:04.400 --> 00:09:08.400]  莫大恩典的一個工具
[00:09:08.400 --> 00:09:10.400]  我深深的體會到
[00:09:10.400 --> 00:09:12.400]  軟弱不是可怕
[00:09:12.400 --> 00:09:17.400]  軟弱不怕去說
[00:09:17.400 --> 00:09:20.400]  你不行
[00:09:20.400 --> 00:09:22.400]  在我們的教會裏面
[00:09:22.400 --> 00:09:25.400]  在我們的小組裏面
[00:09:25.400 --> 00:09:28.400]  我們都可以很自由的去說
[00:09:28.400 --> 00:09:31.400]  認識我的人都知道
[00:09:31.400 --> 00:09:32.400]  我經常都說自己
[00:09:32.400 --> 00:09:34.400]  這樣不行,那樣不行
[00:09:34.400 --> 00:09:36.400]  不是要推搪甚麼
[00:09:36.400 --> 00:09:37.400]  這個是實際
[00:09:37.400 --> 00:09:43.400]  是真的很多東西我不行
[00:09:43.400 --> 00:09:46.400]  為甚麼保羅有可誇口的
[00:09:46.400 --> 00:09:48.400]  他不去誇口
[00:09:48.400 --> 00:09:52.400]  反而要誇口自己的軟弱呢
[00:09:52.400 --> 00:09:55.400]  因為從他的生命裏面
[00:09:55.400 --> 00:09:57.400]  從他生命的經歷裏面
[00:09:57.400 --> 00:10:03.400]  他經歷到軟弱帶來這四個的祝福
[00:10:03.400 --> 00:10:06.400]  第一個祝福
[00:10:06.400 --> 00:10:13.400]  軟弱可以使人學習謙卑
[00:10:13.400 --> 00:10:16.400]  我們讀一讀第七節好不好
[00:10:16.400 --> 00:10:17.400]  我們一起讀
[00:10:17.400 --> 00:10:18.400]  預備起
[00:10:28.400 --> 00:10:39.400]  在這裏經文裏面兩次提到
[00:10:39.400 --> 00:10:43.400]  自高
[00:10:43.400 --> 00:10:44.400]  自高是甚麼
[00:10:44.400 --> 00:10:47.400]  自高是抬高自己
[00:10:47.400 --> 00:10:50.400]  自高是覺得甚麼都行
[00:10:50.400 --> 00:10:51.400]  自高是甚麼
[00:10:51.400 --> 00:10:55.400]  一種驕傲
[00:10:55.400 --> 00:10:58.400]  神知道我們的本性
[00:10:58.400 --> 00:11:00.400]  人的軟弱
[00:11:00.400 --> 00:11:03.400]  是容易驕傲
[00:11:03.400 --> 00:11:06.400]  在這裏提到
[00:11:06.400 --> 00:11:12.400]  為甚麼
[00:11:12.400 --> 00:11:17.400]  神怕保羅過於自高呢
[00:11:17.400 --> 00:11:19.400]  因為在這裏說
[00:11:19.400 --> 00:11:23.400]  他得到一個甚大的啟示
[00:11:23.400 --> 00:11:28.400]  又恐怕我因所得的啟示
[00:11:28.400 --> 00:11:32.400]  甚大就過於自高
[00:11:32.400 --> 00:11:35.400]  到底這是甚麼啟示
[00:11:35.400 --> 00:11:37.400]  甚麼這麼大的啟示呢
[00:11:37.400 --> 00:11:39.400]  原來在這裏第十二章的第一至六節裏面
[00:11:39.400 --> 00:11:40.400]  告訴我們
[00:11:40.400 --> 00:11:46.400]  保羅曾經被神提升到三層天的上高
[00:11:46.400 --> 00:11:48.400]  將他帶到三層天的上高
[00:11:48.400 --> 00:11:50.400]  甚麼叫三層天呢
[00:11:50.400 --> 00:11:52.400]  三層天是天上的天
[00:11:52.400 --> 00:11:54.400]  在當時神學的觀念裏面
[00:11:54.400 --> 00:11:56.400]  對宇宙的認識裏面
[00:11:56.400 --> 00:11:59.400]  第一層是雲層的所在
[00:11:59.400 --> 00:12:02.400]  第二層是星宿的所在
[00:12:02.400 --> 00:12:09.400]  第三層就是神寶座的所在
[00:12:09.400 --> 00:12:11.400]  這個啟示
[00:12:11.400 --> 00:12:17.400]  保羅在中間裏面告訴我們
[00:12:17.400 --> 00:12:22.400]  他聽見隱密的言語
[00:12:22.400 --> 00:12:25.400]  非一般的經歷
[00:12:25.400 --> 00:12:27.400]  這種的屬靈經驗
[00:12:27.400 --> 00:12:34.400]  我們說是一種超自然的屬靈經歷
[00:12:34.400 --> 00:12:35.400]  如果給很多人
[00:12:35.400 --> 00:12:36.400]  可能你和我
[00:12:36.400 --> 00:12:38.400]  我們已經到處告訴別人
[00:12:38.400 --> 00:12:44.400]  我昨晚這樣這樣
[00:12:44.400 --> 00:12:46.400]  在這裏說到
[00:12:46.400 --> 00:12:48.400]  恐怕因我所得的啟示甚大
[00:12:48.400 --> 00:12:50.400]  就過於自高
[00:12:50.400 --> 00:12:53.400]  所以因為這件事
[00:12:53.400 --> 00:12:57.400]  所以有一根刺加在我身上
[00:12:57.400 --> 00:13:01.400]  保羅說這一根刺加在我身上
[00:13:01.400 --> 00:13:03.400]  這一根刺的目的是甚麼呢
[00:13:03.400 --> 00:13:07.400]  免得我過於自高
[00:13:07.400 --> 00:13:11.400]  這一根刺就是撒旦的差役
[00:13:11.400 --> 00:13:12.400]  要來攻擊我
[00:13:12.400 --> 00:13:17.400]  保羅說這一個攻擊
[00:13:17.400 --> 00:13:19.400]  這一個加在我身上
[00:13:19.400 --> 00:13:21.400]  這一個刺是免得
[00:13:21.400 --> 00:13:22.400]  有一個目的的
[00:13:22.400 --> 00:13:27.400]  免得我過於自高
[00:13:27.400 --> 00:13:28.400]  關於這個刺
[00:13:28.400 --> 00:13:30.400]  在這一個經文裏面
[00:13:30.400 --> 00:13:31.400]  起碼有幾點
[00:13:31.400 --> 00:13:33.400]  我們可以看到
[00:13:33.400 --> 00:13:35.400]  加在保羅身上
[00:13:35.400 --> 00:13:36.400]  是加在他身上
[00:13:36.400 --> 00:13:39.400]  作為一個限制
[00:13:39.400 --> 00:13:40.400]  免得他過於自高
[00:13:40.400 --> 00:13:42.400]  第二
[00:13:42.400 --> 00:13:44.400]  這一根刺是加在肉體上
[00:13:44.400 --> 00:13:47.400]  有人去猜
[00:13:47.400 --> 00:13:49.400]  這一根刺到底是甚麼呢
[00:13:49.400 --> 00:13:50.400]  很多的猜測
[00:13:50.400 --> 00:13:52.400]  簡單來說
[00:13:52.400 --> 00:13:53.400]  加在他身上
[00:13:53.400 --> 00:13:55.400]  一個還疾
[00:13:55.400 --> 00:13:57.400]  對於保羅來說
[00:13:57.400 --> 00:13:59.400]  是一個痛苦
[00:13:59.400 --> 00:14:01.400]  加在他身上
[00:14:01.400 --> 00:14:02.400]  當然
[00:14:02.400 --> 00:14:05.400]  刺不只是加在身上
[00:14:05.400 --> 00:14:07.400]  這些痛苦才叫刺
[00:14:07.400 --> 00:14:10.400]  在肉身以外
[00:14:10.400 --> 00:14:11.400]  在這裏看到
[00:14:11.400 --> 00:14:12.400]  第三
[00:14:12.400 --> 00:14:13.400]  這一根刺
[00:14:13.400 --> 00:14:16.400]  是從撒旦而來的
[00:14:16.400 --> 00:14:18.400]  是從撒旦而來的攻擊
[00:14:18.400 --> 00:14:20.400]  是神允許的
[00:14:20.400 --> 00:14:21.400]  正如當日
[00:14:21.400 --> 00:14:23.400]  若白
[00:14:23.400 --> 00:14:27.400]  當撒旦要攻擊若白的時候
[00:14:27.400 --> 00:14:29.400]  你知道
[00:14:29.400 --> 00:14:31.400]  撒旦走到神面前
[00:14:31.400 --> 00:14:32.400]  講數
[00:14:32.400 --> 00:14:34.400]  神就允許
[00:14:34.400 --> 00:14:37.400]  若白同樣
[00:14:37.400 --> 00:14:40.400]  有一根刺在他的生命裏
[00:14:40.400 --> 00:14:42.400]  是神所允許的
[00:14:42.400 --> 00:14:44.400]  第四
[00:14:44.400 --> 00:14:46.400]  這一根刺
[00:14:46.400 --> 00:14:49.400]  是神自己加在人的身上
[00:14:49.400 --> 00:14:51.400]  不是人自取
[00:14:51.400 --> 00:14:53.400]  或者是犯罪而有的
[00:14:53.400 --> 00:14:54.400]  很多時候
[00:14:54.400 --> 00:14:56.400]  我們都可能有一個錯覺
[00:14:56.400 --> 00:14:57.400]  我們覺得
[00:14:57.400 --> 00:14:58.400]  你這樣這樣
[00:14:58.400 --> 00:15:01.400]  是不是你犯罪了
[00:15:01.400 --> 00:15:03.400]  在這一根刺裏
[00:15:03.400 --> 00:15:05.400]  更加再看下去的時候
[00:15:05.400 --> 00:15:08.400]  保羅曾經求這一根刺
[00:15:08.400 --> 00:15:09.400]  不斷地求這一根刺
[00:15:09.400 --> 00:15:12.400]  希望這一根刺可以離開他
[00:15:12.400 --> 00:15:17.400]  但神卻沒有應運
[00:15:17.400 --> 00:15:19.400]  這一根刺
[00:15:19.400 --> 00:15:21.400]  很清楚地告訴保羅
[00:15:21.400 --> 00:15:22.400]  這個軟弱
[00:15:22.400 --> 00:15:25.400]  是要保羅去學習謙卑
[00:15:25.400 --> 00:15:27.400]  要學習謙卑
[00:15:27.400 --> 00:15:30.400]  保羅十四年來
[00:15:30.400 --> 00:15:34.400]  從沒提過這麼超自然的經歷
[00:15:34.400 --> 00:15:35.400]  表明
[00:15:35.400 --> 00:15:40.400]  他真是願意在神面前的謙卑
[00:15:40.400 --> 00:15:42.400]  耶穌曾經說過
[00:15:42.400 --> 00:15:45.400]  犯自高的必降為卑
[00:15:45.400 --> 00:15:50.400]  自卑的必升為高
[00:15:50.400 --> 00:15:54.400]  軟弱除了使人謙卑之外
[00:15:54.400 --> 00:15:56.400]  又催死人
[00:15:56.400 --> 00:16:00.400]  第二就是禱告尋求神
[00:16:00.400 --> 00:16:01.400]  第二點
[00:16:01.400 --> 00:16:04.400]  禱告尋求神
[00:16:04.400 --> 00:16:06.400]  在這裏
[00:16:06.400 --> 00:16:08.400]  我們看一看第八節的經文
[00:16:08.400 --> 00:16:09.400]  好不好
[00:16:09.400 --> 00:16:10.400]  我們一起讀
[00:16:10.400 --> 00:16:11.400]  預備起
[00:16:11.400 --> 00:16:12.400]  為者是
[00:16:12.400 --> 00:16:15.400]  我三次求過主
[00:16:15.400 --> 00:16:18.400]  叫這次離開我
[00:16:18.400 --> 00:16:19.400]  三次
[00:16:19.400 --> 00:16:21.400]  是不是一二三
[00:16:21.400 --> 00:16:23.400]  祈了三次就行了
[00:16:23.400 --> 00:16:25.400]  我們大家都知道不是
[00:16:25.400 --> 00:16:26.400]  禱告
[00:16:26.400 --> 00:16:27.400]  禱告
[00:16:27.400 --> 00:16:28.400]  再禱告
[00:16:28.400 --> 00:16:30.400]  是說一個
[00:16:30.400 --> 00:16:32.400]  代表一個很充分
[00:16:32.400 --> 00:16:34.400]  很充足的禱告
[00:16:34.400 --> 00:16:36.400]  很恆切的禱告
[00:16:36.400 --> 00:16:37.400]  大家記得
[00:16:37.400 --> 00:16:40.400]  在耶穌上十字架之前
[00:16:40.400 --> 00:16:42.400]  在黑西瑪利園
[00:16:42.400 --> 00:16:45.400]  祂三次禱告
[00:16:45.400 --> 00:16:47.400]  祂為著這個虎杯
[00:16:47.400 --> 00:16:48.400]  祂和天父說
[00:16:48.400 --> 00:16:50.400]  如果倘若可行
[00:16:50.400 --> 00:16:54.400]  求你使這個虎杯離開我
[00:16:54.400 --> 00:17:02.400]  但天父同樣沒有聽這個禱告
[00:17:02.400 --> 00:17:05.400]  關於禱告
[00:17:05.400 --> 00:17:08.400]  三次
[00:17:08.400 --> 00:17:10.400]  三次向神去禱告
[00:17:10.400 --> 00:17:12.400]  這個迫切
[00:17:12.400 --> 00:17:17.400]  充分足夠恆切的禱告
[00:17:17.400 --> 00:17:20.400]  當我們軟弱的時候
[00:17:20.400 --> 00:17:22.400]  當我們軟弱的時候
[00:17:22.400 --> 00:17:25.400]  是催使我們來到神面前
[00:17:25.400 --> 00:17:28.400]  來到神施恩的寶座面前
[00:17:28.400 --> 00:17:31.400]  來去求
[00:17:31.400 --> 00:17:34.400]  禱告要恆切
[00:17:34.400 --> 00:17:38.400]  要恆切直到明白主自己的心意
[00:17:38.400 --> 00:17:40.400]  這是耶穌的教導
[00:17:40.400 --> 00:17:42.400]  禱告
[00:17:42.400 --> 00:17:44.400]  當我們禱告的時候
[00:17:44.400 --> 00:17:48.400]  神不是一定按我們所求的
[00:17:48.400 --> 00:17:54.400]  來去答應我們
[00:17:54.400 --> 00:17:57.400]  軟弱除了使我們謙卑
[00:17:57.400 --> 00:18:00.400]  禱告去尋求神之外
[00:18:00.400 --> 00:18:04.400]  其實軟弱也都豐富了我們
[00:18:04.400 --> 00:18:07.400]  擴張了我們對神的一個認識
[00:18:07.400 --> 00:18:08.400]  第三點
[00:18:08.400 --> 00:18:10.400]  第三個祝福
[00:18:10.400 --> 00:18:13.400]  第三點
[00:18:13.400 --> 00:18:17.400]  禱告豐富我們對神
[00:18:17.400 --> 00:18:19.400]  有一個新的認識
[00:18:19.400 --> 00:18:21.400]  我們讀一讀第九節
[00:18:21.400 --> 00:18:22.400]  預備起
[00:18:22.400 --> 00:18:24.400]  他對我說
[00:18:24.400 --> 00:18:26.400]  我的恩典夠你用的
[00:18:26.400 --> 00:18:28.400]  因為我的能力
[00:18:28.400 --> 00:18:32.400]  是在人的軟弱上顯得完全
[00:18:32.400 --> 00:18:36.400]  所以我更喜歡誇自己的軟弱
[00:18:36.400 --> 00:18:43.400]  好叫基督的能力浮避我
[00:18:43.400 --> 00:18:47.400]  在這裏保羅禱告
[00:18:47.400 --> 00:18:52.400]  他好像發覺神沒有拿走他這件事
[00:18:52.400 --> 00:18:56.400]  神對這個禱告的答覆是甚麼呢
[00:18:56.400 --> 00:18:59.400]  他對我說
[00:18:59.400 --> 00:19:02.400]  是耶穌說
[00:19:02.400 --> 00:19:06.400]  從一句說話裏面去回應
[00:19:06.400 --> 00:19:08.400]  祂說甚麼呢
[00:19:08.400 --> 00:19:09.400]  耶穌說
[00:19:09.400 --> 00:19:11.400]  我的恩典夠你用的
[00:19:11.400 --> 00:19:17.400]  因為我的能力在人的軟弱上顯得完全
[00:19:17.400 --> 00:19:21.400]  我的恩典夠你用的
[00:19:21.400 --> 00:19:25.400]  耶穌回答是用另一種方式
[00:19:25.400 --> 00:19:28.400]  好像表面上保羅覺得
[00:19:28.400 --> 00:19:32.400]  是否沒有拿走這件事就沒有聽祂的祈禱呢
[00:19:32.400 --> 00:19:37.400]  一個另類的方法去答應保羅
[00:19:37.400 --> 00:19:38.400]  是甚麼呢
[00:19:38.400 --> 00:19:39.400]  作出一個宣告
[00:19:39.400 --> 00:19:43.400]  我的恩典夠你用的
[00:19:43.400 --> 00:19:48.400]  我的恩典夠你用的
[00:19:48.400 --> 00:19:51.400]  保羅終於明白到
[00:19:51.400 --> 00:19:54.400]  神要透過這個軟弱
[00:19:54.400 --> 00:19:59.400]  要他重新的更深的認識神的能力
[00:19:59.400 --> 00:20:04.400]  認識祂的完全
[00:20:04.400 --> 00:20:09.400]  所以剛才耶穌作出這個宣告
[00:20:09.400 --> 00:20:13.400]  保羅也有一個宣告的回應
[00:20:13.400 --> 00:20:18.400]  所以我們一起讀這個所以是甚麼
[00:20:18.400 --> 00:20:21.400]  我更喜歡誇自己的軟弱
[00:20:21.400 --> 00:20:27.400]  好叫基督的能力奉庇我
[00:20:27.400 --> 00:20:29.400]  神的恩典
[00:20:29.400 --> 00:20:34.400]  神的恩典夠我們每一個使用
[00:20:34.400 --> 00:20:35.400]  歷代以來
[00:20:35.400 --> 00:20:37.400]  我們有不少的信徒
[00:20:37.400 --> 00:20:40.400]  都在軟弱的裏面
[00:20:40.400 --> 00:20:43.400]  我們經歷神足夠的恩典
[00:20:43.400 --> 00:20:45.400]  這句話
[00:20:45.400 --> 00:20:47.400]  這一個宣告
[00:20:47.400 --> 00:20:50.400]  這一個對我們的應許
[00:20:50.400 --> 00:20:51.400]  鼓勵了我們
[00:20:51.400 --> 00:20:54.400]  安慰了我們
[00:20:54.400 --> 00:20:59.400]  實在其實每個人都可以經歷到
[00:20:59.400 --> 00:21:05.400]  新鮮熱辣的一個對神的認識
[00:21:05.400 --> 00:21:07.400]  個幾月前突然間
[00:21:07.400 --> 00:21:09.400]  有一日起身的時候
[00:21:09.400 --> 00:21:14.400]  發覺自己聲沙沙
[00:21:14.400 --> 00:21:16.400]  到下午的時候發覺自己
[00:21:16.400 --> 00:21:18.400]  開始感冒
[00:21:18.400 --> 00:21:20.400]  於是就去看醫生
[00:21:20.400 --> 00:21:24.400]  醫生說你的病毒進了喉嚨
[00:21:24.400 --> 00:21:27.400]  好,吃點藥沒問題了
[00:21:27.400 --> 00:21:29.400]  誰知呢
[00:21:29.400 --> 00:21:32.400]  個幾月來
[00:21:32.400 --> 00:21:35.400]  聲音都沙
[00:21:35.400 --> 00:21:37.400]  並且越來越嚴重
[00:21:37.400 --> 00:21:41.400]  發覺自己連歌都唱不到
[00:21:41.400 --> 00:21:42.400]  會流氣
[00:21:42.400 --> 00:21:46.400]  我第一次知道甚麼叫流氣
[00:21:46.400 --> 00:21:48.400]  音完全去不到
[00:21:48.400 --> 00:21:50.400]  唱也唱不到
[00:21:50.400 --> 00:21:52.400]  再看第二次醫生的時候
[00:21:52.400 --> 00:21:58.400]  醫生說你的病菌進了氣管
[00:21:58.400 --> 00:22:01.400]  所以會流氣
[00:22:01.400 --> 00:22:05.400]  原來是這樣
[00:22:05.400 --> 00:22:09.400]  越來越逼近要講道
[00:22:09.400 --> 00:22:12.400]  我記得上個禮拜
[00:22:12.400 --> 00:22:14.400]  我因為聲音出不到
[00:22:14.400 --> 00:22:16.400]  本來我去一個區裏要負責
[00:22:16.400 --> 00:22:18.400]  要講話
[00:22:18.400 --> 00:22:19.400]  於是好不好意思
[00:22:19.400 --> 00:22:21.400]  星期一硬著頭皮
[00:22:21.400 --> 00:22:23.400]  跟區長說不好意思
[00:22:23.400 --> 00:22:25.400]  我聽完我相信
[00:22:25.400 --> 00:22:27.400]  我講不到話
[00:22:27.400 --> 00:22:31.400]  要趕緊改
[00:22:31.400 --> 00:22:37.400]  星期一,星期三
[00:22:37.400 --> 00:22:40.400]  大家知道我們去了退獸營
[00:22:40.400 --> 00:22:42.400]  去了珠海
[00:22:42.400 --> 00:22:45.400]  我一直都為了自己這件事
[00:22:45.400 --> 00:22:46.400]  不斷的禱告
[00:22:46.400 --> 00:22:48.400]  醫生說你最好不要出聲
[00:22:48.400 --> 00:22:50.400]  不要說這麼多話
[00:22:50.400 --> 00:22:55.400]  不要說這麼多話
