
[00:00:00.000 --> 00:00:03.280]  幫我們開始的時候一起做個祈禱
[00:01:50.280 --> 00:01:52.860]  一心一意,一生一世
[00:01:52.860 --> 00:01:56.820]  剛剛好四條一,是不是?
[00:01:56.820 --> 00:01:59.820]  這兩句說話告訴我們
[00:01:59.820 --> 00:02:03.800]  我們對上帝的態度應該是怎樣
[00:02:03.800 --> 00:02:08.000]  是一心一意,一生一世
[00:02:08.000 --> 00:02:09.100]  如果你上個禮拜在這裡
[00:02:09.100 --> 00:02:11.640]  你知道上個禮拜我們開始一個
[00:02:11.640 --> 00:02:14.180]  教會DNA的系列
[00:02:14.180 --> 00:02:17.540]  我們所讀的經文其實只有一節聖經
[00:02:17.540 --> 00:02:21.980]  就是《試圖行傳》第二章第四十二節
[00:02:21.980 --> 00:02:29.560]  「他們都專注於試圖的教導彼此的團契、抹餅和祈禱」
[00:02:29.560 --> 00:02:33.100]  我們希望我們的教會會有五個核心價值
[00:02:33.100 --> 00:02:36.300]  第一個核心價值是專注上個禮拜所說的
[00:02:36.300 --> 00:02:38.800]  第二個價值是教導
[00:02:38.800 --> 00:02:41.640]  第三個價值是團契
[00:02:41.640 --> 00:02:43.040]  第四個價值是抹餅
[00:02:43.040 --> 00:02:46.240]  最後一個價值是祈禱
[00:02:46.240 --> 00:02:47.940]  所以首先我們在上個禮拜
[00:02:47.940 --> 00:02:53.580]  我們看到初期的教會是一個專注的群體
[00:02:53.580 --> 00:02:57.460]  我們所有的《和合本》的翻譯是全心投入
[00:02:57.460 --> 00:03:00.420]  他們全心投入背上他們的十字架
[00:03:00.420 --> 00:03:02.700]  去跟隨主耶穌基督
[00:03:02.700 --> 00:03:08.200]  他們專注追求上帝的國、上帝的義
[00:03:08.200 --> 00:03:09.500]  上個禮拜崇拜完之後
[00:03:09.500 --> 00:03:10.540]  有大兄姐妹問我
[00:03:10.540 --> 00:03:15.540]  她說:「香港生活這麼繁忙
[00:03:15.540 --> 00:03:18.140]  我們有這麼多可以令我們分心的事
[00:03:18.140 --> 00:03:22.820]  究竟有什麼辦法可以令我們過一個專注的生活?」
[00:03:22.820 --> 00:03:27.720]  「究竟我們有什麼辦法可以過一個專注的生活?」
[00:03:27.720 --> 00:03:30.760]  我想專注生活的秘訣
[00:03:30.760 --> 00:03:33.760]  很有可能在下面那一句
[00:03:33.760 --> 00:03:35.400]  下面那一句是什麼?
[00:03:35.400 --> 00:03:38.500]  是使徒的教訓
[00:03:38.500 --> 00:03:41.360]  專注的生命和使徒的教訓
[00:03:41.360 --> 00:03:45.700]  其實真的有一點點雞和雞的關係
[00:03:45.700 --> 00:03:47.580]  從某一個角度來講
[00:03:47.580 --> 00:03:51.940]  聖經叫我們要專注去使徒的教訓
[00:03:51.940 --> 00:03:53.080]  我們要先專注
[00:03:53.080 --> 00:03:56.040]  接著我們專注在使徒的教訓
[00:03:56.040 --> 00:03:58.020]  但是從另外一個角度來講
[00:03:58.020 --> 00:04:00.720]  初期教會之所以這麼專注
[00:04:00.720 --> 00:04:05.560]  是因為他們已經領受了使徒的教訓
[00:04:05.560 --> 00:04:08.000]  你記得那一篇道嗎?
[00:04:08.000 --> 00:04:09.360]  你記得彼得那一篇道
[00:04:09.360 --> 00:04:12.040]  為什麼他們會成為一個專注的群體
[00:04:12.040 --> 00:04:16.940]  是因為彼得在五秦節的時候講了一篇道
[00:04:16.940 --> 00:04:18.800]  講了一篇入心入肺的道
[00:04:18.800 --> 00:04:21.040]  講了一篇暴露人性
[00:04:21.040 --> 00:04:25.720]  審判罪惡、彰顯十嫁的道
[00:04:25.720 --> 00:04:27.580]  講了一篇令人擇心
[00:04:27.580 --> 00:04:28.720]  令人悔改
[00:04:28.720 --> 00:04:29.820]  令人信靠
[00:04:29.820 --> 00:04:32.360]  令人跟隨的道
[00:04:32.360 --> 00:04:36.620]  今天的教會需要一篇這樣的道
[00:04:36.620 --> 00:04:39.520]  不是一次的需要
[00:04:39.520 --> 00:04:41.860]  而是周而復始
[00:04:41.860 --> 00:04:43.600]  每個禮拜的需要
[00:04:43.600 --> 00:04:47.400]  需要一篇這樣的道
[00:04:47.400 --> 00:04:50.500]  你有沒有想過港道這件事
[00:04:50.500 --> 00:04:53.000]  對於教會有多重要?
[00:04:53.000 --> 00:04:54.740]  甚至可以這樣說
[00:04:54.740 --> 00:04:59.340]  今天的教會吃粥吃飯就是看港道的了
[00:04:59.340 --> 00:05:01.020]  然而我們要問一個問題
[00:05:01.020 --> 00:05:03.520]  就是今天的教會
[00:05:03.520 --> 00:05:08.380]  究竟還相信港道這件事嗎?
[00:05:08.380 --> 00:05:09.560]  從某個角度來講
[00:05:09.560 --> 00:05:11.460]  每間教會都相信的
[00:05:11.460 --> 00:05:13.320]  因為無論你去哪一間教會
[00:05:13.320 --> 00:05:14.760]  那間教會主人
[00:05:14.760 --> 00:05:16.000]  或者周六的崇拜
[00:05:16.000 --> 00:05:19.460]  大概都會有一個港道的環節
[00:05:19.460 --> 00:05:22.340]  但是從另一個角度來講
[00:05:22.340 --> 00:05:23.740]  我們可以說越來越多人
[00:05:23.740 --> 00:05:27.340]  甚至包括傳道人
[00:05:27.340 --> 00:05:33.080]  都越來越不相信港道
[00:05:33.080 --> 00:05:35.140]  很多年前我聽過一個真實的故事
[00:05:35.140 --> 00:05:37.080]  有一個蘇格蘭的牧師
[00:05:37.080 --> 00:05:39.480]  在美國應邀去參加一個
[00:05:39.480 --> 00:05:43.580]  為期幾天的賢經培靈大會
[00:05:43.580 --> 00:05:45.320]  他去到的時候
[00:05:45.320 --> 00:05:47.260]  他知道他不是唯一的港員
[00:05:47.260 --> 00:05:49.020]  其實他們有兩個主要的港員
[00:05:49.020 --> 00:05:50.900]  於是他講早上
[00:05:50.900 --> 00:05:52.200]  另外那個講下午
[00:05:52.200 --> 00:05:53.160]  他講早上
[00:05:53.160 --> 00:05:55.400]  另外那個講下午
[00:05:55.400 --> 00:05:56.400]  他去到那個
[00:05:56.400 --> 00:05:58.300]  他有一個很大的台
[00:05:58.300 --> 00:06:01.340]  在台的中心有一個港台
[00:06:01.340 --> 00:06:01.840]  小小的港台
[00:06:01.840 --> 00:06:02.940]  好像這個這樣的
[00:06:02.940 --> 00:06:05.640]  於是他就會走到去台的中心
[00:06:05.640 --> 00:06:08.080]  他會擺他的聖經在台上
[00:06:08.080 --> 00:06:08.940]  他打開
[00:06:08.940 --> 00:06:12.020]  於是他在那裡傳講他的信息
[00:06:12.020 --> 00:06:13.820]  他講完大家休息
[00:06:13.820 --> 00:06:15.080]  吃完午飯
[00:06:15.080 --> 00:06:18.620]  下面另外一個港員上來
[00:06:18.620 --> 00:06:19.920]  那個港員怎樣呢?
[00:06:19.920 --> 00:06:24.220]  他沒有帶著任何的聖經
[00:06:24.220 --> 00:06:25.400]  他去到港台
[00:06:25.400 --> 00:06:27.260]  把那個港台拿起
[00:06:27.260 --> 00:06:30.100]  接著把那個港台擺在他旁邊
[00:06:30.100 --> 00:06:31.940]  接著他帶著一個無線麥
[00:06:31.940 --> 00:06:35.200]  就在那裡又來又去又來又去
[00:06:35.200 --> 00:06:37.180]  他講的東西很精彩
[00:06:37.180 --> 00:06:40.880]  他很有活力
[00:06:40.880 --> 00:06:42.580]  他好像在演戲
[00:06:42.580 --> 00:06:45.080]  又好像在講道
[00:06:45.080 --> 00:06:46.080]  當然他們的分別
[00:06:46.080 --> 00:06:48.420]  不單止是他的風格的問題
[00:06:48.420 --> 00:06:50.580]  他的分別也是他內容的問題
[00:06:50.580 --> 00:06:53.960]  一個專注在講聖經裡面的教導
[00:06:53.960 --> 00:06:56.920]  另外一個可能講幾句金句
[00:06:56.920 --> 00:06:58.520]  於是很快就跳去
[00:06:58.520 --> 00:07:01.900]  開始講一些故事等等
[00:07:01.900 --> 00:07:05.800]  於是這樣的動作重複了幾天
[00:07:05.800 --> 00:07:08.500]  到蘇格林牧師講的時候
[00:07:08.500 --> 00:07:12.480]  他又把那個港台自己擺在中間
[00:07:12.480 --> 00:07:13.980]  打開他的聖經講
[00:07:13.980 --> 00:07:18.280]  講完下午那個人又把那個港台擺在外面
[00:07:18.280 --> 00:07:20.740]  過了幾天之後
[00:07:20.740 --> 00:07:23.460]  蘇格林牧師說
[00:07:23.460 --> 00:07:24.760]  有一天晚上
[00:07:24.760 --> 00:07:31.100]  這位弟兄 另外一個港員來他的房間敲門
[00:07:31.100 --> 00:07:33.320]  他說什麼事啊弟兄
[00:07:33.320 --> 00:07:35.840]  這個弟兄跟他說
[00:07:35.840 --> 00:07:38.740]  你可不可以為我祈禱
[00:07:38.740 --> 00:07:43.880]  因為我已經對港島失去信心
[00:07:43.880 --> 00:07:46.680]  我再不相信港島
[00:07:46.680 --> 00:07:48.140]  而在這個禮拜裡面
[00:07:48.140 --> 00:07:50.040]  我很看得見你相信港島
[00:07:50.040 --> 00:07:54.180]  而我不相信港島
[00:07:54.180 --> 00:07:58.700]  於是他用其他的東西來代替港島
[00:07:58.700 --> 00:08:03.360]  將港島變成了一種表演
[00:08:03.360 --> 00:08:06.240]  一種娛樂
[00:08:06.240 --> 00:08:08.200]  我有聽過另外一個真實的故事
[00:08:08.200 --> 00:08:13.600]  很多年前在英國有一個很有名的牧者
[00:08:13.600 --> 00:08:14.280]  他有一個兒子
[00:08:14.280 --> 00:08:16.680]  我們叫他Johnny
[00:08:16.680 --> 00:08:19.380]  這個Johnny從小到大在教會裡面長大
[00:08:19.380 --> 00:08:21.440]  於是過了到他成年之後
[00:08:21.440 --> 00:08:23.880]  他就跟著爸爸一起入行
[00:08:23.880 --> 00:08:27.680]  在他們爸爸的教會裡面做You Pastor
[00:08:27.680 --> 00:08:30.860]  就是做年輕人的工作
[00:08:30.860 --> 00:08:32.460]  他做了幾年
[00:08:32.460 --> 00:08:38.300]  但你發現Johnny越來越在搞一些活動
[00:08:38.300 --> 00:08:41.960]  在搞一些計劃
[00:08:41.960 --> 00:08:44.960]  去到有一天他爸爸有一點不耐煩他
[00:08:44.960 --> 00:08:46.080]  爸爸問他
[00:08:46.080 --> 00:08:48.300]  他說Johnny
[00:08:48.300 --> 00:08:51.940]  When are you going to put down your guitar?
[00:08:51.940 --> 00:08:54.120]  你什麼時候會放下你的結他
[00:08:54.120 --> 00:08:56.620]  好好地去學你的聖經
[00:08:56.620 --> 00:09:01.320]  好好地去講一篇道呢?
[00:09:01.320 --> 00:09:03.460]  Johnny想了一會
[00:09:03.460 --> 00:09:07.860]  給他爸爸一個很驚訝的回答
[00:09:07.860 --> 00:09:08.460]  Johnny這樣說
[00:09:08.460 --> 00:09:09.260]  他說
[00:09:09.260 --> 00:09:11.200]  It is easy for you dad
[00:09:11.200 --> 00:09:13.860]  because you have the spirit
[00:09:13.860 --> 00:09:15.160]  他說爸爸
[00:09:15.160 --> 00:09:16.440]  你就容易了
[00:09:16.440 --> 00:09:19.200]  因為你有聖靈
[00:09:19.200 --> 00:09:22.080]  Johnny說了一件很特別的事
[00:09:22.080 --> 00:09:23.380]  很Incivil的事
[00:09:23.380 --> 00:09:24.440]  很真實的事
[00:09:24.440 --> 00:09:27.820]  原來講道和聖靈是分不開的
[00:09:27.820 --> 00:09:30.220]  當你有機會去看仕途行轉的時候
[00:09:30.220 --> 00:09:33.960]  你知道仕途行轉其實不是講仕途的行轉
[00:09:33.960 --> 00:09:36.220]  是講耶穌的行轉
[00:09:36.220 --> 00:09:39.220]  是受死復活升天的耶穌
[00:09:39.220 --> 00:09:42.260]  現在再在人世間再出現他所做的一切
[00:09:42.260 --> 00:09:46.000]  只不過是通過了他的仕途
[00:09:46.000 --> 00:09:47.260]  耶穌回來了
[00:09:47.260 --> 00:09:48.400]  但是他怎樣回來
[00:09:48.400 --> 00:09:52.780]  他用聖靈的身份回來教會的當中
[00:09:52.780 --> 00:09:54.640]  所以如果你去看仕途行轉的時候
[00:09:54.640 --> 00:09:56.480]  仕途行轉其實是耶穌行轉
[00:09:56.480 --> 00:09:58.420]  耶穌行轉其實是聖靈行轉
[00:09:58.420 --> 00:09:59.780]  但是除了聖靈行轉之外
[00:09:59.780 --> 00:10:00.980]  還有另外一樣東西
[00:10:00.980 --> 00:10:03.180]  很有趣的
[00:10:03.180 --> 00:10:07.720]  你可以說仕途行轉其實是講神話的行轉
[00:10:07.720 --> 00:10:12.920]  是一個關於上帝話語的故事
[00:10:12.920 --> 00:10:14.220]  如果你熟悉仕途行轉
[00:10:14.220 --> 00:10:16.940]  你知道仕途行轉可以分為上半部和下半部
[00:10:16.940 --> 00:10:18.700]  上半部有一個主角叫彼得
[00:10:18.700 --> 00:10:22.500]  下半部有另一個主角叫做保羅
[00:10:22.500 --> 00:10:24.240]  但如果你看清楚一點
[00:10:24.240 --> 00:10:28.640]  你會發覺原來上下半部都有另一層次的主角
[00:10:28.640 --> 00:10:30.740]  那個主角叫聖靈
[00:10:30.740 --> 00:10:31.880]  但是你再看清楚一點
[00:10:31.880 --> 00:10:35.820]  你會發覺上下半部有另一個層次的主角
[00:10:35.820 --> 00:10:37.220]  叫做神話
[00:10:37.220 --> 00:10:38.320]  上帝的話語
[00:10:38.320 --> 00:10:40.220]  The Word of God
[00:10:40.220 --> 00:10:42.160]  上帝的話語
[00:10:42.160 --> 00:10:43.520]  是聖靈的工作
[00:10:43.520 --> 00:10:44.720]  上帝話語的工作
[00:10:44.720 --> 00:10:48.060]  把整本仕途行轉貫穿了
[00:10:48.060 --> 00:10:52.040]  如果你今天要去做一個仕途行轉的舞台劇的時候
[00:10:52.040 --> 00:10:54.100]  除了有彼得和保羅之外
[00:10:54.100 --> 00:10:56.440]  還要有一個人做聖靈的角色
[00:10:56.440 --> 00:10:59.000]  可以拿著牌子的聖靈在游來游去
[00:10:59.000 --> 00:11:01.880]  但你也要有另一個人拿著另一個牌子
[00:11:01.880 --> 00:11:03.380]  叫做神的話語
[00:11:03.380 --> 00:11:04.480]  也游來游去
[00:11:04.480 --> 00:11:05.480]  但我想告訴你
[00:11:05.480 --> 00:11:08.680]  上帝的話語和耶穌的聖靈
[00:11:08.680 --> 00:11:12.820]  是馬公仔 形影不離
[00:11:12.820 --> 00:11:17.220]  沒有上帝的話語和聖靈做不了事
[00:11:17.220 --> 00:11:18.800]  凡聖靈到的地方
[00:11:18.800 --> 00:11:22.100]  上帝的話一定在那裡被宣講
[00:11:22.100 --> 00:11:23.640]  你明不明白
[00:11:23.640 --> 00:11:26.440]  這兩樣東西是分不開的
[00:11:26.440 --> 00:11:29.740]  我想帶你很快地去看看
[00:11:29.740 --> 00:11:32.440]  上帝的話語在仕途行轉裡面的宗旨
[00:11:32.440 --> 00:11:35.140]  非常重要的宗旨
[00:11:35.140 --> 00:11:37.540]  當你去看仕途行轉的時候
[00:11:37.540 --> 00:11:42.280]  你發現上帝的話語是拯救的話語
[00:11:42.280 --> 00:11:44.820]  為什麼有三千人加入教會
[00:11:44.820 --> 00:11:48.320]  是因為他們領受了上帝的話語
[00:11:48.320 --> 00:11:50.220]  到第四章
[00:11:50.220 --> 00:11:53.800]  有五千個男人信了主
[00:11:53.800 --> 00:11:54.260]  為什麼?
[00:11:54.260 --> 00:11:57.460]  因為他們聽了道
[00:11:57.460 --> 00:11:58.600]  到第四章
[00:11:58.600 --> 00:12:00.960]  門徒知道 仕途知道
[00:12:00.960 --> 00:12:03.440]  唯有上帝的道可以拯救罪人
[00:12:03.440 --> 00:12:08.100]  於是儘管他們在逼迫的當中
[00:12:08.100 --> 00:12:11.140]  他們定義求上帝給他們什麼呢?
[00:12:11.140 --> 00:12:12.820]  放膽講他的道
[00:12:12.820 --> 00:12:20.480]  因為不講他的道就沒有人可以得救
[00:12:20.480 --> 00:12:21.820]  到第六章的時候
[00:12:21.820 --> 00:12:24.420]  我們有另外一個情況出現
[00:12:24.420 --> 00:12:29.300]  上帝的話語需要人專注地去傳
[00:12:29.300 --> 00:12:31.400]  如果你熟悉仕途行轉第六章
[00:12:31.400 --> 00:12:32.800]  你知道他們出現了一個問題
[00:12:32.800 --> 00:12:34.800]  就是一個關於照顧寡婦的問題
[00:12:34.800 --> 00:12:38.400]  是一個很需要去面對的問題
[00:12:38.400 --> 00:12:41.580]  就是當時的仕途做了一個很重要的決定
[00:12:41.580 --> 00:12:44.880]  那個決定就不是他們分心去做的那些事
[00:12:44.880 --> 00:12:50.080]  他們選了七個聖靈充滿的執事
[00:12:50.080 --> 00:12:50.820]  我說聖靈充滿
[00:12:50.820 --> 00:12:52.860]  因為他們都可以傳道
[00:12:52.860 --> 00:12:54.020]  因為他們後面
[00:12:54.020 --> 00:12:56.800]  你都看到他們的傳道
[00:12:56.800 --> 00:13:01.860]  他們去幫仕途去做那些慈慰的工作
[00:13:01.860 --> 00:13:04.460]  以致仕途有一個目的是什麼?
[00:13:04.460 --> 00:13:05.600]  他們可以專注
[00:13:05.600 --> 00:13:06.260]  你看不看到?
[00:13:06.260 --> 00:13:09.240]  是一個專注的教會
[00:13:09.240 --> 00:13:14.340]  試圖專注於祈禱和傳道
[00:13:14.340 --> 00:13:15.040]  結果是什麼?
[00:13:15.040 --> 00:13:18.380]  結果是上帝的道興旺起來
[00:13:18.380 --> 00:13:21.480]  再耶路撒冷的數目增加很多
[00:13:21.480 --> 00:13:26.120]  還有許多的祭司聽從了者信仰
[00:13:26.120 --> 00:13:28.220]  祭司
[00:13:28.220 --> 00:13:30.800]  祭司是猶太人當中最硬頸的那幫人
[00:13:30.800 --> 00:13:34.100]  但是因為他們專注傳上帝的道
[00:13:34.100 --> 00:13:36.200]  祭司都信了主
[00:13:36.200 --> 00:13:37.100]  我再說一次
[00:13:37.100 --> 00:13:42.900]  吃粥吃飯就是看港道
[00:13:42.900 --> 00:13:44.200]  我們繼續去的時候
[00:13:44.200 --> 00:13:49.040]  你發現上帝帶領他們的教會要去分散
[00:13:49.040 --> 00:13:51.380]  不是在一個地方傳
[00:13:51.380 --> 00:13:53.680]  是在地極那裡去傳
[00:13:53.680 --> 00:13:57.380]  於是他們被逼迫分散傳福音
[00:13:57.380 --> 00:13:58.620]  有時候去到一個地方
[00:13:58.620 --> 00:14:00.620]  有些人只是向猶太人傳
[00:14:00.620 --> 00:14:04.520]  但是上帝要他們從希臘人
[00:14:04.520 --> 00:14:05.520]  外邦人傳
[00:14:05.520 --> 00:14:12.260]  將那個福音帶到地極
[00:14:12.260 --> 00:14:13.200]  去到第十七章
[00:14:13.200 --> 00:14:15.100]  有一個大家都很喜歡的故事
[00:14:15.100 --> 00:14:15.940]  在比利亞
[00:14:15.940 --> 00:14:17.800]  Berea這個地方
[00:14:17.800 --> 00:14:18.900]  有一些猶太人
[00:14:18.900 --> 00:14:21.640]  保羅給他們
[00:14:21.640 --> 00:14:22.540]  Thumb up
[00:14:22.540 --> 00:14:25.040]  保羅給他們一個大大的讚
[00:14:25.040 --> 00:14:25.640]  為什麼?
[00:14:25.640 --> 00:14:28.220]  因為他們領受了上帝的話語之後
[00:14:28.220 --> 00:14:32.860]  他們熱心地領受天天的查考
[00:14:32.860 --> 00:14:36.000]  上帝的話語是要被珍惜
[00:14:36.000 --> 00:14:39.360]  要被研讀的
[00:14:39.360 --> 00:14:41.300]  每去到一個地方
[00:14:41.300 --> 00:14:43.060]  上帝的話語被聆聽
[00:14:43.060 --> 00:14:45.840]  被領受
[00:14:45.840 --> 00:14:46.940]  被研讀的時候
[00:14:46.940 --> 00:14:49.540]  上帝的話語會大大的興旺
[00:14:49.540 --> 00:14:50.600]  而在那個地方
[00:14:50.600 --> 00:14:54.840]  上帝的話語會不斷得勝
[00:14:54.840 --> 00:14:56.940]  最後我想帶你看
[00:14:56.940 --> 00:14:58.340]  《嘯後行傳》第二十章
[00:14:58.340 --> 00:15:02.180]  一個很寶貝的故事
[00:15:02.180 --> 00:15:04.280]  講到保羅要去耶路撒冷
[00:15:04.280 --> 00:15:05.880]  而他相信他要去耶路撒冷
[00:15:05.880 --> 00:15:08.160]  很有可能就是斷命了
[00:15:08.160 --> 00:15:09.360]  就是沒有命了
[00:15:09.360 --> 00:15:14.300]  於是他找了以佛所的長老
[00:15:14.300 --> 00:15:18.740]  再次跟他們講他的遺言
[00:15:18.740 --> 00:15:21.040]  他的遺言是什麼呢?
[00:15:21.040 --> 00:15:23.200]  他的遺言是叫他們
[00:15:23.200 --> 00:15:27.380]  保住上帝恩典的道
[00:15:27.380 --> 00:15:29.780]  他跟他們講的三年
[00:15:29.780 --> 00:15:33.920]  用流淚勸戒他們天國的道
[00:15:33.920 --> 00:15:35.920]  要他們保守著
[00:15:35.920 --> 00:15:40.860]  以致這個道可以讓他們得基焉
[00:15:40.860 --> 00:15:43.760]  不是買到房子的
[00:15:43.760 --> 00:15:45.800]  是與天國有份
[00:15:45.800 --> 00:15:52.140]  可以在天國裡面得基焉
[00:15:52.140 --> 00:15:53.700]  保羅不是一次的宣告
[00:15:53.700 --> 00:15:55.840]  保羅是週而復始的宣告
[00:15:55.840 --> 00:15:58.240]  接著保羅要他們
[00:15:58.240 --> 00:16:02.280]  將這些道藏在他們的心裡面
[00:16:02.280 --> 00:16:04.480]  保羅堅信上帝的話語
[00:16:04.480 --> 00:16:08.480]  他堅信上帝的話語有能力、有價值
[00:16:08.480 --> 00:16:12.020]  這讓我想起保羅在他寫的最後一封信裡面
[00:16:12.020 --> 00:16:12.960]  《提摩太後書》
[00:16:12.960 --> 00:16:14.860]  你記不記得?
[00:16:14.860 --> 00:16:19.860]  保羅最後快要面臨他生命的結束的時候
[00:16:19.860 --> 00:16:24.440]  他給提摩太最後的祝福是什麼?
[00:16:24.440 --> 00:16:27.440]  Preach the Word
[00:16:27.440 --> 00:16:30.940]  提摩太後書第四章第一節、第二節這樣說
[00:16:30.940 --> 00:16:38.680]  我在將來審判活人、死人的基督耶穌面前祝福你
[00:16:38.680 --> 00:16:40.220]  無要傳道
[00:16:40.220 --> 00:16:43.020]  無論得時不得時總要專心
[00:16:43.020 --> 00:16:44.860]  你看不看到那些詩嗎?
[00:16:44.860 --> 00:16:46.100]  專心
[00:16:46.100 --> 00:16:49.420]  並用百般的忍耐各樣的教訓
[00:16:49.420 --> 00:16:53.200]  責備人、警戒人、勸勉人
[00:16:53.200 --> 00:16:55.460]  Preach the Word
[00:16:55.460 --> 00:16:57.840]  吃粥、吃飯就看你了
[00:16:57.840 --> 00:17:03.640]  你是不是都要無要傳道、要專心的傳道?
[00:17:03.640 --> 00:17:10.580]  尤其是在末日的時候更加要傳真道
[00:17:10.580 --> 00:17:12.020]  你要傳什麼道?
[00:17:12.020 --> 00:17:13.920]  什麼是真道?
[00:17:13.920 --> 00:17:15.760]  真道是聖經的道
[00:17:15.760 --> 00:17:17.360]  聖經的道
[00:17:17.360 --> 00:17:19.860]  很多時候當我們讀這兩節聖經的時候
[00:17:19.860 --> 00:17:22.820]  我們將它變成一句金句
[00:17:22.820 --> 00:17:24.560]  我們忘記這兩節金句
[00:17:24.560 --> 00:17:26.300]  之前還有另外兩節金句
[00:17:26.300 --> 00:17:31.240]  而那兩節金句和這兩節金句其實是有直接的關係
[00:17:31.240 --> 00:17:33.680]  其中一個原因為什麼我們這樣斷了纜
[00:17:33.680 --> 00:17:39.440]  是因為之前那兩節在第三章
[00:17:39.440 --> 00:17:43.580]  多得聖經學者做了一個錯誤的決定
[00:17:43.580 --> 00:17:46.080]  在那裡斬了這兩節聖經出來
[00:17:46.080 --> 00:17:48.020]  前面那兩節是什麼?
[00:17:48.020 --> 00:17:50.620]  《聖經都是神所默示的》
[00:17:50.620 --> 00:17:51.820]  這個版本
[00:17:51.820 --> 00:18:01.500]  《於教訓,獨習使人歸正,教導人學,而都是有的叫屬神的人,得以完全預備行各樣的善事》
[00:18:01.500 --> 00:18:03.140]  然後於是他要什麼?
[00:18:03.140 --> 00:18:04.740]  Preach the Word
[00:18:04.740 --> 00:18:10.180]  為什麼要去傳道?
[00:18:10.180 --> 00:18:10.780]  傳什麼道?
[00:18:10.780 --> 00:18:11.780]  傳聖經的道
[00:18:11.780 --> 00:18:14.040]  為什麼要傳聖經的道?
[00:18:14.040 --> 00:18:16.980]  因為聖經是神所付出的
[00:18:16.980 --> 00:18:20.560]  這是一個更好的翻譯
[00:18:20.560 --> 00:18:23.720]  是上帝吹氣出來
[00:18:23.720 --> 00:18:28.800]  當你聽聖經的道的時候
[00:18:28.800 --> 00:18:34.140]  你其實是在經驗上帝付出的靈氣
[00:18:34.140 --> 00:18:36.700]  這件事保羅在想《舊約聖經》
[00:18:36.700 --> 00:18:39.880]  保羅在想《舊約聖經》裡面幾幅圖畫
[00:18:39.880 --> 00:18:41.980]  第一幅圖畫我想大家都想到的
[00:18:41.980 --> 00:18:44.280]  就在《創世紀》第二章裡面
[00:18:44.280 --> 00:18:46.340]  當上帝創造了亞當
[00:18:46.340 --> 00:18:48.220]  用泥土創造完亞當之後
[00:18:48.220 --> 00:18:51.080]  上帝最後要做一個動作
[00:18:51.080 --> 00:18:52.980]  讓亞當成為一個活人
[00:18:52.980 --> 00:18:58.220]  就是吹氣進亞當的身上
[00:18:58.220 --> 00:19:01.600]  但我相信保羅還在想另一個圖畫
[00:19:01.600 --> 00:19:02.860]  另一個《舊約》的圖畫
