
[00:00:00.000 --> 00:00:03.580]  各位主內的弟兄姊妹 來賓早晨
[00:02:57.200 --> 00:03:00.760]  就算是百花齊放
[00:03:00.760 --> 00:03:02.640]  那些人就說百花齊放
[00:03:02.640 --> 00:03:07.160]  這些觀念就好像這樣
[00:03:07.160 --> 00:03:11.240]  這種多神論的觀念
[00:03:11.240 --> 00:03:14.520]  接著又有一些 我們有一些物質主義
[00:03:14.520 --> 00:03:17.760]  我們說我們儲錢 最重要是儲錢
[00:03:17.760 --> 00:03:19.200]  工作一生為了什麼呢?
[00:03:19.200 --> 00:03:23.520]  飲飲食食 最重要是穿得好 吃得好
[00:03:23.520 --> 00:03:26.120]  開一輛好車 住一間大屋
[00:03:26.120 --> 00:03:28.520]  很多東西的 這些物質主義
[00:03:28.520 --> 00:03:31.640]  又是在我們生命當中 在我們周圍裡面
[00:03:31.640 --> 00:03:37.040]  這個社會又有些什麼物質主義
[00:03:37.040 --> 00:03:42.280]  接著又有一些所謂的相對的道德觀念
[00:03:42.280 --> 00:03:44.680]  不是的 你說叫我
[00:03:44.680 --> 00:03:49.160]  譬如婚姻 可以男和男結婚 女和女
[00:03:49.160 --> 00:03:52.760]  這些是個人自由 看看情況而定
[00:03:52.760 --> 00:03:54.120]  很多時候我們的社會裡面
[00:03:54.120 --> 00:03:59.160]  又有這些觀念在我們當中
[00:03:59.160 --> 00:04:03.880]  好啊 我也想喝一口
[00:04:03.880 --> 00:04:06.040]  不過不可以
[00:04:06.040 --> 00:04:08.080]  我們做實驗就千萬不要
[00:04:08.080 --> 00:04:12.440]  No.1屋做實驗的時候就不可以飲食
[00:04:12.440 --> 00:04:20.040]  有些所謂的相對性的道德主義在當中
[00:04:20.040 --> 00:04:25.080]  還有 社會裡面有一種
[00:04:25.080 --> 00:04:29.880]  其中一種就是自戀狂 自戀主義
[00:04:29.880 --> 00:04:35.560]  我們個人裡面 其實我們遇到那麼多的困難
[00:04:35.560 --> 00:04:38.360]  其實我們可以靠著自己的力量
[00:04:38.360 --> 00:04:42.080]  能夠勝過 不需要有神的存在
[00:04:42.080 --> 00:04:45.200]  或者我們自己可以做得到
[00:04:45.200 --> 00:04:46.920]  又可以加一些進去
[00:04:46.920 --> 00:04:52.040]  這個社會裡面又有些什麼 自戀狂
[00:04:52.040 --> 00:04:57.040]  加一些油進去
[00:04:57.040 --> 00:04:59.480]  我快沒位置了
[00:04:59.480 --> 00:05:02.000]  太興奮了 都很充滿這些東西
[00:05:02.000 --> 00:05:05.080]  但是我們明白到我們的天父上帝
[00:05:05.080 --> 00:05:08.080]  我們主耶穌基督是獨一的真神
[00:05:08.080 --> 00:05:12.280]  獨一的真神 又有這個
[00:05:12.280 --> 00:05:14.480]  大家有沒有做過這個實驗 以前
[00:05:14.480 --> 00:05:16.360]  沒有啊
[00:05:16.360 --> 00:05:22.000]  我試過了 昨晚試過搓下去都分開的
[00:05:22.000 --> 00:05:26.920]  但是如果你看回
[00:05:26.920 --> 00:05:30.040]  一層一層 他們是混不在一起的
[00:05:30.040 --> 00:05:34.760]  無論這個社會上面的所謂多神論 多元論
[00:05:34.760 --> 00:05:37.600]  或者是一些的物質主義
[00:05:37.600 --> 00:05:42.640]  或者是一些的道德性的相對的主義
[00:05:42.640 --> 00:05:46.400]  或者是一種的自戀狂的心態
[00:05:46.400 --> 00:05:49.160]  包括了新紀元運動等等
[00:05:49.160 --> 00:05:51.040]  我們信的主耶穌基督
[00:05:51.040 --> 00:05:53.320]  我們的獨一真神這個觀念
[00:05:53.320 --> 00:05:55.600]  混來混去都混不在一起
[00:05:55.600 --> 00:05:59.520]  混不在一起的
[00:05:59.520 --> 00:06:01.720]  那我們選擇些什麼呢
[00:06:01.720 --> 00:06:03.520]  我們選擇到可以這樣
[00:06:03.520 --> 00:06:05.760]  選擇到其實有沒有人想過來看一下
[00:06:05.760 --> 00:06:08.600]  你小朋友有沒有想走上來看一下
[00:06:08.600 --> 00:06:09.800]  有沒有其中一個
[00:06:09.800 --> 00:06:11.520]  你上來看一下 他們混不混在一起的
[00:06:11.520 --> 00:06:15.160]  你過來告訴他 怎麼樣的情況
[00:06:15.160 --> 00:06:18.320]  過來吧
[00:06:18.320 --> 00:06:19.880]  哦 Ella 上來 OK
[00:06:19.880 --> 00:06:24.400]  你看看
[00:06:24.400 --> 00:06:26.920]  你過來看一下
[00:06:26.920 --> 00:06:29.120]  你見不見到怎麼樣
[00:06:29.120 --> 00:06:31.080]  有多少層在這裡
[00:06:31.080 --> 00:06:33.000]  四層啊
[00:06:33.000 --> 00:06:33.800]  五層啊
[00:06:33.800 --> 00:06:34.800]  混來混去都混不在一起
[00:06:34.800 --> 00:06:35.840]  我先扭緊一點
[00:06:35.840 --> 00:06:39.400]  不然一會兒都倒射了
[00:06:39.400 --> 00:06:41.560]  就是這樣的
[00:06:41.560 --> 00:06:42.840]  混來混去都混不在一起
[00:06:42.840 --> 00:06:43.520]  那你們可不可以
[00:06:43.520 --> 00:06:45.560]  你選一粒顏色
[00:06:45.560 --> 00:06:48.680]  你選一粒珠
[00:06:48.680 --> 00:06:49.960]  你pick one
[00:06:49.960 --> 00:06:51.360]  OK
[00:06:51.360 --> 00:06:54.240]  你又pick one
[00:06:54.240 --> 00:06:57.440]  我們有不同顏色的珠粒在這裡
[00:06:57.440 --> 00:06:58.480]  你也拿一粒
[00:06:58.480 --> 00:06:59.800]  那扔下去好不好
[00:06:59.800 --> 00:07:06.920]  看你扔下去會怎麼樣的情況
[00:07:06.920 --> 00:07:08.520]  他們呢
[00:07:08.520 --> 00:07:10.840]  我們就做出一些個人的選擇
[00:07:10.840 --> 00:07:16.200]  是選擇去停在哪個層面裡面
[00:07:16.200 --> 00:07:19.800]  當我們選擇跟隨我們讀一真神的時候
[00:07:19.800 --> 00:07:26.480]  我們就會跟其他的不同的社會的觀念
[00:07:26.480 --> 00:07:29.280]  是會分別出來
[00:07:29.280 --> 00:07:33.520]  現在那些珠粒就浮在洗手液的那一層
[00:07:33.520 --> 00:07:35.600]  他們會在他們的環境當中
[00:07:35.600 --> 00:07:36.760]  我們做出一個選擇
[00:07:36.760 --> 00:07:39.520]  我們跟神禱告的時候
[00:07:39.520 --> 00:07:42.320]  我們第一個先決的條件就是
[00:07:42.320 --> 00:07:45.280]  我們將自己分別為聖
[00:07:45.280 --> 00:07:47.240]  因為神是聖潔的
[00:07:47.240 --> 00:07:48.880]  祂要我們都是聖潔
[00:07:48.880 --> 00:07:52.120]  謝謝
[00:07:52.120 --> 00:07:52.480]  好了
[00:07:52.480 --> 00:07:53.680]  我們看今天的經文
[00:07:53.680 --> 00:07:55.120]  繼續看今天的經文的時候
[00:07:55.120 --> 00:08:01.480]  大家已經看了這個示範
[00:08:01.480 --> 00:08:04.560]  我們看到經文繼續看的時候
[00:08:04.560 --> 00:08:09.240]  《馬太福音》第五章到第七章的時候
[00:08:09.240 --> 00:08:13.320]  其實提到主耶穌基督一個所謂的登山部分
[00:08:13.320 --> 00:08:17.080]  我們在山上主耶穌基督有一個在講道當中
[00:08:17.080 --> 00:08:19.880]  祂講到神國的事情
[00:08:19.880 --> 00:08:28.000]  主耶穌基督來到人世上不是來廢律法
[00:08:28.000 --> 00:08:29.800]  是為了成全
[00:08:29.800 --> 00:08:31.720]  使我們明白到神的國
[00:08:31.720 --> 00:08:33.600]  神的義是什麼意思
[00:08:33.600 --> 00:08:35.880]  接著去到第六章的時候
[00:08:35.880 --> 00:08:37.240]  我們今天的主題經文
[00:08:37.240 --> 00:08:39.080]  就是第六章的時候
[00:08:39.080 --> 00:08:44.880]  就看到原來基督徒是怎樣去過生活的
[00:08:44.880 --> 00:08:46.400]  基督徒是怎樣過生活的
[00:08:46.400 --> 00:08:47.800]  無論在奉獻上
[00:08:47.800 --> 00:08:49.720]  禱告或者禁食上
[00:08:49.720 --> 00:08:50.920]  我們怎樣去過生活
[00:08:50.920 --> 00:08:54.720]  我們今天主要是講禱告的生活
[00:08:54.720 --> 00:08:56.880]  我們今天看禱告的生活的時候
[00:08:56.880 --> 00:08:58.280]  我們就問一個問題
[00:08:58.280 --> 00:09:01.560]  究竟門徒是怎樣去禱告
[00:09:01.560 --> 00:09:03.840]  我們就是求神去幫助我們
[00:09:03.840 --> 00:09:06.360]  明白到我們是怎樣去禱告
[00:09:06.360 --> 00:09:08.160]  我們有一個鼓勵給小朋友
[00:09:08.160 --> 00:09:10.280]  每逢十八歲以下
[00:09:10.280 --> 00:09:13.680]  如果用到廣東話背主禱文
[00:09:13.680 --> 00:09:16.720]  我預備了一份禮物給他
[00:09:16.720 --> 00:09:18.160]  如果你這麼多個都可以
[00:09:18.160 --> 00:09:19.080]  個個都有
[00:09:19.080 --> 00:09:20.880]  十八歲以下
[00:09:20.880 --> 00:09:23.840]  用了廣東話背主禱文的有禮物
[00:09:23.840 --> 00:09:27.040]  我們今天的經文就會從
[00:09:27.040 --> 00:09:29.160]  馬太福音第六章
[00:09:29.160 --> 00:09:31.240]  第五節至到第十五節
[00:09:31.240 --> 00:09:34.600]  去明白到究竟門徒是怎樣去禱告
[00:09:34.600 --> 00:09:35.600]  我們一起低頭祈禱
[00:09:35.600 --> 00:09:37.080]  繼續去見他
[00:09:37.080 --> 00:09:38.320]  我們是天父上帝
[00:09:38.320 --> 00:09:39.360]  我們感謝你
[00:09:39.360 --> 00:09:40.840]  我們感謝你
[00:09:40.840 --> 00:09:42.600]  藉著你的僕人
[00:09:42.600 --> 00:09:44.680]  寫下的聖經給我們看到
[00:09:44.680 --> 00:09:48.040]  明白到我們怎樣去跟隨主耶穌基督
[00:09:48.040 --> 00:09:49.160]  跟隨神
[00:09:49.160 --> 00:09:50.880]  求神去幫助我們
[00:09:50.880 --> 00:09:53.280]  好使我們從今天的經文當中
[00:09:53.280 --> 00:09:55.280]  明白到怎樣去禱告
[00:09:55.280 --> 00:09:57.480]  求神去教導我們怎樣去禱告
[00:09:57.480 --> 00:09:59.280]  我們以上的禱告
[00:09:59.280 --> 00:10:01.160]  是奉主耶穌德性的名字祈求
[00:10:01.160 --> 00:10:02.480]  阿門
[00:10:02.480 --> 00:10:04.760]  我們看這段經文
[00:10:04.760 --> 00:10:09.000]  我們要從第五節開始看
[00:10:09.000 --> 00:10:12.960]  其實在第六章開始的時候
[00:10:12.960 --> 00:10:17.080]  提到有教導做門徒的
[00:10:17.080 --> 00:10:21.400]  要跟假冒為善的人分得清清楚楚
[00:10:21.400 --> 00:10:22.920]  假冒為善的人
[00:10:22.920 --> 00:10:24.760]  其實指的英文是hypocrite
[00:10:24.760 --> 00:10:27.400]  其實原文的意思是什麼呢
[00:10:27.400 --> 00:10:29.920]  就好像那些人去做大戲
[00:10:29.920 --> 00:10:31.240]  做一個drama
[00:10:31.240 --> 00:10:32.880]  去做話劇歌劇的時候
[00:10:32.880 --> 00:10:37.040]  就戴了個面具
[00:10:37.040 --> 00:10:40.280]  在人面前這樣這樣做
[00:10:40.280 --> 00:10:43.920]  背後其實樣子是不同的
[00:10:43.920 --> 00:10:45.680]  見證是不同的
[00:10:45.680 --> 00:10:47.520]  這個假冒為善的人
[00:10:47.520 --> 00:10:49.000]  就跟門徒
[00:10:49.000 --> 00:10:52.280]  主耶穌基督所教導的門徒的生活
[00:10:52.280 --> 00:10:54.400]  是有很大的對比
[00:10:54.400 --> 00:10:56.240]  在第六章的時候
[00:10:56.240 --> 00:10:58.760]  提到有假冒為善的人怎樣做怎樣做
[00:10:58.760 --> 00:11:00.440]  提過三次
[00:11:00.440 --> 00:11:03.440]  在第二節、第五節和第十六節
[00:11:03.440 --> 00:11:06.600]  所以就將這個第六章分為三個部分
[00:11:06.600 --> 00:11:08.160]  我們可以看到
[00:11:08.160 --> 00:11:11.240]  這班假冒為善的法利賽人
[00:11:11.240 --> 00:11:14.000]  他們經常戴著個面具
[00:11:14.000 --> 00:11:15.520]  在眾人面前
[00:11:15.520 --> 00:11:18.400]  在那裡禱告
[00:11:18.400 --> 00:11:20.280]  用這個宗教的儀式
[00:11:20.280 --> 00:11:21.440]  宗教的生活
[00:11:21.440 --> 00:11:25.720]  去掩飾他們個人裡面的罪行
[00:11:25.720 --> 00:11:27.360]  他們戴著個面具
[00:11:27.360 --> 00:11:28.840]  在十字路口那裡
[00:11:28.840 --> 00:11:30.320]  高聲地禱告
[00:11:30.320 --> 00:11:32.200]  使得別人得到別人的見到
[00:11:32.200 --> 00:11:33.080]  得到別人的讚賞
[00:11:33.080 --> 00:11:37.240]  你真是夠虔誠了
[00:11:37.240 --> 00:11:40.200]  這個就是所謂的我們個人的淫慮
[00:11:40.200 --> 00:11:50.600]  會不會是為了得到別人的讚賞
[00:11:50.600 --> 00:11:53.080]  而在眾人面前禱告呢
[00:11:53.080 --> 00:11:55.480]  在第六節那裡提到
[00:11:55.480 --> 00:11:59.240]  你們禱告的時候
[00:11:59.240 --> 00:12:03.240]  反而要進到內屋裡面
[00:12:03.240 --> 00:12:04.600]  關上門
[00:12:04.600 --> 00:12:07.320]  在暗中的我們父神
[00:12:07.320 --> 00:12:10.400]  就會看到、察看我們
[00:12:10.400 --> 00:12:14.400]  相對地去獲得、去報答我們
[00:12:14.400 --> 00:12:17.600]  在第六節那裡提到一個很大的對比
[00:12:17.600 --> 00:12:20.440]  希臘文那時候未必要用「你」字
[00:12:20.440 --> 00:12:23.120]  因為它的動詞已經包括了主體
[00:12:23.120 --> 00:12:24.520]  但是在希臘文當中
[00:12:24.520 --> 00:12:26.240]  當耶穌說的時候
[00:12:26.240 --> 00:12:28.320]  你們強調
[00:12:28.320 --> 00:12:31.640]  你們這個門徒的時候
[00:12:31.640 --> 00:12:32.880]  你們的禱告
[00:12:32.880 --> 00:12:39.800]  是和這班假冒為善的法利賽人
[00:12:39.800 --> 00:12:41.400]  是要不同的
[00:12:41.400 --> 00:12:43.600]  我們不是在公開的場合
[00:12:43.600 --> 00:12:45.480]  想要別人的注意力
[00:12:45.480 --> 00:12:49.320]  動機不是想要得到別人的注意
[00:12:49.320 --> 00:12:53.440]  而是我們的心是歸去主耶穌基督
[00:12:53.440 --> 00:12:55.040]  去天父上帝當中
[00:12:55.040 --> 00:12:57.680]  我們看的是給我們的天父知道
[00:12:57.680 --> 00:12:59.440]  我們的禱告
[00:12:59.440 --> 00:13:01.280]  繼續去看的時候
[00:13:01.280 --> 00:13:07.080]  看的時候第七節就說
[00:13:07.080 --> 00:13:11.840]  你們禱告不可以讓外邦人
[00:13:11.840 --> 00:13:14.840]  這班又不是法利賽人
[00:13:14.840 --> 00:13:16.400]  是外邦人
[00:13:16.400 --> 00:13:19.600]  這班的外邦人
[00:13:19.600 --> 00:13:22.960]  他們就重重複複
[00:13:22.960 --> 00:13:24.280]  英文是babbling
[00:13:24.280 --> 00:13:27.520]  好像不停講重複的說話
[00:13:27.520 --> 00:13:35.600]  來到希望主能夠垂聽
[00:13:35.600 --> 00:13:41.320]  這個又不是得到神所讚許的
[00:13:41.320 --> 00:13:44.120]  叫我們千萬不要效法
[00:13:44.120 --> 00:13:47.360]  千萬不要效法這班外邦人
[00:13:47.360 --> 00:13:49.080]  這樣去禱告
[00:13:49.080 --> 00:13:55.440]  因為千萬不要效法這班外邦人去禱告
[00:13:55.440 --> 00:14:00.200]  因為我們的需要天父已經知道
[00:14:00.200 --> 00:14:02.360]  他已經會垂聽
[00:14:02.360 --> 00:14:03.840]  所以根本就是
[00:14:03.840 --> 00:14:07.760]  我們千萬不要效法他們的禱告
[00:14:07.760 --> 00:14:09.920]  我們在羅馬書裡提醒我們
[00:14:09.920 --> 00:14:12.680]  我們千萬不要效法這個世界
[00:14:12.680 --> 00:14:15.040]  因為我們要心意更新而變化
[00:14:15.040 --> 00:14:18.000]  我們要將我們的心思意念
[00:14:18.000 --> 00:14:19.600]  我們要分別出來
[00:14:19.600 --> 00:14:24.440]  我們禱告的時候要這樣講
[00:14:24.440 --> 00:14:29.120]  剛才大家所讀的經文就是提到的
[00:14:29.120 --> 00:14:31.800]  第八節 第九節的時候
[00:14:31.800 --> 00:14:38.000]  這裡一再強調
[00:14:38.000 --> 00:14:41.640]  我們禱告的對象是天上的父
[00:14:41.640 --> 00:14:48.240]  天上的父是一個很親切的名字
[00:14:48.240 --> 00:14:52.080]  天上的父
[00:14:52.080 --> 00:14:58.800]  我們天上的父是一個很親切的身份
[00:14:58.800 --> 00:15:00.400]  我們的對象是天上的父
[00:15:00.400 --> 00:15:03.640]  不只是地上的父母一樣
[00:15:03.640 --> 00:15:05.920]  我們地上的父母都很愛我們
[00:15:05.920 --> 00:15:08.240]  我們天上的父
[00:15:08.240 --> 00:15:11.200]  比他愛我們的地步
[00:15:11.200 --> 00:15:13.200]  他來尋找我們
[00:15:13.200 --> 00:15:16.760]  他派了他的獨身愛子去尋找我們
[00:15:16.760 --> 00:15:20.360]  使我們能夠從罪裡面得救
[00:15:20.360 --> 00:15:25.000]  我們天上的父是一個親切的神
[00:15:25.000 --> 00:15:26.120]  他創造了我們
[00:15:26.120 --> 00:15:28.520]  不只是創造了我們這麼簡單
[00:15:28.520 --> 00:15:30.920]  他是因為他就成就了救恩
[00:15:30.920 --> 00:15:32.320]  還有呼召我們
[00:15:32.320 --> 00:15:35.720]  使我們能夠成為神的兒女
[00:15:35.720 --> 00:15:37.720]  我們成為神的兒女的時候
[00:15:37.720 --> 00:15:40.200]  我們和神有一個直接的關係
[00:15:40.200 --> 00:15:41.920]  有一個不同的關係
[00:15:41.920 --> 00:15:46.400]  剛才提到神是聖潔的
[00:15:46.400 --> 00:15:49.000]  所以在利美記也提醒我們
[00:15:49.000 --> 00:15:51.360]  所以我們也要聖潔
[00:15:51.360 --> 00:15:54.360]  這個就是我們禱告的先決條件
[00:15:54.360 --> 00:15:56.600]  我們要存著這個敬畏的心
[00:15:56.600 --> 00:15:59.280]  天上的爸爸父是聖潔的神
[00:15:59.280 --> 00:16:07.840]  我們要存著這個心去禱告
[00:16:07.840 --> 00:16:11.160]  真誠地回應神的愛
[00:16:11.160 --> 00:16:12.840]  神愛我們的地步
[00:16:12.840 --> 00:16:15.560]  他派了他的愛子去寫在十字架上面
[00:16:15.560 --> 00:16:18.320]  我們禱告是一個回應
[00:16:18.320 --> 00:16:20.880]  我們不是一個公開地
[00:16:20.880 --> 00:16:24.400]  為了將注意力放在自己上面
[00:16:24.400 --> 00:16:26.960]  去回應神的愛
[00:16:26.960 --> 00:16:29.880]  我們是用一個真誠的心去回應
[00:16:29.880 --> 00:16:31.600]  當我們接到一份禮物的時候
[00:16:31.600 --> 00:16:34.040]  好像一個暖包一樣
[00:16:34.040 --> 00:16:35.720]  我們接了這個暖包的時候
[00:16:35.720 --> 00:16:36.520]  我們要回應
[00:16:36.520 --> 00:16:37.560]  我們要按一按它
[00:16:37.560 --> 00:16:39.520]  這樣才暖的
[00:16:39.520 --> 00:16:41.080]  神一定這麼愛我們
[00:16:41.080 --> 00:16:42.360]  愛到一個地步就是
[00:16:42.360 --> 00:16:47.640]  我們要在禱告裡面去回應父神的愛
[00:16:47.640 --> 00:16:52.200]  這個愛不是來到教會崇拜
[00:16:52.200 --> 00:16:53.840]  就是那時候禱告
[00:16:53.840 --> 00:16:54.960]  不是只是三三八
[00:16:54.960 --> 00:16:57.720]  我們每個月的禱告時候
[00:16:57.720 --> 00:16:58.960]  你就來禱告
[00:16:58.960 --> 00:17:02.520]  這個禱告是二十四小時七天的禱告
[00:17:02.520 --> 00:17:04.160]  的愛的關係
[00:17:04.160 --> 00:17:05.120]  這個關係
[00:17:05.120 --> 00:17:06.320]  父神的關係
[00:17:06.320 --> 00:17:08.800]  是一個爸爸父的關係
[00:17:08.800 --> 00:17:09.680]  我們的爸爸父
[00:17:09.680 --> 00:17:10.840]  天上的爸爸父
[00:17:10.840 --> 00:17:12.960]  一直在等待我們
[00:17:12.960 --> 00:17:16.120]  去跟祂去傾心吐意地禱告
[00:17:16.120 --> 00:17:18.280]  所以我們可以想到這個時候
[00:17:18.280 --> 00:17:20.960]  我們不要被世上這些的
[00:17:20.960 --> 00:17:23.440]  它是分別為性
[00:17:23.440 --> 00:17:25.560]  是專利的名為性
[00:17:25.560 --> 00:17:27.840]  我們不要被一些的多神論
[00:17:27.840 --> 00:17:29.120]  或者一些物質主義
[00:17:29.120 --> 00:17:31.640]  或者一些相對的道德主義
[00:17:31.640 --> 00:17:34.640]  或者去嘗試去尋求自可以
[00:17:34.640 --> 00:17:36.720]  嘗試自己拯救自己
[00:17:36.720 --> 00:17:40.320]  這些各種的社會文化當中
[00:17:40.320 --> 00:17:42.880]  所帶給我們去抵擋主耶穌基督
[00:17:42.880 --> 00:17:45.320]  抵擋我們獨一真神的觀念
[00:17:45.320 --> 00:17:47.840]  去攔阻我們跟神的關係
[00:17:47.840 --> 00:17:49.360]  我們要將這些事情
[00:17:49.360 --> 00:17:50.400]  一一這樣下去
[00:17:50.400 --> 00:17:52.520]  我們不可以隨波逐流
[00:17:52.520 --> 00:17:55.040]  去跟著這個社會的風氣
[00:17:55.040 --> 00:17:57.840]  去影響我們一個父神
[00:17:57.840 --> 00:18:01.760]  跟我們身為神的兒女的關係
[00:18:01.760 --> 00:18:03.520]  這個是我們的第一步
[00:18:03.520 --> 00:18:05.840]  就是我們的對象要搞清楚
[00:18:05.840 --> 00:18:07.120]  我們禱告的對象
[00:18:07.120 --> 00:18:11.440]  是我們獨一真神的天上的爸爸父
[00:18:11.440 --> 00:18:14.280]  第二個我們繼續看下去的時候
[00:18:14.280 --> 00:18:15.800]  那個禱告就繼續說
[00:18:15.800 --> 00:18:18.320]  願祢的國降臨
[00:18:18.320 --> 00:18:20.480]  願祢的旨意行在地上
[00:18:20.480 --> 00:18:22.280]  如同行在天上
[00:18:22.280 --> 00:18:25.240]  提醒我們的神
[00:18:25.240 --> 00:18:27.280]  我們的神的國
[00:18:27.280 --> 00:18:30.680]  我們要在順服在祂的主權當中
[00:18:30.680 --> 00:18:32.160]  無論是現在也好
[00:18:32.160 --> 00:18:33.800]  將來未到將來
[00:18:33.800 --> 00:18:36.000]  天國再次回來的時候
[00:18:36.000 --> 00:18:38.480]  神的國再次降臨在地上的時候
[00:18:38.480 --> 00:18:42.080]  我們都是要存在一個順服的心
[00:18:42.080 --> 00:18:46.480]  去順服祂的主權當中
[00:18:46.480 --> 00:18:48.040]  我們只是人身上
[00:18:48.040 --> 00:18:50.240]  我們是一個客女的身份
[00:18:50.240 --> 00:18:52.240]  我們是主耶穌基督的奴僕
[00:18:52.240 --> 00:18:57.400]  我們不是再是一些地上的君王的奴僕
[00:18:57.400 --> 00:19:00.160]  我們是所敬拜所跟隨的
[00:19:00.160 --> 00:19:01.840]  是我們的主耶穌基督
[00:19:01.840 --> 00:19:04.000]  所以我們願祢的國降臨
[00:19:04.000 --> 00:19:06.200]  願祢的旨意行在地上
[00:19:06.200 --> 00:19:07.680]  如同行在天上
[00:19:07.680 --> 00:19:10.520]  神的旨意就是叫我們這樣做
[00:19:10.520 --> 00:19:11.520]  就是這樣做
[00:19:11.520 --> 00:19:14.840]  我們只要尋求神的心意
[00:19:14.840 --> 00:19:17.320]  我們明白到神的心意是什麼
[00:19:17.320 --> 00:19:19.000]  我們就可以跟隨
[00:19:19.000 --> 00:19:21.520]  我在去年的同一時間
[00:19:21.520 --> 00:19:25.160]  我都可能跟大家在另一個場合分享過
[00:19:25.160 --> 00:19:26.400]  去年的同一個時期
[00:19:26.400 --> 00:19:29.040]  我就患上COVID
[00:19:29.040 --> 00:19:30.160]  是冠狀病毒
[00:19:30.160 --> 00:19:31.240]  就是去年這個時候
[00:19:31.240 --> 00:19:33.520]  我就確診
[00:19:33.520 --> 00:19:35.080]  那時候就是
[00:19:35.080 --> 00:19:36.280]  那時候就不同了
[00:19:36.280 --> 00:19:38.960]  就是和現在的症狀有一點點不同
[00:19:38.960 --> 00:19:40.360]  那時候就不是很夠氣
[00:19:40.360 --> 00:19:42.040]  就是在肺那裡
[00:19:42.040 --> 00:19:44.000]  下了肺不是上了氣管
[00:19:44.000 --> 00:19:46.640]  上了氣管那裡
[00:19:46.640 --> 00:19:50.360]  那時候真的那個情況
[00:19:50.360 --> 00:19:51.360]  發燒
