
[00:00:00.000 --> 00:00:04.500]  你知不知道在歷任的美國總統當中
[00:07:55.000 --> 00:07:56.000]  成了
[00:07:56.000 --> 00:07:58.000]  NIV聖經翻譯為
[00:07:58.000 --> 00:08:01.000]  It is finished
[00:08:01.000 --> 00:08:02.000]  祂不是說
[00:08:02.000 --> 00:08:04.000]  I am finished
[00:08:04.000 --> 00:08:05.000]  沒有了
[00:08:05.000 --> 00:08:07.000]  完了
[00:08:07.000 --> 00:08:08.000]  沒有了
[00:08:08.000 --> 00:08:09.000]  祂也不是說
[00:08:09.000 --> 00:08:12.000]  終於捱過了
[00:08:12.000 --> 00:08:14.000]  好像我們考完試
[00:08:14.000 --> 00:08:15.000]  做完運動
[00:08:15.000 --> 00:08:17.000]  跑完馬拉松
[00:08:17.000 --> 00:08:20.000]  捱完通宵趕功課
[00:08:20.000 --> 00:08:22.000]  但是可以呼一口氣
[00:08:22.000 --> 00:08:25.000]  將所有的壓力紓緩的
[00:08:25.000 --> 00:08:28.000]  輕輕的嘆一聲
[00:08:28.000 --> 00:08:31.000]  搞定了
[00:08:31.000 --> 00:08:35.000]  成了
[00:08:35.000 --> 00:08:39.000]  It is finished
[00:08:39.000 --> 00:08:43.000]  是一個勝利的宣言
[00:08:43.000 --> 00:08:46.000]  Max Mercado他講過
[00:08:46.000 --> 00:08:47.000]  他說
[00:08:47.000 --> 00:08:50.000]  Our human tendency is to quit too soon
[00:08:50.000 --> 00:08:54.000]  and to stop before our finish line
[00:08:54.000 --> 00:08:57.000]  人類是傾向太早放棄
[00:08:57.000 --> 00:08:59.000]  往往都在終點之前
[00:08:59.000 --> 00:09:01.000]  我在香港的時候
[00:09:01.000 --> 00:09:02.000]  讀過一本小說
[00:09:02.000 --> 00:09:04.000]  講過溫哥華有一間教堂
[00:09:04.000 --> 00:09:07.000]  和英國西敏寺同名
[00:09:07.000 --> 00:09:09.000]  叫做 Westminster Abbey
[00:09:09.000 --> 00:09:12.000]  座落在Mission City
[00:09:12.000 --> 00:09:15.000]  於是我就冒名去探訪
[00:09:15.000 --> 00:09:18.000]  按著指示牌
[00:09:18.000 --> 00:09:22.000]  想走去一個觀景台
[00:09:22.000 --> 00:09:26.000]  走進去一堆的亂草當中
[00:09:26.000 --> 00:09:28.000]  越行越不對路
[00:09:28.000 --> 00:09:30.000]  突然間又見到一間
[00:09:30.000 --> 00:09:32.000]  不知道是儲物室
[00:09:32.000 --> 00:09:33.000]  還是茅屋
[00:09:33.000 --> 00:09:34.000]  還是車房
[00:09:34.000 --> 00:09:36.000]  還是工具房
[00:09:36.000 --> 00:09:41.000]  總是不像向著高處觀景台
[00:09:41.000 --> 00:09:43.000]  這樣向那個方向的
[00:09:43.000 --> 00:09:48.000]  於是就沿路走回頭
[00:09:48.000 --> 00:09:50.000]  回到教堂大門
[00:09:50.000 --> 00:09:52.000]  剛剛碰見一個
[00:09:52.000 --> 00:09:55.000]  正在倒垃圾的一位老人家
[00:09:55.000 --> 00:09:56.000]  我請教他
[00:09:56.000 --> 00:09:59.000]  怎樣去這個觀景台呢
[00:09:59.000 --> 00:10:04.000]  他指著剛才我所走過的路
[00:10:04.000 --> 00:10:05.000]  我告訴他
[00:10:05.000 --> 00:10:07.000]  我在那裡見到一個茅屋
[00:10:07.000 --> 00:10:08.000]  他就說
[00:10:08.000 --> 00:10:13.000]  你拐過那個屋就已經是了
[00:10:13.000 --> 00:10:14.000]  我望著他
[00:10:14.000 --> 00:10:16.000]  他望著我
[00:10:16.000 --> 00:10:18.000]  大家笑起來
[00:10:18.000 --> 00:10:20.000]  然後他很輕描淡寫地
[00:10:20.000 --> 00:10:21.000]  講了一句
[00:10:21.000 --> 00:10:25.000]  很有智慧的說話
[00:10:25.000 --> 00:10:27.000]  Perseverance
[00:10:27.000 --> 00:10:29.000]  堅持
[00:10:29.000 --> 00:10:31.000]  這句說話一直
[00:10:31.000 --> 00:10:33.000]  我都銘記於心
[00:10:33.000 --> 00:10:35.000]  在神學院
[00:10:35.000 --> 00:10:39.000]  也都或者在侍奉的道路上面
[00:10:39.000 --> 00:10:42.000]  困難是在所難免
[00:10:42.000 --> 00:10:43.000]  靠著主
[00:10:43.000 --> 00:10:45.000]  堅持在祂裡面
[00:10:45.000 --> 00:10:49.000]  是唯一的勝算
[00:10:49.000 --> 00:10:52.000]  但是要堅持在主裡面
[00:10:52.000 --> 00:10:55.000]  主耶穌有多少次被攻擊
[00:10:55.000 --> 00:10:56.000]  被陷害
[00:10:56.000 --> 00:10:57.000]  被引誘
[00:10:57.000 --> 00:10:59.000]  被背叛
[00:10:59.000 --> 00:11:01.000]  祂仍然堅持
[00:11:01.000 --> 00:11:07.000]  仍然沒有放棄到祂拯救的計劃
[00:11:07.000 --> 00:11:08.000]  大家知不知道
[00:11:08.000 --> 00:11:10.000]  世界上其實有很多東西
[00:11:10.000 --> 00:11:12.000]  是未完成的
[00:11:12.000 --> 00:11:14.000]  有未完成的事物
[00:11:14.000 --> 00:11:16.000]  未完成的事情
[00:11:16.000 --> 00:11:19.000]  就好像在美國
[00:11:19.000 --> 00:11:23.000]  South Dakota Mount Rushmore裡面
[00:11:23.000 --> 00:11:24.000]  我們看到的
[00:11:24.000 --> 00:11:29.000]  這個總統石像國家紀念區
[00:11:29.000 --> 00:11:32.000]  那裡有四位總統
[00:11:32.000 --> 00:11:35.000]  有他們的頭像雕塑
[00:11:35.000 --> 00:11:37.000]  他們分別是華盛頓
[00:11:37.000 --> 00:11:38.000]  傑弗遜
[00:11:38.000 --> 00:11:39.000]  羅斯福
[00:11:39.000 --> 00:11:41.000]  和林肯
[00:11:41.000 --> 00:11:43.000]  原本他們的構思
[00:11:43.000 --> 00:11:45.000]  是要去到腰部
[00:11:45.000 --> 00:11:49.000]  但是現在只有頭
[00:11:49.000 --> 00:11:51.000]  在巴塞隆拿
[00:11:51.000 --> 00:11:54.000]  聖家族大教堂
[00:11:54.000 --> 00:11:57.000]  由高地建築
[00:11:57.000 --> 00:12:01.000]  都還是未完工的一間教堂
[00:12:01.000 --> 00:12:04.000]  但是更加因為這樣
[00:12:04.000 --> 00:12:08.000]  遊客參觀更加樂意不絕
[00:12:08.000 --> 00:12:10.000]  相信完工之日
[00:12:10.000 --> 00:12:13.000]  不單止遙遙無期
[00:12:13.000 --> 00:12:17.000]  可能甚至永無完工之日
[00:12:17.000 --> 00:12:20.000]  名藝術家米高安哲羅
[00:12:20.000 --> 00:12:22.000]  他脾氣很大
[00:12:22.000 --> 00:12:24.000]  他開始了很多件藝術品
[00:12:24.000 --> 00:12:26.000]  都因為不滿意
[00:12:26.000 --> 00:12:29.000]  發脾氣而沒有完成
[00:12:29.000 --> 00:12:30.000]  當他死的時候
[00:12:30.000 --> 00:12:33.000]  他未完成的作品
[00:12:33.000 --> 00:12:37.000]  比已經完成了的重要多
[00:12:37.000 --> 00:12:39.000]  未完的事
[00:12:39.000 --> 00:12:42.000]  unfinished business
[00:12:42.000 --> 00:12:45.000]  比如說我們的新年大計
[00:12:45.000 --> 00:12:48.000]  靈修計劃
[00:12:48.000 --> 00:12:50.000]  運動的心願
[00:12:50.000 --> 00:12:55.000]  又是不是很多都半途而廢呢
[00:12:55.000 --> 00:12:57.000]  主耶穌在世33年
[00:12:57.000 --> 00:12:59.000]  出來傳道3年
[00:12:59.000 --> 00:13:02.000]  當我們還有很多苦頭舌尾
[00:13:02.000 --> 00:13:04.000]  或者甚至沒有尾的
[00:13:04.000 --> 00:13:07.000]  未完成之事的時候
[00:13:07.000 --> 00:13:08.000]  主耶穌
[00:13:08.000 --> 00:13:12.000]  他完成了每一件他開始了的事
[00:13:12.000 --> 00:13:16.000]  他圓滿地完成了每個使命
[00:13:16.000 --> 00:13:21.000]  他徹底地完成了救贖的計劃
[00:13:21.000 --> 00:13:25.000]  成了
[00:13:25.000 --> 00:13:27.000]  在被埋之前的那個晚上
[00:13:27.000 --> 00:13:32.000]  耶穌向父禱告說
[00:13:32.000 --> 00:13:35.000]  約翰福音17章4節
[00:13:35.000 --> 00:13:38.000]  我在地上已經榮耀你
[00:13:38.000 --> 00:13:40.000]  你所託付我的事
[00:13:40.000 --> 00:13:45.000]  我已成全了
[00:13:45.000 --> 00:13:47.000]  成了
[00:13:47.000 --> 00:13:49.000]  it is finished
[00:13:49.000 --> 00:13:52.000]  這個希臘文是一個字
[00:13:52.000 --> 00:13:54.000]  中文是兩個字
[00:13:54.000 --> 00:13:56.000]  英文的翻譯是三個字
[00:13:56.000 --> 00:14:00.000]  it is finished
[00:14:00.000 --> 00:14:02.000]  是一個勝利的宣言
[00:14:02.000 --> 00:14:05.000]  不是有氣無力地說
[00:14:05.000 --> 00:14:08.000]  不是很無奈的晦氣說話
[00:14:08.000 --> 00:14:11.000]  不是自我安慰的垂語
[00:14:11.000 --> 00:14:17.000]  而是大聲喊叫的勝利宣言
[00:14:17.000 --> 00:14:19.000]  這個字是一個動詞
[00:14:19.000 --> 00:14:22.000]  是完成式perfect tense
[00:14:22.000 --> 00:14:25.000]  就是說這個動作已經發生了
[00:14:25.000 --> 00:14:30.000]  而它的結果到今天仍然生效
[00:14:30.000 --> 00:14:32.000]  換句話說
[00:14:32.000 --> 00:14:34.000]  就是當日的成了
[00:14:34.000 --> 00:14:38.000]  但到今天仍然成了
[00:14:38.000 --> 00:14:41.000]  用當日最重要最簡單
[00:14:41.000 --> 00:14:43.000]  最明白的解釋
[00:14:43.000 --> 00:14:47.000]  是一個用在銀行交易的詞彙
[00:14:47.000 --> 00:14:51.000]  當一個人完全徹底
[00:14:51.000 --> 00:14:54.000]  不再欠一分一毫的時候
[00:14:54.000 --> 00:14:57.000]  銀號點收清楚之後
[00:14:57.000 --> 00:15:00.000]  交還那個收據
[00:15:00.000 --> 00:15:03.000]  上面就會蓋一個印
[00:15:03.000 --> 00:15:07.000]  而這個印就是成了
[00:15:07.000 --> 00:15:09.000]  應該要做的做了
[00:15:09.000 --> 00:15:14.000]  沒有什麼再需要做了
[00:15:14.000 --> 00:15:19.000]  成了這個勝利的宣言
[00:15:19.000 --> 00:15:21.000]  告訴我們知道
[00:15:21.000 --> 00:15:25.000]  第一 耶穌所做的任務
[00:15:25.000 --> 00:15:28.000]  一切都成全了
[00:15:28.000 --> 00:15:30.000]  任務成全了
[00:15:30.000 --> 00:15:34.000]  一切都成就了
[00:15:34.000 --> 00:15:37.000]  祂的受苦完成了
[00:15:37.000 --> 00:15:41.000]  祂在地上的任務完成了
[00:15:41.000 --> 00:15:46.000]  而長下書53章3到7節
[00:15:46.000 --> 00:15:49.000]  祂被藐視 被人厭棄
[00:15:49.000 --> 00:15:52.000]  多受痛苦 常經憂患
[00:15:52.000 --> 00:15:56.000]  祂被藐視 好像被人掩面不看的一樣
[00:15:56.000 --> 00:15:59.000]  我們也不尊重祂
[00:15:59.000 --> 00:16:02.000]  祂承認擔當我們的憂患
[00:16:02.000 --> 00:16:04.000]  背負我們的痛苦
[00:16:04.000 --> 00:16:07.000]  我們卻以為祂受責罰
[00:16:07.000 --> 00:16:11.000]  被神擊打 苦待了
[00:16:11.000 --> 00:16:12.000]  第五節
[00:16:12.000 --> 00:16:15.000]  那知祂為我們的過犯受害
[00:16:15.000 --> 00:16:18.000]  為我們的罪業壓傷
[00:16:18.000 --> 00:16:21.000]  因祂受的刑罰 我們得平安
[00:16:21.000 --> 00:16:26.000]  因祂受的鞭傷 我們得醫治
[00:16:26.000 --> 00:16:28.000]  我們都如羊走迷
[00:16:28.000 --> 00:16:30.000]  各人偏行幾路
[00:16:30.000 --> 00:16:36.000]  耶和華使我們眾人的罪業都歸在祂身上
[00:16:36.000 --> 00:16:40.000]  祂被欺壓 在受苦的時候卻不開口
[00:16:40.000 --> 00:16:46.000]  祂像羊羔被牽到宰殺之地
[00:16:46.000 --> 00:16:50.000]  又像羊在剪毛的人手下無聲
[00:16:50.000 --> 00:16:54.000]  祂也是這樣不開口
[00:16:54.000 --> 00:16:57.000]  耶穌一直都教導門徒
[00:16:57.000 --> 00:17:00.000]  祂將要受很多的苦
[00:17:00.000 --> 00:17:05.000]  但這才是祂來到這個世界的目的
[00:17:05.000 --> 00:17:07.000]  路加福音九章二十二節
[00:17:07.000 --> 00:17:09.000]  耶穌又說
[00:17:09.000 --> 00:17:12.000]  人子必須受許多的苦
[00:17:12.000 --> 00:17:15.000]  被長老 祭司長和民事氣絕
[00:17:15.000 --> 00:17:19.000]  並且被殺 第三日復活
[00:17:19.000 --> 00:17:22.000]  然後第五十一節
[00:17:22.000 --> 00:17:25.000]  耶穌被接上升的日子將到
[00:17:25.000 --> 00:17:31.000]  祂就定義向耶路撒冷去
[00:17:31.000 --> 00:17:34.000]  沒有什麼可以攔阻耶穌
[00:17:34.000 --> 00:17:39.000]  因為祂定義要為我們死
[00:17:39.000 --> 00:17:43.000]  祂定義為了那個擺在前面的喜樂
[00:17:43.000 --> 00:17:45.000]  就是我們的得救
[00:17:45.000 --> 00:17:48.000]  祂就輕看羞辱
[00:17:48.000 --> 00:17:52.000]  忍受了十字架的苦難
[00:17:52.000 --> 00:17:56.000]  主耶穌要教門徒的 教了
[00:17:56.000 --> 00:17:59.000]  要應驗的預言 應驗了
[00:17:59.000 --> 00:18:02.000]  要行的神蹟 行了
[00:18:02.000 --> 00:18:06.000]  要傳廣的信息 傳廣了
[00:18:06.000 --> 00:18:10.000]  就好像在歷史的這幅大圖畫裡面
[00:18:10.000 --> 00:18:14.000]  每一個先知的預言就畫上一筆
[00:18:14.000 --> 00:18:18.000]  一筆一筆地畫 添上智彩
[00:18:18.000 --> 00:18:22.000]  加上誓意 最後就由主耶穌
[00:18:22.000 --> 00:18:26.000]  畫上奠定聖局的一筆
[00:18:26.000 --> 00:18:31.000]  完成上帝的這幅圖畫
[00:18:31.000 --> 00:18:37.000]  成了 這個是勝利的宣言
[00:18:37.000 --> 00:18:41.000]  除了是第一 任務完成了
[00:18:41.000 --> 00:18:47.000]  更加是第二 救贖成就了
[00:18:47.000 --> 00:18:50.000]  羅馬書三章二十三節
[00:18:50.000 --> 00:18:54.000]  世人都犯了罪 規決了神的榮耀
[00:18:54.000 --> 00:18:57.000]  所以人人都要一死
[00:18:57.000 --> 00:19:00.000]  羅馬書六章二十三節
[00:19:00.000 --> 00:19:03.000]  因為罪的公家乃是死
[00:19:03.000 --> 00:19:06.000]  但是因為神是愛
[00:19:06.000 --> 00:19:08.000]  祂不願意見到我們沉淪
[00:19:08.000 --> 00:19:11.000]  於是替我們負上贖價
[00:19:11.000 --> 00:19:15.000]  替我們背上這一切的罪孽
[00:19:15.000 --> 00:19:19.000]  不是一事 不是一次 不是幾次
[00:19:19.000 --> 00:19:23.000]  而是一次過承擔了
[00:19:23.000 --> 00:19:29.000]  我們的罪孽 我們的過去
[00:19:29.000 --> 00:19:32.000]  剛才我們提過米高安節落
[00:19:32.000 --> 00:19:37.000]  有一次他為世先職場大教堂
[00:19:37.000 --> 00:19:43.000]  他製作一幅天使與魔鬼的圖畫
[00:19:43.000 --> 00:19:46.000]  他需要找兩個模特兒
[00:19:46.000 --> 00:19:51.000]  分別扮演天使和魔鬼的角色
[00:19:51.000 --> 00:19:57.000]  他很快就找到一個天真無邪
[00:19:57.000 --> 00:20:01.000]  乖巧可愛的小朋友扮演天使
[00:20:01.000 --> 00:20:06.000]  並且很迅速地完成了天使部分的畫作
[00:20:06.000 --> 00:20:10.000]  接下來的部分就比較困難了
[00:20:10.000 --> 00:20:13.000]  因為要找一個外形體例
[00:20:13.000 --> 00:20:19.000]  習醜陋、邪惡、凶狠、恐怖於一身的人
[00:20:19.000 --> 00:20:23.000]  尤其是要有一張魔鬼的嘴臉
[00:20:23.000 --> 00:20:30.000]  令人厭惡而被之唯恐不及的面孔
[00:20:30.000 --> 00:20:35.000]  經過四十年他四處去尋找
[00:20:35.000 --> 00:20:41.000]  他總算找到合意的魔鬼人選
[00:20:41.000 --> 00:20:44.000]  有一天他走在街上
[00:20:44.000 --> 00:20:47.000]  經過一個衣衫藍柳的乞丐面前
[00:20:47.000 --> 00:20:53.000]  他不經意地用腳踢到乞丐前面的前冠
[00:20:53.000 --> 00:20:56.000]  乞丐一時間怒火中燒
[00:20:56.000 --> 00:21:02.000]  用充滿怨恨、凶惡的眼光以及邪惡的表情
[00:21:02.000 --> 00:21:05.000]  導視著米谷安哲朗
[00:21:05.000 --> 00:21:08.000]  他乞丐發現這個人的面目
[00:21:08.000 --> 00:21:13.000]  不只是他要尋找的魔鬼面孔嗎
[00:21:13.000 --> 00:21:20.000]  於是他立刻彎下身跟乞丐說
[00:21:20.000 --> 00:21:24.000]  我願意讓你平日乞錢
[00:21:24.000 --> 00:21:29.000]  一天所乞回來的錢三倍的價錢
[00:21:29.000 --> 00:21:32.000]  請你來做我的模特兒
[00:21:32.000 --> 00:21:35.000]  你願不願意
[00:21:35.000 --> 00:21:37.000]  乞丐見錢開眼
[00:21:37.000 --> 00:21:41.000]  馬上跟他回到畫室
[00:21:41.000 --> 00:21:49.000]  當米谷安哲朗把那幅還未完成的畫作掀開的時候
[00:21:49.000 --> 00:21:56.000]  這個乞丐一臉惶恐的當場就哭了出來
[00:21:56.000 --> 00:22:01.000]  米谷安哲朗大惑不解地問過乞丐
[00:22:01.000 --> 00:22:05.000]  我不是說答應了我給你三倍的價錢
[00:22:05.000 --> 00:22:08.000]  為什麼你還要哭呢
[00:22:08.000 --> 00:22:13.000]  這個時候這位乞丐坦白地說
[00:22:13.000 --> 00:22:20.000]  畫中的這位天使就是四十年前的我
[00:22:20.000 --> 00:22:27.000]  原來小朋友長大了 一味追求名利 追求錢財
[00:22:27.000 --> 00:22:30.000]  迷失了人生的方向
[00:22:30.000 --> 00:22:34.000]  再加上整天的花天酒地 荒淫無到
[00:22:34.000 --> 00:22:36.000]  出賣自己 出賣靈魂
[00:22:36.000 --> 00:22:40.000]  以致失去了善良純真的本性
[00:22:40.000 --> 00:22:44.000]  也扭曲了原來的面孔
[00:22:44.000 --> 00:22:48.000]  最後淪落到在街上行乞度日
[00:22:48.000 --> 00:22:52.000]  實在是令人唏噓不已
[00:22:52.000 --> 00:22:54.000]  但是更加不幸的是
[00:22:54.000 --> 00:22:59.000]  這樣的天使變魔鬼的戲碼
[00:22:59.000 --> 00:23:04.000]  每天仍然不斷地上演
[00:23:04.000 --> 00:23:07.000]  各位朋友 各位靈魂姊妹
[00:23:07.000 --> 00:23:10.000]  我們自己負心自問
[00:23:10.000 --> 00:23:14.000]  有時是天使 有時是魔鬼
[00:23:14.000 --> 00:23:18.000]  有時多些罪 有時少些罪
[00:23:18.000 --> 00:23:23.000]  但都是有罪 都是要死
[00:23:23.000 --> 00:23:26.000]  所以 我們不需要比較
[00:23:26.000 --> 00:23:29.000]  誰是天使 誰是魔鬼
[00:23:29.000 --> 00:23:33.000]  誰是活該一點
