
[00:00:00.000 --> 00:00:02.140]  Thanksgiving
[00:12:02.620 --> 00:12:04.620]  就會去到紀念上帝頒布律法
[00:12:04.620 --> 00:12:06.620]  其中一個最重要的律法是什麼
[00:12:06.620 --> 00:12:08.620]  十戒
[00:12:08.620 --> 00:12:10.620]  Ten Commandments
[00:12:10.620 --> 00:12:12.620]  In fact Ten Commandments
[00:12:12.620 --> 00:12:14.620]  就是上帝在西太山給他們的律法
[00:12:14.620 --> 00:12:16.620]  你舉例
[00:12:16.620 --> 00:12:18.620]  其中一些的律法
[00:12:18.620 --> 00:12:20.620]  不可謀殺
[00:12:20.620 --> 00:12:22.620]  或者殺人
[00:12:22.620 --> 00:12:24.620]  你不是說
[00:12:24.620 --> 00:12:26.620]  總之我不殺人
[00:12:26.620 --> 00:12:28.620]  那就OK
[00:12:28.620 --> 00:12:30.620]  其實不是
[00:12:30.620 --> 00:12:32.620]  你看其他的律法
[00:12:32.620 --> 00:12:34.620]  去unpack
[00:12:34.620 --> 00:12:36.620]  這個不可殺人
[00:12:36.620 --> 00:12:38.620]  Do not murder, thou shall not murder
[00:12:38.620 --> 00:12:40.620]  的意思的時候
[00:12:40.620 --> 00:12:42.620]  其實就不是這樣
[00:12:42.620 --> 00:12:44.620]  其實是保護所有生命
[00:12:44.620 --> 00:12:46.620]  保護所有
[00:12:46.620 --> 00:12:48.620]  的life
[00:12:48.620 --> 00:12:50.620]  因為上帝的子民應該是
[00:12:50.620 --> 00:12:52.620]  什麼
[00:12:52.620 --> 00:12:54.620]  應該是推廣生命
[00:12:54.620 --> 00:12:56.620]  因為生命是神聖
[00:12:56.620 --> 00:12:58.620]  Do not commit adultery
[00:12:58.620 --> 00:13:00.620]  不要犯姦淫
[00:13:00.620 --> 00:13:02.620]  你不是說
[00:13:02.620 --> 00:13:04.620]  總之我不做這些事
[00:13:04.620 --> 00:13:06.620]  那我就守了
[00:13:06.620 --> 00:13:08.620]  就按照律法
[00:13:08.620 --> 00:13:10.620]  去生活
[00:13:10.620 --> 00:13:12.620]  你想想
[00:13:12.620 --> 00:13:14.620]  一個老公回到家
[00:13:14.620 --> 00:13:16.620]  每晚回到家,我沒有犯姦淫
[00:13:16.620 --> 00:13:18.620]  所以我很愛你
[00:13:18.620 --> 00:13:20.620]  不會這樣計算
[00:13:20.620 --> 00:13:22.620]  應該是什麼
[00:13:22.620 --> 00:13:24.620]  還有他正面的精神
[00:13:24.620 --> 00:13:26.620]  就是
[00:13:26.620 --> 00:13:28.620]  正面的去推廣
[00:13:28.620 --> 00:13:30.620]  去培養
[00:13:30.620 --> 00:13:32.620]  的關係
[00:13:32.620 --> 00:13:34.620]  家庭的關係,婚姻的關係等等
[00:13:34.620 --> 00:13:36.620]  但我上了steal
[00:13:36.620 --> 00:13:38.620]  不要偷東西
[00:13:38.620 --> 00:13:40.620]  你不是說,總之我不偷東西
[00:13:40.620 --> 00:13:42.620]  我不拿別人的東西
[00:13:42.620 --> 00:13:44.620]  律法裡面
[00:13:44.620 --> 00:13:46.620]  更加重要的是什麼
[00:13:46.620 --> 00:13:48.620]  就是
[00:13:48.620 --> 00:13:50.620]  去慷慨地
[00:13:50.620 --> 00:13:52.620]  分享你的東西
[00:13:52.620 --> 00:13:54.620]  這個叫做不可偷盜
[00:13:54.620 --> 00:13:56.620]  不可偷竊
[00:13:56.620 --> 00:13:58.620]  不是說我不拿別人的東西就算了
[00:13:58.620 --> 00:14:00.620]  而是背後
[00:14:00.620 --> 00:14:02.620]  那個精神就是,我有的東西
[00:14:02.620 --> 00:14:04.620]  我應該不要在這裡算死草
[00:14:04.620 --> 00:14:06.620]  跟別人分享
[00:14:06.620 --> 00:14:08.620]  其實最主要的精神是generosity
[00:14:08.620 --> 00:14:10.620]  你想想這些律法
[00:14:10.620 --> 00:14:12.620]  寶貴的地方
[00:14:12.620 --> 00:14:14.620]  就是在這裡
[00:14:14.620 --> 00:14:16.620]  就不要像我們小時候聽說
[00:14:16.620 --> 00:14:18.620]  don't touch stove,然後我們一輩子
[00:14:18.620 --> 00:14:20.620]  就don't touch stove
[00:14:20.620 --> 00:14:22.620]  其實精神在哪裡,就是要我們去領略
[00:14:22.620 --> 00:14:24.620]  那個意思
[00:14:24.620 --> 00:14:26.620]  所以為什麼猶太人的傳統
[00:14:26.620 --> 00:14:28.620]  就是在著重
[00:14:28.620 --> 00:14:30.620]  這個chapel oak的時候
[00:14:30.620 --> 00:14:32.620]  就是上帝給我們的律法
[00:14:32.620 --> 00:14:34.620]  就是給我們神的子民
[00:14:34.620 --> 00:14:36.620]  按照上帝的
[00:14:36.620 --> 00:14:38.620]  美意
[00:14:38.620 --> 00:14:40.620]  去生活出來
[00:14:40.620 --> 00:14:42.620]  上帝要我們去保護生命
[00:14:42.620 --> 00:14:44.620]  推廣生命
[00:14:44.620 --> 00:14:46.620]  上帝要我們
[00:14:46.620 --> 00:14:48.620]  去推廣關係
[00:14:48.620 --> 00:14:50.620]  好好愛
[00:14:50.620 --> 00:14:52.620]  身邊的人
[00:14:52.620 --> 00:14:54.620]  上帝要我們
[00:14:54.620 --> 00:14:56.620]  be generous
[00:14:56.620 --> 00:14:58.620]  我們有的東西可以跟別人
[00:14:58.620 --> 00:15:00.620]  去分享
[00:15:00.620 --> 00:15:02.620]  所以為什麼去到這些chapel oak的時候
[00:15:02.620 --> 00:15:04.620]  大概是我們西曆
[00:15:04.620 --> 00:15:06.620]  四月,五月左右的時候
[00:15:06.620 --> 00:15:08.620]  就是pentecost的時候
[00:15:08.620 --> 00:15:10.620]  那些猶太人
[00:15:10.620 --> 00:15:12.620]  就會去到
[00:15:12.620 --> 00:15:14.620]  會堂
[00:15:14.620 --> 00:15:16.620]  他們特別會讀
[00:15:16.620 --> 00:15:18.620]  兩段聖經
[00:15:18.620 --> 00:15:20.620]  第一段聖經是什麼呢?
[00:15:20.620 --> 00:15:22.620]  我們在這裡看了
[00:15:22.620 --> 00:15:24.620]  就是十誡
[00:15:24.620 --> 00:15:26.620]  他們再想清楚到底十誡是什麼意思
[00:15:26.620 --> 00:15:28.620]  所以為什麼有時候他們會說
[00:15:28.620 --> 00:15:30.620]  chapel oak其實就是
[00:15:30.620 --> 00:15:32.620]  不是收割節
[00:15:32.620 --> 00:15:34.620]  就是啟示的節日
[00:15:34.620 --> 00:15:36.620]  上帝啟示他自己的美意
[00:15:36.620 --> 00:15:38.620]  啟示他自己的性情
[00:15:38.620 --> 00:15:40.620]  去告訴我們每一個律法
[00:15:40.620 --> 00:15:42.620]  背後就是上帝自己的
[00:15:42.620 --> 00:15:44.620]  美善的
[00:15:44.620 --> 00:15:46.620]  本質
[00:15:46.620 --> 00:15:48.620]  上帝就是這麼慷慨
[00:15:48.620 --> 00:15:50.620]  你看上帝創造的宇宙
[00:15:50.620 --> 00:15:52.620]  是多麼豪寒多麼大
[00:15:52.620 --> 00:15:54.620]  讓你去享受
[00:15:54.620 --> 00:15:58.620]  上帝可以
[00:15:58.620 --> 00:16:00.620]  很孤寒
[00:16:00.620 --> 00:16:02.620]  用到就夠了
[00:16:02.620 --> 00:16:04.620]  但他給我們的風景
[00:16:04.620 --> 00:16:06.620]  給我們這個宇宙去欣賞
[00:16:06.620 --> 00:16:08.620]  上帝就是這麼慷慨的上帝
[00:16:08.620 --> 00:16:10.620]  所以上帝說
[00:16:10.620 --> 00:16:12.620]  我是慷慨的,你們就應該
[00:16:12.620 --> 00:16:14.620]  去慷慨
[00:16:14.620 --> 00:16:16.620]  如果你這樣看律法的時候
[00:16:16.620 --> 00:16:18.620]  就是一些relational的東西
[00:16:18.620 --> 00:16:20.620]  是關係的東西
[00:16:20.620 --> 00:16:22.620]  你跟上帝之間有的關係
[00:16:22.620 --> 00:16:24.620]  就應該在這個關係裡面流露出來
[00:16:24.620 --> 00:16:26.620]  那些律法其實就是教導我們
[00:16:26.620 --> 00:16:28.620]  去引導我們怎樣去到
[00:16:28.620 --> 00:16:32.620]  活出上帝自己的生命
[00:16:32.620 --> 00:16:34.620]  這一段,第一段
[00:16:34.620 --> 00:16:36.620]  十戒,就是猶太人在會堂裡面
[00:16:36.620 --> 00:16:38.620]  在chapel oak的時候
[00:16:38.620 --> 00:16:40.620]  五巡節的時候,他們會讀
