
[00:00:00.000 --> 00:00:04.120]  各位大英姐妹 早安 新年快樂
[00:12:01.960 --> 00:12:04.640]  飄搖在種樹之上呢?」
[00:12:04.640 --> 00:12:06.840]  樹木對葡萄樹說
[00:12:06.840 --> 00:12:08.960]  「請你來做我們的王」
[00:12:08.960 --> 00:12:10.880]  葡萄樹回答說
[00:12:10.880 --> 00:12:14.680]  「我豈肯指著使神和人喜樂的新酒
[00:12:14.680 --> 00:12:17.240]  飄搖在種樹之上呢?」
[00:12:17.240 --> 00:12:19.360]  種樹對荊棘說
[00:12:19.360 --> 00:12:21.600]  「請你來做我們的王」
[00:12:21.600 --> 00:12:23.200]  荊棘回答說
[00:12:23.200 --> 00:12:26.240]  「你們若誠誠實實的高我為王
[00:12:26.240 --> 00:12:28.440]  就要投在我的任下
[00:12:28.440 --> 00:12:31.320]  不然願火從荊棘裡出來
[00:12:31.320 --> 00:12:34.440]  消滅尼巴嫩的香柏樹」
[00:12:34.440 --> 00:12:37.320]  「現在你們立阿比米勒為王
[00:12:37.320 --> 00:12:41.520]  若按誠實正直善待耶路巴黎和他的全家
[00:12:41.520 --> 00:12:43.280]  這就是求他的路
[00:12:43.280 --> 00:12:46.120]  從前我父冒死為你們征戰
[00:12:46.120 --> 00:12:48.720]  救了你們脫離米殿人的手
[00:12:48.720 --> 00:12:51.520]  你們如今起來攻擊我的父家
[00:12:51.520 --> 00:12:53.280]  將他種子七十人
[00:12:53.280 --> 00:12:55.400]  殺在一塊盆石上
[00:12:55.400 --> 00:12:58.000]  又立他婢女所生的子
[00:12:58.000 --> 00:13:00.400]  阿比米勒為事件人的王
[00:13:00.400 --> 00:13:02.240]  他原是你們的弟兄
[00:13:02.240 --> 00:13:04.600]  你們如今若按誠實正直
[00:13:04.600 --> 00:13:06.640]  待耶路巴黎和他的家
[00:13:06.640 --> 00:13:08.880]  就可因阿比米勒得歡樂
[00:13:08.880 --> 00:13:10.960]  他也可因你們得歡樂
[00:13:10.960 --> 00:13:13.480]  不然願火從阿比米勒發出
[00:13:13.480 --> 00:13:15.880]  消滅事件人和米羅眾人
[00:13:15.880 --> 00:13:19.200]  又願火從事件人和米羅人中出來
[00:13:19.200 --> 00:13:20.960]  消滅阿比米勒」
[00:13:20.960 --> 00:13:24.000]  約坦因怕他弟兄阿比米勒就逃跑
[00:13:24.000 --> 00:13:26.000]  來到比爾住在那裡
[00:13:26.000 --> 00:13:30.720]  約坦是站在基里森山頂那裡
[00:13:30.720 --> 00:13:33.640]  曾經在那裡講過這個故事
[00:13:33.640 --> 00:13:38.360]  基里森山讓人想起摩西律法
[00:13:38.360 --> 00:13:40.160]  那裡說到我們遵守神的律法
[00:13:40.160 --> 00:13:41.320]  就可以得到福氣
[00:13:41.320 --> 00:13:43.840]  這個山大約有274米高
[00:13:43.840 --> 00:13:46.840]  所以可能約坦未必站在山頂上
[00:13:46.840 --> 00:13:49.840]  而是站在這個山比較矮的山坡
[00:13:49.840 --> 00:13:51.680]  又有一點高出來的地方
[00:13:51.680 --> 00:13:53.560]  就俯瞰這個事件城
[00:13:53.560 --> 00:13:59.160]  就讓事件人可以聽到他所講的比喻
[00:13:59.160 --> 00:14:00.920]  講到有幾種樹木
[00:14:00.920 --> 00:14:04.120]  橄欖樹、無花果樹、葡萄樹
[00:14:04.120 --> 00:14:06.880]  它們都是各自有一個出產的
[00:14:06.880 --> 00:14:10.080]  但是它們都拒絕去做王
[00:14:10.080 --> 00:14:11.520]  「飄搖」的意思是揮動
[00:14:11.520 --> 00:14:14.160]  即表示有權勢的人的手勢
[00:14:14.160 --> 00:14:16.040]  而「飄搖」在種樹之上
[00:14:16.040 --> 00:14:17.640]  即運用權力
[00:14:17.640 --> 00:14:19.320]  這三種樹雖然有能力
[00:14:19.320 --> 00:14:20.640]  但是它們沒有呼召的時候
[00:14:20.640 --> 00:14:22.920]  它們都拒絕去做王
[00:14:22.920 --> 00:14:25.600]  「驚擊」是一種很多次的冠木
[00:14:25.600 --> 00:14:27.240]  當主耶穌在十字架上
[00:14:27.240 --> 00:14:31.080]  都被人戴上「驚擊」的冠冕
[00:14:31.080 --> 00:14:33.240]  「驚擊」是不能夠生產有用的果實
[00:14:33.240 --> 00:14:34.880]  是農民的大敵
[00:14:34.880 --> 00:14:37.000]  因為在夏季高溫之下
[00:14:37.000 --> 00:14:38.440]  它會燃燒起來
[00:14:38.440 --> 00:14:40.080]  「野火」燒不盡
[00:14:40.080 --> 00:14:41.600]  「驚風」一吹
[00:14:41.600 --> 00:14:44.520]  就會蔓延到四周曬乾了的樹枝
[00:14:44.520 --> 00:14:45.600]  後患無窮
[00:14:45.600 --> 00:14:47.800]  連巨大的尼巴嫩的香柏樹
[00:14:47.800 --> 00:14:49.360]  都會受到它的威脅
[00:14:49.360 --> 00:14:50.640]  它沒有什麼用處
[00:14:50.640 --> 00:14:53.560]  但是卻是有巨大的殺傷力
[00:14:53.560 --> 00:14:55.960]  第20節就講到那個奏座
[00:14:55.960 --> 00:14:59.280]  約譚講到
[00:14:59.280 --> 00:15:00.840]  「火會從阿彼米勒發出
[00:15:00.840 --> 00:15:02.880]  消滅事件人和米內人」
[00:15:02.880 --> 00:15:06.480]  「而火也會從事件人和米內人當中出來
[00:15:06.480 --> 00:15:10.280]  消滅阿彼米勒」
[00:15:10.280 --> 00:15:12.440]  我們看到約譚這個預言
[00:15:12.440 --> 00:15:14.880]  其實是神給予機會
[00:15:14.880 --> 00:15:20.360]  給予阿彼米勒和事件人去悔改
[00:15:20.360 --> 00:15:21.800]  譬如《舊約聖經》
[00:15:21.800 --> 00:15:23.800]  我很熟悉的《約拿書》裏面記載
[00:15:23.800 --> 00:15:25.880]  約拿被一條大魚吞了
[00:15:25.880 --> 00:15:28.800]  然後就去尼尼眉城傳福音
[00:15:28.800 --> 00:15:32.080]  「再過四十天尼尼眉城就會傾覆了」
[00:15:32.080 --> 00:15:33.480]  基本上這個都不是福音
[00:15:33.480 --> 00:15:34.360]  好像和音
[00:15:34.360 --> 00:15:36.880]  「再過四十天你的城就會倒塌了」
[00:15:36.880 --> 00:15:38.720]  然後尼尼眉城全城的人
[00:15:38.720 --> 00:15:40.920]  包括連生畜都在
[00:15:40.920 --> 00:15:43.960]  就飛馬蒙灰、禁食去悔改
[00:15:43.960 --> 00:15:49.600]  神就沒有將那個刑罰即時淋到尼尼眉城
[00:15:49.600 --> 00:15:50.600]  約譚這個預言
[00:15:50.600 --> 00:15:52.960]  其實都是神藉著它去給予機會
[00:15:52.960 --> 00:15:56.440]  給予阿彼米勒和事件人
[00:15:56.440 --> 00:15:58.080]  讓他們可以悔改
[00:15:58.080 --> 00:16:00.880]  當我們聽到神是不喜悅這件事
[00:16:00.880 --> 00:16:02.080]  神是會審判的
[00:16:02.080 --> 00:16:04.840]  但是他們沒有這樣做
[00:16:04.840 --> 00:16:06.480]  第二件事我們看到神的作為
[00:16:06.480 --> 00:16:08.200]  就是惡有惡報了
[00:16:08.200 --> 00:16:10.160]  在第22至24節那裏
[00:16:10.160 --> 00:16:13.840]  都講到阿彼米勒和事件人在內訌
[00:16:13.840 --> 00:16:17.720]  而第52至54節講到阿彼米勒的死
[00:16:17.720 --> 00:16:19.720]  我們看回第22節那裏很簡單
[00:16:19.720 --> 00:16:23.680]  就說阿彼米勒管理以色人三年
[00:16:23.680 --> 00:16:25.520]  只是兩三年間
[00:16:25.520 --> 00:16:29.760]  事件人就從支持他變為敵對他
[00:16:29.760 --> 00:16:32.360]  其實現今世界的政局都是這樣
[00:16:32.360 --> 00:16:34.560]  各地的總統、總理
[00:16:34.560 --> 00:16:36.000]  在剛剛被選出來的時候
[00:16:36.000 --> 00:16:39.120]  個個拍爛手掌在歡迎他
[00:16:39.120 --> 00:16:41.320]  但是不過兩三年間
[00:16:41.320 --> 00:16:43.440]  支持他的選民都會改變
[00:16:43.440 --> 00:16:44.960]  昔日他說要改變的
[00:16:44.960 --> 00:16:48.240]  現在個個都想改變他了
[00:16:48.240 --> 00:16:50.680]  很快就會轉變
[00:16:50.680 --> 00:16:52.040]  我們看第23節說
[00:16:52.040 --> 00:16:55.400]  神使惡魔降在阿彼米勒和事件人中間
[00:16:55.400 --> 00:16:58.400]  惡魔這個魔字原文叫Spirit
[00:16:58.400 --> 00:17:00.960]  意思就是一種精神狀態
[00:17:00.960 --> 00:17:02.920]  未必是一個人物
[00:17:02.920 --> 00:17:04.880]  而惡魔可以譯作邪靈
[00:17:04.880 --> 00:17:07.480]  一個希伯來人是用靈來表示
[00:17:07.480 --> 00:17:10.840]  人的一種態度或者傾向
[00:17:10.840 --> 00:17:12.520]  人的慾望就是惡魔
[00:17:12.520 --> 00:17:17.120]  各種的戰事、爭鬥都是從這裏而來
[00:17:17.120 --> 00:17:19.960]  到底事件人和阿彼米勒
[00:17:19.960 --> 00:17:22.040]  到底有什麼內訌的情況呢?
[00:17:22.040 --> 00:17:23.800]  我們看第25節
[00:17:23.800 --> 00:17:26.480]  事件人在山頂上設埋伏
[00:17:26.480 --> 00:17:27.680]  等候阿彼米勒
[00:17:27.680 --> 00:17:29.600]  凡從他們那裏經過的人
[00:17:29.600 --> 00:17:31.440]  他們就搶奪
[00:17:31.440 --> 00:17:33.280]  到底是在做什麼事呢?
[00:17:33.280 --> 00:17:36.120]  因為事件城是在南北雙旅之間
[00:17:36.120 --> 00:17:37.680]  是必經之地
[00:17:37.680 --> 00:17:40.840]  無論你做生意或者是旅行
[00:17:40.840 --> 00:17:43.480]  其實都會經過的地方
[00:17:43.480 --> 00:17:45.360]  但是山路很險要的
[00:17:45.360 --> 00:17:51.320]  通常劫匪會躲在山洞或者縫隙裏
[00:17:51.320 --> 00:17:55.920]  隨時可以打劫那些經過的人
[00:17:55.920 --> 00:18:01.000]  以往事件人會向這些雙旅徵收過境稅
[00:18:01.000 --> 00:18:03.720]  說你交過境稅就可以保護你
[00:18:03.720 --> 00:18:05.120]  經過這條路安全
[00:18:05.120 --> 00:18:08.120]  俗些說就是保護費
[00:18:08.120 --> 00:18:10.480]  但是阿彼米勒管治了之後
[00:18:10.480 --> 00:18:12.400]  做了王 統治了這個地方
[00:18:12.400 --> 00:18:16.720]  這個收益的過境稅就落入阿彼米勒的口袋
[00:18:16.720 --> 00:18:20.320]  這個本來是事件人的一些收益
[00:18:20.320 --> 00:18:22.320]  但是現在給了阿彼米勒
[00:18:22.320 --> 00:18:23.600]  經過兩三年之後
[00:18:23.600 --> 00:18:25.720]  他們覺得有點不服氣了 不值得了
[00:18:25.720 --> 00:18:27.200]  於是他們當時怎樣呢?
[00:18:27.200 --> 00:18:29.240]  經文告訴我們他們就設埋伏
