
[00:00:00.000 --> 00:00:02.600]  今天的馬其頓呼聲就是今天的主題
[00:01:43.000 --> 00:01:47.000]  所以這裏他打死埃及人
[00:01:47.000 --> 00:01:50.000]  其實我覺得聖經說他學了一切的學問
[00:01:50.000 --> 00:01:53.000]  其實意思就是除了文學,他學文沒有
[00:01:53.000 --> 00:01:54.000]  應該很能打的,摩西
[00:01:54.000 --> 00:01:56.000]  不然怎麼會兩拳打死他呢?
[00:01:56.000 --> 00:02:00.000]  你知道埃及人是那些
[00:02:00.000 --> 00:02:03.000]  科文還是那些兵頭來的
[00:02:03.000 --> 00:02:06.000]  管那些奴隸,那些希伯來人
[00:02:06.000 --> 00:02:08.000]  那你也知道,恐怖有力
[00:02:08.000 --> 00:02:10.000]  一身還煉肌肉
[00:02:10.000 --> 00:02:12.000]  摩西兩拳打死他
[00:02:12.000 --> 00:02:16.000]  摩西起碼行動十八掌有幾成功力
[00:02:16.000 --> 00:02:17.000]  所以摩西很厲害
[00:02:17.000 --> 00:02:20.000]  不過這裏集中說同胞
[00:02:20.000 --> 00:02:23.000]  他是爲了同胞的緣故
[00:02:23.000 --> 00:02:25.000]  你想象一下
[00:02:25.000 --> 00:02:28.000]  摩西斷奶之後就進了埃及王宮
[00:02:28.000 --> 00:02:30.000]  就是兩三歲就進了埃及王宮
[00:02:30.000 --> 00:02:32.000]  直到他現在二十多歲
[00:02:32.000 --> 00:02:34.000]  譬如說十多二十歲起碼
[00:02:34.000 --> 00:02:37.000]  他一世人都是在埃及王宮長大的
[00:02:37.000 --> 00:02:39.000]  如果不是他奶媽
[00:02:39.000 --> 00:02:41.000]  其實就是他親生媽媽
[00:02:41.000 --> 00:02:43.000]  這個橋段真的很精彩
[00:02:43.000 --> 00:02:45.000]  由小到大灌輸他
[00:02:45.000 --> 00:02:47.000]  你是希伯來人
[00:02:47.000 --> 00:02:49.000]  你是神的選民
[00:02:49.000 --> 00:02:51.000]  如果不是他怎麼會知道自己是希伯來人
[00:02:51.000 --> 00:02:53.000]  而爲了救同胞
[00:02:53.000 --> 00:02:55.000]  而怎麼會錯手打死埃及人呢
[00:02:55.000 --> 00:02:59.000]  所以摩西雖然身在曹營
[00:02:59.000 --> 00:03:01.000]  心在漢
[00:03:01.000 --> 00:03:02.000]  雖是埃及王子
[00:03:02.000 --> 00:03:05.000]  他是希伯來的一個敬畏神的人
[00:03:05.000 --> 00:03:08.000]  當然他做的方式我們不贊成
[00:03:08.000 --> 00:03:10.000]  我們覺得他太沖動
[00:03:10.000 --> 00:03:11.000]  用武力解決問題
[00:03:11.000 --> 00:03:16.000]  不過其實他一份愛同胞的心是很值得欣賞的
[00:03:16.000 --> 00:03:18.000]  第二個耶利米
[00:03:18.000 --> 00:03:20.000]  耶利米是一個大男人
[00:03:20.000 --> 00:03:21.000]  一個仙子
[00:03:21.000 --> 00:03:22.000]  他有個愛好
[00:03:22.000 --> 00:03:23.000]  知不知道
[00:03:23.000 --> 00:03:24.000]  什麼愛好
[00:03:24.000 --> 00:03:25.000]  不是淚眼殺星
[00:03:25.000 --> 00:03:27.000]  是淚眼仙子
[00:03:27.000 --> 00:03:28.000]  流淚仙子
[00:03:28.000 --> 00:03:31.000]  因爲在耶利米詩和耶利米哀歌裏面
[00:03:31.000 --> 00:03:33.000]  多次他提到自己
[00:03:33.000 --> 00:03:34.000]  爲了他的同胞
[00:03:34.000 --> 00:03:37.000]  爲了耶路撒冷的淪陷
[00:03:37.000 --> 00:03:39.000]  爲了他們亡國
[00:03:39.000 --> 00:03:41.000]  爲了耶路去到巴比倫
[00:03:41.000 --> 00:03:44.000]  而痛心疾首
[00:03:44.000 --> 00:03:46.000]  我們讀一讀這一段經文
[00:03:46.000 --> 00:03:47.000]  是很出名的
[00:03:47.000 --> 00:03:50.000]  耶利米書的八章十九到九章一至
[00:03:50.000 --> 00:03:51.000]  一會兒胡影詩歌
[00:03:51.000 --> 00:03:53.000]  都是根據這一段來寫的
[00:03:53.000 --> 00:03:55.000]  我們先讀一讀這一段經文
[00:03:55.000 --> 00:03:56.000]  預備好嗎
[00:03:56.000 --> 00:03:57.000]  一二三
[00:03:57.000 --> 00:03:59.000]  聽下善我百姓的哀聲
[00:03:59.000 --> 00:04:01.000]  從極遠之地而來
[00:04:01.000 --> 00:04:03.000]  說耶和華不在石安嗎
[00:04:03.000 --> 00:04:05.000]  石安的王不在其中嗎
[00:04:05.000 --> 00:04:06.000]  耶和華說
[00:04:06.000 --> 00:04:09.000]  他們爲什麼以雕刻的偶像
[00:04:09.000 --> 00:04:12.000]  和愛邦虛無的神夜我發怒呢
[00:04:12.000 --> 00:04:15.000]  默秋已過夏令已遠
[00:04:15.000 --> 00:04:17.000]  我們還未得救
[00:04:17.000 --> 00:04:19.000]  但願我的頭爲水
[00:04:19.000 --> 00:04:21.000]  我的眼爲淚水的泉源
[00:04:21.000 --> 00:04:23.000]  我好爲百姓中被殺的人
[00:04:23.000 --> 00:04:24.000]  晝夜哭泣
[00:04:24.000 --> 00:04:25.000]  你知道了
[00:04:25.000 --> 00:04:27.000]  以前是一個農業社會
[00:04:27.000 --> 00:04:29.000]  所以默秋已過夏令已遠
[00:04:29.000 --> 00:04:33.000]  就是說那一遭的和道
[00:04:33.000 --> 00:04:34.000]  已經過了
[00:04:34.000 --> 00:04:35.000]  默秋已過了
[00:04:35.000 --> 00:04:37.000]  夏令即是下一陣都來了
[00:04:37.000 --> 00:04:40.000]  即是說歲月不斷的流走
[00:04:40.000 --> 00:04:41.000]  流逝
[00:04:41.000 --> 00:04:42.000]  我們的同胞
[00:04:42.000 --> 00:04:43.000]  怎麼樣
[00:04:43.000 --> 00:04:44.000]  還能救嗎
[00:04:44.000 --> 00:04:46.000]  還未有得救
[00:04:46.000 --> 00:04:47.000]  所以他就說
[00:04:47.000 --> 00:04:49.000]  但願我的頭爲水
[00:04:49.000 --> 00:04:50.000]  有些人就不明白爲什麼
[00:04:50.000 --> 00:04:51.000]  水
[00:04:51.000 --> 00:04:52.000]  那些水在我的頭上
[00:04:52.000 --> 00:04:53.000]  喝的那些水
[00:04:53.000 --> 00:04:54.000]  不是
[00:04:54.000 --> 00:04:56.000]  你看下一句你就明白了
[00:04:56.000 --> 00:04:58.000]  他說我的眼是淚水的泉源
[00:04:58.000 --> 00:05:00.000]  所以這個水一定是淚水的意思
[00:05:00.000 --> 00:05:03.000]  所以有時解經你看上文下你就明白了
[00:05:03.000 --> 00:05:05.000]  即是說
[00:05:05.000 --> 00:05:07.000]  尤尼米華他心裏很傷痛
[00:05:07.000 --> 00:05:10.000]  他爲民族百姓而離開了神
[00:05:10.000 --> 00:05:12.000]  甚至亡國庇佬很傷痛
[00:05:12.000 --> 00:05:14.000]  以至整個眼睛
[00:05:14.000 --> 00:05:15.000]  甚至整個頭
[00:05:15.000 --> 00:05:17.000]  都是充滿了淚水
[00:05:17.000 --> 00:05:19.000]  那些淚水可以隨時脫腔而出
[00:05:19.000 --> 00:05:21.000]  所以他有個愛好
[00:05:21.000 --> 00:05:24.000]  剛纔說的淚眼仙芝就是這個意思
[00:05:24.000 --> 00:05:25.000]  還有最後一句
[00:05:25.000 --> 00:05:27.000]  我好爲百姓中被殺的人
[00:05:27.000 --> 00:05:28.000]  因爲你做了奴隸之後
[00:05:28.000 --> 00:05:30.000]  你的命就箭過地底泥
[00:05:30.000 --> 00:05:34.000]  這個不對那些主人的意思
[00:05:34.000 --> 00:05:37.000]  不對埃及人那些主子的意思
[00:05:37.000 --> 00:05:38.000]  他就輕則點
[00:05:38.000 --> 00:05:39.000]  就拉你坐牢
[00:05:39.000 --> 00:05:40.000]  不給你飯喫
[00:05:40.000 --> 00:05:41.000]  重則點
[00:05:41.000 --> 00:05:43.000]  就狗頭雜事後
[00:05:43.000 --> 00:05:44.000]  就是這樣
[00:05:44.000 --> 00:05:47.000]  所以當尤尼米經常看到這些警陣的時候
[00:05:47.000 --> 00:05:49.000]  他心裏很傷痛
[00:05:49.000 --> 00:05:50.000]  所以他就說
[00:05:50.000 --> 00:05:51.000]  我爲我的百姓
[00:05:51.000 --> 00:05:53.000]  我爲我的同胞
[00:05:53.000 --> 00:05:55.000]  晝夜即日夜不停
[00:05:55.000 --> 00:05:57.000]  不停24小時
[00:05:57.000 --> 00:05:59.000]  不停地哭泣
[00:05:59.000 --> 00:06:01.000]  所以男兒有淚不輕彈
[00:06:01.000 --> 00:06:03.000]  他就爲了同胞的緣故
[00:06:03.000 --> 00:06:05.000]  就是終日以淚洗臉
[00:06:05.000 --> 00:06:06.000]  剛纔說了摸西
[00:06:06.000 --> 00:06:08.000]  尤尼米都是爲同胞
[00:06:08.000 --> 00:06:09.000]  不過這個人更特別
[00:06:09.000 --> 00:06:11.000]  這個人你認識他嗎
[00:06:11.000 --> 00:06:12.000]  這個很明顯是外國人
[00:06:12.000 --> 00:06:14.000]  對不起是西人
[00:06:14.000 --> 00:06:16.000]  戴德生
[00:06:16.000 --> 00:06:19.000]  戴德生其實是一個很出名的宣教士
[00:06:19.000 --> 00:06:22.000]  他是19世紀1832年至1905年的人
[00:06:22.000 --> 00:06:26.000]  他很遠道從英國利物浦上船
[00:06:26.000 --> 00:06:29.000]  然後搭半年船來到中國的上海
[00:06:29.000 --> 00:06:31.000]  就是爲了要傳福音給我們中國人
[00:06:31.000 --> 00:06:33.000]  然後他說了很多金句
[00:06:33.000 --> 00:06:35.000]  他好像黎明那樣
[00:06:35.000 --> 00:06:36.000]  不是好像黎明
[00:06:36.000 --> 00:06:38.000]  他說了很多金句
[00:06:38.000 --> 00:06:40.000]  大家爲什麼不笑
[00:06:40.000 --> 00:06:42.000]  他說好像黎明那樣
[00:06:42.000 --> 00:06:44.000]  他說了很多金句
[00:06:44.000 --> 00:06:45.000]  其中一句金句就是這樣
[00:06:45.000 --> 00:06:46.000]  他說
[00:06:46.000 --> 00:06:47.000]  我若有千磅英金
[00:06:47.000 --> 00:06:49.000]  怎麼樣
[00:06:49.000 --> 00:06:50.000]  我說上面那句
[00:06:50.000 --> 00:06:51.000]  你說下面那句
[00:06:51.000 --> 00:06:53.000]  我若有千磅英金
[00:06:53.000 --> 00:06:54.000]  好東西
[00:06:54.000 --> 00:06:57.000]  我有千條性命
[00:06:57.000 --> 00:06:59.000]  很多人引用他這句金句
[00:06:59.000 --> 00:07:01.000]  引用到這裏就停了
[00:07:01.000 --> 00:07:03.000]  不過原來不記得了
[00:07:03.000 --> 00:07:06.000]  原來他下面紅色字那裏就更加重要了
[00:07:06.000 --> 00:07:08.000]  上面當然很扎地有聲
[00:07:08.000 --> 00:07:09.000]  很厲害
[00:07:09.000 --> 00:07:11.000]  我有千磅英磅
[00:07:11.000 --> 00:07:12.000]  我就全部給了
[00:07:12.000 --> 00:07:14.000]  當時19世紀百多年前
[00:07:14.000 --> 00:07:16.000]  一千磅英磅很厲害
[00:07:16.000 --> 00:07:18.000]  現在都很厲害
[00:07:18.000 --> 00:07:19.000]  如果另外我有千條性命
[00:07:19.000 --> 00:07:21.000]  我要全部給中國人
[00:07:21.000 --> 00:07:22.000]  不過他是什麼
[00:07:22.000 --> 00:07:23.000]  他是英國人
[00:07:23.000 --> 00:07:25.000]  他爲什麼會這麼傻
[00:07:25.000 --> 00:07:26.000]  爲什麼會
[00:07:26.000 --> 00:07:27.000]  素未謀面
[00:07:27.000 --> 00:07:28.000]  不認識的人
[00:07:28.000 --> 00:07:31.000]  他願意將自己的身家性命財產全部給他
[00:07:31.000 --> 00:07:33.000]  然後他紅色字就說了
[00:07:33.000 --> 00:07:34.000]  一起讀
[00:07:34.000 --> 00:07:35.000]  不
[00:07:35.000 --> 00:07:36.000]  不是爲中國
[00:07:36.000 --> 00:07:37.000]  是爲基督
[00:07:37.000 --> 00:07:40.000]  當然我們對某些國家
[00:07:40.000 --> 00:07:41.000]  某些政權
[00:07:41.000 --> 00:07:42.000]  當然有些意見
[00:07:42.000 --> 00:07:43.000]  我自己也有
[00:07:43.000 --> 00:07:44.000]  不過不方便在這裏說
[00:07:44.000 --> 00:07:45.000]  當然
[00:07:45.000 --> 00:07:47.000]  但是我想這裏有一個
[00:07:47.000 --> 00:07:48.000]  好的提醒
[00:07:48.000 --> 00:07:49.000]  就是
[00:07:49.000 --> 00:07:51.000]  我們愛一個民族
[00:07:51.000 --> 00:07:53.000]  除了國家的情懷之外
[00:07:53.000 --> 00:07:55.000]  其實是因爲基督愛這個民族
[00:07:55.000 --> 00:07:56.000]  爲什麼
[00:07:56.000 --> 00:07:59.000]  因爲這個民族太邪惡
[00:07:59.000 --> 00:08:01.000]  太活躍
[00:08:01.000 --> 00:08:04.000]  離開真理太遠
[00:08:04.000 --> 00:08:05.000]  極需要福音
[00:08:05.000 --> 00:08:07.000]  對不對
[00:08:07.000 --> 00:08:09.000]  這樣說大家都OK
[00:08:09.000 --> 00:08:11.000]  所以中國人
[00:08:11.000 --> 00:08:12.000]  中華民族
[00:08:12.000 --> 00:08:13.000]  五千年裏面
[00:08:13.000 --> 00:08:15.000]  大部分的時間
[00:08:15.000 --> 00:08:17.000]  都是遠離上帝
[00:08:17.000 --> 00:08:18.000]  有一段時間
[00:08:18.000 --> 00:08:21.000]  姚信三王五帝的時候
[00:08:21.000 --> 00:08:22.000]  開始
[00:08:22.000 --> 00:08:23.000]  姚信開始
[00:08:23.000 --> 00:08:24.000]  不是三王
[00:08:24.000 --> 00:08:25.000]  三王的時候不是
[00:08:25.000 --> 00:08:26.000]  後一點
[00:08:26.000 --> 00:08:27.000]  其實有一段時間
[00:08:27.000 --> 00:08:29.000]  一直到東周
[00:08:29.000 --> 00:08:31.000]  有一段時間是敬畏神
[00:08:31.000 --> 00:08:32.000]  不過那段很短暫
[00:08:32.000 --> 00:08:34.000]  如果你有機會來聽我
[00:08:34.000 --> 00:08:35.000]  一脈相承的講座
[00:08:35.000 --> 00:08:36.000]  我就會詳細和你解釋
[00:08:36.000 --> 00:08:37.000]  不過呢
[00:08:37.000 --> 00:08:39.000]  說回戴德生
[00:08:39.000 --> 00:08:40.000]  他真的很特別
[00:08:40.000 --> 00:08:41.000]  很特別的人
[00:08:41.000 --> 00:08:42.000]  一個英國人
[00:08:42.000 --> 00:08:43.000]  你看他金髮
[00:08:43.000 --> 00:08:44.000]  藍眼睛
[00:08:44.000 --> 00:08:45.000]  紅嘴脣
[00:08:45.000 --> 00:08:46.000]  嘴脣個個都紅
[00:08:46.000 --> 00:08:48.000]  但是他說
[00:08:48.000 --> 00:08:50.000]  他爲什麼會遠渡重洋
[00:08:50.000 --> 00:08:51.000]  不辭勞苦
[00:08:51.000 --> 00:08:52.000]  而且他以前在英國的時候
[00:08:52.000 --> 00:08:53.000]  是讀醫的
[00:08:53.000 --> 00:08:54.000]  醫學
[00:08:54.000 --> 00:08:56.000]  將來是做醫生的
[00:08:56.000 --> 00:08:57.000]  我們中國人最喜歡的子女
[00:08:57.000 --> 00:08:58.000]  做什麼
[00:08:58.000 --> 00:08:59.000]  醫生
[00:08:59.000 --> 00:09:01.000]  律師
[00:09:01.000 --> 00:09:02.000]  還有什麼
[00:09:02.000 --> 00:09:03.000]  會計師
[00:09:03.000 --> 00:09:04.000]  等等
[00:09:04.000 --> 00:09:05.000]  OK
[00:09:05.000 --> 00:09:06.000]  他是大好前途
[00:09:06.000 --> 00:09:07.000]  但是爲什麼他要放棄
[00:09:07.000 --> 00:09:08.000]  來到中國
[00:09:08.000 --> 00:09:09.000]  當時是一個
[00:09:09.000 --> 00:09:11.000]  真的很落後的地方
[00:09:11.000 --> 00:09:13.000]  原來他說
[00:09:13.000 --> 00:09:14.000]  很多人都認爲
[00:09:14.000 --> 00:09:16.000]  他是愛中國纔來的
[00:09:16.000 --> 00:09:17.000]  這個沒錯
[00:09:17.000 --> 00:09:18.000]  不過他自己的說話
[00:09:18.000 --> 00:09:20.000]  說出了最終的原因
[00:09:20.000 --> 00:09:22.000]  他說不是爲中國
[00:09:22.000 --> 00:09:24.000]  爲什麼我會愛中國人
[00:09:24.000 --> 00:09:26.000]  是神感動我
[00:09:26.000 --> 00:09:27.000]  因爲我見到中國人
[00:09:27.000 --> 00:09:28.000]  很需要福音
[00:09:28.000 --> 00:09:30.000]  到今時今日都是一樣
[00:09:30.000 --> 00:09:31.000]  全世界的人口裏面
[00:09:31.000 --> 00:09:32.000]  五個當中
[00:09:32.000 --> 00:09:33.000]  有一個就是中國人
[00:09:33.000 --> 00:09:34.000]  包括大陸
[00:09:34.000 --> 00:09:35.000]  臺灣
[00:09:35.000 --> 00:09:36.000]  香港
[00:09:36.000 --> 00:09:37.000]  還有海外的
[00:09:37.000 --> 00:09:39.000]  而在這個世界裏面
[00:09:39.000 --> 00:09:40.000]  我告訴你
[00:09:40.000 --> 00:09:42.000]  每五個未信的人當中
[00:09:42.000 --> 00:09:44.000]  有一個都是中國人
[00:09:44.000 --> 00:09:46.000]  所以我撇開你和我
[00:09:46.000 --> 00:09:48.000]  我們究竟是不是中國人
[00:09:48.000 --> 00:09:50.000]  先不要理這個問題
[00:09:50.000 --> 00:09:52.000]  但如果你和我是基督的子民
[00:09:52.000 --> 00:09:53.000]  是基督徒的話
[00:09:53.000 --> 00:09:55.000]  我們必須要傳福音對不對
[00:09:55.000 --> 00:09:56.000]  而傳福音最重要
[00:09:56.000 --> 00:09:58.000]  是沒有福音的人
[00:09:58.000 --> 00:09:59.000]  而在這個世界裏面
[00:09:59.000 --> 00:10:00.000]  剛纔說過了
[00:10:00.000 --> 00:10:02.000]  其中一個最大的民族
[00:10:02.000 --> 00:10:03.000]  是沒有福音的
[00:10:03.000 --> 00:10:04.000]  就是中華民族
[00:10:04.000 --> 00:10:05.000]  就是中國人
[00:10:05.000 --> 00:10:06.000]  現在在中國大陸裏面
[00:10:06.000 --> 00:10:09.000]  十三億多的人口
[00:10:09.000 --> 00:10:10.000]  我最樂觀
[00:10:10.000 --> 00:10:13.000]  我做了中國士工三十年
[00:10:13.000 --> 00:10:14.000]  我告訴你
[00:10:14.000 --> 00:10:15.000]  最樂觀的統計
[00:10:15.000 --> 00:10:16.000]  因爲很多是家庭教會
[00:10:16.000 --> 00:10:17.000]  是統計不了的
[00:10:17.000 --> 00:10:18.000]  農村那些很難統計的
[00:10:18.000 --> 00:10:20.000]  但是最樂觀的統計
[00:10:20.000 --> 00:10:23.000]  一億的基督徒最多
[00:10:23.000 --> 00:10:24.000]  請問你
[00:10:24.000 --> 00:10:26.000]  十四分之一多不多
[00:10:26.000 --> 00:10:29.000]  孫中山先生說的那句名言
[00:10:29.000 --> 00:10:31.000]  我們都可以認爲
[00:10:31.000 --> 00:10:32.000]  同志們
[00:10:32.000 --> 00:10:34.000]  革命尚未成功
[00:10:34.000 --> 00:10:37.000]  同志們仍需努力
[00:10:37.000 --> 00:10:38.000]  香港一樣
[00:10:38.000 --> 00:10:39.000]  二十幾萬人的基督徒
[00:10:39.000 --> 00:10:40.000]  七百多萬人口
[00:10:40.000 --> 00:10:42.000]  只是佔區區的五個百分比
[00:10:42.000 --> 00:10:43.000]  有沒有
[00:10:43.000 --> 00:10:44.000]  差不多
[00:10:44.000 --> 00:10:45.000]  所以我告訴你
[00:10:45.000 --> 00:10:47.000]  我們其實的使命
[00:10:47.000 --> 00:10:49.000]  或者我們有很多工作還沒做完
[00:10:49.000 --> 00:10:51.000]  但是戴德森給我們一個面子
[00:10:51.000 --> 00:10:53.000]  就是我們爲什麼要努力地去傳福音
[00:10:53.000 --> 00:10:54.000]  不是爲了我們自己
[00:10:54.000 --> 00:10:55.000]  不是爲了其他東西
[00:10:55.000 --> 00:10:57.000]  是爲了基督的緣故
[00:10:57.000 --> 00:10:59.000]  是基督頒佈的使命
[00:10:59.000 --> 00:11:00.000]  他的心願就是讓我們
[00:11:00.000 --> 00:11:03.000]  將這個福音傳遍近處和遠處
[00:11:03.000 --> 00:11:06.000]  戴德森除了他說的金句很厲害之外
[00:11:06.000 --> 00:11:08.000]  其實他寫了一本小冊子
[00:11:08.000 --> 00:11:10.000]  所以我很相信文字是公
[00:11:10.000 --> 00:11:12.000]  也鼓勵大家多看一些書
[00:11:12.000 --> 00:11:14.000]  還有我也不斷地寫
[00:11:14.000 --> 00:11:15.000]  如果有這本書
[00:11:15.000 --> 00:11:16.000]  這樣的影響力就不錯了
[00:11:16.000 --> 00:11:17.000]  他寫了一本書
[00:11:17.000 --> 00:11:18.000]  很小的一本書
[00:11:18.000 --> 00:11:19.000]  就叫做
[00:11:19.000 --> 00:11:21.000]  中國屬靈的需要和呼求
[00:11:21.000 --> 00:11:24.000]  這本書就是講了中國人的屬靈需要
[00:11:24.000 --> 00:11:26.000]  並且提醒基督羣體
[00:11:26.000 --> 00:11:28.000]  我相信特別是英國的羣體
[00:11:28.000 --> 00:11:29.000]  應有的責任就是
[00:11:29.000 --> 00:11:30.000]  因爲基督離世之前
[00:11:30.000 --> 00:11:31.000]  最後的使命是什麼
[00:11:31.000 --> 00:11:32.000]  我們一起讀
[00:11:32.000 --> 00:11:34.000]  你們要往普天下去
[00:11:34.000 --> 00:11:36.000]  將福音傳給萬民
[00:11:36.000 --> 00:11:38.000]  什麼叫萬民 請問你
[00:11:38.000 --> 00:11:40.000]  所有的人
[00:11:40.000 --> 00:11:42.000]  是不是隻是中國人
[00:11:42.000 --> 00:11:44.000]  所以戴德森他就
[00:11:44.000 --> 00:11:45.000]  如果他讀
[00:11:45.000 --> 00:11:46.000]  不只是英國人
[00:11:46.000 --> 00:11:48.000]  所以就傳給中國人
[00:11:48.000 --> 00:11:50.000]  所以我真的很佩服孫教士
[00:11:50.000 --> 00:11:51.000]  孫教士你知不知道
[00:11:51.000 --> 00:11:54.000]  其實去到一個異地裏面
[00:11:54.000 --> 00:11:56.000]  要適應文化 學語言
[00:11:56.000 --> 00:11:57.000]  其實真的很艱苦
[00:11:57.000 --> 00:11:59.000]  所以我們一定要爲孫教士祈禱
[00:11:59.000 --> 00:12:01.000]  而孫教士其中一個條件最大
[00:12:01.000 --> 00:12:02.000]  我認爲
[00:12:02.000 --> 00:12:04.000]  其中一個孫的條件
[00:12:04.000 --> 00:12:05.000]  坦白說不是學語言
[00:12:05.000 --> 00:12:07.000]  也不是適應文化
[00:12:07.000 --> 00:12:09.000]  第一個最主要的條件
[00:12:09.000 --> 00:12:12.000]  就是要戒掉下面這句話
[00:12:12.000 --> 00:12:13.000]  這句話就是
[00:12:13.000 --> 00:12:16.000]  我們香港不是這樣的
[00:12:16.000 --> 00:12:18.000]  你有沒有說過
[00:12:18.000 --> 00:12:19.000]  你們旅行的時候不是這樣
[00:12:19.000 --> 00:12:20.000]  是不是
[00:12:20.000 --> 00:12:22.000]  旅行是沒所謂的
[00:12:22.000 --> 00:12:23.000]  反正你去一去
[00:12:23.000 --> 00:12:24.000]  到此一遊
[00:12:24.000 --> 00:12:25.000]  老孫到此一遊
[00:12:25.000 --> 00:12:26.000]  他就回來了
[00:12:26.000 --> 00:12:28.000]  如果你去孫教的話
[00:12:28.000 --> 00:12:29.000]  第一樣要告訴你
[00:12:29.000 --> 00:12:31.000]  你一定要有一個開放的心
[00:12:31.000 --> 00:12:32.000]  去到孫教
[00:12:32.000 --> 00:12:34.000]  譬如去非洲一些落後的地區
[00:12:34.000 --> 00:12:36.000]  中國大陸山區
[00:12:36.000 --> 00:12:37.000]  你去崇拜
[00:12:37.000 --> 00:12:40.000]  我們今天穿這一套最漂亮的禮服
[00:12:40.000 --> 00:12:41.000]  是不是
[00:12:41.000 --> 00:12:42.000]  但是你去崇拜
[00:12:42.000 --> 00:12:43.000]  如果去非洲部落
[00:12:43.000 --> 00:12:45.000]  你應該穿什麼
[00:12:45.000 --> 00:12:47.000]  穿這個叫做
[00:12:47.000 --> 00:12:52.000]  一葉之秋牌的樹葉
[00:12:52.000 --> 00:12:53.000]  整塊樹葉在這裏
[00:12:53.000 --> 00:12:55.000]  就是最漂亮的禮服
[00:12:55.000 --> 00:12:56.000]  可能去其他地方
[00:12:56.000 --> 00:12:57.000]  就是另外一些
[00:12:57.000 --> 00:12:58.000]  你明白我的意思嗎
[00:12:58.000 --> 00:12:59.000]  其實每個地方都不同
[00:12:59.000 --> 00:13:01.000]  所以其實我們要分得清楚
[00:13:01.000 --> 00:13:03.000]  什麼是不能夠挖掘的真理
[00:13:03.000 --> 00:13:04.000]  就是福音
[00:13:04.000 --> 00:13:05.000]  就是聖經的真理
[00:13:05.000 --> 00:13:06.000]  所以爲什麼要讀聖經
[00:13:06.000 --> 00:13:07.000]  就是這樣的緣故
[00:13:07.000 --> 00:13:10.000]  因爲文化的表象是可以改變的
[00:13:10.000 --> 00:13:11.000]  我們今天之所以這樣
[00:13:11.000 --> 00:13:13.000]  是因爲西方的
[00:13:13.000 --> 00:13:14.000]  譬如美國英國傳過來
[00:13:14.000 --> 00:13:16.000]  我們敬拜是一個禮拜堂
[00:13:16.000 --> 00:13:18.000]  然後要有個講臺
[00:13:18.000 --> 00:13:19.000]  如果沒有禮拜堂
[00:13:19.000 --> 00:13:20.000]  可不可以敬拜
[00:13:20.000 --> 00:13:21.000]  請問你
[00:13:21.000 --> 00:13:22.000]  沒有這個講臺
