
[00:00:00.000 --> 00:00:10.760]  我們還記得在菲律賓書第二章第一節第二節我們講到合一的這件事情
[00:03:57.280 --> 00:04:04.000]  哇哇新聞哇哇新聞大白話
[00:04:04.000 --> 00:04:07.600]  還有什麼
[00:04:07.600 --> 00:04:13.040]  關鍵時刻還關鍵評論
[00:04:13.040 --> 00:04:17.360]  每天聽我們家隔壁鄰居北京來的夫婦
[00:04:17.360 --> 00:04:19.280]  每天早上我在臨休禱告
[00:04:19.280 --> 00:04:23.680]  他就在聽新聞
[00:04:23.680 --> 00:04:29.040]  每天早上他每天都在聽
[00:04:29.040 --> 00:04:31.040]  前途之輩沒有錯
[00:04:31.040 --> 00:04:34.640]  這個世界這些事情都很重要
[00:04:34.640 --> 00:04:35.680]  但是親愛的丟子們
[00:04:35.680 --> 00:04:38.000]  你看見這個世界充滿了就是紛爭
[00:04:38.000 --> 00:04:39.600]  是不是
[00:04:39.600 --> 00:04:41.120]  額無戰爭還在繼續打
[00:04:41.120 --> 00:04:44.080]  不知道打到什麼時候
[00:04:44.080 --> 00:04:46.640]  以他什麼時候可以和平
[00:04:46.640 --> 00:04:48.240]  可以永久停火
[00:04:48.240 --> 00:04:50.000]  也不曉得
[00:04:50.000 --> 00:04:56.400]  聖地之旅還能再辦嗎
[00:04:56.400 --> 00:04:57.840]  感謝戰媒主
[00:04:57.840 --> 00:05:00.160]  我們上次辦完之後
[00:05:00.160 --> 00:05:03.360]  結果沒多久打仗
[00:05:03.360 --> 00:05:06.160]  到現在
[00:05:06.160 --> 00:05:10.720]  沒有辦法再有去聖地的團了
[00:05:10.720 --> 00:05:12.560]  這個世界充滿了這些的問題
[00:05:12.560 --> 00:05:13.280]  是不是
[00:05:13.280 --> 00:05:15.440]  南海的危機
[00:05:15.440 --> 00:05:18.080]  兩岸的之間的緊張
[00:05:18.080 --> 00:05:20.800]  天天
[00:05:20.800 --> 00:05:23.600]  真是你要看這些新聞看不完
[00:05:23.600 --> 00:05:26.000]  講不完
[00:05:26.000 --> 00:05:28.800]  這個世界充滿了紛爭
[00:05:28.800 --> 00:05:31.280]  這個世界的家庭
[00:05:31.280 --> 00:05:37.280]  你也可以看見到處的家庭充滿了紛爭
[00:05:37.280 --> 00:05:41.280]  美國是全世界離婚率最高的
[00:05:41.280 --> 00:05:45.840]  接着是誰呢
[00:05:45.840 --> 00:05:47.840]  中國
[00:05:47.840 --> 00:05:51.360]  中國如今超英趕美
[00:05:51.360 --> 00:05:55.120]  很快即將要追上了
[00:05:55.120 --> 00:05:58.960]  你看看這一些排名前面的
[00:05:58.960 --> 00:06:02.800]  很多都是所謂的西方的
[00:06:02.800 --> 00:06:06.720]  或者是進步的國家
[00:06:06.720 --> 00:06:07.520]  unfortunately
[00:06:07.520 --> 00:06:13.280]  臺灣也排名第五
[00:06:13.280 --> 00:06:14.880]  第四
[00:06:14.880 --> 00:06:18.160]  第五
[00:06:18.160 --> 00:06:26.880]  沒關係今天第五明天可能就第四了
[00:06:26.880 --> 00:06:30.160]  所以保羅要我們看這件事情
[00:06:30.160 --> 00:06:33.440]  今天整個世界充滿了紛爭
[00:06:33.440 --> 00:06:36.960]  因此他要看見的是他的教會
[00:06:36.960 --> 00:06:41.120]  基督徒神的兒女們能夠同心合意
[00:06:41.120 --> 00:06:42.560]  因此保羅就提出了
[00:06:42.560 --> 00:06:47.920]  接下來提出了三不一要
[00:06:47.920 --> 00:06:51.360]  哪三不
[00:06:51.360 --> 00:06:59.920]  第一個不就是不結黨
[00:06:59.920 --> 00:07:04.160]  其實結黨這個黨這個字
[00:07:04.160 --> 00:07:08.960]  這個原文的意思是紛爭自私的意思
[00:07:08.960 --> 00:07:11.440]  所以英文NIV的版本把它翻成
[00:07:11.440 --> 00:07:17.440]  Do nothing from selfishness
[00:07:17.440 --> 00:07:19.520]  不要從你的自私裏面
[00:07:19.520 --> 00:07:25.120]  不要用着你的自私來做任何的事情
[00:07:25.120 --> 00:07:28.400]  但我覺得中文的翻譯也蠻好
[00:07:28.400 --> 00:07:30.640]  凡事不結黨
[00:07:30.640 --> 00:07:32.480]  當你提了黨的時候
[00:07:32.480 --> 00:07:35.840]  你想到什麼黨
[00:07:35.840 --> 00:07:38.560]  馬上政治明黨先進又來了
[00:07:38.560 --> 00:07:40.320]  提了什麼黨
[00:07:40.320 --> 00:07:46.720]  黑手黨
[00:07:46.720 --> 00:07:50.400]  你知道有時候我很不願意看臺灣新聞
[00:07:50.400 --> 00:07:54.320]  爲什麼
[00:07:54.320 --> 00:07:56.560]  我已經有點跟不上了
[00:07:56.560 --> 00:07:58.960]  你們不用告訴我
[00:07:58.960 --> 00:08:01.840]  我也不想太深入去了解
[00:08:01.840 --> 00:08:06.480]  怎麼像有什麼輕了
[00:08:06.480 --> 00:08:07.840]  聽得懂嗎
[00:08:07.840 --> 00:08:12.240]  聽不懂就算了
[00:08:12.240 --> 00:08:18.240]  立法院國會改革
[00:08:18.240 --> 00:08:21.040]  結果呢
[00:08:21.040 --> 00:08:22.560]  藍白合作
[00:08:22.560 --> 00:08:24.960]  所以通過了是不是
[00:08:24.960 --> 00:08:29.840]  然後現在又有個複議案
[00:08:29.840 --> 00:08:34.160]  然後又變成什麼
[00:08:34.160 --> 00:08:35.840]  國民黨
[00:08:35.840 --> 00:08:37.280]  民衆黨
[00:08:37.280 --> 00:08:41.840]  還有民進黨通通下鄉去講
[00:08:41.840 --> 00:08:45.200]  希望能夠去帶動羣衆
[00:08:45.200 --> 00:08:49.520]  來支持他們要罷免國民黨的
[00:08:49.520 --> 00:08:51.040]  你看見
[00:08:51.040 --> 00:08:54.320]  我們今天以爲民主多麼好
[00:08:54.320 --> 00:08:56.640]  是不是
[00:08:56.640 --> 00:08:58.160]  但是你會發現
[00:08:58.160 --> 00:09:01.360]  結黨的本質就是什麼
[00:09:01.360 --> 00:09:05.360]  就是拉攏跟我一樣想法的人
[00:09:05.360 --> 00:09:08.640]  跟我一樣有同樣的想法的人
[00:09:08.640 --> 00:09:10.640]  一起來怎麼樣
[00:09:10.640 --> 00:09:14.720]  對抗另外一個
[00:09:14.720 --> 00:09:16.720]  但是聖經裏面告訴我們說
[00:09:16.720 --> 00:09:19.360]  凡事不可怎麼樣
[00:09:19.360 --> 00:09:23.840]  結黨
[00:09:23.840 --> 00:09:31.280]  我們沒有辦法去決定這個國家的政治的方式架構是什麼
[00:09:31.280 --> 00:09:34.480]  美國老大哥是民主的這個國家
[00:09:34.480 --> 00:09:38.240]  可以說是美國的民主是全世界的民主的先鋒
[00:09:38.240 --> 00:09:39.760]  對不對
[00:09:39.760 --> 00:09:42.800]  請問美國的民主多好
[00:09:42.800 --> 00:09:47.840]  真是好
[00:09:47.840 --> 00:09:50.240]  你看兩個黨
[00:09:50.240 --> 00:09:53.520]  有時候就是爲了一些的事情
[00:09:53.520 --> 00:09:56.400]  在那邊搞了半天
[00:09:56.400 --> 00:09:58.160]  是不是
[00:09:58.160 --> 00:10:00.400]  堅持不下
[00:10:00.400 --> 00:10:02.000]  強行表決
[00:10:02.000 --> 00:10:03.200]  今天我讓你過了
[00:10:03.200 --> 00:10:05.840]  下次我一定把你搬回來
[00:10:05.840 --> 00:10:14.160]  unfortunately今天不知不覺這一種觀念也影響着教會
[00:10:14.160 --> 00:10:16.480]  但是現在你回到聖經裏面來看
[00:10:16.480 --> 00:10:25.040]  聖經從來沒有說它的教會要民主的
[00:10:25.040 --> 00:10:26.080]  我常講
[00:10:26.080 --> 00:10:31.680]  起四路的一個教會叫老底家教會是不是
[00:10:31.680 --> 00:10:35.120]  老底家教會喜歡就是你喜歡做老底家教會嗎
[00:10:35.120 --> 00:10:38.960]  不喜歡老底家是什麼意思呢
[00:10:38.960 --> 00:10:43.440]  老底家就是人民做主
[00:10:43.440 --> 00:10:48.160]  這個字希臘文
[00:10:48.160 --> 00:10:50.240]  前頭說明你看見一件事情
[00:10:50.240 --> 00:10:54.000]  聖經要我們看見的是誰做主
[00:10:54.000 --> 00:10:55.600]  誰做主
[00:10:55.600 --> 00:10:58.800]  神
[00:10:58.800 --> 00:11:01.920]  但教會今天爲什麼不能夠讓神做主
[00:11:01.920 --> 00:11:04.800]  變成要民主了
[00:11:04.800 --> 00:11:07.120]  因爲不尋求神的旨意
[00:11:07.120 --> 00:11:09.360]  因爲不認識神
[00:11:09.360 --> 00:11:12.640]  因爲對神的話不明白
[00:11:12.640 --> 00:11:14.800]  太難了
[00:11:14.800 --> 00:11:17.440]  教會要做什麼事情
[00:11:17.440 --> 00:11:20.880]  神的心是什麼
[00:11:20.880 --> 00:11:22.880]  這個太難知道了
[00:11:22.880 --> 00:11:24.560]  比較容易是什麼
[00:11:24.560 --> 00:11:26.720]  你覺得怎麼樣
[00:11:26.720 --> 00:11:28.480]  你覺得怎麼樣
[00:11:28.480 --> 00:11:30.320]  你覺得怎麼樣
[00:11:30.320 --> 00:11:32.320]  大家覺得都好
[00:11:32.320 --> 00:11:34.880]  Let's do it
[00:11:34.880 --> 00:11:37.440]  是不是
[00:11:37.440 --> 00:11:39.200]  前頭說明
[00:11:39.200 --> 00:11:41.040]  在聖經上告訴我們說
[00:11:41.040 --> 00:11:43.840]  凡事不可結黨
[00:11:43.840 --> 00:11:46.160]  舊約裏面你可以看見可拉黨
[00:11:46.160 --> 00:11:48.960]  當他們起來攻擊摩西和亞倫的時候
[00:11:48.960 --> 00:11:52.320]  在民俗記第16章
[00:11:52.320 --> 00:11:53.440]  可拉黨
[00:11:53.440 --> 00:11:55.360]  在聖經裏面出現了黨派
[00:11:55.360 --> 00:11:59.440]  舊約裏面講到可拉黨
[00:11:59.440 --> 00:12:03.280]  他們爲什麼攻擊摩西亞倫
[00:12:03.280 --> 00:12:04.800]  驕傲
[00:12:04.800 --> 00:12:06.080]  嫉妒
[00:12:06.080 --> 00:12:09.440]  上帝只跟你們說話嗎
[00:12:09.440 --> 00:12:12.880]  上帝也跟我們說話
[00:12:12.880 --> 00:12:14.800]  結果他們就起來攻擊
[00:12:14.800 --> 00:12:18.640]  上帝所設立的僕人摩西亞倫
[00:12:18.640 --> 00:12:24.000]  最後結果怎麼樣
[00:12:24.000 --> 00:12:26.720]  結果地裂開
[00:12:26.720 --> 00:12:29.360]  整個可拉黨怎麼樣
[00:12:29.360 --> 00:12:34.240]  被地吞滅了
[00:12:34.240 --> 00:12:36.880]  新約裏面各地都教誨
[00:12:36.880 --> 00:12:39.600]  保羅也是責備
[00:12:39.600 --> 00:12:42.800]  他說你們說你是屬什麼
[00:12:42.800 --> 00:12:44.720]  基法基法就是彼得
[00:12:44.720 --> 00:12:47.040]  你們說你們是屬
[00:12:47.040 --> 00:12:49.600]  還有什麼亞託羅的
[00:12:49.600 --> 00:12:50.720]  還有呢
[00:12:50.720 --> 00:12:53.440]  你們還說屬保羅的
[00:12:53.440 --> 00:12:55.760]  保羅應該很高興
[00:12:55.760 --> 00:12:59.440]  凌涼堂還有屬保羅的
[00:12:59.440 --> 00:13:01.920]  千秋姊妹
[00:13:01.920 --> 00:13:05.440]  教會可不可以這樣分
[00:13:05.440 --> 00:13:08.640]  你是屬葛木斯的
[00:13:08.640 --> 00:13:15.120]  還是屬
[00:13:15.120 --> 00:13:18.320]  還是屬哪個摩斯的
[00:13:18.320 --> 00:13:20.080]  千秋姊妹
[00:13:20.080 --> 00:13:21.600]  什麼時候
[00:13:21.600 --> 00:13:24.800]  教會有這一種的傾向的時候
[00:13:24.800 --> 00:13:30.560]  就在結黨
[00:13:30.560 --> 00:13:32.320]  我這個意思不是說
[00:13:32.320 --> 00:13:34.400]  弟兄姊妹們不要跟牧師同心
[00:13:34.400 --> 00:13:37.840]  懂這意思嗎
[00:13:37.840 --> 00:13:41.200]  保羅提到一件事情
[00:13:41.200 --> 00:13:42.800]  在教會的裏面
[00:13:42.800 --> 00:13:45.520]  他勉勵是菲律賓的教會
[00:13:45.520 --> 00:13:51.440]  凡事都不要結黨
[00:13:51.440 --> 00:13:53.200]  在家庭裏面也是
[00:13:53.200 --> 00:13:55.600]  家庭裏面會不會結黨
[00:13:55.600 --> 00:13:57.120]  會不會
[00:13:57.120 --> 00:13:58.320]  我跟你講
[00:13:58.320 --> 00:14:02.640]  只要有人的地方就有結黨的可能性
[00:14:02.640 --> 00:14:04.160]  在家裏面
[00:14:04.160 --> 00:14:06.960]  一個黨叫做爸爸黨
[00:14:06.960 --> 00:14:09.520]  另外一個黨叫媽媽黨
[00:14:09.520 --> 00:14:10.880]  如果再加上祖父祖母
[00:14:10.880 --> 00:14:12.640]  那更精彩了
[00:14:12.640 --> 00:14:14.960]  還有祖父黨祖母黨
[00:14:14.960 --> 00:14:18.480]  外祖父外祖母呢
[00:14:18.480 --> 00:14:25.600]  對不起
[00:14:25.600 --> 00:14:30.400]  所以中國的一胎化
[00:14:30.400 --> 00:14:30.960]  你想想看
[00:14:30.960 --> 00:14:33.120]  爸爸媽媽
[00:14:33.120 --> 00:14:34.400]  祖父祖母
[00:14:34.400 --> 00:14:35.760]  還有呢
[00:14:35.760 --> 00:14:37.280]  外公外婆
[00:14:37.280 --> 00:14:40.720]  六個人要得一個孩子
[00:14:40.720 --> 00:14:44.240]  這票很重要
[00:14:44.240 --> 00:14:45.280]  千秋姊妹
[00:14:45.280 --> 00:14:46.080]  你做父母親人
[00:14:46.080 --> 00:14:48.320]  有沒有這種經驗
[00:14:48.320 --> 00:14:51.040]  有時候在家庭的裏面是不是
[00:14:51.040 --> 00:14:57.520]  爸爸跟孩子們私下時候講說
[00:14:57.520 --> 00:14:58.560]  我告訴你
[00:14:58.560 --> 00:14:59.920]  你媽媽
[00:14:59.920 --> 00:15:04.960]  你們不要聽她的
[00:15:04.960 --> 00:15:07.760]  聽我的
[00:15:07.760 --> 00:15:10.240]  她告訴你們要去讀什麼
[00:15:10.240 --> 00:15:12.560]  就說無所謂了
[00:15:12.560 --> 00:15:13.920]  只要有興趣就好了
[00:15:13.920 --> 00:15:15.680]  不一定要在乎什麼
[00:15:15.680 --> 00:15:18.720]  什麼長春屯不長春屯
[00:15:18.720 --> 00:15:21.280]  爸爸人生經驗這麼多
[00:15:21.280 --> 00:15:22.560]  聽我的
[00:15:22.560 --> 00:15:26.720]  一定要上長春屯
[00:15:26.720 --> 00:15:30.160]  請問小孩子去聽哪一個
[00:15:30.160 --> 00:15:31.680]  諸如此類很多事情
[00:15:31.680 --> 00:15:33.280]  大事小事都可能
[00:15:33.280 --> 00:15:36.640]  父母親是不是
[00:15:36.640 --> 00:15:52.640]  謝謝
[00:15:52.640 --> 00:16:03.680]  聽旁邊說凡事不要結黨
[00:16:03.680 --> 00:16:04.320]  在家裏面
[00:16:04.320 --> 00:16:08.240]  很多時候夫妻不同意見
[00:16:08.240 --> 00:16:09.600]  這可是可以說很正常
[00:16:09.600 --> 00:16:11.680]  是不是
[00:16:11.680 --> 00:16:14.400]  那有時候這就是自私
[00:16:14.400 --> 00:16:17.360]  因爲我們覺得我對
[00:16:17.360 --> 00:16:24.000]  所以呢太太不聽我的怎麼辦
[00:16:24.000 --> 00:16:28.480]  涼拌太太不聽我的
[00:16:28.480 --> 00:16:32.400]  去拉攏三個女兒
[00:16:32.400 --> 00:16:39.200]  四票對一票
[00:16:39.200 --> 00:16:42.560]  我跟你講小孩子也會很清楚
[00:16:42.560 --> 00:16:45.200]  今天要做這件事情
[00:16:45.200 --> 00:16:46.880]  爸爸絕對不會同意
[00:16:46.880 --> 00:16:48.480]  找誰
[00:16:48.480 --> 00:16:50.480]  找媽媽
[00:16:50.480 --> 00:16:53.040]  屢試不爽
[00:16:53.040 --> 00:16:54.720]  以後你就會發現
[00:16:54.720 --> 00:16:56.160]  孩子看得很清楚
[00:16:56.160 --> 00:16:57.840]  在某些事情上面
[00:16:57.840 --> 00:17:00.000]  我要參加爸爸黨
[00:17:00.000 --> 00:17:01.760]  在某些事上面
[00:17:01.760 --> 00:17:03.280]  我是媽媽黨
[00:17:03.280 --> 00:17:03.920]  有沒有
[00:17:03.920 --> 00:17:09.040]  所以一個家就分來分去了
[00:17:09.040 --> 00:17:10.320]  親愛的同志們
[00:17:10.320 --> 00:17:11.360]  保羅提醒我們
[00:17:11.360 --> 00:17:18.080]  第一件事情不要結黨
[00:17:18.080 --> 00:17:23.520]  第二個
[00:17:23.520 --> 00:17:25.360]  第二個
[00:17:25.360 --> 00:17:28.640]  保羅說不可貪圖虛浮的榮耀
[00:17:28.640 --> 00:17:30.800]  只要存心謙卑
[00:17:30.800 --> 00:17:34.160]  個人看別人比自己強
[00:17:34.160 --> 00:17:38.720]  所以第二個就是不貪圖虛榮
[00:17:38.720 --> 00:17:41.840]  不貪圖虛榮其實虛榮
[00:17:41.840 --> 00:17:45.440]  虛榮這個原文的意思
[00:17:45.440 --> 00:17:49.920]  其實可以把它翻成是自負
[00:17:49.920 --> 00:17:51.120]  自負是什麼
[00:17:51.120 --> 00:17:53.600]  簡單的說就是驕傲
[00:17:53.600 --> 00:17:54.640]  好勝
[00:17:54.640 --> 00:17:56.560]  自負
[00:17:56.560 --> 00:17:57.840]  因此保羅在這裏說
[00:17:57.840 --> 00:18:00.240]  不貪圖虛榮
[00:18:00.240 --> 00:18:02.000]  其實他就簡單的說
[00:18:02.000 --> 00:18:03.040]  他就是在講說
[00:18:03.040 --> 00:18:05.280]  不要自負
[00:18:05.280 --> 00:18:08.400]  不要驕傲
[00:18:08.400 --> 00:18:09.920]  那麼講到這裏的時候
[00:18:09.920 --> 00:18:11.600]  他接着講另外一遍
[00:18:11.600 --> 00:18:12.560]  不要驕傲
[00:18:12.560 --> 00:18:15.120]  只要什麼
[00:18:15.120 --> 00:18:17.920]  只要存心謙卑
[00:18:17.920 --> 00:18:19.600]  不驕傲
[00:18:19.600 --> 00:18:21.440]  存心謙卑
[00:18:21.440 --> 00:18:25.520]  驕傲跟謙卑是一個
[00:18:25.520 --> 00:18:29.440]  是兩個相反的事情
[00:18:29.440 --> 00:18:31.280]  有一本書我不知道
[00:18:31.280 --> 00:18:32.800]  有沒有弟兄姐妹看過
[00:18:32.800 --> 00:18:35.120]  叫做《孝法基督》
[00:18:35.120 --> 00:18:37.280]  Imitation of Christ
[00:18:37.280 --> 00:18:40.320]  這是一本很老的書
[00:18:40.320 --> 00:18:47.840]  這是湯姆斯肯培
[00:18:47.840 --> 00:18:50.640]  他所寫的這本書
[00:18:50.640 --> 00:18:51.760]  那麼這一本書
[00:18:51.760 --> 00:18:54.400]  是一本非常好的一本書
[00:18:54.400 --> 00:18:56.240]  是一本靈脩的書
[00:18:56.240 --> 00:18:59.440]  鼓勵靈命晉升的
[00:18:59.440 --> 00:19:01.280]  在這本書裏面
[00:19:01.280 --> 00:19:03.840]  它一共有三章
[00:19:03.840 --> 00:19:08.960]  都講到有關謙卑的問題
[00:19:08.960 --> 00:19:11.280]  第二章它的標題就是
[00:19:11.280 --> 00:19:16.000]  對自己蠻有謙卑的看法
[00:19:16.000 --> 00:19:18.320]  它說我們天性都有求之慾
[00:19:18.320 --> 00:19:20.240]  但是沒有尊重神
[00:19:20.240 --> 00:19:23.440]  知識有何價值呢
[00:19:23.440 --> 00:19:26.240]  最平凡的一個侍奉神的人
[00:19:26.240 --> 00:19:33.040]  更甚過一個自負不凡的哲學家
[00:19:33.040 --> 00:19:35.280]  它說你若真正的認識自己
[00:19:35.280 --> 00:19:36.400]  你必定會看見
[00:19:36.400 --> 00:19:38.080]  你自己實際上
[00:19:38.080 --> 00:19:44.880]  實在沒有什麼值得誇耀的
[00:19:44.880 --> 00:19:48.320]  在它第六章講到驕傲和謙卑
[00:19:48.320 --> 00:19:49.840]  它講說
[00:19:49.840 --> 00:19:51.680]  它說不要誇耀你的財富
[00:19:51.680 --> 00:19:53.520]  如果有一些的話
[00:19:53.520 --> 00:19:56.160]  也不要因你的朋友有私利而誇耀
[00:19:56.160 --> 00:19:57.920]  人若誇耀就應當誇耀
[00:19:57.920 --> 00:19:59.760]  認識我的神
[00:19:59.760 --> 00:20:01.040]  他把一切給你
[00:20:01.040 --> 00:20:04.080]  甚至他把自己都給了你
[00:20:04.080 --> 00:20:06.320]  不要爲你的身材魁梧
[00:20:06.320 --> 00:20:08.400]  體格賤美而自誇
[00:20:08.400 --> 00:20:10.400]  小病也會把你變形
[00:20:10.400 --> 00:20:12.720]  使你的身體受到毀損
[00:20:12.720 --> 00:20:18.240]  這是我這三個禮拜深深的感覺
[00:20:18.240 --> 00:20:22.080]  懂怎麼樣
[00:20:22.080 --> 00:20:25.040]  你再怎麼樣子fit
[00:20:25.040 --> 00:20:27.840]  你再怎麼樣子身材好
[00:20:27.840 --> 00:20:30.560]  你再怎麼樣健康
[00:20:30.560 --> 00:20:34.640]  人家都說你是無敵鐵金剛
[00:20:34.640 --> 00:20:39.760]  一個感冒就可以叫你趴在地上
[00:20:39.760 --> 00:20:42.320]  是不是
[00:20:42.320 --> 00:20:51.280]  一次的感冒就可以叫你失身三個禮拜
[00:20:51.280 --> 00:20:57.040]  那個咳嗽咳到
[00:20:57.040 --> 00:20:58.960]  我覺得旁邊人聽到我咳他
[00:20:58.960 --> 00:21:06.400]  他大概跟着我也會很想咳
[00:21:06.400 --> 00:21:09.840]  它說不要爲你天然的才智和才概而自誇
[00:21:09.840 --> 00:21:12.080]  那樣你就得不着神的喜悅
[00:21:12.080 --> 00:21:16.880]  因爲你天然所有的一切的東西都是它賜給你的
[00:21:16.880 --> 00:21:19.760]  要堅決的否認你自己比別人強
[00:21:19.760 --> 00:21:23.600]  這種高傲思想在那見差人心的層看來
[00:21:23.600 --> 00:21:28.720]  你要被認爲比他們都不如
[00:21:28.720 --> 00:21:30.000]  最後他說
[00:21:30.000 --> 00:21:33.360]  謙卑的人常想安寧
[00:21:33.360 --> 00:21:43.200]  驕傲就使人心中藏存怒氣與嫉妒
[00:21:43.200 --> 00:21:46.160]  有一次有一個烏龜
[00:21:46.160 --> 00:21:50.640]  他看到老鷹在天上飛
[00:21:50.640 --> 00:21:53.360]  他心中非常的羨慕
[00:21:53.360 --> 00:21:54.640]  他就跟老鷹說了
[00:21:54.640 --> 00:22:03.600]  他說鷹大哥好不好你帶我到天上飛
[00:22:03.600 --> 00:22:11.600]  烏龜就去找了一根木杆
[00:22:11.600 --> 00:22:13.840]  他就叼着那個杆子
[00:22:13.840 --> 00:22:15.520]  他說鷹大哥我告訴你
[00:22:15.520 --> 00:22:22.800]  你就抓着我的這根杆子
[00:22:22.800 --> 00:22:25.360]  我就抓住另外一端
[00:22:25.360 --> 00:22:31.760]  然後我就跟着你就可以翱翔這個天下
[00:22:31.760 --> 00:22:39.440]  鷹大哥聽了他成人之美就帶着他飛上天
[00:22:39.440 --> 00:22:44.560]  烏龜在天上飛來飛去
[00:22:44.560 --> 00:22:47.120]  突然有另外一隻鳥就來問他
[00:22:47.120 --> 00:22:55.440]  他說烏龜小弟你怎麼會飛
[00:22:55.440 --> 00:22:58.640]  這個idea是從哪裏來的
[00:22:58.640 --> 00:23:07.600]  這個烏龜一聽馬上得意忘形說是我
[00:23:07.600 --> 00:23:12.720]  摔死了
[00:23:12.720 --> 00:23:18.880]  什麼呀驕傲是最後死的罪有人這樣說
[00:23:18.880 --> 00:23:21.680]  你說我什麼都不如人
[00:23:21.680 --> 00:23:24.240]  就是這一點
[00:23:24.240 --> 00:23:30.640]  那就是你的驕傲
[00:23:30.640 --> 00:23:32.960]  有一位音樂家
[00:23:32.960 --> 00:23:37.600]  這次我們到德國的萊比西的時候
[00:23:37.600 --> 00:23:46.560]  我們去參觀了他在那個教堂
[00:23:46.560 --> 00:23:53.200]  等於是像我們今天講做師班長指揮
[00:23:53.200 --> 00:24:00.000]  那麼巴哈在這個地方我們都去參觀他寫的譜這些東西
[00:24:00.000 --> 00:24:07.280]  你知道巴哈他做了上千首的樂曲
