
[00:00:00.000 --> 00:00:02.000]  大英智媒,平安!父親節快樂!
[00:01:55.000 --> 00:01:59.000]  但一開始的時候都不要忽略
[00:01:59.000 --> 00:02:02.000]  其實他有一個字叫做所以
[00:02:02.000 --> 00:02:05.000]  所以其實意思是一個連接詞
[00:02:05.000 --> 00:02:09.000]  是承接之前說的東西
[00:02:09.000 --> 00:02:11.000]  之前說什麼呢
[00:02:11.000 --> 00:02:14.000]  如果你記得上一次在菲律賓書第一章的時候
[00:02:14.000 --> 00:02:21.000]  講到保羅其實是分享他自己在監獄裡坐牢的時候
[00:02:21.000 --> 00:02:25.000]  可以這樣說他的心路歷程
[00:02:25.000 --> 00:02:30.000]  他雖然坐牢外看是被人抓了
[00:02:30.000 --> 00:02:33.000]  也是很沒有自由
[00:02:33.000 --> 00:02:36.000]  但他的心靈是很感受到釋放
[00:02:36.000 --> 00:02:39.000]  即使是坐牢的時候他仍然有機會
[00:02:39.000 --> 00:02:42.000]  無論是自己傳福音也好
[00:02:42.000 --> 00:02:47.000]  或是去鼓勵身邊的基督徒分享福音的時候
[00:02:47.000 --> 00:02:52.000]  特別他去鼓勵身邊的基督徒分享福音的時候
[00:02:52.000 --> 00:02:54.000]  他的心也得到安慰
[00:02:54.000 --> 00:02:56.000]  也可以暢快
[00:02:56.000 --> 00:02:58.000]  其實在某個程度上
[00:02:58.000 --> 00:03:02.000]  這也是他自己感受到
[00:03:02.000 --> 00:03:07.000]  是一個在主裡面和信耶穌的人一起的團契
[00:03:07.000 --> 00:03:10.000]  所以在第二章的時候
[00:03:10.000 --> 00:03:12.000]  他就說「所以」
[00:03:12.000 --> 00:03:14.000]  因為似乎他分享了他自己
[00:03:14.000 --> 00:03:17.000]  怎樣在主裡面和其他的基督徒
[00:03:17.000 --> 00:03:20.000]  是彼此有相交一起團契
[00:03:20.000 --> 00:03:23.000]  他想繼續的勸勉
[00:03:23.000 --> 00:03:26.000]  菲律賓的基督徒這個團契
[00:03:26.000 --> 00:03:29.000]  不只是在他的圈子裡
[00:03:29.000 --> 00:03:32.000]  而是可以擴闊到教會生活
[00:03:32.000 --> 00:03:35.000]  特別是鼓勵到菲律賓教會的基督徒
[00:03:35.000 --> 00:03:42.000]  都是一起去參與這種在神裡面的團契生活
[00:03:42.000 --> 00:03:45.000]  這一種在神裡面的團契生活
[00:03:45.000 --> 00:03:48.000]  究竟是怎樣的呢?
[00:03:48.000 --> 00:03:51.000]  其實在這一年做了幾個訪問
[00:03:51.000 --> 00:03:54.000]  其實這幾個訪問就講出了
[00:03:54.000 --> 00:03:59.000]  在團契生活當中幾個重要的元素
[00:03:59.000 --> 00:04:01.000]  第一個元素
[00:04:01.000 --> 00:04:03.000]  他就說在基督裡若有什麼勸勉
[00:04:03.000 --> 00:04:06.000]  其實第一個元素當然就是勸勉
[00:04:06.000 --> 00:04:11.000]  在團契生活或者在基督徒聚在一起的時候
[00:04:11.000 --> 00:04:18.000]  當然是有很開心、聯誼、聚餐、吃東西
[00:04:18.000 --> 00:04:24.000]  似乎可能是團契的一個不可或缺的元素
[00:04:24.000 --> 00:04:26.000]  可以這樣說
[00:04:26.000 --> 00:04:29.000]  現在當然有COVID-19的時候
[00:04:29.000 --> 00:04:33.000]  團契吃東西就少了很多甚至停了很久
[00:04:33.000 --> 00:04:37.000]  但是可能在很多基督徒的印象之中
[00:04:37.000 --> 00:04:39.000]  去團契就是去吃東西
[00:04:39.000 --> 00:04:42.000]  去團契就是去見朋友聊聊天
[00:04:42.000 --> 00:04:47.000]  很溫馨相聚
[00:04:47.000 --> 00:04:52.000]  我很記得有一個弟兄
[00:04:52.000 --> 00:04:57.000]  他分享他去團契一路在教會成長長大的時候
[00:04:57.000 --> 00:04:59.000]  他說在團契當中
[00:04:59.000 --> 00:05:02.000]  以前從中學一路信耶穌
[00:05:02.000 --> 00:05:04.000]  去團契習以為常
[00:05:04.000 --> 00:05:06.000]  習慣性了
[00:05:06.000 --> 00:05:10.000]  但是到了後來他越來越大
[00:05:10.000 --> 00:05:16.000]  工作、家庭就越來越忙了
[00:05:16.000 --> 00:05:18.000]  他就分享
[00:05:18.000 --> 00:05:25.000]  他說我現在其實都不是很有動力去團契
[00:05:25.000 --> 00:05:27.000]  我就問為什麼呢
[00:05:27.000 --> 00:05:30.000]  因為他一路從小在教會成長大
[00:05:30.000 --> 00:05:33.000]  團契的朋友都是從小認識到大
[00:05:33.000 --> 00:05:35.000]  就是老朋友
[00:05:35.000 --> 00:05:37.000]  他說正正就是因為這樣
[00:05:37.000 --> 00:05:39.000]  我現在沒有什麼動力去團契
[00:05:39.000 --> 00:05:40.000]  為什麼呢
[00:05:40.000 --> 00:05:42.000]  他說去到團契
[00:05:42.000 --> 00:05:44.000]  很多時候見到一些舊朋友
[00:05:44.000 --> 00:05:46.000]  雖然是溫馨一輪
[00:05:46.000 --> 00:05:48.000]  但是很多時候都是飲飲食食
[00:05:48.000 --> 00:05:50.000]  我現在很忙的
[00:05:50.000 --> 00:05:53.000]  你知道去到某一個年紀
[00:05:53.000 --> 00:05:56.000]  特別是剛剛出來工作、結婚
[00:05:56.000 --> 00:05:58.000]  家庭有小孩小的時候
[00:05:58.000 --> 00:06:01.000]  他說有很多事情等著我做
[00:06:01.000 --> 00:06:02.000]  這些飲飲食食
[00:06:02.000 --> 00:06:05.000]  我自己其實在我自己來說
[00:06:05.000 --> 00:06:09.000]  是排得很低的就是那個優先次序
[00:06:09.000 --> 00:06:11.000]  我很多東西都等著睡覺
[00:06:11.000 --> 00:06:12.000]  都不夠時間睡
[00:06:12.000 --> 00:06:13.000]  還飲飲食食這麼多
[00:06:13.000 --> 00:06:18.000]  沒有什麼動力
[00:06:18.000 --> 00:06:21.000]  當我去聽他這樣說的時候
[00:06:21.000 --> 00:06:24.000]  都有一種反省
[00:06:24.000 --> 00:06:26.000]  究竟什麼叫做真實的團契生活呢
[00:06:26.000 --> 00:06:29.000]  除了很溫馨的感覺
[00:06:29.000 --> 00:06:37.000]  除了一班老朋友志同道合的相聚
[00:06:37.000 --> 00:06:39.000]  我相信這裡說出了第一個元素
[00:06:39.000 --> 00:06:42.000]  在基督裡面又有什麼勸勉
[00:06:42.000 --> 00:06:45.000]  在一班基督徒聚在一起團契
[00:06:45.000 --> 00:06:50.000]  其中一個很重要的元素就是勸勉
[00:06:50.000 --> 00:06:54.000]  勸勉的意思就是彼此是會得到鼓勵的
[00:06:54.000 --> 00:06:58.000]  當然那種鼓勵是各方面的
[00:06:58.000 --> 00:07:01.000]  可能你現在可能已經很累了
[00:07:01.000 --> 00:07:06.000]  無論是生活或者是信仰
[00:07:06.000 --> 00:07:13.000]  在團契當中給到你是有鼓勵的
[00:07:13.000 --> 00:07:15.000]  可能你已經覺得
[00:07:15.000 --> 00:07:23.000]  現在好像沒有了動力去追求
[00:07:23.000 --> 00:07:31.000]  或者在認識神那裡覺得很停滯不前
[00:07:31.000 --> 00:07:34.000]  團契的生活和大興之門相交的生活
[00:07:34.000 --> 00:07:36.000]  其中一個很重要的元素
[00:07:36.000 --> 00:07:40.000]  是彼此之中可以得到勸勉
[00:07:40.000 --> 00:07:42.000]  得到鼓勵
[00:07:42.000 --> 00:07:46.000]  那種鼓勵其實你不需要想像到
[00:07:46.000 --> 00:07:48.000]  一定是很嚴肅
[00:07:48.000 --> 00:07:50.000]  好像說教那樣
[00:07:50.000 --> 00:07:54.000]  一見到面就好像大家即時
[00:07:54.000 --> 00:08:00.000]  突然間一本正經嚴肅起來
[00:08:00.000 --> 00:08:01.000]  我們又不是的
[00:08:01.000 --> 00:08:03.000]  我們平時很輕鬆的
[00:08:03.000 --> 00:08:07.000]  所以好像不懂得怎樣鼓勵
[00:08:07.000 --> 00:08:10.000]  但其實不一定是這樣的
[00:08:10.000 --> 00:08:13.000]  鼓勵其中可能你都經歷過
[00:08:13.000 --> 00:08:18.000]  有時候你聽到別人在他的生命當中
[00:08:18.000 --> 00:08:27.000]  分享這個星期我靈修當中有什麼得著
[00:08:27.000 --> 00:08:33.000]  或者在他最近有什麼經歷當中
[00:08:33.000 --> 00:08:37.000]  經歷到神給他的教導或者帶領
[00:08:37.000 --> 00:08:40.000]  這些不需要一本正經說要說教
[00:08:40.000 --> 00:08:42.000]  去教導別人
[00:08:42.000 --> 00:08:44.000]  其實很多時候都未必是這樣
[00:08:44.000 --> 00:08:45.000]  真正的鼓勵
[00:08:45.000 --> 00:08:47.000]  真正的鼓勵很多時候
[00:08:47.000 --> 00:08:49.000]  其實你所得到的可能就是
[00:08:49.000 --> 00:08:51.000]  從一些活生生在你身邊的人
[00:08:51.000 --> 00:08:53.000]  你熟悉的人當中
[00:08:53.000 --> 00:08:57.000]  大家來分享神在他生命當中的作為
[00:08:57.000 --> 00:08:59.000]  和教導
[00:08:59.000 --> 00:09:03.000]  這個就是勸勉的意思
[00:09:03.000 --> 00:09:05.000]  當我們聚在一起的時候
[00:09:05.000 --> 00:09:10.000]  有沒有神在我們生命當中所做過的事
[00:09:10.000 --> 00:09:15.000]  神在我們行過的歷程當中留下的痕跡
[00:09:15.000 --> 00:09:17.000]  可以和別人分享
[00:09:17.000 --> 00:09:20.000]  這個就是勸勉
[00:09:20.000 --> 00:09:23.000]  所以在基督裡面有什麼勸勉
[00:09:23.000 --> 00:09:25.000]  這個是團結生活
[00:09:25.000 --> 00:09:29.000]  是一個很重要的元素
[00:09:29.000 --> 00:09:36.000]  第二個就是安慰
[00:09:36.000 --> 00:09:40.000]  安慰當然就更加比勸勉
[00:09:40.000 --> 00:09:45.000]  更加可能是遇到低沉的時候
[00:09:45.000 --> 00:09:46.000]  就需要安慰
[00:09:46.000 --> 00:09:47.000]  可能在勸勉的時候
[00:09:47.000 --> 00:09:49.000]  大家都未必是很低沉
[00:09:49.000 --> 00:09:52.000]  所以大家都有彼此勸勉
[00:09:52.000 --> 00:09:54.000]  但安慰特別是說到
[00:09:54.000 --> 00:09:59.000]  有時候有些大興姐妹是需要安慰的
[00:09:59.000 --> 00:10:01.000]  就是可能在她低沉的時候
[00:10:01.000 --> 00:10:04.000]  可能在她覺得氣餒的時候
[00:10:04.000 --> 00:10:08.000]  可能在她覺得灰心筋疲力盡的時候
[00:10:08.000 --> 00:10:12.000]  這個是團結生活第二個的元素
[00:10:12.000 --> 00:10:16.000]  就是在你見到大興姐妹聚在一起
[00:10:16.000 --> 00:10:18.000]  在我們團結生活當中
[00:10:18.000 --> 00:10:24.000]  你可以很自然地或者很舒服地
[00:10:24.000 --> 00:10:28.000]  有人會安慰你
[00:10:28.000 --> 00:10:31.000]  你亦都會安慰別人
[00:10:31.000 --> 00:10:34.000]  當然在這個安慰當中
[00:10:34.000 --> 00:10:40.000]  是有一個很重要的
[00:10:40.000 --> 00:10:43.000]  你會知道
[00:10:43.000 --> 00:10:44.000]  一個安慰的人
[00:10:44.000 --> 00:10:49.000]  一定是一個心靈敏感的人
[00:10:49.000 --> 00:10:51.000]  才懂得安慰別人
[00:10:51.000 --> 00:10:54.000]  有些人硬梆梆地說話
[00:10:54.000 --> 00:11:00.000]  很多時候都不理會別人的感受
[00:11:00.000 --> 00:11:02.000]  當然就很難安慰別人
[00:11:02.000 --> 00:11:05.000]  他想安慰你
[00:11:05.000 --> 00:11:11.000]  可能你感覺上被他訓斥了
[00:11:11.000 --> 00:11:12.000]  你都不知道
[00:11:12.000 --> 00:11:15.000]  當然是不行的
[00:11:15.000 --> 00:11:17.000]  所以一個安慰別人的人
[00:11:17.000 --> 00:11:20.000]  一定是一個敏感的人
[00:11:20.000 --> 00:11:23.000]  而一個怎樣可以在團結生活當中
[00:11:23.000 --> 00:11:27.000]  我們學習去安慰別人
[00:11:27.000 --> 00:11:29.000]  其實我們亦都是學習
[00:11:29.000 --> 00:11:33.000]  去敏感別人的需要
[00:11:33.000 --> 00:11:35.000]  對不對
[00:11:35.000 --> 00:11:37.000]  有時候
[00:11:37.000 --> 00:11:42.000]  我都不覺得身邊有些什麼人需要安慰
[00:11:42.000 --> 00:11:44.000]  可能是的
[00:11:44.000 --> 00:11:46.000]  但亦都有另一個可能
[00:11:46.000 --> 00:11:50.000]  可能根本我們都沒有留意過
[00:11:50.000 --> 00:11:54.000]  有些什麼人是低沉
[00:11:54.000 --> 00:11:58.000]  你看到大家都很開心
[00:11:58.000 --> 00:11:59.000]  吃吃喝喝的時候
[00:11:59.000 --> 00:12:01.000]  就已經自己很沉迷其中
[00:12:01.000 --> 00:12:03.000]  享受其中的時候
[00:12:03.000 --> 00:12:04.000]  你當然就不會留意到
[00:12:04.000 --> 00:12:05.000]  原來有一個人
[00:12:05.000 --> 00:12:07.000]  沒什麼胃口吃東西
[00:12:07.000 --> 00:12:09.000]  或者坐在一旁不說話
[00:12:09.000 --> 00:12:11.000]  那你當然就不會安慰他
[00:12:11.000 --> 00:12:13.000]  你可能還高談闊論地
[00:12:13.000 --> 00:12:15.000]  今天這些東西在哪裡買的
[00:12:15.000 --> 00:12:17.000]  在哪裡這麼好吃
[00:12:17.000 --> 00:12:18.000]  可能聽到
[00:12:18.000 --> 00:12:20.000]  不單止得不到安慰
[00:12:20.000 --> 00:12:22.000]  還會回頭團結
[00:12:22.000 --> 00:12:23.000]  原來大家都很開心
[00:12:23.000 --> 00:12:25.000]  只有我一個沒有胃口吃東西
[00:12:25.000 --> 00:12:27.000]  你明白嗎
[00:12:27.000 --> 00:12:31.000]  是需要一個心靈上的敏銳
[00:12:31.000 --> 00:12:34.000]  是需要一個心靈上的敏銳
[00:12:34.000 --> 00:12:36.000]  而這一種敏感
[00:12:36.000 --> 00:12:41.000]  是我們彼此需要去學習的
[00:12:41.000 --> 00:12:43.000]  這個敏感可能
[00:12:43.000 --> 00:12:47.000]  有時候我們一個人兩個人
[00:12:47.000 --> 00:12:49.000]  是會有疏忽的
[00:12:49.000 --> 00:12:50.000]  是吧
[00:12:50.000 --> 00:12:52.000]  但就是我疏忽了
[00:12:52.000 --> 00:12:54.000]  可能第二個人會補償的
[00:12:54.000 --> 00:12:55.000]  是吧
[00:12:55.000 --> 00:12:56.000]  即是你不能夠全靠
[00:12:56.000 --> 00:12:58.000]  一次次都只有一個團體當中
[00:12:58.000 --> 00:13:01.000]  只有一個人去安慰別人
[00:13:01.000 --> 00:13:03.000]  那亦都不行的
[00:13:03.000 --> 00:13:05.000]  你說我不懂得安慰
[00:13:05.000 --> 00:13:08.000]  每次我們團體就有一個安慰大師
[00:13:08.000 --> 00:13:11.000]  只是他去安慰而已
[00:13:11.000 --> 00:13:13.000]  這樣都不行的
[00:13:13.000 --> 00:13:16.000]  其實坦白說都不太行的
[00:13:16.000 --> 00:13:18.000]  你明白我的意思嗎
[00:13:18.000 --> 00:13:20.000]  即使他可能很敏感
[00:13:20.000 --> 00:13:22.000]  但可能他都會有疏忽的
[00:13:22.000 --> 00:13:24.000]  是吧
[00:13:24.000 --> 00:13:26.000]  同樣都一樣
[00:13:26.000 --> 00:13:28.000]  有時候可能安慰人的人
[00:13:28.000 --> 00:13:29.000]  他都可能需要人安慰的
[00:13:29.000 --> 00:13:31.000]  是吧
[00:13:31.000 --> 00:13:33.000]  所以在團體生活當中
[00:13:33.000 --> 00:13:36.000]  其實是一個團體
[00:13:36.000 --> 00:13:41.000]  彼此都是學習
[00:13:41.000 --> 00:13:45.000]  可以對於有需要的人的敏銳
[00:13:45.000 --> 00:13:47.000]  以至到我們可以成為一個
[00:13:47.000 --> 00:13:49.000]  彼此都得到安慰的群體
[00:13:49.000 --> 00:13:51.000]  是吧
[00:13:51.000 --> 00:13:53.000]  這一點就是
[00:13:53.000 --> 00:13:54.000]  在團體生活當中
[00:13:54.000 --> 00:13:56.000]  第二個很重要的元素
[00:13:56.000 --> 00:13:58.000]  第三個在團體生活當中
[00:13:58.000 --> 00:14:00.000]  重要的元素
[00:14:00.000 --> 00:14:04.000]  就是在聖靈當中的「交通」
[00:14:04.000 --> 00:14:06.000]  這個「交通」這個字
[00:14:06.000 --> 00:14:09.000]  當然也是可能在教會
[00:14:09.000 --> 00:14:13.000]  或者基督徒的圈子當中才說的
[00:14:13.000 --> 00:14:15.000]  即是平時我們說的「交通」
[00:14:15.000 --> 00:14:17.000]  你就知道說「traffic」
[00:14:17.000 --> 00:14:20.000]  那些「交通」當然不是我們所說的
[00:14:20.000 --> 00:14:23.000]  這個「交通」其實來說
[00:14:23.000 --> 00:14:25.000]  是彼此有交流的
[00:14:25.000 --> 00:14:27.000]  在信仰上面
[00:14:27.000 --> 00:14:32.000]  我們彼此是可以有「交流」
[00:14:32.000 --> 00:14:34.000]  這裡特別說到
[00:14:34.000 --> 00:14:37.000]  那個是聖靈當中的「交通」
[00:14:37.000 --> 00:14:38.000]  聖靈當中的「交通」
[00:14:38.000 --> 00:14:39.000]  即是我們坦白說
[00:14:39.000 --> 00:14:41.000]  可能我們有很多「交流」的
[00:14:41.000 --> 00:14:42.000]  我們「交流」說
[00:14:42.000 --> 00:14:45.000]  哪裡有「抵嘢買」
[00:14:45.000 --> 00:14:47.000]  哪裡有「好嘢食」
[00:14:47.000 --> 00:14:50.000]  哪裡哪一年
[00:14:50.000 --> 00:14:52.000]  如果有些人喜歡喝紅酒
[00:14:52.000 --> 00:14:54.000]  哪一年紅酒好喝
[00:14:54.000 --> 00:14:55.000]  諸如此類
[00:14:55.000 --> 00:14:57.000]  有很多「交流」
[00:14:57.000 --> 00:15:00.000]  但是這個聖靈裡面的「交通」
[00:15:00.000 --> 00:15:02.000]  就是在信仰的當中
[00:15:02.000 --> 00:15:07.000]  我們彼此在神裡面一起「交流」
[00:15:07.000 --> 00:15:09.000]  在信仰的當中
[00:15:09.000 --> 00:15:13.000]  我們彼此在神裡面一起「交流」
[00:15:13.000 --> 00:15:15.000]  那你知道這個「交流」
[00:15:15.000 --> 00:15:18.000]  就是有來有往才算是「交流」
[00:15:18.000 --> 00:15:22.000]  有些人說我只是聽話而已
[00:15:22.000 --> 00:15:25.000]  不排除其實有時候
[00:15:25.000 --> 00:15:27.000]  事實上真的是這樣的
[00:15:27.000 --> 00:15:28.000]  神造人的那個不同
[00:15:28.000 --> 00:15:34.000]  有些人可能是主動點說話
[00:15:34.000 --> 00:15:37.000]  有些人是少點說話
[00:15:37.000 --> 00:15:38.000]  是不是
[00:15:38.000 --> 00:15:40.000]  這個真的是
[00:15:40.000 --> 00:15:41.000]  每個人都是這樣的
[00:15:41.000 --> 00:15:43.000]  十隻手指都有長短的
[00:15:43.000 --> 00:15:45.000]  但是就是說
[00:15:45.000 --> 00:15:47.000]  我們雖然都是這樣
[00:15:47.000 --> 00:15:49.000]  但是不會永遠的
[00:15:49.000 --> 00:15:50.000]  你明白嗎
[00:15:50.000 --> 00:15:52.000]  即使那個幾不喜歡說話的時候
[00:15:52.000 --> 00:15:55.000]  他不會永遠都是這樣的
[00:15:55.000 --> 00:15:56.000]  始終都有些情況
[00:15:56.000 --> 00:16:00.000]  他都有他的分享的
[00:16:00.000 --> 00:16:02.000]  也有很多東西說的人
[00:16:02.000 --> 00:16:04.000]  也要留一些機會給別人
[00:16:04.000 --> 00:16:06.000]  有些人可能要
[00:16:06.000 --> 00:16:08.000]  可能你要給他五分鐘
[00:16:08.000 --> 00:16:10.000]  他才可以說話的時候
[00:16:10.000 --> 00:16:12.000]  你就不要等了三分鐘之後就搶著說
[00:16:12.000 --> 00:16:13.000]  是不是
[00:16:13.000 --> 00:16:14.000]  那他永遠都說不了
[00:16:14.000 --> 00:16:16.000]  因為他要組織五分鐘的
[00:16:16.000 --> 00:16:17.000]  是不是
[00:16:17.000 --> 00:16:20.000]  這個大家要
[00:16:20.000 --> 00:16:23.000]  在那個團契生活的當中
[00:16:23.000 --> 00:16:26.000]  是需要摸索和學習的
[00:16:26.000 --> 00:16:28.000]  是需要摸索和學習的
[00:16:28.000 --> 00:16:33.000]  其實是需要建立那個默契的
[00:16:33.000 --> 00:16:36.000]  大家可以有交流的
[00:16:36.000 --> 00:16:38.000]  不是單向的
[00:16:38.000 --> 00:16:41.000]  譬如現在你聽到就是單向的
[00:16:41.000 --> 00:16:42.000]  是不是
[00:16:42.000 --> 00:16:47.000]  但是在團契裡希望我們是能夠交流的
[00:16:47.000 --> 00:16:48.000]  多話說的那些
[00:16:48.000 --> 00:16:50.000]  可能是要留一些時間給小話說的
[00:16:50.000 --> 00:16:52.000]  小話說的那些可能也都
[00:16:52.000 --> 00:16:54.000]  在當中被鼓勵可以
[00:16:54.000 --> 00:16:57.000]  他都有他的經歷上面可以分享
[00:16:57.000 --> 00:16:58.000]  是不是
[00:16:58.000 --> 00:16:59.000]  好
[00:16:59.000 --> 00:17:03.000]  接著就是慈悲憐憫
[00:17:03.000 --> 00:17:05.000]  慈悲憐憫是講到
[00:17:05.000 --> 00:17:09.000]  大家是有了共同的契合之後
[00:17:09.000 --> 00:17:13.000]  那種感同身受那種的
[00:17:13.000 --> 00:17:17.000]  好像心心相連那種
[00:17:17.000 --> 00:17:20.000]  即是保羅用的例子就是
[00:17:20.000 --> 00:17:22.000]  一個肢體受苦
[00:17:22.000 --> 00:17:24.000]  即是身體裡面一個肢體受苦
[00:17:24.000 --> 00:17:26.000]  全身都受苦
[00:17:26.000 --> 00:17:27.000]  那你明白什麼意思了
[00:17:27.000 --> 00:17:28.000]  是不是
[00:17:28.000 --> 00:17:30.000]  譬如你剛剛煮食切東西
[00:17:30.000 --> 00:17:32.000]  切損了手指
[00:17:32.000 --> 00:17:33.000]  你切損了手指
[00:17:33.000 --> 00:17:35.000]  不是說只是手指痛的
[00:17:35.000 --> 00:17:36.000]  是不是
[00:17:36.000 --> 00:17:37.000]  怎樣
[00:17:37.000 --> 00:17:39.000]  你叫痛你不是說哎呀
[00:17:39.000 --> 00:17:40.000]  最壞的就是手指
[00:17:40.000 --> 00:17:41.000]  手指經常吵吵鬧鬧
[00:17:41.000 --> 00:17:42.000]  經常都叫痛
[00:17:42.000 --> 00:17:43.000]  是不是
[00:17:43.000 --> 00:17:44.000]  當然不是
[00:17:44.000 --> 00:17:45.000]  你經常都痛的
[00:17:45.000 --> 00:17:46.000]  是不是
[00:17:46.000 --> 00:17:47.000]  你牙痛都是
[00:17:47.000 --> 00:17:49.000]  你不是說最壞的就是牙
[00:17:49.000 --> 00:17:51.000]  經常都叫痛
[00:17:51.000 --> 00:17:52.000]  是不是
[00:17:52.000 --> 00:17:53.000]  沒有了症
[00:17:53.000 --> 00:17:55.000]  但是你知道牙痛根本就不是
[00:17:55.000 --> 00:17:56.000]  經常牙痛
[00:17:56.000 --> 00:17:57.000]  整個人都會痛
[00:17:57.000 --> 00:17:58.000]  同樣的一樣
[00:17:58.000 --> 00:18:00.000]  慈悲憐憫是講到
[00:18:00.000 --> 00:18:01.000]  在一個團體生活當中
[00:18:01.000 --> 00:18:03.000]  建立了一種的默契
[00:18:03.000 --> 00:18:06.000]  大家是有那種牽掛
[00:18:06.000 --> 00:18:09.000]  還有感受的
[00:18:09.000 --> 00:18:11.000]  其中一個團友
[00:18:11.000 --> 00:18:15.000]  他是傷心的
[00:18:15.000 --> 00:18:16.000]  其中一個團友
[00:18:16.000 --> 00:18:20.000]  是有些事情是很掛心
[00:18:20.000 --> 00:18:22.000]  很放不下的
[00:18:22.000 --> 00:18:25.000]  其他的人都為他一起祈禱
[00:18:25.000 --> 00:18:29.000]  好像將他的擔心
[00:18:29.000 --> 00:18:32.000]  彼此來承擔
[00:18:32.000 --> 00:18:35.000]  這個就是慈悲憐憫的意思
[00:18:35.000 --> 00:18:38.000]  真正的團體生活
[00:18:38.000 --> 00:18:42.000]  其實這四個是很重要的元素
[00:18:42.000 --> 00:18:46.000]  沒有了這些元素
[00:18:46.000 --> 00:18:48.000]  很容易我們留於
[00:18:48.000 --> 00:18:50.000]  只是一個感情上
[00:18:50.000 --> 00:18:53.000]  或者志趣相投的
[00:18:53.000 --> 00:18:59.000]  老朋友交往的一種模式
[00:18:59.000 --> 00:19:01.000]  但是這個不是真實
[00:19:01.000 --> 00:19:04.000]  在基督裡面的團體那種
[00:19:04.000 --> 00:19:08.000]  所帶來的影響力是很少的
[00:19:08.000 --> 00:19:10.000]  你明白我什麼意思嗎
[00:19:10.000 --> 00:19:12.000]  因為如果你想像一下
[00:19:12.000 --> 00:19:15.000]  你有這些元素
[00:19:15.000 --> 00:19:17.000]  團體才是真實發揮到
[00:19:17.000 --> 00:19:20.000]  可以互相有影響到
[00:19:20.000 --> 00:19:23.000]  對方一起成長的
[00:19:23.000 --> 00:19:24.000]  相反來說
[00:19:24.000 --> 00:19:26.000]  如果沒有這些元素
[00:19:26.000 --> 00:19:29.000]  你見十年聚十年
[00:19:29.000 --> 00:19:37.000]  大交裡面那種對彼此的影響
[00:19:37.000 --> 00:19:43.000]  影響成長的互相抵賴的功效
[00:19:43.000 --> 00:19:46.000]  是做不到出來的
[00:19:46.000 --> 00:19:48.000]  所以我們是需要
[00:19:48.000 --> 00:19:51.000]  有一種這樣的團契
[00:19:51.000 --> 00:19:56.000]  當你這樣聽完之後
[00:19:56.000 --> 00:19:57.000]  你就問
[00:19:57.000 --> 00:20:02.000]  以上的團契怎樣可以達成呢
[00:20:02.000 --> 00:20:04.000]  或者有什麼關鍵可以做到呢
