
[00:00:00.000 --> 00:00:04.000]  多謝施班獻唱了一首感人的詩歌
[00:02:14.000 --> 00:02:21.000]  引證了以塞亞書在主前至少在三世紀之前已經存在
[00:02:21.000 --> 00:02:23.000]  為什麼這個發現這麼重要呢?
[00:02:23.000 --> 00:02:27.000]  因為那時候曾經有人對以塞亞書有一個批評
[00:02:27.000 --> 00:02:30.000]  說它是事後孔明的著作
[00:02:30.000 --> 00:02:32.000]  是耶穌出生之後才寫的
[00:02:32.000 --> 00:02:34.000]  所以裡面講到的僕人
[00:02:34.000 --> 00:02:36.000]  關於耶穌的事全部都是這麼真實
[00:02:36.000 --> 00:02:38.000]  就是因為這個原因
[00:02:38.000 --> 00:02:41.000]  但是這個死海古卷的發現
[00:02:41.000 --> 00:02:47.000]  讓我們知道原來很早已經有了這個經卷
[00:02:47.000 --> 00:02:50.000]  這個小木桶
[00:02:50.000 --> 00:02:57.000]  在歷史裡面是一個小人物還是一個大人物呢?
[00:02:57.000 --> 00:02:59.000]  如果我們轉換對象
[00:02:59.000 --> 00:03:02.000]  去問一下舊約時代的以色列人
[00:03:02.000 --> 00:03:05.000]  究竟他們想做小人物還是大人物呢?
[00:03:05.000 --> 00:03:10.000]  你猜他們會有什麼答案呢?
[00:03:10.000 --> 00:03:11.000]  我就會覺得
[00:03:11.000 --> 00:03:14.000]  看看你是問哪個時代的以色列人
[00:03:14.000 --> 00:03:16.000]  如果你是問大衛時代
[00:03:16.000 --> 00:03:17.000]  索羅門時期
[00:03:17.000 --> 00:03:19.000]  很輝煌時期的以色列人的話
[00:03:19.000 --> 00:03:22.000]  你猜他們會有什麼答案呢?
[00:03:22.000 --> 00:03:23.000]  小人物
[00:03:23.000 --> 00:03:25.000]  因為國泰民安
[00:03:25.000 --> 00:03:27.000]  無憂無求
[00:03:27.000 --> 00:03:29.000]  做個小人物就夠了
[00:03:29.000 --> 00:03:31.000]  但如果你問
[00:03:31.000 --> 00:03:32.000]  葛珀家亡
[00:03:32.000 --> 00:03:33.000]  秘魯時期的以色列人
[00:03:33.000 --> 00:03:35.000]  你猜他們會有什麼答案呢?
[00:03:35.000 --> 00:03:37.000]  一起說好不好?
[00:03:37.000 --> 00:03:39.000]  大人物
[00:03:39.000 --> 00:03:40.000]  因為葛珀家亡
[00:03:40.000 --> 00:03:42.000]  如果我能夠做一個大人物
[00:03:42.000 --> 00:03:44.000]  我就可以扭轉歷史
[00:03:44.000 --> 00:03:46.000]  改變命運
[00:03:46.000 --> 00:03:48.000]  能夠重建家園
[00:03:48.000 --> 00:03:51.000]  重建國土
[00:03:51.000 --> 00:03:53.000]  大家明白以色列人的感受嗎?
[00:03:53.000 --> 00:03:55.000]  如果你明白的話
[00:03:55.000 --> 00:03:56.000]  你就會捉到
[00:03:56.000 --> 00:03:58.000]  《倚賽亞書》第二部份
[00:03:58.000 --> 00:04:03.000]  40到66章裡面的訊息
[00:04:03.000 --> 00:04:05.000]  我們試試去看一看
[00:04:05.000 --> 00:04:08.000]  這個這麼大的段落的開頭和結束
[00:04:08.000 --> 00:04:09.000]  我們打開
[00:04:09.000 --> 00:04:13.000]  《倚賽亞書》第40章的第一節
[00:04:13.000 --> 00:04:15.000]  其實當時
[00:04:15.000 --> 00:04:17.000]  40章的第一節
[00:04:17.000 --> 00:04:20.000]  在1058頁
[00:04:20.000 --> 00:04:22.000]  其實當時的讀者
[00:04:22.000 --> 00:04:24.000]  那群以色列人
[00:04:24.000 --> 00:04:26.000]  整個以色列的北面
[00:04:26.000 --> 00:04:29.000]  北國已經亡了
[00:04:29.000 --> 00:04:31.000]  南面的南國
[00:04:31.000 --> 00:04:33.000]  就將近亡
[00:04:33.000 --> 00:04:36.000]  甚至可能已經秘魯了
[00:04:36.000 --> 00:04:39.000]  這個就是當時的背景
[00:04:39.000 --> 00:04:42.000]  我們看第40章的第一節說什麼
[00:04:42.000 --> 00:04:46.000]  我們一起讀第一和第二節
[00:04:46.000 --> 00:04:48.000]  你們的神說
[00:04:48.000 --> 00:04:50.000]  你們要安慰
[00:04:50.000 --> 00:04:53.000]  要安慰我的子民
[00:04:53.000 --> 00:04:57.000]  你們要向耶路撒冷說慈愛的話
[00:04:57.000 --> 00:04:59.000]  又要向他宣告
[00:04:59.000 --> 00:05:02.000]  他們的苦難已經滿足了
[00:05:02.000 --> 00:05:05.000]  他們的罪孽已經完成了
[00:05:05.000 --> 00:05:08.000]  他們因著自己的一切罪
[00:05:08.000 --> 00:05:11.000]  已經從耀華的手裡
[00:05:11.000 --> 00:05:14.000]  受到過重的刑罰
[00:05:14.000 --> 00:05:20.000]  神很想他們要領受安慰的話
[00:05:20.000 --> 00:05:22.000]  神說什麼安慰的話
[00:05:22.000 --> 00:05:25.000]  神說他們所受的苦難
[00:05:25.000 --> 00:05:27.000]  亡國的苦難
[00:05:27.000 --> 00:05:30.000]  他們因為自己的犯罪
[00:05:30.000 --> 00:05:32.000]  所受的懲罰已經夠了
[00:05:32.000 --> 00:05:35.000]  那是不是已經有曙光
[00:05:35.000 --> 00:05:36.000]  他們可以復過
[00:05:36.000 --> 00:05:38.000]  他們可以重建家園
[00:05:38.000 --> 00:05:41.000]  我們飛到第66章的尾聲
[00:05:41.000 --> 00:05:44.000]  第66章的22節
[00:05:44.000 --> 00:05:46.000]  1105頁
[00:05:46.000 --> 00:05:53.000]  第66章的22節
[00:05:53.000 --> 00:05:58.000]  我們一起讀
[00:05:58.000 --> 00:06:00.000]  第22節
[00:06:00.000 --> 00:06:02.000]  耶和華說
[00:06:02.000 --> 00:06:05.000]  我所要做的生天生地
[00:06:05.000 --> 00:06:09.000]  怎樣在我面前流傳
[00:06:09.000 --> 00:06:13.000]  你們的後裔和你們的名字
[00:06:13.000 --> 00:06:16.000]  也必怎樣長傳
[00:06:16.000 --> 00:06:21.000]  耶和華這位神說了什麼安慰的話
[00:06:21.000 --> 00:06:24.000]  他說我會做生天生地
[00:06:24.000 --> 00:06:27.000]  你在那裡不會再滅亡
[00:06:27.000 --> 00:06:30.000]  很有盼望
[00:06:30.000 --> 00:06:32.000]  大家明白嗎
[00:06:32.000 --> 00:06:34.000]  40到66章的頭尾
[00:06:34.000 --> 00:06:37.000]  在說安慰的話
[00:06:37.000 --> 00:06:39.000]  中間說什麼呢
[00:06:39.000 --> 00:06:41.000]  中間有什麼安慰的話
[00:06:41.000 --> 00:06:46.000]  裡面穿插了四首很出名的僕人之歌
[00:06:46.000 --> 00:06:49.000]  我們在之前的崇拜
[00:06:49.000 --> 00:06:51.000]  說了大部分
[00:06:51.000 --> 00:06:54.000]  我們今天先速覽一下
[00:06:54.000 --> 00:06:59.000]  首三首僕人之歌的第一節
[00:06:59.000 --> 00:07:04.000]  我們揭開第42篇
[00:07:04.000 --> 00:07:07.000]  42章的第一節
[00:07:07.000 --> 00:07:09.000]  1063頁
[00:07:09.000 --> 00:07:17.000]  第一首僕人之歌
[00:07:17.000 --> 00:07:20.000]  42章的第一節的開始
[00:07:20.000 --> 00:07:23.000]  我們一起讀
[00:07:23.000 --> 00:07:27.000]  看,這是我的僕人,我扶持他
[00:07:27.000 --> 00:07:31.000]  我所揀選的,我的心喜悅他
[00:07:31.000 --> 00:07:34.000]  我已經把我的靈賜給他
[00:07:34.000 --> 00:07:38.000]  他必把功利帶給萬國
[00:07:38.000 --> 00:07:40.000]  當時的以色列人很期待
[00:07:40.000 --> 00:07:42.000]  神會怎樣幫他們
[00:07:42.000 --> 00:07:44.000]  會不會興起一位領袖
[00:07:44.000 --> 00:07:48.000]  可以重建家園,復國
[00:07:48.000 --> 00:07:52.000]  這裡所說的有一位僕人
[00:07:52.000 --> 00:07:55.000]  吳鵬飛就是他們所期待的那位大人物
[00:07:55.000 --> 00:07:59.000]  他說這個僕人是神所揀選扶持的
[00:07:59.000 --> 00:08:01.000]  是神所喜歡的
[00:08:01.000 --> 00:08:03.000]  他很特別
[00:08:03.000 --> 00:08:05.000]  他有神的力
[00:08:05.000 --> 00:08:06.000]  他很特別
[00:08:06.000 --> 00:08:09.000]  因為他能夠把公義傳給萬國
[00:08:09.000 --> 00:08:13.000]  以色列人看到就會覺得
[00:08:13.000 --> 00:08:16.000]  這個人物很厲害
[00:08:16.000 --> 00:08:21.000]  我們看第二首僕人之歌的第一節
[00:08:21.000 --> 00:08:24.000]  四十九章的第一節
[00:08:24.000 --> 00:08:29.000]  四十九章的第一節
[00:08:29.000 --> 00:08:31.000]  結稿一起讀
[00:08:31.000 --> 00:08:36.000]  中海島,你們要聽我的話
[00:08:36.000 --> 00:08:40.000]  遠方的萬族,你們要留心聽
[00:08:40.000 --> 00:08:44.000]  我在母胎的時候,耶和華就呼召了我
[00:08:44.000 --> 00:08:49.000]  我出母福的時候,祂就提了我的名
[00:08:49.000 --> 00:08:51.000]  這個僕人以第一身說
[00:08:51.000 --> 00:08:54.000]  祂對大家說,你們要聽我的話
[00:08:54.000 --> 00:08:58.000]  你們要聽我的話,我是神所揀選的
[00:08:58.000 --> 00:09:00.000]  以色列人看到這句話的時候
[00:09:00.000 --> 00:09:05.000]  這個僕人很有威勢
[00:09:05.000 --> 00:09:08.000]  再看第三首僕人之歌
[00:09:08.000 --> 00:09:12.000]  記載在五十章的第四節
[00:09:12.000 --> 00:09:13.000]  這是第一句
[00:09:17.000 --> 00:09:20.000]  五十章的第四節,我們一起讀
[00:09:20.000 --> 00:09:24.000]  主耶和華賜給了我一個受教者的舌頭
[00:09:24.000 --> 00:09:28.000]  使我知道怎樣用言語輔助疲乏的人
[00:09:28.000 --> 00:09:31.000]  主每天清晨喚醒我
[00:09:31.000 --> 00:09:35.000]  祂每天清晨喚醒我的耳朵
[00:09:35.000 --> 00:09:39.000]  使我能像受教者一樣靜停
[00:09:39.000 --> 00:09:41.000]  說到祂的能力
[00:09:41.000 --> 00:09:43.000]  這個僕人的能力是怎樣?
[00:09:43.000 --> 00:09:46.000]  神給了他一個受教者的舌頭
[00:09:46.000 --> 00:09:49.000]  使他能夠教導疲乏的人
[00:09:49.000 --> 00:09:52.000]  以色列人看到,我真的很疲乏
[00:09:52.000 --> 00:09:56.000]  我需要有人教導我重新學習耶和華的律法
[00:09:56.000 --> 00:10:01.000]  這個就是他們所期待的大人物
[00:10:01.000 --> 00:10:03.000]  但再看下去就有點古怪
[00:10:03.000 --> 00:10:04.000]  第六節
[00:10:04.000 --> 00:10:07.000]  其實上一次的崇拜講道已經說過
[00:10:07.000 --> 00:10:10.000]  第六節,我們一起讀下去
[00:10:10.000 --> 00:10:14.000]  我把我的背給打我的人打
[00:10:14.000 --> 00:10:19.000]  把我的腮黑吸拔我鬍鬚的人拔
[00:10:19.000 --> 00:10:25.000]  我並沒有掩面躲避人的羞辱和人的唾液
[00:10:25.000 --> 00:10:28.000]  簡單說,這個僕人被人欺負
[00:10:28.000 --> 00:10:31.000]  這個僕人被人欺負
[00:10:31.000 --> 00:10:33.000]  這些人就很奇怪
[00:10:33.000 --> 00:10:36.000]  這個明明就是他們所期待的一位人
[00:10:36.000 --> 00:10:39.000]  是很想能夠幫他們重建家園的
[00:10:39.000 --> 00:10:42.000]  為什麼這個僕人會被人欺負呢?
[00:10:42.000 --> 00:10:44.000]  為什麼呢?
[00:10:44.000 --> 00:10:49.000]  我們就要進入第四首《僕人之歌》
[00:10:49.000 --> 00:10:52.000]  大家明白以色列人的感受的時候
[00:10:52.000 --> 00:10:55.000]  我們就會明白他們有一個疑問
[00:10:55.000 --> 00:10:58.000]  我們再看第四首《僕人之歌》的時候
[00:10:58.000 --> 00:11:01.000]  我們嘗試去明白裡面的意思
[00:11:01.000 --> 00:11:04.000]  第四首是剛才讀經讀到的
[00:11:04.000 --> 00:11:09.000]  第一節是五十二章的十三節
[00:11:09.000 --> 00:11:12.000]  五十二章的十三節
[00:11:12.000 --> 00:11:19.000]  看到的話,我們一起讀第一十三節
[00:11:19.000 --> 00:11:23.000]  看哪,我的僕人必行事亨通
[00:11:23.000 --> 00:11:29.000]  他必受尊崇,被高舉,成為至高
[00:11:29.000 --> 00:11:32.000]  第四首《僕人之歌》開始就告訴我們
[00:11:32.000 --> 00:11:34.000]  他不是被人欺負
[00:11:34.000 --> 00:11:37.000]  他行事亨通的,會被尊崇,會被高舉
[00:11:37.000 --> 00:11:42.000]  行事亨通這個字的原文的意思是
[00:11:42.000 --> 00:11:47.000]  他能夠工作有成
[00:11:47.000 --> 00:11:50.000]  那就是他很成功
[00:11:50.000 --> 00:11:52.000]  而這個亨通的字
[00:11:52.000 --> 00:11:56.000]  在這個《僕人之歌》的尾聲又再次出現
[00:11:56.000 --> 00:11:58.000]  我們飛到這個尾聲
[00:11:58.000 --> 00:12:01.000]  就是五十三章的第十節
[00:12:01.000 --> 00:12:05.000]  五十三章的第十節最後一句這樣說
[00:12:05.000 --> 00:12:12.000]  「搖滑所喜悅的,必在他手中亨通」
[00:12:12.000 --> 00:12:14.000]  看到嗎?重複了亨通這個字
[00:12:14.000 --> 00:12:17.000]  就是說整個《僕人之歌》的頭和尾都在說
[00:12:17.000 --> 00:12:21.000]  這個僕人是很成功的
[00:12:21.000 --> 00:12:23.000]  那怎麼成功呢?
[00:12:23.000 --> 00:12:26.000]  我們就看看裡面很核心的部分
[00:12:26.000 --> 00:12:28.000]  五十三章
[00:12:28.000 --> 00:12:32.000]  其實五十三章的開始不是有一個小標題嗎?
[00:12:32.000 --> 00:12:34.000]  這個小標題說什麼呢?
[00:12:34.000 --> 00:12:36.000]  「受苦的僕人」
[00:12:36.000 --> 00:12:39.000]  我們很多時候看這段經文的時候
[00:12:39.000 --> 00:12:42.000]  我們就會留意這個僕人如何受苦
[00:12:42.000 --> 00:12:44.000]  然後我們就會解釋
[00:12:44.000 --> 00:12:48.000]  他如何應驗了後來新約的耶穌基督的新術
[00:12:48.000 --> 00:12:49.000]  然後我們就會說
[00:12:49.000 --> 00:12:53.000]  哇,這段經文很厲害,這個寓言很厲害
[00:12:53.000 --> 00:12:55.000]  但回想當時的耶穌教徒
[00:12:55.000 --> 00:12:58.000]  他們從來沒有經歷過耶穌的降生
[00:12:58.000 --> 00:13:01.000]  他們只能夠從經文去理解
[00:13:01.000 --> 00:13:04.000]  一開始說他們是很成功
[00:13:04.000 --> 00:13:06.000]  我們就要問
[00:13:06.000 --> 00:13:10.000]  我們就要問他們如何成功
[00:13:10.000 --> 00:13:12.000]  當我們這樣問的時候
[00:13:12.000 --> 00:13:16.000]  會不會顛覆了他們當時以色列人那種期望
[00:13:16.000 --> 00:13:18.000]  當我們這樣問的時候
[00:13:18.000 --> 00:13:22.000]  會不會同樣顛覆了我們對成功的一些看法呢?
[00:13:22.000 --> 00:13:25.000]  這個就是我們值得在當中留意的地方
[00:13:25.000 --> 00:13:29.000]  我們看五十三章的頭三節
[00:13:29.000 --> 00:13:32.000]  其實頭三節不需要讀完
[00:13:32.000 --> 00:13:36.000]  但裡面有一個最主要的內容
[00:13:36.000 --> 00:13:38.000]  講述了他們的一些背景
[00:13:38.000 --> 00:13:40.000]  他們很其貌不揚
[00:13:40.000 --> 00:13:42.000]  他們有什麼背景呢?
[00:13:42.000 --> 00:13:45.000]  我們就看其中的第二節
[00:13:45.000 --> 00:13:47.000]  第二節,我們一起讀
[00:13:59.000 --> 00:14:05.000]  他也沒有美貌,是我們被他吸引
[00:14:05.000 --> 00:14:08.000]  他的樣子好不好?
[00:14:08.000 --> 00:14:12.000]  或者俗語說,樣子不好
[00:14:12.000 --> 00:14:15.000]  他沒有一個美貌
[00:14:15.000 --> 00:14:17.000]  但這裡說什麼呢?
[00:14:17.000 --> 00:14:20.000]  他講到他的出身,他的根
[00:14:20.000 --> 00:14:22.000]  他的根好像什麼呢?
[00:14:22.000 --> 00:14:25.000]  他說他的根好像出於江巷之地
[00:14:25.000 --> 00:14:28.000]  那就是說他出身卑微
[00:14:28.000 --> 00:14:30.000]  剛才唱詩歌也有說過
[00:14:30.000 --> 00:14:32.000]  他出身馬俗
[00:14:32.000 --> 00:14:36.000]  但他怎樣形容這個出身呢?
[00:14:36.000 --> 00:14:38.000]  第二節的第一句
[00:14:38.000 --> 00:14:43.000]  他說他在耀華面前成長
[00:14:43.000 --> 00:14:46.000]  大家知道什麼叫成功嗎?
[00:14:46.000 --> 00:14:48.000]  有一句說話叫做什麼呢?
[00:14:48.000 --> 00:14:50.000]  贏在什麼呢?
[00:14:50.000 --> 00:14:52.000]  下一句是起跑線
[00:14:52.000 --> 00:14:54.000]  現在很多家長做什麼呢?
[00:14:54.000 --> 00:15:00.000]  很早就想小朋友發發脆脆學這個學那個
[00:15:00.000 --> 00:15:03.000]  文武全才那樣
[00:15:03.000 --> 00:15:07.000]  但我最近聽到一些情況
[00:15:07.000 --> 00:15:10.000]  甚至小到什麼年紀
[00:15:10.000 --> 00:15:12.000]  都會有情緒問題
[00:15:12.000 --> 00:15:14.000]  你猜到多小嗎?
[00:15:14.000 --> 00:15:20.000]  這些小朋友小到五歲都有情緒問題
[00:15:20.000 --> 00:15:23.000]  贏在起跑線
[00:15:23.000 --> 00:15:28.000]  是否真的幫到小朋友成功呢?
[00:15:28.000 --> 00:15:30.000]  大家知不知道現在的家長
[00:15:30.000 --> 00:15:34.000]  怎樣幫他們的子女
[00:15:34.000 --> 00:15:38.000]  入大學之前贏在起跑線呢?
[00:15:38.000 --> 00:15:42.000]  有整容的醫生就在說
[00:15:42.000 --> 00:15:46.000]  現在多了什麼客人呢?
[00:15:46.000 --> 00:15:50.000]  就是將要入大學的那班學生
[00:15:50.000 --> 00:15:53.000]  整容 為什麼呢?
[00:15:53.000 --> 00:15:55.000]  原來是父母送給他的禮物
[00:15:55.000 --> 00:15:58.000]  讓他入大學之前整理好樣貌
[00:15:58.000 --> 00:16:00.000]  幫他什麼呢?
[00:16:00.000 --> 00:16:02.000]  容易找到客人
[00:16:02.000 --> 00:16:04.000]  即是他的伴侶
[00:16:04.000 --> 00:16:07.000]  容易讓他找到工作
[00:16:07.000 --> 00:16:11.000]  這是不是一個正確的起跑線呢?
[00:16:11.000 --> 00:16:15.000]  我們看回這個僕人的時候
[00:16:15.000 --> 00:16:17.000]  他有沒有起跑線呢?
[00:16:17.000 --> 00:16:19.000]  他有的
[00:16:19.000 --> 00:16:24.000]  這個起跑線是耶和華在神裡面的成長
[00:16:24.000 --> 00:16:29.000]  我稱為上帝的起跑線
[00:16:29.000 --> 00:16:32.000]  當我們目者面對一些年紀較大
[00:16:32.000 --> 00:16:34.000]  而信主的弟兄姊妹的時候
[00:16:34.000 --> 00:16:36.000]  通常都會聽到一句話
[00:16:36.000 --> 00:16:42.000]  我早些信耶穌就好了
[00:16:42.000 --> 00:16:46.000]  你能不能很珍惜這個起跑線
[00:16:46.000 --> 00:16:49.000]  及早在神裡面好好追求成長
[00:16:49.000 --> 00:16:51.000]  不要蹉跎歲月
[00:16:51.000 --> 00:16:55.000]  好好珍惜你能有的起跑線
[00:16:55.000 --> 00:16:57.000]  將你的生命紮根在這裡
[00:16:57.000 --> 00:16:58.000]  在神裡面
[00:16:58.000 --> 00:17:03.000]  你緊不緊張你的兒女都能紮根在起跑線那裡呢?
[00:17:03.000 --> 00:17:07.000]  你相不相信這是一個成功的人
[00:17:07.000 --> 00:17:11.000]  一個最主要的根呢?
[00:17:11.000 --> 00:17:14.000]  我們再看第二段四到六節
[00:17:14.000 --> 00:17:16.000]  當我們看這一段的時候
[00:17:16.000 --> 00:17:20.000]  我們留意一下這個僕人受苦的原因
[00:17:20.000 --> 00:17:22.000]  我們讀完四到六節
[00:17:22.000 --> 00:17:26.000]  原來他擔當了我們的病患
[00:17:26.000 --> 00:17:29.000]  背負了我們的痛苦
[00:17:29.000 --> 00:17:32.000]  我們卻以為他受責打
[00:17:32.000 --> 00:17:35.000]  被上帝擊打和苦待了
[00:17:35.000 --> 00:17:39.000]  然而他只為了我們的過犯被刺透
[00:17:39.000 --> 00:17:43.000]  為了我們的罪孽被壓傷
[00:17:43.000 --> 00:17:48.000]  使我們得平安的懲罰加在他身上
[00:17:48.000 --> 00:17:50.000]  因他受了鞭傷
[00:17:50.000 --> 00:17:52.000]  我們才得醫治
[00:17:52.000 --> 00:17:56.000]  我們眾人都如羊走迷了路
[00:17:56.000 --> 00:17:58.000]  各人偏行幾路
[00:17:58.000 --> 00:18:06.000]  卻把我們眾人的罪孽都歸在他身上
[00:18:06.000 --> 00:18:10.000]  這個僕人為什麼會受苦呢?
[00:18:10.000 --> 00:18:15.000]  因為他承擔了我們的罪
[00:18:15.000 --> 00:18:19.000]  當時以色列人很想重建家園的時候
[00:18:19.000 --> 00:18:24.000]  他很期待這個僕人要處理什麼問題呢?
[00:18:24.000 --> 00:18:26.000]  就幫他們打仗
[00:18:26.000 --> 00:18:28.000]  拿回地圖
[00:18:28.000 --> 00:18:32.000]  但是這個僕人有沒有打仗呢?
[00:18:32.000 --> 00:18:35.000]  整段經文沒有提到戰爭
[00:18:35.000 --> 00:18:39.000]  整段經文只針對一個最核心人的問題
[00:18:39.000 --> 00:18:42.000]  那就是罪
[00:18:42.000 --> 00:18:45.000]  什麼叫成功呢?
[00:18:45.000 --> 00:18:55.000]  有一句話叫成功靠苦覺
[00:18:55.000 --> 00:18:57.000]  我至少都很明白這個道理
[00:18:57.000 --> 00:19:01.000]  因為我自私不是一個特別聰明的人
[00:19:01.000 --> 00:19:05.000]  但是我是一個非常勤力的學生
[00:19:05.000 --> 00:19:10.000]  但是一個很勤力的學生是否真的能幫助我成功呢?
[00:19:10.000 --> 00:19:11.000]  我記得我會考的時候
[00:19:11.000 --> 00:19:13.000]  我很努力預備考試
[00:19:13.000 --> 00:19:15.000]  但結果是怎樣呢?
[00:19:15.000 --> 00:19:17.000]  大家都知道答案吧?
[00:19:17.000 --> 00:19:18.000]  令我有失望
[00:19:18.000 --> 00:19:23.000]  因為我很有把握拿A的那些是拿不到的
[00:19:23.000 --> 00:19:31.000]  原來勤力是否真的能幫助我成功呢?
[00:19:31.000 --> 00:19:36.000]  後來過了幾年之後我能夠相信耶穌
[00:19:36.000 --> 00:19:38.000]  我相信耶穌的時候
[00:19:38.000 --> 00:19:40.000]  我就明白一個道理
[00:19:40.000 --> 00:19:42.000]  成功不是靠苦覺
[00:19:42.000 --> 00:19:46.000]  成功是靠富覺
[00:19:46.000 --> 00:19:47.000]  記得吧
[00:19:47.000 --> 00:19:50.000]  最近大專報道會都是用這個題目
[00:19:50.000 --> 00:19:53.000]  成功靠富是天賦過富
[00:19:53.000 --> 00:19:54.000]  靠富做什麼呢?
[00:19:54.000 --> 00:19:57.000]  靠富對付我們自己裡面的罪
[00:19:57.000 --> 00:19:59.000]  我當時作為一個學生
[00:19:59.000 --> 00:20:01.000]  我意識到我裡面有什麼罪呢?
[00:20:01.000 --> 00:20:04.000]  我知道我裡面有些驕傲
[00:20:04.000 --> 00:20:05.000]  我知道我裡面的驕傲
[00:20:05.000 --> 00:20:07.000]  我很想拿到更好的成績
[00:20:07.000 --> 00:20:08.000]  我很想威風給別人看
[00:20:08.000 --> 00:20:09.000]  我覺得自己是可以的
[00:20:09.000 --> 00:20:12.000]  覺得自己是行的
[00:20:12.000 --> 00:20:17.000]  我在神裡面好好對付這個驕傲的罪的時候
[00:20:17.000 --> 00:20:22.000]  我不再將成績放在一個最重要的位置
[00:20:22.000 --> 00:20:25.000]  結果你猜到成果是怎樣嗎?
[00:20:25.000 --> 00:20:30.000]  我之後的考試真的考得很好
[00:20:30.000 --> 00:20:31.000]  當然我不是最緊張的那件事
[00:20:31.000 --> 00:20:32.000]  不過我最緊張的是
[00:20:32.000 --> 00:20:34.000]  原來成功真的是靠富覺
[00:20:34.000 --> 00:20:36.000]  靠天賦好好對付我裡面的罪
[00:20:36.000 --> 00:20:38.000]  你信不信呢?
[00:20:38.000 --> 00:20:39.000]  你信不信呢?
[00:20:39.000 --> 00:20:41.000]  原來我們裡面有很多的罪
[00:20:41.000 --> 00:20:43.000]  正在破壞我們的生命
[00:20:43.000 --> 00:20:48.000]  影響我們做不到上帝想我們做的事
[00:20:48.000 --> 00:20:51.000]  我們再看最後一個重要的段落
[00:20:51.000 --> 00:20:53.000]  第七到九節
[00:20:53.000 --> 00:20:58.000]  七到九節說到這個僕人的死
[00:20:58.000 --> 00:21:00.000]  我們讀的時候留意一下
[00:21:00.000 --> 00:21:03.000]  這個僕人的死是一個被動的狀態
[00:21:03.000 --> 00:21:05.000]  還是一個主動的狀態
[00:21:05.000 --> 00:21:07.000]  我們一起讀第七到第九節
[00:21:07.000 --> 00:21:10.000]  他被虐待受痛苦的時候
[00:21:10.000 --> 00:21:12.000]  他並不開口
[00:21:12.000 --> 00:21:15.000]  他像羊羔被牽去屠宰
[00:21:15.000 --> 00:21:21.000]  又像羊在展羊毛的人面前直言無聲
[00:21:21.000 --> 00:21:24.000]  他也是這樣不開口
[00:21:24.000 --> 00:21:28.000]  他受拘禁和審判以後被帶走
[00:21:28.000 --> 00:21:31.000]  至於他那個世代的人中
[00:21:31.000 --> 00:21:37.000]  有誰想到從活人之地被剪除被擊打
[00:21:37.000 --> 00:21:40.000]  是因我子民的過犯呢?
[00:21:40.000 --> 00:21:44.000]  雖然他從來沒有行過強暴
[00:21:44.000 --> 00:21:47.000]  他的口裡也沒有鬼扎
[00:21:47.000 --> 00:21:52.000]  人還是使他與惡人同埋
