
[00:00:00.000 --> 00:00:07.000]  各位電視節目的朋友們,早安,很高興有這個時間來跟各位分享訊息。
[00:02:16.000 --> 00:02:42.000]  當然了,命定的原文有兩個意思,它第一個意思是說神的命令、吩咐,還有祂的指示,神怎麼命令你、怎麼吩咐你、怎麼指示你的。譬如說詩篇,七十一篇第三節,祂說:求你做我常駐的磐石,你已經命定要救我,因為你是我的岩石,我的山寨。
[00:02:42.000 --> 00:03:02.000]  另外有一個意思是說,上帝的計劃、藍圖,還有祂對你的目的。譬如說創世紀,四十一章第三十二節,祂說:至於法老兩回做夢,是因上帝命定的這事,而且必述述成就。
[00:03:02.000 --> 00:03:20.000]  當然我們也知道,箴言裡面祂說:人心籌算自己的道路,為耶和華引領祂的腳步。你籌算你的道路,那是你的命運,或者你的計劃,但是耶和華引領你的腳步,那是你的命定。
[00:03:20.000 --> 00:03:37.000]  或許我這麼說,如果你沒有走在你的命定之中,很可能你會有許多的壓迫,或者心裡面有很多的壓抑,或者會緊張,或者會許多許多的困困難難等等。
[00:03:37.000 --> 00:03:54.000]  但是當我們走上我們命定的時候,你會發現,這個一路神的帶領你,雖然有高山有低谷,雖然有困苦有患難,也是常有歡笑,而且神常有同在。感謝神,讚美神,哈雷洛揚。
[00:03:54.000 --> 00:04:16.000]  先知耶利密他說:除非主命定,誰能說成就成呢?所以這是神的命定。所以讓我們來學學,今天我們要講的是耶穌亞,Joshua,祂怎麼活出祂的命定。
[00:04:16.000 --> 00:04:38.000]  當然啦,耶穌亞不是要改變祂的命運,耶穌亞是活出神賦予祂的命定,讓我們低頭禱告,阿爸父我們感謝祢,我們讚美祢,祢是那又真又活的神,我們謝謝祢,因為我們真正是要來仰望祢,感謝祢,讚美祢。
[00:04:38.000 --> 00:05:00.000]  剛才我們念的使徒勳戰的事情,命定好了,甚至於聖經上說在你創世以前,神就已經為你定好了,所以人要尋求上帝,或者我們可以揣摩得知,而活出我們的命定來。
[00:05:00.000 --> 00:05:29.000]  到底要怎麼樣活出我們的命定呢?基本上就是我們要怎麼樣走我們的人生路,我們人生路一定有起點不是嗎?一定有一個開始,就是說我們要活出命定,你一定要有一個起頭,你一個開始,而這個也有可能會對於你有攔阻,就是要攔阻你不能夠達到你的命定,不能夠走上你的命定,並且會有一個過程。
[00:05:29.000 --> 00:05:51.000]  一個命定,神命定不是說你一天就達到了,而是說要有一個過程,而且也有關鍵,到底是什麼是你人生命定的關鍵,而你自己也會有一種特質,神也會在多方面來試煉,再試驗。
[00:05:51.000 --> 00:06:15.000]  好的,我說要用約書亞做例子,當然我也會講一些關於摩西,因為這兩個人常常是分不開的,我說我們要活出我們的命定,一定要有一個開始,譬如說摩西,那我要請問各位,摩西神賦予他的命定是什麼?
[00:06:15.000 --> 00:06:39.000]  我可以帶以色列人出埃及下礦岩,當然了,最終目的是希望帶以色列人入迦南平原,迦南美地,所以摩西他的命定,他活出命定,他的開始,他的起點是,用兩個字講,就是放手。
[00:06:39.000 --> 00:07:03.000]  怎麼叫放手呢?因為當摩西出生了幾個月的時候,那麼他的母親因為藏不住他了,就把他放在一個蒲草邊的籃子裡面,然後放到水裡面去,然後順流飄下去,所以就是他母親放手了。
[00:07:03.000 --> 00:07:29.000]  如果你想,摩西的母親看這個孩子這麼可愛,我就是捨不得他的話,摩西有沒有辦法活出他的命定來呢?就不容易了,因為他起點都沒有走上去,當他的母親願意放手的時候,這個飄在尼羅河就飄到法老王的後院去了,
[00:07:29.000 --> 00:07:47.000]  結果法老王的妹妹在尼羅河裡面洗澡、玩耍,就把這個捲起來了,所以給他取名叫摩西,是說我從水裡面把他拉上來了,這就是他活出他的命定的第一步。
[00:07:47.000 --> 00:08:06.000]  所以他成為了埃及王子,後來他又在米定曠野四十年,最後神召他出來,帶以色列人出埃及,所以這是他生命的命定,開始就是放手,或者是他活出命定的一個轉捩點。
[00:08:06.000 --> 00:08:31.000]  約蘇亞也是這個樣子,當他一路跟摩西出了埃及的時候,基本上是有四十年的時間,他跟著摩西一路在曠野裡面漂流、流蕩,終於來到約旦河畔的時候,摩西就死在那裡了。
[00:08:31.000 --> 00:08:47.000]  聖經上面說,摩西死了之後,耶和華小姨摩西的幫手任的兒子約蘇亞說,我的僕人摩西死了,現在你要起來和眾百姓過這約旦河。
[00:08:47.000 --> 00:09:06.000]  所以約蘇亞的命定的開始,是當摩西殺手的時候,如果說摩西不死的話,可能還是摩西當家作主,約蘇亞還是跟著他後面做跟班的,他就還是沒有活出他的命定來。
[00:09:06.000 --> 00:09:27.000]  但是當放手的時候,當我們殺手的時候,當我們願意把我們自己的事業,把我們的財富,甚至於我們的面子,或者是我們的教條主義,或者我們的傳統,或我們心裡面所嚮往的,或我們所追求的,當我們願意放下的時候,
[00:09:27.000 --> 00:09:38.000]  就好像摩西的媽媽願意把那麼一個寶貝的兒子放掉的時候,就好像摩西狠的心殺手西歸的時候,約蘇亞就要命定他要出來了。
[00:09:38.000 --> 00:09:51.000]  所以神跟他說,我的僕人摩西死了,現在你要起來,你要起來走上我為你所定的命定這條路上面去,過著約旦河去。
[00:09:51.000 --> 00:10:09.000]  所以他們才敢這麼樣剛強壯膽的扛著約貴,聖經上面說,約旦河的河水是高漲都溢過了河畔的時候,他們腳踏進約旦河裡面,水就斷開了。
[00:10:09.000 --> 00:10:23.000]  這是他們命定的開始。耶和華神跟摩西說,你當剛強壯膽,因為你必使著百姓承受那地為耶。
[00:10:23.000 --> 00:10:31.000]  在約蘇亞記第一章裡面,神連續講了三次,你當剛強壯膽,講了三次。
[00:10:31.000 --> 00:10:48.000]  所以我們就知道,在我們的生命中,你命定要有一個起點。你的命定的起點很可能是在你生命中最低潮的時候,然後忽然間踏上了你生命的命定。
[00:10:48.000 --> 00:10:59.000]  所以我們會說,人的盡頭就是神的起頭。當我們走上神的命定的時候,那就是神的起頭,我們就要活出不一樣的生命來了。
[00:10:59.000 --> 00:11:07.000]  哈雷路亞,或者我們說我們要放手,我們要殺手,我們要把這些都交到神的手上。
[00:11:07.000 --> 00:11:16.000]  所以我們會說,英文講說,Let go, let go,放手,讓神來做。這就是我們命定的開始。
[00:11:16.000 --> 00:11:27.000]  哈雷路亞,剛才我說了,我們如果死守都不放,這些榮華富貴財富等,你可能說我都沒有啊,我沒有死守啊。
[00:11:27.000 --> 00:11:39.000]  很可能你死守的就是你的面子,這個老面子就下不來,這口氣就吞不下去,所以你就一直沒有走上你的命定。
[00:11:39.000 --> 00:11:57.000]  因為當我們要走我們命定之路的時候,很可能罪孽過犯會攔住我們走上這條路。你可能是說,我們既然開始了,就順著勢走下去不就完了嗎?
[00:11:57.000 --> 00:12:17.000]  或者說,人的盡頭就是神的起頭不就好了嗎?但是我們肉體的軟弱,我們野木的情慾,我們今生的驕傲,常常讓我們沒有辦法在神為我們所設,所定的路上一路走下去。
[00:12:17.000 --> 00:12:33.000]  即使是我們有了一個開始,但是罪孽過犯常常會攔住我們。你知道嗎?摩西四十歲在宮中長大,是一個王子。
[00:12:33.000 --> 00:12:50.000]  然後他知道了他的命定,他知道了神要叫他帶老百姓出埃及,下礦也,下迦南,所以他就開始要開始做。
[00:12:50.000 --> 00:13:09.000]  所以他就常常照顧以色列百姓,或者是他有一次他台解人的糾紛,他有一次看到埃及的兵欺負打一個以色列人,結果他就救這個以色列人,勸把這個埃及人殺了。
[00:13:09.000 --> 00:13:24.000]  然後他又一次看到以色列人在那邊吵架或爭執,他說我們都是同胞,有什麼好吵?人家說你想殺我嗎?就像你殺那個埃及的兵一樣嗎?所以他犯了罪。
[00:13:24.000 --> 00:13:45.000]  你知道嗎?有的時候我們不能夠說這個神的命定要我做什麼,所以我就勇往直前,我就可以誰擋著我的路,我就把他除掉,誰幹什麼不能夠幫助我,我就跟他拼了等等,那我們就犯了罪了。
[00:13:45.000 --> 00:14:01.000]  所以摩西犯了罪了,他的命定就受到了攔阻,所以他就逃亡了,他逃到米店曠野,在那邊一住住了多久?四十年,放羊放了四十年。
[00:14:01.000 --> 00:14:15.000]  原來可以隨時命定會成就的事情,卻因為有了罪孽過犯,被攔阻了,一攔阻就是四十年。
[00:14:15.000 --> 00:14:29.000]  那麼約書亞也是一樣,約書亞到了迦南平原,他的第一仗就是耶利哥城的戰役,那個時候以色列數百萬其實是烏合之眾。
[00:14:29.000 --> 00:14:49.000]  老弱婦孺都有,而且從來沒有打過仗,沒有當過兵,而且都是一個什麼?奴隸心態,做了奴隸做了一輩子了,還沒有辦法自主,還沒有辦法說走出自己的路子來的時候。
[00:14:49.000 --> 00:15:07.000]  所以神就為他們打了第一仗,我們都知道這個耶利哥城的故事,所以我就不多講,但是不管怎樣,耶利哥這一仗打勝了,但是在打之前神就跟他說,所有都要滅盡,不可以拿。
[00:15:07.000 --> 00:15:32.000]  但是有人,一個叫雅干這個人,他取了當滅之物的時候,所以第二仗的時候,來到埃城的時候,約書亞想說這個城只有一個小的城,所以他也沒有禱告,也沒有求問神,他就普普通通派了幾個人去打,結果打輸了。
[00:15:32.000 --> 00:15:55.000]  您知道這一仗其實關係很大,因為耶利哥城打贏了,聖經上面說那個迦南平原的人心都消化了,就等於是說當以色列的大軍往前走的時候,所有的人都開始跑了。
[00:15:55.000 --> 00:16:06.000]  但是第二仗卻被埃城打敗了,聖經上面說以色列人的心都消化了,不敢打了,您知道嗎?
[00:16:06.000 --> 00:16:21.000]  約書亞來了神的面前,神跟他說你犯了罪,調查結果才知道雅干取了當滅之物,您知道雅干犯罪跟以色列犯罪跟約書亞犯罪又有什麼關係呢?
[00:16:21.000 --> 00:16:34.000]  所以中間就有一個很大的問題出來了,所以我們在教會裡面也是一樣,如果說一個人犯罪關我什麼事啊?又不是我犯罪,但是我們是一個群體。
[00:16:34.000 --> 00:16:53.000]  所以我們常常說一個人生病,肉體軟弱,我們都感覺到痛苦,一個人犯了罪,我們都要為他認罪悔改,我們都要為他來禱告,所以當雅干這麼做的時候,神的管教就到了,讓這一仗就打敗了。
[00:16:53.000 --> 00:17:06.000]  神說以色列人犯了罪,違背了我所吩咐他們的約,取了當滅的物,又偷竊又行詭詐,又把那當滅的放在他們的家具裡。
[00:17:06.000 --> 00:17:31.000]  所以我們要這麼記住在心裡面,我們走上這個我們命定的路,我們有了一個起頭,但是我們要注意,當我們如果不能夠保持聖潔,我們犯了罪的時候,我們這一路走來就是跌跌撞撞。
[00:17:31.000 --> 00:17:51.000]  你有許許多多神會要來管教你,我們一路走來都是艱辛的,而且神的管教就會加在我們身上,或者我們就要服在撒旦魔鬼的權勢之下。
[00:17:51.000 --> 00:18:07.000]  這是一個有的時候我們想不通的。我一心要為神服事,而且我把我自己獻給神了,有一個好的起點,為什麼我走這條路就一直都這麼不順呢?
[00:18:07.000 --> 00:18:26.000]  為什麼是神你到底要不要我呢?或者是神為什麼人家走了這條路,做起來就很順心,很得心應手,或者是做得很合成的心意,許多的榮耀,帶了許多人慶祝等,而且大有能力,大有恩賜。
[00:18:26.000 --> 00:18:40.000]  哦,原來是,或許我們有過犯,攔阻了我們,或者是我們沒有去耐心的等候。你知道我們人活在世界上不是只有你,對不對?
[00:18:40.000 --> 00:18:56.000]  我有的時候想到我自己也是一樣,兩三年前我來這裡就說,哎呀,我們這邊要買下來,隔壁也要買下來,不是我一個人,我一個人就好辦了,我只要有錢我就買下來了。
[00:18:56.000 --> 00:19:19.000]  但是,就算說神的命定是這個地方要給我們,隔壁也要給我們,或者是再過去那個空地我們也要買下來怎麼樣,但是這還牽涉到其他的人,還有神的時間,所以我們必須要等候,等候的過程是一個非常重要的。
[00:19:19.000 --> 00:19:41.000]  剛才說了,埃及出來的數百萬烏合之眾走在曠野裡面,都是為奴的百姓,而摩西他也不過最後出來的時候,他只不過是一個放了羊放了四十年,一個老先生,八十歲的一個人。
[00:19:41.000 --> 00:20:02.000]  而耶穌亞他也不過是一路是摩西的跟班,他的侍從,所以摩西當他逃離埃及的時候,他在米地放羊放了四十年,他等了四十年,神一直沒有叫他,為什麼?
[00:20:02.000 --> 00:20:18.000]  或許神有他的時間,我們不了解,但是神讓他等了四十年,當他等到他自己都已經覺得他這個人生已經走到盡頭的時候,神來找他。
[00:20:18.000 --> 00:20:44.000]  摩西跟神說,我笨口拙舌的人,你找我,我能做什麼呢?確實不錯,摩西做不了什麼。有的時候我也認為我能做什麼,但是再想一想看,你能做什麼,對神的國不能夠增加一分光榮,你不能夠做什麼,也對神的國不能夠減少一分光榮。
[00:20:44.000 --> 00:21:04.000]  神是偉大奇妙神,神還有千千萬萬的天使,他如果要這個事情做成,即使是我們不願意擺上我們的一份,神自然有辦法再找別的人,或者是神就派一群天使、天君來為你完成這個事情。
[00:21:04.000 --> 00:21:19.000]  所以,摩西當他說,我笨口拙舌,我什麼都不能的時候,我相信神在心裡面說,這就對了,你什麼都不能,你就靠我來為你來做,你就照我的方式來做。
[00:21:19.000 --> 00:21:40.000]  我跟你講,我們的命定,活出我們的命定,不是說我走我的人生路,是說神帶領、引領、陪伴我走我的人生路,這叫做我們的命定。所以他八十歲的時候就完全夠了,就好了,就熟了。
[00:21:40.000 --> 00:21:57.000]  耶穌也是一樣,不是嗎?聖經裡面有講到說,耶穌十多歲的時候,聖經上面說,耶穌的智慧和聲量,並神一人喜悅他的心,都一起增長。
[00:21:57.000 --> 00:22:13.000]  換句話說,耶穌夠格了,耶穌可以起來服事了,但是耶穌一直要等到三十歲,受了洗,他才出來,真正的為神來所用,為神來做事情。
[00:22:13.000 --> 00:22:33.000]  所以要有一個等候,是的,耶穌也一樣,摩西帶百姓出埃及夏礦岩的時候,大概三個月的時候,他們就來到西乃山,所以那叫做西乃山之約。
[00:22:33.000 --> 00:22:47.000]  神父是把摩西叫到西乃山上去,然後頒布了十戒,那個時候耶穌受命在山腳下面把守,不准有任何人靠近這個山,是不是?
[00:22:47.000 --> 00:23:00.000]  然後又過了大概一年的時間,他們來到迦底斯,來到迦底斯的時候,聖經上面說,摩西就拆開了十二個探子。
[00:23:00.000 --> 00:23:14.000]  這十二個探子從十二個支派選出來的,其中有一組是耶穌亞跟迦勒,他們這派出去,結果陸陸續續回來了。
[00:23:14.000 --> 00:23:30.000]  十個探子都說,哎喲,那邊的雅納人好高大啊,那邊的民好高大強壯啊,我們去那邊像大猛一樣,不可以去不可以去,去了就送死。
[00:23:30.000 --> 00:23:46.000]  耶穌亞跟迦勒回來說,哦,扛了一串葡萄好大,哇,那邊好棒哦,你看葡萄這麼大,我們進去得到那地方神的應許之地,結果這十個人要拿石頭砸他們,打他們。
[00:23:46.000 --> 00:24:05.000]  結果這麼一耽擱,耽擱了多久?三十八年了,是不是?三四十年前就應該可以進去了,但是或許神看到時間還沒有到。
[00:24:05.000 --> 00:24:22.000]  所以我們活出我們人生的命定,你要有一個等候的時間,哦,或許我自己也是一樣,我說我的命就是做工程師的命,但是我才發現我的命定是要做牧師的命定。
[00:24:22.000 --> 00:24:42.000]  我足足等了五十多年,今天我都六十七歲了,再來就要七十歲了,但是神會保守你,祂會帶領你,你多少年紀沒有關係,摩西八十歲神才來找他,是不是?
[00:24:42.000 --> 00:25:03.000]  耶穌亞出埃及的時候,你知道他幾歲嗎?那時候迦勒大概四十多歲,耶穌亞三十五歲,四十歲左右,所以當他們來到迦南平原的時候,迦勒已經八十五歲,耶穌亞八十歲左右,哈雷諾亞。
[00:25:03.000 --> 00:25:23.000]  所以也是如此,他們總共有七年的時間在迦南平原征戰,有一個高地,迦勒說,交給我去打。
[00:25:23.000 --> 00:25:35.000]  他說,我當初力量如何,我現在力量如何,所以他就是有這個心智,已經是一個八十五歲的老人了。
[00:25:35.000 --> 00:25:53.000]  所以我每次都喜歡說,神啊,你把那個高地交給我,我就是一個老迦勒,我願意來為你把那個高地打下來,到現在還沒打下來,我們再繼續努力。
[00:25:53.000 --> 00:26:10.000]  那個整個山頭,我相信有上千戶人家,少不了有好幾百家是中國人家,我都一心想要把這個地方,神你真的來用我,像一個老迦勒一樣,讓我能夠把這個高地為你打下來。
[00:26:10.000 --> 00:26:28.000]  所以這是一個等候的過程,十多年前我們教會剛成立的時候,我記得那個時候,師母常常喜歡禱告說,求神賜給我們十二家,謙卑聖福,愛神愛人,通曉真理,聖靈充滿。
[00:26:28.000 --> 00:26:50.000]  十二家,我們現在在這裡有幾家呢?謙卑聖福,愛神愛人,通曉真理,聖靈充滿。有幾家呢?我是講一家哦,我們這裡不少是一個翅膀在飛的,我是講一家哦。
[00:26:50.000 --> 00:27:13.000]  我們當初十多年前求十二家,到現在看看有沒有五六家。感謝神,我們繼續在等候,我們等到最恰當的時間,神就要讓我們開始,等候的時間就過了,走在神命定的路上,就要開始起跑了,開始要飛了。
[00:27:13.000 --> 00:27:32.000]  我們也克服了我們的罪孽過犯,我們也把攔阻除去了,但是有的時候我想說,還有一個關鍵我們一定要有,是一個權柄,你真的要活出你的命定,你要從神那邊,祂要授予你權柄。
[00:27:32.000 --> 00:27:55.000]  很明顯的,你記得嗎?耶穌對門徒說,天上地下所有的權柄都賜給我了,所以你們要去奉父子聖靈的名為他們施行,凡我所吩咐你們都要教訓他們遵守,我就必與你們同在,直到世間的末了。
[00:27:55.000 --> 00:28:09.000]  這是耶穌祂講的,祂說這個權柄都給我了,我也要給你們,所以我們已經是賦予了神要賜給我們的權柄,這是一個關鍵。
[00:28:09.000 --> 00:28:31.000]  摩西在八十歲,在荷列身上,神來找他,來呼召他的時候,摩西一直在推辭,他說我不信,我不能,我不配,我不足,但是神說你手上拿的是什麼,他說我拿的是一個杖子,放羊的杖子,他說這就是我的權柄。
[00:28:31.000 --> 00:28:51.000]  經上面說,神說你把它丟下去,它一丟下去,蛇就出來了,神說你去抓它,它一抓,杖子就出來了,所以我就常常喜歡說,當我們把神給我們的權柄放下去的時候,撒旦魔鬼就出來了。
[00:28:51.000 --> 00:29:19.000]  當我們憑著信心奉祖耶穌基督的名,我們去抓撒旦魔鬼的時候,權柄又再回到我們手上來了,摩西就只帶著這根放羊的杖子,他來到法老王的面前說,去,讓我的百姓去到曠野單單來侍奉祂,這是從神那邊來的權柄。
[00:29:19.000 --> 00:29:28.000]  約書亞也是一樣,他八十歲的時候見到意象,他受益權柄,他並且受差派。
[00:29:28.000 --> 00:29:50.000]  約書亞經第五章他們說,他說當約書亞靠近耶利哥城的時候,忽然,舉目觀看有一個人手裡拿著拔出來的刀,對面站立,約書亞就問他說,你是不是來幫我的?
[00:29:50.000 --> 00:30:16.000]  哦,好棒,我有的時候想說,我們教會,我相信我們都是走在神的命令之中,我們已經有了起點,我們都盡量,我們都努力的來克服我們的罪孽過犯,我們也都等候,耐心的等候,我們也神賦予我們權柄。
[00:30:16.000 --> 00:30:26.000]  現在,我說神啊,這個耶和華軍隊的元帥,你是不是來幫我們?
[00:30:26.000 --> 00:30:40.000]  當約書亞問這個人的時候,他說我是耶和華軍隊的元帥,他說我是來做耶和華軍隊的元帥,他沒有跟約書亞說我是不是來幫我。
[00:30:40.000 --> 00:31:07.000]  換句話說,你如果問神,你來幫我,幫我打贏這場仗,你來幫我們的弟兄姊妹,你來幫我們這個教會,讓我們能夠擴展,能夠向東向西,向南向北,繼續的擴展,張大我們舉手的麥子,放長我們的身子,堅固我們的抉擇,神說,我是耶和華軍隊的元帥,你來跟我。
[00:31:07.000 --> 00:31:21.000]  所以,約書亞馬上伏伏在神的面前,向神下拜,他說,我主有什麼話吩咐你的仆人?是。
[00:31:21.000 --> 00:31:41.000]  耶穌說,天上地下所有的全民都賜給他了,神說,我是耶和華軍隊的元帥,當摩西問說,我怎麼跟法老王說,是誰猜我的呢?神說,耶和華是我的名。
[00:31:41.000 --> 00:32:10.000]  好的,各位弟兄姊妹朋友們,你今天可能身體有病,你有很嚴重的病,我不管你那個病的名字叫什麼,胃癌,乳癌,腸癌,或者是十二指腸癌,或者是什麼癌,什麼癌,這是名字,還有名字,比耶和華的名大嗎?
[00:32:10.000 --> 00:32:31.000]  還有名字,比耶和華的名大嗎?說是,那是天上地下所有的全民,是所有的民,超過萬民之民的民,對神來講,都是小case。
[00:32:31.000 --> 00:32:46.000]  所以我們的病痛,我們的困苦患難,不管叫什麼,不管什麼名,都要再一次憑著信心奉祖耶穌基督的名,那超過萬民之上,要來勝過他的。
[00:32:46.000 --> 00:33:15.000]  好的,我們要侯祖我們生命的命定,我們要有一個特質,就是謙卑順服,如何?所以我們常常喜歡講說,如果你不能謙卑順服的話,你所做的一切,都是在表現你自己,你沒有走在神的命定之中。
[00:33:15.000 --> 00:33:33.000]  薄兮為人及其謙和,勝過世上的眾人。耶穌說,我心裡柔和謙卑,你們當復我的惡,學我的樣式,這樣你們就必得享安息。
[00:33:33.000 --> 00:33:59.000]  讓我問各位,你們要怎麼樣學耶穌的樣式,怎麼樣效法基督啊?學他的講道嗎?我們以前在神學院,就說,哎呀,真希望耶穌自己來教我講道,哎呀,真希望耶穌自己來教我醫治趕鬼。
[00:33:59.000 --> 00:34:13.000]  你們要效法基督嗎?我們要效法基督,是效法他的這些能力嗎?或者是效法他的恩賜嗎?或者是效法他與父與神親密的關係嗎?都不是。
[00:34:13.000 --> 00:34:33.000]  我們效法基督啊,就耶穌自己講的,我心裡柔和謙卑,你們當復我的惡,學我的樣式。你就學耶穌謙卑柔和就對了,其他的你要學也學不來,你就學謙卑柔和就可以了。
[00:34:33.000 --> 00:34:53.000]  耶穌亞也是,當他面對著耶和華軍隊元帥的時候,那神跟他說,你把你的鞋子脫下來,因為你腳站的是聖地。耶穌亞馬上就照著做了,他是一個謙卑的人,他是一個順服的人。
[00:34:53.000 --> 00:35:13.000]  在曠野征戰的時候,摩西雅人霍爾在山上,耶穌亞帶著軍隊在山下跟亞馬利人征戰,他一句奄奄都沒有,當摩西何時舉手,他下面就打贏,摩西手放下來,下面就打輸。
[00:35:13.000 --> 00:35:39.000]  我看過一個解釋是這樣,耶穌亞是一個唯摩西侍從的人,當他在征戰的時候,耶穌亞也不見得是就在軍隊裡面跟人家打來殺去,他也一定是在指揮所裡面,他就看到摩西的手勢,摩西舉杖的時候,他就擊鼓進攻,就是一鼓作氣就打贏了,不是嗎?
[00:35:39.000 --> 00:36:02.000]  摩西在山上看得最清楚了,他可能看到你打得累了,有一點疲憊了,或者是那邊有敵人從後面包抄來了,摩西手就拿下來,趕快就撤退,好像打輸了一樣,但是不管怎麼樣,摩西舉手他就贏,摩西放手他就輸,這是耶穌亞謙卑的地方。
[00:36:02.000 --> 00:36:27.000]  很多事情我自己說神你怎麼說我怎麼做,我不敢多跑一步,我也不敢多做主張,所以有的時候很多事情我也不做主張,我也不要說幹什麼幹什麼,就是求神來帶吧,求神怎麼啟示我,時候到了神會啟示我,神會告訴我怎麼做怎麼說。
[00:36:27.000 --> 00:36:54.000]  所以當我們再一次來到神的面前,我們要走上神為我們所定的這條命定的路的時候,我們要培養出,要活出這個特質,就是我們要謙卑柔和,我們要謙卑順服,而這條路上常常有的就是挫折,挫折實際上不是失敗,挫折從來不是失敗。
[00:36:54.000 --> 00:37:12.000]  我們活出生命的命定的時候,你在這一條路上有許多的挫折,挫折只是試煉,試驗,絕對不是失敗,撒旦要人受挫折而退後,但是神要你越發地要剛強壯大。
[00:37:12.000 --> 00:37:37.000]  你記得嗎,當摩西帶著神的權柄,他來到法老王面前的時候,他就跟法老王說,去讓我的百姓去到曠野丹丹來敬拜他,法老王怎麼做啊,一發地苦待以色列民,甚至於不給草,讓他們做磚。
[00:37:37.000 --> 00:38:03.000]  這個老百姓這下子開始罵摩西了,哇,一個挫折,摩西做了十個齋,行了神蹟十個齋,前面九個好像都是失敗,沒有效果,挫折,一而再再而三的挫折,是的。
[00:38:03.000 --> 00:38:29.000]  但是不管怎麼樣,我們再一次來到神的面前,我們說神啊,我們的哀塵戰役就算我們打輸了,但是因為我們心裡很清楚,那是罪孽過犯攔阻了我們,或者是我們沒有禱告求神,或者是我們自己自作主張,沒有能夠等候。
[00:38:29.000 --> 00:38:46.000]  但是不管怎麼樣,就再一次讓我們來有一個肝腸壯膽的心,能夠知道神的試煉是為我們活出我們命定的,一個必須要經過的。
[00:38:46.000 --> 00:39:07.000]  我們常常以為命定,我們會有一些誤解,以為說命定一定是自然發生的,所以不用去努力,其實那不對的,命運有可能是,但是命定還是我們要去努力地去追尋的。
[00:39:07.000 --> 00:39:33.000]  我們有的時候會誤以為說,命定使我們的影響力或者我們的價值有大有小有差別,換句話說,做耶穌跟做一個平信徒,做一個小基督徒,哪一個有價值,哪一個影響力大,我們有的時候會在乎這個。
[00:39:33.000 --> 00:39:43.000]  但是命定的意思就是說,神為你安排的,不管是大是小,這是你的命定。
[00:39:43.000 --> 00:39:59.000]  我以前在教會師班唱詩歌的時候,有一個姐妹她很喜歡唱,但是她唱起來真的不好聽。後來有一次她退出師班,然後她自己做了一個見證。
[00:39:59.000 --> 00:40:07.000]  她說,我喜歡唱詩歌,這是我的喜好,但是我發現神好像沒有命定我要唱詩歌。
[00:40:07.000 --> 00:40:28.000]  她說,我現在在廚房裡面做菜打飯,我好快樂,這就是命定。命定沒有價值多少,或者是值多少,你做這個,你做那個,為什麼要我掃地呢?命定沒有的。
[00:40:28.000 --> 00:40:37.000]  如果說你真要像耶穌一樣的話,你要學祂定十字架,你要為祂定十字架才行。
[00:40:37.000 --> 00:40:58.000]  但是我們再一次說,就好像我們常常會以為說,我們有的時候把神給賦予我們的命定,常常用我們自己的眼光,我們的期待來求神給我們命定。
[00:40:58.000 --> 00:41:16.000]  神可以給我們完全不一樣的命定。神如果說,好像有一個小故事說,有兩個生意人做得很成功的,有一個說,神我要放棄我的生意,全職來服侍你,專心來跟隨你。
[00:41:16.000 --> 00:41:32.000]  神說,很好,這是祂的命定,祂走上了祂的命定。另外一個也是這麼說,神說,沒有,你還是在你的職場上,好好的去做生意,為我賺錢,這是祂的命定。
[00:41:32.000 --> 00:41:45.000]  我們每一個人的命定都不一樣,不要學別人的命定,不要硬勉強要做什麼好像比較更有價值的,或者是什麼的。
