
[00:00:00.000 --> 00:00:04.500]  五十年是一個不短的時間
[00:02:30.000 --> 00:02:33.000]  這年必為你們的欺年
[00:02:33.000 --> 00:02:35.000]  各人要歸自己的產業
[00:02:35.000 --> 00:02:37.000]  各歸本家
[00:02:37.000 --> 00:02:41.000]  第五十年要作你們的欺年
[00:02:41.000 --> 00:02:45.000]  這年不可耕種地中自長的
[00:02:45.000 --> 00:02:47.000]  不可收割
[00:02:47.000 --> 00:02:49.000]  沒有修理的葡萄樹
[00:02:49.000 --> 00:02:51.000]  也不可摘取葡萄
[00:02:51.000 --> 00:02:53.000]  因為這是欺年
[00:02:53.000 --> 00:02:55.000]  你們要當作盛年
[00:02:55.000 --> 00:02:58.000]  吃地中自出的土產
[00:02:58.000 --> 00:03:02.000]  這欺年你們各人要歸自己的地業
[00:03:02.000 --> 00:03:05.000]  你若賣十摩級鄰舍
[00:03:05.000 --> 00:03:08.000]  或是從鄰舍的手中買十摩
[00:03:08.000 --> 00:03:11.000]  彼此不可窺乎
[00:03:11.000 --> 00:03:14.000]  你要按欺年以後的年數
[00:03:14.000 --> 00:03:16.000]  向鄰舍買
[00:03:16.000 --> 00:03:20.000]  他也要按年數的收成賣給你
[00:03:20.000 --> 00:03:22.000]  年數若多
[00:03:22.000 --> 00:03:24.000]  要照數加添價值
[00:03:24.000 --> 00:03:26.000]  年數若少
[00:03:26.000 --> 00:03:29.000]  要照數減去價值
[00:03:29.000 --> 00:03:33.000]  因為他照收成的數目賣給你
[00:03:33.000 --> 00:03:35.000]  你們彼此不可窺乎
[00:03:35.000 --> 00:03:38.000]  只要敬畏你們的神
[00:03:38.000 --> 00:03:41.000]  因為我是耶和華你們的神
[00:03:41.000 --> 00:03:44.000]  我的律例你們要遵行
[00:03:44.000 --> 00:03:47.000]  我的典章你們要謹守
[00:03:47.000 --> 00:03:51.000]  就可以在那地上安然居住
[00:03:51.000 --> 00:03:55.000]  我們再讀第十和第十一節
[00:03:55.000 --> 00:03:59.000]  欺年主要的意義在這兩節
[00:03:59.000 --> 00:04:02.000]  我們再讀一次第十和第十一節
[00:04:02.000 --> 00:04:06.000]  第五十年你們要當作盛年
[00:04:06.000 --> 00:04:10.000]  在遍地給一切的居民宣告自由
[00:04:10.000 --> 00:04:13.000]  這年必為你們的欺年
[00:04:13.000 --> 00:04:16.000]  各人要歸自己的產業
[00:04:16.000 --> 00:04:18.000]  各歸本家
[00:04:18.000 --> 00:04:21.000]  第五十年要作你們的欺年
[00:04:21.000 --> 00:04:23.000]  這年不可耕種
[00:04:23.000 --> 00:04:26.000]  地中自長的不可收割
[00:04:26.000 --> 00:04:29.000]  沒有修理的葡萄樹
[00:04:29.000 --> 00:04:33.000]  不可摘取葡萄
[00:04:33.000 --> 00:04:36.000]  欺年有三個基本的意義
[00:04:36.000 --> 00:04:37.000]  在這裏提到
[00:04:37.000 --> 00:04:39.000]  在第十和第十一節
[00:04:39.000 --> 00:04:42.000]  後面其實有些詳細的解釋
[00:04:42.000 --> 00:04:45.000]  第一個意義就和安息年一樣
[00:04:45.000 --> 00:04:49.000]  就是要在那年不可以耕種
[00:04:49.000 --> 00:04:51.000]  不可以收割
[00:04:51.000 --> 00:04:54.000]  不可以摘取葡萄
[00:04:54.000 --> 00:04:57.000]  安息年都要做這件事
[00:04:57.000 --> 00:05:00.000]  每六年耕種
[00:05:00.000 --> 00:05:02.000]  第七年就叫做安息年
[00:05:02.000 --> 00:05:03.000]  七個七年
[00:05:03.000 --> 00:05:06.000]  第四十九年就叫做第七個安息年
[00:05:06.000 --> 00:05:10.000]  前面第八到第十節是講第七個安息年
[00:05:10.000 --> 00:05:14.000]  跟著那年第五十年就稱為欺年
[00:05:14.000 --> 00:05:16.000]  欺年不可以耕種的意義
[00:05:16.000 --> 00:05:18.000]  就和安息年一樣
[00:05:18.000 --> 00:05:21.000]  就是休息
[00:05:21.000 --> 00:05:25.000]  但這個休息主要是讓土地休息
[00:05:25.000 --> 00:05:29.000]  我們一留意安息年或者安息日
[00:05:29.000 --> 00:05:33.000]  我們整天就想著自己不用做的
[00:05:33.000 --> 00:05:36.000]  我們甚麼都想著自己的好處多些
[00:05:36.000 --> 00:05:39.000]  但其實安息年不是那些人不做事
[00:05:39.000 --> 00:05:41.000]  是不可以耕種日
[00:05:41.000 --> 00:05:44.000]  意思是要讓土地休息
[00:05:44.000 --> 00:05:46.000]  人是可以做事的
[00:05:46.000 --> 00:05:47.000]  做其他事
[00:05:47.000 --> 00:05:51.000]  建屋 修理房屋 織布 做衣服
[00:05:51.000 --> 00:05:55.000]  照顧小孩 洗地 洗碗 甚麼都要做
[00:05:55.000 --> 00:05:57.000]  是不可以耕田的
[00:05:57.000 --> 00:06:00.000]  土地為甚麼要休息呢
[00:06:00.000 --> 00:06:02.000]  我們覺得人才要休息
[00:06:02.000 --> 00:06:04.000]  因為我們只關心自己
[00:06:04.000 --> 00:06:06.000]  我們不知為何土地要休息
[00:06:06.000 --> 00:06:11.000]  不過今時今日我們了解生態學的時候
[00:06:11.000 --> 00:06:13.000]  就知道土地的養分是有限的
[00:06:13.000 --> 00:06:16.000]  如果你每年都是種那些東西的時間
[00:06:16.000 --> 00:06:17.000]  一直不停地種
[00:06:17.000 --> 00:06:20.000]  那些土地就會很快養分用完
[00:06:20.000 --> 00:06:22.000]  養分用完就做不了事
[00:06:22.000 --> 00:06:23.000]  做不了事的話
[00:06:23.000 --> 00:06:25.000]  在一些古代比較落後的地方
[00:06:25.000 --> 00:06:27.000]  就會放棄那塊土地去其他地方
[00:06:27.000 --> 00:06:29.000]  燒了森林再種
[00:06:29.000 --> 00:06:33.000]  那些土地很快就會有很多荒廢
[00:06:33.000 --> 00:06:37.000]  這個安息年或者欺年的休息
[00:06:37.000 --> 00:06:40.000]  讓土地自生那些都不可以收割的
[00:06:40.000 --> 00:06:42.000]  葡萄樹又不可以摘葡萄
[00:06:42.000 --> 00:06:45.000]  葡萄就會爛一爛掉到地上
[00:06:45.000 --> 00:06:50.000]  進入泥土把養分保留在泥土上
[00:06:50.000 --> 00:06:52.000]  這個是我們今天的觀念
[00:06:52.000 --> 00:06:54.000]  以前的人不知道
[00:06:54.000 --> 00:06:59.000]  但是他們就要遵守命令讓土地休息
[00:06:59.000 --> 00:07:02.000]  其實安息日的觀念也是一樣的
[00:07:02.000 --> 00:07:04.000]  雖然今天不是說安息日
[00:07:04.000 --> 00:07:06.000]  我們經常想著安息日就不做了
[00:07:06.000 --> 00:07:07.000]  所以有些人就說
[00:07:07.000 --> 00:07:08.000]  居然安息日我不做了
[00:07:08.000 --> 00:07:10.000]  你們全做吧
[00:07:10.000 --> 00:07:11.000]  不是的
[00:07:11.000 --> 00:07:15.000]  如果你留意《出埃及記》
[00:07:15.000 --> 00:07:17.000]  記載十屆安息日的時候
[00:07:17.000 --> 00:07:19.000]  安息日強調不可以工作
[00:07:19.000 --> 00:07:22.000]  不單止是那些以色列人
[00:07:22.000 --> 00:07:26.000]  特別強調他們不可以在安息日
[00:07:26.000 --> 00:07:29.000]  叫他們的奴婢來工作
[00:07:29.000 --> 00:07:32.000]  不可以叫他們的兒女來工作
[00:07:32.000 --> 00:07:35.000]  不可以叫他們的生畜來工作
[00:07:35.000 --> 00:07:41.000]  安息日是要讓一切辛勞工作的人
[00:07:41.000 --> 00:07:42.000]  他們有機會休息
[00:07:42.000 --> 00:07:44.000]  不是說自己
[00:07:44.000 --> 00:07:46.000]  是要你不要讓別人做事
[00:07:46.000 --> 00:07:48.000]  安息日我不做事別人做事
[00:07:48.000 --> 00:07:49.000]  不是一樣的
[00:07:49.000 --> 00:07:52.000]  特別一個奇怪的地方就是
[00:07:52.000 --> 00:07:56.000]  安息日甚至連生畜都考慮
[00:07:56.000 --> 00:07:59.000]  這個全世界直到今時今日都沒有的
[00:07:59.000 --> 00:08:02.000]  法例只是保障人
[00:08:02.000 --> 00:08:04.000]  香港七天要有一天休息
[00:08:04.000 --> 00:08:07.000]  是不會保障動物的
[00:08:07.000 --> 00:08:08.000]  大家都知道
[00:08:08.000 --> 00:08:12.000]  現在香港或者外國特別多
[00:08:12.000 --> 00:08:14.000]  強調動物權益的問題
[00:08:14.000 --> 00:08:16.000]  其實十屆已經有了
[00:08:16.000 --> 00:08:18.000]  不過我們沒有留意
[00:08:18.000 --> 00:08:21.000]  我們只是關心我們自己需不需要工作
[00:08:21.000 --> 00:08:26.000]  所以安息日和康熙年一樣
[00:08:26.000 --> 00:08:29.000]  強調我們要休息
[00:08:29.000 --> 00:08:31.000]  我們不單止休息
[00:08:31.000 --> 00:08:33.000]  我們要其他人休息
[00:08:33.000 --> 00:08:36.000]  我們要所有東西都休息
[00:08:36.000 --> 00:08:39.000]  而這種觀念是要學習的
[00:08:39.000 --> 00:08:42.000]  因為我們是不懂得休息的
[00:08:42.000 --> 00:08:43.000]  不是自己
[00:08:43.000 --> 00:08:45.000]  自己我們可以讓世界人休息
[00:08:45.000 --> 00:08:47.000]  但是我們是喜歡奴役別人的
[00:08:47.000 --> 00:08:49.000]  我們喜歡奴役動物的
[00:08:49.000 --> 00:08:51.000]  我們喜歡奴役土地的
[00:08:51.000 --> 00:08:54.000]  我們今時今日的觀念
[00:08:54.000 --> 00:08:57.000]  就是所有東西都用盡它
[00:08:57.000 --> 00:08:59.000]  你請一個工人
[00:08:59.000 --> 00:09:01.000]  你當然要他不停地做
[00:09:01.000 --> 00:09:03.000]  當然法例要你放假給他
[00:09:03.000 --> 00:09:05.000]  如果法例不用你放假給他
[00:09:05.000 --> 00:09:06.000]  你不會放假給他
[00:09:06.000 --> 00:09:07.000]  最好他天天做
[00:09:07.000 --> 00:09:08.000]  24小時做
[00:09:08.000 --> 00:09:10.000]  總之他有氣有力就最好做完
[00:09:10.000 --> 00:09:13.000]  如果你讓一隻狗開門口
[00:09:13.000 --> 00:09:16.000]  你就要他一年365天都開門口
[00:09:16.000 --> 00:09:19.000]  跟著安息日你要放一隻狗假
[00:09:19.000 --> 00:09:21.000]  你要讓牠玩一下
[00:09:21.000 --> 00:09:22.000]  出去跑一下
[00:09:22.000 --> 00:09:23.000]  不用提牠做事的
[00:09:23.000 --> 00:09:27.000]  你一隻牛都不是要牠一年365天都耕田
[00:09:27.000 --> 00:09:30.000]  甚至如果是這個觀念
[00:09:30.000 --> 00:09:31.000]  土地都要休息的話
[00:09:31.000 --> 00:09:34.000]  今天我們連機器可能都要給牠休息
[00:09:34.000 --> 00:09:37.000]  你想一下買部機器回來
[00:09:37.000 --> 00:09:38.000]  買個雪櫃
[00:09:38.000 --> 00:09:40.000]  雪櫃沒理由停牠兩天
[00:09:40.000 --> 00:09:42.000]  一定會臭的
[00:09:42.000 --> 00:09:43.000]  什麼呢
[00:09:43.000 --> 00:09:46.000]  好像那些東西不需要休息的
[00:09:46.000 --> 00:09:49.000]  因為我們覺得休息的意義
[00:09:49.000 --> 00:09:51.000]  很多人說休息完之後
[00:09:51.000 --> 00:09:53.000]  我們就可以做事了
[00:09:53.000 --> 00:09:56.000]  我們休息之後就可以生晚了
[00:09:56.000 --> 00:09:58.000]  所以我們天天都要睡覺
[00:09:58.000 --> 00:10:00.000]  睡覺睡醒就有力量了
[00:10:00.000 --> 00:10:02.000]  我們都是關心力量
[00:10:02.000 --> 00:10:04.000]  我們關心工作
[00:10:04.000 --> 00:10:07.000]  但是安息或者休息的觀念
[00:10:07.000 --> 00:10:08.000]  在聖經來說
[00:10:08.000 --> 00:10:10.000]  最重要的一件事
[00:10:10.000 --> 00:10:13.000]  就不是休息完之後得力的
[00:10:13.000 --> 00:10:16.000]  我們不是為了得力而休息的
[00:10:16.000 --> 00:10:18.000]  只不過這是一個現象
[00:10:18.000 --> 00:10:20.000]  我們休息完之後就會得力了
[00:10:20.000 --> 00:10:22.000]  為什麼我們要休息呢
[00:10:22.000 --> 00:10:24.000]  為什麼上帝創造我們要休息的呢
[00:10:24.000 --> 00:10:26.000]  我們可以不停地得力的
[00:10:26.000 --> 00:10:27.000]  為什麼不行呢
[00:10:27.000 --> 00:10:29.000]  我們做一些機器
[00:10:29.000 --> 00:10:31.000]  我們創造的機器就是不需要休息的
[00:10:31.000 --> 00:10:32.000]  是不停地工作的
[00:10:32.000 --> 00:10:35.000]  但是上帝創造我們就需要我們休息的
[00:10:35.000 --> 00:10:37.000]  為什麼上帝要這樣創造呢
[00:10:37.000 --> 00:10:41.000]  你有沒有想過為什麼我們每一天都要睡覺呢
[00:10:41.000 --> 00:10:43.000]  有些人覺得睡覺很浪費時間
[00:10:43.000 --> 00:10:45.000]  這麼多事情做這麼忙
[00:10:45.000 --> 00:10:48.000]  最好可以鍛鍊到金剛不壞之身
[00:10:48.000 --> 00:10:50.000]  24小時都不停地工作
[00:10:50.000 --> 00:10:52.000]  機器就是這樣
[00:10:52.000 --> 00:10:54.000]  為什麼上帝要創造我們要睡覺呢
[00:10:54.000 --> 00:10:56.000]  我們其實可以不用睡覺的
[00:10:56.000 --> 00:10:58.000]  上帝是詳細創造我們不用睡覺的
[00:10:58.000 --> 00:10:59.000]  可以嗎 可以的
[00:10:59.000 --> 00:11:00.000]  為什麼他不這樣做呢
[00:11:00.000 --> 00:11:01.000]  要我們睡覺呢
[00:11:01.000 --> 00:11:04.000]  所以休息最重要的觀念
[00:11:04.000 --> 00:11:05.000]  目的是什麼呢
[00:11:05.000 --> 00:11:08.000]  是學習敬畏神
[00:11:08.000 --> 00:11:11.000]  學習放手
[00:11:11.000 --> 00:11:14.000]  學習不要倚靠自己
[00:11:14.000 --> 00:11:16.000]  因為我們需要休息
[00:11:16.000 --> 00:11:18.000]  所以才說你們要休息
[00:11:18.000 --> 00:11:20.000]  要知道我是神
[00:11:20.000 --> 00:11:23.000]  所以休息最重要的目的
[00:11:23.000 --> 00:11:24.000]  上帝要我們休息
[00:11:24.000 --> 00:11:26.000]  就是告訴我們
[00:11:26.000 --> 00:11:29.000]  我們是做不完所有的事情的
[00:11:29.000 --> 00:11:33.000]  我們是沒有辦法去看著所有的事情的
[00:11:33.000 --> 00:11:37.000]  這個世界所有的事情發生不是因為我們的努力
[00:11:37.000 --> 00:11:40.000]  也不要相信我們自己的努力
[00:11:40.000 --> 00:11:43.000]  我們做 因為上帝給我們機會做
[00:11:43.000 --> 00:11:44.000]  但不是我們不做
[00:11:44.000 --> 00:11:46.000]  事情就會倒塌
[00:11:46.000 --> 00:11:47.000]  不是我們不做
[00:11:47.000 --> 00:11:49.000]  事情就不行
[00:11:49.000 --> 00:11:51.000]  我們不想放手
[00:11:51.000 --> 00:11:52.000]  我們不想休息
[00:11:52.000 --> 00:11:54.000]  因為我們覺得我們不做就不行
[00:11:54.000 --> 00:11:56.000]  事情是會出事的
[00:11:56.000 --> 00:11:58.000]  我們最喜歡
[00:11:58.000 --> 00:12:02.000]  或者我們最容易覺得不想睡覺的日子
[00:12:02.000 --> 00:12:03.000]  就是有很多事情要做
[00:12:03.000 --> 00:12:05.000]  我睡了覺 事情就不行
[00:12:05.000 --> 00:12:07.000]  或者我們要看著那些人
[00:12:07.000 --> 00:12:09.000]  我知道很多姊妹
[00:12:09.000 --> 00:12:11.000]  很多媽媽
[00:12:11.000 --> 00:12:13.000]  當小朋友很小的時候就很擔心
[00:12:13.000 --> 00:12:15.000]  經常要看著
[00:12:15.000 --> 00:12:17.000]  因為我最近有一個
[00:12:17.000 --> 00:12:19.000]  我以前教會有一個姊妹
[00:12:19.000 --> 00:12:21.000]  生了一個嬰兒
[00:12:21.000 --> 00:12:23.000]  於是很緊張
[00:12:23.000 --> 00:12:26.000]  所以他們兩夫妻請了一個傭人
[00:12:26.000 --> 00:12:28.000]  跟著阿媽和阿婆
[00:12:28.000 --> 00:12:30.000]  輪更看著小朋友
[00:12:30.000 --> 00:12:34.000]  是不可以有一刻鐘睡覺的
[00:12:34.000 --> 00:12:37.000]  就是24小時有人一直看著小朋友
[00:12:37.000 --> 00:12:39.000]  看著小朋友 怕小朋友有事
[00:12:39.000 --> 00:12:41.000]  因為現在我們有時候都聽到
[00:12:41.000 --> 00:12:43.000]  有時候小朋友滾到地上
[00:12:43.000 --> 00:12:45.000]  反轉睡覺 找被子蓋著自己
[00:12:45.000 --> 00:12:48.000]  諸如此類會有很多意外發生
[00:12:48.000 --> 00:12:51.000]  但是我們其實怎樣都看不著
[00:12:51.000 --> 00:12:54.000]  就算到你輪更看著的時候
[00:12:54.000 --> 00:12:56.000]  人都是會累的
[00:12:56.000 --> 00:12:58.000]  會打瞌睡
[00:12:58.000 --> 00:13:01.000]  有時候打瞌睡就可以出事
[00:13:01.000 --> 00:13:04.000]  所以實際上看著小朋友沒事
[00:13:04.000 --> 00:13:08.000]  而讓他能夠安全地成長
[00:13:08.000 --> 00:13:11.000]  這個是上帝才做得到的
[00:13:11.000 --> 00:13:13.000]  沒有一個人做得到
[00:13:13.000 --> 00:13:15.000]  你一定有看漏眼的時候
[00:13:15.000 --> 00:13:16.000]  所以所有事情都是
[00:13:16.000 --> 00:13:18.000]  看小朋友也是 看股票也是
[00:13:18.000 --> 00:13:20.000]  看什麼都是
[00:13:20.000 --> 00:13:22.000]  我們是永遠沒有辦法
[00:13:22.000 --> 00:13:26.000]  自己可以看著的
[00:13:26.000 --> 00:13:28.000]  因為我們要休息
[00:13:28.000 --> 00:13:30.000]  或者反過來說
[00:13:30.000 --> 00:13:32.000]  上帝創造我們要休息
[00:13:32.000 --> 00:13:35.000]  就是叫我們沒有辦法
[00:13:35.000 --> 00:13:37.000]  要相信我們沒有辦法
[00:13:37.000 --> 00:13:39.000]  自己看著所有事情
[00:13:39.000 --> 00:13:42.000]  這個世界是有很多的改變會發生
[00:13:42.000 --> 00:13:44.000]  欺凌不可以耕種
[00:13:44.000 --> 00:13:46.000]  有人會很擔心 其實後面有說
[00:13:46.000 --> 00:13:49.000]  我不耕種是不能吃的
[00:13:49.000 --> 00:13:51.000]  所以聖經是應許的
[00:13:51.000 --> 00:13:53.000]  如果你們決定去守安息年
[00:13:53.000 --> 00:13:55.000]  決定去守欺凌
[00:13:55.000 --> 00:13:56.000]  每一個安息年之前
[00:13:56.000 --> 00:13:58.000]  上帝會給你那一年
[00:13:58.000 --> 00:14:01.000]  是有兩年的修成的
[00:14:01.000 --> 00:14:03.000]  如果你願意守欺凌
[00:14:03.000 --> 00:14:05.000]  在欺凌和第七個安息年之前
[00:14:05.000 --> 00:14:07.000]  上帝會給你三年的修成
[00:14:07.000 --> 00:14:09.000]  你會有得吃的
[00:14:09.000 --> 00:14:12.000]  你不會覺得是不夠吃的
[00:14:12.000 --> 00:14:15.000]  所以實際讓我們夠不夠吃
[00:14:15.000 --> 00:14:17.000]  就不是我們的努力
[00:14:17.000 --> 00:14:19.000]  一定要不停地耕種
[00:14:19.000 --> 00:14:21.000]  反而如果我剛才提過
[00:14:21.000 --> 00:14:23.000]  歷史經驗告訴我們
[00:14:23.000 --> 00:14:25.000]  這塊地你不肯讓它休息
[00:14:25.000 --> 00:14:27.000]  它遲早就耕種完了
[00:14:27.000 --> 00:14:29.000]  它遲早就沒有辦法了
[00:14:29.000 --> 00:14:31.000]  它遲早就不能再耕種了
[00:14:31.000 --> 00:14:33.000]  它只能夠荒廢
[00:14:33.000 --> 00:14:35.000]  你去找另一塊地
[00:14:35.000 --> 00:14:39.000]  我們如果不相信上帝的看顧
[00:14:39.000 --> 00:14:43.000]  我們自己努力去看顧
[00:14:43.000 --> 00:14:45.000]  我們之後是看不住的
[00:14:45.000 --> 00:14:47.000]  我們就會報廢自己
[00:14:47.000 --> 00:14:50.000]  到時你就會永遠放棄
[00:14:50.000 --> 00:14:51.000]  根本就沒有得看
[00:14:51.000 --> 00:14:53.000]  根本就沒有得管
[00:14:53.000 --> 00:14:55.000]  所以你也明白
[00:14:55.000 --> 00:14:56.000]  小朋友BB的時候
[00:14:56.000 --> 00:14:58.000]  你可以找五個人六個人
[00:14:58.000 --> 00:15:01.000]  一天四小時輪更看著他
[00:15:01.000 --> 00:15:03.000]  當小朋友十幾歲的時候
[00:15:03.000 --> 00:15:05.000]  你就看不住了
[00:15:05.000 --> 00:15:07.000]  他做什麼他可以不告訴你
[00:15:07.000 --> 00:15:09.000]  他變成一個怎樣的人
[00:15:09.000 --> 00:15:10.000]  他可以不告訴你
[00:15:10.000 --> 00:15:12.000]  他可以騙你的
[00:15:12.000 --> 00:15:13.000]  怎麼看?
[00:15:13.000 --> 00:15:15.000]  唯有上帝可以看
[00:15:15.000 --> 00:15:17.000]  所以希臘第一樣教導我們
[00:15:17.000 --> 00:15:20.000]  就是要懂得休息
[00:15:20.000 --> 00:15:24.000]  意思是懂得去敬畏神
[00:15:24.000 --> 00:15:27.000]  去依賴神
[00:15:27.000 --> 00:15:29.000]  教會我們經過五十年
[00:15:29.000 --> 00:15:32.000]  我們看見過去有很多的歷史
[00:15:32.000 --> 00:15:34.000]  有很多的經驗
[00:15:34.000 --> 00:15:36.000]  很多的改變
[00:15:36.000 --> 00:15:38.000]  我們說感恩
[00:15:38.000 --> 00:15:41.000]  我們相信上帝在這裡去預備
[00:15:41.000 --> 00:15:43.000]  上帝在這裡帶領
[00:15:43.000 --> 00:15:44.000]  所以去到希年
[00:15:44.000 --> 00:15:46.000]  我們要學到一件事
[00:15:46.000 --> 00:15:48.000]  五十年都應該學到這件事
[00:15:48.000 --> 00:15:50.000]  就是上帝在這裡工作
[00:15:50.000 --> 00:15:52.000]  不是靠我們
[00:15:52.000 --> 00:15:53.000]  我們可以參與
[00:15:53.000 --> 00:15:55.000]  上帝給機會我們參與
[00:15:55.000 --> 00:15:56.000]  不是因為哪個人
[00:15:56.000 --> 00:15:58.000]  不是因為哪件事
[00:15:58.000 --> 00:16:00.000]  以致教會可以去到今天
[00:16:00.000 --> 00:16:02.000]  是上帝的工作
[00:16:02.000 --> 00:16:03.000]  有時我經常說
[00:16:03.000 --> 00:16:05.000]  我們不破壞上帝的工作
[00:16:05.000 --> 00:16:07.000]  已經是最大的功勞
[00:16:07.000 --> 00:16:09.000]  上帝在這裡工作
[00:16:09.000 --> 00:16:10.000]  很多時候我們做很多決定
[00:16:10.000 --> 00:16:12.000]  在這裡破壞上帝的工作
[00:16:12.000 --> 00:16:14.000]  我們在破壞聖明的工作
[00:16:14.000 --> 00:16:16.000]  所以我們是看到這件事
[00:16:16.000 --> 00:16:18.000]  所以我們更加要覺得
[00:16:18.000 --> 00:16:20.000]  是需要去休息
[00:16:20.000 --> 00:16:23.000]  我們的休息就是我們能夠放得低
[00:16:23.000 --> 00:16:25.000]  我們沒有說哪個人
[00:16:25.000 --> 00:16:27.000]  是一定在教會最重要的
[00:16:27.000 --> 00:16:29.000]  我們沒有說哪一個活動
[00:16:29.000 --> 00:16:30.000]  在教會最重要的
[00:16:30.000 --> 00:16:32.000]  我們沒有說哪一個事工
[00:16:32.000 --> 00:16:33.000]  在教會最重要的
[00:16:33.000 --> 00:16:35.000]  如果我們真的做不到
[00:16:35.000 --> 00:16:36.000]  就做不到
[00:16:36.000 --> 00:16:38.000]  因為最後是上帝在這裡工作
[00:16:38.000 --> 00:16:40.000]  帶領人來認識神
[00:16:40.000 --> 00:16:42.000]  帶領人拯救人
[00:16:42.000 --> 00:16:43.000]  建立人的生命
[00:16:43.000 --> 00:16:45.000]  是上帝的工作
[00:16:45.000 --> 00:16:47.000]  如果我們有能力
[00:16:47.000 --> 00:16:48.000]  有機會不做
[00:16:48.000 --> 00:16:49.000]  就是我們不負責任
[00:16:49.000 --> 00:16:52.000]  但是就算我們不做
[00:16:52.000 --> 00:16:54.000]  上帝都可以工作
[00:16:54.000 --> 00:16:57.000]  那個結果不是依賴我們
[00:16:57.000 --> 00:16:59.000]  是我們有幸地
[00:16:59.000 --> 00:17:02.000]  可以參與上帝的工作
[00:17:02.000 --> 00:17:04.000]  我們就很開心地去參與
[00:17:04.000 --> 00:17:06.000]  但是我們參與不到
[00:17:06.000 --> 00:17:07.000]  沒有問題的
[00:17:07.000 --> 00:17:10.000]  上帝仍然在這個世界作王
[00:17:10.000 --> 00:17:14.000]  上帝仍然有辦法拯救這個世界的人
[00:17:14.000 --> 00:17:16.000]  所以我們就要明白
[00:17:16.000 --> 00:17:18.000]  我們是需要休息的
[00:17:18.000 --> 00:17:21.000]  生活是有節奏的
[00:17:21.000 --> 00:17:22.000]  我們有時很精神
[00:17:22.000 --> 00:17:23.000]  我們去逛街
[00:17:23.000 --> 00:17:24.000]  有時很睏
[00:17:24.000 --> 00:17:25.000]  就回家睡覺
[00:17:25.000 --> 00:17:27.000]  不需要死撐的
[00:17:27.000 --> 00:17:28.000]  教會也是的
[00:17:28.000 --> 00:17:29.000]  有時我們會上
[00:17:29.000 --> 00:17:30.000]  有時我們會下
[00:17:30.000 --> 00:17:33.000]  我們這兩年發展得好一點
[00:17:33.000 --> 00:17:35.000]  我們人越來越多
[00:17:35.000 --> 00:17:37.000]  這是事實
[00:17:37.000 --> 00:17:39.000]  大家可以看數字
[00:17:39.000 --> 00:17:41.000]  不然你問問政司
[00:17:41.000 --> 00:17:42.000]  拿些數字來看
[00:17:42.000 --> 00:17:43.000]  這是一個過程
