
[00:00:00.000 --> 00:00:01.460]  好 各位親愛的兄弟姐妹 你們好
[00:01:40.380 --> 00:01:43.580]  陷在一個不能逆轉的困境當中
[00:01:43.580 --> 00:01:45.580]  但是神有什麼作為
[00:01:45.580 --> 00:01:49.940]  好 我先看一看大衛已經走投無路了
[00:01:49.940 --> 00:01:54.300]  記住大衛曾經兩次放過蘇羅
[00:01:54.460 --> 00:01:56.860]  不殺他的 放過蘇羅
[00:01:56.860 --> 00:01:59.940]  有一次就是在忍基底的那個洞裡面
[00:01:59.940 --> 00:02:04.500]  如果我們大家一路上我們的茶餐班
[00:02:04.500 --> 00:02:07.020]  就是割葡 棄殺
[00:02:07.020 --> 00:02:09.300]  那麼蘇羅要大解
[00:02:09.300 --> 00:02:11.500]  但是大衛在這個洞裡面
[00:02:11.500 --> 00:02:13.340]  大衛只是割了他的葡
[00:02:13.340 --> 00:02:16.180]  是沒有下手殺蘇羅
[00:02:16.180 --> 00:02:17.980]  那麼放過他
[00:02:17.980 --> 00:02:20.740]  那麼就在《十月二記》上24章
[00:02:20.740 --> 00:02:23.300]  大家也可以在網上再聽回來
[00:02:23.540 --> 00:02:25.500]  另一次就是在西忽那裡
[00:02:25.500 --> 00:02:28.020]  就偷到了那個軍營裡面
[00:02:28.020 --> 00:02:32.300]  蘇羅睡到不省人事
[00:02:32.300 --> 00:02:35.500]  他只是偷去了他的兵器和水瓶
[00:02:35.500 --> 00:02:38.060]  然後就大聲跟他說
[00:02:38.060 --> 00:02:40.260]  剛才我拿了你的兵器
[00:02:40.260 --> 00:02:41.780]  拿了你的水瓶
[00:02:41.780 --> 00:02:43.300]  就是說我要殺你
[00:02:43.300 --> 00:02:44.540]  是多麼容易呢
[00:02:44.540 --> 00:02:46.060]  但是我沒有殺到你
[00:02:46.060 --> 00:02:47.700]  我也放過你
[00:02:47.700 --> 00:02:50.700]  那麼這個就是《十月二記》上的第26章
[00:02:50.700 --> 00:02:52.860]  但是雖然兩次
[00:02:53.700 --> 00:02:55.340]  放棄了殺蘇羅
[00:02:55.340 --> 00:02:58.020]  但是並沒有因為這樣的緣故
[00:02:58.020 --> 00:02:59.300]  完全改變蘇羅
[00:02:59.300 --> 00:03:02.020]  蘇羅那一刻裡面是有感受的
[00:03:02.020 --> 00:03:03.100]  覺得自己不對
[00:03:03.100 --> 00:03:06.700]  但是沒多久又再追殺大衛了
[00:03:06.700 --> 00:03:09.860]  但是大衛在想一想
[00:03:09.860 --> 00:03:11.700]  又大境內
[00:03:11.700 --> 00:03:15.900]  已經沒有什麼地方可以讓他躲藏了
[00:03:15.900 --> 00:03:19.180]  再加上因為現在他不是孤單一人
[00:03:19.180 --> 00:03:22.260]  一個人要走 要躲藏很容易
[00:03:22.740 --> 00:03:24.780]  但是現在至少有六百多人
[00:03:24.780 --> 00:03:25.780]  還是藍丁
[00:03:25.780 --> 00:03:27.060]  要跟隨他
[00:03:27.060 --> 00:03:28.660]  還有一些婦孺
[00:03:28.660 --> 00:03:29.940]  還有一些小孩子
[00:03:29.940 --> 00:03:31.340]  甚至有些老年人
[00:03:31.340 --> 00:03:33.820]  這樣就成了一個很龐大的隊伍
[00:03:33.820 --> 00:03:35.500]  你怎麼去躲啊
[00:03:35.500 --> 00:03:37.660]  六百多甚至過千人
[00:03:37.660 --> 00:03:39.060]  你是躲不了的
[00:03:39.060 --> 00:03:41.500]  而且也不能夠好好地
[00:03:41.500 --> 00:03:43.780]  供應這一幫跟隨者的需要
[00:03:43.780 --> 00:03:47.420]  雖然他已經娶了阿比該
[00:03:47.420 --> 00:03:50.860]  拿了拿拔不少的財富
[00:03:51.380 --> 00:03:53.900]  但是你要去滿足一千多人
[00:03:53.900 --> 00:03:57.020]  是恆常坐吃到山崩
[00:03:57.020 --> 00:03:58.860]  雖然娶了阿希倫
[00:03:58.860 --> 00:04:00.380]  也是一個有錢的女人
[00:04:00.380 --> 00:04:02.780]  但是也不行
[00:04:02.780 --> 00:04:05.540]  還有就是如果有一些婦女
[00:04:05.540 --> 00:04:08.980]  有一些老弱的人在當中的時候
[00:04:08.980 --> 00:04:12.100]  那種機動性就慢很多了
[00:04:12.100 --> 00:04:15.100]  所以絕對不容易遷徙
[00:04:15.100 --> 00:04:18.660]  逃離掃羅哥追捕
[00:04:18.660 --> 00:04:21.300]  在重重的壓力之下
[00:04:21.860 --> 00:04:23.860]  和客觀的環境
[00:04:23.860 --> 00:04:25.100]  是很不利於他
[00:04:25.100 --> 00:04:28.300]  大衛也失去了信心
[00:04:28.300 --> 00:04:31.780]  於是他就用他的政治智慧
[00:04:31.780 --> 00:04:35.060]  作出一個出人意表的行動
[00:04:35.060 --> 00:04:36.380]  好 我們看看
[00:04:36.380 --> 00:04:38.540]  《薩姆爾紀》上的27章
[00:04:38.540 --> 00:04:40.220]  第一、第二兩節
[00:04:51.660 --> 00:04:56.260]  大衛就要帶著整隊人去投靠菲律師人
[00:04:56.260 --> 00:04:57.580]  即是怎樣呢
[00:04:57.580 --> 00:05:00.260]  投靠了敵軍了
[00:05:00.260 --> 00:05:02.260]  因為他想想
[00:05:02.260 --> 00:05:04.740]  如果沒有菲律師人的保護
[00:05:04.740 --> 00:05:06.940]  他們搞不定
[00:05:06.940 --> 00:05:10.180]  但是如今大衛就去投靠菲律師人
[00:05:10.180 --> 00:05:11.900]  投靠了菲律師人
[00:05:11.900 --> 00:05:13.660]  投靠了菲律師人
[00:05:13.660 --> 00:05:15.060]  投靠了菲律師人
[00:05:15.060 --> 00:05:16.060]  投靠了菲律師人
[00:05:16.060 --> 00:05:17.060]  投靠了菲律師人
[00:05:17.060 --> 00:05:18.060]  投靠了菲律師人
[00:05:18.060 --> 00:05:19.060]  投靠了菲律師人
[00:05:19.060 --> 00:05:20.060]  投靠了菲律師人
[00:05:20.060 --> 00:05:21.060]  投靠了菲律師人
[00:05:21.060 --> 00:05:22.060]  投靠了菲律師人
[00:05:22.060 --> 00:05:23.060]  投靠了菲律師人
[00:05:23.060 --> 00:05:24.060]  投靠了菲律師人
[00:05:24.060 --> 00:05:25.060]  投靠了菲律師人
[00:05:25.060 --> 00:05:26.060]  投靠了菲律師人
[00:05:26.060 --> 00:05:27.060]  投靠了菲律師人
[00:05:27.060 --> 00:05:28.060]  投靠了菲律師人
[00:05:28.060 --> 00:05:29.060]  投靠了菲律師人
[00:05:29.060 --> 00:05:30.060]  投靠了菲律師人
[00:05:30.060 --> 00:05:31.060]  投靠了菲律師人
[00:05:31.060 --> 00:05:32.060]  投靠了菲律師人
[00:05:32.060 --> 00:05:33.060]  投靠了菲律師人
[00:05:33.060 --> 00:05:34.060]  投靠了菲律師人
[00:05:34.060 --> 00:05:35.060]  投靠了菲律師人
[00:05:35.060 --> 00:05:36.060]  投靠了菲律師人
[00:05:36.060 --> 00:05:37.060]  投靠了菲律師人
[00:05:37.060 --> 00:05:38.060]  投靠了菲律師人
[00:05:38.060 --> 00:05:39.060]  投靠了菲律師人
[00:05:39.060 --> 00:05:51.060]  投靠了菲律師人
[00:05:51.060 --> 00:05:52.060]  投靠了菲律師人
[00:05:52.060 --> 00:05:53.060]  投靠了菲律師人
[00:05:53.060 --> 00:05:54.060]  投靠了菲律師人
[00:05:54.060 --> 00:05:55.060]  投靠了菲律師人
[00:05:55.060 --> 00:05:56.060]  投靠了菲律師人
[00:05:56.060 --> 00:05:57.060]  投靠了菲律師人
[00:05:57.060 --> 00:05:58.060]  投靠了菲律師人
[00:05:58.060 --> 00:05:59.060]  投靠了菲律師人
[00:05:59.060 --> 00:06:00.060]  投靠了菲律師人
[00:06:00.060 --> 00:06:01.060]  投靠了菲律師人
[00:06:01.060 --> 00:06:02.060]  投靠了菲律師人
[00:06:02.060 --> 00:06:03.060]  投靠了菲律師人
[00:06:03.060 --> 00:06:04.060]  投靠了菲律師人
[00:06:04.060 --> 00:06:05.060]  投靠了菲律師人
[00:06:05.060 --> 00:06:06.060]  投靠了菲律師人
[00:06:06.060 --> 00:06:07.060]  投靠了菲律師人
[00:06:07.060 --> 00:06:08.060]  投靠了菲律師人
[00:06:08.060 --> 00:06:09.060]  投靠了菲律師人
[00:06:09.060 --> 00:06:10.060]  投靠了菲律師人
[00:06:10.060 --> 00:06:11.060]  投靠了菲律師人
[00:06:11.060 --> 00:06:12.060]  投靠了菲律師人
[00:06:12.060 --> 00:06:13.060]  投靠了菲律師人
[00:06:13.060 --> 00:06:14.060]  投靠了菲律師人
[00:06:14.060 --> 00:06:15.060]  投靠了菲律師人
[00:06:15.060 --> 00:06:16.060]  投靠了菲律師人
[00:06:16.060 --> 00:06:17.060]  投靠了菲律師人
[00:06:17.060 --> 00:06:18.060]  投靠了菲律師人
[00:06:18.060 --> 00:06:19.060]  投靠了菲律師人
[00:06:19.060 --> 00:06:20.060]  投靠了菲律師人
[00:06:20.060 --> 00:06:21.060]  投靠了菲律師人
[00:06:21.060 --> 00:06:22.060]  投靠了菲律師人
[00:06:22.060 --> 00:06:23.060]  投靠了菲律師人
[00:06:23.060 --> 00:06:24.060]  投靠了菲律師人
[00:06:24.060 --> 00:06:25.060]  投靠了菲律師人
[00:06:25.060 --> 00:06:26.060]  投靠了菲律師人
[00:06:26.060 --> 00:06:38.060]  投靠了菲律師人
[00:06:38.060 --> 00:06:39.060]  投靠了菲律師人
[00:06:39.060 --> 00:06:40.060]  投靠了菲律師人
[00:06:40.060 --> 00:06:41.060]  投靠了菲律師人
[00:06:41.060 --> 00:06:42.060]  投靠了菲律師人
[00:06:42.060 --> 00:06:43.060]  投靠了菲律師人
[00:06:43.060 --> 00:06:44.060]  投靠了菲律師人
[00:06:44.060 --> 00:06:45.060]  投靠了菲律師人
[00:06:45.060 --> 00:06:46.060]  投靠了菲律師人
[00:06:46.060 --> 00:06:47.060]  投靠了菲律師人
[00:06:47.060 --> 00:06:48.060]  投靠了菲律師人
[00:06:48.060 --> 00:06:49.060]  投靠了菲律師人
[00:06:49.060 --> 00:06:50.060]  投靠了菲律師人
[00:06:50.060 --> 00:06:51.060]  投靠了菲律師人
[00:06:51.060 --> 00:06:52.060]  投靠了菲律師人
[00:06:52.060 --> 00:06:53.060]  投靠了菲律師人
[00:06:53.060 --> 00:06:54.060]  投靠了菲律師人
[00:06:54.060 --> 00:06:55.060]  投靠了菲律師人
[00:06:55.060 --> 00:06:56.060]  投靠了菲律師人
[00:06:56.060 --> 00:06:57.060]  投靠了菲律師人
[00:06:57.060 --> 00:06:58.060]  投靠了菲律師人
[00:06:58.060 --> 00:06:59.060]  投靠了菲律師人
[00:06:59.060 --> 00:07:00.060]  投靠了菲律師人
[00:07:00.060 --> 00:07:01.060]  投靠了菲律師人
[00:07:01.060 --> 00:07:02.060]  投靠了菲律師人
[00:07:02.060 --> 00:07:03.060]  投靠了菲律師人
[00:07:03.060 --> 00:07:04.060]  投靠了菲律師人
[00:07:04.060 --> 00:07:05.060]  投靠了菲律師人
[00:07:05.060 --> 00:07:06.060]  投靠了菲律師人
[00:07:06.060 --> 00:07:07.060]  投靠了菲律師人
[00:07:07.060 --> 00:07:08.060]  投靠了菲律師人
[00:07:08.060 --> 00:07:09.060]  投靠了菲律師人
[00:07:09.060 --> 00:07:10.060]  投靠了菲律師人
[00:07:10.060 --> 00:07:11.060]  投靠了菲律師人
[00:07:11.060 --> 00:07:12.060]  投靠了菲律師人
[00:07:12.060 --> 00:07:13.060]  投靠了菲律師人
[00:07:13.060 --> 00:07:28.060]  投靠了菲律師人
[00:07:28.060 --> 00:07:29.060]  投靠了菲律師人
[00:07:29.060 --> 00:07:30.060]  投靠了菲律師人
[00:07:30.060 --> 00:07:31.060]  投靠了菲律師人
[00:07:31.060 --> 00:07:32.060]  投靠了菲律師人
[00:07:32.060 --> 00:07:33.060]  投靠了菲律師人
[00:07:33.060 --> 00:07:34.060]  投靠了菲律師人
[00:07:34.060 --> 00:07:35.060]  投靠了菲律師人
[00:07:35.060 --> 00:07:36.060]  投靠了菲律師人
[00:07:36.060 --> 00:07:37.060]  投靠了菲律師人
[00:07:37.060 --> 00:07:38.060]  投靠了菲律師人
[00:07:38.060 --> 00:07:39.060]  投靠了菲律師人
[00:07:39.060 --> 00:07:40.060]  投靠了菲律師人
[00:07:40.060 --> 00:07:41.060]  投靠了菲律師人
[00:07:41.060 --> 00:07:42.060]  投靠了菲律師人
[00:07:42.060 --> 00:07:43.060]  投靠了菲律師人
[00:07:43.060 --> 00:07:44.060]  投靠了菲律師人
[00:07:44.060 --> 00:07:45.060]  投靠了菲律師人
[00:07:45.060 --> 00:07:46.060]  投靠了菲律師人
[00:07:46.060 --> 00:07:47.060]  投靠了菲律師人
[00:07:47.060 --> 00:07:48.060]  投靠了菲律師人
[00:07:48.060 --> 00:07:49.060]  投靠了菲律師人
[00:07:49.060 --> 00:07:50.060]  投靠了菲律師人
[00:07:50.060 --> 00:07:51.060]  投靠了菲律師人
[00:07:51.060 --> 00:07:52.060]  投靠了菲律師人
[00:07:52.060 --> 00:07:53.060]  投靠了菲律師人
[00:07:53.060 --> 00:07:54.060]  投靠了菲律師人
[00:07:54.060 --> 00:07:55.060]  投靠了菲律師人
[00:07:55.060 --> 00:07:56.060]  投靠了菲律師人
[00:07:56.060 --> 00:07:57.060]  投靠了菲律師人
[00:07:57.060 --> 00:07:58.060]  投靠了菲律師人
[00:07:58.060 --> 00:07:59.060]  投靠了菲律師人
[00:07:59.060 --> 00:08:00.060]  投靠了菲律師人
[00:08:00.060 --> 00:08:13.060]  投靠了菲律師人
[00:08:13.060 --> 00:08:14.060]  投靠了菲律師人
[00:08:14.060 --> 00:08:15.060]  投靠了菲律師人
[00:08:15.060 --> 00:08:16.060]  投靠了菲律師人
[00:08:16.060 --> 00:08:17.060]  投靠了菲律師人
[00:08:17.060 --> 00:08:18.060]  投靠了菲律師人
[00:08:18.060 --> 00:08:19.060]  投靠了菲律師人
[00:08:19.060 --> 00:08:20.060]  投靠了菲律師人
[00:08:20.060 --> 00:08:21.060]  投靠了菲律師人
[00:08:21.060 --> 00:08:22.060]  投靠了菲律師人
[00:08:22.060 --> 00:08:23.060]  投靠了菲律師人
[00:08:23.060 --> 00:08:24.060]  投靠了菲律師人
[00:08:24.060 --> 00:08:25.060]  投靠了菲律師人
[00:08:25.060 --> 00:08:26.060]  投靠了菲律師人
[00:08:26.060 --> 00:08:27.060]  投靠了菲律師人
[00:08:27.060 --> 00:08:28.060]  投靠了菲律師人
[00:08:28.060 --> 00:08:29.060]  投靠了菲律師人
[00:08:29.060 --> 00:08:30.060]  投靠了菲律師人
[00:08:30.060 --> 00:08:31.060]  投靠了菲律師人
[00:08:31.060 --> 00:08:32.060]  投靠了菲律師人
[00:08:32.060 --> 00:08:33.060]  投靠了菲律師人
[00:08:33.060 --> 00:08:34.060]  投靠了菲律師人
[00:08:34.060 --> 00:08:35.060]  投靠了菲律師人
[00:08:35.060 --> 00:08:36.060]  投靠了菲律師人
[00:08:36.060 --> 00:08:37.060]  投靠了菲律師人
[00:08:37.060 --> 00:08:38.060]  投靠了菲律師人
[00:08:38.060 --> 00:08:39.060]  投靠了菲律師人
[00:08:39.060 --> 00:08:40.060]  投靠了菲律師人
[00:08:40.060 --> 00:08:41.060]  投靠了菲律師人
[00:08:41.060 --> 00:08:42.060]  投靠了菲律師人
[00:08:42.060 --> 00:08:43.060]  投靠了菲律師人
[00:08:43.060 --> 00:08:44.060]  投靠了菲律師人
[00:08:44.060 --> 00:08:45.060]  投靠了菲律師人
[00:08:45.060 --> 00:08:46.060]  投靠了菲律師人
[00:08:46.060 --> 00:08:47.060]  投靠了菲律師人
[00:08:47.060 --> 00:09:01.060]  投靠了菲律師人
[00:09:01.060 --> 00:09:02.060]  投靠了菲律師人
[00:09:02.060 --> 00:09:03.060]  投靠了菲律師人
[00:09:03.060 --> 00:09:04.060]  投靠了菲律師人
[00:09:04.060 --> 00:09:05.060]  投靠了菲律師人
[00:09:05.060 --> 00:09:06.060]  投靠了菲律師人
[00:09:06.060 --> 00:09:07.060]  投靠了菲律師人
[00:09:07.060 --> 00:09:08.060]  投靠了菲律師人
[00:09:08.060 --> 00:09:09.060]  投靠了菲律師人
[00:09:09.060 --> 00:09:10.060]  投靠了菲律師人
[00:09:10.060 --> 00:09:11.060]  投靠了菲律師人
[00:09:11.060 --> 00:09:12.060]  投靠了菲律師人
[00:09:12.060 --> 00:09:13.060]  投靠了菲律師人
[00:09:13.060 --> 00:09:14.060]  投靠了菲律師人
[00:09:14.060 --> 00:09:15.060]  投靠了菲律師人
[00:09:15.060 --> 00:09:16.060]  投靠了菲律師人
[00:09:16.060 --> 00:09:17.060]  投靠了菲律師人
[00:09:17.060 --> 00:09:18.060]  投靠了菲律師人
[00:09:18.060 --> 00:09:19.060]  投靠了菲律師人
[00:09:19.060 --> 00:09:20.060]  投靠了菲律師人
[00:09:20.060 --> 00:09:21.060]  投靠了菲律師人
[00:09:21.060 --> 00:09:22.060]  投靠了菲律師人
[00:09:22.060 --> 00:09:23.060]  投靠了菲律師人
[00:09:23.060 --> 00:09:24.060]  投靠了菲律師人
[00:09:24.060 --> 00:09:25.060]  投靠了菲律師人
[00:09:25.060 --> 00:09:26.060]  投靠了菲律師人
[00:09:26.060 --> 00:09:27.060]  投靠了菲律師人
[00:09:27.060 --> 00:09:28.060]  投靠了菲律師人
[00:09:28.060 --> 00:09:29.060]  投靠了菲律師人
[00:09:29.060 --> 00:09:30.060]  投靠了菲律師人
[00:09:30.060 --> 00:09:31.060]  投靠了菲律師人
[00:09:31.060 --> 00:09:32.060]  投靠了菲律師人
[00:09:32.060 --> 00:09:33.060]  投靠了菲律師人
[00:09:33.060 --> 00:09:34.060]  投靠了菲律師人
[00:09:34.060 --> 00:09:49.060]  投靠了菲律師人
[00:09:49.060 --> 00:09:50.060]  投靠了菲律師人
[00:09:50.060 --> 00:09:51.060]  投靠了菲律師人
[00:09:51.060 --> 00:09:52.060]  投靠了菲律師人
[00:09:52.060 --> 00:09:53.060]  投靠了菲律師人
[00:09:53.060 --> 00:09:54.060]  投靠了菲律師人
[00:09:54.060 --> 00:09:55.060]  投靠了菲律師人
[00:09:55.060 --> 00:09:56.060]  投靠了菲律師人
[00:09:56.060 --> 00:09:57.060]  投靠了菲律師人
[00:09:57.060 --> 00:09:58.060]  投靠了菲律師人
[00:09:58.060 --> 00:09:59.060]  投靠了菲律師人
[00:09:59.060 --> 00:10:00.060]  投靠了菲律師人
[00:10:00.060 --> 00:10:01.060]  投靠了菲律師人
[00:10:01.060 --> 00:10:02.060]  投靠了菲律師人
[00:10:02.060 --> 00:10:03.060]  投靠了菲律師人
[00:10:03.060 --> 00:10:04.060]  投靠了菲律師人
[00:10:04.060 --> 00:10:05.060]  投靠了菲律師人
[00:10:05.060 --> 00:10:06.060]  投靠了菲律師人
[00:10:06.060 --> 00:10:07.060]  投靠了菲律師人
[00:10:07.060 --> 00:10:08.060]  投靠了菲律師人
[00:10:08.060 --> 00:10:09.060]  投靠了菲律師人
[00:10:09.060 --> 00:10:10.060]  投靠了菲律師人
[00:10:10.060 --> 00:10:11.060]  投靠了菲律師人
[00:10:11.060 --> 00:10:12.060]  投靠了菲律師人
[00:10:12.060 --> 00:10:13.060]  投靠了菲律師人
[00:10:13.060 --> 00:10:14.060]  投靠了菲律師人
[00:10:14.060 --> 00:10:15.060]  投靠了菲律師人
[00:10:15.060 --> 00:10:16.060]  投靠了菲律師人
[00:10:16.060 --> 00:10:17.060]  投靠了菲律師人
[00:10:17.060 --> 00:10:18.060]  投靠了菲律師人
[00:10:18.060 --> 00:10:19.060]  投靠了菲律師人
[00:10:19.060 --> 00:10:20.060]  投靠了菲律師人
[00:10:20.060 --> 00:10:21.060]  投靠了菲律師人
[00:10:21.060 --> 00:10:33.060]  投靠了菲律師人
[00:10:33.060 --> 00:10:34.060]  投靠了菲律師人
[00:10:34.060 --> 00:10:35.060]  投靠了菲律師人
[00:10:35.060 --> 00:10:36.060]  投靠了菲律師人
[00:10:36.060 --> 00:10:37.060]  投靠了菲律師人
[00:10:37.060 --> 00:10:38.060]  投靠了菲律師人
[00:10:38.060 --> 00:10:39.060]  投靠了菲律師人
[00:10:39.060 --> 00:10:40.060]  投靠了菲律師人
[00:10:40.060 --> 00:10:41.060]  投靠了菲律師人
[00:10:41.060 --> 00:10:42.060]  投靠了菲律師人
[00:10:42.060 --> 00:10:43.060]  投靠了菲律師人
[00:10:43.060 --> 00:10:44.060]  投靠了菲律師人
[00:10:44.060 --> 00:10:45.060]  投靠了菲律師人
[00:10:45.060 --> 00:10:46.060]  投靠了菲律師人
[00:10:46.060 --> 00:10:47.060]  投靠了菲律師人
[00:10:47.060 --> 00:10:48.060]  投靠了菲律師人
[00:10:48.060 --> 00:10:49.060]  投靠了菲律師人
[00:10:49.060 --> 00:10:50.060]  投靠了菲律師人
[00:10:50.060 --> 00:10:51.060]  投靠了菲律師人
[00:10:51.060 --> 00:10:52.060]  投靠了菲律師人
[00:10:52.060 --> 00:10:53.060]  投靠了菲律師人
[00:10:53.060 --> 00:10:54.060]  投靠了菲律師人
[00:10:54.060 --> 00:10:55.060]  投靠了菲律師人
[00:10:55.060 --> 00:10:56.060]  投靠了菲律師人
[00:10:56.060 --> 00:10:57.060]  投靠了菲律師人
[00:10:57.060 --> 00:10:58.060]  投靠了菲律師人
[00:10:58.060 --> 00:10:59.060]  投靠了菲律師人
[00:10:59.060 --> 00:11:00.060]  投靠了菲律師人
[00:11:00.060 --> 00:11:01.060]  投靠了菲律師人
[00:11:01.060 --> 00:11:02.060]  投靠了菲律師人
[00:11:02.060 --> 00:11:03.060]  投靠了菲律師人
[00:11:03.060 --> 00:11:04.060]  投靠了菲律師人
[00:11:04.060 --> 00:11:05.060]  投靠了菲律師人
[00:11:05.060 --> 00:11:06.060]  投靠了菲律師人
[00:11:06.060 --> 00:11:07.060]  投靠了菲律師人
[00:11:07.060 --> 00:11:08.060]  投靠了菲律師人
[00:11:08.060 --> 00:11:20.060]  投靠了菲律師人
[00:11:20.060 --> 00:11:21.060]  投靠了菲律師人
[00:11:21.060 --> 00:11:22.060]  投靠了菲律師人
[00:11:22.060 --> 00:11:23.060]  投靠了菲律師人
[00:11:23.060 --> 00:11:24.060]  投靠了菲律師人
[00:11:24.060 --> 00:11:25.060]  投靠了菲律師人
[00:11:25.060 --> 00:11:26.060]  投靠了菲律師人
[00:11:26.060 --> 00:11:27.060]  投靠了菲律師人
[00:11:27.060 --> 00:11:28.060]  投靠了菲律師人
[00:11:28.060 --> 00:11:29.060]  投靠了菲律師人
[00:11:29.060 --> 00:11:30.060]  投靠了菲律師人
[00:11:30.060 --> 00:11:31.060]  投靠了菲律師人
[00:11:31.060 --> 00:11:32.060]  投靠了菲律師人
[00:11:32.060 --> 00:11:33.060]  投靠了菲律師人
[00:11:33.060 --> 00:11:34.060]  投靠了菲律師人
[00:11:34.060 --> 00:11:35.060]  投靠了菲律師人
[00:11:35.060 --> 00:11:36.060]  投靠了菲律師人
[00:11:36.060 --> 00:11:37.060]  投靠了菲律師人
[00:11:37.060 --> 00:11:38.060]  投靠了菲律師人
[00:11:38.060 --> 00:11:39.060]  投靠了菲律師人
[00:11:39.060 --> 00:11:40.060]  投靠了菲律師人
[00:11:40.060 --> 00:11:41.060]  投靠了菲律師人
[00:11:41.060 --> 00:11:42.060]  投靠了菲律師人
[00:11:42.060 --> 00:11:43.060]  投靠了菲律師人
[00:11:43.060 --> 00:11:44.060]  投靠了菲律師人
[00:11:44.060 --> 00:11:45.060]  投靠了菲律師人
[00:11:45.060 --> 00:11:46.060]  投靠了菲律師人
[00:11:46.060 --> 00:11:47.060]  投靠了菲律師人
[00:11:47.060 --> 00:11:48.060]  投靠了菲律師人
[00:11:48.060 --> 00:11:49.060]  投靠了菲律師人
[00:11:49.060 --> 00:11:50.060]  投靠了菲律師人
[00:11:50.060 --> 00:11:51.060]  投靠了菲律師人
[00:11:51.060 --> 00:11:52.060]  投靠了菲律師人
[00:11:52.060 --> 00:11:53.060]  投靠了菲律師人
[00:11:53.060 --> 00:11:54.060]  投靠了菲律師人
[00:11:54.060 --> 00:11:55.060]  投靠了菲律師人
[00:11:55.060 --> 00:12:10.060]  投靠了菲律師人
[00:12:10.060 --> 00:12:11.060]  投靠了菲律師人
[00:12:11.060 --> 00:12:12.060]  投靠了菲律師人
[00:12:12.060 --> 00:12:13.060]  投靠了菲律師人
[00:12:13.060 --> 00:12:14.060]  投靠了菲律師人
[00:12:14.060 --> 00:12:15.060]  投靠了菲律師人
[00:12:15.060 --> 00:12:16.060]  投靠了菲律師人
[00:12:16.060 --> 00:12:17.060]  投靠了菲律師人
[00:12:17.060 --> 00:12:18.060]  投靠了菲律師人
[00:12:18.060 --> 00:12:19.060]  投靠了菲律師人
[00:12:19.060 --> 00:12:20.060]  投靠了菲律師人
[00:12:20.060 --> 00:12:21.060]  投靠了菲律師人
[00:12:21.060 --> 00:12:22.060]  投靠了菲律師人
[00:12:22.060 --> 00:12:23.060]  投靠了菲律師人
[00:12:23.060 --> 00:12:24.060]  投靠了菲律師人
[00:12:24.060 --> 00:12:25.060]  投靠了菲律師人
[00:12:25.060 --> 00:12:26.060]  投靠了菲律師人
[00:12:26.060 --> 00:12:27.060]  投靠了菲律師人
[00:12:27.060 --> 00:12:28.060]  投靠了菲律師人
[00:12:28.060 --> 00:12:29.060]  投靠了菲律師人
[00:12:29.060 --> 00:12:30.060]  投靠了菲律師人
[00:12:30.060 --> 00:12:31.060]  投靠了菲律師人
[00:12:31.060 --> 00:12:32.060]  投靠了菲律師人
[00:12:32.060 --> 00:12:33.060]  投靠了菲律師人
[00:12:33.060 --> 00:12:34.060]  投靠了菲律師人
[00:12:34.060 --> 00:12:35.060]  投靠了菲律師人
[00:12:35.060 --> 00:12:36.060]  投靠了菲律師人
