
[00:00:00.000 --> 00:00:04.640]  今年教會主題是「非凡人生」
[00:08:21.000 --> 00:08:25.000]  潔淨了這個加拉森的地方
[00:08:25.000 --> 00:08:27.200]  連那些豬也解決了
[00:08:27.200 --> 00:08:29.640]  所以在猶太人的眼中
[00:08:29.640 --> 00:08:31.440]  這件事就是這樣發生
[00:08:31.440 --> 00:08:32.920]  主耶穌讓這些事發生
[00:08:32.920 --> 00:08:35.520]  就是要讓猶太人看到一個記號
[00:08:35.520 --> 00:08:37.400]  祂不單止醫治了這個人
[00:08:37.400 --> 00:08:40.160]  擊敗了撒旦的軍隊
[00:08:40.160 --> 00:08:42.960]  還潔淨了整個加拉森的地方
[00:08:42.960 --> 00:08:47.240]  在他們的眼中潔淨就等於處理了這群豬
[00:08:47.240 --> 00:08:49.560]  但我們就會想
[00:08:49.560 --> 00:08:51.040]  那加拉森人呢?
[00:08:51.040 --> 00:08:53.960]  主耶穌是否放棄了加拉森人呢?
[00:08:53.960 --> 00:08:55.400]  主耶穌
[00:08:55.400 --> 00:08:57.120]  我們繼續看下去
[00:08:57.120 --> 00:08:58.920]  放豬的人呢?
[00:08:58.920 --> 00:09:00.360]  放豬的人就是誰呢?
[00:09:00.360 --> 00:09:02.120]  就是加拉森人
[00:09:02.120 --> 00:09:04.320]  加拉森人看到這件事之後
[00:09:04.320 --> 00:09:06.040]  他竟然逃跑
[00:09:06.040 --> 00:09:09.680]  然後告訴了加拉森的其他鄉親父老
[00:09:09.680 --> 00:09:12.000]  其他鄉親父老出來後
[00:09:12.000 --> 00:09:15.920]  看到這個人本身那麼不修邊幅
[00:09:15.920 --> 00:09:17.840]  那麼失喪的一個人
[00:09:17.840 --> 00:09:21.040]  他竟然坐在主耶穌的腳前
[00:09:21.040 --> 00:09:23.920]  什麼叫做坐在主耶穌的腳前呢?
[00:09:23.920 --> 00:09:25.800]  是不是很熟悉呢?
[00:09:25.800 --> 00:09:28.080]  前兩個星期我們是不是聽過
[00:09:28.080 --> 00:09:31.080]  誰會坐在主耶穌的腳前呢?
[00:09:31.080 --> 00:09:33.600]  門徒瑪利亞
[00:09:33.600 --> 00:09:37.240]  他竟然本來是一個不知道自己在做什麼的人
[00:09:37.240 --> 00:09:40.640]  他突然間坐在主耶穌的腳前
[00:09:40.640 --> 00:09:42.480]  他想做主耶穌的門徒
[00:09:42.480 --> 00:09:43.600]  穿回衣服
[00:09:43.600 --> 00:09:47.000]  其實穿回衣服的意思不只是穿回衣服
[00:09:47.000 --> 00:09:50.640]  他真的將自己打理整齊
[00:09:50.640 --> 00:09:53.360]  變回一個有條有理的人
[00:09:53.360 --> 00:09:55.720]  心裡明白過來
[00:09:55.720 --> 00:09:59.520]  這些人看到一個本來那麼失喪的人
[00:09:59.520 --> 00:10:01.680]  變回一個那麼有條理
[00:10:01.680 --> 00:10:03.320]  生命改變
[00:10:03.320 --> 00:10:05.680]  這班人看到這個人的生命改變
[00:10:05.680 --> 00:10:07.240]  心裡明白過來
[00:10:07.240 --> 00:10:09.760]  他們竟然害怕
[00:10:09.760 --> 00:10:11.560]  為什麼他們會害怕呢?
[00:10:11.560 --> 00:10:12.960]  這班格拉森人
[00:10:12.960 --> 00:10:15.000]  明明看到一個人的生命得著改變
[00:10:15.000 --> 00:10:18.080]  他們竟然害怕
[00:10:18.080 --> 00:10:20.240]  原來他們害怕是因為這件事
[00:10:20.240 --> 00:10:24.000]  令到他們在財政上損失慘重
[00:10:24.000 --> 00:10:25.000]  我們在這裡看
[00:10:25.000 --> 00:10:27.760]  其實是二千隻豬
[00:10:27.760 --> 00:10:29.360]  如果我們今天保守估計
[00:10:29.360 --> 00:10:30.640]  二百五十元一隻豬
[00:10:30.640 --> 00:10:32.120]  二千隻豬等於多少錢呢?
[00:10:32.120 --> 00:10:33.280]  五十萬
[00:10:33.280 --> 00:10:35.120]  這班人因為這件事
[00:10:35.120 --> 00:10:37.120]  不見了五十萬
[00:10:37.120 --> 00:10:39.120]  他們就很害怕
[00:10:39.120 --> 00:10:41.560]  求主耶穌離開他們
[00:10:41.560 --> 00:10:44.360]  然後主耶穌就離開了他們
[00:10:44.360 --> 00:10:46.160]  接著我們就要問
[00:10:46.160 --> 00:10:50.800]  為什麼主耶穌會容許一個那麼大的阻礙
[00:10:50.800 --> 00:10:54.040]  令到這些外邦人那麼難去信祂呢?
[00:10:54.040 --> 00:10:56.320]  我不知道你們傳福音的時候
[00:10:56.320 --> 00:10:58.920]  有沒有試過明明一個人就來信主
[00:10:58.920 --> 00:11:02.000]  但卻是因為一些天災人禍
[00:11:02.000 --> 00:11:04.440]  突然間就不信了
[00:11:04.440 --> 00:11:06.760]  是不是主耶穌放棄了這些人呢?
[00:11:06.760 --> 00:11:12.440]  為什麼主耶穌要讓兩次鬼進入這個人的身上呢?
[00:11:12.440 --> 00:11:16.760]  為什麼主耶穌要讓人不停去受同一個折磨呢?
[00:11:16.760 --> 00:11:19.240]  為什麼呢?我們要問
[00:11:19.240 --> 00:11:23.800]  原來主耶穌是不願意人因為神蹟
[00:11:23.800 --> 00:11:24.800]  其實老實說
[00:11:24.800 --> 00:11:29.480]  我們信主或多或少都是因為神蹟
[00:11:29.480 --> 00:11:36.280]  但主耶穌卻不願意人只是因為神蹟去相信祂
[00:11:36.280 --> 00:11:37.880]  我們看約翰福音
[00:11:37.880 --> 00:11:41.800]  很多時候主耶穌如果是因為神蹟而相信祂
[00:11:41.800 --> 00:11:44.480]  主耶穌說你要再加把力
[00:11:44.480 --> 00:11:46.160]  你要再加把力
[00:11:46.160 --> 00:11:48.400]  我們看一看
[00:11:48.400 --> 00:11:52.880]  究竟主耶穌是否放棄了格拉森這個地方呢?
[00:11:52.880 --> 00:11:55.520]  這個人被主耶穌醫治了
[00:11:55.520 --> 00:11:57.760]  他很想做主耶穌的門徒
[00:11:57.760 --> 00:11:59.880]  懇求和主耶穌同在
[00:11:59.880 --> 00:12:01.880]  主耶穌卻打發
[00:12:01.880 --> 00:12:05.000]  其實打發這個字中文譯得不太好
[00:12:05.000 --> 00:12:06.720]  打發好像是打發祂
[00:12:06.720 --> 00:12:09.600]  但其實在原文裡打發的意思
[00:12:09.600 --> 00:12:11.440]  是差遣祂
[00:12:11.440 --> 00:12:13.080]  是有一個使命的
[00:12:13.080 --> 00:12:16.000]  主耶穌卻差遣祂
[00:12:16.000 --> 00:12:18.000]  叫祂回家
[00:12:18.000 --> 00:12:19.320]  不是吃雞腿
[00:12:19.320 --> 00:12:26.640]  叫祂回家是要全港為神作見證
[00:12:26.640 --> 00:12:29.680]  要在格拉森這個地方將祂的故事
[00:12:29.680 --> 00:12:30.880]  祂生命的改變
[00:12:30.880 --> 00:12:32.880]  一個的一個的一個的
[00:12:32.880 --> 00:12:35.880]  和這個地方的人去傳福音
[00:12:35.880 --> 00:12:39.000]  所以神不是放棄格拉森這個地方的人
[00:12:39.000 --> 00:12:40.800]  祂是願意人相信祂
[00:12:40.800 --> 00:12:42.320]  不是因為一個神蹟
[00:12:42.320 --> 00:12:45.640]  其實神蹟已經出現了
[00:12:45.640 --> 00:12:47.480]  一個人由這樣變成這樣
[00:12:47.480 --> 00:12:49.840]  人是已經看到神蹟了
[00:12:49.840 --> 00:12:56.200]  但神不願意人相信神是因為財政上的得失
[00:12:56.200 --> 00:12:57.760]  好嗎?
[00:12:57.760 --> 00:12:59.560]  所以我們看到
[00:12:59.560 --> 00:13:04.160]  主耶穌呼召門徒是有不同的方向的
[00:13:04.160 --> 00:13:06.000]  祂呼召漁夫
[00:13:06.000 --> 00:13:08.560]  叫他們離開原本的生活
[00:13:08.560 --> 00:13:10.240]  和主耶穌同行
[00:13:10.240 --> 00:13:12.840]  但祂呼召這個明顯
[00:13:12.840 --> 00:13:16.440]  經文裡說祂是呼召了這個被鬼醫治的人
[00:13:16.440 --> 00:13:19.240]  祂是呼召他留在家中
[00:13:19.240 --> 00:13:20.960]  在自己的家鄉
[00:13:20.960 --> 00:13:25.600]  向他身邊的人作見證
[00:13:25.600 --> 00:13:28.120]  所以今天我們講到的主題就是
[00:13:28.120 --> 00:13:30.840]  呼召不是複製而是定位
[00:13:30.840 --> 00:13:33.240]  我們由三點去看一看
[00:13:33.240 --> 00:13:34.760]  怎樣可以定位
[00:13:34.760 --> 00:13:38.640]  第一,我們要重建安全的根基
[00:13:38.640 --> 00:13:40.120]  我們的安全感
[00:13:40.120 --> 00:13:43.000]  是否在於信耶穌有好處呢?
[00:13:43.000 --> 00:13:45.720]  或者信耶穌神給了我們甚麼呢?
[00:13:45.720 --> 00:13:48.320]  我們的安全感是否停留在那裡呢?
[00:13:48.320 --> 00:13:52.240]  第二,我們要斷開路徑依賴
[00:13:52.240 --> 00:13:53.880]  不要照板煮碗
[00:13:53.880 --> 00:13:56.240]  跟著耶穌不要形形異異
[00:13:56.240 --> 00:13:59.680]  我們才可以站穩呼召定位
[00:13:59.680 --> 00:14:01.320]  我們看看第一點
[00:14:01.320 --> 00:14:04.080]  這個人他懇求主耶穌
[00:14:04.080 --> 00:14:07.640]  懇求不是一次去祈求
[00:14:07.640 --> 00:14:12.920]  這個懇求在原文是指一種持續性的
[00:14:12.920 --> 00:14:16.000]  一種帶著依賴又哀又嬉
[00:14:16.000 --> 00:14:17.880]  求求主耶穌
[00:14:17.880 --> 00:14:19.880]  好像蒼蠅一樣勒著祂
[00:14:19.880 --> 00:14:23.480]  很想主耶穌帶著祂走
[00:14:23.480 --> 00:14:27.200]  因為祂不是第一次被鬼附
[00:14:27.200 --> 00:14:30.440]  主耶穌回來才可以醫治祂
[00:14:30.440 --> 00:14:32.200]  所以祂的安全感
[00:14:32.200 --> 00:14:35.800]  就放在物理上的主耶穌
[00:14:35.800 --> 00:14:38.320]  主耶穌在這裡我才得醫治
[00:14:38.320 --> 00:14:41.280]  所以祂就很想抱著主耶穌不放
[00:14:41.280 --> 00:14:43.800]  這個是明白的
[00:14:43.800 --> 00:14:45.360]  我們也是這樣
[00:14:45.360 --> 00:14:49.400]  這個故事就提醒我另一個故事
[00:14:49.400 --> 00:14:51.800]  讓我想起登山變象
[00:14:51.800 --> 00:14:53.960]  「我們在這裡真好」
[00:14:53.960 --> 00:14:57.040]  這個故事說到主耶穌帶門徒上山
[00:14:57.040 --> 00:15:02.760]  榮光在物理上發光
[00:15:02.760 --> 00:15:04.800]  門徒一看到主耶穌的光
[00:15:04.800 --> 00:15:08.000]  就說「主啊,我們在這裡真好」
[00:15:08.000 --> 00:15:09.600]  你們有沒有這樣的時刻
[00:15:09.600 --> 00:15:12.000]  在你們信主的生涯裡
[00:15:12.000 --> 00:15:15.200]  有一些看到神的榮光被神吸引
[00:15:15.200 --> 00:15:17.480]  在敬拜裡感動流淚
[00:15:17.480 --> 00:15:20.000]  「我們在這裡真好」的時刻
[00:15:20.000 --> 00:15:24.400]  我們想停留,想定格榮耀的瞬間
[00:15:24.400 --> 00:15:27.600]  我們看清楚這個故事
[00:15:27.600 --> 00:15:30.000]  主耶穌帶門徒上山的時候
[00:15:30.000 --> 00:15:32.400]  當主耶穌開始禱告
[00:15:32.400 --> 00:15:36.000]  「禱告,門徒們在做什麼?」
[00:15:36.000 --> 00:15:39.000]  「睡著了」
[00:15:39.000 --> 00:15:43.400]  摩西和以利亞尼和主耶穌聊天
[00:15:43.400 --> 00:15:45.000]  聊什麼?
[00:15:45.000 --> 00:15:47.400]  不是說「主耶穌你是君王」
[00:15:47.400 --> 00:15:48.600]  「你會統治這個世界」
[00:15:48.600 --> 00:15:50.200]  不是說這些
[00:15:50.200 --> 00:15:53.600]  以利亞和摩西尼和主耶穌談論
[00:15:53.600 --> 00:15:55.400]  「你快要上十誡了」
[00:15:55.400 --> 00:15:57.600]  「你快要受苦了」
[00:15:57.600 --> 00:16:01.000]  「你快要離開這個世界了」
[00:16:01.000 --> 00:16:03.000]  當他們談論這些事的時候
[00:16:03.000 --> 00:16:05.400]  門徒們在做什麼?
[00:16:05.400 --> 00:16:06.600]  半夢半醒
[00:16:06.600 --> 00:16:08.200]  都不知道聽不聽到
[00:16:08.200 --> 00:16:10.600]  如果你回去再研究一下經文
[00:16:10.600 --> 00:16:13.600]  很大機會他們聽不到
[00:16:13.600 --> 00:16:14.600]  在睡覺
[00:16:14.600 --> 00:16:16.600]  不知道他們在說什麼
[00:16:16.600 --> 00:16:18.400]  他們是什麼時候醒來的?
[00:16:18.400 --> 00:16:20.200]  他們是什麼時候醒來的?
[00:16:20.200 --> 00:16:22.400]  主耶穌最後發光的時候
[00:16:22.400 --> 00:16:24.400]  是那些光令到門徒
[00:16:24.400 --> 00:16:26.200]  一醒來見到主耶穌發光
[00:16:26.200 --> 00:16:28.000]  「我們在這裡真好」
[00:16:28.000 --> 00:16:30.400]  「主耶穌,我們不要下山」
[00:16:30.400 --> 00:16:31.600]  「我們停留在山上」
[00:16:31.600 --> 00:16:34.000]  「這一刻很美好」
[00:16:34.000 --> 00:16:35.800]  不知道在我們的信仰生命裡
[00:16:35.800 --> 00:16:37.800]  我們有沒有這樣的瞬間
[00:16:37.800 --> 00:16:39.200]  神很祝福我們
[00:16:39.200 --> 00:16:40.600]  很美好
[00:16:40.600 --> 00:16:42.800]  我們想停留在那裡
[00:16:42.800 --> 00:16:44.200]  對於我來說
[00:16:44.200 --> 00:16:46.000]  「我在這裡真好」
[00:16:46.000 --> 00:16:51.400]  我平時在書房讀聖經
[00:16:51.400 --> 00:16:53.600]  「我在這裡真好」
[00:16:53.600 --> 00:16:55.000]  但神說「不行的」
[00:16:55.000 --> 00:16:57.000]  「你不可以整天躲在這裡」
[00:16:57.000 --> 00:16:58.600]  「你要走出去」
[00:16:58.600 --> 00:17:00.600]  「你要關心別人」
[00:17:00.600 --> 00:17:01.800]  「你要侍奉」
[00:17:01.800 --> 00:17:03.400]  「你不可以只是留在」
[00:17:03.400 --> 00:17:06.800]  「你自己認為美好的地方」
[00:17:06.800 --> 00:17:08.600]  所以這對我們來說
[00:17:08.600 --> 00:17:10.000]  是一個很大的提醒
[00:17:10.000 --> 00:17:13.000]  我們不要定格在榮耀的瞬間
[00:17:13.000 --> 00:17:16.600]  我們認為安全感來自於神祝福我們
[00:17:16.600 --> 00:17:18.000]  神好美好
[00:17:18.000 --> 00:17:19.800]  神給我們好處的時候
[00:17:19.800 --> 00:17:21.600]  我們覺得有安全感
[00:17:21.600 --> 00:17:24.400]  但原來真正的安全感
[00:17:24.400 --> 00:17:26.200]  不是山上的榮耀
[00:17:26.200 --> 00:17:28.400]  而是山下的十字架
[00:17:28.400 --> 00:17:30.200]  因為他們有沒有留在山上
[00:17:30.200 --> 00:17:32.000]  就不下去?
[00:17:32.000 --> 00:17:32.800]  沒有
[00:17:32.800 --> 00:17:35.000]  主耶穌帶他們下山
[00:17:35.000 --> 00:17:36.600]  一起去受苦
[00:17:36.600 --> 00:17:38.400]  一起去生活
[00:17:38.400 --> 00:17:41.400]  最後主耶穌死在十架上
[00:17:41.400 --> 00:17:43.600]  這個才是榮耀
[00:17:43.600 --> 00:17:47.000]  有時候我們以為榮耀是一生平安
[00:17:47.000 --> 00:17:50.200]  這個世界是假象
