
[00:00:00.000 --> 00:00:05.320]  感謝教會 感謝姜姑娘的邀請
[00:03:35.760 --> 00:03:41.080]  那麼當時來說 剛耶穌昇天離開地上之後
[00:03:41.080 --> 00:03:46.080]  一些信徒他們都沒有自己的一個教堂
[00:03:46.080 --> 00:03:47.840]  沒有自己的一個聚會的地方
[00:03:47.840 --> 00:03:56.120]  他們都是最初期的時候是在聖殿
[00:03:56.120 --> 00:04:01.360]  是在當時的聖殿裏面去聚會
[00:04:01.360 --> 00:04:03.160]  他們沒有屬於自己的地方
[00:04:03.160 --> 00:04:08.000]  但是那個聖殿是我們今天叫那些猶太教 猶太人
[00:04:08.000 --> 00:04:14.440]  他們一起過去崇拜的或是敬拜神的地方
[00:04:14.440 --> 00:04:19.160]  他們這個羣體 當時初期教會的羣體
[00:04:19.160 --> 00:04:23.600]  是沒有一個 也沒有什麼
[00:04:23.600 --> 00:04:28.880]  我相信他們剛開始的時候沒有把所有的人的名字都寫下來
[00:04:28.880 --> 00:04:34.200]  有一個洗禮的證還是什麼東西
[00:04:34.200 --> 00:04:38.520]  可能沒有那麼多詳細的一個系統
[00:04:38.520 --> 00:04:47.200]  但是他們正好反映一個素神的羣體應該有的一個情況
[00:04:47.200 --> 00:04:52.480]  所以今天我就用《四路行傳》來跟大家分享
[00:04:52.480 --> 00:05:06.280]  《四路行傳》緊卷書最重要的一句話
[00:05:06.280 --> 00:05:09.400]  就是第一章的第八節
[00:05:09.400 --> 00:05:19.960]  裏面說 這個是耶穌昇天之前
[00:05:19.960 --> 00:05:29.400]  差不多是最後跟使徒信徒的一個交代 一番說話
[00:05:29.400 --> 00:05:32.880]  他說 可是聖靈降臨在你們身上
[00:05:32.880 --> 00:05:36.160]  你們就別領受能力
[00:05:36.160 --> 00:05:39.600]  並且要在耶路撒冷猶太全地
[00:05:39.600 --> 00:05:44.720]  撒瑪利亞基督之道地級做我的見證人
[00:05:44.720 --> 00:05:47.680]  我們先來看一看聖靈降臨
[00:05:47.680 --> 00:05:53.440]  聖靈降臨的話就是聖靈跟我們同在了
[00:05:53.440 --> 00:05:58.800]  然後呢 我們就有能力 領受那個能力
[00:05:58.800 --> 00:06:01.760]  這個是從聖靈來的能力
[00:06:01.760 --> 00:06:07.200]  能力是什麼東西啊 爲什麼我們要有能力
[00:06:07.200 --> 00:06:11.880]  我們早上起來的時候我們要有氣力 對嗎
[00:06:11.880 --> 00:06:15.760]  我們要休息 我們然後換衣服
[00:06:15.760 --> 00:06:20.760]  然後要回到教會 今天回到教會來 對嗎
[00:06:20.760 --> 00:06:24.600]  這是能力是給我們可以做事情的
[00:06:24.600 --> 00:06:27.520]  簡單說就是做工 對嗎
[00:06:27.520 --> 00:06:33.800]  聖靈的能力讓我們可以做工
[00:06:33.800 --> 00:06:36.440]  做工之後 在什麼地方做工
[00:06:36.440 --> 00:06:38.080]  可以先在耶路撒冷
[00:06:38.080 --> 00:06:41.360]  然後慢慢地去猶太的全地
[00:06:41.360 --> 00:06:44.280]  然後撒瑪利亞基督之道地級
[00:06:44.280 --> 00:06:46.920]  距離的範圍講了
[00:06:46.920 --> 00:06:50.000]  然後呢 經文也告訴我們
[00:06:50.000 --> 00:06:54.000]  做工之後是怎麼樣呢
[00:06:54.000 --> 00:06:56.600]  是爲上帝做見證
[00:06:56.600 --> 00:07:01.440]  作爲耶穌的見證人
[00:07:01.440 --> 00:07:03.560]  但是怎麼做見證人呢
[00:07:03.560 --> 00:07:05.840]  我們可能過去一期我們說
[00:07:05.840 --> 00:07:09.080]  我們跑到外面去傳福音
[00:07:09.080 --> 00:07:11.000]  去派丹疆
[00:07:11.000 --> 00:07:14.800]  這個我們就做見證人了
[00:07:14.800 --> 00:07:15.880]  這個沒錯
[00:07:15.880 --> 00:07:20.840]  但是是不是當時初期的教會的信徒
[00:07:20.840 --> 00:07:22.440]  他們的做法呢
[00:07:22.440 --> 00:07:34.000]  我想從第二章44到47節來跟大家去思想一下
[00:07:34.000 --> 00:07:36.560]  44節講說信的人
[00:07:36.560 --> 00:07:42.800]  當時那些信徒 都在一起
[00:07:42.800 --> 00:07:44.800]  信徒 信的人
[00:07:44.800 --> 00:07:48.520]  信的人的意思在這邊是說
[00:07:48.520 --> 00:07:50.640]  不只是相信耶穌
[00:07:50.640 --> 00:07:52.720]  而且是包括
[00:07:52.720 --> 00:07:55.880]  也有一個很重要的一個特別的地方
[00:07:55.880 --> 00:08:01.720]  就是他們是蠻認真的去相信耶穌
[00:08:01.720 --> 00:08:10.160]  意思是我信了 我信了之後就跑到去
[00:08:10.160 --> 00:08:11.800]  然後在一起
[00:08:11.800 --> 00:08:17.360]  過去我們有時候說我們念這段經文的時候
[00:08:17.360 --> 00:08:23.200]  我們可能有一個妄想吧
[00:08:23.200 --> 00:08:25.680]  我說是妄想
[00:08:25.680 --> 00:08:26.440]  意思是說
[00:08:26.440 --> 00:08:30.200]  我們很多時候我們把它理解成
[00:08:30.200 --> 00:08:32.440]  他們住在一起
[00:08:32.440 --> 00:08:34.480]  他們都在一起嗎
[00:08:34.480 --> 00:08:36.080]  是住在一起
[00:08:36.080 --> 00:08:38.920]  就是我們身體在一起
[00:08:38.920 --> 00:08:41.040]  身體在一起就是住在一起了
[00:08:41.040 --> 00:08:42.240]  或者住在附近
[00:08:42.240 --> 00:08:45.520]  我不知道大家的家在哪
[00:08:45.520 --> 00:08:48.640]  可能我們要住在一起的話
[00:08:48.640 --> 00:08:49.440]  怎麼在一起
[00:08:49.440 --> 00:08:55.200]  我們就把家搬到在教會附近
[00:08:55.200 --> 00:08:57.000]  是不是這樣呢
[00:08:57.000 --> 00:09:01.920]  事實上住在一起這個是不一定
[00:09:01.920 --> 00:09:06.240]  而是講他們的心
[00:09:06.240 --> 00:09:11.680]  那些信徒都融入在這個羣體當中
[00:09:11.680 --> 00:09:16.200]  就好像一家人不分離我
[00:09:16.200 --> 00:09:18.360]  他們都在一起
[00:09:18.360 --> 00:09:22.920]  因爲等一下到第四十六節
[00:09:22.920 --> 00:09:27.120]  我們就看到他們一家一家的莫比
[00:09:27.120 --> 00:09:28.480]  他們不是住在一起
[00:09:28.480 --> 00:09:29.760]  住在一起就是一家了
[00:09:29.760 --> 00:09:33.160]  那麼什麼經文還要說一家一家呢
[00:09:33.160 --> 00:09:35.520]  明白我意思嗎
[00:09:35.520 --> 00:09:37.560]  他們都有自己的家
[00:09:37.560 --> 00:09:40.080]  但是他們在一起的意思是
[00:09:40.080 --> 00:09:44.400]  他們的心他們都把自己放下來
[00:09:44.400 --> 00:09:49.920]  投入在這個羣體當中
[00:09:49.920 --> 00:09:55.920]  把其他的信徒都看成好像我們是一家人一樣
[00:09:55.920 --> 00:09:58.840]  不分離我
[00:09:58.840 --> 00:10:02.960]  一家人有什麼特別的地方呢
[00:10:02.960 --> 00:10:07.280]  如果我們說是家人的話
[00:10:07.280 --> 00:10:13.400]  家人的話有一個蠻重要的特點
[00:10:13.400 --> 00:10:15.000]  如果真的是一家人
[00:10:15.000 --> 00:10:17.920]  有時候好像昨天還是前天
[00:10:17.920 --> 00:10:20.120]  開始我們看報紙
[00:10:20.120 --> 00:10:25.440]  有一個在新界的什麼圈長
[00:10:25.440 --> 00:10:27.880]  還是怎麼樣就登報
[00:10:27.880 --> 00:10:32.480]  就說要跟他的兒子脫離父子關係
[00:10:32.480 --> 00:10:38.680]  不知道你們有沒有看到這個報道
[00:10:38.680 --> 00:10:42.760]  入體的一家人也可以說是一家人
[00:10:42.760 --> 00:10:46.800]  但是在這邊講的一家人是什麼意思
[00:10:46.800 --> 00:10:49.200]  就是他們的心是連在一起
[00:10:49.200 --> 00:10:53.880]  心連在一起的話有一個蠻重要的一個特點
[00:10:53.880 --> 00:11:02.160]  就是我們不怕跟其他人去分享我們的樂和憂
[00:11:02.160 --> 00:11:07.800]  我們擔憂的地方我們跟其他弟兄姐妹分享
[00:11:07.800 --> 00:11:14.160]  我們喜樂的地方我們開心的事情
[00:11:14.160 --> 00:11:16.920]  我們也跟其他人一起分享
[00:11:16.920 --> 00:11:18.720]  這個是一家人我們回家
[00:11:18.720 --> 00:11:20.840]  如果什麼是一個家的感覺
[00:11:20.840 --> 00:11:24.600]  如果各自回到家裏面一起喫晚飯
[00:11:24.600 --> 00:11:28.600]  但是沒交流各喫
[00:11:28.600 --> 00:11:35.880]  甚至是不同時間一起喫晚飯
[00:11:35.880 --> 00:11:38.960]  那麼沒有家的感覺
[00:11:38.960 --> 00:11:40.920]  是一起的交流
[00:11:40.920 --> 00:11:49.800]  把自己的情況願意、不怕的、不擔心的去講出來分享
[00:11:49.800 --> 00:11:54.120]  然後他們凡物共用
[00:11:54.120 --> 00:12:05.760]  凡物共用的是講在物際上的同行、互相的支持
[00:12:05.760 --> 00:12:13.040]  第45節就更具體的把44節後最後的一句
[00:12:13.040 --> 00:12:16.240]  凡物共用的很具體的表現出來
[00:12:16.240 --> 00:12:17.920]  他們怎麼樣凡物共用呢?
[00:12:17.920 --> 00:12:23.120]  就是把自己有的產業跟財務
[00:12:23.120 --> 00:12:24.960]  就是他們有的東西
[00:12:24.960 --> 00:12:28.560]  這個如果我們在
[00:12:28.560 --> 00:12:30.320]  今天我們不會去看了
[00:12:30.320 --> 00:12:36.320]  但是如果你在看第四章裏面有一段的經文
[00:12:36.320 --> 00:12:43.000]  再重新再或是重複再提到這樣的一個凡物共用的情況
[00:12:43.000 --> 00:12:45.480]  是裏面的描述是說
[00:12:45.480 --> 00:12:49.200]  他們是不停的去一起用飯
[00:12:49.200 --> 00:12:53.520]  一起去分享他們的所有的
[00:12:53.520 --> 00:12:56.080]  但是不是說我們今天
[00:12:56.080 --> 00:13:03.680]  因爲在美國曾經出現過一些我們叫異端的教派
[00:13:03.680 --> 00:13:04.800]  他們怎麼說呢?
[00:13:04.800 --> 00:13:07.280]  他們教導他們的信徒
[00:13:07.280 --> 00:13:12.880]  就說你回去你把今天你所有的東西賣掉
[00:13:12.880 --> 00:13:15.120]  把所有的財產拿到教會來
[00:13:15.120 --> 00:13:20.880]  然後你就搬到教會有一個小的龍藏還是怎麼樣的東西
[00:13:20.880 --> 00:13:23.680]  就搬過來
[00:13:23.680 --> 00:13:26.000]  不是這樣的一個情況
[00:13:26.000 --> 00:13:29.200]  是他們還是有自己的財產
[00:13:29.200 --> 00:13:34.000]  但是當他們見到有人不足夠的時候
[00:13:34.000 --> 00:13:38.240]  他們願意把一部分賣掉
[00:13:38.240 --> 00:13:41.040]  然後拿到教會來
[00:13:41.040 --> 00:13:46.000]  分給那些不足夠的弟兄姐妹
[00:13:46.000 --> 00:13:53.760]  但是這個不足夠缺乏的情況不只是出現一次
[00:13:53.760 --> 00:13:58.400]  他們一起去生活年復年的
[00:13:58.400 --> 00:13:59.680]  一起下去的時候
[00:13:59.680 --> 00:14:06.880]  他們是不同的時間可能有不同的人都有缺乏的情況出現
[00:14:06.880 --> 00:14:10.640]  一些就是有多餘的有能力的
[00:14:10.640 --> 00:14:15.920]  他們就把它一部分的產業賣掉
[00:14:15.920 --> 00:14:18.960]  然後拿來幫助那些有需要的人
[00:14:18.960 --> 00:14:24.880]  第四十五節是很具體去解釋去表達
[00:14:24.880 --> 00:14:29.600]  怎麼樣去做法務功用的一個情況
[00:14:29.600 --> 00:14:36.800]  這個是一個全體很具體的一個情況
[00:14:36.800 --> 00:14:41.680]  這是其中一個共同點
[00:14:41.680 --> 00:14:47.200]  如果那個全體之間的裏面的成員
[00:14:47.200 --> 00:14:52.640]  互相之間沒有互相幫助的那個狀態的話
[00:14:52.640 --> 00:14:55.200]  就好像我們跑到街上去
[00:14:55.200 --> 00:14:59.600]  旁邊在我們身邊走過的人跟我們沒關係
[00:14:59.600 --> 00:15:02.880]  我們不可以說剛好路過的那個人
[00:15:02.880 --> 00:15:06.720]  我跟他是一個全體裏面的
[00:15:06.720 --> 00:15:09.280]  在同一個全體了
[00:15:09.280 --> 00:15:13.040]  這是這樣的一個情況
[00:15:13.040 --> 00:15:23.920]  蘇達在亞洲在非洲做我們現在有好幾十個的那個扶貧救災項目
[00:15:23.920 --> 00:15:28.320]  跟大家分享一下
[00:15:28.320 --> 00:15:30.320]  這個是在印度
[00:15:30.320 --> 00:15:40.080]  印度每一年都面對水災
[00:15:40.080 --> 00:15:45.440]  剛好我們上個禮拜就拿到政府的救災基金
[00:15:45.440 --> 00:15:52.400]  去幫助在印度的其中一個邦一個地方
[00:15:52.400 --> 00:15:55.520]  他們的水災影響很大
[00:15:55.520 --> 00:15:59.040]  好幾十萬人受影響
[00:15:59.040 --> 00:16:03.920]  但是救災只是一個後期的幫助的一個方法
[00:16:03.920 --> 00:16:11.360]  我們發覺到很多時候不管他那個地方是有多窮
[00:16:11.360 --> 00:16:16.640]  貧窮的情況不管是怎麼樣厲害
[00:16:16.640 --> 00:16:22.000]  一個很大的很重要的問題就是他們面對天災的時候
[00:16:22.000 --> 00:16:30.240]  他們沒有這個意識去做到互相幫助
[00:16:30.240 --> 00:16:34.720]  所以我們除了救災之外我們也做一些防災的工作
[00:16:34.720 --> 00:16:35.840]  防災是怎麼樣
[00:16:35.840 --> 00:16:41.440]  不是說是我們建一些堤壩還是什麼東西
[00:16:41.440 --> 00:16:42.480]  沒辦法的
[00:16:42.480 --> 00:16:44.880]  水來到的時候堤壩都
[00:16:44.880 --> 00:16:49.760]  我們兩個禮拜三個禮拜前那個颱風我們都知道了
[00:16:49.760 --> 00:16:51.440]  對嗎
[00:16:51.440 --> 00:16:52.400]  我們是怎麼樣呢
[00:16:52.400 --> 00:16:55.600]  我們是幫助他們一個圈子裏面
[00:16:55.600 --> 00:16:58.800]  幫助他們建立一個全體的關係
[00:16:58.800 --> 00:17:06.560]  讓他們能夠在災來的時候他們能夠互相幫助
[00:17:06.560 --> 00:17:15.920]  我們右手邊的那個是我們把他們都整個圈子裏面的人都聚在一起
[00:17:15.920 --> 00:17:21.920]  然後跟他們分享用不同的方法跟他們去分享
[00:17:21.920 --> 00:17:23.440]  做一些教育的工作
[00:17:23.440 --> 00:17:28.880]  但是當然也要給他一些很具體的一些意見
[00:17:28.880 --> 00:17:33.280]  看到左手邊的那個就是教他們
[00:17:33.280 --> 00:17:37.840]  你怎麼樣可以不懂游泳的
[00:17:37.840 --> 00:17:40.720]  水來的時候怎麼樣
[00:17:40.720 --> 00:17:49.040]  他們雖然窮他們都可以找到那些漿汽水的那些塑膠瓶
[00:17:49.040 --> 00:17:52.240]  他們就可以想到用這樣的一個方法
[00:17:52.240 --> 00:17:59.680]  用一些在圈子裏面可以找到的那些東西
[00:17:59.680 --> 00:18:07.520]  怎麼去做一些減低死亡受傷的一個情況
[00:18:07.520 --> 00:18:10.160]  當然我們也教他們水災的時候
[00:18:10.160 --> 00:18:16.320]  怎麼樣去下面的那個圖就是他們怎麼樣去救
[00:18:16.320 --> 00:18:19.600]  受傷的時候怎麼去幫那些受傷的人
[00:18:19.600 --> 00:18:23.760]  我們就是要建立他們互相之間的幫助
[00:18:23.760 --> 00:18:26.240]  在災害人來的時候
[00:18:26.240 --> 00:18:29.440]  他們慢慢的雖然說他們住在同一個圈
[00:18:29.440 --> 00:18:36.880]  但是過去很多時候他們沒有發揮作爲一個全體的一個效果
[00:18:36.880 --> 00:18:41.520]  互相幫助互相支持
[00:18:41.520 --> 00:18:49.520]  另外一個故事很開心的那個婦女
[00:18:49.520 --> 00:18:54.160]  她是一個在孟加拉的一個寡婦
[00:18:54.160 --> 00:18:59.040]  她自己丈夫死了她都很窮的
[00:18:59.040 --> 00:19:04.160]  但是呢她大家可能都聽過了
[00:19:04.160 --> 00:19:08.560]  去年七八月開始吧
[00:19:08.560 --> 00:19:18.720]  就在緬甸有一羣的叫羅興亞人給政府官去打了
[00:19:18.720 --> 00:19:23.680]  他們現在有八十多萬人跑到孟加拉去
[00:19:23.680 --> 00:19:28.080]  他們都是一些難民跑到孟加拉去
[00:19:28.080 --> 00:19:34.080]  這個孟加拉的婦女就幫助了兩個那些難民
[00:19:34.080 --> 00:19:40.480]  一個是一個懷孕的媽媽在走爛的時候
[00:19:40.480 --> 00:19:46.240]  走過她的房子她就幫助她送她去醫院
[00:19:46.240 --> 00:19:49.920]  然後另外一個老人家老的婦女
[00:19:49.920 --> 00:19:52.000]  她因爲走爛的時候
[00:19:52.000 --> 00:19:53.200]  其實她不是走爛了
[00:19:53.200 --> 00:20:04.480]  是她在緬甸的時候給那些政府官打斷了一個腳
[00:20:04.480 --> 00:20:07.520]  然後跑到孟加拉這個邊境那邊去
[00:20:07.520 --> 00:20:11.040]  這個婦女看到她這個女士看到她
[00:20:11.040 --> 00:20:14.400]  就把她留在家裏面十多天
[00:20:14.400 --> 00:20:17.440]  她事實上都沒有喫的
[00:20:17.440 --> 00:20:19.520]  但是她照顧她十多天
[00:20:19.520 --> 00:20:23.360]  然後讓她的情況稍微穩定一點
[00:20:23.360 --> 00:20:32.320]  然後就安排送她去醫院
[00:20:32.320 --> 00:20:40.800]  這個走路經過寡婦家的那些人
[00:20:40.800 --> 00:20:43.280]  他們得到她的幫助
[00:20:43.280 --> 00:20:50.960]  事實上就發揮了羣體的那個效果
[00:20:50.960 --> 00:20:56.000]  但是如果只有在物際上的幫助
[00:20:56.000 --> 00:20:57.840]  互相支持
[00:20:57.840 --> 00:21:02.800]  是不是都是一個肅神的羣體呢?
[00:21:02.800 --> 00:21:08.720]  事實上有時候在我們的生活裏面
[00:21:08.720 --> 00:21:15.200]  鄰居有時候都會給我們一點的幫助
[00:21:15.200 --> 00:21:17.680]  不知道大家有沒有這樣的一個經歷
[00:21:17.680 --> 00:21:22.320]  我小的時候住在那個政府的房子裏面
[00:21:22.320 --> 00:21:24.640]  爸媽還沒工作回來的時候
[00:21:24.640 --> 00:21:30.800]  我們下學回家了
[00:21:30.800 --> 00:21:37.520]  沒有鑰匙進不到家
[00:21:37.520 --> 00:21:45.120]  然後旁邊的那個家庭的義義
[00:21:45.120 --> 00:21:47.600]  就讓我們可以進到她的家裏面
[00:21:47.600 --> 00:21:52.320]  可以有一個位置可以做我們的作業
[00:21:52.320 --> 00:21:57.520]  有時候會給我們一點的餅乾還是什麼東西
[00:21:57.520 --> 00:22:01.920]  這個是鄰居之間也可以有互相幫助的
[00:22:01.920 --> 00:22:04.000]  對嗎?
[00:22:04.000 --> 00:22:10.560]  但是我們可以說這樣子都是一個肅神的羣體嗎?
[00:22:10.560 --> 00:22:19.360]  物相之間的幫助是肅神羣體的共同點的其中一點
[00:22:19.360 --> 00:22:23.680]  然後呢
[00:22:23.680 --> 00:22:28.240]  四十六節讓我們看到另外一點
[00:22:28.240 --> 00:22:38.000]  就是說他們天天同心在殿裏橫切的聚集
[00:22:38.000 --> 00:22:43.040]  他們聚在一起在殿裏面聚在一起做什麼?
[00:22:43.040 --> 00:22:45.520]  聊天嗎?
[00:22:45.520 --> 00:22:46.560]  不是啊
[00:22:46.560 --> 00:22:50.160]  我們都知道了回到殿裏面回到教堂裏面
[00:22:50.160 --> 00:22:53.280]  我們做什麼我們是敬拜神
[00:22:53.280 --> 00:22:56.480]  我們是學習真理
[00:22:56.480 --> 00:23:00.400]  我們是追求我們樹林上的成長
[00:23:00.400 --> 00:23:04.160]  這個是蠻重要的
[00:23:04.160 --> 00:23:09.760]  肅神的羣體有另外一個很重要的共同點
[00:23:09.760 --> 00:23:11.440]  就是我們一起同心的
[00:23:11.440 --> 00:23:12.800]  不只是個人
[00:23:12.800 --> 00:23:16.400]  我要特別在今天
[00:23:16.400 --> 00:23:22.240]  如果我們要學習聖經
[00:23:22.240 --> 00:23:27.600]  那是不是必須要回到教會來?
[00:23:27.600 --> 00:23:31.520]  就是說我覺得都不一定
[00:23:31.520 --> 00:23:34.480]  因爲你上網
[00:23:34.480 --> 00:23:36.800]  蠻多的材料
[00:23:36.800 --> 00:23:41.680]  你去書店去買蠻多的書
[00:23:41.680 --> 00:23:47.520]  都可以讓我們念懂我們的聖經
[00:23:47.520 --> 00:23:48.880]  對嗎?
[00:23:48.880 --> 00:23:55.840]  這幾篇是說他們天天每一天同心
[00:23:55.840 --> 00:23:57.120]  都是一同的
[00:23:57.120 --> 00:24:00.720]  他們是一個羣體的追求樹林的成長
[00:24:00.720 --> 00:24:04.320]  不是個人追求樹林的成長
[00:24:04.320 --> 00:24:10.080]  是一同一個羣體一羣人去敬拜神
[00:24:10.080 --> 00:24:17.200]  去學習真道
[00:24:17.200 --> 00:24:18.320]  是他們一起的
[00:24:18.320 --> 00:24:20.640]  不只是個人的
[00:24:20.640 --> 00:24:25.200]  這個是第二點
[00:24:25.200 --> 00:24:26.640]  蠻重要的
[00:24:26.640 --> 00:24:28.560]  然後他們一家一家的墨餅
[00:24:28.560 --> 00:24:35.600]  墨餅的意思不是說我們每一個月有聖餐
[00:24:35.600 --> 00:24:39.840]  這個原文的意思是用飯
[00:24:39.840 --> 00:24:42.800]  他們在家裏面用飯
[00:24:42.800 --> 00:24:46.480]  然後用飯的時候是怎麼用飯呢?
[00:24:46.480 --> 00:24:50.960]  後面就講了他們當時的心態
[00:24:50.960 --> 00:25:01.520]  當時的心態是乘着歡樂乘恆的心去用飯
[00:25:01.520 --> 00:25:03.120]  意思是什麼?
[00:25:03.120 --> 00:25:10.160]  爲什麼經文要這樣的描述出來?
[00:25:10.160 --> 00:25:14.640]  這個要跑到前面去想一想
[00:25:14.640 --> 00:25:20.000]  因爲一個羣體裏面有些人是有需要
[00:25:20.000 --> 00:25:22.080]  他們缺乏貧窮
[00:25:22.080 --> 00:25:26.720]  但是有一部分是比較有
[00:25:26.720 --> 00:25:31.040]  不一定是我們廣東話叫大富大貴的那些
[00:25:31.040 --> 00:25:32.080]  不一定
[00:25:32.080 --> 00:25:35.840]  但是他們可能是比較可以了
[00:25:35.840 --> 00:25:39.600]  可能有多一點
[00:25:39.600 --> 00:25:41.840]  如果我們講看這個羣體
[00:25:41.840 --> 00:25:43.600]  他們有兩類的人
[00:25:43.600 --> 00:25:46.640]  一類是貧窮缺乏的
[00:25:46.640 --> 00:25:50.480]  一類是有多一點的
[00:25:50.480 --> 00:25:53.040]  那些多一點的
[00:25:53.040 --> 00:26:00.720]  他們願意把自己多出來的都分給有需要的
[00:26:00.720 --> 00:26:05.360]  這個是他們的心會怎麼樣
[00:26:05.360 --> 00:26:08.800]  如果他們不願意的話
[00:26:08.800 --> 00:26:10.800]  必必的有壓力的
[00:26:10.800 --> 00:26:13.120]  哇每一個人都這樣做
[00:26:13.120 --> 00:26:16.960]  記得在經文裏面有一對夫婦
[00:26:16.960 --> 00:26:18.240]  就是因爲這樣
[00:26:18.240 --> 00:26:21.840]  他們賣掉了財產
[00:26:21.840 --> 00:26:23.920]  只是拿了一部分的錢
[00:26:23.920 --> 00:26:26.560]  到石頭找錢
[00:26:26.560 --> 00:26:29.680]  還記得嗎?他們的後果是怎麼樣
[00:26:29.680 --> 00:26:31.600]  他們面對的懲罰
[00:26:31.600 --> 00:26:36.400]  不是因爲他們有沒有賣掉
[00:26:36.400 --> 00:26:40.800]  而是他們的心不願意
[00:26:40.800 --> 00:26:42.800]  所以這邊說
[00:26:42.800 --> 00:26:44.080]  他們用飯的時候
[00:26:44.080 --> 00:26:48.240]  那些有魚能夠拿出來幫助其他人的
[00:26:48.240 --> 00:26:49.760]  他們都是甘心的
[00:26:49.760 --> 00:26:51.440]  都是喜樂的
[00:26:51.440 --> 00:26:55.520]  不是幫助了其他人
[00:26:55.520 --> 00:27:01.680]  我的銀行的存款要少了多少多少
[00:27:01.680 --> 00:27:06.480]  不是悶悶不樂的一個狀態
[00:27:06.480 --> 00:27:11.840]  然後對那些有需要的人
[00:27:11.840 --> 00:27:14.720]  他們接受別人的那些幫助
[00:27:14.720 --> 00:27:16.800]  有時候我們就有可能
[00:27:16.800 --> 00:27:18.000]  比較容易會有一個
[00:27:18.000 --> 00:27:21.280]  我們實際上蠻多的研究都說
[00:27:21.280 --> 00:27:23.440]  那些經濟貧窮的人
[00:27:23.440 --> 00:27:28.240]  他們的自信心都是比較低的
[00:27:28.240 --> 00:27:33.440]  他們都覺得我低人一等
[00:27:33.440 --> 00:27:39.040]  我要別人來幫助我
[00:27:39.040 --> 00:27:41.600]  心裏都是不好受
[00:27:41.600 --> 00:27:46.400]  然後對那些在當時
[00:27:46.400 --> 00:27:49.520]  那個初期教會的羣體
[00:27:49.520 --> 00:27:52.480]  他們用飯的時候
[00:27:52.480 --> 00:27:54.800]  沒有這樣的一個狀態
[00:27:54.800 --> 00:27:57.760]  他們都是喜樂的
[00:27:57.760 --> 00:27:59.920]  意思說我是貧窮的話
[00:27:59.920 --> 00:28:03.840]  我也不會失去了我的自信心
[00:28:03.840 --> 00:28:04.800]  我是有魚的
[00:28:04.800 --> 00:28:07.200]  我拿了出來幫助人的時候
[00:28:07.200 --> 00:28:17.200]  我都不會感到我好像省失了一些東西
[00:28:17.200 --> 00:28:20.800]  真的好像一家人
[00:28:20.800 --> 00:28:31.520]  不分離我
[00:28:31.520 --> 00:28:36.480]  如果從這幾節的經文來看的話
