
[00:00:00.000 --> 00:00:08.000]  在去年4月16日早上,在南韓發生了一宗轟動的新聞,可能大家都會有印象。
[00:10:58.000 --> 00:11:15.000]  異端甚至都可以很有能力的,在美國的猶他州,整個的政府其實很多年來都是被一個異端耶和華見證人會所控制,他們的財力,他們的影響力絕對絕對不會少,是整個州,
[00:11:15.000 --> 00:11:29.000]  不過這些種種都只是表面上很虛假的美好,就好像毒藥外面有很漂亮的糖衣一樣,吃了是一定會死的。
[00:11:29.000 --> 00:11:50.000]  到了,我們再看第二節,保羅也說,我曾經把你們許配給一個丈夫,要將你們如同貞潔的童女獻給基督,我只怕你們的心偏邪了,失去了向基督所獻誠懇貞潔的心,就像蛇用鬼咋誘惑了夏娃一樣。
[00:11:50.000 --> 00:12:10.000]  這裡保羅用夫婦的關係來形容哥倫多信徒和基督的關係,雖然保羅是帶他們來到主人面前,帶他們認識主,就好像他將他們許配給一個丈夫一樣,將一個婦人帶去一個許配給一個丈夫,就是基督。
[00:12:10.000 --> 00:12:37.000]  所以,哥倫多的人應該就像一個新娘子,保持純潔的貞潔的歸入基督的名下,但是撒旦在《創世紀》第三章就說到,這條蛇就用各樣的鬼咋誘惑了夏娃,他利用人的貪婪私心,最終只有一個目的,就是要誘惑人遠遠離開上帝,離開他的真道。
[00:12:37.000 --> 00:12:55.000]  去年我跟一位認識了十多年的弟兄去吃飯,他約了我去一間印度餐廳吃東西,原來這位弟兄他已經轉了吃素很多年了,他就跟著跟我大談健康的養生之道。
[00:12:55.000 --> 00:13:13.000]  其實這頓飯都吃得很辛苦,就不是因為食物很難吃,而是一邊吃的時候,我開始發覺這一位已經不是我從前認識的那一位了,他已經不可以,甚至乎不可以叫做我的弟兄了。
[00:13:13.000 --> 00:13:28.000]  原來十多年前,當他從英國回來香港的時候,他去了一間天主教會,後來他太太都遇到很多不幸的時候,他們兩位就一起開始對上帝有些質疑。
[00:13:28.000 --> 00:13:54.000]  後來他們又接觸到一些日本的所謂的大師,接觸了很多新紀元運動的思想,後來他們兩夫婦都一起去做一些大師,他們甚至乎現在放棄香港幾年,帶著家裡兩個很小的小朋友要去周遊列國,要去取經,要去學法,打算回來香港之後又再創一番事業。
[00:13:54.000 --> 00:14:06.000]  他說他信聖經,但是他說聖經有偏差,後來他認識了一位印度的大師,就讓他學會了更加大的真理。
[00:14:06.000 --> 00:14:31.000]  很明顯,雖然他說他信耶穌,他說他信上帝,但是他所信的東西其實跟我們已經是完全完全不是同一回事,他所信的已經不是我們所說的,他說原來我們都可以做上帝的,我們可以修煉我們自己,我們可以得救的,這個完全不是我們的福音。
[00:14:31.000 --> 00:14:52.000]  那一晚其實我睡得很差,因為我想起來其實不是很久之前,十幾年前,這位是我大學的一位師弟,其實他這個人很nice的,他很聰明的,他三十幾歲已經找夠了,他可以不用怎麼找了,所以他可以去發展他的夢想。
[00:14:52.000 --> 00:15:11.000]  於是我們一起去團體,一起去教會,好像我們現在這樣,甚至當年我們一起在教會裡成長,我們一起去教義班,一起在教會裡去學基督教的教義,他認識的會不會少,不會很少的。
[00:15:11.000 --> 00:15:40.000]  但是最後他信從了教義,他變成了一個要到處去迷惑人心的大師級的人,其實是一件很傷心的事情,不過在傷心當中,我卻得到安慰的就是,我感謝主保守我自己,雖然這位弟兄是這樣,但是今天我仍然在真理當中,所以我仍然有一種感恩。
[00:15:40.000 --> 00:15:53.000]  我很明白,其實我不能夠掉以輕心,真的要很好的去認識真理,很好的去和弟兄姐妹一起,多多的一起去祈禱,免得入了迷惑。
[00:15:53.000 --> 00:16:10.000]  那位弟兄他偏差了,是因為他接觸到一些神秘的經驗開始,就走差了,他也很少回教會,常常去祈禱,他這個成魔之道,不是無跡可尋的。
[00:16:10.000 --> 00:16:29.000]  我們不是要過份去高舉撒旦的能力,因為我們很深信上帝,他其實德性有餘,不過我們對撒旦,他的工作,他迷惑別人的本領,絕對不能掉以輕心,絕對不能輕敵,我們一定要謙卑一些,要提防。
[00:16:29.000 --> 00:16:52.000]  異端確實是沒有樣子看的,你單單看他教派的名字,其實你完全看不到的,你信不信上帝是全能?信嘛,但是全能神教會是完全另一件事來的,東方閃電是異端,但是香港有一間教會叫東方曝光基督教會,完全是純正的教義,是我們的弟兄來的。
[00:16:52.000 --> 00:17:01.000]  那怎麼辦?用名字其實分不清,所以我們唯有細心去了解他們信什麼,內容是什麼。
[00:17:01.000 --> 00:17:29.000]  在第四節裏面,保羅就提到了,這些超級市場他們講的是什麼?他們傳的是另一個耶穌,不是我們所傳過的,很多的異端他們所傳的上帝就不是我們所講的那位三位一體的上帝,尤其是很喜歡扭曲了耶穌的身份和他的本質。我們信的是耶穌是完全的神,楊方說得很清楚,太初有道,道就是神,耶穌就是這裡所講的道。
[00:17:29.000 --> 00:17:41.000]  我們也相信耶穌是完全的人來的,他在瑪利亞的土裏面是懷胎十月所生的,和我們完全一樣,他也是唯一的基督。
[00:17:41.000 --> 00:17:55.000]  所以當全能神教會說有另一位基督的時候,或者耶和華見證人會說耶穌不是神,耶穌是被造的時候,當然這些我們一聽就知道是不能夠接受的,不是我們所信的。
[00:17:55.000 --> 00:18:07.000]  這些異端教派很多時候會將耶穌的神性或者人性貶低,但是問題在哪裏呢?因為將事情貶低的時候,救恩就不可行了。
[00:18:07.000 --> 00:18:23.000]  很多的異端他要將耶穌的神性人性貶低,其實理由是無他的,因為唯有要這樣才能夠讓他有機會去高舉另一個的權威,多數其實就是他的領袖,他的教主這些。
[00:18:23.000 --> 00:18:41.000]  保羅接著又說,或者你們是領受另一個的靈,不是你們所受過的聖靈,同樣有些異端亦都很強調是有另一個的靈,多數就是為了要引導出在上帝的聖經以外有另一些的啟示。
[00:18:41.000 --> 00:19:03.000]  不過我們心明,我們的信仰的理性基礎在哪裏呢?就是聖經,是沒有其他的典籍的,讓方告講道,聖靈只是會引導我們明白真理,聖經裡頭的真理,聖靈不會給我們有另一些的啟示,是和我們的聖經有抵觸的。
[00:19:03.000 --> 00:19:28.000]  在清朝有一個異端叫太平天國,可能大家都有些印象,那裏的太平天國的首領震幾震就說耶穌很上身,震幾震就說天父上身,為甚麼震幾震就說天父上身呢?目的其實是無他的,說穿了其實就是要人聽我說話,聽聽話話,我接著所講的就是上帝所講的。
[00:19:28.000 --> 00:19:54.000]  當然我們不會相信這些,類似的有一些靈恩教派,靈恩教嚴格來說就不算是異端的,不過如果他們有些行為,有些教導是過份高舉了聖靈的恩高啟示,甚至是高過了聖經很清楚給我們的教訓的時候,我們就要很小心,那就危險了,因為我們不知道是不是聖靈來的呢?
[00:19:54.000 --> 00:20:06.000]  如果不是聖靈來的那是怎樣呢?要不就是仁義,要不就是那個人精神錯亂亂說話,如果不是就是邪靈來的,總之通通都是假的。
[00:20:06.000 --> 00:20:30.000]  保羅接著又說,又或者是會有另一個的福音,而不是你們之前接受過的。現在有些的思想是類似猶太教他以前所講的思想,是很高舉舊約的,也都說我們信耶穌,他會相信我們耶穌所講的本質,耶穌的身份的,
[00:20:30.000 --> 00:20:43.000]  不過他們就不單止認為耶穌可以得救,還有其他的方法加進去,一些行為都可以令到我們得救的,這個就已經不是我們所講的福音了。
[00:20:43.000 --> 00:21:03.000]  因為士道行尊所講的,他說別無拯救,在天下人間除了耶穌的名之外,沒有似下別的名可以得救,換句話說,其實在耶穌以外,所有其他的方法都是必死的方法,必死的拯救方法,不是真正的好消息,不是真正的福音,是漏料來的。
[00:21:03.000 --> 00:21:25.000]  他是不會帶來從上帝而來真正恆久那份的平安、喜樂和生命,是不會的。其實我們所相信的是二千年來,從耶穌和他的使徒開始一直流傳至今給我們的福音,是按著他們所留下的聖經的正典和教會的傳統而來的。
[00:21:25.000 --> 00:21:49.000]  異端這件事絕對不是新的事情,二千年前到現在,古今中外其實都有不同的異端一直出現過的。所以教會為了讓信徒能夠彼此互通,可以認清哪些是自己人,哪些是真正的信仰,除了聖經的正典之外,教會也流傳了一些信經,一些信經一直到今天。
[00:21:49.000 --> 00:22:17.000]  保羅在剛才第四節就沒有完整地寫下自己整個的信仰立場,我們可以理解的,因為他寫這段經文的時候,這不是他的目的,但是信經就是古人一直按著聖經的教訓,全本聖經正典,66卷的教訓,很精確地將信仰的一些精義,用一些條文去寫出來。
[00:22:17.000 --> 00:22:30.000]  在第四、五世紀,經過大公會議的審定,然後就寫下來了。比較有名的就是使徒信經,有一個叫尼西亞信經,有一個叫阿他拿修信經。
[00:22:30.000 --> 00:22:50.000]  今天其實就算很多教會,很多時候崇拜都會背誦這些信經,我們倭福可能會少一點接觸,不過其實如果你前面有本生命聖詩的話,你後面背面,你會發覺其實有印了使徒信經,不過今天我也印了出來給大家,在大綱下面。
[00:22:50.000 --> 00:23:11.000]  這個使徒信經是講什麼呢?我不詳細去講了,大家都應該很容易明白,主要就是頭三項,幫我們去看到我們所信的三位一體的上帝,聖父、聖子、聖靈是怎樣的,然後講到教會,然後講到救恩,然後講到我們的將來,我們的末世觀。
[00:23:11.000 --> 00:23:39.000]  只要有人是完全真心相信這些東西的話,這些就是我們的弟兄,這些就是我們的姊妹,在基督裡面,我們是可以一起領聖餐的,不是因為他去臥福,不是因為他去播道會,不是因為他去什麼什麼宗派的教會,而是因為在主的眼裡面,他是不是我們自己人呢?是看我們的信心,是看我們是不是真的相信這些東西。
[00:23:39.000 --> 00:23:49.000]  所以要小心的去辨別真偽,聖經和一些信經都可以成為我們信仰的範疇,也都應該是唯一的範疇。
[00:23:49.000 --> 00:24:13.000]  第二節那裡,保羅他提到,他說他自己是要以上帝的嫉妒來愛這些哥倫多信徒,聽起來好像很古怪,很驚訝,嫉妒,那上帝會嫉妒的嗎?哥倫多前書十三章明明說愛是不嫉妒的,不過其實是會的。
[00:24:13.000 --> 00:24:25.000]  如果你有留意,就算十誡裡面上帝也說過,你們不可敬拜別的上帝,因為我是忌邪的。忌邪的意思就是嫉妒,就是妒忌的意思。
[00:24:25.000 --> 00:24:47.000]  我舉個例子給你聽,假如你有個五歲大的兒子,你帶他出街,這個兒子很貪吃的,在街上有個陌生人給了他糖果,他就開了你的手,然後就跟那個人做爸爸,然後你就跟他說,不要緊的,你去吧,我不會妒忌的。
[00:24:47.000 --> 00:25:08.000]  如果是這樣有問題,不是那個小朋友是你,是不是?知道哥倫多的信徒任由這些超級使徒在他們中間亂傳,但是都是無動於衷,難怪保羅在第二世節就很氣憤地說,你們居然容忍他們。
[00:25:08.000 --> 00:25:20.000]  所以在其他聖經的譯本,這裡的嫉妒的愛,和合本,舊的和合本也叫做憤恨,新漢語譯本也叫做慈的愛,都是嘗試想表達一些意思。
[00:25:20.000 --> 00:25:42.000]  因為其實這裡所說的,很多時候就是一些夫妻,家人,這些最親密的關係,是排他的,但是沒有問題的,其實是很自然的。這裡所說的上帝嫉妒的愛就是這一類,但是這一類不是應用到所有人和人之間的關係,所以我們要留意。
[00:25:42.000 --> 00:26:05.000]  因此為了我們弟兄姊妹的緣故,我們自己也要很小心,我們要去辨清異端在哪裡,辨清它所在,不單止這樣,還要很堅決地和他們劃清界線,小心不要被他們迷惑,更加不要被他們有機會迷惑到其他人。
[00:26:05.000 --> 00:26:25.000]  不要隨隨便便,有一個我不認識的,走上去和他查經,去他家和他查經,或者見到他古古怪怪的時候,小心一點,不要亂帶他回來查經班,應該聯絡一下我們的前路同工。
[00:26:25.000 --> 00:26:41.000]  當然,如果有些人,可能是你本身認識的時候,很難避開他,幫我鼓勵一下,你也可以找我們的前路同工,我們都很願意和你同行。
[00:26:41.000 --> 00:27:03.000]  不過其實要防備異端,最重要還是要去努力讀聖經,要去認識真正的真道才是最重要,香港最近又有偽鈔出現了,很多這些偽鈔,仿真度極高,很多時候連驗鈔機都查不到,怎樣可以去小心這些假的呢?
[00:27:03.000 --> 00:27:20.000]  其實最重要最重要還是要認清楚哪些是真的,當你每天見過銀紙,去擦過銀紙的時候,你就會感覺到有些不太一樣的時候,你就會發現,小心,這些你就會留意到。
[00:27:20.000 --> 00:27:26.000]  這個不是我說的,我相信很多在銀行做過職員的時候,是他們的經驗之談。
[00:27:26.000 --> 00:27:45.000]  同樣,我們真的要花一點時間,小心去預備,當我們查經的時候,用一個小時去預備,用多一點時間回來主日學,好好地去學習聖經,去學習神學,除了實用科還有這些聖經神學科,都很重要的。
[00:27:45.000 --> 00:28:04.000]  還有我們不要打算一輩子來來去去只看那幾卷聖經,尤其是新約那幾卷,背下金句,就當這個就是我們的信仰,這個其實是不足夠的,聖經明明是有66卷這麼多的,全部都是上帝很寶貴的話。
[00:28:04.000 --> 00:28:21.000]  如果我們連整本聖經都沒有機會去完全讀過的時候,有一天我們會遇到一些人跟我們講一些怪怪的道理的時候,我們究竟憑什麼,我們有沒有那種信心,有沒有那種資格去問問他,聖經在哪裡講的?
[00:28:21.000 --> 00:28:39.000]  如果我們自己都沒有看過,我們很難去這樣講,所以鼓勵大家,整本的聖經我們要有整全的認識,對上帝要有一個整全的認識,如果你是初信的時候,你讀完那一次,但是很多年了,不要緊,鼓勵你再讀。
[00:28:39.000 --> 00:29:01.000]  有一次我跟我太太坐完飛機回來,坐巴士回家,都很累了,遇見一位很有禮貌很溫柔的女士跟我們傳福音,其實這位女士跟在座中我們見到窩福的女士的姐妹,其實真的沒有什麼分別的,完全沒有什麼分別的。
[00:29:01.000 --> 00:29:30.000]  但是原來她是去耶和華見證人會的,當然是一個異端,當時我們都很累,其實我們都沒有什麼興趣跟她怎樣去談的,都不太想用腦,不過三個人我們一起在排隊等巴士,都沒有什麼地方可以走,她的態度又很誠懇,又毫無敵意,既然上帝是這樣安排,就騎著肚子跟她聊聊天。
[00:29:30.000 --> 00:29:49.000]  不過她手上有聖經,但是我赤手空拳,好像處於下風,不過感恩,當我被她挑戰的時候,我還記得一些經文,記得一些出處,還可以問回她,最終其實她是有些手忙腳亂的。
[00:29:49.000 --> 00:30:12.000]  不過其實我完全沒有因為好像打贏了一場仗而歡喜,因為其實我沒有贏,我只不過是沒有輸,不過如果細心一點想,說到全福音,其實她很厲害,她硬著頭皮,說到她全福音那種勇氣,那種熱誠,其實她一點都不會輸給我。
[00:30:12.000 --> 00:30:37.000]  回想起來其實都覺得很可惜,這位女士,我都很希望她有一天,她真的可以去認識真正的福音,她跟我說的不是一個真正的福氣,就好像保羅在第十五節所說,他們的結局必然是跟他們的行為相符,不是一個真正的救恩,結果就唯有滅亡。
[00:30:37.000 --> 00:30:52.000]  她被迷惑了多多少少,都是因為我們自命正派的教會信徒,我們未夠積極,我們未夠積極去裝備好自己,去努力去讓他們,帶他們回來主耶穌的陽圈裏面。
[00:30:52.000 --> 00:31:15.000]  所以最後,弟兄姊妹,我都很想互相去勉勵,我們真的要認真的去看聖經,去給上帝的真理好好去裝備,讓我們能夠有那種能力去提防假冒,讓我們可以讓上帝真正有一個福音的大能,可以去傳揚開去,我們要做主這個真正美好的精兵。
[00:31:15.000 --> 00:31:30.000]  讓我用保羅在《耳筆所書》第六章的這番說話去彼此提醒,我們要拿起上帝所賜的全副軍裝,好在邪惡的日子能抵擋受敵,並且完成了一切後,還能站立得住。
[00:31:30.000 --> 00:31:55.000]  所以要站穩,要用真理當作帶子束腰,用公義當作護心鏡遮空,又用和平的福音,當作預備走路的鞋穿在腳上。此外,要信德或者信心當作盾牌,用來撲滅惡者一切消著的箭,又要帶上救恩的頭盔。
[00:31:55.000 --> 00:32:05.000]  穿聖靈的寶劍就是上帝的道,要靠著聖靈隨時多方禱告,祈求,並要為此警醒不斷。
[00:32:05.000 --> 00:32:09.000]  盼望應該成為我們的提醒,頂字幕一齊祈禱!
