
[00:00:00.000 --> 00:00:01.640]  各位電影姊妹 午安
[00:04:23.280 --> 00:04:26.200]  就是帶來獻賞
[00:04:26.200 --> 00:04:27.480]  帶來獻賞
[00:04:27.480 --> 00:04:28.800]  還有一種意思是
[00:04:28.800 --> 00:04:30.920]  來親近耶和華
[00:04:30.920 --> 00:04:32.640]  來臨近耶和華
[00:04:32.640 --> 00:04:34.000]  靠近祂
[00:04:34.000 --> 00:04:35.880]  如果有人要靠近耶和華
[00:04:35.880 --> 00:04:38.600]  那你就要從牛群羊群那裏
[00:04:38.600 --> 00:04:42.560]  獻生畜作為禮物給上帝
[00:04:44.680 --> 00:04:47.960]  獻公物是靠近耶和華
[00:04:47.960 --> 00:04:48.640]  所以在這裏
[00:04:48.640 --> 00:04:50.800]  我很想和頂尖姐妹一起思想
[00:04:50.800 --> 00:04:52.520]  用一些具體的形象
[00:04:52.520 --> 00:04:55.440]  反思我們敬拜者的心
[00:04:55.440 --> 00:04:56.760]  第一就要記得
[00:04:56.760 --> 00:04:59.160]  獻祭不只是祭司的事
[00:04:59.160 --> 00:05:01.680]  獻祭是整個百姓的事
[00:05:01.680 --> 00:05:03.560]  就好像崇拜裏面一樣
[00:05:03.560 --> 00:05:05.080]  崇拜不只是傳達人的事
[00:05:05.080 --> 00:05:06.120]  不只是敬拜小組
[00:05:06.120 --> 00:05:07.160]  不只是師哥班
[00:05:07.160 --> 00:05:08.560]  或者是守宗隊的事
[00:05:08.560 --> 00:05:10.600]  是我們每一位頂尖姐妹
[00:05:10.600 --> 00:05:11.640]  有份參與
[00:05:11.640 --> 00:05:14.240]  所以你們怎樣準備來參與
[00:05:14.240 --> 00:05:15.400]  很重要
[00:05:15.400 --> 00:05:17.600]  但我不想說太多
[00:05:17.600 --> 00:05:19.120]  我想說後面的一點
[00:05:19.120 --> 00:05:20.520]  再多一點
[00:05:20.520 --> 00:05:23.920]  就是獻祭者的主動性
[00:05:23.920 --> 00:05:25.960]  如果有人打算來就近耶和華
[00:05:25.960 --> 00:05:27.160]  你就這樣做
[00:05:27.160 --> 00:05:29.320]  即是主動性在於獻祭的人
[00:05:29.320 --> 00:05:30.320]  是他甘心的
[00:05:30.320 --> 00:05:31.920]  是他自願的
[00:05:31.920 --> 00:05:33.480]  是他要來送禮物
[00:05:33.480 --> 00:05:35.480]  表達這份關係
[00:05:35.480 --> 00:05:36.600]  這份關係可以是
[00:05:36.600 --> 00:05:38.160]  他要來感謝神
[00:05:38.160 --> 00:05:39.680]  他要來親近神
[00:05:39.680 --> 00:05:41.040]  他要來求告神
[00:05:41.040 --> 00:05:42.640]  可能他有求於上帝
[00:05:42.640 --> 00:05:43.440]  可能他得罪
[00:05:43.440 --> 00:05:45.720]  他就要求上帝赦免
[00:05:45.720 --> 00:05:46.720]  就崇拜來說
[00:05:46.720 --> 00:05:47.440]  不知道頂尖姐妹
[00:05:47.440 --> 00:05:49.240]  你的出席、你的參與
[00:05:49.240 --> 00:05:51.680]  是自願還是勉強的呢?
[00:05:51.680 --> 00:05:54.800]  有沒有人是被挾持來的?
[00:05:54.800 --> 00:05:55.960]  有些人可能是
[00:05:55.960 --> 00:05:57.480]  我為了陪你來
[00:05:57.480 --> 00:06:00.040]  所以我不是很甘願
[00:06:00.040 --> 00:06:01.640]  變成參與崇拜
[00:06:01.640 --> 00:06:02.920]  我們就不唱詩
[00:06:02.920 --> 00:06:04.120]  我們就不祈禱
[00:06:04.120 --> 00:06:04.880]  聽到的時候
[00:06:04.880 --> 00:06:08.120]  就掩心、掩耳
[00:06:08.120 --> 00:06:09.160]  又或者
[00:06:09.160 --> 00:06:10.360]  沒那麼慘的
[00:06:10.360 --> 00:06:11.920]  我們不至於被迫
[00:06:11.920 --> 00:06:13.640]  不過也有一點不甘心
[00:06:13.640 --> 00:06:15.840]  他今天有點累
[00:06:15.840 --> 00:06:17.440]  最近有點忙碌
[00:06:17.440 --> 00:06:18.440]  或者我們近期
[00:06:18.440 --> 00:06:19.640]  經歷很多事情
[00:06:19.640 --> 00:06:20.640]  都不太如意
[00:06:20.640 --> 00:06:21.640]  家人又患病
[00:06:21.640 --> 00:06:22.960]  我工作不順利
[00:06:22.960 --> 00:06:26.200]  我朋友關係又不好
[00:06:26.200 --> 00:06:28.240]  好像不太想來親近上帝
[00:06:28.240 --> 00:06:29.640]  因為上帝好像
[00:06:29.640 --> 00:06:30.440]  告訴我們
[00:06:30.440 --> 00:06:33.240]  祂不是向我們施恩典的上帝
[00:06:33.240 --> 00:06:34.640]  可能是這樣
[00:06:34.640 --> 00:06:35.640]  頂尖姐妹
[00:06:35.640 --> 00:06:37.240]  我們和上帝的關係
[00:06:37.240 --> 00:06:38.600]  正在影響我們
[00:06:38.600 --> 00:06:41.720]  是否樂意來到祂的面前
[00:06:41.720 --> 00:06:44.240]  我記得在我們的教會
[00:06:44.240 --> 00:06:45.240]  我們有少年崇拜
[00:06:45.240 --> 00:06:46.440]  開展了十幾年
[00:06:46.440 --> 00:06:47.440]  少年崇拜的開展
[00:06:47.440 --> 00:06:48.640]  是因為有一群小朋友
[00:06:48.640 --> 00:06:49.840]  他們一直長大
[00:06:49.840 --> 00:06:50.840]  到六年級之後
[00:06:50.840 --> 00:06:52.560]  他們不留在兒童主教學
[00:06:52.560 --> 00:06:53.720]  來到崇拜
[00:06:53.720 --> 00:06:55.640]  似乎太長的時間
[00:06:55.640 --> 00:06:56.720]  他們不太習慣
[00:06:56.720 --> 00:06:58.720]  所以我們開展了少年崇拜
[00:06:58.720 --> 00:06:59.440]  少年崇拜
[00:06:59.440 --> 00:07:02.240]  有些年輕人或者小朋友
[00:07:02.240 --> 00:07:03.320]  他們自願回來
[00:07:03.320 --> 00:07:04.520]  因為他們確信
[00:07:04.520 --> 00:07:05.920]  自己都信了耶穌
[00:07:05.920 --> 00:07:08.520]  但有些人不是的
[00:07:08.520 --> 00:07:09.720]  他因為父母回來
[00:07:09.720 --> 00:07:11.120]  所以他才回來
[00:07:11.120 --> 00:07:13.440]  父母不能獨留子女在家中
[00:07:13.440 --> 00:07:15.040]  所以星期日父母要回崇拜
[00:07:15.040 --> 00:07:16.040]  他就要回去
[00:07:16.040 --> 00:07:17.640]  連兒童主教學可能都是這樣
[00:07:17.640 --> 00:07:19.840]  少年崇拜更加是這樣
[00:07:19.840 --> 00:07:21.440]  我們搬到大園村之後
[00:07:21.440 --> 00:07:23.040]  少年崇拜結束後
[00:07:23.040 --> 00:07:24.440]  我們有一個小組時間
[00:07:24.440 --> 00:07:26.640]  小組時間最考驗導師
[00:07:26.640 --> 00:07:29.840]  因為很多年輕人想離開
[00:07:29.840 --> 00:07:32.840]  導師就要站在門口截住他們
[00:07:32.840 --> 00:07:36.640]  要捉住他們留下
[00:07:36.640 --> 00:07:39.040]  因為他們不太自願
[00:07:39.040 --> 00:07:41.240]  所以敬拜生活不會過得好
[00:07:41.240 --> 00:07:42.240]  很分割的
[00:07:42.240 --> 00:07:43.440]  父母迫我回去
[00:07:43.440 --> 00:07:45.040]  如果讓我選擇我就不選擇
[00:07:45.040 --> 00:07:46.440]  所以去到十點半的時候
[00:07:46.440 --> 00:07:47.640]  那些人會偷走
[00:07:47.640 --> 00:07:48.640]  走去哪裏呢
[00:07:48.640 --> 00:07:49.640]  不敢到處去
[00:07:49.640 --> 00:07:50.840]  走回梁醒德
[00:07:50.840 --> 00:07:52.240]  因為父母回中堂
[00:07:52.240 --> 00:07:53.640]  十一點左右完崇拜
[00:07:53.640 --> 00:07:54.440]  他們十點半
[00:07:54.440 --> 00:07:58.440]  十點七八就會在樓下等
[00:07:58.440 --> 00:07:59.440]  有些人就是這樣
[00:07:59.440 --> 00:08:01.840]  不太願意
[00:08:01.840 --> 00:08:03.640]  如果我們願意的時候
[00:08:03.640 --> 00:08:05.840]  其實是在表達我們和上帝的關係
[00:08:05.840 --> 00:08:07.640]  所以今年的少年崇拜
[00:08:07.640 --> 00:08:09.240]  改為青少年崇拜
[00:08:09.240 --> 00:08:11.240]  本身是這樣的
[00:08:11.240 --> 00:08:12.440]  高中都可以回去
[00:08:12.440 --> 00:08:14.640]  還要是我們鼓勵家長
[00:08:14.640 --> 00:08:17.240]  這個信仰是他和上帝之間的關係
[00:08:17.240 --> 00:08:19.640]  如果他肯回來
[00:08:19.640 --> 00:08:20.840]  就告訴你
[00:08:20.840 --> 00:08:22.040]  他真的信上帝
[00:08:22.040 --> 00:08:24.040]  因為他肯自己回來崇拜
[00:08:24.040 --> 00:08:25.440]  而不是基於父母回去
[00:08:25.440 --> 00:08:27.840]  所以我才回去
[00:08:27.840 --> 00:08:29.440]  是他和上帝的關係
[00:08:29.440 --> 00:08:30.640]  是他自願
[00:08:30.640 --> 00:08:33.040]  是他要表達一份的關係
[00:08:33.040 --> 00:08:34.440]  就是他獻禮物給上帝
[00:08:34.440 --> 00:08:35.840]  所以他回來會唱詩歌
[00:08:35.840 --> 00:08:36.840]  所以他會奉獻
[00:08:36.840 --> 00:08:39.640]  他會侍奉
[00:08:39.640 --> 00:08:41.240]  獻禮物
[00:08:41.240 --> 00:08:43.640]  是在表達一份的關係
[00:08:43.640 --> 00:08:45.440]  我想弟兄姊妹都很明白
[00:08:45.440 --> 00:08:46.840]  不是每個人都送禮物給你
[00:08:46.840 --> 00:08:48.040]  你也不是每個人送禮物
[00:08:48.040 --> 00:08:51.240]  你不會把很多禮物送給所有人
[00:08:51.240 --> 00:08:53.440]  我們做傳僧經常都送禮物給別人
[00:08:53.440 --> 00:08:55.840]  但當然同時間我們經常都收到禮物
[00:08:55.840 --> 00:08:57.440]  不同種類
[00:08:57.440 --> 00:08:58.640]  有些長者
[00:08:58.640 --> 00:08:59.840]  他經常覺得我們要說話
[00:08:59.840 --> 00:09:02.840]  所以有空就買一包喉糖給我和牧師
[00:09:02.840 --> 00:09:04.640]  有時候還買早餐給我們
[00:09:04.640 --> 00:09:07.440]  星期日牧師也有兩個麵包和一排餅乾
[00:09:07.440 --> 00:09:08.840]  有時候我們也不想要
[00:09:08.840 --> 00:09:11.440]  因為長者也不想他們花錢
[00:09:11.440 --> 00:09:14.240]  但又發現這份是他們的心意的表達
[00:09:14.240 --> 00:09:16.440]  昨天才有一個長者
[00:09:16.440 --> 00:09:17.840]  他送了兩條番薯給我
[00:09:17.840 --> 00:09:21.240]  這個日本番薯我今天早上焗的
[00:09:21.240 --> 00:09:23.040]  是心意來的
[00:09:23.040 --> 00:09:25.040]  前一段時間有一群弟兄姊妹
[00:09:25.040 --> 00:09:27.040]  我也不太好意思
[00:09:27.040 --> 00:09:28.440]  生日的時候
[00:09:28.440 --> 00:09:30.040]  他們接近二十個弟兄姊妹
[00:09:30.040 --> 00:09:31.440]  合夥送了一個iPad給我
[00:09:31.440 --> 00:09:32.240]  我想一下
[00:09:32.240 --> 00:09:33.840]  為什麼他們會送iPad給我呢
[00:09:33.840 --> 00:09:35.640]  是否以為我沒有錢買呢
[00:09:35.640 --> 00:09:37.040]  想一想也不是
[00:09:37.040 --> 00:09:39.240]  可能他們叫我開會論論盡盡
[00:09:39.240 --> 00:09:40.640]  我收到的時候其實很感動
[00:09:40.640 --> 00:09:42.840]  不是那份禮物的價值
[00:09:42.840 --> 00:09:44.840]  而是背後他們要籌集
[00:09:44.840 --> 00:09:47.040]  接近二十個人來去夾份
[00:09:47.040 --> 00:09:49.240]  是一份關係的表達
[00:09:49.240 --> 00:09:51.040]  我想我們和上帝之間也是
[00:09:51.040 --> 00:09:52.840]  為什麼我要來去敬拜祂呢
[00:09:52.840 --> 00:09:53.840]  為什麼我要來去唱詩
[00:09:53.840 --> 00:09:55.240]  為什麼我們要來去服侍祂
[00:09:55.240 --> 00:09:57.440]  是一份關係
[00:09:57.440 --> 00:09:59.640]  所以思想一下我們的心
[00:09:59.640 --> 00:10:01.040]  我們的心是問自己
[00:10:01.040 --> 00:10:04.040]  我為什麼來 為什麼不來
[00:10:04.040 --> 00:10:05.240]  為什麼我會侍奉
[00:10:05.240 --> 00:10:07.240]  為什麼我不會侍奉
[00:10:07.240 --> 00:10:08.840]  關係在哪裡呢
[00:10:08.840 --> 00:10:10.640]  又或者除了崇拜的時候
[00:10:10.640 --> 00:10:11.840]  我們會在什麼時候
[00:10:11.840 --> 00:10:13.640]  獻禮物給上帝呢
[00:10:13.640 --> 00:10:18.240]  我們在什麼時候會就近祂呢
[00:10:18.240 --> 00:10:20.840]  這一點留給弟兄姊妹自己思想一下
[00:10:20.840 --> 00:10:22.040]  第二
[00:10:22.040 --> 00:10:23.640]  在三至十七節
[00:10:23.640 --> 00:10:26.040]  是講獻繁祭的律例
[00:10:26.040 --> 00:10:29.840]  繁祭的意思是整隻的生畜來獻上
[00:10:29.840 --> 00:10:31.840]  並且是焚燒的
[00:10:31.840 --> 00:10:33.840]  代表著上升的意思
[00:10:33.840 --> 00:10:35.440]  向上走的意思
[00:10:35.440 --> 00:10:38.840]  而在獻繁祭有些過程是要留意的
[00:10:38.840 --> 00:10:39.440]  第一
[00:10:39.440 --> 00:10:42.640]  留意繁祭的類別和要求
[00:10:42.640 --> 00:10:45.040]  是以牛以羊和以鳥
[00:10:45.040 --> 00:10:45.840]  也是留意
[00:10:45.840 --> 00:10:47.240]  第三至九節是講
[00:10:47.240 --> 00:10:50.240]  如果有人要以牛作為繁祭
[00:10:50.240 --> 00:10:51.440]  就怎麼做
[00:10:51.440 --> 00:10:53.240]  第十至十三節
[00:10:53.240 --> 00:10:58.640]  如果有人是以綿羊或者山羊來獻繁祭
[00:10:58.640 --> 00:10:59.840]  又怎麼做
[00:10:59.840 --> 00:11:01.640]  第十四至第十七節
[00:11:01.640 --> 00:11:05.040]  如果有人要以鳥作為繁祭的祭身
[00:11:05.040 --> 00:11:06.240]  又怎麼做
[00:11:06.240 --> 00:11:08.640]  有不同的類別
[00:11:08.640 --> 00:11:10.240]  在不同的類別
[00:11:10.240 --> 00:11:11.440]  你會發現
[00:11:11.440 --> 00:11:13.240]  上帝是有不同的要求的
[00:11:13.240 --> 00:11:16.440]  如果是獻牛的
[00:11:16.440 --> 00:11:21.040]  要供牛並且沒有殘疾
[00:11:21.040 --> 00:11:23.640]  如果是獻山羊和綿羊
[00:11:23.640 --> 00:11:25.440]  都是要供的
[00:11:25.440 --> 00:11:27.240]  也是要沒有殘疾
[00:11:27.240 --> 00:11:28.640]  如果是用鳥的
[00:11:28.640 --> 00:11:29.440]  又要獻什麼呢
[00:11:29.440 --> 00:11:32.640]  是要獻斑溝和雛甲
[00:11:32.640 --> 00:11:33.440]  小鳥
[00:11:33.440 --> 00:11:34.840]  小鳥
[00:11:34.840 --> 00:11:36.840]  為什麼有這樣的類別
[00:11:36.840 --> 00:11:39.240]  為什麼有這樣的要求呢
[00:11:39.240 --> 00:11:41.040]  如果我們細心讀
[00:11:41.040 --> 00:11:42.640]  幾節的經文
[00:11:42.640 --> 00:11:44.840]  你就會發現
[00:11:44.840 --> 00:11:49.240]  牛、羊、鳥有什麼分別
[00:11:49.240 --> 00:11:50.040]  牛比較大隻
[00:11:50.040 --> 00:11:51.240]  比較重
[00:11:51.240 --> 00:11:52.440]  翻查一下資料
[00:11:52.440 --> 00:11:54.240]  一般一隻牛有多重呢
[00:11:54.240 --> 00:11:56.040]  有人說三百公斤左右
[00:11:56.040 --> 00:11:58.840]  大隻的可以去到八百公斤
[00:11:58.840 --> 00:12:00.840]  羊呢
[00:12:00.840 --> 00:12:02.040]  輕一倍左右
[00:12:02.040 --> 00:12:05.840]  可能是八幾公斤至二百公斤
[00:12:05.840 --> 00:12:07.440]  鳥呢
[00:12:07.440 --> 00:12:10.040]  可能一、兩斤重
[00:12:10.040 --> 00:12:12.240]  再肥大可能三、四斤
[00:12:12.240 --> 00:12:14.040]  從價值來說
[00:12:14.040 --> 00:12:15.440]  牛貴一點
[00:12:15.440 --> 00:12:16.840]  羊便宜一點
[00:12:16.840 --> 00:12:19.440]  鳥再便宜很多
[00:12:19.440 --> 00:12:21.240]  如果有人來獻
[00:12:21.240 --> 00:12:22.040]  他自己選擇過
[00:12:22.040 --> 00:12:22.840]  有些人獻牛
[00:12:22.840 --> 00:12:23.640]  有些人獻羊
[00:12:23.640 --> 00:12:25.240]  有些人獻鳥
[00:12:25.240 --> 00:12:27.640]  那些人會獻什麼呢
[00:12:27.640 --> 00:12:29.240]  解經家告訴我們
[00:12:29.240 --> 00:12:31.640]  很可能當時也有不同的
[00:12:31.640 --> 00:12:33.440]  經濟狀況的人
[00:12:33.440 --> 00:12:34.640]  上帝也很體恤那些人
[00:12:34.640 --> 00:12:35.840]  如果有人要選擇獻牛
[00:12:35.840 --> 00:12:37.040]  代表他富有一點
[00:12:37.040 --> 00:12:38.840]  他可以把整隻牛獻上
[00:12:38.840 --> 00:12:39.640]  有人獻羊
[00:12:39.640 --> 00:12:42.040]  他中產了
[00:12:42.040 --> 00:12:43.040]  獻鳥
[00:12:43.040 --> 00:12:45.840]  那些人應該是貧窮家庭
[00:12:45.840 --> 00:12:48.840]  在一百三十萬
[00:12:48.840 --> 00:12:50.240]  一百二十萬
[00:12:50.240 --> 00:12:52.640]  甚至現在說減低了貧窮人口
[00:12:52.640 --> 00:12:55.040]  一百萬以下的人就獻鳥了
[00:12:55.040 --> 00:12:58.240]  因為他們是貧窮家庭
[00:12:58.240 --> 00:13:00.440]  但有要求的
[00:13:00.440 --> 00:13:02.440]  牛和羊獻的是公
[00:13:02.440 --> 00:13:05.440]  但為什麼獻鳥的時候
[00:13:05.440 --> 00:13:07.440]  沒有說一定要是公的
[00:13:07.440 --> 00:13:14.640]  還沒有說是沒有殘疾的呢
[00:13:14.640 --> 00:13:17.440]  沒有殘疾代表什麼呢
[00:13:17.440 --> 00:13:19.840]  養牛的人
[00:13:19.840 --> 00:13:22.040]  有多少人養牛是要來自己吃呢
[00:13:22.040 --> 00:13:23.440]  或許也有
[00:13:23.440 --> 00:13:26.240]  但最多人養牛要來做什麼呢
[00:13:26.240 --> 00:13:27.440]  賣出去
[00:13:27.440 --> 00:13:29.040]  越大隻
[00:13:29.040 --> 00:13:31.640]  賣得越貴
[00:13:31.640 --> 00:13:32.640]  或許是靚的
[00:13:32.640 --> 00:13:33.640]  絲絲正正的
[00:13:33.640 --> 00:13:34.440]  不會跛腳
[00:13:34.440 --> 00:13:35.440]  不會繃手
[00:13:35.440 --> 00:13:37.040]  或者沒有角
[00:13:37.040 --> 00:13:39.440]  就選擇賣得好價錢一點
[00:13:39.440 --> 00:13:41.040]  羊也是一樣道理
[00:13:41.040 --> 00:13:43.240]  所以沒有殘疾的意思是
[00:13:43.240 --> 00:13:44.240]  不要想著
[00:13:44.240 --> 00:13:46.240]  沒有殘疾的拿去賣
[00:13:46.240 --> 00:13:48.440]  留下次等的獻給上帝
[00:13:48.440 --> 00:13:48.840]  不是
[00:13:48.840 --> 00:13:50.840]  上帝要最好的
[00:13:50.840 --> 00:13:53.640]  要你家裡的最好的
[00:13:53.640 --> 00:13:54.240]  不過留意
[00:13:54.240 --> 00:13:55.040]  他說獻一隻
[00:13:55.040 --> 00:13:57.440]  並沒有要所有
[00:13:57.440 --> 00:13:59.040]  一隻
[00:13:59.040 --> 00:14:00.640]  但獻鳥的時候沒有說
[00:14:00.640 --> 00:14:01.840]  為什麼呢
[00:14:01.840 --> 00:14:03.640]  剛才說什麼人會獻鳥呢
[00:14:03.640 --> 00:14:05.240]  可能他沒什麼錢
[00:14:05.240 --> 00:14:06.040]  沒什麼錢
[00:14:06.040 --> 00:14:08.040]  有些人可能也能夠自己養
[00:14:08.040 --> 00:14:09.840]  或者他也能夠選到一隻
[00:14:09.840 --> 00:14:12.440]  沒頭沒腦的
[00:14:12.440 --> 00:14:13.840]  但如果他真的沒有了
[00:14:13.840 --> 00:14:15.040]  有些人貧窮到
[00:14:15.040 --> 00:14:17.240]  他連稻米也沒得吃
[00:14:17.240 --> 00:14:18.440]  麥也沒得吃
[00:14:18.440 --> 00:14:20.840]  怎麼會有肉吃呢
[00:14:20.840 --> 00:14:22.640]  當他要來感謝上帝
[00:14:22.640 --> 00:14:23.640]  要獻心足的時候
[00:14:23.640 --> 00:14:25.640]  他去哪裡找你
[00:14:25.640 --> 00:14:27.040]  他家裡也沒有了
[00:14:27.040 --> 00:14:28.840]  他可以怎樣
[00:14:28.840 --> 00:14:31.440]  他可以去捉
[00:14:31.440 --> 00:14:32.640]  他可以捉鳥
[00:14:32.640 --> 00:14:34.640]  斑溝搓甲
[00:14:34.640 --> 00:14:35.640]  捉回來
[00:14:35.640 --> 00:14:36.640]  但捉回來要怎樣
[00:14:36.640 --> 00:14:39.040]  徒手捉
[00:14:39.040 --> 00:14:41.440]  或者是裝一個網螺
[00:14:41.440 --> 00:14:42.240]  或者一個網
[00:14:42.240 --> 00:14:44.240]  套住他
[00:14:44.240 --> 00:14:45.440]  甚至是
[00:14:45.440 --> 00:14:46.440]  他會飛的
[00:14:46.440 --> 00:14:47.840]  那怎麼辦
[00:14:47.840 --> 00:14:50.240]  打獵射他
