
[00:00:00.000 --> 00:00:07.000]  今天 我所要講的題目是 主耶穌怎麼醫治這個被鬼附身的人
[00:06:15.000 --> 00:06:17.000]  他們這個進來
[00:06:17.000 --> 00:06:20.000]  有時候他們就故意出去進來
[00:06:20.000 --> 00:06:23.000]  然後 哇 李洪志是神明
[00:06:23.000 --> 00:06:24.000]  你看他好厲害
[00:06:24.000 --> 00:06:26.000]  所以用這個欺騙的法
[00:06:26.000 --> 00:06:29.000]  使人家迷惑
[00:06:29.000 --> 00:06:32.000]  弟兄姊妹我們有時候跟人家傳福音
[00:06:32.000 --> 00:06:34.000]  你問他說你像不像神
[00:06:34.000 --> 00:06:36.000]  我不信 我無神論
[00:06:36.000 --> 00:06:38.000]  那你相不相信有鬼
[00:06:38.000 --> 00:06:40.000]  鬼我當然相信
[00:06:40.000 --> 00:06:43.000]  他就會講很多鬼的故事
[00:06:43.000 --> 00:06:45.000]  很多人不相信神
[00:06:45.000 --> 00:06:48.000]  但是很多人都相信有鬼
[00:06:48.000 --> 00:06:50.000]  那我們基督徒更應該知道
[00:06:50.000 --> 00:06:52.000]  這個鬼的作為 鬼是怎麼來的
[00:06:52.000 --> 00:06:54.000]  他在世上怎麼做
[00:06:54.000 --> 00:06:57.000]  所以有時候我們傳福音的時候
[00:06:57.000 --> 00:06:59.000]  有時候用不同的角度
[00:06:59.000 --> 00:07:01.000]  他對哪一方面
[00:07:01.000 --> 00:07:03.000]  我們就從那一方面切入
[00:07:03.000 --> 00:07:08.000]  可以跟他把這個真理講解清楚
[00:07:08.000 --> 00:07:10.000]  今天我們就看到
[00:07:10.000 --> 00:07:13.000]  路加福音第八章
[00:07:13.000 --> 00:07:16.000]  耶穌就到達了加利利
[00:07:16.000 --> 00:07:19.000]  我們看一下這個加利利的地圖
[00:07:19.000 --> 00:07:24.000]  這個加利利海
[00:07:24.000 --> 00:07:26.000]  耶穌是在加利利的另外一邊
[00:07:26.000 --> 00:07:28.000]  叫做加百農那個地方
[00:07:28.000 --> 00:07:30.000]  然後要到格拉森
[00:07:30.000 --> 00:07:34.000]  就是另外一邊
[00:07:34.000 --> 00:07:36.000]  你們知道這個世界上
[00:07:36.000 --> 00:07:41.000]  哪一個湖是低於海平面最低的湖
[00:07:41.000 --> 00:07:44.000]  有沒有人知道哪一個湖
[00:07:44.000 --> 00:07:48.000]  慈海 很好
[00:07:48.000 --> 00:07:54.000]  世界上第二個低於海平面的是哪一個海
[00:07:54.000 --> 00:07:56.000]  加利利海
[00:07:56.000 --> 00:08:00.000]  世界上哪一個淡水湖
[00:08:00.000 --> 00:08:06.000]  是低於海平面最低的淡水湖
[00:08:06.000 --> 00:08:10.000]  給你們偷看到了
[00:08:10.000 --> 00:08:13.000]  所以慈海是最低的湖
[00:08:13.000 --> 00:08:15.000]  但是它是死的
[00:08:15.000 --> 00:08:19.000]  這個加利利也是在低於海平面兩百多公尺
[00:08:19.000 --> 00:08:25.000]  但是為什麼加利利這個海充滿著生氣
[00:08:25.000 --> 00:08:27.000]  有魚 有樹
[00:08:27.000 --> 00:08:29.000]  有很多人居住在那個地方
[00:08:29.000 --> 00:08:31.000]  因為加利利海
[00:08:31.000 --> 00:08:37.000]  它這個水是從約旦河Jordan River上面流下來
[00:08:37.000 --> 00:08:40.000]  它收到一滴水
[00:08:40.000 --> 00:08:42.000]  它就給出去一滴
[00:08:42.000 --> 00:08:46.000]  它收到十個人就給出去十個人
[00:08:46.000 --> 00:08:49.000]  所以這個海就收它又給出去
[00:08:49.000 --> 00:08:51.000]  所以它是活的
[00:08:51.000 --> 00:08:53.000]  它就不鹹
[00:08:53.000 --> 00:08:55.000]  慈海收到了很多
[00:08:55.000 --> 00:08:57.000]  從約旦河收到很多
[00:08:57.000 --> 00:09:00.000]  它一滴都不給出去
[00:09:00.000 --> 00:09:02.000]  最後太鹹了
[00:09:02.000 --> 00:09:05.000]  很多鹽分礦物質
[00:09:05.000 --> 00:09:07.000]  人家說有兩種基督徒
[00:09:07.000 --> 00:09:11.000]  基督徒收到很多神的豐盛的恩典
[00:09:11.000 --> 00:09:14.000]  那我們要學習加利利海
[00:09:14.000 --> 00:09:16.000]  我們從主耶穌收到很多的恩典
[00:09:16.000 --> 00:09:18.000]  我們要越分出去
[00:09:18.000 --> 00:09:20.000]  我們有神的恩賜
[00:09:20.000 --> 00:09:22.000]  我們要給出去
[00:09:22.000 --> 00:09:25.000]  我們這個人就越活起來
[00:09:25.000 --> 00:09:28.000]  神就多加添給我們
[00:09:28.000 --> 00:09:30.000]  另外一個基督徒呢
[00:09:30.000 --> 00:09:32.000]  得到神的很多祝福
[00:09:32.000 --> 00:09:34.000]  他一滴都不給
[00:09:34.000 --> 00:09:36.000]  鹹死了
[00:09:36.000 --> 00:09:38.000]  好像死海一樣
[00:09:38.000 --> 00:09:42.000]  所以我們要學習耶穌的榜樣
[00:09:42.000 --> 00:09:45.000]  耶穌來到世上
[00:09:45.000 --> 00:09:47.000]  祂真是給出去
[00:09:47.000 --> 00:09:51.000]  然後祂今天從加利利這邊
[00:09:51.000 --> 00:09:56.000]  要到格拉森這個地方
[00:09:56.000 --> 00:09:58.000]  祂只有一個目的
[00:09:58.000 --> 00:10:02.000]  就是要去尋找被鬼附身的人
[00:10:02.000 --> 00:10:07.000]  你們如果讀路加福音第八章的前半段
[00:10:07.000 --> 00:10:09.000]  耶穌跟祂的門徒說
[00:10:09.000 --> 00:10:11.000]  我們到湖的另外一邊
[00:10:11.000 --> 00:10:12.000]  那時候是晚上
[00:10:12.000 --> 00:10:13.000]  所以門徒說
[00:10:13.000 --> 00:10:15.000]  既然老師這麼說了
[00:10:15.000 --> 00:10:17.000]  我們就划船過去
[00:10:17.000 --> 00:10:19.000]  你們知道在路上遇到什麼
[00:10:19.000 --> 00:10:21.000]  遇到風浪
[00:10:21.000 --> 00:10:23.000]  這個風浪很大
[00:10:23.000 --> 00:10:26.000]  可能有二十公尺高的風浪
[00:10:26.000 --> 00:10:30.000]  把這個船浸滿了水
[00:10:30.000 --> 00:10:33.000]  然後打魚的漁夫們
[00:10:33.000 --> 00:10:35.000]  這是老手
[00:10:35.000 --> 00:10:37.000]  都怕得跟耶穌說
[00:10:37.000 --> 00:10:40.000]  耶穌我們要淹死了
[00:10:40.000 --> 00:10:44.000]  你都不來救我們
[00:10:44.000 --> 00:10:47.000]  因為加利利海是在海平面底下
[00:10:47.000 --> 00:10:49.000]  所以風一吹過來
[00:10:49.000 --> 00:10:53.000]  風在湖裡面是在那邊轉的
[00:10:53.000 --> 00:10:57.000]  那耶穌起來就斥責這個風
[00:10:57.000 --> 00:10:59.000]  耶穌用這個斥責
[00:10:59.000 --> 00:11:01.000]  rebuke這個字
[00:11:01.000 --> 00:11:04.000]  平常是用在很特別的情形
[00:11:04.000 --> 00:11:06.000]  比如說彼得
[00:11:06.000 --> 00:11:09.000]  跟耶穌說你絕對不能上十字架
[00:11:09.000 --> 00:11:11.000]  耶穌就斥責這個彼得
[00:11:11.000 --> 00:11:14.000]  他說魔鬼退去
[00:11:14.000 --> 00:11:17.000]  所以有時候耶穌用斥責這個話
[00:11:17.000 --> 00:11:19.000]  是好像針對這個鬼
[00:11:19.000 --> 00:11:22.000]  所以很多解經家是認為
[00:11:22.000 --> 00:11:25.000]  這個鬼有時候造成風浪
[00:11:25.000 --> 00:11:28.000]  要阻止耶穌到格拉森這個地方
[00:11:28.000 --> 00:11:31.000]  但是耶穌一起來就斥責這個風浪
[00:11:31.000 --> 00:11:34.000]  所以這個風浪就平靜了
[00:11:34.000 --> 00:11:38.000]  然後耶穌一來到格拉森這個地方
[00:11:38.000 --> 00:11:41.000]  聖經描述的這麼說
[00:11:41.000 --> 00:11:43.000]  他一下船的時候
[00:11:43.000 --> 00:11:45.000]  有一些英文聖經說
[00:11:45.000 --> 00:11:49.000]  當耶穌的腳跨出這個船的時候
[00:11:49.000 --> 00:11:52.000]  格拉森被鬼附的這個人
[00:11:52.000 --> 00:11:56.000]  就跑到耶穌的前面
[00:11:56.000 --> 00:11:57.000]  所以被鬼附的人
[00:11:57.000 --> 00:12:00.000]  他有一種超自然的力量
[00:12:00.000 --> 00:12:02.000]  什麼超自然的力量呢
[00:12:02.000 --> 00:12:06.000]  這裡說沒有一個人能夠捆住他
[00:12:06.000 --> 00:12:08.000]  有一些人用鐵鍊
[00:12:08.000 --> 00:12:11.000]  用鉸鍊要把他鎖住
[00:12:11.000 --> 00:12:14.000]  他就把他掙斷了
[00:12:14.000 --> 00:12:19.000]  而且請問一下這個人住在哪裡
[00:12:19.000 --> 00:12:22.000]  他住在這個墳墓的地方
[00:12:22.000 --> 00:12:26.000]  聖經說他在山中喊叫
[00:12:26.000 --> 00:12:30.000]  然後用石頭砍自己
[00:12:30.000 --> 00:12:32.000]  這個鬼
[00:12:32.000 --> 00:12:36.000]  我問你當耶穌踏到岸上的時候
[00:12:36.000 --> 00:12:39.000]  這個鬼就來到耶穌面前
[00:12:39.000 --> 00:12:45.000]  就說至高神的兒子
[00:12:45.000 --> 00:12:47.000]  我跟你們有什麼相關呢
[00:12:47.000 --> 00:12:48.000]  你們假如有聖經的話
[00:12:48.000 --> 00:12:54.000]  請你們翻開路加福音第八章
[00:12:54.000 --> 00:12:57.000]  我問你這個講話
[00:12:57.000 --> 00:12:59.000]  這個人到底是鬼在講話
[00:12:59.000 --> 00:13:05.000]  還是就是這個人在講話
[00:13:05.000 --> 00:13:06.000]  這個時候
[00:13:06.000 --> 00:13:10.000]  這個鬼已經控制了這個人的舌頭
[00:13:10.000 --> 00:13:14.000]  控制了他的意念思想
[00:13:14.000 --> 00:13:16.000]  控制了他的身體
[00:13:16.000 --> 00:13:20.000]  他在墳墓裡面住了很久了
[00:13:20.000 --> 00:13:23.000]  已經很久沒有穿衣服了
[00:13:23.000 --> 00:13:25.000]  所以這個鬼不只是控制他的身體
[00:13:25.000 --> 00:13:27.000]  控制他的感情
[00:13:27.000 --> 00:13:31.000]  你想他會自己願意住在這個墳地裡面嗎
[00:13:31.000 --> 00:13:34.000]  會自己不願意穿衣服嗎
[00:13:34.000 --> 00:13:36.000]  他可能有他的父母親
[00:13:36.000 --> 00:13:39.000]  可能有他的兄弟姐妹
[00:13:39.000 --> 00:13:43.000]  但是這鬼卻附在他的身上
[00:13:43.000 --> 00:13:46.000]  但是他也想回去也不行
[00:13:46.000 --> 00:13:51.000]  因為他被這個鬼所附著
[00:13:51.000 --> 00:13:53.000]  有時候被鬼附的時候
[00:13:53.000 --> 00:13:57.000]  他有帶出超然的力量
[00:13:57.000 --> 00:13:59.000]  那在這裡沒有講說
[00:13:59.000 --> 00:14:03.000]  這個人怎麼樣被鬼附了
[00:14:03.000 --> 00:14:05.000]  那有幾種可能
[00:14:05.000 --> 00:14:08.000]  就是說當地格拉森這個地方
[00:14:08.000 --> 00:14:10.000]  有很多拜偶像的
[00:14:10.000 --> 00:14:14.000]  猶太人是住在伽利利的這一邊
[00:14:14.000 --> 00:14:16.000]  伽利利的另外一邊
[00:14:16.000 --> 00:14:18.000]  就是這些外邦人
[00:14:18.000 --> 00:14:23.000]  你們如果記得約書亞不是要攻打迦南地嗎
[00:14:23.000 --> 00:14:27.000]  進去以後就把這些民族趕出來
[00:14:27.000 --> 00:14:31.000]  所以以色列人就進到應許之地
[00:14:31.000 --> 00:14:33.000]  就是伽利利這邊
[00:14:33.000 --> 00:14:38.000]  然後這些外邦人就住在伽利利的另外一邊
[00:14:38.000 --> 00:14:42.000]  所以他們可能拜了很多的偶像
[00:14:42.000 --> 00:14:46.000]  所以我們基督徒也要小心
[00:14:46.000 --> 00:14:49.000]  有時候鬼也會攻擊我們
[00:14:49.000 --> 00:14:52.000]  不要以為說我們有主耶穌在我們裡面
[00:14:52.000 --> 00:14:57.000]  我們就好像就很大意這樣
[00:14:57.000 --> 00:15:03.000]  請問一下基督徒可不可以去算命
[00:15:03.000 --> 00:15:04.000]  不可以
[00:15:04.000 --> 00:15:06.000]  對很好
[00:15:06.000 --> 00:15:09.000]  你想一想你去算命的話
[00:15:09.000 --> 00:15:13.000]  你問那個人說我的命怎麼樣
[00:15:13.000 --> 00:15:17.000]  那個人他怎麼會知道你的將來
[00:15:17.000 --> 00:15:19.000]  還是怎麼樣過去
[00:15:19.000 --> 00:15:22.000]  其實你就是在問他背後那個鬼
[00:15:22.000 --> 00:15:24.000]  因為他附在他的身上
[00:15:24.000 --> 00:15:27.000]  他那個鬼可以有一些對過去將來
[00:15:27.000 --> 00:15:29.000]  有一點點的了解
[00:15:29.000 --> 00:15:32.000]  有一次有一個基督徒去算命
[00:15:32.000 --> 00:15:34.000]  這個算命看了老半天
[00:15:34.000 --> 00:15:36.000]  他是找不到你的資料
[00:15:36.000 --> 00:15:39.000]  你的record不見了
[00:15:39.000 --> 00:15:44.000]  我們信主的紀錄我們的命是掌握在誰的手中
[00:15:44.000 --> 00:15:46.000]  掌握在神的手中
[00:15:46.000 --> 00:15:49.000]  所以神給我們安排的是最好的
[00:15:49.000 --> 00:15:51.000]  你不用去尋找那個算命的
[00:15:51.000 --> 00:15:53.000]  其實他也不是太懂
[00:15:53.000 --> 00:15:56.000]  但是他懂了一些
[00:15:56.000 --> 00:16:00.000]  因為背後的靈在他的裡面
[00:16:00.000 --> 00:16:03.000]  我剛才講了台灣那個道士
[00:16:03.000 --> 00:16:05.000]  他通靈了
[00:16:05.000 --> 00:16:08.000]  我就問他說你怎麼跟人家做法術
[00:16:08.000 --> 00:16:10.000]  他要開藥方你知道嗎
[00:16:10.000 --> 00:16:13.000]  他都沒有學過醫學就可以開藥方
[00:16:13.000 --> 00:16:18.000]  然後跟人家算命
[00:16:18.000 --> 00:16:21.000]  那我問說你這個力量是從哪裡來
[00:16:21.000 --> 00:16:25.000]  他就說他本來是不大願意講
[00:16:25.000 --> 00:16:27.000]  他說這個天機
[00:16:27.000 --> 00:16:29.000]  他們要去成為這個道士的時候
[00:16:29.000 --> 00:16:32.000]  都有下這個重咒咒詛咒
[00:16:32.000 --> 00:16:35.000]  不可以把這個天機洩漏
[00:16:35.000 --> 00:16:37.000]  但是他成為基督徒以後
[00:16:37.000 --> 00:16:38.000]  他跟我提到說
[00:16:38.000 --> 00:16:41.000]  這些都是鬼在那邊跟他講
[00:16:41.000 --> 00:16:43.000]  所以他才有這個能力
[00:16:43.000 --> 00:16:45.000]  他才知道怎麼去開藥方
[00:16:45.000 --> 00:16:48.000]  怎麼去算命
[00:16:48.000 --> 00:16:52.000]  但是我們基督徒要特別的小心
[00:16:52.000 --> 00:16:55.000]  有時候現在你看很多人就是
[00:16:55.000 --> 00:16:57.000]  戴這個符
[00:16:57.000 --> 00:16:59.000]  有時候你去北京那個車上
[00:16:59.000 --> 00:17:00.000]  那個計程車司機
[00:17:00.000 --> 00:17:03.000]  上面就掛了那個毛主席的像
[00:17:03.000 --> 00:17:07.000]  或者是佛像符這樣
[00:17:07.000 --> 00:17:10.000]  有一個爸爸買了一輛新摩托車給兒子
[00:17:10.000 --> 00:17:13.000]  然後就去廟去拿一個符
[00:17:13.000 --> 00:17:15.000]  去這個關公廟
[00:17:15.000 --> 00:17:16.000]  拿一個這個符
[00:17:16.000 --> 00:17:19.000]  來保佑他這個兒子開了這個摩托車
[00:17:19.000 --> 00:17:21.000]  沒想到開了這個
[00:17:21.000 --> 00:17:23.000]  買了不久以後
[00:17:23.000 --> 00:17:25.000]  這兒子出車禍了
[00:17:25.000 --> 00:17:28.000]  然後這個爸爸就很不高興
[00:17:28.000 --> 00:17:30.000]  就去那個廟說
[00:17:30.000 --> 00:17:32.000]  我來這裡燒香拜佛
[00:17:32.000 --> 00:17:35.000]  又取了這個符要保護我兒子
[00:17:35.000 --> 00:17:37.000]  怎麼我兒子出車禍
[00:17:37.000 --> 00:17:39.000]  然後又受傷了
[00:17:39.000 --> 00:17:41.000]  這個廟的人就告訴他說
[00:17:41.000 --> 00:17:45.000]  你知道關公是騎馬的
[00:17:45.000 --> 00:17:49.000]  你兒子是騎摩托車的
[00:17:49.000 --> 00:17:53.000]  所以我們要特別的小心
[00:17:53.000 --> 00:17:55.000]  有時候這一些電影
[00:17:55.000 --> 00:17:58.000]  有一些練功
[00:17:58.000 --> 00:18:01.000]  現在有很多人在練瑜伽
[00:18:01.000 --> 00:18:06.000]  我是有加入24H運動club
[00:18:06.000 --> 00:18:07.000]  所以你去的時候
[00:18:07.000 --> 00:18:10.000]  他就有各樣的exercise class
[00:18:10.000 --> 00:18:12.000]  你可以去參加
[00:18:12.000 --> 00:18:15.000]  有時候這個瑜伽是stretch
[00:18:15.000 --> 00:18:18.000]  每天這個腰啊
[00:18:18.000 --> 00:18:20.000]  這個蠻好的
[00:18:20.000 --> 00:18:22.000]  他也不說這個
[00:18:22.000 --> 00:18:24.000]  他就只是一個好像stretch
[00:18:24.000 --> 00:18:27.000]  所以很多人都去練習
[00:18:27.000 --> 00:18:30.000]  他也沒有說提到佛教
[00:18:30.000 --> 00:18:33.000]  他就練習怎麼把身體拉筋
[00:18:33.000 --> 00:18:34.000]  各樣姿勢
[00:18:34.000 --> 00:18:35.000]  我想很多基督徒
[00:18:35.000 --> 00:18:37.000]  可能也去參加也不一定
[00:18:37.000 --> 00:18:39.000]  那我就想去看看
[00:18:39.000 --> 00:18:42.000]  我在那做那個動作的時候
[00:18:42.000 --> 00:18:44.000]  我就覺得還好
[00:18:44.000 --> 00:18:46.000]  但是他這個音樂
[00:18:46.000 --> 00:18:49.000]  你看現在這個exercise都有音樂
[00:18:49.000 --> 00:18:54.000]  去瑜伽不是這個
[00:18:58.000 --> 00:19:01.000]  東方的音樂
[00:19:01.000 --> 00:19:02.000]  東方的音樂
[00:19:02.000 --> 00:19:04.000]  他不是西方的rock'n'roll
[00:19:04.000 --> 00:19:06.000]  他是東方的音樂
[00:19:06.000 --> 00:19:08.000]  我一聽我就覺得不大對勁
[00:19:08.000 --> 00:19:09.000]  然後完了以後
[00:19:09.000 --> 00:19:12.000]  我就去跟那個教的人
[00:19:12.000 --> 00:19:15.000]  我說你這個tape是不是讓我看一下
[00:19:15.000 --> 00:19:16.000]  我背後一看
[00:19:16.000 --> 00:19:19.000]  全是這個佛教的歌曲
[00:19:19.000 --> 00:19:20.000]  所以我們要小心
[00:19:20.000 --> 00:19:22.000]  弟兄姊妹我們要小心
[00:19:22.000 --> 00:19:24.000]  因為你在那練操練的時候
[00:19:24.000 --> 00:19:26.000]  他沒有跟你說這是佛教
[00:19:26.000 --> 00:19:28.000]  但是他所放的音樂
[00:19:28.000 --> 00:19:31.000]  都是佛教的音樂
[00:19:31.000 --> 00:19:35.000]  其實這個瑜伽有很多動作
[00:19:35.000 --> 00:19:38.000]  都是跟他們這個敬拜有關係的
[00:19:38.000 --> 00:19:40.000]  所以我們基督徒在這個世上
[00:19:40.000 --> 00:19:45.000]  我們要特別的小心
[00:19:45.000 --> 00:19:46.000]  接下來就提到
[00:19:46.000 --> 00:19:50.000]  這個主耶穌就面對這個人
[00:19:50.000 --> 00:19:54.000]  那主耶穌要命令這個鬼出來
[00:19:54.000 --> 00:19:58.000]  這個鬼一直在拖延
[00:19:58.000 --> 00:20:02.000]  請回到這個前面一張
[00:20:02.000 --> 00:20:05.000]  所以你看喔
[00:20:05.000 --> 00:20:08.000]  這個鬼知道耶穌的名字對不對
[00:20:08.000 --> 00:20:11.000]  至高神的兒子
[00:20:11.000 --> 00:20:13.000]  我跟你有什麼相關
[00:20:13.000 --> 00:20:17.000]  你不要來使我們受苦
[00:20:17.000 --> 00:20:19.000]  那這個時候耶穌已經命令他出來
[00:20:19.000 --> 00:20:21.000]  但是他一直在拖延
[00:20:21.000 --> 00:20:24.000]  他知道他要順服在耶穌的命令
[00:20:24.000 --> 00:20:26.000]  但是他負在這個人的身上
[00:20:26.000 --> 00:20:29.000]  他要控制這個人
[00:20:29.000 --> 00:20:31.000]  他不願意就輕易的放棄
[00:20:31.000 --> 00:20:34.000]  他的所有權
[00:20:34.000 --> 00:20:36.000]  所以耶穌就問他說
[00:20:36.000 --> 00:20:38.000]  你叫什麼名字
[00:20:38.000 --> 00:20:40.000]  那耶穌問了
[00:20:40.000 --> 00:20:41.000]  這個鬼就要回答
[00:20:41.000 --> 00:20:44.000]  他說我的名字叫做群
[00:20:44.000 --> 00:20:47.000]  這個原文叫做Legion
[00:20:47.000 --> 00:20:50.000]  Legion就是羅馬軍隊的一個單位
[00:20:50.000 --> 00:20:52.000]  請問一下這個一個單位
