
[00:00:00.000 --> 00:00:06.520]  我們已經去推動「令人蒙福」的運動
[00:04:19.000 --> 00:04:21.000]  綁著一個圍裙
[00:04:21.000 --> 00:04:22.000]  謙卑的人
[00:04:22.000 --> 00:04:24.000]  聽神話的人
[00:04:24.000 --> 00:04:27.000]  是會穿戴這個圍裙
[00:04:27.000 --> 00:04:28.000]  是沒有自己的計劃
[00:04:28.000 --> 00:04:30.000]  只是有神的計劃
[00:04:30.000 --> 00:04:32.000]  神說要做什麼就要做什麼
[00:04:32.000 --> 00:04:35.000]  所以假如我們說
[00:04:35.000 --> 00:04:36.000]  是要使人得福
[00:04:36.000 --> 00:04:38.000]  我們要遵行神的律法
[00:04:38.000 --> 00:04:40.000]  我們每天早上
[00:04:40.000 --> 00:04:42.000]  就是穿戴我們的圍裙
[00:04:42.000 --> 00:04:44.000]  打個裂
[00:04:44.000 --> 00:04:45.000]  每天早上
[00:04:45.000 --> 00:04:47.000]  在我們的家
[00:04:47.000 --> 00:04:49.000]  在我們的工作的地方
[00:04:49.000 --> 00:04:51.000]  在我們所生活的人群
[00:04:51.000 --> 00:04:53.000]  在我們的教會
[00:04:53.000 --> 00:04:57.000]  我們是穿上這個謙卑的圍裙
[00:04:57.000 --> 00:04:59.000]  我們有謙卑的心
[00:04:59.000 --> 00:05:02.000]  我們表現出一種生命的謙卑
[00:05:02.000 --> 00:05:05.000]  我們在當中祝福別人
[00:05:05.000 --> 00:05:07.000]  憐憫別人
[00:05:07.000 --> 00:05:10.000]  自己都在神的恩惠當中
[00:05:10.000 --> 00:05:12.000]  蒙祂的福佑
[00:05:12.000 --> 00:05:16.000]  是能夠蒙神的憐憫
[00:05:16.000 --> 00:05:18.000]  在今午
[00:05:18.000 --> 00:05:21.000]  我們要繼續明白和經歷
[00:05:21.000 --> 00:05:24.000]  這個祝福的運動和行動
[00:05:24.000 --> 00:05:27.000]  所以我們要聽到神的簡選
[00:05:27.000 --> 00:05:31.000]  我們要明白神的呼召
[00:05:31.000 --> 00:05:33.000]  我們同心禱告
[00:05:33.000 --> 00:05:36.000]  主啊求祢幫助我們眾大兄姊妹們
[00:05:36.000 --> 00:05:38.000]  我們有精神
[00:05:38.000 --> 00:05:40.000]  我們有喜愛祢話語的心
[00:05:40.000 --> 00:05:42.000]  我們聽到之後
[00:05:42.000 --> 00:05:44.000]  我們就記得明白
[00:05:44.000 --> 00:05:46.000]  並且我們相信
[00:05:46.000 --> 00:05:49.000]  主啊求祢恩待我們
[00:05:49.000 --> 00:05:52.000]  讓我們在這個世代當中
[00:05:52.000 --> 00:05:54.000]  混亂的世代當中
[00:05:54.000 --> 00:05:57.000]  我們繼續愛祢跟隨祢
[00:05:57.000 --> 00:05:59.000]  我們愛周圍的人
[00:05:59.000 --> 00:06:01.000]  我們行公義好憐憫
[00:06:01.000 --> 00:06:03.000]  我們繼續仰望祢
[00:06:03.000 --> 00:06:04.000]  我們的禱告
[00:06:04.000 --> 00:06:06.000]  是奉主耶穌基督的名字
[00:06:06.000 --> 00:06:08.000]  求阿們
[00:06:08.000 --> 00:06:12.000]  在今午我們一同去思想
[00:06:12.000 --> 00:06:15.000]  神的簡選和呼召
[00:06:15.000 --> 00:06:18.000]  這個是與使人得福的呼召
[00:06:18.000 --> 00:06:20.000]  是相關的
[00:06:20.000 --> 00:06:22.000]  究竟什麼叫做呼召
[00:06:22.000 --> 00:06:24.000]  什麼叫做Calling
[00:06:24.000 --> 00:06:26.000]  究竟神Call我們
[00:06:26.000 --> 00:06:29.000]  神呼召我們做什麼
[00:06:29.000 --> 00:06:32.000]  神呼召那些忠心的人
[00:06:32.000 --> 00:06:34.000]  是呼召什麼
[00:06:34.000 --> 00:06:37.000]  神是期待那些忠心的人
[00:06:37.000 --> 00:06:39.000]  期待他們什麼
[00:06:39.000 --> 00:06:41.000]  我們一同會看《使徒行傳》
[00:06:41.000 --> 00:06:43.000]  一章的十二至二十六節
[00:06:43.000 --> 00:06:46.000]  這幾節的經文我會讀出
[00:06:46.000 --> 00:06:48.000]  接著是二章一至十三節
[00:06:48.000 --> 00:06:50.000]  我請你們讀出
[00:06:50.000 --> 00:06:52.000]  你可以看投影片也可以
[00:06:52.000 --> 00:06:54.000]  我更喜歡你們打開聖經
[00:06:54.000 --> 00:06:56.000]  很久沒有打開聖經了
[00:06:56.000 --> 00:07:00.000]  我請你們大聲的
[00:07:00.000 --> 00:07:01.000]  同心的
[00:07:01.000 --> 00:07:03.000]  會有信心讀出
[00:07:03.000 --> 00:07:06.000]  二章一至十三節
[00:07:06.000 --> 00:07:08.000]  大聲的讀
[00:07:08.000 --> 00:07:12.000]  一章的十二至二十六節
[00:07:12.000 --> 00:07:14.000]  經文是這樣說的
[00:07:14.000 --> 00:07:20.000]  有一座山名叫鑒欖山
[00:07:20.000 --> 00:07:22.000]  你耶路撒冷不遠
[00:07:22.000 --> 00:07:25.000]  若有安息日可走的路程
[00:07:25.000 --> 00:07:28.000]  當下門徒從那裡回耶路撒冷去
[00:07:28.000 --> 00:07:33.000]  進了城就上了所住的一間樓房
[00:07:33.000 --> 00:07:35.000]  Upper Room
[00:07:35.000 --> 00:07:38.000]  在那裡有十一個的使徒
[00:07:38.000 --> 00:07:42.000]  有彼得、約翰、亞伯、安德烈、肥歷
[00:07:42.000 --> 00:07:47.000]  多瑪、巴多羅、麥、馬太、阿勒肥的兒子亞國
[00:07:47.000 --> 00:07:51.000]  粉瑞黨的西門和亞國的兒子猶大
[00:07:51.000 --> 00:07:57.000]  這些人和幾位婦人和耶穌的母親瑪利亞
[00:07:57.000 --> 00:07:59.000]  並耶穌的弟兄
[00:07:59.000 --> 00:08:06.000]  都同心合意行切的禱告
[00:08:06.000 --> 00:08:09.000]  那個時候那時
[00:08:09.000 --> 00:08:12.000]  有許多人聚會
[00:08:12.000 --> 00:08:17.000]  約有一百二十名彼得就在弟兄當中站起來
[00:08:17.000 --> 00:08:21.000]  弟兄們,聖靈借大衛的口
[00:08:21.000 --> 00:08:24.000]  在聖經上預言
[00:08:24.000 --> 00:08:27.000]  領人捉拿耶穌的猶大
[00:08:27.000 --> 00:08:30.000]  這個話是必須應驗的
[00:08:30.000 --> 00:08:34.000]  它本來列在我們的數當中
[00:08:34.000 --> 00:08:38.000]  在我們當中並且在使徒的職任上
[00:08:38.000 --> 00:08:42.000]  得了一份LOD
[00:08:42.000 --> 00:08:47.000]  這人用他作惡的功架買了一塊田
[00:08:47.000 --> 00:08:52.000]  以後甚至撲倒土、福、崩裂、搶都流出來
[00:08:52.000 --> 00:08:55.000]  住在耶路撒冷的眾人都知道這事
[00:08:55.000 --> 00:08:58.000]  所以按著他們那裡的話
[00:08:58.000 --> 00:09:01.000]  給那塊田起名為「阿格達瑪」
[00:09:01.000 --> 00:09:04.000]  就是血田的意思
[00:09:04.000 --> 00:09:06.000]  因為詩篇上寫著
[00:09:06.000 --> 00:09:12.000]  「願他的住處變為荒場無人在內居住」
[00:09:12.000 --> 00:09:16.000]  又說「願別人得他的職份」
[00:09:16.000 --> 00:09:19.000]  他的LOD
[00:09:19.000 --> 00:09:26.000]  所以主耶穌在我們中間始終出入的時候
[00:09:26.000 --> 00:09:28.000]  就是從約翰斯浸起
[00:09:28.000 --> 00:09:33.000]  直到主離開我們被接上升的日子為止
[00:09:33.000 --> 00:09:35.000]  升天的時候
[00:09:35.000 --> 00:09:39.000]  必須從那上與我們作伴的人當中
[00:09:39.000 --> 00:09:45.000]  立一位與我們要同作耶穌復活的見證
[00:09:45.000 --> 00:09:47.000]  於是選舉兩個人
[00:09:47.000 --> 00:09:50.000]  那就是那叫做巴薩巴
[00:09:50.000 --> 00:09:56.000]  又稱呼為猶是都的約瑟和瑪提亞
[00:09:56.000 --> 00:09:58.000]  眾人就禱告說
[00:09:58.000 --> 00:10:01.000]  主啊!你知道萬人的心
[00:10:01.000 --> 00:10:07.000]  求你從這兩個人中指明你所揀選的是誰
[00:10:07.000 --> 00:10:11.000]  叫他得這使徒的位份
[00:10:11.000 --> 00:10:16.000]  這位份猶大已經凋棄往自己的地方去了
[00:10:16.000 --> 00:10:18.000]  於是眾人為他們搖籤
[00:10:18.000 --> 00:10:21.000]  搖出瑪提亞來
[00:10:21.000 --> 00:10:25.000]  他就和十一個的使徒同列
[00:10:25.000 --> 00:10:27.000]  接著是二章一節
[00:10:27.000 --> 00:10:30.000]  請你們一同大聲的讀出
[00:10:30.000 --> 00:10:33.000]  五旬節到了
[00:11:00.000 --> 00:11:29.000]  (念經)
[00:11:29.000 --> 00:11:58.000]  (念經)
[00:11:58.000 --> 00:12:19.000]  (念經)
[00:12:19.000 --> 00:12:21.000]  真是好好聽
[00:12:21.000 --> 00:12:25.000]  一同大聲還讀神的話語
[00:12:25.000 --> 00:12:27.000]  是非常的好聽
[00:12:27.000 --> 00:12:29.000]  使徒行傳的第一章
[00:12:29.000 --> 00:12:34.000]  是描述初期的教會的一個特別的時間
[00:12:34.000 --> 00:12:36.000]  這一段的經文
[00:12:36.000 --> 00:12:39.000]  一章這個十二節開始的經文
[00:12:39.000 --> 00:12:43.000]  就是五旬節之前的一段的經文
[00:12:43.000 --> 00:12:47.000]  門徒都聚集在這個樓房
[00:12:47.000 --> 00:12:52.000]  就使徒彼得明顯本報領袖那位Captain
[00:12:52.000 --> 00:12:59.000]  他就向這十一人小組提出一個問題
[00:12:59.000 --> 00:13:03.000]  他說這個小組的結構是有問題
[00:13:03.000 --> 00:13:05.000]  是破壞了
[00:13:05.000 --> 00:13:07.000]  本來是十二人的
[00:13:07.000 --> 00:13:09.000]  現在剩下十一人
[00:13:09.000 --> 00:13:12.000]  所以需要修正
[00:13:12.000 --> 00:13:15.000]  面對這個十二人成為十一人的事實
[00:13:15.000 --> 00:13:18.000]  彼得的第一件事要做
[00:13:18.000 --> 00:13:20.000]  第一個Order of Business
[00:13:20.000 --> 00:13:26.000]  就是說要恢復十二個使徒的傳統
[00:13:26.000 --> 00:13:29.000]  因為耶穌基督在世的時候
[00:13:29.000 --> 00:13:33.000]  祂明明是揀選十二個使徒
[00:13:33.000 --> 00:13:36.000]  再者對猶太人來說
[00:13:36.000 --> 00:13:40.000]  十二是非常重要的數目字
[00:13:40.000 --> 00:13:45.000]  十二是以色列的十二支派的數字
[00:13:45.000 --> 00:13:50.000]  假如新的以色列將會出自耶穌基督的使徒的話
[00:13:50.000 --> 00:13:56.000]  十二位的使徒是需要的
[00:13:56.000 --> 00:13:59.000]  假如這個情況發生在我們教會當中
[00:13:59.000 --> 00:14:01.000]  我們怎樣找使徒呢?
[00:14:01.000 --> 00:14:02.000]  怎樣揀選呢?
[00:14:02.000 --> 00:14:04.000]  怎樣揀選領袖呢?
[00:14:04.000 --> 00:14:06.000]  這個都是我們教會關心的
[00:14:06.000 --> 00:14:09.000]  我們教會有我們教會的程序
[00:14:09.000 --> 00:14:13.000]  例如教會可以有提名委員會
[00:14:13.000 --> 00:14:16.000]  教會可以請會眾弟兄姊妹們提名
[00:14:16.000 --> 00:14:19.000]  或者是執事會提名
[00:14:19.000 --> 00:14:25.000]  教會又需要提完名之後請各位一起投票決定
[00:14:25.000 --> 00:14:30.000]  候選人是要寫出他的生命的見證
[00:14:30.000 --> 00:14:32.000]  是要講出他的信仰的告白
[00:14:32.000 --> 00:14:36.000]  甚至要上堂甚至要去退休會
[00:14:36.000 --> 00:14:39.000]  總之我們都希望能夠小心
[00:14:39.000 --> 00:14:43.000]  能夠有一個上得非常透徹的程序
[00:14:43.000 --> 00:14:47.000]  假如要替代的人選是牧師的職份
[00:14:47.000 --> 00:14:53.000]  我們教會可能要安立傳道人來做這樣的工作
[00:14:53.000 --> 00:14:59.000]  教會的甄選委員會可能要閱讀受案人的履歷CV
[00:14:59.000 --> 00:15:02.000]  是要去諮詢一些人的意見
[00:15:02.000 --> 00:15:04.000]  是進行面試
[00:15:04.000 --> 00:15:05.000]  問下受案的人
[00:15:05.000 --> 00:15:08.000]  他們是不是忠心愛主
[00:15:08.000 --> 00:15:12.000]  相對於現代的教會來說
[00:15:12.000 --> 00:15:14.000]  使徒行傳的初期教會
[00:15:14.000 --> 00:15:16.000]  他們的做法
[00:15:16.000 --> 00:15:22.000]  他們為了恢復這個十二個使徒的核心的組織
[00:15:22.000 --> 00:15:25.000]  他們的做法是祈禱
[00:15:25.000 --> 00:15:27.000]  抽籤
[00:15:27.000 --> 00:15:31.000]  他們選了兩位候選人
[00:15:31.000 --> 00:15:34.000]  就是瑪提亞和巴薩巴
[00:15:34.000 --> 00:15:38.000]  然後用抽籤的方式抽了瑪提亞
[00:15:38.000 --> 00:15:41.000]  當我們讀到這裏的時候
[00:15:41.000 --> 00:15:45.000]  見到原來找領袖的方式是抽籤
[00:15:45.000 --> 00:15:47.000]  而結果是抽籤而得
[00:15:47.000 --> 00:15:50.000]  不知道你們有沒有意見呢?
[00:15:50.000 --> 00:15:53.000]  不知道你們有什麼看法呢?
[00:15:53.000 --> 00:15:55.000]  對不對呢?
[00:15:55.000 --> 00:15:56.000]  對於一些人來說
[00:15:56.000 --> 00:15:58.000]  這間初期的教會
[00:15:58.000 --> 00:16:00.000]  剛剛形成的教會的做法
[00:16:00.000 --> 00:16:05.000]  好像是非常的任意、隨意、奇怪
[00:16:05.000 --> 00:16:09.000]  甚至是讓人看見是憂心的
[00:16:09.000 --> 00:16:10.000]  有些人認為
[00:16:10.000 --> 00:16:14.000]  彼得用這個抽籤的方法是一個錯誤
[00:16:14.000 --> 00:16:16.000]  用一個懷疑者的眼光來看
[00:16:16.000 --> 00:16:19.000]  哇!這班人好像一班傻子一樣
[00:16:19.000 --> 00:16:22.000]  用包、剪、鎚
[00:16:22.000 --> 00:16:24.000]  就要找出一個使徒
[00:16:24.000 --> 00:16:26.000]  有沒有搞錯呢?
[00:16:26.000 --> 00:16:27.000]  如果是對的話
[00:16:27.000 --> 00:16:30.000]  為什麼這個瑪提亞的名字
[00:16:30.000 --> 00:16:32.000]  再沒有在聖經出現
[00:16:32.000 --> 00:16:37.000]  只是在這裏第一次和最後一次出現
[00:16:37.000 --> 00:16:39.000]  接著我們什麼都不知道
[00:16:39.000 --> 00:16:42.000]  聖經沒有說
[00:16:42.000 --> 00:16:43.000]  有些人認為
[00:16:43.000 --> 00:16:47.000]  如果彼得他們這班人
[00:16:47.000 --> 00:16:51.000]  認真一點、小心一點、仔細一點
[00:16:51.000 --> 00:16:54.000]  按程序去做的話
[00:16:54.000 --> 00:16:57.000]  選到的人是誰?
[00:16:57.000 --> 00:16:58.000]  你說了
[00:16:58.000 --> 00:17:00.000]  如果我們按程序去選
[00:17:00.000 --> 00:17:02.000]  你說會選到誰呢?
[00:17:02.000 --> 00:17:04.000]  知道嗎?
[00:17:04.000 --> 00:17:06.000]  按程序去選的話
[00:17:06.000 --> 00:17:09.000]  當然選到的是保羅
[00:17:09.000 --> 00:17:10.000]  是不是?
[00:17:10.000 --> 00:17:12.000]  如果我們城鎮家可以投票的話
[00:17:12.000 --> 00:17:15.000]  我們都會選保羅
[00:17:15.000 --> 00:17:18.000]  保羅應該是好的使徒
[00:17:18.000 --> 00:17:22.000]  不知道這些是不是你的想法
[00:17:22.000 --> 00:17:26.000]  不知道你們有沒有類同的意見
[00:17:26.000 --> 00:17:30.000]  當我們翻查教會歷史的一些材料
[00:17:30.000 --> 00:17:33.000]  我們知道原來瑪提亞
[00:17:33.000 --> 00:17:36.000]  在猶大向猶太人傳福音
[00:17:36.000 --> 00:17:39.000]  後來去外邦的地方傳福音
[00:17:39.000 --> 00:17:45.000]  後來去到埃塞俄比亞和馬其頓那裏傳福音
[00:17:45.000 --> 00:17:47.000]  另一些歷史文獻就說
[00:17:47.000 --> 00:17:49.000]  瑪提亞自從耶穌基督升天之後
[00:17:49.000 --> 00:17:52.000]  他和其他的使徒都是一樣出去傳福音
[00:17:52.000 --> 00:17:57.000]  並且向那些野蠻人傳福音
[00:17:57.000 --> 00:18:00.000]  他帶領很多人信耶穌
[00:18:00.000 --> 00:18:02.000]  但因為他去傳福音的緣故
[00:18:02.000 --> 00:18:03.000]  很多人信耶穌
[00:18:03.000 --> 00:18:05.000]  但因為他去傳福音的緣故
[00:18:05.000 --> 00:18:07.000]  很多人都很不喜歡他
[00:18:07.000 --> 00:18:09.000]  因此他被監禁
[00:18:09.000 --> 00:18:13.000]  最後他要殉道
[00:18:13.000 --> 00:18:18.000]  當我們多知道瑪提亞一些事蹟的時候
[00:18:18.000 --> 00:18:23.000]  我不知道你的意見會否有些改變
[00:18:23.000 --> 00:18:27.000]  會否說瑪提亞選錯了
[00:18:27.000 --> 00:18:31.000]  會否說瑪提亞是否神的心意
[00:18:31.000 --> 00:18:34.000]  是否神所選擇
[00:18:34.000 --> 00:18:39.000]  亞歷山大的旁邊就作出以下的回答
[00:18:39.000 --> 00:18:42.000]  他說瑪提亞和其他的使徒一樣
[00:18:42.000 --> 00:18:45.000]  不是因為他本人是什麼人
[00:18:45.000 --> 00:18:49.000]  而因此耶穌基督選擇他
[00:18:49.000 --> 00:18:54.000]  而是耶穌基督預先看見他
[00:18:54.000 --> 00:18:59.000]  將會成為怎樣的人而選擇他
[00:18:59.000 --> 00:19:03.000]  瑪提亞被選擇不是因為他配得
[00:19:03.000 --> 00:19:06.000]  而是因為他變得
[00:19:06.000 --> 00:19:08.000]  配得
[00:19:08.000 --> 00:19:11.000]  他變成配得
[00:19:11.000 --> 00:19:12.000]  弟兄姊妹們
[00:19:12.000 --> 00:19:14.000]  你們會否這樣相信呢?
[00:19:14.000 --> 00:19:17.000]  我的觀點也是這樣
[00:19:17.000 --> 00:19:21.000]  我相信耶穌基督也是用同樣的方式
[00:19:21.000 --> 00:19:24.000]  選擇我們
[00:19:24.000 --> 00:19:30.000]  神選擇我們不是因為我們是什麼人而選擇我們
[00:19:30.000 --> 00:19:33.000]  是因為耶穌基督預先看見我們
[00:19:33.000 --> 00:19:37.000]  希望我們成為怎樣的人來選擇我們
[00:19:37.000 --> 00:19:41.000]  耶穌基督選擇我們不是因為我們配得
[00:19:41.000 --> 00:19:47.000]  而是因為我們會改變成為配得
[00:19:47.000 --> 00:19:52.000]  所以剛才我們所爭議思考的問題
[00:19:52.000 --> 00:19:58.000]  要點不是抽不抽籤
[00:19:58.000 --> 00:20:02.000]  也不是抽出誰來簽
[00:20:02.000 --> 00:20:05.000]  抽到瑪提亞還是巴薩巴
[00:20:05.000 --> 00:20:09.000]  這是重要的,但不是最重要的
[00:20:09.000 --> 00:20:12.000]  若是巴薩巴和瑪提亞
[00:20:12.000 --> 00:20:19.000]  我們都知道他們領受到神的召命
[00:20:19.000 --> 00:20:22.000]  他們去傳天國的福音
[00:20:22.000 --> 00:20:25.000]  傳福音給那裡的人聽
[00:20:25.000 --> 00:20:27.000]  傳給野蠻人去聽
[00:20:27.000 --> 00:20:30.000]  假如文件的報告是屬實的話
[00:20:30.000 --> 00:20:34.000]  巴薩巴成為主教
[00:20:34.000 --> 00:20:37.000]  在耶路撒冷的南部成為主教
[00:20:37.000 --> 00:20:39.000]  剛才我提過瑪提亞
[00:20:39.000 --> 00:20:43.000]  最後去到埃塞俄比亞去傳福音
[00:20:43.000 --> 00:20:46.000]  總括來說,使徒行傳的開始
[00:20:46.000 --> 00:20:49.000]  我們見到這間教會是很蒙福的
[00:20:49.000 --> 00:20:52.000]  弟兄姊妹們聚集在樓房
[00:20:52.000 --> 00:20:54.000]  他們第一單要做的事
[00:20:54.000 --> 00:20:56.000]  第一個order of business
[00:20:56.000 --> 00:20:59.000]  是要找人取代猶大
[00:20:59.000 --> 00:21:03.000]  而他們所定出的定準
[00:21:03.000 --> 00:21:04.000]  彼得說出來了
[00:21:04.000 --> 00:21:07.000]  定準是甚麼呢?
[00:21:07.000 --> 00:21:09.000]  使徒取代要找的人是甚麼人呢?
[00:21:09.000 --> 00:21:13.000]  這個人是由始至終都是
[00:21:13.000 --> 00:21:15.000]  作耶穌基督門徒的人
[00:21:15.000 --> 00:21:17.000]  由耶穌基督受浸
[00:21:17.000 --> 00:21:19.000]  到耶穌基督升天
[00:21:19.000 --> 00:21:21.000]  都在當中做見證人
[00:21:21.000 --> 00:21:23.000]  這個人是怎樣呢?
[00:21:23.000 --> 00:21:25.000]  當耶穌基督被人歡迎的時候
[00:21:25.000 --> 00:21:26.000]  被人喜歡的時候
[00:21:26.000 --> 00:21:28.000]  他是跟隨耶穌基督
[00:21:28.000 --> 00:21:30.000]  在耶穌基督的旁邊
[00:21:30.000 --> 00:21:32.000]  但當耶穌基督被人討厭的時候
[00:21:32.000 --> 00:21:35.000]  當耶穌基督說古怪的話的時候
[00:21:35.000 --> 00:21:37.000]  說到十字架的時候
[00:21:37.000 --> 00:21:40.000]  說到吃身體的肉的時候
[00:21:40.000 --> 00:21:43.000]  當人是雞飛狗走的時候
[00:21:43.000 --> 00:21:47.000]  這個門徒仍然需要留在耶穌那裡
[00:21:47.000 --> 00:21:49.000]  那個人,那些人
[00:21:49.000 --> 00:21:53.000]  就有資格被選為使徒
[00:21:53.000 --> 00:21:57.000]  接著兩位的兄弟被分別出來
[00:21:57.000 --> 00:22:01.000]  都是滿足這個criterion
[00:22:01.000 --> 00:22:04.000]  他們就是巴薩巴和瑪提亞
[00:22:04.000 --> 00:22:07.000]  兩者當中要選其一
[00:22:07.000 --> 00:22:10.000]  就透過抽籤
[00:22:10.000 --> 00:22:14.000]  最終瑪提亞是被抽中成為使徒
[00:22:14.000 --> 00:22:18.000]  我們在這裡見到原來神的捐幼
[00:22:18.000 --> 00:22:20.000]  神的providence
[00:22:20.000 --> 00:22:24.000]  是進入了人的程序當中
[00:22:24.000 --> 00:22:27.000]  自此之後初期的教會
[00:22:27.000 --> 00:22:31.000]  在路途上是on the way
[00:22:31.000 --> 00:22:33.000]  跟隨耶穌基督
[00:22:33.000 --> 00:22:35.000]  接著在第二章的報告
[00:22:35.000 --> 00:22:38.000]  就是在五旬節那天
[00:22:38.000 --> 00:22:41.000]  教會的弟兄姊妹們都被聖靈充滿
[00:22:41.000 --> 00:22:43.000]  他們被聖靈充滿
[00:22:43.000 --> 00:22:46.000]  他們有聖靈所賜的口才
[00:22:46.000 --> 00:22:48.000]  講起別國的語言
