
[00:00:00.000 --> 00:00:04.500]  各位姐妹早晨,很高興再次能夠在主日崇拜的時間
[00:03:19.500 --> 00:03:21.500]  都知道你是個賢德的女子
[00:03:21.500 --> 00:03:23.500]  我實在是你一個
[00:03:23.500 --> 00:03:25.500]  至近的親屬
[00:03:25.500 --> 00:03:27.500]  只是還有一個人
[00:03:27.500 --> 00:03:29.500]  比我更近
[00:03:29.500 --> 00:03:31.500]  你今夜在這裡住宿
[00:03:31.500 --> 00:03:33.500]  明早他若肯為你
[00:03:33.500 --> 00:03:35.500]  盡親屬的本分
[00:03:35.500 --> 00:03:37.500]  就由他吧
[00:03:37.500 --> 00:03:39.500]  倘若不肯
[00:03:39.500 --> 00:03:41.500]  我只著永生的耶和華起誓
[00:03:41.500 --> 00:03:43.500]  我必為你盡了本分
[00:03:43.500 --> 00:03:45.500]  你只管聽
[00:03:45.500 --> 00:03:47.500]  你盡了本分
[00:03:47.500 --> 00:03:49.500]  你只管躺到天涼
[00:03:49.500 --> 00:03:51.500]  路德便在他腳下
[00:03:51.500 --> 00:03:53.500]  躺到天快亮
[00:03:53.500 --> 00:03:55.500]  人彼此不能辨認的時候
[00:03:55.500 --> 00:03:57.500]  就起來了
[00:03:57.500 --> 00:03:59.500]  波亞斯說:不可使人知道
[00:03:59.500 --> 00:04:01.500]  有女子到牆上來
[00:04:01.500 --> 00:04:03.500]  有對路德說:
[00:04:03.500 --> 00:04:05.500]  打開你所披的外衣
[00:04:05.500 --> 00:04:07.500]  他打開了
[00:04:07.500 --> 00:04:09.500]  波亞斯就揣了
[00:04:09.500 --> 00:04:11.500]  綠波姬大襪
[00:04:11.500 --> 00:04:13.500]  放她控在肩上
[00:04:13.500 --> 00:04:17.500]  她便真成去了
[00:04:17.500 --> 00:04:19.500]  波亞斯說:女兒啊
[00:04:19.500 --> 00:04:21.500]  願你蒙耶和華許福
[00:04:21.500 --> 00:04:23.500]  你幕後的恩
[00:04:23.500 --> 00:04:25.500]  比先前更大
[00:04:25.500 --> 00:04:27.500]  因為少年人無論貧富
[00:04:27.500 --> 00:04:29.500]  你都沒有跟從
[00:04:29.500 --> 00:04:31.500]  女兒啊
[00:04:31.500 --> 00:04:33.500]  現在不要懼怕
[00:04:33.500 --> 00:04:35.500]  凡你所說的
[00:04:35.500 --> 00:04:37.500]  我比較就行
[00:04:37.500 --> 00:04:39.500]  我本層的人都知道
[00:04:39.500 --> 00:04:41.500]  你是一個賢德的女子
[00:04:41.500 --> 00:04:43.500]  我實在是
[00:04:43.500 --> 00:04:45.500]  你一個寂靜的親屬
[00:04:45.500 --> 00:04:47.500]  只是還有一個人
[00:04:47.500 --> 00:04:49.500]  比我更近
[00:04:49.500 --> 00:04:51.500]  你今夜在這裡
[00:04:51.500 --> 00:04:53.500]  敘書
[00:04:53.500 --> 00:04:55.500]  明早他越肯為你
[00:04:55.500 --> 00:04:57.500]  盡親屬的本分
[00:04:57.500 --> 00:04:59.500]  就由他吧
[00:04:59.500 --> 00:05:01.500]  他越不肯
[00:05:01.500 --> 00:05:03.500]  我指著永生的耶和華指示
[00:05:03.500 --> 00:05:05.500]  我必會你盡了本分
[00:05:05.500 --> 00:05:07.500]  你儘管躺到天亮
[00:05:07.500 --> 00:05:09.500]  路德便在他腳下
[00:05:09.500 --> 00:05:11.500]  躺到天亮
[00:05:11.500 --> 00:05:13.500]  人彼此
[00:05:13.500 --> 00:05:15.500]  不能辨認的時候就起來了
[00:05:15.500 --> 00:05:17.500]  波亞斯說
[00:05:17.500 --> 00:05:19.500]  不可使人知道
[00:05:19.500 --> 00:05:21.500]  有女子到場上來
[00:05:21.500 --> 00:05:23.500]  又對路德說
[00:05:23.500 --> 00:05:25.500]  打開你所披的外衣
[00:05:25.500 --> 00:05:27.500]  他打開了
[00:05:27.500 --> 00:05:29.500]  波亞斯就
[00:05:29.500 --> 00:05:31.500]  全了路波基大脈
[00:05:31.500 --> 00:05:33.500]  放他空在肩上
[00:05:33.500 --> 00:05:35.500]  他便進城去了
[00:05:37.500 --> 00:05:39.500]  M.E.T. New English Translation
[00:05:39.500 --> 00:05:43.500]  He said
[00:05:43.500 --> 00:05:45.500]  May you be rewarded by the Lord
[00:05:45.500 --> 00:05:47.500]  My dear
[00:05:47.500 --> 00:05:49.500]  This act of devotion is greater than
[00:05:49.500 --> 00:05:51.500]  what you did before
[00:05:51.500 --> 00:05:53.500]  For you have not sought
[00:05:53.500 --> 00:05:55.500]  to marry one of the young men
[00:05:55.500 --> 00:05:57.500]  whether rich or poor
[00:05:57.500 --> 00:05:59.500]  Now, my dear, don't worry
[00:05:59.500 --> 00:06:01.500]  I intend to do for you
[00:06:01.500 --> 00:06:03.500]  everything you propose
[00:06:03.500 --> 00:06:05.500]  For everyone in the village
[00:06:05.500 --> 00:06:07.500]  knows that
[00:06:07.500 --> 00:06:09.500]  you are a wealthy woman
[00:06:09.500 --> 00:06:11.500]  Now
[00:06:11.500 --> 00:06:13.500]  Yes, it is true that
[00:06:13.500 --> 00:06:15.500]  I am a guardian
[00:06:15.500 --> 00:06:17.500]  But there is another guardian
[00:06:17.500 --> 00:06:19.500]  who is a closer relative
[00:06:19.500 --> 00:06:21.500]  than I am
[00:06:21.500 --> 00:06:23.500]  Remain here tonight
[00:06:23.500 --> 00:06:25.500]  Then in the morning
[00:06:25.500 --> 00:06:27.500]  if he agrees to marry you
[00:06:27.500 --> 00:06:29.500]  Fine, let him do so
[00:06:29.500 --> 00:06:31.500]  But if he does not want to do so
[00:06:31.500 --> 00:06:33.500]  I promise
[00:06:33.500 --> 00:06:35.500]  as surely as the Lord leaves
[00:06:35.500 --> 00:06:37.500]  to marry you
[00:06:37.500 --> 00:06:39.500]  Sleep here until tomorrow
[00:06:39.500 --> 00:06:41.500]  So she slept
[00:06:41.500 --> 00:06:43.500]  beside him until morning
[00:06:43.500 --> 00:06:45.500]  She woke up
[00:06:45.500 --> 00:06:47.500]  while it was still dark
[00:06:47.500 --> 00:06:49.500]  Boaz thought
[00:06:49.500 --> 00:06:51.500]  No one must know that
[00:06:51.500 --> 00:06:53.500]  a woman visited the
[00:06:53.500 --> 00:06:55.500]  flushing floor
[00:06:55.500 --> 00:06:57.500]  Then he said
[00:06:57.500 --> 00:06:59.500]  Hold out the shawl you are wearing
[00:06:59.500 --> 00:07:01.500]  and grip it tightly
[00:07:01.500 --> 00:07:03.500]  As she held it tightly
[00:07:03.500 --> 00:07:05.500]  She measured out
[00:07:05.500 --> 00:07:07.500]  about sixty pounds of barley
[00:07:07.500 --> 00:07:09.500]  into the shawl
[00:07:09.500 --> 00:07:11.500]  and
[00:07:11.500 --> 00:07:13.500]  put it on her shoulder
[00:07:13.500 --> 00:07:15.500]  Then he went into town
[00:07:15.500 --> 00:07:21.500]  有一句成語
[00:07:21.500 --> 00:07:23.500]  叫做一語道破
[00:07:23.500 --> 00:07:25.500]  或者簡單一點來說
[00:07:25.500 --> 00:07:27.500]  或者叫做一針見血
[00:07:27.500 --> 00:07:29.500]  凡只是一個人
[00:07:29.500 --> 00:07:31.500]  他講話
[00:07:31.500 --> 00:07:33.500]  是很直接了當
[00:07:33.500 --> 00:07:35.500]  沒有轉彎抹角
[00:07:35.500 --> 00:07:37.500]  清楚將他所講的
[00:07:37.500 --> 00:07:39.500]  內容的主旨去陳述
[00:07:39.500 --> 00:07:41.500]  叫那個聽的人
[00:07:41.500 --> 00:07:43.500]  能夠準確
[00:07:43.500 --> 00:07:45.500]  無誤地領略
[00:07:45.500 --> 00:07:47.500]  他所講的話的主旨
[00:07:47.500 --> 00:07:49.500]  不知道你有沒有這樣的經驗呢
[00:07:49.500 --> 00:07:51.500]  當能夠得到一個人
[00:07:51.500 --> 00:07:53.500]  能夠向自己
[00:07:53.500 --> 00:07:55.500]  作出一個準確的提醒
[00:07:55.500 --> 00:07:57.500]  而那個對你說話
[00:07:57.500 --> 00:07:59.500]  作出提醒的人
[00:07:59.500 --> 00:08:01.500]  其實對他一點好處都沒有
[00:08:01.500 --> 00:08:03.500]  你又怎樣對
[00:08:03.500 --> 00:08:05.500]  這個人他這樣的作為
[00:08:05.500 --> 00:08:07.500]  他怎樣
[00:08:07.500 --> 00:08:09.500]  向你所施出的這個勸喻
[00:08:09.500 --> 00:08:11.500]  你怎樣接受好呢
[00:08:11.500 --> 00:08:13.500]  其實聖經有很多
[00:08:13.500 --> 00:08:15.500]  類似這樣的例子
[00:08:15.500 --> 00:08:17.500]  譬如當我們去看到
[00:08:17.500 --> 00:08:19.500]  在這個撒姆爾基下的第十二章裏
[00:08:19.500 --> 00:08:21.500]  就曾經有一個
[00:08:21.500 --> 00:08:23.500]  類似的例子
[00:08:23.500 --> 00:08:25.500]  當時在耶和華的
[00:08:25.500 --> 00:08:27.500]  差遣之下
[00:08:27.500 --> 00:08:29.500]  先知拿丹就去到
[00:08:29.500 --> 00:08:31.500]  大衛這位君王的面前
[00:08:31.500 --> 00:08:33.500]  就和他講了一個
[00:08:33.500 --> 00:08:35.500]  比喻,在這個比喻講到
[00:08:35.500 --> 00:08:37.500]  在一個城裏面
[00:08:37.500 --> 00:08:39.500]  有兩家人
[00:08:39.500 --> 00:08:41.500]  一個是有錢的人,一個是貧窮的家庭
[00:08:41.500 --> 00:08:43.500]  有錢的
[00:08:43.500 --> 00:08:45.500]  他家裏面有很多羊
[00:08:45.500 --> 00:08:47.500]  很多牛
[00:08:47.500 --> 00:08:49.500]  而這個貧窮的家庭
[00:08:49.500 --> 00:08:51.500]  他們根本上沒有什麼家當
[00:08:51.500 --> 00:08:53.500]  只能夠得一隻
[00:08:53.500 --> 00:08:55.500]  很簡單的
[00:08:55.500 --> 00:08:57.500]  一個小母羊羔
[00:08:57.500 --> 00:08:59.500]  而這個母羊羔
[00:08:59.500 --> 00:09:01.500]  而且和他們一家人很親密
[00:09:01.500 --> 00:09:03.500]  他們無論一起吃
[00:09:03.500 --> 00:09:05.500]  一起喝
[00:09:05.500 --> 00:09:07.500]  甚至一起長大
[00:09:07.500 --> 00:09:09.500]  一起睡覺
[00:09:09.500 --> 00:09:11.500]  都能夠和在一起
[00:09:11.500 --> 00:09:13.500]  有一天當這個有錢的家人
[00:09:13.500 --> 00:09:15.500]  有朋友來去掃
[00:09:15.500 --> 00:09:17.500]  他想招呼他們去吃吃喝喝
[00:09:17.500 --> 00:09:19.500]  於是怎樣呢
[00:09:19.500 --> 00:09:21.500]  他又不捨得
[00:09:21.500 --> 00:09:23.500]  在自己的豐富的羊群當中
[00:09:23.500 --> 00:09:25.500]  拿一隻出來
[00:09:25.500 --> 00:09:27.500]  去款待這個客人
[00:09:27.500 --> 00:09:29.500]  於是就走了去這個貧窮的人家
[00:09:29.500 --> 00:09:31.500]  拿了他那隻
[00:09:31.500 --> 00:09:33.500]  唯一的小母羊羔
[00:09:33.500 --> 00:09:35.500]  將牠宰了
[00:09:35.500 --> 00:09:37.500]  然後預備給客人去吃
[00:09:37.500 --> 00:09:39.500]  客人
[00:09:39.500 --> 00:09:41.500]  是有錢人的客人
[00:09:41.500 --> 00:09:43.500]  羊羔
[00:09:43.500 --> 00:09:45.500]  卻是一個貧窮家庭的小羊羔
[00:09:45.500 --> 00:09:47.500]  是他們唯一一隻
[00:09:47.500 --> 00:09:49.500]  在這個時候
[00:09:49.500 --> 00:09:51.500]  這個拿丹仙芝
[00:09:51.500 --> 00:09:53.500]  就和大衛這樣說
[00:09:53.500 --> 00:09:55.500]  他說在這樣的情況之下
[00:09:55.500 --> 00:09:57.500]  你覺得如何呢
[00:09:57.500 --> 00:09:59.500]  大衛也在這個時候
[00:09:59.500 --> 00:10:01.500]  表現出好像一個很公義的人一樣
[00:10:01.500 --> 00:10:03.500]  馬上說
[00:10:03.500 --> 00:10:05.500]  我指著永生的搖滑氣勢
[00:10:05.500 --> 00:10:07.500]  行這事的人該死
[00:10:07.500 --> 00:10:09.500]  他必須償還這隻羊羔四倍
[00:10:09.500 --> 00:10:11.500]  因為他所行的事
[00:10:11.500 --> 00:10:13.500]  一點憐憫之心都沒有
[00:10:13.500 --> 00:10:15.500]  在這個時候
[00:10:15.500 --> 00:10:17.500]  拿丹仙芝
[00:10:17.500 --> 00:10:19.500]  對大衛王這樣說
[00:10:19.500 --> 00:10:21.500]  你就是
[00:10:21.500 --> 00:10:23.500]  那個有錢的人
[00:10:23.500 --> 00:10:25.500]  你奪取
[00:10:25.500 --> 00:10:27.500]  貧窮人
[00:10:27.500 --> 00:10:29.500]  所唯一有的
[00:10:29.500 --> 00:10:31.500]  這類的例子
[00:10:31.500 --> 00:10:33.500]  其實多不勝數在聖經當中
[00:10:33.500 --> 00:10:35.500]  問題就是
[00:10:35.500 --> 00:10:37.500]  我們今天
[00:10:37.500 --> 00:10:39.500]  作為一個信徒
[00:10:39.500 --> 00:10:41.500]  我們如何去接受
[00:10:41.500 --> 00:10:43.500]  一些這麼直接了當的
[00:10:43.500 --> 00:10:45.500]  一些的規勸或者一些的提示呢
[00:10:45.500 --> 00:10:47.500]  其實是不容易的事
[00:10:47.500 --> 00:10:49.500]  我也同意的
[00:10:49.500 --> 00:10:51.500]  當一個人他被其他人
[00:10:51.500 --> 00:10:53.500]  去作出一個這麼直接了當的
[00:10:53.500 --> 00:10:55.500]  一個警示的時候
[00:10:55.500 --> 00:10:57.500]  或者提出一些這麼需要的
[00:10:57.500 --> 00:10:59.500]  意見的時候
[00:10:59.500 --> 00:11:01.500]  可能這些意見對於自己非常陌生
[00:11:01.500 --> 00:11:03.500]  或者可能未必是自己
[00:11:03.500 --> 00:11:05.500]  所喜歡聽的
[00:11:05.500 --> 00:11:07.500]  在這樣的情況之下
[00:11:07.500 --> 00:11:09.500]  究竟如何處理好呢
[00:11:09.500 --> 00:11:11.500]  今天我們再次回到
[00:11:11.500 --> 00:11:13.500]  在魯德記裏面
[00:11:13.500 --> 00:11:15.500]  提到的情況
[00:11:15.500 --> 00:11:17.500]  不過這個情況不是關乎於
[00:11:17.500 --> 00:11:19.500]  搶人財物也好
[00:11:19.500 --> 00:11:21.500]  這一次的提點
[00:11:21.500 --> 00:11:23.500]  卻是導致到一個
[00:11:23.500 --> 00:11:25.500]  將上帝的拯救計劃
[00:11:25.500 --> 00:11:27.500]  提升到一個很不同
[00:11:27.500 --> 00:11:29.500]  更高的層次當中
[00:11:29.500 --> 00:11:31.500]  而這個人物
[00:11:31.500 --> 00:11:33.500]  我們今天知道的就叫魯德
[00:11:33.500 --> 00:11:35.500]  他向著波亞斯
[00:11:35.500 --> 00:11:37.500]  作出了一個
[00:11:37.500 --> 00:11:39.500]  非常直接的提醒
[00:11:39.500 --> 00:11:41.500]  喚醒了
[00:11:41.500 --> 00:11:43.500]  波亞斯
[00:11:43.500 --> 00:11:45.500]  並且從這個過程當中
[00:11:45.500 --> 00:11:47.500]  將波亞斯整個
[00:11:47.500 --> 00:11:49.500]  他的原本的
[00:11:49.500 --> 00:11:51.500]  私隱的計劃提到另一個
[00:11:51.500 --> 00:11:53.500]  更新的層面裏面
[00:11:53.500 --> 00:11:55.500]  這個正正是今天我們所看的
[00:11:55.500 --> 00:11:57.500]  這段經文最重要的地方
[00:11:57.500 --> 00:11:59.500]  剛才我已經說過
[00:11:59.500 --> 00:12:01.500]  今天所說的講題
[00:12:01.500 --> 00:12:03.500]  題目是叫可行而不行
[00:12:03.500 --> 00:12:05.500]  和
[00:12:05.500 --> 00:12:07.500]  不行卻甘願而行的
[00:12:07.500 --> 00:12:09.500]  這種美德
[00:12:09.500 --> 00:12:11.500]  相互相成的美德
[00:12:11.500 --> 00:12:13.500]  原來這兩種美德
[00:12:13.500 --> 00:12:15.500]  是能夠彼此互動
[00:12:15.500 --> 00:12:17.500]  發生影響
[00:12:17.500 --> 00:12:19.500]  而當這個互動一出現的時候
[00:12:19.500 --> 00:12:21.500]  上帝就能夠用得著
[00:12:21.500 --> 00:12:23.500]  並且將
[00:12:23.500 --> 00:12:25.500]  這件事提到一個
[00:12:25.500 --> 00:12:27.500]  上帝拯救計劃
[00:12:27.500 --> 00:12:29.500]  甚至可能講到一個
[00:12:29.500 --> 00:12:31.500]  見證能幫助人應信主
[00:12:31.500 --> 00:12:33.500]  的一個很重要的運作
[00:12:33.500 --> 00:12:35.500]  讓我們再次去看回
[00:12:35.500 --> 00:12:37.500]  這段聖經
[00:12:37.500 --> 00:12:39.500]  裏面第三章第十節
[00:12:39.500 --> 00:12:41.500]  波亞斯就對
[00:12:41.500 --> 00:12:43.500]  路德這樣說
[00:12:43.500 --> 00:12:45.500]  他說:女兒啊
[00:12:45.500 --> 00:12:47.500]  願你蒙耶和華
[00:12:47.500 --> 00:12:49.500]  賜福
[00:12:49.500 --> 00:12:51.500]  其實呢
[00:12:51.500 --> 00:12:53.500]  波亞斯已經不是第一次
[00:12:53.500 --> 00:12:55.500]  向路德作出這個
[00:12:55.500 --> 00:12:57.500]  祝福
[00:12:57.500 --> 00:12:59.500]  早在第二章
[00:12:59.500 --> 00:13:01.500]  第十二節裏面
[00:13:01.500 --> 00:13:03.500]  當波亞斯聽完
[00:13:03.500 --> 00:13:05.500]  他的和田裏面
[00:13:05.500 --> 00:13:07.500]  的年青管公
[00:13:07.500 --> 00:13:09.500]  給他一個有關於
[00:13:09.500 --> 00:13:11.500]  路德的背景
[00:13:11.500 --> 00:13:13.500]  和他當時在田中的
[00:13:13.500 --> 00:13:15.500]  活動狀況的一個回報
[00:13:15.500 --> 00:13:17.500]  之後呢
[00:13:17.500 --> 00:13:19.500]  同樣波亞斯也都
[00:13:19.500 --> 00:13:21.500]  向路德作出這個
[00:13:21.500 --> 00:13:23.500]  祝福
[00:13:23.500 --> 00:13:25.500]  他在上帝的名下
[00:13:25.500 --> 00:13:27.500]  向路德作出一個
[00:13:27.500 --> 00:13:29.500]  祝福不僅如此
[00:13:29.500 --> 00:13:31.500]  而且自己作為
[00:13:31.500 --> 00:13:33.500]  波亞斯一個地主
[00:13:33.500 --> 00:13:35.500]  向別人去
[00:13:35.500 --> 00:13:37.500]  施予這些祝福幫助的時候
[00:13:37.500 --> 00:13:39.500]  波亞斯願意
[00:13:39.500 --> 00:13:41.500]  參與在耶和華的
[00:13:41.500 --> 00:13:43.500]  這個施恩的過程
[00:13:43.500 --> 00:13:45.500]  活動當中
[00:13:45.500 --> 00:13:47.500]  來到這一段的經文我們看見
[00:13:47.500 --> 00:13:49.500]  波亞斯再次
[00:13:49.500 --> 00:13:51.500]  和路德進行
[00:13:51.500 --> 00:13:53.500]  一個對答
[00:13:53.500 --> 00:13:55.500]  在這個對答的最後
[00:13:55.500 --> 00:13:57.500]  的時候我們看見路德說
[00:13:57.500 --> 00:13:59.500]  給波亞斯知道
[00:13:59.500 --> 00:14:01.500]  你就是
[00:14:01.500 --> 00:14:03.500]  那位我們的近親
[00:14:03.500 --> 00:14:05.500]  這個正正在第九節
[00:14:05.500 --> 00:14:07.500]  第三章第九節講得非常清楚
[00:14:07.500 --> 00:14:09.500]  當這個
[00:14:09.500 --> 00:14:11.500]  近親的題目
[00:14:11.500 --> 00:14:13.500]  一提了出來
[00:14:13.500 --> 00:14:15.500]  從路德的口中
[00:14:15.500 --> 00:14:17.500]  衝口而出說了給
[00:14:17.500 --> 00:14:19.500]  波亞斯的時候
[00:14:19.500 --> 00:14:21.500]  波亞斯不是聽過就算了
[00:14:21.500 --> 00:14:23.500]  就當籠耳診
[00:14:23.500 --> 00:14:25.500]  那隻耳一樣他沒有這樣做
[00:14:25.500 --> 00:14:27.500]  他反而一聽見的時候
[00:14:27.500 --> 00:14:29.500]  被提醒了好像
[00:14:29.500 --> 00:14:31.500]  大衛被拿丹才知道
[00:14:31.500 --> 00:14:33.500]  一提醒出來
[00:14:33.500 --> 00:14:35.500]  你就是那人
[00:14:35.500 --> 00:14:37.500]  路德其實在這個時候
[00:14:37.500 --> 00:14:39.500]  告訴波亞斯
[00:14:39.500 --> 00:14:41.500]  你就是那人,那人是誰
[00:14:41.500 --> 00:14:43.500]  就是那位救贖
[00:14:43.500 --> 00:14:45.500]  我們家的救贖者
[00:14:45.500 --> 00:14:47.500]  近親
[00:14:47.500 --> 00:14:49.500]  就是這個意思
[00:14:49.500 --> 00:14:51.500]  頂尖門
[00:14:51.500 --> 00:14:53.500]  當路德向波亞斯
[00:14:53.500 --> 00:14:55.500]  一語道破
[00:14:55.500 --> 00:14:57.500]  一針見血地
[00:14:57.500 --> 00:14:59.500]  一針見血地
[00:14:59.500 --> 00:15:01.500]  提出了原來波亞斯
[00:15:01.500 --> 00:15:03.500]  有一個這麼特殊的
[00:15:03.500 --> 00:15:05.500]  身份之後
[00:15:05.500 --> 00:15:07.500]  路德
[00:15:07.500 --> 00:15:09.500]  將整個的
[00:15:09.500 --> 00:15:11.500]  事件從原本
[00:15:11.500 --> 00:15:13.500]  南俄米設計
[00:15:13.500 --> 00:15:15.500]  只是為了幫路德
[00:15:15.500 --> 00:15:17.500]  找一間好住家
[00:15:17.500 --> 00:15:19.500]  可以在未來的日子繼續享受
[00:15:19.500 --> 00:15:21.500]  世界一個
[00:15:21.500 --> 00:15:23.500]  很低層次
[00:15:23.500 --> 00:15:25.500]  的想法
[00:15:25.500 --> 00:15:27.500]  突然間將他提升到
[00:15:27.500 --> 00:15:29.500]  另一個層面
[00:15:29.500 --> 00:15:31.500]  而這個層面
[00:15:31.500 --> 00:15:33.500]  維繫於這個所謂
[00:15:33.500 --> 00:15:35.500]  高傲救贖者
[00:15:35.500 --> 00:15:37.500]  這個主題的身上
[00:15:37.500 --> 00:15:39.500]  所以讓我們看見
[00:15:39.500 --> 00:15:41.500]  原來路德的屬靈生命
[00:15:41.500 --> 00:15:43.500]  和南俄米的
[00:15:43.500 --> 00:15:45.500]  屬靈生命截然不同
[00:15:45.500 --> 00:15:47.500]  可以說高了很多班
[00:15:47.500 --> 00:15:49.500]  雖然他是一個
[00:15:49.500 --> 00:15:51.500]  對猶太人的神
[00:15:51.500 --> 00:15:53.500]  甚至他的律例典章
[00:15:53.500 --> 00:15:55.500]  他的律法書不是有
[00:15:55.500 --> 00:15:57.500]  全面了解甚至說
[00:15:57.500 --> 00:15:59.500]  寥寥可數的幾樣東西
[00:15:59.500 --> 00:16:01.500]  在這一刻我們知道
[00:16:01.500 --> 00:16:03.500]  只有這個救贖者
[00:16:03.500 --> 00:16:05.500]  這個觀念
[00:16:05.500 --> 00:16:07.500]  但是他就找緊
[00:16:07.500 --> 00:16:09.500]  一小小他想認識上帝的道理
[00:16:09.500 --> 00:16:11.500]  而能夠在
[00:16:11.500 --> 00:16:13.500]  適當的時間
[00:16:13.500 --> 00:16:15.500]  就將這個主題提了出來
[00:16:15.500 --> 00:16:17.500]  去傳講了出來
[00:16:17.500 --> 00:16:19.500]  提醒了一個
