
[00:00:00.000 --> 00:00:02.000]  各位今天準備的朋友們早安
[00:01:30.000 --> 00:01:32.000]  她就隨便寫得很含蓄
[00:01:32.000 --> 00:01:34.000]  不願意講清楚
[00:01:34.000 --> 00:01:35.000]  這有的時候蠻討厭的
[00:01:35.000 --> 00:01:38.000]  不知道到底要為她禱告什麼
[00:01:38.000 --> 00:01:40.000]  那憑著信心奉承耶穌基督
[00:01:40.000 --> 00:01:43.000]  沒看神怎麼給我啟示
[00:01:43.000 --> 00:01:45.000]  後來我才知道
[00:01:45.000 --> 00:01:47.000]  真的嚴重
[00:01:47.000 --> 00:01:49.000]  但是感謝神
[00:01:49.000 --> 00:01:52.000]  因為神就啟示我
[00:01:52.000 --> 00:01:54.000]  我們剛才一開始練的
[00:01:54.000 --> 00:01:57.000]  歷代之下二十章二十節
[00:01:57.000 --> 00:01:59.000]  也就是下半部
[00:01:59.000 --> 00:02:01.000]  祂說
[00:02:01.000 --> 00:02:04.000]  信靠耶和華你們的神
[00:02:04.000 --> 00:02:06.000]  就必立穩
[00:02:06.000 --> 00:02:09.000]  信靠祂先知就必亨通
[00:02:09.000 --> 00:02:11.000]  那麼英文講立穩
[00:02:11.000 --> 00:02:14.000]  是講說upheave
[00:02:14.000 --> 00:02:16.000]  祂會把你捧起來
[00:02:16.000 --> 00:02:18.000]  把你撐起來
[00:02:18.000 --> 00:02:19.000]  那麼亨通
[00:02:19.000 --> 00:02:22.000]  英文是講說successful
[00:02:22.000 --> 00:02:26.000]  我說2020年還很fresh
[00:02:26.000 --> 00:02:28.000]  我們剛剛進入2020年
[00:02:28.000 --> 00:02:31.000]  歷代之下二十章二十節
[00:02:31.000 --> 00:02:34.000]  就是今年我給你的
[00:02:34.000 --> 00:02:36.000]  求神讓你立穩
[00:02:36.000 --> 00:02:38.000]  求神讓你亨通
[00:02:38.000 --> 00:02:39.000]  哇
[00:02:39.000 --> 00:02:42.000]  她非常大受到激勵
[00:02:42.000 --> 00:02:43.000]  受感恩
[00:02:43.000 --> 00:02:45.000]  甚至於流淚
[00:02:45.000 --> 00:02:47.000]  因為她說
[00:02:47.000 --> 00:02:50.000]  她兒子剛剛死
[00:02:50.000 --> 00:02:53.000]  然後女兒不認她
[00:02:53.000 --> 00:02:54.000]  這個媽
[00:02:54.000 --> 00:02:57.000]  然後有一個孫女
[00:02:57.000 --> 00:02:58.000]  好奇
[00:02:58.000 --> 00:03:01.000]  喜歡搞一些巫術
[00:03:01.000 --> 00:03:02.000]  所以我說
[00:03:02.000 --> 00:03:03.000]  哎呀
[00:03:03.000 --> 00:03:05.000]  怎麼這麼嚴重的一件事情呢
[00:03:05.000 --> 00:03:07.000]  我說但是
[00:03:07.000 --> 00:03:08.000]  我跟你講
[00:03:08.000 --> 00:03:10.000]  你要立穩
[00:03:10.000 --> 00:03:12.000]  她說我怎麼立穩呢
[00:03:12.000 --> 00:03:14.000]  我怎麼樣能夠upheave
[00:03:14.000 --> 00:03:17.000]  怎麼樣能夠不哀痛不悲傷呢
[00:03:17.000 --> 00:03:19.000]  我說這是一個問題
[00:03:19.000 --> 00:03:23.000]  我說我們人活在這世界上面
[00:03:23.000 --> 00:03:26.000]  有誰說我一路風平浪靜
[00:03:26.000 --> 00:03:28.000]  一路順利
[00:03:28.000 --> 00:03:29.000]  一路亨通的
[00:03:29.000 --> 00:03:31.000]  一路榮華富貴的
[00:03:31.000 --> 00:03:33.000]  沒有
[00:03:33.000 --> 00:03:35.000]  但是
[00:03:35.000 --> 00:03:37.000]  我們卻是
[00:03:37.000 --> 00:03:39.000]  一路走過來
[00:03:39.000 --> 00:03:43.000]  我們可以憑著信心奉祖耶穌基督的名
[00:03:43.000 --> 00:03:44.000]  有祂的保守
[00:03:44.000 --> 00:03:45.000]  有祂的帶領
[00:03:45.000 --> 00:03:47.000]  有祂與我們同行
[00:03:47.000 --> 00:03:50.000]  一路走這個路
[00:03:50.000 --> 00:03:52.000]  我常常喜歡講
[00:03:52.000 --> 00:03:55.000]  如果說我們的人生好像
[00:03:55.000 --> 00:03:57.000]  在走山路一樣
[00:03:57.000 --> 00:04:00.000]  我們前面有一個高峰
[00:04:00.000 --> 00:04:02.000]  我們都希望更上一層樓
[00:04:02.000 --> 00:04:04.000]  不是嗎
[00:04:04.000 --> 00:04:08.000]  所以我們就一路往上走走走
[00:04:08.000 --> 00:04:10.000]  你根本走不動
[00:04:10.000 --> 00:04:11.000]  對不對
[00:04:11.000 --> 00:04:14.000]  走山的人爬山的人都知道
[00:04:14.000 --> 00:04:17.000]  你一路往上走走個十分鐘
[00:04:17.000 --> 00:04:19.000]  你腿就沒有力量
[00:04:19.000 --> 00:04:21.000]  還非得要有
[00:04:21.000 --> 00:04:24.000]  上上下下高低起伏
[00:04:24.000 --> 00:04:27.000]  當你往上走的時候
[00:04:27.000 --> 00:04:28.000]  你消耗能量
[00:04:28.000 --> 00:04:30.000]  當你下坡的時候
[00:04:30.000 --> 00:04:33.000]  你就儲存能量
[00:04:33.000 --> 00:04:34.000]  恢復能量
[00:04:34.000 --> 00:04:37.000]  然後再往上走
[00:04:37.000 --> 00:04:40.000]  就是一個一個山坡往上走
[00:04:40.000 --> 00:04:43.000]  一個一個起起伏伏
[00:04:43.000 --> 00:04:45.000]  這個非洲人說
[00:04:45.000 --> 00:04:47.000]  一個人跑得快
[00:04:47.000 --> 00:04:50.000]  一群人走得遠
[00:04:50.000 --> 00:04:53.000]  所以我就跟那個婦人說
[00:04:53.000 --> 00:04:55.000]  即使你的生命中
[00:04:55.000 --> 00:04:58.000]  好像在山谷裡面
[00:04:58.000 --> 00:05:00.000]  在那個低潮的時候
[00:05:00.000 --> 00:05:02.000]  在那個最熱爛的時候
[00:05:02.000 --> 00:05:04.000]  在困難的時候
[00:05:04.000 --> 00:05:06.000]  但是你不要忘記
[00:05:06.000 --> 00:05:08.000]  耶穌與你同在
[00:05:08.000 --> 00:05:09.000]  是不是
[00:05:09.000 --> 00:05:11.000]  我們常常喜歡講說
[00:05:11.000 --> 00:05:13.000]  那一段的一雙腳印
[00:05:13.000 --> 00:05:14.000]  聽過這個故事嗎
[00:05:14.000 --> 00:05:15.000]  是這樣
[00:05:15.000 --> 00:05:17.000]  我再說一遍
[00:05:17.000 --> 00:05:20.000]  有一個人說神啊
[00:05:20.000 --> 00:05:23.000]  我感覺到你與我同在
[00:05:23.000 --> 00:05:25.000]  因為我可以看到
[00:05:25.000 --> 00:05:27.000]  我有我的腳印
[00:05:27.000 --> 00:05:30.000]  然後旁邊是你的腳印
[00:05:30.000 --> 00:05:32.000]  你伴著我走
[00:05:32.000 --> 00:05:35.000]  但是神當我在苦難中
[00:05:35.000 --> 00:05:37.000]  當我在落魄的時候
[00:05:37.000 --> 00:05:38.000]  當我在低沉的時候
[00:05:38.000 --> 00:05:40.000]  當我在頹廢的時候
[00:05:40.000 --> 00:05:42.000]  為什麼我在沙灘上面
[00:05:42.000 --> 00:05:45.000]  只看到一副腳印呢
[00:05:45.000 --> 00:05:47.000]  你在哪裡
[00:05:47.000 --> 00:05:49.000]  所以說孩子啊
[00:05:49.000 --> 00:05:52.000]  那副是我的腳印
[00:05:52.000 --> 00:05:55.000]  我把你扛在我的肩上
[00:05:55.000 --> 00:05:57.000]  你已經倒下去了
[00:05:57.000 --> 00:05:59.000]  所以我就跟那個婦人說
[00:05:59.000 --> 00:06:01.000]  感謝神 讚美神
[00:06:01.000 --> 00:06:05.000]  她真的是痛哭流涕
[00:06:05.000 --> 00:06:08.000]  禮拜六她又來了
[00:06:08.000 --> 00:06:10.000]  探摸二人了
[00:06:10.000 --> 00:06:13.000]  整個心完全打開了
[00:06:13.000 --> 00:06:15.000]  而且還化上霜了
[00:06:15.000 --> 00:06:16.000]  阿雷利亞
[00:06:16.000 --> 00:06:18.000]  她已經完完全全的
[00:06:18.000 --> 00:06:22.000]  從那個苦難中掙脫出來了
[00:06:22.000 --> 00:06:24.000]  不再受到捆綁
[00:06:24.000 --> 00:06:25.000]  您知道嗎
[00:06:25.000 --> 00:06:26.000]  是的
[00:06:26.000 --> 00:06:28.000]  她再來的時候
[00:06:28.000 --> 00:06:30.000]  就完完全全不一樣
[00:06:30.000 --> 00:06:34.000]  因為她知道神是愛她的
[00:06:34.000 --> 00:06:39.000]  她知道神一路與她同行
[00:06:39.000 --> 00:06:43.000]  所以我們要來宣告神的運氣
[00:06:43.000 --> 00:06:44.000]  神的啟示
[00:06:44.000 --> 00:06:46.000]  神的作為
[00:06:46.000 --> 00:06:50.000]  所以她說
[00:06:50.000 --> 00:06:53.000]  信耶和華你的神
[00:06:53.000 --> 00:06:54.000]  就必立穩
[00:06:54.000 --> 00:06:57.000]  信他先知就必亨通
[00:06:57.000 --> 00:06:58.000]  你信吧
[00:06:58.000 --> 00:06:59.000]  是不是
[00:06:59.000 --> 00:07:01.000]  我說
[00:07:01.000 --> 00:07:04.000]  我們去年是2020年
[00:07:04.000 --> 00:07:07.000]  是猶太曆的5780年
[00:07:07.000 --> 00:07:10.000]  我不只講過一次
[00:07:10.000 --> 00:07:12.000]  去年之前
[00:07:12.000 --> 00:07:15.000]  5770到5779年
[00:07:15.000 --> 00:07:17.000]  它的字幕叫做
[00:07:17.000 --> 00:07:18.000]  岸
[00:07:18.000 --> 00:07:23.000]  那個70年代字長得像眼睛
[00:07:23.000 --> 00:07:27.000]  它是說你要看到神的作為
[00:07:27.000 --> 00:07:29.000]  那80年開始
[00:07:29.000 --> 00:07:31.000]  那個叫做沛
[00:07:31.000 --> 00:07:33.000]  那個字幕像一個嘴巴
[00:07:33.000 --> 00:07:36.000]  它說你要宣告神的作為
[00:07:36.000 --> 00:07:38.000]  你要宣告神的啟示
[00:07:38.000 --> 00:07:41.000]  你要宣告神的運氣
[00:07:41.000 --> 00:07:43.000]  即使還沒有來
[00:07:43.000 --> 00:07:47.000]  即使你還在困苦患難之中
[00:07:47.000 --> 00:07:49.000]  你要宣告
[00:07:49.000 --> 00:07:52.000]  你裝也要裝成是真的
[00:07:52.000 --> 00:07:54.000]  你懂我意思嗎
[00:07:54.000 --> 00:07:57.000]  當我們身體有病痛的時候
[00:07:57.000 --> 00:07:59.000]  我自己最清楚
[00:07:59.000 --> 00:08:01.000]  有的時候禮拜天
[00:08:01.000 --> 00:08:03.000]  要講到
[00:08:03.000 --> 00:08:06.000]  前天晚上有一點喉嚨不舒服
[00:08:06.000 --> 00:08:08.000]  還喜歡吃一點辣
[00:08:08.000 --> 00:08:10.000]  早上起來沒嗓音
[00:08:10.000 --> 00:08:12.000]  還要戴金牌讚美
[00:08:12.000 --> 00:08:13.000]  我就起來
[00:08:13.000 --> 00:08:14.000]  我就憑著信心宣告
[00:08:14.000 --> 00:08:16.000]  神你要讓我好起來
[00:08:16.000 --> 00:08:17.000]  我回到教會的時候
[00:08:17.000 --> 00:08:19.000]  我一開口的時候
[00:08:19.000 --> 00:08:21.000]  你就讓我的聲音就出來了
[00:08:21.000 --> 00:08:23.000]  感謝神讚美神
[00:08:23.000 --> 00:08:24.000]  今天也是一樣
[00:08:24.000 --> 00:08:26.000]  我們來到教會裡面的時候
[00:08:26.000 --> 00:08:29.000]  到處噴的都是酒精的味道
[00:08:29.000 --> 00:08:30.000]  噁好刺鼻
[00:08:30.000 --> 00:08:33.000]  我一開口我喉嚨就不舒服
[00:08:33.000 --> 00:08:34.000]  我也是在心裡面說
[00:08:34.000 --> 00:08:37.000]  神你要讓我的喉嚨好起來
[00:08:37.000 --> 00:08:39.000]  到時候我張開口的時候
[00:08:39.000 --> 00:08:40.000]  不是我在唱
[00:08:40.000 --> 00:08:42.000]  是神天子天君在唱
[00:08:42.000 --> 00:08:44.000]  哈雷諾亞讚美神
[00:08:44.000 --> 00:08:46.000]  感謝讚美主
[00:08:46.000 --> 00:08:48.000]  所以我們要宣告神的運氣
[00:08:48.000 --> 00:08:49.000]  啟示作為
[00:08:49.000 --> 00:08:52.000]  裝也要裝成真的
[00:08:52.000 --> 00:08:53.000]  哈雷諾亞
[00:08:53.000 --> 00:08:58.000]  這個婦人完全得到釋放
[00:08:58.000 --> 00:08:59.000]  哈雷諾亞
[00:08:59.000 --> 00:09:02.000]  那麼
[00:09:02.000 --> 00:09:03.000]  今天我們進入
[00:09:03.000 --> 00:09:06.000]  實際上我們已經進入大概
[00:09:06.000 --> 00:09:07.000]  2020年來的
[00:09:07.000 --> 00:09:09.000]  大概第五十天了吧
[00:09:09.000 --> 00:09:11.000]  我們來看下面有一個
[00:09:11.000 --> 00:09:13.000]  2020年的
[00:09:13.000 --> 00:09:15.000]  44天的MP4
[00:09:15.000 --> 00:09:18.000]  今天是2020年的第44天
[00:09:18.000 --> 00:09:19.000]  讓我們看看
[00:09:19.000 --> 00:09:21.000]  這是完整的一個半月裡
[00:09:21.000 --> 00:09:23.000]  全世界都發生了什麼
[00:09:23.000 --> 00:09:24.000]  1月3號
[00:09:24.000 --> 00:09:26.000]  美國發射了三批火箭彈
[00:09:26.000 --> 00:09:27.000]  襲擊伊朗
[00:09:27.000 --> 00:09:28.000]  1月12號
[00:09:28.000 --> 00:09:29.000]  菲律賓火山爆發
[00:09:29.000 --> 00:09:31.000]  伊朗人居民撤離
[00:09:31.000 --> 00:09:32.000]  1月14號
[00:09:32.000 --> 00:09:33.000]  克什米爾雪崩
[00:09:33.000 --> 00:09:35.000]  至少76人死亡
[00:09:35.000 --> 00:09:36.000]  1月15號
[00:09:36.000 --> 00:09:38.000]  俄羅斯總理總統前提辭職
[00:09:38.000 --> 00:09:39.000]  1月16號
[00:09:39.000 --> 00:09:41.000]  烏克蘭克吉給伊朗導彈擊落
[00:09:41.000 --> 00:09:43.000]  死亡176人
[00:09:43.000 --> 00:09:44.000]  1月17號
[00:09:44.000 --> 00:09:46.000]  非洲遭遇了25年以來
[00:09:46.000 --> 00:09:47.000]  最嚴重的火災
[00:09:47.000 --> 00:09:50.000]  有逾3600億軍火重火器
[00:09:50.000 --> 00:09:51.000]  1月28號
[00:09:51.000 --> 00:09:52.000]  加拿大雪崩爆
[00:09:52.000 --> 00:09:53.000]  1月19號
[00:09:53.000 --> 00:09:54.000]  我國新疆喀什地區
[00:09:54.000 --> 00:09:55.000]  6.4級地震
[00:09:55.000 --> 00:09:56.000]  1月20號
[00:09:56.000 --> 00:09:59.000]  即被武漢新型肺炎全面爆發
[00:09:59.000 --> 00:10:01.000]  目前確診已接近6萬人
[00:10:01.000 --> 00:10:03.000]  死亡1368人
[00:10:03.000 --> 00:10:04.000]  1月21號
[00:10:04.000 --> 00:10:06.000]  西班牙遭遇了強風暴
[00:10:06.000 --> 00:10:07.000]  克羅里亞
[00:10:07.000 --> 00:10:08.000]  至少死亡10人
[00:10:08.000 --> 00:10:09.000]  1月23號
[00:10:09.000 --> 00:10:11.000]  美國爆發40年以來
[00:10:11.000 --> 00:10:13.000]  最致命的疫情流感
[00:10:13.000 --> 00:10:14.000]  至少1萬人死亡
[00:10:14.000 --> 00:10:16.000]  超過1900萬人感染
[00:10:16.000 --> 00:10:17.000]  1月25號
[00:10:17.000 --> 00:10:19.000]  我國西藏成都地區
[00:10:19.000 --> 00:10:20.000]  5.1級地震
[00:10:20.000 --> 00:10:21.000]  同時托爾斯發生了
[00:10:21.000 --> 00:10:22.000]  6.8級地震
[00:10:22.000 --> 00:10:23.000]  1月26號
[00:10:23.000 --> 00:10:25.000]  印度尼蘇拉爆發洪水
[00:10:25.000 --> 00:10:26.000]  1月27號
[00:10:26.000 --> 00:10:27.000]  阿富汗的海南駐會
[00:10:27.000 --> 00:10:30.000]  籃球巨星科比點擊失事
[00:10:30.000 --> 00:10:31.000]  美國駐印尼大使館
[00:10:31.000 --> 00:10:32.000]  遭火箭大轟擊
[00:10:32.000 --> 00:10:33.000]  1月29號
[00:10:33.000 --> 00:10:35.000]  古巴7.7級地震
[00:10:35.000 --> 00:10:36.000]  丹麥爆發侵略感
[00:10:36.000 --> 00:10:37.000]  1月31號
[00:10:37.000 --> 00:10:38.000]  澳大利亞珊瑚
[00:10:38.000 --> 00:10:40.000]  逼近了首都坎貝拉
[00:10:40.000 --> 00:10:42.000]  這場珊瑚已經持續了5個月
[00:10:42.000 --> 00:10:44.000]  同時遭受到了沙塵暴和冰雹
[00:10:44.000 --> 00:10:47.000]  或造成超過10億噸動物的喪生
[00:10:47.000 --> 00:10:49.000]  同時在這一天有
[00:10:49.000 --> 00:10:51.000]  我國新疆地區4.3級地震
[00:10:51.000 --> 00:10:53.000]  雲南地區4.0級地震
[00:10:53.000 --> 00:10:54.000]  2月1號
[00:10:54.000 --> 00:10:55.000]  有關烏南沙爾洋
[00:10:55.000 --> 00:10:57.000]  發生高水準性侵略感疫情
[00:10:57.000 --> 00:10:59.000]  聯合四川彼得瓦體育館
[00:10:59.000 --> 00:11:00.000]  全面坍塌
[00:11:00.000 --> 00:11:02.000]  日本發生了5.2級地震
[00:11:02.000 --> 00:11:03.000]  2月3號
[00:11:03.000 --> 00:11:04.000]  有關西川成都地區
[00:11:04.000 --> 00:11:05.000]  5.1級地震
[00:11:05.000 --> 00:11:08.000]  重慶莆田陸神街發生大火
[00:11:08.000 --> 00:11:09.000]  2月5號
[00:11:09.000 --> 00:11:10.000]  超過70萬隻蝙蝠
[00:11:10.000 --> 00:11:11.000]  入侵澳大利亞
[00:11:11.000 --> 00:11:12.000]  2月7號
[00:11:12.000 --> 00:11:14.000]  1月6號爆發的布馬斯疫病
[00:11:14.000 --> 00:11:17.000]  不到一周時間感染了104人
[00:11:17.000 --> 00:11:18.000]  在48小時內
[00:11:18.000 --> 00:11:19.000]  死亡了15人
[00:11:19.000 --> 00:11:20.000]  2月11號
[00:11:20.000 --> 00:11:22.000]  巴西發現了神秘病毒
[00:11:22.000 --> 00:11:25.000]  90%的基因根本無法識別
[00:11:25.000 --> 00:11:27.000]  在這方面的每一個單元裡
[00:11:27.000 --> 00:11:28.000]  我們見證了地震
[00:11:28.000 --> 00:11:29.000]  雪崩
[00:11:29.000 --> 00:11:30.000]  山火
[00:11:30.000 --> 00:11:31.000]  轟炸
[00:11:31.000 --> 00:11:32.000]  輪椅
[00:11:32.000 --> 00:11:33.000]  等種像是在電影裡
[00:11:33.000 --> 00:11:35.000]  才能夠見到的情節
[00:11:35.000 --> 00:11:36.000]  有人說這場火事
[00:11:36.000 --> 00:11:38.000]  是雲南人來臨前的樣子
[00:11:38.000 --> 00:11:41.000]  真想沉思2020年
[00:11:41.000 --> 00:11:42.000]  如果給你一次機會
[00:11:42.000 --> 00:11:45.000]  回到2019年的12月
[00:11:45.000 --> 00:11:47.000]  你會做些什麼呢
[00:11:47.000 --> 00:11:49.000]  我們
[00:11:49.000 --> 00:11:50.000]  是吧
[00:11:50.000 --> 00:11:53.000]  我們前44天
[00:11:53.000 --> 00:11:55.000]  好像很難過的一個日子
[00:11:55.000 --> 00:11:56.000]  是吧
[00:11:56.000 --> 00:11:58.000]  但還沒完
[00:11:58.000 --> 00:11:59.000]  因為
[00:11:59.000 --> 00:12:01.000]  這個是不包括上個禮拜
[00:12:01.000 --> 00:12:03.000]  它是44天
[00:12:03.000 --> 00:12:04.000]  上個禮拜美國經濟
[00:12:04.000 --> 00:12:06.000]  幾乎要崩潰啊
[00:12:06.000 --> 00:12:07.000]  美國的股市
[00:12:07.000 --> 00:12:10.000]  跌了將近5000點
[00:12:10.000 --> 00:12:14.000]  4萬億的美金就蒸發了
[00:12:14.000 --> 00:12:15.000]  我們在那邊
[00:12:15.000 --> 00:12:17.000]  省個2塊錢1塊錢的
[00:12:17.000 --> 00:12:18.000]  那4萬億就這樣子
[00:12:18.000 --> 00:12:20.000]  一個禮拜不到就
[00:12:20.000 --> 00:12:22.000]  就沒了
[00:12:22.000 --> 00:12:24.000]  這個特朗普臉都綠了
[00:12:24.000 --> 00:12:29.000]  我臉都黑了
[00:12:29.000 --> 00:12:31.000]  我就一直不喊錯啊
[00:12:31.000 --> 00:12:34.000]  但是
[00:12:34.000 --> 00:12:36.000]  教育部
[00:12:36.000 --> 00:12:39.000]  應該是在S+S接C了
[00:12:39.000 --> 00:12:41.000]  第一句話就是說
[00:12:41.000 --> 00:12:44.000]  次日清早
[00:12:44.000 --> 00:12:47.000]  什麼叫次日清早啊
[00:12:47.000 --> 00:12:48.000]  第二天早上
[00:12:48.000 --> 00:12:50.000]  新的開始
[00:12:50.000 --> 00:12:51.000]  新的恩典
[00:12:51.000 --> 00:12:52.000]  新的祝福
[00:12:52.000 --> 00:12:53.000]  新的恩報
[00:12:53.000 --> 00:12:54.000]  新的公益
[00:12:54.000 --> 00:12:55.000]  新的保守
[00:12:55.000 --> 00:12:57.000]  是不是啊
[00:12:57.000 --> 00:12:58.000]  你昨天
[00:12:58.000 --> 00:13:00.000]  可能還身體不舒服
[00:13:00.000 --> 00:13:01.000]  你昨天
[00:13:01.000 --> 00:13:04.000]  還在愁你今天要吃什麼
[00:13:04.000 --> 00:13:05.000]  你昨天
[00:13:05.000 --> 00:13:06.000]  還在想說
[00:13:06.000 --> 00:13:08.000]  要不要來教會
[00:13:08.000 --> 00:13:11.000]  你昨天還在跟太太我這樣
[00:13:11.000 --> 00:13:12.000]  是不是啊
[00:13:12.000 --> 00:13:13.000]  早上起來
[00:13:13.000 --> 00:13:15.000]  次日清晨
[00:13:15.000 --> 00:13:17.000]  新的一天的開始
[00:13:17.000 --> 00:13:18.000]  新的恩道
[00:13:18.000 --> 00:13:19.000]  新的公益
[00:13:19.000 --> 00:13:20.000]  新的保守
[00:13:20.000 --> 00:13:22.000]  你的祝福臨到我
[00:13:22.000 --> 00:13:25.000]  也領你該喝三張S39
[00:13:25.000 --> 00:13:26.000]  我們一起來
[00:13:26.000 --> 00:13:28.000]  每早晨
[00:13:28.000 --> 00:13:30.000]  這都是新的
[00:13:30.000 --> 00:13:33.000]  你的誠實心心廣大
[00:13:33.000 --> 00:13:37.000]  今天有今天的恩典
[00:13:37.000 --> 00:13:39.000]  昨天的過去了
[00:13:39.000 --> 00:13:41.000]  明天的還有明天的
[00:13:41.000 --> 00:13:43.000]  所以馬六甲音樂
[00:13:43.000 --> 00:13:45.000]  三分之四節說
[00:13:45.000 --> 00:13:47.000]  不要為明天憂慮
[00:13:47.000 --> 00:13:48.000]  因為明天
[00:13:48.000 --> 00:13:51.000]  只有明天的憂慮
[00:13:51.000 --> 00:13:52.000]  一天的難處
[00:13:52.000 --> 00:13:55.000]  一天當就夠了
[00:13:55.000 --> 00:13:57.000]  這是次日清晨
[00:13:57.000 --> 00:13:59.000]  今天就算我們說
[00:13:59.000 --> 00:14:03.000]  好像過得很不愉快
[00:14:03.000 --> 00:14:05.000]  過得很難過
[00:14:05.000 --> 00:14:06.000]  或者是說
[00:14:06.000 --> 00:14:08.000]  整個人想要爆炸了
[00:14:08.000 --> 00:14:11.000]  或者脾氣要爆發了
[00:14:11.000 --> 00:14:12.000]  我問你
[00:14:12.000 --> 00:14:15.000]  你可不可以忍一下
[00:14:15.000 --> 00:14:16.000]  你可不可以
[00:14:16.000 --> 00:14:18.000]  把它hold一下
[00:14:18.000 --> 00:14:20.000]  你可不可以把它
[00:14:20.000 --> 00:14:22.000]  再一次重新整理一下
[00:14:22.000 --> 00:14:24.000]  你可不可以按個性子
[00:14:24.000 --> 00:14:25.000]  不要發作一下
[00:14:25.000 --> 00:14:28.000]  我不是叫你半年
[00:14:28.000 --> 00:14:29.000]  我只是說今天
[00:14:29.000 --> 00:14:31.000]  你把它熬過去
[00:14:31.000 --> 00:14:32.000]  你看明天
[00:14:32.000 --> 00:14:34.000]  明天的恩典來的時候
[00:14:34.000 --> 00:14:36.000]  會是什麼樣子
[00:14:36.000 --> 00:14:38.000]  你今天即使是
[00:14:38.000 --> 00:14:41.000]  你好像沒錢吃飯了
[00:14:41.000 --> 00:14:44.000]  甚至於要怎麼樣
[00:14:44.000 --> 00:14:47.000]  都不知道的時候
[00:14:47.000 --> 00:14:48.000]  好啦
[00:14:48.000 --> 00:14:52.000]  我只求你再忍一個下午
[00:14:52.000 --> 00:14:55.000]  讓肚子餓一餐就好了
[00:14:55.000 --> 00:14:56.000]  明天你看到
[00:14:56.000 --> 00:14:58.000]  會有什麼事情發生
[00:14:58.000 --> 00:15:01.000]  我認識一個牧師
[00:15:01.000 --> 00:15:05.000]  他在年輕的時候讀了神學院
[00:15:05.000 --> 00:15:09.000]  然後有一次
[00:15:09.000 --> 00:15:12.000]  口袋裡面有個二十塊
[00:15:12.000 --> 00:15:14.000]  那個時候大概有三四十年前
[00:15:14.000 --> 00:15:19.000]  大概可以過一個禮拜
[00:15:19.000 --> 00:15:22.000]  他就開著汽車出去逛一逛吧
[00:15:22.000 --> 00:15:24.000]  到外面去看一看
[00:15:24.000 --> 00:15:26.000]  結果到了一個教會
[00:15:26.000 --> 00:15:27.000]  正好禮拜天
[00:15:27.000 --> 00:15:29.000]  他就說我進去看一下
[00:15:29.000 --> 00:15:31.000]  結果人家奉獻
[00:15:31.000 --> 00:15:33.000]  袋子傳到他面前
[00:15:33.000 --> 00:15:35.000]  要不要奉獻
[00:15:35.000 --> 00:15:38.000]  他還是神學生
[00:15:38.000 --> 00:15:39.000]  他就摸口袋
[00:15:39.000 --> 00:15:41.000]  就那二十塊
[00:15:41.000 --> 00:15:43.000]  一個禮拜
[00:15:43.000 --> 00:15:45.000]  這要怎麼過
[00:15:45.000 --> 00:15:46.000]  換件事你啟示他
[00:15:46.000 --> 00:15:47.000]  你就奉獻出去
