
[00:00:00.000 --> 00:00:04.000]  今日講到的題目叫做大衛的情歸何處
[00:08:44.000 --> 00:08:49.000]  是兩年 這裡是三年 因為沙龍是要逃走
[00:08:49.000 --> 00:08:54.000]  因為知道這件事件 他殺了他的哥哥 他逃走了三年
[00:08:54.000 --> 00:08:58.000]  在這三年裡面 似乎經文講到三年大衛天天的悲哀
[00:08:58.000 --> 00:09:04.000]  但是後來大衛得到安慰之後 心裡就想念沙龍
[00:09:04.000 --> 00:09:10.000]  在39節的最後 所以大衛還是有情感 他懷念他的悲哀
[00:09:10.000 --> 00:09:14.000]  他會想念他的兒子 因為一個是被殺 一個是逃亡
[00:09:14.000 --> 00:09:17.000]  被逼的逃亡 是三年的時間
[00:09:17.000 --> 00:09:24.000]  但是很不幸地 經文又沒有記載大衛做了什麼
[00:09:24.000 --> 00:09:31.000]  大衛沒有派人去找沙龍處理這件事 怎樣評價這件事
[00:09:31.000 --> 00:09:36.000]  又是同一個問題 如果他跟沙龍說 你殺了你哥哥不對
[00:09:36.000 --> 00:09:40.000]  沙龍可以怎樣說呢 你也殺了人 你也沒有姦過我
[00:09:40.000 --> 00:09:47.000]  你又派了人上前線 縮了人 令人在前線陣亡 你夠壞了
[00:09:47.000 --> 00:09:52.000]  沙龍可以這樣跟他說 我們不知道是不是這樣
[00:09:52.000 --> 00:09:57.000]  我們想 大衛還是再一次沒有行動去面對
[00:09:57.000 --> 00:10:03.000]  因為他沒有行動去處理暗戀他的長子去姦污了另一個妹妹
[00:10:03.000 --> 00:10:10.000]  經過了這兩年的時間 他沒有行動 但是人家有行動
[00:10:10.000 --> 00:10:14.000]  就是他的兒子去殺了這個長子
[00:10:14.000 --> 00:10:22.000]  這三年裡面 沙龍離開了 其實這種分離是很痛苦
[00:10:22.000 --> 00:10:26.000]  或者這種情緒 這種家庭關係是很困難
[00:10:26.000 --> 00:10:29.000]  但是沒有人去處理 這個行動由誰去處理
[00:10:29.000 --> 00:10:35.000]  這個行動由一個弱鴨 是大衛下面一個很出名的手下
[00:10:35.000 --> 00:10:44.000]  弱鴨 他知道大衛這種懷念 所以他請人回來去勸戒大衛
[00:10:44.000 --> 00:10:46.000]  請了一個婦人回來並且教他怎樣說
[00:10:46.000 --> 00:10:48.000]  就好像拿丹才知道大衛的面前
[00:10:48.000 --> 00:10:51.000]  這個婦人就假扮說 我有兩個兒子
[00:10:51.000 --> 00:10:58.000]  就在吵架 吵架 後來不經意的一個兒子就殺了另一個兒子
[00:10:58.000 --> 00:11:00.000]  但是其他的長老就說 這個殺了人了
[00:11:00.000 --> 00:11:03.000]  你要把他抓出來交給我們 我們要處死他
[00:11:03.000 --> 00:11:07.000]  這個婦人就想 糟糕 我已經沒有了一個兒子
[00:11:07.000 --> 00:11:11.000]  如果這個兒子也被處死 那我就兩個兒子都沒有了 很痛苦
[00:11:11.000 --> 00:11:13.000]  於是她就說 大衛求你幫忙 求你幫忙
[00:11:13.000 --> 00:11:18.000]  大衛說 他很聰明 他能夠判斷他不應該死
[00:11:18.000 --> 00:11:23.000]  他可能是錯手 我要保護他 怎樣令他不會死亡 不會被人處罰
[00:11:23.000 --> 00:11:28.000]  大家看到大衛其實是一個很明辨是非的人
[00:11:28.000 --> 00:11:32.000]  跟所羅門王一樣 都是很有智慧
[00:11:32.000 --> 00:11:36.000]  他對於人家的事情很能夠很輕易的去解釋
[00:11:36.000 --> 00:11:40.000]  因為拿丹才知道 你都說 我有一個人大敗現席
[00:11:40.000 --> 00:11:43.000]  我家裡有很多羊 我又不拿 拿了人家寡婦的羊
[00:11:43.000 --> 00:11:47.000]  他就知道 這個死人 這個一定不行 一定要處死他
[00:11:47.000 --> 00:11:50.000]  大衛很明白 他判斷一些事情
[00:11:50.000 --> 00:11:53.000]  或者是家事 或者是國事 或者是其他人的事情
[00:11:53.000 --> 00:11:56.000]  但是聖經記載 他沒有判斷自己的家事
[00:11:56.000 --> 00:11:59.000]  他沒有處理自己的家事
[00:11:59.000 --> 00:12:03.000]  他的女兒被姦污 他沒有處理
[00:12:03.000 --> 00:12:06.000]  他的兒子被人殺 被另一個兒子殺 他沒有處理
[00:12:06.000 --> 00:12:09.000]  他的兒子被放逐離開了幾年 他沒有處理
[00:12:09.000 --> 00:12:13.000]  是要別人來提醒他 他才說 好吧 那就叫他回來
[00:12:13.000 --> 00:12:17.000]  約翰知道他掛念他 經文也說到他掛念他
[00:12:17.000 --> 00:12:20.000]  但是他掛念還是掛念 只有他想著
[00:12:20.000 --> 00:12:23.000]  他沒有行動去處理
[00:12:23.000 --> 00:12:32.000]  所以過了這幾年的日子 約翰 阿沙龍離開了三年
[00:12:32.000 --> 00:12:36.000]  大衛想著他 但是卻沒有做些什麼
[00:12:36.000 --> 00:12:39.000]  這一次第三個事件就是阿沙龍回來了
[00:12:39.000 --> 00:12:45.000]  因為他的夫人說完之後 大衛和約翰說 你叫他回來
[00:12:45.000 --> 00:12:49.000]  但是這一次回來 十四章十四章二十四節
[00:12:49.000 --> 00:12:54.000]  大衛另一個情緒就是說 叫他回自己的家 我不想見他
[00:12:54.000 --> 00:13:00.000]  現在說了很多年 說了很多年 五年之後
[00:13:00.000 --> 00:13:05.000]  大衛讓他回來 但是回來之後 他逃避
[00:13:05.000 --> 00:13:08.000]  他的情緒是逃避 他不想面對這個兒子
[00:13:08.000 --> 00:13:11.000]  他說你回來就行 因為他不是在耶路撒冷
[00:13:11.000 --> 00:13:17.000]  叫他回來耶路撒冷 回來是他住在家裡 我不想見他
[00:13:17.000 --> 00:13:21.000]  他不是在說處理 他也不是正面的處理
[00:13:21.000 --> 00:13:24.000]  大家聽到這個模式的出現嗎
[00:13:24.000 --> 00:13:27.000]  大衛逃避 剛才我說過可能的原因
[00:13:27.000 --> 00:13:31.000]  是他不能夠面對這個兒子 說你殺了兄長 你不對 怎樣怎樣
[00:13:31.000 --> 00:13:34.000]  這個兒子可能說 你也殺了人
[00:13:34.000 --> 00:13:40.000]  我們不是說打仗那種殺 是一種謀殺 是一種罪行
[00:13:40.000 --> 00:13:46.000]  是一種不能夠接受的罪行 他逃避 他不面對這個兒子
[00:13:46.000 --> 00:13:49.000]  剛才我已經說過 一次兩次說過
[00:13:49.000 --> 00:13:52.000]  是不是一些事情我們逃避就會沒問題呢
[00:13:52.000 --> 00:13:58.000]  是不是我們不處理 不回應 不去做一個正面的解決
[00:13:58.000 --> 00:14:04.000]  解決就會沒問題呢 家庭的事不是這樣 侍奉不是這樣
[00:14:04.000 --> 00:14:08.000]  工作不是這樣 不是不處理就沒事
[00:14:08.000 --> 00:14:13.000]  在這次裡面 又是大衛沒有行動 因為他不見他
[00:14:13.000 --> 00:14:16.000]  於是阿沙龍就很生氣
[00:14:16.000 --> 00:14:20.000]  你叫我回來 你想我生還是想我死 你想我怎樣
[00:14:20.000 --> 00:14:27.000]  你和我關係是怎樣 是不是我做錯 你全對 是不是我全錯
[00:14:27.000 --> 00:14:32.000]  大衛沒有一種處理 沒一種去面對 沒一種去回應
[00:14:32.000 --> 00:14:35.000]  於是阿沙龍就很生氣 他生氣若鴨
[00:14:35.000 --> 00:14:38.000]  他說若鴨你是幫到我的 你安排見我爸爸
[00:14:38.000 --> 00:14:42.000]  我要和他去處理 要和解 要去面對這件事情
[00:14:42.000 --> 00:14:45.000]  但若鴨推他 推他 推他
[00:14:45.000 --> 00:14:47.000]  於是阿沙龍就想到一個辦法
[00:14:47.000 --> 00:14:54.000]  因為阿沙龍住在若鴨旁邊的田裡 放火燒他的田
[00:14:54.000 --> 00:14:57.000]  若鴨就說 大哥你有沒有搞錯 你燒我的田
[00:14:57.000 --> 00:15:00.000]  燒了 我不是很不濟嗎 我怕你 怕你 怕你
[00:15:00.000 --> 00:15:03.000]  我和你去見大衛你爸爸
[00:15:03.000 --> 00:15:06.000]  於是若鴨就安排大衛去見他爸爸
[00:15:06.000 --> 00:15:12.000]  所以每一次我們看到這個事件 都不是大衛有一種主動性
[00:15:12.000 --> 00:15:15.000]  是其他人去主動去安排這個事情去做回應
[00:15:15.000 --> 00:15:19.000]  去面對這個局面 大衛是有情緒
[00:15:19.000 --> 00:15:25.000]  是一種心裡面回應的方法 很被動
[00:15:25.000 --> 00:15:29.000]  沒有積極性去回應這些問題
[00:15:29.000 --> 00:15:35.000]  所以第二次 阿沙龍終於見到大衛
[00:15:35.000 --> 00:15:40.000]  但經文記載其中一個反應就是大衛很親近
[00:15:40.000 --> 00:15:46.000]  若鴨告訴王 王就叫阿沙龍來到那裡
[00:15:46.000 --> 00:15:51.000]  阿沙龍見到王 就在王面前撫服王與阿沙龍親嘴
[00:15:51.000 --> 00:15:54.000]  一種表達好像很親密的感覺
[00:15:54.000 --> 00:15:58.000]  但這種純粹是一種好像人打招呼一樣
[00:15:58.000 --> 00:16:02.000]  親吻在舊約是很普遍 新約舊約很普遍
[00:16:02.000 --> 00:16:04.000]  似乎是一個打招呼
[00:16:04.000 --> 00:16:09.000]  但跟著經文也沒有記載大衛跟著做些什麼
[00:16:09.000 --> 00:16:14.000]  也沒有記載大衛做些什麼
[00:16:14.000 --> 00:16:17.000]  那怎麼辦呢
[00:16:17.000 --> 00:16:20.000]  有時候我明白對子女是很不容易
[00:16:20.000 --> 00:16:26.000]  我不知道大家當中有多少是有兒女請你揮揮手
[00:16:26.000 --> 00:16:31.000]  也有很多 我們也有很多成人 很多家長
[00:16:31.000 --> 00:16:35.000]  我年輕的時候 我知道我爸爸媽媽很難面對我
[00:16:35.000 --> 00:16:37.000]  當然我特別頑皮 不能說
[00:16:37.000 --> 00:16:40.000]  但我面對我兒女也不容易
[00:16:40.000 --> 00:16:43.000]  大家知道我們三個子女都不在香港讀書
[00:16:43.000 --> 00:16:46.000]  我們三個女兒打電話跟我們聊天聯絡
[00:16:46.000 --> 00:16:48.000]  但有時候我心裡有很大的掙扎
[00:16:48.000 --> 00:16:53.000]  特別早兩年的時候跟大兒子打電話給他很困難
[00:16:53.000 --> 00:16:55.000]  如果我打電話跟他講什麼呢
[00:16:55.000 --> 00:17:00.000]  我可以講三五分鐘 當然講到可以講半小時九個字
[00:17:00.000 --> 00:17:02.000]  我講話應該不是問題 是不是
[00:17:02.000 --> 00:17:05.000]  但我很怕他回應 很冷漠的回應
[00:17:05.000 --> 00:17:09.000]  我怕我多講兩句 其實是否令他很厭煩呢
[00:17:09.000 --> 00:17:14.000]  是否令他的情緒更加負面呢 我不知道
[00:17:14.000 --> 00:17:18.000]  有時候面對兒女很不容易
[00:17:18.000 --> 00:17:22.000]  大衛因為種種的原因
[00:17:22.000 --> 00:17:27.000]  沒有進一步和阿沙龍有一種和解 一種復和的關係
[00:17:27.000 --> 00:17:29.000]  我們看不到 是沒有看到
[00:17:29.000 --> 00:17:33.000]  因為我們從後面的事件看到大衛沒有做到這樣
[00:17:33.000 --> 00:17:35.000]  又是其他人的行動
[00:17:35.000 --> 00:17:39.000]  於是阿沙龍就招兵買馬 另起爐灶
[00:17:39.000 --> 00:17:42.000]  他覺得這個老爸都不知道怎樣
[00:17:42.000 --> 00:17:46.000]  根本對我好像不聞不問 好像放逐了我一樣
[00:17:46.000 --> 00:17:48.000]  而阿沙龍是一個有能力的人
[00:17:48.000 --> 00:17:52.000]  事件記載他在城裏面做一個審判者
[00:17:52.000 --> 00:17:55.000]  是一種判斷 好像表現他的能力
[00:17:55.000 --> 00:17:58.000]  於是收買了人心 很多人都得到他的幫助
[00:17:58.000 --> 00:18:00.000]  很多的評判 很多的判語
[00:18:00.000 --> 00:18:02.000]  然後有很多人去擁護他
[00:18:02.000 --> 00:18:05.000]  並且慢慢地他有一個計劃
[00:18:05.000 --> 00:18:10.000]  亦都是讓一些宗教的政治
[00:18:10.000 --> 00:18:14.000]  大衛的手下的人籠籠去他的身邊
[00:18:14.000 --> 00:18:15.000]  於是一個起義
[00:18:15.000 --> 00:18:17.000]  他說一次去到一個場景
[00:18:17.000 --> 00:18:20.000]  如果我們吹角你就做王了 怎樣怎樣
[00:18:20.000 --> 00:18:24.000]  但是被識穿了 所以又要逃亡
[00:18:24.000 --> 00:18:26.000]  大衛沒有欣賞這個兒子
[00:18:26.000 --> 00:18:30.000]  當然他殺了他的長兄 是不是絕對的錯
[00:18:30.000 --> 00:18:32.000]  應該是錯的
[00:18:32.000 --> 00:18:35.000]  大衛你也殺了人 是不是神不用你
[00:18:35.000 --> 00:18:38.000]  不是 你殺了人大衛神都用你
[00:18:38.000 --> 00:18:41.000]  是不是阿沙龍殺了兄長不可以被神用
[00:18:41.000 --> 00:18:44.000]  他有能力的 他是可以 他有正義
[00:18:44.000 --> 00:18:46.000]  但是他又用錯了方法
[00:18:46.000 --> 00:18:48.000]  我們都要這樣評價
[00:18:48.000 --> 00:18:50.000]  但是大衛沒有處理過
[00:18:50.000 --> 00:18:55.000]  於是阿沙龍覺得自己被忽略
[00:18:55.000 --> 00:18:58.000]  被冷漠 或者是不被重用
[00:18:58.000 --> 00:19:00.000]  他叛變
[00:19:00.000 --> 00:19:01.000]  這個時候大衛被迫行動
[00:19:01.000 --> 00:19:03.000]  因為打仗打到近身
[00:19:03.000 --> 00:19:05.000]  你不回應就可能被殺害
[00:19:05.000 --> 00:19:07.000]  所以大衛就要起來打仗
[00:19:07.000 --> 00:19:10.000]  他跟他的下屬說
[00:19:10.000 --> 00:19:12.000]  你們就讓我去吧
[00:19:12.000 --> 00:19:14.000]  那些人說大衛你生命太寶貴
[00:19:14.000 --> 00:19:16.000]  你不要打我們去打
[00:19:16.000 --> 00:19:17.000]  但是大衛關心他的兒子
[00:19:17.000 --> 00:19:19.000]  他知道他的兒子要跟他打仗
[00:19:19.000 --> 00:19:21.000]  你們要善待這個年青人
[00:19:21.000 --> 00:19:23.000]  你們不要傷害他
[00:19:23.000 --> 00:19:25.000]  可以看到大衛一直都很關心他的兒子
[00:19:25.000 --> 00:19:28.000]  甚至在戰爭裏面掛念他
[00:19:28.000 --> 00:19:30.000]  這個都是正常的
[00:19:30.000 --> 00:19:32.000]  但是也有問題
[00:19:32.000 --> 00:19:35.000]  第五個事件就是阿沙龍的政變
[00:19:35.000 --> 00:19:39.000]  不成功 死於沙場
[00:19:39.000 --> 00:19:42.000]  因為那時候的人頭髮都很長
[00:19:42.000 --> 00:19:44.000]  他們打仗的一個經歷就是
[00:19:44.000 --> 00:19:46.000]  阿沙龍經過的時候被樹勾住了
[00:19:46.000 --> 00:19:48.000]  其實早前我都看過
[00:19:48.000 --> 00:19:50.000]  大陸的小型賽車
[00:19:50.000 --> 00:19:52.000]  一個女士的頭髮原本包著
[00:19:52.000 --> 00:19:56.000]  後來掉了出來 卡在引擎上
[00:19:56.000 --> 00:19:58.000]  弄了下去
[00:19:58.000 --> 00:20:00.000]  這樣長頭髮
[00:20:00.000 --> 00:20:02.000]  我應該都沒有長頭髮
[00:20:02.000 --> 00:20:04.000]  阿沙龍就是這樣
[00:20:04.000 --> 00:20:06.000]  掛牢鴨掛在樹上
[00:20:06.000 --> 00:20:08.000]  其他人就見到他
[00:20:08.000 --> 00:20:10.000]  這個是大衛的兒子 不夠膽傷害他
[00:20:10.000 --> 00:20:12.000]  聽大衛說不會傷害他
[00:20:12.000 --> 00:20:14.000]  但是約鴨
[00:20:14.000 --> 00:20:16.000]  這個原本又忠又奸的人
[00:20:16.000 --> 00:20:18.000]  其實約鴨都是複雜的角色
[00:20:18.000 --> 00:20:20.000]  他覺得這個始終是仇敵
[00:20:20.000 --> 00:20:22.000]  現在已經是半變
[00:20:22.000 --> 00:20:24.000]  已經是和我們這個軍隊打仗
[00:20:24.000 --> 00:20:26.000]  如果救回他將來
[00:20:26.000 --> 00:20:28.000]  他之前就燒我田
[00:20:28.000 --> 00:20:30.000]  日後燒我屋 日後燒我
[00:20:30.000 --> 00:20:32.000]  約鴨他有他的心境
[00:20:32.000 --> 00:20:34.000]  他於是拿槍插死他
[00:20:34.000 --> 00:20:36.000]  就插死了這個阿沙龍
[00:20:36.000 --> 00:20:38.000]  弟兄姊妹 我不知道你們看不看到
[00:20:38.000 --> 00:20:40.000]  這些事件在十一年的裏面
[00:20:40.000 --> 00:20:42.000]  在五次的事件裏面
[00:20:42.000 --> 00:20:44.000]  都是重重複複的出現
[00:20:44.000 --> 00:20:46.000]  大衛又有情緒
[00:20:46.000 --> 00:20:48.000]  更加是正常
