
[00:00:00.000 --> 00:00:03.920]  有一次一個美國的航空母艦
[00:01:42.720 --> 00:01:44.880]  確保這個艦艇的安全
[00:01:44.880 --> 00:01:46.200]  哇
[00:01:46.200 --> 00:01:47.120]  很有氣勢
[00:01:47.120 --> 00:01:48.440]  對方的回覆就是說
[00:01:48.440 --> 00:01:49.080]  沒錯
[00:01:49.080 --> 00:01:50.280]  你是航空母艦
[00:01:50.280 --> 00:01:51.160]  哇
[00:01:51.480 --> 00:01:53.280]  不過我們這裡是燈塔
[00:01:53.280 --> 00:01:55.200]  拜託你快點轉換你的航道
[00:01:55.200 --> 00:01:59.640]  很多時候我們覺得
[00:01:59.640 --> 00:02:02.480]  有實力就有權柄
[00:02:02.480 --> 00:02:04.840]  所以政治家就說
[00:02:04.840 --> 00:02:06.200]  我從實力出發
[00:02:06.200 --> 00:02:09.240]  有權柄就可以為所欲為
[00:02:09.240 --> 00:02:11.560]  不過事實卻是告訴我們
[00:02:11.560 --> 00:02:14.560]  在地上的權柄是相對的
[00:02:14.560 --> 00:02:18.320]  地上的權柄是有條件的
[00:02:18.320 --> 00:02:20.720]  而剛才我們所讀的經文
[00:02:20.720 --> 00:02:21.800]  就告訴我們
[00:02:21.800 --> 00:02:26.200]  這個世界上是有一種絕對的權柄
[00:02:26.200 --> 00:02:30.840]  這種絕對的權柄是來自天上的父神
[00:02:30.840 --> 00:02:33.720]  這種權柄是超越了地上所有
[00:02:33.720 --> 00:02:37.880]  有條件或者是有相對的情況下的權柄
[00:02:37.880 --> 00:02:39.080]  今天
[00:02:39.080 --> 00:02:41.800]  讓我們一同通過剛才我所讀的經文
[00:02:41.800 --> 00:02:43.160]  去認識
[00:02:43.160 --> 00:02:44.520]  天父上帝
[00:02:44.520 --> 00:02:45.520]  給過我們
[00:02:45.520 --> 00:02:48.440]  或者在世界上所彰顯的絕對權柄
[00:02:48.440 --> 00:02:50.200]  而在這個絕對權柄之下
[00:02:50.200 --> 00:02:54.720]  神如何給我們有地上應有的使命
[00:02:54.720 --> 00:02:57.080]  經文一開始的時候
[00:02:57.080 --> 00:02:59.440]  就說到
[00:02:59.440 --> 00:03:01.600]  這個
[00:03:01.600 --> 00:03:03.240]  主耶穌
[00:03:03.240 --> 00:03:06.400]  在這個
[00:03:06.400 --> 00:03:13.360]  加利利的山上回見祂的門徒
[00:03:13.360 --> 00:03:17.520]  而聖經記載在其他地方也告訴我們
[00:03:17.520 --> 00:03:19.480]  在主耶穌復活到主耶穌升天
[00:03:19.480 --> 00:03:21.800]  那段時間大概有四十天左右
[00:03:21.800 --> 00:03:22.960]  在這四十天
[00:03:22.960 --> 00:03:25.400]  主耶穌是向多少人來顯現
[00:03:25.400 --> 00:03:31.320]  向五百個跟隨過去的人來顯現給他們看
[00:03:31.320 --> 00:03:34.360]  所以正如我們上個星期的信息講得很清楚
[00:03:34.360 --> 00:03:39.160]  就是說主耶穌的復活並不是一個傳說這麼簡單
[00:03:39.160 --> 00:03:39.920]  為什麼呢
[00:03:39.920 --> 00:03:42.640]  因為當時有很多的目擊證人
[00:03:42.640 --> 00:03:44.800]  見過復活之後的主耶穌基督
[00:03:44.800 --> 00:03:47.080]  所以這是一個歷史的事實
[00:03:47.080 --> 00:03:48.880]  也都由於這個原因
[00:03:48.880 --> 00:03:50.520]  所以如果大家看回歷史的時候
[00:03:50.520 --> 00:03:51.720]  第一代的基督徒
[00:03:51.720 --> 00:03:54.200]  可以說是你差不多信耶穌的時候
[00:03:54.200 --> 00:03:58.560]  你就要面對很多不同的迫害
[00:03:58.560 --> 00:04:02.280]  有來自傳統的聖殿派的猶太人
[00:04:02.280 --> 00:04:04.440]  也都有可能是羅馬政府
[00:04:04.440 --> 00:04:06.160]  總之你信耶穌在那個時候
[00:04:06.160 --> 00:04:08.080]  就會受到不同類型的逼迫
[00:04:08.080 --> 00:04:10.600]  但是那時候仍然的信徒
[00:04:10.600 --> 00:04:13.160]  是沒有離開過這個信仰
[00:04:13.160 --> 00:04:16.320]  而在主耶穌升天之前
[00:04:16.800 --> 00:04:20.280]  主耶穌就跟這十一個剩下的門徒
[00:04:20.280 --> 00:04:23.400]  約定在迦勒尼的某個山上見面
[00:04:23.400 --> 00:04:25.520]  門徒當然是跟著去的
[00:04:25.520 --> 00:04:28.880]  去到的時候主耶穌就跟他們說
[00:04:28.880 --> 00:04:32.800]  他說天上地下所有的權柄
[00:04:32.800 --> 00:04:35.160]  已經賜過給我了
[00:04:35.160 --> 00:04:37.160]  這句話是一個很重要
[00:04:37.160 --> 00:04:39.160]  因為裡面有很重要的信息
[00:04:39.160 --> 00:04:40.160]  我們來看看
[00:04:40.160 --> 00:04:42.400]  究竟耶穌這個宣告
[00:04:42.400 --> 00:04:45.560]  背後是代表著什麼意思呢
[00:04:45.680 --> 00:04:48.520]  這個宣告我們首先要很清楚的明白
[00:04:48.520 --> 00:04:50.920]  在這件事情
[00:04:50.920 --> 00:04:52.400]  在耶穌宣告之前
[00:04:52.400 --> 00:04:55.600]  並不是代表耶穌基督毫無權柄
[00:04:55.600 --> 00:04:57.400]  為什麼我們可以這樣說呢
[00:04:57.400 --> 00:04:58.280]  因為如果我們看回
[00:04:58.280 --> 00:05:01.440]  耶穌基督在地上所行過的事蹟的時候
[00:05:01.440 --> 00:05:03.800]  大家可不可以說出有什麼類型的事功
[00:05:03.800 --> 00:05:07.440]  主耶穌能夠掌管大自然
[00:05:07.440 --> 00:05:09.040]  變水為酒
[00:05:09.040 --> 00:05:10.240]  平息風浪
[00:05:10.240 --> 00:05:11.240]  醫病趕鬼
[00:05:11.240 --> 00:05:12.200]  賜生命
[00:05:12.200 --> 00:05:13.400]  赦免罪惡
[00:05:13.400 --> 00:05:19.080]  而且祂的話是充滿了權柄的方式
[00:05:19.080 --> 00:05:20.280]  來講出去的
[00:05:20.280 --> 00:05:26.160]  所以很明顯主耶穌是有些人沒有的權柄
[00:05:26.160 --> 00:05:28.320]  而第一個我們應該問的問題究竟是
[00:05:28.320 --> 00:05:31.880]  哪一個可以給耶穌基督
[00:05:31.880 --> 00:05:33.880]  這個所謂絕對的權柄
[00:05:33.880 --> 00:05:35.840]  哪一個可以呢
[00:05:35.840 --> 00:05:41.720]  當然就是所有權柄本身的擁有者
[00:05:41.720 --> 00:05:43.960]  然後才可以給耶穌基督權柄
[00:05:43.960 --> 00:05:44.480]  是不是
[00:05:44.480 --> 00:05:49.480]  我記得我以前回過教會的時候
[00:05:49.480 --> 00:05:53.600]  有一次教會就去訂購了一些建築材料
[00:05:53.600 --> 00:05:56.960]  送貨那間公司很早
[00:05:56.960 --> 00:05:59.120]  就是平時上班那段時間
[00:05:59.120 --> 00:06:02.240]  繁忙時間的時候就走過來送貨
[00:06:02.240 --> 00:06:05.640]  我剛剛那個時候就要確保貨品
[00:06:05.640 --> 00:06:07.880]  可以平安地進到教會
[00:06:07.880 --> 00:06:10.120]  所以我們要封了兩條線
[00:06:10.120 --> 00:06:11.600]  封了一條線
[00:06:11.600 --> 00:06:14.640]  讓那個車子可以將建築物
[00:06:14.640 --> 00:06:17.480]  載入我們教堂的範圍裡面
[00:06:17.480 --> 00:06:19.360]  那你怎麼可以停一條線
[00:06:19.360 --> 00:06:21.360]  那當然有指揮交通了
[00:06:21.360 --> 00:06:22.840]  我們沒有的
[00:06:22.840 --> 00:06:24.080]  那就找了我
[00:06:24.080 --> 00:06:26.400]  我就硬著頭皮走出來
[00:06:26.400 --> 00:06:27.920]  指揮交通停
[00:06:27.920 --> 00:06:29.120]  然後叫人檢查
[00:06:29.120 --> 00:06:32.800]  大家不要忘記那段時間是繁忙時間
[00:06:32.800 --> 00:06:35.440]  不是所有人都合作的
[00:06:35.440 --> 00:06:37.120]  所有人都同一種路
[00:06:37.120 --> 00:06:40.960]  有些人甚至用一些不好聽的說話
[00:06:40.960 --> 00:06:42.040]  不好聽的手勢
[00:06:42.040 --> 00:06:44.680]  不好聽的臉色來給我看
[00:06:44.680 --> 00:06:46.600]  為什麼會這樣?
[00:06:46.600 --> 00:06:48.160]  因為我沒有權柄
[00:06:48.160 --> 00:06:50.000]  我沒有權力指揮交通
[00:06:50.000 --> 00:06:52.160]  我沒有權力來叫人停下
[00:06:52.160 --> 00:06:53.280]  誰有權力?
[00:06:53.280 --> 00:06:54.520]  交通警
[00:06:54.520 --> 00:06:56.080]  交通警的權力是哪裡來的?
[00:06:56.080 --> 00:06:58.480]  交通警的權力就是在政府
[00:06:58.480 --> 00:07:02.360]  這個管理交通秩序的部門
[00:07:02.360 --> 00:07:03.640]  那裡有權力
[00:07:03.640 --> 00:07:05.320]  這個部門給交通警權力
[00:07:05.320 --> 00:07:07.760]  交通警才有權力來做這件事
[00:07:07.760 --> 00:07:08.960]  我沒有的
[00:07:08.960 --> 00:07:13.160]  好了 哪一個擁有絕對的權柄?
[00:07:13.160 --> 00:07:15.440]  在這個世界上哪一個擁有絕對的權柄?
[00:07:15.440 --> 00:07:20.160]  而這個權柄無論是看得到
[00:07:20.160 --> 00:07:20.960]  或是看不到
[00:07:20.960 --> 00:07:24.280]  地上或天上都會有這個權柄
[00:07:24.280 --> 00:07:25.720]  哪一個才是擁有的?
[00:07:25.720 --> 00:07:27.960]  當然在基督教來說
[00:07:27.960 --> 00:07:33.600]  這個就是我們所相信的三位一體的獨一真神
[00:07:33.600 --> 00:07:34.240]  不要忘記
[00:07:34.240 --> 00:07:36.080]  我們所信的三位一體
[00:07:36.080 --> 00:07:37.800]  聖父、聖子與聖靈
[00:07:37.800 --> 00:07:42.600]  而耶穌基督就是三位一體裡面的聖子
[00:07:42.600 --> 00:07:45.520]  所以我們每星期讀一次尼西亞信經
[00:07:45.520 --> 00:07:46.880]  如果大家有留意的話
[00:07:46.880 --> 00:07:48.600]  那裡說得很清楚我們信的是什麼?
[00:07:48.600 --> 00:07:50.840]  我們信的是這位三一真神是怎樣?
[00:07:50.840 --> 00:07:55.360]  三位聖父、聖子與聖靈都是同受敬拜
[00:07:55.360 --> 00:07:58.480]  同榮同尊
[00:07:58.480 --> 00:08:00.080]  換言之
[00:08:00.080 --> 00:08:04.640]  耶穌基督一直都有擁有這個絕對的權柄
[00:08:04.640 --> 00:08:06.160]  為什麼?
[00:08:06.160 --> 00:08:07.360]  因為祂就是神
[00:08:07.360 --> 00:08:08.440]  祂就是創造者
[00:08:08.440 --> 00:08:10.600]  祂就是天地間的君王
[00:08:10.600 --> 00:08:14.320]  也是世界的審判者
[00:08:14.320 --> 00:08:16.560]  如果是這樣的情況的時候
[00:08:16.560 --> 00:08:19.320]  那耶穌基督這個宣稱是代表什麼意思呢?
[00:08:19.320 --> 00:08:22.280]  我們需要明白這個宣稱是在什麼時候發生的
[00:08:22.280 --> 00:08:25.080]  這個宣稱是在耶穌基督復活之後
[00:08:25.080 --> 00:08:26.640]  耶穌說的
[00:08:26.640 --> 00:08:27.560]  那你說
[00:08:27.560 --> 00:08:32.920]  究竟耶穌復活之後發生過什麼事情呢?
[00:08:32.920 --> 00:08:35.280]  為什麼要在耶穌復活之後
[00:08:35.280 --> 00:08:36.960]  耶穌才做這個宣稱呢?
[00:08:36.960 --> 00:08:39.280]  而不在之前呢?
[00:08:39.280 --> 00:08:41.720]  我們看幾節的經文
[00:08:41.720 --> 00:08:43.640]  史圖保羅在《羅馬書》這樣說
[00:08:43.640 --> 00:08:46.920]  因為知道基督既從死裡復活
[00:08:46.920 --> 00:08:48.360]  就不再死
[00:08:48.360 --> 00:08:51.480]  死也不再作他的主了
[00:08:51.480 --> 00:08:52.040]  說什麼呢?
[00:08:52.040 --> 00:08:56.040]  這裡說的就是耶穌基督是在死亡面前
[00:08:56.040 --> 00:09:00.600]  得到這個勝利
[00:09:00.600 --> 00:09:03.200]  再看這個《哥倫多前書》的十五章十七節
[00:09:03.200 --> 00:09:06.000]  那裡說到基督若沒有復活
[00:09:06.000 --> 00:09:07.520]  你們所信的便是枉然
[00:09:07.520 --> 00:09:09.520]  你們仍在罪裡
[00:09:09.520 --> 00:09:10.720]  這句話告訴我們
[00:09:10.720 --> 00:09:13.640]  主耶穌復活讓他的死亡
[00:09:13.640 --> 00:09:15.600]  可以成為我們一個
[00:09:15.600 --> 00:09:16.520]  什麼呢?
[00:09:16.520 --> 00:09:20.760]  贖罪的能力
[00:09:20.760 --> 00:09:22.880]  接著羅馬書六章四節
[00:09:22.880 --> 00:09:23.720]  保羅說
[00:09:23.720 --> 00:09:26.160]  所以我們藉著洗禮歸入死
[00:09:26.160 --> 00:09:27.760]  和他一同埋葬
[00:09:27.760 --> 00:09:32.600]  原是叫我們一舉一動有新生的樣式
[00:09:32.600 --> 00:09:35.840]  像基督藉著父的榮耀從死裡復活一樣
[00:09:35.840 --> 00:09:37.200]  這句話告訴我們什麼呢?
[00:09:37.200 --> 00:09:38.400]  告訴我們
[00:09:38.400 --> 00:09:41.360]  在因為耶穌基督的復活
[00:09:41.360 --> 00:09:44.000]  基督徒信耶穌之後
[00:09:44.000 --> 00:09:48.240]  我們便能夠有一個新的更新的生命
[00:09:48.240 --> 00:09:49.680]  簡單來說
[00:09:49.680 --> 00:09:52.640]  他的復活向整個世界
[00:09:52.640 --> 00:09:54.240]  無論是看到還是看不到的世界
[00:09:54.240 --> 00:09:55.880]  無論是有形還是沒有形的世界
[00:09:55.880 --> 00:09:58.440]  向整個世界來證明了什麼呢?
[00:09:58.440 --> 00:10:01.760]  他已經勝過罪惡
[00:10:01.760 --> 00:10:04.120]  勝過死亡
[00:10:04.120 --> 00:10:06.520]  所以因為這樣的原因
[00:10:06.520 --> 00:10:08.560]  他擁有了這個絕對的權柄
[00:10:08.560 --> 00:10:09.240]  為什麼呢?
[00:10:09.240 --> 00:10:11.200]  是救贖的權柄
[00:10:11.200 --> 00:10:13.400]  讓人可以通過他
[00:10:13.400 --> 00:10:16.000]  來得到真正的救贖
[00:10:16.000 --> 00:10:19.360]  所以他就是所有罪人的救世主
[00:10:19.360 --> 00:10:20.800]  就是這個意思
[00:10:20.800 --> 00:10:22.240]  聖經告訴我們
[00:10:22.240 --> 00:10:23.960]  除他以外
[00:10:23.960 --> 00:10:25.320]  別無拯救
[00:10:25.320 --> 00:10:25.880]  為什麼?
[00:10:25.880 --> 00:10:27.720]  因為天下人間
[00:10:27.720 --> 00:10:29.400]  沒有此人別丁名
[00:10:29.400 --> 00:10:32.800]  人可以靠著得救
[00:10:32.800 --> 00:10:34.400]  所以說得很清楚
[00:10:34.400 --> 00:10:36.920]  地上的權柄是相對的
[00:10:36.920 --> 00:10:40.040]  地上的權柄是有條件的
[00:10:40.040 --> 00:10:42.560]  但是從神而來的權柄
[00:10:42.560 --> 00:10:43.800]  它是絕對的
[00:10:43.800 --> 00:10:44.640]  為什麼呢?
[00:10:44.640 --> 00:10:48.320]  因為神的權柄涵蓋了天上和地下
[00:10:48.320 --> 00:10:52.840]  整個宇宙都是神的權力
[00:10:52.840 --> 00:10:55.320]  權柄之下
[00:10:55.320 --> 00:10:56.120]  好了
[00:10:56.120 --> 00:10:58.480]  我們再看
[00:10:58.480 --> 00:11:02.080]  由於這個絕對的權柄
[00:11:02.080 --> 00:11:04.000]  基於這個權柄
[00:11:04.000 --> 00:11:06.200]  主耶穌跟他的跟隨者
[00:11:06.200 --> 00:11:07.400]  在他升天之前
[00:11:07.400 --> 00:11:08.880]  就這樣來說
[00:11:08.880 --> 00:11:09.960]  你們要去
[00:11:09.960 --> 00:11:12.320]  使萬民作我的門徒
[00:11:12.320 --> 00:11:14.840]  奉父子聖靈的名
[00:11:14.840 --> 00:11:16.240]  給他們施洗
[00:11:16.240 --> 00:11:18.600]  凡我所吩咐的
[00:11:18.600 --> 00:11:21.640]  都教訓他們遵守
[00:11:21.640 --> 00:11:23.640]  一個很簡單的吩咐
[00:11:23.640 --> 00:11:25.320]  但是當中我想跟大家分享
[00:11:25.320 --> 00:11:27.600]  三個很重要的部分
[00:11:27.600 --> 00:11:28.920]  第一個部分
[00:11:28.920 --> 00:11:30.400]  你們要去
[00:11:30.400 --> 00:11:31.720]  去做什麼?
[00:11:31.720 --> 00:11:32.640]  去做什麼?
[00:11:32.640 --> 00:11:38.320]  就是去為所有信的人施洗
[00:11:38.320 --> 00:11:42.080]  按奉父子聖的名為他們施洗
[00:11:42.080 --> 00:11:45.080]  以及建立門徒
[00:11:45.080 --> 00:11:47.160]  而至於去哪裡呢?
[00:11:47.160 --> 00:11:49.160]  在聖經的另一個地方《使徒行傳》
[00:11:49.160 --> 00:11:51.800]  那裡有一個補充的資料
[00:11:51.800 --> 00:11:54.280]  那裡說到我們要怎樣?
[00:11:54.280 --> 00:11:55.440]  要由耶路撒冷
[00:11:55.440 --> 00:11:56.200]  猶太傳遞
[00:11:56.200 --> 00:11:57.280]  以及撒瑪利亞
[00:11:57.280 --> 00:11:58.720]  直到地角作
[00:11:58.720 --> 00:12:00.720]  耶穌基督的見證
[00:12:00.720 --> 00:12:02.000]  換言之
[00:12:02.000 --> 00:12:03.320]  神對我們的期望
[00:12:03.320 --> 00:12:06.440]  就在我們原本的位置裡面
[00:12:06.440 --> 00:12:07.560]  一直向外
[00:12:07.560 --> 00:12:08.760]  由我們本身的位置
[00:12:08.760 --> 00:12:10.200]  向我們鄰近的位置
[00:12:10.200 --> 00:12:11.000]  然後越來越遠
[00:12:11.000 --> 00:12:13.920]  去到世界的地極之處
[00:12:13.920 --> 00:12:14.560]  做什麼?
[00:12:14.560 --> 00:12:17.240]  為祂做見證
[00:12:17.240 --> 00:12:19.280]  講神的故事
[00:12:19.280 --> 00:12:23.080]  讓人明白拯救的福音
[00:12:23.080 --> 00:12:24.720]  這就是我們需要做的事情
[00:12:24.720 --> 00:12:27.000]  這也是我們經常所說的
[00:12:27.000 --> 00:12:28.320]  傳福音
[00:12:28.320 --> 00:12:30.360]  什麼叫傳福音?
[00:12:30.360 --> 00:12:31.720]  傳福音在這裡給我們理解
[00:12:31.720 --> 00:12:33.600]  有兩個很重要的目的
[00:12:33.600 --> 00:12:35.640]  第一個目的是什麼?
[00:12:35.640 --> 00:12:37.240]  為信徒施洗
[00:12:37.240 --> 00:12:38.320]  第二個目的是什麼?
[00:12:38.320 --> 00:12:40.920]  建立信徒
[00:12:40.920 --> 00:12:43.400]  關於這個浸禮
[00:12:43.400 --> 00:12:45.240]  水禮
[00:12:45.240 --> 00:12:47.080]  我們大家要明白
[00:12:47.080 --> 00:12:48.040]  接受水禮
[00:12:48.040 --> 00:12:50.640]  不等於得救
[00:12:50.640 --> 00:12:54.120]  意思就是說
[00:12:54.120 --> 00:12:56.160]  受了浸的人
[00:12:56.160 --> 00:13:00.320]  不一定是真正的重生得救的基督徒
[00:13:00.320 --> 00:13:04.040]  而未受浸禮的人
[00:13:04.040 --> 00:13:08.640]  也未必不是真正的重生得救的基督徒
[00:13:08.640 --> 00:13:10.000]  如果這樣的話
[00:13:10.000 --> 00:13:12.040]  為什麼要受浸呢?
[00:13:12.040 --> 00:13:14.920]  首先我們要明白
[00:13:14.920 --> 00:13:15.720]  第一
[00:13:15.720 --> 00:13:18.120]  接受水禮
[00:13:18.120 --> 00:13:21.840]  是耶穌基督對門徒的吩咐
[00:13:21.840 --> 00:13:25.720]  吩咐就是所有信的人
[00:13:25.720 --> 00:13:28.760]  要放父子聖靈的名
[00:13:28.760 --> 00:13:30.200]  為他們施洗
[00:13:30.200 --> 00:13:32.960]  所以千萬不要弄錯
[00:13:32.960 --> 00:13:36.200]  你讓哪個牧師接受水禮
[00:13:36.200 --> 00:13:37.880]  或者哪一間教會接受水禮
[00:13:37.880 --> 00:13:39.600]  這個並不是重要的
[00:13:39.600 --> 00:13:40.800]  因為你接受水禮
[00:13:40.800 --> 00:13:43.480]  不是奉牧師的名受水禮
[00:13:43.480 --> 00:13:45.120]  你在那間教會接受水禮
[00:13:45.120 --> 00:13:47.880]  不是為了要加入那間教會
[00:13:47.880 --> 00:13:50.400]  你奉主耶穌基督的名受洗是什麼?
[00:13:50.400 --> 00:13:51.400]  意思是
[00:13:51.400 --> 00:13:54.560]  進入耶穌基督的真理裡面
[00:13:54.560 --> 00:13:56.280]  讓祂的死成為你的死
[00:13:56.280 --> 00:13:57.960]  讓祂的復活成為你的復活
[00:13:57.960 --> 00:14:01.040]  這個就是得救的意思
[00:14:01.040 --> 00:14:02.920]  指導保羅這樣說
[00:14:02.920 --> 00:14:03.640]  指導保羅說
[00:14:03.640 --> 00:14:08.800]  豈不知我們這受洗歸入基督耶穌的人
[00:14:08.800 --> 00:14:12.160]  是受洗歸入祂的死嗎?
[00:14:12.160 --> 00:14:14.280]  所以我們直接洗禮歸入死禍
[00:14:14.280 --> 00:14:15.560]  祂一同埋葬
[00:14:15.560 --> 00:14:17.840]  願是叫我們一舉一動
[00:14:17.840 --> 00:14:20.040]  有新生的樣式
[00:14:20.040 --> 00:14:22.680]  就好像基督直接賦予的榮耀
[00:14:22.680 --> 00:14:25.320]  從死裡復活一樣
[00:14:25.320 --> 00:14:27.800]  所以你要告訴我們
[00:14:27.800 --> 00:14:32.240]  水禮或者浸禮
[00:14:32.240 --> 00:14:34.800]  是一個表徵
[00:14:34.800 --> 00:14:37.640]  顯示我們跟這個世界已經分開
[00:14:37.640 --> 00:14:42.240]  我們現在是跟三一真神聯合
[00:14:42.240 --> 00:14:45.800]  這是一個向整個世界宣稱什麼?
[00:14:45.800 --> 00:14:47.680]  我們為我們的罪悔改
[00:14:47.680 --> 00:14:48.480]  宣稱什麼?
[00:14:48.480 --> 00:14:49.840]  宣稱這個水禮
[00:14:49.840 --> 00:14:52.360]  就是代表著我們跟耶穌基督
[00:14:52.360 --> 00:14:55.360]  成為聯合進入祂的死亡
[00:14:55.360 --> 00:14:57.400]  當我們浸在水中的時候
[00:14:57.400 --> 00:14:58.760]  好像埋葬一樣
[00:14:58.760 --> 00:15:01.120]  就與主同死
[00:15:01.120 --> 00:15:03.720]  當我們在水面出來的時候
[00:15:03.720 --> 00:15:06.080]  就好像從死裡出來復活
[00:15:06.080 --> 00:15:07.920]  這就代表著
[00:15:07.920 --> 00:15:12.720]  我們與主同死同埋葬同復活的意思
[00:15:12.720 --> 00:15:14.440]  是一個外在的禮儀
[00:15:14.440 --> 00:15:20.400]  一個表達我們內心的悔改
[00:15:20.400 --> 00:15:25.200]  內心的對基督的承認
[00:15:25.200 --> 00:15:26.960]  所以這是一個很重要
[00:15:26.960 --> 00:15:28.240]  通過這個儀式
[00:15:28.240 --> 00:15:29.440]  讓整個世界知道
[00:15:29.440 --> 00:15:33.160]  我們的罪已經被耶穌基督的補血所洗淨
[00:15:33.160 --> 00:15:40.880]  以致我們可以在神面前領受一個新的生命
[00:15:40.880 --> 00:15:42.360]  也告訴我們
[00:15:42.360 --> 00:15:45.440]  當我們成為基督徒之後
[00:15:45.440 --> 00:15:48.520]  我們不再為自己而活
[00:15:48.520 --> 00:15:49.840]  而是為誰而活?
[00:15:49.840 --> 00:15:50.760]  講得很清楚
[00:15:50.760 --> 00:15:53.520]  為耶穌基督而活
[00:15:53.520 --> 00:15:58.040]  大家去雜貨舖買菜
[00:15:58.040 --> 00:16:00.320]  你有沒有看到罐頭是沒有標籤的?
[00:16:00.320 --> 00:16:02.280]  外面沒有東西的
[00:16:02.280 --> 00:16:03.280]  當然要有東西的
[00:16:03.280 --> 00:16:05.520]  我怎麼知道罐頭裡面有什麼東西?
[00:16:05.520 --> 00:16:06.520]  我看看罐頭
[00:16:06.520 --> 00:16:08.000]  外面有一個菠蘿
[00:16:08.000 --> 00:16:12.640]  我當然知道這個罐頭裡面是菠蘿
[00:16:12.640 --> 00:16:15.480]  其實我們接受水禮的時候
[00:16:15.480 --> 00:16:17.920]  也可以用這個例子讓我們明白
[00:16:17.920 --> 00:16:19.680]  當我們接受水禮的時候
[00:16:19.680 --> 00:16:24.080]  就好像將一個貼紙貼在我們生命上面
[00:16:24.080 --> 00:16:26.080]  告訴整個世界
[00:16:26.080 --> 00:16:29.920]  我們生命裡面是些什麼?
[00:16:29.920 --> 00:16:33.240]  基督徒生命裡面是些什麼?
[00:16:33.240 --> 00:16:35.720]  你不要回答我是內臟
[00:16:35.720 --> 00:16:37.560]  基督徒的生命裡面
[00:16:37.560 --> 00:16:41.200]  是耶穌基督神藉著聖靈活在我們裡面
[00:16:41.200 --> 00:16:43.120]  因為這裡講得很清楚
[00:16:43.120 --> 00:16:47.320]  就必須受所賜的聖靈
[00:16:47.320 --> 00:16:48.240]  當我們信耶穌之後
[00:16:48.240 --> 00:16:49.880]  我們真心信耶穌的時候
[00:16:49.880 --> 00:16:52.800]  耶穌基督就是通過聖靈進入我們的人生
[00:16:52.800 --> 00:16:57.600]  聖靈就活在我們的生命裡面
[00:16:57.600 --> 00:16:59.760]  整存的福音
[00:16:59.760 --> 00:17:00.680]  不過要明白
[00:17:00.680 --> 00:17:05.200]  整存的福音並不停在禮禮
[00:17:05.200 --> 00:17:06.960]  主耶穌吩咐我們說什麼?
[00:17:06.960 --> 00:17:10.760]  要栽培每一個信徒成為門徒
[00:17:10.760 --> 00:17:13.440]  那你怎麼栽培呢?
[00:17:13.440 --> 00:17:14.280]  聖經告訴我們
