
[00:00:00.000 --> 00:00:03.120]  大兄姊妹 長輩平安
[00:02:12.280 --> 00:02:13.960]  我說我是的 有一次
[00:02:13.960 --> 00:02:19.960]  他說 你是 但是你沒有受聖靈的洗
[00:02:19.960 --> 00:02:22.680]  我說為什麼呢 因為你沒有講方言
[00:02:22.680 --> 00:02:25.480]  所以你說 好不好我帶你去
[00:02:25.480 --> 00:02:30.360]  我教會他們有一部車
[00:02:30.360 --> 00:02:32.440]  要帶我去教會
[00:02:32.440 --> 00:02:34.280]  我說不好了 但是呢
[00:02:34.280 --> 00:02:36.040]  我說不好了 我不跟你了
[00:02:36.040 --> 00:02:37.320]  但是我去到教會
[00:02:37.320 --> 00:02:40.920]  我就覺得 那時候我順序 但是還沒有受洗
[00:02:40.920 --> 00:02:45.640]  所以我就很迷糊
[00:02:45.640 --> 00:02:52.280]  就很亂 說為什麼我又要受聖靈的洗
[00:02:52.280 --> 00:02:54.200]  為什麼要講方言
[00:02:54.200 --> 00:02:56.520]  這樣就可以得教
[00:02:56.520 --> 00:02:57.800]  不是 我沒有得教
[00:02:57.800 --> 00:02:59.320]  因為他同我 我沒有得教
[00:02:59.320 --> 00:03:04.440]  我就很亂
[00:03:04.440 --> 00:03:07.560]  傳道人傳道人都沒有好好跟我解釋
[00:03:07.560 --> 00:03:12.920]  但是最後這件事我就放在一邊
[00:03:12.920 --> 00:03:15.480]  就是不知道就不知道
[00:03:15.480 --> 00:03:17.480]  不明白就不明白
[00:03:17.480 --> 00:03:19.080]  最後我又受洗
[00:03:19.080 --> 00:03:23.880]  但是現在我回想起來的時候
[00:03:23.880 --> 00:03:34.040]  因為我最近11月我和華語堂有三位受洗
[00:03:34.040 --> 00:03:37.240]  我就想到這個題目和他們一起分享
[00:03:37.240 --> 00:03:41.480]  我覺得受洗的人不單要認識
[00:03:41.480 --> 00:03:44.760]  知道明白 誰洗都要明白
[00:03:44.760 --> 00:03:47.320]  什麼叫受聖靈的洗
[00:03:47.320 --> 00:03:52.200]  因為這個是聖經主耶穌有講過話
[00:03:52.200 --> 00:03:55.320]  所以我們都不要怕
[00:03:55.320 --> 00:03:57.480]  人家講聖靈我們就很怕
[00:03:57.480 --> 00:03:59.160]  我說聖靈是靈鷹派
[00:03:59.160 --> 00:04:00.760]  我們不要碰它
[00:04:00.760 --> 00:04:01.880]  我們就很怕
[00:04:01.880 --> 00:04:03.480]  其實都不用怕
[00:04:03.480 --> 00:04:06.600]  所以今天我希望今天的訊息
[00:04:06.600 --> 00:04:09.240]  可以讓我們更加清楚明白
[00:04:09.240 --> 00:04:11.560]  聖經的意思
[00:04:11.560 --> 00:04:14.040]  三個華語要和我們講什麼
[00:04:14.040 --> 00:04:15.320]  我們一起祈禱
[00:04:15.320 --> 00:04:18.760]  主我們請祢的聖靈
[00:04:18.760 --> 00:04:21.800]  運行我們當中 出沒我們
[00:04:21.800 --> 00:04:25.000]  我們知道神祢是主權
[00:04:25.000 --> 00:04:27.800]  祢在我們心中工作
[00:04:27.800 --> 00:04:31.640]  我們都明白祢自己的華語
[00:04:31.640 --> 00:04:33.240]  我們都可以行動出來
[00:04:33.240 --> 00:04:34.680]  我們這樣祈禱
[00:04:34.680 --> 00:04:36.680]  奉耶穌基督的名號
[00:04:36.680 --> 00:04:37.880]  Amen
[00:04:37.880 --> 00:04:41.960]  受洗的意思就是
[00:04:41.960 --> 00:04:45.320]  人願意離開悔改
[00:04:45.320 --> 00:04:47.560]  接受教恩的表徵
[00:04:47.560 --> 00:04:50.600]  我們在約翰去受洗的時候
[00:04:50.600 --> 00:04:54.200]  跟他們講這是悔改的洗
[00:04:54.200 --> 00:04:57.320]  因為當初我們就知道
[00:04:57.320 --> 00:05:04.280]  當時在司祭約翰國際時代的時候
[00:05:04.280 --> 00:05:07.400]  祂叫你們要悔改
[00:05:07.400 --> 00:05:11.320]  當時真的很多人在越洞河那邊
[00:05:11.320 --> 00:05:13.720]  他們真的願意悔改受洗
[00:05:13.720 --> 00:05:17.160]  所以我們知道受洗是一個表徵
[00:05:17.160 --> 00:05:22.600]  現在我們用洗禮 跌禮也好
[00:05:22.600 --> 00:05:24.600]  或者用浸禮也好
[00:05:24.600 --> 00:05:33.240]  我們都要用水來為受洗者洗
[00:05:33.240 --> 00:05:35.880]  這樣洗的意思就是說
[00:05:35.880 --> 00:05:42.040]  願意離開罪
[00:05:42.040 --> 00:05:46.840]  願意轉離罪 悔改接受洗
[00:05:46.840 --> 00:05:51.480]  當然我們說受洗不是德教的條件
[00:05:51.480 --> 00:05:54.840]  因為我們知道受洗
[00:05:54.840 --> 00:05:58.120]  如果你決志那一刻
[00:05:58.120 --> 00:06:01.000]  就是德教教養
[00:06:01.000 --> 00:06:03.480]  我們說你決志那一刻
[00:06:03.480 --> 00:06:10.680]  就已經算你是主耶穌基督接納你
[00:06:10.680 --> 00:06:13.080]  你當然是德教的教養
[00:06:13.080 --> 00:06:14.760]  這個沒有錯
[00:06:14.760 --> 00:06:17.480]  為什麼我們還要受洗呢
[00:06:17.480 --> 00:06:21.960]  因為受洗的表徵
[00:06:21.960 --> 00:06:26.840]  祂表徵我們是主耶穌基督的門徒
[00:06:26.840 --> 00:06:29.560]  因為受洗者可以公開
[00:06:29.560 --> 00:06:36.600]  祂宣告說我願意順服君主的命令
[00:06:36.600 --> 00:06:40.680]  所以你們在牧師會問你們幾樣東西
[00:06:40.680 --> 00:06:44.360]  你們是不是要一生跟隨耶穌基督
[00:06:44.360 --> 00:06:51.240]  就是你是否願意教會之體的生活
[00:06:51.240 --> 00:06:58.440]  這就是一個你願意跟隨耶穌基督的記號
[00:06:58.440 --> 00:07:00.760]  第二就是一個侍奉
[00:07:00.760 --> 00:07:02.200]  為什麼是侍奉呢
[00:07:02.200 --> 00:07:06.360]  每一次受洗者都會做一個見證
[00:07:06.360 --> 00:07:08.920]  去見證他以前是怎樣
[00:07:08.920 --> 00:07:11.560]  現在他信了耶穌之後
[00:07:11.560 --> 00:07:13.800]  耶穌怎樣改變他
[00:07:13.800 --> 00:07:15.720]  這是一個見證
[00:07:15.720 --> 00:07:18.200]  你是舊的生命裏面
[00:07:18.200 --> 00:07:21.480]  神為你轉變了新的生命
[00:07:21.480 --> 00:07:25.320]  這個見證不是我有什麼能力
[00:07:25.320 --> 00:07:27.720]  這個見證是神的恩典
[00:07:27.720 --> 00:07:29.480]  讓我更加轉變
[00:07:29.480 --> 00:07:31.720]  這是居榮耀給神
[00:07:31.720 --> 00:07:33.640]  所以是一個侍奉
[00:07:33.640 --> 00:07:38.440]  還有我們受洗是一個蒙福的事
[00:07:38.440 --> 00:07:39.800]  為什麼是蒙福呢
[00:07:39.800 --> 00:07:43.720]  蒙福的事是因為我們現在願意跟別人
[00:07:43.720 --> 00:07:48.120]  表達我們的信心
[00:07:48.120 --> 00:07:52.760]  因為我們是「因信稱義」
[00:07:52.760 --> 00:07:54.520]  波羅的「因信稱義」
[00:07:54.520 --> 00:07:58.280]  所以我們決定我要信心
[00:07:58.280 --> 00:07:59.080]  為什麼呢
[00:07:59.080 --> 00:08:03.640]  我不是很怕別人知道我已經是基督徒
[00:08:03.640 --> 00:08:04.760]  或者我已經是學者
[00:08:04.760 --> 00:08:07.160]  我是願意在眾人面前
[00:08:07.160 --> 00:08:15.000]  我就是有信心堅定他是我的主
[00:08:15.000 --> 00:08:17.400]  我要歸入基督的名
[00:08:17.400 --> 00:08:24.120]  好像我們正式結婚在教會結婚的時候
[00:08:24.120 --> 00:08:25.480]  我們都是這樣
[00:08:25.480 --> 00:08:35.800]  你就不會說我怕知道他是我的太太
[00:08:35.800 --> 00:08:39.320]  你要決定讓別人知道他就是我的太太
[00:08:39.320 --> 00:08:40.680]  所以你是宣告
[00:08:40.680 --> 00:08:42.840]  我不是只是拜託
[00:08:42.840 --> 00:08:46.840]  我是很堅定相信他就是我的太太
[00:08:46.840 --> 00:08:48.120]  我的丈夫
[00:08:48.120 --> 00:08:50.040]  所以我和神的關係
[00:08:50.040 --> 00:08:52.440]  如果我願意受洗
[00:08:52.440 --> 00:08:54.520]  有這樣的宣告
[00:08:54.520 --> 00:08:57.240]  表達我們就是神的使命
[00:08:57.240 --> 00:08:58.840]  神的義理
[00:08:58.840 --> 00:09:02.520]  所以這是受洗的表徵
[00:09:02.520 --> 00:09:05.000]  但是我們看到聖靈的洗
[00:09:05.000 --> 00:09:09.960]  聖靈的洗是神自己賜給我們的
[00:09:09.960 --> 00:09:14.120]  聖靈的洗是神恩典給我們的
[00:09:14.120 --> 00:09:16.760]  所以我們看到
[00:09:16.760 --> 00:09:19.240]  因為這個賜給我們
[00:09:19.240 --> 00:09:23.240]  因為我們接受了耶穌基督
[00:09:23.240 --> 00:09:27.720]  聖靈就住在我們裡面
[00:09:27.720 --> 00:09:31.240]  我們都會靠聖靈充滿我們
[00:09:31.240 --> 00:09:36.360]  這樣我們生命就有靈性就會提高
[00:09:36.360 --> 00:09:38.040]  我們不單單是這樣
[00:09:38.040 --> 00:09:39.880]  我相信因為有靈性
[00:09:39.880 --> 00:09:45.320]  我們提高生命的時候
[00:09:45.320 --> 00:09:52.360]  我們看到我們生活都會提升
[00:09:52.360 --> 00:09:54.680]  會這樣的
[00:09:54.680 --> 00:09:58.120]  如果你看你和神的關係
[00:09:58.120 --> 00:10:00.360]  你和神的關係好的時候
[00:10:00.360 --> 00:10:03.880]  你都會看到你們生活是不一樣的
[00:10:03.880 --> 00:10:08.680]  我每次和華人大兄姐妹說
[00:10:08.680 --> 00:10:11.560]  你們在上面
[00:10:11.560 --> 00:10:17.560]  你們領事、唱詩或是彈琴的時候
[00:10:17.560 --> 00:10:20.200]  你們唱歌的時候
[00:10:20.200 --> 00:10:22.920]  或者彈琴的時候
[00:10:22.920 --> 00:10:26.360]  我們慢慢可以看到你的靈敏
[00:10:26.360 --> 00:10:32.120]  因為那個時候他的靈敏不是很好
[00:10:32.120 --> 00:10:35.960]  他來帶詩歌是沒有能力的
[00:10:35.960 --> 00:10:37.880]  沒有能力
[00:10:37.880 --> 00:10:40.440]  他彈琴是沒有能力的
[00:10:40.440 --> 00:10:41.400]  你明白嗎
[00:10:41.400 --> 00:10:45.560]  因為他自己的靈敏已經有問題
[00:10:45.560 --> 00:10:48.120]  可能他現在要釋放
[00:10:48.120 --> 00:10:51.960]  但是他釋放可能不是很好
[00:10:51.960 --> 00:10:54.520]  有能力就是有時候有表面
[00:10:54.520 --> 00:10:58.360]  所以我說最好你們釋放的人
[00:10:58.360 --> 00:11:03.480]  最重要的是你要和神的關係結合好
[00:11:03.480 --> 00:11:04.760]  靈性好的時候
[00:11:04.760 --> 00:11:08.600]  你的釋放就是有很大的能力
[00:11:08.600 --> 00:11:11.160]  不是說當然我們要練
[00:11:11.160 --> 00:11:17.320]  當然最重要的就是你的靈性和有關係
[00:11:17.320 --> 00:11:21.160]  所以我們最主要就是聖靈在我們裡面
[00:11:21.160 --> 00:11:24.760]  因為這是聖經給我們的
[00:11:24.760 --> 00:11:27.560]  因為聖靈會怎樣幫助呢
[00:11:27.560 --> 00:11:30.120]  會怎樣做呢
[00:11:30.120 --> 00:11:32.680]  聖靈是我們的幫助者
[00:11:32.680 --> 00:11:37.800]  因為《約翰福音》十四章十六句
[00:11:37.800 --> 00:11:40.360]  主耶穌說他求父
[00:11:40.360 --> 00:11:45.480]  父就賜給他們一位保衛師
[00:11:45.480 --> 00:11:47.400]  叫他們永遠與他們同在
[00:11:47.400 --> 00:11:49.320]  這個保衛師就是聖靈
[00:11:49.320 --> 00:11:51.160]  聖靈會幫助我們
[00:11:51.160 --> 00:11:52.520]  是我們的幫助者
[00:11:52.520 --> 00:11:54.120]  不是一時的
[00:11:54.120 --> 00:11:56.600]  是永遠與我們同在的
[00:11:56.600 --> 00:12:01.240]  其他基督耶穌在《馬太福音》二十八章
[00:12:01.240 --> 00:12:02.760]  他和我們說
[00:12:02.760 --> 00:12:05.560]  你們奉父子的聖靈的名
[00:12:05.560 --> 00:12:08.520]  教導他們為自己施殺
[00:12:08.520 --> 00:12:11.720]  聖靈就要與你們同在
[00:12:11.720 --> 00:12:13.960]  所以我們要經歷
[00:12:13.960 --> 00:12:16.200]  經歷聖靈的同在
[00:12:16.200 --> 00:12:21.080]  我們去做的時候就會經歷到
[00:12:21.080 --> 00:12:23.640]  因為聖靈是我們的幫助者
[00:12:23.640 --> 00:12:24.920]  第二我看到
[00:12:24.920 --> 00:12:27.320]  聖靈是一個艱辛
[00:12:27.320 --> 00:12:29.640]  提多數是三章五節
[00:12:29.640 --> 00:12:31.160]  佛羅偈王說
[00:12:31.160 --> 00:12:35.080]  神救我們澳門的時候
[00:12:35.080 --> 00:12:37.240]  不是因為我們的行為
[00:12:37.240 --> 00:12:39.000]  我們清運我們的行為
[00:12:39.000 --> 00:12:43.400]  是主神的憐憫
[00:12:43.400 --> 00:12:48.760]  製造重新的世和聖靈的艱辛
[00:12:48.760 --> 00:12:52.360]  所以我們為什麼會轉變
[00:12:52.360 --> 00:12:55.560]  我們是因為聖靈給我們艱辛的
[00:12:55.560 --> 00:12:58.680]  所以《迦納泰書》它就說
[00:12:58.680 --> 00:13:00.600]  我有九個果子
[00:13:00.600 --> 00:13:01.960]  就是聖靈的果子
[00:13:01.960 --> 00:13:02.600]  記得嗎
[00:13:02.600 --> 00:13:03.960]  它有什麼
[00:13:03.960 --> 00:13:05.960]  有什麼
[00:13:05.960 --> 00:13:07.960]  有啊有什麼
[00:13:07.960 --> 00:13:28.440]  (閩南語)
[00:13:28.440 --> 00:13:30.360]  我們看到這些
[00:13:30.360 --> 00:13:32.600]  是我們需要的性格
[00:13:32.600 --> 00:13:36.280]  這個性格是我們結了聖靈的果子
[00:13:36.280 --> 00:13:38.280]  可能以前我們沒有忍耐
[00:13:38.280 --> 00:13:43.800]  但是因為聖靈的幫助
[00:13:43.800 --> 00:13:44.760]  聖靈的艱辛
[00:13:44.760 --> 00:13:46.920]  我們會多些忍耐
[00:13:46.920 --> 00:13:49.880]  可能我們好像很容易暴躁
[00:13:49.880 --> 00:13:51.320]  好像很急
[00:13:51.320 --> 00:13:54.520]  但是聖靈會給我們溫柔
[00:13:54.520 --> 00:13:56.520]  這個就是
[00:13:56.520 --> 00:14:03.560]  我記得我以前讀書的時候
[00:14:03.560 --> 00:14:08.840]  我說錯話
[00:14:08.840 --> 00:14:12.840]  我覺得沒什麼
[00:14:12.840 --> 00:14:16.040]  因為同學每一個人都這樣說
[00:14:16.040 --> 00:14:17.640]  就說沒什麼
[00:14:17.640 --> 00:14:20.360]  但是我信了耶穌之後
[00:14:20.360 --> 00:14:22.840]  我就不會有
[00:14:22.840 --> 00:14:25.720]  所以信耶穌和不信耶穌
[00:14:25.720 --> 00:14:29.480]  分別是什麼
[00:14:29.480 --> 00:14:31.080]  不是說你信了耶穌
[00:14:31.080 --> 00:14:36.840]  你就會犯罪
[00:14:36.840 --> 00:14:38.120]  但是信了耶穌之後
[00:14:38.120 --> 00:14:39.560]  你就不犯罪了
[00:14:39.560 --> 00:14:41.160]  不是
[00:14:41.160 --> 00:14:42.920]  信了耶穌我們都會犯罪
[00:14:42.920 --> 00:14:45.240]  但是信了耶穌
[00:14:45.240 --> 00:14:48.360]  還沒做基督徒
[00:14:48.360 --> 00:14:51.240]  跟信罪之前和信罪之後不同
[00:14:51.240 --> 00:14:52.520]  因為信罪之前
[00:14:52.520 --> 00:14:54.920]  罪對我們來說沒什麼
[00:14:54.920 --> 00:14:56.360]  好像我說錯話
[00:14:56.360 --> 00:14:57.480]  沒什麼
[00:14:57.480 --> 00:14:58.920]  騙人都沒什麼
[00:14:58.920 --> 00:15:00.200]  欺騙都沒什麼
[00:15:00.200 --> 00:15:01.400]  但是信了耶穌
[00:15:01.400 --> 00:15:04.840]  我覺得這些好像不對
[00:15:04.840 --> 00:15:06.760]  我不應該這樣說
[00:15:06.760 --> 00:15:08.520]  我不應該這樣做
[00:15:08.520 --> 00:15:10.680]  為什麼我會這樣感受
[00:15:10.680 --> 00:15:11.720]  以前不會
[00:15:11.720 --> 00:15:14.520]  因為我知道已經有聖靈
[00:15:14.520 --> 00:15:16.840]  這樣跟隨我
[00:15:16.840 --> 00:15:18.760]  所以第三
[00:15:18.760 --> 00:15:22.920]  聖靈要引導我們明白真理
[00:15:22.920 --> 00:15:24.280]  因為主耶穌說
[00:15:24.280 --> 00:15:27.080]  祂求父拆這個聖靈來
[00:15:27.080 --> 00:15:32.200]  要將一切的事指教我們
[00:15:32.200 --> 00:15:34.520]  叫我們想起
[00:15:34.520 --> 00:15:37.080]  我對你們所說的一切話
[00:15:37.080 --> 00:15:39.480]  會跟門徒說的話
[00:15:39.480 --> 00:15:42.440]  但是還是跟我們說
[00:15:42.440 --> 00:15:46.920]  主耶穌求父給聖靈
[00:15:46.920 --> 00:15:49.080]  聖靈要將一切
[00:15:49.080 --> 00:15:50.520]  耶穌說的話
[00:15:50.520 --> 00:15:53.000]  或者我們會明白聖經的話
[00:15:53.000 --> 00:15:55.080]  我們會明白耶穌的生命
[00:15:55.080 --> 00:15:56.520]  因為是靠什麼
[00:15:56.520 --> 00:16:00.120]  是靠聖靈引導我們
[00:16:00.120 --> 00:16:01.640]  明白這個真理
[00:16:01.640 --> 00:16:03.160]  有時候我們真的不明白
[00:16:03.160 --> 00:16:04.200]  聖經的真理
[00:16:04.200 --> 00:16:05.480]  我們真的不明白
[00:16:05.480 --> 00:16:07.560]  耶穌基督的生意
[00:16:07.560 --> 00:16:10.920]  但是如果我們靠聖靈
[00:16:10.920 --> 00:16:12.440]  聖靈會引導我們
[00:16:12.440 --> 00:16:15.080]  會明白會清楚
[00:16:15.080 --> 00:16:16.760]  所以我們看
[00:16:16.760 --> 00:16:18.280]  一個恩賜
[00:16:18.280 --> 00:16:21.480]  是一個合約的福事
[00:16:21.480 --> 00:16:31.240]  我跟服侍的同工一起
[00:16:31.240 --> 00:16:32.760]  祈禱過上次
[00:16:32.760 --> 00:16:35.560]  我覺得好好地一起
[00:16:35.560 --> 00:16:38.760]  我記得有一位說
[00:16:38.760 --> 00:16:41.480]  我們是合一個福事
[00:16:41.480 --> 00:16:42.760]  合一個福事
[00:16:42.760 --> 00:16:48.040]  可能因為我們是不同
[00:16:48.040 --> 00:16:51.880]  可能我們有些是用同一個語言
[00:16:51.880 --> 00:16:54.200]  但是我們是不同的性格
[00:16:54.200 --> 00:16:55.720]  不同的家庭
[00:16:55.720 --> 00:16:57.320]  但是我們雖然不同
[00:16:57.320 --> 00:17:02.760]  但是我們領袖是同一個聖靈
[00:17:02.760 --> 00:17:05.240]  因為我們領袖是同一個聖靈
[00:17:05.240 --> 00:17:08.920]  所以我們可以合一個福事
[00:17:08.920 --> 00:17:12.920]  雖然我們是不同的
[00:17:12.920 --> 00:17:16.040]  我們可能都不同的想法
[00:17:16.040 --> 00:17:20.200]  但是我們可以在同一個聖靈裏
[00:17:20.200 --> 00:17:22.200]  我們可以合一個福事
[00:17:22.200 --> 00:17:25.000]  所以這是聖靈給我們的恩賜
[00:17:25.000 --> 00:17:27.800]  所以聖經也有說
[00:17:27.800 --> 00:17:35.240]  聖靈是給我們不同的意思
[00:17:35.240 --> 00:17:39.400]  賜給我們不同的恩賜
[00:17:39.400 --> 00:17:42.200]  所以我們是有不同的恩賜
[00:17:42.200 --> 00:17:47.560]  但是不同當中我們是合一個福事
[00:17:47.560 --> 00:17:49.640]  因為是聖靈的工作
[00:17:49.640 --> 00:17:51.640]  所以我們看過
[00:17:51.640 --> 00:17:56.280]  這就是聖靈的意思
[00:17:56.280 --> 00:17:59.480]  這是神恩典賜給我們的
[00:17:59.480 --> 00:18:05.880]  所以我們需要有聖靈在裏面
[00:18:05.880 --> 00:18:09.880]  因為我們需要聖靈的幫助
[00:18:09.880 --> 00:18:12.440]  跟聖人有同樣的恩賜
[00:18:12.440 --> 00:18:22.040]  雖然我們知道這是很豐富的聖靈
[00:18:22.040 --> 00:18:26.920]  但是很多時候我們不是這樣做
[00:18:26.920 --> 00:18:28.440]  我們會失去聖靈
[00:18:28.440 --> 00:18:31.800]  請大家讀一下這個經文
[00:18:40.840 --> 00:18:42.920]  我們可以看到
[00:18:42.920 --> 00:18:48.840]  很多時候我們就是消滅聖靈的感動
[00:18:48.840 --> 00:18:51.480]  我們給聖靈擔憂
[00:18:51.480 --> 00:18:53.480]  為什麼我們消滅感動
[00:18:53.480 --> 00:18:55.880]  於是有時聖靈會跟你說
[00:18:55.880 --> 00:18:57.160]  這個是錯的
[00:18:57.160 --> 00:18:59.880]  但是我們就是消滅感動
[00:18:59.880 --> 00:19:02.920]  不是,我都是想照自己的意思做
[00:19:02.920 --> 00:19:06.440]  我們就是想照自己的意思做
[00:19:06.440 --> 00:19:09.960]  有時聖靈會跟我們說
[00:19:09.960 --> 00:19:12.440]  我們崇拜的態度
[00:19:12.440 --> 00:19:17.720]  或者我們對人的愛的態度是錯的
[00:19:17.720 --> 00:19:21.560]  我們有時又不是不舒服
[00:19:21.560 --> 00:19:23.880]  聖靈就有感動我們
[00:19:23.880 --> 00:19:26.920]  有時聖靈有感動我們
[00:19:26.920 --> 00:19:29.480]  你決志感來的
[00:19:29.480 --> 00:19:31.240]  你應該要受洗的
[00:19:31.240 --> 00:19:34.200]  但是我們又不受洗
[00:19:34.200 --> 00:19:37.640]  我們又消滅感動
[00:19:37.640 --> 00:19:39.400]  我們感動意志
[00:19:39.400 --> 00:19:41.880]  我們又是給聖靈擔憂
[00:19:41.880 --> 00:19:44.440]  聖靈是有違格的
[00:19:44.440 --> 00:19:47.640]  所以聖靈會擔憂他有意志的
[00:19:47.640 --> 00:19:49.240]  所以他會擔憂
[00:19:49.240 --> 00:19:53.160]  所以普羅講我們不消滅聖靈的感動
[00:19:53.160 --> 00:19:59.400]  不要給聖靈擔憂
[00:19:59.400 --> 00:20:13.160]  所以我們看到兩件事在聖經裏面發生的事
[00:20:13.160 --> 00:20:15.160]  一個就是我們知道
[00:20:15.160 --> 00:20:21.880]  安娜尼亞跟撒菲拉夫婦
[00:20:21.880 --> 00:20:25.240]  我們知道這個在司徒行傳的時候
[00:20:25.240 --> 00:20:28.520]  我跟他說為什麼他們不奉獻呢
[00:20:28.520 --> 00:20:33.720]  他們不奉獻就被神取捨
[00:20:33.720 --> 00:20:37.080]  其實不是他們奉獻不奉獻的問題
[00:20:37.080 --> 00:20:41.080]  是當時初期教會的時候
[00:20:41.080 --> 00:20:43.640]  初期教會的時候
[00:20:43.640 --> 00:20:51.560]  他們說我們有些窮的有些富有的
[00:20:51.560 --> 00:20:58.600]  富有的說我們把我們的錢買了屋或怎樣
[00:20:58.600 --> 00:21:02.680]  我們就幫助一些比較需要的
[00:21:02.680 --> 00:21:07.400]  所以安娜尼亞夫婦其實是很富有的
[00:21:07.400 --> 00:21:11.080]  他們覺得我們都有參與
[00:21:11.080 --> 00:21:13.560]  當他們說有參與的時候
[00:21:13.560 --> 00:21:16.360]  是他們承諾要做的事
[00:21:16.360 --> 00:21:20.120]  他們承諾
[00:21:20.120 --> 00:21:22.120]  但是他們的問題是怎樣
[00:21:22.120 --> 00:21:27.000]  他們承諾之後的事他們沒有做
[00:21:27.000 --> 00:21:28.760]  他們沒有做不要緊
[00:21:28.760 --> 00:21:32.040]  給他們機會問你
[00:21:32.040 --> 00:21:38.280]  你是不是把你的錢全部拿出來
[00:21:38.280 --> 00:21:43.800]  他們都說不是我全部都拿出來
[00:21:43.800 --> 00:21:46.200]  他太太他太太都這樣說
[00:21:46.200 --> 00:21:50.200]  這個是欺凶是嗎
[00:21:50.200 --> 00:21:51.960]  欺凶聖靈
[00:21:51.960 --> 00:21:55.640]  問題是不是他不奉獻他可以不承諾
[00:21:55.640 --> 00:21:57.080]  問題是他承諾
[00:21:57.080 --> 00:22:00.680]  承諾之後給他答應幾次
[00:22:00.680 --> 00:22:04.520]  其實給他回饋的機會
[00:22:04.520 --> 00:22:10.520]  但是那時候他還是欺凶聖靈
[00:22:10.520 --> 00:22:17.960]  所以我們看到神是欺民不得的
[00:22:17.960 --> 00:22:20.360]  所以我們承諾神的事
[00:22:20.360 --> 00:22:22.760]  我們真的要做
[00:22:22.760 --> 00:22:23.960]  我們做不到
[00:22:23.960 --> 00:22:28.120]  我們真的要靠神憐憫我們
[00:22:28.120 --> 00:22:32.760]  我們都很坦白的說我們做不到
[00:22:32.760 --> 00:22:39.000]  我有時懷疑跟一些大兄姐妹
[00:22:39.000 --> 00:22:42.920]  他們真的跟我說牧師
[00:22:42.920 --> 00:22:49.400]  我神佛之丫真的做不到
[00:22:49.400 --> 00:22:51.480]  我真的沒有做到神佛之丫
[00:22:51.480 --> 00:22:57.960]  當然我都是希望他們可以盼信心
[00:22:57.960 --> 00:23:00.520]  去做到他們神佛之丫
[00:23:00.520 --> 00:23:05.400]  以致他們的經歷更加豐富
[00:23:05.400 --> 00:23:08.440]  但是我都很感謝他們很誠實的跟我說
[00:23:08.440 --> 00:23:10.920]  牧師我沒有做到
[00:23:10.920 --> 00:23:14.280]  好過他們欺凶聖靈跟我說
[00:23:14.280 --> 00:23:16.920]  牧師我真的奉獻了很多
[00:23:16.920 --> 00:23:19.720]  其實他們做不到
[00:23:19.720 --> 00:23:21.480]  我只是很鼓勵他們
[00:23:21.480 --> 00:23:22.920]  你們可以做到
[00:23:22.920 --> 00:23:24.920]  你們就是經歷到
[00:23:24.920 --> 00:23:28.680]  因為我這麼多年都經歷到神豐富的貢獻
[00:23:28.680 --> 00:23:33.800]  因為我做到神給我的我就給神
[00:23:33.800 --> 00:23:38.840]  第二件事就是西門要收買聖靈
[00:23:38.840 --> 00:23:47.560]  請大家來讀這篇經文
[00:23:47.560 --> 00:23:48.520]  西門
