
[00:00:00.000 --> 00:00:04.420]  今天講的是真教會的特質
[00:02:30.360 --> 00:02:33.560]  都可以的,大家可以喝不同喜歡的食物
[00:02:33.560 --> 00:02:36.360]  第十二位,冷麵,誰喜歡?
[00:02:36.360 --> 00:02:38.920]  這個年輕人才舉手,嘩,年輕人
[00:02:38.920 --> 00:02:41.920]  因為新一代喜歡的,嘩,真的很少人舉手
[00:02:41.920 --> 00:02:44.600]  我要舉手先,裝年輕,是吧?
[00:02:44.600 --> 00:02:47.600]  嘩,真的這麼少人喜歡,唉呀,你試試
[00:02:47.600 --> 00:02:51.000]  十一位,富豪雪糕,誰喜歡?
[00:02:51.000 --> 00:02:56.520]  唉呀,可以的,可以的,嘩
[00:02:56.520 --> 00:03:00.120]  第十位,開始緊張了,牛雜,誰喜歡?
[00:03:00.120 --> 00:03:03.040]  嘩,迷你零頭就不行了,我換了
[00:03:03.040 --> 00:03:07.400]  入頭了,嘩,很喜歡,第九位,炸雞尾,行不行?
[00:03:07.400 --> 00:03:09.880]  嘩,可以的,可以的,可以的
[00:03:09.880 --> 00:03:13.080]  行了,行了,去雪山就有生意了,好緊張
[00:03:13.080 --> 00:03:15.640]  第八位,炸大腸,行不行?
[00:03:15.640 --> 00:03:19.440]  嘩,我超喜歡,我說了這堂不舉手
[00:03:19.440 --> 00:03:22.520]  因為我老婆在那邊崇拜,一起吃就行
[00:03:22.520 --> 00:03:27.760]  炸大腸,第七位,蟑螂餅,行不行?
[00:03:27.760 --> 00:03:31.960]  嘩,可以的,阿梅沒甚麼興趣,有興趣就看看
[00:03:31.960 --> 00:03:36.200]  第六位,缽仔糕,誰喜歡?
[00:03:36.200 --> 00:03:39.720]  有些豆,有些特性,這個人很喜歡
[00:03:39.720 --> 00:03:42.480]  第五位,好緊張,雞蛋仔,行不行?
[00:03:42.480 --> 00:03:49.160]  嘩,對了,嘩,絕大部分都行,嘩,後面只有兩隻手
[00:03:49.160 --> 00:03:56.240]  好緊張,第四位,腸粉,我老婆舉了
[00:03:56.240 --> 00:03:59.920]  三甲,在你心目中的三甲,行不行?
[00:03:59.920 --> 00:04:05.160]  第三位,碗仔糍,嘩,在那邊喜歡
[00:04:05.160 --> 00:04:12.440]  好,第二位,煎釀三寶,嘩,非常轟動,大家很喜歡
[00:04:12.440 --> 00:04:18.480]  第一位,對我有少許失望,竟然第一位都可以
[00:04:18.480 --> 00:04:24.720]  是否你心目中的,就是燒賣,誰喜歡?
[00:04:24.720 --> 00:04:30.040]  好,給兩位鼓掌,我們都一起投票了
[00:04:30.040 --> 00:04:33.160]  當然不同的食物,不同的人物都有特性
[00:04:33.160 --> 00:04:38.600]  想起都會想馬上結束崇拜吃東西,這是真的
[00:04:38.600 --> 00:04:45.400]  當然我們今天說的特性,特質,是問教會的特質
[00:04:45.400 --> 00:04:48.600]  先問大家,你喜不喜歡教會?
[00:04:48.600 --> 00:04:52.400]  現在舉手,嘩,真是有點安慰,看一看旁邊
[00:04:52.400 --> 00:04:58.840]  旁邊的安慰,比你喜歡燒賣更多,這樣好一點
[00:04:58.840 --> 00:05:01.160]  究竟教會有甚麼特質呢?
[00:05:01.160 --> 00:05:10.560]  今天借著「以筆鎖書」第四章,看看保羅提到有甚麼特質
[00:05:10.560 --> 00:05:14.320]  我們分開說幾堂,我們知道「以筆鎖書」第一章
[00:05:14.320 --> 00:05:20.360]  特別說到神永世的計劃,說到教會是基督的甚麼?
[00:05:20.360 --> 00:05:25.600]  身體,而教會的頭就是元首是誰?基督
[00:05:25.600 --> 00:05:31.960]  裡面提出了很多奧秘,上星期梁牧師說到第三章
[00:05:31.960 --> 00:05:34.360]  神恩典的甚麼?奧秘
[00:05:34.360 --> 00:05:41.240]  今天看看教會在保羅這裡的演繹又帶來我們甚麼學習
[00:05:41.240 --> 00:05:45.040]  怎樣逐步從第二、第三、第四、第五章一直下去
[00:05:45.040 --> 00:05:50.320]  見到神奧秘永世的計劃怎樣實踐出來
[00:05:50.320 --> 00:05:54.000]  立馬進入第四章第一節,我們一起做好嗎?
[00:05:54.000 --> 00:05:58.040]  第一、二、三,「我為主被囚的勸你們」
[00:05:58.040 --> 00:06:03.440]  「既然同志,恨是為人所惡,願同志的恩雙赤」
[00:06:03.440 --> 00:06:08.280]  保羅被囚,就好像上星期梁牧師第三章已經提到
[00:06:08.280 --> 00:06:13.600]  被囚好像沒有自由,但很奇妙
[00:06:13.600 --> 00:06:19.000]  肉身沒有自由,但保羅的心靈是充滿著自由
[00:06:19.000 --> 00:06:21.840]  他繼續去鼓勵、去祝福
[00:06:21.840 --> 00:06:26.400]  我們的生命也是,我們的生命不是環境壓制了我們
[00:06:26.400 --> 00:06:28.680]  就不可以做些甚麼,不可以做些甚麼
[00:06:28.680 --> 00:06:31.520]  我們發現有些弟兄姊妹,有些朋友
[00:06:31.520 --> 00:06:34.480]  他很自由,可以上班,可以去旅行,可以吃東西,甚麼都可以做
[00:06:34.480 --> 00:06:38.000]  不過在裏面反而不開心
[00:06:38.000 --> 00:06:39.560]  為甚麼會這樣呢?
[00:06:39.560 --> 00:06:44.720]  保羅在被囚但有自由第四、第五、第六章
[00:06:44.720 --> 00:06:47.920]  都講到很多特性,我們慢慢學習
[00:06:47.920 --> 00:06:52.440]  而第四章一開始,他提到兩個很重要的字
[00:06:52.440 --> 00:06:53.800]  這兩個字是甚麼?
[00:06:53.800 --> 00:06:55.520]  「蒙照」
[00:06:55.520 --> 00:07:00.840]  一節提過兩次,雙重強調
[00:07:00.840 --> 00:07:03.760]  「蒙照」又可以叫「呼照」
[00:07:03.760 --> 00:07:07.240]  又可以譯為「calling」
[00:07:07.240 --> 00:07:08.720]  有沒有人call你?
[00:07:08.720 --> 00:07:12.920]  香港人很有趣,講廣東話總是要夾兩個字英文
[00:07:12.920 --> 00:07:14.440]  「喂,有冇call你呀?」
[00:07:14.440 --> 00:07:17.320]  但叫整句講英文未必講得太好
[00:07:17.320 --> 00:07:21.960]  很有趣的,全民族、全世界都很少叫你
[00:07:21.960 --> 00:07:25.120]  「calling」就是這個「call」,原文希臘文
[00:07:25.120 --> 00:07:31.280]  但「calling」是「蒙照」,它有一對是相稱的
[00:07:31.280 --> 00:07:35.240]  這是甚麼呢?他提到「行事為人」
[00:07:35.240 --> 00:07:38.840]  所以在引連我會解釋多些甚麼是「蒙照」
[00:07:38.840 --> 00:07:40.240]  甚麼是「行事為人」
[00:07:40.240 --> 00:07:43.520]  好,今天進入學習前打個根基
[00:07:43.520 --> 00:07:47.200]  「蒙照」是一個因典的禮物
[00:07:47.200 --> 00:07:51.000]  「call」大概有兩個向導
[00:07:51.000 --> 00:07:53.080]  為何我會這樣解釋清楚
[00:07:53.080 --> 00:08:01.600]  因為很多人都覺得「蒙照」這個字很高級
[00:08:01.600 --> 00:08:06.240]  在天上,即是傳道人、組長、領袖
[00:08:06.240 --> 00:08:08.160]  所以是「蒙照」
[00:08:08.160 --> 00:08:10.120]  但並不是如此
[00:08:10.120 --> 00:08:13.520]  「蒙照」第一個向導是我們拿到禮物
[00:08:13.520 --> 00:08:17.280]  是救恩的禮物,是神兒女身份的禮物
[00:08:17.280 --> 00:08:23.600]  是送給你的,是找你送禮物給你
[00:08:23.600 --> 00:08:25.360]  明白嗎?OK吧?
[00:08:25.360 --> 00:08:29.120]  我之前聽過有些朋友跟我說
[00:08:29.120 --> 00:08:30.200]  「他快要結婚了」
[00:08:30.200 --> 00:08:35.880]  但這幾年香港的紐約人已經十年、二十年了
[00:08:35.880 --> 00:08:38.040]  他又在看結婚,不知道在哪裡住
[00:08:38.040 --> 00:08:40.040]  又在家裡看,自己又看
[00:08:40.040 --> 00:08:43.360]  到有一天,他突然間下班的時候
[00:08:43.360 --> 00:08:48.280]  他父母召喚他,打電話給他
[00:08:48.280 --> 00:08:50.040]  「你快點來這裡,來這裡」
[00:08:50.040 --> 00:08:52.800]  「我下班很累,你來吧,來吧」
[00:08:52.800 --> 00:08:56.040]  他一去,知道發生甚麼事嗎?
[00:08:56.040 --> 00:09:00.040]  原來他幫他買了一層樓
[00:09:00.040 --> 00:09:01.120]  精不精?
[00:09:01.120 --> 00:09:03.560]  召喚他給他一層樓,精不精?
[00:09:03.560 --> 00:09:06.560]  開心嗎?看來你很有反應
[00:09:06.560 --> 00:09:09.720]  我問你,你想「蒙照」有救恩多些
[00:09:09.720 --> 00:09:12.240]  還是「蒙照」有層樓多些?
[00:09:12.240 --> 00:09:16.120]  救恩,你的答案真是非常鼓勵
[00:09:16.120 --> 00:09:20.840]  星期六的第一節目要停了兩秒才回答
[00:09:20.840 --> 00:09:22.000]  救恩,救恩
[00:09:22.000 --> 00:09:24.560]  你也明白,牧師難道說層樓甚麼嗎?
[00:09:24.560 --> 00:09:28.680]  不過原則是,他一定找你送禮物給你
[00:09:28.680 --> 00:09:32.200]  很緊張地要送一些很重要的東西
[00:09:32.200 --> 00:09:34.120]  遺忘了的東西
[00:09:34.120 --> 00:09:37.640]  我又聽過另一個親身經歷
[00:09:37.640 --> 00:09:40.720]  另一個家庭和他的家庭聊天
[00:09:40.720 --> 00:09:41.480]  爸爸媽媽聊天
[00:09:41.480 --> 00:09:43.680]  「你家裡有三個小朋友」
[00:09:43.680 --> 00:09:45.080]  「兩個是你生的,一個不是」
[00:09:45.080 --> 00:09:46.080]  「為甚麼我知道呢?」
[00:09:46.080 --> 00:09:49.520]  「因為另一個不是中國人」
[00:09:49.520 --> 00:09:51.120]  我就問「為甚麼會這樣呢?」
[00:09:51.120 --> 00:09:54.800]  他說「是,因為我見到一個孤兒很慘」
[00:09:54.800 --> 00:09:57.600]  「所以我收養了她」
[00:09:57.600 --> 00:10:00.280]  「就找她申請」
[00:10:00.280 --> 00:10:02.320]  結果她來到,她很開心
[00:10:02.320 --> 00:10:03.840]  有一份禮物
[00:10:03.840 --> 00:10:05.800]  她來到有另一個責任
[00:10:05.800 --> 00:10:07.040]  有一份禮物就是
[00:10:07.040 --> 00:10:09.160]  她開始會和她的子女一樣
[00:10:09.160 --> 00:10:13.360]  早上起床,上學,吃飯
[00:10:13.360 --> 00:10:15.200]  接著慢慢長大了
[00:10:15.200 --> 00:10:16.560]  他們會做家務
[00:10:16.560 --> 00:10:18.720]  原來她有責任
[00:10:18.720 --> 00:10:20.360]  我當時認識這對夫婦
[00:10:20.360 --> 00:10:21.520]  她三個小朋友
[00:10:21.520 --> 00:10:23.480]  已經是大朋友,讀完大學
[00:10:23.480 --> 00:10:24.680]  她說「我收養這個」
[00:10:24.680 --> 00:10:26.440]  「和我兩個子女一樣」
[00:10:26.440 --> 00:10:29.040]  「都是她有」
[00:10:29.040 --> 00:10:30.760]  「收養這個都有」
[00:10:30.760 --> 00:10:32.440]  「一起經歷」
[00:10:32.440 --> 00:10:35.080]  她有的,蒙照的禮物
[00:10:35.080 --> 00:10:40.000]  同樣帶來她必須走出來的責任
[00:10:40.000 --> 00:10:41.200]  那是甚麼呢?
[00:10:41.200 --> 00:10:43.320]  美國神學家說
[00:10:43.320 --> 00:10:45.360]  甚麼是蒙照,呼照,calling
[00:10:45.360 --> 00:10:49.480]  不單止,不只是為專業的事情
[00:10:49.480 --> 00:10:51.960]  精英的團體
[00:10:51.960 --> 00:10:54.040]  為你的救恩和責任
[00:10:54.040 --> 00:10:55.440]  有救恩和責任
[00:10:55.440 --> 00:10:57.400]  這個救恩和責任是給每一個的
[00:10:57.400 --> 00:10:59.280]  它追著你,給你的
[00:10:59.280 --> 00:11:01.240]  每個基督徒
[00:11:01.240 --> 00:11:04.400]  給你是有這個福氣
[00:11:04.400 --> 00:11:05.920]  有這個的責任
[00:11:05.920 --> 00:11:08.480]  一旦你有這個福氣的時候
[00:11:08.480 --> 00:11:13.560]  你必定按照神所設計的
[00:11:13.560 --> 00:11:15.680]  去生活
[00:11:15.680 --> 00:11:17.240]  我們怎樣回應呼照呢?
[00:11:17.240 --> 00:11:18.560]  保羅在第一章第一節
[00:11:18.560 --> 00:11:20.520]  第四章第一節
[00:11:20.520 --> 00:11:22.920]  他大概說這件事
[00:11:22.920 --> 00:11:25.560]  我們行事為人應該符合
[00:11:25.560 --> 00:11:29.520]  我們所接納了基督的託付
[00:11:29.520 --> 00:11:31.000]  蒙照的救恩
[00:11:31.000 --> 00:11:36.360]  必定帶來人行事的改變和配合
[00:11:36.360 --> 00:11:38.240]  如果神愛這麼大
[00:11:38.240 --> 00:11:40.400]  祂的救恩這麼強大
[00:11:40.400 --> 00:11:43.200]  祂賜予的福禍這麼好
[00:11:43.200 --> 00:11:45.760]  我們必定會按照祂的生活
[00:11:45.760 --> 00:11:46.760]  明白嗎?
[00:11:46.760 --> 00:11:50.840]  你回家就會按照家裡的日常
[00:11:50.840 --> 00:11:52.880]  規矩來生活
[00:11:52.880 --> 00:11:54.320]  應該很舒服的
[00:11:54.320 --> 00:11:55.240]  明白嗎?
[00:11:55.240 --> 00:11:56.040]  明白嗎?
[00:11:56.040 --> 00:11:57.800]  這個也是一個特質
[00:11:57.800 --> 00:11:59.720]  所以這樣的背景
[00:11:59.720 --> 00:12:02.200]  我們進入今天將會學
[00:12:02.200 --> 00:12:03.160]  幾點?
[00:12:03.160 --> 00:12:04.120]  三點
[00:12:04.120 --> 00:12:05.800]  立刻進入第一點
[00:12:05.800 --> 00:12:07.760]  什麼是蒙照?
[00:12:07.760 --> 00:12:09.720]  什麼是行事為人的配合?
[00:12:09.720 --> 00:12:13.200]  我們立刻今天先看頭三項
[00:12:13.200 --> 00:12:15.720]  我們第二、第三、第四、第五、第六節
[00:12:15.720 --> 00:12:16.440]  我們一起唸
[00:12:16.440 --> 00:12:17.960]  一、二、三
[00:12:17.960 --> 00:12:21.240]  凡事謙虛溫柔忍耐
[00:12:21.240 --> 00:12:24.120]  用愛心互相寬容
[00:12:24.120 --> 00:12:26.560]  容我平地私戀後
[00:12:26.560 --> 00:12:30.720]  以你保守聖靈所賜諾而為一職心
[00:12:30.720 --> 00:12:32.560]  世衛只有一個
[00:12:32.560 --> 00:12:34.280]  聖靈只有一個
[00:12:34.280 --> 00:12:36.040]  正如你本孔照
[00:12:36.040 --> 00:12:37.880]  共有一個寺廟
[00:12:37.880 --> 00:12:40.640]  一寸一信一世一神
[00:12:40.640 --> 00:12:42.440]  就此眾人必乎
[00:12:42.440 --> 00:12:44.320]  主要乎眾人之心
[00:12:44.320 --> 00:12:46.240]  為乎眾人之心
[00:12:46.240 --> 00:12:49.280]  假以求眾人之所
[00:12:49.280 --> 00:12:51.160]  這裡說得很清楚
[00:12:51.160 --> 00:12:53.040]  它裡面說到第一樣
[00:12:53.040 --> 00:12:56.400]  我們很值得學的內容
[00:12:56.400 --> 00:12:58.320]  是什麼呢?
[00:12:58.320 --> 00:13:01.640]  是呀 又合二為一
[00:13:01.640 --> 00:13:04.360]  又一 又謙讓
[00:13:04.360 --> 00:13:06.520]  就是說我們要一個群體
[00:13:06.520 --> 00:13:08.280]  不分離我
[00:13:08.280 --> 00:13:11.840]  要聯繫 要擁抱 要合一 要寬容
[00:13:11.840 --> 00:13:14.600]  那你說 哎 一點也不難
[00:13:14.600 --> 00:13:16.040]  你看一看你旁邊的那個
[00:13:16.040 --> 00:13:18.400]  你跟不跟他寬容?
[00:13:18.400 --> 00:13:20.000]  跟不跟他合一?
[00:13:20.000 --> 00:13:22.520]  特別坐在你旁邊是你老婆老公
[00:13:22.520 --> 00:13:23.560]  合了
[00:13:23.560 --> 00:13:26.240]  那你不用回家了
[00:13:26.240 --> 00:13:29.720]  沒事沒幹當然沒問題
[00:13:29.720 --> 00:13:32.440]  是很好的 吃飯 聊天
[00:13:32.440 --> 00:13:33.960]  但是當然這段聖經
[00:13:33.960 --> 00:13:36.440]  不單止是說沒什麼的時候
[00:13:36.440 --> 00:13:38.960]  是說如果有爭拗的時候
[00:13:38.960 --> 00:13:40.960]  如果裡面有衝突的時候
[00:13:40.960 --> 00:13:42.360]  有意見不一的時候
[00:13:42.360 --> 00:13:44.160]  有價值觀不同的時候
[00:13:44.160 --> 00:13:46.200]  有想法不同 做事不同的時候
[00:13:46.200 --> 00:13:50.560]  你怎麼回應我群體
[00:13:50.560 --> 00:13:51.560]  今天也是
[00:13:51.560 --> 00:13:53.720]  我們都會有這樣的情況
[00:13:53.720 --> 00:13:55.320]  特別在二十一世紀
[00:13:55.320 --> 00:13:56.880]  我們很容易選擇一件事
[00:13:56.880 --> 00:13:58.800]  就是怎樣?
[00:13:58.800 --> 00:13:59.720]  說再見
[00:13:59.720 --> 00:14:00.600]  割席
[00:14:00.600 --> 00:14:01.920]  不見
[00:14:01.920 --> 00:14:03.840]  我不見你也不知道
[00:14:03.840 --> 00:14:05.720]  我不回答你也不知道
[00:14:05.720 --> 00:14:08.720]  有些弟兄姊妹在教會裡
[00:14:08.720 --> 00:14:11.800]  幸好亞根堂有五堂崇拜
[00:14:11.800 --> 00:14:13.240]  我回星期六
[00:14:13.240 --> 00:14:15.920]  主啊 你叫她回星期日
[00:14:15.920 --> 00:14:18.240]  不要見到她
[00:14:18.240 --> 00:14:19.760]  最後也是這樣
[00:14:19.760 --> 00:14:21.960]  家人也是
[00:14:21.960 --> 00:14:24.840]  好事 沒事沒幹沒問題
[00:14:24.840 --> 00:14:26.000]  但是一有事情
[00:14:26.000 --> 00:14:29.400]  菠蘿本來我們不可以排斥
[00:14:29.400 --> 00:14:30.320]  不可以割席
[00:14:30.320 --> 00:14:31.600]  多辛苦也好
[00:14:31.600 --> 00:14:33.520]  辛苦的
[00:14:33.520 --> 00:14:34.080]  行不行?
[00:14:34.080 --> 00:14:35.800]  跟自己想的不同
[00:14:35.800 --> 00:14:37.160]  是辛苦的
[00:14:37.160 --> 00:14:37.920]  不過不覺得
[00:14:37.920 --> 00:14:40.960]  神學家Miroslav Vova
[00:14:40.960 --> 00:14:42.520]  也在我自己的著作裡面
[00:14:42.520 --> 00:14:44.040]  提過很多次這個神學家
[00:14:44.040 --> 00:14:45.800]  他有一本書叫
[00:14:45.800 --> 00:14:48.040]  《擁抱與排斥》
[00:14:48.040 --> 00:14:51.040]  Embrace and Exclusion
[00:14:51.040 --> 00:14:54.200]  他有說到排斥是什麼
[00:14:54.200 --> 00:14:55.160]  他說排斥很有問題
[00:14:55.160 --> 00:14:58.760]  因為他將人與人之間的結連
[00:14:58.760 --> 00:15:02.400]  裡面因為衝突
[00:15:02.400 --> 00:15:07.200]  來開始扭帶截斷
[00:15:07.200 --> 00:15:08.000]  怎樣截斷呢?
[00:15:08.000 --> 00:15:09.040]  第一步有兩步
[00:15:09.040 --> 00:15:09.840]  第一步
[00:15:09.840 --> 00:15:11.440]  當他想著做事
[00:15:11.440 --> 00:15:12.760]  價值觀不同
[00:15:12.760 --> 00:15:16.040]  你開始見他為異己
[00:15:16.040 --> 00:15:18.520]  他有問題
[00:15:18.520 --> 00:15:21.600]  大家有沒有看過一部電影叫《異形》
[00:15:21.600 --> 00:15:24.080]  他的嘴巴是怎樣的?
[00:15:24.080 --> 00:15:26.880]  你開始見到他和你不同
[00:15:26.880 --> 00:15:28.080]  Ardennes
[00:15:28.080 --> 00:15:30.560]  如果用更厲害的字叫
[00:15:30.560 --> 00:15:32.280]  Alien Nation
[00:15:32.280 --> 00:15:33.880]  Alien
[00:15:33.880 --> 00:15:36.040]  就是那部電影
[00:15:36.040 --> 00:15:36.920]  第一件事
[00:15:36.920 --> 00:15:39.400]  你覺得他是敵人
[00:15:39.400 --> 00:15:42.720]  所以我們開始將他推走
[00:15:42.720 --> 00:15:44.800]  這種扭帶結連
[00:15:44.800 --> 00:15:49.920]  這種關係開始截斷
[00:15:49.920 --> 00:15:51.440]  這樣還不夠恐怖
[00:15:51.440 --> 00:15:52.960]  第二步更恐怖
[00:15:52.960 --> 00:15:54.880]  第二步就是
[00:15:54.880 --> 00:15:58.360]  當他被你推開之後
[00:15:58.360 --> 00:16:02.240]  你連他和你不同是Ardennes
[00:16:02.240 --> 00:16:03.480]  和你的身份不同
[00:16:03.480 --> 00:16:05.400]  你都不想他存在
[00:16:05.400 --> 00:16:07.560]  在這個異己的狀態裡面
[00:16:07.560 --> 00:16:11.120]  本來神造人應該互相依靠
[00:16:11.120 --> 00:16:13.400]  在神的字典裡面
[00:16:13.400 --> 00:16:16.200]  是沒有分開沒有割席的
[00:16:16.200 --> 00:16:17.760]  但是我們不想
[00:16:17.760 --> 00:16:19.160]  所以推走他
[00:16:19.160 --> 00:16:20.800]  他繼續描述
[00:16:20.800 --> 00:16:23.680]  我們要麼就要同化他
[00:16:23.680 --> 00:16:26.280]  和他想的一樣
[00:16:26.280 --> 00:16:28.400]  要不然我們就要征服他
[00:16:28.400 --> 00:16:37.040]  令到他最後沒有身份
[00:16:37.040 --> 00:16:38.440]  第一點保羅會說
[00:16:38.440 --> 00:16:39.560]  不行啊
[00:16:39.560 --> 00:16:41.120]  我們今天在《聖經》學習
[00:16:41.120 --> 00:16:43.240]  我們永遠不割席
[00:16:43.240 --> 00:16:44.640]  不排斥
[00:16:44.640 --> 00:16:46.000]  不拆毀
[00:16:46.000 --> 00:16:48.200]  《聖經》教我們要連繫
[00:16:48.200 --> 00:16:49.040]  要擁抱
[00:16:49.040 --> 00:16:50.440]  擁抱就是寬容
[00:16:50.440 --> 00:16:53.560]  要合一
[00:16:53.560 --> 00:16:54.480]  《聖經》裡面這樣說
[00:16:54.480 --> 00:16:55.560]  在衝突裡面
[00:16:55.560 --> 00:16:57.320]  保羅提醒我們
[00:16:57.320 --> 00:16:59.880]  行事為人的回應
[00:16:59.880 --> 00:17:02.560]  凡事謙虛
[00:17:02.560 --> 00:17:03.320]  什麼啊
[00:17:03.320 --> 00:17:04.040]  溫柔
[00:17:04.040 --> 00:17:05.040]  然後怎樣
[00:17:05.040 --> 00:17:05.560]  忍耐
[00:17:05.560 --> 00:17:06.320]  然後怎樣
[00:17:06.320 --> 00:17:09.080]  愛心互相寬容
[00:17:09.080 --> 00:17:11.600]  如果用更貼近原文的翻譯
[00:17:11.600 --> 00:17:14.240]  是要完全complete
[00:17:14.240 --> 00:17:17.400]  完全的謙卑溫柔
[00:17:17.400 --> 00:17:19.160]  的意思就是說
[00:17:19.160 --> 00:17:20.840]  將自己放下
[00:17:20.840 --> 00:17:23.560]  不是說我和他完全沒有不同
[00:17:23.560 --> 00:17:24.200]  不是
[00:17:24.200 --> 00:17:25.440]  不過
[00:17:25.440 --> 00:17:26.920]  謙卑的意思是
[00:17:26.920 --> 00:17:27.960]  不再傲慢
[00:17:27.960 --> 00:17:31.280]  放下自己的想法
[00:17:31.280 --> 00:17:32.360]  溫柔
[00:17:32.360 --> 00:17:33.320]  其實是一起的
[00:17:33.320 --> 00:17:34.120]  謙卑溫柔
[00:17:34.120 --> 00:17:35.080]  原文呢
[00:17:35.080 --> 00:17:35.880]  不是分開
[00:17:35.880 --> 00:17:37.040]  完全的
[00:17:37.040 --> 00:17:37.960]  有神學家說
[00:17:37.960 --> 00:17:39.560]  今天的溫柔
[00:17:39.560 --> 00:17:40.560]  這種特質
[00:17:40.560 --> 00:17:43.880]  可能已經是被遺忘的美德
[00:17:43.880 --> 00:17:47.840]  因為今天我們很喜歡爭取權益
[00:17:47.840 --> 00:17:50.480]  一定要去到盡為止
[00:17:50.480 --> 00:17:50.920]  不是啊
[00:17:50.920 --> 00:17:52.040]  保羅提
[00:17:52.040 --> 00:17:53.040]  沒得割的
[00:17:53.040 --> 00:17:54.160]  不可以
[00:17:54.160 --> 00:17:56.280]  沒有
[00:17:56.280 --> 00:17:57.760]  忍耐
[00:17:57.760 --> 00:18:00.400]  是說我們的心胸
[00:18:00.400 --> 00:18:02.280]  說我們的情感
[00:18:02.280 --> 00:18:04.240]  有這個胸襟
[00:18:04.240 --> 00:18:06.760]  接納和自己不同
[00:18:06.760 --> 00:18:13.560]  甚至攻擊自己的人
[00:18:13.560 --> 00:18:15.560]  接著他提到愛心
[00:18:15.560 --> 00:18:17.040]  彼此的愛
[00:18:17.040 --> 00:18:19.840]  我喜歡你就愛你
[00:18:19.840 --> 00:18:22.720]  但保羅不是說這件事
[00:18:22.720 --> 00:18:26.720]  喜歡你當然愛你
[00:18:26.720 --> 00:18:28.600]  If I like you
[00:18:28.600 --> 00:18:30.920]  I love you
[00:18:30.920 --> 00:18:31.600]  大家有沒有試過
[00:18:31.600 --> 00:18:32.200]  I love you
