
[00:00:00.000 --> 00:00:04.600]  今天的題目是「仍未可修葛」
[00:05:12.880 --> 00:05:16.200]  還邀請主耶穌多留幾天的時間
[00:05:16.200 --> 00:05:22.480]  在撒瑪利亞的地方繼續跟他們講論神國的福音
[00:05:22.480 --> 00:05:23.720]  所以
[00:05:23.720 --> 00:05:27.360]  我們看看兩者的時間的比較
[00:05:27.360 --> 00:05:31.240]  有時候我們都會按照自己的觀察
[00:05:31.240 --> 00:05:32.360]  或者自己的感覺
[00:05:32.360 --> 00:05:34.880]  或者認為時機還未到
[00:05:34.880 --> 00:05:36.160]  或者還未成熟
[00:05:36.160 --> 00:05:39.880]  就沒有損失了這個機會
[00:05:39.880 --> 00:05:42.200]  去幫助別人去認識主
[00:05:42.200 --> 00:05:44.120]  或者因為這個原因
[00:05:44.120 --> 00:05:45.680]  有些人
[00:05:45.680 --> 00:05:47.760]  或者有些朋友在我們身邊
[00:05:47.760 --> 00:05:52.440]  他們就損失了一個信主的機會
[00:05:52.440 --> 00:05:54.320]  這裡再重申
[00:05:54.320 --> 00:05:56.600]  耶穌所說的時間
[00:05:56.600 --> 00:05:57.880]  這個時機
[00:05:57.880 --> 00:06:00.920]  不是我們所謂的那個時間
[00:06:00.920 --> 00:06:04.200]  不是我們人所看到的那個時間
[00:06:04.200 --> 00:06:08.400]  就是說我們要對神的時間有一個敏感度
[00:06:08.400 --> 00:06:11.320]  要信服神的感動和大靈
[00:06:11.320 --> 00:06:13.600]  這樣的時候我們才可以經歷
[00:06:13.600 --> 00:06:17.280]  神的工作和神的作為
[00:06:17.280 --> 00:06:18.680]  這樣
[00:06:18.680 --> 00:06:23.440]  我們就可以經歷到修葛的那種滿足和喜樂
[00:06:23.440 --> 00:06:27.840]  我記得大概是一年多前
[00:06:27.840 --> 00:06:30.200]  有一次
[00:06:30.200 --> 00:06:32.200]  蘇斯武跟我說
[00:06:32.200 --> 00:06:35.800]  我有一個感動就打電話給一位姊妹
[00:06:35.800 --> 00:06:41.160]  再一次介紹主耶穌給她認識
[00:06:41.160 --> 00:06:46.640]  其實這位姊妹已經說了很多次
[00:06:46.640 --> 00:06:50.960]  她仍然還未接受
[00:06:50.960 --> 00:06:53.400]  但那天蘇斯武說
[00:06:53.400 --> 00:06:56.080]  我心裡很有這種感動
[00:06:56.080 --> 00:06:58.080]  很有這種催迫
[00:06:58.080 --> 00:07:00.640]  再打一次電話吧
[00:07:00.640 --> 00:07:04.800]  她就按照著聖靈的感動
[00:07:04.800 --> 00:07:06.000]  神的感動
[00:07:06.000 --> 00:07:07.440]  她又信服了
[00:07:07.440 --> 00:07:10.840]  打電話後才問候這位姊妹
[00:07:10.840 --> 00:07:14.560]  接著她就很直接地跟這位姊妹說
[00:07:14.560 --> 00:07:16.360]  我今天很有感動
[00:07:16.360 --> 00:07:19.360]  想問一問你
[00:07:19.360 --> 00:07:20.360]  你準備好了嗎?
[00:07:20.360 --> 00:07:22.880]  你的心準備好了嗎?
[00:07:22.880 --> 00:07:24.280]  很奇妙
[00:07:24.280 --> 00:07:26.280]  她就說我準備好了
[00:07:26.280 --> 00:07:28.280]  就在電話那裡
[00:07:28.280 --> 00:07:32.000]  蘇斯武就跟她做了一個決志禱告
[00:07:32.000 --> 00:07:32.880]  她信了主
[00:07:32.880 --> 00:07:35.600]  她現在就在Mt.Peters的campus上
[00:07:35.600 --> 00:07:40.120]  翻讀國語部的崇拜
[00:07:40.120 --> 00:07:42.120]  你看看
[00:07:42.120 --> 00:07:45.880]  收割從人的眼光來看
[00:07:45.880 --> 00:07:47.040]  還未準備好
[00:07:47.040 --> 00:07:49.040]  還未到收割的時候
[00:07:49.040 --> 00:07:52.040]  但是神的時機跟我們的時機不一樣
[00:07:52.040 --> 00:07:53.840]  當神的時機來的時候
[00:07:53.840 --> 00:07:54.840]  神就感動我們
[00:07:54.840 --> 00:07:57.320]  我們就回應神的感動
[00:07:58.680 --> 00:08:00.800]  所以今天我們的題目就是
[00:08:00.800 --> 00:08:03.280]  還未到收割的時候
[00:08:03.280 --> 00:08:05.560]  是不是這樣的情況呢?
[00:08:05.560 --> 00:08:07.560]  我們就看看
[00:08:07.560 --> 00:08:13.480]  為什麼現在就是收割的時候呢?
[00:08:13.480 --> 00:08:15.760]  有三個原因
[00:08:15.760 --> 00:08:16.840]  第一個
[00:08:16.840 --> 00:08:19.480]  人的心靈是需要耶穌的
[00:08:19.480 --> 00:08:20.880]  主耶穌在說
[00:08:20.880 --> 00:08:22.680]  弄作物已經成熟了
[00:08:22.680 --> 00:08:27.040]  就是說人的心靈是需要福音的光照
[00:08:27.040 --> 00:08:30.200]  在《約翰福音》第四章三十五節
[00:08:30.200 --> 00:08:32.200]  第二個原因就是
[00:08:32.200 --> 00:08:35.720]  我們要為永恆來做一個投資
[00:08:35.720 --> 00:08:37.200]  耶穌這麼說
[00:08:37.200 --> 00:08:40.920]  祂說為永恆的生命積聚果實
[00:08:40.920 --> 00:08:43.000]  在第四章三十六節
[00:08:43.000 --> 00:08:44.680]  《約翰福音》這麼說
[00:08:44.680 --> 00:08:46.200]  最後一個原因就是
[00:08:46.200 --> 00:08:49.320]  我們會得著滿足和快樂
[00:08:49.320 --> 00:08:53.320]  就是說收割的人會得到報賞
[00:08:53.320 --> 00:08:57.720]  使災眾和收割的一同快樂
[00:08:57.720 --> 00:09:00.720]  這裡就是《約翰福音》第四章三十六節
[00:09:00.720 --> 00:09:04.920]  所以我們今天圍繞著這三點
[00:09:04.920 --> 00:09:06.960]  在耶穌基督所說的這幾件事
[00:09:06.960 --> 00:09:10.280]  來跟大家分享一下
[00:09:10.280 --> 00:09:14.040]  為什麼現在就是收割的時候呢?
[00:09:14.040 --> 00:09:15.320]  所以第一點就是說
[00:09:15.320 --> 00:09:18.120]  人的心是需要耶穌的
[00:09:18.120 --> 00:09:20.120]  我們看看耶穌在這裡怎麼說
[00:09:20.120 --> 00:09:21.520]  在第四章三十五節
[00:09:21.520 --> 00:09:24.200]  《約翰福音》第四章三十五節
[00:09:24.200 --> 00:09:24.920]  耶穌這麼說
[00:09:24.920 --> 00:09:26.960]  祂說你們說再過四個月
[00:09:26.960 --> 00:09:28.560]  才是收割的時候
[00:09:28.560 --> 00:09:30.920]  我告訴你們
[00:09:30.920 --> 00:09:32.640]  看看那片田地吧
[00:09:32.640 --> 00:09:34.560]  農作物已經成熟
[00:09:34.560 --> 00:09:36.680]  可以收割了
[00:09:36.680 --> 00:09:42.520]  人的心靈為什麼需要耶穌呢?
[00:09:42.520 --> 00:09:43.920]  第一個最主要的原因就是說
[00:09:43.920 --> 00:09:47.520]  人的迷失
[00:09:47.520 --> 00:09:51.680]  在《耳塞亞書》第五十三章第六節這麼說
[00:09:51.680 --> 00:09:54.400]  祂說我們都如羊走迷
[00:09:54.400 --> 00:09:58.120]  各人偏行幾路
[00:09:58.120 --> 00:09:59.360]  不知道你們有沒有發覺
[00:09:59.360 --> 00:10:04.480]  我們人很喜歡自己做自己的事
[00:10:04.480 --> 00:10:08.960]  還有那個反叛感特別強
[00:10:08.960 --> 00:10:12.640]  你從那些小朋友看就知道是兩歲
[00:10:12.640 --> 00:10:14.360]  你叫他不要碰電掣
[00:10:14.360 --> 00:10:19.640]  過了五秒鐘他就會用手指戳一下
[00:10:19.640 --> 00:10:22.080]  你叫他不要把手伸進曲奇袋
[00:10:22.080 --> 00:10:23.320]  他都不知道
[00:10:23.320 --> 00:10:25.520]  你一說他就更加知道
[00:10:25.520 --> 00:10:28.760]  打開蓋子有空就吃一下
[00:10:28.760 --> 00:10:31.680]  人很有反叛感
[00:10:31.680 --> 00:10:33.920]  就算大人也是
[00:10:33.920 --> 00:10:37.880]  我那時候和蘇斯姆拍拖的時候
[00:10:37.880 --> 00:10:39.360]  在Tennessee
[00:10:39.360 --> 00:10:40.760]  蘇斯姆很好
[00:10:40.760 --> 00:10:42.200]  有時候他會提醒我
[00:10:42.200 --> 00:10:44.800]  他說 Tim 你有個習慣
[00:10:44.800 --> 00:10:46.800]  你很喜歡我無論說什麼
[00:10:46.800 --> 00:10:49.280]  你都會先說一句No
[00:10:49.280 --> 00:10:54.960]  然後你知道我的答案是No嗎?
[00:10:54.960 --> 00:10:59.120]  原來人真的有那種反叛感
[00:10:59.120 --> 00:11:01.080]  非常強
[00:11:01.080 --> 00:11:03.720]  迷失
[00:11:03.720 --> 00:11:05.680]  不知道自己要什麼
[00:11:05.680 --> 00:11:07.800]  也不知道要去什麼地方
[00:11:07.800 --> 00:11:09.360]  有時候也不知道
[00:11:09.360 --> 00:11:12.320]  在這個世界上要做什麼
[00:11:12.320 --> 00:11:16.480]  在互聯網的世代裡更加如此
[00:11:16.480 --> 00:11:17.920]  更加迷惘
[00:11:17.920 --> 00:11:19.640]  更加迷失
[00:11:19.640 --> 00:11:21.800]  更加矛盾
[00:11:21.800 --> 00:11:29.960]  Sherry Turkle 寫了一本書叫《Alone Together》
[00:11:29.960 --> 00:11:32.600]  我幫她安裝了中文名
[00:11:32.600 --> 00:11:35.720]  我不知道有沒有中文的譯本
[00:11:35.720 --> 00:11:39.160]  叫《一齊孤獨》
[00:11:39.160 --> 00:11:40.040]  孤獨就好
[00:11:40.040 --> 00:11:41.520]  就用一齊來孤獨
[00:11:41.520 --> 00:11:42.800]  Alone Together
[00:11:42.800 --> 00:11:47.960]  她寫出現代人的迷失和矛盾
[00:11:47.960 --> 00:11:48.840]  她說到什麼呢?
[00:11:48.840 --> 00:11:51.600]  她說有很多人害怕孤獨
[00:11:51.600 --> 00:11:56.200]  但是不願意跟人有密切的關係
[00:11:56.200 --> 00:12:00.480]  有很多人渴望跟其他人上教
[00:12:00.480 --> 00:12:05.520]  但是不願意花時間與人去深教
[00:12:05.520 --> 00:12:08.000]  很矛盾
[00:12:08.000 --> 00:12:09.320]  其實現代人也是
[00:12:09.320 --> 00:12:11.400]  渴望與人相交
[00:12:11.400 --> 00:12:14.400]  但是也不願意毀身
[00:12:14.400 --> 00:12:17.800]  建立一個好的關係
[00:12:17.800 --> 00:12:19.520]  所以你會知道
[00:12:19.520 --> 00:12:22.200]  特別是90後那些
[00:12:22.200 --> 00:12:24.480]  很喜歡同居
[00:12:24.480 --> 00:12:26.200]  那就算了
[00:12:26.200 --> 00:12:30.760]  他們很渴望與人相交
[00:12:30.760 --> 00:12:34.840]  但是他們很抗拒
[00:12:34.840 --> 00:12:39.720]  去毀身建立一個密切的關係
[00:12:39.720 --> 00:12:43.880]  現代人也渴望與人有一個連結
[00:12:43.880 --> 00:12:46.600]  但是很抗拒
[00:12:46.600 --> 00:12:49.840]  跟別人有一個很親密的關係
[00:12:49.840 --> 00:12:54.320]  繼之而與別人有一個很遠的距離
[00:12:54.320 --> 00:12:56.840]  你看看Facebook就知道了
[00:12:56.840 --> 00:13:02.800]  全球這麼多億的Facebook粉絲
[00:13:02.800 --> 00:13:07.160]  其實每一個人都希望與別人有一個連結
[00:13:07.160 --> 00:13:09.840]  很簡單,你發了一些文章
[00:13:09.840 --> 00:13:13.920]  你馬上就會留意有多少個Like
[00:13:13.920 --> 00:13:18.240]  如果過了30秒鐘之後都沒有Like
[00:13:18.240 --> 00:13:20.560]  你心裏就會開始有Depression
[00:13:20.560 --> 00:13:21.760]  過了一個小時
[00:13:21.760 --> 00:13:23.160]  只有兩個的時候
[00:13:23.160 --> 00:13:24.680]  你就會懷疑
[00:13:24.680 --> 00:13:27.760]  我是不是有人喜歡我呢?
[00:13:27.760 --> 00:13:30.200]  很想有人與別人去連結
[00:13:30.200 --> 00:13:33.400]  但是我們又要保持一個距離
[00:13:33.400 --> 00:13:36.400]  在一個螢光幕與別人有一個交往就好了
[00:13:36.400 --> 00:13:38.520]  因為與別人有一個深交的時候
[00:13:38.520 --> 00:13:39.920]  我們要花很多時間
[00:13:39.920 --> 00:13:41.280]  花很多精力
[00:13:41.280 --> 00:13:44.840]  不願意毀身去這樣做
[00:13:44.840 --> 00:13:48.400]  你細心觀察的時候
[00:13:48.400 --> 00:13:50.200]  為什麼會有這樣的情況
[00:13:50.200 --> 00:13:51.640]  這樣的矛盾出現呢?
[00:13:51.640 --> 00:13:54.880]  其實很多時候是因為我們過往的經驗
[00:13:54.880 --> 00:13:57.440]  或者過往是受過傷害
[00:13:57.440 --> 00:14:00.160]  或者在人際的關係裏面
[00:14:00.160 --> 00:14:03.360]  有很多的衝突
[00:14:03.360 --> 00:14:05.600]  Timothy Lange和Paul Tripp
[00:14:05.600 --> 00:14:10.200]  他寫了一本書叫《Relationship A Mess Worth Making》
[00:14:10.200 --> 00:14:12.760]  我幫他安裝了一個中文名
[00:14:12.760 --> 00:14:16.680]  《既愛又恨的人際關係》
[00:14:16.680 --> 00:14:18.960]  有一段很有意思
[00:14:18.960 --> 00:14:21.640]  他寫有些人在生命裏面
[00:14:21.640 --> 00:14:25.880]  經歷最大的傷害就是在人際關係上
[00:14:25.880 --> 00:14:32.440]  有時候我們不能夠孤獨地去生活
[00:14:32.440 --> 00:14:37.520]  但是有時候我們又要孤獨地去生活
[00:14:37.520 --> 00:14:39.520]  是不是很矛盾呢?
[00:14:39.520 --> 00:14:41.520]  是真的
[00:14:41.520 --> 00:14:44.080]  其實真正的原因在哪裏呢?
[00:14:44.080 --> 00:14:49.280]  人與人之間的關係弄得這麼緊張
[00:14:49.280 --> 00:14:50.480]  這麼迷失
[00:14:50.480 --> 00:14:54.440]  最主要的原因原來是我們生活在黑暗裏面
[00:14:54.440 --> 00:14:56.440]  生活在罪裏面
[00:14:56.440 --> 00:14:59.640]  耶穌明明地指出
[00:14:59.640 --> 00:15:04.040]  當我們的生命沒有這位主宰的時候
[00:15:04.040 --> 00:15:06.040]  我們就是生活在黑暗裏面
[00:15:06.040 --> 00:15:07.640]  生活在罪裏面
[00:15:07.640 --> 00:15:09.160]  我們看看耶穌怎麽說
[00:15:09.160 --> 00:15:13.160]  在《約翰福音》第十二章第四十六節
[00:15:13.160 --> 00:15:20.520]  「我作光,來到世上,為要使所信愛的人不住在黑暗裏。」
[00:15:20.520 --> 00:15:26.440]  所以為何我們人的心靈需要耶穌呢?
[00:15:26.440 --> 00:15:28.440]  除了我剛才說了
[00:15:28.440 --> 00:15:30.440]  我們現代人很迷失
[00:15:30.440 --> 00:15:34.600]  第二個最主要的原因就是人的犯罪
[00:15:34.600 --> 00:15:36.600]  耶穌基督指出一件事
[00:15:36.600 --> 00:15:39.960]  我們生活在黑暗裏面
[00:15:39.960 --> 00:15:43.240]  人性有很多黑暗面
[00:15:43.240 --> 00:15:50.120]  黑暗是指人性的黑暗面貌
[00:15:50.120 --> 00:15:53.400]  有時候你不知道會不會發覺到
[00:15:53.400 --> 00:15:56.840]  有時候有些不好的念頭
[00:15:56.840 --> 00:16:00.120]  突然間就會在自己腦海中出現
[00:16:00.120 --> 00:16:01.320]  是不是?
[00:16:01.320 --> 00:16:03.880]  突然間會嚇一跳
[00:16:03.880 --> 00:16:07.080]  為何會有這樣的念頭出現呢?
[00:16:07.080 --> 00:16:10.440]  有時候會發怒
[00:16:10.440 --> 00:16:12.280]  突然間念頭就會說
[00:16:12.280 --> 00:16:13.480]  這個人死了就好了
[00:16:13.480 --> 00:16:14.280]  是不是?
[00:16:14.280 --> 00:16:15.880]  會不會是會的?
[00:16:15.880 --> 00:16:17.880]  你會很吃驚
[00:16:17.880 --> 00:16:20.760]  我本身也不錯
[00:16:20.760 --> 00:16:22.040]  我本質也不錯
[00:16:22.040 --> 00:16:27.320]  為何突然間會有這麼邪惡的意念呢?
[00:16:27.320 --> 00:16:32.680]  原來每一個人都有一個很黑暗的一面
[00:16:32.680 --> 00:16:37.400]  這個黑暗也可以解釋為懼怕
[00:16:37.400 --> 00:16:40.760]  也可以解釋為找不到出路
[00:16:40.760 --> 00:16:43.400]  耶穌在這裏宣佈
[00:16:43.400 --> 00:16:45.400]  祂是這個世界的光
[00:16:45.400 --> 00:16:50.520]  信祂的人就不需要住在這個黑暗裏面
[00:16:50.520 --> 00:16:52.760]  剛才我們也花了一段時間
[00:16:52.760 --> 00:16:58.200]  為了法國的恐襲而祈禱
[00:16:58.200 --> 00:17:01.880]  為了死難者的家屬和朋友而祈禱
[00:17:01.880 --> 00:17:09.480]  其實在裏面的回教極端分子
[00:17:09.480 --> 00:17:13.320]  他們表現了人性最黑暗的一面
[00:17:13.320 --> 00:17:17.640]  就是為了自己一己所謂的理想
[00:17:17.640 --> 00:17:21.000]  其實這不是理想,是私慾
[00:17:21.000 --> 00:17:26.360]  就是寧願流無辜人的血
[00:17:26.360 --> 00:17:29.320]  耶穌基督在兩千年前說得很清楚
[00:17:29.320 --> 00:17:34.680]  祂說:當我們的眼睛被蒙蔽的時候
[00:17:34.680 --> 00:17:39.400]  我們裏面的黑暗變得非常之可怕
[00:17:39.400 --> 00:17:42.280]  我們聽一聽耶穌的說話
[00:17:42.280 --> 00:17:46.280]  在《馬達福音》第六章二十二節至二十三節
[00:17:46.280 --> 00:17:47.880]  耶穌這樣說:
[00:17:47.880 --> 00:17:51.240]  你們的眼睛若是瞭亮的時候
[00:17:51.240 --> 00:17:53.480]  全身就光明
[00:17:53.480 --> 00:17:56.040]  你的眼睛若昏花
[00:17:56.040 --> 00:17:58.520]  全身就黑暗
[00:17:58.520 --> 00:18:02.840]  你裏頭的光若黑暗了
[00:18:02.840 --> 00:18:06.840]  那黑暗是何等大呢?
[00:18:06.840 --> 00:18:10.520]  耶穌在兩千年前說到真理
[00:18:10.520 --> 00:18:16.600]  如果我們不處理我們人性裏面的黑暗面的時候
[00:18:16.600 --> 00:18:22.920]  當我們的眼睛看不到真理的時候
[00:18:22.920 --> 00:18:28.280]  我們裏面的黑暗是何等的大呢?
[00:18:28.280 --> 00:18:29.880]  剛才說了
[00:18:29.880 --> 00:18:33.720]  有時候突然間這些怒氣會出現
[00:18:33.720 --> 00:18:37.080]  會想一想那個人死了就好了
[00:18:37.080 --> 00:18:43.240]  有時候會發覺原來我也是會妒忌的人
[00:18:43.240 --> 00:18:45.160]  別人比我好
[00:18:45.160 --> 00:18:48.520]  我就去妒忌
[00:18:48.520 --> 00:18:50.520]  不久之前
[00:18:50.520 --> 00:18:54.920]  中國大陸有一個復旦大學的學生
[00:18:54.920 --> 00:18:57.320]  因為妒忌他同房同學
[00:18:57.320 --> 00:18:59.480]  比他的成績好
[00:18:59.480 --> 00:19:03.640]  就在同學的食物裏下毒
[00:19:03.640 --> 00:19:05.800]  毒死了同學
[00:19:05.800 --> 00:19:07.880]  大學的學生
[00:19:07.880 --> 00:19:12.760]  只不過是他的學業比他好
[00:19:12.760 --> 00:19:19.240]  原來一個人不處理生命的黑暗面的時候
[00:19:19.240 --> 00:19:21.080]  很可怕
[00:19:21.080 --> 00:19:22.120]  驕傲
[00:19:22.120 --> 00:19:24.440]  原來我們也會驕傲
[00:19:24.440 --> 00:19:26.600]  我比別人好
[00:19:26.600 --> 00:19:28.360]  我比我的老闆好
[00:19:28.360 --> 00:19:29.720]  我比我的手下好
[00:19:29.720 --> 00:19:31.160]  我比我周圍的人好
[00:19:31.160 --> 00:19:33.880]  我比我的同事聰明
[00:19:33.880 --> 00:19:35.880]  有很多的驕傲在裏面
[00:19:35.880 --> 00:19:38.600]  原來我們是會有驕傲的
[00:19:38.600 --> 00:19:40.280]  還有邪情私慾
[00:19:40.280 --> 00:19:41.960]  你也聽過很多
[00:19:41.960 --> 00:19:44.360]  現在中國大陸有很多的貪官
[00:19:44.360 --> 00:19:46.680]  一查出來
[00:19:46.680 --> 00:19:49.560]  情婦不是一兩個
[00:19:49.560 --> 00:19:52.760]  是十幾個
[00:19:52.760 --> 00:19:53.720]  很誇張
[00:19:53.720 --> 00:19:55.320]  邪情私慾
[00:19:55.320 --> 00:20:00.440]  原來我們不處理心裏面的黑暗的時候
[00:20:00.440 --> 00:20:02.760]  我們就很可怕
[00:20:02.760 --> 00:20:06.520]  所以主耶穌就告訴我們
[00:20:06.520 --> 00:20:10.360]  祂就是這個世界的光
[00:20:10.360 --> 00:20:12.040]  如果我們熟悉的眼睛
[00:20:12.040 --> 00:20:14.440]  我們看見這個真理
[00:20:14.440 --> 00:20:16.120]  接受了這個真理的時候
[00:20:16.120 --> 00:20:20.840]  就能夠處理我們裏面的罪的問題
[00:20:20.840 --> 00:20:22.120]  保羅講得很清楚
[00:20:22.120 --> 00:20:24.600]  在《羅馬書》三章二十三節
[00:20:24.600 --> 00:20:27.800]  因為人人都犯了罪
[00:20:27.800 --> 00:20:31.560]  規缺了上帝的榮耀
[00:20:31.560 --> 00:20:35.080]  原來我們最大的問題就是罪的問題
[00:20:35.080 --> 00:20:37.720]  虧損了上帝的完美
[00:20:37.720 --> 00:20:41.800]  破壞了上帝創造我們原來的那種美意
[00:20:41.800 --> 00:20:45.400]  令到上帝傷心和難過
[00:20:45.400 --> 00:20:47.880]  其實你有留意的時候
[00:20:47.880 --> 00:20:52.680]  在現今很多的講壇的講道
[00:20:52.680 --> 00:20:55.000]  只是講神的愛和恩典
[00:20:55.000 --> 00:20:59.960]  甚少提及認罪和悔改
[00:20:59.960 --> 00:21:05.720]  以致我們心裏得不到真正的釋放和自由
