
[00:00:00.000 --> 00:00:06.220]  在1991年 老布殊總統宣佈New World Order
[00:03:12.240 --> 00:03:14.800]  結果仍然都是世界不公平的
[00:03:14.800 --> 00:03:17.720]  富國就更加富 窮國就更加窮
[00:03:17.720 --> 00:03:20.760]  更大問題就是引起了全球的衝突
[00:03:20.760 --> 00:03:23.160]  就是class of globalization
[00:03:23.160 --> 00:03:25.560]  class of civilization
[00:03:25.560 --> 00:03:29.320]  當時亨廷頓預言有文明衝突
[00:03:29.320 --> 00:03:33.600]  就說因為未來的衝突不是共產主義和資本主義
[00:03:33.600 --> 00:03:34.360]  而是文明
[00:03:34.360 --> 00:03:36.640]  例如伊斯蘭教和西方的衝突
[00:03:36.640 --> 00:03:40.280]  和中國的儒家思想和西方的衝突
[00:03:40.280 --> 00:03:45.760]  不幸而言中 亨廷頓當時的預測是對的
[00:03:45.760 --> 00:03:48.200]  很快就和伊斯蘭教衝突
[00:03:48.200 --> 00:03:50.880]  和中國到現在 因為中國很溫和的
[00:03:50.880 --> 00:03:53.560]  逼一逼才逼到現在才是貿易衝突
[00:03:53.560 --> 00:03:55.440]  不至於戰爭的衝突
[00:03:55.440 --> 00:03:58.600]  但是和伊斯蘭教已經進入了戰鬥性的衝突
[00:03:58.600 --> 00:04:00.680]  就是恐怖主義的出現等等
[00:04:00.680 --> 00:04:05.760]  有些專家Stanley Hoffman指出
[00:04:05.760 --> 00:04:08.720]  是一個class of civilization
[00:04:08.720 --> 00:04:12.800]  就是全球恐怖主義都是全球這樣走
[00:04:12.800 --> 00:04:17.000]  造成了今日世界很多亂局的根源
[00:04:17.000 --> 00:04:20.600]  除了這種國際大事的衝突之外
[00:04:20.600 --> 00:04:26.040]  今日全球的問題就是一種新興的後現代文化
[00:04:26.040 --> 00:04:28.840]  造成世界的一種更大問題
[00:04:28.840 --> 00:04:32.320]  就是將道德和宗教摧毀
[00:04:32.320 --> 00:04:35.320]  你看這些後現代的畫
[00:04:35.320 --> 00:04:36.480]  這幅你不知道畫什麼
[00:04:36.480 --> 00:04:40.640]  其實是一個骷髏頭畫一些內臟給你看
[00:04:40.640 --> 00:04:44.480]  下面有一個奇特世界 好像外星的世界
[00:04:44.480 --> 00:04:50.640]  這幅就是一個古典的西方的希臘雕塑
[00:04:50.640 --> 00:04:54.840]  卻是埋葬在一個很硬的世界裏面
[00:04:54.840 --> 00:04:58.280]  這些都是後現代一些很特別的表達
[00:04:58.280 --> 00:05:01.800]  什麼叫後現代 Postmodern
[00:05:01.800 --> 00:05:04.680]  這個名詞經常用 但大家不太知道說什麼
[00:05:04.680 --> 00:05:06.240]  因為那些書不會看得明白
[00:05:06.240 --> 00:05:10.240]  因為那些書寫得很後現代 寫得很不清楚
[00:05:10.240 --> 00:05:16.360]  在80年代有個叫Leotard 他是法國思想家
[00:05:16.360 --> 00:05:19.480]  他寫了一本書叫Postmodern Condition
[00:05:19.480 --> 00:05:22.360]  他說其實文化都是靠人講一些東西
[00:05:22.360 --> 00:05:25.480]  即是傳說的東西出來
[00:05:25.480 --> 00:05:26.920]  但什麼叫現代呢
[00:05:26.920 --> 00:05:30.840]  現代就是認為所有的傳說後面有一個標準
[00:05:30.840 --> 00:05:32.680]  就是科學是最高標準
[00:05:32.680 --> 00:05:34.360]  那個叫Matter Narrative
[00:05:34.360 --> 00:05:37.440]  即是所有講的東西有一個最後的判準
[00:05:37.440 --> 00:05:40.880]  就是科學 這個叫現代 即是科學的標準
[00:05:40.880 --> 00:05:44.680]  但到現在變成後現代 即是科學都不是標準了
[00:05:44.680 --> 00:05:46.760]  因為個個都叫語言遊戲
[00:05:46.760 --> 00:05:48.960]  即是Language Game 你一套我一套
[00:05:48.960 --> 00:05:53.280]  科學都只是一套 不能再作為標準
[00:05:53.280 --> 00:05:57.880]  所以在這一套的講法下 到後現代就沒有標準了
[00:05:57.880 --> 00:06:01.320]  沒有真理標準 人亦沒有共同本性
[00:06:01.320 --> 00:06:05.000]  他認為人都沒有辦法有共識 沒有辦法溝通
[00:06:05.000 --> 00:06:08.080]  一切都是你有你講 我有我說的
[00:06:08.080 --> 00:06:12.520]  所以他說這個其實形成了一種互相平衡
[00:06:12.520 --> 00:06:13.840]  你有你 我有我
[00:06:13.840 --> 00:06:17.640]  我就叫它Egoism 其實是一種自我中心主義
[00:06:17.640 --> 00:06:19.600]  即是大家都有自己的看法
[00:06:19.600 --> 00:06:23.560]  又各不相讓 又不需調洩 又不需和諧
[00:06:23.560 --> 00:06:25.560]  又不需有共識
[00:06:25.560 --> 00:06:27.960]  所以世界有共識是很難的
[00:06:27.960 --> 00:06:32.640]  這麼難得肥仔金和Dino Trump可以突然間有和平
[00:06:32.640 --> 00:06:36.400]  是一個很奇特的事情 舊時應該是很難有共識的
[00:06:36.400 --> 00:06:38.520]  即是人是很難有共識
[00:06:38.520 --> 00:06:42.160]  唯有利益當頭才大家有些合作
[00:06:42.160 --> 00:06:48.240]  好了 接著就是另外一個觀點叫Deconstruction
[00:06:48.240 --> 00:06:49.920]  解構主義
[00:06:49.920 --> 00:06:51.560]  Deconstruction這個名詞
[00:06:51.560 --> 00:06:54.520]  所以後現代就是Derrida 都是法國人
[00:06:54.520 --> 00:06:56.120]  法國人最浪漫的
[00:06:56.120 --> 00:06:59.640]  他示威都穿著一件黃背心
[00:06:59.640 --> 00:07:02.120]  可能噴了香水去示威
[00:07:02.120 --> 00:07:06.840]  這個Derrida有時譯他做打你就打
[00:07:06.840 --> 00:07:09.600]  有一個德國思想家叫Gadamer
[00:07:09.600 --> 00:07:12.000]  我譯他做加大碼
[00:07:12.000 --> 00:07:15.960]  同期法國思想家叫Derrida 打你就打
[00:07:15.960 --> 00:07:19.400]  很久之前有一個19歲的哲學家叫Kierkegaard
[00:07:19.400 --> 00:07:22.400]  我譯他做嘰嘰噶噶
[00:07:22.400 --> 00:07:26.200]  這個打你就打 他就提出Deconstruction
[00:07:26.200 --> 00:07:27.640]  所謂解構
[00:07:27.640 --> 00:07:29.440]  這叫解構是很深的東西
[00:07:29.440 --> 00:07:32.000]  因為他有一本書寫一寫 突然間沒有寫下去
[00:07:32.000 --> 00:07:33.920]  這些就叫解構
[00:07:33.920 --> 00:07:35.760]  因為他有一本書沒有寫完
[00:07:35.760 --> 00:07:37.000]  寫一寫 突然間沒有了
[00:07:37.000 --> 00:07:38.760]  是不是印漏了
[00:07:38.760 --> 00:07:40.000]  不是 他故意是這樣
[00:07:40.000 --> 00:07:41.840]  這樣叫解構
[00:07:41.840 --> 00:07:43.200]  解除結構
[00:07:43.200 --> 00:07:46.160]  這間屋你猜是不是地震形成的
[00:07:46.160 --> 00:07:48.120]  不是 他故意建成這樣
[00:07:48.120 --> 00:07:49.880]  這些叫Deconstruction
[00:07:49.880 --> 00:07:51.840]  建得好像倒下來一樣
[00:07:51.840 --> 00:07:54.800]  這間就是無端端摺了一張紙
[00:07:54.800 --> 00:07:59.400]  這些也是Deconstruction的一種表達
[00:07:59.400 --> 00:08:02.040]  這些就是很反叛性的思想
[00:08:02.040 --> 00:08:03.680]  所以Deconstruction說什麼呢
[00:08:03.680 --> 00:08:07.760]  其實這樣說 他的東西是很深的
[00:08:07.760 --> 00:08:08.600]  也不是很明白的
[00:08:08.600 --> 00:08:10.320]  我舉個例子你就明白
[00:08:10.320 --> 00:08:14.600]  你看周星馳的電影 那些就叫做解構
[00:08:14.600 --> 00:08:16.200]  周星馳就是無厘頭
[00:08:16.200 --> 00:08:18.600]  無厘頭就是原本很嚴肅
[00:08:18.600 --> 00:08:20.920]  是這樣讓你說一說 之後就不是
[00:08:20.920 --> 00:08:23.840]  就搞亂了 這樣就叫周星馳電影
[00:08:23.840 --> 00:08:25.960]  叫做無厘頭
[00:08:25.960 --> 00:08:27.800]  譬如說少林的功夫
[00:08:27.800 --> 00:08:30.040]  本來是一種最嚴肅的學問
[00:08:30.040 --> 00:08:31.440]  是一種功夫
[00:08:31.440 --> 00:08:34.920]  但是去到周星馳那裡拿來踢足球的
[00:08:34.920 --> 00:08:36.520]  用少林武功踢足球
[00:08:36.520 --> 00:08:38.280]  這些就是解構
[00:08:38.280 --> 00:08:39.840]  中間又有一段
[00:08:39.840 --> 00:08:43.160]  就是其中一個周星馳有班人跟他
[00:08:43.160 --> 00:08:45.160]  就是個個傻傻的樣子那些
[00:08:45.160 --> 00:08:49.480]  有一個打決賽前
[00:08:49.480 --> 00:08:51.720]  預備決賽了 決戰了
[00:08:51.720 --> 00:08:54.720]  打個電話給一個女孩子叫阿珍
[00:08:54.720 --> 00:09:00.520]  阿珍 其實現在我就快決戰了 決賽了
[00:09:00.520 --> 00:09:05.600]  其實十幾年來我心裡經常有句話不敢跟你說
[00:09:05.600 --> 00:09:08.320]  其實我已經愛上了你了
[00:09:08.320 --> 00:09:09.600]  哇 這樣就很浪漫了
[00:09:09.600 --> 00:09:10.840]  很多電影都是這樣的
[00:09:10.840 --> 00:09:13.320]  誰知道那邊原來是男人聲
[00:09:13.320 --> 00:09:17.560]  喂 誰找阿珍啊 她是我老婆來的
[00:09:17.560 --> 00:09:20.960]  這些就叫做解構
[00:09:20.960 --> 00:09:23.800]  還有一個解構就是有出電影
[00:09:23.800 --> 00:09:26.040]  說Rambo 西片說Rambo
[00:09:26.040 --> 00:09:29.440]  大隻佬在藍寶拿著機關彈彈彈彈彈
[00:09:29.440 --> 00:09:31.480]  他整個笑的Rambo
[00:09:31.480 --> 00:09:32.800]  就是無厘頭的
[00:09:32.800 --> 00:09:35.280]  Rambo整天扯著箭 扯著箭
[00:09:35.280 --> 00:09:38.520]  射死那些拿槍的人
[00:09:38.520 --> 00:09:41.520]  那齣戲就是兩個拿槍的壞人
[00:09:41.520 --> 00:09:43.480]  一直在森林走過來
[00:09:43.480 --> 00:09:46.320]  Rambo扯著箭 扯著箭
[00:09:46.320 --> 00:09:46.960]  射死一個
[00:09:46.960 --> 00:09:48.120]  另一個 啊 哪裡
[00:09:48.120 --> 00:09:49.960]  拿槍預備射過來
[00:09:49.960 --> 00:09:52.480]  他再拿 咦 沒箭了
[00:09:52.480 --> 00:09:54.320]  糟了 沒了箭怎麼辦呢
[00:09:54.320 --> 00:09:56.280]  咦 地上有隻雞
[00:09:56.280 --> 00:09:58.760]  馬上將雞從雞腳那裡撐起
[00:09:58.760 --> 00:10:01.200]  雞還夾著雞頭拉牆
[00:10:01.200 --> 00:10:04.120]  現在電影就可以拉牆了
[00:10:04.120 --> 00:10:06.440]  拉牆變成箭箭唰那隻雞
[00:10:06.440 --> 00:10:07.840]  然後拍到雞腳在下一鏡
[00:10:07.840 --> 00:10:10.360]  啊 那個尖嘴就插那裡
[00:10:10.360 --> 00:10:13.200]  那隻雞就插死了另外一個人
[00:10:13.200 --> 00:10:15.680]  這些就叫做解構
[00:10:15.680 --> 00:10:19.120]  還有就是這些電影裡面很緊張的就是
[00:10:19.120 --> 00:10:22.720]  壞人一看到他就一刀插過去
[00:10:22.720 --> 00:10:25.400]  抓住他 左手按住他右手
[00:10:25.400 --> 00:10:27.880]  接著右手就去找有沒有武器
[00:10:27.880 --> 00:10:30.720]  摸一摸 咦 摸一摸 先插回去
[00:10:30.720 --> 00:10:32.720]  誰知道他摸錯了一隻蕉
[00:10:32.720 --> 00:10:34.240]  一插蕉就插過去
[00:10:34.240 --> 00:10:36.320]  右手抓住他 啊 正在弄
[00:10:36.320 --> 00:10:39.520]  咦 蕉來的 啪 吃了他
[00:10:39.520 --> 00:10:42.960]  這些就是無厘頭的笑戲
[00:10:42.960 --> 00:10:45.360]  這種的解構就是說
[00:10:45.360 --> 00:10:48.120]  將原本有的東西解除
[00:10:48.120 --> 00:10:50.760]  因為語言是有結構的
[00:10:50.760 --> 00:10:52.760]  這個達利·達勒指出
[00:10:52.760 --> 00:10:55.640]  語言不能夠反映外在的世界
[00:10:55.640 --> 00:10:58.560]  語言是一些虛幻的東西
[00:10:58.560 --> 00:10:59.880]  但是它都有一個結構
[00:10:59.880 --> 00:11:01.520]  那些叫做結構主義
[00:11:01.520 --> 00:11:03.440]  它那個結構都沒有了
[00:11:03.440 --> 00:11:05.520]  那就叫做Deconstruction
[00:11:05.520 --> 00:11:08.920]  這些就是所謂後現代的思想
[00:11:08.920 --> 00:11:11.000]  其實後現代思想的特徵
[00:11:11.000 --> 00:11:13.640]  就是一種極端的自由主義
[00:11:13.640 --> 00:11:15.960]  變成自我中心
[00:11:15.960 --> 00:11:18.880]  就是20世紀70年代
[00:11:18.880 --> 00:11:21.560]  美國就開始反戰運動
[00:11:21.560 --> 00:11:24.120]  就將美國立國的基督教精神
[00:11:24.120 --> 00:11:25.960]  是逐步摧毀的
[00:11:25.960 --> 00:11:28.240]  因為美國是由清教徒精神建立
[00:11:28.240 --> 00:11:32.360]  他是很有道德又很重視那種的
[00:11:32.360 --> 00:11:35.280]  就是有良知 要幫助窮人
[00:11:35.280 --> 00:11:37.720]  做生意不可以騙人
[00:11:37.720 --> 00:11:39.520]  資本主義能夠發展得好
[00:11:39.520 --> 00:11:41.520]  不是貪婪和騙人的
[00:11:41.520 --> 00:11:43.040]  就是靠清教徒精神
[00:11:43.040 --> 00:11:45.560]  就是靠基督教那個的道德
[00:11:45.560 --> 00:11:48.920]  讓人做生意是持守道德的
[00:11:48.920 --> 00:11:52.280]  不欺騙和不貪婪
[00:11:52.280 --> 00:11:53.920]  賺了錢要捐
[00:11:53.920 --> 00:11:56.400]  這個就是秦道衛理當時
[00:11:56.400 --> 00:11:59.000]  John Wesley都特別講到
[00:11:59.000 --> 00:12:01.400]  清教徒是拼命賺錢的
[00:12:01.400 --> 00:12:03.600]  因為錢是神聖的 上帝給你的
[00:12:03.600 --> 00:12:05.880]  不過要拼命捐錢
[00:12:05.880 --> 00:12:07.680]  拼命省錢
[00:12:07.680 --> 00:12:10.440]  這個就是清教徒的資本主義特質
[00:12:10.440 --> 00:12:13.840]  當時美國和西方都是很成功的
[00:12:13.840 --> 00:12:17.000]  70年代之後就不再講這些了
[00:12:17.000 --> 00:12:18.880]  就轉做自由主義
[00:12:18.880 --> 00:12:21.320]  現在開始自由主義都是一個
[00:12:21.320 --> 00:12:22.560]  很主流性的思想
[00:12:22.560 --> 00:12:25.160]  教育教育我們弟弟是這樣的
[00:12:25.160 --> 00:12:26.560]  自由主義就是說
[00:12:26.560 --> 00:12:28.840]  基本上是虛無主義 相對主義
[00:12:28.840 --> 00:12:31.200]  就是不信任普遍的真理
[00:12:31.200 --> 00:12:34.960]  清教徒精神和基督教原本是信任真理的
[00:12:34.960 --> 00:12:37.720]  但慢慢地現在我們的子女受教育
[00:12:37.720 --> 00:12:39.520]  不准信真理的了
[00:12:39.520 --> 00:12:41.520]  他經常說你喜歡怎麼看就怎麼看
[00:12:41.520 --> 00:12:43.920]  不要被人強迫 包括你父母
[00:12:43.920 --> 00:12:45.720]  強迫他才給你
[00:12:45.720 --> 00:12:47.320]  所以我們帶子女來說
[00:12:47.320 --> 00:12:50.160]  為後一代好 來到之後才知死
[00:12:50.160 --> 00:12:51.480]  來到之後他大一點的時候
[00:12:51.480 --> 00:12:53.880]  他說你不准理我 父母不准理我
[00:12:53.880 --> 00:12:56.800]  那你很多話跟他說 他很煩的
[00:12:56.800 --> 00:12:59.280]  因為學校這樣教他
[00:12:59.280 --> 00:13:01.120]  如果你加拿大中第一的學校
[00:13:01.120 --> 00:13:03.600]  就說吃大麻都很正常
[00:13:03.600 --> 00:13:06.560]  那你真是做父母 不知道怎麼辦
[00:13:06.560 --> 00:13:08.320]  唯有帶他去教會
[00:13:08.320 --> 00:13:09.360]  但不只要帶他去教會
[00:13:09.360 --> 00:13:11.560]  你也要懂得跟他說解釋
[00:13:11.560 --> 00:13:13.880]  為什麼我認為人有人性 宇宙有真理
[00:13:13.880 --> 00:13:15.200]  這是很重要的
[00:13:15.200 --> 00:13:18.400]  我花了很多時間把我的子女教到
[00:13:18.400 --> 00:13:20.440]  真的信了主 很高興
[00:13:20.440 --> 00:13:24.360]  女信主就馬上完全委心於神
[00:13:24.360 --> 00:13:26.480]  嫁過牧師 我才安心
[00:13:26.480 --> 00:13:28.200]  因為很多男生追求她
[00:13:28.200 --> 00:13:29.800]  個個都很難看
[00:13:29.800 --> 00:13:33.160]  不是不英俊 不過很噁心
[00:13:33.160 --> 00:13:37.120]  氣氛不是很善良的男生
[00:13:37.120 --> 00:13:40.200]  終於她選我做牧師 我才安心
[00:13:40.200 --> 00:13:41.800]  她獻心給神
[00:13:41.800 --> 00:13:43.800]  我兒子一開始也說我相信
[00:13:43.800 --> 00:13:46.920]  但最少得救就夠了 不要搞那麼多
[00:13:46.920 --> 00:13:49.960]  很久才帶他去聽這個報道
[00:13:49.960 --> 00:13:54.840]  這個培靈 弄一弄他才委心多些給神
[00:13:54.840 --> 00:13:57.240]  因為這邊的教育是這樣
[00:13:57.240 --> 00:13:59.120]  他已經說我又不吸大麻
[00:13:59.120 --> 00:14:00.240]  我又不去那些派對
[00:14:00.240 --> 00:14:02.760]  我又很乖 還想怎樣
[00:14:02.760 --> 00:14:04.480]  我們口袋有問題
[00:14:04.480 --> 00:14:09.040]  就是因為教育教他是虛無主義和相對主義
[00:14:09.040 --> 00:14:13.320]  否定人性 家庭 人倫等等
[00:14:13.320 --> 00:14:17.160]  認為自由凌駕於所有價值之上
[00:14:17.160 --> 00:14:21.920]  所以自我的判斷 自我人權是高過其他的道理
[00:14:21.920 --> 00:14:25.200]  這個就是我們今天在西方社會的一個很大問題
[00:14:25.200 --> 00:14:26.680]  後現代主義
[00:14:26.680 --> 00:14:30.280]  由後現代主義變成一種狂歡的文化
[00:14:30.280 --> 00:14:34.840]  所以狂歡文化就是十九世紀尼采
[00:14:34.840 --> 00:14:38.680]  否定西方過去理性的思想
[00:14:38.680 --> 00:14:41.560]  想建立一個沒有真理的世界
[00:14:41.560 --> 00:14:47.840]  他提出希臘有個神是酒神Dionysus
[00:14:47.840 --> 00:14:50.360]  這個酒神是屬於狂歡
[00:14:50.360 --> 00:14:55.000]  形成在森林裡喝醉酒跳舞和很多人縱慾
[00:14:55.000 --> 00:15:00.520]  他就說西方文化一個是酒神所代表的放縱
[00:15:00.520 --> 00:15:04.840]  一個是阿波羅所代表的理性和秩序
[00:15:04.840 --> 00:15:09.160]  但後現代慢慢就變成酒神的文化
[00:15:09.160 --> 00:15:11.520]  就是放縱的喜歡怎樣就怎樣
[00:15:11.520 --> 00:15:15.440]  多元是散開的並存 但沒有共識的
[00:15:15.440 --> 00:15:17.920]  各自並行 互不相干
[00:15:17.920 --> 00:15:21.720]  這個就形成現在這個時代的文化
[00:15:21.720 --> 00:15:27.520]  看著它一直發展 慢慢由次文化變成主流
[00:15:27.520 --> 00:15:30.560]  我們看到是令人很擔心的
[00:15:30.560 --> 00:15:34.120]  研究後現代大眾文化學者John Docher
[00:15:34.120 --> 00:15:37.720]  他說後現代文化是一種狂歡的文化模式
[00:15:37.720 --> 00:15:40.720]  就是中世紀也有狂歡文化
[00:15:40.720 --> 00:15:43.720]  不過是大齋節之前那晚狂歡
[00:15:43.720 --> 00:15:47.040]  戴些面具亂來一輪 不道德一輪
[00:15:47.040 --> 00:15:49.360]  接著大齋節就很道德了
[00:15:49.360 --> 00:15:53.080]  但現在沒有了大齋節那種很道德的
[00:15:53.080 --> 00:15:57.120]  持守思想 要反省自己
[00:15:57.120 --> 00:15:59.600]  全部變成狂歡文化
[00:15:59.600 --> 00:16:03.680]  狂歡文化是指最深於顛覆的活動
[00:16:03.680 --> 00:16:05.040]  顛覆是很開心的
[00:16:05.040 --> 00:16:08.640]  即是你喜歡婚姻一男一女 我故意不是
[00:16:08.640 --> 00:16:10.360]  那就顛覆你
[00:16:10.360 --> 00:16:12.480]  你喜歡男人就是男人 女人就是女人
[00:16:12.480 --> 00:16:15.360]  現在不是 男人去變女人 女人去變男人
[00:16:15.360 --> 00:16:18.280]  你說男人才入男廁 女人入女廁嗎
[00:16:18.280 --> 00:16:19.880]  不是 男人可以入女廁
[00:16:19.880 --> 00:16:22.440]  只要他認為她是女人就可以了
[00:16:22.440 --> 00:16:25.600]  你覺得我們這代人覺得很荒謬
[00:16:25.600 --> 00:16:28.080]  這樣也行 她說真的這樣也行
[00:16:28.080 --> 00:16:32.320]  在美國曾經有個女人在Club 會所裏面
[00:16:32.320 --> 00:16:34.520]  她洗澡的時候有個男人進來又洗澡
[00:16:34.520 --> 00:16:37.200]  嚇到她死 出去就告發這件事
[00:16:37.200 --> 00:16:39.920]  說這個人是犯規犯法
[00:16:39.920 --> 00:16:42.120]  誰知不是 最後是她犯規
[00:16:42.120 --> 00:16:43.960]  因為她歧視這個男人
[00:16:43.960 --> 00:16:46.080]  其實這個不是男人 她好像男人那樣
[00:16:46.080 --> 00:16:48.560]  不過她認為她是女人 她就是女人
[00:16:48.560 --> 00:16:51.680]  她可以入女人的地方洗澡 你說怕不怕
[00:16:51.680 --> 00:16:55.400]  所以開始有些混淆了所有東西
[00:16:55.400 --> 00:16:56.920]  這個就是顛覆
[00:16:56.920 --> 00:16:59.120]  顛覆的時候他們有很多遊行
[00:16:59.120 --> 00:17:01.440]  狂歡的派對 萬聖節遊行
[00:17:01.440 --> 00:17:03.480]  就是聖肉聖誕遊行
[00:17:03.480 --> 00:17:06.000]  個個又戴著面具 奇裝異服
[00:17:06.000 --> 00:17:07.560]  或者裸露身體
[00:17:07.560 --> 00:17:11.880]  通過放縱 氣鬧 縱慾 街頭劇去表達
[00:17:11.880 --> 00:17:13.800]  顛覆性
[00:17:13.800 --> 00:17:18.480]  然後用寬容的名去反道德和文明
[00:17:18.480 --> 00:17:19.960]  什麼叫寬容
[00:17:19.960 --> 00:17:23.320]  所以聖肉的大遊行 大麻的狂歡派對
[00:17:23.320 --> 00:17:25.000]  政治上模糊癡紅
[00:17:25.000 --> 00:17:28.160]  反正統婚姻 放寬色情管制等等
[00:17:28.160 --> 00:17:32.280]  核心就是以寬容之名去反道德與文明
[00:17:32.280 --> 00:17:36.200]  結果形成沉重的社會代價
[00:17:36.200 --> 00:17:39.240]  但是二十世紀結尾已經很嚴重
[00:17:39.240 --> 00:17:44.080]  因為1960年代就放寬了色情管制
[00:17:44.080 --> 00:17:46.360]  同性戀非刑事化等等
[00:17:46.360 --> 00:17:48.240]  就是很寬鬆的一件事
[00:17:48.240 --> 00:17:50.240]  寬鬆之後到九十年代
[00:17:50.240 --> 00:17:51.760]  二十世紀結尾
[00:17:51.760 --> 00:17:54.920]  暴力罪案增加了560%
[00:17:54.920 --> 00:17:57.280]  私生子多了400%
[00:17:57.280 --> 00:17:59.040]  離婚率增加四倍
[00:17:59.040 --> 00:18:01.920]  青少年自殺率增加兩倍
[00:18:01.920 --> 00:18:06.520]  而這個期間人口增幅不過41%
[00:18:06.520 --> 00:18:10.120]  由此可見社會拆散了道德價值
[00:18:10.120 --> 00:18:12.280]  自由高於道德之後
[00:18:12.280 --> 00:18:14.720]  就形成很沉重的代價
[00:18:14.720 --> 00:18:16.680]  這就是我們這個年代全球
[00:18:16.680 --> 00:18:19.760]  這個文化是推向全球的
[00:18:19.760 --> 00:18:25.200]  香港開始都要推動同性戀的問題
[00:18:25.200 --> 00:18:26.640]  不過香港還守住
[00:18:26.640 --> 00:18:28.320]  台灣已經攻破了
[00:18:28.320 --> 00:18:30.920]  攻破之後後來又投票守住
[00:18:30.920 --> 00:18:32.760]  這是華人的社會
[00:18:32.760 --> 00:18:37.880]  但是你看這些攻防戰西方已經贏了
[00:18:37.880 --> 00:18:41.600]  現在要打到亞洲、非洲全部都要跟它
[00:18:41.600 --> 00:18:43.200]  想打入伊斯蘭的世界
[00:18:43.200 --> 00:18:47.000]  伊斯蘭世界沒有黨唯有用恐怖主義
[00:18:47.000 --> 00:18:49.560]  這個西方的套徑傳向全世界
[00:18:49.560 --> 00:18:51.360]  就是一個危機
[00:18:51.360 --> 00:18:53.680]  這個就是全球
[00:18:53.680 --> 00:18:56.560]  除了剛才說全球化的經濟問題
[00:18:56.560 --> 00:18:57.240]  政治問題
[00:18:57.240 --> 00:18:59.960]  還有就是這種文化正在
[00:18:59.960 --> 00:19:03.240]  扮演向全世界自我終身文化
