
[00:00:00.000 --> 00:00:04.440]  列王紀合一王朝系列的第八章
[00:03:16.680 --> 00:03:19.360]  神和阿不拉罕所立的約
[00:03:19.360 --> 00:03:23.000]  就給了應許之地給以色列人
[00:03:23.000 --> 00:03:25.640]  這個應許之地是無條件的
[00:03:25.640 --> 00:03:28.400]  不是說以色列人做得不好
[00:03:28.400 --> 00:03:31.200]  他們就不能夠得到這個應許之地
[00:03:31.200 --> 00:03:33.760]  是無條件給以色列人
[00:03:33.760 --> 00:03:38.200]  但是在這個應許之地上的祝福
[00:03:38.200 --> 00:03:41.720]  是和以色列人的行為息息相關
[00:03:41.720 --> 00:03:44.200]  當他們毀約的時候
[00:03:44.200 --> 00:03:45.360]  神會管教
[00:03:45.360 --> 00:03:47.240]  但當他們服從的時候
[00:03:47.240 --> 00:03:49.280]  神就會祝福他們
[00:03:49.280 --> 00:03:52.520]  而其中一個最嚴重的詛咒
[00:03:52.520 --> 00:03:54.960]  最嚴重的管教
[00:03:54.960 --> 00:03:56.760]  就是旱災
[00:03:56.760 --> 00:03:59.240]  天閉塞不下雨
[00:03:59.240 --> 00:04:02.720]  為什麼這麼多天然的災難
[00:04:02.720 --> 00:04:04.360]  我們稍後會見到
[00:04:04.360 --> 00:04:06.320]  在經文最中心的地方
[00:04:06.320 --> 00:04:08.160]  是所有天然的災難
[00:04:08.160 --> 00:04:09.920]  為什麼現在又會神
[00:04:09.920 --> 00:04:12.160]  突然間拿出旱災
[00:04:12.160 --> 00:04:13.520]  來懲罰以色列人
[00:04:13.520 --> 00:04:15.560]  為什麼這麼重要
[00:04:15.560 --> 00:04:19.720]  因為以色列人是耕種的民族
[00:04:19.720 --> 00:04:22.640]  和中國古代都是一樣
[00:04:22.640 --> 00:04:24.840]  如果你是一個耕種的民族
[00:04:24.840 --> 00:04:28.400]  雨水就非常重要
[00:04:28.400 --> 00:04:30.520]  所以當以色列人馴服
[00:04:30.520 --> 00:04:31.680]  神就給他們
[00:04:31.680 --> 00:04:32.960]  風調雨順
[00:04:32.960 --> 00:04:34.240]  國泰民安
[00:04:34.240 --> 00:04:35.720]  五穀豐收
[00:04:35.720 --> 00:04:37.760]  牛羊眾多
[00:04:37.760 --> 00:04:39.920]  但若果他們不服從
[00:04:39.920 --> 00:04:41.800]  神就給他們旱災
[00:04:41.800 --> 00:04:43.240]  來警告他們
[00:04:43.240 --> 00:04:45.120]  管教他們
[00:04:45.120 --> 00:04:47.120]  列王紀上的十八章
[00:04:47.120 --> 00:04:48.840]  以利亞先知的時候
[00:04:48.840 --> 00:04:50.040]  我們會見到
[00:04:50.040 --> 00:04:51.200]  就是一個例子
[00:04:51.200 --> 00:04:54.000]  神閉塞天不下雨
[00:04:54.000 --> 00:04:57.760]  一共有三年這麼長
[00:04:57.760 --> 00:05:00.520]  左羅門第四個祈求
[00:05:00.520 --> 00:05:02.000]  就是我剛才所說
[00:05:02.000 --> 00:05:04.800]  其他天然的災難
[00:05:04.800 --> 00:05:07.840]  其實神在利美記的二十六章
[00:05:07.840 --> 00:05:09.560]  和生命記的二十八章
[00:05:09.560 --> 00:05:11.240]  都講得很清楚
[00:05:11.240 --> 00:05:14.160]  當以色列人不服從的時候
[00:05:14.160 --> 00:05:16.160]  可能會有饑荒
[00:05:16.160 --> 00:05:17.840]  有枯萎病
[00:05:17.840 --> 00:05:19.480]  有昆蟲入侵
[00:05:19.480 --> 00:05:22.760]  有各種疾病、瘟疫
[00:05:22.760 --> 00:05:25.360]  但當他們服從神
[00:05:25.360 --> 00:05:29.240]  他們能夠避免這一切的災難
[00:05:29.240 --> 00:05:31.360]  左羅門在這裡求神
[00:05:31.360 --> 00:05:34.280]  如果神真的管教以色列人
[00:05:34.280 --> 00:05:36.680]  如果以色列人知錯了
[00:05:36.680 --> 00:05:38.000]  認罪悔改
[00:05:38.000 --> 00:05:39.400]  祂求神憐憫
[00:05:39.400 --> 00:05:41.040]  復興以色列人
[00:05:41.040 --> 00:05:44.480]  讓他們能夠安居樂業
[00:05:44.480 --> 00:05:47.120]  在所羅門的禱告裡
[00:05:47.120 --> 00:05:50.680]  「那片土地」這個字重複出現
[00:05:50.680 --> 00:05:52.640]  那片土地是什麼?
[00:05:52.640 --> 00:05:55.320]  就是「應許之地」
[00:05:55.320 --> 00:06:01.520]  這是以色列人從神繼承的產業之一的一部分
[00:06:01.520 --> 00:06:04.080]  當以色列人開始犯罪
[00:06:04.080 --> 00:06:08.080]  神就降災在這一片土地的上方
[00:06:08.080 --> 00:06:10.600]  如果以色列人再不聽話
[00:06:10.600 --> 00:06:11.840]  執迷不悟
[00:06:11.840 --> 00:06:14.960]  繼續叛逆、忤逆神的時候
[00:06:14.960 --> 00:06:19.080]  神甚至會准許他們的敵人來攻打他們
[00:06:19.080 --> 00:06:22.600]  將他們從這一片土地擄去
[00:06:22.600 --> 00:06:25.000]  我們知道以色列人的歷史
[00:06:25.000 --> 00:06:27.640]  在公元前的722年
[00:06:27.640 --> 00:06:31.880]  神容許亞述人征服北國以色列
[00:06:31.880 --> 00:06:34.720]  將以色列國的人民擄走
[00:06:34.720 --> 00:06:37.240]  在公元前的586年
[00:06:37.240 --> 00:06:40.480]  神再次容許巴比倫人
[00:06:40.480 --> 00:06:43.680]  來征服南國猶大
[00:06:43.680 --> 00:06:45.680]  也將人民擄走
[00:06:45.680 --> 00:06:47.560]  聖殿被毀
[00:06:47.560 --> 00:06:50.920]  耶路撒冷被燒毀
[00:06:50.920 --> 00:06:55.520]  但是就是因為神這樣懲罰以色列人
[00:06:55.520 --> 00:06:59.280]  終於治好了他們拜偶像的病
[00:06:59.280 --> 00:07:01.520]  將他們擄走之後
[00:07:01.520 --> 00:07:05.000]  他們就不再去拜偶像
[00:07:05.000 --> 00:07:07.520]  第五個所羅門的祈求
[00:07:07.520 --> 00:07:10.360]  就是那些不屬神的人民
[00:07:10.360 --> 00:07:11.800]  那些外方人
[00:07:11.800 --> 00:07:13.920]  當他們向神祈求的時候
[00:07:13.920 --> 00:07:15.240]  所羅門求神
[00:07:15.240 --> 00:07:17.320]  垂聽他們的禱告
[00:07:17.320 --> 00:07:21.360]  這些不是以色列人進入迦南地的時候
[00:07:21.360 --> 00:07:23.120]  所征服的敵人
[00:07:23.120 --> 00:07:27.240]  這些是享有律法特權的外方人
[00:07:27.240 --> 00:07:30.280]  他們可能住在以色列人當中
[00:07:30.280 --> 00:07:33.080]  也可能是因為冒神的名
[00:07:33.080 --> 00:07:35.520]  來到聖殿敬拜
[00:07:35.520 --> 00:07:37.560]  來向神禱告
[00:07:37.560 --> 00:07:41.840]  他們也可能是起聖殿其中的外方人
[00:07:41.840 --> 00:07:42.840]  記不記得
[00:07:42.840 --> 00:07:48.440]  所羅門曾經是給很多外方人來起聖殿
[00:07:48.440 --> 00:07:51.600]  其實以色列人是有責任
[00:07:51.600 --> 00:07:55.240]  在這些外方人的面前彰顯神的榮耀
[00:07:55.240 --> 00:07:58.440]  神要他們成為外方人的光
[00:07:58.440 --> 00:08:01.560]  所以所羅門在《樹列王紀》上的八章
[00:08:01.560 --> 00:08:04.160]  四十三節和六十節
[00:08:04.160 --> 00:08:07.400]  所羅門求神垂聽外方人的禱告
[00:08:07.400 --> 00:08:11.240]  祂說:使天下萬民都認識祢的名
[00:08:11.240 --> 00:08:14.760]  敬畏祢像祢的民以色列一樣
[00:08:14.760 --> 00:08:18.400]  又使他們知道我建造的這殿
[00:08:18.400 --> 00:08:21.960]  是稱為祢名下的殿
[00:08:21.960 --> 00:08:23.600]  所羅門可能認為
[00:08:23.600 --> 00:08:26.760]  當這些外方人向神禱告的時候
[00:08:26.760 --> 00:08:29.080]  他們就是邁出了第一步
[00:08:29.080 --> 00:08:33.760]  來信靠神或者是敬拜神
[00:08:33.760 --> 00:08:36.880]  其實早在神父趙亞伯拉罕
[00:08:36.880 --> 00:08:38.760]  離開吾爾的時候
[00:08:38.760 --> 00:08:41.320]  神已經告訴以色列人
[00:08:41.320 --> 00:08:44.400]  你們要成為萬國的祝福
[00:08:44.400 --> 00:08:48.440]  就是在《創世紀》的十二章一至三節
[00:08:48.440 --> 00:08:50.600]  神在外方人的面前
[00:08:50.600 --> 00:08:53.520]  不斷彰顯祂自己的榮耀
[00:08:53.520 --> 00:08:57.560]  記不記得以色列人在埃及的時候
[00:08:57.560 --> 00:09:00.640]  神降下十災給埃及
[00:09:00.640 --> 00:09:04.320]  神最後打開了紅海給以色列人經過
[00:09:04.320 --> 00:09:07.000]  神就在埃及人的面前
[00:09:07.000 --> 00:09:09.240]  讓世人見到祂的大能
[00:09:09.240 --> 00:09:11.800]  見到祂的榮耀
[00:09:11.800 --> 00:09:15.360]  記不記得在《約書亞記》裡面
[00:09:15.360 --> 00:09:19.280]  第二章有一個妓女叫做拉罕
[00:09:19.280 --> 00:09:23.120]  她聽見神在外方人的面前
[00:09:23.120 --> 00:09:25.120]  怎樣彰顯祂的榮耀
[00:09:25.120 --> 00:09:26.280]  她相信了
[00:09:26.280 --> 00:09:29.960]  她願意接受這位以色列人的神
[00:09:29.960 --> 00:09:32.520]  後來神又打開約旦河
[00:09:32.520 --> 00:09:35.680]  讓以色列人經過進入迦南地
[00:09:35.680 --> 00:09:37.880]  神甚至幫助約書亞
[00:09:37.880 --> 00:09:41.240]  戰敗所有迦南地的國家
[00:09:41.240 --> 00:09:43.480]  也在外方人的面前
[00:09:43.480 --> 00:09:45.160]  彰顯祂自己的力量
[00:09:45.160 --> 00:09:47.680]  彰顯祂自己的榮耀
[00:09:47.680 --> 00:09:49.240]  還有大衛
[00:09:49.240 --> 00:09:51.160]  他戰勝哥利亞
[00:09:51.160 --> 00:09:52.960]  哥利亞是甚麼人?
[00:09:52.960 --> 00:09:54.400]  是菲利士人
[00:09:54.400 --> 00:09:55.720]  又是外方人
[00:09:55.720 --> 00:09:59.600]  有沒有見到神不斷在外方人的面前
[00:09:59.600 --> 00:10:01.880]  彰顯祂的榮耀
[00:10:01.880 --> 00:10:06.600]  神叫以色列人要成為萬國的祝福
[00:10:06.600 --> 00:10:09.440]  這個也是給我們的命令
[00:10:09.440 --> 00:10:13.040]  我們都要成為萬國的祝福
[00:10:13.040 --> 00:10:17.280]  就好像詩篇的六十七篇一至二節所說
[00:10:17.280 --> 00:10:19.320]  願神憐憫我們
[00:10:19.320 --> 00:10:20.920]  賜福給我們
[00:10:20.920 --> 00:10:23.200]  用念光照我們
[00:10:23.200 --> 00:10:25.720]  使地上得知祢的道路
[00:10:25.720 --> 00:10:28.680]  萬國得知祢的救恩
[00:10:28.680 --> 00:10:32.440]  我們都要令到萬國得知神的救恩
[00:10:32.440 --> 00:10:33.680]  這是甚麼?
[00:10:33.680 --> 00:10:35.920]  這是大使命
[00:10:35.920 --> 00:10:38.720]  很多人認為
[00:10:38.720 --> 00:10:40.760]  得救了之後就行了
[00:10:40.760 --> 00:10:42.840]  我自己得救了
[00:10:42.840 --> 00:10:44.280]  不是的
[00:10:44.280 --> 00:10:45.680]  如果你自己得救
[00:10:45.680 --> 00:10:49.320]  那就算神隨時可以接走你上天堂
[00:10:49.320 --> 00:10:52.040]  神留我們在這裡祭上做甚麼?
[00:10:52.040 --> 00:10:55.680]  就是要成為萬國的祝福
[00:10:55.680 --> 00:10:59.120]  就是要將這個好消息傳給
[00:10:59.120 --> 00:11:01.120]  未聽過福音的人
[00:11:01.120 --> 00:11:04.520]  要執行大使命
[00:11:04.520 --> 00:11:07.640]  還有第六個所羅門的祈求
[00:11:07.640 --> 00:11:10.080]  就是當以色列人
[00:11:10.080 --> 00:11:12.920]  去與仇敵真戰打敗仗
[00:11:12.920 --> 00:11:15.640]  求神隨聽他們的禱告
[00:11:15.640 --> 00:11:19.840]  我說過七個祈求都是首尾結構
[00:11:19.840 --> 00:11:22.520]  這個其實和上面那個
[00:11:22.520 --> 00:11:24.840]  被敵人打敗的時候
[00:11:24.840 --> 00:11:26.840]  是有一個首尾的呼應
[00:11:26.840 --> 00:11:30.040]  上面說當仇敵來攻打他們
[00:11:30.040 --> 00:11:31.920]  而現在這個經文
[00:11:31.920 --> 00:11:34.800]  當他們去攻打他們的仇敵
[00:11:34.800 --> 00:11:36.840]  有沒有看到是一來一去
[00:11:36.840 --> 00:11:38.600]  首尾呼應
[00:11:38.600 --> 00:11:40.280]  這裡其實是說
[00:11:40.280 --> 00:11:43.240]  當神差派祂的子民去真戰
[00:11:43.240 --> 00:11:46.360]  即是說打一場聖戰的時候
[00:11:46.360 --> 00:11:49.320]  要以色列人靠著神的力量
[00:11:49.320 --> 00:11:52.000]  祂的智慧去得勝
[00:11:52.000 --> 00:11:55.400]  祭司打仗的時候就會吹響號角
[00:11:55.400 --> 00:11:59.400]  甚至會幫助軍隊明白神的旨意
[00:11:59.400 --> 00:12:03.080]  祭司都要鼓勵士兵來信靠神
[00:12:03.080 --> 00:12:05.280]  而在真戰當中
[00:12:05.280 --> 00:12:07.320]  如果士兵打敗仗
[00:12:07.320 --> 00:12:09.440]  或者是有危難的時候
[00:12:09.440 --> 00:12:12.040]  他們也可以向聖殿來禱告
[00:12:12.040 --> 00:12:14.320]  向神來禱告
[00:12:14.320 --> 00:12:20.600]  保羅在新約教我們要穿上全副軍裝
[00:12:20.600 --> 00:12:24.520]  其中禱告是非常重要的武器
[00:12:24.520 --> 00:12:28.720]  在《說耳忽》所書的六章第十八和第十九節
[00:12:28.720 --> 00:12:31.440]  保羅說我們要拿起聖靈的寶劍
[00:12:31.440 --> 00:12:33.280]  就是神的話語
[00:12:33.280 --> 00:12:38.480]  還有靠著聖靈隨時多方祈求
[00:12:38.480 --> 00:12:39.560]  有沒有看到
[00:12:39.560 --> 00:12:44.600]  無論舊約新約禱告都是非常重要的武器
[00:12:44.600 --> 00:12:49.880]  有人說神永遠站在最強大軍隊的那一邊
[00:12:49.880 --> 00:12:52.280]  當然是錯的
[00:12:52.280 --> 00:12:53.960]  其實是甚麼
[00:12:53.960 --> 00:13:00.360]  其實神永遠站在按照祂的旨意祈求的那一邊
[00:13:00.360 --> 00:13:03.440]  其實我也應該再具體一點說
[00:13:03.440 --> 00:13:05.680]  不是神站在你那邊
[00:13:05.680 --> 00:13:07.760]  而是向神祈求
[00:13:07.760 --> 00:13:11.720]  按照祂的旨意祈求的人站在神那邊
[00:13:11.720 --> 00:13:14.520]  這個才是正確
[00:13:14.520 --> 00:13:16.200]  還有第七點
[00:13:16.200 --> 00:13:17.880]  第七個祈求
[00:13:17.880 --> 00:13:22.080]  就是當神的子民得罪了神
[00:13:22.080 --> 00:13:25.760]  在獵王紀上第八章第四十六節
[00:13:25.760 --> 00:13:28.960]  經文說「他們」這個代名詞
[00:13:28.960 --> 00:13:31.960]  其實「他們」就是指以色列人
[00:13:31.960 --> 00:13:33.640]  在以色列人的歷史當中
[00:13:33.640 --> 00:13:37.320]  我們見到以色列人頻頻犯罪
[00:13:37.320 --> 00:13:39.400]  而經文亦說甚麼
[00:13:39.400 --> 00:13:41.960]  因為沒有人不犯罪
[00:13:41.960 --> 00:13:44.360]  今天的經文在舊約
[00:13:44.360 --> 00:13:47.120]  很多人以為保羅所說的
[00:13:47.120 --> 00:13:48.920]  眾人都犯了罪
[00:13:48.920 --> 00:13:50.320]  是新約才有
[00:13:50.320 --> 00:13:51.520]  其實不是
[00:13:51.520 --> 00:13:54.440]  早在舊約已經告訴我們
[00:13:54.440 --> 00:13:57.320]  沒有人不犯罪
[00:13:57.320 --> 00:14:00.360]  這個亦包括了所羅門
[00:14:00.360 --> 00:14:04.320]  所以他沒有辦法逃避得罪耶和華
[00:14:04.320 --> 00:14:08.720]  就是因為所羅門跟隨他的妻妾去拜偶像
[00:14:08.720 --> 00:14:12.840]  以致導致以色列國分為南北國
[00:14:12.840 --> 00:14:15.840]  但是神非常有祂的恩典
[00:14:15.840 --> 00:14:18.720]  因為神記得和大衛所納的約
[00:14:18.720 --> 00:14:20.360]  祂姑息所羅門
[00:14:20.360 --> 00:14:24.320]  所以沒有在所羅門在位在世的時候
[00:14:24.320 --> 00:14:27.080]  使得以色列國分為南北國
[00:14:27.080 --> 00:14:32.120]  是所羅門去世之後才發生
[00:14:32.120 --> 00:14:36.360]  以賽亞先知和尼加先知都有預言
[00:14:36.360 --> 00:14:39.800]  巴比倫將會征服以色列的預言
[00:14:39.800 --> 00:14:43.480]  早在以賽亞先知和尼加先知的時候
[00:14:43.480 --> 00:14:45.280]  已經有預言
[00:14:45.280 --> 00:14:48.760]  而耶尼米先知亦有預言
[00:14:48.760 --> 00:14:51.200]  但是這個預言更加具體
[00:14:51.200 --> 00:14:55.560]  他直接說以色列人將會被擄七十年
[00:14:55.560 --> 00:14:57.760]  你說為何七十年?
[00:14:57.760 --> 00:15:01.120]  原來以色列人有四百九十年
[00:15:01.120 --> 00:15:03.960]  沒有守神的安息年
[00:15:03.960 --> 00:15:07.040]  我們知道每七年就是一個安息年
[00:15:07.040 --> 00:15:10.840]  你要不耕種給一塊地來安息
[00:15:10.840 --> 00:15:13.720]  但是以色列人很貪心
[00:15:13.720 --> 00:15:17.760]  六年之後為何第七年不去耕種
[00:15:17.760 --> 00:15:19.760]  這樣不是徹底嗎?
[00:15:19.760 --> 00:15:21.560]  所以他們繼續耕種
[00:15:21.560 --> 00:15:25.000]  有四百九十年沒有守安息年
[00:15:25.000 --> 00:15:27.960]  四百九十年有多少個安息年?
[00:15:27.960 --> 00:15:29.920]  每七年就是一個
[00:15:29.920 --> 00:15:32.640]  四百九十除七就是七十
[00:15:32.640 --> 00:15:36.960]  所以神一次過將安息年收回來
[00:15:36.960 --> 00:15:40.720]  就是要以色列人被擄七十年
[00:15:40.720 --> 00:15:44.960]  當他們被擄的時候離開了應許之地
[00:15:44.960 --> 00:15:48.680]  應許之地就能夠得到安息七十年
[00:15:48.680 --> 00:15:53.240]  所以神所說的話就是算數
[00:15:53.240 --> 00:15:55.480]  但以利先知當他明白到
[00:15:55.480 --> 00:15:57.440]  耶尼米先知的預言
[00:15:57.440 --> 00:15:59.760]  他就開始向神祈求
[00:15:59.760 --> 00:16:02.800]  希望神早些實驗他的應許
[00:16:02.800 --> 00:16:07.520]  以致以色列人能夠早些回到自己的故鄉
[00:16:07.520 --> 00:16:09.360]  他們的應許之地
[00:16:09.360 --> 00:16:13.520]  最後神就是激勵波斯王居魯士
[00:16:13.520 --> 00:16:16.800]  准許猶太人回到以色列地
[00:16:16.800 --> 00:16:20.120]  重建他們的聖殿
[00:16:20.120 --> 00:16:22.320]  所羅門告訴我們
[00:16:22.320 --> 00:16:25.000]  在聶皇記上的八章五十一節
[00:16:25.000 --> 00:16:28.920]  為何當神的子民願意認罪悔改
[00:16:28.920 --> 00:16:30.120]  歸向神的時候
[00:16:30.120 --> 00:16:32.200]  神一定會寬恕他們
[00:16:32.200 --> 00:16:33.160]  為甚麼?
[00:16:33.160 --> 00:16:35.560]  因為這是神的應許
[00:16:35.560 --> 00:16:37.800]  因為以色列人是神的子民
[00:16:37.800 --> 00:16:40.760]  神應許當他們認罪悔改
[00:16:40.760 --> 00:16:42.840]  神一定會寬恕他們
[00:16:42.840 --> 00:16:45.680]  是神當年帶他們出埃及地
[00:16:45.680 --> 00:16:47.440]  圍爐之家的地
[00:16:47.440 --> 00:16:49.560]  將他們釋放
[00:16:49.560 --> 00:16:51.240]  神是信實的
[00:16:51.240 --> 00:16:54.280]  在新命記的第三十章第二節
[00:16:54.280 --> 00:16:57.520]  神說如果以色列人盡心盡性
[00:16:57.520 --> 00:16:59.880]  歸向耶和華他們的神
[00:16:59.880 --> 00:17:01.640]  祂是會寬恕他們
[00:17:01.640 --> 00:17:04.920]  就算他們被擄離開了應許之地
[00:17:04.920 --> 00:17:08.880]  神說我都會讓你們回到你們的本國
[00:17:08.880 --> 00:17:12.000]  當所羅門結束他的禱告的時候
[00:17:12.000 --> 00:17:17.160]  他求神垂聽所有向聖殿禱告的人
[00:17:17.160 --> 00:17:20.360]  其實在經文裏面有一個首尾結構
[00:17:20.360 --> 00:17:22.640]  如果你注意到在聶皇記上的
[00:17:22.640 --> 00:17:26.760]  第八章二十二和八章五十四節
[00:17:26.760 --> 00:17:29.640]  無論所羅門禱告的姿勢
[00:17:29.640 --> 00:17:31.600]  無論他所講的話
[00:17:31.600 --> 00:17:33.600]  都是一模一樣
[00:17:33.600 --> 00:17:36.320]  而在聶皇記上的第八章
[00:17:36.320 --> 00:17:38.760]  和歷代之下的第六章
[00:17:38.760 --> 00:17:41.240]  和C篇一百三十二篇的經文
[00:17:41.240 --> 00:17:42.960]  有很多相似的地方
[00:17:42.960 --> 00:17:45.160]  如果大家讀C篇的時候
[00:17:45.160 --> 00:17:48.560]  可能會留意得到
[00:17:48.560 --> 00:17:50.400]  還有一樣很有趣
[00:17:50.400 --> 00:17:53.000]  所羅門禱告結束的時候
[00:17:53.000 --> 00:17:56.720]  求神不要厭棄受告者
[00:17:56.720 --> 00:17:57.920]  祂說神啊
[00:17:57.920 --> 00:18:00.480]  祢不要忘記了受告者
[00:18:00.480 --> 00:18:02.400]  祢要實驗祢的應許
[00:18:02.400 --> 00:18:06.480]  祢說祢會差派祢的受告者來到世上
[00:18:06.480 --> 00:18:09.400]  這就是神和大衛所納的約
[00:18:09.400 --> 00:18:11.840]  大衛之約講到什麼呢?
[00:18:11.840 --> 00:18:14.480]  將會有一位大衛的後人
[00:18:14.480 --> 00:18:16.080]  將會來到世上
[00:18:16.080 --> 00:18:18.240]  這個就是受告者
[00:18:18.240 --> 00:18:19.440]  是誰呢?
[00:18:19.440 --> 00:18:20.720]  是耶穌基督
[00:18:20.720 --> 00:18:22.440]  不是所羅門
[00:18:22.440 --> 00:18:25.840]  所以你看到舊約新約全部都是一致
[00:18:25.840 --> 00:18:28.120]  你讀聖經真的讀得很開心
[00:18:28.120 --> 00:18:29.440]  因為你發覺
[00:18:29.440 --> 00:18:32.640]  一位的聖靈在背後寫出聖經
[00:18:32.640 --> 00:18:36.560]  以至無論新約舊約都是一致
[00:18:36.560 --> 00:18:38.360]  大衛每一個的子孫
[00:18:38.360 --> 00:18:41.600]  都要為自己的行為來負責
[00:18:41.600 --> 00:18:44.400]  連所羅門也不例外
[00:18:44.400 --> 00:18:46.560]  我們知道所羅門最後
[00:18:46.560 --> 00:18:49.880]  他是被他的妻妾引誘去扮偶像
[00:18:49.880 --> 00:18:53.200]  所以很多人認為所羅門是不得救
[00:18:53.200 --> 00:18:56.520]  但是我認為他最後都要歸向神
[00:18:56.520 --> 00:18:57.840]  為什麼我這樣說呢?
[00:18:57.840 --> 00:19:00.000]  因為所羅門在聖經裏面
[00:19:00.000 --> 00:19:01.960]  作了三部書
[00:19:01.960 --> 00:19:05.200]  《傳道書》、《箏言》和《牙歌》
