
[00:00:00.000 --> 00:00:03.800]  在差不多100年之前
[00:04:54.600 --> 00:04:56.400]  為甚麼
[00:04:56.400 --> 00:05:01.000]  就因為他們藐視了警告
[00:05:01.000 --> 00:05:04.000]  原來今天在我們的肉身裏面
[00:05:04.000 --> 00:05:06.400]  在我們屬靈生命裏面
[00:05:06.400 --> 00:05:09.400]  原來神多次多方的
[00:05:09.400 --> 00:05:13.600]  要將祂的訊息告訴我們
[00:05:13.600 --> 00:05:16.400]  是要我們當中能夠聆聽到
[00:05:16.400 --> 00:05:19.800]  生命當中的路向
[00:05:19.800 --> 00:05:24.200]  一個藐視、不信服神話語的人
[00:05:24.200 --> 00:05:29.600]  他的命運和鐵達尼號一樣
[00:05:29.600 --> 00:05:33.000]  一個不願意傾聽神聲音
[00:05:33.000 --> 00:05:36.400]  無論這個人要訂甚麼計劃
[00:05:36.400 --> 00:05:40.000]  他注定必然會失敗
[00:05:40.000 --> 00:05:42.200]  我看到現在這個世代
[00:05:42.200 --> 00:05:46.800]  是一個很自傲的文化世代
[00:05:46.800 --> 00:05:51.600]  有一個船長可以餵食飯的緣故
[00:05:51.600 --> 00:05:55.000]  沒有去接收緊急的訊號
[00:05:55.000 --> 00:06:00.400]  一個船員分不清楚甚麼是重要和不重要
[00:06:00.400 --> 00:06:03.000]  在他驅離的責任感覺裏面
[00:06:03.000 --> 00:06:06.600]  招致了這個船長收不到訊息
[00:06:06.600 --> 00:06:09.800]  有些人為了他自己事業的緣故
[00:06:09.800 --> 00:06:14.800]  將應該責任所負的不放在他們身上
[00:06:14.800 --> 00:06:19.800]  也有些人妄視了神所給他們的警告
[00:06:19.800 --> 00:06:23.200]  不去提醒周邊的人
[00:06:23.200 --> 00:06:27.600]  結果不單止是這些船員和船長接受了這個命運
[00:06:27.600 --> 00:06:36.000]  是很多無辜的旅客接受了這個命運
[00:06:36.000 --> 00:06:38.600]  信服神的命令
[00:06:38.600 --> 00:06:41.600]  聆聽神自己的教導
[00:06:41.600 --> 00:06:47.400]  是一個非常非常重要的課題
[00:06:47.400 --> 00:06:51.600]  如果今天神向你六次的警告
[00:06:51.600 --> 00:06:58.800]  神在當中讓你看到屬靈生命當中的秩序觀
[00:06:58.800 --> 00:07:03.600]  也讓你能夠排除了文化對你的干擾
[00:07:03.600 --> 00:07:07.200]  我希望這個信服帶給你
[00:07:07.200 --> 00:07:11.200]  是鐵達尼號的反面的訊息
[00:07:11.200 --> 00:07:14.000]  你成為了一個在溪水旁裏面
[00:07:14.000 --> 00:07:18.800]  能夠得到神恩福的人
[00:07:18.800 --> 00:07:21.800]  阿薩寫了一個很長的詩歌
[00:07:21.800 --> 00:07:26.400]  講論了整個以色列民族歷史的興衰
[00:07:26.400 --> 00:07:29.000]  和上帝的主權
[00:07:29.000 --> 00:07:31.600]  在整個詩篇的78篇裏面
[00:07:31.600 --> 00:07:34.800]  有一節經文是非常重要
[00:07:34.800 --> 00:07:39.600]  可以說是整個詩篇當中的核心
[00:07:39.600 --> 00:07:44.600]  這個經文在78篇的41節
[00:07:44.600 --> 00:07:52.000]  他們再三試探神耶路以色列的聖者
[00:07:52.000 --> 00:07:54.400]  大家不要輕看這個經文
[00:07:54.400 --> 00:07:57.000]  因為這個經文裏面有一個字很特別的
[00:07:57.000 --> 00:07:59.600]  是在舊約當中只出現一次
[00:07:59.600 --> 00:08:01.000]  這個字在哪裏呢?
[00:08:01.000 --> 00:08:02.600]  就是「耶路」這個字
[00:08:02.600 --> 00:08:04.000]  中文翻做「耶路」
[00:08:04.000 --> 00:08:06.800]  原來原文的意思不是這樣
[00:08:06.800 --> 00:08:11.200]  原文的意思可以翻成為「通楚」
[00:08:11.200 --> 00:08:13.600]  最接近的是「通楚」
[00:08:13.600 --> 00:08:17.000]  或者是「激怒」
[00:08:17.000 --> 00:08:19.800]  有近代的翻譯本將這個字講到
[00:08:19.800 --> 00:08:22.200]  將神推到去極限
[00:08:22.200 --> 00:08:25.000]  其實原文的意思就是現在我們講
[00:08:25.000 --> 00:08:26.000]  「時促」這個字
[00:08:26.000 --> 00:08:27.000]  Limit
[00:08:27.000 --> 00:08:28.200]  意思就是說
[00:08:28.200 --> 00:08:30.800]  當我們再三去試探
[00:08:30.800 --> 00:08:33.600]  去挑戰上帝的主權的時候
[00:08:33.600 --> 00:08:34.800]  原來那個後果是甚麼呢?
[00:08:34.800 --> 00:08:36.600]  就是神的守護法
[00:08:36.600 --> 00:08:40.200]  將祂的能力彰顯在我們的身上
[00:08:40.200 --> 00:08:44.000]  透過這個緣故你捆綁了你的手
[00:08:44.000 --> 00:08:46.200]  你捆綁了上帝的手
[00:08:46.200 --> 00:08:48.600]  你捆綁了上帝的工作
[00:08:48.600 --> 00:08:52.600]  你搞擾了上帝的作為
[00:08:52.600 --> 00:08:56.400]  原來這個意思就是這樣
[00:08:56.400 --> 00:08:59.600]  甚麼叫做以色列的聖者
[00:08:59.600 --> 00:09:04.400]  因為「至聖」是上帝超越主權
[00:09:04.400 --> 00:09:07.800]  治理世界當中的一個首要
[00:09:07.800 --> 00:09:10.600]  當我們背主禱文的時候
[00:09:10.600 --> 00:09:14.800]  「願祢的國降臨之先」
[00:09:14.800 --> 00:09:16.000]  我們說甚麼?
[00:09:16.000 --> 00:09:20.200]  「願人都尊祢的至聖的名」
[00:09:20.200 --> 00:09:22.200]  原來在我們認識上帝的裏面
[00:09:22.200 --> 00:09:24.200]  神有一個分別的能力
[00:09:24.200 --> 00:09:25.400]  祂治理的裏面
[00:09:25.400 --> 00:09:30.000]  是按著祂這個道德的威嚴來治理我們
[00:09:30.000 --> 00:09:31.200]  祂是為父
[00:09:31.200 --> 00:09:34.600]  祂亦都是國中的王
[00:09:34.600 --> 00:09:38.200]  祂支配祂的神僕
[00:09:38.200 --> 00:09:42.800]  祂有這個權力去指引百姓的生活
[00:09:42.800 --> 00:09:46.400]  祂用祂的規範來幫助百姓
[00:09:46.400 --> 00:09:51.000]  來在當中得著生活當中的祝福
[00:09:51.000 --> 00:09:56.000]  祂以祂的界定成為了整個國家的標準
[00:09:56.000 --> 00:09:57.800]  所以因為這個緣故
[00:09:57.800 --> 00:10:00.600]  國來的時候民就要從
[00:10:00.600 --> 00:10:03.200]  很可惜在我們現代文化裏面
[00:10:03.200 --> 00:10:06.400]  我們以我們民的這種態度
[00:10:06.400 --> 00:10:11.200]  來捆綁王當中的命名
[00:10:11.200 --> 00:10:17.800]  今天你相不相信以色列這位君王
[00:10:17.800 --> 00:10:19.800]  我們所敬奉的上帝
[00:10:19.800 --> 00:10:23.600]  祂的權能是大而可畏
[00:10:23.600 --> 00:10:26.400]  這首詩歌78篇開始的時候
[00:10:26.400 --> 00:10:30.000]  就是阿薩的信仰、訓誨
[00:10:30.000 --> 00:10:33.200]  他提到神的話語就是祂的美德
[00:10:33.200 --> 00:10:36.400]  祂的大能其美的作為就是祂的標準
[00:10:36.400 --> 00:10:39.800]  祂以這個來治理萬邦
[00:10:39.800 --> 00:10:42.400]  所以今天我們不單止明白神的話語的內容
[00:10:42.400 --> 00:10:44.400]  我們要充分的了解
[00:10:44.400 --> 00:10:48.400]  透過我們生命當中的轉化、態度的改變
[00:10:48.400 --> 00:10:50.000]  以致我們能夠期待
[00:10:50.000 --> 00:10:51.600]  因著信靠祂的時候
[00:10:51.600 --> 00:10:56.600]  我們這個國家、這個民族、這個後代可以得到恩福
[00:10:56.600 --> 00:11:00.400]  阿薩的心意就是要記述神所做的事情
[00:11:00.400 --> 00:11:03.600]  並且吩咐我們來遵守
[00:11:03.600 --> 00:11:07.600]  原來信仰教育最重要的地方就是神的命令
[00:11:07.600 --> 00:11:10.800]  不是神單單的知識
[00:11:10.800 --> 00:11:15.600]  神將這個信仰教育的責任交給父母的裏面
[00:11:15.600 --> 00:11:18.600]  這個父母的責任培植在下一代
[00:11:18.600 --> 00:11:22.200]  就正如君王將這個標準放在國民的一樣
[00:11:22.200 --> 00:11:28.200]  要他們被培植成為忠直、誠實、忠心於上帝的人
[00:11:28.200 --> 00:11:31.200]  這一群人可以帶著這個信仰影響這個世代
[00:11:31.200 --> 00:11:34.200]  並且在當中改變下一個世代
[00:11:34.200 --> 00:11:37.800]  今天我們都看到中國的文化裏面
[00:11:37.800 --> 00:11:41.600]  現在北京的離婚率是超過30%
[00:11:41.600 --> 00:11:45.400]  如果大家有去過中國就知道
[00:11:45.400 --> 00:11:48.800]  中國的遊客已經不再受人歡迎
[00:11:48.800 --> 00:11:51.200]  聽說最近去到泰國的時候
[00:11:51.200 --> 00:11:54.800]  有一個觀點、一個景點
[00:11:54.800 --> 00:11:56.800]  當中有一個廟宇
[00:11:56.800 --> 00:12:00.800]  他們發現原來中國人去到這個地方用洗手間的時候
[00:12:00.800 --> 00:12:02.200]  用到亂七八糟
[00:12:02.200 --> 00:12:05.000]  所以就決議寫明
[00:12:05.000 --> 00:12:08.800]  這個洗手間不可以給中國的旅客用
[00:12:08.800 --> 00:12:12.000]  要特別建立一個地方給他們用
[00:12:12.000 --> 00:12:15.000]  我們都見到有些時候在網絡上看到一些
[00:12:15.000 --> 00:12:18.800]  中國旅客出遊的時候有些醜態
[00:12:18.800 --> 00:12:21.400]  香港就不需要說了
[00:12:21.400 --> 00:12:24.400]  我們就看到到底今天這個中國的文化
[00:12:24.400 --> 00:12:27.200]  這個現況是怎麼樣
[00:12:27.200 --> 00:12:30.800]  中國在過去起飛的年代20年的裏面
[00:12:30.800 --> 00:12:35.600]  中國的經濟起飛是59倍
[00:12:35.600 --> 00:12:36.800]  劇增59倍
[00:12:36.800 --> 00:12:41.200]  就是以前的20年多少元現在成為了59元
[00:12:41.200 --> 00:12:43.000]  59倍
[00:12:43.000 --> 00:12:46.200]  你想一下在整個經濟體裏面
[00:12:46.200 --> 00:12:49.000]  到底中國是不是富有呢
[00:12:49.000 --> 00:12:50.800]  是不是富強呢
[00:12:50.800 --> 00:12:53.000]  我就不敢說
[00:12:53.000 --> 00:12:55.200]  今天我們看到一件事情
[00:12:55.200 --> 00:12:58.000]  就是我們缺乏了在上一代當中
[00:12:58.000 --> 00:13:00.800]  那個屬靈當中的教導
[00:13:00.800 --> 00:13:03.200]  如果今天教會裏面
[00:13:03.200 --> 00:13:07.400]  沒有一個持定以神的標準為主
[00:13:07.400 --> 00:13:09.600]  有弟兄姊妹
[00:13:09.600 --> 00:13:12.200]  有教會的帶領者
[00:13:12.200 --> 00:13:13.600]  執行在當中
[00:13:13.600 --> 00:13:15.400]  進行這個標準的話
[00:13:15.400 --> 00:13:18.200]  我可見在下一代裏面
[00:13:18.200 --> 00:13:20.800]  我們信仰教育的目標
[00:13:20.800 --> 00:13:24.600]  必然很容易打結構
[00:13:24.600 --> 00:13:26.400]  阿薩很希望
[00:13:26.400 --> 00:13:29.400]  透過重述以色列的歷史
[00:13:29.400 --> 00:13:32.000]  再次的去幫助以色列的百姓
[00:13:32.000 --> 00:13:35.000]  不要重複過去的失敗
[00:13:35.000 --> 00:13:37.800]  你想一下在背景裏面特別講到
[00:13:37.800 --> 00:13:40.400]  以法蓮的子孫
[00:13:40.400 --> 00:13:41.800]  北角的以色列
[00:13:41.800 --> 00:13:43.400]  叛逆了
[00:13:43.400 --> 00:13:47.000]  不遵守神在納約當中給他們的律法
[00:13:47.000 --> 00:13:48.600]  輕視了神
[00:13:48.600 --> 00:13:51.800]  在拯救裏面給他們奇妙的工作
[00:13:51.800 --> 00:13:54.400]  他們雖然有能力去征戰
[00:13:54.400 --> 00:13:56.800]  但最終他們選擇了
[00:13:56.800 --> 00:14:00.200]  因為去貼近這個世界
[00:14:00.200 --> 00:14:02.400]  卻不進行神心意的這個道路
[00:14:02.400 --> 00:14:03.600]  到最後的時候
[00:14:03.600 --> 00:14:08.000]  成為了一個滅國的前奏
[00:14:08.000 --> 00:14:08.800]  親愛的弟兄姊妹
[00:14:08.800 --> 00:14:11.600]  我們今天面對了很嚴峻的問題
[00:14:11.600 --> 00:14:13.200]  問題在哪裏呢
[00:14:13.200 --> 00:14:19.000]  神多次多番的將這個培育放在我們裏面
[00:14:19.000 --> 00:14:22.000]  但是我們多次多番的選擇
[00:14:22.000 --> 00:14:26.000]  去捆綁上帝的工作
[00:14:26.000 --> 00:14:28.000]  今天在這個經文裏面給我們看見
[00:14:28.000 --> 00:14:29.800]  不單止上帝
[00:14:29.800 --> 00:14:34.400]  透過祂使用的公人
[00:14:34.400 --> 00:14:35.800]  亞撒來講論
[00:14:35.800 --> 00:14:38.400]  其實在我們的肉身裏面
[00:14:38.400 --> 00:14:42.000]  曾幾何時都經過歷史的耶穌基督
[00:14:42.000 --> 00:14:43.800]  在我們身上當中
[00:14:43.800 --> 00:14:46.800]  給我們的提示
[00:14:46.800 --> 00:14:49.200]  在過去以色列的百姓
[00:14:49.200 --> 00:14:51.400]  走到歷史的旅程裏面
[00:14:51.400 --> 00:14:55.000]  發現到滿佈都是神所行的神蹟
[00:14:55.000 --> 00:14:57.600]  如果你看看第十三節裏面
[00:14:57.600 --> 00:15:00.400]  神在這個人沒有辦法行走的道路裏面
[00:15:00.400 --> 00:15:02.000]  為他們準備了
[00:15:02.000 --> 00:15:06.600]  這個分開紅海道路的一個出口
[00:15:06.600 --> 00:15:09.600]  聖經裏面在第十五章講得很清楚
[00:15:09.600 --> 00:15:12.600]  這些深水好像結冰一樣
[00:15:12.600 --> 00:15:16.600]  城壘的意思就好像一個牆壁一樣
[00:15:16.600 --> 00:15:20.000]  這個水可以吞滅他們
[00:15:20.000 --> 00:15:21.400]  因為神的主權
[00:15:21.400 --> 00:15:23.200]  將他們好像結冰一樣
[00:15:23.200 --> 00:15:24.800]  將他們推上去
[00:15:24.800 --> 00:15:27.000]  成為一座城牆一樣
[00:15:27.000 --> 00:15:29.200]  讓以色列的百姓可以通過
[00:15:29.200 --> 00:15:32.000]  你想一下這個是不是一個神奇的工作
[00:15:32.000 --> 00:15:33.400]  不單止是這樣
[00:15:33.400 --> 00:15:37.400]  神為他們所準備了夜間的光
[00:15:37.400 --> 00:15:40.200]  也都用雲柱來去遮蓋
[00:15:40.200 --> 00:15:42.200]  以至於在日上
[00:15:42.200 --> 00:15:45.600]  白天行過的路上不會受到傷害
[00:15:45.600 --> 00:15:49.200]  在當中帶領引導他們走上
[00:15:49.200 --> 00:15:51.000]  晚上的道路
[00:15:51.000 --> 00:15:52.400]  不單止是這樣
[00:15:52.400 --> 00:15:53.600]  在十五節講得很清楚
[00:15:53.600 --> 00:15:58.000]  當他們缺乏了這個水泉的時候
[00:15:58.000 --> 00:16:00.800]  神竟然在這個盆石當中
[00:16:00.800 --> 00:16:02.600]  來為他們出活水
[00:16:02.600 --> 00:16:03.600]  對我們來說
[00:16:03.600 --> 00:16:07.800]  今天我們是不是仍然相信神能夠作善
[00:16:07.800 --> 00:16:11.400]  抑或你將神包裹在一個歷史的環境裏面
[00:16:11.400 --> 00:16:13.000]  你卻用你的仁義講
[00:16:13.000 --> 00:16:15.000]  神已經不行善
[00:16:15.000 --> 00:16:19.400]  神已經沒有歧視在我們的身上
[00:16:19.400 --> 00:16:22.600]  其實這些神跡歧視帶來的是甚麼呢
[00:16:22.600 --> 00:16:24.200]  很可惜
[00:16:24.200 --> 00:16:28.400]  你以為以色列的百姓是有感恩
[00:16:28.400 --> 00:16:32.800]  原來竟然在這個夢想因典裏面
[00:16:32.800 --> 00:16:34.800]  不知道感恩
[00:16:34.800 --> 00:16:39.400]  反而試探上帝
[00:16:39.400 --> 00:16:41.200]  你知不知道神創造萬有
[00:16:41.200 --> 00:16:43.200]  竟然將這個權柄
[00:16:43.200 --> 00:16:46.400]  賜過給我們去管理萬有
[00:16:46.400 --> 00:16:47.400]  我就想下
[00:16:47.400 --> 00:16:50.200]  有多少時候我們真的會重新去反映一下
[00:16:50.200 --> 00:16:52.200]  原來我們的身份
[00:16:52.200 --> 00:16:55.000]  是神特殊的創造
[00:16:55.000 --> 00:16:58.200]  大家知道我家裏有隻狗
[00:16:58.200 --> 00:17:00.200]  我不是時都很熟齡的
[00:17:00.200 --> 00:17:02.200]  不過有些時候餵狗的時候
[00:17:02.200 --> 00:17:08.200]  我就帶這隻狗去祈禱
[00:17:08.200 --> 00:17:11.200]  我將這隻狗的食物放在盤子裏面的時候
[00:17:11.200 --> 00:17:15.800]  這隻狗已經等不住了
[00:17:15.800 --> 00:17:19.600]  擋不住牠那種興奮
[00:17:19.600 --> 00:17:22.600]  於是在牠吃的時候
[00:17:22.600 --> 00:17:24.200]  我就按著牠
[00:17:24.200 --> 00:17:25.200]  我和牠一起吃
[00:17:25.200 --> 00:17:28.800]  我感謝天父你給我食物
[00:17:28.800 --> 00:17:34.800]  你創造我是一隻狗
[00:17:34.800 --> 00:17:39.200]  於是我就在發狂想
[00:17:39.200 --> 00:17:41.800]  我說狗的生活應該是怎樣
[00:17:41.800 --> 00:17:44.800]  我說感謝主你創造牠是隻狗
[00:17:44.800 --> 00:17:47.800]  狗的存在目的就是要什麼
[00:17:47.800 --> 00:17:52.200]  信服主人
[00:17:52.200 --> 00:17:54.200]  我說當主人出街的時候
[00:17:54.200 --> 00:17:55.200]  你不要吃你的食物
[00:17:55.200 --> 00:17:57.200]  等到主人回來的時候
[00:17:57.200 --> 00:17:58.600]  你高興才吃你的食物
[00:17:58.600 --> 00:18:00.600]  這個叫做守護的狗
[00:18:00.600 --> 00:18:02.600]  於是我就狂想了很多東西
[00:18:02.600 --> 00:18:04.600]  我說狗的生命應該是怎樣
[00:18:04.600 --> 00:18:05.600]  信服主人
[00:18:05.600 --> 00:18:07.600]  主人回來的時候
[00:18:07.600 --> 00:18:10.600]  牠一定要很興奮的接待我
[00:18:10.600 --> 00:18:11.600]  然後吃乾淨的時候
[00:18:11.600 --> 00:18:12.600]  牠過來就會跟你說
[00:18:12.600 --> 00:18:14.600]  多謝主人給我食物
[00:18:14.600 --> 00:18:17.600]  所以我就狂想了很多東西
[00:18:17.600 --> 00:18:20.600]  今天早上我一樣做同一樣的
[00:18:20.600 --> 00:18:22.600]  狗很興奮
[00:18:22.600 --> 00:18:26.600]  因為我昨天兩天去教會開會
[00:18:26.600 --> 00:18:30.600]  發現原來這個狗真的有些性格
[00:18:30.600 --> 00:18:32.600]  開會的時候我餵不到狗
[00:18:32.600 --> 00:18:35.600]  所以我就給這個狗兩天的食物
[00:18:35.600 --> 00:18:37.600]  狗的盤子裡面就有兩天的食物
[00:18:37.600 --> 00:18:39.600]  然後發現回來的時候
[00:18:39.600 --> 00:18:42.600]  這個狗兩天的食物都不吃
[00:18:42.600 --> 00:18:44.600]  為什麼
[00:18:44.600 --> 00:18:46.600]  我等到主人回來
[00:18:46.600 --> 00:18:48.600]  等到主人回來的時候我才吃
[00:18:48.600 --> 00:18:50.600]  所以今天我餵的時候
[00:18:50.600 --> 00:18:52.600]  牠完全吃光
[00:18:52.600 --> 00:18:54.600]  當中我今天就跟牠這樣祈禱
[00:18:54.600 --> 00:18:56.600]  感謝讚美主
[00:18:56.600 --> 00:18:57.600]  你給我食物
[00:18:57.600 --> 00:18:59.600]  你創造我就是一隻
[00:18:59.600 --> 00:19:04.600]  完了之後
[00:19:04.600 --> 00:19:06.600]  完了之後
[00:19:06.600 --> 00:19:08.600]  我就叫醒我女兒
[00:19:08.600 --> 00:19:10.600]  我說現在上教會要敬拜主
[00:19:10.600 --> 00:19:12.600]  將食物熱了
[00:19:12.600 --> 00:19:13.600]  在微波爐熱了之後
[00:19:13.600 --> 00:19:14.600]  放在車上
[00:19:14.600 --> 00:19:16.600]  我們在車上祈禱
[00:19:16.600 --> 00:19:19.600]  我在祈禱的時候
[00:19:19.600 --> 00:19:22.600]  突然間想了半個小時前我怎樣祈禱
[00:19:22.600 --> 00:19:25.600]  我感謝讚美主
[00:19:25.600 --> 00:19:27.600]  你賜給我豐富的食物
[00:19:27.600 --> 00:19:32.600]  你創造我是一個人
[00:19:32.600 --> 00:19:37.600]  人生命的本能是吃
[00:19:37.600 --> 00:19:39.600]  但是人生命的目的是什麼
[00:19:39.600 --> 00:19:43.600]  就是聽從主人的聲音
[00:19:43.600 --> 00:19:48.600]  你想想以色列的百姓被創造
[00:19:48.600 --> 00:19:49.600]  被帶領被揀選
[00:19:49.600 --> 00:19:51.600]  進入迦南美地
[00:19:51.600 --> 00:19:54.600]  為什麼想不到這件事
[00:19:54.600 --> 00:19:56.600]  不知道感恩
[00:19:56.600 --> 00:19:58.600]  試探神
[00:19:58.600 --> 00:20:00.600]  他們試探神有三個地方
[00:20:00.600 --> 00:20:01.600]  第一個地方就是
[00:20:01.600 --> 00:20:03.600]  隨著自己所欲求的
[00:20:03.600 --> 00:20:04.600]  來去吃這個食物
[00:20:04.600 --> 00:20:06.600]  第十九節講得很清楚
[00:20:06.600 --> 00:20:08.600]  神做了這麼多的神蹟
[00:20:08.600 --> 00:20:11.600]  他們都有諸多的要求
[00:20:11.600 --> 00:20:13.600]  原先有水
[00:20:13.600 --> 00:20:15.600]  原先有馬拿到最後的時候
[00:20:15.600 --> 00:20:17.600]  覺得沒有肉吃
[00:20:17.600 --> 00:20:19.600]  於是他們在當中怎樣
[00:20:19.600 --> 00:20:22.600]  去試探上帝
[00:20:22.600 --> 00:20:24.600]  他們怎樣試探上帝
[00:20:24.600 --> 00:20:26.600]  如果看回前面的經文
[00:20:26.600 --> 00:20:27.600]  講得很清楚
[00:20:27.600 --> 00:20:29.600]  他們在當中講過什麼說話
[00:20:29.600 --> 00:20:31.600]  他們網論
[00:20:31.600 --> 00:20:34.600]  神在曠野怎樣可以擺設筵席
[00:20:34.600 --> 00:20:36.600]  他們講這個說話是沒有錯的
[00:20:36.600 --> 00:20:39.600]  因為當時在曠野裡面有六十萬人
[00:20:39.600 --> 00:20:42.600]  不包括細蚊仔和女性
[00:20:42.600 --> 00:20:45.600]  你想想這個二百萬人的群眾
[00:20:45.600 --> 00:20:48.600]  你說上帝怎樣可以擺設筵席
[00:20:48.600 --> 00:20:51.600]  其實神已經在之前為他們準備了
[00:20:51.600 --> 00:20:53.600]  這個紅海的經歷
[00:20:53.600 --> 00:20:55.600]  為他們準備了馬拿
[00:20:55.600 --> 00:20:56.600]  為他們準備了雲柱
[00:20:56.600 --> 00:20:58.600]  但是他們沒有想
[00:20:58.600 --> 00:20:59.600]  沒有想
[00:20:59.600 --> 00:21:00.600]  沒有感激
[00:21:00.600 --> 00:21:02.600]  沒有懷願
[00:21:02.600 --> 00:21:05.600]  在當中用一種恥笑的眼光來講
[00:21:05.600 --> 00:21:06.600]  他說神你沒有辦法的
[00:21:06.600 --> 00:21:08.600]  你的能力太少了
[00:21:08.600 --> 00:21:12.600]  雖然你曾經打過開這個盤石給我們
[00:21:12.600 --> 00:21:16.600]  但是你哪裡有能力為我們準備肉食
[00:21:16.600 --> 00:21:18.600]  於是大家都記得
[00:21:18.600 --> 00:21:22.600]  在當中神就為他們準備了鵪鶉
