
[00:00:00.000 --> 00:00:02.780]  在還未開始講之前
[00:02:00.580 --> 00:02:07.780]  所以我們每次聽到耶穌講「我是」
[00:02:07.780 --> 00:02:11.060]  除了這句話後面的內容之外
[00:02:11.060 --> 00:02:12.500]  我們應該要知道
[00:02:12.500 --> 00:02:14.980]  耶穌在宣稱自己
[00:02:14.980 --> 00:02:18.340]  祂是神的兒子的意思
[00:02:18.340 --> 00:02:20.340]  每次聽到「我是」
[00:02:20.340 --> 00:02:25.460]  就知道耶穌在強調祂是神的兒子
[00:02:25.460 --> 00:02:31.740]  今天耶穌宣稱「我是道路、真理、生命」
[00:02:31.740 --> 00:02:33.540]  若不借助我
[00:02:33.540 --> 00:02:36.980]  沒有人能到乎那裡去
[00:02:36.980 --> 00:02:38.420]  在這句話裏面
[00:02:38.420 --> 00:02:43.220]  是講述了耶穌的人生終點
[00:02:43.220 --> 00:02:45.940]  是回到父神那裏
[00:02:45.940 --> 00:02:49.020]  但這句話亦同時提醒我們
[00:02:49.020 --> 00:02:51.900]  在次旅行間提醒了我們
[00:02:51.900 --> 00:02:55.820]  我們的人生終點亦都在那裏
[00:02:55.820 --> 00:02:58.460]  父神那裏
[00:02:58.460 --> 00:03:01.620]  這句話是耶穌上十字架之前的
[00:03:01.620 --> 00:03:03.820]  可以說是臨別贈言
[00:03:03.820 --> 00:03:06.820]  是非常之重要的一句話
[00:03:06.820 --> 00:03:08.980]  因為告訴了我們
[00:03:08.980 --> 00:03:10.740]  我們的終點在那裏
[00:03:10.740 --> 00:03:15.220]  以及應該怎樣走去這個終點
[00:03:15.220 --> 00:03:17.340]  第一樣我們要知道的
[00:03:17.340 --> 00:03:18.660]  走到這個終點
[00:03:18.660 --> 00:03:22.700]  是只有靠著耶穌才可以走得去
[00:03:22.700 --> 00:03:25.780]  這句話講得非常清楚
[00:03:25.780 --> 00:03:27.460]  進入神的角度
[00:03:27.460 --> 00:03:31.300]  耶穌是唯一的道路
[00:03:31.300 --> 00:03:34.620]  若果不相信的人
[00:03:34.620 --> 00:03:37.780]  就沒有辦法可以去到
[00:03:37.780 --> 00:03:40.700]  主耶穌同樣是告訴我們
[00:03:40.700 --> 00:03:42.380]  我們怎樣進入去
[00:03:42.380 --> 00:03:44.060]  要等到祂再來
[00:03:44.060 --> 00:03:48.780]  然後接我們去到父神那裏
[00:03:48.780 --> 00:03:53.700]  這句話是在第三節那裏講的
[00:03:53.700 --> 00:03:55.380]  父神那裏
[00:03:55.380 --> 00:03:57.340]  大家有想像
[00:03:57.340 --> 00:04:01.700]  那裏是甚麼地方呢?
[00:04:01.700 --> 00:04:03.780]  我們或許已經想過
[00:04:03.780 --> 00:04:06.660]  或許是聽過講道
[00:04:06.660 --> 00:04:07.740]  父神的地方
[00:04:07.740 --> 00:04:09.500]  我們可以想像到
[00:04:09.500 --> 00:04:14.860]  是一個榮耀、聖潔、永恆的地方
[00:04:14.860 --> 00:04:18.260]  但是耶穌在這段經文裏面
[00:04:18.260 --> 00:04:20.140]  強調一樣更重要的東西
[00:04:20.140 --> 00:04:21.620]  在父神那裏
[00:04:21.620 --> 00:04:25.340]  就是主耶穌和父神的關係
[00:04:25.340 --> 00:04:27.780]  在第十節那裏
[00:04:27.780 --> 00:04:30.900]  當祂講到祂和父神的關係的時候
[00:04:30.900 --> 00:04:33.660]  耶穌用了一句話來講
[00:04:33.660 --> 00:04:43.220]  「我在父裏面,父亦在我裏面」
[00:04:43.220 --> 00:04:45.980]  這句話就有很多的想像空間
[00:04:45.980 --> 00:04:49.900]  因為好像很神秘
[00:04:49.900 --> 00:04:54.620]  但是若果我們從關係來了解這句話的話
[00:04:54.620 --> 00:04:57.100]  我們就有不同的看法
[00:04:57.100 --> 00:05:00.860]  好像中國人傳統有這樣的講法
[00:05:00.860 --> 00:05:04.140]  「你中有我,我中有你」
[00:05:04.140 --> 00:05:05.780]  這句話是講甚麼意思呢?
[00:05:05.780 --> 00:05:07.580]  就是講兩個人
[00:05:07.580 --> 00:05:10.820]  或者兩個家庭成員
[00:05:10.820 --> 00:05:12.780]  相處了很久
[00:05:12.780 --> 00:05:18.060]  彼此都能夠在對方發現到自己的影子
[00:05:18.060 --> 00:05:21.820]  我兒子經常投訴
[00:05:21.820 --> 00:05:24.500]  投訴我和我太太
[00:05:24.500 --> 00:05:28.460]  我們是雙聲道
[00:05:28.460 --> 00:05:30.660]  當他有甚麼問題的時候
[00:05:30.660 --> 00:05:33.780]  我們就用同一個語言
[00:05:33.780 --> 00:05:35.420]  同一個聲調
[00:05:35.420 --> 00:05:36.660]  還是同一個步伐
[00:05:36.660 --> 00:05:38.860]  一起講一句話來說他
[00:05:38.860 --> 00:05:42.020]  所以他就說我們是雙聲道
[00:05:42.020 --> 00:05:44.380]  為甚麼會有這樣的效果呢?
[00:05:44.380 --> 00:05:47.500]  因為結婚太久
[00:05:47.500 --> 00:05:49.940]  相處太久彼此影響
[00:05:49.940 --> 00:05:52.380]  想法、用詞的方式
[00:05:52.380 --> 00:05:55.260]  都是大家影響了對方
[00:05:55.260 --> 00:05:57.900]  所謂「你中有我,我中有你」
[00:05:57.900 --> 00:06:00.780]  就是這支深度的關係
[00:06:00.780 --> 00:06:02.220]  當主耶穌說
[00:06:02.220 --> 00:06:06.140]  「我在父裡面,父在我裡面」
[00:06:06.140 --> 00:06:07.900]  祂要表達給我們知道的
[00:06:07.900 --> 00:06:10.580]  就是主耶穌和父神
[00:06:10.580 --> 00:06:18.340]  深度永恆的關係
[00:06:18.340 --> 00:06:19.740]  所以當主耶穌說
[00:06:19.740 --> 00:06:25.980]  我要回到父的那裡拿你的時候
[00:06:25.980 --> 00:06:30.460]  祂當然是非常渴望著去那裡
[00:06:30.460 --> 00:06:32.620]  不是只是榮耀
[00:06:32.620 --> 00:06:34.580]  不是只是聖潔
[00:06:34.580 --> 00:06:37.460]  而是和神親近的時候
[00:06:37.460 --> 00:06:42.300]  那種平安、喜樂、滿足
[00:06:42.300 --> 00:06:43.180]  所以弟兄姊妹
[00:06:43.180 --> 00:06:45.380]  我問大家
[00:06:45.380 --> 00:06:50.380]  你喜歡和神親近嗎?
[00:06:50.380 --> 00:06:52.060]  喜歡和神
[00:06:52.060 --> 00:06:54.180]  和耶穌一樣
[00:06:54.180 --> 00:06:59.620]  與父神有深度的關係
[00:06:59.620 --> 00:07:02.180]  當時的門徒聽到
[00:07:02.180 --> 00:07:05.500]  耶穌說要能夠去到父神那裡
[00:07:05.500 --> 00:07:08.220]  就非常之開心
[00:07:08.220 --> 00:07:10.500]  當然有一部分是懷疑的
[00:07:10.500 --> 00:07:12.220]  《穿寒褲音》的記載
[00:07:12.220 --> 00:07:14.940]  永遠是將兩邊都寫出來
[00:07:14.940 --> 00:07:16.820]  有些人是懷疑不相信
[00:07:16.820 --> 00:07:19.300]  有些人相信很開心
[00:07:19.300 --> 00:07:21.260]  比利就第一個站起來說
[00:07:21.260 --> 00:07:25.220]  我能夠見到父神的臉就最好了
[00:07:25.220 --> 00:07:26.620]  見到父神的臉
[00:07:26.620 --> 00:07:30.220]  就當然能夠感染神的神性和榮美
[00:07:30.220 --> 00:07:31.660]  這當然是人生
[00:07:31.660 --> 00:07:33.180]  在生命當中
[00:07:33.180 --> 00:07:35.060]  特別是在永恆當中的
[00:07:35.060 --> 00:07:38.380]  一種滿足和喜樂
[00:07:38.380 --> 00:07:43.100]  但是人是不是真的可以見到神呢?
[00:07:43.100 --> 00:07:45.980]  恐怕真的不行
[00:07:45.980 --> 00:07:48.420]  因為神是超越的神
[00:07:48.420 --> 00:07:51.500]  祂和人是完全不同的
[00:07:51.500 --> 00:07:54.100]  即是說我們靠自己的能力感官
[00:07:54.100 --> 00:07:58.740]  我們無法捕捉到神的全貌
[00:07:58.740 --> 00:08:01.300]  但是這不重要
[00:08:01.300 --> 00:08:03.020]  耶穌後面解釋
[00:08:03.020 --> 00:08:04.780]  你見到我
[00:08:04.780 --> 00:08:06.900]  就等於見到神
[00:08:06.900 --> 00:08:11.420]  一切神要啟示給人的
[00:08:11.420 --> 00:08:14.860]  都在耶穌基督裡面
[00:08:14.860 --> 00:08:18.060]  即是說如果我們認識耶穌
[00:08:18.060 --> 00:08:21.380]  都是事事親近耶穌
[00:08:21.380 --> 00:08:23.420]  明白祂的形象
[00:08:23.420 --> 00:08:26.260]  明白祂的面貌的時候
[00:08:26.260 --> 00:08:29.300]  我們就等於見到神
[00:08:29.300 --> 00:08:31.460]  所以或者有一天
[00:08:31.460 --> 00:08:33.380]  當我們去到天家
[00:08:33.380 --> 00:08:36.700]  在父神裡面的時候
[00:08:36.700 --> 00:08:39.820]  我們仍然是見不到神的全貌
[00:08:39.820 --> 00:08:42.020]  但是不要緊
[00:08:42.020 --> 00:08:46.500]  復活的主耶穌是和我們同坐
[00:08:46.500 --> 00:08:49.900]  你見一下耶穌的榮美
[00:08:49.900 --> 00:08:52.260]  見一下祂復活的身體
[00:08:52.260 --> 00:08:56.260]  還有祂犧牲的愛
[00:08:56.260 --> 00:08:59.380]  還有祂對神的馴服的心
[00:08:59.380 --> 00:09:03.460]  等等都是神給我們的啟示
[00:09:03.460 --> 00:09:08.820]  在當中我們就會明白神的愛
[00:09:08.820 --> 00:09:12.380]  有關去到神的面前
[00:09:12.380 --> 00:09:15.180]  主耶穌講得非常清楚
[00:09:15.180 --> 00:09:17.700]  祂是唯一的道路
[00:09:17.700 --> 00:09:22.780]  我們只能靠著相信耶穌
[00:09:22.780 --> 00:09:24.700]  跟隨耶穌
[00:09:24.700 --> 00:09:27.300]  才可以去到父神那裡
[00:09:27.300 --> 00:09:29.580]  只有一條路
[00:09:29.580 --> 00:09:33.820]  如果這個路在我們的日常生活那裡
[00:09:33.820 --> 00:09:37.420]  我們也都應該注意我們的靈修方式
[00:09:37.420 --> 00:09:39.100]  我們日常生活
[00:09:39.100 --> 00:09:41.900]  你怎樣靈修去見神的
[00:09:41.900 --> 00:09:44.780]  有關這個靈修的方法
[00:09:44.780 --> 00:09:48.060]  讓我們也講一些
[00:09:48.060 --> 00:09:51.780]  最近教會又流行一些
[00:09:51.780 --> 00:09:54.780]  不是很傳統的靈修方式
[00:09:54.780 --> 00:09:58.620]  甚至有神學院也設立靈修神學
[00:09:58.620 --> 00:10:01.780]  教導不同的靈修方法
[00:10:01.780 --> 00:10:06.140]  但我恐怕不是所有的靈修方法
[00:10:06.140 --> 00:10:08.940]  都是合乎聖經的
[00:10:08.940 --> 00:10:15.740]  你有沒有聽過一些靈修方法
[00:10:15.740 --> 00:10:18.980]  「默想神的聖潔」
[00:10:18.980 --> 00:10:23.340]  「默想神的公義之愛」
[00:10:23.340 --> 00:10:31.820]  或者是單單重複地唸幾個詞
[00:10:31.820 --> 00:10:36.420]  好像「聖潔」
[00:10:36.420 --> 00:10:38.900]  「慈愛」
[00:10:38.900 --> 00:10:42.940]  有沒有試過這些靈修方法
[00:10:42.940 --> 00:10:45.300]  我希望你沒有試過
[00:10:45.300 --> 00:10:48.220]  最好都不要試
[00:10:48.220 --> 00:10:51.740]  剛才我講的這兩種靈修方法
[00:10:51.740 --> 00:10:55.540]  你們看看有什麼問題沒有
[00:10:55.540 --> 00:10:57.220]  好像都沒有什麼問題
[00:10:57.220 --> 00:10:59.380]  我們都是親近神
[00:10:59.380 --> 00:11:01.420]  但是
[00:11:01.420 --> 00:11:06.100]  裡面缺少了一個重要的元素
[00:11:06.100 --> 00:11:09.420]  耶穌在哪裡?
[00:11:09.420 --> 00:11:11.500]  沒有
[00:11:11.500 --> 00:11:15.980]  我們是不是不需要耶穌就可以去親近神呢?
[00:11:15.980 --> 00:11:18.460]  今天主耶穌已經講得很清楚
[00:11:18.460 --> 00:11:22.980]  「我是道路真理生命」
[00:11:22.980 --> 00:11:27.660]  不接受耶穌就沒有人能夠去到父那裡
[00:11:27.660 --> 00:11:30.340]  所以這些靈修方法
[00:11:30.340 --> 00:11:33.820]  都不合適聖經
[00:11:33.820 --> 00:11:38.860]  但是我們都是學習傳統的方式去做靈修
[00:11:38.860 --> 00:11:42.580]  在耶穌基督裡面去親近神
[00:11:42.580 --> 00:11:46.780]  靠基督的補血洗乾淨我們去親近神
[00:11:46.780 --> 00:11:49.380]  靠基督學習耶穌的榜樣
[00:11:49.380 --> 00:11:52.860]  跟隨祂來到土神的喜悅
[00:11:52.860 --> 00:11:55.940]  這些就是聖經所教導的方式
[00:11:55.940 --> 00:11:57.180]  靈修的方式
[00:11:57.180 --> 00:12:00.020]  求主幫助我們
[00:12:00.020 --> 00:12:01.260]  我要講下面
[00:12:01.260 --> 00:12:02.100]  繼續下去
[00:12:02.100 --> 00:12:06.540]  我要講的是「生命」
[00:12:06.540 --> 00:12:10.820]  「生命」這個詞在我們中國人教育裡面常常用
[00:12:10.820 --> 00:12:12.100]  屬靈生命
[00:12:12.100 --> 00:12:13.900]  都是講生命
[00:12:13.900 --> 00:12:16.700]  聖經裡面講的生命
[00:12:16.700 --> 00:12:20.860]  就不單單是今生的生命
[00:12:20.860 --> 00:12:23.300]  也不只是講將來
[00:12:23.300 --> 00:12:27.620]  在永恆當中的永生
[00:12:27.620 --> 00:12:29.020]  聖經裡面講的生命
[00:12:29.020 --> 00:12:35.180]  很多時候是講現在加上將來
[00:12:35.180 --> 00:12:40.860]  並且這個生命不是兩個月不同的生命
[00:12:40.860 --> 00:12:45.180]  是同一個連繫著的生命
[00:12:45.180 --> 00:12:46.540]  換句話來說
[00:12:46.540 --> 00:12:49.500]  當我們講永生的時候
[00:12:49.500 --> 00:12:52.620]  這個永生不是等我們百年歸老
[00:12:52.620 --> 00:12:54.860]  在基督裡面睡了覺
[00:12:54.860 --> 00:12:57.940]  然後才去接受的永生
[00:12:57.940 --> 00:13:02.020]  永生是從現在開始相信耶穌的時候
[00:13:02.020 --> 00:13:04.100]  就過的永生
[00:13:04.100 --> 00:13:06.180]  因為我們的生命
[00:13:06.180 --> 00:13:09.340]  並沒有被死亡
[00:13:09.340 --> 00:13:10.540]  斬開兩絕
[00:13:10.540 --> 00:13:12.780]  分成兩個部分
[00:13:12.780 --> 00:13:14.660]  雖然我們在死亡的時候
[00:13:14.660 --> 00:13:17.380]  按照保羅所講的是睡了覺
[00:13:17.380 --> 00:13:19.500]  但是睡了覺
[00:13:19.500 --> 00:13:22.420]  當主耶穌再來復活的時候
[00:13:22.420 --> 00:13:26.620]  現在的生命是連繫著將來的生命
[00:13:26.620 --> 00:13:28.060]  是因為身體復活
[00:13:28.060 --> 00:13:30.580]  我們上次應該講過了
[00:13:30.580 --> 00:13:33.460]  身體復活
[00:13:33.460 --> 00:13:38.100]  所以今生我們的生活
[00:13:38.100 --> 00:13:39.100]  我們的生命
[00:13:39.100 --> 00:13:41.500]  我們最希望的生命
[00:13:41.500 --> 00:13:46.700]  就是能夠以永恆的生命的方式
[00:13:46.700 --> 00:13:50.140]  來活在現在
[00:13:50.140 --> 00:13:51.620]  我們盡量的
[00:13:51.620 --> 00:13:53.340]  當然不會是圓滿的
[00:13:53.340 --> 00:13:54.660]  我們都有軟弱
[00:13:54.660 --> 00:13:56.660]  這個世界給我們很多壓力
[00:13:56.660 --> 00:13:58.820]  魔鬼給我們很多隱憂
[00:13:58.820 --> 00:14:00.780]  但是我們作為基督徒
[00:14:00.780 --> 00:14:03.980]  特別是當我們相處在一起的時候
[00:14:03.980 --> 00:14:08.220]  我們希望彼此弟兄姊妹之間的關係
[00:14:08.220 --> 00:14:15.060]  是將來在永恆當中的關係的影子
[00:14:15.060 --> 00:14:21.300]  是從那裡將最好的寬度而解
[00:14:21.300 --> 00:14:23.780]  所以生命
[00:14:23.780 --> 00:14:25.100]  講生命
[00:14:25.100 --> 00:14:28.060]  不是單單生存下去
[00:14:28.060 --> 00:14:31.140]  不是你可以不死
[00:14:31.140 --> 00:14:32.860]  就可以再翻生
[00:14:32.860 --> 00:14:35.180]  只是這麼簡單
[00:14:35.180 --> 00:14:36.620]  生命的意思
[00:14:36.620 --> 00:14:40.340]  也都是包括正確的生活方式
[00:14:40.340 --> 00:14:42.100]  我們西人的弟兄姊妹
[00:14:42.100 --> 00:14:44.860]  就用了Lifestyle
[00:14:44.860 --> 00:14:47.540]  來講這個生活方式
[00:14:47.540 --> 00:14:50.500]  所謂正確的生活方式
[00:14:50.500 --> 00:14:56.900]  就是按照神的旨意來生活的方式
[00:14:56.900 --> 00:15:00.180]  我們希望現在是這樣生活
[00:15:00.180 --> 00:15:03.700]  將來也都是這樣生活
[00:15:03.700 --> 00:15:05.100]  所以
[00:15:05.100 --> 00:15:07.220]  這個正確的生活方式
[00:15:07.220 --> 00:15:08.580]  很顯然的
[00:15:08.580 --> 00:15:12.900]  就是以神為中心的生活方式
[00:15:12.900 --> 00:15:15.060]  聽祂的指導
[00:15:15.060 --> 00:15:17.260]  討祂的喜悅
[00:15:17.260 --> 00:15:20.660]  合神的旨意的生活方式
[00:15:20.660 --> 00:15:22.140]  所以我們時時講
[00:15:22.140 --> 00:15:24.500]  豐盛的生命
[00:15:24.500 --> 00:15:28.060]  也是討神喜悅的生活方式
[00:15:28.060 --> 00:15:32.180]  過著神認可的生活方式
[00:15:32.180 --> 00:15:34.460]  也是蒙福的生命
[00:15:34.460 --> 00:15:36.180]  生活和生命
[00:15:36.180 --> 00:15:38.180]  我們經常都是分開來講
[00:15:38.180 --> 00:15:41.140]  但英文是同一個字
[00:15:41.140 --> 00:15:43.260]  這些名詞我們要搞清楚
[00:15:43.260 --> 00:15:45.260]  我們要知道
[00:15:45.260 --> 00:15:48.820]  主耶穌講「我是生命」的時候
[00:15:48.820 --> 00:15:52.260]  不只是講我們有永遠的生命
[00:15:52.260 --> 00:15:54.940]  而是有一個正確的生活方式
[00:15:54.940 --> 00:15:59.580]  活在神的旨意當中的生活方式
[00:15:59.580 --> 00:16:04.260]  究竟怎樣才是正確的生活方式呢?
[00:16:04.260 --> 00:16:06.260]  在今天的經文裏面
[00:16:06.260 --> 00:16:08.740]  主耶穌也都有提到
[00:16:08.740 --> 00:16:11.220]  可以說是兩個重點
[00:16:11.220 --> 00:16:12.940]  很簡單的記珠
[00:16:12.940 --> 00:16:15.060]  主耶穌提醒的
[00:16:15.060 --> 00:16:17.900]  第23節那裏講
[00:16:17.900 --> 00:16:19.660]  「凡愛我的人
[00:16:19.660 --> 00:16:22.060]  就會遵守我的道
[00:16:22.060 --> 00:16:24.780]  我父也都會愛他」
[00:16:24.780 --> 00:16:29.860]  並且我們要到他那裏與他同住
[00:16:29.860 --> 00:16:33.980]  是一個非常甜蜜的應許
[00:16:33.980 --> 00:16:36.580]  愛神
[00:16:36.580 --> 00:16:39.700]  遵守主耶穌命令的人
[00:16:39.700 --> 00:16:44.180]  神和主耶穌都會與他同坐
[00:16:44.180 --> 00:16:46.860]  非常甜蜜的應許
[00:16:46.860 --> 00:16:51.460]  所以這句話就已經提示了給我們
[00:16:51.460 --> 00:16:54.580]  怎樣才是正確的生活方式
[00:16:54.580 --> 00:16:56.780]  在我們生活中
[00:16:56.780 --> 00:17:01.940]  將愛神和馴服主的命令
[00:17:01.940 --> 00:17:06.580]  放在我們生命的重心裏
[00:17:06.580 --> 00:17:09.620]  這就是正確的生活方式
[00:17:09.620 --> 00:17:12.260]  當然新日落來有很多的細節
[00:17:12.260 --> 00:17:17.700]  但是今天我們要記住兩個重點
[00:17:17.700 --> 00:17:18.900]  我要再講的是
[00:17:18.900 --> 00:17:22.980]  馴服和愛心是很難分得開的
[00:17:22.980 --> 00:17:26.540]  這個我們中國人比新人還要明白
[00:17:26.540 --> 00:17:28.700]  古人講孝順
[00:17:28.700 --> 00:17:34.100]  不只是表面的來順著父母的意思
[00:17:34.100 --> 00:17:40.980]  必須要在心裏面有尊敬和愛戴父母
[00:17:40.980 --> 00:17:45.380]  孝順才是真正流露出來的
[00:17:45.380 --> 00:17:47.500]  不是逼出來的
[00:17:47.500 --> 00:17:49.580]  所以愛和馴服
[00:17:49.580 --> 00:17:52.500]  對神的愛和馴服也是一樣
[00:17:52.500 --> 00:17:54.380]  說要聽神的話
[00:17:54.380 --> 00:17:56.300]  不是逼出來
[00:17:56.300 --> 00:17:58.300]  逼不出來
[00:17:58.300 --> 00:18:04.340]  必須要從心裏面愛神尊敬祂
[00:18:04.340 --> 00:18:05.780]  而我們這種愛心
[00:18:05.780 --> 00:18:07.140]  是聖經講的
[00:18:07.140 --> 00:18:08.660]  聖靈會幫助我們
[00:18:08.660 --> 00:18:12.820]  會澆灌從天上的愛心給我們
[00:18:12.820 --> 00:18:15.740]  讓我們可以去愛神
[00:18:15.740 --> 00:18:21.460]  所以我們要記住這兩點
[00:18:21.460 --> 00:18:27.140]  愛和馴服
[00:18:27.140 --> 00:18:33.260]  如果我們沒有聽主耶穌的命令
[00:18:33.260 --> 00:18:35.620]  沒有遵守祂的命令
[00:18:35.620 --> 00:18:36.660]  換句話來說
[00:18:36.660 --> 00:18:39.660]  我們也沒有愛耶穌
[00:18:39.660 --> 00:18:41.660]  我們唱多少的詩
[00:18:41.660 --> 00:18:43.780]  心裏面的感覺多好
[00:18:43.780 --> 00:18:46.660]  但是腳沒有去走
[00:18:46.660 --> 00:18:49.100]  沒有做
[00:18:49.100 --> 00:18:52.340]  這不是真的愛耶穌
[00:18:52.340 --> 00:18:56.420]  馴服耶穌的教導就是愛祂
[00:18:56.420 --> 00:19:01.820]  愛祂也是很容易的去馴服主的命令
[00:19:01.820 --> 00:19:06.700]  所以讓我們檢查一下自己的屬靈生命
[00:19:06.700 --> 00:19:12.020]  耶穌在我們生命當中佔甚麼位置呢?
[00:19:12.020 --> 00:19:13.700]  來愛祂
[00:19:13.700 --> 00:19:17.300]  馴服祂的教導
[00:19:17.300 --> 00:19:21.300]  用這兩個就很容易量度到
[00:19:21.300 --> 00:19:25.380]  我們現在屬靈生命的情況
[00:19:25.380 --> 00:19:29.300]  今天我還要講第三個是真理
[00:19:29.300 --> 00:19:34.380]  很多人講到道路、真理、生命的時候
[00:19:34.380 --> 00:19:37.940]  我們就將真理講到耶穌的教訓
[00:19:37.940 --> 00:19:41.100]  耶穌道德教訓、人生的教訓很好
[00:19:41.100 --> 00:19:43.500]  這些都是人生的真理
[00:19:43.500 --> 00:19:47.300]  但是恐怕主耶穌講的這個真理
[00:19:47.300 --> 00:19:50.100]  不是這個意思
[00:19:50.100 --> 00:19:52.300]  主耶穌講的真理
[00:19:52.300 --> 00:19:55.300]  真理就是真相的意思
[00:19:55.300 --> 00:19:56.820]  是真實的東西
[00:19:56.820 --> 00:19:59.100]  不是假的意思
[00:19:59.100 --> 00:20:00.700]  耶穌說我是真理
[00:20:00.700 --> 00:20:02.300]  祂的意思是
[00:20:02.300 --> 00:20:04.100]  這條是唯一的道路
[00:20:04.100 --> 00:20:04.900]  這是真的
[00:20:04.900 --> 00:20:06.500]  這是屬靈真理
[00:20:06.500 --> 00:20:09.500]  沒有第二條路
[00:20:09.500 --> 00:20:12.700]  我們只要信耶穌
[00:20:12.700 --> 00:20:15.500]  才可以去到父上那裏
[00:20:15.500 --> 00:20:18.900]  我們只要能夠跟隨耶穌的腳步
[00:20:18.900 --> 00:20:21.700]  這才是真生命的真體
[00:20:21.700 --> 00:20:24.100]  這是正確的生活方式
[00:20:24.100 --> 00:20:26.500]  沒有第二條路
[00:20:26.500 --> 00:20:29.900]  祂要講的是講這個真
[00:20:29.900 --> 00:20:32.300]  在約翰福音裏面的真理
[00:20:32.300 --> 00:20:35.700]  絕大部分都是講這個屬靈真理
[00:20:35.700 --> 00:20:41.500]  耶穌是真的這個真理
[00:20:41.500 --> 00:20:44.700]  人是很喜歡製造假的東西
[00:20:44.700 --> 00:20:48.700]  我最近非常不喜歡看到
[00:20:48.700 --> 00:20:50.500]  現在的新聞
[00:20:50.500 --> 00:20:53.300]  太多的假新聞
[00:20:53.300 --> 00:20:59.100]  太多是為了宣傳、推廣自己的意識形態
[00:20:59.100 --> 00:21:01.500]  所製造出來的種種的新聞
[00:21:01.500 --> 00:21:03.900]  這是題外話
[00:21:03.900 --> 00:21:09.100]  但是人在信仰方面
[00:21:09.100 --> 00:21:11.300]  是喜歡製造偶像
[00:21:11.300 --> 00:21:13.900]  和喜歡迷信
[00:21:13.900 --> 00:21:17.500]  觀音是人造出來的
[00:21:17.500 --> 00:21:19.100]  觀音本來就是一個
[00:21:19.100 --> 00:21:21.300]  釋迦牟尼的一個弟子
[00:21:21.300 --> 00:21:22.700]  男的
[00:21:22.700 --> 00:21:24.900]  現在中國就將他變成女的
[00:21:24.900 --> 00:21:29.900]  慢慢按照社區的需要
[00:21:29.900 --> 00:21:32.100]  改成一個女的
[00:21:32.100 --> 00:21:34.100]  當時的羅馬城市
[00:21:34.100 --> 00:21:37.700]  每個地方都有一個神
[00:21:37.700 --> 00:21:42.300]  而且這個偶像是住在那個城市的人
[00:21:42.300 --> 00:21:44.500]  每個人都必須要拜的
[00:21:44.500 --> 00:21:46.700]  因為他有定期的節日
[00:21:46.700 --> 00:21:48.700]  有一定期的儀式
[00:21:48.700 --> 00:21:51.700]  全個社區都要求你去參加
[00:21:51.700 --> 00:21:54.500]  不參加你就很大壓力
[00:21:54.500 --> 00:21:59.100]  用這種方式去逼人去拜偶像
[00:21:59.100 --> 00:22:02.100]  如果你不參加你就反社區
[00:22:02.100 --> 00:22:07.500]  到現代社會有沒有這些偶像出現呢?
[00:22:07.500 --> 00:22:08.300]  都是有的
[00:22:08.300 --> 00:22:10.300]  到現在都有
[00:22:10.300 --> 00:22:11.300]  讓我講
