
[00:00:00.000 --> 00:00:03.000]  世間有很多寶貴的英許
[00:03:21.000 --> 00:03:24.000]  後來上帝提醒他一件事
[00:03:24.000 --> 00:03:25.000]  其實有一些東西
[00:03:25.000 --> 00:03:26.000]  我早就給了你
[00:03:26.000 --> 00:03:27.000]  早就給了你
[00:03:27.000 --> 00:03:30.000]  我就是要用那些東西
[00:03:30.000 --> 00:03:32.000]  是什麼呢?
[00:03:32.000 --> 00:03:34.000]  原來當他進入驚激的火的時候
[00:03:34.000 --> 00:03:37.000]  神只是叫他脫下腳上的鞋
[00:03:37.000 --> 00:03:39.000]  原來他拿著一件東西
[00:03:39.000 --> 00:03:41.000]  神沒有叫他放下
[00:03:41.000 --> 00:03:43.000]  而進入那個呼召裡
[00:03:43.000 --> 00:03:44.000]  那這件是什麼呢?
[00:03:44.000 --> 00:03:46.000]  神又怎麼用它呢?
[00:03:46.000 --> 00:03:48.000]  我們一同讀《春埃及記》第四章
[00:03:48.000 --> 00:03:50.000]  二至到第五節
[00:03:50.000 --> 00:03:52.000]  請弟子們一同讀出這段經文
[00:03:52.000 --> 00:03:53.000]  請讀
[00:03:53.000 --> 00:03:55.000]  耶和華對摩西說
[00:03:55.000 --> 00:03:57.000]  你手裡是什麼?
[00:03:57.000 --> 00:03:58.000]  他說是象
[00:03:58.000 --> 00:04:01.000]  耶和華就吊在地上
[00:04:01.000 --> 00:04:04.000]  他一吊下去就變成蛇
[00:04:04.000 --> 00:04:06.000]  摩西便跑來
[00:04:06.000 --> 00:04:08.000]  耶和華對摩西說
[00:04:08.000 --> 00:04:09.000]  他就跑來
[00:04:09.000 --> 00:04:11.000]  他便跑來地下
[00:04:11.000 --> 00:04:13.000]  他必在你手中形變為象
[00:04:13.000 --> 00:04:16.000]  如此好叫他們信耶和華
[00:04:16.000 --> 00:04:17.000]  他們祖宗的神
[00:04:17.000 --> 00:04:19.000]  就是阿伯拉罕的神
[00:04:19.000 --> 00:04:20.000]  以撒的神
[00:04:20.000 --> 00:04:21.000]  雅各的神
[00:04:21.000 --> 00:04:24.000]  是向你顯現了
[00:04:24.000 --> 00:04:26.000]  耶和華對摩西問了一個題目
[00:04:26.000 --> 00:04:27.000]  其實我們知道
[00:04:27.000 --> 00:04:29.000]  上帝是全能全知的
[00:04:29.000 --> 00:04:31.000]  其實應該沒有一個問題
[00:04:31.000 --> 00:04:33.000]  是神不懂得回答
[00:04:33.000 --> 00:04:35.000]  但神仍然用一個問題
[00:04:35.000 --> 00:04:37.000]  去問他所呼召的摩西
[00:04:37.000 --> 00:04:39.000]  或者有時候
[00:04:39.000 --> 00:04:40.000]  上帝就是這樣用問題
[00:04:40.000 --> 00:04:41.000]  去問我和你
[00:04:41.000 --> 00:04:43.000]  其實很多問題
[00:04:43.000 --> 00:04:46.000]  並不是去表示上帝那種無知
[00:04:46.000 --> 00:04:48.000]  問題有時候是給人
[00:04:48.000 --> 00:04:50.000]  去做一個反省
[00:04:50.000 --> 00:04:52.000]  或者在問題裡
[00:04:52.000 --> 00:04:54.000]  我們對自己有新的發現
[00:04:54.000 --> 00:04:55.000]  神問摩西
[00:04:55.000 --> 00:04:58.000]  你手裡的是什麼?
[00:04:58.000 --> 00:05:00.000]  他手裡握著的
[00:05:00.000 --> 00:05:01.000]  原來是一支象
[00:05:01.000 --> 00:05:02.000]  其實這支象
[00:05:02.000 --> 00:05:04.000]  就是牧羊人握著
[00:05:04.000 --> 00:05:06.000]  一支牧羊的象
[00:05:06.000 --> 00:05:08.000]  這支牧羊象很重要
[00:05:08.000 --> 00:05:09.000]  因為在他的工作裡
[00:05:09.000 --> 00:05:10.000]  他需要牧羊
[00:05:10.000 --> 00:05:12.000]  他需要這個鉤
[00:05:12.000 --> 00:05:14.000]  去鉤住迷失的羊群
[00:05:14.000 --> 00:05:16.000]  他也需要象的棍
[00:05:16.000 --> 00:05:18.000]  去打走那些豺狼野獸
[00:05:18.000 --> 00:05:20.000]  免得羊群受傷害
[00:05:20.000 --> 00:05:23.000]  所以他手上常常都握著一支象
[00:05:23.000 --> 00:05:24.000]  好奇
[00:05:24.000 --> 00:05:26.000]  當上帝呼召他的時候
[00:05:26.000 --> 00:05:29.000]  上帝竟然讓他帶著這支象
[00:05:29.000 --> 00:05:31.000]  進入那個經營火
[00:05:31.000 --> 00:05:32.000]  原來上帝問他
[00:05:32.000 --> 00:05:37.000]  你手裡的是什麼?
[00:05:37.000 --> 00:05:38.000]  當我在八十年代
[00:05:38.000 --> 00:05:41.000]  信耶穌的時候
[00:05:41.000 --> 00:05:44.000]  我們很喜歡去夏令會
[00:05:44.000 --> 00:05:46.000]  當時年輕
[00:05:46.000 --> 00:05:48.000]  年輕人最喜歡去營地
[00:05:48.000 --> 00:05:49.000]  所以我們一去
[00:05:49.000 --> 00:05:50.000]  就去五日四夜
[00:05:50.000 --> 00:05:52.000]  去很多天
[00:05:52.000 --> 00:05:54.000]  通常最後一個節目
[00:05:54.000 --> 00:05:56.000]  就會有一個獻心會
[00:05:56.000 --> 00:05:57.000]  不知道大家去過沒有
[00:05:57.000 --> 00:05:59.000]  獻心會通常是獻三個心
[00:05:59.000 --> 00:06:00.000]  大家有些頂住笑
[00:06:00.000 --> 00:06:01.000]  可能記得
[00:06:01.000 --> 00:06:02.000]  不知道你獻了哪個心
[00:06:02.000 --> 00:06:03.000]  第一個心
[00:06:03.000 --> 00:06:05.000]  就是給那些
[00:06:05.000 --> 00:06:06.000]  去完五日營地
[00:06:06.000 --> 00:06:07.000]  聽了福音
[00:06:07.000 --> 00:06:09.000]  你願不願意信耶穌
[00:06:09.000 --> 00:06:10.000]  我們就會獻
[00:06:10.000 --> 00:06:11.000]  有信耶穌的人
[00:06:11.000 --> 00:06:12.000]  就會拿出第一個心
[00:06:12.000 --> 00:06:14.000]  第二個心通常是最多人獻
[00:06:14.000 --> 00:06:16.000]  因為如果你不獻第二個心
[00:06:16.000 --> 00:06:19.000]  有可能你要多住五日四夜
[00:06:19.000 --> 00:06:21.000]  導師和全人要再提醒你
[00:06:21.000 --> 00:06:22.000]  耶穌為你死
[00:06:22.000 --> 00:06:24.000]  為什麼你不為主活
[00:06:24.000 --> 00:06:25.000]  所以第二個心通常是獻
[00:06:25.000 --> 00:06:26.000]  為主而活一個心
[00:06:26.000 --> 00:06:28.000]  所以青年人很熱血
[00:06:28.000 --> 00:06:29.000]  個個都衝出去
[00:06:29.000 --> 00:06:30.000]  帶著兩行眼淚
[00:06:30.000 --> 00:06:32.000]  主要為你而活
[00:06:32.000 --> 00:06:34.000]  就拿出第二個心
[00:06:34.000 --> 00:06:36.000]  第三個心就不是很多人獻
[00:06:36.000 --> 00:06:37.000]  因為第三個心
[00:06:37.000 --> 00:06:39.000]  傳道人一開始說
[00:06:39.000 --> 00:06:42.000]  誰願意一生服侍上帝
[00:06:42.000 --> 00:06:44.000]  我第一次聽到
[00:06:44.000 --> 00:06:45.000]  我願意
[00:06:45.000 --> 00:06:46.000]  我要為主而活
[00:06:46.000 --> 00:06:48.000]  第二和第三有什麼分別
[00:06:48.000 --> 00:06:50.000]  後來傳道人再說
[00:06:50.000 --> 00:06:51.000]  牧師再說
[00:06:51.000 --> 00:06:52.000]  原來第三個心
[00:06:52.000 --> 00:06:53.000]  是特別給那些
[00:06:53.000 --> 00:06:56.000]  願意為主而活的人
[00:06:56.000 --> 00:06:58.000]  所以當時我自己
[00:06:58.000 --> 00:07:00.000]  也有一個很狹窄的心
[00:07:00.000 --> 00:07:01.000]  我覺得
[00:07:01.000 --> 00:07:04.000]  獻第三個心的頂姐妹
[00:07:04.000 --> 00:07:06.000]  是更加神聖的
[00:07:06.000 --> 00:07:08.000]  或者
[00:07:08.000 --> 00:07:10.000]  要聽神的呼召
[00:07:10.000 --> 00:07:11.000]  其實那個呼召
[00:07:11.000 --> 00:07:13.000]  一定是上帝呼召她
[00:07:13.000 --> 00:07:16.000]  進入一個傳道的路
[00:07:16.000 --> 00:07:17.000]  好奇
[00:07:17.000 --> 00:07:19.000]  那幾年我自己從來沒獻過第三個心
[00:07:19.000 --> 00:07:22.000]  雖然我現在是一個傳道人
[00:07:22.000 --> 00:07:24.000]  在那段日子
[00:07:24.000 --> 00:07:27.000]  我自己經常都會很
[00:07:27.000 --> 00:07:30.000]  留意那些獻第三個心的人
[00:07:30.000 --> 00:07:31.000]  可能年輕
[00:07:31.000 --> 00:07:33.000]  又比較八卦
[00:07:33.000 --> 00:07:34.000]  我會問
[00:07:34.000 --> 00:07:35.000]  看著他們
[00:07:35.000 --> 00:07:36.000]  他們那麼神聖
[00:07:36.000 --> 00:07:38.000]  獻第三個心
[00:07:38.000 --> 00:07:39.000]  他們是不是真的
[00:07:39.000 --> 00:07:41.000]  進入了侍奉的行列呢
[00:07:41.000 --> 00:07:43.000]  八十年代到現在
[00:07:43.000 --> 00:07:44.000]  幾十年
[00:07:44.000 --> 00:07:46.000]  幾十年了裡面
[00:07:46.000 --> 00:07:47.000]  真的有些頂姐妹
[00:07:47.000 --> 00:07:49.000]  當時獻第三個心
[00:07:49.000 --> 00:07:50.000]  做傳道人
[00:07:50.000 --> 00:07:51.000]  做得很出色
[00:07:51.000 --> 00:07:52.000]  神很容他們
[00:07:52.000 --> 00:07:53.000]  賜福給他們
[00:07:53.000 --> 00:07:55.000]  但也有一部分的頂姐妹
[00:07:55.000 --> 00:07:58.000]  是沒有進入傳道的行列
[00:07:58.000 --> 00:07:59.000]  但是好奇
[00:07:59.000 --> 00:08:00.000]  我見到他們
[00:08:00.000 --> 00:08:01.000]  我又見到上帝
[00:08:01.000 --> 00:08:02.000]  給他們的生命裡邊
[00:08:02.000 --> 00:08:04.000]  有很多的祝福
[00:08:04.000 --> 00:08:05.000]  神用他們的職業
[00:08:05.000 --> 00:08:06.000]  用他們的崗位
[00:08:06.000 --> 00:08:08.000]  用他們土地的特性
[00:08:08.000 --> 00:08:09.000]  或者用他們在教會裡邊
[00:08:09.000 --> 00:08:11.000]  不同的參與的侍奉
[00:08:11.000 --> 00:08:13.000]  神又用他們
[00:08:13.000 --> 00:08:15.000]  以前我自己會想
[00:08:15.000 --> 00:08:17.000]  有上帝的呼召
[00:08:17.000 --> 00:08:18.000]  或者這樣說
[00:08:18.000 --> 00:08:20.000]  或者神是特別用那些
[00:08:20.000 --> 00:08:21.000]  傳道人
[00:08:21.000 --> 00:08:23.000]  神聖一點
[00:08:23.000 --> 00:08:25.000]  而我們
[00:08:25.000 --> 00:08:26.000]  不做傳道人
[00:08:26.000 --> 00:08:27.000]  就會是
[00:08:27.000 --> 00:08:28.000]  細俗一點
[00:08:28.000 --> 00:08:31.000]  做一些工作
[00:08:31.000 --> 00:08:32.000]  不做客口
[00:08:32.000 --> 00:08:35.000]  不過記住要回教會侍奉
[00:08:35.000 --> 00:08:37.000]  當我自己去看
[00:08:37.000 --> 00:08:39.000]  上帝給摩西的呼召
[00:08:39.000 --> 00:08:41.000]  他說你手裡的是什麼
[00:08:41.000 --> 00:08:43.000]  他說是一支牧羊棒
[00:08:43.000 --> 00:08:45.000]  一支象
[00:08:45.000 --> 00:08:48.000]  上帝原來對每一個信徒
[00:08:48.000 --> 00:08:49.000]  有一個呼召
[00:08:49.000 --> 00:08:50.000]  正如馬丁路德
[00:08:50.000 --> 00:08:51.000]  當他在改革的時候
[00:08:51.000 --> 00:08:52.000]  當時的社會
[00:08:52.000 --> 00:08:54.000]  有一個很清晰的觀念
[00:08:54.000 --> 00:08:55.000]  二分法
[00:08:55.000 --> 00:08:57.000]  就是做神聖人員
[00:08:57.000 --> 00:08:59.000]  這班人是很神聖的
[00:08:59.000 --> 00:09:01.000]  全部都要鞠躬
[00:09:01.000 --> 00:09:04.000]  要當他們是神人去拜
[00:09:04.000 --> 00:09:06.000]  而其他大部分的頂尖妹
[00:09:06.000 --> 00:09:07.000]  做細俗的工作
[00:09:07.000 --> 00:09:09.000]  所以神聖與細俗
[00:09:09.000 --> 00:09:11.000]  這兩個字很鮮明地分
[00:09:11.000 --> 00:09:13.000]  然後那班頂尖妹
[00:09:13.000 --> 00:09:17.000]  就差一點
[00:09:17.000 --> 00:09:19.000]  馬丁路德給我們一個清晰的觀念
[00:09:19.000 --> 00:09:22.000]  他說信徒皆濟私
[00:09:22.000 --> 00:09:23.000]  信徒皆濟私
[00:09:23.000 --> 00:09:24.000]  事實上是
[00:09:24.000 --> 00:09:25.000]  當我們看了整本聖經
[00:09:25.000 --> 00:09:27.000]  一路去閱讀的時候
[00:09:27.000 --> 00:09:29.000]  其實耶穌基督在很多
[00:09:29.000 --> 00:09:30.000]  祂參與的場景
[00:09:30.000 --> 00:09:32.000]  其實都是職場的地方
[00:09:32.000 --> 00:09:34.000]  在一些很平凡的地方
[00:09:34.000 --> 00:09:35.000]  未必一定要很神聖的聖殿
[00:09:35.000 --> 00:09:36.000]  才會顯現
[00:09:36.000 --> 00:09:37.000]  或者去做事
[00:09:37.000 --> 00:09:39.000]  而事實上有很多
[00:09:39.000 --> 00:09:40.000]  我們看回聖經裏面
[00:09:40.000 --> 00:09:42.000]  神所用的人
[00:09:42.000 --> 00:09:44.000]  都在祂的工作裏面有份
[00:09:44.000 --> 00:09:45.000]  正如這幾十年
[00:09:45.000 --> 00:09:46.000]  我自己去觀察
[00:09:46.000 --> 00:09:48.000]  神給我一個開廣的心
[00:09:48.000 --> 00:09:50.000]  原來上帝是要用
[00:09:50.000 --> 00:09:51.000]  我們每一個人的職業
[00:09:51.000 --> 00:09:52.000]  或者這樣說
[00:09:52.000 --> 00:09:53.000]  上帝其實
[00:09:53.000 --> 00:09:55.000]  當我們進入這樣的裏面
[00:09:55.000 --> 00:09:57.000]  已經一早將很獨特的使命
[00:09:57.000 --> 00:10:01.000]  放在我和你的生命裏面
[00:10:01.000 --> 00:10:02.000]  以弗所書有一句說話
[00:10:02.000 --> 00:10:03.000]  它說
[00:10:03.000 --> 00:10:05.000]  我們完事他的工作
[00:10:05.000 --> 00:10:07.000]  在基督耶穌裏面造成
[00:10:07.000 --> 00:10:09.000]  為要叫我們行善
[00:10:09.000 --> 00:10:13.000]  就是神所預備叫我們行的
[00:10:13.000 --> 00:10:14.000]  即是說上帝呼召我們
[00:10:14.000 --> 00:10:16.000]  進入祂的救恩裏面
[00:10:16.000 --> 00:10:17.000]  原來祂同時呼召我們
[00:10:17.000 --> 00:10:21.000]  進入祂永恆的國度裏面有份
[00:10:21.000 --> 00:10:22.000]  我和你每一個
[00:10:22.000 --> 00:10:24.000]  都進入了這個
[00:10:24.000 --> 00:10:26.000]  神在整個世界
[00:10:26.000 --> 00:10:28.000]  或者整個福音的救贖裏面
[00:10:28.000 --> 00:10:30.000]  是扮演了其中一個
[00:10:30.000 --> 00:10:33.000]  很重要的角色
[00:10:33.000 --> 00:10:35.000]  所以有個字叫vocation
[00:10:35.000 --> 00:10:36.000]  vocation這個字
[00:10:36.000 --> 00:10:38.000]  在一般來說
[00:10:38.000 --> 00:10:40.000]  我們都會用解作職業
[00:10:40.000 --> 00:10:41.000]  各樣的東西
[00:10:41.000 --> 00:10:43.000]  但原來其實這個字的根源裏面
[00:10:43.000 --> 00:10:45.000]  其實和一個很神聖
[00:10:45.000 --> 00:10:47.000]  或者在神學上的一個用詞
[00:10:47.000 --> 00:10:50.000]  召命是很有關係的
[00:10:50.000 --> 00:10:52.000]  那什麼叫召命
[00:10:52.000 --> 00:10:53.000]  召命是說
[00:10:53.000 --> 00:10:54.000]  上帝呼召我們
[00:10:54.000 --> 00:10:56.000]  持續去做一些特定的工作
[00:10:56.000 --> 00:10:57.000]  一些任務
[00:10:57.000 --> 00:10:58.000]  一些責任
[00:10:58.000 --> 00:10:59.000]  或者一些使命
[00:10:59.000 --> 00:11:01.000]  上帝呼召我們
[00:11:01.000 --> 00:11:04.000]  進入一個工作
[00:11:04.000 --> 00:11:06.000]  其實什麼叫工作
[00:11:06.000 --> 00:11:07.000]  某程度來說
[00:11:07.000 --> 00:11:10.000]  當我們進入人生的一些階段裏面
[00:11:10.000 --> 00:11:13.000]  無論我們去受裝備
[00:11:13.000 --> 00:11:15.000]  去讀一些專業的課程
[00:11:15.000 --> 00:11:17.000]  或者我們進入職場的選擇裏面
[00:11:17.000 --> 00:11:20.000]  其實我們已經是回應神的召命
[00:11:20.000 --> 00:11:22.000]  在這個過程裏面
[00:11:22.000 --> 00:11:24.000]  有時候我們經歷失業
[00:11:24.000 --> 00:11:26.000]  經歷轉工
[00:11:26.000 --> 00:11:27.000]  或者在工作裏面
[00:11:27.000 --> 00:11:28.000]  我們受到一些艱難
[00:11:28.000 --> 00:11:30.000]  磨練了我們的性情
[00:11:30.000 --> 00:11:31.000]  或者我們遇到一些成就
[00:11:31.000 --> 00:11:34.000]  我們經歷到原來我可以這樣發揮
[00:11:34.000 --> 00:11:36.000]  或者我們在轉行
[00:11:36.000 --> 00:11:38.000]  很多的發現裏面
[00:11:38.000 --> 00:11:41.000]  其實這些不同的人生的片段
[00:11:41.000 --> 00:11:43.000]  其實都是在回應上帝
[00:11:43.000 --> 00:11:46.000]  在我們生命裏面的那個召命
[00:11:46.000 --> 00:11:48.000]  也都正正是回應上帝
[00:11:48.000 --> 00:11:54.000]  造我們 留我們在這個世上的目的
[00:11:54.000 --> 00:11:56.000]  神給我們的工作
[00:11:56.000 --> 00:12:00.000]  是神要用我們的地方
[00:12:00.000 --> 00:12:01.000]  一位姐妹
[00:12:01.000 --> 00:12:02.000]  我前幾天跟她聊天
[00:12:02.000 --> 00:12:04.000]  她很好 她入組
[00:12:04.000 --> 00:12:08.000]  她跟我分享她自己生命的見證
[00:12:08.000 --> 00:12:11.000]  她說到她自己
[00:12:11.000 --> 00:12:12.000]  信了耶穌之後
[00:12:12.000 --> 00:12:14.000]  很想家人信主
[00:12:14.000 --> 00:12:16.000]  她說特別是她丈夫
[00:12:16.000 --> 00:12:20.000]  他又哀又哀 又哄又罵
[00:12:20.000 --> 00:12:21.000]  但最厲害的
[00:12:21.000 --> 00:12:27.000]  都是帶她來到摩頓堂11號的地下
[00:12:27.000 --> 00:12:30.000]  永遠都上不到這條樓梯
[00:12:30.000 --> 00:12:33.000]  她的丈夫每次都跟她說
[00:12:33.000 --> 00:12:36.000]  我不進來了 你去吧
[00:12:36.000 --> 00:12:38.000]  所以她裏面覺得很慘
[00:12:38.000 --> 00:12:40.000]  經常都帶不到丈夫信耶穌
[00:12:40.000 --> 00:12:43.000]  但她說神是聽禱告
[00:12:43.000 --> 00:12:44.000]  她的丈夫有一次
[00:12:44.000 --> 00:12:47.000]  遇到工作上一個很大的困難
[00:12:47.000 --> 00:12:49.000]  她遇到很大的困難
[00:12:49.000 --> 00:12:52.000]  她的老闆就叫她過來
[00:12:52.000 --> 00:12:55.000]  她說我們現在面前有這件困難
[00:12:55.000 --> 00:13:00.000]  她說我想跟你一起祈禱
[00:13:00.000 --> 00:13:03.000]  你知道老闆叫到
[00:13:03.000 --> 00:13:06.000]  要跳 要跪 都要做
[00:13:06.000 --> 00:13:09.000]  所以當這個老闆叫這個丈夫一起祈禱的時候
[00:13:09.000 --> 00:13:12.000]  這個丈夫都很需要這樣去做
[00:13:12.000 --> 00:13:14.000]  原來這個老闆是基督徒
[00:13:14.000 --> 00:13:16.000]  他就邀請她的下屬
[00:13:16.000 --> 00:13:19.000]  這個姐妹的丈夫一起祈禱
[00:13:19.000 --> 00:13:21.000]  後來一段日子
[00:13:21.000 --> 00:13:24.000]  這個老闆搬近了銅鑼灣的地方
[00:13:24.000 --> 00:13:27.000]  他就知道這個丈夫的太太是信耶穌
[00:13:27.000 --> 00:13:28.000]  他就問她
[00:13:28.000 --> 00:13:32.000]  搬了房子我想找一間好的教會
[00:13:32.000 --> 00:13:34.000]  你有沒有好的教會介紹
[00:13:34.000 --> 00:13:35.000]  這個姐妹說有
[00:13:35.000 --> 00:13:40.000]  好的教會就是銅福堂
[00:13:40.000 --> 00:13:44.000]  於是她就帶了這個老闆來到銅福堂
[00:13:44.000 --> 00:13:47.000]  當這位姐妹和這位信耶穌的老闆
[00:13:47.000 --> 00:13:49.000]  兩個一起回教會
[00:13:49.000 --> 00:13:53.000]  他們做了一個邀請去向另一個人
[00:13:53.000 --> 00:13:57.000]  這個人就是不肯走上這條樓梯的丈夫
[00:13:57.000 --> 00:14:00.000]  他們就開始三個人一起回教會
[00:14:00.000 --> 00:14:02.000]  回了一段時間
[00:14:02.000 --> 00:14:05.000]  有一次那個丈夫準備回教會的時候
[00:14:05.000 --> 00:14:06.000]  就問太太
[00:14:06.000 --> 00:14:12.000]  我今天決志信耶穌好不好
[00:14:12.000 --> 00:14:16.000]  他就這樣從那一堂崇拜走出來
[00:14:16.000 --> 00:14:19.000]  然後決志信耶穌
[00:14:19.000 --> 00:14:23.000]  老闆運用了權柄
[00:14:23.000 --> 00:14:24.000]  捉了一個人去祈禱
[00:14:24.000 --> 00:14:26.000]  所以在座當中的老闆
[00:14:26.000 --> 00:14:30.000]  記住要用這個權柄
[00:14:30.000 --> 00:14:33.000]  慎用我們的職業
[00:14:33.000 --> 00:14:34.000]  慎用我們的身份
[00:14:34.000 --> 00:14:35.000]  用我們的地位
[00:14:35.000 --> 00:14:36.000]  用我們的影響力
[00:14:36.000 --> 00:14:42.000]  神給我們有很奇妙的恩典
[00:14:42.000 --> 00:14:46.000]  神給我們人生裏面有很多不同的祝福
[00:14:46.000 --> 00:14:47.000]  原來都透過職業
[00:14:47.000 --> 00:14:49.000]  或者透過我們的工作
