
[00:00:00.000 --> 00:00:03.400]  今日講的是十誡裏面其中一誡
[00:03:03.720 --> 00:03:06.440]  在守安息日上面
[00:03:06.440 --> 00:03:10.920]  如果我們不真正去認識安息日
[00:03:10.920 --> 00:03:15.080]  工作可以是我們的偶像
[00:03:15.080 --> 00:03:23.840]  而我們有機會被工作吞噬了我們整個人生
[00:03:23.840 --> 00:03:26.160]  我不知道你有沒有聽過有人這樣說
[00:03:26.160 --> 00:03:28.680]  「轉了工會好一點」
[00:03:28.680 --> 00:03:31.720]  有沒有聽過
[00:03:31.720 --> 00:03:33.520]  你有沒有轉過工
[00:03:33.520 --> 00:03:38.160]  轉了工是不是好一點
[00:03:38.160 --> 00:03:43.480]  因為這個從來都不是外在環境的問題
[00:03:43.480 --> 00:03:47.680]  從來都是我們心態的問題
[00:03:47.680 --> 00:03:53.200]  外在環境的改變不能夠改變我們的心態
[00:03:53.200 --> 00:03:58.000]  所以如果我們不從安息日去看工作的話
[00:03:58.000 --> 00:04:01.000]  很有可能我們要到RIP
[00:04:01.000 --> 00:04:03.680]  知不知道RIP是什麼
[00:04:03.680 --> 00:04:08.600]  即是安息主懷那一天才真正得到安息
[00:04:08.600 --> 00:04:10.480]  你想不想這樣
[00:04:10.480 --> 00:04:16.400]  我想你也不想這樣
[00:04:16.400 --> 00:04:20.640]  安息日其實實在是上帝他創造之初
[00:04:20.640 --> 00:04:24.120]  已經為我們預備好的一條出路
[00:04:24.120 --> 00:04:27.960]  你信不信
[00:04:27.960 --> 00:04:31.680]  就讓我們首先來唱出今天的回應詩「安靜」
[00:04:31.680 --> 00:04:34.360]  讓我們一起起立
[00:04:34.360 --> 00:04:39.120]  預備我們的心去聆聽上主的訊息
[00:04:39.120 --> 00:04:41.920]  請上主願祢的平安
[00:04:41.920 --> 00:04:47.720]  願祢的安靜進入我們的心裏面
[00:04:47.720 --> 00:04:51.600]  讓我們知道祢是神
[00:04:51.600 --> 00:04:53.800]  祢是我們的神
[00:04:53.800 --> 00:04:56.000]  即使更大的風浪
[00:04:56.000 --> 00:05:03.520]  我們都能夠享受到在裏面的平靜、安息
[00:05:03.520 --> 00:05:09.960]  多謝你來聽我們禱告奉耶穌名求
[00:05:09.960 --> 00:05:12.040]  請坐下
[00:05:12.040 --> 00:05:16.200]  多謝敬佩奶奶
[00:05:16.200 --> 00:05:23.240]  今天和大家所看的經文是《出埃及記》第20章8至11節
[00:05:23.240 --> 00:05:26.200]  今天我選用的版本是和合版
[00:05:26.200 --> 00:05:27.520]  修訂版
[00:05:27.520 --> 00:05:31.200]  請聽我先讀出這一段經文
[00:05:31.200 --> 00:05:36.400]  「當紀念安息日首為聖日六日要勞碌做你一切的工
[00:05:36.400 --> 00:05:41.080]  但第七日是向耶和華你的神當首的安息日
[00:05:41.080 --> 00:05:46.240]  這一日你和你的兒女、奴僕、婢女、新戳
[00:05:46.240 --> 00:05:51.440]  以及你成女寄居的客女都不可做任何的工
[00:05:51.440 --> 00:05:57.120]  因為六日之內耶和華做天、地、海和其中的萬物
[00:05:57.120 --> 00:05:59.280]  第七日就安息了
[00:05:59.280 --> 00:06:05.920]  所以耶和華賜福與安息日定為聖日」
[00:06:05.920 --> 00:06:12.520]  安息日這個規定其實在第20章10節之前已經出現過
[00:06:12.520 --> 00:06:15.600]  就是在第16章前4章的時候
[00:06:15.600 --> 00:06:17.920]  那裏說的是以色列民離開了埃及
[00:06:17.920 --> 00:06:20.880]  去到曠野沒有東西吃怎麼辦
[00:06:20.880 --> 00:06:22.200]  上帝就和他們說
[00:06:22.200 --> 00:06:26.760]  六日要收取瑪拿
[00:06:26.760 --> 00:06:28.440]  讓瑪拿成為他們的聖物
[00:06:28.440 --> 00:06:30.200]  但第六日是特別一點的
[00:06:30.200 --> 00:06:33.960]  第六日他們要收到兩份
[00:06:33.960 --> 00:06:40.520]  第七日要守安息日
[00:06:40.520 --> 00:06:44.000]  守安息日那天他們不能夠在外面去撿瑪拿
[00:06:44.000 --> 00:06:48.240]  不能夠再收取到瑪拿
[00:06:48.240 --> 00:06:52.200]  然後來到今天我們看的第20章10節
[00:06:52.200 --> 00:06:59.200]  神再一次在10節裏重申要他的百姓去守安息日、去紀念安息日
[00:06:59.200 --> 00:07:03.040]  10節這裏說前面六日要勞碌做一切的功
[00:07:03.040 --> 00:07:05.240]  那到底甚麼是功?
[00:07:05.240 --> 00:07:07.800]  怎樣界定?
[00:07:07.800 --> 00:07:14.280]  喝水、吃飯、呼吸算不算是功?
[00:07:14.280 --> 00:07:18.400]  如果按著第16章收取瑪拿的安排來看
[00:07:18.400 --> 00:07:24.960]  功最基本的界定會不會就是為戶口而做的工作呢?
[00:07:24.960 --> 00:07:27.960]  如果單單是用戶口去界定的話
[00:07:27.960 --> 00:07:31.640]  那家庭主婦就要示威了
[00:07:31.640 --> 00:07:33.600]  我家做家務怎麼辦?
[00:07:33.600 --> 00:07:35.480]  照顧孩子怎麼辦?
[00:07:35.480 --> 00:07:38.800]  投資算不算?
[00:07:38.800 --> 00:07:42.680]  義工呢?
[00:07:42.680 --> 00:07:46.240]  侍奉呢?
[00:07:46.240 --> 00:07:50.920]  第10節那裏提到連新畜都不可以做事
[00:07:50.920 --> 00:07:52.440]  牛和馬我們明白了
[00:07:52.440 --> 00:07:54.400]  牛是耕田
[00:07:54.400 --> 00:07:57.640]  馬可能是拍拍地
[00:07:57.640 --> 00:07:58.880]  綁著牠們不做事
[00:07:58.880 --> 00:08:00.840]  都明白、都可以理解
[00:08:00.840 --> 00:08:03.440]  雞和羊呢?
[00:08:03.440 --> 00:08:05.440]  雞可不可以叫牠們不要生蛋?
[00:08:05.440 --> 00:08:08.760]  安息日不要生蛋可以嗎?
[00:08:08.760 --> 00:08:11.560]  似乎不是很講得通
[00:08:11.560 --> 00:08:13.040]  那我們看看以色列民
[00:08:13.040 --> 00:08:17.000]  以色列民是怎樣守這條界命的
[00:08:17.000 --> 00:08:18.400]  以色列民在《五經》裏面
[00:08:18.400 --> 00:08:21.240]  不同的經文裏面看到
[00:08:21.240 --> 00:08:23.320]  原來安息日要這樣這樣
[00:08:23.320 --> 00:08:26.400]  所以他們制定了有39個範疇
[00:08:26.400 --> 00:08:29.320]  是範疇 不是事情
[00:08:29.320 --> 00:08:30.840]  是範圍
[00:08:30.840 --> 00:08:34.560]  納入了10界裏面的宮裏面
[00:08:34.560 --> 00:08:35.640]  大家看看這個表
[00:08:35.640 --> 00:08:38.520]  有沒有覺得有點熟面口
[00:08:38.520 --> 00:08:43.080]  像不像以前讀化學的periodic table
[00:08:43.080 --> 00:08:46.720]  以色列民有39種的範疇
[00:08:46.720 --> 00:08:48.040]  其中一種
[00:08:48.040 --> 00:08:49.800]  粉紅色的應該是我記得
[00:08:49.800 --> 00:08:50.680]  太小了我都看不到
[00:08:50.680 --> 00:08:51.600]  粉紅色的
[00:08:51.600 --> 00:08:53.400]  就是關於火的
[00:08:53.400 --> 00:08:54.280]  不准生火
[00:08:54.280 --> 00:08:55.960]  一個不准熄火
[00:08:55.960 --> 00:08:57.760]  不准生火包括甚麼
[00:08:57.760 --> 00:08:59.960]  不准按電掣開燈
[00:08:59.960 --> 00:09:01.360]  不准開車
[00:09:01.360 --> 00:09:03.080]  因為開車會怎樣
[00:09:03.080 --> 00:09:04.400]  會黑火
[00:09:04.400 --> 00:09:07.560]  有火有燈都不可以
[00:09:07.560 --> 00:09:12.160]  所以我們的電話有一個叫飛行模式
[00:09:12.160 --> 00:09:13.240]  以色列民很有趣
[00:09:13.240 --> 00:09:17.000]  他們有一個叫安息日模式
[00:09:17.000 --> 00:09:19.280]  我給大家看看這個圖
[00:09:19.280 --> 00:09:22.480]  大家怎樣猜都猜不到這是甚麼電器
[00:09:22.480 --> 00:09:25.800]  我想告訴大家這是一個雪櫃
[00:09:25.800 --> 00:09:27.240]  雪櫃裏面有些按鈕
[00:09:27.240 --> 00:09:30.640]  上面其中有一個叫sabat mode
[00:09:30.640 --> 00:09:32.760]  叫做安息日的模式
[00:09:32.760 --> 00:09:34.000]  做甚麼的
[00:09:34.000 --> 00:09:37.720]  就是當以色列民他們預備進入安息日
[00:09:37.720 --> 00:09:39.680]  他們安息日之前就按了這個按鈕
[00:09:39.680 --> 00:09:41.680]  我們快要進入安息日模式了
[00:09:41.680 --> 00:09:42.800]  開了它
[00:09:42.800 --> 00:09:44.440]  有甚麼特別的效果呢
[00:09:44.440 --> 00:09:47.520]  就是當他們安息日開雪櫃的時候
[00:09:47.520 --> 00:09:49.720]  雪櫃有燈的
[00:09:49.720 --> 00:09:51.080]  如果開了這個安息日模式
[00:09:51.080 --> 00:09:52.640]  燈就不開了
[00:09:52.640 --> 00:09:53.680]  可以嗎
[00:09:53.680 --> 00:09:54.920]  這個很有趣
[00:09:54.920 --> 00:09:55.520]  好
[00:09:55.520 --> 00:10:00.800]  另一個了
[00:10:00.800 --> 00:10:04.440]  他們乘搭電梯也有安息日模式
[00:10:04.440 --> 00:10:06.360]  如果到安息日之前
[00:10:06.360 --> 00:10:08.720]  他們會設定電梯是安息日模式
[00:10:08.720 --> 00:10:09.800]  那會怎樣做
[00:10:09.800 --> 00:10:11.920]  就是層層停
[00:10:11.920 --> 00:10:13.320]  如果你20樓的
[00:10:13.320 --> 00:10:14.640]  你見到有個G字
[00:10:14.640 --> 00:10:15.720]  你不用按電梯
[00:10:15.720 --> 00:10:18.280]  你就看著電梯在G字一直上來
[00:10:18.280 --> 00:10:19.440]  1樓停
[00:10:19.440 --> 00:10:20.400]  2樓停
[00:10:20.400 --> 00:10:20.920]  3樓停
[00:10:20.920 --> 00:10:22.080]  終於到20樓了
[00:10:22.080 --> 00:10:22.680]  好開心
[00:10:22.680 --> 00:10:23.360]  進到電梯了
[00:10:23.360 --> 00:10:25.080]  進到電梯不用按按鈕
[00:10:25.080 --> 00:10:26.640]  你進去就等就可以了
[00:10:26.640 --> 00:10:28.120]  因為它會上21樓
[00:10:28.120 --> 00:10:28.800]  22樓
[00:10:28.800 --> 00:10:29.320]  23樓
[00:10:29.320 --> 00:10:30.280]  去到頂樓了
[00:10:30.280 --> 00:10:31.440]  就下來了
[00:10:31.440 --> 00:10:35.120]  去到G樓了
[00:10:35.120 --> 00:10:40.640]  我圈了希伯來文的三個字母出來
[00:10:40.640 --> 00:10:43.560]  希伯來文是由右邊到左邊的
[00:10:43.560 --> 00:10:45.520]  所以大家將來見到電梯上面
[00:10:45.520 --> 00:10:48.640]  有個好像RX好像W的字母
[00:10:48.640 --> 00:10:50.880]  很可能那個就是代表著
[00:10:50.880 --> 00:10:52.400]  希伯來文的模式
[00:10:52.400 --> 00:10:55.320]  就是安息日的模式
[00:10:55.320 --> 00:10:57.720]  是安息日專用的
[00:10:57.720 --> 00:11:01.760]  真的有些電梯是給以色列人專用來安息日用的
[00:11:01.760 --> 00:11:03.680]  正如一開始提到
[00:11:03.680 --> 00:11:04.800]  要紀念安息日
[00:11:04.800 --> 00:11:06.120]  守為聖日
[00:11:06.120 --> 00:11:08.960]  在十誡裏面其中兩條誡命
[00:11:08.960 --> 00:11:10.320]  裏面其中一條
[00:11:10.320 --> 00:11:13.800]  是要我們做一些事情
[00:11:13.800 --> 00:11:15.600]  會不會這條誡命的焦點
[00:11:15.600 --> 00:11:19.280]  其實不是在說不讓我們做一些事情
[00:11:19.280 --> 00:11:21.800]  而是要我們做一些事情
[00:11:21.800 --> 00:11:24.240]  會不會不是不准我們做一些事情
[00:11:24.240 --> 00:11:28.720]  而是要我們進入到安息的裏面呢
[00:11:28.720 --> 00:11:29.800]  我們都很明白
[00:11:29.800 --> 00:11:32.560]  其實什麼都不做不代表能夠安息
[00:11:32.560 --> 00:11:34.240]  是不是
[00:11:34.240 --> 00:11:35.040]  你有沒有試過什麼都不做
[00:11:35.040 --> 00:11:39.600]  但其實那個人什麼都在運作
[00:11:39.600 --> 00:11:40.960]  是不是
[00:11:40.960 --> 00:11:48.080]  什麼都不做不代表我們能夠安息下來
[00:11:48.080 --> 00:11:50.640]  我們再回到前一點
[00:11:50.640 --> 00:11:52.000]  安息的規定就是說了
[00:11:52.000 --> 00:11:53.880]  在《出拉及記》第十六章開始
[00:11:53.880 --> 00:11:55.360]  是不是在修習瑪那
[00:11:55.360 --> 00:12:00.160]  但其實安息日的概念再遠一點
[00:12:00.160 --> 00:12:02.920]  在《創世紀》創造的時候
[00:12:02.920 --> 00:12:06.360]  上帝已經有這個概念擺在創造裏面
[00:12:06.360 --> 00:12:08.400]  請聽我讀出《創世紀》第二章
[00:12:08.400 --> 00:12:11.280]  那裏記載到第七天的事情
[00:12:11.280 --> 00:12:12.640]  那裏說到第七天
[00:12:12.640 --> 00:12:14.600]  神已經完成了造物之功
[00:12:14.600 --> 00:12:16.800]  就在第七天安息了
[00:12:16.800 --> 00:12:19.280]  竭了祂所做一切的功
[00:12:19.280 --> 00:12:21.080]  神賜福給第七天
[00:12:21.080 --> 00:12:22.160]  將祂分別為聖
[00:12:22.160 --> 00:12:24.720]  因為在這一天神安息了
[00:12:24.720 --> 00:12:27.640]  竭了祂所做一切創造的功
[00:12:27.640 --> 00:12:33.600]  這就是天地創造的來歷
[00:12:33.600 --> 00:12:36.760]  我們特別留意第四節
[00:12:36.760 --> 00:12:38.400]  第四節擺的位置
[00:12:38.400 --> 00:12:42.360]  是擺在第二節和第三節的後面
[00:12:42.360 --> 00:12:44.000]  即是擺在第七天後面
[00:12:44.000 --> 00:12:45.800]  為什麼呢?
[00:12:45.800 --> 00:12:54.640]  即是第七天是天地創造來歷的一部分
[00:12:54.640 --> 00:13:00.040]  原來安息也被視為天地創造的一部分
[00:13:00.040 --> 00:13:01.560]  明白嗎?弟兄姊妹
[00:13:01.560 --> 00:13:07.240]  看到了嗎?
[00:13:07.240 --> 00:13:10.360]  《聖經》裏面沒有說到神創造完了
[00:13:10.360 --> 00:13:12.240]  很累啊
[00:13:12.240 --> 00:13:14.240]  先休息一天
[00:13:14.240 --> 00:13:17.400]  這不是安息本來的意思
[00:13:17.400 --> 00:13:20.880]  安息的出現並不是因為神很累
[00:13:20.880 --> 00:13:25.720]  所以我需要休息而做了出來
[00:13:25.720 --> 00:13:27.920]  安息有它的意思
[00:13:27.920 --> 00:13:30.880]  原文是Shabbat
[00:13:30.880 --> 00:13:31.760]  是什麼意思呢?
[00:13:31.760 --> 00:13:35.800]  原來是完全尾線和圓滿的意思
[00:13:35.800 --> 00:13:39.120]  所以安息就是圓滿了創造
[00:13:39.120 --> 00:13:45.240]  好像在創造的後面畫了一個句號
[00:13:45.240 --> 00:13:49.040]  第十一節提醒我們
[00:13:49.040 --> 00:13:52.280]  安息日是按照上帝的模式而設立的
[00:13:52.280 --> 00:13:55.480]  安息日不是出現在創造的第一天
[00:13:55.480 --> 00:13:59.440]  是第七天
[00:13:59.440 --> 00:14:01.200]  看到這個格式嗎?
[00:14:01.200 --> 00:14:06.520]  六天工作 一天安息
[00:14:06.520 --> 00:14:09.720]  亦因為這樣 很著名的神學家
[00:14:09.720 --> 00:14:12.400]  莫特曼在他的著作《創造中的上帝》
[00:14:12.400 --> 00:14:16.200]  這本書裏面帶出了一個很重要的觀念
[00:14:16.200 --> 00:14:21.000]  就是安息日其實不是工作的開始
[00:14:21.000 --> 00:14:22.680]  不是起點
[00:14:22.680 --> 00:14:26.480]  我們經常以為安息日就是一個星期的第一天
[00:14:26.480 --> 00:14:28.920]  用來儲蓄能源
[00:14:28.920 --> 00:14:34.320]  讓工作有力 有精神
[00:14:34.320 --> 00:14:37.720]  不是的
[00:14:37.720 --> 00:14:42.440]  安息是工作的終點
[00:14:42.440 --> 00:14:45.280]  安息是工作的終點
[00:14:45.280 --> 00:14:49.000]  工作是為了安息
[00:14:49.000 --> 00:14:51.160]  安息圓滿了工作
[00:14:51.160 --> 00:14:53.000]  什麼意思呢?
[00:14:53.000 --> 00:14:57.440]  原來安息是工作之後必須要有的終點
[00:14:57.440 --> 00:14:59.160]  沒有了安息日
[00:14:59.160 --> 00:15:05.040]  我們的工作變得沒有它的存在意義
[00:15:05.040 --> 00:15:08.720]  就好像我不知道大家有沒有經常聽
[00:15:08.720 --> 00:15:10.760]  最好什麼時候死呢?
[00:15:10.760 --> 00:15:12.200]  人最好什麼時候死呢?
[00:15:12.200 --> 00:15:15.440]  當你的戶口用到一毫子都沒有的時候死
[00:15:15.440 --> 00:15:19.000]  就最好了 有沒有聽過?
[00:15:19.000 --> 00:15:20.520]  那最不好是怎樣呢?
[00:15:20.520 --> 00:15:21.520]  就是當死的時間
[00:15:21.520 --> 00:15:25.240]  戶口一毫子都沒有用過就最不好 是不是?
[00:15:25.240 --> 00:15:27.320]  這個是其中一個例子我想到
[00:15:27.320 --> 00:15:28.800]  另一個例子我想到就是
[00:15:28.800 --> 00:15:31.600]  太太們煮飯
[00:15:31.600 --> 00:15:34.800]  很辛苦 大汗突細汗煮完一餐飯
[00:15:34.800 --> 00:15:36.040]  自己沒得吃
[00:15:36.040 --> 00:15:37.520]  不單止
[00:15:37.520 --> 00:15:40.280]  還看不到自己所親愛的家人
[00:15:40.280 --> 00:15:44.160]  享用這一餐的晚餐或午餐
[00:15:44.160 --> 00:15:48.480]  想不想得到那種遺憾?
[00:15:48.480 --> 00:15:52.640]  就是那種遺憾
[00:15:52.640 --> 00:15:57.600]  上帝在安息日裏享受祂頭六天創造的成果
[00:15:57.600 --> 00:15:59.720]  而我們在第七天
[00:15:59.720 --> 00:16:04.120]  亦都享受著之前六天工作的成果
[00:16:04.120 --> 00:16:06.880]  我們回味之前的六天
[00:16:06.880 --> 00:16:09.000]  我們怎樣跟上帝一起工作
[00:16:09.000 --> 00:16:12.200]  一起同工的那種樂趣
[00:16:12.200 --> 00:16:17.720]  亦都分享著上帝為人所創造的美好的世界
[00:16:17.720 --> 00:16:20.120]  所以這個觀念很重要
[00:16:20.120 --> 00:16:23.000]  因為如果我們將這個觀念調轉了的話
[00:16:23.000 --> 00:16:26.320]  人就會成為工作的奴隸
[00:16:26.320 --> 00:16:30.000]  被工作綑綁住
[00:16:30.000 --> 00:16:34.200]  我們今天很多時將安息日看為一個休息日
[00:16:34.200 --> 00:16:36.760]  單單就是休息
[00:16:36.760 --> 00:16:39.160]  這個想法將我們綑綁起來
[00:16:39.160 --> 00:16:40.600]  我問一下大家
[00:16:40.600 --> 00:16:42.120]  如果去到第七天
[00:16:42.120 --> 00:16:44.040]  去到安息日那天
[00:16:44.040 --> 00:16:47.880]  不累 做完六天工作都很好
[00:16:47.880 --> 00:16:52.440]  你會怎樣用這些時間?
[00:16:52.440 --> 00:16:57.760]  很多人都會用來工作
[00:16:57.760 --> 00:16:59.080]  為什麼呢?
[00:16:59.080 --> 00:17:02.720]  為什麼很多人明明第七天休息都會用來工作呢?
[00:17:02.720 --> 00:17:05.000]  為了什麼呢?
[00:17:05.000 --> 00:17:08.000]  為了不落後其他的同事
[00:17:08.000 --> 00:17:09.600]  每個人都做得很厲害
[00:17:09.600 --> 00:17:12.400]  我多做一天就比他們快
[00:17:12.400 --> 00:17:16.440]  為了賺取更多的安全感 滿足感
[00:17:16.440 --> 00:17:19.840]  為了爬得更高的位置
[00:17:19.840 --> 00:17:22.600]  而漸漸地 第七天
[00:17:22.600 --> 00:17:26.200]  即使我們覺得很累 很累
[00:17:26.200 --> 00:17:30.400]  我們都停不下來
[00:17:30.400 --> 00:17:34.760]  當我和Hustler Fendi談今天我講的題目
[00:17:34.760 --> 00:17:35.880]  安息日的時間
[00:17:35.880 --> 00:17:38.800]  她給了兩個很好的例子給我
[00:17:38.800 --> 00:17:41.240]  第一個例子是這個
[00:17:41.240 --> 00:17:44.360]  這位弟兄叫Anson
[00:17:44.360 --> 00:17:48.080]  他很多年前因為媽媽不幸患上癌症過世
[00:17:48.080 --> 00:17:51.040]  所以他很想建立一間公司
[00:17:51.040 --> 00:17:56.320]  幫助義務服侍一些癌症病人
[00:17:56.320 --> 00:17:59.800]  他媽媽當他患病時 頭髮都脫光了
[00:17:59.800 --> 00:18:02.720]  到頭髮長出來時是全白色
[00:18:02.720 --> 00:18:05.600]  所以他很想幫他媽媽染那些頭髮
[00:18:05.600 --> 00:18:09.160]  但因為外面坊間的染髮劑有很多化學成份
[00:18:09.160 --> 00:18:13.120]  所以他不敢用那些染髮劑和他媽媽染髮
[00:18:13.120 --> 00:18:15.600]  到他媽媽過世 離開了
[00:18:15.600 --> 00:18:21.120]  他一直很想看看有沒有方法去祝福一班癌症病人
[00:18:21.120 --> 00:18:26.760]  後來他知道了原來有一種天然的染髮劑
[00:18:26.760 --> 00:18:28.880]  可以幫助染頭髮
[00:18:28.880 --> 00:18:33.200]  如果在座有些女士或是做髮型的人會知道
[00:18:33.200 --> 00:18:35.040]  一種叫Henna 我都不太認識
[00:18:35.040 --> 00:18:36.320]  叫Henna
[00:18:36.320 --> 00:18:40.600]  可以用指甲花的染髮粉
[00:18:40.600 --> 00:18:47.880]  他就拿來幫一些有需要的病人染髮
[00:18:47.880 --> 00:18:52.680]  他當然也多幫一些正常沒有病的朋友染髮
[00:18:52.680 --> 00:18:56.560]  但他就免費提供給一些有癌症的病人
[00:18:56.560 --> 00:18:58.120]  幫他們染髮
[00:18:58.120 --> 00:19:01.800]  但他放棄了禮拜天
[00:19:01.800 --> 00:19:04.240]  應該是最好生意的那天
[00:19:04.240 --> 00:19:07.240]  他關門 他不做生意
[00:19:07.240 --> 00:19:12.280]  但即使這樣 他休息禮拜天
[00:19:12.280 --> 00:19:18.160]  但仍然足夠他有餘
[00:19:18.160 --> 00:19:20.920]  他不單止足夠自己的戶口
[00:19:20.920 --> 00:19:29.120]  更加能夠義務幫助癌症病人去染髮
[00:19:29.120 --> 00:19:32.240]  這個弟兄成為了我們的見證
[00:19:32.240 --> 00:19:38.040]  另一個 不知道大家有沒有去過這餐廳吃過 叫做程班長
[00:19:38.040 --> 00:19:40.960]  他本身是一個台灣 他的老闆是一個台灣人
[00:19:40.960 --> 00:19:45.280]  他從台灣過來香港開食肆
[00:19:45.280 --> 00:19:49.360]  這位弟兄很好 和他的家人一起過來
[00:19:49.360 --> 00:19:55.640]  他過來香港開食肆 他堅決一定要休禮拜天
[00:19:55.640 --> 00:19:58.920]  將禮拜天定為他的安息日
[00:19:58.920 --> 00:20:01.800]  你們會想 他是不是傻的
[00:20:01.800 --> 00:20:08.360]  在香港開食肆不開禮拜天 他是不是瘋的
[00:20:08.360 --> 00:20:12.200]  我想告訴你 這位弟兄就是為神而瘋狂
[00:20:12.200 --> 00:20:16.200]  他就是這樣 逢禮拜天關門
[00:20:16.200 --> 00:20:19.800]  結果是怎樣
[00:20:19.800 --> 00:20:25.120]  結果是一至五套正常生意
[00:20:25.120 --> 00:20:30.360]  但禮拜六的生意是平日的兩倍
[00:20:30.360 --> 00:20:32.360]  即是什麼
[00:20:32.360 --> 00:20:38.640]  他就是現代版的以色列民 等候上帝馬拿的供應
[00:20:38.640 --> 00:20:39.880]  看到嗎
[00:20:39.880 --> 00:20:44.160]  昔日以色列民 上帝禮拜六給他們兩份
[00:20:44.160 --> 00:20:48.560]  可以禮拜六 禮拜日都用完 是不是
[00:20:48.560 --> 00:20:55.760]  今日這位弟兄同樣在經歷上帝很信實 很真實的供應
[00:20:55.760 --> 00:21:01.120]  因為他相信他要持守安息日
[00:21:01.120 --> 00:21:05.560]  上帝就會供應他的需要
[00:21:05.560 --> 00:21:11.320]  我們要在安息日 去數算去享受過去六天
[00:21:11.320 --> 00:21:13.920]  和神一起同工的成果
[00:21:13.920 --> 00:21:18.360]  免得我們被工作約束和操控
[00:21:18.360 --> 00:21:21.920]  免得我們將我們的安全感 將我們的滿足感
[00:21:21.920 --> 00:21:26.840]  將我們的成功感建立在工作上
[00:21:26.840 --> 00:21:30.320]  免得我們成為工作的奴隸
[00:21:30.320 --> 00:21:35.800]  甚至死在工作裏面
[00:21:35.800 --> 00:21:40.000]  安息日不單止改變了我們一天的模式
