
[00:00:00.000 --> 00:00:04.700]  1815年法國有個年輕的水手叫阿德
[00:06:55.000 --> 00:06:56.100]  不是吧?
[00:06:56.100 --> 00:06:57.600]  還有凌辱你的人
[00:06:57.600 --> 00:06:59.900]  令你沒有尊嚴
[00:06:59.900 --> 00:07:02.000]  令你很沒面子
[00:07:02.000 --> 00:07:04.100]  令你很難堪的人
[00:07:04.100 --> 00:07:05.600]  你為他祈禱
[00:07:05.600 --> 00:07:06.300]  不是吧?
[00:07:06.300 --> 00:07:07.500]  這是什麼愛?
[00:07:07.500 --> 00:07:08.500]  做不做到的?
[00:07:08.500 --> 00:07:10.400]  我們靠自己的能力做不做到的?
[00:07:10.400 --> 00:07:12.200]  所以需要耶穌
[00:07:12.200 --> 00:07:13.700]  兄弟姐妹
[00:07:13.700 --> 00:07:15.000]  在新約聖經裡面
[00:07:15.000 --> 00:07:18.800]  希臘文一共說了三個愛字
[00:07:18.800 --> 00:07:21.000]  第一個愛字是Arox
[00:07:21.000 --> 00:07:23.600]  這個是男女情慾的愛
[00:07:23.600 --> 00:07:25.000]  這個是在說色情片的
[00:07:25.000 --> 00:07:26.700]  所以大家不用看了
[00:07:26.700 --> 00:07:29.300]  Arox是男女情慾的愛
[00:07:29.300 --> 00:07:30.600]  第二個愛
[00:07:30.600 --> 00:07:31.700]  是Filia
[00:07:31.700 --> 00:07:33.500]  是在說手足
[00:07:33.500 --> 00:07:34.700]  兄弟
[00:07:34.700 --> 00:07:36.200]  親戚的愛
[00:07:36.200 --> 00:07:38.800]  我為什麼要經常幫助他呢?
[00:07:38.800 --> 00:07:40.300]  因為他是我姐姐
[00:07:40.300 --> 00:07:41.100]  我怎樣撐他
[00:07:41.100 --> 00:07:42.400]  這個我死黨
[00:07:42.400 --> 00:07:43.600]  這個我兄弟
[00:07:43.600 --> 00:07:45.300]  這個就是Filia
[00:07:45.300 --> 00:07:46.800]  是兄弟手足
[00:07:46.800 --> 00:07:48.100]  親戚的愛
[00:07:48.100 --> 00:07:49.600]  第三種愛
[00:07:49.600 --> 00:07:50.700]  是Agape
[00:07:50.700 --> 00:07:52.900]  是在說犧牲的愛
[00:07:52.900 --> 00:07:55.200]  犧牲的愛就更加深
[00:07:55.200 --> 00:07:57.000]  就是說
[00:07:57.000 --> 00:07:59.400]  這種愛不是交易的
[00:07:59.400 --> 00:08:00.400]  什麼是交易的愛呢?
[00:08:00.400 --> 00:08:01.700]  我愛你
[00:08:01.700 --> 00:08:03.600]  我就期望你應該愛我
[00:08:03.600 --> 00:08:04.900]  那種是交易的愛
[00:08:04.900 --> 00:08:06.700]  這種愛是犧牲的愛
[00:08:06.700 --> 00:08:09.400]  不是期望別人回報的愛
[00:08:09.400 --> 00:08:13.300]  這種愛是真心希望別人幸福的愛
[00:08:13.300 --> 00:08:17.600]  這種愛不是單純是因為情感的愛
[00:08:17.600 --> 00:08:18.300]  什麼是因為情感?
[00:08:18.300 --> 00:08:18.900]  因為我熟悉他
[00:08:18.900 --> 00:08:20.500]  所以愛他多一點
[00:08:20.500 --> 00:08:22.900]  這種愛不是單純是情感的愛
[00:08:22.900 --> 00:08:24.700]  是出自意志的愛
[00:08:24.700 --> 00:08:26.200]  什麼是意志的愛呢?
[00:08:26.200 --> 00:08:28.800]  我知道這是一個真理
[00:08:28.800 --> 00:08:30.700]  所以我決定去走
[00:08:30.700 --> 00:08:32.400]  我決定去走這件事
[00:08:32.400 --> 00:08:34.400]  不會因為他不高興
[00:08:34.400 --> 00:08:37.200]  又或者有正面負面的反應
[00:08:37.200 --> 00:08:38.900]  而影響我的決定
[00:08:38.900 --> 00:08:42.300]  我仍然繼續決定去愛人
[00:08:42.300 --> 00:08:45.400]  這個就是憑意志付出的愛
[00:08:45.400 --> 00:08:46.600]  耶穌在說
[00:08:46.600 --> 00:08:48.800]  愛仇敵的愛就是第三種愛
[00:08:48.800 --> 00:08:49.700]  Agape
[00:08:49.700 --> 00:08:52.300]  犧牲的愛
[00:08:52.300 --> 00:08:55.800]  請不要誤會耶穌不是在叫我們
[00:08:55.800 --> 00:08:58.000]  你一個個要做機械人
[00:08:58.000 --> 00:09:00.100]  一個個就變成石頭
[00:09:00.100 --> 00:09:02.600]  無論謝祐生怎樣糟蹋你
[00:09:02.600 --> 00:09:03.300]  捏你
[00:09:03.300 --> 00:09:04.400]  作弄你
[00:09:04.400 --> 00:09:05.200]  害你
[00:09:05.200 --> 00:09:06.700]  令你很難堪
[00:09:06.700 --> 00:09:08.700]  你什麼反應都沒有
[00:09:08.700 --> 00:09:10.500]  仍然OK
[00:09:10.500 --> 00:09:11.900]  這是沒辦法做到的
[00:09:11.900 --> 00:09:13.300]  這是做不到的
[00:09:13.300 --> 00:09:14.800]  我們是有血有肉的人
[00:09:14.800 --> 00:09:16.800]  耶穌不是叫我們做機械人
[00:09:16.800 --> 00:09:18.500]  不是叫我們做石頭
[00:09:18.500 --> 00:09:19.500]  耶穌在說什麼呢?
[00:09:19.500 --> 00:09:21.400]  祂在說一個真理
[00:09:21.400 --> 00:09:22.700]  大家留心聽
[00:09:22.700 --> 00:09:24.500]  耶穌說這個真理是什麼呢?
[00:09:24.500 --> 00:09:29.200]  不要讓其他人的罪牽著你鼻子走
[00:09:29.200 --> 00:09:32.100]  以致你自己都犯了罪
[00:09:32.100 --> 00:09:33.800]  摧毀你的生命
[00:09:33.800 --> 00:09:35.800]  不要因為人的犯罪
[00:09:35.800 --> 00:09:37.900]  令到你也犯了罪
[00:09:37.900 --> 00:09:40.000]  以致你的生命被摧毀
[00:09:40.000 --> 00:09:41.300]  譬如剛才這樣
[00:09:41.300 --> 00:09:43.000]  我恨你怒逼你
[00:09:43.000 --> 00:09:44.300]  你又怒逼我
[00:09:44.300 --> 00:09:45.600]  因為他的罪
[00:09:45.600 --> 00:09:47.000]  你又跟著他
[00:09:47.000 --> 00:09:48.300]  你就犯了罪
[00:09:48.300 --> 00:09:49.600]  因為我詛咒你
[00:09:49.600 --> 00:09:50.900]  你又詛咒我
[00:09:50.900 --> 00:09:52.200]  因為我犯罪
[00:09:52.200 --> 00:09:53.700]  結果你又犯了罪
[00:09:53.700 --> 00:09:55.300]  你的生命被摧毀
[00:09:55.300 --> 00:09:57.900]  因為別人侮辱你
[00:09:57.900 --> 00:09:59.400]  你又侮辱別人
[00:09:59.400 --> 00:10:02.000]  結果別人的罪又令到你犯了罪
[00:10:02.000 --> 00:10:03.900]  你的生命被摧毀
[00:10:03.900 --> 00:10:06.400]  所以等一下我們再看清楚
[00:10:06.400 --> 00:10:07.900]  剛才我們看聖經
[00:10:07.900 --> 00:10:10.900]  剛才看了《路加福音》六章二十七至二十八節
[00:10:10.900 --> 00:10:12.200]  我們再讀多一次
[00:10:12.200 --> 00:10:14.100]  我分析了是不同的重點
[00:10:14.100 --> 00:10:14.600]  我們一起讀
[00:10:14.600 --> 00:10:15.800]  一二三
[00:10:15.800 --> 00:10:17.500]  「只是我告訴你們」
[00:10:17.500 --> 00:10:19.000]  「這些聽道的人」
[00:10:19.000 --> 00:10:21.200]  「你們的仇敵要愛他」
[00:10:21.200 --> 00:10:23.700]  「恨你們的要待他好」
[00:10:23.700 --> 00:10:26.900]  「咒咒你們的要為他祝福」
[00:10:26.900 --> 00:10:30.600]  「凌辱你們的要為他禱告」
[00:10:30.600 --> 00:10:32.900]  你留意一下紅色的字
[00:10:32.900 --> 00:10:37.500]  「待他好」是代人用好的態度
[00:10:37.500 --> 00:10:39.300]  我們要祝福人
[00:10:39.300 --> 00:10:40.500]  我們為人禱告
[00:10:40.500 --> 00:10:42.700]  撇除剛才那些人的犯罪
[00:10:42.700 --> 00:10:46.000]  這是我們每一個真心跟隨耶穌
[00:10:46.000 --> 00:10:48.600]  真門徒是應該做的
[00:10:48.600 --> 00:10:50.200]  這些是我們平常都應該做的
[00:10:50.200 --> 00:10:52.000]  你對人的態度好
[00:10:52.000 --> 00:10:53.300]  你要祝福人
[00:10:53.300 --> 00:10:54.200]  你要為人祈禱
[00:10:54.200 --> 00:10:56.700]  是我們每一個都應該做的
[00:10:56.700 --> 00:10:58.500]  但是因為人的罪
[00:10:58.500 --> 00:11:00.000]  耶穌說你不要因為人的罪
[00:11:00.000 --> 00:11:01.900]  就放棄這個原則
[00:11:01.900 --> 00:11:04.800]  以致你自己也犯了罪
[00:11:04.800 --> 00:11:07.000]  所以這是耶穌教導我們
[00:11:07.000 --> 00:11:09.600]  他說真的不要因為人的罪
[00:11:09.600 --> 00:11:11.500]  令到你自己也犯了罪
[00:11:11.500 --> 00:11:13.600]  讓你的生命被摧毀
[00:11:13.600 --> 00:11:15.200]  所以耶穌說以下
[00:11:15.200 --> 00:11:17.100]  聖經《路加福音》六章三十一節
[00:11:17.100 --> 00:11:18.700]  等一會我們一起讀黑色的字
[00:11:18.700 --> 00:11:19.900]  一二三
[00:11:19.900 --> 00:11:22.600]  你們願意人怎樣待你們
[00:11:22.600 --> 00:11:25.100]  你們也要怎樣待人
[00:11:25.100 --> 00:11:28.700]  耶穌說不要像這個世界一樣
[00:11:28.700 --> 00:11:29.900]  這個世界是怎樣
[00:11:29.900 --> 00:11:33.300]  祂期望祂的愛是得著回報的
[00:11:33.300 --> 00:11:34.400]  我對你好
[00:11:34.400 --> 00:11:37.100]  你就應該一定對我好
[00:11:37.100 --> 00:11:40.300]  你對我不好就是你的問題
[00:11:40.300 --> 00:11:41.600]  這個世界就是這樣
[00:11:41.600 --> 00:11:43.500]  但耶穌不同是相反的
[00:11:43.500 --> 00:11:45.900]  這個世界的愛是期望別人回報
[00:11:45.900 --> 00:11:48.900]  但耶穌的愛是沒有期望別人回報
[00:11:48.900 --> 00:11:49.800]  所以耶穌說
[00:11:49.800 --> 00:11:52.600]  你想別人怎樣待你好
[00:11:52.600 --> 00:11:54.600]  你就先待人好
[00:11:54.600 --> 00:11:56.100]  但耶穌沒有加句
[00:11:56.100 --> 00:11:58.500]  耶穌沒有加句說
[00:11:58.500 --> 00:11:59.800]  你待人好
[00:11:59.800 --> 00:12:01.000]  以致別人也待你好
[00:12:01.000 --> 00:12:02.300]  大家明白我說什麼吧
[00:12:02.300 --> 00:12:04.600]  耶穌沒有加句說
[00:12:04.600 --> 00:12:06.400]  你要別人待你好
[00:12:06.400 --> 00:12:07.400]  所以你待人好
[00:12:07.400 --> 00:12:08.900]  以致別人待你好
[00:12:08.900 --> 00:12:11.000]  耶穌說你要別人怎樣待你
[00:12:11.000 --> 00:12:12.400]  你就怎樣待人
[00:12:12.400 --> 00:12:15.400]  所以這個愛不是期望回報的
[00:12:15.400 --> 00:12:17.800]  這個愛是犧牲的愛
[00:12:17.800 --> 00:12:20.000]  這個愛就是寬恕
[00:12:20.000 --> 00:12:22.200]  這個愛就是恩典
[00:12:22.200 --> 00:12:24.600]  這個愛是看得見的愛
[00:12:24.600 --> 00:12:26.200]  當我們將恩典給出去
[00:12:26.200 --> 00:12:29.700]  這個愛就是看得見的愛
[00:12:29.700 --> 00:12:33.600]  弟兄姊妹我們繼續看更加難的聖經
[00:12:33.600 --> 00:12:35.900]  路加福音六章二十九至三十字
[00:12:35.900 --> 00:12:37.600]  我們一起讀一二三
[00:12:37.600 --> 00:12:40.200]  有人打你這邊的臉
[00:12:40.200 --> 00:12:43.400]  而那邊的臉也由他打
[00:12:43.400 --> 00:12:45.300]  有人奪你的外衣
[00:12:45.300 --> 00:12:47.800]  連女衣也由他拿去
[00:12:47.800 --> 00:12:50.200]  凡求你的就給他
[00:12:50.200 --> 00:12:52.100]  有人奪你的東西去
[00:12:52.100 --> 00:12:54.700]  不要再要回來
[00:12:54.700 --> 00:12:56.700]  弟兄姊妹你們看這四個字
[00:12:56.700 --> 00:12:59.300]  我加了一二三四
[00:12:59.300 --> 00:13:00.500]  紅色的字
[00:13:00.500 --> 00:13:04.400]  這四句的希臘原文是單數的字
[00:13:04.400 --> 00:13:06.300]  單數的字代表什麼呢?
[00:13:06.300 --> 00:13:07.900]  單數的字代表
[00:13:07.900 --> 00:13:11.100]  神的說話不是同一班人
[00:13:11.100 --> 00:13:12.200]  不管三七二十一
[00:13:12.200 --> 00:13:13.500]  同一班人說
[00:13:13.500 --> 00:13:15.700]  單數的字是對你說
[00:13:15.700 --> 00:13:19.900]  如果一班人我可以躲起來
[00:13:19.900 --> 00:13:21.400]  神跟我們說一句話
[00:13:21.400 --> 00:13:23.300]  我說不是跟我說的
[00:13:23.300 --> 00:13:24.900]  是跟Jerry說的
[00:13:24.900 --> 00:13:25.700]  不是跟我說的
[00:13:25.700 --> 00:13:26.900]  是跟Crystal說的
[00:13:26.900 --> 00:13:27.600]  是跟她說的
[00:13:27.600 --> 00:13:28.900]  不關我的事
[00:13:28.900 --> 00:13:29.900]  可能隔壁那個
[00:13:29.900 --> 00:13:30.900]  可能你後面那個
[00:13:30.900 --> 00:13:32.400]  可能前面那個
[00:13:32.400 --> 00:13:33.600]  我們可以躲起來
[00:13:33.600 --> 00:13:34.900]  但是單數的字是什麼呢?
[00:13:34.900 --> 00:13:37.000]  單數的字是跟你跟我說的
[00:13:37.000 --> 00:13:38.100]  你不要走
[00:13:38.100 --> 00:13:39.500]  就是跟你說的
[00:13:39.500 --> 00:13:40.600]  不是跟你隔壁那個
[00:13:40.600 --> 00:13:42.000]  不是跟你後面那個
[00:13:42.000 --> 00:13:45.700]  會說今天神這句話是跟你跟我說的
[00:13:45.700 --> 00:13:47.200]  不要躲起來
[00:13:47.200 --> 00:13:48.100]  你不可以躲起來
[00:13:48.100 --> 00:13:49.700]  因為神跟你說的
[00:13:49.700 --> 00:13:52.200]  所以神跟我們說
[00:13:52.200 --> 00:13:57.100]  這個要是我們個人做人的應有態度
[00:13:57.100 --> 00:13:59.300]  我們要根據神的心意去做
[00:13:59.300 --> 00:14:00.400]  是什麼呢?
[00:14:00.400 --> 00:14:02.200]  打你的臉
[00:14:02.200 --> 00:14:03.500]  在耶穌的時代
[00:14:03.500 --> 00:14:05.800]  被人打臉是代表侮辱
[00:14:05.800 --> 00:14:06.700]  沒有尊嚴
[00:14:06.700 --> 00:14:07.500]  沒有面子
[00:14:07.500 --> 00:14:08.400]  我想現在也是
[00:14:08.400 --> 00:14:10.100]  無端端在街上被人打臉
[00:14:10.100 --> 00:14:11.500]  生氣得發脾氣
[00:14:11.500 --> 00:14:13.400]  你就不是那些小朋友
[00:14:13.400 --> 00:14:15.100]  哎呀!很可愛啊!那種
[00:14:15.100 --> 00:14:16.900]  是打你的臉那種
[00:14:16.900 --> 00:14:18.200]  沒有尊嚴沒有侮辱
[00:14:18.200 --> 00:14:19.400]  耶穌在說什麼?
[00:14:19.400 --> 00:14:21.100]  當有人得罪你
[00:14:21.100 --> 00:14:25.300]  你不要給你的尊嚴面子去操縱控制你
[00:14:25.300 --> 00:14:26.600]  因為我沒有面子
[00:14:26.600 --> 00:14:28.000]  所以我一定要報仇
[00:14:28.000 --> 00:14:29.500]  耶穌說不是這樣
[00:14:29.500 --> 00:14:32.600]  你不要給這個尊嚴去控制你
[00:14:32.600 --> 00:14:33.900]  以致你去報仇
[00:14:33.900 --> 00:14:35.700]  你要寬恕
[00:14:35.700 --> 00:14:39.500]  這就等於將這些恩典給出去
[00:14:39.500 --> 00:14:41.500]  第四
[00:14:41.500 --> 00:14:46.100]  外衣和東西是等於財產
[00:14:46.100 --> 00:14:48.300]  擁有財產是一個權利
[00:14:48.300 --> 00:14:49.700]  是耶穌的時代
[00:14:49.700 --> 00:14:50.800]  摩西律法保障
[00:14:50.800 --> 00:14:52.900]  今天我們有法律去保障
[00:14:52.900 --> 00:14:53.700]  是這個權利
[00:14:53.700 --> 00:14:55.200]  你搶別人的財產
[00:14:55.200 --> 00:14:57.100]  就等於剝奪別人的權利
[00:14:57.100 --> 00:14:58.100]  耶穌在說什麼?
[00:14:58.100 --> 00:14:59.500]  當有人得罪你
[00:14:59.500 --> 00:15:01.800]  就等於他好像欠你一樣
[00:15:01.800 --> 00:15:03.500]  如果你堅持你的權利
[00:15:03.500 --> 00:15:05.900]  我有這個權利去追討你
[00:15:05.900 --> 00:15:07.600]  我有這個權利去令到你
[00:15:07.600 --> 00:15:10.000]  為了你的行為要付出責任
[00:15:10.000 --> 00:15:11.400]  付出你的代價
[00:15:11.400 --> 00:15:13.000]  這個就是你要報復
[00:15:13.000 --> 00:15:15.200]  耶穌說你要放棄這個權利
[00:15:15.200 --> 00:15:16.700]  不要追討這個權利
[00:15:16.700 --> 00:15:17.700]  你要寬恕
[00:15:17.700 --> 00:15:20.200]  寬恕就等於放棄追討的權利
[00:15:20.200 --> 00:15:22.400]  寬恕就等於將恩典給出去
