
[00:00:00.000 --> 00:00:02.660]  我今次其實揀了兩個英文字,
[00:02:21.520 --> 00:02:27.280]  有六個支柱,真的很仔細,做了很多研究,
[00:02:27.280 --> 00:02:32.620]  我quote他一段,甚麼叫self esteem,
[00:02:32.620 --> 00:02:56.800]  他有兩個字,自尊有兩樣相關的元素,
[00:02:56.800 --> 00:03:01.900]  第一個是甚麼,是在你面對生命的挑戰裏面,
[00:03:01.900 --> 00:03:07.120]  你仍然有自信,有基本信念,基本信心,
[00:03:07.120 --> 00:03:11.120]  and the other is the sense of being worthy of happiness,
[00:03:11.120 --> 00:03:15.200]  self respect,另外一個就是致敬,
[00:03:15.200 --> 00:03:18.460]  你覺得無論在甚麼情況下,
[00:03:18.460 --> 00:03:24.140]  你都是值得過一個幸福的生命,
[00:03:24.140 --> 00:03:29.140]  worthy of happiness,真的,
[00:03:29.140 --> 00:03:35.220]  我今天沒時間講這些,所以我叫你食少些,
[00:03:35.220 --> 00:03:40.460]  給多少時間,如果你一會兒要上班,
[00:03:40.460 --> 00:03:43.740]  不準時上班被人炒,你準時走,
[00:03:43.740 --> 00:03:49.240]  我累了你,其實self esteem不是概念來的,
[00:03:49.240 --> 00:03:52.860]  是action,是你活出來怎樣,
[00:03:52.860 --> 00:03:55.740]  不是你知道是甚麼,知無用,
[00:03:55.740 --> 00:03:58.440]  我越來越覺得知得多是騙人的,
[00:03:58.440 --> 00:04:00.380]  so I focus on action,
[00:04:00.380 --> 00:04:03.100]  講六樣是要practice,
[00:04:03.100 --> 00:04:05.760]  the practice of living consciously,
[00:04:05.760 --> 00:04:09.860]  你有種skill,你又不知自己活著做甚麼,
[00:04:09.860 --> 00:04:13.340]  你看不清楚,對自己對這個世界有consciousness,
[00:04:13.340 --> 00:04:15.340]  the practice of self-assertiveness,
[00:04:15.340 --> 00:04:18.180]  你無論如何你都要接納自己,人家踩你不如,
[00:04:18.180 --> 00:04:20.180]  self-responsibility, the practice,
[00:04:20.180 --> 00:04:24.600]  你不是爭權利,你一個尊貴的人有責任,
[00:04:24.600 --> 00:04:27.060]  self-assertiveness,人家踩你,
[00:04:27.060 --> 00:04:30.700]  你有自己的立場,不是攻擊人家,
[00:04:30.700 --> 00:04:33.640]  live purposely,你做人有錢有甚麼用,
[00:04:33.640 --> 00:04:36.540]  你為甚麼做人,live purposely,
[00:04:36.540 --> 00:04:38.900]  the practice of personal integrity,
[00:04:38.900 --> 00:04:43.700]  是甚麼,你表裡一致,你不是扮尊貴,
[00:04:43.700 --> 00:04:47.960]  你有實質,有尊於內而凝尊於外,
[00:04:47.960 --> 00:04:53.040]  就不是離開,所以我很喜歡,
[00:04:53.040 --> 00:04:57.880]  我教書都有教self-assertiveness,教很多堂,
[00:04:57.880 --> 00:05:01.660]  就不是一堂,不過我再想想,
[00:05:01.660 --> 00:05:05.820]  最好找一個case study,
[00:05:05.820 --> 00:05:10.580]  來看究竟怎樣才叫live with self-assertiveness,
[00:05:10.580 --> 00:05:17.200]  我揀了一個中外都認為是一個很成功的人物,
[00:05:17.200 --> 00:05:19.940]  當然以色列人覺得很成功,
[00:05:19.940 --> 00:05:23.820]  以色列人一講他最光芒的時候,
[00:05:23.820 --> 00:05:28.880]  當然不是現在,現在其實是很困苦的時候,
[00:05:28.880 --> 00:05:32.540]  他最光芒的時候是大衛做王的時候,
[00:05:32.540 --> 00:05:39.340]  King David,何等光芒,作很多個詩,
[00:05:39.340 --> 00:05:44.280]  又好打又靚仔,真是無得頂,
[00:05:44.280 --> 00:05:48.860]  我看過電影扮做大衛那個都很靚仔,
[00:05:48.860 --> 00:05:52.340]  鱷魚真是靚,聖經都有形容,
[00:05:52.340 --> 00:05:58.340]  但估不到,你看錯,聖經的好處,
[00:05:58.340 --> 00:06:00.260]  它不只是記載歷史,
[00:06:00.260 --> 00:06:02.860]  聖經有歷史書,滅亡紀上下,
[00:06:02.860 --> 00:06:06.400]  代誌上下,全部都講歷史,
[00:06:06.400 --> 00:06:08.260]  歷史只是記載一個人的活動,
[00:06:08.260 --> 00:06:11.580]  你無記載他入面發生的事,
[00:06:11.580 --> 00:06:14.860]  你以為他的自尊是因為他皇宮靚,
[00:06:14.860 --> 00:06:16.860]  因為他打仗靚,因為他老婆多,
[00:06:16.860 --> 00:06:21.580]  數得出有名的老婆都有九個,
[00:06:21.580 --> 00:06:25.980]  無名那些數不出,你不可以以為,
[00:06:25.980 --> 00:06:28.760]  你只是記我看歷史很令人悲哀,
[00:06:28.760 --> 00:06:31.900]  因為它只是記載一些active,action,
[00:06:31.900 --> 00:06:35.080]  而且解歷史多數是皇室的人解,
[00:06:35.080 --> 00:06:39.980]  你看我們中國歷史全部都是使官去講,
[00:06:39.980 --> 00:06:44.860]  你亂講人頭落地,你這樣寫嗎?
[00:06:44.860 --> 00:06:48.020]  所以你看中國歷史是看到某些事,
[00:06:48.020 --> 00:06:54.540]  哪些人解釋,但我們明白大衛就好,
[00:06:54.540 --> 00:07:00.420]  他不單歷史,他寫了自己內心的日記和集記,
[00:07:00.420 --> 00:07:03.460]  保留了來的都有七十五集,
[00:07:03.460 --> 00:07:07.660]  我們叫做詩篇,歷史書記載他活動,
[00:07:07.660 --> 00:07:11.740]  詩篇記載他入面發生甚麼事,
[00:07:11.740 --> 00:07:16.980]  我當然今天不講那麼多歷史功功貴職,
[00:07:16.980 --> 00:07:20.260]  大家都知打低哥利亞,然後彈琴,
[00:07:20.260 --> 00:07:24.980]  在皇帝面前做音樂治療師solo,
[00:07:24.980 --> 00:07:30.180]  然後被殺被追殺落幕做黑社會,
[00:07:30.180 --> 00:07:32.640]  然後再回去做皇帝,
[00:07:32.640 --> 00:07:36.260]  皇帝統一平復外面,
[00:07:36.260 --> 00:07:39.860]  建立一個從未試過光芒的皇城,
[00:07:39.860 --> 00:07:44.020]  我不講那些,其中一篇詩我想跟大家講,
[00:07:44.020 --> 00:07:52.580]  相傳這篇詩是他落幕時被上司責到,
[00:07:52.580 --> 00:07:56.020]  solo殺千千大衛殺萬萬,
[00:07:56.020 --> 00:07:59.380]  你千萬不要在人家面前歌頌你老友
[00:07:59.380 --> 00:08:04.580]  多過歌頌老闆,他死定了,一下就踩你,
[00:08:04.580 --> 00:08:14.380]  他走逃命,幸好有些朋友跟著他,
[00:08:14.380 --> 00:08:18.460]  相傳這首詩在他逃命時,
[00:08:18.460 --> 00:08:23.980]  事業很惡惡時,告了自己都不知如何走下一步,
[00:08:23.980 --> 00:08:27.820]  躲在山洞過日子時就寫了,
[00:08:27.820 --> 00:08:29.860]  就是我很喜歡的一篇詩,
[00:08:29.860 --> 00:08:31.660]  你看一個人有沒有自尊,
[00:08:31.660 --> 00:08:35.600]  他前面講的self-advocacy,
[00:08:35.600 --> 00:08:38.460]  你風平浪靜時,個個都好似很有自尊,
[00:08:38.460 --> 00:08:43.300]  但在風浪時,挑戰時你就知,
[00:08:43.300 --> 00:08:48.380]  我讀心理學,人成長有些叫predictable crisis,
[00:08:48.380 --> 00:08:55.260]  可以預測的危機,挑戰,生老病死,
[00:08:55.260 --> 00:09:00.660]  從幼齡到童年、少年、青年、中年、老年,
[00:09:00.660 --> 00:09:05.140]  每一個階段都有挑戰,predictable,
[00:09:05.140 --> 00:09:07.780]  我帶這本書的passage,predictable crisis,
[00:09:07.780 --> 00:09:13.160]  你一定有,人生沒有challenge,你騙人的,
[00:09:13.160 --> 00:09:15.540]  因為我們活在一個墮落的世界,
[00:09:15.540 --> 00:09:18.060]  再加上predictable crisis,
[00:09:18.060 --> 00:09:21.960]  再看一個很重要的,unpredictable crisis,
[00:09:21.960 --> 00:09:29.960]  你估不到的,天災、人禍、病患,
[00:09:29.960 --> 00:09:36.280]  情變、靈戰,這個世界有靈,
[00:09:36.280 --> 00:09:40.240]  你見不到的,世界都有打仗,
[00:09:40.240 --> 00:09:44.040]  所以加上這些predictable、unpredictable的life challenges,
[00:09:44.040 --> 00:09:49.000]  你如何保持自尊,在這些危機中,
[00:09:49.000 --> 00:09:51.460]  你就知道自己究竟有多少料,
[00:09:51.460 --> 00:09:56.360]  究竟那些pillars of your esteem,
[00:09:56.360 --> 00:09:59.960]  支撐你的自尊是甚麼,
[00:09:59.960 --> 00:10:03.460]  是你的屋頂多大,是你的工資多高,
[00:10:03.460 --> 00:10:08.860]  是你的工人多多,是甚麼pillars,
[00:10:08.860 --> 00:10:11.860]  所以你見那些pillars完全不是講外在的東西,
[00:10:11.860 --> 00:10:16.360]  是講內在的東西,那些能撐到你嗎?
[00:10:16.360 --> 00:10:19.960]  在crisis時就撐不到,一定撐不到,
[00:10:19.960 --> 00:10:27.560]  但你估不到,他在這些時間發生了甚麼事,
[00:10:27.560 --> 00:10:32.360]  他寫了一篇很美麗的詩,是我很喜歡的詩,
[00:10:32.360 --> 00:10:38.760]  文畫,整篇詩都很長,我揀了些出來,
[00:10:38.760 --> 00:10:41.260]  他在這時間是怎樣呢?
[00:10:41.260 --> 00:10:48.760]  他說我常將耶和華我的神放在我的右邊,
[00:10:48.760 --> 00:10:54.560]  因為他就在我面前,我必不自動搖,
[00:10:54.560 --> 00:10:58.160]  在challenges裏面,問題是你搖不搖,
[00:10:58.160 --> 00:11:01.260]  他搖你兩下,你搖,
[00:11:01.260 --> 00:11:07.360]  那個self-efficacy是信,你對自己的信,
[00:11:07.360 --> 00:11:10.660]  can I face it,我過不過得到這關,
[00:11:10.660 --> 00:11:17.460]  他不動搖,不動搖有表現,你不騙人,
[00:11:17.460 --> 00:11:21.360]  你不動搖時,因他在我面前我就不動搖,
[00:11:21.360 --> 00:11:23.560]  然後有甚麼表現呢?三樣東西,
[00:11:23.560 --> 00:11:27.160]  因為我做醫生,我真是看一個人動不動搖,
[00:11:27.160 --> 00:11:32.060]  我看他幾樣東西,心歡喜,靈快樂,
[00:11:32.060 --> 00:11:40.460]  我的肉身安然俱全,我不是只check你表面穿甚麼衣服,
[00:11:40.460 --> 00:11:46.160]  我check你的心點,心點,這個歡喜辦得到,
[00:11:46.160 --> 00:11:50.860]  在你裏面有一種無人能夠取去的喜悅,
[00:11:50.860 --> 00:11:56.260]  靈快樂,靈在裏面,神造我們是萬物之靈,
[00:11:56.260 --> 00:11:59.460]  我們中環都知道人有靈,跟動物是不同的,
[00:11:59.460 --> 00:12:05.460]  所以李安羅獎在探討靈的問題,
[00:12:05.460 --> 00:12:13.560]  我很喜歡李安羅獎,他不是探討表面的東西,
[00:12:13.560 --> 00:12:18.460]  在海上你單獨對著老虎,其實老虎是他自己的,
[00:12:18.460 --> 00:12:21.360]  是自己的幽魂,那你是甚麼?
[00:12:21.360 --> 00:12:25.860]  甚麼是支撐?他是探討靈魂裏面的靈,
[00:12:25.860 --> 00:12:30.260]  不知道肉身安然俱全,安然俱全不是你多強健,
[00:12:30.260 --> 00:12:32.960]  你一個人始終身體會衰弱,
[00:12:32.960 --> 00:12:36.960]  但問題是你在時間仍然有那種力量,
[00:12:36.960 --> 00:12:44.960]  懸然安然不怕身體衰弱,這就很厲害,
[00:12:44.960 --> 00:12:53.660]  大衛做不到,他在山洞裏面忽然見到掃蘿,
[00:12:53.660 --> 00:12:56.460]  還有那些人走來,聖經記載得很清楚,
[00:12:56.460 --> 00:13:02.160]  掃蘿人有三吉,進去山洞準備拜祭,
[00:13:02.160 --> 00:13:07.060]  聖經好,連這篇都寫了,他在那邊看,
[00:13:07.060 --> 00:13:12.560]  但他心平直,神告訴他你有esteem,
[00:13:12.560 --> 00:13:18.560]  不要做這些黑暗的事,放他一馬,他放了他,
[00:13:18.560 --> 00:13:23.360]  他一刀就搞定了,你在這些考驗,
[00:13:23.360 --> 00:13:25.560]  這些試驗裏面覺得你究竟是怎樣,
[00:13:25.560 --> 00:13:28.560]  當你這麼毒的,你攻擊人,你踩低人,
[00:13:28.560 --> 00:13:30.760]  你抬高自己,這個人追擊我,打低他,
[00:13:30.760 --> 00:13:34.160]  以我之有self esteem,是不是這樣來的,
[00:13:34.160 --> 00:13:40.360]  不是這樣來的,然後他再寫這篇詩,
[00:13:40.360 --> 00:13:45.760]  就連寫他這些生死關頭的事,他究竟是怎樣,
[00:13:45.760 --> 00:13:50.560]  關鍵在哪裏,另外一篇詩就知,
[00:13:50.560 --> 00:13:53.560]  另外一篇詩是我favorite的詩,
[00:13:53.560 --> 00:14:02.760]  這篇是他寫的,我現在這幾個月不斷背這篇詩,
[00:14:02.760 --> 00:14:06.960]  跟他practice這篇詩,這篇詩是CB13,
[00:14:06.960 --> 00:14:10.960]  他說我心不狂慕,我老了時間很狂慕,
[00:14:10.960 --> 00:14:12.560]  以為我可以控制這個世界,
[00:14:12.560 --> 00:14:15.560]  我主張這些是我自己對付你的,
[00:14:15.560 --> 00:14:20.960]  我眼不高大,謙卑於你思想,
[00:14:20.960 --> 00:14:25.960]  你眼高大的時間,你以為這樣就叫steal,
[00:14:25.960 --> 00:14:28.960]  更糟糕,插不透的事我又不敢做,
[00:14:28.960 --> 00:14:31.760]  不會亂來,很多時候一時衝動,
[00:14:31.760 --> 00:14:34.560]  為了你自己不secure,你不secure的時間,
[00:14:34.560 --> 00:14:38.960]  你做很多很無謂的事,插不透,不做,你放不下,
[00:14:38.960 --> 00:14:41.360]  我們人就被外面的牽著我們走,
[00:14:41.360 --> 00:14:43.560]  很多事叫我們攻,我叫我們眼大,
[00:14:43.560 --> 00:14:45.360]  於是我這樣的人見不到世面,
[00:14:45.360 --> 00:14:49.560]  當你這麼restless,這麼自我中心的時間,
[00:14:49.560 --> 00:14:52.560]  你不見到世面,你放不下,
[00:14:52.560 --> 00:14:56.560]  那四樣東西,正是聖經說,
[00:14:56.560 --> 00:15:05.560]  盡心盡性盡義盡義,心是你所想,不要狂慕,
[00:15:05.560 --> 00:15:08.560]  心是你靈魂,眼是靈魂之窗,
[00:15:08.560 --> 00:15:13.560]  你靈魂看出來的時間不高大,是謙卑的,
[00:15:13.560 --> 00:15:18.560]  意是值得,你不要經常靠自己的方式去猜測,
[00:15:18.560 --> 00:15:22.560]  做,你,是你的行為,
[00:15:22.560 --> 00:15:27.560]  所以聖經說盡心盡性盡義,你要放下,
[00:15:27.560 --> 00:15:31.560]  然後出現一件事,惡心在我們裏面,
[00:15:31.560 --> 00:15:34.560]  大部份的人不看自己的心,
[00:15:34.560 --> 00:15:37.560]  你偏偏一個原來你有心的,
[00:15:37.560 --> 00:15:41.560]  你偏偏外面的難處,來到去,綁住你,
[00:15:41.560 --> 00:15:46.560]  惡心在我們裏面,平穩安靜,
[00:15:46.560 --> 00:15:48.560]  self esteem是甚麼,
[00:15:48.560 --> 00:15:51.560]  最終的時間,朦朦朧朧,
[00:15:51.560 --> 00:15:53.560]  面對這些life challenges的時間,
[00:15:53.560 --> 00:15:55.560]  你的心安定,
[00:15:55.560 --> 00:16:00.560]  你知,舉在右邊,愛不至動搖,
[00:16:00.560 --> 00:16:04.560]  在裏面好像甚麼,跟著那兩條路,
[00:16:04.560 --> 00:16:09.560]  真正斷過賴的孩子,identity,
[00:16:09.560 --> 00:16:12.560]  動輒拉扯你的身份,很懷孕,
[00:16:12.560 --> 00:16:17.560]  我們在香港成日都是,你甚麼identity你甚麼身份,
[00:16:17.560 --> 00:16:21.560]  我當然,蔡醫生,你知我是醫生,
[00:16:21.560 --> 00:16:24.560]  我們用很多這些social identity,
[00:16:24.560 --> 00:16:26.560]  來證明自己的自尊,
[00:16:26.560 --> 00:16:31.560]  用我們的physical identity,來證明自己的自尊,
[00:16:31.560 --> 00:16:37.560]  孩子,好像斷過賴的孩子,
[00:16:37.560 --> 00:16:42.560]  哪個孩子,當我是蔡家的孩子,
[00:16:42.560 --> 00:16:45.560]  我爸爸很有尊嚴,他窮得很有尊嚴,
[00:16:45.560 --> 00:16:48.560]  他行鼠行得很有尊嚴,我非常respect,
[00:16:48.560 --> 00:16:52.560]  但我知道我不是只是蔡家的孩子,
[00:16:52.560 --> 00:16:55.560]  我是天父的孩子,
[00:16:55.560 --> 00:16:59.560]  好像斷過賴的孩子在母親的懷中,
[00:16:59.560 --> 00:17:01.560]  living consciously就是一樣,
[00:17:01.560 --> 00:17:04.560]  living consciously你要知道,
[00:17:04.560 --> 00:17:06.560]  你知道你是誰,
[00:17:06.560 --> 00:17:09.560]  這個不是只是psychosocial consciousness,
[00:17:09.560 --> 00:17:14.560]  不是只是一個心理和社會上的consciousness,
[00:17:14.560 --> 00:17:16.560]  是一個spiritual awakening,
[00:17:16.560 --> 00:17:18.560]  《聖經》裏面說的spiritual awakening,
[00:17:18.560 --> 00:17:22.560]  是一種分之間,《聖經》叫做靈魂蘇醒,
[00:17:22.560 --> 00:17:24.560]  你分之間看到,
[00:17:24.560 --> 00:17:28.560]  創天造地的主是人眼不能見的,
[00:17:28.560 --> 00:17:30.560]  但你不能見,你知有的,
[00:17:30.560 --> 00:17:32.560]  這個大地怎樣來,
[00:17:32.560 --> 00:17:35.560]  你知,不過你不想,你不想,
[00:17:35.560 --> 00:17:37.560]  你不想從哪裡來,
[00:17:37.560 --> 00:17:39.560]  真是大石爆出來,
[00:17:39.560 --> 00:17:41.560]  你知不是consciousness,
[00:17:41.560 --> 00:17:43.560]  conscious,你conscious,
[00:17:43.560 --> 00:17:46.560]  現在全世界很少人相信沒有神,
[00:17:46.560 --> 00:17:49.560]  很少人,因為他知解不到,
[00:17:49.560 --> 00:17:52.560]  我醫生解不到生命哪裏,
[00:17:52.560 --> 00:17:55.560]  他們所有物理學家都解釋不到,
[00:17:55.560 --> 00:17:57.560]  Big Bang是甚麽,
[00:17:57.560 --> 00:17:59.560]  全部是一些理論,
[00:17:59.560 --> 00:18:02.560]  但你不conscious,你根本不包他在,
[00:18:02.560 --> 00:18:04.560]  conscious是他在,
[00:18:04.560 --> 00:18:05.560]  所以我鍾意的,
[00:18:05.560 --> 00:18:07.560]  精神與神在,
[00:18:07.560 --> 00:18:08.560]  你當他不在,
[00:18:08.560 --> 00:18:12.560]  你的self-esteem是動搖,
[00:18:12.560 --> 00:18:14.560]  在母親的懷中,
[00:18:14.560 --> 00:18:18.560]  既運動,既運動,
[00:18:18.560 --> 00:18:20.560]  我學了,
[00:18:20.560 --> 00:18:23.560]  我這六個月,
[00:18:23.560 --> 00:18:25.560]  我走過的路,
[00:18:25.560 --> 00:18:29.560]  是叫我動搖的,
[00:18:29.560 --> 00:18:32.560]  我太太cancer,
[00:18:32.560 --> 00:18:34.560]  再割了,
[00:18:34.560 --> 00:18:36.560]  化療,再電療,
[00:18:36.560 --> 00:18:40.560]  打沉,
[00:18:40.560 --> 00:18:47.560]  上星期呼吸都呼吸不到,
[00:18:47.560 --> 00:18:51.560]  三年醫生深切治療部,
[00:18:51.560 --> 00:18:56.560]  他說她呼吸衰竭,
[00:18:56.560 --> 00:19:00.560]  要直送她入去深切治療室,
[00:19:00.560 --> 00:19:02.560]  This is the best I can offer,
[00:19:02.560 --> 00:19:05.560]  intubate,
[00:19:05.560 --> 00:19:07.560]  take over她的呼吸,
[00:19:07.560 --> 00:19:09.560]  由她control,
[00:19:09.560 --> 00:19:11.560]  我說我是,
[00:19:11.560 --> 00:19:14.560]  Thank you,
[00:19:14.560 --> 00:19:16.560]  我們不入深切治療,
[00:19:16.560 --> 00:19:18.560]  我不相信,
[00:19:18.560 --> 00:19:20.560]  我將太太交給你,
[00:19:20.560 --> 00:19:24.560]  我交給你,
[00:19:24.560 --> 00:19:26.560]  他說你讓我見見太太,
[00:19:26.560 --> 00:19:28.560]  我說無問題,
[00:19:28.560 --> 00:19:30.560]  一個外國人,
[00:19:30.560 --> 00:19:33.560]  和另一個主診醫生,
[00:19:33.560 --> 00:19:36.560]  我太太上氣不止下氣,
[00:19:36.560 --> 00:19:39.560]  她跟他說了三句,
[00:19:39.560 --> 00:19:42.560]  我太太說,
[00:19:42.560 --> 00:19:45.560]  No intrusive therapy please,
[00:19:45.560 --> 00:19:49.560]  不要做intrusive,
[00:19:49.560 --> 00:19:52.560]  不要插喉嚨,
[00:19:52.560 --> 00:19:54.560]  他望一望,
[00:19:54.560 --> 00:19:56.560]  他再望一望,
[00:19:56.560 --> 00:19:58.560]  我告訴他,
[00:19:58.560 --> 00:20:01.560]  I know my way,
[00:20:01.560 --> 00:20:03.560]  他說Yes,
[00:20:03.560 --> 00:20:05.560]  然後他對我太太說,
[00:20:05.560 --> 00:20:08.560]  I wish when I am at your age,
[00:20:08.560 --> 00:20:10.560]  and under the same circumstances,
[00:20:10.560 --> 00:20:13.560]  I have the courage to make the same decision,
[00:20:13.560 --> 00:20:15.560]  如果我到你這個年紀,
[00:20:15.560 --> 00:20:17.560]  有你這個情況,
[00:20:17.560 --> 00:20:20.560]  我希望我有勇氣做這個決定,
[00:20:20.560 --> 00:20:26.560]  好奇,
[00:20:26.560 --> 00:20:28.560]  好多好奇,
[00:20:28.560 --> 00:20:31.560]  這六個月,
[00:20:31.560 --> 00:20:34.560]  好奇我們經常practice安靜,
[00:20:34.560 --> 00:20:37.560]  我從來未見過我太太這樣,
[00:20:37.560 --> 00:20:42.560]  因為你一定要有esteem,
[00:20:42.560 --> 00:20:44.560]  不是你身體的問題,
[00:20:44.560 --> 00:20:46.560]  不是你能否控制的問題,
[00:20:46.560 --> 00:20:51.560]  那個時候我看到她很安穩,
[00:20:51.560 --> 00:20:53.560]  很平靜,
[00:20:53.560 --> 00:20:55.560]  她知道事實,
[00:20:55.560 --> 00:20:57.560]  這幾天呼吸也呼吸不到,
[00:20:57.560 --> 00:20:58.560]  說話也說不到,
[00:20:58.560 --> 00:21:00.560]  吃東西也吃不到,
[00:21:00.560 --> 00:21:02.560]  昨日開始進步,
[00:21:02.560 --> 00:21:03.560]  前日也進步,
[00:21:03.560 --> 00:21:06.560]  昨日說話也吃到流質,
[00:21:06.560 --> 00:21:08.560]  她跟我說,
[00:21:08.560 --> 00:21:10.560]  譬如說,
[00:21:10.560 --> 00:21:12.560]  好多謝,
[00:21:12.560 --> 00:21:14.560]  四十三年後,
[00:21:14.560 --> 00:21:16.560]  她說不過很奇怪,
[00:21:16.560 --> 00:21:19.560]  她說我現在明白甚麼是依靠神,
[00:21:19.560 --> 00:21:22.560]  她說我經常覺得自己也幾好,
[00:21:22.560 --> 00:21:24.560]  我控制得到,
[00:21:24.560 --> 00:21:26.560]  她也幾強,
[00:21:26.560 --> 00:21:27.560]  幾獨立,
[00:21:27.560 --> 00:21:32.560]  她說你知不知道我連吐口氣也控制不到,
[00:21:32.560 --> 00:21:34.560]  我連喝口水,
[00:21:34.560 --> 00:21:36.560]  醫生也說可能會aspirin,
[00:21:36.560 --> 00:21:38.560]  會進了另一格,
[00:21:38.560 --> 00:21:41.560]  我連說兩句說話也說不到,
[00:21:41.560 --> 00:21:43.560]  她說你一定會預估,
[00:21:43.560 --> 00:21:45.560]  我貼近她,
[00:21:45.560 --> 00:21:47.560]  她說幾好,
[00:21:47.560 --> 00:21:49.560]  好平靜,
[00:21:49.560 --> 00:21:50.560]  好安然,
[00:21:50.560 --> 00:21:52.560]  她看著我,
[00:21:52.560 --> 00:21:55.560]  她說請你原諒我,
[00:21:55.560 --> 00:21:58.560]  你不斷幫我做很多事,
[00:21:58.560 --> 00:22:00.560]  不過我的語氣不太好,
[00:22:00.560 --> 00:22:02.560]  我經常都命令你,
[00:22:02.560 --> 00:22:04.560]  她說我求神赦免你,
[00:22:04.560 --> 00:22:07.560]  我從今之後不再命令你,
[00:22:07.560 --> 00:22:10.560]  我完全需要你,
[00:22:10.560 --> 00:22:15.560]  嘩我很感動,沒得辦的,
[00:22:15.560 --> 00:22:18.560]  你estimate在life challenges,
[00:22:18.560 --> 00:22:20.560]  人人都有不同的challenge,
[00:22:20.560 --> 00:22:22.560]  但在這些life challenges之間,
[00:22:22.560 --> 00:22:23.560]  生死關頭,
[00:22:23.560 --> 00:22:26.560]  你忽然發覺你以為控制到的東西也控制不到,
[00:22:26.560 --> 00:22:28.560]  你掌握到的東西也掌握不到,
[00:22:28.560 --> 00:22:31.560]  你才知道你有沒有self-esteem,
[00:22:31.560 --> 00:22:34.560]  自信是基礎在哪裏,
[00:22:34.560 --> 00:22:37.560]  是神信,
[00:22:37.560 --> 00:22:40.560]  與耶穌被差來,
[00:22:40.560 --> 00:22:42.560]  擔當我們的信心者,
[00:22:42.560 --> 00:22:44.560]  天父怎樣跟我們說,
[00:22:44.560 --> 00:22:46.560]  聖靈進入他裏面,
[00:22:46.560 --> 00:22:48.560]  然後說你是我的愛子,
[00:22:48.560 --> 00:22:50.560]  我所喜悅的,
[00:22:50.560 --> 00:22:53.560]  You are my beloved child,
[00:22:53.560 --> 00:22:55.560]  You are my beloved son,
[00:22:55.560 --> 00:22:58.560]  into my well place,
[00:22:58.560 --> 00:23:00.560]  創造我的身份,
[00:23:00.560 --> 00:23:01.560]  不是written in 身份,
[00:23:01.560 --> 00:23:03.560]  創造我的自信,
[00:23:03.560 --> 00:23:05.560]  不是基於我對神的相信,
[00:23:05.560 --> 00:23:07.560]  我能夠這樣做,
[00:23:07.560 --> 00:23:09.560]  這幾天的醫生,
[00:23:09.560 --> 00:23:13.560]  每個人都很驚訝,
[00:23:13.560 --> 00:23:19.560]  驚訝的不是他忽然間康復了,
