
[00:00:00.000 --> 00:00:07.000]  一般宗教一定有自己本身的經典
[00:01:52.000 --> 00:01:54.000]  在一個保障的裏面
[00:01:54.000 --> 00:01:57.000]  平安的度日
[00:01:57.000 --> 00:02:01.000]  可惜基本法始終是一些人
[00:02:01.000 --> 00:02:05.000]  盡力所作的一個法例
[00:02:05.000 --> 00:02:08.000]  總有不完善之處
[00:02:08.000 --> 00:02:10.000]  沒有想得那麼仔細
[00:02:10.000 --> 00:02:12.000]  這裡不詳細說了
[00:02:12.000 --> 00:02:16.000]  基督教的經典是我們的聖經
[00:02:16.000 --> 00:02:18.000]  聖經
[00:02:18.000 --> 00:02:22.000]  但我們會強調的是唯獨聖經
[00:02:22.000 --> 00:02:27.000]  意思是我們只是以聖經為最高的標準
[00:02:27.000 --> 00:02:29.000]  參考準則
[00:02:29.000 --> 00:02:31.000]  而不是以某一個人
[00:02:31.000 --> 00:02:33.000]  某一個牧師
[00:02:33.000 --> 00:02:36.000]  某一個屬靈的領袖
[00:02:36.000 --> 00:02:38.000]  聖經是幫助我們認識
[00:02:38.000 --> 00:02:41.000]  有關耶穌基督的真理
[00:02:41.000 --> 00:02:45.000]  聖經是作為耶穌基督的見證
[00:02:45.000 --> 00:02:48.000]  好讓我們能夠去到他的面前
[00:02:48.000 --> 00:02:50.000]  得著他給我們的生命
[00:02:50.000 --> 00:02:52.000]  好像《約翰福音》五章三十九節所說
[00:02:52.000 --> 00:02:53.000]  不過很可惜
[00:02:53.000 --> 00:02:57.000]  人不願意來到耶穌的面前
[00:02:57.000 --> 00:03:01.000]  聖經不單止是我們基督教信仰的經書
[00:03:01.000 --> 00:03:04.000]  聖經更加是神的說話
[00:03:04.000 --> 00:03:06.000]  是我們生命的糧食
[00:03:06.000 --> 00:03:10.000]  更加是我們信徒的指南針
[00:03:10.000 --> 00:03:12.000]  所以你和我都有責任
[00:03:12.000 --> 00:03:13.000]  去研讀
[00:03:13.000 --> 00:03:14.000]  去理解
[00:03:14.000 --> 00:03:16.000]  去進行
[00:03:16.000 --> 00:03:18.000]  以致我們能夠不愧
[00:03:18.000 --> 00:03:22.000]  作為基督信仰的跟隨者
[00:03:22.000 --> 00:03:24.000]  提摩塔修一至二章
[00:03:24.000 --> 00:03:28.000]  保羅很願意來鼓勵提摩塔
[00:03:28.000 --> 00:03:30.000]  你要作無愧的工人
[00:03:30.000 --> 00:03:34.000]  你要作耶穌基督的徵兵
[00:03:34.000 --> 00:03:36.000]  而第三至第四章
[00:03:36.000 --> 00:03:39.000]  保羅亦都提醒提摩塔
[00:03:39.000 --> 00:03:40.000]  在這個末世裏面
[00:03:40.000 --> 00:03:42.000]  基督的群體教會
[00:03:42.000 --> 00:03:46.000]  要面對裏外交迫的危機和挑戰
[00:03:46.000 --> 00:03:49.000]  外面有很多極對的勢力
[00:03:49.000 --> 00:03:51.000]  去迷惑信徒
[00:03:51.000 --> 00:03:54.000]  教會裏面亦都不會好得去哪裏
[00:03:54.000 --> 00:03:56.000]  教會裏面可能有很多假領袖
[00:03:56.000 --> 00:03:57.000]  假先知
[00:03:57.000 --> 00:03:58.000]  假教師
[00:03:58.000 --> 00:04:01.000]  會來到迷惑信徒
[00:04:01.000 --> 00:04:02.000]  今天
[00:04:02.000 --> 00:04:06.000]  我和你都處身在一個末世的時代
[00:04:06.000 --> 00:04:08.000]  我上次
[00:04:08.000 --> 00:04:10.000]  使用三章一至九節的信息
[00:04:10.000 --> 00:04:11.000]  勉勵大家
[00:04:11.000 --> 00:04:15.000]  我們夢照是要為我們所信仰的
[00:04:15.000 --> 00:04:17.000]  去做見證
[00:04:17.000 --> 00:04:18.000]  我們是見證人
[00:04:18.000 --> 00:04:20.000]  見證人其中一個特色
[00:04:20.000 --> 00:04:23.000]  就是能夠明辨是非
[00:04:23.000 --> 00:04:26.000]  分別真假
[00:04:26.000 --> 00:04:30.000]  我們不單止是這樣
[00:04:30.000 --> 00:04:32.000]  我們更加要很積極地
[00:04:32.000 --> 00:04:34.000]  透過我們的說話
[00:04:34.000 --> 00:04:36.000]  透過我們所傳的福音
[00:04:36.000 --> 00:04:37.000]  透過我們的生活
[00:04:37.000 --> 00:04:41.000]  將福音的真諦大能
[00:04:41.000 --> 00:04:43.000]  向世界上我們同時代的人
[00:04:43.000 --> 00:04:45.000]  作見證
[00:04:45.000 --> 00:04:48.000]  這就是我們夢照的目的
[00:04:48.000 --> 00:04:49.000]  今天我願意接觸
[00:04:49.000 --> 00:04:53.000]  思想三章十節十節節的訊息
[00:04:53.000 --> 00:04:55.000]  來和大家勉勵
[00:04:55.000 --> 00:04:56.000]  我們夢照
[00:04:56.000 --> 00:04:58.000]  是要守主的道
[00:04:58.000 --> 00:05:02.000]  是要遵守主的道
[00:05:02.000 --> 00:05:03.000]  保羅一開始的時候
[00:05:03.000 --> 00:05:06.000]  就誕尾作為開始
[00:05:06.000 --> 00:05:08.000]  很特別的一個開始
[00:05:08.000 --> 00:05:09.000]  意思就是說
[00:05:09.000 --> 00:05:11.000]  提摩太
[00:05:11.000 --> 00:05:14.000]  你和前面三章二至九節
[00:05:14.000 --> 00:05:16.000]  所提到的假師父的特徵
[00:05:16.000 --> 00:05:19.000]  是很不同的
[00:05:19.000 --> 00:05:20.000]  你不是那些假師父
[00:05:20.000 --> 00:05:23.000]  你的生命在基督裡面
[00:05:23.000 --> 00:05:25.000]  已經更新了
[00:05:25.000 --> 00:05:28.000]  你必須能夠以基督的真理
[00:05:28.000 --> 00:05:30.000]  去活現在人的面前
[00:05:30.000 --> 00:05:33.000]  所以你是不同的
[00:05:33.000 --> 00:05:36.000]  所以基督和夢照
[00:05:36.000 --> 00:05:38.000]  是要遵守主的道
[00:05:38.000 --> 00:05:40.000]  甚至去持守
[00:05:40.000 --> 00:05:43.000]  維護主的真道
[00:05:43.000 --> 00:05:46.000]  要遵守主的道
[00:05:46.000 --> 00:05:48.000]  從今天的經文裡面
[00:05:48.000 --> 00:05:49.000]  我覺得有三方面
[00:05:49.000 --> 00:05:51.000]  我們需要有的認知
[00:05:51.000 --> 00:05:53.000]  第一個認知
[00:05:53.000 --> 00:05:55.000]  我們要知道主的道
[00:05:55.000 --> 00:05:56.000]  是有權威
[00:05:56.000 --> 00:05:59.000]  有實效的
[00:05:59.000 --> 00:06:01.000]  保羅在第十六節上半節說
[00:06:01.000 --> 00:06:04.000]  這是神所默示的
[00:06:04.000 --> 00:06:06.000]  這個聖經在當時來說
[00:06:06.000 --> 00:06:08.000]  保羅所表達的
[00:06:08.000 --> 00:06:10.000]  大部分是指舊約
[00:06:10.000 --> 00:06:12.000]  或者少部分新約的書卷
[00:06:12.000 --> 00:06:13.000]  但是很明顯
[00:06:13.000 --> 00:06:14.000]  我們知道
[00:06:14.000 --> 00:06:16.000]  當聖經成為正典的時候
[00:06:16.000 --> 00:06:18.000]  整個新教的傳書
[00:06:18.000 --> 00:06:21.000]  都是神所默示的
[00:06:21.000 --> 00:06:23.000]  默示簡單來說
[00:06:23.000 --> 00:06:26.000]  就是神的靈感動所寫成的
[00:06:26.000 --> 00:06:28.000]  不過很奇妙
[00:06:28.000 --> 00:06:32.000]  上帝的靈感動是感動人寫成的
[00:06:32.000 --> 00:06:35.000]  神會感動彼得、約翰
[00:06:35.000 --> 00:06:37.000]  或者其他作者
[00:06:37.000 --> 00:06:41.000]  將他們的心意向世人呈獻
[00:06:41.000 --> 00:06:43.000]  如果聖經是神的感動
[00:06:43.000 --> 00:06:44.000]  換言之
[00:06:44.000 --> 00:06:46.000]  聖經的主編是誰呢?
[00:06:46.000 --> 00:06:47.000]  是上帝自己
[00:06:47.000 --> 00:06:50.000]  所以上帝所寫的
[00:06:50.000 --> 00:06:51.000]  是一致的
[00:06:51.000 --> 00:06:52.000]  雖然經歷這麼長
[00:06:52.000 --> 00:06:54.000]  這麼多的世紀
[00:06:54.000 --> 00:06:56.000]  但是聖經是沒有矛盾的
[00:06:56.000 --> 00:06:59.000]  因為主編是上帝自己
[00:06:59.000 --> 00:07:02.000]  因為上帝是昔在今在永續的上帝
[00:07:02.000 --> 00:07:04.000]  所以他所寫的不會錯
[00:07:04.000 --> 00:07:07.000]  也很有權威
[00:07:07.000 --> 00:07:10.000]  甚至聖經成為一個很重要
[00:07:10.000 --> 00:07:13.000]  我們要遵循的基礎
[00:07:13.000 --> 00:07:16.000]  因為聖經是神的說話
[00:07:16.000 --> 00:07:19.000]  為什麼聖經的文筆不同呢?
[00:07:19.000 --> 00:07:22.000]  是因為神使用了不同的作者
[00:07:22.000 --> 00:07:24.000]  他們有來自不同的背景
[00:07:24.000 --> 00:07:26.000]  來自不同的時代
[00:07:26.000 --> 00:07:28.000]  所以文筆總有參思
[00:07:28.000 --> 00:07:30.000]  不過成為神的說話
[00:07:30.000 --> 00:07:33.000]  這個事實是沒有改變的
[00:07:33.000 --> 00:07:35.000]  所以主的道是有權威
[00:07:35.000 --> 00:07:37.000]  因為是神所寫的
[00:07:37.000 --> 00:07:39.000]  主的道不單止有權威
[00:07:39.000 --> 00:07:42.000]  並且叫人得著益處
[00:07:42.000 --> 00:07:43.000]  十六章下半節
[00:07:43.000 --> 00:07:46.000]  於教訓督責使人歸正
[00:07:46.000 --> 00:07:49.000]  教導人學而到時有的
[00:07:49.000 --> 00:07:51.000]  原來神的說話不是只給人看的
[00:07:51.000 --> 00:07:55.000]  是幫助人、教導人、改正人、引導人
[00:07:55.000 --> 00:07:58.000]  知道什麼是對、什麼是錯
[00:07:58.000 --> 00:08:02.000]  中國佈道家宋尚哲博士
[00:08:02.000 --> 00:08:05.000]  1935年在廈門傳福音
[00:08:05.000 --> 00:08:07.000]  在傳福音期間
[00:08:07.000 --> 00:08:11.000]  當地的賭場生意一落千丈
[00:08:11.000 --> 00:08:13.000]  甚至個個虧本
[00:08:13.000 --> 00:08:15.000]  為什麼呢?
[00:08:15.000 --> 00:08:16.000]  很明顯
[00:08:16.000 --> 00:08:21.000]  原來神的說話、神的話語、福音真是大能力
[00:08:21.000 --> 00:08:23.000]  連賭徒都會改勝
[00:08:23.000 --> 00:08:25.000]  都不去賭場
[00:08:25.000 --> 00:08:26.000]  又去聽福音
[00:08:26.000 --> 00:08:27.000]  甚至聽完福音之後
[00:08:27.000 --> 00:08:28.000]  我不再賭了
[00:08:28.000 --> 00:08:30.000]  福音、神的話語
[00:08:30.000 --> 00:08:32.000]  是使人得著益處
[00:08:32.000 --> 00:08:34.000]  使人歸正
[00:08:34.000 --> 00:08:36.000]  不單止這樣
[00:08:36.000 --> 00:08:38.000]  更加是裝備信徒
[00:08:38.000 --> 00:08:41.000]  叫熟神的人得以完全
[00:08:41.000 --> 00:08:43.000]  預備行各樣的善事
[00:08:43.000 --> 00:08:48.000]  神的話如果我們不去研讀、不去重視
[00:08:48.000 --> 00:08:51.000]  祂不能夠幫助、裝備我們
[00:08:51.000 --> 00:08:53.000]  去為主作供
[00:08:53.000 --> 00:08:55.000]  不知道頂子妹有沒有好像我的經歷
[00:08:55.000 --> 00:08:57.000]  有時候我有個經歷是什麼呢?
[00:08:57.000 --> 00:08:59.000]  當我有些事情很想去做
[00:08:59.000 --> 00:09:01.000]  其實有種聲音告訴你
[00:09:01.000 --> 00:09:04.000]  你這個做是不對的
[00:09:04.000 --> 00:09:06.000]  或者不應該這樣做
[00:09:06.000 --> 00:09:08.000]  但是不知道為什麼
[00:09:08.000 --> 00:09:11.000]  一種微聲告訴你不要做
[00:09:11.000 --> 00:09:13.000]  有另一種聲音告訴你
[00:09:13.000 --> 00:09:14.000]  你心裡有作用
[00:09:14.000 --> 00:09:16.000]  但另一種聲音告訴你
[00:09:16.000 --> 00:09:18.000]  這是聖明的提醒
[00:09:18.000 --> 00:09:19.000]  頂子妹
[00:09:19.000 --> 00:09:22.000]  神的話語不單止會透過聖明提醒我們
[00:09:22.000 --> 00:09:25.000]  神的話語留下給我們
[00:09:25.000 --> 00:09:27.000]  是要裝備我們
[00:09:27.000 --> 00:09:30.000]  使我們知道神的心意是如何
[00:09:30.000 --> 00:09:31.000]  當我們傳福音的時候
[00:09:31.000 --> 00:09:33.000]  我們需要神的話語的裝備
[00:09:33.000 --> 00:09:36.000]  當我們去醫院探人的時候
[00:09:36.000 --> 00:09:38.000]  我們需要用神的話語安慰有需要的人
[00:09:38.000 --> 00:09:40.000]  不是說你自己的經歷
[00:09:40.000 --> 00:09:45.000]  神的話語裝備我們
[00:09:45.000 --> 00:09:50.000]  去與不信的人辨別真理
[00:09:50.000 --> 00:09:52.000]  憂傷的人
[00:09:52.000 --> 00:09:54.000]  用神的話語安慰他們
[00:09:54.000 --> 00:09:55.000]  所以簡單來說
[00:09:55.000 --> 00:09:58.000]  聖經是上帝給我們的寶貝
[00:09:58.000 --> 00:09:59.000]  提醒我們
[00:09:59.000 --> 00:10:01.000]  聖經不單止這樣的功能
[00:10:01.000 --> 00:10:05.000]  聖經更加是透過我們去研讀聖經
[00:10:05.000 --> 00:10:07.000]  建立我們和上帝的關係
[00:10:07.000 --> 00:10:09.000]  所以我們要祈禱
[00:10:09.000 --> 00:10:11.000]  我們當然要讀聖經
[00:10:11.000 --> 00:10:12.000]  使我們和上帝的關係
[00:10:12.000 --> 00:10:15.000]  不是只是一種頭腦的認知
[00:10:15.000 --> 00:10:17.000]  今天很多人看聖經
[00:10:17.000 --> 00:10:20.000]  只求知識的增加
[00:10:20.000 --> 00:10:21.000]  讀聖經
[00:10:21.000 --> 00:10:23.000]  因為我現在要抉擇
[00:10:23.000 --> 00:10:26.000]  究竟我應不應該出國讀書
[00:10:26.000 --> 00:10:28.000]  究竟我應不應該做這份工作
[00:10:28.000 --> 00:10:30.000]  於是隨便去揭露
[00:10:30.000 --> 00:10:31.000]  聖經不是這樣的
[00:10:31.000 --> 00:10:34.000]  或者當我們要去拓展教會的聖功的時候
[00:10:34.000 --> 00:10:35.000]  我們先看聖經
[00:10:35.000 --> 00:10:39.000]  看聖經怎樣教我們發展教會
[00:10:39.000 --> 00:10:41.000]  聖經不單止是知識的灌輸
[00:10:41.000 --> 00:10:43.000]  不是時功拓展的參考
[00:10:43.000 --> 00:10:47.000]  聖經是要成為一面鏡子
[00:10:47.000 --> 00:10:49.000]  叫我們這群屬神的兒女
[00:10:49.000 --> 00:10:51.000]  好好看待我們自己
[00:10:51.000 --> 00:10:53.000]  今天我的言行舉止
[00:10:53.000 --> 00:10:56.000]  是否與所無的恩相稱
[00:10:56.000 --> 00:10:58.000]  聖經是光照我們
[00:10:58.000 --> 00:10:59.000]  所以我們不要逃避
[00:10:59.000 --> 00:11:02.000]  今天很多時候我們不喜歡照鏡
[00:11:02.000 --> 00:11:05.000]  我不想看到我的貓樣
[00:11:05.000 --> 00:11:09.000]  但一個真的認真的教徒
[00:11:09.000 --> 00:11:11.000]  就算我的樣子很平凡也好
[00:11:11.000 --> 00:11:13.000]  因為我要見人
[00:11:13.000 --> 00:11:15.000]  我去幫助人
[00:11:15.000 --> 00:11:16.000]  我一定要照鏡
[00:11:16.000 --> 00:11:19.000]  看有沒有一些東西是不恰當的
[00:11:19.000 --> 00:11:23.000]  同樣我們不能逃避看聖經
[00:11:23.000 --> 00:11:25.000]  因為聖經會成為一面鏡子
[00:11:25.000 --> 00:11:28.000]  引導我們
[00:11:28.000 --> 00:11:31.000]  使我們能夠知道上帝的心意
[00:11:31.000 --> 00:11:32.000]  各位弟妹
[00:11:32.000 --> 00:11:35.000]  昔日我們可能沒有那麼多聖經可以看
[00:11:35.000 --> 00:11:37.000]  昔日可能我不識字
[00:11:37.000 --> 00:11:39.000]  我想看也不行
[00:11:39.000 --> 00:11:40.000]  但各位弟妹
[00:11:40.000 --> 00:11:42.000]  今日科技進步
[00:11:42.000 --> 00:11:44.000]  我們沒有任何藉口
[00:11:44.000 --> 00:11:47.000]  你不識字不要緊
[00:11:47.000 --> 00:11:50.000]  只要你還有聽覺
[00:11:50.000 --> 00:11:53.000]  我們可以有聖經機給你讀
[00:11:53.000 --> 00:11:55.000]  潮州話也有
[00:11:55.000 --> 00:11:56.000]  國語也有
[00:11:56.000 --> 00:11:58.000]  什麼話也有
[00:11:58.000 --> 00:12:01.000]  你是沒有藉口說我不讀聖經
[00:12:01.000 --> 00:12:04.000]  你說我讀也懶
[00:12:04.000 --> 00:12:05.000]  看更懶
[00:12:05.000 --> 00:12:07.000]  有些漫畫的聖經
[00:12:07.000 --> 00:12:10.000]  夠容易掛
[00:12:10.000 --> 00:12:12.000]  其實有很多
[00:12:12.000 --> 00:12:14.000]  你千萬不要說我不吃早餐
[00:12:14.000 --> 00:12:18.000]  早餐又貴又heavy
[00:12:18.000 --> 00:12:21.000]  現在的食肆很精
[00:12:21.000 --> 00:12:23.000]  提供輕盈早餐
[00:12:23.000 --> 00:12:24.000]  又便宜
[00:12:24.000 --> 00:12:26.000]  又不會撐著肚子
[00:12:26.000 --> 00:12:28.000]  你沒有藉口說不吃早餐
[00:12:28.000 --> 00:12:29.000]  弟兄姊妹
[00:12:29.000 --> 00:12:31.000]  今日很多屬靈的材料
[00:12:31.000 --> 00:12:34.000]  只是幫助你默想一節聖經
[00:12:34.000 --> 00:12:35.000]  這樣你也不行
[00:12:35.000 --> 00:12:37.000]  弟兄姊妹
[00:12:37.000 --> 00:12:41.000]  既然聖經是我們基督信仰的經典
[00:12:41.000 --> 00:12:44.000]  既然聖經是上帝的話語的權威
[00:12:44.000 --> 00:12:45.000]  對我們有益
[00:12:45.000 --> 00:12:46.000]  裝備我們
[00:12:46.000 --> 00:12:49.000]  為什麼我們不去讀
[00:12:49.000 --> 00:12:51.000]  我們有時間看電視
[00:12:51.000 --> 00:12:52.000]  有時間做其他事
[00:12:52.000 --> 00:12:56.000]  我們不好好的去珍惜上帝的話語
[00:12:56.000 --> 00:12:59.000]  我當我沒有興趣讀這麼久
[00:12:59.000 --> 00:13:00.000]  我沒有耐性
[00:13:00.000 --> 00:13:02.000]  讀一節聖經可以嗎
[00:13:02.000 --> 00:13:03.000]  用你的方法
[00:13:03.000 --> 00:13:06.000]  將上帝的話語藏在心裡
[00:13:06.000 --> 00:13:08.000]  我們再沒有藉口
[00:13:08.000 --> 00:13:09.000]  這是第一方面認知
[00:13:09.000 --> 00:13:11.000]  因為上帝的話語有權威有實效
[00:13:11.000 --> 00:13:13.000]  第二方面我們認知
[00:13:13.000 --> 00:13:15.000]  主的話語主的道
[00:13:15.000 --> 00:13:17.000]  是我們需要學習
[00:13:17.000 --> 00:13:21.000]  是我們需要效法的
[00:13:21.000 --> 00:13:22.000]  第一方面
[00:13:22.000 --> 00:13:24.000]  保羅告訴你
[00:13:24.000 --> 00:13:27.000]  提摩泰是至少明白聖經
[00:13:27.000 --> 00:13:30.000]  他自小已經接受宗教的教育
[00:13:30.000 --> 00:13:34.000]  並且知道你是從小明白聖經
[00:13:34.000 --> 00:13:36.000]  這聖經能使你恩信基督耶穌
[00:13:36.000 --> 00:13:38.000]  有得救的智慧
[00:13:38.000 --> 00:13:41.000]  雖然提摩泰不是
[00:13:41.000 --> 00:13:43.000]  他爸爸不是猶太人
[00:13:43.000 --> 00:13:45.000]  但他媽媽外祖母是
[00:13:45.000 --> 00:13:47.000]  猶太人的傳統
[00:13:47.000 --> 00:13:52.000]  當小朋友最早五歲一定要學教育律法
[00:13:52.000 --> 00:13:53.000]  甚至早於五歲
[00:13:53.000 --> 00:13:56.000]  他們已經能夠有宗教的教育
[00:13:56.000 --> 00:13:58.000]  所以提摩泰保羅說
[00:13:58.000 --> 00:14:02.000]  你自小已經明白聖經
[00:14:02.000 --> 00:14:07.000]  而且在你心裡有無謂的信
[00:14:07.000 --> 00:14:10.000]  西方有一句諺語
[00:14:10.000 --> 00:14:14.000]  搖動搖籃的手統治世界
[00:14:14.000 --> 00:14:16.000]  搖動搖籃的手
[00:14:16.000 --> 00:14:18.000]  就是統治世界
[00:14:18.000 --> 00:14:20.000]  意思不是那隻手有什麼厲害
[00:14:20.000 --> 00:14:23.000]  而是搖動搖籃的寶寶
[00:14:23.000 --> 00:14:26.000]  是將來世界的統治者
[00:14:26.000 --> 00:14:29.000]  可能是一個世界的主人
[00:14:29.000 --> 00:14:31.000]  意思是要我們重視
[00:14:31.000 --> 00:14:33.000]  幼兒的教育
[00:14:33.000 --> 00:14:35.000]  我愈來愈覺得
[00:14:35.000 --> 00:14:36.000]  我們今天的父母
[00:14:36.000 --> 00:14:38.000]  是很疼愛自己的子女
[00:14:38.000 --> 00:14:40.000]  真的很早的部署
[00:14:40.000 --> 00:14:43.000]  我希望你真的有心
[00:14:43.000 --> 00:14:46.000]  將你的兒女帶到上帝的面前
[00:14:46.000 --> 00:14:49.000]  不是很怕將來沒有房子住
[00:14:49.000 --> 00:14:51.000]  沒有婚結
[00:14:51.000 --> 00:14:53.000]  這些固之仁重要
[00:14:53.000 --> 00:14:56.000]  但如果子女你栽培他
[00:14:56.000 --> 00:14:59.000]  不是為了讓他成為上帝喜悅的兒女
[00:14:59.000 --> 00:15:01.000]  成為一個敬畏上帝的人
[00:15:01.000 --> 00:15:04.000]  這不是我們做父母應有的責任
[00:15:04.000 --> 00:15:07.000]  針研22章6節很清提醒我們
[00:15:07.000 --> 00:15:08.000]  我們教養兒童
[00:15:08.000 --> 00:15:11.000]  使他道路不偏離
[00:15:11.000 --> 00:15:14.000]  使神的話語成為你的兒女
[00:15:14.000 --> 00:15:17.000]  一生謹記的事情
[00:15:17.000 --> 00:15:20.000]  三歲定八十
[00:15:20.000 --> 00:15:23.000]  我覺得還要早一點
[00:15:23.000 --> 00:15:27.000]  我們的起跑線不要定在三歲
[00:15:27.000 --> 00:15:29.000]  我們的起跑線要定在
[00:15:29.000 --> 00:15:31.000]  寶寶未出世的時候
[00:15:31.000 --> 00:15:34.000]  我們已經為他禱告
[00:15:34.000 --> 00:15:37.000]  你不單求上帝賜給你有兒女
[00:15:37.000 --> 00:15:39.000]  當上帝說你有兒女了
[00:15:39.000 --> 00:15:41.000]  你要為他成長祈禱
[00:15:41.000 --> 00:15:44.000]  為他能夠健康成長之餘
[00:15:44.000 --> 00:15:47.000]  能夠讓他盡早認識
[00:15:47.000 --> 00:15:50.000]  接受他聖物神做他的救主
[00:15:50.000 --> 00:15:55.000]  這是我們作為父母應該有的教育
[00:15:55.000 --> 00:15:57.000]  當他慢慢長大的時候
[00:15:57.000 --> 00:15:59.000]  我們繼續為他祈禱
[00:15:59.000 --> 00:16:04.000]  使他能夠面對社會一切同輩的挑戰
[00:16:04.000 --> 00:16:07.000]  英國哲學家洛克曾經說過
[00:16:07.000 --> 00:16:10.000]  兒童的心理就像一張白紙
[00:16:10.000 --> 00:16:15.000]  這張白紙是由成人填上的
[00:16:15.000 --> 00:16:16.000]  弟兄姊妹
[00:16:16.000 --> 00:16:19.000]  兒女是神給我們的產業
[00:16:19.000 --> 00:16:21.000]  是要我們管理
[00:16:21.000 --> 00:16:24.000]  我們不要糟蹋這張白紙
[00:16:24.000 --> 00:16:26.000]  就算你的兒女長大了
[00:16:26.000 --> 00:16:28.000]  你的孫是一張白紙
[00:16:28.000 --> 00:16:32.000]  你的侄孫你的外甥孫是一張白紙
[00:16:32.000 --> 00:16:35.000]  你作為基督徒的長輩
[00:16:35.000 --> 00:16:41.000]  你要讓這張白紙成為神喜悅的白紙
[00:16:41.000 --> 00:16:45.000]  神的道是要透過我們做長輩的
[00:16:45.000 --> 00:16:50.000]  不單是說更加要活現出來
[00:16:50.000 --> 00:16:54.000]  求主幫助我們有一份危機感
[00:16:54.000 --> 00:16:57.000]  不是怕他讀不到好的學校
[00:16:57.000 --> 00:16:59.000]  我們更加要怕的是
[00:16:59.000 --> 00:17:01.000]  我們的下一代
[00:17:01.000 --> 00:17:07.000]  被世俗被敵對上帝的勢力領袖
[00:17:07.000 --> 00:17:10.000]  猶太人很聰明
[00:17:10.000 --> 00:17:13.000]  他們很意識到他們的下一代
[00:17:13.000 --> 00:17:14.000]  是很軟弱的
[00:17:14.000 --> 00:17:16.000]  是很脆弱的
[00:17:16.000 --> 00:17:18.000]  並且充滿罪惡
[00:17:18.000 --> 00:17:21.000]  所以他們要至少教他們
[00:17:21.000 --> 00:17:23.000]  走在上帝的話語上
[00:17:23.000 --> 00:17:26.000]  使他們成為一個不愚蠢
[00:17:26.000 --> 00:17:31.000]  不在罪惡中打滾成長的下一代
[00:17:31.000 --> 00:17:33.000]  求主幫助我們
[00:17:33.000 --> 00:17:36.000]  讓我們好好為我們下一代祈禱
[00:17:36.000 --> 00:17:40.000]  從小教導他們吃飯帶小朋友祈禱
[00:17:40.000 --> 00:17:42.000]  不要各自修行
[00:17:42.000 --> 00:17:43.000]  有時問弟兄姊妹
[00:17:43.000 --> 00:17:44.000]  你們吃飯有沒有一起祈禱
[00:17:44.000 --> 00:17:47.000]  沒有
[00:17:47.000 --> 00:17:50.000]  做父母為何不帶小朋友祈禱
[00:17:50.000 --> 00:17:57.000]  讓他們知道一飯一菜都是上帝賜予的
[00:17:57.000 --> 00:18:00.000]  讓他們傳一個感恩的心
[00:18:00.000 --> 00:18:02.000]  可能你說
[00:18:02.000 --> 00:18:03.000]  這個宗教教育
[00:18:03.000 --> 00:18:05.000]  我已經遲了
[00:18:05.000 --> 00:18:06.000]  我是第一代信徒
[00:18:06.000 --> 00:18:08.000]  我根本沒有機會自有讀聖經
[00:18:08.000 --> 00:18:10.000]  不要緊
[00:18:10.000 --> 00:18:12.000]  我可以將這個福氣
