
[00:00:00.000 --> 00:00:02.540]  我們剛剛過了一個星期六
[00:02:43.340 --> 00:02:45.580]  第一部份是講約書亞大定以色列
[00:02:45.580 --> 00:02:49.100]  第二部份是他們和迦南人去打仗
[00:02:49.100 --> 00:02:51.180]  第三部份就是分配應許之地
[00:02:51.180 --> 00:02:54.920]  接著就差遣他們進入每一個支派去打仗
[00:02:54.920 --> 00:02:57.040]  最後就是約書亞的遺言
[00:02:57.040 --> 00:03:00.940]  約書亞的遺言當然就是很出名的
[00:03:00.940 --> 00:03:03.500]  至於我和我家我必是 鳳爺和華
[00:03:03.500 --> 00:03:05.620]  我想和你看一下整個大綱
[00:03:05.620 --> 00:03:07.940]  我們很容易把它變成了一個金句
[00:03:07.940 --> 00:03:09.980]  但究竟《約書亞記》第24章
[00:03:09.980 --> 00:03:12.740]  是想和我們講什麼呢?
[00:03:12.740 --> 00:03:15.720]  我想我這裡其實都給了你一個小小的答案
[00:03:15.720 --> 00:03:17.740]  就是那個應許已經成全
[00:03:17.740 --> 00:03:21.060]  但是那個應許仍然是還沒有成的
[00:03:21.060 --> 00:03:24.140]  成全的地方就是他們已經到了應許之地
[00:03:24.140 --> 00:03:27.820]  成全的地方就是他們已經成為一個很大的民族
[00:03:27.820 --> 00:03:29.500]  是吧 亞伯拉罕的後裔
[00:03:29.500 --> 00:03:35.020]  從他連兒子都沒有到他現在千千萬萬的幾百萬人
[00:03:35.020 --> 00:03:37.900]  但是從另一個角度他的應許還沒有完
[00:03:37.900 --> 00:03:43.140]  因為他們要去增賤、去進入、去擁有這個應許之地
[00:03:43.140 --> 00:03:46.820]  他要活出上帝給他們的那個Torah
[00:03:46.820 --> 00:03:48.940]  他們的律法、他們的世紀的悟經
[00:03:48.940 --> 00:03:52.300]  我想和你看一下那個終結第24章
[00:03:52.300 --> 00:03:54.460]  我想和你讀多一些
[00:03:54.460 --> 00:03:56.380]  讓你慢慢去知道
[00:03:56.380 --> 00:04:00.740]  究竟他們在第24章想和我們講些什麼
[00:04:00.740 --> 00:04:01.820]  想交代些什麼
[00:04:01.820 --> 00:04:05.860]  在這本書將要完結的時候要交代些什麼
[00:04:05.860 --> 00:04:07.380]  聽我讀吧
[00:04:07.380 --> 00:04:09.740]  約書亞記第24章第一節這樣說
[00:04:09.740 --> 00:04:13.460]  約書亞召集以色列的眾支排到事件
[00:04:13.460 --> 00:04:17.260]  他召了以色列人的長老領袖審判官觀長來
[00:04:17.260 --> 00:04:19.820]  他們都站在上帝的面前
[00:04:19.820 --> 00:04:21.500]  約書亞對眾百姓說
[00:04:21.500 --> 00:04:24.020]  耶和華以色列的上帝如此說
[00:04:24.020 --> 00:04:29.140]  古時你們的列祖就是亞伯拉罕和那河的父親
[00:04:29.140 --> 00:04:35.020]  他乃住在大河那邊侍奉必臣
[00:04:35.020 --> 00:04:38.740]  原來他們的祖先亞伯拉罕
[00:04:38.740 --> 00:04:41.740]  我們經常說叫亞伯拉罕信心之父等等
[00:04:41.740 --> 00:04:47.620]  但原來曾幾何時亞伯拉罕不是敬拜耶和華的
[00:04:47.620 --> 00:04:50.980]  是大河另外一邊做什麼呢?
[00:04:50.980 --> 00:04:52.780]  是敬拜必臣
[00:04:52.780 --> 00:04:54.940]  就是假臣他的偶像
[00:04:54.940 --> 00:04:59.100]  我將你們的祖宗亞伯拉罕從大河那邊帶出來
[00:04:59.100 --> 00:05:05.380]  領他走遍迦南全地,又使他的子孫眾多
[00:05:05.380 --> 00:05:08.820]  原來上帝已經在亞伯拉罕身上
[00:05:08.820 --> 00:05:13.580]  做了一個出埃及記的寓言
[00:05:13.580 --> 00:05:16.660]  就是原來,當然如果你看《創世紀》
[00:05:16.660 --> 00:05:18.220]  亞伯拉罕都有出過埃及的
[00:05:18.220 --> 00:05:19.860]  然後去迦南自己
[00:05:19.860 --> 00:05:22.020]  但之前還有另外一樣東西
[00:05:22.020 --> 00:05:26.020]  更加是代表了亞伯拉罕的出埃及
[00:05:26.020 --> 00:05:31.180]  就是亞伯拉罕曾幾何時在河的另外一邊敬拜偶像
[00:05:31.180 --> 00:05:34.380]  是偶像之家,是另外一個偶像之家,不是埃及
[00:05:34.380 --> 00:05:39.340]  而上帝是帶他出了偶像之家,進入迦南之地
[00:05:39.340 --> 00:05:45.740]  我把以撒刺及他,又把雅各和以掃刺及以撒
[00:05:45.740 --> 00:05:48.460]  將西爾山刺及以掃為業
[00:05:48.460 --> 00:05:51.900]  丹雅各和他的子孫下到埃及去了
[00:05:51.900 --> 00:05:56.220]  是在講整個摩西五經的歷史
[00:05:56.220 --> 00:05:58.340]  我差遣摩西和亞倫
[00:05:58.340 --> 00:06:01.780]  照我在埃及中間所做的,降災於埃及
[00:06:01.780 --> 00:06:04.260]  然後把你們領出來這個港島
[00:06:04.260 --> 00:06:06.060]  以色列人的出埃及記
[00:06:06.060 --> 00:06:08.420]  我領你們的祖宗出埃及
[00:06:08.420 --> 00:06:10.140]  他們就到了紅海
[00:06:10.140 --> 00:06:12.860]  埃及人帶領戰車騎兵
[00:06:12.860 --> 00:06:15.100]  追趕你們的祖宗到紅海
[00:06:15.100 --> 00:06:16.980]  你們的祖宗埃及耶和華
[00:06:16.980 --> 00:06:21.900]  他就用黑暗把你們和埃及人隔開了
[00:06:21.900 --> 00:06:25.820]  又使海水沖向埃及人,淹沒他們
[00:06:25.820 --> 00:06:31.580]  我在埃及所見的,你們都親眼看見
[00:06:31.580 --> 00:06:34.020]  你們在曠野住了很多日子
[00:06:34.020 --> 00:06:38.100]  他在講整個舊因在他們身上顯
[00:06:38.100 --> 00:06:40.380]  不單是拯救了他們,還是什麼呢?
[00:06:40.380 --> 00:06:45.740]  就是埃及人被淹沒在黑暗的海水當中
[00:06:45.740 --> 00:06:48.020]  一個審判,一個舊因
[00:06:48.020 --> 00:06:51.220]  其實你永遠是選擇這兩樣東西的時間
[00:06:51.220 --> 00:06:54.940]  不是說我不接受舊因我就OK
[00:06:54.940 --> 00:06:57.700]  其實你沒有OK,沒有一個忠誠的地帶
[00:06:57.700 --> 00:07:01.260]  要麼被審判,要麼就被拯救
[00:07:01.260 --> 00:07:03.820]  我領你們到約旦河東
[00:07:03.820 --> 00:07:05.940]  阿摩利人所住的地方
[00:07:05.940 --> 00:07:07.660]  他們與你們爭戰
[00:07:07.660 --> 00:07:09.780]  我把他們交在你們手中
[00:07:09.780 --> 00:07:13.060]  你們就得了他們的地為業
[00:07:13.060 --> 00:07:15.820]  我也在你們面前滅絕他們
[00:07:15.820 --> 00:07:17.940]  要麼你們是屬於以色列人
[00:07:17.940 --> 00:07:20.620]  要麼你們就是被滅絕
[00:07:20.620 --> 00:07:25.020]  那時摩訶王西勃的兒子巴勒
[00:07:25.020 --> 00:07:26.660]  起來攻擊以色列人
[00:07:26.660 --> 00:07:30.660]  派人去趙比爾的兒子巴蘭來詛咒你們
[00:07:30.660 --> 00:07:33.580]  還記得那個故事,文素記23章
[00:07:33.580 --> 00:07:35.620]  但我不願聽巴蘭
[00:07:35.620 --> 00:07:38.700]  所以他反而為你們連年祝福
[00:07:38.700 --> 00:07:41.060]  不單是沒有詛咒,而是連年祝福
[00:07:41.060 --> 00:07:44.180]  所有事都是黑與白之間
[00:07:44.180 --> 00:07:47.020]  只要我救了你們,脫離他的手
[00:07:47.020 --> 00:07:49.700]  上帝對以色列人的忠誠
[00:07:49.700 --> 00:07:52.260]  那個守約是多麼堅決
[00:07:52.260 --> 00:07:57.580]  你們過了約旦河來到耶利哥人
[00:07:57.580 --> 00:08:02.380]  阿摩利人、比利西人、加南人、赫人
[00:08:02.380 --> 00:08:07.140]  格加薩人、希美人、耶布斯人
[00:08:07.140 --> 00:08:08.420]  都與你們爭戰
[00:08:08.420 --> 00:08:12.020]  我卻把他們交在你們手裡
[00:08:12.020 --> 00:08:13.940]  上帝對以色列人的忠誠
[00:08:13.940 --> 00:08:16.340]  不斷讓他們得勝
[00:08:16.340 --> 00:08:17.500]  不是因為他們強大
[00:08:17.500 --> 00:08:21.260]  而是因為耶和華為他們而戰
[00:08:21.260 --> 00:08:23.340]  我派顯溫翼在你們面前
[00:08:23.340 --> 00:08:26.620]  將阿摩利人的兩個王從你們面前趕走
[00:08:26.620 --> 00:08:28.140]  並不是用你的刀
[00:08:28.140 --> 00:08:29.740]  並不是用你的弓
[00:08:29.740 --> 00:08:31.620]  不在於他們的能力
[00:08:31.620 --> 00:08:34.060]  完全在於耶和華
[00:08:34.060 --> 00:08:35.460]  我賜給你們的地
[00:08:35.460 --> 00:08:37.420]  不是你們開墾的
[00:08:37.420 --> 00:08:39.420]  我賜給你們的城鎮
[00:08:39.420 --> 00:08:40.900]  不是你們建造的
[00:08:40.900 --> 00:08:42.100]  完全在恩典
[00:08:42.100 --> 00:08:44.580]  他們得到這個應許之地的地方
[00:08:44.580 --> 00:08:47.100]  你們卻住在其中
[00:08:47.100 --> 00:08:50.500]  有得吃那不是你們栽植的
[00:08:50.500 --> 00:08:53.100]  葡萄樹和橄欖樹的
[00:08:53.100 --> 00:08:54.900]  那才是完全的恩典
[00:08:54.900 --> 00:08:58.140]  現在你們要敬畏耶和華
[00:08:58.140 --> 00:09:00.900]  誠心誠意侍奉他人
[00:09:00.900 --> 00:09:02.860]  這個誠心誠意
[00:09:02.860 --> 00:09:08.260]  有點像《生命記》裏面那個盡心盡性盡義
[00:09:08.260 --> 00:09:09.860]  耶和華,你看不看到?
[00:09:09.860 --> 00:09:11.060]  敬畏耶和華
[00:09:11.060 --> 00:09:14.220]  這個又和我們剛才讀完的利美記很相似
[00:09:14.220 --> 00:09:16.340]  因為利美記講到上帝的聖潔
[00:09:16.340 --> 00:09:18.340]  你要敬畏祂
[00:09:18.340 --> 00:09:20.660]  要俯伏敬拜祂的面前
[00:09:20.660 --> 00:09:24.540]  「除掉你們列祖在大汗那邊
[00:09:24.540 --> 00:09:27.020]  和在埃及侍奉的神明」
[00:09:27.020 --> 00:09:28.900]  這個講一下《塞埃及記》
[00:09:28.900 --> 00:09:33.700]  亦都講到我想《文素記》裏面很多的橋段
[00:09:33.700 --> 00:09:35.540]  裏面講到他們的叛逆
[00:09:35.540 --> 00:09:37.380]  侍奉耶和華
[00:09:37.380 --> 00:09:40.900]  所以它講了所有上帝對他們的救恩歷史
[00:09:40.900 --> 00:09:42.380]  他們的恩典
[00:09:42.380 --> 00:09:43.460]  現在應用了
[00:09:43.460 --> 00:09:44.060]  應用甚麼呢?
[00:09:44.060 --> 00:09:45.540]  你們要敬畏耶和華
[00:09:45.540 --> 00:09:47.380]  誠心誠意的侍奉祂
[00:09:47.380 --> 00:09:48.660]  「除掉」
[00:09:48.660 --> 00:09:50.460]  怎樣去侍奉上帝?
[00:09:50.460 --> 00:09:52.060]  是「除掉心中的偶像」
[00:09:52.060 --> 00:09:53.500]  那些假的神明
[00:09:53.500 --> 00:09:57.780]  已經是有一點表現到
[00:09:57.780 --> 00:10:00.020]  是否當時的以色列人呢?
[00:10:00.020 --> 00:10:01.660]  即約瑟雅帶著的
[00:10:01.660 --> 00:10:05.660]  其實他們還有很多神明在他們當中
[00:10:05.660 --> 00:10:07.660]  而約瑟雅正在挑戰他們
[00:10:07.660 --> 00:10:09.780]  你一定要放下你的…
[00:10:09.780 --> 00:10:11.860]  你要侍奉耶和華
[00:10:11.860 --> 00:10:13.620]  你侍奉耶和華的唯一方法
[00:10:13.620 --> 00:10:15.740]  就是敬畏和誠心誠意
[00:10:15.740 --> 00:10:17.420]  沒有第二種侍奉方法
[00:10:17.420 --> 00:10:19.500]  沒有假仁假義
[00:10:19.500 --> 00:10:21.500]  沒有半桶水
[00:10:21.500 --> 00:10:24.220]  你一定要全部去掉
[00:10:24.220 --> 00:10:28.820]  而全部去掉的方法就是將你所有心中的神明除掉
[00:10:28.820 --> 00:10:32.220]  以致你可以侍奉耶和華
[00:10:32.220 --> 00:10:34.860]  若你們認為侍奉耶和華不好
[00:10:34.860 --> 00:10:38.580]  今天就可以選擇所要做侍奉的
[00:10:38.580 --> 00:10:42.540]  是你們早在大河那邊所侍奉的神明
[00:10:42.540 --> 00:10:47.220]  或是你們所住在這地阿摩利人的神明呢?
[00:10:47.220 --> 00:10:49.300]  你要侍奉假神
[00:10:49.300 --> 00:10:51.100]  那邊的假神
[00:10:51.100 --> 00:10:53.980]  甚至是阿伯拉罕的假神
[00:10:53.980 --> 00:10:55.620]  埃及的假神
[00:10:55.620 --> 00:10:59.540]  你們途中很多阿摩利人的假神
[00:10:59.540 --> 00:11:00.900]  還是你要選擇耶和華?
[00:11:00.900 --> 00:11:02.060]  你要想清想楚
[00:11:02.060 --> 00:11:04.460]  他其實在講些什麼呢?
[00:11:04.460 --> 00:11:07.220]  我一會兒再跟你講多一點
[00:11:07.220 --> 00:11:10.820]  就是神學家是覺得
[00:11:10.820 --> 00:11:14.740]  約翔這番話是代表了以色列人當時
[00:11:14.740 --> 00:11:18.820]  在他眼中裡面是有一個偶像的問題
[00:11:18.820 --> 00:11:20.460]  很大的偶像問題
[00:11:20.460 --> 00:11:22.300]  所以他問清問楚
[00:11:22.300 --> 00:11:26.180]  叫他們在與上帝重新納約之時
[00:11:26.180 --> 00:11:29.100]  要知道什麼叫服侍耶和華
[00:11:29.100 --> 00:11:30.220]  不是隨隨便便
[00:11:30.220 --> 00:11:34.620]  一定要將神明、要將偶像除掉
[00:11:34.620 --> 00:11:37.220]  而且是完全的除掉
[00:11:37.220 --> 00:11:38.740]  他講完這一大堆之後
[00:11:38.740 --> 00:11:40.420]  他接著說至於我和我家
[00:11:40.420 --> 00:11:41.940]  我必定侍奉耶和華
[00:11:41.940 --> 00:11:42.540]  意思是什麼呢?
[00:11:42.540 --> 00:11:43.980]  至於我和我家
[00:11:43.980 --> 00:11:45.900]  我家是不會有神明的
[00:11:45.900 --> 00:11:49.300]  我不會容許神明在我的心裡面
[00:11:49.300 --> 00:11:50.100]  在其他的東西
[00:11:50.100 --> 00:11:52.220]  我唯獨侍奉耶和華
[00:11:52.220 --> 00:11:53.300]  這是唯一侍奉
[00:11:53.300 --> 00:11:54.340]  那你呢?
[00:11:54.340 --> 00:11:56.420]  就是有些挑戰他們
[00:11:56.420 --> 00:12:00.060]  OK 如果你是一個牧師也好
[00:12:00.060 --> 00:12:02.140]  你挑戰了一個群眾
[00:12:02.140 --> 00:12:05.300]  你覺得你最想群眾有什麼回應呢?
[00:12:05.300 --> 00:12:06.980]  當然就是說
[00:12:06.980 --> 00:12:10.180]  好 我們就是要與耶和華納約
[00:12:10.180 --> 00:12:11.260]  我們單單侍奉祂
[00:12:11.260 --> 00:12:13.020]  百姓回答說
[00:12:13.020 --> 00:12:16.500]  我們絕不離棄耶和華去侍奉別神
[00:12:16.500 --> 00:12:17.940]  我們不會
[00:12:17.940 --> 00:12:18.940]  Absolutely
[00:12:18.940 --> 00:12:24.260]  你挑戰我們說
[00:12:24.260 --> 00:12:25.620]  如果喜歡去侍奉別神
[00:12:25.620 --> 00:12:26.380]  不行 不行
[00:12:26.380 --> 00:12:29.500]  我們完全不會離棄耶和華去侍奉別神
[00:12:29.500 --> 00:12:32.140]  因為耶和華我們的上帝曾領我們
[00:12:32.140 --> 00:12:35.140]  我們的祖宗從埃及地遺留之家出來
[00:12:35.140 --> 00:12:38.380]  在我們眼前行了那些大神蹟
[00:12:38.380 --> 00:12:41.220]  並在我們所行的一切路上
[00:12:41.220 --> 00:12:44.820]  和所經歷的民族中保護了我們
[00:12:44.820 --> 00:12:50.820]  耶和華又把各民族和住此地的阿摩利人
[00:12:50.820 --> 00:12:53.020]  都從我們面前趕出去
[00:12:53.020 --> 00:12:55.580]  所以我們也必侍奉耶和華
[00:12:55.580 --> 00:12:58.460]  因為祂是我們的上帝
[00:12:58.460 --> 00:13:00.820]  如果你這樣看這三節的話
[00:13:00.820 --> 00:13:02.940]  真是四節了
[00:13:02.940 --> 00:13:06.180]  As good of an answer as you can get
[00:13:06.180 --> 00:13:08.740]  是最好的答案
[00:13:08.740 --> 00:13:12.260]  但是你再看到第十九節
[00:13:12.260 --> 00:13:14.420]  你開始懷疑這個答案
[00:13:14.420 --> 00:13:15.820]  之前那四節的答案
[00:13:15.820 --> 00:13:19.220]  是不是真的這麼漂亮、這麼好
[00:13:19.220 --> 00:13:21.300]  約書亞對百姓說
[00:13:21.300 --> 00:13:23.740]  你們不能侍奉耶和華
[00:13:23.740 --> 00:13:26.380]  因為祂是神聖的上帝
[00:13:26.380 --> 00:13:28.140]  是忌邪的上帝
[00:13:28.140 --> 00:13:31.420]  必不赦免你們過犯罪惡
[00:13:31.420 --> 00:13:32.900]  這個很奇怪的
[00:13:32.900 --> 00:13:36.500]  如果你挑戰百姓
[00:13:36.500 --> 00:13:37.620]  百姓回應
[00:13:37.620 --> 00:13:40.380]  我們死都不會放棄耶和華
[00:13:40.380 --> 00:13:46.700]  因為其實十七節和十八節
[00:13:46.700 --> 00:13:49.700]  是說回整個舊恩歷史
[00:13:49.700 --> 00:13:52.020]  說我們不會放棄耶和華的
[00:13:52.020 --> 00:13:55.140]  而為什麼約書亞竟然會潑冷水
[00:13:55.140 --> 00:13:57.380]  說你們不能侍奉耶和華
[00:13:57.380 --> 00:13:58.580]  他是不是應該會說
[00:13:58.580 --> 00:13:59.900]  好,既然是這樣
[00:13:59.900 --> 00:14:02.380]  我們就立定心思去侍奉耶和華
[00:14:02.380 --> 00:14:04.660]  為什麼他好像有些潑冷水
[00:14:04.660 --> 00:14:06.460]  你們不能侍奉耶和華
[00:14:06.460 --> 00:14:09.660]  因為祂是神聖的、忌邪的、上帝的
[00:14:09.660 --> 00:14:13.820]  必不赦免你們的罪惡呢?
[00:14:13.820 --> 00:14:16.260]  聖經學者有些人就說
[00:14:16.260 --> 00:14:22.940]  其實百姓和約書亞是有一點雞同鴨講的
[00:14:22.940 --> 00:14:25.660]  他們兩個在說侍奉耶和華
[00:14:25.660 --> 00:14:29.860]  但是其實大家對於侍奉耶和華的明白
[00:14:29.860 --> 00:14:31.740]  是有參差的
[00:14:31.740 --> 00:14:34.340]  如果你用這個角度去看
[00:14:34.340 --> 00:14:37.420]  百姓說千萬不要叫我們放棄耶和華
[00:14:37.420 --> 00:14:38.500]  怎麼可以呢?
[00:14:38.500 --> 00:14:40.340]  因為祂,我們以前做奴隸
[00:14:40.340 --> 00:14:41.540]  現在祂拯救我們出來
[00:14:41.540 --> 00:14:43.340]  我們看到一些大神蹟
[00:14:43.340 --> 00:14:45.620]  祂在路上一直保守我們
[00:14:45.620 --> 00:14:48.460]  我們所有的東西我們只是侍奉耶和華
[00:14:48.460 --> 00:14:51.660]  其實祂未必是明白
[00:14:51.660 --> 00:14:54.620]  耶和華就是我們全心全意侍奉的對象
[00:14:54.620 --> 00:14:57.620]  而是說你不要叫我們不要信耶和華
[00:14:57.620 --> 00:14:59.420]  耶和華對我們有好處
[00:14:59.420 --> 00:15:03.580]  你知道我們那時候從大陸出來的時候多危險
[00:15:03.580 --> 00:15:07.460]  我們的祖宗差點在游水到香港的時候
[00:15:07.460 --> 00:15:08.500]  就淹死了
[00:15:08.500 --> 00:15:10.580]  就是因為耶和華保守我們
[00:15:10.580 --> 00:15:13.020]  然後我們來到香港什麼都沒有
[00:15:13.020 --> 00:15:14.820]  就是因為我們去了教會
[00:15:14.820 --> 00:15:16.300]  去敬拜耶和華
[00:15:16.300 --> 00:15:18.420]  現在你看我們發跡多好
[00:15:18.420 --> 00:15:20.860]  我們有房子、有車、什麼都有
[00:15:20.860 --> 00:15:22.740]  你叫我不去拜耶和華
[00:15:22.740 --> 00:15:23.980]  你叫我不去教會
[00:15:23.980 --> 00:15:26.340]  不可能不行的
[00:15:26.340 --> 00:15:28.980]  所以聖上的教會講到這裡
[00:15:28.980 --> 00:15:30.860]  約書亞挑戰他們
[00:15:30.860 --> 00:15:33.060]  因為約書亞認識這班人
[00:15:33.060 --> 00:15:39.620]  約書亞彷彿知道這班人不是真心真意跟隨耶和華
[00:15:39.620 --> 00:15:41.180]  他不明白
[00:15:41.180 --> 00:15:44.740]  我想你其中一個要明白的東西
[00:15:44.740 --> 00:15:48.420]  就是當時那些人想著侍奉某一個神的時候
[00:15:48.420 --> 00:15:50.260]  都是很表面上的侍奉
[00:15:50.260 --> 00:15:52.780]  其實你跟著其他假神
[00:15:52.780 --> 00:15:55.740]  假神就不需要你全人全意的
[00:15:55.740 --> 00:15:58.620]  只要你做一下祭祀
[00:15:58.620 --> 00:16:01.900]  給他一些東西吃、給他一些獻祭
[00:16:01.900 --> 00:16:02.860]  他就開心
[00:16:02.860 --> 00:16:07.060]  但是約書亞想告訴你耶和華不是這樣的
[00:16:07.060 --> 00:16:08.620]  耶和華不是看外表
[00:16:08.620 --> 00:16:09.820]  耶和華是看內心
[00:16:09.820 --> 00:16:13.500]  但是約書亞彷彿知道百姓怎麼也不明白
[00:16:13.500 --> 00:16:14.900]  雞同鴨講
[00:16:14.900 --> 00:16:16.780]  他要跟他們三番四次強調
[00:16:16.780 --> 00:16:18.500]  你不可以再去拜神
[00:16:18.500 --> 00:16:20.620]  行了 行了 沒事了
[00:16:20.620 --> 00:16:21.900]  其實有一點像
[00:16:21.900 --> 00:16:23.660]  比如說我作為一個牧師
[00:16:23.660 --> 00:16:24.860]  我傳福音給別人聽
[00:16:24.860 --> 00:16:27.220]  我當然想他信主、想他受洗
[00:16:27.220 --> 00:16:28.700]  而這個人說要受洗
[00:16:28.700 --> 00:16:30.820]  但是我知道他還沒有準備好
[00:16:30.820 --> 00:16:32.220]  我知道他受洗的原因
[00:16:32.220 --> 00:16:34.540]  就是聽說耶穌很美
[00:16:34.540 --> 00:16:36.220]  於是我就不斷跟他說
[00:16:36.220 --> 00:16:37.500]  不是 不是
[00:16:37.500 --> 00:16:39.740]  我要你知道究竟福音是什麼
[00:16:39.740 --> 00:16:43.380]  上帝不是拯救你生活的問題等等
[00:16:43.380 --> 00:16:45.340]  你不要聽見證那些神蹟
[00:16:45.340 --> 00:16:46.540]  但是這個人怎麼也不明白
[00:16:46.540 --> 00:16:48.140]  行了 牧師 我明白
[00:16:48.140 --> 00:16:51.180]  我不會放棄耶穌
[00:16:51.180 --> 00:16:53.420]  但是這個牧師認識這個人
[00:16:53.420 --> 00:16:54.780]  知道他的心理取向
[00:16:54.780 --> 00:16:57.340]  他說你不能 你不能 你不能
[00:16:57.340 --> 00:16:58.780]  但是這個人死都要
[00:16:58.780 --> 00:17:01.820]  沒有 我就是要受洗
[00:17:01.820 --> 00:17:02.700]  約書下繼續說
[00:17:02.700 --> 00:17:06.340]  你們若離棄 耶和華去侍奉愛邦的神明
[00:17:06.340 --> 00:17:10.660]  耶和華在降福之後必轉移降禍
[00:17:10.660 --> 00:17:12.380]  給你們 把你們滅絕
[00:17:12.380 --> 00:17:12.980]  他說了什麼?
[00:17:12.980 --> 00:17:16.020]  他說OK 我都和你警告過
[00:17:16.020 --> 00:17:17.140]  我說你聽你不能
[00:17:17.140 --> 00:17:19.340]  你現在是有問題的
[00:17:19.340 --> 00:17:22.100]  但是他說如果你真的要和上帝納藥
[00:17:22.100 --> 00:17:23.140]  我告訴你
[00:17:23.140 --> 00:17:24.140]  你納了藥
[00:17:24.140 --> 00:17:26.740]  上帝的禍會降在你身上
[00:17:26.740 --> 00:17:30.180]  如果你納了藥之後
[00:17:30.180 --> 00:17:31.380]  你轉態
[00:17:31.380 --> 00:17:33.940]  其實約書下 神學家說
[00:17:33.940 --> 00:17:34.580]  去到這個地步
[00:17:34.580 --> 00:17:38.300]  他已經心裏知道他們會轉態的
[00:17:38.300 --> 00:17:41.940]  以色列人所信的東西
[00:17:41.940 --> 00:17:45.780]  和上個星期我和你說拉合的信心
[00:17:45.780 --> 00:17:46.980]  是成為一種對比
[00:17:46.980 --> 00:17:49.140]  拉合信心是一個愛邦人信心
[00:17:49.140 --> 00:17:52.540]  是在約書下的頭第二章的信心
[00:17:52.540 --> 00:17:54.580]  這個是最後一章的時候
[00:17:54.580 --> 00:17:56.140]  而相比之下
[00:17:56.140 --> 00:17:57.220]  其實一個是真信心
[00:17:57.220 --> 00:17:58.220]  一個是假信心
[00:17:58.220 --> 00:18:01.060]  你這樣聽是很正的
[00:18:01.060 --> 00:18:02.300]  百姓對約書下說
