
[00:00:00.000 --> 00:00:03.880]  各位兄弟姐妹,主內平安!
[00:07:55.080 --> 00:07:57.000]  而我更加相信大部份
[00:07:57.000 --> 00:07:58.360]  在我們當中的
[00:07:58.360 --> 00:07:58.920]  就是那天
[00:07:58.920 --> 00:08:01.400]  每一天都要繼續努力的
[00:08:01.400 --> 00:08:04.680]  持續的去親近主的信徒
[00:08:04.680 --> 00:08:06.120]  然後很努力
[00:08:06.120 --> 00:08:07.720]  在牧者
[00:08:07.720 --> 00:08:10.680]  在教會的一些聖經教師
[00:08:10.680 --> 00:08:11.560]  導師
[00:08:11.560 --> 00:08:13.120]  或者長輩裡面
[00:08:13.120 --> 00:08:15.080]  領受主的教訓
[00:08:15.080 --> 00:08:17.000]  並且樂意去遵行
[00:08:17.000 --> 00:08:20.080]  竭力追求聖潔的生活
[00:08:20.080 --> 00:08:22.880]  效法耶穌基督
[00:08:22.880 --> 00:08:26.680]  當然也有一些資深的信徒
[00:08:26.680 --> 00:08:28.280]  一些領袖
[00:08:28.280 --> 00:08:31.440]  他的角色已經可以成為別人的祝福
[00:08:31.440 --> 00:08:33.760]  因為他要成為神
[00:08:33.760 --> 00:08:34.280]  要他們
[00:08:34.280 --> 00:08:37.560]  差派他們去不同的人的生命師傅
[00:08:37.560 --> 00:08:40.520]  努力將主的吩咐和教訓
[00:08:40.520 --> 00:08:42.960]  承傳下去
[00:08:42.960 --> 00:08:45.760]  對於這一份的使命
[00:08:45.760 --> 00:08:46.760]  在我們的生命中
[00:08:46.760 --> 00:08:48.160]  是要不斷延續
[00:08:48.160 --> 00:08:50.640]  直至見主面
[00:08:50.640 --> 00:08:52.960]  當跑的路是不知道什麼時候跑完
[00:08:52.960 --> 00:08:54.800]  但是要繼續跑
[00:08:54.800 --> 00:08:56.560]  因為沒有人知道自己
[00:08:56.560 --> 00:08:57.960]  還可以在世上
[00:08:57.960 --> 00:09:00.520]  還有多久的日子
[00:09:00.520 --> 00:09:03.920]  但是歲月消磨
[00:09:03.920 --> 00:09:06.360]  要持續地去行
[00:09:06.360 --> 00:09:08.520]  要忠心地去實行
[00:09:08.520 --> 00:09:09.520]  這個使命
[00:09:09.520 --> 00:09:11.120]  是真的不容易
[00:09:11.120 --> 00:09:13.920]  究竟我們怎樣去持續下去呢?
[00:09:13.920 --> 00:09:15.720]  我相信一定要
[00:09:15.720 --> 00:09:18.840]  就是尋回起初的愛
[00:09:18.840 --> 00:09:21.720]  就是昔日去感動你信主的那份愛
[00:09:21.720 --> 00:09:24.120]  愛就是最大的動力
[00:09:24.120 --> 00:09:26.120]  當我們因著神的愛
[00:09:26.120 --> 00:09:28.520]  而作出愛的回應的時候
[00:09:28.520 --> 00:09:29.320]  這個愛
[00:09:29.320 --> 00:09:31.840]  就是成為我們最大的動力
[00:09:31.840 --> 00:09:34.720]  推動我們去承受主的吩咐
[00:09:34.720 --> 00:09:39.800]  就是這樣來去回應愛的行動
[00:09:39.800 --> 00:09:42.240]  但是神是完全
[00:09:42.240 --> 00:09:43.400]  祂要我們
[00:09:43.400 --> 00:09:46.560]  好像祂那麼方能承受祂的旨意
[00:09:46.560 --> 00:09:48.880]  但是我們這些不完全的人
[00:09:48.880 --> 00:09:53.320]  又怎樣可以更次主更像主呢?
[00:09:53.320 --> 00:09:54.920]  所以信主之後
[00:09:54.920 --> 00:09:56.440]  相信一定會
[00:09:56.440 --> 00:09:57.960]  好像我們任何一個人都是
[00:09:57.960 --> 00:09:59.080]  要被教導
[00:09:59.080 --> 00:10:01.240]  我們是要去努力去讀聖經
[00:10:01.240 --> 00:10:03.320]  去祈禱來親近神
[00:10:03.320 --> 00:10:06.040]  我們要學習怎樣去靈修
[00:10:06.040 --> 00:10:09.320]  因為可以提升我們靈命的成長
[00:10:09.320 --> 00:10:12.400]  以致我們可以更親近神
[00:10:12.400 --> 00:10:14.560]  我們都會用一個字眼
[00:10:14.560 --> 00:10:16.240]  常常聽見就是我們
[00:10:16.240 --> 00:10:20.000]  要做一個屬靈操練
[00:10:20.000 --> 00:10:23.880]  但是這也是一個相當大的題目
[00:10:23.880 --> 00:10:25.960]  活在今日世代的人
[00:10:25.960 --> 00:10:28.800]  就是時時都感到
[00:10:28.800 --> 00:10:33.600]  為何靈命停滯不前呢?
[00:10:33.600 --> 00:10:37.360]  問題究竟在哪裡呢?
[00:10:37.360 --> 00:10:38.640]  甚至聽過一些人
[00:10:38.640 --> 00:10:42.160]  總是用現代的潮語
[00:10:42.160 --> 00:10:44.320]  你知道什麼是現代潮語嗎?
[00:10:44.320 --> 00:10:46.320]  譬如說用「利地」
[00:10:46.320 --> 00:10:49.520]  用「貼地」來形容我們的信仰
[00:10:49.520 --> 00:10:51.320]  於是就想會不會是
[00:10:51.320 --> 00:10:56.960]  我們教會的工作太過古板
[00:10:56.960 --> 00:10:58.480]  太過堅離地
[00:10:58.480 --> 00:11:02.520]  配不合時代的需要
[00:11:02.520 --> 00:11:04.560]  當然我們又看到
[00:11:04.560 --> 00:11:06.320]  神在天上
[00:11:06.320 --> 00:11:07.520]  祂的標準自然就是
[00:11:07.520 --> 00:11:10.480]  如同天上一樣這麼艱難
[00:11:10.480 --> 00:11:12.400]  所以對於屬靈操練
[00:11:12.400 --> 00:11:16.960]  尤其是一些傳統的修為方式的屬靈操練
[00:11:16.960 --> 00:11:21.160]  有時候都覺得好像很高
[00:11:21.160 --> 00:11:22.840]  好像很難實踐出來
[00:11:22.840 --> 00:11:26.840]  好像現今世代越來越難
[00:11:26.840 --> 00:11:29.560]  包括這種難度
[00:11:29.560 --> 00:11:32.680]  連我們在過去很多年
[00:11:32.680 --> 00:11:35.880]  由長而久的一些靈修方法
[00:11:35.880 --> 00:11:37.960]  都覺得很難
[00:11:37.960 --> 00:11:39.640]  什麼叫做由長而久的靈修方法
[00:11:39.640 --> 00:11:41.960]  就是說人家問你什麼叫做靈修
[00:11:41.960 --> 00:11:43.160]  你可能會回答
[00:11:43.160 --> 00:11:46.120]  就是每一天選一個時間出來
[00:11:46.120 --> 00:11:48.280]  按照計劃去讀經
[00:11:48.280 --> 00:11:50.280]  去默想當中的意思
[00:11:50.280 --> 00:11:52.480]  再加一些實踐的東西
[00:11:52.480 --> 00:11:59.000]  然後就禱告或代求來作為結束
[00:11:59.000 --> 00:12:02.840]  這個運用了很多年的靈修方式
[00:12:02.840 --> 00:12:05.440]  我聽到今天很多人都說
[00:12:05.440 --> 00:12:08.760]  在生活裏面很難實行出靈
[00:12:08.760 --> 00:12:13.960]  所以很多電影節目都很怕被目者或導師問
[00:12:13.960 --> 00:12:16.760]  你近來靈修怎樣?
[00:12:16.760 --> 00:12:20.040]  你今天靈修了沒有?
[00:12:20.040 --> 00:12:22.520]  甚至乎想找人做靈修分享
[00:12:22.520 --> 00:12:24.240]  都好像越來越艱難
[00:12:24.240 --> 00:12:25.320]  可能你都曾經聽過
[00:12:25.320 --> 00:12:26.240]  在小組團契
[00:12:26.240 --> 00:12:29.640]  我們都可能有安排一些靈修分享時段
[00:12:29.640 --> 00:12:31.120]  你不知道有沒有聽過
[00:12:31.120 --> 00:12:33.480]  我經常都聽到
[00:12:33.480 --> 00:12:35.440]  因為大家主女沒有隔膜
[00:12:35.440 --> 00:12:36.840]  很坦誠地分享
[00:12:36.840 --> 00:12:39.440]  在靈修分享之前就會加一句
[00:12:39.440 --> 00:12:43.160]  其實我很久都沒有靈修了
[00:12:43.160 --> 00:12:47.280]  不過今天小組或團契要靈修分享
[00:12:47.280 --> 00:12:52.320]  所以唯有今早滴起心肝來讀這段經文
[00:12:52.320 --> 00:12:55.040]  如果他不做靈修分享的負責
[00:12:55.040 --> 00:12:59.040]  原來都刺激不到他去做靈修
[00:12:59.040 --> 00:13:01.560]  所以真是求主憐憫我們的靈命
[00:13:01.560 --> 00:13:05.120]  我們的屬靈生命就是這麼薄弱
[00:13:05.120 --> 00:13:09.560]  所以有難怪我們當遇到苦難的時候
[00:13:09.560 --> 00:13:11.400]  在困境的時候
[00:13:11.400 --> 00:13:13.720]  我們都皺眉頭
[00:13:13.720 --> 00:13:16.240]  好像找不到出路和平安
[00:13:16.240 --> 00:13:19.400]  好像覺得神突然離我們很遠
[00:13:19.400 --> 00:13:23.240]  但因為我們根本從來都沒有好好
[00:13:23.240 --> 00:13:28.000]  和神建立一個很親密的關係
[00:13:28.000 --> 00:13:30.320]  其實屬靈操練和我們身體操練
[00:13:30.320 --> 00:13:32.320]  都很相似
[00:13:32.320 --> 00:13:34.240]  我們不要運動操練身體
[00:13:34.240 --> 00:13:36.480]  我們身體變得散弱
[00:13:36.480 --> 00:13:41.200]  傷風感冒都成為我們的好朋友
[00:13:41.200 --> 00:13:42.880]  但我們明知道是這樣
[00:13:42.880 --> 00:13:45.040]  我們都好像很頑固
[00:13:45.040 --> 00:13:46.720]  明知道多做運動身體好
[00:13:46.720 --> 00:13:50.160]  我們又有種種藉口都懶下來
[00:13:50.160 --> 00:13:51.480]  不願動
[00:13:51.480 --> 00:13:54.240]  最後又怪為何經常生病
[00:13:54.240 --> 00:13:57.280]  為何這麼多病痛跟著來
[00:13:57.280 --> 00:14:01.240]  但就是這麼無奈
[00:14:01.240 --> 00:14:04.800]  說起運動 近來我都滴汽心肝
[00:14:04.800 --> 00:14:06.560]  跟朋友上課
[00:14:06.560 --> 00:14:08.960]  做一種運動可能很多人都聽過
[00:14:08.960 --> 00:14:10.560]  叫做Pilates
[00:14:10.560 --> 00:14:14.280]  一種比拉提斯的活動
[00:14:14.280 --> 00:14:18.440]  有些人說效果很好就想去跟
[00:14:18.440 --> 00:14:21.400]  因為都發覺自己年紀漸大的時候
[00:14:21.400 --> 00:14:23.920]  病痛都越來越多
[00:14:23.920 --> 00:14:26.880]  這種運動是一種拉筋運動
[00:14:26.880 --> 00:14:29.520]  我記得上課的時候
[00:14:29.520 --> 00:14:34.280]  暫時希望未來可以好一點
[00:14:34.280 --> 00:14:37.520]  暫時幾乎導師做每一個動作
[00:14:37.520 --> 00:14:39.480]  都沒有一個可以做得到
[00:14:39.480 --> 00:14:42.560]  因為真的筋骨硬
[00:14:42.560 --> 00:14:44.840]  其實我從小到大都不是特別鬆
[00:14:44.840 --> 00:14:46.880]  現在更加硬
[00:14:46.880 --> 00:14:49.240]  所以其實都幾辛苦
[00:14:49.240 --> 00:14:51.680]  不過朋友又鼓勵
[00:14:51.680 --> 00:14:57.160]  要有成果又怎可以不傻想代價
[00:14:57.160 --> 00:15:00.760]  不只是上課那一天 導師鼓勵你
[00:15:00.760 --> 00:15:06.200]  一個星期至少在家做兩三次
[00:15:06.200 --> 00:15:08.200]  說得對 真的很有道理
[00:15:08.200 --> 00:15:10.480]  身體操練是這樣
[00:15:10.480 --> 00:15:15.280]  同樣我們的屬靈 生命的操練都是一樣
[00:15:15.280 --> 00:15:18.000]  但為什麼人會越來越忙
[00:15:18.000 --> 00:15:19.200]  成為一個藉口
[00:15:19.200 --> 00:15:22.240]  以致我們沒有這份操練的心
[00:15:22.240 --> 00:15:25.840]  究竟當中發生的問題是什麼呢
[00:15:25.840 --> 00:15:29.680]  就是因為現今都市化生活的結果
[00:15:29.680 --> 00:15:32.760]  都市化令人越來越忙碌
[00:15:32.760 --> 00:15:34.800]  缺乏私人的空間
[00:15:34.800 --> 00:15:38.720]  心靈時時都處於一個受壓的狀態
[00:15:38.720 --> 00:15:41.080]  這種生活的節奏和形態
[00:15:41.080 --> 00:15:43.120]  令我們好像回復不了
[00:15:43.120 --> 00:15:45.760]  做不了昔日這種的靈修條件
[00:15:45.760 --> 00:15:48.200]  一說到靈修 大家一定想起
[00:15:48.200 --> 00:15:53.280]  要很寧靜 很專注 要安定
[00:15:53.280 --> 00:15:57.120]  一種比較長時間的獨處的環境
[00:15:57.120 --> 00:16:00.480]  我們香港出名 個個都蝸居
[00:16:00.480 --> 00:16:03.600]  樣樣條件都好像符合不了
[00:16:03.600 --> 00:16:06.200]  這也是都市化的一個徵兆
[00:16:06.200 --> 00:16:07.920]  另外就是資訊爆炸
[00:16:07.920 --> 00:16:09.080]  環境已經是這樣
[00:16:09.080 --> 00:16:13.480]  資訊爆發 互聯網 電子產品都充斥著
[00:16:13.480 --> 00:16:15.200]  所以我們崇拜之前都要提醒大家
[00:16:15.200 --> 00:16:16.400]  認識了沒有
[00:16:16.400 --> 00:16:19.720]  連崇拜這段時間都不要影響
[00:16:19.720 --> 00:16:21.800]  這些資訊爆炸令我們
[00:16:21.800 --> 00:16:24.080]  早上一醒的時候
[00:16:24.080 --> 00:16:25.640]  整天下來就是不停地
[00:16:25.640 --> 00:16:29.000]  叮叮 噹噹 噹噹
[00:16:29.000 --> 00:16:31.600]  令到我們這些東西
[00:16:31.600 --> 00:16:34.800]  入侵了我們心靈的空間
[00:16:34.800 --> 00:16:36.640]  湧進的資訊簡直是
[00:16:36.640 --> 00:16:39.040]  爭奪了我們所有的專注
[00:16:39.040 --> 00:16:42.360]  或者我們經營多的空間都沒有了
[00:16:42.360 --> 00:16:45.240]  那怎麼辦呢
[00:16:45.240 --> 00:16:47.640]  有些WhatsApp或Email是看不到的
[00:16:47.640 --> 00:16:50.360]  那些是老闆的聲音
[00:16:50.360 --> 00:16:53.320]  外在環境真的搞定不了
[00:16:53.320 --> 00:16:55.120]  我們又如何建立一個優質的
[00:16:55.120 --> 00:16:58.520]  屬靈生命 實踐屬靈操練呢
[00:16:58.520 --> 00:17:01.120]  我們好像很無出路
[00:17:01.120 --> 00:17:03.360]  怎麼辦呢
[00:17:03.360 --> 00:17:06.000]  我們不如重回一個最基本的問題
[00:17:06.000 --> 00:17:09.400]  究竟我們說要去靈修終極的目的
[00:17:09.400 --> 00:17:12.640]  是為了什麼呢
[00:17:12.640 --> 00:17:17.640]  屬靈操練最重要是達到兩個目的
[00:17:17.640 --> 00:17:20.800]  第一 要和神建立一個親切的關係
[00:17:20.800 --> 00:17:24.600]  就是說跟神有一種親切關係的體會
[00:17:24.600 --> 00:17:31.160]  可以每天不停地在心靈裏聆聽神和你的溝通
[00:17:31.160 --> 00:17:34.560]  第二 也是靈修一個終極的目的
[00:17:34.560 --> 00:17:40.160]  就是要令一個人願意按照和跟隨神的心意和準則去過生活
[00:17:40.160 --> 00:17:44.320]  就是說每一天的際遇 碰到什麼事情
[00:17:44.320 --> 00:17:47.760]  處處都發現神的手在其中
[00:17:47.760 --> 00:17:55.640]  敏銳地看到神是如何奇妙地安排各樣事情的發生
[00:17:55.640 --> 00:17:57.720]  所以靈修真正的目的
[00:17:57.720 --> 00:18:01.200]  是叫一個信徒可以在他的內心之中
[00:18:01.200 --> 00:18:05.320]  越來越接近神的喜好 價值取向
[00:18:05.320 --> 00:18:08.040]  和一些心意義權
[00:18:08.040 --> 00:18:11.200]  要與神緊密的溝通
[00:18:11.200 --> 00:18:14.560]  然後每一天 無論大小的事情
[00:18:14.560 --> 00:18:21.240]  我們都可以發現神的同在 和祂身手的作為
[00:18:21.240 --> 00:18:25.520]  這樣 我們究竟怎樣可以具體地實行呢
[00:18:25.520 --> 00:18:28.080]  就是如果
[00:18:28.080 --> 00:18:31.520]  是否繼續用我們傳統的方式還是怎樣呢
[00:18:31.520 --> 00:18:34.200]  不過我們方式是一個方式
[00:18:34.200 --> 00:18:37.200]  如果你做到當然繼續做 不反對的
[00:18:37.200 --> 00:18:39.960]  但是現在我們說的好像很難
[00:18:39.960 --> 00:18:45.200]  我看了一篇文章 很想和大家分享一下
[00:18:45.200 --> 00:18:47.600]  就是溫韋耀博士寫的
[00:18:47.600 --> 00:18:51.160]  他特別針對都市的時候
[00:18:51.160 --> 00:18:53.840]  究竟我們的靈修方向是怎樣
[00:18:53.840 --> 00:18:59.240]  他有一種採取多層次步伐進行的方式
[00:18:59.240 --> 00:19:05.520]  去建立一種在都市繁忙的跟神的關係
[00:19:05.520 --> 00:19:13.040]  他形容與人建立關係的模式是一樣的
[00:19:13.040 --> 00:19:15.040]  去與神建立關係
[00:19:15.040 --> 00:19:18.440]  他用了三個層次同步進行
[00:19:18.440 --> 00:19:20.720]  怎麼三個層次這麼高呢
[00:19:20.720 --> 00:19:22.240]  聽起來也不是很高
[00:19:22.240 --> 00:19:23.720]  真的覺得大家可以試一下
[00:19:23.720 --> 00:19:25.760]  所以我就想和大家分享一下
[00:19:25.760 --> 00:19:29.600]  第一點就是一個基本不斷的接觸
[00:19:29.600 --> 00:19:32.480]  這是一個很基本和最需要的
[00:19:32.480 --> 00:19:33.800]  是什麼意思呢
[00:19:33.800 --> 00:19:37.400]  就是說那種關係是隨時隨地
[00:19:37.400 --> 00:19:39.680]  每時每刻的接觸
[00:19:39.680 --> 00:19:41.840]  如果可以關係做到這樣就明白了
[00:19:41.840 --> 00:19:43.600]  人與人之間都是這樣
[00:19:43.600 --> 00:19:46.240]  如果是這樣就不會生疏
[00:19:46.240 --> 00:19:47.080]  那即是怎樣呢
[00:19:47.080 --> 00:19:51.120]  大家好像現在也習慣了一樣東西
[00:19:51.120 --> 00:19:54.240]  就是很喜歡在手機裡面
[00:19:54.240 --> 00:19:55.840]  WhatsApp或者WeChat也好
[00:19:55.840 --> 00:19:56.880]  什麼都好
[00:19:56.880 --> 00:19:58.360]  去和別人分享
[00:19:58.360 --> 00:19:59.960]  我們習慣了無時無刻
[00:19:59.960 --> 00:20:03.120]  將身邊大小的事情
[00:20:03.120 --> 00:20:05.240]  經常說「我出街吃飯」
[00:20:05.240 --> 00:20:06.360]  「先上機吃飯」
[00:20:06.360 --> 00:20:07.480]  這是什麼意思呢
[00:20:07.480 --> 00:20:09.160]  「今天吃過什麼飯」
[00:20:09.160 --> 00:20:11.760]  「這個米肉粒飯」
[00:20:11.760 --> 00:20:15.080]  「這個餐肉蛋飯」
[00:20:15.080 --> 00:20:17.400]  你也知道對方吃了
[00:20:17.400 --> 00:20:18.960]  拍一張照片就分享了
[00:20:18.960 --> 00:20:24.120]  「今天吃了全香港最好吃的餐肉蛋飯」
[00:20:24.120 --> 00:20:26.880]  其實原來那個意思就是這樣
[00:20:26.880 --> 00:20:27.920]  就是和神可以
