
[00:00:00.000 --> 00:00:03.580]  明白主的心是一個關係
[00:04:14.420 --> 00:04:15.420]  他深深清楚
[00:04:15.420 --> 00:04:17.420]  我們的神的心腸是怎樣
[00:04:17.420 --> 00:04:19.420]  並且明白一個真理
[00:04:19.420 --> 00:04:21.420]  我們得著拯救
[00:04:21.420 --> 00:04:23.420]  我們得著幫助
[00:04:23.420 --> 00:04:25.420]  並不是我們自己厲害
[00:04:25.420 --> 00:04:27.420]  和本事有什麼條件
[00:04:27.420 --> 00:04:29.420]  而是那個掌管一切的
[00:04:29.420 --> 00:04:30.420]  獨一真神
[00:04:30.420 --> 00:04:32.420]  上帝與我們同在
[00:04:32.420 --> 00:04:34.420]  永遠不會丟下我們
[00:04:34.420 --> 00:04:36.420]  我們一起看看大衛
[00:04:36.420 --> 00:04:38.420]  他的前半生
[00:04:38.420 --> 00:04:40.420]  他怎樣總結他的前半生
[00:04:40.420 --> 00:04:42.420]  我們一起看看撒姆爾記
[00:04:42.420 --> 00:04:45.420]  二十二章七和二十節
[00:04:45.420 --> 00:04:46.420]  等下我們一起讀
[00:04:46.420 --> 00:04:47.420]  一二三
[00:04:47.420 --> 00:04:50.420]  我在急難中求告耶和華
[00:04:50.420 --> 00:04:52.420]  向我的神呼求
[00:04:52.420 --> 00:04:55.420]  他從殿中聽了我的聲音
[00:04:55.420 --> 00:04:58.420]  我的呼求也入了他的耳中
[00:04:58.420 --> 00:05:01.420]  他也領我到寬闊之處
[00:05:01.420 --> 00:05:03.420]  他救拔我
[00:05:03.420 --> 00:05:05.420]  因他喜悅我
[00:05:05.420 --> 00:05:06.420]  黃色的字
[00:05:06.420 --> 00:05:08.420]  急難
[00:05:08.420 --> 00:05:09.420]  急難呢
[00:05:09.420 --> 00:05:12.420]  聖伯沙是在說一些很窄
[00:05:12.420 --> 00:05:13.420]  很難
[00:05:13.420 --> 00:05:15.420]  很崎嶇的路
[00:05:15.420 --> 00:05:16.420]  人呢
[00:05:16.420 --> 00:05:19.420]  一般的情況很難通過
[00:05:19.420 --> 00:05:22.420]  是在說人生裡面很多的困難
[00:05:22.420 --> 00:05:24.420]  很多的難處
[00:05:24.420 --> 00:05:26.420]  大衛的前半生
[00:05:26.420 --> 00:05:28.420]  充滿苦難
[00:05:28.420 --> 00:05:29.420]  在小時候
[00:05:29.420 --> 00:05:31.420]  他爸爸已經忽略他了
[00:05:31.420 --> 00:05:35.420]  當撒姆爾來到他爸爸的家
[00:05:35.420 --> 00:05:38.420]  說我選一個做國王
[00:05:38.420 --> 00:05:41.420]  他爸爸叫了所有的兒子出來
[00:05:41.420 --> 00:05:43.420]  幾乎忽略了大衛
[00:05:43.420 --> 00:05:44.420]  你想想
[00:05:44.420 --> 00:05:46.420]  你爸爸忽略了你
[00:05:46.420 --> 00:05:49.420]  就是說在他心裡面可有可無
[00:05:49.420 --> 00:05:52.420]  自小已經避人忽視
[00:05:52.420 --> 00:05:53.420]  他長大了
[00:05:53.420 --> 00:05:55.420]  希望建功立業
[00:05:55.420 --> 00:05:56.420]  但是做了一番成績出來
[00:05:56.420 --> 00:05:59.420]  他招致他老闆素來妒忌
[00:05:59.420 --> 00:06:00.420]  你威過我
[00:06:00.420 --> 00:06:02.420]  於是不斷去追殺
[00:06:02.420 --> 00:06:03.420]  迫害他
[00:06:03.420 --> 00:06:08.420]  於是大衛很早已經不斷的去流亡
[00:06:08.420 --> 00:06:09.420]  不斷去採草
[00:06:09.420 --> 00:06:11.420]  不斷要避開素羅
[00:06:11.420 --> 00:06:14.420]  甚至有個階段窮途末路
[00:06:14.420 --> 00:06:16.420]  被迫離開他的祖國以色列國
[00:06:16.420 --> 00:06:18.420]  離開祖國都不要緊
[00:06:18.420 --> 00:06:22.420]  反而要投靠他祖國以色列國的敵人
[00:06:22.420 --> 00:06:23.420]  非利是人
[00:06:23.420 --> 00:06:24.420]  但是都不要緊
[00:06:24.420 --> 00:06:25.420]  去到那個地方
[00:06:25.420 --> 00:06:27.420]  他都被人懷疑
[00:06:27.420 --> 00:06:30.420]  他怕非利是王懷疑他是間諜
[00:06:30.420 --> 00:06:32.420]  於是就裝瘋裝傻
[00:06:32.420 --> 00:06:35.420]  不是這樣的身份
[00:06:35.420 --> 00:06:37.420]  本來堂堂正正的身份
[00:06:37.420 --> 00:06:39.420]  現在好像傻子一樣
[00:06:39.420 --> 00:06:41.420]  大衛的前半生
[00:06:41.420 --> 00:06:44.420]  就好像我們有一句話一樣
[00:06:44.420 --> 00:06:46.420]  如履薄冰
[00:06:46.420 --> 00:06:48.420]  稍為不慎
[00:06:48.420 --> 00:06:49.420]  稍為大意
[00:06:49.420 --> 00:06:51.420]  稍為不小心
[00:06:51.420 --> 00:06:53.420]  不單止自己沒了一條命
[00:06:53.420 --> 00:06:55.420]  甚至跟從他的人
[00:06:55.420 --> 00:06:56.420]  他的家人
[00:06:56.420 --> 00:06:58.420]  他都全部遭殃
[00:06:58.420 --> 00:07:00.420]  即使是這麼困難
[00:07:00.420 --> 00:07:02.420]  這麼多磨練
[00:07:02.420 --> 00:07:03.420]  這麼大的風浪
[00:07:03.420 --> 00:07:06.420]  但是大衛怎樣總結他的一生
[00:07:06.420 --> 00:07:10.420]  他說是神引領我去寬闊之處
[00:07:10.420 --> 00:07:12.420]  寬闊之處
[00:07:12.420 --> 00:07:14.420]  原文南亞合
[00:07:14.420 --> 00:07:18.420]  是說一大片廣闊無際的草原
[00:07:18.420 --> 00:07:22.420]  令人非常舒服的地方
[00:07:22.420 --> 00:07:24.420]  就好像我們中國人都有句說話
[00:07:24.420 --> 00:07:26.420]  類似大衛所說的
[00:07:26.420 --> 00:07:29.420]  山窮水盡而無路
[00:07:29.420 --> 00:07:32.420]  柳暗花明猶一村
[00:07:32.420 --> 00:07:34.420]  他說本來很困難
[00:07:34.420 --> 00:07:37.420]  但是因為上帝不離不棄
[00:07:37.420 --> 00:07:38.420]  上帝的真實
[00:07:38.420 --> 00:07:40.420]  帶領人去寬闊的地方
[00:07:40.420 --> 00:07:42.420]  這個是人生觀
[00:07:42.420 --> 00:07:44.420]  這個是人生的信念
[00:07:44.420 --> 00:07:47.420]  所以寬闊之處是代表著
[00:07:47.420 --> 00:07:50.420]  我們人生的一個積極正面
[00:07:50.420 --> 00:07:51.420]  充滿能力
[00:07:51.420 --> 00:07:54.420]  充滿希望的人生觀
[00:07:54.420 --> 00:07:55.420]  相信
[00:07:55.420 --> 00:07:56.420]  深信
[00:07:56.420 --> 00:07:57.420]  無論任何環境
[00:07:57.420 --> 00:07:59.420]  任何惡劣或者信利的環境
[00:07:59.420 --> 00:08:01.420]  我們所信的神
[00:08:01.420 --> 00:08:04.420]  是永遠帶領我們不離不棄
[00:08:04.420 --> 00:08:05.420]  同意一起說一門吧
[00:08:05.420 --> 00:08:06.420]  Amen
[00:08:06.420 --> 00:08:10.420]  大衛這個人生觀
[00:08:10.420 --> 00:08:11.420]  是一個結果
[00:08:11.420 --> 00:08:15.420]  是他一路和上帝同行
[00:08:15.420 --> 00:08:17.420]  一路和真神同行
[00:08:17.420 --> 00:08:20.420]  他對神的認識慢慢建立
[00:08:20.420 --> 00:08:21.420]  他知道神的心
[00:08:21.420 --> 00:08:24.420]  他知道神是一個什麼的神
[00:08:24.420 --> 00:08:26.420]  看見大衛的人生觀
[00:08:26.420 --> 00:08:28.420]  就更加明白我們所信的神
[00:08:28.420 --> 00:08:29.420]  是一個什麼的神
[00:08:29.420 --> 00:08:31.420]  他的心腸是怎樣的
[00:08:31.420 --> 00:08:33.420]  今天我想和大家說一個訊息
[00:08:33.420 --> 00:08:35.420]  這個真理就是
[00:08:35.420 --> 00:08:38.420]  我們的神是永遠可靠的神
[00:08:38.420 --> 00:08:39.420]  我再說一次
[00:08:39.420 --> 00:08:40.420]  我們所信的神
[00:08:40.420 --> 00:08:42.420]  是永遠可靠的神
[00:08:42.420 --> 00:08:44.420]  大衛這個人生觀
[00:08:44.420 --> 00:08:47.420]  對於今天的你和我有什麼啟示呢
[00:08:47.420 --> 00:08:49.420]  我們的神的心又是怎樣呢
[00:08:49.420 --> 00:08:51.420]  以下時間我們一起去到
[00:08:51.420 --> 00:08:53.420]  撒姆爾記下22章
[00:08:53.420 --> 00:08:57.420]  我們一起看大衛人生觀的三個特點
[00:08:57.420 --> 00:08:59.420]  第一個特點
[00:08:59.420 --> 00:09:02.420]  是大衛在他的人生裡面
[00:09:02.420 --> 00:09:05.420]  他有一種永遠不放棄的態度
[00:09:05.420 --> 00:09:07.420]  不放棄什麼呢
[00:09:07.420 --> 00:09:09.420]  不放棄跟從神
[00:09:09.420 --> 00:09:10.420]  為什麼呢
[00:09:10.420 --> 00:09:12.420]  因為神都不會放棄我們
[00:09:12.420 --> 00:09:14.420]  大衛永遠不會放棄跟從神
[00:09:14.420 --> 00:09:17.420]  因為我們的神是永遠不會放棄我們
[00:09:17.420 --> 00:09:19.420]  讓我們看第二段聖經
[00:09:19.420 --> 00:09:23.420]  撒姆爾記下22章21至24節
[00:09:23.420 --> 00:09:24.420]  請大家一起讀
[00:09:24.420 --> 00:09:25.420]  123
[00:09:25.420 --> 00:09:28.420]  耶和華按著我的公義報答我
[00:09:28.420 --> 00:09:31.420]  按我手中的清潔賞賜我
[00:09:31.420 --> 00:09:34.420]  因為我遵守了耶和華的道
[00:09:34.420 --> 00:09:37.420]  未曾作惡開開我的神
[00:09:37.420 --> 00:09:40.420]  他的一切典章常在我面前
[00:09:40.420 --> 00:09:43.420]  他的律例我也未曾離棄
[00:09:43.420 --> 00:09:46.420]  我在他面前作了完全人
[00:09:46.420 --> 00:09:49.420]  我也保守自己
[00:09:49.420 --> 00:09:51.420]  遠離我的罪業
[00:09:51.420 --> 00:09:52.420]  大家看紅色的字
[00:09:52.420 --> 00:09:53.420]  特別是這段聖經
[00:09:53.420 --> 00:09:55.420]  大家都有點懷疑
[00:09:55.420 --> 00:09:57.420]  大家可能心裡面在想
[00:09:57.420 --> 00:09:59.420]  大衛是不是作大
[00:09:59.420 --> 00:10:01.420]  我們如果認識大衛看聖經
[00:10:01.420 --> 00:10:04.420]  大衛哪是完全人
[00:10:04.420 --> 00:10:05.420]  哪是完美的人
[00:10:05.420 --> 00:10:06.420]  不斷犯罪
[00:10:06.420 --> 00:10:08.420]  其實我們看大衛
[00:10:08.420 --> 00:10:09.420]  他更加原諒自己
[00:10:09.420 --> 00:10:11.420]  因為大衛都這麼多罪
[00:10:11.420 --> 00:10:12.420]  這樣罵人
[00:10:12.420 --> 00:10:13.420]  跟我們差不多
[00:10:13.420 --> 00:10:15.420]  所以看見大衛
[00:10:15.420 --> 00:10:17.420]  就很能代入
[00:10:17.420 --> 00:10:18.420]  大衛是不是作大
[00:10:18.420 --> 00:10:19.420]  是不是吹水
[00:10:19.420 --> 00:10:20.420]  不是的
[00:10:20.420 --> 00:10:21.420]  紅色的字
[00:10:21.420 --> 00:10:23.420]  完全人
[00:10:23.420 --> 00:10:26.420]  完全人在聖經裡面的解釋
[00:10:26.420 --> 00:10:28.420]  不是說在一個完美
[00:10:28.420 --> 00:10:29.420]  永遠都不犯罪
[00:10:29.420 --> 00:10:33.420]  也不能夠犯罪的人
[00:10:33.420 --> 00:10:34.420]  不是說這些
[00:10:34.420 --> 00:10:36.420]  完全人的意思是
[00:10:36.420 --> 00:10:38.420]  即使我們很多罪
[00:10:38.420 --> 00:10:39.420]  即使我們生氣
[00:10:39.420 --> 00:10:42.420]  但是我仍然靠著神
[00:10:42.420 --> 00:10:44.420]  重新在罪裡面
[00:10:44.420 --> 00:10:46.420]  站起來
[00:10:46.420 --> 00:10:47.420]  我再說一次
[00:10:47.420 --> 00:10:48.420]  聖經裡面的完全人
[00:10:48.420 --> 00:10:50.420]  不是說我們完美
[00:10:50.420 --> 00:10:51.420]  永遠都不會犯罪
[00:10:51.420 --> 00:10:53.420]  而是即使我們很多罪
[00:10:53.420 --> 00:10:54.420]  即使我們生氣
[00:10:54.420 --> 00:10:57.420]  但是我們仍然歸向神
[00:10:57.420 --> 00:10:58.420]  仍然靠著神
[00:10:58.420 --> 00:11:01.420]  重新再站起來
[00:11:01.420 --> 00:11:05.420]  所以我的公義是說義人
[00:11:05.420 --> 00:11:06.420]  在聖經裡面的義人
[00:11:06.420 --> 00:11:08.420]  不是說又是完美
[00:11:08.420 --> 00:11:10.420]  那些完美無瑕的人
[00:11:10.420 --> 00:11:11.420]  不是說這些
[00:11:11.420 --> 00:11:12.420]  在聖經裡面的義人
[00:11:12.420 --> 00:11:14.420]  是倚靠神的人
[00:11:14.420 --> 00:11:15.420]  怎樣倚靠?
[00:11:15.420 --> 00:11:16.420]  黃色的字
[00:11:16.420 --> 00:11:17.420]  剛才在聖經
[00:11:17.420 --> 00:11:18.420]  黃色的字
[00:11:18.420 --> 00:11:21.420]  是遵守和保守
[00:11:21.420 --> 00:11:22.420]  其實在原文裡是同一個字
[00:11:22.420 --> 00:11:23.420]  叫shama
[00:11:23.420 --> 00:11:25.420]  這個字是說什麼?
[00:11:25.420 --> 00:11:27.420]  這個字的意思是說
[00:11:27.420 --> 00:11:29.420]  你堅持聽神的話
[00:11:29.420 --> 00:11:32.420]  堅持歸向祂
[00:11:32.420 --> 00:11:35.420]  shama這個字在舊約聖經裡出現469次
[00:11:35.420 --> 00:11:36.420]  所以是非常重要
[00:11:36.420 --> 00:11:37.420]  神很重視
[00:11:37.420 --> 00:11:39.420]  無論我們怎樣都好
[00:11:39.420 --> 00:11:40.420]  就好像大衛一樣
[00:11:40.420 --> 00:11:43.420]  大衛的生命有什麼值得我們學習呢?
[00:11:43.420 --> 00:11:45.420]  就是無論有多少困難都好
[00:11:45.420 --> 00:11:47.420]  無論你怎樣看自己都好
[00:11:47.420 --> 00:11:49.420]  無論我們怎樣跌倒都好
[00:11:49.420 --> 00:11:50.420]  大衛仍然堅持
[00:11:50.420 --> 00:11:52.420]  不放棄
[00:11:52.420 --> 00:11:53.420]  不放棄
[00:11:53.420 --> 00:11:55.420]  回到神的身邊
[00:11:55.420 --> 00:11:56.420]  不放棄
[00:11:56.420 --> 00:11:58.420]  繼續聽神的話
[00:11:58.420 --> 00:12:01.420]  努力去過合神心意的生活
[00:12:01.420 --> 00:12:03.420]  這個就是大衛的人生態度
[00:12:03.420 --> 00:12:05.420]  不是我們很完美
[00:12:05.420 --> 00:12:07.420]  不是我們很棒
[00:12:07.420 --> 00:12:09.420]  而是我們可以靠著神
[00:12:09.420 --> 00:12:11.420]  再一次站起來
[00:12:11.420 --> 00:12:12.420]  就好像
[00:12:12.420 --> 00:12:14.420]  為什麼大衛有這樣的信念
[00:12:14.420 --> 00:12:16.420]  為什麼大衛有這樣的人生故事
[00:12:16.420 --> 00:12:17.420]  因為有這個神
[00:12:17.420 --> 00:12:21.420]  因為我們的神是永遠不會放棄我們的神
[00:12:21.420 --> 00:12:23.420]  這個說話不單在舊約聖經這樣說
[00:12:23.420 --> 00:12:24.420]  在新約聖經希伯來書
[00:12:24.420 --> 00:12:26.420]  大家記不記得
[00:12:26.420 --> 00:12:27.420]  他說
[00:12:27.420 --> 00:12:29.420]  我總不會撇下你
[00:12:29.420 --> 00:12:31.420]  也不會丟棄你
[00:12:31.420 --> 00:12:33.420]  這個是神的應許
[00:12:33.420 --> 00:12:36.420]  可能今天我們在當中
[00:12:36.420 --> 00:12:40.420]  有一些人正面對人生的瓶頸圍
[00:12:40.420 --> 00:12:43.420]  可能別人的罪令你很多困難
[00:12:43.420 --> 00:12:45.420]  甚至可能你自己的罪
[00:12:45.420 --> 00:12:46.420]  令你很困難
[00:12:46.420 --> 00:12:48.420]  人生進退為谷
[00:12:48.420 --> 00:12:50.420]  左右為難
[00:12:50.420 --> 00:12:52.420]  可能有人在工作
[00:12:52.420 --> 00:12:53.420]  家庭
[00:12:53.420 --> 00:12:55.420]  或者個人際關係裡面
[00:12:55.420 --> 00:12:57.420]  面對很多風浪
[00:12:57.420 --> 00:12:58.420]  很多難處
[00:12:58.420 --> 00:12:59.420]  很多困難
[00:12:59.420 --> 00:13:00.420]  令你不知如何是好
[00:13:00.420 --> 00:13:02.420]  但是有些專家這樣說
[00:13:02.420 --> 00:13:04.420]  他說什麼呢
[00:13:04.420 --> 00:13:06.420]  如果你失去財產
[00:13:06.420 --> 00:13:08.420]  你只是失去一些東西
[00:13:08.420 --> 00:13:09.420]  如果你失去你的聲譽
[00:13:09.420 --> 00:13:10.420]  可能你失去很多東西
[00:13:10.420 --> 00:13:11.420]  但是有一樣東西很重要
[00:13:11.420 --> 00:13:12.420]  是不可以失去的
[00:13:12.420 --> 00:13:14.420]  如果你失去勇氣
[00:13:14.420 --> 00:13:15.420]  你就失去一切
[00:13:15.420 --> 00:13:17.420]  在這個世界上
[00:13:17.420 --> 00:13:20.420]  從來都不會有人沒有困難的
[00:13:20.420 --> 00:13:22.420]  不會有人沒有困難
[00:13:22.420 --> 00:13:24.420]  可能你數算你人生的困難
[00:13:24.420 --> 00:13:26.420]  是千千萬萬這麼多
[00:13:26.420 --> 00:13:28.420]  但是困難裡面
[00:13:28.420 --> 00:13:29.420]  在不同的情況
[00:13:29.420 --> 00:13:30.420]  在一些難處裡面
[00:13:30.420 --> 00:13:32.420]  人是可以選擇的
[00:13:32.420 --> 00:13:33.420]  有選擇的
[00:13:33.420 --> 00:13:35.420]  有些人會選擇放棄
[00:13:35.420 --> 00:13:37.420]  有些人會選擇攀爬
[00:13:37.420 --> 00:13:38.420]  有些人會選擇
[00:13:38.420 --> 00:13:40.420]  沒有勇氣再回到神那裡
[00:13:40.420 --> 00:13:41.420]  我不會面對神
[00:13:41.420 --> 00:13:42.420]  甚至離開
[00:13:42.420 --> 00:13:44.420]  但是人也有另外一個選擇
[00:13:44.420 --> 00:13:47.420]  就是靠著神再一次站起來
[00:13:47.420 --> 00:13:48.420]  在哪裡跌倒
[00:13:48.420 --> 00:13:50.420]  就在哪裡站起來
[00:13:50.420 --> 00:13:52.420]  再一次重新去歸向神
[00:13:52.420 --> 00:13:54.420]  無論我有多糟糕
[00:13:54.420 --> 00:13:56.420]  無論我有多不完美
[00:13:56.420 --> 00:13:57.420]  無論怎樣都好
[00:13:57.420 --> 00:14:00.420]  我堅持回到神那裡
[00:14:00.420 --> 00:14:02.420]  努力去過合他心意的生活
[00:14:02.420 --> 00:14:03.420]  為什麼?
[00:14:03.420 --> 00:14:05.420]  因為我們的神從來都沒有離棄我們
[00:14:05.420 --> 00:14:07.420]  我們有時候會選擇離開他
[00:14:07.420 --> 00:14:10.420]  但是我們的神從來都不會離開我們
[00:14:10.420 --> 00:14:11.420]  和我們一起說一門吧
[00:14:11.420 --> 00:14:12.420]  Amen
[00:14:12.420 --> 00:14:14.420]  以下這張照片
[00:14:14.420 --> 00:14:16.420]  這位台灣的姊妹叫做盧瑪麗
[00:14:16.420 --> 00:14:19.420]  盧瑪麗在學校的時間是一個活躍分子
[00:14:19.420 --> 00:14:21.420]  她不僅是運動健將
[00:14:21.420 --> 00:14:22.420]  樂團的樂手
[00:14:22.420 --> 00:14:25.420]  她去畫漫畫
[00:14:25.420 --> 00:14:26.420]  參與話劇
[00:14:26.420 --> 00:14:28.420]  在學校是很積極活躍
[00:14:28.420 --> 00:14:30.420]  成為開心果
[00:14:30.420 --> 00:14:31.420]  很鼓勵人
[00:14:31.420 --> 00:14:33.420]  所以全校的學生和老師
[00:14:33.420 --> 00:14:35.420]  都被她這一份精神
[00:14:35.420 --> 00:14:37.420]  這一份樂觀去鼓勵
[00:14:37.420 --> 00:14:39.420]  大家都很開心
[00:14:39.420 --> 00:14:41.420]  但是在2000年的12月
[00:14:41.420 --> 00:14:42.420]  在台灣的學校很大
[00:14:42.420 --> 00:14:45.420]  有實驗農場
[00:14:45.420 --> 00:14:46.420]  2000年的12月
[00:14:46.420 --> 00:14:51.420]  盧瑪麗在實驗農場裡面實習工作
[00:14:51.420 --> 00:14:53.420]  有一輛私家車突然間失控
[00:14:53.420 --> 00:14:55.420]  撞倒她
[00:14:55.420 --> 00:14:57.420]  盧瑪麗由那個時間開始
[00:14:57.420 --> 00:14:59.420]  下半身就完全癱瘓
[00:14:59.420 --> 00:15:01.420]  她需要坐輪椅
[00:15:01.420 --> 00:15:05.420]  大家想像之前充滿色彩的人生
[00:15:05.420 --> 00:15:07.420]  在意外之後
[00:15:07.420 --> 00:15:09.420]  好像蒙上陰影
[00:15:09.420 --> 00:15:11.420]  好像褪色一樣
