
[00:00:00.000 --> 00:00:07.000]  各位姐妹平安,我們今天會開始一個全新的系列,就是我們的Bible Month
[00:05:09.000 --> 00:05:11.000]  senior,senior and youth
[00:05:11.000 --> 00:05:13.000]  直接跳到youth
[00:05:13.000 --> 00:05:15.000]  所以保羅都說年輕人
[00:05:15.000 --> 00:05:17.000]  不要叫人少看你年輕
[00:05:17.000 --> 00:05:19.000]  當然不是指十七、八歲
[00:05:19.000 --> 00:05:21.000]  因為當時的分法是四十歲以上
[00:05:21.000 --> 00:05:23.000]  不要叫人少看你年輕
[00:05:23.000 --> 00:05:26.000]  即使是三十五歲
[00:05:26.000 --> 00:05:28.000]  對當時的人來說
[00:05:28.000 --> 00:05:30.000]  都是年輕的
[00:05:30.000 --> 00:05:33.000]  要承接一個這樣的使命
[00:05:33.000 --> 00:05:36.000]  將這個生命的訊息
[00:05:36.000 --> 00:05:40.000]  傳到外邦人當中
[00:05:40.000 --> 00:05:42.000]  這個傳承,這個接棒
[00:05:42.000 --> 00:05:45.000]  對提摩台來說都是不容易
[00:05:45.000 --> 00:05:49.000]  提摩台號書是一個很簡單的背景
[00:05:49.000 --> 00:05:52.000]  今天我們就開始從這本書裡面看看
[00:05:52.000 --> 00:05:54.000]  今天保羅,我們先看第一章
[00:05:54.000 --> 00:05:56.000]  一到大概第八節
[00:05:56.000 --> 00:05:58.000]  我們先看看這本聖經
[00:05:58.000 --> 00:06:00.000]  保羅怎樣提醒提摩台
[00:06:00.000 --> 00:06:02.000]  當這個critical moment
[00:06:02.000 --> 00:06:04.000]  要接棒了
[00:06:04.000 --> 00:06:06.000]  這個教會的支柱要殉道
[00:06:06.000 --> 00:06:08.000]  要被神接走的時候
[00:06:08.000 --> 00:06:10.000]  保羅怎樣提醒他
[00:06:10.000 --> 00:06:12.000]  第一件事是很重要的
[00:06:12.000 --> 00:06:14.000]  保羅特別提醒他
[00:06:14.000 --> 00:06:16.000]  神給他一個恩賜
[00:06:16.000 --> 00:06:19.000]  他要接棒,要將這個生命的訊息傳承下去
[00:06:19.000 --> 00:06:21.000]  第一件事他要做的就是
[00:06:21.000 --> 00:06:24.000]  重新眺望神所給他的恩賜
[00:06:24.000 --> 00:06:29.000]  所以在提摩台號書一章的三到六節這樣說
[00:06:29.000 --> 00:06:31.000]  保羅,我感謝神
[00:06:31.000 --> 00:06:36.000]  就是我接觸祖先用清潔的良心所侍奉的神
[00:06:36.000 --> 00:06:39.000]  祈禱的時候不住地想念祢
[00:06:39.000 --> 00:06:41.000]  紀念祢的眼淚
[00:06:41.000 --> 00:06:44.000]  晝夜切切地想要見祢
[00:06:44.000 --> 00:06:46.000]  好叫我滿心快樂
[00:06:46.000 --> 00:06:49.000]  想到祢心裡無為之信
[00:06:49.000 --> 00:06:55.000]  這信是先在祢外祖母羅爾和祢母親尤尼基心裡
[00:06:55.000 --> 00:06:58.000]  我深信也在祢的心裡
[00:06:58.000 --> 00:07:00.000]  為此我提醒祢
[00:07:00.000 --> 00:07:05.000]  使祢將神藉著我按手所給祢的恩賜
[00:07:05.000 --> 00:07:08.000]  如火再挑旺起來
[00:07:08.000 --> 00:07:10.000]  如火再挑旺起來
[00:07:10.000 --> 00:07:15.000]  所以這是保羅第一個給提摩台一個很特別的命令
[00:07:15.000 --> 00:07:17.000]  一個提醒,一個鼓勵
[00:07:17.000 --> 00:07:19.000]  就是神給了他一個恩賜
[00:07:19.000 --> 00:07:21.000]  然後他的責任
[00:07:21.000 --> 00:07:23.000]  要接棒第一個責任
[00:07:23.000 --> 00:07:25.000]  就是要重新將這個恩賜
[00:07:25.000 --> 00:07:28.000]  好像火一樣挑旺起來
[00:07:28.000 --> 00:07:31.000]  神給我們每一個人都有恩賜
[00:07:31.000 --> 00:07:35.000]  這個恩賜就是為了我們可以如火挑旺起來這樣用
[00:07:35.000 --> 00:07:37.000]  恩賜不用
[00:07:37.000 --> 00:07:39.000]  通常就生鏽
[00:07:39.000 --> 00:07:41.000]  然後就會變冷
[00:07:41.000 --> 00:07:43.000]  然後就變成沒用
[00:07:43.000 --> 00:07:45.000]  生命的道要傳承下去
[00:07:45.000 --> 00:07:47.000]  就靠每一個基督徒
[00:07:47.000 --> 00:07:50.000]  去不斷用如火挑旺
[00:07:50.000 --> 00:07:52.000]  神給你的每一樣恩賜
[00:07:52.000 --> 00:07:54.000]  當你去用
[00:07:54.000 --> 00:07:56.000]  恩賜是用的時候
[00:07:56.000 --> 00:07:58.000]  就越用越火,越用越火
[00:07:58.000 --> 00:07:59.000]  越用就越好
[00:07:59.000 --> 00:08:01.000]  不用就變得冷淡
[00:08:01.000 --> 00:08:03.000]  然後就會熄滅
[00:08:03.000 --> 00:08:05.000]  我想看看
[00:08:05.000 --> 00:08:07.000]  我們有很多恩賜
[00:08:07.000 --> 00:08:09.000]  你知道有些恩賜是每一個人都有的
[00:08:09.000 --> 00:08:12.000]  是聖靈給的一個gift
[00:08:12.000 --> 00:08:14.000]  是神給我們的一個gift
[00:08:14.000 --> 00:08:16.000]  舉個例子
[00:08:16.000 --> 00:08:18.000]  敬拜
[00:08:18.000 --> 00:08:20.000]  你的敬拜是一種gift
[00:08:20.000 --> 00:08:22.000]  敬拜的gift其實是每一個人都有的
[00:08:22.000 --> 00:08:24.000]  第三個是誰呢?
[00:08:24.000 --> 00:08:26.000]  撒旦
[00:08:26.000 --> 00:08:28.000]  當然我們praise team有一個retreat
[00:08:28.000 --> 00:08:30.000]  我們有一個退休會
[00:08:30.000 --> 00:08:33.000]  退休會的時候都跟他們分享敬拜的重要
[00:08:33.000 --> 00:08:35.000]  其實不單是對praise team
[00:08:35.000 --> 00:08:38.000]  我都希望跟所有基督徒cross point來說
[00:08:38.000 --> 00:08:40.000]  敬拜是真的重要
[00:08:40.000 --> 00:08:43.000]  因為敬拜神做我們其中一個的目的
[00:08:43.000 --> 00:08:45.000]  其實就是為了敬拜
[00:08:45.000 --> 00:08:48.000]  神做我們這個身體其實都是為了敬拜而做的
[00:08:48.000 --> 00:08:51.000]  就好像當年在天上
[00:08:51.000 --> 00:08:53.000]  有三個天使
[00:08:53.000 --> 00:08:55.000]  聖經對天使說的不多
[00:08:55.000 --> 00:08:56.000]  大概我們知道有三個
[00:08:56.000 --> 00:08:57.000]  一個是Michael
[00:08:57.000 --> 00:08:58.000]  Michael負責什麼?
[00:08:58.000 --> 00:08:59.000]  Michael負責祈禱
[00:08:59.000 --> 00:09:01.000]  In charge of prayer ministry
[00:09:01.000 --> 00:09:03.000]  就是Michael
[00:09:03.000 --> 00:09:04.000]  Angel Michael
[00:09:04.000 --> 00:09:06.000]  第二個就是Gabriel
[00:09:06.000 --> 00:09:08.000]  Gabriel負責傳訊息
[00:09:08.000 --> 00:09:10.000]  將神的話帶到我們當中傳訊息
[00:09:10.000 --> 00:09:11.000]  這個就是Gabriel
[00:09:11.000 --> 00:09:13.000]  第三個是誰呢?
[00:09:13.000 --> 00:09:14.000]  撒旦
[00:09:14.000 --> 00:09:15.000]  當然以前不是叫撒旦
[00:09:15.000 --> 00:09:16.000]  是Lucifer
[00:09:16.000 --> 00:09:18.000]  名字其實好聽的
[00:09:18.000 --> 00:09:20.000]  後來墮落之後才變成壞名字
[00:09:20.000 --> 00:09:22.000]  Lucifer其實名字好聽的
[00:09:22.000 --> 00:09:24.000]  所以當年撒旦被造的時候
[00:09:24.000 --> 00:09:26.000]  是全然美麗
[00:09:26.000 --> 00:09:27.000]  Perfect
[00:09:27.000 --> 00:09:30.000]  而且根據以西傑書所說
[00:09:30.000 --> 00:09:32.000]  撒旦被造的時候
[00:09:32.000 --> 00:09:35.000]  神造了一種惡氣在裡面
[00:09:35.000 --> 00:09:37.000]  所有惡氣都在裡面
[00:09:37.000 --> 00:09:39.000]  有鼓有pipe
[00:09:39.000 --> 00:09:42.000]  所以他不需要外在的惡氣
[00:09:42.000 --> 00:09:44.000]  惡氣在他裡面
[00:09:44.000 --> 00:09:47.000]  他身體裡面可以彈出惡氣
[00:09:47.000 --> 00:09:49.000]  然後可以敬拜
[00:09:49.000 --> 00:09:50.000]  是很厲害的
[00:09:50.000 --> 00:09:51.000]  有很多寶石
[00:09:51.000 --> 00:09:53.000]  當然後來因為太驕傲
[00:09:53.000 --> 00:09:56.000]  覺得不用敬拜神
[00:09:56.000 --> 00:09:58.000]  於是神就覺得
[00:09:58.000 --> 00:09:59.000]  這個不行了
[00:09:59.000 --> 00:10:00.000]  這是越位
[00:10:00.000 --> 00:10:02.000]  於是就把他趕下去
[00:10:02.000 --> 00:10:04.000]  根據啟示所說
[00:10:04.000 --> 00:10:06.000]  三分之一的天使跟了他下去
[00:10:06.000 --> 00:10:07.000]  墮落的天使
[00:10:07.000 --> 00:10:09.000]  現在我稱之為邪靈
[00:10:09.000 --> 00:10:11.000]  因為他下來了
[00:10:11.000 --> 00:10:13.000]  如果是三分之一
[00:10:13.000 --> 00:10:16.000]  就表示天上的三個部門
[00:10:16.000 --> 00:10:19.000]  Prayer Ministry和Worship Ministry
[00:10:19.000 --> 00:10:21.000]  Worship Ministry就變成
[00:10:21.000 --> 00:10:24.000]  應該是整個部門崩潰
[00:10:24.000 --> 00:10:26.000]  所以天上的三個部門
[00:10:26.000 --> 00:10:27.000]  現在變成只有兩個
[00:10:27.000 --> 00:10:28.000]  少了一個
[00:10:28.000 --> 00:10:29.000]  沒有了Worship
[00:10:29.000 --> 00:10:31.000]  於是撒旦就
[00:10:31.000 --> 00:10:33.000]  整個Worship部門沒有了
[00:10:33.000 --> 00:10:35.000]  現在誰敬拜你
[00:10:35.000 --> 00:10:37.000]  誰大敬拜
[00:10:37.000 --> 00:10:38.000]  於是到了創世紀
[00:10:38.000 --> 00:10:40.000]  你就知道神做了一件事
[00:10:40.000 --> 00:10:42.000]  在塵土中一捏
[00:10:42.000 --> 00:10:43.000]  那個字是捏
[00:10:43.000 --> 00:10:44.000]  Squeeze
[00:10:44.000 --> 00:10:46.000]  一捏然後就成為一個人
[00:10:46.000 --> 00:10:48.000]  於是神一吹氣
[00:10:48.000 --> 00:10:51.000]  然後他成為一個有靈的活人
[00:10:51.000 --> 00:10:52.000]  然後神就說
[00:10:52.000 --> 00:10:55.000]  這個就是我的New Worship Leader
[00:10:55.000 --> 00:10:58.000]  這個就是來代替
[00:10:58.000 --> 00:11:00.000]  那個失落了沒有敬拜的
[00:11:00.000 --> 00:11:02.000]  這個被造就為了敬拜
[00:11:02.000 --> 00:11:04.000]  你知道我們被造
[00:11:04.000 --> 00:11:06.000]  其實都有一個Music Instrument
[00:11:06.000 --> 00:11:08.000]  在我們裡面
[00:11:08.000 --> 00:11:09.000]  你知道所有Music Instrument
[00:11:09.000 --> 00:11:10.000]  分三種
[00:11:10.000 --> 00:11:11.000]  一種是敲擊學
[00:11:11.000 --> 00:11:12.000]  三種形式
[00:11:12.000 --> 00:11:13.000]  一是敲擊
[00:11:13.000 --> 00:11:15.000]  一是用吹的
[00:11:15.000 --> 00:11:16.000]  一是用彈的
[00:11:16.000 --> 00:11:18.000]  String Instrument
[00:11:18.000 --> 00:11:19.000]  你知道你的Vocal Chord
[00:11:19.000 --> 00:11:20.000]  其實是String
[00:11:20.000 --> 00:11:21.000]  當你吹的時候
[00:11:21.000 --> 00:11:23.000]  它震動就有聲音
[00:11:23.000 --> 00:11:25.000]  你說敲擊學在哪裡
[00:11:25.000 --> 00:11:27.000]  有沒有聽過Beatbox
[00:11:27.000 --> 00:11:28.000]  你知道Beatbox厲害的人
[00:11:28.000 --> 00:11:30.000]  是整套鼓的聲音
[00:11:30.000 --> 00:11:32.000]  全部可以Beat出來
[00:11:32.000 --> 00:11:34.000]  我們國語組有個學生
[00:11:34.000 --> 00:11:36.000]  他可以用Beatbox
[00:11:36.000 --> 00:11:38.000]  唱小號的聲音
[00:11:38.000 --> 00:11:40.000]  是跟你外面吹的一模一樣的聲音
[00:11:40.000 --> 00:11:42.000]  所以他不需要那支
[00:11:42.000 --> 00:11:44.000]  他拿著咪高峰就可以
[00:11:44.000 --> 00:11:46.000]  大家Play Team的時候
[00:11:46.000 --> 00:11:48.000]  你以為我們有人在吹
[00:11:48.000 --> 00:11:49.000]  但是沒有
[00:11:49.000 --> 00:11:50.000]  在這裡
[00:11:50.000 --> 00:11:52.000]  你知道這個Music Instrument
[00:11:52.000 --> 00:11:54.000]  如果你Practice
[00:11:54.000 --> 00:11:56.000]  其實所有學戲的聲音
[00:11:56.000 --> 00:11:57.000]  你都可以模仿
[00:11:57.000 --> 00:11:58.000]  所以神造我們
[00:11:58.000 --> 00:12:00.000]  其實你很清楚
[00:12:00.000 --> 00:12:02.000]  是為了敬拜
[00:12:02.000 --> 00:12:04.000]  因為這個是Music Instrument
[00:12:04.000 --> 00:12:06.000]  但你發覺這個Gift
[00:12:06.000 --> 00:12:08.000]  如果你不用的話
[00:12:08.000 --> 00:12:10.000]  你從來沒有Practice
[00:12:10.000 --> 00:12:12.000]  你用這個Gift
[00:12:12.000 --> 00:12:14.000]  來講閒話
[00:12:14.000 --> 00:12:18.000]  背後吹吹水
[00:12:18.000 --> 00:12:20.000]  講人家壞話
[00:12:20.000 --> 00:12:22.000]  全部用來這些
[00:12:22.000 --> 00:12:24.000]  你就不用神給你的Gift
[00:12:24.000 --> 00:12:26.000]  神給你這個Gift
[00:12:26.000 --> 00:12:28.000]  是用來Practice
[00:12:28.000 --> 00:12:30.000]  去敬拜
[00:12:30.000 --> 00:12:32.000]  然後透過敬拜
[00:12:32.000 --> 00:12:34.000]  你發覺你才可以經歷到
[00:12:34.000 --> 00:12:36.000]  神的同在
[00:12:36.000 --> 00:12:40.000]  我知道我們生活在Silicon Valley
[00:12:40.000 --> 00:12:42.000]  我記得大概很多年前
[00:12:42.000 --> 00:12:44.000]  有一次講到敬拜的時候
[00:12:44.000 --> 00:12:45.000]  有很多弟兄姊妹
[00:12:45.000 --> 00:12:47.000]  因為Silicon Valley有很多所謂的理工男
[00:12:47.000 --> 00:12:49.000]  我們是理工男
[00:12:49.000 --> 00:12:50.000]  我們是Engineer
[00:12:50.000 --> 00:12:51.000]  我們很理性的
[00:12:51.000 --> 00:12:53.000]  很多理工男過來跟我說
[00:12:53.000 --> 00:12:55.000]  我們都不是不想敬拜
[00:12:55.000 --> 00:12:57.000]  不過我天生理工男
[00:12:57.000 --> 00:12:59.000]  我是non-expressive
[00:12:59.000 --> 00:13:01.000]  我不懂得怎樣表達
[00:13:01.000 --> 00:13:03.000]  我都相信
[00:13:03.000 --> 00:13:05.000]  因為Silicon Valley所有都是Engineer
[00:13:05.000 --> 00:13:06.000]  我都明白
[00:13:06.000 --> 00:13:07.000]  我都OK
[00:13:07.000 --> 00:13:09.000]  我們就這樣敬拜
[00:13:09.000 --> 00:13:11.000]  I can deal with it
[00:13:11.000 --> 00:13:13.000]  但到了去年
[00:13:13.000 --> 00:13:15.000]  我才突然發覺
[00:13:15.000 --> 00:13:17.000]  原來我被人騙了
[00:13:17.000 --> 00:13:19.000]  原來所有理工男跟我說
[00:13:19.000 --> 00:13:21.000]  I am non-expressive
[00:13:21.000 --> 00:13:23.000]  後來我發覺我被人騙了
[00:13:23.000 --> 00:13:24.000]  為什麼這樣說呢
[00:13:24.000 --> 00:13:27.000]  因為去年我們MBA Final
[00:13:27.000 --> 00:13:29.000]  我們在Hub裡一起看
[00:13:29.000 --> 00:13:30.000]  Hub裡一起看
[00:13:30.000 --> 00:13:32.000]  有很多理工男
[00:13:32.000 --> 00:13:34.000]  大家都來看
[00:13:34.000 --> 00:13:36.000]  在MBA Final那一刻
[00:13:36.000 --> 00:13:38.000]  我坐在後面才發覺我被人騙了
[00:13:38.000 --> 00:13:41.000]  因為每一次Steph Curry進入三分球的時候
[00:13:41.000 --> 00:13:43.000]  所有理工男都跳起來
[00:13:43.000 --> 00:13:45.000]  Give me five
[00:13:45.000 --> 00:13:46.000]  然後轉身
[00:13:46.000 --> 00:13:47.000]  我non-expressive
[00:13:47.000 --> 00:13:48.000]  我害羞
[00:13:48.000 --> 00:13:49.000]  我不可以舉手
[00:13:49.000 --> 00:13:51.000]  我害怕
[00:13:51.000 --> 00:13:53.000]  我才發覺我被人騙了
[00:13:53.000 --> 00:13:56.000]  所有理工男都懂得express
[00:13:56.000 --> 00:13:59.000]  只不過有時你express你的love
[00:13:59.000 --> 00:14:00.000]  你的喝彩
[00:14:00.000 --> 00:14:01.000]  你的celebration
[00:14:01.000 --> 00:14:04.000]  有時只不過是對象錯了
[00:14:04.000 --> 00:14:06.000]  你知道Steph Curry進入三分球
[00:14:06.000 --> 00:14:09.000]  基本上跟你沒什麼直接利益
[00:14:09.000 --> 00:14:11.000]  除非你參與賭球
[00:14:11.000 --> 00:14:12.000]  你應該悔改
[00:14:12.000 --> 00:14:14.000]  Otherwise跟你沒什麼直接利益
[00:14:14.000 --> 00:14:16.000]  當然值得喝彩
[00:14:16.000 --> 00:14:18.000]  但是compared to那位
[00:14:18.000 --> 00:14:20.000]  跟你有直接benefit
[00:14:20.000 --> 00:14:24.000]  你的敬拜神是直接跟你有benefit
[00:14:24.000 --> 00:14:27.000]  神祖我們吹過一口氣
[00:14:27.000 --> 00:14:29.000]  我們才成為活人
[00:14:29.000 --> 00:14:31.000]  那個零
[00:14:31.000 --> 00:14:33.000]  是要跟神相處
[00:14:33.000 --> 00:14:34.000]  connect
[00:14:34.000 --> 00:14:36.000]  就是透過worship
[00:14:36.000 --> 00:14:39.000]  神祖我們有個music instrument
[00:14:39.000 --> 00:14:40.000]  有零
[00:14:40.000 --> 00:14:42.000]  就是跟祂worship
[00:14:42.000 --> 00:14:43.000]  在worship當中
[00:14:43.000 --> 00:14:44.000]  經歷祂的
[00:14:44.000 --> 00:14:46.000]  reveal祂的presence
[00:14:46.000 --> 00:14:48.000]  是透過worship
[00:14:48.000 --> 00:14:50.000]  當你覺得
[00:14:50.000 --> 00:14:51.000]  不要給自己一個藉口
[00:14:51.000 --> 00:14:52.000]  我不懂express
[00:14:52.000 --> 00:14:53.000]  你懂的
[00:14:53.000 --> 00:14:55.000]  你只是不知道
[00:14:55.000 --> 00:14:57.000]  當你找到你喜歡的東西的時候
[00:14:57.000 --> 00:14:59.000]  你好自然會express
[00:14:59.000 --> 00:15:00.000]  這東西正
[00:15:00.000 --> 00:15:01.000]  我喜歡
[00:15:01.000 --> 00:15:02.000]  你會express的
[00:15:02.000 --> 00:15:04.000]  所以你說敬拜怎樣express
[00:15:04.000 --> 00:15:05.000]  很簡單
[00:15:05.000 --> 00:15:06.000]  你將看NBA final
[00:15:06.000 --> 00:15:07.000]  看世界盃
[00:15:07.000 --> 00:15:09.000]  你最喜歡的東西
[00:15:09.000 --> 00:15:10.000]  賽車
[00:15:10.000 --> 00:15:12.000]  那些passion
[00:15:12.000 --> 00:15:13.000]  那些喝彩
[00:15:13.000 --> 00:15:14.000]  不用多
[00:15:14.000 --> 00:15:15.000]  十分之一
[00:15:15.000 --> 00:15:16.000]  十分之一
[00:15:16.000 --> 00:15:18.000]  帶到敬拜當中
[00:15:18.000 --> 00:15:20.000]  你發覺整個敬拜氣氛
[00:15:20.000 --> 00:15:21.000]  可以變得不一樣
[00:15:21.000 --> 00:15:23.000]  不需要十分之十
[00:15:23.000 --> 00:15:24.000]  十分之十過了
[00:15:24.000 --> 00:15:25.000]  別人以為我們搞零恩
[00:15:25.000 --> 00:15:26.000]  十分之一
[00:15:26.000 --> 00:15:27.000]  差不多
[00:15:27.000 --> 00:15:28.000]  十分之一已經是
[00:15:28.000 --> 00:15:30.000]  整個敬拜氣氛很不同
[00:15:30.000 --> 00:15:32.000]  敬拜是重要
[00:15:32.000 --> 00:15:33.000]  敬拜直接影響
[00:15:33.000 --> 00:15:35.000]  你零裡面的成長
[00:15:35.000 --> 00:15:37.000]  我們的零
[00:15:37.000 --> 00:15:39.000]  跟神的零能夠相處
[00:15:39.000 --> 00:15:41.000]  其實是透過敬拜
[00:15:41.000 --> 00:15:43.000]  所以你自己的personal
[00:15:43.000 --> 00:15:45.000]  worship是很重要
[00:15:45.000 --> 00:15:46.000]  我們知道
[00:15:46.000 --> 00:15:48.000]  在華人教會當中的culture
[00:15:48.000 --> 00:15:49.000]  我們通常
[00:15:49.000 --> 00:15:51.000]  鼓勵大家做quiet time的時候
[00:15:51.000 --> 00:15:52.000]  我自己也是一樣
[00:15:52.000 --> 00:15:53.000]  過往很多年
[00:15:53.000 --> 00:15:54.000]  我的quiet time
[00:15:54.000 --> 00:15:56.000]  其實沒有敬拜的部分
[00:15:56.000 --> 00:15:58.000]  只有讀經和祈禱
[00:15:58.000 --> 00:15:59.000]  當然不是
[00:15:59.000 --> 00:16:00.000]  都重要
[00:16:00.000 --> 00:16:01.000]  很有幫助
[00:16:01.000 --> 00:16:02.000]  但你發覺
[00:16:02.000 --> 00:16:04.000]  始終到某一個階段
[00:16:04.000 --> 00:16:06.000]  你覺得好像少了些東西
[00:16:06.000 --> 00:16:08.000]  好像卡住卡住
[00:16:08.000 --> 00:16:09.000]  你就發覺
[00:16:09.000 --> 00:16:11.000]  原來你少了敬拜
[00:16:11.000 --> 00:16:13.000]  你在你personal quiet time的時候
[00:16:13.000 --> 00:16:15.000]  沒有了敬拜的環節
[00:16:15.000 --> 00:16:16.000]  其實這個是重要的
[00:16:16.000 --> 00:16:17.000]  你可以透過
[00:16:17.000 --> 00:16:19.000]  在personal的worship time裡
[00:16:19.000 --> 00:16:21.000]  學習敬拜
