
[00:00:00.000 --> 00:00:04.600]  今天大家會繼續一齊思想關於重建聖殿的信息
[00:01:24.400 --> 00:01:26.400]  我們今天再打開聖經
[00:01:26.400 --> 00:01:28.200]  思想祢自己的說話
[00:01:28.200 --> 00:01:30.000]  求親愛的聖靈
[00:01:30.000 --> 00:01:32.000]  在我們心中引導我們
[00:01:32.000 --> 00:01:33.400]  指教我們
[00:01:33.400 --> 00:01:35.200]  我們仰望祈禱
[00:01:35.200 --> 00:01:37.200]  奉耶穌基督聖名求
[00:01:37.200 --> 00:01:38.200]  阿門
[00:01:38.200 --> 00:01:40.800]  大家再翻開哈該書
[00:01:40.800 --> 00:01:43.400]  我們剛才讀過的第二章的經文
[00:01:43.400 --> 00:01:48.800]  我今天想跟大家分享
[00:01:48.800 --> 00:01:50.200]  兩個重點
[00:01:50.200 --> 00:01:52.000]  第一個重點
[00:01:52.000 --> 00:01:53.800]  就是提到聖經裡面
[00:01:53.800 --> 00:01:55.600]  上上勉勵我們
[00:01:55.800 --> 00:01:57.000]  要反省
[00:01:57.000 --> 00:01:59.800]  反省神在我們生命當中
[00:01:59.800 --> 00:02:01.600]  佔一個什麼的位置
[00:02:01.600 --> 00:02:03.600]  第二方面
[00:02:03.600 --> 00:02:05.000]  我想跟大家分享的
[00:02:05.000 --> 00:02:06.600]  聖經裡面提到
[00:02:06.600 --> 00:02:08.400]  我們侍奉神
[00:02:08.400 --> 00:02:10.600]  不要灰心
[00:02:10.600 --> 00:02:12.400]  不要放棄
[00:02:12.400 --> 00:02:15.200]  繼續一生來侍奉主
[00:02:15.200 --> 00:02:17.800]  而正正在今天的哈該書裡面
[00:02:17.800 --> 00:02:19.000]  給我們這方面
[00:02:19.000 --> 00:02:22.400]  很重要神給我們的勉勵和提醒
[00:02:22.400 --> 00:02:24.600]  首先第一方面你發覺
[00:02:24.600 --> 00:02:26.200]  當我們讀到哈該書的時候
[00:02:26.200 --> 00:02:27.000]  你記得
[00:02:27.000 --> 00:02:28.600]  這段時間我讀到
[00:02:28.600 --> 00:02:30.000]  以色拉記
[00:02:30.000 --> 00:02:32.600]  看到百姓被神的靈感動
[00:02:32.600 --> 00:02:33.400]  激動
[00:02:33.400 --> 00:02:35.400]  他們就一起上到去
[00:02:35.400 --> 00:02:37.400]  耶路撒冷重建聖殿
[00:02:37.400 --> 00:02:40.800]  聖經提到有四萬二千人一起上去
[00:02:40.800 --> 00:02:43.200]  他們當中他們很歡喜
[00:02:43.200 --> 00:02:44.200]  很快樂
[00:02:44.200 --> 00:02:45.600]  聖經描述他們當時
[00:02:45.600 --> 00:02:47.200]  他們歡欣喜樂
[00:02:47.200 --> 00:02:49.800]  一起去重建神的聖殿
[00:02:49.800 --> 00:02:53.200]  但很快卻他們就面對很多的困難
[00:02:53.600 --> 00:02:55.600]  有些當地敵對他們的人
[00:02:55.600 --> 00:02:57.000]  去擾亂他們
[00:02:57.000 --> 00:03:00.200]  他們又上書給當時的君王
[00:03:00.200 --> 00:03:02.200]  去控告這班猶太人
[00:03:02.200 --> 00:03:03.400]  他們在搞事
[00:03:03.400 --> 00:03:05.000]  他們在推翻你們
[00:03:05.000 --> 00:03:07.000]  推翻王的權位
[00:03:07.000 --> 00:03:08.400]  很多誣告
[00:03:08.400 --> 00:03:11.800]  因此很快卻工程就停頓了
[00:03:11.800 --> 00:03:13.200]  一停
[00:03:13.200 --> 00:03:15.600]  就停了差不多二十年
[00:03:15.600 --> 00:03:19.400]  所以上個星期我們讀到哈該書第一章的時候
[00:03:19.400 --> 00:03:20.800]  你記得聖經就講到
[00:03:20.800 --> 00:03:22.600]  哈該就提醒他們
[00:03:23.000 --> 00:03:25.000]  神的殿仍然荒涼
[00:03:25.000 --> 00:03:29.000]  你們仍然只顧自己天花板
[00:03:29.000 --> 00:03:30.600]  很華麗的房屋嗎?
[00:03:30.600 --> 00:03:34.200]  神就透過哈該提醒他們
[00:03:34.200 --> 00:03:36.400]  你們不要忘記神的殿
[00:03:36.400 --> 00:03:39.200]  不要忘記屬靈的事情
[00:03:39.200 --> 00:03:41.200]  你們要記得
[00:03:41.200 --> 00:03:43.000]  要去轉移
[00:03:43.000 --> 00:03:45.800]  來向準神
[00:03:45.800 --> 00:03:48.000]  在過程當中
[00:03:48.000 --> 00:03:50.400]  你讀哈該書第一章的時候就發覺
[00:03:50.400 --> 00:03:52.800]  上帝不斷提醒他們
[00:03:52.800 --> 00:03:54.200]  要反省自己
[00:03:54.200 --> 00:03:56.600]  你看看聖經前面第一章
[00:03:56.600 --> 00:04:00.600]  是第一章的第五節
[00:04:00.600 --> 00:04:06.000]  中間就說你們要反省自己的行為
[00:04:06.000 --> 00:04:09.800]  反省為何生活上會有很多努力
[00:04:09.800 --> 00:04:12.400]  但事倍功半
[00:04:12.400 --> 00:04:15.800]  得不到所想得到的成果
[00:04:15.800 --> 00:04:17.400]  然後去到第七節
[00:04:17.400 --> 00:04:19.400]  又再提醒他們
[00:04:19.400 --> 00:04:21.600]  你們要反省自己的行為
[00:04:21.600 --> 00:04:25.400]  要快快上去山上取木材去建造殿宇
[00:04:25.400 --> 00:04:27.400]  兩次提及
[00:04:27.400 --> 00:04:29.400]  要去到第二章的時候
[00:04:29.400 --> 00:04:31.200]  又再重複地提及
[00:04:31.200 --> 00:04:34.600]  大家遣去後面第二章第十五節
[00:04:34.600 --> 00:04:38.800]  第二章十五節
[00:04:38.800 --> 00:04:40.400]  現在你們要反省
[00:04:40.400 --> 00:04:42.600]  從今日起回想過往
[00:04:42.600 --> 00:04:44.600]  就似在耶和華的殿
[00:04:44.600 --> 00:04:46.200]  還沒有一塊石頭
[00:04:46.200 --> 00:04:49.800]  疊在另一塊石頭上面以前
[00:04:50.000 --> 00:04:51.600]  你們以前怎樣呢
[00:04:51.600 --> 00:04:55.200]  以前很想得到很多的修成
[00:04:55.200 --> 00:04:57.600]  想得到兩百公斤的穀
[00:04:57.600 --> 00:04:59.400]  但只得一百公斤
[00:04:59.400 --> 00:05:01.400]  想得到很多的酒
[00:05:01.400 --> 00:05:02.800]  但得到很少
[00:05:02.800 --> 00:05:05.200]  為何神不賜福呢
[00:05:05.200 --> 00:05:08.600]  才一直提醒他們
[00:05:08.600 --> 00:05:10.800]  你們要反省
[00:05:10.800 --> 00:05:13.800]  反省以前那些石頭一塊
[00:05:13.800 --> 00:05:15.800]  未曾疊上另一塊
[00:05:15.800 --> 00:05:17.600]  亦意味著他們沒有錯
[00:05:17.600 --> 00:05:20.800]  他們很想來建造神殿的根基
[00:05:20.800 --> 00:05:22.800]  他們努力回去
[00:05:22.800 --> 00:05:25.000]  建造了一個好的根基
[00:05:25.000 --> 00:05:27.600]  但接著他們就停了
[00:05:27.600 --> 00:05:32.200]  因此未曾將另一塊石頭疊上一塊石頭
[00:05:32.200 --> 00:05:34.600]  意味著他們未曾在上面建造
[00:05:34.600 --> 00:05:36.800]  開了根基
[00:05:36.800 --> 00:05:37.800]  開始了
[00:05:37.800 --> 00:05:39.600]  但停止建造
[00:05:39.600 --> 00:05:41.800]  要反省甚麼呢
[00:05:41.800 --> 00:05:44.800]  為何生命建立了基礎
[00:05:45.200 --> 00:05:48.000]  但未能繼續建造
[00:05:48.000 --> 00:05:50.400]  我們常常說
[00:05:50.400 --> 00:05:52.200]  當聖經提及到聖殿的時候
[00:05:52.200 --> 00:05:55.600]  當然不單單是說一些外在的建築物
[00:05:55.600 --> 00:05:59.600]  聖經清楚以我們為神的殿
[00:05:59.600 --> 00:06:02.600]  屬神的人是神的殿
[00:06:02.600 --> 00:06:05.400]  神的靈住在我們當中
[00:06:05.400 --> 00:06:08.600]  有很多弟兄姊妹都經歷
[00:06:08.600 --> 00:06:10.000]  在初信主的時候
[00:06:10.000 --> 00:06:11.600]  心都是很熱切的
[00:06:11.600 --> 00:06:14.200]  很有心想認識更多真理
[00:06:14.400 --> 00:06:16.600]  我們會參加很多不同的栽培班
[00:06:16.600 --> 00:06:19.600]  不同的聖經 曾經很想來認識
[00:06:19.600 --> 00:06:22.400]  但到某個階段突然間發覺
[00:06:22.400 --> 00:06:25.000]  生活上有很多其他的事情出現
[00:06:25.000 --> 00:06:30.200]  突然間好像自己那種追求的心冷淡了
[00:06:30.200 --> 00:06:34.000]  又或者曾經都會很熱心地去侍奉
[00:06:34.000 --> 00:06:37.200]  透過工作或透過教會某一些的崗位
[00:06:37.200 --> 00:06:38.600]  來服侍神
[00:06:38.600 --> 00:06:43.000]  但突然間發覺自己家庭經濟壓力大了
[00:06:44.000 --> 00:06:45.600]  因此覺得沒有時間了
[00:06:45.600 --> 00:06:48.600]  或者會轉移其他的工作
[00:06:48.600 --> 00:06:50.000]  或者其他的事情
[00:06:50.000 --> 00:06:53.400]  好像建立了一個根基
[00:06:53.400 --> 00:06:57.000]  但是沒有機會再在上面來建築
[00:06:57.000 --> 00:07:00.400]  這些事情是我們都可能聽過
[00:07:00.400 --> 00:07:02.600]  或者自己親身經歷過的事情
[00:07:02.600 --> 00:07:05.000]  但在過程裏面你會發覺
[00:07:05.000 --> 00:07:07.200]  聖經就提醒當時的人
[00:07:07.200 --> 00:07:10.200]  亦都提醒今天我們跟隨神的人
[00:07:10.200 --> 00:07:12.000]  祂說你們要反省
[00:07:12.400 --> 00:07:15.200]  你們要反省為何會是這樣
[00:07:15.200 --> 00:07:20.400]  你們要反省究竟你們將神放在甚麼位置
[00:07:20.400 --> 00:07:25.800]  當神提醒他們要奉獻自己去建造聖殿
[00:07:25.800 --> 00:07:30.200]  奉獻金銀來作神自己家的需要的時候
[00:07:30.200 --> 00:07:34.600]  你會發覺聖經很多時候是不會提及數量的
[00:07:34.600 --> 00:07:37.200]  沒錯 總數有多少聖經有記載
[00:07:37.200 --> 00:07:41.600]  但是個別的數量並不是神所重視的事
[00:07:42.600 --> 00:07:45.000]  或多或少或大或小
[00:07:45.000 --> 00:07:47.600]  似乎不是神所重視的事情
[00:07:47.600 --> 00:07:53.400]  反而祂重視究竟你將神放在一個甚麼位置
[00:07:53.400 --> 00:07:56.400]  是否讓祂在你生命的優先
[00:07:56.400 --> 00:08:00.000]  還是罪次要的位置
[00:08:00.000 --> 00:08:02.600]  所以你記得聖經當提到
[00:08:02.600 --> 00:08:05.800]  主耶穌讚賞那個寡婦
[00:08:05.800 --> 00:08:07.200]  奉獻了多少錢
[00:08:07.200 --> 00:08:10.400]  兩個小錢
[00:08:10.800 --> 00:08:14.800]  但主耶穌竟然說她的奉獻比眾人所奉獻的更多
[00:08:14.800 --> 00:08:17.600]  我們一看好像不明白
[00:08:17.600 --> 00:08:20.600]  怎麼可能兩個小錢比別人更多
[00:08:20.600 --> 00:08:23.000]  然後主耶穌再解釋
[00:08:23.000 --> 00:08:28.600]  祂說這個寡婦是自己不足
[00:08:28.600 --> 00:08:32.400]  然後再奉獻她一切所有
[00:08:32.400 --> 00:08:36.200]  但是其他人是自己有餘
[00:08:36.200 --> 00:08:38.600]  然後先去奉獻
[00:08:39.400 --> 00:08:42.400]  將捐項放在奉獻的裡面
[00:08:42.400 --> 00:08:46.000]  自己不足和自己有餘
[00:08:46.000 --> 00:08:48.400]  兩者之間的分別是甚麼呢?
[00:08:48.400 --> 00:08:51.800]  自己不足而奉獻
[00:08:51.800 --> 00:08:54.000]  是將神放在先
[00:08:54.000 --> 00:08:58.200]  將自己的事情放在後
[00:08:58.200 --> 00:09:01.800]  自己有餘先奉獻
[00:09:01.800 --> 00:09:04.800]  是將自己的事情放在先
[00:09:04.800 --> 00:09:07.800]  將神的事情放在後
[00:09:09.000 --> 00:09:11.800]  當然我們不是說有餘的人
[00:09:11.800 --> 00:09:13.400]  他的奉獻
[00:09:13.400 --> 00:09:16.800]  我當年所說的不單是金錢
[00:09:16.800 --> 00:09:19.400]  無論是精神力量時間
[00:09:19.400 --> 00:09:22.200]  我是否有餘的再奉獻
[00:09:22.200 --> 00:09:24.200]  就是神不喜歡呢?
[00:09:24.200 --> 00:09:25.600]  當然不是
[00:09:25.600 --> 00:09:30.000]  而是在說有餘的時候才會奉獻
[00:09:30.000 --> 00:09:34.400]  才會去想如何去侍奉神
[00:09:35.200 --> 00:09:39.400]  這些情況是將自己放在先
[00:09:39.400 --> 00:09:41.600]  然後將神放在後
[00:09:41.600 --> 00:09:45.400]  所以你記得我們上上說到一件事情
[00:09:45.400 --> 00:09:48.200]  我們要求神的國和神的義
[00:09:48.200 --> 00:09:51.000]  我們上上討論如何去理解
[00:09:51.000 --> 00:09:52.400]  神的國和神的義
[00:09:52.400 --> 00:09:54.600]  但是你不要忘記前面有一個字
[00:09:54.600 --> 00:10:00.000]  你們要先求祂的國和祂的義
[00:10:00.000 --> 00:10:03.000]  這些一切都要加給你們
[00:10:03.800 --> 00:10:06.800]  重點是你是否真正以神為先
[00:10:06.800 --> 00:10:09.000]  真正以神為神
[00:10:09.000 --> 00:10:12.600]  真正以祂為生命的主
[00:10:12.600 --> 00:10:15.600]  來侍奉祂、跟隨祂
[00:10:15.600 --> 00:10:19.600]  當時夏蓋書提到
[00:10:19.600 --> 00:10:24.400]  你們為何會忘記神的殿方樑
[00:10:24.400 --> 00:10:29.200]  而只顧自己天花板的房屋呢?
[00:10:30.200 --> 00:10:34.000]  不一定是說他們自己建造自己的房屋是錯誤
[00:10:34.000 --> 00:10:37.000]  而是說他們將神的事情
[00:10:37.000 --> 00:10:40.200]  放在一個很後很後的位置
[00:10:40.200 --> 00:10:41.600]  甚至忘記了
[00:10:41.600 --> 00:10:45.200]  不知道大家記不記得我曾經說過一件事情
[00:10:45.200 --> 00:10:50.600]  你不介意我再提一對夫婦的故事嗎?
[00:10:50.600 --> 00:10:52.800]  在北美生活
[00:10:52.800 --> 00:10:55.400]  這對夫婦有一次在家裡
[00:10:55.400 --> 00:10:57.600]  他們清洗他們的凍櫃
[00:10:57.800 --> 00:11:00.600]  北美很多人除了凍櫃之外有一個大冷凍櫃
[00:11:00.600 --> 00:11:04.200]  可以將很多食物放在裡面儲存很久
[00:11:04.200 --> 00:11:07.400]  很久了,所以就一直清洗
[00:11:07.400 --> 00:11:09.000]  將食物全部拿出來
[00:11:09.000 --> 00:11:12.200]  突然在櫃底發現一隻火雞
[00:11:12.200 --> 00:11:15.800]  一隻火雞,嘩,什麼時候買又忘記了
[00:11:15.800 --> 00:11:19.200]  再看看日子,嘩,三年之前了
[00:11:19.200 --> 00:11:22.600]  竟然放在冷凍櫃的櫃底
[00:11:22.600 --> 00:11:25.000]  竟然不發覺忘記了,忘記了吃
[00:11:26.400 --> 00:11:29.000]  這位太太一直看著這隻火雞的時候
[00:11:29.000 --> 00:11:32.000]  她就很猶豫,吃不吃呢?
[00:11:32.000 --> 00:11:34.000]  還能吃不吃呢?
[00:11:34.000 --> 00:11:35.800]  會不會壞呢?
[00:11:35.800 --> 00:11:38.400]  不過放在凍櫃應該沒什麼事的
[00:11:38.400 --> 00:11:41.200]  應該都可以吃的,不過又有點擔心
[00:11:41.200 --> 00:11:43.400]  在這裡不知道怎麼辦的時候
[00:11:43.400 --> 00:11:46.000]  就問一問,老公
[00:11:46.000 --> 00:11:50.200]  火雞三年了,能吃不吃呢?
[00:11:50.200 --> 00:11:52.000]  丟出去有點可惜
[00:11:52.000 --> 00:11:55.800]  這位先生看著,想一想
[00:11:56.400 --> 00:11:59.800]  行了,有辦法,奉獻給教會吧
[00:11:59.800 --> 00:12:06.800]  很快就衝口而出,奉獻給教會吧
[00:12:06.800 --> 00:12:12.000]  當我聽到這個故事的時候,我都會心微笑
[00:12:12.000 --> 00:12:15.800]  但再想一想,為什麼會這麼快就想到
[00:12:15.800 --> 00:12:18.600]  自己不想吃,丟了又可惜
[00:12:18.600 --> 00:12:22.000]  有的方法就是奉獻給教會
[00:12:22.000 --> 00:12:25.800]  或者這個未必是我們的情況
[00:12:26.200 --> 00:12:28.200]  但有些時候會思想
[00:12:28.200 --> 00:12:31.200]  其實我們對神的心是怎樣的呢?
[00:12:31.200 --> 00:12:35.800]  我們說祂是天地的主宰,是我們生命的主
[00:12:35.800 --> 00:12:40.600]  究竟我們怎樣看這位神在我們生命中的位置
[00:12:40.600 --> 00:12:44.000]  當我們讀到哈蓋書的時候
[00:12:44.000 --> 00:12:45.400]  聖經一直在說
[00:12:45.400 --> 00:12:49.000]  不是說為什麼神這麼多要求
[00:12:49.000 --> 00:12:52.600]  千山上的生畜是屬於神的
[00:12:52.600 --> 00:12:54.800]  神沒有任何的缺乏
[00:12:55.400 --> 00:13:00.200]  祂不需要我們給祂錢、時間、力量去服侍祂
[00:13:00.200 --> 00:13:05.600]  而祂知道,唯有當我們心向準祂
[00:13:05.600 --> 00:13:09.800]  我們會得到真正的永恆的祝福
[00:13:09.800 --> 00:13:16.400]  真正有價值的,而不是地上短暫的好處
[00:13:16.400 --> 00:13:20.600]  所以當聖經提及到這件事的時候
[00:13:20.600 --> 00:13:23.600]  就告訴我們,你們要反省
[00:13:24.400 --> 00:13:26.600]  為什麼神沒有賜福你們呢?
[00:13:26.600 --> 00:13:30.400]  甚至容許一些損失臨到你們呢?
[00:13:30.400 --> 00:13:33.400]  你再讀下去的時候,第十七節
[00:13:33.400 --> 00:13:37.800]  十七節聖經就說
[00:13:37.800 --> 00:13:40.600]  好像神是容許一些攻擊臨到他們
[00:13:40.600 --> 00:13:42.800]  十七節最後一句話就說
[00:13:42.800 --> 00:13:46.000]  「你們還是不歸向我」
[00:13:46.000 --> 00:13:49.000]  不是神很殘忍
[00:13:49.000 --> 00:13:52.000]  而是神很想我們的心轉向祂
[00:13:52.400 --> 00:13:55.600]  以致祂容許一些甚至困難臨到我們
[00:13:55.600 --> 00:13:59.400]  然後去到十八、十九節,又再問一個問題
[00:13:59.400 --> 00:14:02.800]  祂說你們要反省,又再說反省
[00:14:02.800 --> 00:14:05.200]  從今天起回想過往
[00:14:05.200 --> 00:14:07.800]  就是自九月二十四日起
[00:14:07.800 --> 00:14:11.200]  從耶和華殿的奠基日開始
[00:14:11.200 --> 00:14:13.400]  你們要反省,第三節說
[00:14:13.400 --> 00:14:15.600]  倉裡還有種子嗎?
[00:14:15.600 --> 00:14:17.800]  為什麼倉裡連種子都沒有?
[00:14:17.800 --> 00:14:19.400]  怎麼殺種呢?
[00:14:19.800 --> 00:14:23.400]  葡萄樹、無花果樹、石榴樹和橄欖樹
[00:14:23.400 --> 00:14:26.400]  豈是還沒有結果子嗎?
[00:14:26.400 --> 00:14:29.000]  為什麼這些樹都沒有結果子呢?
[00:14:29.000 --> 00:14:32.000]  在說回過去的事情
[00:14:32.000 --> 00:14:35.400]  你們去追念這些事,為什麼會這樣?
[00:14:35.400 --> 00:14:38.200]  然後最後一句話
[00:14:38.200 --> 00:14:38.800]  聖經就說
[00:14:38.800 --> 00:14:42.400]  「從今天起,我必馳福」
[00:14:42.400 --> 00:14:45.200]  聖經清楚說到
[00:14:45.200 --> 00:14:47.800]  當他們在這個日子開始
[00:14:48.200 --> 00:14:49.800]  重新轉向神
[00:14:49.800 --> 00:14:54.200]  他們投入去建造聖殿
[00:14:54.200 --> 00:14:56.800]  或者說建造屬靈的工程
[00:14:56.800 --> 00:14:59.200]  在這個時候,神就告訴他們
[00:14:59.200 --> 00:15:02.200]  「我便會馳福於你們」
[00:15:02.200 --> 00:15:04.000]  我們不要誤會
[00:15:04.000 --> 00:15:06.200]  上帝不是一些很功利的神
[00:15:06.200 --> 00:15:08.800]  「好吧,你這麼聽話,給你一點甜頭吧」
[00:15:08.800 --> 00:15:10.000]  不是
[00:15:10.000 --> 00:15:14.600]  上帝很想將一切的恩惠馳給我們
[00:15:15.200 --> 00:15:18.400]  但是當我們的心轉向世界的時候
[00:15:18.400 --> 00:15:20.600]  祂不願意讓我們以為
[00:15:20.600 --> 00:15:23.400]  這就是祂們的滿足,我們的滿足
[00:15:23.400 --> 00:15:24.800]  因此很多時候
[00:15:24.800 --> 00:15:28.400]  讓我們在當中失去一些祂要馳給我們的恩惠
[00:15:28.400 --> 00:15:31.400]  以致我們更加知道要轉向神
[00:15:31.400 --> 00:15:35.200]  去尋求真正的神給人的恩惠
[00:15:35.200 --> 00:15:37.200]  因此在這裡你會看到
[00:15:37.200 --> 00:15:38.600]  神要我們反思
[00:15:38.600 --> 00:15:43.400]  究竟我們將神放在我們生命哪一個位置
[00:15:44.000 --> 00:15:46.400]  叫我們在其中轉向神
[00:15:46.400 --> 00:15:48.800]  第二方面我們再看
[00:15:48.800 --> 00:15:50.000]  我們推前一點
[00:15:50.000 --> 00:15:52.400]  回到前面的第一章
[00:15:52.400 --> 00:15:57.600]  第一章的第十四節
[00:15:57.600 --> 00:16:00.800]  聖經當時說到
[00:16:00.800 --> 00:16:04.400]  哈該跟百姓說完話之後
[00:16:04.400 --> 00:16:06.200]  大家的心被激勵了
[00:16:06.200 --> 00:16:07.400]  聖經就說到
[00:16:07.400 --> 00:16:10.000]  他們整體領袖和百姓
[00:16:10.000 --> 00:16:13.600]  就來興功建造萬鈞之耶和華
[00:16:13.600 --> 00:16:15.600]  他們神的電雨
[00:16:15.600 --> 00:16:17.400]  第十四節後面所說
[00:16:17.400 --> 00:16:19.000]  他們很熱心
[00:16:19.000 --> 00:16:21.000]  就一起同心地做這件事情
[00:16:21.000 --> 00:16:23.600]  當時是大利烏王的第二年
[00:16:23.600 --> 00:16:25.600]  六月二十四日
[00:16:25.600 --> 00:16:27.200]  他們開始
[00:16:27.200 --> 00:16:29.000]  沒錯,停了一段長時間
[00:16:29.000 --> 00:16:30.800]  但現在重新建造了
[00:16:30.800 --> 00:16:33.000]  但是重新建造之後
[00:16:33.000 --> 00:16:34.800]  都出現了困難
[00:16:34.800 --> 00:16:36.800]  甚至他們想放棄
[00:16:36.800 --> 00:16:38.800]  所以你再看第七章
[00:16:38.800 --> 00:16:40.200]  第二章第一節
[00:16:40.200 --> 00:16:42.800]  第二章第一節
[00:16:43.400 --> 00:16:45.200]  七月二十一日
[00:16:45.200 --> 00:16:47.000]  他們六月二十四日
[00:16:47.000 --> 00:16:47.800]  差多久?
[00:16:47.800 --> 00:16:50.200]  還不夠一個月
[00:16:50.200 --> 00:16:53.400]  他們開始重新建造了
[00:16:53.400 --> 00:16:54.400]  但這個時候
[00:16:54.400 --> 00:16:56.400]  神的話又再臨到他們
[00:16:56.400 --> 00:16:59.200]  就向一位所羅巴伯的省長
[00:16:59.200 --> 00:17:01.400]  和祭司約書亞
[00:17:01.400 --> 00:17:04.400]  和儒聖的子民說
[00:17:04.400 --> 00:17:06.600]  大家讀讀第三節
[00:17:06.600 --> 00:17:09.800]  你們中間剩下的人
[00:17:10.000 --> 00:17:14.000]  有誰見過這殿宇從前的榮耀呢?
[00:17:14.000 --> 00:17:17.400]  現在你們又看他怎樣
[00:17:17.400 --> 00:17:20.800]  豈不是視如無物一樣嗎?
[00:17:20.800 --> 00:17:23.400]  他們當時建造的時候
[00:17:23.400 --> 00:17:24.400]  突然間有些
[00:17:24.400 --> 00:17:26.400]  覺得好像悲從中來
[00:17:26.400 --> 00:17:29.200]  為什麼我們所見的聖殿
[00:17:29.200 --> 00:17:33.200]  這麼不如以前的聖殿?
[00:17:33.200 --> 00:17:35.800]  特別他們中間年長的會記得
[00:17:35.800 --> 00:17:38.800]  所羅門建築的聖殿很宏偉
[00:17:40.400 --> 00:17:43.200]  很多的金銀在裏面建造
[00:17:43.200 --> 00:17:45.200]  但現在建造的聖殿
[00:17:45.200 --> 00:17:46.200]  為什麼會這樣?
[00:17:46.200 --> 00:17:47.600]  當然他們沒有
[00:17:47.600 --> 00:17:49.600]  以前的所羅門時代的
[00:17:49.600 --> 00:17:51.600]  那些很精巧的工匠
[00:17:51.600 --> 00:17:54.000]  來去挑剔很細緻
[00:17:54.000 --> 00:17:56.200]  也沒有很多的金銀
[00:17:56.200 --> 00:17:57.200]  可能也有
[00:17:57.200 --> 00:17:58.800]  但不會好像以前那樣
[00:17:58.800 --> 00:18:03.000]  內殿有些鍍金鍍銀的設備
[00:18:03.000 --> 00:18:05.200]  一看的時候發覺
[00:18:05.200 --> 00:18:06.000]  為什麼會這樣?
[00:18:06.000 --> 00:18:07.200]  甚至聖經就說
[00:18:07.200 --> 00:18:08.400]  你們是不是覺得
[00:18:08.600 --> 00:18:12.200]  現在看起來視如無物一樣呢?
[00:18:12.200 --> 00:18:15.600]  那時候這班猶太人
[00:18:15.600 --> 00:18:17.000]  他們建築建築
[00:18:17.000 --> 00:18:19.600]  不過突然間心裡覺得有點灰心
[00:18:19.600 --> 00:18:23.000]  好像覺得很難繼續
[00:18:23.000 --> 00:18:25.800]  但是在第四節
[00:18:25.800 --> 00:18:26.600]  你再看
[00:18:26.600 --> 00:18:28.200]  耶和華說
[00:18:28.200 --> 00:18:29.200]  所羅巴伯
[00:18:29.200 --> 00:18:31.000]  現在你要什麼?
[00:18:31.000 --> 00:18:32.200]  剛強
[00:18:32.200 --> 00:18:33.200]  耶和華說
[00:18:33.200 --> 00:18:34.600]  大祭司若說
[00:18:34.600 --> 00:18:36.600]  你要剛強
[00:18:36.600 --> 00:18:38.200]  這地的一切子民
[00:18:38.400 --> 00:18:41.200]  你們也要剛強
[00:18:41.200 --> 00:18:43.400]  並且要作功
[00:18:43.400 --> 00:18:46.200]  神不斷重複提醒他們
[00:18:46.200 --> 00:18:47.400]  你們要剛強
[00:18:47.400 --> 00:18:48.800]  不要放棄
[00:18:48.800 --> 00:18:51.600]  繼續放開膽量來工作
[00:18:51.600 --> 00:18:54.400]  不單單你心剛強
[00:18:54.400 --> 00:18:56.800]  還有繼續作功
[00:18:56.800 --> 00:18:58.600]  繼續作神的功
[00:18:58.600 --> 00:19:02.200]  很多的基督徒都會經歷
