
[00:00:00.000 --> 00:00:03.300]  耶穌真是很寶貴的,耶穌真是我們的避難所
[00:02:25.000 --> 00:02:28.000]  這個就是神建立教會的目的
[00:02:28.000 --> 00:02:30.000]  我為你們祈禱的時候
[00:02:30.000 --> 00:02:31.000]  要講到的時候
[00:02:31.000 --> 00:02:32.000]  有一句話
[00:02:32.000 --> 00:02:34.000]  對不起,是英文的
[00:02:34.000 --> 00:02:36.000]  不過我想大家都會明白
[00:02:36.000 --> 00:02:44.000]  就是「恩傳堂永遠never build ministry but legacy」
[00:02:44.000 --> 00:02:45.500]  我再講一次
[00:02:45.500 --> 00:02:49.000]  「never build ministry but legacy」
[00:02:49.000 --> 00:02:55.000]  中文的意思就是永遠不要用侍公的思維去發展教會
[00:02:55.000 --> 00:02:59.500]  是以承傳去建立神的家的思維
[00:02:59.500 --> 00:03:02.500]  去發展你們的家庭
[00:03:02.500 --> 00:03:05.000]  never build ministry
[00:03:05.000 --> 00:03:07.500]  百分之九十九的教會
[00:03:07.500 --> 00:03:09.500]  他都是想著build ministry
[00:03:09.500 --> 00:03:11.000]  去建立侍公
[00:03:11.000 --> 00:03:13.500]  沒有什麼侍公就建立一個侍公
[00:03:13.500 --> 00:03:17.500]  那個侍公不好就請一個更有恩賜的人
[00:03:17.500 --> 00:03:20.000]  去建立那個侍公
[00:03:20.000 --> 00:03:22.000]  甚至有很多弟兄姊妹
[00:03:22.000 --> 00:03:28.000]  去選擇教會都是以那間教會有什麼侍公而選擇的
[00:03:28.000 --> 00:03:29.000]  換句話說
[00:03:29.000 --> 00:03:31.500]  是以他們的customer service
[00:03:31.500 --> 00:03:35.000]  顧客服務好不好
[00:03:35.000 --> 00:03:37.000]  然後選擇去哪間教會
[00:03:37.000 --> 00:03:39.500]  例如那個牧師帥不帥
[00:03:39.500 --> 00:03:41.500]  港島流不流利
[00:03:41.500 --> 00:03:43.000]  行不行看
[00:03:43.000 --> 00:03:45.000]  港島會不會悶
[00:03:45.000 --> 00:03:50.000]  你知道聽悶的港島是很要命的
[00:03:50.000 --> 00:03:53.000]  不只是悶那一個小時
[00:03:53.000 --> 00:03:57.000]  通常悶的人講到特別長氣
[00:03:57.000 --> 00:03:58.000]  很悶
[00:03:58.000 --> 00:03:59.500]  你就聽 坐著
[00:03:59.500 --> 00:04:01.000]  你就忍著
[00:04:01.000 --> 00:04:05.000]  然後整個禮拜都很納悶
[00:04:05.000 --> 00:04:08.000]  你覺得那個禮拜已經失去了一個禮拜的美好
[00:04:08.000 --> 00:04:11.000]  因為你想起星期日回來讓他悶一悶
[00:04:11.000 --> 00:04:12.500]  我悶了整個禮拜
[00:04:12.500 --> 00:04:15.000]  而且講下去都是屬靈八古
[00:04:15.000 --> 00:04:17.000]  講下去都是那些
[00:04:17.000 --> 00:04:20.000]  他講一句你已經知道另一句的
[00:04:20.000 --> 00:04:24.000]  很悶
[00:04:24.000 --> 00:04:28.000]  但是你回來
[00:04:28.000 --> 00:04:32.000]  你不是選擇一個懂得動篤笑的牧師
[00:04:32.000 --> 00:04:36.000]  你動篤笑不如你去聽另一個人
[00:04:36.000 --> 00:04:38.000]  王子華
[00:04:38.000 --> 00:04:39.000]  或是另一個
[00:04:39.000 --> 00:04:41.000]  你來不是因為想笑
[00:04:41.000 --> 00:04:42.500]  你來是想什麼
[00:04:42.500 --> 00:04:44.500]  想經歷主
[00:04:44.500 --> 00:04:47.500]  想經歷那個活潑的道
[00:04:47.500 --> 00:04:49.000]  所以你坐在那裡
[00:04:49.000 --> 00:04:51.000]  有些人選擇那個堂會
[00:04:51.000 --> 00:04:53.000]  有沒有好的港島
[00:04:53.000 --> 00:04:54.500]  有沒有好的課程
[00:04:54.500 --> 00:04:55.500]  什麼課程
[00:04:55.500 --> 00:04:57.500]  年輕人的課程
[00:04:57.500 --> 00:04:59.000]  Youth Ministry
[00:04:59.000 --> 00:05:01.500]  現在多難做Youth Ministry
[00:05:01.500 --> 00:05:04.500]  如果那個教會做青年工作做得好
[00:05:04.500 --> 00:05:07.500]  我就帶我的子女去那裡
[00:05:07.500 --> 00:05:10.000]  他以為這樣他的子女就可以親近主
[00:05:10.000 --> 00:05:11.000]  錯
[00:05:11.000 --> 00:05:13.500]  一起說錯
[00:05:13.500 --> 00:05:16.000]  這個是最大的謬誤
[00:05:16.000 --> 00:05:19.500]  如果你的家庭教育
[00:05:19.500 --> 00:05:21.500]  不是一個基督教
[00:05:21.500 --> 00:05:23.500]  一個愛耶穌的教育
[00:05:23.500 --> 00:05:24.500]  在你的子女底下
[00:05:24.500 --> 00:05:27.500]  讓他看到你是怎樣活出
[00:05:27.500 --> 00:05:29.500]  耶穌門徒的樣式
[00:05:29.500 --> 00:05:31.500]  你以為那一個鐘頭
[00:05:31.500 --> 00:05:33.000]  那兩個鐘頭
[00:05:33.000 --> 00:05:35.000]  將那個小孩交給教會
[00:05:35.000 --> 00:05:37.000]  教會就會改變他
[00:05:37.000 --> 00:05:39.000]  是錯的
[00:05:39.000 --> 00:05:41.500]  猶太人的宗教承傳是怎樣
[00:05:41.500 --> 00:05:43.500]  是由家裡承傳的
[00:05:43.500 --> 00:05:46.500]  是由他們守一些節期去承傳的
[00:05:46.500 --> 00:05:48.500]  是由爸爸媽媽每逢星期五
[00:05:48.500 --> 00:05:51.500]  他們在沙巴的晚餐
[00:05:51.500 --> 00:05:53.500]  去承傳那個宗教的
[00:05:53.500 --> 00:05:54.500]  今天我們不會做這些
[00:05:54.500 --> 00:05:56.500]  我們不是猶太教
[00:05:56.500 --> 00:06:00.500]  我們以為將小孩帶回來教會給他
[00:06:00.500 --> 00:06:02.000]  拜託教會
[00:06:02.000 --> 00:06:04.500]  叫他成長成為一個愛耶穌的人
[00:06:04.500 --> 00:06:06.500]  這個觀念是來自哪裡的
[00:06:06.500 --> 00:06:10.000]  來自希臘教育的制度
[00:06:10.000 --> 00:06:13.500]  是軍事坦丁去改變了教會
[00:06:13.500 --> 00:06:15.500]  由家庭的聚集
[00:06:15.500 --> 00:06:17.500]  去到一個好像課室
[00:06:17.500 --> 00:06:18.500]  課堂
[00:06:18.500 --> 00:06:20.500]  Cathedrals的一個聚集
[00:06:20.500 --> 00:06:22.500]  所以我們將小孩帶來
[00:06:22.500 --> 00:06:23.500]  我們坐在這裡
[00:06:23.500 --> 00:06:25.500]  很安樂的去崇拜
[00:06:25.500 --> 00:06:27.500]  就將責任帶給教會
[00:06:27.500 --> 00:06:31.000]  其實這個能夠幫助小孩是很少的
[00:06:31.000 --> 00:06:32.000]  最大的事
[00:06:32.000 --> 00:06:33.500]  最多的改變小孩
[00:06:33.500 --> 00:06:36.000]  就是你和我作為父母的
[00:06:36.000 --> 00:06:38.500]  我們在我們每一天的生活裡面
[00:06:38.500 --> 00:06:40.500]  活出基督的樣式
[00:06:40.500 --> 00:06:42.500]  Amen嗎?
[00:06:42.500 --> 00:06:45.000]  好像沒有什麼Amen
[00:06:45.000 --> 00:06:46.000]  給予互動吧
[00:06:46.000 --> 00:06:48.000]  否則你會很難過
[00:06:48.000 --> 00:06:50.500]  你知道胡牧師跟我說什麼嗎?
[00:06:50.500 --> 00:06:52.000]  你可以盡量說
[00:06:52.000 --> 00:06:54.000]  不限時間
[00:06:54.000 --> 00:07:00.500]  是胡牧師這樣說的
[00:07:00.500 --> 00:07:01.500]  不關我的事
[00:07:01.500 --> 00:07:03.500]  不是我要求的
[00:07:03.500 --> 00:07:05.000]  我好日不來一次
[00:07:05.000 --> 00:07:06.500]  七年前來一次
[00:07:06.500 --> 00:07:08.500]  現在我七年再來一次
[00:07:08.500 --> 00:07:10.500]  你要我三十分鐘就收檔?
[00:07:10.500 --> 00:07:14.500]  那就看大家吧
[00:07:14.500 --> 00:07:15.500]  如果大家覺得很悶
[00:07:15.500 --> 00:07:16.000]  不好聽
[00:07:16.000 --> 00:07:17.000]  那你說來幹什麼呢?
[00:07:17.000 --> 00:07:20.000]  所以你的反應是決定了我說什麼
[00:07:20.000 --> 00:07:23.000]  如果你的反應不好
[00:07:23.000 --> 00:07:24.000]  就早點收檔吧
[00:07:24.000 --> 00:07:26.000]  反正他今天又請我吃午飯
[00:07:26.000 --> 00:07:28.000]  無論如何他都會請我吃午飯的
[00:07:28.000 --> 00:07:30.000]  我在說什麼?
[00:07:30.000 --> 00:07:31.000]  我在說
[00:07:31.000 --> 00:07:33.000]  不要有一個Customer Service的心態
[00:07:33.000 --> 00:07:35.000]  一個消費者的心態來教會
[00:07:35.000 --> 00:07:39.000]  這個不是聖經裡面說的基督教
[00:07:39.000 --> 00:07:41.500]  我們是以一個什麼?
[00:07:41.500 --> 00:07:45.000]  以一個建立承傳的心態
[00:07:45.000 --> 00:07:47.000]  就是我們要這個地方
[00:07:47.000 --> 00:07:50.000]  我們要將我們的信仰傳給我們的下一代
[00:07:50.000 --> 00:07:53.000]  我們不甘心在我們沒有了我們的下一代
[00:07:53.000 --> 00:07:55.000]  我們要兩代三代
[00:07:55.000 --> 00:07:56.500]  一起都好像我們這麼熱心
[00:07:56.500 --> 00:07:58.500]  並且比我們更熱心的愛耶穌
[00:07:58.500 --> 00:08:00.000]  Amen嗎?
[00:08:00.000 --> 00:08:02.000]  這個是每個父母的期望
[00:08:03.000 --> 00:08:05.000]  這個事情會怎麼發生呢?
[00:08:05.000 --> 00:08:06.000]  就是在這裡
[00:08:06.000 --> 00:08:07.000]  我們這幫人
[00:08:07.000 --> 00:08:10.000]  要對神有一個極大的期望
[00:08:10.000 --> 00:08:12.000]  什麼期望?
[00:08:12.000 --> 00:08:14.000]  他是一個Generation of God
[00:08:14.000 --> 00:08:17.000]  阿巴拉罕二薩亞國的神
[00:08:17.000 --> 00:08:19.000]  他是一個守約
[00:08:19.000 --> 00:08:22.000]  他會施慈愛給千代的神
[00:08:22.000 --> 00:08:26.000]  他是會看顧我們的下一代
[00:08:26.000 --> 00:08:27.000]  還有我們的下一代
[00:08:27.000 --> 00:08:29.000]  還有我們的下一代
[00:08:29.000 --> 00:08:32.000]  我們走在神的正路裡面
[00:08:32.000 --> 00:08:34.000]  我們做一個正直人
[00:08:34.000 --> 00:08:36.000]  我們做一個公義的人
[00:08:36.000 --> 00:08:38.000]  我們領受主耶穌基督
[00:08:38.000 --> 00:08:40.000]  有些事情別人可以做
[00:08:40.000 --> 00:08:41.000]  我們不可以做
[00:08:41.000 --> 00:08:42.000]  有些事情我們做
[00:08:42.000 --> 00:08:44.000]  別人不會做
[00:08:44.000 --> 00:08:47.000]  因為我是基督徒
[00:08:47.000 --> 00:08:49.000]  因為我是愛耶穌
[00:08:49.000 --> 00:08:50.000]  所以有些事情
[00:08:50.000 --> 00:08:51.000]  不用說
[00:08:51.000 --> 00:08:52.000]  我不會做
[00:08:52.000 --> 00:08:54.000]  也因為我們愛耶穌
[00:08:54.000 --> 00:08:56.000]  有些事情別人不會做
[00:08:56.000 --> 00:08:57.000]  我們會做
[00:08:57.000 --> 00:08:58.000]  什麼事情?
[00:08:58.000 --> 00:08:59.000]  奉獻
[00:08:59.000 --> 00:09:00.000]  建立神的家
[00:09:00.000 --> 00:09:02.000]  愛倫社
[00:09:02.000 --> 00:09:03.000]  宣教的工作
[00:09:03.000 --> 00:09:05.000]  傳福音
[00:09:05.000 --> 00:09:07.000]  將盼望帶給這個社會
[00:09:07.000 --> 00:09:09.000]  教會
[00:09:09.000 --> 00:09:11.000]  耶穌基督的教會
[00:09:11.000 --> 00:09:14.000]  是這個世界的盼望
[00:09:14.000 --> 00:09:16.000]  耶穌基督的教會
[00:09:16.000 --> 00:09:18.000]  是香港的盼望
[00:09:18.000 --> 00:09:19.000]  我來自香港
[00:09:19.000 --> 00:09:21.000]  我會回去香港
[00:09:21.000 --> 00:09:23.000]  我只不過來探訪
[00:09:23.000 --> 00:09:25.000]  所以我可以這樣說
[00:09:25.000 --> 00:09:28.000]  今天我來唱好香港故事
[00:09:28.000 --> 00:09:30.000]  是什麼呢?
[00:09:30.000 --> 00:09:32.000]  就是耶穌基督是香港的盼望
[00:09:32.000 --> 00:09:33.000]  你們明白嗎?
[00:09:33.000 --> 00:09:35.000]  我們一起大聲Amen
[00:09:35.000 --> 00:09:38.000]  不是盼望任何一件事
[00:09:38.000 --> 00:09:40.000]  是我們的耶穌
[00:09:40.000 --> 00:09:41.000]  剛才那首歌是什麼?
[00:09:41.000 --> 00:09:42.000]  耶穌
[00:09:42.000 --> 00:09:44.000]  耶穌是我們的避難所
[00:09:44.000 --> 00:09:47.000]  我們呼求耶穌的名
[00:09:47.000 --> 00:09:50.000]  我們躲在神的翅膀底下
[00:09:50.000 --> 00:09:53.000]  祂會保護保守我們
[00:09:53.000 --> 00:09:55.000]  你以為加拿大很好?
[00:09:55.000 --> 00:09:56.000]  其實是很好的
[00:09:59.000 --> 00:10:00.000]  很多方面都很好
[00:10:00.000 --> 00:10:01.000]  但是
[00:10:01.000 --> 00:10:03.000]  他們有一些議題
[00:10:03.000 --> 00:10:06.000]  是會破壞我們的下一代
[00:10:06.000 --> 00:10:08.000]  會摧毀我們的下一代
[00:10:08.000 --> 00:10:10.000]  大家都知道是什麼議題
[00:10:10.000 --> 00:10:11.000]  大家都知道
[00:10:11.000 --> 00:10:13.000]  這是一個很自由的社會
[00:10:13.000 --> 00:10:15.000]  我們怎樣去保存
[00:10:15.000 --> 00:10:17.000]  我們下一代的信心
[00:10:17.000 --> 00:10:19.000]  而且他們可以
[00:10:19.000 --> 00:10:21.000]  愛耶穌多過愛我們
[00:10:21.000 --> 00:10:25.000]  我們一定不是建立教會
[00:10:25.000 --> 00:10:27.000]  我們一定要有一個心態
[00:10:27.000 --> 00:10:29.000]  就是以建立「家」
[00:10:29.000 --> 00:10:31.000]  因為只有「家」legacy
[00:10:31.000 --> 00:10:33.000]  才可以成全
[00:10:33.000 --> 00:10:38.000]  吳家有一個legacy
[00:10:38.000 --> 00:10:40.000]  是他爸爸媽媽
[00:10:40.000 --> 00:10:41.000]  很矜持的
[00:10:41.000 --> 00:10:44.000]  去成全了你們的吳牧師
[00:10:44.000 --> 00:10:45.000]  不是吳牧師
[00:10:45.000 --> 00:10:47.000]  是胡牧師
[00:10:47.000 --> 00:10:49.000]  是吳牧師
[00:10:49.000 --> 00:10:54.000]  他為什麼會成為
[00:10:54.000 --> 00:10:56.000]  今天的你們的牧師呢?
[00:10:56.000 --> 00:10:59.000]  是因為他爸爸媽媽的敬虔
[00:10:59.000 --> 00:11:01.000]  去成全了你們的
[00:11:01.000 --> 00:11:05.000]  為什麼吳牧師的下一代
[00:11:05.000 --> 00:11:06.000]  愛耶穌呢?
[00:11:06.000 --> 00:11:09.000]  是因為他爸爸媽媽
[00:11:09.000 --> 00:11:11.000]  他阿波
[00:11:11.000 --> 00:11:14.000]  去成全了下一代的
[00:11:14.000 --> 00:11:16.000]  這個是legacy
[00:11:16.000 --> 00:11:19.000]  他們絕對不會建立教會
[00:11:19.000 --> 00:11:20.000]  他們不是用一個
[00:11:20.000 --> 00:11:22.000]  侍功的方式
[00:11:22.000 --> 00:11:24.000]  去管理家裡的
[00:11:24.000 --> 00:11:26.000]  雖然都很
[00:11:26.000 --> 00:11:27.000]  不要說了
[00:11:27.000 --> 00:11:29.000]  別人家裡的事
[00:11:29.000 --> 00:11:31.000]  沒有comment
[00:11:31.000 --> 00:11:32.000]  好了
[00:11:32.000 --> 00:11:34.000]  來了教會
[00:11:34.000 --> 00:11:36.000]  什麼能夠令到
[00:11:36.000 --> 00:11:39.000]  這個地方有神的同在呢?
[00:11:39.000 --> 00:11:40.000]  就是我們的心
[00:11:40.000 --> 00:11:42.000]  就說神啊
[00:11:42.000 --> 00:11:43.000]  我們要建立一個
[00:11:43.000 --> 00:11:46.000]  安息之所給你
[00:11:46.000 --> 00:11:48.000]  什麼意思?
[00:11:48.000 --> 00:11:50.000]  他來了
[00:11:50.000 --> 00:11:52.000]  不會走
[00:11:52.000 --> 00:11:54.000]  有時候神到訪
[00:11:54.000 --> 00:11:56.000]  我們就很感動
[00:11:56.000 --> 00:11:57.000]  我不知道你有沒有試過
[00:11:57.000 --> 00:11:58.000]  有時候我們的心
[00:11:58.000 --> 00:12:01.000]  被天父去觸摸
[00:12:01.000 --> 00:12:02.000]  這些是很驚艷的
[00:12:02.000 --> 00:12:04.000]  可能你都不明白我說什麼
[00:12:04.000 --> 00:12:06.000]  我這麼小的心
[00:12:06.000 --> 00:12:09.000]  他觸摸我
[00:12:09.000 --> 00:12:12.000]  我記得有一次講完道
[00:12:12.000 --> 00:12:14.000]  我坐在那裡
[00:12:14.000 --> 00:12:16.000]  那些人出來回應
[00:12:16.000 --> 00:12:18.000]  我在那裡大哭
[00:12:18.000 --> 00:12:19.000]  你記得嗎?
[00:12:19.000 --> 00:12:21.000]  我也不知道為什麼我會哭
[00:12:21.000 --> 00:12:22.000]  為什麼我會哭?
[00:12:22.000 --> 00:12:24.000]  為什麼哭成這樣?
[00:12:24.000 --> 00:12:27.000]  是哭到出聲的哭
[00:12:27.000 --> 00:12:30.000]  哭到全場都知道你是哭
[00:12:30.000 --> 00:12:31.000]  那你很想停?
[00:12:31.000 --> 00:12:33.000]  當然停
[00:12:33.000 --> 00:12:35.000]  你知道我們浸信會
[00:12:35.000 --> 00:12:37.000]  不輕易在崇拜裡面
[00:12:37.000 --> 00:12:39.000]  表達感情
[00:12:39.000 --> 00:12:40.000]  我不知道你有沒有教
[00:12:40.000 --> 00:12:41.000]  以前我做浸信會牧師
[00:12:41.000 --> 00:12:42.000]  我就說
[00:12:42.000 --> 00:12:43.000]  你要哭在家裡
[00:12:43.000 --> 00:12:44.000]  哭完再回來哭
[00:12:44.000 --> 00:12:45.000]  你要笑在家裡
[00:12:45.000 --> 00:12:46.000]  笑完再回來笑
[00:12:46.000 --> 00:12:47.000]  在這裡
[00:12:47.000 --> 00:12:49.000]  你不可以大哭大笑
[00:12:49.000 --> 00:12:50.000]  連舉手都不行
[00:12:50.000 --> 00:12:51.000]  可不可以舉手
[00:12:51.000 --> 00:12:52.000]  你們在敬拜的時候
[00:12:52.000 --> 00:12:53.000]  可以嗎?
[00:12:53.000 --> 00:12:54.000]  打架?
[00:12:54.000 --> 00:12:56.000]  他說可以
[00:12:56.000 --> 00:12:57.000]  有自由的
[00:12:57.000 --> 00:12:58.000]  哇!
[00:12:58.000 --> 00:13:00.000]  我不知道為什麼在大哭
[00:13:00.000 --> 00:13:01.000]  為什麼呢?
[00:13:01.000 --> 00:13:02.000]  後來我就知道了
[00:13:02.000 --> 00:13:05.000]  原來我的分享是觸動了
[00:13:05.000 --> 00:13:06.000]  天父的心
[00:13:06.000 --> 00:13:09.000]  而天父也觸動了我的身
[00:13:09.000 --> 00:13:11.000]  我就在大哭大哭
[00:13:11.000 --> 00:13:13.000]  停不了的大哭
[00:13:13.000 --> 00:13:15.000]  神來一來
[00:13:15.000 --> 00:13:16.000]  我們就覺得
[00:13:16.000 --> 00:13:17.000]  哇!神啊
[00:13:17.000 --> 00:13:19.000]  這個經歷真是很棒
[00:13:19.000 --> 00:13:21.000]  哇!這次的崇拜真是很棒
[00:13:21.000 --> 00:13:24.000]  哇!這次的敬拜真是很棒
[00:13:24.000 --> 00:13:25.000]  哇!這次的聚會
[00:13:25.000 --> 00:13:27.000]  我們在一起真是很棒
[00:13:27.000 --> 00:13:29.000]  What if
[00:13:29.000 --> 00:13:31.000]  神來了他不走
[00:13:31.000 --> 00:13:33.000]  每一次你們一起來
[00:13:33.000 --> 00:13:34.000]  神也在
[00:13:34.000 --> 00:13:36.000]  當然現在神也在
[00:13:36.000 --> 00:13:37.000]  不過我說的就是
[00:13:37.000 --> 00:13:39.000]  那個神很 tangible
[00:13:39.000 --> 00:13:41.000]  很實在的
[00:13:41.000 --> 00:13:43.000]  讓我們去經歷到他
[00:13:43.000 --> 00:13:46.000]  建立一個安息之所
[00:13:46.000 --> 00:13:48.000]  就是在這裡
[00:13:48.000 --> 00:13:51.000]  只有上帝是作主的
[00:13:51.000 --> 00:13:53.000]  只有聖靈是啟導
[00:13:53.000 --> 00:13:55.000]  只有神的話語
[00:13:55.000 --> 00:13:58.000]  能夠可以進入我們的心裡面
[00:13:58.000 --> 00:14:00.000]  我們的思維在這一刻
[00:14:00.000 --> 00:14:01.000]  完全給神
[00:14:01.000 --> 00:14:03.000]  不會去遊蕩
[00:14:03.000 --> 00:14:04.000]  去了今天吃午餐
[00:14:04.000 --> 00:14:06.000]  吃什麼午餐
[00:14:06.000 --> 00:14:09.000]  遊蕩去到宇宙的邊緣
[00:14:09.000 --> 00:14:11.000]  聽一句講到講到
[00:14:11.000 --> 00:14:12.000]  我都掉了
[00:14:12.000 --> 00:14:13.000]  不知道在講什麼
[00:14:13.000 --> 00:14:16.000]  然後就拿個電話出來看一下
[00:14:16.000 --> 00:14:18.000]  Facebook Instagram
[00:14:18.000 --> 00:14:19.000]  所有的東西
[00:14:19.000 --> 00:14:21.000]  遊蕩去了
[00:14:21.000 --> 00:14:22.000]  不是
[00:14:22.000 --> 00:14:23.000]  我們在這裡
[00:14:23.000 --> 00:14:25.000]  對神有一個期待
[00:14:25.000 --> 00:14:26.000]  一個期望
[00:14:26.000 --> 00:14:28.000]  會有神蹟奇事發生
[00:14:28.000 --> 00:14:30.000]  會有醫治發生
[00:14:30.000 --> 00:14:31.000]  這個地方
[00:14:31.000 --> 00:14:32.000]  會成為一個
[00:14:32.000 --> 00:14:35.000]  沒有疾病的地方
[00:14:35.000 --> 00:14:36.000]  夠不夠了
[00:14:36.000 --> 00:14:37.000]  這樣期待神呢
[00:14:37.000 --> 00:14:39.000]  每一個進來的都得著醫治
[00:14:39.000 --> 00:14:40.000]  我告訴你
[00:14:40.000 --> 00:14:41.000]  如果是這樣
[00:14:41.000 --> 00:14:42.000]  如果是這樣
[00:14:42.000 --> 00:14:44.000]  這個地方
[00:14:44.000 --> 00:14:45.000]  一天就爆棚了
[00:14:45.000 --> 00:14:47.000]  因為有很多人病了
[00:14:47.000 --> 00:14:48.000]  這個是成為一個
[00:14:48.000 --> 00:14:50.000]  心靈醫治的殿堂
[00:14:50.000 --> 00:14:52.000]  一進來就被神的喜樂
[00:14:52.000 --> 00:14:54.000]  充滿了心
[00:14:54.000 --> 00:14:56.000]  這就是神的同在
[00:14:56.000 --> 00:14:58.000]  祂會按我們的需要
[00:14:58.000 --> 00:15:00.000]  去觸摸我們
[00:15:00.000 --> 00:15:02.000]  去醫治我們
[00:15:02.000 --> 00:15:04.000]  去滿足我們
[00:15:04.000 --> 00:15:06.000]  不是侍公可以滿足得到
[00:15:06.000 --> 00:15:08.000]  那是神自己可以滿足得到
[00:15:08.000 --> 00:15:11.000]  所以以卓亞書六十六章一節那裡說
[00:15:11.000 --> 00:15:13.000]  天是我的座位
[00:15:13.000 --> 00:15:14.000]  地是我的腳凳
[00:15:14.000 --> 00:15:18.000]  你們為何要為我做何等的殿宇呢
[00:15:18.000 --> 00:15:21.000]  哪裡是我的安息的地方呢
[00:15:21.000 --> 00:15:22.000]  吳牧師跟我分享
[00:15:22.000 --> 00:15:25.000]  很快教會要開始第二輪的
[00:15:25.000 --> 00:15:27.000]  教會要建殿
[00:15:27.000 --> 00:15:30.000]  要建堂的一個侍公
[00:15:30.000 --> 00:15:31.000]  其實講開又講
[00:15:31.000 --> 00:15:33.000]  我也有份幫忙的
[00:15:33.000 --> 00:15:35.000]  2018年
[00:15:35.000 --> 00:15:38.000]  他回來香港挖錢
[00:15:38.000 --> 00:15:39.000]  我都不知道
[00:15:39.000 --> 00:15:42.000]  你在加拿大挖我們香港的錢
[00:15:42.000 --> 00:15:43.000]  有沒有搞錯
