
[00:00:00.000 --> 00:00:03.000]  各位第一線姐妹朋友們早安
[00:02:07.000 --> 00:02:10.000]  但是猶太人過年又是怎麼過呢
[00:02:10.000 --> 00:02:14.000]  猶太人過年是向神悔改
[00:02:14.000 --> 00:02:17.000]  猶太人過年譬如說Rosh Hashanah
[00:02:17.000 --> 00:02:19.000]  猶太人的新年
[00:02:19.000 --> 00:02:22.000]  他們第十天叫做Yom Kippur
[00:02:22.000 --> 00:02:24.000]  就是贖罪日
[00:02:24.000 --> 00:02:26.000]  所以猶太人的過年
[00:02:26.000 --> 00:02:31.000]  他們要來向神來認罪悔改的
[00:02:31.000 --> 00:02:34.000]  基督徒過年又有什麼不一樣呢
[00:02:34.000 --> 00:02:35.000]  我們過這個年
[00:02:35.000 --> 00:02:38.000]  我們感恩,我們喜悅
[00:02:38.000 --> 00:02:41.000]  我們並且為來的新的一年
[00:02:41.000 --> 00:02:44.000]  我們祈求神賜福給我們
[00:02:44.000 --> 00:02:50.000]  所以我們要做一個懂得主算神恩典的人
[00:02:50.000 --> 00:02:52.000]  在新的一年當中
[00:02:52.000 --> 00:02:57.000]  視主更真,愛主更深
[00:02:57.000 --> 00:02:59.000]  感謝神,讚美神
[00:02:59.000 --> 00:03:01.000]  讓我們低頭禱告
[00:03:01.000 --> 00:03:04.000]  阿爸父,我們感謝你,我們讚美你
[00:03:04.000 --> 00:03:09.000]  是的,你是那又真又活的神
[00:03:09.000 --> 00:03:15.000]  你應許我們要得到那地,那牛奶隱密之地
[00:03:15.000 --> 00:03:18.000]  求你來做那奇妙的工作
[00:03:18.000 --> 00:03:22.000]  因為神啊,你眷顧我們的牆角
[00:03:22.000 --> 00:03:25.000]  你照顧我們每一家每一人
[00:03:25.000 --> 00:03:30.000]  你照顧,把我們看作是你眼中的同仁
[00:03:30.000 --> 00:03:32.000]  感謝神,讚美神
[00:03:32.000 --> 00:03:35.000]  願你得到那應得當得佩人的榮耀
[00:03:35.000 --> 00:03:39.000]  願你的聖靈的恩道來高抹孩子的口
[00:03:39.000 --> 00:03:42.000]  還有每一位弟兄姐妹的耳朵
[00:03:42.000 --> 00:03:46.000]  讓我們講的聽的都同德早就
[00:03:46.000 --> 00:03:50.000]  這樣禱告是奉主耶穌基督的名
[00:03:50.000 --> 00:03:51.000]  阿們
[00:03:51.000 --> 00:03:56.000]  那麼新的一年從歲數到年終
[00:03:56.000 --> 00:03:59.000]  又是怎麼算的呢?
[00:03:59.000 --> 00:04:02.000]  我們中國人蠻聰明的
[00:04:02.000 --> 00:04:04.000]  有兩個年,不是嗎?
[00:04:04.000 --> 00:04:06.000]  一個是陽曆新年
[00:04:06.000 --> 00:04:09.000]  一個是農曆的春節
[00:04:09.000 --> 00:04:10.000]  當然了
[00:04:10.000 --> 00:04:13.000]  新年按照陽曆來算
[00:04:13.000 --> 00:04:15.000]  就是每年的元旦
[00:04:15.000 --> 00:04:17.000]  就是1月1號
[00:04:17.000 --> 00:04:19.000]  這是新的一天的開始
[00:04:19.000 --> 00:04:21.000]  就是歲數
[00:04:21.000 --> 00:04:23.000]  年終就是12月31號
[00:04:23.000 --> 00:04:25.000]  就是那最後一天
[00:04:25.000 --> 00:04:26.000]  蠻簡單的
[00:04:26.000 --> 00:04:28.000]  直接了當
[00:04:28.000 --> 00:04:32.000]  我們中國人還有一個叫做農曆
[00:04:32.000 --> 00:04:36.000]  就是英曆的大年初一
[00:04:36.000 --> 00:04:39.000]  或者我們叫說這叫做春節
[00:04:39.000 --> 00:04:43.000]  那麼年終是指英曆的最後一天
[00:04:43.000 --> 00:04:45.000]  那麼
[00:04:45.000 --> 00:04:48.000]  今年我們的年終
[00:04:48.000 --> 00:04:51.000]  正好是1月27號
[00:04:51.000 --> 00:04:54.000]  那麼我們今年的農曆年春節
[00:04:54.000 --> 00:04:56.000]  從1月28號開始
[00:04:56.000 --> 00:04:57.000]  那是禮拜六
[00:04:57.000 --> 00:05:00.000]  感謝神讚美神
[00:05:00.000 --> 00:05:03.000]  而猶太人更聰明
[00:05:03.000 --> 00:05:05.000]  猶太人有三個新年
[00:05:05.000 --> 00:05:07.000]  你真的不會想到
[00:05:07.000 --> 00:05:08.000]  第一個
[00:05:08.000 --> 00:05:10.000]  還是我們講的是陽曆新年
[00:05:10.000 --> 00:05:12.000]  1月1號
[00:05:12.000 --> 00:05:13.000]  第二個
[00:05:13.000 --> 00:05:15.000]  是傳統的
[00:05:15.000 --> 00:05:18.000]  叫做正月初一
[00:05:18.000 --> 00:05:19.000]  怎麼講呢?
[00:05:19.000 --> 00:05:20.000]  在聖經裡面
[00:05:20.000 --> 00:05:23.000]  正月初一這一個詞
[00:05:23.000 --> 00:05:25.000]  出現過八次
[00:05:25.000 --> 00:05:28.000]  在創世紀八章十三節
[00:05:28.000 --> 00:05:32.000]  他說到挪亞601歲
[00:05:32.000 --> 00:05:34.000]  正月初一日
[00:05:34.000 --> 00:05:37.000]  地上的水都乾了
[00:05:37.000 --> 00:05:41.000]  這就是挪亞跟他的孩子
[00:05:41.000 --> 00:05:44.000]  跟這些船上的深處
[00:05:44.000 --> 00:05:45.000]  方舟裡面的深處
[00:05:45.000 --> 00:05:49.000]  就開始陸陸續續的下船了
[00:05:49.000 --> 00:05:50.000]  地是乾的
[00:05:50.000 --> 00:05:52.000]  而在此之前
[00:05:52.000 --> 00:05:54.000]  沒有所謂的試劑
[00:05:54.000 --> 00:05:57.000]  沒有所謂的嫁妝或農作
[00:05:57.000 --> 00:05:58.000]  但是就開始
[00:05:58.000 --> 00:06:00.000]  他們就開始耕作了
[00:06:00.000 --> 00:06:03.000]  因為這是一年的開始
[00:06:03.000 --> 00:06:05.000]  所以這叫做Roshana
[00:06:05.000 --> 00:06:07.000]  大概是我們陽曆的
[00:06:07.000 --> 00:06:10.000]  九月十月之間
[00:06:10.000 --> 00:06:11.000]  我們記得嗎?
[00:06:11.000 --> 00:06:13.000]  我們九月才剛剛
[00:06:13.000 --> 00:06:14.000]  慶祝過Roshana
[00:06:14.000 --> 00:06:19.000]  我們吃這個螺旋狀的麵包
[00:06:19.000 --> 00:06:20.000]  上面還有芝麻
[00:06:20.000 --> 00:06:24.000]  我們還有吃蘋果沾蜂蜜
[00:06:24.000 --> 00:06:26.000]  我們還有帶這個Keppa
[00:06:26.000 --> 00:06:28.000]  還有帶這個Tulip
[00:06:28.000 --> 00:06:31.000]  就是把金紋繡在衣領上面
[00:06:31.000 --> 00:06:33.000]  我們還有學猶太人
[00:06:33.000 --> 00:06:34.000]  唱猶太的歌
[00:06:34.000 --> 00:06:35.000]  還有
[00:06:35.000 --> 00:06:39.000]  練猶太話的
[00:06:39.000 --> 00:06:41.000]  祝福的話
[00:06:41.000 --> 00:06:43.000]  這是Roshana
[00:06:43.000 --> 00:06:44.000]  跟著是十天
[00:06:44.000 --> 00:06:46.000]  第十天就是贖罪日
[00:06:46.000 --> 00:06:48.000]  Yom Kippur
[00:06:48.000 --> 00:06:50.000]  但是猶太人還有一個年
[00:06:50.000 --> 00:06:51.000]  一個新年
[00:06:51.000 --> 00:06:54.000]  這是上帝給他們定的
[00:06:54.000 --> 00:06:56.000]  在出埃及記的時候
[00:06:56.000 --> 00:07:00.000]  當摩西帶著百姓
[00:07:00.000 --> 00:07:02.000]  準備要離開埃及
[00:07:02.000 --> 00:07:04.000]  要下迦南的時候
[00:07:04.000 --> 00:07:05.000]  進入曠野的時候
[00:07:05.000 --> 00:07:08.000]  在十二章一到二節
[00:07:08.000 --> 00:07:09.000]  他說
[00:07:09.000 --> 00:07:12.000]  耶和華在埃及地小於摩西
[00:07:12.000 --> 00:07:13.000]  亞倫說
[00:07:13.000 --> 00:07:16.000]  你們要以本月為正月
[00:07:16.000 --> 00:07:18.000]  為一年之首
[00:07:18.000 --> 00:07:22.000]  所以又一個新的一年的開始
[00:07:22.000 --> 00:07:25.000]  這是在我們三四月之間
[00:07:25.000 --> 00:07:27.000]  這個叫做一月節
[00:07:27.000 --> 00:07:28.000]  Passover
[00:07:28.000 --> 00:07:30.000]  或者這叫做除孝節
[00:07:30.000 --> 00:07:34.000]  The Festival of Unlevelled Bread
[00:07:34.000 --> 00:07:37.000]  就是這整個差不多有八天
[00:07:37.000 --> 00:07:40.000]  那麼猶太人也要慶祝
[00:07:40.000 --> 00:07:42.000]  這是三四月之間
[00:07:42.000 --> 00:07:44.000]  猶太人的一月節
[00:07:44.000 --> 00:07:47.000]  最像我們中國人的春節
[00:07:47.000 --> 00:07:49.000]  我們中國人的春節
[00:07:49.000 --> 00:07:52.000]  大概也是一個禮拜八天十天
[00:07:52.000 --> 00:07:55.000]  那麼我們是在一二二三月之間
[00:07:55.000 --> 00:07:58.000]  他們是在三四月之間
[00:07:58.000 --> 00:08:01.000]  那麼他們要把羊血塗在門楣上
[00:08:01.000 --> 00:08:05.000]  我們要把春聯貼在門楣上
[00:08:05.000 --> 00:08:07.000]  他們要吃苦艾菜
[00:08:07.000 --> 00:08:08.000]  他們要吃羊肉
[00:08:08.000 --> 00:08:10.000]  他們要穿新衣
[00:08:10.000 --> 00:08:11.000]  戴新帽
[00:08:11.000 --> 00:08:13.000]  他們要準備出發
[00:08:13.000 --> 00:08:14.000]  我們也要怎麼樣
[00:08:14.000 --> 00:08:16.000]  放鞭炮除年
[00:08:16.000 --> 00:08:17.000]  除舊年
[00:08:17.000 --> 00:08:18.000]  除舊復新
[00:08:18.000 --> 00:08:20.000]  我們要把家裡面整理乾淨
[00:08:20.000 --> 00:08:22.000]  穿上漂亮的衣服等
[00:08:22.000 --> 00:08:25.000]  所以非常的類似
[00:08:25.000 --> 00:08:26.000]  但是不管怎麼樣
[00:08:26.000 --> 00:08:30.000]  今年我們步入新的一年
[00:08:30.000 --> 00:08:33.000]  今天我們是楊麗的第一年
[00:08:33.000 --> 00:08:37.000]  還沒有到這個金雞抱小的那一天
[00:08:37.000 --> 00:08:39.000]  那是一月二十八號
[00:08:39.000 --> 00:08:44.000]  是新年隆利的春節的開始
[00:08:44.000 --> 00:08:48.000]  英文有一首歌叫做
[00:08:48.000 --> 00:08:52.000]  新年來臨
[00:08:52.000 --> 00:08:57.000]  它是海文閣在1874年初的時候
[00:08:57.000 --> 00:08:59.000]  他寫了一個豁年片
[00:08:59.000 --> 00:09:01.000]  給他的親戚朋友們
[00:09:01.000 --> 00:09:04.000]  那麼他就在上面寫了
[00:09:04.000 --> 00:09:07.000]  豁辭還有禱告
[00:09:07.000 --> 00:09:09.000]  所以就是這個禱告
[00:09:09.000 --> 00:09:12.000]  就由威斯理家族
[00:09:12.000 --> 00:09:14.000]  叫做Samuel Wilson
[00:09:14.000 --> 00:09:16.000]  他就把這個禱告詞
[00:09:16.000 --> 00:09:18.000]  就編成了這首歌
[00:09:18.000 --> 00:09:20.000]  叫做新年來臨
[00:09:20.000 --> 00:09:22.000]  A new dawning
[00:09:22.000 --> 00:09:23.000]  好的
[00:09:23.000 --> 00:09:24.000]  他第一節他講說
[00:09:24.000 --> 00:09:26.000]  懇求新年
[00:09:26.000 --> 00:09:29.000]  每日與主同行
[00:09:29.000 --> 00:09:32.000]  生活中充滿讚美聲
[00:09:32.000 --> 00:09:33.000]  哈雷路亞
[00:09:33.000 --> 00:09:36.000]  我希望是做我們每一個人
[00:09:36.000 --> 00:09:39.000]  新年新的願望
[00:09:39.000 --> 00:09:40.000]  新的一年
[00:09:40.000 --> 00:09:41.000]  我們不知道
[00:09:41.000 --> 00:09:43.000]  去年我們可能不很好
[00:09:43.000 --> 00:09:44.000]  身體有病痛
[00:09:44.000 --> 00:09:46.000]  工作沒有了
[00:09:46.000 --> 00:09:49.000]  家裡面有許許多多的糾紛
[00:09:49.000 --> 00:09:51.000]  或者是朋友之間
[00:09:51.000 --> 00:09:52.000]  或者是跟教會
[00:09:52.000 --> 00:09:55.000]  或者是什麼什麼什麼
[00:09:55.000 --> 00:09:56.000]  都覺得不順利
[00:09:56.000 --> 00:09:58.000]  但是新的一年
[00:09:58.000 --> 00:10:00.000]  懇求新年
[00:10:00.000 --> 00:10:02.000]  每日與神同行
[00:10:02.000 --> 00:10:05.000]  生活中充滿讚美聲
[00:10:05.000 --> 00:10:07.000]  就好像保羅講的
[00:10:07.000 --> 00:10:09.000]  常常喜樂不足的禱告
[00:10:09.000 --> 00:10:10.000]  凡事謝恩
[00:10:10.000 --> 00:10:12.000]  在我們的生命中
[00:10:12.000 --> 00:10:13.000]  為好的事情謝恩
[00:10:13.000 --> 00:10:15.000]  為不好的事情我們也謝恩
[00:10:15.000 --> 00:10:17.000]  為好的事情我們高興
[00:10:17.000 --> 00:10:19.000]  為不好的事情我們也高興
[00:10:19.000 --> 00:10:22.000]  因為這是神為我們
[00:10:22.000 --> 00:10:26.000]  設在耶穌基督裡的旨意
[00:10:26.000 --> 00:10:28.000]  神就是要我們如此
[00:10:28.000 --> 00:10:29.000]  所以他要我們
[00:10:29.000 --> 00:10:32.000]  天天與主同行
[00:10:32.000 --> 00:10:34.000]  教會為了要配合這些
[00:10:34.000 --> 00:10:36.000]  所以教會
[00:10:36.000 --> 00:10:39.000]  今年我們設計了一系列的
[00:10:39.000 --> 00:10:41.000]  每天要與主同行
[00:10:41.000 --> 00:10:44.000]  天天與主同行
[00:10:44.000 --> 00:10:46.000]  我們會有愛修葡萄園的
[00:10:46.000 --> 00:10:48.000]  主題茶經全年靈修
[00:10:48.000 --> 00:10:50.000]  如果你上教會的網站
[00:10:50.000 --> 00:10:51.000]  就在那
[00:10:51.000 --> 00:10:55.000]  就在首頁有一個靈修導到你點
[00:10:55.000 --> 00:10:56.000]  他就進去了
[00:10:56.000 --> 00:10:59.000]  還有我們台北靈陽堂的
[00:10:59.000 --> 00:11:01.000]  每日靈修
[00:11:01.000 --> 00:11:03.000]  如果你還不飽的話
[00:11:03.000 --> 00:11:05.000]  你還可以進到裡面去看
[00:11:05.000 --> 00:11:07.000]  考門夫人的荒漠甘泉
[00:11:07.000 --> 00:11:08.000]  也在那邊
[00:11:08.000 --> 00:11:10.000]  還有甚至於
[00:11:10.000 --> 00:11:12.000]  靈命日涼的每日天涼
[00:11:12.000 --> 00:11:13.000]  他有國語的
[00:11:13.000 --> 00:11:15.000]  有廣東話的
[00:11:15.000 --> 00:11:16.000]  還有英文的叫做
[00:11:16.000 --> 00:11:18.000]  Our Daily Bread
[00:11:18.000 --> 00:11:20.000]  就豐豐富富
[00:11:20.000 --> 00:11:22.000]  完完全全的在那裡
[00:11:22.000 --> 00:11:24.000]  你一年真的是可以
[00:11:24.000 --> 00:11:26.000]  每天與主同行
[00:11:26.000 --> 00:11:28.000]  天天有主在
[00:11:28.000 --> 00:11:30.000]  與我們同在
[00:11:30.000 --> 00:11:31.000]  哈雷洛亞
[00:11:31.000 --> 00:11:34.000]  今天是一個很特殊的一年
[00:11:34.000 --> 00:11:38.000]  所有的預言先知
[00:11:38.000 --> 00:11:41.000]  都講說今年會有大事情會發生
[00:11:41.000 --> 00:11:43.000]  今年是一年
[00:11:43.000 --> 00:11:44.000]  是有五個禮
[00:11:44.000 --> 00:11:46.000]  第五個禮拜天的
[00:11:46.000 --> 00:11:47.000]  哈雷洛亞
[00:11:47.000 --> 00:11:48.000]  很久才會碰到一次
[00:11:48.000 --> 00:11:50.000]  五個第五個禮拜天的
[00:11:50.000 --> 00:11:51.000]  所以今年當心了
[00:11:51.000 --> 00:11:52.000]  2017
[00:11:52.000 --> 00:11:53.000]  五
[00:11:53.000 --> 00:11:54.000]  七
[00:11:54.000 --> 00:11:56.000]  七像把鐮刀
[00:11:56.000 --> 00:11:58.000]  是神收割的日子
[00:11:58.000 --> 00:11:59.000]  七也像把鐮刀
[00:11:59.000 --> 00:12:01.000]  是征戰的工具
[00:12:01.000 --> 00:12:03.000]  所以讓我們再一次
[00:12:03.000 --> 00:12:05.000]  來緊緊的抓住神
[00:12:05.000 --> 00:12:08.000]  天天與主同行
[00:12:08.000 --> 00:12:09.000]  哈雷洛亞
[00:12:09.000 --> 00:12:10.000]  是的
[00:12:10.000 --> 00:12:12.000]  永遠不要忘記祂的恩典
[00:12:12.000 --> 00:12:15.000]  而且時時有主同在
[00:12:15.000 --> 00:12:16.000]  哈雷洛亞
[00:12:16.000 --> 00:12:18.000]  我們怎麼做到這個呢
[00:12:18.000 --> 00:12:20.000]  我們主日學
[00:12:20.000 --> 00:12:21.000]  有智慧書
[00:12:21.000 --> 00:12:22.000]  今年我們要教
[00:12:22.000 --> 00:12:24.000]  七媽媽要教智慧書
[00:12:24.000 --> 00:12:26.000]  她說她先要教真言
[00:12:26.000 --> 00:12:27.000]  你學真言
[00:12:27.000 --> 00:12:29.000]  是學教你怎麼做人
[00:12:29.000 --> 00:12:30.000]  你學詩篇
[00:12:30.000 --> 00:12:32.000]  是教你怎麼禱告
[00:12:32.000 --> 00:12:33.000]  你學傳道書
[00:12:33.000 --> 00:12:34.000]  你學雅歌
[00:12:34.000 --> 00:12:36.000]  是教你怎麼樣彈琴說愛
[00:12:36.000 --> 00:12:37.000]  等等
[00:12:37.000 --> 00:12:40.000]  但是今年我們的主日學
[00:12:40.000 --> 00:12:42.000]  我們要來學習真言
[00:12:42.000 --> 00:12:44.000]  就讓我們再一次來學習
[00:12:44.000 --> 00:12:45.000]  這個索羅門王
[00:12:45.000 --> 00:12:47.000]  這麼有聰明智慧的人
[00:12:47.000 --> 00:12:48.000]  他怎麼教我們
[00:12:48.000 --> 00:12:51.000]  在世上怎麼過我們的日子
[00:12:51.000 --> 00:12:52.000]  等
[00:12:52.000 --> 00:12:56.000]  另外我們還有保羅書信
[00:12:56.000 --> 00:12:58.000]  是要教格林多前後書
[00:12:58.000 --> 00:13:01.000]  我們也要主日學來學習
[00:13:01.000 --> 00:13:03.000]  就是每個禮拜天
[00:13:03.000 --> 00:13:05.000]  大概偶爾會放一次假
[00:13:05.000 --> 00:13:08.000]  所以讓我們時時有主同在
[00:13:08.000 --> 00:13:09.000]  您知道嗎
[00:13:09.000 --> 00:13:12.000]  有主同行跟有主同在
[00:13:12.000 --> 00:13:13.000]  不太一樣
[00:13:13.000 --> 00:13:16.000]  因為有的時候有主同行
[00:13:16.000 --> 00:13:19.000]  你卻是毫無知覺
[00:13:19.000 --> 00:13:22.000]  卻仍然是腿傷敗壞
[00:13:22.000 --> 00:13:24.000]  比如說主耶穌基督被釘死
[00:13:24.000 --> 00:13:26.000]  在十字架上復活
[00:13:26.000 --> 00:13:29.000]  然後向門徒顯現的四十天
[00:13:29.000 --> 00:13:31.000]  然後有兩個門徒
[00:13:31.000 --> 00:13:33.000]  他們離開耶路撒冷
[00:13:33.000 --> 00:13:35.000]  往姨媽五師的路上去
[00:13:35.000 --> 00:13:37.000]  主耶穌與他們同行
[00:13:37.000 --> 00:13:38.000]  聖經上面說
[00:13:38.000 --> 00:13:41.000]  他們兩個人面帶愁容
[00:13:41.000 --> 00:13:42.000]  卻沒有發現
[00:13:42.000 --> 00:13:45.000]  耶穌與他們同行
[00:13:45.000 --> 00:13:46.000]  是的
[00:13:46.000 --> 00:13:47.000]  所以與主同行
[00:13:47.000 --> 00:13:49.000]  is different wisdom
[00:13:49.000 --> 00:13:51.000]  in the presence of the Lord
[00:13:51.000 --> 00:13:53.000]  而是與主同在
[00:13:53.000 --> 00:13:54.000]  卻又是不一樣的
[00:13:54.000 --> 00:13:58.000]  所以讓我們不但是每天有靈修
[00:13:58.000 --> 00:14:01.000]  我們還有要參加主日學
[00:14:01.000 --> 00:14:04.000]  要再一次把我們的靈命提高起來
[00:14:04.000 --> 00:14:06.000]  因為今年我們教會的意向是
[00:14:06.000 --> 00:14:07.000]  新的意向
[00:14:07.000 --> 00:14:08.000]  新的方向
[00:14:08.000 --> 00:14:10.000]  今天我們教會的意向是
[00:14:10.000 --> 00:14:13.000]  要來體驗在主裡面的成長
[00:14:13.000 --> 00:14:17.000]  encounter the growth in Christ
[00:14:17.000 --> 00:14:19.000]  讓我們來親身經歷到
[00:14:19.000 --> 00:14:22.000]  在主裡面是怎麼成長的
[00:14:22.000 --> 00:14:24.000]  哈雷勒贊美聖
[00:14:24.000 --> 00:14:29.000]  您知道嗎 我們用吃飯來做比喻
[00:14:29.000 --> 00:14:32.000]  我們用呼吸來做比喻
[00:14:32.000 --> 00:14:34.000]  我們用喝水來做比喻
[00:14:34.000 --> 00:14:36.000]  我們用睡覺來做比喻
[00:14:36.000 --> 00:14:40.000]  您知道有人說禱告就像呼吸
[00:14:40.000 --> 00:14:43.000]  如果說三分鐘吧
[00:14:43.000 --> 00:14:44.000]  不禱告
[00:14:44.000 --> 00:14:45.000]  不呼吸的話
[00:14:45.000 --> 00:14:48.000]  大概命就沒了
[00:14:48.000 --> 00:14:49.000]  不是嗎
[00:14:49.000 --> 00:14:50.000]  那麼我們讀經
[00:14:50.000 --> 00:14:53.000]  有人說像是喝水一樣
[00:14:53.000 --> 00:14:55.000]  我們可以多久不喝水啊
[00:14:55.000 --> 00:14:56.000]  一個禮拜嘛
[00:14:56.000 --> 00:14:57.000]  經上面說
[00:14:57.000 --> 00:14:58.000]  我如果一天不讀經
[00:14:58.000 --> 00:14:59.000]  一天不禱告
[00:14:59.000 --> 00:15:00.000]  我就怎麼樣
[00:15:00.000 --> 00:15:02.000]  面目猙獰啊
[00:15:02.000 --> 00:15:03.000]  ugly
[00:15:03.000 --> 00:15:05.000]  看起來就ugly
[00:15:05.000 --> 00:15:07.000]  所以這都是要教我們
[00:15:07.000 --> 00:15:11.000]  生命能夠長出滿有基督長成的樣式
[00:15:11.000 --> 00:15:12.000]  他的聲量
[00:15:12.000 --> 00:15:13.000]  他的智慧
[00:15:13.000 --> 00:15:16.000]  神與人喜悅他的心
[00:15:16.000 --> 00:15:18.000]  都一起增長
[00:15:18.000 --> 00:15:19.000]  什麼叫他的聲量
[00:15:19.000 --> 00:15:21.000]  有時候叫他的知識
[00:15:21.000 --> 00:15:25.000]  他的KQ Knowledge Quotient
[00:15:25.000 --> 00:15:26.000]  什麼叫他的智慧
[00:15:26.000 --> 00:15:29.000]  就是他的IQ Intellectual Quotient
[00:15:29.000 --> 00:15:31.000]  什麼叫神喜愛他
[00:15:31.000 --> 00:15:32.000]  就是GQ
[00:15:32.000 --> 00:15:33.000]  什麼叫人喜愛他
[00:15:33.000 --> 00:15:35.000]  就是他的EQ
[00:15:35.000 --> 00:15:38.000]  所以耶穌基督他的IQ
[00:15:38.000 --> 00:15:39.000]  KQ
[00:15:39.000 --> 00:15:40.000]  EQ
[00:15:40.000 --> 00:15:41.000]  GQ
[00:15:41.000 --> 00:15:42.000]  都非常的高
[00:15:42.000 --> 00:15:45.000]  這是他長成的聲量
[00:15:45.000 --> 00:15:46.000]  所以我們要學習
[00:15:46.000 --> 00:15:48.000]  我們從哪裡學習
[00:15:48.000 --> 00:15:51.000]  每天以主同信 每日以主同讚
[00:15:51.000 --> 00:15:54.000]  而且禱告讚美不斷
[00:15:54.000 --> 00:15:56.000]  我跟你講
[00:15:56.000 --> 00:15:59.000]  如果真你願意跟著教會
[00:15:59.000 --> 00:16:01.000]  你真是禱告讚美不斷
[00:16:01.000 --> 00:16:05.000]  我們每天都要禱告不是嗎
[00:16:05.000 --> 00:16:06.000]  請問各位
[00:16:06.000 --> 00:16:10.000]  早上起來第一件事情是禱告的請舉手
[00:16:10.000 --> 00:16:12.000]  哈雷勒雅 哈雷勒雅 哈雷勒雅
[00:16:12.000 --> 00:16:15.000]  那麼三餐禱告的請舉手
[00:16:15.000 --> 00:16:18.000]  蟹飯禱告的 哈雷勒雅 哈雷勒雅
[00:16:18.000 --> 00:16:20.000]  睡覺禱告的請舉手
[00:16:20.000 --> 00:16:21.000]  哈雷勒雅
[00:16:21.000 --> 00:16:27.000]  睡不著覺禱告的請舉手
[00:16:27.000 --> 00:16:30.000]  所以你看你光每天你個人的禱告
[00:16:30.000 --> 00:16:32.000]  就已經不少了不是嗎
[00:16:32.000 --> 00:16:33.000]  但你是不說啊
[00:16:33.000 --> 00:16:34.000]  我不會啊
[00:16:34.000 --> 00:16:35.000]  I don't know how
[00:16:35.000 --> 00:16:37.000]  哎呀
[00:16:37.000 --> 00:16:39.000]  我不就是那麼去看詩篇就好了嗎
[00:16:39.000 --> 00:16:42.000]  或者看師母每天發的
[00:16:42.000 --> 00:16:44.000]  如何為你的孩子禱告
[00:16:44.000 --> 00:16:45.000]  或者我們發如何做
[00:16:45.000 --> 00:16:48.000]  屬靈的真善的禱告等等
[00:16:48.000 --> 00:16:49.000]  還有荒漠甘泉
[00:16:49.000 --> 00:16:50.000]  還有每日靈修
[00:16:50.000 --> 00:16:53.000]  還有主題查經全年靈修
[00:16:53.000 --> 00:16:55.000]  還有真言詩篇
[00:16:55.000 --> 00:16:56.000]  還有智慧書
[00:16:56.000 --> 00:16:59.000]  還有各式各樣的
[00:16:59.000 --> 00:17:00.000]  更不用講
[00:17:00.000 --> 00:17:02.000]  我們每個禮拜還有什麼
[00:17:02.000 --> 00:17:04.000]  勤如眷的禱告會
